grid,velocity,T,density,Y_N2,Y_Ne,Y_CH2F2(1),Y_O2(2),Y_H2O(3),Y_OH(4),Y_H(5),Y_O(6),Y_H2(7),Y_HO2(10),Y_H2O2(11),Y_CO(12),Y_CO2(13),Y_HCO(14),Y_CH2O(19),Y_F(37),Y_HF(38),Y_CHF(40),Y_CHF3(41),Y_CF2(42),Y_CF3(44),Y_CHFO(46),Y_CF3O(47),Y_CF2O(48),Y_CF(49),Y_CFO(50),Y_CHFCF2(54),Y_CH2CF2(56),Y_CF2CF2(60),Y_CHF2-CH2(63),Y_CH3-CF2(64),Y_CHF2-CHF(66),Y_CH2F-CF2(67),Y_CHF2-CF2(68),Y_CHFCF[Z](71),Y_CF2CH(72),Y_CHF2(81),Y_CHF(88),Y_CF2(89),Y_CH2F(91),Y_[O]OC(F)F(128),Y_FC(F)C(F)F(130),Y_FC1OO1(136),Y_[O]C([O])F(138),Y_CHO2(142),Y_CFO2(143),Y_[O]C(F)F(146),Y_[O]O[C](F)F(147),Y_CF2O2(152),Y_O2(176),Y_F[C]C(F)F(182),Y_O[C](F)F(220),Y_C2F4O2(252),Y_F[C]C(F)F(276),Y_FC1OC1(F)F(286),Y_C2HF4O2(406),Y_CF3O2(416),Y_C3H2F5(444),Y_C2HF3O(467),Y_OO[C](F)F(503),Y_C2H2F3O2(603),Y_C2HF2O3(899),Y_FC1(F)OO1(932),Y_C2H2F3(962),Y_C2HF2O(1007),Y_C3H2F5O2(1017),Y_C3H2F5O2(1096),Y_C3H3F4(1175),Y_FC1(F)CO1(1224),Y_C2HF2O3(2126)
0.0,0.08054741854120699,298.0,1.3404269893465484,0.5408990666675849,0.0,0.29478635100526474,0.16431457881081893,0.0,0.0,3.6086584831477594e-13,0.0,3.497394561447825e-09,3.9285081938253387e-13,0.0,0.0,1.0778451343170804e-13,0.0,0.0,0.0,7.836864114322523e-13,0.0,1.2068541823727457e-12,1.9951146984968547e-13,0.0,4.933796343045196e-14,0.0,3.5326220723820722e-15,0.0,2.044282884417714e-21,1.8539629592821614e-13,0.0,2.7583221983498416e-13,0.0,0.0,5.979280322472101e-31,5.913898981374197e-32,0.0,7.89576198414427e-12,0.0,3.682382630383266e-17,0.0,2.4805038670642238e-17,0.0,0.0,1.6638578265302195e-14,7.125296163697678e-15,0.0,0.0,0.0,0.0,3.896224574161499e-30,2.575818681102023e-29,7.403366505172184e-12,6.593850750250566e-18,2.6110270245567285e-37,9.872597841794156e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942025731463196e-15,4.363470729252295e-14,0.0
0.008,0.08054745599262757,298.00000025113326,1.3404263661331546,0.5408990360835603,0.0,0.2947863568855184,0.16431457295721472,1.5138747314510305e-11,0.0,1.4066192980273976e-18,0.0,3.400621262665267e-08,1.3868935053127929e-11,3.636058879055953e-15,0.0,4.4691382139181307e-13,0.0,0.0,0.0,2.8143411710786963e-11,0.0,1.2082001797861403e-12,1.4328276063322802e-20,0.0,6.794112260956029e-16,0.0,2.542266600323522e-13,0.0,1.3626345478558774e-19,1.8557761367586096e-13,0.0,2.741364823051976e-13,0.0,0.0,4.3626657810910255e-29,4.314791791443951e-30,0.0,7.895762320065068e-12,0.0,0.0,0.0,1.3760296720716655e-15,0.0,0.0,1.6633510850417533e-14,7.125038658684641e-15,0.0,0.0,0.0,0.0,3.163900620501239e-28,2.5546604757187306e-27,4.8716768190315186e-18,6.592761398304248e-18,1.9444055631074055e-35,9.467882988926915e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.610618732702339e-19,0.0,0.0,0.0,0.0,4.942026356014013e-15,4.363470928817773e-14,0.0
0.016,0.08054782199825025,298.0000094609897,1.3404202752985526,0.5408987376764253,0.0,0.2947864142331647,0.16431451534541497,5.44745633255636e-10,0.0,5.153140221893531e-24,0.0,3.306348468674931e-07,1.3949656854227378e-11,3.596144278557214e-13,3.066818310429529e-10,1.7137092852142267e-11,0.0,0.0,0.0,1.217185146664284e-09,0.0,1.2863592073201588e-12,1.0351482629603195e-27,0.0,1.8744714156979814e-15,0.0,3.194166930007753e-13,0.0,5.42854830672192e-19,1.9703281137094017e-13,4.2019165509833736e-15,2.7252062405373006e-13,0.0,0.0,3.169790541888164e-29,3.1334609468568205e-30,0.0,7.895764503642497e-12,0.0,0.0,3.0122942397625815e-24,3.945028830843558e-14,0.0,0.0,1.7267248332554392e-14,7.125045264944529e-15,2.4097534349137236e-32,0.0,0.0,0.0,2.5345745087551834e-35,2.435052889414054e-34,4.838299793735716e-18,6.593048040583637e-18,0.0,9.412287897599076e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.622834581709023e-19,0.0,0.0,0.0,0.0,4.942059613421873e-15,4.363472866364923e-14,0.0
0.02,0.08054922810886096,298.0001376358987,1.3403968762027598,0.5408975980555613,0.0,0.29478663440899827,0.16431428884892055,7.274191983189917e-09,0.0,0.0,0.0,1.4492374141625761e-06,1.5032249727355902e-11,5.149378561271573e-12,4.425609985255857e-09,3.135070468004061e-10,0.0,0.0,0.0,1.7378844627931546e-08,0.0,2.9981089459321703e-12,0.0,0.0,3.24196773591163e-14,0.0,2.324655992528898e-12,2.1842862633992477e-11,7.985816924405951e-19,4.696520145928052e-13,1.6403624803475145e-13,2.734847891162723e-13,2.6273982701134645e-31,2.672059239681588e-27,2.5628710453134657e-28,2.533500041107135e-29,0.0,7.895772430309094e-12,2.168642004755505e-31,0.0,3.589423195334239e-23,6.782538492927058e-13,0.0,0.0,3.530304277708287e-14,7.125057021453292e-15,2.4903803929006945e-32,9.618557483203467e-28,0.0,0.0,3.8529594571773973e-35,7.991799240411722e-34,4.8383722787581574e-18,6.6037447320898305e-18,0.0,9.445425971749369e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.991078043749787e-19,0.0,0.0,0.0,0.0,4.942939368029701e-15,4.3634807789029184e-14,0.0
0.022,0.08055241087110297,298.0010613109877,1.3403439148524208,0.5408950728343918,0.0,0.29478712945888114,0.1643137403897845,5.170449815171282e-08,0.0,0.0,0.0,3.8380898722086465e-06,2.2536929681189375e-11,3.8582755150261156e-11,3.293522664661235e-08,3.0189689553673922e-09,0.0,3.323088008820782e-13,1.1257563065199708e-27,1.31256696606203e-07,0.0,2.217067141829113e-11,0.0,0.0,4.3041899887464867e-13,0.0,3.007105368130479e-11,1.77001923657598e-10,9.32603404270442e-19,3.781801817075025e-12,2.0329676171283714e-12,2.965618606667113e-13,5.0599639909752584e-30,5.1458125460635407e-26,4.42012801721083e-27,4.369504499055449e-28,0.0,7.895789937102607e-12,2.47808477669672e-31,0.0,3.9721319875757356e-22,6.194813872693184e-12,4.275579056429264e-36,0.0,2.962968183712608e-13,7.125088330018994e-15,3.3481060753896116e-32,1.0643674535592736e-26,0.0,0.0,3.519201940695486e-34,7.225509901261761e-33,4.838926974438036e-18,6.786832185856133e-18,0.0,1.0242111537589539e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.759149703456256e-18,0.0,1.3636053824233039e-18,6.477538316088875e-35,0.0,0.0,0.0,4.955324104996764e-15,4.3635065840047504e-14,0.0
0.023,0.08055725293326489,298.0046197823813,1.3402633506800425,0.5408914421155301,0.0,0.29478786172239096,0.16431278339789362,2.094851083370223e-07,0.0,0.0,0.0,6.986149145045162e-06,5.995873924964707e-11,1.5867717534905987e-10,1.3872938844965522e-07,1.6043969058936428e-08,0.0,2.246991512764359e-12,3.498082379776796e-26,5.609291989081843e-07,0.0,1.3433547625806474e-10,0.0,0.0,3.12285085641396e-12,0.0,2.285768924219338e-10,7.602534274666846e-10,9.929464613827274e-19,2.4730067186440734e-11,1.3426828204911172e-11,4.549773638616189e-13,8.905180671132601e-29,9.055172384837758e-25,7.855327805128666e-26,7.765580341844422e-27,1.4710276189030466e-25,7.895815276112254e-12,2.469707856756023e-31,0.0,4.540796973698582e-21,3.139043470671408e-11,2.2768155381078275e-34,0.0,2.2499403168855224e-12,7.125177561917e-15,1.3181834838215938e-31,1.216662420409643e-25,0.0,0.0,1.7836463674414213e-33,3.660891251628823e-32,4.841098638351795e-18,8.400111794396967e-18,0.0,1.5712592983907973e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.796629391987189e-17,0.0,5.831579986068896e-18,2.7490189872526633e-33,0.0,0.0,0.0,5.04611894530502e-15,4.363607959949916e-14,0.0
0.024,0.08057069985484286,298.02407866090203,1.3400396661904443,0.5408824198870187,0.0,0.29478974838492206,0.16430957977583033,1.0091407993241907e-06,2.2697504648525635e-18,1.0119270494129383e-23,0.0,1.3566927604731291e-05,2.637548492874195e-10,7.945156168474686e-10,6.97430828872455e-07,1.0399263123800077e-07,0.0,1.5272682031231616e-11,7.385108091345041e-25,2.8657021231038375e-06,0.0,1.046627804633444e-09,0.0,2.514656181284154e-30,2.830511607438573e-11,0.0,2.1881223865914767e-09,3.877927912263032e-09,1.0383959240294945e-18,2.0836276661471883e-10,1.0983866185310776e-10,1.934443281537781e-12,3.2084996413925536e-27,3.260383228459238e-23,2.9165336385323476e-24,2.8836572409527444e-25,3.632228821590077e-24,7.895879147684073e-12,2.634597510328408e-31,1.3117072039208283e-20,1.0127401071056357e-19,1.9321105976198166e-10,2.3618672877403273e-32,0.0,2.2399011030525274e-11,7.125816347281163e-15,2.4275981474566095e-30,2.7129392296596954e-24,0.0,6.449514695551944e-35,1.0993630381434378e-32,2.2591230851292715e-31,4.853050360640875e-18,2.789298654689153e-17,1.0175902998921971e-32,6.680937435049168e-26,5.0486858694140394e-27,0.0,1.567108524359708e-14,0.0,1.6442668035836828e-33,0.0,0.0,8.084145102444781e-16,0.0,5.4471576958748506e-17,5.371597511593951e-32,0.0,0.0,0.0,5.964631496258738e-15,4.3645301606130594e-14,0.0
0.0245,0.08058973460335578,298.0663969541443,1.3397231579162492,0.5408715169309679,0.0,0.2947920673688397,0.16430420924482253,2.6287058109870983e-06,2.4978891804069988e-17,9.149440245755025e-23,0.0,1.954804063315284e-05,6.96003513298565e-10,2.1409764165243827e-09,1.8735996228993549e-06,3.376550814771001e-07,2.3121005116645078e-26,5.012708282635245e-11,5.152176020946755e-24,7.789318212311288e-06,0.0,3.942855927854296e-09,0.0,8.88981658650139e-29,1.1976471577421422e-10,0.0,9.685915630409065e-09,1.051638295125902e-08,1.1360630248201895e-18,8.348864510191012e-10,4.277804993726772e-10,7.294499899910992e-12,3.3063336893633367e-26,3.3549696149452105e-22,3.0886816964899916e-23,3.0548899796947043e-24,3.654293484542526e-23,7.895957806666056e-12,8.56866739862598e-31,1.9857328712650447e-19,7.261483050504479e-19,6.031294769737987e-10,4.481798186319384e-31,0.0,1.0283557264579291e-10,7.128058181012829e-15,1.7264311778927365e-29,1.9445384553916592e-23,0.0,1.0363572654907465e-33,3.4425422056440247e-32,7.088044854604908e-31,4.879186495721834e-18,1.1864180838573456e-16,3.4987307762346448e-31,2.5199572580225896e-25,2.5472493077064763e-26,0.0,9.477947107607363e-14,0.0,9.731435335305023e-32,0.0,0.0,4.659036423983889e-15,0.0,2.59092027174294e-16,7.278659248219575e-31,0.0,0.0,0.0,9.563987827696415e-15,4.3682793408915635e-14,0.0
0.025,0.08063887918043974,298.20312637519567,1.3389066767255577,0.5408474814676425,0.0,0.2947969853046963,0.1642888305040824,7.54028554760239e-06,2.2826260694775986e-16,9.851077447281605e-22,4.444696475878494e-16,2.8787601298679418e-05,2.0590285688917208e-09,6.3917110466847296e-09,5.565886580773118e-06,1.2429494587105878e-06,8.448995969530663e-25,1.8604657992763778e-10,4.4648791972775757e-23,2.344906804495686e-05,2.2017709068472135e-29,1.716287275740194e-08,2.6664054105674324e-30,3.383602552569712e-27,5.929716154063679e-10,5.8256882229889585e-24,5.0421539742276255e-08,3.156953551928333e-08,1.7930566963438067e-18,3.892737782613501e-09,1.9312054009538697e-09,3.495270400486561e-11,4.454457329113096e-25,4.499035150917768e-21,4.2821487988006995e-22,4.2398926471669954e-23,5.184411195781455e-22,7.896133815124751e-12,2.533582629991846e-29,1.8383784407648983e-18,6.384171980381831e-18,2.123771118439942e-09,1.1683043117323825e-29,0.0,5.576214548858342e-10,7.139968489816072e-15,1.5181826245621522e-28,1.707962513454698e-22,0.0,1.2020756064115146e-32,1.22474367696387e-31,2.5319706767337325e-30,4.964606176878876e-18,7.119750105679248e-16,1.1260969902990075e-29,1.2089000526807895e-24,1.2932152532836352e-25,0.0,6.418295049893659e-13,0.0,4.241982221379454e-30,3.4316524399828197e-31,2.45305345317558e-26,3.22757634865545e-14,0.0,1.4745782642353138e-15,2.6497188204083775e-29,1.388210418247487e-26,0.0,0.0,2.956310344992541e-14,4.3904929785509316e-14,0.0
0.025500000000000002,0.08077843351452371,298.64432262087655,1.3365935564817362,0.5407890741663969,0.0,0.2948074161863701,0.16424244142874372,2.2417181202620057e-05,2.165695078158617e-15,1.2730428780012627e-20,1.9398801033779e-15,4.304893381594615e-05,6.368843348471298e-09,1.978833305287521e-08,1.7144553945847533e-05,4.7462468341799545e-06,3.0460307156931104e-23,7.154233721809177e-10,4.125711767391072e-22,7.319528102930757e-05,4.660288464996157e-28,7.743297628571272e-08,5.649751381361869e-29,1.4110876255871085e-25,3.038258054198718e-09,7.963362196216409e-23,2.7146054090458335e-07,9.826640785787196e-08,6.348310302008821e-18,1.8798911370715656e-08,9.031708403006931e-09,1.774924814463635e-10,6.627382685460641e-24,6.594316350909414e-20,6.50213024418179e-21,6.460475463965891e-22,8.137896071570754e-21,7.896564787566405e-12,1.128848479319625e-27,1.752878631767477e-17,5.933386767660174e-17,7.758557738394715e-09,3.3793529475770376e-28,4.388702341135206e-11,3.1257304904854033e-09,7.20415343255518e-15,1.4179540487067062e-27,1.5828817066246641e-21,0.0,2.00096624465064e-31,4.626920604315982e-31,9.649175800178563e-30,5.250107008221585e-18,4.5863908255821066e-15,3.9053683634209133e-28,6.1645353493691546e-24,6.642995970143641e-25,0.0,4.418969931153659e-12,1.6800989339344092e-12,2.0019126720825143e-28,7.234551992077929e-30,3.164311467515742e-25,2.3008617282391575e-13,0.0,8.685649061187783e-15,1.5594708587056606e-27,3.6361246902630696e-25,1.5506389449013944e-13,1.113108940342007e-21,1.4054508410171367e-13,4.5228534275579456e-14,0.0
