Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503)
1.5172507313083246e-07,0.36212587299964455,3.76,0.0,1.001046316799692,0.9976604156478892,1.9568309896392032e-05,4.1373040325580655e-05,0.0001715578073699525,3.0416002094915578e-05,0.00019920150485015176,4.977806306457652e-05,7.331878506419722e-08,5.281337060983847e-09,0.00027494511327010707,7.29609344670165e-15,7.686963317747724e-19,1.2825539742413453e-05,0.00147882685738711,9.010467144199017e-08,2.181889821060247e-07,4.6855893151309126e-11,7.577593704340257e-12,2.8823389737508163e-07,1.5810169617316073e-14,4.535010502835652e-06,1.6403090147648554e-06,4.7231640506713264e-11,3.359661614060306e-07,7.209165591966898e-10,1.2443193515222794e-12,2.620713391290145e-14,4.961033381492662e-14,6.711107343299376e-11,5.546133465702501e-12,1.8589422852750912e-12,3.888702593926627e-14,2.6575914717399634e-13,0.0005365279742845643,9.415044716845857e-08,7.0546059682952196e-09,1.1342191085369803e-09,6.006536986769464e-11,1.463404611483176e-10,0.00013800195959018879,5.056310400757855e-09,1.512348680694412e-14,1.7592301659645374e-12,0.0018285948248255826,2.039539046626872e-11,1.0114633902532988e-23,2.0146496022758223e-11,4.228971212850985e-14,1.6476066730207807e-15,5.423389490576177e-15,5.127273507669864e-14,1.530877824368609e-16,1.372630363486173e-14,4.336375154981824e-28,5.7162620651137294e-11,1.238820865483602e-10,1.576757157498953e-19,2.790383694963834e-17,1.0579236543882145e-18,1.2472782768136662e-16,9.01498441723974e-17,1.6417899508672524e-32,0.0008016100375615728,5.536614387159716e-07,2.1517469123865343e-11
1.54314477426647e-07,0.362127817646834,3.76,0.0,1.0010052212578164,0.9976453058814501,2.0692446059325142e-05,4.288427737970001e-05,0.00017453731591013253,3.139907065275599e-05,0.00020692031830860512,5.063938090044925e-05,7.581268910499003e-08,5.6289120232763285e-09,0.00028514840451601773,7.860828184495267e-15,8.508704518120862e-19,1.3030507305640769e-05,0.0015095572543714218,9.281806335634547e-08,2.3420897448721805e-07,4.969229997553405e-11,8.352053471750952e-12,3.0460428629769513e-07,1.734822336776072e-14,4.790180245658877e-06,1.70341825733449e-06,5.020973892900184e-11,3.589504339494539e-07,7.701223366863027e-10,1.34808723406708e-12,2.858450517178649e-14,5.4155049175235215e-14,7.075616219852017e-11,5.976567600006521e-12,2.025842631582153e-12,4.1869358889618686e-14,2.8502313146061786e-13,0.000556565054673265,9.77148409601595e-08,7.732459300319444e-09,1.1545345513399465e-09,6.070766733270345e-11,1.4786139722441386e-10,0.00014012344280013944,5.2453498131364005e-09,1.566056146593271e-14,1.7996847787067185e-12,0.0018285671544522521,2.1938918694177867e-11,1.0958528070582138e-23,2.1520149570566096e-11,4.5365144101709676e-14,1.79592931549705e-15,5.993716914060015e-15,5.691619903379314e-14,1.6365701728527362e-16,1.4780844678780428e-14,4.864363434431066e-28,5.852555942416045e-11,1.3333154923518761e-10,1.70864871363846e-19,3.098304418693011e-17,1.1746558892725185e-18,1.3842506462787833e-16,9.80321589503503e-17,1.841691216408307e-32,0.0008099273443732132,5.650719727519823e-07,2.233209217011588e-11
1.5690388172246154e-07,0.36212977201908053,3.76,0.0,1.000963774929733,0.9976300319050191,2.1857177242518836e-05,4.441469505623229e-05,0.00017748488033192386,3.238878144222581e-05,0.00021477072540898823,5.1500732365077225e-05,7.834672495682844e-08,5.996128807315461e-09,0.0002955072108610607,8.463285210228282e-15,9.40230637563447e-19,1.3232654806749189e-05,0.0015404447990031564,9.55607557875049e-08,2.510448160487125e-07,5.2634609175922616e-11,9.192737409425991e-12,3.2184343456719655e-07,1.9010940321805056e-14,5.054862491013056e-06,1.7678481892775585e-06,5.33744876130797e-11,3.8303524948329613e-07,8.216746205968716e-10,1.4590984915466827e-12,3.1121144703833356e-14,5.900993687437774e-14,7.452758098479625e-11,6.4320952334160644e-12,2.2062449776165865e-12,4.5054008155532793e-14,3.0556049502854773e-13,0.000576941545707797,1.0134064376820253e-07,8.461306727712566e-09,1.1746396886904513e-09,6.134011244231495e-11,1.493585964994012e-10,0.00014221537603093903,5.437591372046986e-09,1.6213361477303757e-14,1.8406725276175007e-12,0.0018285391828702,2.3563126640672402e-11,1.1861334416611377e-23,2.295913919543057e-11,4.8598639800164684e-14,1.9562813768554857e-15,6.614559998981018e-15,6.305528336976681e-14,1.7473788708083076e-16,1.589698475794034e-14,5.448023264396552e-28,5.990467042606299e-11,1.4332909598162396e-10,1.8488262880348778e-19,3.433337322335444e-17,1.3016653432555705e-18,1.5332162213243275e-16,1.0644560421159792e-16,2.062670278123677e-32,0.0008181149505091909,5.766526997941561e-07,2.316075003888902e-11
1.5949328601827608e-07,0.3621317359833237,3.76,0.0,1.0009219807999215,0.9976145958626484,2.306300836781951e-05,4.5963716424334815e-05,0.0001804003627401344,3.3384697528752346e-05,0.0002227512707040821,5.236209981878657e-05,8.092078964568023e-08,6.3839852984271845e-09,0.0003060194055746229,9.1056248225312e-15,1.037267906600366e-18,1.343199365777977e-05,0.0015714873653384282,9.833236301228271e-08,2.6871801164590516e-07,5.5683923253234144e-11,1.0104017976945444e-11,3.399911350326302e-07,2.080619952467428e-14,5.329219173966274e-06,1.8336002448396762e-06,5.6738249644168356e-11,4.0824924614343024e-07,8.756338914765578e-10,1.5777948353473354e-12,3.382368763447037e-14,6.418837372736557e-14,7.842717255941176e-11,6.913646002261581e-12,2.401121728300989e-12,4.845273029389818e-14,3.274449370695561e-13,0.0005976542048885334,1.0502726903466995e-07,9.243892942908627e-09,1.194532604375274e-09,6.196284208731923e-11,1.5083241451069482e-10,0.00014427790947494569,5.633004149204716e-09,1.6782266537175718e-14,1.8822183708497355e-12,0.0018285109140128404,2.5270119095258305e-11,1.2826644108313569e-23,2.4465131525097433e-11,5.1994728291035036e-14,2.1295327570618998e-15,7.289408482769303e-15,6.972222493082678e-14,1.8634393213283462e-16,1.7077195846799102e-14,6.092423875740337e-28,6.130073494468114e-11,1.5389656415065173e-10,1.9976297112750338e-19,3.797250453537745e-17,1.4396221480830666e-18,1.6949517177231494e-16,1.1541509573291063e-16,2.3066463998775446e-32,0.0008261747945817057,5.884119432494398e-07,2.4003308678006474e-11
1.620826903140906e-07,0.36213370940722583,3.76,0.0,1.000879841874436,0.9975989998715009,2.4310428991057588e-05,4.7530765747327025e-05,0.0001832836615417156,3.4386391118487646e-05,0.00023086049311931648,5.3223465784469366e-05,8.353477880923687e-08,6.7935222512544726e-09,0.0003166828732466826,9.79009588899245e-15,1.1424975226854723e-18,1.3628537246680907e-05,0.0016026828381454556,1.0113250477751414e-07,2.8724991280848356e-07,5.884128840971665e-11,1.1090454219805443e-11,3.5908818366380945e-07,2.2742209976686373e-14,5.613410755183373e-06,1.9006755618424046e-06,6.031410513533889e-11,4.346210285395299e-07,9.32060540330329e-10,1.7046435726612657e-12,3.669884278574189e-14,6.970390617019621e-14,8.245676407008783e-11,7.422159176921161e-12,2.6115018414835275e-12,5.207777687925747e-14,3.507532018887874e-13,0.0006186997682570323,1.0877412587742676e-07,1.0083047419124892e-08,1.2142116544204687e-09,6.257599160372972e-11,1.5228320144170356e-10,0.0001463112115151397,5.831557011352235e-09,1.736765901815463e-14,1.924348050276432e-12,0.00182848235176366,2.7061973225477234e-11,1.3858256328855374e-23,2.603978914374986e-11,5.555794120820978e-14,2.316604309795317e-15,8.021910815987771e-15,7.695057389672463e-14,1.984886829720798e-16,1.8324001058166943e-14,6.803033169567713e-28,6.271456265448194e-11,1.6505623864310354e-10,2.1554042626343426e-19,4.1918840724712774e-17,1.5892238022045247e-18,1.8702652610754012e-16,1.249661724513671e-16,2.575689786555657e-32,0.0008341087861403975,6.003582333414512e-07,2.485963304707392e-11
1.6467209460990515e-07,0.3621356921592512,3.76,0.0,1.000837361177615,0.9975832460219528,2.5599913340527354e-05,4.9115269021804e-05,0.00018613470904238353,3.539344367215253e-05,0.00023909692754180666,5.408481295125433e-05,8.618858672036552e-08,7.2258243328932936e-09,0.00032749551105046146,1.0519036447910392e-14,1.2564597278134411e-18,1.3822300757817206e-05,0.0016340291143472486,1.0396080616911236e-07,3.066617039625027e-07,6.210769531684711e-11,1.2156794034598453e-11,3.7917636375891725e-07,2.4827514898289922e-14,5.907596209386454e-06,1.9690749903582416e-06,6.411587597279698e-11,4.6217915572246546e-07,9.910148446724117e-10,1.8401389811506397e-12,3.9753387407237095e-14,7.557023932728342e-14,8.661816702959561e-11,7.958583047488775e-12,2.8384728130979673e-12,5.5941902355840467e-14,3.755651202574916e-13,0.0006400749537420995,1.125806197267499e-07,1.0981684620284853e-08,1.2336754512709924e-09,6.317969477303168e-11,1.5371130220417554e-10,0.00014831546702202407,6.033218652189888e-09,1.7969923823873366e-14,1.967088083175124e-12,0.001828453499957482,2.8940736623462352e-11,1.4960189452159825e-23,2.7684769858327603e-11,5.929281052724352e-14,2.5184696523251097e-15,8.815876480297812e-15,8.477520886154515e-14,2.1118565451243424e-16,1.9639974184205645e-14,7.585744520795927e-28,6.414699130912994e-11,1.7683084778196243e-10,2.322500512965246e-19,4.619151481531263e-17,1.751195485095176e-18,2.0599967384208396e-16,1.351249948036824e-16,2.872031732221475e-32,0.0008419188061168086,6.125003050686098e-07,2.572958726299e-11
1.672614989057197e-07,0.3621376841087366,3.76,0.0,1.000794541749005,0.9975673363777126,2.693192036941869e-05,5.07166544847851e-05,0.00018895346917859022,3.6405445993992234e-05,0.0002474591063046078,5.494612417779965e-05,8.888210631060821e-08,7.682021151176173e-09,0.00033845522988576265,1.1294874171582106e-14,1.3797204807449173e-18,1.4013301005677052e-05,0.0016655241043300585,1.0681689748439677e-07,3.269743893250395e-07,6.548407992330209e-11,1.330797626354533e-11,4.0029842922813554e-07,2.7070995695185818e-14,6.211933015332113e-06,2.0387991013079565e-06,6.815815036727774e-11,4.909521296332829e-07,1.0525569457151345e-09,1.9848037313283658e-12,4.2994161971091785e-14,8.180122615164587e-14,9.091317728682343e-11,8.52387431460973e-12,3.0831826545665868e-12,6.00583715308984e-14,4.019636483385281e-13,0.0006617764642831813,1.1644615291970537e-07,1.1942804161242201e-08,1.2529228487752569e-09,6.37740838235186e-11,1.5511705651922958e-10,0.0001502908757765072,6.237957622186086e-09,1.858944823432596e-14,2.010465753861877e-12,0.001828424362380468,3.090842545349641e-11,1.6136692605886642e-23,2.940172599512279e-11,6.320386642220423e-14,2.7361569689255068e-15,9.675278157700112e-15,9.323235092173365e-14,2.2444834043471485e-16,2.1027739191053484e-14,8.446905026754914e-28,6.559888643827629e-11,1.8924355879458293e-10,2.499274166209559e-19,5.0810398001749755e-17,1.9262903507839915e-18,2.265018126746813e-16,1.4591834281689266e-16,3.1980753153812107e-32,0.0008496067072616566,6.248470960184104e-07,2.6613034735794993e-11
1.6985090320153423e-07,0.3621396851259578,3.76,0.0,1.0007513866405018,0.9975512729759528,2.8306893821367353e-05,5.2334353090283165e-05,0.00019173993537757695,3.7421998297690546e-05,0.0002559455605720514,5.5807382495230357e-05,9.161522919370904e-08,8.163288267125784e-09,0.00034955995541183146,1.2120126692697231e-14,1.5128722017442257e-18,1.4201556280843373e-05,0.0016971657331274158,1.0970041410762618e-07,3.482087804568799e-07,6.897132429808035e-11,1.4549132618345351e-11,4.2249808700480466e-07,2.948187562213203e-14,6.52657714720699e-06,2.109848194967389e-06,7.245630716039541e-11,5.209683840232348e-07,1.116746826670388e-09,2.139190356353723e-12,4.6428065040795675e-14,8.841085666211793e-14,9.534357498558186e-11,9.118997486454775e-12,3.3468418596218285e-12,6.444096670462581e-14,4.3003490417015774e-13,0.0006838009907454152,1.2037012525499047e-07,1.29694909196411e-08,1.2719529279350157e-09,6.43592894326502e-11,1.5650079899723223e-10,0.00015223765100982144,6.445742356401816e-09,1.922662175128074e-14,2.0545091052298795e-12,0.0018283949427694202,3.29670226998957e-11,1.7392257619720603e-23,3.119230372598544e-11,6.729563520304857e-14,2.970750805218316e-15,1.0604253750205785e-14,1.0235957677484162e-13,2.3829020778807034e-16,2.2489969667976194e-14,9.393345249769957e-28,6.707114104673462e-11,2.0231797290094703e-10,2.6860858998280366e-19,5.579610684863062e-17,2.1152898005849978e-18,2.486233798580141e-16,1.5737361396260257e-16,3.556406659891134e-32,0.0008571743145750614,6.374077440452657e-07,2.7509838295471155e-11
1.7244030749734877e-07,0.3621416950821863,3.76,0.0,1.0007078989136708,0.9975350578274553,2.972526230832683e-05,5.396779895662453e-05,0.00019449412853862072,3.844271025097732e-05,0.00026455482163171385,5.6668571109741896e-05,9.438784568915279e-08,8.670848190650963e-09,0.0003608076289779561,1.2997401795789078e-14,1.6565345232260202e-18,1.4387086207357814e-05,0.001728951941488926,1.1261099638867134e-07,3.703854844580876e-07,7.257025750411333e-11,1.5885589433653575e-11,4.4581997863519e-07,3.2069723144724013e-14,6.851683067349452e-06,2.1822223093723895e-06,7.702653983559498e-11,5.522562738341427e-07,1.18364429213947e-09,2.3038827688702755e-12,5.0062048222643357e-14,9.541324729993764e-14,9.991112451268994e-11,9.744924282719376e-12,3.630725357801837e-12,6.910399443263389e-14,4.598682016983637e-13,0.0007061452146397269,1.2435193451077924e-07,1.406491510074894e-08,1.290764983382927e-09,6.493544073036575e-11,1.5786285921631493e-10,0.00015415601805215772,6.656541200454017e-09,1.9881835956307245e-14,2.099246930170516e-12,0.0018283652448129566,3.51184765146115e-11,1.8731631356219564e-23,3.3058142423460704e-11,7.157263733211181e-14,3.223393850905226e-15,1.1607108249445761e-14,1.1219583083412919e-13,2.52724691804669e-16,2.4029388232029955e-14,1.0432410502547146e-27,6.856467531442705e-11,2.1607812001679264e-10,2.883301204429591e-19,6.117000994256419e-17,2.3190037350834945e-18,2.724580804892412e-16,1.6951882078682738e-16,3.9498067799915983e-32,0.000864623425729857,6.501915848192304e-07,2.841986031030422e-11
1.750297117931633e-07,0.36214371384974237,3.76,0.0,1.0006640816372645,0.9975186929167663,3.1187439399999416e-05,5.561642978579787e-05,0.00019721609512894832,3.9467201000560726e-05,0.00027328542209827296,5.752967340488994e-05,9.719984484569792e-08,9.205971358607535e-09,0.00037219620845944023,1.392939747604843e-14,1.811355046010858e-18,1.4569911610669556e-05,0.0017608806868423257,1.1554828952476024e-07,3.935248927908181e-07,7.628165649808539e-11,1.732286925081563e-11,4.703096610973996e-07,3.4844454999095157e-14,7.187403720211382e-06,2.2559212286120294e-06,8.188588018430382e-11,5.848440650282469e-07,1.2533089485667197e-09,2.4794978244451246e-12,5.390311120781178e-14,1.028226304252211e-13,1.046175744368256e-10,1.0402633046456377e-11,3.9361744519586756e-12,7.406229191759639e-14,4.915560823524977e-13,0.0007288058106604819,1.2839097692794563e-07,1.5232332256595814e-08,1.3093585105519575e-09,6.5502665303291e-11,1.5920356179957138e-10,0.00015604621308228358,6.8703224347414044e-09,2.0555484362663335e-14,2.1447087628682438e-12,0.0018283352721520873,3.736469866358904e-11,2.015982842015557e-23,3.500087404417231e-11,7.603938551821795e-14,3.4952887084274084e-15,1.2688315456057754e-14,1.227814363657278e-13,2.6776519092316254e-16,2.5648765889299668e-14,1.1571993724977543e-27,7.008043629569332e-11,2.3054845308110974e-10,3.0912902228694433e-19,6.695423400308285e-17,2.538270785613924e-18,2.9810291355870234e-16,1.8238258832716513e-16,4.3812640278747455e-32,0.0008719558114881138,6.632081492527825e-07,2.9342962797330866e-11
1.802085203847924e-07,0.3621477773136191,3.76,0.0,1.0005754707332792,0.9974855216168703,3.424479910195024e-05,5.8957017325257567e-05,0.00020256365189102681,4.152604285289103e-05,0.0002911047847966469,5.92515534691028e-05,1.0294154112441961e-07,1.0364234499462473e-08,0.0003953880035083354,1.59687927756408e-14,2.1572055275906135e-18,1.4927537455067143e-05,0.0018251577064868601,1.2150161270664994e-07,4.4277224885628444e-07,8.404470474751656e-11,2.052297699744292e-11,5.229790816938121e-07,4.099599549916849e-14,7.89129338697025e-06,2.407291396852418e-06,9.254434078289771e-11,6.540319136306195e-07,1.4011771618117244e-09,2.866137818775301e-12,6.223468698453376e-14,1.1891982172563593e-13,1.1445409023272043e-10,1.1817339521340016e-11,4.6174779509849894e-12,8.492673299351537e-14,5.608820623965005e-13,0.0007750627974197348,1.3663834112263076e-07,1.7796594127817037e-08,1.3458888949364646e-09,6.661083693770449e-11,1.6182216822828905e-10,0.0001597430794279811,7.306704999814141e-09,2.1959666578363008e-14,2.2379262409423995e-12,0.0018282745170398863,4.214890445244953e-11,2.3304169466024122e-23,3.912350336233602e-11,8.556012141110509e-14,4.101954283270417e-15,1.51045361308663e-14,1.4636894811031915e-13,2.9971761631937785e-16,2.913872022274102e-14,1.4187236928681829e-27,7.318255916274887e-11,2.617195664571979e-10,3.54109226684653e-19,7.984597476310156e-17,3.0269636335721043e-18,3.552275808966542e-16,2.1038335079601961e-16,5.37142063273545e-32,0.0008862773577456434,6.899785324462965e-07,3.122785609386527e-11
1.848694481172586e-07,0.3621514633079859,3.76,0.0,1.000494624714338,0.9974551746382455,3.7150092977380435e-05,6.200992440368768e-05,0.00020726716650543319,4.338829723979875e-05,0.00030754253627430334,6.080078731431637e-05,1.0824261822639398e-07,1.1514697406973194e-08,0.0004167223937642168,1.8020300989520887e-14,2.5137284149737008e-18,1.5240380640870455e-05,0.001883474379615617,1.269474905505374e-07,4.90587109980155e-07,9.142284174798925e-11,2.3807354267731766e-11,5.748504567322554e-07,4.727823247317732e-14,8.562599584916197e-06,2.548048301531065e-06,1.0331454305537963e-10,7.210280478548467e-07,1.5443156297141597e-09,3.2583899680911203e-12,7.051235405360878e-14,1.3494399892893703e-13,1.2379920902733447e-10,1.3209199737299311e-11,5.319287709152024e-12,9.587446832911783e-14,6.306135497844882e-13,0.0008177426593626409,1.44250633204502e-07,2.0385051048190957e-08,1.3780175069077758e-09,6.757891055578734e-11,1.6410902873035896e-10,0.00016297646331016265,7.709330302592486e-09,2.3290457603389045e-14,2.3246092247708e-12,0.0018282189334973037,4.6797181529726727e-11,2.649411149603979e-23,4.311304326818064e-11,9.482276493185702e-14,4.72714720304312e-15,1.759549055677265e-14,1.7059358550168417e-13,3.306808663138747e-16,3.258190369739047e-14,1.6976380538754613e-27,7.606052541676099e-11,2.924561560944846e-10,3.9865630359421287e-19,9.308952325144688e-17,3.528987313445379e-18,4.1387176898461407e-16,2.3834111884579936e-16,6.427417881426838e-32,0.0008987847761710659,7.149673063951066e-07,3.2967607331407326e-11
1.895303758497248e-07,0.36215517591791946,3.76,0.0,1.0004127587792768,0.9974243721134497,4.020308269373163e-05,6.510348854127729e-05,0.0002118679790582497,4.5257304162429405e-05,0.0003243507777038903,6.234949135460713e-05,1.136695140383869e-07,1.2776512912550298e-08,0.0004384823862842736,2.029516544168513e-14,2.917834713983265e-18,1.5544827970739878e-05,0.0019422219507484548,1.3247460335053507e-07,5.418273512370617e-07,9.91751688373814e-11,2.7513384019284132e-11,6.312536429639907e-07,5.4336377021425324e-14,9.270606328566549e-06,2.6930834593155896e-06,1.1532705798797721e-10,7.926704042918085e-07,1.6973358895516929e-09,3.697305546851572e-12,7.957151424633955e-14,1.5251239773807534e-13,1.336208279765122e-10,1.471949115868717e-11,6.115064042567999e-12,1.0803447500694294e-13,7.079434197679179e-13,0.0008613957741283897,1.520389453546736e-07,2.3261289147295498e-08,1.4094381958390459e-09,6.8519975887931e-11,1.6633152047219037e-10,0.00016612262537581688,8.121124498487226e-09,2.468716825158211e-14,2.4141302342007696e-12,0.0018281625143651212,5.178043269267901e-11,3.006348850464527e-23,4.737669804843668e-11,1.047698273690701e-13,5.4363403080003254e-15,2.041774966391871e-14,1.979372262832024e-13,3.638138125645144e-16,3.6329384623727426e-14,2.0242818578548527e-27,7.902643075672795e-11,3.2589269897306585e-10,4.472892707084647e-19,1.0804181159914892e-16,4.0957788763661495e-18,4.800421601028474e-16,2.6909988049039405e-16,7.664123781197604e-32,0.0009109403558709611,7.408669580461455e-07,3.474758751555144e-11
1.94191303582191e-07,0.3621589144413212,3.76,0.0,1.000329890813482,0.997393124691965,4.3405651697940935e-05,6.823460605577432e-05,0.00021636707095651077,4.71311825607576e-05,0.00034152112979420914,6.389757529861944e-05,1.1922153863250962e-07,1.4158944952006579e-08,0.0004606567502103937,2.28123444405209e-14,3.3744139855704965e-18,1.584103020270351e-05,0.0020013892047707617,1.3808104265096867e-07,5.96602840682517e-07,1.0730445827914247e-10,3.168051595081279e-11,6.92484661729467e-07,6.224115027600635e-14,1.0016150298323844e-05,2.8423874745114997e-06,1.2871447929722938e-10,8.691194271221267e-07,1.860576192250969e-09,4.187895831960354e-12,8.945411366879406e-14,1.7171089414814395e-13,1.439285625167864e-10,1.6354084915892414e-11,7.015276760136749e-12,1.2151317596172234e-13,7.935313409514988e-13,0.0009060027792493277,1.5999975368268837e-07,2.6447367760134417e-08,1.4401538136195774e-09,6.943472204943129e-11,1.6849136723688002e-10,0.00016918320164651526,8.541902887494492e-09,2.6152144421504575e-14,2.506687106426767e-12,0.0018281052791780386,5.710832211372146e-11,3.4053036273615075e-23,5.192364558537731e-11,1.1542712227567227e-13,6.238939509570106e-15,2.3603680599980394e-14,2.286860090274692e-13,3.9919268060289577e-16,4.0398974146626244e-14,2.405734111651e-27,8.208672939096737e-11,3.6218622465326197e-10,5.002386980694695e-19,1.2485990611405194e-16,4.733291197606945e-18,5.544261909223363e-16,3.0284831511758207e-16,9.108340239428618e-32,0.0009227535034018289,7.67739753547529e-07,3.6566991300723106e-11
1.988522313146572e-07,0.36216267819056963,3.76,0.0,1.0002460386303875,0.997361442763527,4.6759535925148746e-05,7.140023589827627e-05,0.0002207655736348118,4.900814757808223e-05,0.00035904529768520624,6.544495081001231e-05,1.24897990601168e-07,1.5671831632623066e-08,0.00048323446901636755,2.559170523942671e-14,3.8887113287686106e-18,1.6129143102578264e-05,0.0020609651491720056,1.437649424440128e-07,6.550204908217346e-07,1.1581301239129982e-10,3.635032826459641e-11,7.58847400444827e-07,7.106706996580548e-14,1.080005210898605e-05,2.9959489006909526e-06,1.4361991710399127e-10,9.505339591636802e-07,2.0343714912058508e-09,4.735658186865246e-12,1.0020224582660845e-13,1.9262580963799914e-13,1.5473185537680813e-10,1.8118878121095105e-11,8.031238719090446e-12,1.3642294357734106e-13,8.880725334447174e-13,0.0009515443914792978,1.6812954690423658e-07,2.996622926560607e-08,1.4701685018416455e-09,7.032382254118698e-11,1.7059024654403212e-10,0.00017215987021941903,8.971481524975555e-09,2.768774113459879e-14,2.602484704059108e-12,0.0018280472469962344,6.279004059389134e-11,3.85074413095448e-23,5.67629457683291e-11,1.2682025493949017e-13,7.145113339079818e-15,2.7187508176428138e-14,2.6314110769901653e-13,4.3689297993816774e-16,4.4808926688758834e-14,2.8499717643320806e-27,8.524813238108117e-11,4.0149763236156456e-10,5.577387638683542e-19,1.4370913720077717e-16,5.447790327321784e-18,6.377472161740341e-16,3.3978126407076385e-16,1.079026888053459e-31,0.0009342333738256456,7.956497685354436e-07,3.842501622358905e-11
2.035131590471234e-07,0.3621664664911754,3.76,0.0,1.0001612199466972,0.9973293364624063,5.0266326890359985e-05,7.459740378628814e-05,0.00022506474738560357,5.088650881618562e-05,0.00037691508247513357,6.699153151175142e-05,1.306981574894225e-07,1.7325600128400617e-08,0.0005062047453227622,2.8654005545171455e-14,4.466342350690996e-18,1.6409326205189642e-05,0.002120939019786367,1.4952447740086477e-07,7.171841396878155e-07,1.24702682335846e-10,4.156653021873301e-11,8.306531603874452e-07,8.089245874248586e-14,1.1623116347448259e-05,3.1537543734805207e-06,1.6019734848344604e-10,1.0370711164528634e-06,2.2190532316571606e-09,5.346612924668204e-12,1.1185807798361032e-13,2.1534374902052446e-13,1.660399749665054e-10,2.0019784592913822e-11,9.175137731605995e-12,1.5288215668188714e-13,9.922979578256918e-13,0.0009980014323040856,1.7642483121288457e-07,3.3841692821584683e-08,1.4994875408490856e-09,7.118793543709453e-11,1.7262979091551466e-10,0.00017505433961645105,9.409677465437045e-09,2.929632003381497e-14,2.7017347189715755e-12,0.001827988436411452,6.883429141302407e-11,4.347564039755784e-23,6.19035330341391e-11,1.3897459810484974e-13,8.165822134447111e-15,3.1205322640503347e-14,3.016187870988017e-13,4.769894412817221e-16,4.95779216210257e-14,3.365962828045565e-27,8.851760116362961e-11,4.439915298446206e-10,6.200269607065466e-19,1.647631289321224e-16,6.245856609461545e-18,7.307646557909126e-16,3.8009965498515237e-16,1.274386361394671e-31,0.0009453888775311031,8.246628245310118e-07,4.03208638164844e-11
2.081740867795896e-07,0.3621702786831525,3.76,0.0,1.000075452360741,0.9972968156718426,5.392747496617182e-05,7.782320573748953e-05,0.0002292659624083999,5.2764668324490386e-05,0.00039512239110026413,6.853723298488467e-05,1.3662131622292144e-07,1.913128074908324e-08,0.0005295570042818367,3.2020871756605077e-14,5.1133082169436125e-18,1.6681741745336744e-05,0.0021813002849043763,1.553578611867496e-07,7.831944476342321e-07,1.3397488680825097e-10,4.7374959516117695e-11,9.082201941885811e-07,9.179944304437097e-14,1.2486131631727117e-05,3.3157887380047016e-06,1.7861194154871211e-10,1.1288861745142828e-06,2.4149491679823456e-09,6.027341503020252e-12,1.2446378174852785e-13,2.3995144684088534e-13,1.7786201374343963e-10,2.206272595957406e-11,1.0460067178129327e-11,1.710152446817525e-13,1.1069744250930348e-12,0.001045354850271941,1.8488213454776343e-07,3.8098446979295975e-08,1.5281172129026455e-09,7.202770358579668e-11,1.7461158910424896e-10,0.00017786833874971542,9.856308975945052e-09,3.098024699420512e-14,2.80465546954384e-12,0.001827928865552213,7.524927945749964e-11,4.901113093288823e-23,6.735420964087166e-11,1.519152697751895e-13,9.312846055116458e-15,3.569508272446329e-14,3.4445042724230403e-13,5.195559592967679e-16,5.4725043908883113e-14,3.963766621663749e-27,9.190234084725247e-11,4.898360634078516e-10,6.873438073066283e-19,1.882038116484478e-16,7.134385157096353e-18,8.34274074639124e-16,4.240104224204154e-16,1.5007210170127288e-31,0.0009562286868604499,8.548464233803911e-07,4.225374058276533e-11
