Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89)
2.2228031410124394e-09,0.24214613155352668,3.76,0.0,0.843107080242202,0.9997452513355363,2.495322456603474e-15,6.094430519123409e-13,1.5608911311255255e-10,3.618507619024369e-13,4.382444035152882e-12,6.1980684379633795e-09,1.1155745125681907e-14,3.1394373928413128e-18,1.613285675250448e-12,1.3071941013071328e-29,1.7969495175902524e-40,1.3578936366944695e-12,3.586052862108232e-08,6.1821578331531905e-15,8.233229209339038e-20,1.5974951524628126e-21,1.1827118758270006e-25,1.3629046822210654e-13,2.5683331018585474e-29,4.826212711187453e-13,4.6493946781702114e-14,4.753006063419763e-23,3.588671105748926e-18,8.00479186610374e-21,1.0037916433189058e-24,6.050761393053357e-31,2.9224875068175025e-29,1.1752055389804028e-20,2.238325161829178e-22,2.5569388254476143e-23,1.1244795331588528e-26,6.224541776252953e-25,6.195141531669779e-09,3.2743201827921717e-12,1.877584932175963e-19,2.2850901976043866e-15,1.2327218835029127e-15,1.3851230903455198e-14,1.5522695882184613e-10,1.3648934038744482e-14,2.954769798905947e-21,3.569125610622879e-19,0.00025474230544855606,1.6804357853426978e-21,6.529721961841074e-36,5.962944831342367e-23,5.339861211220404e-28,5.1204730765387843e-26,3.36890172036924e-29,2.6774848380278096e-30,5.067399795360369e-31,1.9541700256545634e-25,8.548994050749996e-47,2.7020021638015837e-18,9.00663804442918e-22,1.1152262807462997e-44,7.675360339919394e-33,2.1691836730730768e-34,0.0,0.0,9.67785435236057e-51,3.570321278788573e-08,3.773465985392585e-12
2.290495522679755e-09,0.242146131600725,3.76,0.0,0.8431070789611735,0.9997452510556197,2.748784405016217e-15,6.525476782393895e-13,1.6570106578228582e-10,3.896591843509557e-13,4.5545864878488544e-12,6.386820678481752e-09,1.1845541802448357e-14,3.4348519723291164e-18,1.7629607363854378e-12,1.469746246315285e-29,2.1288353775572894e-40,1.4756069367605375e-12,3.695263538948999e-08,6.563839066817556e-15,9.27985136160998e-20,1.6884172569602168e-21,1.3653924284388703e-25,1.447050351735919e-13,3.0531986760071133e-29,5.128248585771328e-13,4.936450000992424e-14,5.199705129473753e-23,3.926185106077515e-18,8.757659292479572e-21,1.0983505061481129e-24,6.838771059190343e-31,3.2948973136468186e-29,1.2855295511897721e-20,2.448376518870466e-22,2.797392545400697e-23,1.2309778540548148e-26,6.8099583263233675e-25,6.383749992673173e-09,3.4744511966322104e-12,2.0532242749884995e-19,2.443757646882915e-15,1.2768846673700652e-15,1.4315880401972568e-14,1.6476099557223886e-10,1.4133404695754522e-14,3.0507734963884882e-21,3.686110605462428e-19,0.0002547423866725338,1.784125375554024e-21,7.18772889645274e-36,6.523772066385478e-23,6.019335075525974e-28,5.7614302712468e-26,4.0079313416057543e-29,3.1087669496087927e-30,5.607038502357183e-31,2.19910463402679e-25,1.0228451165335677e-46,2.877240224170742e-18,9.861638154817017e-22,1.3343134271810025e-44,9.148051142209252e-33,2.6012004853021357e-34,0.0,0.0,1.1579077028081818e-50,3.678559108286957e-08,3.888380242096358e-12
2.358187904347071e-09,0.24214613164792353,3.76,0.0,0.8431070776801388,0.9997452508033371,3.019921181496871e-15,6.974303785226607e-13,1.7559774422425462e-10,4.187879672035875e-13,4.730198769309846e-12,6.57557308264631e-09,1.2556029526782223e-14,3.74822609429303e-18,1.9215644071718177e-12,1.6488992637044478e-29,2.5128296295160886e-40,1.5994831700357997e-12,3.804474492114712e-08,6.9569166059035834e-15,1.0423034920969802e-19,1.7814447867096605e-21,1.5695941147156934e-25,1.5337085449636324e-13,3.61093831452625e-29,5.439491730381432e-13,5.2320768075695134e-14,5.673504383022309e-23,4.284198840330117e-18,9.556254589411095e-21,1.1986709862003596e-24,7.702973647695945e-31,3.7018084230610964e-29,1.4025293818969547e-20,2.6711294354502385e-22,3.0524508285427075e-23,1.3440340557481462e-26,7.430928280233347e-25,6.572358015842013e-09,3.680378812524407e-12,2.2394876452932384e-19,2.6078784404827907e-15,1.3210499410320725e-15,1.4780408839590367e-14,1.7457526724966047e-10,1.461794959921557e-14,3.146870729031991e-21,3.8032232993940037e-19,0.00025474243996541227,1.8901317454876694e-21,7.888760677675413e-36,7.118662956711294e-23,6.761570355048108e-28,6.460028437148266e-26,4.743845098856488e-29,3.593788592485297e-30,6.184428333876913e-31,2.4661153939723867e-25,1.2173848962553436e-46,3.0579777581817447e-18,1.0769529447944149e-21,1.5880928469510053e-44,1.0846439359306848e-32,3.1027869828174536e-34,0.0,0.0,1.3781356784531073e-50,3.786767985825688e-08,4.003294415604254e-12
2.4935726676817025e-09,0.242146131742321,3.76,0.0,0.8431070751180492,0.9997452503481021,3.618110498842819e-15,7.926418121344269e-13,1.9624443802714334e-10,4.811186139171258e-13,5.092237727375121e-12,6.95307839459555e-09,1.4039078062775433e-14,4.430966017829692e-18,2.2665739736495565e-12,2.0623431008533227e-29,3.465271896951969e-40,1.866168708567694e-12,4.022897284633168e-08,7.777248306905274e-15,1.3022195029862725e-19,1.9737079887896822e-21,2.0497836523466714e-25,1.7145598108186063e-13,4.978831282362366e-29,6.089601513561598e-13,5.84903576578778e-14,6.705577869033263e-23,5.0641313769760586e-18,1.1295995325704718e-20,1.4172795421378666e-24,9.680361421979755e-31,4.627465292279779e-29,1.6573309815671017e-20,3.1562104269946733e-22,3.6080960826550875e-23,1.5906215286585536e-26,8.783698321921079e-25,6.949573776265234e-09,4.10957723575248e-12,2.6451342335628095e-19,2.9524744838669575e-15,1.4093805964264973e-15,1.5709099457102834e-14,1.950431896331685e-10,1.558720855960053e-14,3.3393451187961487e-21,4.037831586616002e-19,0.00025474249632903974,2.1088344504158287e-21,9.425390057607979e-36,8.414633336261089e-23,8.44937747568145e-28,8.043235634732219e-26,6.55200809264891e-29,4.744730534237294e-30,7.457709329399232e-31,3.071403414399307e-25,1.6995670439100962e-46,3.43594280958094e-18,1.2750536556235937e-21,2.2171051025844776e-44,1.5027800490399328e-32,4.350274218302523e-34,0.0,0.0,1.9239880404633341e-50,4.003098915998199e-08,4.2331225130350165e-12
2.628957431016334e-09,0.24214613183671907,3.76,0.0,0.8431070725559318,0.9997452499273001,4.2957851908148456e-15,8.953007246714493e-13,2.1802751488540321e-10,5.490664335730515e-13,5.469369980091905e-12,7.3305843991396795e-09,1.5604890626330193e-14,5.1918818530149784e-18,2.6503441589510726e-12,2.5588999972098265e-29,4.718170732951005e-40,2.1588109225469392e-12,4.2413213565748574e-08,8.643128357489938e-15,1.607855011630011e-19,2.174074967288076e-21,2.638610022973879e-25,1.9054530980821865e-13,6.746276012148222e-29,6.776545302501074e-13,6.500253349643083e-14,7.855573013140093e-23,5.933278199068329e-18,1.3234742075086052e-20,1.660983087491821e-24,1.2025802516668943e-30,5.716722271508592e-29,1.9411573112731066e-20,3.696504909928034e-22,4.2273032708703e-23,1.8658484633434555e-26,1.0291187099745157e-24,7.326790892069956e-09,4.561822542178324e-12,3.0970203781290394e-19,3.318865486477272e-15,1.4977021758089856e-15,1.66372985049151e-14,2.166280776783242e-10,1.6556628375122437e-14,3.532191612500765e-21,4.2729500780429705e-19,0.0002547425170710508,2.336041070657519e-21,1.1150594882276433e-35,9.858847464484669e-23,1.043445072730363e-27,9.897045713824909e-26,8.894102411341134e-29,6.172520131351648e-30,8.897736533853228e-31,3.780414781533324e-25,2.3310767967048727e-46,3.8358804507328924e-18,1.4962803459347174e-21,3.0409169670082823e-44,2.0456603507876354e-32,5.991065648513649e-34,0.0,0.0,2.638886117580081e-50,4.219314131233439e-08,4.46295027769012e-12
2.7643421943509655e-09,0.24214613193111806,3.76,0.0,0.8431070699937842,0.9997452495180857,5.059019370982919e-15,1.00563008795221e-12,2.40945297028703e-10,6.228547292181617e-13,5.862403403998936e-12,7.70809112156082e-09,1.7253467115582726e-14,6.035196026569524e-18,3.0748999426535995e-12,3.151104497774778e-29,6.349011138062478e-40,2.4782272763166895e-12,4.4597468286913593e-08,9.554532192116445e-15,1.9642532174231814e-19,2.3823460529516283e-21,3.3528449048040515e-25,2.1063830278970327e-13,8.998864408640748e-29,7.500326235254029e-13,7.185711370703224e-14,9.129832879941332e-23,6.896445233346751e-18,1.5383214833435893e-20,1.931147870638003e-24,1.4785599205541916e-30,6.987808300835826e-29,2.2555521734339552e-20,4.294942998424362e-22,4.913499022731245e-23,2.171327213983903e-26,1.1961722382384016e-24,7.70401147933219e-09,5.037022332389863e-12,3.5976420429612004e-19,3.7070365266569655e-15,1.5860067687268411e-15,1.7565003721186066e-14,2.393272882224626e-10,1.7526156374965307e-14,3.725408862017643e-21,4.508578379607293e-19,0.00025474252503749413,2.571276808114955e-21,1.3075363578539646e-35,1.1459290871373696e-22,1.2749657003329966e-27,1.2049631821885805e-25,1.1886769322879789e-28,7.924092698506845e-30,1.0514999286005316e-30,4.60401142658642e-25,3.1467043528509105e-46,4.257773827095058e-18,1.7419541669745468e-21,4.104912661003258e-44,2.740781748672486e-32,8.118778263201848e-34,0.0,0.0,3.562214013820436e-50,4.435413693425661e-08,4.692777709574906e-12
2.899726957685597e-09,0.24214613202551777,3.76,0.0,0.8431070674316045,0.9997452491091696,5.914066134040763e-15,1.1238524745909526e-12,2.6499610856247704e-10,7.02706376068953e-13,6.272144682883361e-12,8.085598587098312e-09,1.8984807434127032e-14,6.965128703682092e-18,3.5422615106825598e-12,3.852703368318197e-29,8.451174392361535e-40,2.8251941413055195e-12,4.678173825364281e-08,1.0511435258373056e-14,2.3767156108628433e-19,2.5983313347381752e-21,4.210743546267712e-25,2.3173442242607055e-13,1.183452518339358e-28,8.260947456457949e-13,7.905391655281487e-14,1.0534697606627824e-22,7.958434917010394e-18,1.7752125741523537e-20,2.2291406296968928e-24,1.800966105944984e-30,8.459917978084219e-29,2.602056226048234e-20,4.954448207969214e-22,5.670107989560118e-23,2.508675963727772e-26,1.3803624515479651e-24,8.081237688974405e-09,5.535084718195931e-12,4.1494955408614943e-19,4.116971314008858e-15,1.6742889487841806e-15,1.8492213946665232e-14,2.631381832247721e-10,1.849575911994182e-14,3.918995526794837e-21,4.744716097475458e-19,0.0002547425315182615,2.8140937141590237e-21,1.5210688358247505e-35,1.3223943233497511e-22,1.5429557361328817e-27,1.4530361226327408e-25,1.5664141293440493e-28,1.0051370062318533e-29,1.2319981413483701e-30,5.553527086277666e-25,4.187008639497382e-46,4.701606096842092e-18,2.013403011627726e-21,5.462001779770134e-44,3.6197945121156745e-32,1.0842953532054019e-33,0.0,0.0,4.739886299599961e-50,4.6513976644360285e-08,4.922604808694818e-12
3.0351117210202285e-09,0.2421461321199185,3.76,0.0,0.8431070648693902,0.9997452487002634,6.867357310157977e-15,1.2501900586150081e-12,2.9017827547096763e-10,7.888438219689626e-13,6.699399308807649e-12,8.463106820949011e-09,2.079891149100859e-14,7.985897788934164e-18,4.054444262660472e-12,4.6786910932680496e-29,1.1135775027289278e-39,3.200448194401111e-12,4.89660247446614e-08,1.1513813016972088e-14,2.850801383824126e-19,2.821850414920966e-21,5.2320710204331035e-25,2.5383313140277116e-13,1.5364242271504468e-28,9.058412160338605e-13,8.659276044427876e-14,1.2076504753386864e-22,9.124046245801204e-18,2.0352179191852497e-20,2.5563286052819393e-24,2.1751642687955233e-30,1.0153212278886671e-28,2.982207001551225e-20,5.677937498383225e-22,6.500552897559102e-23,2.87951871503178e-26,1.5825206426353706e-24,8.458471705374805e-09,6.055918322732209e-12,4.755077580890326e-19,4.548652472789261e-15,1.762545264153441e-15,1.941892889805724e-14,2.8805812975926297e-10,1.946541835570876e-14,4.112950274867752e-21,4.981362838776379e-19,0.00025474253680200863,3.064069746494891e-21,1.756756531850357e-35,1.516077845359778e-22,1.851040387610682e-27,1.7369776194465277e-25,2.037897299882502e-28,1.2611442260595619e-29,1.4323160851217607e-30,6.64076089715074e-25,5.498774737644997e-46,5.1673604308008525e-18,2.311961514316327e-21,7.173216009082982e-44,4.7187719612106954e-32,1.4290347740502361e-33,0.0,0.0,6.224865837766278e-50,4.867266106092638e-08,5.1524315750554e-12
3.2060630224626794e-09,0.24214613223912038,3.76,0.0,0.8431070616340123,0.9997452481851945,8.221721856144532e-15,1.4216550611851875e-12,3.235895968537334e-10,9.069347819614177e-13,7.265165262615104e-12,8.939790283552763e-09,2.320782706632918e-14,9.411145633495918e-18,4.768334529247712e-12,5.924829432643107e-29,1.556497495037981e-39,3.715776974974807e-12,5.172416444479604e-08,1.2844448119457894e-14,3.5465282336745978e-19,3.114586890201095e-21,6.788456660676705e-25,2.8316876092448567e-13,2.1008787770381943e-28,1.0118015099259245e-12,9.660045918631504e-14,1.4228830316819444e-22,1.0751352999365506e-17,2.398210653417205e-20,3.013303643940598e-24,2.730650393378966e-30,1.2640249865567714e-28,3.5126764103426983e-20,6.687419427834268e-22,7.659955985090758e-23,3.398165719371699e-26,1.8647460307266775e-24,8.934822372866881e-09,6.745967726937491e-12,5.600385045875246e-19,5.124777535684147e-15,1.8739466231999313e-15,2.0588390910359542e-14,3.211049965578552e-10,2.0689879419989216e-14,4.3583820882545735e-21,5.280904923597464e-19,0.0002547425405186144,3.389328228264032e-21,2.087720395051171e-35,1.7864788425573885e-22,2.30325042436177e-27,2.151687776836938e-25,2.7942956939602486e-28,1.6560098376917914e-29,1.715199641374571e-30,8.229443405189181e-25,7.627239151396752e-46,5.786762770477448e-18,2.7297661872734434e-21,9.949822750521558e-44,6.484812729320095e-32,1.9905621300485982e-33,0.0,0.0,8.63438542088409e-50,5.1396797737674646e-08,5.4426349885810344e-12
3.3770143239051303e-09,0.24214613235832416,3.76,0.0,0.8431070583985718,0.9997452476717951,9.756997251002625e-15,1.6068583453151472e-12,3.587987561477331e-10,1.035847991520975e-12,7.861753909074639e-12,9.416475061856008e-09,2.574870326803188e-14,1.0996429274943136e-17,5.560931561703639e-12,7.43129695431455e-29,2.1455694630841802e-39,4.278646487579408e-12,5.4482335295498126e-08,1.4247500947044365e-14,4.362094519809922e-19,3.4187382327687374e-21,8.686063074618223e-25,3.1410101140160424e-13,2.8247770205054158e-28,1.1236374702277442e-12,1.071528639162204e-13,1.6622354333434228e-22,1.2561170710577435e-17,2.80191480307624e-20,3.521764186462625e-24,3.390495474698256e-30,1.5558460227588681e-28,4.102321742461623e-20,7.809404509241567e-22,8.949422734804998e-23,3.9761100755274867e-26,2.178614745746392e-24,9.411193550152829e-09,7.471997614942776e-12,6.54036930935724e-19,5.73550983465773e-15,1.985300050199204e-15,2.1757063508654923e-14,3.5591069905550784e-10,2.191440654742282e-14,4.604396028251712e-21,5.581257195451078e-19,0.0002547425406745464,3.724621281584869e-21,2.457978727782186e-35,2.0872066061252508e-22,2.833471662326692e-27,2.635282552776002e-25,3.7679090810469275e-28,2.1438005029914878e-29,2.0334605403559703e-30,1.008296859527322e-24,1.0400733029113732e-45,6.441057650354992e-18,3.1956504970226546e-21,1.3567877977679463e-43,8.76173533289006e-32,2.725179401258469e-33,0.0,0.0,1.177410801545365e-49,5.4119094609274386e-08,5.732837871566106e-12
3.5479656253475812e-09,0.2421461324775299,3.76,0.0,0.8431070551630645,0.999745247157888,1.1487348957996457e-14,1.8062445021649291e-12,3.9580239594746615e-10,1.1760283933149348e-12,8.490778820881294e-12,9.893161206332134e-09,2.8421539950112226e-14,1.2750225180075448e-17,6.436260404182711e-12,9.237521800199253e-29,2.9195235123515626e-39,4.890296054960807e-12,5.724054008249464e-08,1.5722922184489384e-14,5.310441446408134e-19,3.7340013867712574e-21,1.0975498811737934e-24,3.466288030168451e-13,3.7408750177379878e-28,1.2413498457603141e-12,1.1824961004597038e-13,1.9269825811485818e-22,1.4563138674092258e-17,3.248480409525683e-20,4.084466595760466e-24,4.1683623156393014e-30,1.8955053719499132e-28,4.754217543130561e-20,9.049721547311688e-22,1.0375832054266992e-22,4.6166609484034204e-26,2.525795367539929e-24,9.887589836419664e-09,8.233827512093204e-12,7.580060691450753e-19,6.380811606364747e-15,2.0966037543359766e-15,2.2924947030487452e-14,3.9246997119651253e-10,2.3138999838811098e-14,4.8509894684308664e-21,5.882418865521318e-19,0.00025474253944788585,4.06925731556275e-21,2.86974823676168e-35,2.4198627408405753e-22,3.450151740978915e-27,3.194675405557228e-25,5.004604230753661e-28,2.739914449881108e-29,2.3892036689864506e-30,1.2228143460874448e-24,1.3965969174082439e-45,7.130211275060497e-18,3.7123475289260625e-21,1.8218770259662277e-43,1.1658085981901455e-31,3.6729719980761095e-33,0.0,0.0,1.5810119260534835e-49,5.6839552918249936e-08,6.0230402240225014e-12
3.889868228232483e-09,0.24214613271594823,3.76,0.0,0.843107048691832,0.9997452461250841,1.55921928444104e-14,2.2493387856030385e-12,4.75179711389582e-10,1.4919651531643281e-12,9.85257667679085e-12,1.084653779521973e-08,3.416309424010209e-14,1.6797230998143697e-17,8.45115351254413e-12,1.3925850870669408e-28,5.220284492853783e-39,6.2645006735302566e-12,6.27570629400671e-08,1.8890672794420422e-14,7.660465385552514e-19,4.396751465173692e-21,1.6953496616374584e-24,4.164666940302923e-13,6.303843282850607e-28,1.4944070962631028e-12,1.420746700181308e-13,2.5377606144796087e-22,1.9182043273734168e-17,4.278787305184111e-20,5.383630048564121e-24,6.1389734593666675e-30,2.738459805751313e-28,6.257020746273163e-20,1.1908587334599484e-21,1.366697437684663e-22,6.098891998233176e-26,3.3267572641991226e-24,1.0840476446068378e-08,9.864171923576256e-12,9.978695568523066e-19,7.774971226476399e-15,2.3190574425725933e-15,2.5258348498664413e-14,4.708282245559044e-10,2.558840289424574e-14,5.345904445561392e-21,6.487167249510768e-19,0.0002547425363177647,4.784039297385378e-21,3.8266934948336254e-35,3.1873599454964515e-22,4.978800232140765e-27,4.569838836907014e-25,8.485159923528515e-28,4.326898860141462e-29,3.221547393249899e-30,1.7506043340359467e-24,2.4183862355750758e-45,8.612959738525666e-18,4.9091978306070184e-21,3.1548131514384125e-43,1.9825172165901954e-31,6.403375084808113e-33,0.0,0.0,2.737724415809798e-49,6.227495881423183e-08,6.603443337398275e-12
4.189469641339267e-09,0.24214613292487705,3.76,0.0,0.8431070430209759,0.9997452452106182,1.9975299614362785e-14,2.6884950710234242e-12,5.506048662216991e-10,1.8101105479586994e-12,1.1167969684912602e-11,1.1681964819506959e-08,3.962820814777562e-14,2.0978852722717104e-17,1.0527183545253154e-11,1.947206715389115e-28,8.389535081199073e-39,7.639461583036695e-12,6.759120505666893e-08,2.19039949641982e-14,1.0293063680072199e-18,5.011524936477782e-21,2.4048560260654848e-24,4.829002733002785e-13,9.587116279762547e-28,1.7354868387081628e-12,1.6473847885942796e-13,3.1687073016382726e-22,2.395365008550988e-17,5.343154278171744e-20,6.726892690533287e-24,8.409218017709664e-30,3.684539734477891e-28,7.807937766228205e-20,1.485846469910422e-21,1.706714972240031e-22,7.635636205275345e-26,4.154131725678687e-24,1.1675597035187092e-08,1.1408819584097305e-11,1.2456725505999337e-18,9.109948049183527e-15,2.5138179949297435e-15,2.7300464381007173e-14,5.452077189921392e-10,2.7735045966209856e-14,5.781467851422596e-21,7.019748370005007e-19,0.0002547425368117768,5.4354281313904235e-21,4.823032233233156e-35,3.9802290602965084e-22,6.691925942262223e-27,6.09559387729623e-25,1.2976061706697866e-27,6.253608941021753e-29,4.094322500544022e-30,2.336801796662509e-24,3.764575495450838e-45,1.0026559849590342e-17,6.15161086829726e-21,4.9109327978428235e-43,3.038308339022446e-31,1.0019873720151237e-32,0.0,0.0,4.261672555222036e-49,6.703184659965202e-08,7.112035536038743e-12
4.489071054446051e-09,0.2421461331338147,3.76,0.0,0.8431070373498476,0.9997452442893332,2.5183450712262606e-14,3.1776605124194827e-12,6.3149286584657e-10,2.169311648746003e-12,1.260641470421828e-11,1.2517396772648025e-08,4.549863000466207e-14,2.5801540058648756e-17,1.29155633565106e-11,2.667860033083898e-28,1.309816259473699e-38,9.179121532470375e-12,7.242549477660231e-08,2.513887435049512e-14,1.3549742848041995e-18,5.656836875607882e-21,3.3267622459920005e-24,5.542187397048593e-13,1.4143968596055609e-27,1.9946288444059586e-12,1.8906889682435714e-13,3.8962656462975106e-22,2.945581495896155e-17,6.570478557902566e-20,8.277057594563686e-24,1.1295975633310313e-29,4.856997131618617e-28,9.59461282733163e-20,1.8256206737039735e-21,2.0988188645314884e-22,9.413597976430302e-26,5.108098765990534e-24,1.2510864430445289e-08,1.3060845735886325e-11,1.531451566283085e-18,1.0550542912805134e-14,2.708418363759333e-15,2.934016376045322e-14,6.248968847839382e-10,2.9882020496055e-14,6.218773686742367e-21,7.554804035703237e-19,0.00025474253833264514,6.1074325071667275e-21,5.979279357680293e-35,4.894488297222525e-22,8.811920336906631e-27,7.966194606805769e-25,1.925174540583796e-27,8.80946268171366e-29,5.1128740284713356e-30,3.0562165915934815e-24,5.681805500524299e-45,1.1546734765739796e-17,7.59071701211923e-21,7.41198178016376e-43,4.515873622260435e-31,1.5192315189375325e-32,0.0,0.0,6.432065074180374e-49,7.178310544089658e-08,7.620626105374958e-12
4.788672467552835e-09,0.242146133342762,3.76,0.0,0.8431070316784215,0.9997452433635924,3.130767519685513e-14,3.719195357943403e-12,7.178257954422363e-10,2.571928075990589e-12,1.4176498341713773e-11,1.3352833923206184e-08,5.177435947655005e-14,3.131073198246153e-17,1.56375640638465e-11,3.589040405869562e-28,1.992980228619749e-38,1.0887835106247435e-11,7.725994901642863e-08,2.8595046592279943e-14,1.752128507426113e-18,6.3316677289904946e-21,4.502675794680265e-24,6.304163047022659e-13,2.032282488230217e-27,2.271838950156799e-12,2.1506397365812863e-13,4.72730693750758e-22,3.574017991153486e-17,7.972278236335629e-20,1.0049015710958739e-23,1.4918565812889052e-29,6.2894399732977935e-28,1.1633350557136142e-19,2.213267743359954e-21,2.546700410388047e-22,1.1451069833793426e-25,6.197578335328558e-24,1.3346305189129868e-08,1.481932159240351e-11,1.857922010882252e-18,1.2096548695114458e-14,2.9028577756620933e-15,3.137744953536042e-14,7.098677981985874e-10,3.2029388045569604e-14,6.657808481649808e-21,8.092330028657019e-19,0.0002547425385220113,6.79775642085838e-21,7.307408942683831e-35,5.938717675195555e-22,1.1398171410177967e-26,1.0227188901073316e-24,2.782031983946489e-27,1.21361079238651e-28,6.288476493114107e-30,3.926681326193402e-24,8.348427103052398e-45,1.317330363213461e-17,9.241794153436712e-21,1.0890620872639852e-42,6.535802652119698e-31,2.241216204309239e-32,0.0,0.0,9.450803337752282e-49,7.652874199868026e-08,8.129215045480768e-12
5.088273880659619e-09,0.24214613355172002,3.76,0.0,0.8431070260066714,0.9997452424329815,3.844318978262198e-14,4.31545052133413e-12,8.095857850581426e-10,3.0203093830402853e-12,1.58867790418082e-11,1.4188276538858189e-08,5.845539635742161e-14,3.755181363230434e-17,1.8714344885891178e-11,4.749483745584786e-28,2.9634324471130684e-38,1.2769435902481481e-11,8.209458510179573e-08,3.2272247641306906e-14,2.2304428133047765e-18,7.03514493586513e-21,5.978505977349928e-24,7.114871865926129e-13,2.8532389424129907e-27,2.5671235466502438e-12,2.427217625984353e-13,5.668710379576366e-22,4.285832507067144e-17,9.560057409939699e-20,1.2057675590499485e-23,1.9412572913443062e-29,8.0178427186284005e-28,1.3940388586561155e-19,2.6518601435704346e-21,3.0540484365737183e-22,1.376647996342992e-25,7.431472783972296e-24,1.41819462432185e-08,1.66833304778294e-11,2.2278023005857023e-18,1.3747758382094162e-14,3.0971358187731344e-15,3.341232454126621e-14,8.000926552733952e-10,3.4177213420869816e-14,7.09855895416659e-21,8.632322138291427e-19,0.0002547425377988381,7.504406659334931e-21,8.81940879158838e-35,7.121486782966654e-22,1.4513999913869606e-26,1.2926263803046747e-24,3.92847881201672e-27,1.639470397311352e-28,7.632389970132172e-30,4.9669233982180095e-24,1.1981499255417317e-44,1.4906085896676828e-17,1.1120282304428626e-20,1.5630006019152697e-42,9.24129438549557e-31,3.2277656596398613e-32,0.0,0.0,1.3563608060047341e-48,8.126876292583574e-08,8.637802356433026e-12
5.387875293766403e-09,0.24214613376068958,3.76,0.0,0.8431070203345714,0.9997452414963488,4.668938369926953e-14,4.9687676122935464e-12,9.067550095214662e-10,3.51679508369349e-12,1.7745787150833013e-11,1.5023724886395413e-08,6.554174056906518e-14,4.457011636637991e-17,2.2166953581073715e-11,6.192323173681778e-28,4.315841079058052e-38,1.4827280609568547e-11,8.692942072380019e-08,3.617021376177286e-14,2.800183367958024e-18,7.766533583249046e-21,7.804507272714777e-24,7.974256105109985e-13,3.9245836554995576e-27,2.880489584156299e-12,2.720403203674653e-13,6.727365245476358e-22,5.0861772025258204e-17,1.1345306924185262e-19,1.4317964299825322e-23,2.4931316038513356e-29,1.0080557886329155e-27,1.6531898820318657e-19,3.1444566858802993e-21,3.62454962806375e-22,1.6378391617086988e-25,8.818666891787653e-24,1.5017814855829874e-08,1.8651967771983936e-11,2.6438141996125255e-18,1.5503964981624292e-14,3.291252597244041e-15,3.5444791606774075e-14,8.95543771368213e-10,3.6325565647101734e-14,7.54101200936898e-21,9.174776161617398e-19,0.0002547425373200276,8.22566215689576e-21,1.0527281167564158e-34,8.451355333721429e-22,1.8226641580307702e-26,1.6113158729778591e-24,5.435135721900225e-27,2.1766973970765837e-28,9.15586083377559e-30,6.196537804983959e-24,1.684150274526074e-44,1.6744901309640572e-17,1.3241783749847751e-20,2.196993745587221e-42,1.2800152657850133e-30,4.550624474416383e-32,0.0,0.0,1.9065355469103664e-48,8.6003174867322e-08,9.146388038311651e-12
