Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88)
1.1959734417218788e-13,0.09848492513379196,3.76,0.0,0.6090357918969644,0.9999950470318238,6.965547909951239e-24,5.8790758805500014e-18,1.2848419229019308e-14,2.2368897056804237e-15,3.001916472661423e-20,3.03019372626883e-10,1.7338154589074661e-18,4.531662990787737e-25,2.2918522586621086e-20,3.34632797621088e-33,6.528415859001101e-49,1.1848002160766158e-18,7.814914882725187e-09,4.3935393244171714e-18,4.3934379008056384e-29,2.651022610608006e-23,1.2020855683501e-39,3.907607455215776e-18,2.3184724585264243e-43,5.802991805693546e-18,5.5479854777223183e-17,6.45488469652986e-26,7.727455718469979e-24,1.6105845907765002e-26,5.332140105761726e-38,1.124528823463644e-37,3.291999276696993e-36,5.454883194906695e-26,1.1332216534822722e-27,4.161640671185522e-32,2.1048539691016902e-38,9.28792021171421e-37,3.030192999725836e-10,1.419017925879353e-17,1.5593689013327773e-26,8.865925009231305e-20,1.1183685035713273e-18,1.1612585646573095e-18,1.2844166984840955e-14,5.01364338470636e-18,1.5690104489459173e-23,7.33384882356199e-27,4.952665142639781e-06,9.704306903601853e-27,1.0551197658409851e-57,6.691792318652391e-28,3.596284192860042e-38,9.653331308827485e-39,4.905792182858354e-47,7.71163263939513e-41,5.703907823816616e-40,6.120153408830022e-35,6.48529076176587e-58,7.450093783133701e-28,2.2339430087983083e-27,3.2487370825488975e-56,1.62516888068434e-47,3.919012140625665e-49,0.0,0.0,1.640644821443764e-62,7.814901972386608e-09
1.8779069466177174e-13,0.09848492521552886,3.76,0.0,0.6090357872681907,0.9999922265294013,2.655169482895174e-23,1.4508580921356356e-17,3.16776398430976e-14,3.5204075865057584e-15,1.1434121016810205e-19,4.757977162588855e-10,4.274717439210976e-18,1.726087132884111e-24,8.729471362233481e-20,1.2744085710961136e-32,6.40190023134894e-48,2.950964483846957e-18,1.2270910339025853e-08,1.0832242848422216e-17,2.5473843987998705e-28,6.536073782258529e-23,1.1096608238877114e-38,9.634186468739475e-18,1.5468454992242353e-42,1.4312061501765072e-17,1.3678522739744778e-16,2.4586258794007773e-25,2.9433491556269224e-23,6.134635362641626e-26,3.159099105792112e-37,6.662360745870177e-37,1.9503775494997513e-35,2.0776990341120653e-25,4.3163535572570616e-27,1.585149947277959e-31,1.247081784127956e-37,5.502746460449964e-36,4.757975371643007e-10,3.498510844065879e-17,5.939554722462303e-26,2.186914393164667e-19,2.7568398096522928e-18,2.8621788359968026e-18,3.166718138955877e-14,1.23562774642045e-17,3.866916699475118e-23,2.791817700290265e-26,7.772994767269964e-06,3.694814138736962e-26,1.0533010408874826e-56,2.548869850861311e-27,2.8910910776470054e-37,5.719201006798648e-38,6.0054897820657735e-46,7.563063507016502e-40,5.197453850287478e-39,3.6258622096772635e-34,1.055264578880603e-56,2.843625451623278e-27,8.509312310933137e-27,5.2862351067083434e-55,2.7105339621626737e-46,6.53775722730235e-48,0.0,0.0,2.6696017659605933e-61,1.227087850866926e-08
2.559840451513556e-13,0.0984849252972658,3.76,0.0,0.6090357826394176,0.9999894086648622,6.692080735126557e-23,2.6984617951471555e-17,5.886113709911981e-14,4.809795193591818e-15,2.879787731831591e-19,6.485756034706608e-10,7.943001225540703e-18,4.347316103700164e-24,2.1985832174305917e-19,3.209271290068687e-32,2.869133759654209e-47,5.539170003609748e-18,1.6726905750224884e-08,2.0127736003472882e-17,8.460135308469836e-28,1.2144877203736768e-22,4.810765671674529e-38,1.790159953754444e-17,5.643570163954372e-42,2.6602723746410633e-17,2.5416500128430856e-16,6.192269886954941e-25,7.413106081976228e-23,1.545066384153615e-25,1.0616222439059784e-36,2.2388836541734275e-36,6.55425317429898e-35,5.232792448602677e-25,1.087107593534315e-26,3.99235602954044e-31,4.19093461214108e-37,1.849207797039476e-35,6.485752707598312e-10,6.500565982144655e-17,1.495932842498133e-25,4.0654967051757536e-19,5.121653713144669e-18,5.316627507421306e-18,5.884174489517706e-14,2.2950557775144382e-17,7.182493098520186e-23,7.02767284760931e-26,1.0590686500563878e-05,9.302193850292652e-26,4.745317224594143e-56,6.419571539051936e-27,1.1825026189318876e-36,1.9218800168142826e-37,3.110990004099835e-45,3.389816849224919e-39,2.2586050082949195e-38,1.218449851174065e-33,6.21825526408514e-56,7.175896511977803e-27,2.1432306734637176e-26,3.114968505693792e-54,1.5451417217019668e-45,3.727300975533768e-47,0.0,0.0,1.5730903480132434e-60,1.6726846605223565e-08
3.241773956409394e-13,0.09848492537900273,3.76,0.0,0.609035778010645,0.9999865934357296,1.3570849271725782e-22,4.331829534856127e-17,9.439880876346705e-14,6.105063597315354e-15,5.835808744783669e-19,8.21353034719645e-10,1.2738663636825638e-17,8.809729339964137e-24,4.455339257212163e-19,6.502616803762274e-32,8.988924059439107e-47,8.973572133995888e-18,2.118290111632233e-08,3.227999718730288e-17,2.1185253400054524e-27,1.947741554931873e-22,1.473727262015408e-37,2.870983190733411e-17,1.5302725013579002e-41,4.267884515311784e-17,4.0761890649990764e-16,1.2548452335863106e-24,1.50224729946813e-22,3.131037866871536e-25,2.68045572713216e-36,5.652843112546601e-36,1.6548540915972766e-34,1.0603941060497056e-24,2.2029816843632367e-26,8.09041789546354e-31,1.058176924665199e-36,4.66899945501941e-35,8.21352501249943e-10,1.0425120761853684e-16,3.0314687592399823e-25,6.5231650374724195e-19,8.212408029889507e-18,8.523874323393878e-18,9.436777053513118e-14,3.6792560280522966e-17,1.1514545953019595e-22,1.423387560929336e-25,1.3405742819630873e-05,1.8843608301351022e-25,1.4925792567223786e-55,1.3009098800432742e-26,3.493779250010367e-36,4.852263401212071e-37,1.1075268549716069e-44,1.0621081948371963e-38,6.943818447483639e-38,3.0763543550108315e-33,2.406080248884627e-55,1.4569510773067806e-26,4.3433603222449614e-26,1.2053001814930601e-53,5.806159211975302e-45,1.4007586619379239e-46,0.0,0.0,6.086886844908254e-60,2.118280626211292e-08
4.605640966201072e-13,0.09848492554247655,3.76,0.0,0.6090357687531012,0.9999809708738142,3.8915932836400833e-22,8.760289687223524e-17,1.9053626777924078e-13,8.713286968568828e-15,1.6709587504207078e-18,1.1669065311516611e-09,2.571211166013604e-17,2.5224866056967226e-23,1.2756737357546388e-18,1.861343018825789e-31,5.308822810248026e-46,1.847734644873876e-17,3.0094891713212595e-08,6.515473759321108e-17,8.539569182791179e-27,3.931362812098283e-22,8.538435800318207e-37,5.794869581035693e-17,7.231691241328218e-41,8.620286295213601e-17,8.227480357105396e-16,3.592974996917547e-24,4.301375930010806e-22,8.965080652768005e-25,1.0932908379159865e-35,2.305612114532208e-35,6.749655927270222e-34,3.036108688796904e-24,6.307695267472474e-26,2.3165300899738205e-30,4.316249065540162e-36,1.9043625348002017e-34,1.1669054548693427e-09,2.104147962654561e-16,8.679977546033769e-25,1.3179051059974483e-18,1.6570134568015507e-17,1.719385321301374e-17,1.9047386163612186e-13,7.420410574601125e-17,2.3223327672645963e-22,4.0709492142966457e-25,1.9027959083858206e-05,5.391141050397996e-25,8.848081767594404e-55,3.7248867873002335e-26,1.90050830076005e-35,1.9788557197231225e-36,9.01108517107219e-44,6.274147717855178e-38,3.998048249896602e-37,1.254699144861613e-32,2.079782312881283e-54,4.188728406185343e-26,1.2437286658894661e-25,1.0418447187746435e-52,5.036196639395902e-44,1.2154421079858175e-45,0.0,0.0,5.261420358571604e-59,3.0094700257149246e-08
7.333374985784426e-13,0.0984849258694242,3.76,0.0,0.60903575023802,0.9999697572665245,1.574972931337904e-21,2.229509864806367e-16,4.830568029193853e-13,1.4000788804240836e-14,6.741262583427999e-18,1.8580080724679165e-09,6.518741207987534e-17,1.0176717939924736e-22,5.146391966447494e-18,7.504776944126387e-31,5.756193472243298e-45,4.8698552701005564e-17,4.791887236577592e-08,1.6518449031645817e-16,5.527306754084868e-26,9.967011728955479e-22,9.271671878655384e-36,1.4691561080385795e-16,6.179434026002335e-40,2.188453734890384e-16,2.0858840692856572e-15,1.4495336529092912e-23,1.735343750731433e-21,3.616863619351947e-24,7.16368670512248e-35,1.5106708102455697e-34,4.422532405465525e-33,1.2247910585395789e-23,2.5446961501129427e-25,9.34583714342702e-30,2.8284895957443966e-35,1.2478077017512012e-33,1.8580053463108674e-09,5.334145014130514e-16,3.501835592081754e-24,3.3476004273700575e-18,4.1979262814463706e-17,4.353545448098027e-17,4.828997839683701e-13,1.8782838958317976e-16,5.878644861747182e-22,1.6384804547837362e-24,3.02408749764386e-05,2.171339532417963e-24,9.623520792099485e-54,1.502764673658713e-25,1.9020582007993363e-34,1.296225123001017e-35,1.6668778205850367e-42,6.805992666663344e-37,4.232563570588427e-36,8.220297823400055e-32,3.744821559461632e-53,1.7042498187671928e-25,5.018507405360232e-25,1.8759283336353156e-51,9.575244518436137e-43,2.312973003122148e-44,0.0,0.0,9.473626297432436e-58,4.79183869740138e-08
1e-12,0.09848492619637182,3.76,0.0,0.6090357321377375,0.999958835371029,4.004561558933345e-21,4.161238600989319e-16,8.982216495883727e-13,1.9261979263828558e-14,1.709184959989685e-17,2.5336199691970862e-09,1.212144418439462e-16,2.5802308904086025e-22,1.3047869229474008e-17,1.9017242824816293e-30,2.6019021812072335e-44,9.392481546991047e-17,6.534354442582642e-08,3.0715474681786656e-16,1.8776432842596737e-25,1.8533248708422093e-21,4.1419925730406696e-35,2.731850305266557e-16,2.5380165437128282e-39,4.0747674944040023e-16,3.878628421809799e-15,3.675148006135912e-23,4.399827563197671e-21,9.170269675004155e-24,2.446863817974306e-34,5.1597617550263765e-34,1.510550685073773e-32,3.105145486498339e-23,6.4517039032019695e-25,2.3695740949747454e-29,9.66194551917205e-35,4.262051320925594e-33,2.5336149045842273e-09,9.917879202112176e-16,8.878610931298793e-24,6.236307248581874e-18,7.800369799644923e-17,8.085184502356465e-17,8.979318310767272e-13,3.4871821934532074e-16,1.0914647516017875e-21,4.1453266222331765e-24,4.1162094441322475e-05,5.496896784051293e-24,4.357629587732046e-53,3.8101398992498763e-25,8.324980762209225e-34,4.4263689815538466e-35,9.457628948338223e-42,3.0774424976968986e-36,1.894826419131368e-35,2.807497823170322e-31,2.2186199103186493e-52,4.353754167748121e-25,1.2725904602962933e-24,1.1113939309041755e-50,5.5106500373869065e-42,1.3317657519050015e-43,0.0,0.0,5.61265085757159e-57,6.534264185690752e-08
1.006110900536778e-12,0.09848492619637182,3.76,0.0,0.6090357317229473,0.9999585855503863,4.078657041572175e-21,4.2126114972167085e-16,9.09232747577702e-13,1.9383618965364832e-14,1.740709560751187e-17,2.549102369227071e-09,1.2270041688987967e-16,2.627821631869421e-22,1.3288520262694285e-17,1.936778624399176e-30,2.674837382288964e-44,9.51544524896436e-17,6.574285229671877e-08,3.1092013145579843e-16,1.9220979821433339e-25,1.8760444910138767e-21,4.2573103938240576e-35,2.765339976590648e-16,2.6058537038033026e-39,4.124845272602947e-16,3.9261762160941825e-15,3.742933056528203e-23,4.480979479585968e-21,9.339409176414619e-24,2.5050038087554333e-34,5.282360220505466e-34,1.5464423778542815e-32,3.1624133923003347e-23,6.570697755558544e-25,2.4132795446919697e-29,9.891537431614556e-35,4.363321651887936e-33,2.5490972426339498e-09,1.0039443666386963e-15,9.042370686432081e-24,6.31302578489467e-18,7.895865712044754e-17,8.184066375376902e-17,9.089394260173696e-13,3.5298055962660814e-16,1.1048067063630325e-21,4.221600673739255e-24,4.141189959056198e-05,5.598110932072089e-24,4.47988804265506e-53,3.880415380461926e-25,8.554729338214361e-34,4.5315252762435135e-35,9.749933017235551e-42,3.163722366209134e-36,1.947695959837454e-35,2.8742022112927525e-31,2.288439103767695e-52,4.434731735804126e-25,1.296066417579517e-24,1.1463691096239122e-50,5.6819075782264287e-42,1.373161209353398e-43,0.0,0.0,5.789279019176428e-57,6.574193866328172e-08
1.2788843024951133e-12,0.09848492652331944,3.76,0.0,0.6090357132078831,0.9999474555688643,8.40007206400655e-21,6.832414217842345e-16,1.469057620966188e-12,2.4862483056388354e-14,3.574955909675924e-17,3.2401894503359917e-09,1.9825092506748946e-16,5.3968859975683365e-22,2.729040659054928e-17,3.975471760564311e-30,8.553968291485768e-44,1.593841036659201e-16,8.356683150604441e-08,5.023602973712045e-16,4.93579009673485e-25,3.0311554043022845e-21,1.3444529006691215e-34,4.468029277441486e-16,7.899276960429632e-39,6.673640600470972e-16,6.343607439330398e-15,7.686969374410919e-23,9.202792383764063e-21,1.9180764268221758e-23,6.453868022440585e-34,1.3609019264118695e-33,3.9841604549668325e-32,6.49434474271694e-23,1.3494183050271544e-24,4.9562845861690824e-29,2.548654609301785e-34,1.1241565692713952e-32,3.2401811748705233e-09,1.6219645801383135e-15,1.8570693371297633e-23,1.0219416670001075e-17,1.2748281258073204e-16,1.3206334732389603e-16,1.4685872832170195e-12,5.694132643417127e-16,1.782307593610308e-21,8.651637634478969e-24,5.254118946187176e-05,1.1479763854298806e-23,1.4350306110970131e-52,7.969382890054924e-25,2.680977256131703e-33,1.1672222075302388e-34,3.699101220514989e-41,1.0120720174148829e-35,6.189815488892374e-35,7.404386565158212e-31,9.063572140707649e-52,9.175595070491253e-25,2.662179871899805e-24,4.54029959237484e-50,2.1827167539749435e-41,5.277351830709749e-43,0.0,0.0,2.292896847098614e-56,8.356535532895444e-08
1.5516577044534487e-12,0.09848492685026702,3.76,0.0,0.6090356946928273,0.9999363671660263,1.5044739421138515e-20,1.0095997500415912e-15,2.1625249584157396e-12,3.043808659048861e-14,6.384953485765083e-17,3.931269344590127e-09,2.9183873636698497e-16,9.639028544285046e-22,4.874006523153252e-17,7.09645295492325e-30,2.1958994469756344e-43,2.4292612226155145e-16,1.0139080999375637e-07,7.3950363031897455e-16,1.0575286955004631e-24,4.462023174678392e-21,3.4156717962023645e-34,6.577214776333342e-16,1.9669471700266813e-38,9.837265050193937e-16,9.33816077716113e-15,1.3729063543609847e-22,1.6436485260898434e-20,3.425745328099717e-23,1.3858621779670555e-33,2.922227487891772e-33,8.55516156561307e-32,1.159831188126149e-22,2.410040793009694e-24,8.852124189049383e-29,5.473262843358107e-34,2.413929943245094e-32,3.931257173941062e-09,2.387435367423125e-15,3.3167794878952934e-23,1.5071996322332082e-17,1.8752628368168027e-16,1.9415755516079609e-16,2.1618378683439248e-12,8.368803744106696e-16,2.6196185651343104e-21,1.5419316146062995e-23,6.362890052223154e-05,2.0472419333668588e-23,3.690038796382829e-52,1.423356963238425e-24,6.784864075215288e-33,2.505828674037065e-34,1.0965645062611313e-40,2.598991814201325e-35,1.581709890111126e-34,1.5898249190861192e-30,2.7805373929279916e-51,1.6508203797757627e-24,4.755432280108089e-24,1.3928804892724531e-49,6.539279287450419e-41,1.5817530813043486e-42,0.0,0.0,7.03418621884155e-56,1.0138863697501606e-07
1.8244311064117843e-12,0.09848492717721463,3.76,0.0,0.6090356761777799,0.9999253201865332,2.452389831753817e-20,1.401044045353065e-15,2.9896283108845796e-12,3.611113504066876e-14,1.0378783577906112e-16,4.622342080675604e-09,4.034636513046242e-16,1.566841151964233e-21,7.922529178206067e-17,1.1529098510488514e-29,4.860945514859278e-43,3.473187928713351e-16,1.192147877598585e-07,1.0223487783448629e-15,2.006218222210669e-24,6.1686371565819164e-21,7.501634042623144e-34,9.092887290324048e-16,4.2848153711584485e-38,1.3618132117622351e-15,1.2909819341391853e-14,2.231661612991128e-22,2.6717754886255674e-20,5.568598628453183e-23,2.633318850582714e-33,5.5524493288428957e-33,1.625559957112594e-31,1.8851928467377297e-22,3.917453195961681e-24,1.4389325901964356e-28,1.0400766897923867e-33,4.586759289946239e-32,4.622325270656836e-09,3.3003169884385734e-15,5.391464566913027e-23,2.0875976091375e-17,2.590636825333329e-16,2.680775175311884e-16,2.9886857110950368e-12,1.155136963424743e-15,3.61599474003107e-21,2.5010953540339613e-23,7.467518811110987e-05,3.3228037889810587e-23,8.182099031305764e-52,2.3136871959514223e-24,1.4858772349729432e-32,4.760273600930885e-34,2.7559703923449785e-40,5.755269901284184e-35,3.4886486742321275e-34,3.0205962618367266e-30,7.170798145045519e-51,2.702995329471234e-24,7.731157573346878e-24,3.5921346928114924e-49,1.6577364183184659e-40,4.01159192939817e-42,0.0,0.0,1.8140640598220826e-55,1.1921178360543366e-07
2.369977910328455e-12,0.09848492783110975,3.76,0.0,0.6090356391477098,0.9999033498789799,5.405743837239548e-20,2.3820220177960067e-15,5.0447173372467495e-12,4.7752388401204576e-14,2.2750236309830146e-16,6.004466192576383e-09,6.808239977052455e-16,3.434554440330619e-21,1.736526281151356e-16,2.524449095601593e-29,1.7712892308846685e-42,6.248076920054809e-16,1.5486274112724972e-07,1.7251391386970763e-15,5.658937163371842e-24,1.0409061604437811e-20,2.704899929609847e-33,1.534365687013878e-15,1.5546789824227574e-37,2.304119309863532e-15,2.1784384938240044e-14,4.891760799869068e-22,5.856578865681669e-20,1.2206456870573739e-22,7.443857587474586e-33,1.569470365694079e-32,4.594941196479843e-31,4.1318038727686477e-22,8.58666718576931e-24,3.1541939259887306e-28,2.9405800328813737e-33,1.2965707608794763e-31,6.004437879761002e-09,5.568153931416229e-15,1.181813912628286e-22,3.5358925922620523e-17,4.3651898063551944e-16,4.512124658298771e-16,5.04315136681141e-12,1.9430444614904696e-15,6.082980373853196e-21,5.459095978671865e-23,9.66441114754296e-05,7.261668458396324e-23,2.99181169260417e-51,5.0716384969883615e-24,5.330930800802406e-32,1.344981527288411e-33,1.2617997225257776e-39,2.0987327114811932e-34,1.2639668991865412e-33,8.537004570048082e-30,3.3943886504936055e-50,6.0104379250004635e-24,1.6951798466592603e-23,1.7003827189293158e-48,7.68755306770469e-40,1.862224520597595e-41,0.0,0.0,8.587103330114033e-55,1.5485767183512615e-07
2.9155247142451257e-12,0.09848492848500483,3.76,0.0,0.6090356021176728,0.9998815434151019,1.0120335106321132e-19,3.631837857705759e-15,7.634273413493775e-12,5.979188608111585e-14,4.2353812880905686e-16,7.386562013384248e-09,1.030330383337651e-15,6.394153149004525e-21,3.23270374234569e-16,4.694656481623575e-29,4.951942822809762e-42,1.0041504269529227e-15,1.9051069160825451e-07,2.6107206759992645e-15,1.290261445444484e-23,1.575234540129724e-20,7.519004248390301e-33,2.3220265556525972e-15,4.409530193076945e-37,3.496190000823943e-15,3.2967170564322455e-14,9.10687143258281e-22,1.090323084540526e-19,2.2724822498420066e-22,1.6995987345474574e-32,3.5832353498357373e-32,1.0490846523514154e-30,7.691132598192174e-22,1.5984991711026393e-23,5.872236753121645e-28,6.715139701255812e-33,2.960330488348192e-31,7.386519246532155e-09,8.425158166274588e-15,2.200182058110268e-22,5.370972299246358e-17,6.596467374440729e-16,6.811055680185854e-16,7.631940818913487e-12,2.9311998755474746e-15,9.177377844756568e-21,1.0119635132324636e-22,0.00011844919065678537,1.347800770976667e-22,8.39186902073519e-51,9.441893765465077e-24,1.4744655125305034e-31,3.069397682589805e-33,4.243378081078198e-39,5.8715584258229045e-34,3.5180789278500455e-33,1.9488194516676185e-29,1.1625926305758856e-49,1.1348833944325833e-23,3.1568591034766316e-23,5.823883544164959e-48,2.6049923740588476e-39,6.316417106688573e-41,0.0,0.0,2.941119620808917e-54,1.9050302004943585e-07
3.4610715181617964e-12,0.09848492913889983,3.76,0.0,0.6090355650876688,0.9998598995730394,1.7025441629661328e-19,5.156153374933188e-15,1.0758245496134303e-11,7.223527025652292e-14,7.085386195719607e-16,8.76862976873961e-09,1.4519812391584469e-15,1.0696953520950127e-20,5.407727659462645e-16,7.845227189943455e-29,1.1617595859938846e-41,1.497641091319907e-15,2.261586392029137e-07,3.679082777668435e-15,2.556696759305443e-23,2.2198406649785878e-20,1.7587615752836466e-32,3.2722641684889863e-15,1.0598560326732794e-36,4.939914558780167e-15,4.645804369700196e-14,1.5234829436529623e-21,1.8240252666956014e-19,3.8016821897582602e-22,3.371099344313809e-32,7.106804993234114e-32,2.080740142637701e-30,1.2864858180957397e-21,2.674019007165165e-23,9.823883211651492e-28,1.3321537837056835e-32,5.871660796618822e-31,8.768569613615329e-09,1.1871012994042074e-14,3.680718267060031e-22,7.596963705163299e-17,9.282458898359252e-16,9.57397010997148e-16,1.0755010898838253e-11,4.117685995088357e-15,1.289335794894416e-20,1.685640343913637e-22,0.00014009164751491371,2.24788129875369e-22,1.9751598623975292e-50,1.579553569023991e-23,3.431369588482542e-31,6.085078122772129e-33,1.1637008967755131e-38,1.3784732278934967e-33,8.223211449761251e-33,3.864686583216882e-29,3.223418593707554e-49,1.9251451831541175e-23,5.2827454975930233e-23,1.6147370997234353e-47,7.176432423609718e-39,1.741747030710381e-40,0.0,0.0,8.154584359963496e-54,2.2614782827950277e-07
4.552165125995138e-12,0.09848493044668968,3.76,0.0,0.6090354910277582,0.9998170949120325,3.916878170082737e-19,9.050926980440316e-15,1.8609234688712537e-11,9.83562628071366e-14,1.6119996215451707e-15,1.1532681977329985e-08,2.5117101432198966e-15,2.433737220648932e-20,1.2301897042581369e-15,1.7810416879164189e-28,4.573491592636464e-41,2.8762147766544616e-15,2.9745452573338173e-07,6.364106660365972e-15,7.63465371410718e-23,3.839854101618072e-20,6.909793905948269e-32,5.660441347492171e-15,4.469642788597228e-36,8.589793048525313e-15,8.036352794611674e-14,3.466041407682611e-21,4.1499372754072127e-19,8.649396781242635e-22,1.0079478489314698e-31,2.1246507038276086e-31,6.220817941861705e-30,2.9261286843963316e-21,6.083140326867785e-23,2.235125589973256e-27,3.984507852781477e-32,1.7555709243107162e-30,1.1532578310979685e-08,2.0528010299357953e-14,8.374134392918016e-22,1.3238097649092834e-16,1.6010585779729439e-15,1.6477493810871382e-15,1.8603821545917683e-11,7.078072292380828e-15,2.2167028476040982e-20,3.802067104957479e-22,0.000182893536589564,5.083049047020439e-22,7.828135628157109e-50,3.59372013375684e-23,1.334091179421052e-30,1.817586239989422e-32,6.049871567703607e-38,5.43466078747365e-33,3.2157512042538447e-32,1.1550763764621939e-28,1.689096647116107e-48,4.499853712382664e-23,1.2026208272426035e-22,8.461349182911415e-47,3.746399322378474e-38,9.113451558850547e-40,0.0,0.0,4.273066229767747e-53,2.9743582491018496e-07
5.643258733828479e-12,0.09848493175447928,3.76,0.0,0.6090354169679763,0.9997749263014919,7.544829750657784e-19,1.4111622794146113e-14,2.8597281290078102e-11,1.2616048777308147e-13,3.0710016462839324e-15,1.4296624590178468e-08,3.85999838961466e-15,4.636614498868566e-20,2.343383037623239e-15,3.3858344415092172e-28,1.3353854639081757e-40,4.858770664173148e-15,3.687504007190723e-07,9.780127630952664e-15,1.801325690928254e-22,5.900883796584399e-20,2.0175830808985496e-31,8.698841437392171e-15,1.4014328325598235e-35,1.3268511931453299e-14,1.2349979970370712e-13,6.603035004800961e-21,7.906165782287234e-19,1.6478191025384437e-21,2.380089311012556e-31,5.016380504605388e-31,1.468811844637009e-29,5.5730811705293005e-21,1.1587900345578098e-22,4.258282252918109e-27,9.412020561094324e-32,4.1453819582042496e-30,1.4296465879748335e-08,3.1536622910577163e-14,1.595368570924235e-21,2.049194258220398e-16,2.4533663442319734e-15,2.5194459149753153e-15,2.8589243066516363e-11,1.0809228546954926e-14,3.3858474430683944e-20,7.181077588992169e-22,0.00022505937316469598,9.624755003052268e-22,2.3001437571929085e-49,6.846487931400129e-23,3.859763832106051e-30,4.2876311614299505e-32,2.1779679389670116e-37,1.5890461294101705e-32,9.336722727580067e-32,2.7264512994053107e-28,6.102402961958251e-48,8.798075539082521e-23,2.29251192045128e-22,3.0569335701794274e-46,1.3501818951090209e-37,3.291133659768862e-39,0.0,0.0,1.5437821229734165e-52,3.6872166197116496e-07
7.825445949495163e-12,0.09848493437005777,3.76,0.0,0.6090352688487903,0.9996924595603716,2.0558069983913785e-18,2.7911844282286466e-14,5.498295055901424e-11,1.8699906041633762e-13,8.18796897301056e-15,1.98241879856124e-08,7.422204537030521e-15,1.2362933745952088e-19,6.246726159242207e-15,8.989812679108826e-28,6.87960165726768e-40,1.1028354257351942e-14,5.113421160581587e-07,1.8804834988393325e-14,6.653114055352256e-22,1.1345752508674482e-19,1.041611911426245e-30,1.6726093203072425e-14,8.432793831888786e-35,2.577011089605458e-14,2.3746064005061737e-13,1.7604724469677523e-20,2.108048263880247e-18,4.393623353107339e-21,8.79953162874308e-31,1.854174594931685e-30,5.42946090226615e-29,1.485132086748285e-20,3.0890449023895715e-22,1.1354435322542088e-26,3.4823221810031203e-31,1.5325409854008068e-29,1.982388513282564e-08,6.059864407135513e-14,4.253723933089102e-21,3.996690441526427e-16,4.6901746615261794e-15,4.795791397686588e-15,5.4968577594874277e-11,2.052536301692851e-14,6.431696152186737e-20,1.8820239327126484e-21,0.0003075205602486699,2.535157783367528e-21,1.2005532286871666e-48,1.8254960620985497e-22,1.9583089057862467e-29,1.5819353327842342e-31,1.597685877512843e-36,8.210450777034864e-32,4.757271382163722e-31,1.007201544611537e-27,4.458760966938777e-47,2.4630918718406944e-22,6.119876804532254e-22,2.233568685333726e-45,9.889109009493397e-37,2.422597896300205e-38,0.0,0.0,1.1279745952352778e-51,5.112868583400743e-07
9.66504874582871e-12,0.09848493657501248,3.76,0.0,0.6090351439834115,0.9996248320461564,3.943050945731423e-18,4.357564478554766e-14,8.386330818668128e-11,2.439226198924745e-13,1.542504723812561e-14,2.448364690582749e-08,1.1321721083348936e-14,2.3291231822814363e-19,1.176603913619621e-14,1.687740963513379e-27,1.9637443616298405e-39,1.89884089968898e-14,6.315481360168187e-07,2.868347806052596e-14,1.5472430938231824e-21,1.730569059030535e-19,2.979461174333955e-30,2.5513122755740646e-14,2.6819156063236598e-34,3.963377386350394e-14,3.6220483140983263e-13,3.3164290250313326e-20,3.971425397751563e-18,8.277278196765655e-21,2.0474965958063893e-30,4.313503558557342e-30,1.263162074267035e-28,2.796562269063631e-20,5.818481824093829e-22,2.1391707567438686e-26,8.107613086676808e-31,3.565829167918535e-29,2.4483187927774135e-08,9.238291275565905e-14,8.013642533928421e-21,6.168417752048111e-16,7.119520281280796e-15,7.253641936986663e-15,8.384278309381951e-11,3.09815762311674e-14,9.71127741659235e-20,3.494632939932976e-21,0.0003751433860315561,4.727319083870852e-21,3.460199026848418e-48,3.4391049443534385e-22,5.534827718516954e-29,3.6747706595570527e-31,5.566236755430973e-36,2.348713276147112e-31,1.3472630120476088e-30,2.3420687359441824e-27,1.5557331362109963e-46,4.821629855342832e-22,1.1540993083117883e-21,7.793279017287529e-45,3.4392832070814425e-36,8.452355880397185e-38,0.0,0.0,3.9356840925505925e-51,6.314638500404622e-07
