Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88)
3.427410643023153e-09,0.09848904078345411,3.76,0.0,0.6088024112924838,0.9969605684338178,5.569845208656568e-09,2.190757475935515e-07,9.352558861737721e-06,2.1502043837223938e-07,6.286820289255058e-07,8.701161687728798e-06,1.4199601193370071e-09,1.0415880237800342e-11,4.801077583652018e-07,3.4359618248730105e-18,4.0684733817599747e-25,2.906512254258584e-07,0.000224091520705923,3.485643772290431e-09,2.4170868051718304e-11,6.718692837966118e-14,1.9301492804670075e-17,3.189772479428549e-09,2.08577202697925e-19,9.12145496208908e-09,4.4639844795073866e-08,1.3104566764460692e-12,1.8044004616891608e-10,3.750401663439294e-13,4.5365346398350405e-20,4.079434998395413e-19,2.043245337056843e-18,6.416812456876196e-13,1.6503550412198226e-14,1.5826781358322067e-18,1.3172024642964214e-19,7.150302974175594e-19,9.471568117832187e-06,5.639027967489849e-09,3.955613423451987e-13,2.122709942089082e-10,6.246318310948931e-11,3.694406124229463e-11,9.712876936018772e-06,1.4656379604112293e-10,7.144629225694867e-16,1.0180461917046246e-15,0.0030203039813446264,3.479596437265576e-15,4.040474905366194e-36,1.5574293446570233e-14,8.583213479368945e-18,2.0243198691194976e-21,8.546110916305653e-21,6.181704031101729e-19,2.095495439140058e-19,1.9016201957130902e-17,1.5646624205573859e-31,1.0999831894698718e-14,1.0771247340400237e-13,7.838070201362423e-30,5.019859038463078e-22,7.361206048310289e-23,0.0,0.0,3.958303521535428e-36,0.00021365723565228357
3.5339030389853867e-09,0.09848916918155945,3.76,0.0,0.6087951053969721,0.9969596455136638,6.2767062247482575e-09,2.3935791886355603e-07,9.90678577259884e-06,2.3464231072711323e-07,6.872668377375566e-07,8.97299302731728e-06,1.509567326495799e-09,1.1419327540822088e-11,5.252745817171496e-07,3.9600623046923365e-18,5.001865659072847e-25,3.1380830878240246e-07,0.0002310685056261722,3.70200930595183e-09,2.736879785169286e-11,7.452547306984629e-14,2.2737601258242088e-17,3.3907768803742938e-09,2.4545743428863074e-19,9.730138637765253e-09,4.744934875795541e-08,1.4312448342410882e-12,1.9826779378797245e-10,4.120760565522514e-13,5.247966334319099e-20,4.825899683288991e-19,2.3270647214573165e-18,6.940255346523612e-13,1.7905206848922936e-14,1.7937901265874316e-18,1.5642485148802116e-19,8.19957795675913e-19,9.821582174070983e-06,5.9088756073212956e-09,4.366432752722855e-13,2.2483372333974774e-10,6.440914960906986e-11,3.806092169233061e-11,1.0300465347682774e-05,1.5204663028989616e-10,7.445668240813887e-16,1.0796572935606262e-15,0.0030203012262426314,3.838230401534041e-15,4.6043082024764856e-36,1.711211411883051e-14,9.715149198908874e-18,2.3028942306036255e-21,1.0271375158327544e-20,7.124027085489477e-19,2.371490996863254e-19,2.1207898191463704e-17,1.8543436909528776e-31,1.181903741315622e-14,1.193143367927862e-13,9.289211163936437e-30,5.807342632298381e-22,8.657582598733826e-23,0.0,0.0,4.6911441400227626e-36,0.00021997619508274736
3.6403954349476204e-09,0.09848929762651587,3.76,0.0,0.6087877943537839,0.9969587029484068,7.0479502640909245e-09,2.608155186838889e-07,1.0474834355426092e-05,2.553722211932062e-07,7.492675879034389e-07,9.244920907572676e-06,1.601916124836576e-09,1.2485390206931685e-11,5.731285721838246e-07,4.543982769323815e-18,6.111154315004608e-25,3.379302036505948e-07,0.00023804710097719378,3.924669853994145e-09,3.088086897773194e-11,8.248268115141677e-14,2.66704664342473e-17,3.5979091986546257e-09,2.8737032558264803e-19,1.0361222510861092e-08,5.0345158866933056e-08,1.5589173324688788e-12,2.1728591430818357e-10,4.515831561888248e-13,6.053507728627181e-20,5.681891487631423e-19,2.6414726679593367e-18,7.488769412842903e-13,1.9379319465134858e-14,2.0292100761141166e-18,1.8487229694644316e-19,9.371328721377562e-19,1.0176827332875689e-05,6.182971324093803e-09,4.80782369618244e-13,2.376879604634871e-10,6.635074347930883e-11,3.91744848360964e-11,1.09037791522482e-05,1.576106676688571e-10,7.751769938208451e-16,1.1436523149376223e-15,0.0030202984116050706,4.229858885009002e-15,5.22796553853675e-36,1.8752528406750275e-14,1.0957246666696042e-17,2.614220264788589e-21,1.2281603486998551e-20,8.177341885415988e-19,2.674292574300734e-19,2.3573378117785946e-17,2.186420985712121e-31,1.2675090118044658e-14,1.3177520165153407e-13,1.0952732954447177e-29,6.690082038479057e-22,1.0132117792841822e-22,0.0,0.0,5.531239184333487e-36,0.00022627653000191556
3.7468878309098545e-09,0.09848942611960412,3.76,0.0,0.6087804780020601,0.9969577407631236,7.887248731607057e-09,2.8347722013737675e-07,1.1056537386750449e-05,2.7723495681609526e-07,8.147680409512799e-07,9.51694578125625e-06,1.6970065069188776e-09,1.3615984586419069e-11,6.237404500267604e-07,5.1923295150370516e-18,7.422662756102471e-25,3.6301727954909515e-07,0.000245027377000427,4.15360681182196e-09,3.472833695853521e-11,9.109626760202321e-14,3.115723761460235e-17,3.811168989400798e-09,3.348117917107969e-19,1.1015042898429727e-08,5.33274075991971e-08,1.6936294476530364e-12,2.375411708762252e-10,4.936584582206545e-13,6.963932498694125e-20,6.659700777553433e-19,2.988958400324198e-18,8.062875513615637e-13,2.0927752422914134e-14,2.291431460149571e-18,2.1750268899505915e-19,1.0676748197209937e-18,1.0537464087253184e-05,6.461362891273819e-09,5.281368309974117e-13,2.508283834643138e-10,6.828795870401206e-11,4.028476022962231e-11,1.1522693263314562e-05,1.6325844541613543e-10,8.063064286233731e-16,1.2101120798881767e-15,0.0030202955374904104,4.656868605559472e-15,5.916065243190582e-36,2.0499561918155202e-14,1.2316764277673677e-17,2.9617203114761642e-21,1.4614416804564818e-20,9.351396975937119e-19,3.0056600718568025e-19,2.6120703051103414e-17,2.565583121117058e-31,1.3569000756342386e-14,1.4513258823130568e-13,1.285212405335191e-29,7.676628786758261e-22,1.180306967181734e-22,0.0,0.0,6.490450569431079e-36,0.00023255829452871962
3.853380226872088e-09,0.0984895546620947,3.76,0.0,0.6087731561817886,0.996956758983079,8.798361017420496e-09,3.0737135242326995e-07,1.1651729161467089e-05,3.00254883610399e-07,8.838509505557774e-07,9.78906809014482e-06,1.7948384631294686e-09,1.4813029446833198e-11,6.771803795032702e-07,5.909892183438949e-18,8.965679489694427e-25,3.8906933980408193e-07,0.00025200940394442726,4.388801633486133e-09,3.893335548939602e-11,1.0040542399473841e-13,3.6260207794962207e-17,4.030555927337709e-09,3.883092866898335e-19,1.169194631465843e-08,5.639623546201697e-08,1.8355338224137222e-12,2.5908133964391345e-10,5.38401056269078e-13,7.99111326063282e-20,7.772594551337522e-19,3.372162569998961e-18,8.663108750695436e-13,2.255242725160834e-14,2.5831730479429294e-18,2.547939282713186e-19,1.2127826542199559e-18,1.0903652066517454e-05,6.744106583961423e-09,5.788714070500229e-13,2.642497464945701e-10,7.022078953517249e-11,4.139175740127008e-11,1.2157083307370758e-05,1.6899248772031712e-10,8.379686309733287e-16,1.279121103846748e-15,0.003020292603946844,5.121758840013332e-15,6.673480537607243e-36,2.2357327413422513e-14,1.3801243062129621e-17,3.349134745579671e-21,1.7311308222831328e-20,1.065657367074636e-18,3.367421425715497e-19,2.885809730303901e-17,2.996887317748611e-31,1.4501831463561593e-14,1.594247918320869e-13,1.501271846190637e-29,8.776096413761093e-22,1.3690029440791103e-22,0.0,0.0,7.581572216435682e-36,0.00023882154261372558
3.959872622834322e-09,0.09848968325524791,3.76,0.0,0.6087658287338346,0.9969557576336843,9.78513344127867e-09,3.325259035977074e-07,1.2260245480068748e-05,3.244559510416346e-07,9.56598071560764e-07,1.0061288265138153e-05,1.8954119816225407e-09,1.6078446058729464e-11,7.335179721587966e-07,6.701643235684007e-18,1.0772685953800043e-24,4.160856643841712e-07,0.0002589932520253199,4.630235831638315e-09,4.351900038741251e-11,1.1045085275515741e-13,4.2047173270111886e-17,4.256069813054252e-09,4.484229072529321e-19,1.239228942031947e-08,5.955179082428435e-08,1.984780498021531e-12,2.819552377702557e-10,5.859122026559866e-13,9.148120100462382e-20,9.034864340117551e-19,3.793884183549124e-18,9.29001890465352e-13,2.425532506395484e-14,2.90739554793924e-18,2.972638606894949e-19,1.3737395123795545e-18,1.127555000422946e-05,7.0312663602425225e-09,6.331576616574747e-13,2.779468789273337e-10,7.214923048960672e-11,4.24954858518518e-11,1.2806825620019441e-05,1.7481530515999782e-10,8.701775711127896e-16,1.3507676702206208e-15,0.0030202896110544442,5.627144967669898e-15,7.505350821925515e-36,2.433002721306508e-14,1.541851282379012e-17,3.7805462459713905e-21,2.0417947993899172e-20,1.2103919228661346e-18,3.761474069076296e-19,3.1793952950253644e-17,3.4857785571091986e-31,1.5474697664251054e-14,1.746909055313143e-13,1.7461792670110395e-29,9.998190089858604e-22,1.5813992991670161e-22,0.0,0.0,8.818379022381382e-36,0.0002450663280397719
4.066365018796556e-09,0.09848981190031403,3.76,0.0,0.6087584954999709,0.9969547367405107,1.0851498205332103e-08,3.589685232928917e-07,1.2881923635985556e-05,3.498616964662687e-07,1.0330901689263894e-06,1.033360672636544e-05,1.9987270482603205e-09,1.741415828425267e-11,7.928222900989677e-07,7.572737285216825e-18,1.287959369002697e-24,4.440650497129748e-07,0.0002659789913902544,4.87789097748361e-09,4.8509294071044444e-11,1.2127480213214395e-13,4.8591812565151916e-17,4.487710579460202e-09,5.157465329412091e-19,1.3116438969873831e-08,6.279422975026257e-08,2.141516946623666e-12,3.062127509026344e-10,6.362953653558153e-13,1.044932632656753e-19,1.0461875242360168e-18,4.257087733123607e-18,9.94417079129019e-13,2.6038488566778183e-14,3.2673192111269358e-18,3.454724983748553e-19,1.5519172209646298e-18,1.1653315709020325e-05,7.322913112077458e-09,6.91174255215426e-13,2.9191468432321645e-10,7.407327634568126e-11,4.359595505478095e-11,1.3471797242223615e-05,1.8072939419302495e-10,9.029476526883053e-16,1.4251439093631625e-15,0.003020286558907844,6.175762083927726e-15,8.417093422124983e-36,2.642195555971301e-14,1.7176698443533346e-17,4.2604054823862524e-21,2.3984506768609688e-20,1.3705181529647805e-18,4.1897864334402467e-19,3.4936834731533535e-17,4.038109681092379e-31,1.6488769950987057e-14,1.9097084320370352e-13,2.02286663460241e-29,1.135323761687655e-21,1.8197435997901695e-22,0.0,0.0,1.0215677709301469e-35,0.00025129270442260403
4.172857414758789e-09,0.09848994059853314,3.76,0.0,0.6087511563229063,0.996953696329317,1.2001472355210624e-08,3.867265254152215e-07,1.3516602403030476e-05,3.7649524953037724e-07,1.1134070266015337e-06,1.0606023883290922e-05,2.104783646554103e-09,1.8822092668559882e-11,8.551618492415255e-07,8.528510298573926e-18,1.5325990865956003e-24,4.7300584566656214e-07,0.00027296669208365615,5.131748700731356e-09,5.392923054351454e-11,1.3292110183755755e-13,5.597408544341614e-17,4.725478298432749e-09,5.909090050431347e-19,1.3864771756435521e-08,6.612371583553603e-08,2.3058881031459053e-12,3.3190486013602096e-10,6.896562838522939e-13,1.1910521859504313e-19,1.2070116111237222e-18,4.764910531171547e-18,1.0626144547872173e-12,2.7904023887870523e-14,3.6664424392547845e-18,4.0002431204401063e-19,1.7487810403717117e-18,1.2037106038096657e-05,7.619123979990726e-09,7.531072310897419e-13,3.0614813941141737e-10,7.599292213908107e-11,4.469317445621245e-11,1.415187591657513e-05,1.8673723669171955e-10,9.362936816465813e-16,1.5023458798891493e-15,0.0030202834475869735,6.770468679930263e-15,9.414415806240268e-36,2.8637500934458394e-14,1.9084226345761736e-17,4.7935582914251825e-21,2.8065998003718235e-20,1.5472845283088642e-18,4.654399489211452e-19,3.8295485050495924e-17,4.660162260763435e-31,1.7545275946908358e-14,2.083053627588322e-13,2.3344806879028327e-29,1.2852221827730797e-21,2.0864392706929291e-22,0.0,0.0,1.1789359619592667e-35,0.00025750072521150616
4.279349810721023e-09,0.09849006935113547,3.76,0.0,0.6087438110463093,0.9969526364260447,1.3239156749333878e-08,4.1582689082263266e-07,1.4164122022949425e-05,4.0437933652733487e-07,1.1976274563220562e-06,1.0878540134818667e-05,2.213581757605698e-09,2.0304178534088726e-11,9.206046225482835e-07,9.574478673496724e-18,1.81553981439153e-24,5.029059899524673e-07,0.0002799564240160744,5.3917906895439935e-09,5.980480085957612e-11,1.4543519931080165e-13,6.428065273317364e-17,4.969373187655454e-09,6.745753468874722e-19,1.4637674554792362e-08,6.954042004514989e-08,2.4780363968739017e-12,3.5908366844992244e-10,7.461030239005274e-13,1.3549034693575619e-19,1.3877250913301846e-18,5.320670250599459e-18,1.1336535856398307e-12,2.9854102238978495e-14,4.1085614468520205e-18,4.615705961627894e-19,1.9658945863395127e-18,1.2427076873237112e-05,7.91998172618663e-09,8.191503083760576e-13,3.206422930847221e-10,7.790816315818518e-11,4.5787153475157025e-11,1.4846940083584968e-05,1.928412995210609e-10,9.702308381125921e-16,1.5824736522814934e-15,0.0030202802771602637,7.414250384027624e-15,1.050332827739111e-35,3.0981148327593454e-14,2.114983112442162e-17,5.385274415479355e-21,3.272264035746526e-20,1.7420169800949238e-18,5.157428324867634e-19,4.187882906271459e-17,5.358668260475644e-31,1.864550215652535e-14,2.2673608952910644e-13,2.6843937907403734e-29,1.4506814418146261e-21,2.384053855455541e-22,0.0,0.0,1.3556455523498714e-35,0.00026369044368993
4.385842206683257e-09,0.09849019815934132,3.76,0.0,0.6087364595148295,0.9969515570567979,1.4568735036392113e-08,4.4629626998139936e-07,1.4824324193075245e-05,4.335362847149628e-07,1.2858293063355394e-06,1.1151155869396477e-05,2.3251213600492935e-09,2.1862348077678225e-11,9.892180432372867e-07,1.0716338203322267e-17,2.1415533884284967e-24,5.337630400561786e-07,0.00028694825693544496,5.6579986904840345e-09,6.616301905524341e-11,1.5886419656462748e-13,7.36053177267072e-17,5.219395617652389e-09,7.674480279124692e-19,1.5435544062667935e-08,7.304452055392976e-08,2.6581017827174578e-12,3.878024266234758e-10,8.057460311963609e-13,1.538386088527536e-19,1.5902171276138062e-18,5.927872671524597e-18,1.2075956110634295e-12,3.1890961433291187e-14,4.5977910277696334e-18,5.308119082018574e-19,2.204924933324314e-18,1.2823383099099579e-05,8.225574161075609e-09,8.895051810795315e-13,3.3539226540807536e-10,7.981899493989893e-11,4.68779015035949e-11,1.555686887799509e-05,1.990440341568721e-10,1.0047746510021337e-15,1.6656313947478715e-15,0.0030202770477027957,8.110223761163e-15,1.1690157153100265e-35,3.345748146382977e-14,2.3382562325490152e-17,6.0412778812002866e-21,3.802024093198589e-20,1.9561228368784032e-18,5.701063763913208e-19,4.569597982790671e-17,6.140832522948014e-31,1.9790795809193863e-14,2.463055397468092e-13,3.0762151958604664e-29,1.6329411240405701e-21,2.7153276723676766e-22,0.0,0.0,1.5535192503544368e-35,0.0002698619129761197
4.4923346026454904e-09,0.09849032702436117,3.76,0.0,0.6087291015741193,0.9969504582478391,1.599447264093385e-08,4.781609856026354e-07,1.549705205408469e-05,4.639880265925562e-07,1.3780894700531353e-06,1.1423871465118922e-05,2.4394024299937498e-09,2.3498536470551182e-11,1.0610690079753339e-06,1.195996293624305e-17,2.5158588664520715e-24,5.655742029279525e-07,0.00029394226040059166,5.930354508459138e-09,7.303194852035435e-11,1.732568875695749e-13,8.404948991825307e-17,5.475546119019881e-09,8.70268273844683e-19,1.6258786840396078e-08,7.663620258896894e-08,2.8462217721614104e-12,4.1811555862972984e-10,8.686981839561669e-13,1.7435803545423346e-19,1.8165050242051135e-18,6.590219635783189e-18,1.2845032532982144e-12,3.4016907274137146e-14,5.138586478850258e-18,6.085005833063683e-19,2.467647903133818e-18,1.3226178583671244e-05,8.53599361862782e-09,9.643818238277621e-13,3.50393246640535e-10,8.17254132659748e-11,4.7965427906603096e-11,1.628154212511176e-05,2.0534787634093387e-10,1.039940975138886e-15,1.7519274612944804e-15,0.0030202737592987983,8.861640166595555e-15,1.2981558442182256e-35,3.607118498213414e-14,2.5791791382706662e-17,6.767779097095596e-21,4.4030600240549296e-20,2.191094924819093e-18,6.287574018819008e-19,4.975624350995445e-17,7.014356100612941e-31,2.0982566699253133e-14,2.6705714405594226e-13,3.513802732901428e-29,1.833316908998986e-21,3.0831828768061453e-22,0.0,0.0,1.7745052979948348e-35,0.00027601518602373505
4.598826998607724e-09,0.09849045594739571,3.76,0.0,0.6087217370708521,0.9969493400255959,1.7520715756998762e-08,5.114470352587295e-07,1.618215017785755e-05,4.957561041381958e-07,1.4744838946291513e-06,1.1696687289829552e-05,2.556424940965315e-09,2.5214681961169574e-11,1.1362238800510314e-06,1.3311403937608132e-17,2.9441509089572726e-24,5.983363625689658e-07,0.00030093850375680965,6.208840006665311e-09,8.044072879424034e-11,1.8866379613561597e-13,9.572267186094249e-17,5.7378253898581755e-09,9.838174252367258e-19,1.710781924916476e-08,8.031565827426922e-08,3.0425314639066723e-12,4.500786865106686e-10,9.350748444111551e-13,1.9727621334594704e-19,2.0687397244281357e-18,7.311617210369625e-18,1.3644408246562076e-12,3.623431482985309e-14,5.735766735297368e-18,6.954433256951922e-19,2.755953542450755e-18,1.36356161607069e-05,8.851336476416626e-09,1.0439988042265007e-12,3.656404962705277e-10,8.362741415934025e-11,4.904974202248341e-11,1.7020840337160117e-05,2.117552457702111e-10,1.0757459706665894e-15,1.8414744819799083e-15,0.0030202704120314465,9.671889650435936e-15,1.4384532029504573e-35,3.8827046570356013e-14,2.838721870343422e-17,7.571508752932517e-21,5.0831939797887356e-20,2.4485158345001418e-18,6.919306381180519e-19,5.4069124609671945e-17,7.98746045823022e-31,2.222228902643783e-14,2.890352710116082e-13,4.001274932840493e-29,2.0532044017004564e-21,3.490732942049295e-22,0.0,0.0,2.020683594025438e-35,0.00028215031562246973
4.705319394569958e-09,0.09849058492963589,3.76,0.0,0.6087143658527359,0.9969482024166648,1.9151890349735695e-08,5.461800939799282e-07,1.6879464555437032e-05,5.288616730067381e-07,1.5750875894689712e-06,1.196960370122223e-05,2.676188863850764e-09,2.701272598097635e-11,1.2147484925285246e-06,1.4776887963059305e-17,3.432629086400816e-24,6.320461056636632e-07,0.0003079370561133836,6.493437106528219e-09,8.841960276515584e-11,2.0513721425068725e-13,1.0874296993604262e-16,6.0062343034051704e-09,1.1089183465397409e-18,1.798306738797369e-08,8.408308647752137e-08,3.2471635742049725e-12,4.837486547349994e-10,1.0049939092211754e-12,2.2284186985009116e-19,2.349211432146132e-18,8.096184060974405e-18,1.447474230730931e-12,3.854562960822605e-14,6.3945387742888325e-18,7.925038780986032e-19,3.0718517929057786e-18,1.4051847614012932e-05,9.171702716597307e-09,1.1285836019641526e-12,3.811293420642724e-10,8.552499388020855e-11,5.013085316287925e-11,1.777464470965986e-05,2.1826854581779624e-10,1.1122060845673685e-15,1.934389455306333e-15,0.003020267005978903,1.0544504909418065e-14,1.590643637813284e-35,4.1729959054856735e-14,3.117888090161567e-17,8.45975360677691e-21,5.85093532519575e-20,2.7300623577968132e-18,7.598688947347016e-19,5.864433121703223e-17,9.068912571425054e-31,2.3511503239833348e-14,3.1228525052562644e-13,4.543023601263059e-29,2.294083119472815e-21,3.941292570382145e-22,0.0,0.0,2.2942720435562616e-35,0.0002882673543986686
4.8118117905321915e-09,0.09849071397226306,3.76,0.0,0.6087069877685303,0.996947045447803,2.089250116494609e-08,5.823855168312814e-07,1.758884258509057e-05,5.63325506688866e-07,1.6799746346659175e-06,1.224262104694163e-05,2.798694166840972e-09,2.8894613253039193e-11,1.2967081513820744e-06,1.636281604997642e-17,3.988028109057862e-24,6.666997453951104e-07,0.0003149379863229028,6.784127787642602e-09,9.699994425442765e-11,2.2273124083677912e-13,1.2323762984014354e-16,6.280773915874132e-09,1.246436887822417e-18,1.8884967029439172e-08,8.793869265900926e-08,3.4602484668907965e-12,5.191835540411589e-10,1.0785758588138078e-12,2.5132656396320173e-19,2.660355358506947e-18,8.94826003674625e-18,1.533670970043438e-12,4.095336864261638e-14,7.120523345352204e-18,9.006057705287322e-19,3.417478357373035e-18,1.4475023663443927e-05,9.497195524376187e-09,1.2183729347670908e-12,3.968551791271583e-10,8.74181489221558e-11,5.120877061288716e-11,1.854283711782183e-05,2.2489016328336642e-10,1.149338034113355e-15,2.030793842707824e-15,0.0030202635412194144,1.1483165282354123e-14,1.7555003759322732e-35,4.478492244538487e-14,3.41771581747592e-17,9.440394248636216e-21,6.715528199509237e-20,3.0375100983030435e-18,8.328232378767814e-19,6.349178027101892e-17,1.0268050945453999e-30,2.4851817888351614e-14,3.3685339722184865e-13,5.143726852630639e-29,2.5575206377696585e-21,4.438388046298892e-22,0.0,0.0,2.597633140484896e-35,0.00029436635481593933
5.024796582456659e-09,0.09849097224335587,3.76,0.0,0.6086922104022139,0.9969446735380949,2.4720438481164652e-08,6.59313290636155e-07,1.904318615912054e-05,6.364091762245449e-07,1.9028904998969325e-06,1.2788959882288415e-05,3.0519287720851506e-09,3.291771358414291e-11,1.4711912152919555e-06,1.9922470825859355e-17,5.329393338800107e-24,7.38822727274492e-07,0.0003289472543189852,7.383718102468969e-09,1.1609634869548506e-10,2.615067858574277e-13,1.5720817219273271e-16,6.848250426296653e-09,1.562414452889931e-18,2.077051188438579e-08,9.591529287421901e-08,3.91228647003119e-12,5.955868784011984e-10,1.2372235387957238e-12,3.1826469047783155e-19,3.385161420298524e-18,1.0873458191665103e-17,1.7158323762207026e-12,4.6068551052519414e-14,8.798849644094204e-18,1.1539438920348727e-18,4.207125155041066e-18,1.5342807040985157e-05,1.016398750490698e-08,1.4145602887812946e-12,4.289997386665866e-10,9.119117208836732e-11,5.3355061450086926e-11,2.0121916919008384e-05,2.3846781355499683e-10,1.2256855777671606e-15,2.234579606591152e-15,0.003020256435905187,1.3574096255409795e-14,2.126502135983553e-35,5.137154974769729e-14,4.0836842244966455e-17,1.1713601016688306e-20,8.776228930296364e-20,3.737734986159431e-18,9.948268190908458e-19,7.40441492146678e-17,1.305976330643759e-30,2.769253438603548e-14,3.9013451306996496e-13,6.542223845061362e-29,3.1588090659218196e-21,5.587416059759662e-22,0.0,0.0,3.3038879798771755e-35,0.0003065104496180934
5.2164828951886794e-09,0.09849120490551858,3.76,0.0,0.6086788857951897,0.9969424728799974,2.8586623974246273e-08,7.338316733048058e-07,2.039185056090333e-05,7.070304643889874e-07,2.118888275481276e-06,1.3281013314823447e-05,3.289215060486597e-09,3.6844828672470425e-11,1.640618298843974e-06,2.3605808432848158e-17,6.845132625316357e-24,8.069196999031154e-07,0.0003415644126072892,7.94400984171436e-09,1.356790250048505e-10,3.008183649134024e-13,1.9430806838283006e-16,7.37996090734921e-09,1.898883748918526e-18,2.2563217799799053e-08,1.0339799268920678e-07,4.349289878985036e-12,6.70995031081058e-10,1.393796760480135e-12,3.9175032871003007e-19,4.169995374207385e-18,1.2885399543887742e-17,1.8913058169834106e-12,5.1028735743661686e-14,1.0605061352106077e-17,1.4303004448865573e-18,5.043697494889462e-18,1.6149052430191588e-05,1.078272157322844e-08,1.6115042442385616e-12,4.586955023612417e-10,9.457173000743981e-11,5.5275893391068585e-11,2.1591124584206192e-05,2.5108174210177006e-10,1.2968687992436722e-15,2.431233926602815e-15,0.003020249841174385,1.572186540261651e-14,2.512301690170293e-35,5.787195277228037e-14,4.764861918105979e-17,1.4168155565844327e-20,1.1071705758559182e-19,4.476528712499972e-18,1.160479219416209e-18,8.457629872128123e-17,1.6081152539402643e-30,3.044154004113135e-14,4.430812565606964e-13,8.055777334437677e-29,3.79480459224007e-21,6.8207943130025525e-22,0.0,0.0,4.068247482899436e-35,0.00031737896675697026
5.4081692079207e-09,0.09849143778127255,3.76,0.0,0.6086655366391613,0.9969402099189139,3.2880938295381434e-08,8.135004818852755e-07,2.1777291010019872e-05,7.823585644243613e-07,2.349874602198161e-06,1.3773398732290709e-05,3.535382796639466e-09,4.107400279307144e-11,1.8221668076093524e-06,2.778673577423744e-17,8.710284486403935e-24,8.780072386735573e-07,0.0003541903323502854,8.523767182722281e-09,1.577530633166259e-10,3.44688821161252e-13,2.386437734201384e-16,7.93156051515809e-09,2.291183131821456e-18,2.4449486871724215e-08,1.1116987026144264e-07,4.8156033147188115e-12,7.530843613791006e-10,1.5642345230810846e-12,4.801642998807533e-19,5.0993422158148075e-18,1.5194626311153162e-17,2.07815034991676e-12,5.6343849118766775e-14,1.2738396088726681e-17,1.7598343871925602e-18,6.0162157228852e-18,1.698009251505802e-05,1.1419781203706779e-08,1.829450525577732e-12,4.890904836692526e-10,9.793790771436096e-11,5.718652097577522e-11,2.3105143097319896e-05,2.640829601766601e-10,1.3704997112184074e-15,2.641297322110469e-15,0.0030202430575206538,1.8147974539220207e-14,2.953046350264909e-35,6.494786653140054e-14,5.5307775043587436e-17,1.7076226495933134e-20,1.3863921688947285e-19,5.331898465331851e-18,1.3466850143195624e-18,9.615484141307008e-17,1.9658157148470558e-30,3.338443788838376e-14,5.010665918148291e-13,9.847665133519626e-29,4.5327677289292674e-21,8.270653813623731e-22,0.0,0.0,4.973168560730008e-35,0.00032818984815311425
5.59985552065272e-09,0.0984916708771663,3.76,0.0,0.6086521620914449,0.9969378848164112,3.763237400729635e-08,8.984563503273111e-07,2.3198666878532777e-05,8.625013431426003e-07,2.596248999240677e-06,1.426611781173261e-05,3.7904316902735825e-09,4.5616711988482126e-11,2.016198953573277e-06,3.2508675881309223e-17,1.0987793499519203e-23,9.520565297955678e-07,0.00036682540364331743,9.122887125128735e-09,1.8254608890981016e-10,3.935042238416924e-13,2.913681918687061e-16,8.503063134726808e-09,2.7461301853747203e-18,2.6432201525563584e-08,1.1923234305989745e-07,5.3119058500530314e-12,8.422416746577996e-10,1.7493390095435912e-12,5.86182713652352e-19,6.193451672695993e-18,1.7835655748285342e-17,2.2768161821184346e-12,6.203127619401115e-14,1.5250526790742502e-17,2.1504859633170494e-18,7.142530769155095e-18,1.7836766503840993e-05,1.2075842270108465e-08,2.070159252738424e-12,5.201601425854803e-10,1.0128969272118483e-10,5.908699740989124e-11,2.4663307663699104e-05,2.7748476448228263e-10,1.4466839807195225e-15,2.865652717538911e-15,0.0030202360854242466,2.0879723696758537e-14,3.4548183860041853e-35,7.263258007405777e-14,6.388829290454038e-17,2.051102907375966e-20,1.724060636289985e-19,6.3184467340172144e-18,1.555231370207586e-18,1.0884585251427567e-16,2.386969149918885e-30,3.6533319774469784e-14,5.643992521305364e-13,1.1957419403260558e-28,5.385632002287147e-21,9.966746715688814e-22,0.0,0.0,6.038615343310174e-35,0.00033894339396962653
