Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503),F[C]C(F)F(182)
1.3179508274462045e-07,0.3109548758573525,3.76,0.0,0.8573778861883842,0.9925783528710089,0.0002410740620406937,0.00039505114823958954,0.0009600931427998192,0.0002515798737368183,0.0018202624616646772,0.0002340262774909572,7.936115597289604e-07,9.926075354004418e-07,0.0022364207876171454,1.443626396767912e-11,1.1015254922475389e-15,0.00010665186638132667,0.009612841828441477,1.34475412313505e-06,9.876819500917765e-06,4.712863283112527e-09,3.554943048595991e-09,1.0361552503116567e-05,7.65042938029444e-12,4.9901837507511715e-05,4.679360374542448e-05,7.022410776608264e-07,1.781075365869479e-05,3.70133515082403e-08,2.917570516038483e-10,3.3672235087951985e-12,5.971052675184752e-12,2.1521918857390518e-09,5.357482080955082e-10,2.364886939197446e-10,8.704285465466391e-11,4.936836886213496e-10,0.004444482603277062,3.700379202281347e-07,2.9261919994537415e-07,4.263502687210621e-09,4.787011113736395e-10,5.873215106884577e-10,0.0009377792688242344,7.026742046629053e-08,8.970173174050564e-13,1.0404530607585273e-10,0.0035373821904487015,1.6734942960562985e-09,3.1777186823308135e-21,1.6837341446966806e-09,1.2267044138972025e-11,9.513104367845614e-14,1.134880048789733e-12,1.1691841135781913e-11,2.2131002504863986e-13,4.815821194733772e-13,2.520255840893703e-14,1.6336693585323697e-09,8.421944223150509e-09,4.9355975982163054e-11,2.639006014912255e-15,5.4899106834023985e-17,2.9051082878951295e-14,2.7799167269681514e-14,6.038858528968498e-18,0.004239643308630952,1.036975345638367e-05,2.1148413184832634e-10,1.7735470558645172e-08
1.344636218081619e-07,0.3109682484118563,3.76,0.0,0.8570347953946079,0.9924470527219529,0.00025634274656189505,0.000409595109884254,0.0009752256776832442,0.0002593891127314203,0.001895587002385488,0.00023859630922191315,8.239642444218495e-07,1.0901192903693308e-06,0.0023293011045511327,1.623052922884431e-11,1.2693858022187891e-15,0.00010823291057155237,0.009854289343785867,1.393240575614561e-06,1.0640368645870201e-05,5.022384406556799e-09,4.0017058240884306e-09,1.1368767384120199e-05,8.622924742821809e-12,5.321739182133043e-05,4.9096626367453875e-05,7.449521624784804e-07,1.920335395382687e-05,3.9910223214702927e-08,3.307685042681993e-10,3.694737720016348e-12,6.547866757670203e-12,2.3057994181191418e-09,5.859518727175487e-10,2.683865373616738e-10,9.688519175560061e-11,5.475439892512116e-10,0.004630611006501173,3.856106831840656e-07,3.250713415991516e-07,4.319488730164671e-09,4.831921886839233e-10,5.929294603991836e-10,0.0009510065401479131,7.320175448763395e-08,9.480207633906482e-13,1.0986039502448515e-10,0.003536914644334475,1.808287426611637e-09,3.602226149572962e-21,1.8140272920627146e-09,1.3265250121042335e-11,1.0798711520008653e-13,1.280891347945967e-12,1.314548201087177e-11,2.422121567802231e-13,5.289250132772629e-13,2.826809794380672e-14,1.7242986851349497e-09,9.247393385640118e-09,5.532820010912788e-11,2.9672237851831165e-15,6.17200062679432e-17,3.266375783939138e-14,3.063822762874142e-14,6.774916623871358e-18,0.004279450184386617,1.0958460945938988e-05,2.2038478045407561e-10,1.9279962042643625e-08
1.3713216087170335e-07,0.3109816902422019,3.76,0.0,0.8566885810503261,0.9923144122271419,0.00027216529031076793,0.00042419897155146887,0.0009900534948245024,0.00026717774238859494,0.0019720069360925955,0.0002431484692633959,8.54756981176664e-07,1.1947150320328387e-06,0.0024235222974231837,1.8202771885259066e-11,1.4592635428030223e-15,0.00010976784057144893,0.010097093223688257,1.4423968012090925e-06,1.1439381296250516e-05,5.343077779410111e-09,4.491360138234857e-09,1.2450774305542075e-05,9.69015197465849e-12,5.667300293764377e-05,5.1458749063712114e-05,7.88704765289233e-07,2.066811463914336e-05,4.295868338137476e-08,3.7443418695125863e-10,4.0445432755300365e-12,7.1636141483945894e-12,2.4668724551194267e-09,6.394562083235385e-10,3.038268120928495e-10,1.075949059307693e-10,6.059604937096217e-10,0.004819575866105305,4.0141916368250425e-07,3.602369291394201e-07,4.373902234247201e-09,4.875469465998551e-10,5.983788882225872e-10,0.0009638471673953298,7.617994447270224e-08,1.0013693414889905e-12,1.1602816275654109e-10,0.0035364423160091957,1.9497197478736906e-09,4.077317230657971e-21,1.950923469340535e-09,1.4317697041810084e-11,1.2227358812960127e-13,1.441287626726196e-12,1.473793766935487e-11,2.6454809342198677e-13,5.797285803783179e-13,3.1631317633088584e-14,1.8204794793100717e-09,1.0133046483096632e-08,6.187726504660926e-11,3.3267673180624522e-15,6.919119190534539e-17,3.662259769208549e-14,3.369476715684404e-14,7.582619966821744e-18,0.0043180852957152615,1.1582826980090717e-05,2.2942020999818863e-10,2.0914781948127314e-08
1.398006999352448e-07,0.31099519939831455,3.76,0.0,0.8563393078661582,0.9921804648226389,0.00028854379636500697,0.00043885135955211364,0.0010045825218669194,0.00027494172239414565,0.002049495454391179,0.000247682295078781,8.859807750558963e-07,1.3067284842345941e-06,0.002519048670929872,2.0365586186924153e-11,1.673568324744474e-15,0.00011125735739050025,0.010341220331702492,1.4922138382886528e-06,1.2274141474891543e-05,5.674934116326799e-09,5.0266542314601634e-09,1.3610997012020428e-05,1.0858293928081392e-11,6.027093538819632e-05,5.3879771679867945e-05,8.334575023111805e-07,2.2206696714911814e-05,4.6162534698981585e-08,4.2322612811068776e-10,4.417469949029292e-12,7.819716961307863e-12,2.6355916975474663e-09,6.963770467940769e-10,3.431058149580885e-10,1.1922456828067725e-10,6.691950935767092e-10,0.005011303122517358,4.174569046535842e-07,3.982659074379509e-07,4.4267754168373284e-09,4.917685677069807e-10,6.036735816344319e-10,0.0009763074338736895,7.920078178106489e-08,1.057133604925863e-12,1.225662021146494e-10,0.0035359653247450246,2.0978585537484934e-09,4.608112959460225e-21,2.0945618410712967e-09,1.542573285340388e-11,1.3811024449161997e-13,1.6170194888806535e-12,1.6478307953965822e-11,2.883753425795891e-13,6.341485061646887e-13,3.531297866625305e-14,1.922502162505496e-09,1.1081612682302794e-08,6.904320281111563e-11,3.7196843538122994e-15,7.735511815517006e-17,4.095065703445783e-14,3.697980820579764e-14,8.46698000261811e-18,0.004355576085615159,1.2244475600634135e-05,2.3858673444265685e-10,2.2642337663704703e-08
1.4246923899878625e-07,0.3110087739642005,3.76,0.0,0.8559870400088048,0.9920452431809579,0.0003054799412476676,0.0004535411969121084,0.0010188187171755111,0.0002826772759260004,0.002128026257307429,0.0002521973388554488,9.176265783146008e-07,1.426500834318441e-06,0.0026158450883693,2.2732024665092572e-11,1.9149165969178974e-15,0.00011270218368464007,0.01058663817810484,1.5426826195536008e-06,1.3144885342873603e-05,6.017933978009872e-09,5.610406950319706e-09,1.4852880444832317e-05,1.2133696706878101e-11,6.401340130905437e-05,5.635947139062531e-05,8.7916859019604e-07,2.3820728712825293e-05,4.952555433630639e-08,4.776529144190954e-10,4.814348016209282e-12,8.517595876105672e-12,2.8121357919983e-09,7.568294744944687e-10,3.865350379230815e-10,1.3182821583013094e-10,7.375162295711352e-10,0.005205719319021904,4.3371750279774525e-07,4.393116827885151e-07,4.4781402643112525e-09,4.958601659312605e-10,6.088172397027897e-10,0.0009883937610734072,8.226306806205671e-08,1.1153839386482732e-12,1.2949232645922418e-10,0.0035354837870893874,2.2527611457242736e-09,5.2001296132976004e-21,2.2450778903288446e-09,1.6590681103872165e-11,1.5562299630632992e-13,1.8090633925300099e-12,1.8375982662596737e-11,3.137515212231049e-13,6.923414985226016e-13,3.933461522618641e-14,2.0306614370605685e-09,1.2095820050965941e-08,7.68675335543095e-11,4.1480869818979335e-15,8.625557080848104e-17,4.567180063949503e-14,4.050462835045443e-14,9.433195658033376e-18,0.0043919493818714165,1.2945043022276079e-05,2.478806986110277e-10,2.446498142090634e-08
1.451377780623277e-07,0.3110224120585579,3.76,0.0,0.8556318410598657,0.9919087792257273,0.0003229749861940232,0.00046825770982506003,0.0010327680480404305,0.00029038087904386425,0.00220757355714895,0.0002566931673113833,9.49685296177641e-07,1.5543807606040209e-06,0.0027138769839116805,2.5315589155097886e-11,2.186143664229598e-15,0.00011410306001036884,0.010833314929483764,1.5937939645609971e-06,1.4051801862100455e-05,6.372048148628693e-09,6.245503895815904e-09,1.617988516814655e-05,1.352286067738192e-11,6.790256054650779e-05,5.8897603907668964e-05,9.257960655613554e-07,2.5511805936847942e-05,5.3051494953452415e-08,5.382613390055869e-10,5.236007875996464e-12,9.258669442594381e-12,2.996681192286133e-09,8.209277002212247e-10,4.344412677661721e-10,1.4546130916492142e-10,8.111986662091224e-10,0.005402751651142177,4.501946130007056e-07,4.835310091712568e-07,4.528028480951987e-09,4.998247879238316e-10,6.138134753798075e-10,0.0010001126809205197,8.536561605603293e-08,1.176190471547149e-12,1.3682454480894108e-10,0.003534997816917327,2.414474881477691e-09,5.859296331272463e-21,2.402603359669106e-09,1.781384014595201e-11,1.7494392189214497e-13,2.0184203066328434e-12,2.0440635549009095e-11,3.4073427912022783e-13,7.544650200425284e-13,4.371852402417322e-14,2.145255870393675e-09,1.317841100045635e-08,8.539324649956702e-11,4.614150212410843e-15,9.593763729750868e-17,5.081069988277298e-14,4.428075769426179e-14,1.0486650846096914e-17,0.004427231411628838,1.3686175448192926e-05,2.5729848070755167e-10,2.6385007938991072e-08
1.4780631712586915e-07,0.3110361118351992,3.76,0.0,0.8552737739796074,0.991771104146367,0.0003410297886489673,0.0004829904330121553,0.0010464364716509598,0.00029804925015498927,0.0022881120805173264,0.0002611693614955963,9.821477925128408e-07,1.6907244598502568e-06,0.002813110372385061,2.8130220773890928e-11,2.490315949361464e-15,0.00011546074145250993,0.011081219415389042,1.6455385731482126e-06,1.499503356463275e-05,6.737238010505612e-09,6.934893403068185e-09,1.7595481852006842e-05,1.5032431060453354e-11,7.194052080890264e-05,6.149390463911137e-05,9.732979903577846e-07,2.728148979477024e-05,5.674408591884538e-08,6.056380382410981e-10,5.683279733653719e-12,1.00443534989353e-11,3.1894020291727643e-09,8.887849296938739e-10,4.871666518457518e-10,1.6018068773923467e-10,8.905232573387094e-10,0.005602328010781385,4.6688195227818727e-07,5.310838712299143e-07,4.576471445879438e-09,5.036654144282592e-10,6.186658177073656e-10,0.0010114708108567095,8.850725031000417e-08,1.2396229913613187e-12,1.445810369962809e-10,0.0035345075254839793,2.5830372568143773e-09,6.591972590279041e-21,2.5672662013648794e-09,1.909648242553366e-11,1.9621128814804867e-13,2.2461143015269702e-12,2.2682217835963222e-11,3.6938122467519306e-13,8.206770205293794e-13,4.848775218903528e-14,2.2665874774968043e-09,1.433213773144365e-08,9.466477779751901e-11,5.1201104322281465e-15,1.0644767461860358e-16,5.639282874767547e-14,4.83199762652234e-14,1.1632911570155103e-17,0.004461447815560157,1.4469526915305248e-05,2.6683649456834426e-10,2.8404652276057163e-08
1.504748561894106e-07,0.3110498714833742,3.76,0.0,0.854912901075204,0.9916322484127396,0.0003596448139548027,0.0004977292140630937,0.0010598299185514248,0.00030567933960124654,0.0023696170686954192,0.0002656255165832091,1.0150048953980342e-06,1.8358956737683514e-06,0.002913511856833832,3.119028891384611e-11,2.8307434767246622e-15,0.0001167759945909242,0.011330321132359654,1.6979070197137451e-06,1.597467741844839e-05,7.113455915519179e-09,7.681582370804367e-09,1.9103145828226647e-05,1.6669188149548628e-11,7.612933786112986e-05,6.414808980219722e-05,1.0216326428782371e-06,2.9131307215895792e-05,6.060703471351616e-08,6.804111123060921e-10,6.156993343019344e-12,1.0876060698514508e-11,3.390469988266306e-09,9.605132461469173e-10,5.450687301278923e-10,1.7604452304762523e-10,9.75776703483258e-10,0.005804377025598153,4.837733032928162e-07,5.821333643235752e-07,4.623500176951521e-09,5.073849616291109e-10,6.233777139572052e-10,0.0010224748314815388,9.168680781623878e-08,1.3057508615207355e-12,1.5278012891576352e-10,0.0035340130214769243,2.7584760117478574e-09,7.404965484164697e-21,2.739190536432481e-09,2.043985384632477e-11,2.1956955884896944e-13,2.493191080334056e-12,2.5110951284730612e-11,3.9974985327767996e-13,8.91135670730089e-13,5.366608358263792e-14,2.3949613031477363e-09,1.5559757698100154e-08,1.0472798543326934e-10,5.668263751078195e-15,1.1783327509956468e-16,6.24444595245378e-14,5.2634311516920955e-14,1.2877722644824873e-17,0.004494623661643018,1.5296757174315818e-05,2.764911916674053e-10,3.052608788127988e-08
1.5314339525295206e-07,0.31106368922796895,3.76,0.0,0.8545492839729899,0.9914922417897397,0.000378820147190779,0.0005124642168301539,0.0010729542783069034,0.00031326831940749547,0.0024520642766181155,0.00027006124166597606,1.0482474025802391e-06,1.9902657136725474e-06,0.0030150486340934663,3.451057931684859e-11,3.2109925557766403e-15,0.00011804959477320185,0.011580590245633104,1.7508897483146227e-06,1.6990785779563428e-05,7.500645552925218e-09,8.488631959431436e-09,2.0706351734492062e-05,1.8440037200840563e-11,8.047101575859199e-05,6.685985749107712e-05,1.0707586943398974e-06,3.106275015023812e-05,6.464402850599966e-08,7.632517248213159e-10,6.657977805830627e-12,1.175520014085316e-11,3.6000541960729934e-09,1.0362234977030241e-09,6.08520433778721e-10,1.9311226985936353e-10,1.0672513019325628e-09,0.006008828094065301,5.008625174837314e-07,6.368455720105186e-07,4.6691453006725296e-09,5.109862824808501e-10,6.279525317126431e-10,0.0010331314665054069,9.490313857999154e-08,1.3746429407520995e-12,1.6144026794186834e-10,0.003533514411068249,2.9408092637487746e-09,8.305546742505084e-21,2.918496621953008e-09,2.184517320711804e-11,2.45169389162903e-13,2.7607164581436347e-12,2.773732087078909e-11,4.3189747829611927e-13,9.659990982045368e-13,5.92780236198448e-14,2.5306850051982504e-09,1.6864029105931314e-08,1.1563012132846451e-10,6.260964271154475e-15,1.301432304740219e-16,6.89926583193804e-14,5.723603594819918e-14,1.422700405278797e-17,0.004526783458559367,1.6169529609199707e-05,2.862590629000864e-10,3.2751424842810094e-08
1.558119343164935e-07,0.3110775633296085,3.76,0.0,0.8541829835943365,0.9913511133517958,0.0003985555051292413,0.0005271859239409723,0.0010858153871416603,0.00032081357322325676,0.002535429970607461,0.0002744761595389409,1.0818660868253622e-06,2.1542134824068478e-06,0.003117688498594043,3.8106281292275006e-11,3.634898640533812e-15,0.00011928232366442739,0.011831997588801681,1.8044770685418784e-06,1.8043367421112872e-05,7.898742313420791e-09,9.359153175892187e-09,2.240856826068399e-05,2.0351998040073944e-11,8.496750711780878e-05,6.962888870139187e-05,1.1206353710999143e-06,3.3077275144870235e-05,6.885873588182072e-08,8.548756769800288e-10,7.187061425723038e-12,1.2683177102001177e-11,3.818321114054797e-09,1.1160251914252725e-09,6.779100507258318e-10,2.1144461570798885e-10,1.1652446904862923e-09,0.006215611416604005,5.181435178437581e-07,6.95389441303585e-07,4.713437027309655e-09,5.144721680155427e-10,6.323935608727359e-10,0.001043447464793106,9.815510612263916e-08,1.4463675059862275e-12,1.705799985832408e-10,0.003533011797966382,3.130045669787931e-09,9.301469451775185e-21,3.105300826218938e-09,2.331363170821741e-11,2.731676065803747e-13,3.0497747957050026e-12,3.057206708673563e-11,4.658811648420948e-13,1.045425126176484e-12,6.53487826719848e-14,2.6740684402053655e-09,1.824770645746312e-08,1.2741980078494754e-10,6.9006222751792206e-15,1.4342749422909601e-16,7.606528042114949e-14,6.213766485363565e-14,1.568684695672941e-17,0.004557951168729876,1.7089509200323683e-05,2.9613664016626816e-10,3.508270832396882e-08
1.5848047338003496e-07,0.3110914920846729,3.76,0.0,0.853814060134804,0.9912088914972563,0.00041885024827654864,0.0005418851384896284,0.001098419017344952,0.0003283126864826027,0.002619690925027905,0.0002788699064838324,1.115851701157017e-06,2.3281254927429097e-06,0.0032213998445771,4.199297414244365e-11,4.106579341829167e-15,0.00012047496704886142,0.012084514661647538,1.8586591521375594e-06,1.9132388630674316e-05,8.307673649270587e-09,1.0296302362946496e-08,2.421325301011502e-05,2.241219442951495e-11,8.962071342113463e-05,7.245484831334686e-05,1.1712226026824739e-06,3.517630299331373e-05,7.325480871215418e-08,9.560449517879257e-10,7.74507161394372e-12,1.3661392859467795e-11,4.045434440451656e-09,1.2000263933422368e-09,7.536411587106511e-10,2.3110342882311111e-10,1.2700595857191156e-09,0.00642465802313366,5.356103013742394e-07,7.579366560178062e-07,4.756405130561434e-09,5.178453486286852e-10,6.367040155930194e-10,0.001053429584306293,1.0144158792698449e-07,1.5209921775981485e-12,1.8021793843480835e-10,0.0035325052834675186,3.3261846089756045e-09,1.040098443383366e-20,3.2997156112628367e-09,2.4846392523739753e-11,3.0372717841724714e-13,3.3614673941654003e-12,3.362617789360139e-11,5.017576663809307e-13,1.1295710161287723e-12,7.190425813437583e-14,2.8254232525742172e-09,1.9713536159194884e-08,1.4014696941934133e-10,7.589702322817553e-15,1.5773714220362799e-16,8.369096558151407e-14,6.735195421544027e-14,1.7263509385723863e-17,0.004588150220995168,1.8058360534873415e-05,3.0612049776890646e-10,3.752191717977766e-08
1.611490124435764e-07,0.3111054738252351,3.76,0.0,0.8534425730462608,0.9910656039626393,0.0004397033929692796,0.0005565529849616554,0.0011107708682604042,0.00033576343680239644,0.002704824418000254,0.00028324213204974436,1.1501949839831843e-06,2.5123958815026997e-06,0.003326151666891483,4.6186612859499625e-11,4.630447568571446e-15,0.00012162831286090492,0.012338113626365258,1.9134260303180955e-06,2.0257774367631737e-05,8.72735943024503e-09,1.1303276610000861e-08,2.6123847487221277e-05,2.4627843237183406e-11,9.443248535324487e-05,7.533738603491734e-05,1.2224811558851118e-06,3.7361218454033275e-05,7.783588414672961e-08,1.0675692241749717e-09,8.332834843642094e-12,1.469124460618804e-11,4.2815550196362754e-09,1.2883336345587583e-09,8.361325264897823e-10,2.5215170468682626e-10,1.3820035166095444e-09,0.0066358997973429475,5.532569412449703e-07,8.24661508516474e-07,4.798078931209482e-09,5.211084953430669e-10,6.408870361787184e-10,0.0010630845777723366,1.0476147582879075e-07,1.5985838474782428e-12,1.9037275448838453e-10,0.003531994966506455,3.5292163841159212e-09,1.1612856219755225e-20,3.5018495223445936e-09,2.644459043662883e-11,3.370171661969252e-13,3.696910857228257e-12,3.691088036015538e-11,5.395833642326476e-13,1.218593214886369e-12,7.897101524041872e-14,2.985062468291165e-09,2.1264252202108634e-08,1.538628677403427e-10,8.330721285290793e-15,1.7312433186635882e-16,9.189913329738427e-14,7.289189874619372e-14,1.8963411615891117e-17,0.004617403522955024,1.9077745867854998e-05,3.1620725364234067e-10,4.007096274698248e-08
1.6381755150711786e-07,0.31111950691893037,3.76,0.0,0.8530685810216884,0.9909212778367308,0.00046111362349786003,0.0005711809094463128,0.0011228765586888498,0.0003431637846357988,0.0027908082263018454,0.00028759249883159743,1.1848866641096022e-06,2.7074264187161202e-06,0.003431913560521902,5.070351315826738e-11,5.211224773878374e-15,0.00012274314942425197,0.01259276730236583,1.9687675917695044e-06,2.1419409472772024e-05,9.157712295131434e-09,1.2383309102241008e-08,2.8143772222236478e-05,2.7006243449717505e-11,9.940462316714434e-05,7.827613730680707e-05,1.2743727553023876e-06,3.963337003420073e-05,8.260558671634859e-08,1.1903073328909345e-09,8.951176649881146e-12,1.5774125447991272e-11,4.526840758837559e-09,1.3810518236958822e-09,9.258179839675141e-10,2.746535113943073e-10,1.5013885543551507e-09,0.006849269497966242,5.71077588684842e-07,8.957407701510903e-07,4.838487284235572e-09,5.242642210500325e-10,6.449456909105408e-10,0.0010724191799189493,1.081136763585539e-07,1.679208610819173e-12,2.010631398541023e-10,0.003531480943706957,3.739122445642066e-09,1.2946378584913377e-20,3.7118071839847355e-09,2.8109331533268912e-11,3.732126672923128e-13,4.057235426986932e-12,4.043763202618849e-11,5.794142100062633e-13,1.3126471068814728e-12,8.65762667063038e-14,3.153300094255513e-09,2.2902571927249944e-08,1.6861999352361336e-10,9.12624632679952e-15,1.8964226038648406e-16,1.0071997816861487e-13,7.877073009077782e-14,2.079313126582309e-17,0.0046457334729764314,2.0149323236595188e-05,3.2639357042821566e-10,4.2731687801307056e-08
1.664860905706593e-07,0.3111335897687633,3.76,0.0,0.8526921419824031,0.9907759395745085,0.00048307930423136533,0.0005857606791871497,0.0011347416205480113,0.0003505118641948939,0.002877620619569653,0.0002919206822468457,1.2199174656389166e-06,2.9136265111819686e-06,0.0035386557189921995,5.55603359095307e-11,5.853954281697569e-15,0.00012382026387964387,0.012848449159841166,2.0246735812805873e-06,2.261713992270915e-05,9.59863799864513e-09,1.3539664424393453e-08,3.027642204238723e-05,2.955476506919118e-11,0.00010453887707756483,8.127072417074877e-05,1.3268601906649342e-06,4.199406983500152e-05,8.756753053072027e-08,1.3251687102620373e-09,9.600921672666096e-12,1.69114244792725e-11,4.781446552065395e-09,1.4782841651958303e-09,1.0231462621420576e-09,2.9867393399490743e-10,1.628531039174719e-09,0.007064700777328185,5.890664746266528e-07,9.713535606797632e-07,4.877658568936139e-09,5.273150817275645e-10,6.488829778079397e-10,0.0010814400961257642,1.1149711103921832e-07,1.762931700563701e-12,2.1230779093969087e-10,0.003530963309431552,3.955875633092847e-09,1.4411389611917004e-20,3.929689302143163e-09,2.9841692954637246e-11,4.124947441633905e-13,4.443583299540403e-12,4.4218112013007136e-11,6.213056710004192e-13,1.4118867722208164e-12,9.474785129119651e-14,3.3304507241470916e-09,2.4631191887321204e-08,1.8447206214149377e-10,9.978892817356001e-15,2.07345121409025e-16,1.1018446537339536e-13,8.500191519481176e-14,2.275939812737904e-17,0.004673161971881196,2.1274744631334044e-05,3.36676156410898e-10,4.550586567520392e-08
1.6915462963420076e-07,0.31114772081285985,3.76,0.0,0.8523133130674612,0.9906296150108826,0.0005055984917191106,0.0006002843815189926,0.0011463714936478814,0.0003578059746529397,0.002965240353910684,0.0002962263703108462,1.2552781127547562e-06,3.1314131998617695e-06,0.003646348931771734,6.077407103750887e-11,6.5640146694457194e-15,0.00012486044078342627,0.013105133312251788,2.081133598981288e-06,2.3850774122190328e-05,1.0050035753612445e-08,1.4775633834897986e-08,3.252516149813024e-05,3.228083793287987e-11,0.00010983694767975343,8.43207561026781e-05,1.379907411445827e-06,4.444459345489385e-05,9.27253215577671e-08,1.4731147660755454e-09,1.0282893740165112e-11,1.810452693169357e-11,5.045524211013992e-09,1.5801320832104567e-09,1.1285808038325324e-09,3.2427901798553585e-10,1.7637513048695885e-09,0.007282128197394771,6.072179111273306e-07,1.0516812169359982e-06,4.915620681626555e-09,5.302635776353505e-10,6.527018263529274e-10,0.001090153992357739,1.1491071664322851e-07,1.849817424568954e-12,2.2412538513501213e-10,0.0035304421558305355,4.17944042931117e-09,1.6018286222516607e-20,4.155592672157865e-09,3.1642722701015976e-11,4.550503415841086e-13,4.857106926304998e-12,4.826421190749856e-11,6.653126785775597e-13,1.5164647511464369e-12,1.0351421135847979e-13,3.5168291516859536e-09,2.64527838144027e-08,2.0147396500583042e-10,1.0891322198101982e-14,2.262880608877973e-16,1.2032432631224804e-13,9.159915484581262e-14,2.4869088752419608e-17,0.004699710434323348,2.245565422416145e-05,3.470517663221548e-10,4.8395199528931826e-08
1.7182316869774222e-07,0.3111618985241723,3.76,0.0,0.8519321506250292,0.9904823293742427,0.0005286689467465623,0.0006147444222363751,0.0011577715214563748,0.0003650445716335332,0.0030536466650116474,0.00030050926341126623,1.290959334390042e-06,3.361211150599391e-06,0.0037549645807995104,6.636202094426037e-11,7.347133182273601e-15,0.00012586446086095378,0.013362794507882865,2.1381371001545317e-06,2.5120084227810893e-05,1.0511798568286116e-08,1.609453052563248e-08,3.489332045193355e-05,3.519194049341812e-11,0.00011530048639179113,8.742583081224516e-05,1.4334796092319021e-06,4.698617994739027e-05,9.808255997107971e-08,1.6351602220649961e-09,1.0997915989144015e-11,1.9354814390633107e-11,5.319222402705317e-09,1.6866951512571661e-09,1.2425995462342748e-09,3.515357121223747e-10,1.9073734018842174e-09,0.007501487243544147,6.255262925827668e-07,1.1369071610063715e-06,4.95240103058748e-09,5.331121544868113e-10,6.564050991581772e-10,0.001098567486259267,1.1835344541124823e-07,1.9399291067010427e-12,2.3653455904223725e-10,0.003529917572890342,4.409773229885261e-09,1.7778038146090936e-20,4.389610192075352e-09,3.3513439487391183e-11,5.010721923463212e-13,5.298967306711426e-12,5.258802645289832e-11,7.11489579500104e-13,1.626531815448808e-12,1.1290436952379176e-13,3.712749992063311e-09,2.8369990702968613e-08,2.1968172628207568e-10,1.1866239816745068e-14,2.4652713215797097e-16,1.3117205448126024e-13,9.857638239220657e-14,2.7129220816254203e-17,0.004725399799866242,2.3693686658211615e-05,3.5751720203032454e-10,5.1401321768075915e-08
1.7449170776128367e-07,0.31117612141014167,3.76,0.0,0.8515487102055341,0.9903341072997938,0.0005522881463248501,0.0006291335234357066,0.0011689469477432015,0.0003722262589913432,0.003142819260829289,0.0003047690740818739,1.3269518687789432e-06,3.6034526377228244e-06,0.003864474636228815,7.234178352262115e-11,8.209399154722905e-15,0.00012683309990046092,0.013621408120599216,2.19567339559099e-06,2.6424807497105833e-05,1.098381357862669e-08,1.7499684881669908e-08,3.7384189836130004e-05,3.829558859518807e-11,0.00012093109591870294,9.05855350100643e-05,1.4875432883929507e-06,4.9620031830080464e-05,1.0364284255272454e-07,1.8123743936803841e-09,1.1746811019668574e-11,2.066366507400092e-11,5.602686593663791e-09,1.7980710274728605e-09,1.365694676428219e-09,3.8051181071106876e-10,2.0597248195738795e-09,0.007722714336248962,6.439860967545576e-07,1.2272167681626906e-06,4.988026532953438e-09,5.358632045978019e-10,6.599955935735226e-10,0.0011066871392998738,1.2182426523708084e-07,2.033329030905132e-12,2.495538872847327e-10,0.003529389648481248,4.64682262659556e-09,1.9702201304964193e-20,4.631830881020932e-09,3.545483264677054e-11,5.507587119105594e-13,5.770332277743315e-12,5.720184407493667e-11,7.598900902108057e-13,1.7422367473174991e-12,1.2294790447499417e-13,3.918527312249819e-09,3.0385423016617115e-08,2.391524580320222e-10,1.2906392717268583e-14,2.681192501278216e-16,1.427609016186786e-13,1.0594776264428231e-13,2.954694727855736e-17,0.004750250543768765,2.4990465398716215e-05,3.6806931312264313e-10,5.452579360110709e-08
