Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),H(5),O(6),H2(7),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),CH2O(19),F(37),HF(38),CHF(40),CHF3(41),CF2(42),CF3(44),CHFO(46),CF3O(47),CF2O(48),CF(49),CFO(50),CHFCF2(54),CH2CF2(56),CF2CF2(60),CHF2-CH2(63),CH3-CF2(64),CHF2-CHF(66),CH2F-CF2(67),CHF2-CF2(68),CHFCF[Z](71),CF2CH(72),CHF2(81),[O]OC(F)F(128),FC(F)C(F)F(130),FC1OO1(136),[O]C([O])F(138),CHO2(142),CFO2(143),[O]C(F)F(146),[O]O[C](F)F(147),CF2O2(152),O2(176),O[C](F)F(220),C2F4O2(252),F[C]C(F)F(276),FC1OC1(F)F(286),C2HF4O2(406),CF3O2(416),C3H2F5(444),C2HF3O(467),C2H2F3O2(603),C2HF2O3(899),FC1(F)OO1(932),C2H2F3(962),C2HF2O(1007),C3H2F5O2(1017),C3H2F5O2(1096),C3H3F4(1175),FC1(F)CO1(1224),C2HF2O3(2126),CHF(88),CF2(89),OO[C](F)F(503),F[C]C(F)F(182),CH2F(91)
0.00014910627783006874,0.06166388368761513,3.76,0.0,0.7099593762468163,0.8460884662997177,0.1479143953534254,5.197971998167522e-05,1.6499447419991188e-06,1.6978540845896994e-06,0.0027367006666940597,0.00016656567034245825,1.0099607176628905e-05,0.0031969730163487805,0.0030970600258013983,1.007123225004812e-11,3.266660568619543e-09,1.7065038087271396e-08,0.012983815895691827,8.689213740069968e-13,4.294360227410968e-05,2.026374683176695e-12,9.940932348503942e-09,0.00032012246254278055,1.6580059732631637e-11,0.14944180993340578,1.2282183219773795e-06,1.91295995212938e-07,0.00010885663963339241,2.7196430146950326e-06,3.0560000190467878e-06,7.327939075182405e-11,1.3884257122262915e-10,5.087974567863647e-09,8.065364796407329e-10,1.350861215072001e-06,8.775436689486092e-12,9.099726683917016e-11,0.0003850811682272497,1.9389990561660217e-05,0.0008813765452563288,2.6316389620367604e-10,2.8732067506814205e-13,1.103914286098301e-12,1.1369272555062165e-06,7.986283827004245e-10,1.3259974973935437e-13,1.3512733803434405e-10,0.00015342445221920104,4.110978969264992e-10,9.567029070738715e-17,8.667246361149067e-11,1.137691792578734e-11,1.9245479342492755e-07,1.8908664526792825e-09,1.7299911490435237e-09,1.9701947895096497e-15,8.710778207161625e-10,1.1735539255116643e-09,6.81203192525902e-08,7.602795681311229e-08,7.976013112414354e-09,2.0408405472326324e-10,1.2682176938212902e-11,4.024491135127492e-11,3.779701701015907e-12,1.3348527514461767e-14,1.6299433589045943e-06,8.42231030266401e-05,2.4793772034530495e-10,3.4442173951097454e-09,3.440382660463618e-09
0.00015010500660802672,0.06166455804087408,3.76,0.0,0.7089775251113518,0.845134716802866,0.14883180150152142,5.196316991123235e-05,1.6523985464667809e-06,1.699641840691972e-06,0.0027523692876603063,0.00016660972266585957,1.0094003887812129e-05,0.0032206464673477818,0.0031171028321758665,1.021841203222096e-11,3.2908862385777504e-09,1.706509308830505e-08,0.01307168651579376,8.711995851044693e-13,4.3338051155797125e-05,2.027656292787833e-12,1.0040961825315199e-08,0.00031987238693335354,1.670628882031308e-11,0.1503687417214042,1.2322291478929049e-06,1.909149807233921e-07,0.00010984406847560511,2.7651135106211514e-06,3.0778250975471463e-06,7.466176506906224e-11,1.41421681109003e-10,5.142271432310885e-09,8.152123915725837e-10,1.357842741539445e-06,8.927527677432158e-12,9.258453001838314e-11,0.0003848791262394419,1.935775975526021e-05,0.0008857088842987003,2.6291573220505223e-10,2.8704970663504137e-13,1.1065263073273947e-12,1.1360272316605544e-06,7.97308611650103e-10,1.330530272341378e-13,1.3577128335359137e-10,0.00015325150520579964,4.140171324750551e-10,9.624386991662143e-17,8.717164756687602e-11,1.1460933989846878e-11,1.932293088565811e-07,1.907722099963377e-09,1.7447614252391728e-09,1.9901245165590637e-15,8.798189217269324e-10,1.1921512632462371e-09,6.8444998507303e-08,7.687836720188517e-08,8.111618910952726e-09,2.05592217537354e-10,1.2775899286183234e-11,4.089593028375028e-11,3.855545119637556e-12,1.3560059365961198e-14,1.630261421024256e-06,8.472070421629642e-05,2.475260424625288e-10,3.4413106052925205e-09,3.4636716358674182e-09
0.0001511037353859847,0.061665231809172466,3.76,0.0,0.7079972751006043,0.8441825054934627,0.14974769991774373,5.194658954226057e-05,1.6548486461385086e-06,1.7014246843439707e-06,0.0027680005658884603,0.00016665375507137015,1.008841763577589e-05,0.003244296689262595,0.003137134347841044,1.0366959166454186e-11,3.3152019164400874e-09,1.7065103397815807e-08,0.013159488770193798,8.734869497088092e-13,4.373388238795516e-05,2.028934887705957e-12,1.0141466068599151e-08,0.00031962192516660676,1.6832644787299695e-11,0.15129415047116487,1.2361972209005868e-06,1.9053469601317739e-07,0.00011083308442366741,2.811030882647915e-06,3.0995847620205125e-06,7.606145045768052e-11,1.4403233296996423e-10,5.1967926828762176e-09,8.239237492334895e-10,1.3647902196820214e-06,9.08126212007743e-12,9.418899928945102e-11,0.0003846768188085793,1.9325574602074447e-05,0.0008900177537584863,2.6266749775962713e-10,2.867786614090168e-13,1.1091669437528386e-12,1.135126163794241e-06,7.95990712185925e-10,1.3350360088350586e-13,1.3641170262367054e-10,0.00015307883711775867,4.1693953050449635e-10,9.681404146710011e-17,8.766939503202658e-11,1.1544873293329876e-11,1.939970845538247e-07,1.924628132732007e-09,1.7595390427793986e-09,2.010114426137022e-15,8.885859230984106e-10,1.2109067344585745e-09,6.876790007594442e-08,7.773284189003565e-08,8.248595611602833e-09,2.0709773413535933e-10,1.2869456608426167e-11,4.155280794932607e-11,3.932315895267039e-12,1.3773389458478257e-14,1.6305767457082586e-06,8.521708089117217e-05,2.4711494760246504e-10,3.4383979763793446e-09,3.4870435782926014e-09
0.00015210246416394268,0.06166590499167791,3.76,0.0,0.707018624025914,0.8432318302804156,0.15066209272365513,5.192997920440586e-05,1.6572950412342265e-06,1.703202629944007e-06,0.0027835945470434426,0.00016669776951224344,1.0082848824923841e-05,0.003267923659610555,0.0031571545479355933,1.051688004524705e-11,3.3396077766470356e-09,1.7065069210716264e-08,0.013247222557723273,8.75783441911433e-13,4.413108872676033e-05,2.0302104834228845e-12,1.024244428543667e-08,0.0003193710875409418,1.6959128560983202e-11,0.15221803830042632,1.240122866610937e-06,1.9015514530619878e-07,0.00011182366078078213,2.8573962962969037e-06,3.121278972492589e-06,7.747855676741298e-11,1.466747203107462e-10,5.251537236696226e-09,8.326704189611428e-10,1.3717037458284932e-06,9.236646854250947e-12,9.581074665959456e-11,0.0003844742487877091,1.9293435299500977e-05,0.0008943032331839735,2.6241919471500866e-10,2.865075414610051e-13,1.1118363156527393e-12,1.1342240632056416e-06,7.946747111943311e-10,1.3395149155425765e-13,1.3704861309034136e-10,0.00015290644757587872,4.198651122262288e-10,9.738078720216919e-17,8.816570822742483e-11,1.1628733967080552e-11,1.9475814492587673e-07,1.941584192159754e-09,1.7743236128806475e-09,2.0301635248820002e-15,8.973786762254256e-10,1.2298203447759914e-09,6.90890323291671e-08,7.859137030661467e-08,8.386947089257467e-09,2.0860038046065835e-10,1.2962836557278969e-11,4.2215549229789714e-11,4.010017191218255e-12,1.3988518821095006e-14,1.6308893374856604e-06,8.57122366799748e-05,2.467044381093349e-10,3.435479582947074e-09,3.510498318846727e-09
0.00015310119294190065,0.06166657758755746,3.76,0.0,0.7060415696937945,0.8422826890683528,0.15157498204514605,5.191333927881097e-05,1.659737730523612e-06,1.7049756916502327e-06,0.002799151276950082,0.00016674176770262598,1.0077297817281788e-05,0.0032915273566949755,0.0031771634077888094,1.0668181043750976e-11,3.3641039817534446e-09,1.7064990708669852e-08,0.013334887778862447,8.780890357230904e-13,4.452966289315547e-05,2.0314830953297216e-12,1.0343895658431505e-08,0.0003191198839368519,1.708573404369941e-11,0.15314040733143844,1.2440064089467658e-06,1.8977633138747694e-07,0.00011281577095890321,2.9042109035115337e-06,3.142907694543426e-06,7.891319429641919e-11,1.4934903689976265e-10,5.3065040518122e-09,8.414521841986844e-10,1.3785833918513566e-06,9.393688754271452e-12,9.74498429320801e-11,0.0003842714192014425,1.9261341763554693e-05,0.0008985654020154447,2.621708249095522e-10,2.862363487104751e-13,1.1145342419215626e-12,1.133320940983578e-06,7.933605748500942e-10,1.343967007479998e-13,1.376820301423724e-10,0.00015273433620021994,4.2279377985381245e-10,9.794415994965798e-17,8.866058939978496e-11,1.1712514177132832e-11,1.955125379894848e-07,1.958589920326665e-09,1.7891144879285166e-09,2.0502720051267125e-15,9.061968330671941e-10,1.2488920582568733e-09,6.940840354307316e-08,7.94539421204404e-08,8.526677201456939e-09,2.1010038129089195e-10,1.3056050371100126e-11,4.2884160417898944e-11,4.088652119837558e-12,1.4205445513619518e-14,1.6311992008946212e-06,8.620617513217694e-05,2.462945131994306e-10,3.432555485890206e-09,3.5340356941379995e-09
0.00015409992171985863,0.06166724959603026,3.76,0.0,0.7050661099054086,0.8413350797566915,0.152486370012868,5.1896670060378465e-05,1.6621767144312753e-06,1.7067438834459929e-06,0.002814670801617094,0.000166785751088235,1.0071764926899407e-05,0.0033151077597299923,0.0031971609029599014,1.0820868491986547e-11,3.388690680382961e-09,1.7064868077845552e-08,0.013422484336032032,8.804037049314337e-13,4.4929597567911355e-05,2.0327527375112346e-12,1.0445819361116458e-08,0.0003188683237549413,1.7212464501070535e-11,0.15406125969129042,1.247848169830456e-06,1.8939825808342504e-07,0.00011380938850295826,2.951475839830124e-06,3.1644709004934846e-06,8.036547253209623e-11,1.520554754680648e-10,5.361692036223585e-09,8.502689321255026e-10,1.3854292607751704e-06,9.552394567907408e-12,9.910635939653804e-11,0.0003840683327269554,1.9229294267267856e-05,0.000902804339559599,2.619223901737676e-10,2.859650852603503e-13,1.11726094423492e-12,1.132416808291648e-06,7.920483509588892e-10,1.348392557027877e-13,1.3831197123061562e-10,0.00015256250260984995,4.257255859947893e-10,9.850411719859541e-17,8.915404082728965e-11,1.1796212071334654e-11,1.962602810456965e-07,1.9756449549601355e-09,1.8039114012148893e-09,2.0704384623900388e-15,9.150403120195783e-10,1.2681218726570921e-09,6.97260218969812e-08,8.03205464822346e-08,8.667789714653243e-09,2.1159736777742617e-10,1.3149078513676485e-11,4.3558645434496084e-11,4.1682237319709555e-12,1.4424171349187557e-14,1.6315063404826573e-06,8.669889970081013e-05,2.458851760199503e-10,3.429625760705931e-09,3.5576555327371097e-09
0.0001549987776200208,0.0616678539007392,3.76,0.0,0.7041895576107834,0.8404835394126254,0.15330533728966378,5.1881643018250435e-05,1.664368631251234e-06,1.7083311037220152e-06,0.0028286066014553,0.00016682532455167685,1.0066801054012568e-05,0.003336310189294983,0.003215148911722852,1.0959477851437474e-11,3.4108961973257725e-09,1.7064720130564088e-08,0.013501262450066975,8.824946447401242e-13,4.529069594209322e-05,2.0338928884630713e-12,1.0537953839731561e-08,0.0003186416222716426,1.732662495626709e-11,0.15488873182183313,1.2512702965432994e-06,1.8905862765543232e-07,0.00011470491129046848,2.9944002442801533e-06,3.183821749714382e-06,8.168769676824873e-11,1.5451889457633726e-10,5.411549436854531e-09,8.582337508972341e-10,1.391561727342703e-06,9.696658052684937e-12,1.0061217663656198e-10,0.0003838853376335304,1.920049086195571e-05,0.0009065995860772552,2.61698744900293e-10,2.857208893003451e-13,1.1197394794496436e-12,1.131602233976506e-06,7.908689668690883e-10,1.352352900247036e-13,1.3887595895487351e-10,0.00015240808956971773,4.283668347779472e-10,9.900519026686938e-17,8.959692657804038e-11,1.1871468301150966e-11,1.9692759924052946e-07,1.9910363451699533e-09,1.8172332962199138e-09,2.0886377998176027e-15,9.230208411533251e-10,1.2855638470043239e-09,7.001038640483258e-08,8.110392948491823e-08,8.795976041502148e-09,2.1294218545106583e-10,1.3232650165961265e-11,4.417070852242969e-11,4.24064153836469e-12,1.4622561632512765e-14,1.631780441004572e-06,8.714131675137919e-05,2.4551727493878104e-10,3.426984247182651e-09,3.5789837529614984e-09
0.00015589763352018298,0.06166845772840721,3.76,0.0,0.7033142935049989,0.8396332366683089,0.1541230917556927,5.1866592775901025e-05,1.6665575458251635e-06,1.7099144005265092e-06,0.002842512336121634,0.00016686488789952064,1.0061852277445665e-05,0.003357493719927007,0.003233127677807368,1.1099219972068532e-11,3.4331752234537005e-09,1.7064536718248432e-08,0.013579984798807619,8.845928946599363e-13,4.565288501074492e-05,2.0350306558208668e-12,1.063046960272318e-08,0.0003184146458025839,1.7440881531052278e-11,0.15571497872936826,1.2546590727710134e-06,1.8871960113832603e-07,0.00011560161452073318,3.037691139103631e-06,3.203119497107401e-06,8.30243792768175e-11,1.5700863027919117e-10,5.4615843333104245e-09,8.662266216258167e-10,1.3976669610581716e-06,9.842279720172921e-12,1.0213221246002015e-10,0.00038370213880009385,1.9171724780805874e-05,0.000910376137104067,2.6147504982824937e-10,2.854766390768714e-13,1.1222412230065442e-12,1.1307868580126024e-06,7.896911165735915e-10,1.3562918782333832e-13,1.394371551691741e-10,0.00015225390094823703,4.31010552604447e-10,9.950353538576821e-17,9.003865778503867e-11,1.1946655071457433e-11,1.975895892130709e-07,2.0064671170120706e-09,1.8305592600580174e-09,2.1068836711396446e-15,9.310214691582692e-10,1.3031338224353774e-09,7.029334348912651e-08,8.189056242810659e-08,8.925287870404036e-09,2.142846235678589e-10,1.3316073759936715e-11,4.478753711284918e-11,4.3138226646657214e-12,1.4822407699136436e-14,1.6320523422387239e-06,8.758275573993045e-05,2.451498504883401e-10,3.4243382730743104e-09,3.600378505235312e-09
0.00015679648942034516,0.06166906107848814,3.76,0.0,0.7024403159768987,0.8387841699848821,0.15493963497145688,5.1851519566217214e-05,1.6687434575835333e-06,1.711493783602359e-06,0.0028563880394471023,0.00016690444181045871,1.0056918759430006e-05,0.0033786583378190645,0.0032510971837579877,1.1240099419497854e-11,3.455527845988701e-09,1.7064317969200213e-08,0.01365865131406847,8.866984350894448e-13,4.601615938045086e-05,2.036166049110241e-12,1.0723366013922797e-08,0.0003181874005234832,1.755523288545073e-11,0.15654000197210394,1.2580147299336936e-06,1.8838118054560226e-07,0.00011649947911896698,3.0813493258097382e-06,3.2223641320884177e-06,8.437559981560738e-11,1.595248227874361e-10,5.511795933807597e-09,8.742474196643561e-10,1.403745024016592e-06,9.989264435212543e-12,1.0366651760631374e-10,0.000383518738203005,1.9142996075961263e-05,0.0009141340502313955,2.6125130627443533e-10,2.8523233602670664e-13,1.1247661722574072e-12,1.129970688342658e-06,7.88514801891121e-10,1.36020958323483e-13,1.3999557135818876e-10,0.00015209993646636075,4.336567151319183e-10,9.999916001713167e-17,9.047923615679898e-11,1.2021771064971223e-11,1.982462757175298e-07,2.021937005137999e-09,1.8438889446944824e-09,2.1251756907849848e-15,9.390420303579747e-10,1.3208317678325177e-09,7.057489894391698e-08,8.26804374239181e-08,9.055727868773179e-09,2.1562465708140535e-10,1.3399347651340215e-11,4.5409134401661805e-11,4.38776923664103e-12,1.5023709186240877e-14,1.6323220475167516e-06,8.802321904133233e-05,2.447829033380809e-10,3.421687885622735e-09,3.6218396626488884e-09
0.0001585942012206695,0.06167026634370992,3.76,0.0,0.700696214190084,0.8370897386274373,0.15656909391086546,5.182130515243428e-05,1.6731062721913939e-06,1.7146408470805758e-06,0.0028840494881059546,0.00016698352322531656,1.0047098003480308e-05,0.0034209307832928277,0.0032870083463441063,1.1525288463418566e-11,3.5004541788285003e-09,1.706377497808386e-08,0.013815816578518705,8.909313085894238e-13,4.6745942315330814e-05,2.0384297508790176e-12,1.0910298190537961e-08,0.00031773212673172916,1.7784215991185143e-11,0.15818638371342422,1.2646276045248126e-06,1.877061631480759e-07,0.00011829861665546708,3.169770714162561e-06,3.2606940449301065e-06,8.712197347412668e-11,1.6463713813511217e-10,5.61274606786943e-09,8.903723157770399e-10,1.415819895417185e-06,1.0287342333925593e-11,1.067781377379375e-10,0.0003831513393551382,1.908565104238969e-05,0.0009215941925621438,2.6080367895276967e-10,2.847435771874422e-13,1.1298857388254514e-12,1.1283359992303825e-06,7.861668004960554e-10,1.3679815791571598e-13,1.411041091799275e-10,0.00015179267880199385,4.3895632591199415e-10,1.0098226220342489e-16,9.135694134527332e-11,1.2171785522994377e-11,1.9954382958800224e-07,2.052993062189866e-09,1.8705581973451436e-09,2.1618963678181785e-15,9.551423360004278e-10,1.3566114118200633e-09,7.113382773639969e-08,8.426988159346239e-08,9.320002829537719e-09,2.1829726662801935e-10,1.3565432403396878e-11,4.666664629318241e-11,4.537966972135418e-12,1.543067717658581e-14,1.632854883543858e-06,8.890122774164809e-05,2.4405044400250974e-10,3.416374057462772e-09,3.6649606782856205e-09
0.00016021214184096138,0.06167134944359413,3.76,0.0,0.6991309064592837,0.8355689622445183,0.15803148018363497,5.1794035900484394e-05,1.6770225333560485e-06,1.7174599152787088e-06,0.0029088424261736073,0.00016705466870859759,1.0038312720526533e-05,0.0034589111732451832,0.0033192965505698625,1.1785893829641378e-11,3.5411403062716666e-09,1.706316671765241e-08,0.013957073702737561,8.947656287580663e-13,4.7406404198059056e-05,2.040459055596923e-12,1.10798324352275e-08,0.0003173215186063523,1.7990612674723673e-11,0.1596639580294184,1.2704682217670936e-06,1.8710073492448624e-07,0.00011992162253683645,3.2506139458957407e-06,3.29500928087985e-06,8.96442295558097e-11,1.693301105287715e-10,5.704197517773019e-09,9.049789945816557e-10,1.4265949930860814e-06,1.0560322472649279e-11,1.0962790213767288e-10,0.00038282000951708154,1.9034168865094546e-05,0.0009282451550425818,2.6040066163635675e-10,2.8430352786581886e-13,1.1345727276876633e-12,1.1268621429167472e-06,7.840588812623308e-10,1.3749045634999327e-13,1.4209239858747672e-10,0.000151516910652743,4.437341643858072e-10,1.0185781214871754e-16,9.214295079772524e-11,1.2306543502039975e-11,2.0069372759499933e-07,2.0810746148214916e-09,1.894569919018608e-09,2.195098696013751e-15,9.69699166750498e-10,1.389250330116872e-09,7.163212693843884e-08,8.571138879456443e-08,9.561734763671031e-09,2.2069396653325518e-10,1.3714371234153103e-11,4.7814743944112866e-11,4.675783351370782e-12,1.5801921578280312e-14,1.6333269592747378e-06,8.968812155562159e-05,2.4339286962168604e-10,3.4115769816428304e-09,3.7039953979285274e-09
0.00016183008246125328,0.06167243098765346,3.76,0.0,0.6975697420670961,0.8340521666577422,0.1594899663759369,5.176669570539812e-05,1.6809290612264449e-06,1.7202664502904327e-06,0.002933538593240085,0.0001671257893440842,1.0029578537588421e-05,0.003496830090403118,0.0033515544862027496,1.2050254555250037e-11,3.582065931371734e-09,1.70624459379917e-08,0.014098148910101816,8.986232589091147e-13,4.8070297784747414e-05,2.042480808072271e-12,1.1250589746055914e-08,0.00031691012652128585,1.8197296675429514e-11,0.16113759201098932,1.276205080061958e-06,1.8649729184681944e-07,0.00012154809798602797,3.3326592460944578e-06,3.3291524047191754e-06,9.221482751807979e-11,1.741109810267138e-10,5.796209049762096e-09,9.196742231909816e-10,1.4372830427832523e-06,1.0837793600379373e-11,1.1252467867331941e-10,0.0003824880553537208,1.8982808552518e-05,0.0009348366225853018,2.5999750743618616e-10,2.838633294526353e-13,1.1393348823029084e-12,1.125385835831522e-06,7.81955976487436e-10,1.3817600505199076e-13,1.4307185443305133e-10,0.00015124186435633573,4.4851964328715306e-10,1.0272465270034281e-16,9.292525235445737e-11,1.2441052158564325e-11,2.0182681195273136e-07,2.109278749020105e-09,1.9185885183391823e-09,2.228444308834486e-15,9.843180541917882e-10,1.4223031603545416e-09,7.212597232576242e-08,8.716327496116652e-08,9.80716207955297e-09,2.2308227451371662e-10,1.3862788547243141e-11,4.897833364475388e-11,4.81611126315154e-12,1.617787384809907e-14,1.6337919720421304e-06,9.047188898383985e-05,2.4273685142413676e-10,3.4067663167998396e-09,3.743243238386792e-09
0.00016344802308154518,0.06167351097310739,3.76,0.0,0.6960127115321941,0.8325393428128854,0.16094456166242485,5.173928580739767e-05,1.684825854056814e-06,1.7230605053582935e-06,0.0029581381898996562,0.0001671968856762721,1.0020895791562732e-05,0.0035346874683195337,0.0033837820557523404,1.2318396751689472e-11,3.6232313324647088e-09,1.7061613358185623e-08,0.014239041835670109,9.025040792980405e-13,4.873759105656614e-05,2.0444950562040032e-12,1.1422566131552005e-08,0.0003164979799946367,1.8404260272170238e-11,0.16260729482313527,1.2818394892232393e-06,1.8589584002998855e-07,0.00012317793433365117,3.4159109678891286e-06,3.363123454246401e-06,9.483423040128905e-11,1.7898056372980494e-10,5.888775937579666e-09,9.344572642720592e-10,1.4478844129724615e-06,1.1119783279706321e-11,1.1546875485355334e-10,0.0003821554874418227,1.8931570349762846e-05,0.0009413689281178553,2.5959422382111065e-10,2.834229901023603e-13,1.1441721659880861e-12,1.123907122420286e-06,7.798580968074381e-10,1.388548551289715e-13,1.440425399352775e-10,0.00015096753827093532,4.5331265258282434e-10,1.0358282749074075e-16,9.370385651250495e-11,1.257530415083759e-11,2.0294322077287412e-07,2.137603898457061e-09,1.9426120725497277e-09,2.261930919662181e-15,9.989980430555637e-10,1.4557695519147239e-09,7.261539576412152e-08,8.862549210747694e-08,1.0056299264637003e-08,2.2546199308220425e-10,1.4010672157421774e-11,5.0157428059851945e-11,4.95896191158053e-12,1.6558530031605337e-14,1.634249941448442e-06,9.125254233788878e-05,2.420823925425343e-10,3.401942319595022e-09,3.782703412695999e-09
0.00016506596370183707,0.06167458939694125,3.76,0.0,0.6944598053508517,0.8310304816346821,0.1623952752368682,5.171180741477972e-05,1.6887129100454974e-06,1.7258421325985478e-06,0.002982641417678683,0.00016726795744893445,1.0012264676158238e-05,0.0035724832442923554,0.003415979162987823,1.2590346351296914e-11,3.664636724846675e-09,1.7060669685676347e-08,0.014379752123602926,9.064079689391223e-13,4.940825185625362e-05,2.0465018455586905e-12,1.1595757519461924e-08,0.0003160851069383935,1.8611495598038407e-11,0.1640730756511392,1.2873727471361507e-06,1.8529638456516996e-07,0.00012481102367723488,3.50037336846512e-06,3.3969224931324707e-06,9.750290017823826e-11,1.8393967082423008e-10,5.9818934303118095e-09,9.493273755517293e-10,1.4583994712309028e-06,1.1406318801979408e-11,1.1846041534546214e-10,0.0003818223161162361,1.888045448053568e-05,0.0009478424036450079,2.5919081819934743e-10,2.8298251789914383e-13,1.149084526414998e-12,1.1224260466460643e-06,7.777652508208373e-10,1.395270564537255e-13,1.450045172920522e-10,0.00015069393075089005,4.5811307889276013e-10,1.0443238230201658e-16,9.447877391620399e-11,1.2709292225278084e-11,2.0404309198592518e-07,2.1660484912410973e-09,1.966638668575438e-09,2.2955562691386736e-15,1.0137381740466374e-09,1.4896491045691423e-09,7.310042862300072e-08,9.009799174285925e-08,1.0309160481266164e-08,2.2783294058041337e-10,1.4158010716884616e-11,5.1352038202555707e-11,5.104346146397528e-12,1.6943885555767786e-14,1.634700887085764e-06,9.203009351642954e-05,2.414294958456622e-10,3.397105241497953e-09,3.822375123079271e-09
0.00016668390432212897,0.061675666256344,3.76,0.0,0.6929110139985116,0.8295255740282529,0.1638421163106501,5.168426170472079e-05,1.6925902273978153e-06,1.7286113830779124e-06,0.003007048479004025,0.00016733900370571381,1.0003685259657451e-05,0.003610217359136089,0.0034481457129163224,1.2866129100349857e-11,3.7062822639323905e-09,1.7059615618312943e-08,0.014520279426799537,9.103348055319284e-13,5.0082247902838075e-05,2.0485012194996148e-12,1.1770159760735895e-08,0.00031567153381498,1.8818994809135522e-11,0.165534943699079,1.2928061398350735e-06,1.8469892955542381e-07,0.00012644725887498424,3.586050609765622e-06,3.430549609006503e-06,1.0022129765229423e-10,1.8898911237111113e-10,6.0755567503981455e-09,9.642838113972968e-10,1.4688285851433888e-06,1.1697427186807557e-11,1.2149994195520277e-10,0.00038148855148181207,1.8829461153860553e-05,0.0009542573802348469,2.5878729791970715e-10,2.8254192086364016e-13,1.1540719037707501e-12,1.1209426520069654e-06,7.756774467830426e-10,1.401926582016193e-13,1.4595784776354148e-10,0.0001504210401469914,4.629208101180291e-10,1.0527336311672631e-16,9.525001535044769e-11,1.2843009216792739e-11,2.0512656259966492e-07,2.1946109514850874e-09,1.990666414524049e-09,2.3293180941754527e-15,1.0285374894955663e-09,1.5239413706229869e-09,7.358110179443224e-08,9.158072487830173e-08,1.0565759568029959e-08,2.3019493611040534e-10,1.4304792965504678e-11,5.2562173413209795e-11,5.252274466522372e-12,1.7333935319143255e-14,1.6351448285702876e-06,9.280455402980417e-05,2.4077816401194285e-10,3.392255329319553e-09,3.862257560152311e-09
0.00016991978556271276,0.061677815270972554,3.76,0.0,0.6898257375948545,0.8265275830683231,0.1667242178748959,5.162897291026764e-05,1.70031563952875e-06,1.7341129536751964e-06,0.003055574916016423,0.00016748101315643284,9.98668131252571e-06,0.0036855003838096125,0.0035123867665440506,1.3429296224153275e-11,3.790294142710904e-09,1.7057179050334108e-08,0.014800783729323828,9.18256822225545e-13,5.144011612799636e-05,2.052477885411505e-12,1.2122579852616225e-08,0.0003148423873406771,1.923475374421045e-11,0.16844697834979844,1.3033784186508791e-06,1.8351003331954042e-07,0.00012972874179346464,3.7610658203672464e-06,3.4972885229486316e-06,1.0580911433265769e-10,1.9936223110081103e-10,6.26450160232145e-09,9.944526547747241e-10,1.4894304519082886e-06,1.2293469367025256e-11,1.277237077143031e-10,0.0003808192817158232,1.872784290123685e-05,0.0009669131563946182,2.579799424934317e-10,2.8166038406712044e-13,1.164271437600703e-12,1.1179690779271687e-06,7.715169964725471e-10,1.415042565711453e-13,1.478388088173145e-10,0.00014987740307577022,4.725577454265348e-10,1.0692978656983882e-16,9.678151406418394e-11,1.3109601745505475e-11,2.0724484524080347e-07,2.252083161571438e-09,2.0387178923836203e-09,2.397242084842661e-15,1.0583098556397116e-09,1.5937620335063732e-09,7.452949046510188e-08,9.457669318661188e-08,1.1090225194697634e-08,2.3489135083327954e-10,1.459664385868956e-11,5.50290484676819e-11,5.555803736841203e-12,1.8128094741887444e-14,1.6360117778245793e-06,9.43442474386974e-05,2.394802048264111e-10,3.3825179695250183e-09,3.942651309753452e-09
0.00017315566680329656,0.061679957995590264,3.76,0.0,0.6867568057623039,0.8235452968316033,0.16959094034743416,5.1573428303843945e-05,1.7080020773194729e-06,1.73956560715295e-06,0.0031037191371200653,0.00016762289542973936,9.96988252500154e-06,0.0037605361316117667,0.003576504480455048,1.400810056159635e-11,3.875267126364712e-09,1.7054309065370768e-08,0.015080552128139798,9.262691221177531e-13,5.281093550800648e-05,2.0564253626958747e-12,1.2479791776183327e-08,0.0003140107281228122,1.9651474515225008e-11,0.1713434727326689,1.3135663822491118e-06,1.8232916801556038e-07,0.00013302154079410265,3.9409880357264976e-06,3.5633413131161186e-06,1.1160134465811946e-10,2.1010636101979986e-10,6.455571705126802e-09,1.024957753733591e-09,1.5096929539304175e-06,1.2908120630257139e-11,1.3414225083993481e-10,0.0003801477549066785,1.8626716985430514e-05,0.0009793388861946313,2.571722151681941e-10,2.807784426090629e-13,1.174770120741348e-12,1.1149867393200258e-06,7.673768009322984e-10,1.4279002923466833e-13,1.496858957239355e-10,0.00014933661380150314,4.822225703153719e-10,1.0855247315849711e-16,9.829844148674939e-11,1.3375026231958381e-11,2.0929914848701243e-07,2.310007871062385e-09,2.0867517488985852e-09,2.4656847979746393e-15,1.0883075023124754e-09,1.6652270400636374e-09,7.546080010132236e-08,9.76129949881542e-08,1.1629800507160302e-08,2.3954985852331387e-10,1.4886139022374444e-11,5.7558095274807105e-11,5.8696268972751945e-12,1.894095706156682e-14,1.636850946882188e-06,9.587170775600004e-05,2.381885328371748e-10,3.3727321299204326e-09,4.023877939425122e-09
