grid,velocity,T,density,Y_N2,Y_Ne,Y_CH2F2(1),Y_O2(2),Y_H2O(3),Y_OH(4),Y_H(5),Y_O(6),Y_H2(7),Y_HO2(10),Y_H2O2(11),Y_CO(12),Y_CO2(13),Y_HCO(14),Y_CH2O(19),Y_F(37),Y_HF(38),Y_CHF(40),Y_CHF3(41),Y_CF2(42),Y_CF3(44),Y_CHFO(46),Y_CF3O(47),Y_CF2O(48),Y_CF(49),Y_CFO(50),Y_CHFCF2(54),Y_CH2CF2(56),Y_CF2CF2(60),Y_C2H3F2(63),Y_C2H3F2(64),Y_C2H2F3(66),Y_C2H2F3(67),Y_C2HF4(68),Y_C2HF2(71),Y_CF2CH(72),Y_CHF2(81),Y_S(128),Y_S(130),Y_CHFO2(136),Y_CHFO2(138),Y_CHO2(142),Y_CFO2(143),Y_CHF2O(146),Y_CF2O2(147),Y_CF2O2(152),Y_O2(176),Y_CHF2O(220),Y_S(252),Y_C2HF3(276),Y_S(286),Y_S(406),Y_CF3O2(416),Y_S(444),Y_S(467),Y_S(603),Y_S(899),Y_CF2O2(932),Y_S(962),Y_S(1007),Y_S(1017),Y_S(1096),Y_S(1175),Y_S(1224),Y_S(2126)
0.0,0.06302568904878988,298.0,1.3404267763533513,0.5408990560103261,8.588421536108234e-41,0.294786353226984,0.16431457678244332,4.2688742591253335e-12,0.0,3.284380156979498e-15,0.0,1.3950082813854513e-08,5.263270376311472e-15,5.708784095703096e-14,4.609045147933036e-12,2.239456131579494e-13,0.0,5.767575516901683e-16,7.094205636376358e-15,2.0889098110602e-11,1.342200440429291e-14,0.0,1.4683262402793242e-16,0.0,3.7289615869076824e-16,1.0131511363894307e-25,0.0,4.542535130705116e-14,0.0,3.831832633684465e-16,2.5415747482859973e-15,0.0,1.3487950985402048e-35,1.416399475789089e-31,2.6059900793020472e-33,2.576272061143449e-34,7.318142306153338e-17,0.0,1.643996171772112e-15,0.0,0.0,0.0,1.0795254520691457e-15,1.977938131030903e-30,3.422026270071487e-24,1.4496575208405214e-17,0.0,4.071771186645635e-39,1.8603874688384724e-37,3.14351897777829e-14,4.3875228545374194e-38,0.0,0.0,2.8579087852762162e-15,1.3193376415345965e-18,0.0,4.3321571088267775e-17,1.4551013947979113e-36,0.0,3.579890883814839e-17,6.428004697879369e-19,0.0,7.312388139397832e-22,6.846671892863616e-19,1.4953616718161733e-24,0.0,0.0,1.027431604520885e-28
0.008,0.06302578342046776,298.00000334082796,1.340424769265881,0.5408989563183788,8.588114324829487e-41,0.29478637358546594,0.16431455757446745,1.1771948482130217e-10,0.0,1.3147594106361166e-21,0.0,1.116767169827001e-07,1.457895762422947e-13,5.714391271224091e-14,1.2810068055108753e-10,8.073332813234669e-12,0.0,4.075155684828022e-15,7.54682207131405e-20,5.899003567663572e-10,5.660713129240596e-18,6.403097498446585e-14,5.072925516564336e-15,0.0,1.7354625772027747e-14,5.986156666977199e-24,2.2889474442094408e-14,8.252087035071546e-13,0.0,1.9002184817884517e-14,8.528075637290938e-15,0.0,7.153822230359721e-34,7.27372380521435e-30,1.4814668507966955e-31,1.464551253759531e-32,8.668038410043142e-24,0.0,3.9826969676410525e-22,0.0,0.0,0.0,1.079627422217942e-15,1.4344804965483596e-28,1.4209285467717678e-22,9.167705549117866e-16,0.0,2.5645100208323088e-37,1.4382157859864288e-35,4.8384065495413095e-18,2.5584022078432182e-36,0.0,0.0,2.8579092832678165e-15,9.806665492384281e-17,0.0,4.572602971908709e-24,9.711823818706875e-35,0.0,2.9576500944745767e-15,6.432764397097199e-19,0.0,4.2372326687292276e-20,5.471808224911924e-17,1.194763469072188e-22,0.0,0.0,8.819756947711925e-27
0.016,0.06302655435286461,298.00010126115353,1.3404083733759684,0.5408981464314891,8.583743849094936e-41,0.2947865400175829,0.16431439571478768,3.2574059992013838e-09,0.0,0.0,0.0,8.940270887247472e-07,4.4503474525112994e-13,5.903444050942404e-14,3.5643070308612086e-09,2.9930629271738203e-10,0.0,1.3467989967477565e-13,1.7247368934669203e-24,1.665841123669261e-08,2.4063498208242686e-21,3.0399903078876724e-12,2.143479756842059e-13,0.0,2.6490561399874596e-14,5.763499408035067e-24,1.5922241436941027e-12,2.280253785995495e-11,0.0,9.423501994087212e-13,2.940150689469571e-13,0.0,1.608559197950081e-32,1.6359037797823292e-28,2.267921986843266e-29,2.24193053600532e-30,4.329045316516246e-28,0.0,9.715016690087401e-29,0.0,0.0,6.239806645132877e-14,1.0796297538165164e-15,6.46219056246968e-32,6.04103301837702e-26,9.071371885352463e-16,0.0,1.0835860169213017e-35,2.769061343040261e-34,4.838352925124487e-18,2.9771746692917663e-36,0.0,0.0,2.8579164774590163e-15,1.0017643867676503e-16,0.0,4.853491461892042e-31,0.0,0.0,2.95771711594198e-15,6.732295234275126e-19,0.0,8.81852442320542e-25,5.612075067899023e-17,7.2708517571502565e-25,1.2502342487636136e-18,0.0,1.9044497904312607e-31
0.02,0.06302913479155649,298.001189871191,1.3403534965300778,0.5408954942265224,8.56079838761505e-41,0.29478709485867605,0.16431380071086163,3.622089890537104e-08,0.0,0.0,0.0,3.3405293249203755e-06,3.607856898011536e-12,8.693339395178511e-14,3.9849403458494925e-08,4.3891312289168306e-09,0.0,1.97944318931934e-12,0.0,1.8883371554154774e-07,4.471045946231122e-24,5.431104226510295e-11,2.995436534465064e-12,4.389977134086927e-30,2.1007567337774014e-13,4.870251951641286e-24,3.5070709904243554e-11,2.5801954288133826e-10,0.0,1.8229989585982583e-11,5.435286822238358e-12,4.0749420492568643e-14,2.165146322279663e-30,2.201871304961909e-26,3.4756556161310064e-27,3.435852523088457e-28,2.245577713353025e-27,0.0,8.614443049916473e-34,0.0,0.0,1.470727964816954e-12,1.079678991545306e-15,3.7585228992262215e-33,1.1223147057550802e-28,8.46257998383802e-16,0.0,1.5143507732954942e-34,3.769718274890586e-33,4.8390082183197085e-18,4.0433475301302446e-36,2.996428624172664e-26,0.0,2.858018901740339e-15,1.597517728224664e-16,0.0,0.0,0.0,0.0,2.9577961323523532e-15,1.3834295291499057e-18,0.0,0.0,9.909277202656812e-17,6.766371192805821e-25,3.384140873990258e-17,3.703647015948557e-18,1.513489154083196e-34
0.022,0.06303475706799637,298.0075120335949,1.340233946070454,0.5408900731883394,8.508470773951234e-41,0.29478826983818823,0.16431223020377092,2.1750432789707116e-07,0.0,0.0,0.0,7.777513810923447e-06,2.052032429136412e-11,7.479622135509825e-13,2.4050117859391616e-07,3.4128704397290506e-08,0.0,1.5469114476583385e-11,0.0,1.1543194895187446e-06,1.475044677088357e-22,5.08788825231446e-10,2.2088277536107913e-11,8.180096947403251e-30,2.1020276463382014e-12,3.2886404261543942e-24,4.0045509925681774e-10,1.5755975886054655e-09,0.0,1.8438854796720703e-10,5.3014711909468164e-11,7.42342158755653e-13,1.20226942616953e-28,1.222399475726844e-24,2.004863743393288e-25,1.9820034891605075e-26,1.1097936381721901e-25,0.0,9.209279325753143e-33,0.0,7.069090167526977e-13,1.7558173164164743e-11,1.0801895963329475e-15,7.388498456080733e-33,3.702052348984941e-27,6.973904475441324e-16,0.0,1.1171909233198221e-33,2.7807874836932024e-32,4.842871083710194e-18,1.7841645167811506e-35,5.458473252594815e-25,0.0,2.8591573861980353e-15,1.0174057738546511e-15,7.275170353278894e-16,0.0,0.0,0.0,2.958848010902734e-15,9.980642695653933e-18,0.0,0.0,7.681707374490692e-16,5.2319731397026645e-24,3.9899170490481544e-16,6.227237878055569e-17,0.0
0.023,0.06304399572545905,298.027445275144,1.3400375442545787,0.5408821739731141,8.480658948898133e-41,0.2947900455134352,0.16430899889929398,7.612882597733511e-07,6.992894569592239e-19,0.0,0.0,1.2910222819552455e-05,7.130508940744965e-11,3.682712395731199e-12,8.454327820249367e-07,1.4968580174726552e-07,0.0,6.816011409142693e-11,5.471267600273455e-25,4.102585819340087e-06,2.021768985030266e-21,2.6366005166127947e-09,9.240025519780769e-11,2.1774006463617202e-29,1.2323299657118636e-11,2.113248815184242e-24,2.485595498697062e-09,5.5950897742799185e-09,0.0,1.0243960888533325e-09,2.85058159709224e-10,4.526984426218987e-12,2.2507298129652246e-27,2.2868643562324142e-23,3.875701475581921e-24,3.8321150804570973e-25,2.326485764438247e-24,0.0,5.343014707077838e-32,2.651804030643078e-20,6.046770865253677e-12,1.1345901718948475e-10,1.0830804308782946e-15,5.493397779343079e-32,5.073555003322112e-26,5.127143724088507e-16,1.1749571200883877e-34,4.680903650646194e-33,1.1679344079642418e-31,4.855120312894436e-18,1.5564544920867582e-33,3.328802591253378e-24,0.0,2.866207585032804e-15,7.403961574069121e-15,6.421690696777296e-15,1.6288801413026545e-32,0.0,0.0,2.9671928361772695e-15,6.416335734061307e-17,0.0,0.0,6.143966993247786e-15,4.190857231417473e-23,2.5357328505117165e-15,4.351577846450321e-16,0.0
0.024,0.06307281130491164,298.117839588393,1.3394253322342238,0.5408610772024234,8.687010473817075e-41,0.2947947852460842,0.16429706285880785,3.116878636037977e-06,1.571421417093971e-17,0.0,0.0,2.2536365140305876e-05,2.92334339986931e-10,2.1082460141711463e-11,3.4782586332040896e-06,7.867518745840001e-07,0.0,3.6007306635027447e-10,3.805868725680454e-23,1.7086435291529166e-05,3.5816687849747186e-20,1.6625598563542657e-08,4.610417109147151e-10,1.4777133399792729e-27,8.933971897758782e-11,2.944598216685082e-24,1.9042524050778078e-08,2.32809903539745e-08,0.0,6.9652223879118865e-09,1.8709426940712535e-09,3.297959520419802e-11,6.092999259289366e-26,6.171830227125931e-22,1.08427186231221e-22,1.0728468145193063e-23,6.946099150992084e-23,0.0,2.3364180959884793e-30,6.289114593580743e-19,5.325811151358469e-11,9.074893128996757e-10,1.1060387476365135e-15,9.14204106711314e-31,8.984665801664038e-25,2.1782272094893258e-16,2.8080681429453705e-33,2.353032403136325e-32,5.8989129817320325e-31,4.9111189668523505e-18,1.6804296343035313e-31,2.4260893875299694e-23,8.61336912294866e-17,2.927130602467294e-15,7.291817782794651e-14,6.228244792434151e-14,2.508211921725907e-30,0.0,0.0,3.059787151230809e-15,5.374188569160548e-16,0.0,0.0,6.551168028073456e-14,4.497201166958579e-22,1.9915274566176693e-14,3.721083018217389e-15,0.0
0.0245,0.06311619519045283,298.28274773234165,1.338504658314593,0.5408338244880861,9.362994154319688e-41,0.29480045592960996,0.16427733472135936,7.2359290651635616e-06,9.827138826805685e-17,1.6688135151949162e-23,0.0,3.050769813806699e-05,6.811024497655336e-10,6.152387140623567e-11,8.102610830693612e-06,2.1828243189392024e-06,0.0,1.0027145825099459e-09,1.6020254636971864e-22,4.0141219341243736e-05,1.96002103664019e-19,5.284542187357692e-08,1.2318022118566813e-09,2.856774039724368e-26,3.164731216468202e-10,1.3796213686546826e-23,7.03875030972056e-08,5.466146848811161e-08,0.0,2.345587802236424e-08,6.1316602182278305e-09,1.1670803782407473e-10,4.701972278668694e-25,4.736210308039554e-21,8.5600815365316e-22,8.480956598472017e-23,5.725829201792526e-22,0.0,4.341872823217501e-29,3.949489362854783e-18,2.151167313447441e-10,3.470851292778915e-09,1.1773623385458353e-15,5.009477789750568e-30,4.914134782557101e-24,8.98996914840967e-17,1.8427246457515716e-32,6.373732067207136e-32,1.607318911889072e-30,5.014919683897064e-18,2.8042410244489072e-30,8.593313195729809e-23,4.535280772406167e-16,3.1323289288556373e-15,3.32757873934181e-13,2.746577733804972e-13,5.326074497826304e-29,0.0,0.0,3.4574247881127718e-15,2.145880219055567e-15,0.0,0.0,3.1866166818352444e-13,2.2152371552209015e-21,7.507021113380956e-14,1.4983000173146246e-14,0.0
0.025,0.0632259405876976,298.73830234649876,1.3361813299573242,0.5407730156464055,1.1556322980217686e-40,0.2948110538189011,0.16422549680344492,1.8198247479357646e-05,7.294867990119465e-16,3.2081498691365066e-22,0.0,4.1955568317807515e-05,1.7220133225440848e-09,1.9988724100617622e-10,2.046008807317196e-05,6.72184573105128e-06,1.2835840848017606e-23,3.100555149855454e-09,7.571455549086611e-22,0.00010232995772145814,1.2248293679394034e-18,1.897842924667225e-07,3.6350260397495257e-09,7.55387072145961e-25,1.284063730572713e-09,9.62204535799108e-23,2.995062445106918e-07,1.3926617775682418e-07,0.0,8.990222108799995e-08,2.2793671824479107e-08,4.725567580004434e-10,4.549466710491793e-24,4.512396072633562e-20,8.436987837324812e-21,8.389158493787937e-22,5.857693230432731e-21,0.0,1.1624757672578055e-27,2.9509011962877617e-17,1.0082098932678745e-09,1.5343532496303988e-08,1.4962848202945002e-15,3.169343366554962e-29,3.0670386509006915e-23,2.354582338374042e-17,1.5615829503728423e-31,1.9540126179014918e-31,4.981285915527991e-30,5.312654574428098e-18,6.144402115368759e-29,3.4894612418295715e-22,2.4101965952776942e-15,4.119786835409e-15,1.7914296717142583e-12,1.420485761619954e-12,1.5518002361105843e-27,0.0,0.0,5.864384881029149e-15,9.960698887591322e-15,0.0,0.0,1.840266265040568e-12,1.3235916916129968e-20,3.2650982166682654e-13,7.011528518192203e-14,0.0
0.025500000000000002,0.06351397515626374,299.99351438889187,1.3301217794392706,0.5406315943158461,1.775479758045977e-40,0.29482775289557545,0.16408775243778037,4.72718631118987e-05,5.725852183917578e-15,5.027556633536634e-21,0.0,5.8357592643307297e-05,4.507240102210779e-09,6.692557200554027e-10,5.3384698589340966e-05,2.143149251529442e-05,8.884689537041045e-22,9.924835740296674e-09,3.633615988561648e-21,0.00026951090765940097,7.708442721996523e-18,7.057495471199835e-07,1.1109904316951195e-08,2.2417017007777984e-23,5.391491974003409e-09,7.190965991138803e-22,1.318281056675066e-06,3.6669101918115224e-07,0.0,3.5672047464499924e-07,8.773038884774681e-08,1.9796950090459733e-09,4.962614292160005e-23,4.718351865183255e-19,9.178460919607626e-20,9.21689101555066e-21,6.412365248383409e-20,0.0,3.554236335616161e-26,2.356678951393571e-16,4.8719658019656355e-09,7.013902375717165e-08,2.9174576486168593e-15,2.0670802432816945e-28,1.9247034280301106e-22,1.1174394834631921e-17,1.697455640568945e-30,6.636943387284491e-31,1.7267560407098632e-29,6.2221994705718e-18,1.4762594566069995e-27,1.4748196945295552e-21,1.2793751902751837e-14,8.853382703397961e-15,9.940999431911929e-12,7.58004776588096e-12,5.1548763745668853e-26,0.0,0.0,2.0381189638056292e-14,4.77935393432547e-14,0.0,0.0,1.095233238634174e-11,8.601504499429006e-20,1.4687017021462996e-12,3.390301891170385e-13,0.0
