grid,velocity,T,density,Y_N2,Y_Ne,Y_CH2F2(1),Y_O2(2),Y_H2O(3),Y_OH(4),Y_H(5),Y_O(6),Y_H2(7),Y_HO2(10),Y_H2O2(11),Y_CO(12),Y_CO2(13),Y_HCO(14),Y_CH2O(19),Y_F(37),Y_HF(38),Y_CHF(40),Y_CHF3(41),Y_CF2(42),Y_CF3(44),Y_CHFO(46),Y_CF3O(47),Y_CF2O(48),Y_CF(49),Y_CFO(50),Y_CHFCF2(54),Y_CH2CF2(56),Y_CF2CF2(60),Y_C2H3F2(63),Y_C2H3F2(64),Y_C2H2F3(66),Y_C2H2F3(67),Y_C2HF4(68),Y_C2HF2(71),Y_CF2CH(72),Y_CHF2(81),Y_S(128),Y_S(130),Y_CHFO2(136),Y_CHFO2(138),Y_CHO2(142),Y_CFO2(143),Y_CHF2O(146),Y_CF2O2(147),Y_CF2O2(152),Y_O2(176),Y_CHF2O(220),Y_S(252),Y_C2HF3(276),Y_S(286),Y_S(406),Y_CF3O2(416),Y_S(444),Y_S(467),Y_S(603),Y_S(899),Y_CF2O2(932),Y_S(962),Y_S(1007),Y_S(1017),Y_S(1096),Y_S(1175),Y_S(1224),Y_S(2126)
0.0,0.040733574287106146,298.0,1.371266785334184,0.5072542967930248,6.709010797742372e-34,0.3386515916706846,0.15409396889823476,3.1134293230340083e-11,1.4424552034169262e-14,0.0,8.514261148075983e-15,1.424327511417406e-07,4.824965035681648e-15,0.0,4.188980368655781e-11,1.3076173106313254e-12,3.552507765549201e-29,5.0281418560428646e-14,2.5467248382566746e-15,1.3077241071235382e-10,6.090788815091119e-21,1.4847538292165825e-14,3.280247396437223e-16,2.858884967900994e-15,0.0,9.279394218187363e-27,5.500107965214521e-15,6.39901612057934e-14,3.8789687898537794e-23,3.2932946831704098e-15,0.0,0.0,3.719835675147431e-35,3.787855195854774e-31,1.5074040892149755e-32,1.4902545964025811e-33,2.5094648877615478e-14,0.0,0.0,0.0,2.1451606690924875e-15,0.0,8.977538188374354e-17,0.0,0.0,0.0,2.027681129843645e-36,1.1429739873653318e-39,1.567066917051212e-35,0.0,6.690924923425693e-40,1.4955291721160227e-30,2.0226152891026173e-17,0.0,6.791934212292746e-16,9.170055219440689e-17,9.178890682695176e-16,1.6752138327233332e-36,0.0,0.0,4.921027558271682e-17,0.0,0.0,2.1652703336878328e-17,3.141212953787895e-23,0.0,0.0,0.0
0.008,0.04073398909059129,298.0000127217738,1.3712528213932773,0.5072536347803427,6.7071021765390214e-34,0.33865173194327336,0.15409383497080886,5.786871853897272e-10,3.24293035169886e-19,0.0,4.788592191139164e-15,7.944286597801364e-07,8.992287908868874e-14,0.0,7.80435957584766e-10,3.17093094672735e-11,8.784602153736124e-28,1.0572523252916201e-13,1.2763045614309976e-20,2.483809484547856e-09,1.7607102855884767e-24,4.651505778033619e-13,9.996306112806992e-16,8.489796588412817e-22,0.0,3.623970750786107e-25,2.1824412804735064e-13,1.0344141575480061e-12,1.3539196590667726e-21,1.1446046442300897e-13,1.0171367321725304e-13,1.0808586037087427e-16,1.3652920694862413e-33,1.3887637809060678e-29,5.753731263346785e-31,5.687762267865686e-32,2.0604572061129434e-21,0.0,0.0,1.829719592440136e-20,9.129611919960623e-14,6.999033427967849e-15,8.9775322110844e-17,3.4585253586119226e-34,0.0,4.1528284924775266e-22,7.901906731679142e-35,4.848084941586581e-38,6.153825687358357e-34,4.5372910008804214e-18,2.6046787774872977e-38,7.625494558124414e-29,2.0226219064098214e-17,0.0,3.396169155263234e-14,4.365742913924991e-15,6.765106356361456e-23,7.819832140255885e-35,0.0,0.0,4.921660859957699e-17,0.0,0.0,1.1718470843257176e-15,1.7000290344437037e-21,0.0,0.0,0.0
0.012,0.04073491820261199,298.0001095753865,1.371221544808509,0.5072521543206547,6.696927335865656e-34,0.33865204708908014,0.15409352856963554,4.4612779623257954e-09,4.52445769877286e-21,1.031202542001719e-25,4.6775052820631906e-15,2.2396556179460055e-06,5.554399728707354e-13,4.739893548406842e-15,6.026995798912399e-09,3.1786696687522293e-10,5.098100675870536e-27,6.310918076974929e-13,1.2727719539253097e-25,1.9537627866742394e-08,7.244568283978603e-26,5.667822087472451e-12,6.9570937805295005e-15,5.163886622546518e-28,8.177298133957027e-15,3.5736090872545717e-25,3.2458422833011415e-12,8.020176528504058e-12,1.2202839206849514e-21,1.5072551636760808e-12,1.341397907767026e-12,3.716444559214825e-15,8.875114863420164e-32,9.025984114347345e-28,4.7279607404596296e-29,4.6737763502230476e-30,3.627838319554528e-28,0.0,0.0,4.33400614701838e-22,9.446928205302183e-14,1.1167069550019905e-13,8.977590493566911e-17,3.048159464417174e-34,1.7280431505289237e-30,6.731773248455776e-22,1.8720445757669223e-36,3.3740496307518456e-37,6.226873527965631e-34,4.5373971235224884e-18,1.2453840279342451e-39,2.6218532709211842e-27,2.022668655775907e-17,0.0,3.39640971651804e-14,4.367925728867155e-15,1.0143060402563161e-29,1.3495327767893868e-33,0.0,0.0,4.9225843265279736e-17,0.0,0.0,1.1742146383301098e-15,1.457649859903169e-23,0.0,0.0,0.0
0.016,0.04073807186980475,298.0011248371261,1.371115393942157,0.5072471647148443,6.623389970160216e-34,0.3386531214846419,0.1540924266076973,4.246537917276098e-08,4.877183532993655e-21,3.1361048034072895e-25,4.5429205898628305e-15,6.992934944415601e-06,4.9676065835247826e-12,4.09276002180547e-13,5.747227464115186e-08,4.0046649147589825e-09,1.592284804045429e-26,7.44401471816217e-12,5.8835014561420934e-27,1.9002643351145855e-07,2.9998102782308916e-24,8.755127510031482e-11,7.940842100526568e-14,2.7307939376578187e-32,1.598863872959545e-13,3.267912025825961e-25,6.170957091631558e-11,7.740195471691191e-11,9.926292027412198e-22,2.5238978197153875e-11,2.1671636023177664e-11,6.972496207665379e-14,1.269527249523789e-29,1.2910635495871755e-25,7.088010166222497e-27,7.006835067258042e-28,2.6657807323897386e-27,0.0,0.0,4.446269605755596e-22,1.4094275965872808e-13,2.231245865504498e-12,8.978607437427174e-17,3.760538757016461e-34,7.230394382560714e-29,3.8882660281519434e-21,1.920425261376201e-36,3.851166608697197e-36,7.116730932873753e-34,4.537953120691411e-18,1.1983101745371718e-38,4.9185474418330207e-26,2.0236957800815194e-17,0.0,3.402342438551568e-14,4.420647393126167e-15,8.541481107779669e-36,2.2435784494488996e-32,0.0,0.0,4.935606409774751e-17,0.0,3.901078765887474e-27,1.2393250331179235e-15,8.462979636673139e-24,0.0,1.3426760819695707e-17,0.0
0.018000000000000002,0.0407427402155988,298.00524141136185,1.3709582899331856,0.5072399565456907,6.4217754278380246e-34,0.3386547092080425,0.15409056994276457,1.8671741521317917e-07,6.528190970524714e-21,5.903373135361169e-25,4.4349874029481645e-15,1.3449901301366231e-05,2.1697751974272358e-11,2.6153145864473443e-12,2.5307493477630356e-07,2.227823931050562e-08,6.910450069385585e-26,4.142715898060404e-11,5.530032429796529e-26,8.504975314093731e-07,4.8981875627621975e-23,5.810689357174002e-10,4.188974104600039e-13,1.811626842331855e-31,1.2156235193040432e-12,2.92043615404516e-25,4.923767897093986e-10,3.4448932420039326e-10,8.96322685195281e-22,1.798427192635413e-10,1.492413682727023e-10,5.30864822516244e-13,3.819444854793154e-28,3.883694383057791e-24,2.2066005169400127e-25,2.1814007738940765e-26,8.851804692890527e-26,0.0,0.0,5.209055493105546e-22,5.170466895582703e-13,1.8591600684709124e-11,8.985845341428644e-17,1.4942581515207929e-33,1.180627588925032e-27,1.8951445357754917e-20,2.2510032226049634e-36,2.0320576173328116e-35,1.1337029617667708e-33,4.540285119689793e-18,8.625382905257992e-38,3.7445007330707277e-25,2.032925811596785e-17,0.0,3.4595148590117026e-14,4.90674602931817e-15,5.806277892484758e-35,1.5659366825687425e-31,0.0,0.0,5.038439399673799e-17,0.0,2.67558836557517e-26,1.9201402982146477e-15,1.3075844114908014e-23,4.716378384863586e-16,1.5371739817374622e-16,0.0
0.02,0.040754827868467076,298.0288547982945,1.3705516710241006,0.5072223916536349,5.646213437017259e-34,0.3386586855373233,0.15408470379382147,9.6486126834578e-07,3.892661238178327e-20,1.155833410686351e-24,4.215802020523178e-15,2.729801715468594e-05,1.1216273153821491e-10,1.9051750821327334e-11,1.3099142931827717e-06,1.4913452191050687e-07,4.227831343336689e-25,2.787692027768356e-10,8.516763771450773e-25,4.48224645731002e-06,1.2245254549224093e-21,4.711546252945454e-09,2.6532334278008723e-12,2.284141872668836e-30,1.1363377702012965e-11,4.380805220360416e-25,4.865913258843885e-09,1.8044320473370822e-09,1.0185751033585711e-21,1.5742992376835741e-09,1.2590820284936457e-09,4.968289140956187e-12,1.6682772635233494e-26,1.6949791602455603e-22,9.994344252818806e-24,9.882058206993202e-25,4.2822528416406204e-24,0.0,7.381525659155893e-33,2.1020623855370845e-21,4.7875181120094176e-12,1.9241904172457568e-10,9.058960362134409e-17,3.008753841091343e-32,2.950683552828835e-26,1.371595299764653e-19,9.113102386971657e-36,1.289325141357628e-34,3.9747502352804135e-33,4.553825140275002e-18,2.8205306826988345e-36,3.504118706138911e-24,2.1475821907688606e-17,0.0,4.215572606952201e-14,1.104743521163642e-14,2.0226626203243808e-33,1.305907309474981e-30,0.0,0.0,6.187302480385249e-17,0.0,2.1507903795818597e-25,1.1639947351964333e-14,7.939769611421318e-23,5.85807443111961e-15,1.7382203461411074e-15,2.8021213317815774e-32
0.022,0.04079263549189528,298.1641184432231,1.3692814089010745,0.5071738142564273,2.7929878936746405e-34,0.3386697343871344,0.1540616711752925,5.1614076409501635e-06,1.0866518859504103e-18,2.8092087989848207e-24,3.6990309767950004e-15,5.699446248662265e-05,6.018316290809435e-10,1.409843868626781e-10,7.018917727370946e-06,1.0295750237718893e-06,2.6145766033203263e-24,1.935972950227036e-09,1.4308251534686778e-23,2.444748812133705e-05,3.4090866127347444e-20,3.927260003919842e-08,1.7360413807050085e-11,2.5134414715830677e-28,1.0887838089664575e-10,4.891185184283944e-24,4.9268513165065926e-08,9.783169989343464e-09,3.6741423324615785e-21,1.4148454423780144e-08,1.0912124031621004e-08,4.765382763369132e-11,7.825817890141563e-25,7.914612517060105e-21,4.8441720935927765e-22,4.794887619568672e-23,2.203522927286038e-22,0.0,1.5171746188868886e-30,5.360885237440941e-20,5.331286909578696e-11,2.038823138896704e-09,9.801807847873985e-17,8.32255867514019e-31,8.207782072666623e-25,9.642553575661555e-19,2.3607482720243732e-34,8.5282273350633e-34,2.3588867031455776e-32,4.632442776974904e-18,4.71634003591426e-34,3.3621790279772694e-23,3.573219951566003e-17,0.0,1.4198913912112884e-13,8.860398960016017e-14,4.627946902477745e-31,1.0297247656496999e-29,1.594352832940963e-16,0.0,1.9053591071246062e-16,8.468533517925838e-33,1.6507567015430458e-24,1.5036938929334715e-13,1.0353322887973101e-21,6.199238423442761e-14,1.963245150777614e-14,3.1370537862988433e-31
0.023,0.04085322666717226,298.470993548435,1.3672505677399671,0.5071077784345355,0.0,0.3386835256713016,0.15401864765181436,1.4165255245554917e-05,9.414494017787784e-18,1.1459147783382961e-23,3.230615418773413e-15,8.457609228486311e-05,1.6604970764384101e-09,4.921451268730425e-10,1.9288653152765416e-05,3.4291458334111393e-06,8.724916303513458e-24,6.478273178897261e-09,7.804502518420213e-23,6.806530668674428e-05,2.511481660955557e-19,1.5193658607687917e-07,5.55409369460167e-11,8.17284617462097e-27,4.721380429554529e-10,3.971567168033917e-23,2.237073412477353e-07,2.7119703492561843e-08,1.565921233765348e-20,5.820002787407278e-08,4.357456489699964e-08,2.0682785731807265e-10,8.793277654218815e-24,8.800930413863515e-20,5.5614599711515855e-21,5.518267259707317e-22,2.637566856375507e-21,0.0,4.3688647012587323e-29,4.650860961687855e-19,2.6580502260051686e-10,9.617283822191109e-09,1.2726075898304249e-16,6.1808055435365715e-30,6.0392242441639265e-24,2.7629981405632914e-18,2.1232505224595107e-33,2.7983497580161937e-33,7.936296867815192e-32,4.81588222913091e-18,1.3007012220413e-32,1.4614548376688462e-22,1.0393743820215623e-16,0.0,6.450392603903232e-13,4.652667833383933e-13,1.6710213117078885e-29,3.6880396746451014e-29,1.0075892765408566e-15,0.0,7.466549931872251e-16,5.680881299506123e-32,5.818784657833658e-24,9.094928612175031e-13,6.4005209884748466e-21,2.8817270296155657e-13,9.758770044753397e-14,1.1397234898878503e-30
0.024,0.041025075337550586,299.49798991440963,1.361523331868585,0.5069483425976115,0.0,0.3387094608689296,0.1538883774758944,4.2840178957711534e-05,1.0163031323767009e-16,1.6495554985894159e-22,2.6367747310147792e-15,0.0001278369969644446,5.067900992913829e-09,1.9487398749015167e-09,5.844073438615075e-05,1.292296024507306e-05,6.92730154769787e-23,2.453997173351007e-08,4.714855901348857e-22,0.0002092550862472121,2.1192500492643713e-18,6.776867576660317e-07,2.0025654091497113e-10,4.000505994545303e-25,2.391920128716711e-09,3.784779174702352e-22,1.1927506699545694e-06,8.298466909146995e-08,8.33188341489636e-20,2.7803016665524995e-07,2.0137331261265378e-07,1.047936433989737e-09,1.324056629572178e-22,1.2800238125869784e-18,8.424455372701877e-20,8.426942660696784e-21,4.072997679125931e-20,0.0,1.8888067859936e-27,5.090969827711455e-18,1.5734479676333972e-09,5.348896682050251e-08,2.90067145124333e-16,5.36732471400555e-29,5.0802670478670766e-23,8.491234297694993e-18,2.62326972575193e-32,1.0992021372723251e-32,3.3634244624725366e-31,5.481565968634929e-18,5.099705071396117e-31,7.451929943072727e-22,5.604120406087344e-16,0.0,4.1763893992631325e-12,3.022277919499568e-12,9.089231819500327e-28,1.4180741910239347e-28,7.241860722228318e-15,0.0,4.127222014281759e-15,4.978762878906313e-31,2.2513511303471637e-23,6.683642587707453e-12,5.047582909012628e-20,1.5749194221684099e-12,5.750514436456561e-13,4.40670667025885e-30
0.0245,0.04124331513046677,300.90932048314806,1.3543188030024291,0.5067734726023365,0.0,0.3387247944635727,0.15372017355487058,8.053255282583278e-05,4.0180412191510765e-16,9.482416950205838e-22,2.425342304351354e-15,0.00015863683114026057,9.651042860212454e-09,4.351198169493596e-09,0.00011003185996423443,2.8143077232467375e-05,4.382895078088683e-22,5.362024106004972e-08,1.274811914573537e-21,0.0003976168373717929,6.841519576124481e-18,1.659782615799019e-06,4.246555401019122e-10,3.9913112426987965e-24,6.420883548487583e-09,1.4590211343227671e-21,3.3241918051759335e-06,1.57254147909778e-07,2.226976034513268e-19,7.152514933365427e-07,5.05850958884064e-07,2.8131622893649994e-09,6.924000877255108e-22,6.384576376179341e-18,4.347597298837227e-19,4.3970941396297274e-20,2.0788259092422635e-19,0.0,1.8085630603409753e-26,2.0531120957171183e-17,4.739054541299446e-09,1.5381579761548917e-07,6.489271712028725e-16,1.802746662124732e-28,1.6347036831049193e-22,1.5464887018846285e-17,1.2497019366071153e-31,2.62409494219049e-32,8.817321724255748e-31,6.539971124480108e-18,4.338791558351139e-30,2.0210958681560173e-21,1.7585349986793233e-15,0.0,1.3763479580380757e-11,9.823319144894909e-12,9.927265676102386e-27,3.2977783126208755e-28,2.5130449649465997e-14,0.0,1.2223627340438036e-14,2.2601154363036032e-30,5.442661288512821e-23,2.380320465568299e-11,1.9874345182149546e-19,4.469437043043974e-12,1.7268030478003436e-12,1.0522995485656035e-29
