grid,velocity,T,density,Y_N2,Y_Ne,Y_CH2F2(1),Y_O2(2),Y_H2O(3),Y_OH(4),Y_H(5),Y_O(6),Y_H2(7),Y_HO2(10),Y_H2O2(11),Y_CO(12),Y_CO2(13),Y_HCO(14),Y_CH2O(19),Y_F(37),Y_HF(38),Y_CHF(40),Y_CHF3(41),Y_CF2(42),Y_CF3(44),Y_CHFO(46),Y_CF3O(47),Y_CF2O(48),Y_CF(49),Y_CFO(50),Y_CHFCF2(54),Y_CH2CF2(56),Y_CF2CF2(60),Y_C2H3F2(63),Y_C2H3F2(64),Y_C2H2F3(66),Y_C2H2F3(67),Y_C2HF4(68),Y_C2HF2(71),Y_CF2CH(72),Y_CHF2(81),Y_S(128),Y_S(130),Y_CHFO2(136),Y_CHFO2(138),Y_CHO2(142),Y_CFO2(143),Y_CHF2O(146),Y_CF2O2(147),Y_CF2O2(152),Y_O2(176),Y_CHF2O(220),Y_S(252),Y_C2HF3(276),Y_S(286),Y_S(406),Y_CF3O2(416),Y_S(444),Y_S(467),Y_S(603),Y_S(899),Y_CF2O2(932),Y_S(962),Y_S(1007),Y_S(1017),Y_S(1096),Y_S(1175),Y_S(1224),Y_S(2126)
0.0,0.0137795867596169,298.0,1.2571801942491947,0.639936477082177,2.904258986583626e-29,0.1656620369167477,0.1943985526127396,1.6181349400752853e-06,0.0,0.0,2.3225216623053517e-13,4.0974426976874417e-07,1.5577280469273268e-11,1.3091309781032852e-11,8.112975178563462e-08,4.5621146710480326e-08,4.76133796331031e-25,7.892931919530507e-12,5.0387706546653764e-14,7.726802354539741e-07,9.134047105726651e-14,6.881404590013303e-11,3.815515152464643e-15,1.2901019541774313e-15,7.838059621207549e-13,4.1584790773445947e-19,5.801408376412693e-09,1.2637164107603995e-12,2.8692302084617605e-19,9.341554917589408e-11,1.5285455412499943e-11,1.7936783886205134e-13,1.3317888492372822e-28,1.347746760737653e-24,3.801197440530264e-25,3.7619736078463094e-26,0.0,3.686897588914065e-13,2.153639384305764e-16,2.4698392678265757e-16,8.301227524342701e-13,5.839939480019591e-11,9.806814354869408e-14,9.16295508370553e-31,2.5271171886308057e-23,4.925118733634464e-16,0.0,1.272806394963018e-37,3.3307950373502966e-36,0.0,0.0,8.72564508938802e-27,1.9571864087305116e-13,0.0,0.0,3.536563603159704e-16,0.0,2.4609062540119752e-30,1.0812572702186527e-17,2.401382188100049e-17,6.239673631465404e-19,0.0,9.577470883179327e-23,4.278891074065745e-16,1.8852375035123537e-24,8.368243966609037e-18,7.16492063730693e-15,1.524763281105702e-29
0.008,0.013786562559642857,298.1457294493635,1.2565440793680411,0.6399323800893276,4.0635060192810444e-29,0.16566267422467756,0.19438728937238645,1.0539656137955554e-05,0.0,0.0,2.080163576564925e-13,1.0183932284799416e-06,1.0291340208328782e-10,1.1834060012573446e-10,5.365247725529574e-07,3.879533477256031e-07,4.028808251000405e-24,6.71327969814959e-11,2.46490416919064e-19,5.098430314162819e-06,8.529982778441453e-18,6.992865976114068e-10,3.126006876997889e-14,1.2364073271830608e-22,9.277740710630951e-12,5.378210050269488e-18,7.238642995918194e-08,8.470575286707755e-12,3.3252054313215156e-18,1.0282512582837918e-09,1.66305683997982e-10,1.7385508835284724e-13,1.614592207098015e-27,1.6339325186266064e-23,4.768063331605825e-24,4.718865267162463e-25,0.0,3.686818347547775e-13,1.1393988352190044e-23,0.0,1.1595736719276498e-11,7.566994737054916e-10,9.807088525021199e-14,2.412079148967447e-28,2.36786844139868e-22,6.769962032560842e-15,0.0,1.7751645267433244e-36,5.616257873978382e-35,5.831140661669845e-18,0.0,1.4199986738819284e-25,1.956639487967796e-13,0.0,0.0,5.490408563985303e-15,0.0,3.742204001728136e-29,1.8295937402530248e-16,4.2497754700801635e-16,9.537343635565778e-19,0.0,1.2138164907107651e-21,7.490022662025136e-15,3.3005716488468345e-23,1.0761421700703615e-16,7.55287409894042e-15,2.7998133332287246e-28
0.012,0.013804521240003404,298.52466417914286,1.2549094067104865,0.6399242842830812,4.0076687212355476e-29,0.16566296649229204,0.19435769231369035,3.341739384961938e-05,7.975219056214036e-19,2.29903395016104e-24,1.6007036896797207e-13,1.6611198135914393e-06,3.325069609365227e-10,4.902623607621836e-10,1.7215539076486576e-06,1.5211372540753923e-06,1.2293762784237255e-23,2.6370246440085173e-10,2.038632806513009e-23,1.6329388855917056e-05,5.752765254149937e-21,3.177099877499083e-09,8.96525737108543e-14,1.7211221565078846e-28,4.741833393467112e-11,4.8470302476967295e-18,3.9188526743564014e-07,2.7435968601949717e-11,3.501682451217807e-17,4.999350467796522e-09,7.867682358879401e-10,1.7851544377061217e-13,2.527953177407512e-26,2.525555406521173e-22,7.595635459929534e-23,7.539843263058568e-24,3.624759058155485e-25,3.6866959657314204e-13,1.3879537625805387e-30,1.8193547543698416e-20,7.330152642576197e-11,4.232930691369822e-09,9.807248205030291e-14,5.211005798636322e-31,1.5957328255793105e-25,6.5184548887665126e-15,8.403182165142589e-35,5.25642150792404e-36,1.6659914187450292e-34,6.118875866727969e-18,2.669952702253724e-35,1.4618590670109208e-25,1.9556102411012783e-13,0.0,1.8649540552547352e-14,2.407974778351898e-14,1.2759010290990577e-32,1.3955499837472552e-28,6.048675563507286e-15,4.272545401179992e-16,2.6962555755608225e-18,0.0,6.579813363479787e-24,5.4908322049998265e-14,3.8740597014117673e-22,5.937913087764515e-16,9.380345181709187e-15,1.5128130592415675e-30
0.016,0.013872378209919075,299.9614258811792,1.2487709963864853,0.6399011719661181,3.65609432073375e-29,0.1656580804795866,0.1942446185408833,0.00011887787080847839,1.4350411628392329e-18,2.4412654301518985e-24,8.973226777481222e-14,2.7764227656021486e-06,1.216022593932964e-09,2.353914231415198e-09,6.2107690834003625e-06,6.878168401020783e-06,3.212605522793046e-23,1.194787762884026e-09,3.560622350689742e-23,5.876858485104138e-05,1.3065333364741869e-20,1.6928330896026528e-08,2.8512737151084036e-13,2.4336938978436857e-28,2.9078630073948607e-10,3.6408444387934046e-18,2.5331279082726234e-06,1.0002138149443913e-10,8.44677708789292e-17,2.8713785187287113e-08,4.37720208374089e-09,2.2857300943146747e-13,5.631926747780548e-25,5.360479525522951e-21,1.681886556745259e-21,1.6885054145356594e-22,1.692306043731362e-24,3.6859735317995157e-13,9.486712724538493e-31,2.984271027377907e-20,5.315694684089327e-10,2.835997341770708e-08,9.807304859600932e-14,8.265152442718745e-31,3.6145498599738704e-25,5.8199224176511395e-15,1.6258168376822501e-34,1.8875782866545064e-35,7.231832786511971e-34,7.336014908046768e-18,1.8592637728203222e-34,1.8918749467884374e-25,1.9518616634174438e-13,2.2049424419127318e-17,1.1770801419220964e-12,1.768213338012205e-13,4.416800296550059e-31,4.4398781395243086e-28,5.830931517461655e-14,4.386278164830784e-16,1.5496172887937287e-17,3.7538329987000816e-30,2.0869319255042062e-23,4.911780054050672e-13,3.82024205307101e-21,3.9168822914855926e-15,2.232895416881866e-14,4.733016743738712e-30
0.018000000000000002,0.01397679941520418,302.1748232150243,1.2394413803324187,0.6398763203852917,3.445055029118272e-29,0.16563946055429227,0.1940697560893105,0.0002484818497160828,1.898681337314628e-18,2.322662827281979e-24,5.2185815384416184e-14,3.6385165613551014e-06,2.643712381532415e-09,6.035178468543844e-09,1.3115378894616493e-05,1.6988839728833757e-05,4.8248522447288197e-23,2.9543266396094678e-09,5.375556312488714e-23,0.00012383822174009946,2.2918922998123112e-20,4.708837178299315e-08,5.640716240522373e-13,6.089223091249983e-28,8.999380628967192e-10,2.769854989042596e-18,8.147666263724943e-06,2.1271469766537837e-10,1.1560713153291655e-16,8.44564358902238e-08,1.2569346506971132e-08,3.635150231955886e-13,4.036630635207485e-24,3.5689701531278925e-20,1.165454803744563e-20,1.1903244567244886e-21,5.828854543896411e-24,3.6841463613930157e-13,3.963034766591259e-30,3.9479568287120715e-20,1.858983869431237e-09,9.376951051745781e-08,9.80644917759262e-14,1.3236282584481153e-30,6.322341788239354e-25,5.176099599281949e-15,2.769361981827692e-34,4.504810301161228e-35,2.2844364269514868e-33,9.668629598549068e-18,5.88983625579063e-34,3.0658579559883935e-25,1.9464541418049472e-13,1.0186165947800534e-16,5.021249750670738e-12,6.63458031308675e-13,1.8567949865441746e-30,7.4758092376383495e-28,2.3829267319430584e-13,4.678688573584071e-16,5.21269138861207e-17,2.3246000282915188e-29,3.539296867302032e-23,2.04090542789588e-12,1.8421828940522317e-20,1.2795444182507673e-14,5.899041808187022e-14,7.850944244960558e-30
0.02,0.014224004959211068,307.41506700759027,1.2179005568591008,0.6398409697342979,3.220190748362308e-29,0.1655663616689999,0.19365730466057923,0.0005492213369030158,2.7921669712080283e-18,2.3775611193657726e-24,2.102500975291237e-14,4.801896965521834e-06,6.21203048407543e-09,1.678303783288765e-08,2.937101434065109e-05,4.541234653300352e-05,5.784043753942127e-23,7.900971828936682e-09,6.973750829291177e-23,0.00027637501023211304,3.748064077244183e-20,1.4394689921203788e-07,1.2523163403663785e-12,2.456012754278134e-27,3.103595313211446e-09,1.8033176782241706e-18,2.9333454297127883e-05,4.801763060942637e-10,1.6233803087110587e-16,2.750029544206059e-07,3.9831893869550535e-08,8.610328898599428e-13,4.135661976243007e-23,3.0838678303020304e-19,1.0735870876373893e-19,1.1408469599511769e-20,3.229367709475169e-23,3.677667224965575e-13,1.832789500703406e-29,6.144116845133857e-20,7.34704054873426e-09,3.4822841216274997e-07,9.801414372960432e-14,2.5974310640021868e-30,1.0317801162293125e-24,4.1887344125322125e-15,7.692684732447202e-34,1.559975493595053e-34,1.3061591164145474e-32,1.8295210556259948e-17,2.5173477364463464e-33,7.66315095984826e-25,1.9315006549362503e-13,2.536233460119902e-16,2.3035922752911365e-11,2.8594741356413814e-12,1.1010908706366177e-29,9.561311401661197e-28,1.1113534518784667e-12,6.022823356099453e-16,2.0186577908629e-16,2.8228271847544555e-28,4.629802192504412e-23,9.778041033103428e-12,1.242978843274167e-19,4.687773507928416e-14,2.0919224289542493e-13,9.695961807074009e-30
0.020999999999999998,0.014472130972898728,312.67227195917815,1.1970195400867767,0.639827357102307,3.0853620658571657e-29,0.165460925984726,0.19324510050645596,0.0008454344264765166,4.5569487059663325e-18,3.43045523509662e-24,1.0468594096814965e-14,5.533495949525012e-06,1.0176121778416322e-08,2.9635507750367926e-08,4.563127840735794e-05,7.8618931594007e-05,5.663023358409994e-23,1.3672580111072907e-08,8.90209157217263e-23,0.00042809620139753823,5.580969383198117e-20,2.7136271182883916e-07,2.0358483009749324e-12,7.932917563076373e-27,6.332170059262798e-09,1.4489695354072302e-18,6.158983516832192e-05,7.495938275442778e-10,2.1056861889518003e-16,5.402561344559175e-07,7.687274209698135e-08,1.5997550442402612e-12,1.7818215085439646e-22,1.1264112129830193e-18,4.1367345436178425e-19,4.5678532421997834e-20,9.82947025012401e-23,3.668533776591799e-13,5.51463284357772e-29,1.0797476771531222e-19,1.64334564244662e-08,7.466504831113652e-07,9.792285722955326e-14,4.807593030800688e-30,1.5413895039780444e-24,3.629189154920053e-15,2.3628727183626726e-33,3.950097166772132e-34,5.022199312177992e-32,3.3950630982932237e-17,9.019967235127973e-33,1.5172702046394082e-24,1.9135855661566566e-13,4.121067949119533e-16,5.652734624744944e-11,6.8016412184543695e-12,4.320413278489112e-29,9.253149644358796e-28,2.7874864194247876e-12,8.633093736227967e-16,4.47224517619912e-16,1.791032733808857e-27,4.549238491399374e-23,2.5036047913148984e-11,4.443312746046708e-19,9.959430165004244e-14,4.566194268975876e-13,8.948493965028862e-30
0.022,0.014881967310589982,321.3497663366768,1.1640546710375221,0.6398352842023928,2.897463125607291e-29,0.1652361578475386,0.19257119984626525,0.0013234134390419949,9.875278027471671e-18,8.931165328437771e-24,4.120435354648945e-15,6.379149409308632e-06,1.731540997251847e-08,5.391765409766309e-08,7.228610975653531e-05,0.0001402580565987891,5.62576932784612e-23,2.4357430462296626e-08,1.4894456712513573e-22,0.000675120943787322,1.097609909312255e-19,5.321183312819733e-07,3.510479943162511e-12,3.980412749278971e-26,1.356531379872135e-08,1.4030585721928994e-18,0.0001362628409745397,1.1936991332776324e-09,3.1054984128420123e-16,1.109613335010985e-06,1.5477132808856606e-07,3.2688759921462818e-12,9.954397441618332e-22,4.8485072316951406e-18,1.9216035354915444e-18,2.2540575302586403e-19,3.4392525851566696e-22,3.648935499146777e-13,2.5266177167407963e-28,2.6804229117231134e-19,3.9037032425262974e-08,1.6914231664670912e-06,9.769371842047725e-14,1.3143459654115057e-29,3.0729984020499903e-24,3.136182414632362e-15,1.4196947491325598e-32,1.395654646853516e-33,3.1438954154964718e-31,9.011025997374332e-17,6.875987780147842e-32,3.4861006987022265e-24,1.8760824330895172e-13,7.418762495206056e-16,1.4868809975393548e-10,1.732243530711859e-11,2.5997679448975436e-28,7.541522841880392e-28,7.531997650613443e-12,1.6212688726059967e-15,1.0522166032084742e-15,2.0962883863166888e-26,3.735435093736982e-23,6.925783918940295e-11,2.07972813786408e-18,2.2329782345322373e-13,1.070099233942757e-12,6.599285858676189e-30
0.023,0.015547459585509018,335.42495061284217,1.1142285636930664,0.6398979538258652,2.608157888812156e-29,0.16477849800367803,0.19149412804821633,0.0020751675048102307,2.4946398177162878e-17,3.577977138729278e-23,1.224238416426324e-15,7.34288601612867e-06,3.037252901475383e-08,9.832988580823529e-08,0.00011507466885065088,0.00025194706117106326,1.0711738847422766e-22,4.362250394921563e-08,3.4002494552461617e-22,0.0010677451105617314,2.870184194593745e-19,1.0518878631639536e-06,6.3321395815625245e-12,2.7107618485875652e-25,2.9324562278583252e-08,2.055424949707402e-18,0.0003043103644416161,1.9105087707072377e-09,5.333325436463462e-16,2.2995806765580958e-06,3.1432828795162433e-07,6.950118385016972e-12,7.432932252559593e-21,2.4408225906566007e-17,1.0746653862844937e-17,1.3806803779122141e-18,1.3067776694191345e-21,3.608247125618051e-13,1.6560259746672353e-27,8.52798894980264e-19,9.364118067744488e-08,3.86885810089788e-06,9.715189085040981e-14,5.993926064032357e-29,8.311322476226999e-24,3.0314668821269186e-15,1.7023031080309095e-31,7.632021569749589e-33,3.57472035201382e-30,3.9410498045124685e-16,9.595181155877348e-31,9.054169526648914e-24,1.7986049000610382e-13,1.4795440099793946e-15,3.9468012770789507e-10,4.456791452552467e-11,2.1116373723739552e-27,4.938270495044301e-28,2.055506117168804e-11,3.762507404825147e-15,2.5013193667403265e-15,5.255524275736639e-25,2.3929829451444115e-23,1.9350030546630704e-10,1.2859444730614605e-17,5.054668797055689e-13,2.54805913624245e-12,3.715489966009111e-30
0.024,0.01660085179151599,357.6677954778461,1.0435261865592877,0.6400734734380278,2.1536684508735666e-29,0.16389311859630615,0.18982607515905214,0.003214981057690976,6.448116724787722e-17,1.6726531951230744e-22,3.3018983449234097e-16,8.419832858417713e-06,5.4615289226465534e-08,1.7584222525080486e-07,0.00018173977493336397,0.0004474485844313646,7.073873145997019e-22,7.706753321813103e-08,9.767781743600285e-22,0.0016707372207615593,8.952193031004347e-19,2.049431520442849e-06,1.1832502775205804e-11,2.209469401771315e-24,6.230592695631608e-08,4.043779552816102e-18,0.0006673556332255245,3.0332323903026116e-09,1.0363491252853067e-15,4.692897009997349e-06,6.289509538440314e-07,1.4821085269919625e-11,7.659186650483444e-20,1.4369413129205617e-16,7.278650689637852e-17,1.0631548726039562e-17,5.188103450069997e-21,3.527317074128729e-13,1.379582176740271e-26,3.1597573353782035e-18,2.2006509893321168e-07,8.684742719634423e-06,9.594521056270322e-14,5.126009607258089e-28,2.745126169164249e-23,4.119671127537276e-15,3.9079616621406496e-30,7.030984276999983e-32,8.105084007792713e-29,3.199980287845862e-15,1.89338102459456e-29,2.5899258227755549e-23,1.6477993546527112e-13,3.134082063896259e-15,1.0228428637863577e-09,1.1211077684198107e-10,2.4841934205505937e-26,3.2005968116716738e-28,5.473862251602501e-11,9.549129459042697e-15,5.829528437414354e-15,3.268770953193929e-23,1.531129888430315e-23,5.271301940395719e-10,1.0806374552629791e-16,1.1232664898474115e-12,5.962469110781903e-12,6.2132695244482855e-30
