Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41),O[C](F)F(237)
5.116458454908039e-06,0.13216686133936248,3.76,0.0,0.6838109817179026,0.9805992065677774,0.012879318279718542,0.000269861625066534,0.006400145659652102,0.011401833969491591,0.000294118948769959,8.021068532898855e-05,1.8209654611419386e-09,1.573819281959304e-11,5.441346949203018e-05,2.966090826499262e-05,1.6788300400360104e-05,0.004272398725863819,1.440730833341872e-06,0.0039077768397111,0.0127505352772495,6.218281676465429e-05,3.8462350575135645e-08,0.0007619764452218595,0.0013676069623345696,0.0007184813185332612,0.0007218008662893558,1.4162222440745085e-06,0.0003383338087103227,1.2524804242634146e-09,1.7097861695414743e-07,1.7884163270897506e-09,6.260487661361895e-05,4.205193814953882e-09
5.229202533211011e-06,0.1321725917649267,3.76,0.0,0.6830471801111601,0.9800141025345218,0.013304746777401065,0.0002711619265772051,0.0064395581450318274,0.011730635724439688,0.0002967964696589336,8.01841044611377e-05,1.8191992029495112e-09,1.5722912761957695e-11,5.461927904937158e-05,2.9625886720142623e-05,1.688107618958238e-05,0.004367296597866458,1.439528179711396e-06,0.004004498562737024,0.01320659490819756,6.255021189247776e-05,3.8674485113164236e-08,0.0007615217908869421,0.0014129019426917517,0.0007507178992206317,0.000769185447655495,1.4887812345467277e-06,0.0003534307009163358,1.259422510383499e-09,1.7860662490959956e-07,1.868019253947718e-09,6.360260721965308e-05,4.261432467702779e-09
5.341946611513982e-06,0.13217835420818885,3.76,0.0,0.6822817629440797,0.9794266250639037,0.01373191212269704,0.00027238185816660996,0.006476484509606636,0.012061837511209181,0.000299360653507315,8.015760776503884e-05,1.817430811538779e-09,1.5707614819039503e-11,5.481928426687056e-05,2.9591602037984707e-05,1.6967150212006555e-05,0.004462120374499886,1.4383653284504674e-06,0.0041012715240031535,0.01366517318113966,6.290291751807428e-05,3.887129534340927e-08,0.0007610652921520344,0.001457641249895207,0.0007832246090433671,0.0008181024750590619,1.562162516299448e-06,0.00036871008632607396,1.2658651821827761e-09,1.863206095829434e-07,1.948514733485753e-09,6.456211541692243e-05,4.315346004096257e-09
5.454690689816954e-06,0.1321841484457865,3.76,0.0,0.6815148761691935,0.9788369470194964,0.014160685005031775,0.0002735264836060843,0.006511070292303199,0.012395361692118979,0.00030181556831042767,8.013118840737268e-05,1.8156604625839601e-09,1.5692300474419068e-11,5.501380650219277e-05,2.955801035781667e-05,1.704691895106843e-05,0.004556870275373981,1.437239942979913e-06,0.004198084227135733,0.01412609539239616,6.324179277172718e-05,3.90536882146297e-08,0.0007606070833480226,0.0015017874350594718,0.000815975627980758,0.0008685322218896436,1.6362923383014402e-06,0.00038416245255997334,1.2718379872287315e-09,1.9411537494701364e-07,2.0298487347311785e-09,6.548452764271531e-05,4.367050956713709e-09
5.567434768119926e-06,0.13218997421431408,3.76,0.0,0.6807466564099206,0.9782452308733628,0.014590944247602837,0.0002746005800914997,0.006543454122996118,0.012731132268437965,0.00030416516370622085,8.010483988764345e-05,1.8138883201975814e-09,1.5676971113976186e-11,5.5203154490257894e-05,2.952506998333411e-05,1.7120759798813593e-05,0.0046515465148487195,1.4361498010318978e-06,0.004294925861292706,0.014589197215152068,6.356765717898824e-05,3.9222526957734086e-08,0.000760147290730711,0.001545307149867033,0.0008489464252436911,0.0009204537564005153,1.7111007729735128e-06,0.00039977864545959077,1.2773690497127692e-09,2.019859243191591e-07,2.1119693049514927e-09,6.637101356277176e-05,4.416661331722082e-09
5.680178846422897e-06,0.13219583121225253,3.76,0.0,0.6799772314924851,0.9776516292212829,0.015022576347877898,0.000275608650089185,0.006573767831121527,0.013069074951318848,0.00030641326908400574,8.007855602878649e-05,1.812114537671927e-09,1.5661628032094175e-11,5.5387624189349876e-05,2.9492741335545202e-05,1.7189031381614468e-05,0.004746149301812991,1.4350927920691318e-06,0.004391786268684662,0.01505432419368857,6.38812910882449e-05,3.93786318390728e-08,0.000759686032881196,0.0015881709356236249,0.0008821137348216968,0.0009738450780599545,1.78652169702023e-06,0.0004155498674850499,1.2824850947847982e-09,2.0992745938376966e-07,2.1948265586717257e-09,6.722277639909547e-05,4.4642881836471426e-09
5.792922924725869e-06,0.13220171910373665,3.76,0.0,0.6792067209563691,0.9770562852873399,0.015455475036525203,0.00027655493329401134,0.006602136587070104,0.013409117215851732,0.00030856359260517785,8.005233096681062e-05,1.8103392581648206e-09,1.56462724374675e-11,5.556749874014506e-05,2.9460986897113224e-05,1.725207397401766e-05,0.004840678839517986,1.4340669142817302e-06,0.0044886559125142415,0.015521331247001223,6.41834363204507e-05,3.9522781115705695e-08,0.00075922342109795,0.001630353010534553,0.000915455525549729,0.001028683246743086,1.8624927423844065e-06,0.0004314676743598645,1.2872114794541728e-09,2.1793537823777832e-07,2.2783726565947085e-09,6.804104414013951e-05,4.510039244982026e-09
5.9056670030288405e-06,0.1322076375212095,3.76,0.0,0.6784352365424486,0.9764593334158743,0.015889540855486602,0.0002774434187208532,0.006628679072133633,0.013751188339479367,0.00031061972105866453,8.002615914004997e-05,1.8085626153440234e-09,1.5630905458613874e-11,5.574304852597286e-05,2.942977114956606e-05,1.7310209986437152e-05,0.004935135325460816,1.4330702712403451e-06,0.00458552584548732,0.015990082183861973,6.447479701232084e-05,3.965571215530862e-08,0.0007587595597791071,0.0016718310567775021,0.0009489509664265274,0.0010849445045904554,1.9389552236537734e-06,0.00044752397013382247,1.291572228992198e-09,2.2600527255894336e-07,2.362561775530373e-09,6.88270616125711e-05,4.554018656035448e-09
6.018411081331812e-06,0.13221358606850014,3.76,0.0,0.6776628826588343,0.9758608995488569,0.016324680755187906,0.00027827785672489893,0.006653507669723932,0.014095219427324914,0.0003125851204035103,8.000003527810839e-05,1.8067847340042534e-09,1.5615528149106185e-11,5.591453131672611e-05,2.939906050594221e-05,1.7363744510352724e-05,0.005029518951310089,1.4321010683159355e-06,0.004682387679068126,0.016460449231436348,6.475604060625092e-05,3.977812268880194e-08,0.0007582945467934287,0.0017125860096708883,0.0009825803884427897,0.001142604390633303,2.0158540446147636e-06,0.0004637110009855836,1.2955900776131395e-09,2.3413292406697014e-07,2.4473500710229395e-09,6.958208334875791e-05,4.596326797007875e-09
6.131155159634784e-06,0.1322195643235894,3.76,0.0,0.6768897568242997,0.9752611016871577,0.016760807710991702,0.0002790617708175655,0.006676728672647798,0.014441143426261016,0.0003144631368910396,7.997395439040529e-05,1.805005730651668e-09,1.5600141492469655e-11,5.608219247988731e-05,2.936882323997835e-05,1.741296590700977e-05,0.00512382990286819,1.4311576089293306e-06,0.0047792335536116755,0.016932312579081826,6.502779895390724e-05,3.989067216404753e-08,0.0007578284738387308,0.0017526018505805562,0.0010163252438305835,0.0012016378482582921,2.0931375860559657e-06,0.0004800213479989944,1.2992865123953109e-09,2.42314300407717e-07,2.5326956340132147e-09,7.030736719982978e-05,4.637060131137205e-09
6.243899237937755e-06,0.13222557184136904,3.76,0.0,0.6761159500897078,0.9746600503348656,0.017197840358531273,0.00027979846922059385,0.006698442501930598,0.014788895129362621,0.00031625699867013124,7.994791175443623e-05,1.8032257140451581e-09,1.5584746406747063e-11,5.624626524544614e-05,2.9339029412734457e-05,1.7458146423139267e-05,0.005218068360065295,1.430238290691561e-06,0.004876056109459637,0.017405559938295328,6.529066950550322e-05,3.999398315544934e-08,0.0007573614267871491,0.0017918654048151292,0.0010501680635120034,0.0012620193256860394,2.1707575810139292e-06,0.0004964479191123756,1.3026818192150454e-09,2.505455505804675e-07,2.6185584428851057e-09,7.100416864211538e-05,4.6763111106351925e-09
6.356643316240727e-06,0.13223160815623025,3.76,0.0,0.6753415474379,0.9740578489261593,0.017635702647535608,0.00028049105614546833,0.006718743933941629,0.015138411171957597,0.0003179698178029682,7.99219029040056e-05,1.8014447856989586e-09,1.5569343748784835e-11,5.640697101586886e-05,2.930965079774903e-05,1.7499542828506072e-05,0.0053122344969808825,1.429341601465641e-06,0.004972848459053,0.01788008611938045,6.55452165634536e-05,4.008864282558195e-08,0.000756893486016877,0.0018303661453277329,0.0010840924133085107,0.0013237228696432873,2.2486689817304556e-06,0.0005129839403882574,1.3057951302992202e-09,2.5882299999239466e-07,2.70490031166027e-09,7.167373573289277e-05,4.714168177519513e-09
6.469387394543699e-06,0.13223767278454912,3.76,0.0,0.674566628162581,0.9734545942344301,0.01807432351368423,0.00028114244275332176,0.0067377223328561695,0.015489630020440128,0.0003196045926218356,7.989592361761169e-05,1.7996630403585095e-09,1.5553934318265748e-11,5.6564519712398946e-05,2.9280660805744248e-05,1.7537397068811914e-05,0.005406328481888675,1.4284661154038973e-06,0.005069604160102199,0.0183557926252217,6.57919725807444e-05,4.01752044255217e-08,0.0007564247267300645,0.0018680960029220138,0.0011180828494274436,0.0013867222124429545,2.3268298197131265e-06,0.0005296229467459851,1.3086444729201322e-09,2.6714314521572057e-07,2.7916848350844826e-09,7.23173046700682e-05,4.750715741533794e-09
6.58213147284667e-06,0.13224376522703618,3.76,0.0,0.6737912662267452,0.9728503767634284,0.018513636568029814,0.0002817553577483849,0.00675546188576539,0.015842491954940304,0.0003211642103620062,7.986996990699505e-05,1.7978805664512738e-09,1.5538518861498193e-11,5.671911014849901e-05,2.925203440941171e-05,1.7571936921156616e-05,0.005500350477321757,1.4276104890128069e-06,0.005166317189848892,0.01883258726246728,6.603143948652158e-05,4.025418879261007e-08,0.0007559552192567643,0.001905049183560794,0.0011521248736958785,0.0014509908527001124,2.405201060490785e-06,0.0005463587722903031,1.3112468182824295e-09,2.7550264852229393e-07,2.878877331548363e-09,7.293609591070473e-05,4.78603418748835e-09
6.694875551149642e-06,0.13224988497096424,3.76,0.0,0.6730155306013021,0.972245281120374,0.01895357980343463,0.00028233235757682415,0.006772041838007116,0.016196939046867444,0.00032265145001054047,7.9844038005842e-05,1.7960974465070955e-09,1.5523098074967915e-11,5.687093042293268e-05,2.9223748068767194e-05,1.7603376648599575e-05,0.005594300640154766,1.4267734572434671e-06,0.005262981920440945,0.019310383770255516,6.626409002330867e-05,4.0326085848790935e-08,0.0007554850293449016,0.001941221993252773,0.0011862048889606683,0.001516502129935386,2.4837464562612915e-06,0.0005631855403567094,1.313618130333836e-09,2.8389833226715136e-07,2.9664447844627806e-09,7.353131080354121e-05,4.820199984254755e-09
6.8076196294526135e-06,0.13225603149226212,3.76,0.0,0.6722394855846141,0.9716393863711461,0.01939409531740464,0.0002828758362221639,0.006787536726755409,0.01655291513219685,0.0003240689853198184,7.981812435870777e-05,1.794313757548036e-09,1.550767260864068e-11,5.702015832675673e-05,2.919577965768095e-05,1.763191765214104e-05,0.00568817912170016,1.425953829632623e-06,0.005359593095426883,0.01978910146642433,6.649036908297367e-05,4.0391356099998706e-08,0.0007550142184362642,0.001976612670819271,0.0012203101549909956,0.0015832292933311246,2.5624323987854115e-06,0.0005800976533751843,1.3157734143811365e-09,2.923271731781983e-07,3.054355782581352e-09,7.410412869317483e-05,4.853285744863743e-09
6.920363707755585e-06,0.13226220425748222,3.76,0.0,0.6714631911037175,0.9710327663778479,0.019835129050670145,0.0002833880345925392,0.006802016611343891,0.01691036578123676,0.0003254193879428038,7.979222561025462e-05,1.7925295714535997e-09,1.549224306904977e-11,5.716696175880597e-05,2.9168108392037688e-05,1.765774910935155e-05,0.0057819860678159744,1.425150486553396e-06,0.005456145807363376,0.02026866491097857,6.6710695031222e-05,4.045043209306786e-08,0.0007545428439288016,0.002011221228694125,0.0012544287451459423,0.0016511455649146857,2.6412277733163753e-06,0.0005970897826373282,1.317726764715489e-09,3.0078629659704355e-07,3.142580459972154e-09,7.465570445623519e-05,4.885360279202305e-09
7.033107786058557e-06,0.13226840272563903,3.76,0.0,0.6706867029979924,0.9704254901191128,0.020276630540858553,0.00028387104949009187,0.006815547299111047,0.017269238265511355,0.0003267051306531855,7.97663385948491e-05,1.7907449553048074e-09,1.5476810022210686e-11,5.7311499144799516e-05,2.9140714759746848e-05,1.7681048598265873e-05,0.005875721619022997,1.4243623755594069e-06,0.005552635476521428,0.020749003586483263,6.692546101239732e-05,4.0503719841193836e-08,0.0007540709594255762,0.0020450493018069576,0.0012885495040149007,0.0017202241974449345,2.7201038143397755e-06,0.0006141568580386126,1.3194914111295243e-09,3.0927297071126483e-07,3.231090435943004e-09,7.518716643226163e-05,4.916488768320472e-09
7.145851864361528e-06,0.13227462634992082,3.76,0.0,0.6699100732860541,0.9698176219935988,0.020718552690599773,0.0002843268421590497,0.006828190565757384,0.017629481522326296,0.000327928590617932,7.974046032651643e-05,1.788959971706234e-09,1.5461373996336487e-11,5.7453919856500113e-05,2.911358045280546e-05,1.770198270988542e-05,0.005969385910629544,1.4235885078139834e-06,0.005649057830671548,0.021230051594988142,6.713503622765795e-05,4.055160023567529e-08,0.0007535986149705789,0.00207810000453301,0.0013226620062015556,0.0017904385272775986,2.79903396449317e-06,0.0006312940578578269,1.3210797645817688e-09,3.177846008146757e-07,3.319858755117653e-09,7.569961471384234e-05,4.94673287450345e-09
7.2585959426645e-06,0.13228087457928198,3.76,0.0,0.6691333504166483,0.9692092221071479,0.021160851549402233,0.00028475724642288786,0.006840004369389942,0.017991046117521333,0.0003290920526938261,7.971458798925238e-05,1.7871746790856655e-09,1.5445935484359722e-11,5.7594364628085725e-05,2.908668830164424e-05,1.7720707639692753e-05,0.006062979072862096,1.422827954665869e-06,0.005745408885923531,0.021711747371043068,6.733976718084962e-05,4.059443039325889e-08,0.000753125857271851,0.0021103777956360714,0.0013567565163893074,0.0018617620224833235,2.8779937377792435e-06,0.0006484967986279451,1.3225034613052507e-09,3.2631872362552054e-07,3.4088598282804776e-09,7.619411976241649e-05,4.97615079899504e-09
7.371340020967472e-06,0.13228714685991838,3.76,0.0,0.668356579504315,0.9686003465441526,0.021603486108639467,0.00028516397641730243,0.006851043057615844,0.018353884206851072,0.0003301977127235153,7.968871892771508e-05,1.7853891319737001e-09,1.543049494631249e-11,5.7732965966915426e-05,2.906002221190364e-05,1.7737369756224204e-05,0.00615650123100028,1.4220798443550432e-06,0.005841684928592161,0.022194033410305444,6.753997888770831e-05,4.063254495110211e-08,0.0007526527299124134,0.0021418883510749445,0.0013908239507927425,0.0019341683264894286,2.9569605874806536e-06,0.00066576072514476,1.3237734051955778e-09,3.348730016872144e-07,3.498069374157534e-09,7.66717213181772e-05,5.004797492633672e-09
7.484084099270443e-06,0.13229344263662707,3.76,0.0,0.667579802550594,0.9679910476236979,0.022046418108995915,0.00028554863392110923,0.006861357567227208,0.018717949496370796,0.0003312476808107282,7.966285063831552e-05,1.7836033812657339e-09,1.5415052811542298e-11,5.7869848556172496e-05,2.9033567103701884e-05,1.7752106154274534e-05,0.0062499525055148995,1.4213433588133778e-06,0.00593788249805677,0.022676856013189042,6.773597604507129e-05,4.066625734707968e-08,0.0007521792735492958,0.002172638444491205,0.0014248558400681566,0.002007631297511431,3.0359137789189776e-06,0.0006830817006511916,1.3248998090474527e-09,3.4344521787284536e-07,3.5874643620598596e-09,7.713342757470125e-05,5.032724800471616e-09
7.596828177573415e-06,0.13229976135405788,3.76,0.0,0.6668030586515162,0.9673813741410912,0.02248961185973139,0.0002859127152989802,0.006870995616174974,0.01908319720214853,0.0003322439845579464,7.963698076070809e-05,1.7818174744670938e-09,1.5399609480762975e-11,5.8005129647778256e-05,2.9007308853447502e-05,1.7765045184579653e-05,0.006343333012207927,1.4206177306262135e-06,0.006033998370579205,0.023160165042981063,6.792804415760309e-05,4.069586102490445e-08,0.0007517055261011752,0.0022026358351563027,0.0014588442937298047,0.002082125044033406,3.114834267510682e-06,0.0007004557972276059,1.3258922340514281e-09,3.520332700106027e-07,3.67702295595783e-09,7.758021459104894e-05,5.059981494970946e-09
7.709572255876387e-06,0.13230610245786292,3.76,0.0,0.666026384192116,0.9667713715953935,0.02293303406913947,0.0002862576180709496,0.006880001887638489,0.019449584009580113,0.0003331885722524529,7.961110706967112e-05,1.7800314559216439e-09,1.538416532800171e-11,5.813891944463032e-05,2.8981234238234392e-05,1.7776306956097917e-05,0.006436642862353454,1.4199022401445718e-06,0.006130029544042875,0.023643913697837082,6.811645062040569e-05,4.0721630571436934e-08,0.0007512315229252602,0.002231889163130196,0.001492781966098028,0.0021576239565878376,3.1937045826310776e-06,0.0007178792864128169,1.3267596272375405e-09,3.6063516564364516e-07,3.7667244600959434e-09,7.801302591604115e-05,5.086613501811278e-09
7.822316334179358e-06,0.1323124653957444,3.76,0.0,0.6652498130286694,0.9661610824035677,0.023376653685596008,0.0002865846471162968,0.006888418206085327,0.019817068032546337,0.00033408331598912,7.9585227467372e-05,1.7782453670249916e-09,1.5368720702409492e-11,5.827132147092581e-05,2.8955330882809226e-05,1.778600382215629e-05,0.0065298821628388395,1.4191962126820933e-06,0.0062259732235754785,0.024128058296050806,6.830144575661849e-05,4.0743822849279974e-08,0.0007507572969836968,0.0022604078513650937,0.0015266620237894715,0.0022341027360766263,3.2725087172316345e-06,0.0007353486300759221,1.327510357705857e-09,3.692490169351825e-07,3.856549265806846e-09,7.84327724012756e-05,5.112664077265749e-09
7.93506041248233e-06,0.1323188496184085,3.76,0.0,0.6644733766593407,0.9655505461018677,0.02382044174861532,0.00028689502052810885,0.006896283705305692,0.020185608772616073,0.00033493001472073634,7.955933997601395e-05,1.776459246423704e-09,1.535327592991864e-11,5.840243292937245e-05,2.892958720907889e-05,1.7794240844219777e-05,0.006623051016305278,1.4184990158692614e-06,0.006321826808017464,0.024612558074001686,6.848326380953631e-05,4.0762678052146123e-08,0.0007502828789999849,0.002288202014473812,0.001560478114745687,0.002311536418865592,3.351232023019035e-06,0.0007528604715547628,1.3281522512085253e-09,3.7787303572684515e-07,3.94647880008692e-09,7.88403321812175e-05,5.138173795284864e-09
8.047804490785301e-06,0.13232525458043393,3.76,0.0,0.6636971043838961,0.9649397995350809,0.024264371249350672,0.00028718987513598975,0.006903634988473109,0.020555167078469674,0.0003357303972283609,7.953344273085797e-05,1.7746731302014496e-09,1.5337831314831194e-11,5.853234504513135e-05,2.890399238812631e-05,1.780111622591606e-05,0.006716149521287229,1.4178100571739106e-06,0.006417587877197055,0.025097374996184956,6.866212388912156e-05,4.077842067700435e-08,0.000749808297606127,0.002315282373872431,0.0015942243387838738,0.0023899003988752158,3.4298611114203363e-06,0.0007704116270726523,1.3286926225048758e-09,3.8650552875681977e-07,4.036495476080686e-09,7.923655080041529e-05,5.163180770321297e-09
8.160548569088273e-06,0.13233167974105303,3.76,0.0,0.6629210234531157,0.964328877034232,0.02470841699999848,0.0002874702717044326,0.006910506280333618,0.02092570510568742,0.0003364861250058896,7.950753397360829e-05,1.7728870520527032e-09,1.53223871413023e-11,5.866114339637928e-05,2.887853629468616e-05,1.780672173150609e-05,0.00680917777235016,1.4171287814860983e-06,0.006513254179973362,0.02558247357672406,6.88382308732579e-05,4.079126050870812e-08,0.0007493335794807307,0.002341660178999826,0.0016278952196433927,0.002469170446880298,3.5083837603285676e-06,0.0007879990774415034,1.3291383065399005e-09,3.9514489304252533e-07,4.126582644855708e-09,7.962224146956471e-05,5.187720877217431e-09
8.273292647391245e-06,0.1323381245648534,3.76,0.0,0.6621451592085111,0.9637178105833413,0.02515255551158856,0.0002877371998237729,0.006916929571682155,0.02129718627702384,0.0003371987950549513,7.94816120461474e-05,1.7711010434447915e-09,1.5306943674674214e-11,5.878890823073644e-05,2.8853209464009068e-05,1.781114308566002e-05,0.0069021358602262,1.4164546688416623e-06,0.006608823623010111,0.026067820711784952,6.901177626450625e-05,4.080139353307186e-08,0.0007488587494784758,0.0023673471343138154,0.0016614856784939313,0.002549322727221011,3.5867888262654093e-06,0.0008056199600566498,1.3294956882555117e-09,4.037896114296746e-07,4.216724549041047e-09,7.99981854337008e-05,5.211827676897021e-09
8.386036725694216e-06,0.13234458852241,3.76,0.0,0.6613695352129225,0.9631066299758212,0.025596764879665255,0.000287991582514653,0.006922934756320554,0.021669575243268752,0.00033786994258714915,7.945567538460975e-05,1.7693151337691164e-09,1.5291501162769376e-11,5.891571476769683e-05,2.8828003051038205e-05,1.7814460342507124e-05,0.006995023871947357,1.4157872323292708e-06,0.006704294260242085,0.02655338552233006,6.918293900330067e-05,4.0809002747337e-08,0.0007483838307517551,0.0023923553317664096,0.0016949910088648464,0.0026303338121174543,3.6650661619455507e-06,0.0008232715611861726,1.3297707301044282e-09,4.124382483087182e-07,4.3069062786093054e-09,8.036513243723256e-05,5.235532616117173e-09
8.498780803997188e-06,0.13235107109084437,3.76,0.0,0.6605941733725467,0.9624953629610665,0.0260410246773892,0.0002882342805520099,0.006928549760707392,0.02204283784477865,0.00033850104363149263,7.942972251378277e-05,1.7675293504823118e-09,1.5276059837110923e-11,5.9041633487600985e-05,2.8802908791824353e-05,1.7816748239886168e-05,0.007087841890976004,1.4151260160380847e-06,0.006799664282997787,0.027039139206652307,6.935188623862686e-05,4.0814259005133196e-08,0.0007479088448646297,0.0024166971884640683,0.0017284068529507361,0.0027121806937697567,3.7432065391566783e-06,0.000840951308555388,1.3299689984335933e-09,4.2108944549970896e-07,4.397113727868662e-09,8.072380127191295e-05,5.258865309659532e-09
8.61152488230016e-06,0.13235757175431748,3.76,0.0,0.6598190940509188,0.9618840353817809,0.02648531585561244,0.0002884660965222887,0.006933800666541581,0.02241694107374443,0.0003390935175464799,7.940375204182103e-05,1.7657437192379842e-09,1.5260619913989333e-11,5.9166730406674354e-05,2.8777918967097296e-05,1.7818076540340263e-05,0.007180589997332391,1.4144705931099306e-06,0.006894932010743752,0.02752505490215528,6.951877405743633e-05,4.081732180407799e-08,0.0007474338118993762,0.0024403853892231192,0.0017617291792450817,0.0027948407944157505,3.8212015765042495e-06,0.0008586567642253071,1.330095688913249e-09,4.2974191830407144e-07,4.487333554243694e-09,8.107488039511846e-05,5.28185339587664e-09
8.724268960603131e-06,0.13236409000446728,3.76,0.0,0.6590443161753406,0.9612726713025667,0.026929620649499997,0.0002886877786373936,0.006938711826541185,0.022791853037249572,0.0003396487294367147,7.937776265525955e-05,1.7639582640095954e-09,1.524518159551147e-11,5.92910673384626e-05,2.8753026367904497e-05,1.7818510341381186e-05,0.007273268267719034,1.4138205639977257e-06,0.006990095882415552,0.028011107555872456,6.968374817423176e-05,4.081833994374852e-08,0.0007469587505565277,0.0024634328337387306,0.0017949542614508235,0.0028782919745085713,3.899043671989558e-06,0.0008763856177623507,1.3301556496741119e-09,4.3839445172082323e-07,4.577553139387526e-09,8.141902860697866e-05,5.30452268660417e-09
8.837013038906103e-06,0.13237062534078792,3.76,0.0,0.6582698573362328,0.960661293130277,0.027373922491294153,0.00028890002431071097,0.006943305973675069,0.023167542921161056,0.0003401679924740778,7.935175311431358e-05,1.7621730072050794e-09,1.5229745070614406e-11,5.9414702142721634e-05,2.8728224263228027e-05,1.781811037093965e-05,0.007365876775641807,1.4131755547456231e-06,0.007085154448302175,0.028497273803222208,6.984694458228565e-05,4.0817452242323877e-08,0.0007464836782484934,0.0024858525880940203,0.0018280786586150372,0.002962512539166947,3.976725940359011e-06,0.00089413567969531,1.330153403298876e-09,4.470458968258391e-07,4.667760551324488e-09,8.175687577603009e-05,5.326897540117775e-09
8.949757117209074e-06,0.13237717727095288,3.76,0.0,0.6574957338798447,0.9600499217266026,0.027818205928841357,0.00028910348350406597,0.006947604324121459,0.02354398095488322,0.0003406525701250188,7.932572224845044e-05,1.760387969773809e-09,1.5214310515910873e-11,5.9537688961219356e-05,2.870350636949266e-05,1.78169332761513e-05,0.0074584155915276736,1.412535215321583e-06,0.007180106362453263,0.028983531854520683,7.0008490167977e-05,4.0814788221075444e-08,0.0007460086111868154,0.002507657840343416,0.0018610991964345437,0.003047481243041834,4.05424215460075e-06,0.0009119048752544742,1.3300931683580833e-09,4.556951673105889e-07,4.757944508152922e-09,8.208902360411262e-05,5.349000646361811e-09
9.062501195512046e-06,0.13238374531109592,3.76,0.0,0.656721960994751,0.9594385765133642,0.02826245654951918,0.0002892987618707667,0.006951626674238628,0.02392113837699759,0.0003411036782856888,7.929966895222102e-05,1.7586031713063636e-09,1.5198878096533104e-11,5.966007844072888e-05,2.867886682187763e-05,1.7815031882425148e-05,0.00755088478283894,1.4118992181846173e-06,0.007274950375578072,0.029469861388809557,7.016850328981473e-05,4.081046862156915e-08,0.000745533564464105,0.002528861859915743,0.0018940129496785925,0.0031331772937340714,4.131586691524375e-06,0.0009296912383868938,1.329978878740198e-09,4.6434123617585026e-07,4.848094344275097e-09,8.241604642213769e-05,5.370853088698226e-09
9.175245273815018e-06,0.13239032898604694,3.76,0.0,0.6559485527925293,0.9588272755709419,0.02870666090922177,0.00028948642370014847,0.00695539149181414,0.024298987401804892,0.0003415224873260084,7.927359218133808e-05,1.7568186301275724e-09,1.5183447966988317e-11,5.978191794500009e-05,2.8654300147343347e-05,1.781245543626209e-05,0.007643284414184065,1.4112672568686615e-06,0.007369685328406251,0.029956243454558742,7.03270943237202e-05,4.08046060046141e-08,0.0007450585521307061,0.002549477960593661,0.0019268172256747653,0.003219580353889233,4.208754481565037e-06,0.0009474929060410914,1.3298142017100233e-09,4.729831325778475e-07,4.9381999774384984e-09,8.273849200925894e-05,5.392474842920969e-09
9.28798935211799e-06,0.13239692782951967,3.76,0.0,0.6551755223829893,0.9582160357302477,0.029150806466084287,0.00028966699466633926,0.006958916001865074,0.02467750118677698,0.0003419101240454068,7.924749094898785e-05,1.7550343633833303e-09,1.5168020271822195e-11,5.9903251754988566e-05,2.8629801239285948e-05,1.780924984857691e-05,0.007735614547424938,1.4106390445458647e-06,0.0074643101454844735,0.03044266037682485,7.048436617612429e-05,4.079730535749012e-08,0.0007445835872658563,0.002569519466834372,0.001959509548805671,0.0033066705420877157,4.285740962069318e-06,0.0009653081127140301,1.32960255605189e-09,4.816199388221445e-07,5.028251876958167e-09,8.305688242881364e-05,5.413884504905065e-09
9.400733430420961e-06,0.1324035413842693,3.76,0.0,0.6544028819443051,0.9576048726586501,0.029594881518642323,0.0002898409644074815,0.006962216267271975,0.025056653800921654,0.0003422676735431685,7.922136432236242e-05,1.7532503871215624e-09,1.51525951462859e-11,6.002412125705078e-05,2.8605365333737293e-05,1.780545791063889e-05,0.007827875241780665,1.4100143128554005e-06,0.0075588238293821065,0.030929095670486646,7.064041476645835e-05,4.078866448315351e-08,0.0007441086820445498,0.0025889996832085998,0.0019920876459645965,0.003394428432640295,4.362542033850219e-06,0.0009831351852526212,1.3293471281987966e-09,4.902507874993504e-07,5.118241034711154e-09,8.337171487509093e-05,5.435099209375442e-09
9.513477508723933e-06,0.13241016920221546,3.76,0.0,0.6536306427883898,0.9569938009402201,0.030038875148139,0.0002900087889424575,0.006965307264501484,0.02543642019406067,0.0003425961810048032,7.919521141940194e-05,1.7514667163676887e-09,1.5137172717074712e-11,6.014456512183495e-05,2.8580987987029097e-05,1.7801119490488045e-05,0.007920066553927891,1.4093928107685185e-06,0.0076532254552791,0.03141553395918131,7.079532948054092e-05,4.0778774488474886e-08,0.0007436338478001861,0.002607931866747237,0.0020245494329189104,0.0034828350543918956,4.439154021420422e-06,0.0010009725379016932,1.3290508868213892e-09,4.988748587598624e-07,5.208158936739594e-09,8.368346252568891e-05,5.456135293852847e-09
