Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7)
4.071502468485711e-07,0.29281141392564686,3.76,0.0,0.5032408224853905,0.9999997682183911,7.098039846437707e-14,3.334169506979146e-13,1.9716333830988066e-07,3.741500627645611e-07,1.1344896542477336e-07,1.9392002404293746e-07,3.3555514273605224e-12,1.0777940153300627e-14,8.799693098223696e-08,4.364172408837745e-08,5.2532067450195006e-09,6.943414446361609e-08,2.283340623353571e-09,2.344761899093662e-08
4.146854032457007e-07,0.29281141438581876,3.76,0.0,0.5032408107782298,0.9999997622725609,7.707880648330173e-14,3.5481153300624414e-13,2.0300645883923511e-07,3.8264282146308817e-07,1.1559806138301637e-07,1.9598734371244658e-07,3.454219749979596e-12,1.0913969482217137e-14,9.038646602782307e-08,4.440390118141439e-08,5.4355957394685e-09,7.22862001442192e-08,2.324288852930744e-09,2.4592604116531633e-08
4.2222055964283034e-07,0.2928114148484299,3.76,0.0,0.503240798990754,0.9999997562835867,8.35642320028197e-14,3.7708644883470076e-13,2.0892686200866073e-07,3.9118518619909616e-07,1.1774929491125418e-07,1.9801669000055116e-07,3.5534864250979805e-12,1.1048303321376252e-14,9.278112485886371e-08,4.5155031241292055e-08,5.62101711955001e-09,7.518727546461825e-08,2.36465050671206e-09,2.5768298445592014e-08
4.372908724370896e-07,0.29281141578081366,3.76,0.0,0.5032407751774859,0.9999997441790256,9.775929810513532e-14,4.2433297664309985e-13,2.2099694586084339e-07,4.084158722900131e-07,1.2205819088059792e-07,2.0196423963946007e-07,3.753704582362951e-12,1.1311988575547164e-14,9.758278662821237e-08,4.662423244325454e-08,6.000899732361954e-09,8.113362574153566e-08,2.4436162923438763e-09,2.8212048484210282e-08
4.5085415395192296e-07,0.29281141662791005,3.76,0.0,0.503240753477523,0.9999997331443476,1.1201878605104549e-13,4.700023651400539e-13,2.321178230439107e-07,4.240859763132392e-07,1.2594354313819667e-07,2.0539402998901464e-07,3.9356756888393985e-12,1.154376061115836e-14,1.0191439422892985e-07,4.7909023990788646e-08,6.353014811782297e-09,8.664583246010763e-08,2.5126898062288093e-09,3.051696012282331e-08
4.644174354667563e-07,0.29281141748230594,3.76,0.0,0.5032407315277557,0.9999997219805493,1.2778403268647117e-13,5.187308992386126e-13,2.4347892302000863e-07,4.399057234708347e-07,1.2983586707105682e-07,2.0871125484477734e-07,4.119172864819043e-12,1.1770424591023005e-14,1.0625142402298431e-07,4.91586117442094e-08,6.714711802308651e-09,9.230580635011655e-08,2.579886761674622e-09,3.2922033967597694e-08
4.779807169815897e-07,0.2928114183437795,3.76,0.0,0.5032407093322049,0.9999997106914231,1.451537797986194e-13,5.705890660481975e-13,2.550763296761657e-07,4.5587101206128827e-07,1.337351682008257e-07,2.119196085878876e-07,4.304052627166411e-12,1.1992120466351117e-14,1.1059009479459128e-07,5.037338454682858e-08,7.085886354776436e-09,9.810946432376307e-08,2.6452257657016965e-09,3.542735122571485e-08
4.91543998496423e-07,0.2928114192121126,3.76,0.0,0.5032406868949304,0.999999699280653,1.642289549467738e-13,6.256433924512705e-13,2.6690609349639526e-07,4.719777858070155e-07,1.3764144612897579e-07,2.1502266434555173e-07,4.49017736863896e-12,1.2208978494351357e-14,1.1492683741537667e-07,5.15538029411495e-08,7.466428037537807e-09,1.0405277284224473e-07,2.708729550522344e-09,3.803290818997498e-08
5.051072800112564e-07,0.2928114200870909,3.76,0.0,0.5032406642200187,0.9999996877518169,1.85112544889839e-13,6.839564309569235e-13,2.789642439932645e-07,4.882220422225752e-07,1.415546948715885e-07,2.1802387797342736e-07,4.677415147584621e-12,1.2421124291779863e-14,1.1925828572808175e-07,5.2700387477472164e-08,7.856221072425802e-09,1.1013175562497216e-07,2.7704243145404184e-09,4.073862103825583e-08
5.186705615260898e-07,0.2928114209685039,3.76,0.0,0.50324064131157,0.9999996761083887,2.0790946877076513e-13,7.455867578302387e-13,2.9124680060353533e-07,5.04599839611518e-07,1.454749031795247e-07,2.2092659190546875e-07,4.86563948284253e-12,1.2628687052477664e-14,1.2358126778681586e-07,5.3813708446439674e-08,8.255145025837747e-09,1.1634250006737402e-07,2.8303391433083695e-09,4.354433042354257e-08
5.322338430409231e-07,0.29281142185614556,3.76,0.0,0.5032406181736909,0.9999996643537414,2.3272645141064726e-13,8.105889821860566e-13,3.0374978224116553e-07,5.211073028733614e-07,1.494020548448498e-07,2.2373403887836762e-07,5.054729167748841e-12,1.2831786875016307e-14,1.2789279743344754e-07,5.489437685692611e-08,8.663075455571708e-09,1.2268116253876678e-07,2.8885055004202923e-09,4.644980586695059e-08
5.457971245557565e-07,0.2928114227498147,3.76,0.0,0.503240594810482,0.9999996524911509,2.596718970081542e-13,8.790137655150689e-13,3.1646921560965116e-07,5.377406282191846e-07,1.533361289936771e-07,2.264493455314354e-07,5.244568082174177e-12,1.3030536605051782e-14,1.3219006620676053e-07,5.594303656519115e-08,9.079884512270997e-09,1.2914397265350287e-07,2.94495678306642e-09,4.9454749956091216e-08
5.593604060705899e-07,0.29281142364931406,3.76,0.0,0.5032405712260324,0.9999996405237962,2.888557636005376e-13,9.50907850482454e-13,3.2940114245660633e-07,5.544960869677506e-07,1.5727710036620792e-07,2.2907553588823802e-07,5.435045004247517e-12,1.3225054834450996e-14,1.3647043556612788e-07,5.696035738654681e-08,9.505441495662379e-09,1.3572723667784412e-07,2.999727932781404e-09,5.255880235994164e-08
5.729236875854232e-07,0.29281142455445197,3.76,0.0,0.5032405474244117,0.9999996284547653,3.203894385921762e-13,1.0263140981266514e-12,3.4254162590380804e-07,5.71370028548549e-07,1.612249395845002e-07,2.3161553472412117e-07,5.626053443695776e-12,1.3415452756129111e-14,1.4073142941744366e-07,5.794702906596104e-08,9.93961336635175e-09,1.4242734019201154e-07,3.052855094452659e-09,5.576154366782719e-08
5.864869691002566e-07,0.2928114254650411,3.76,0.0,0.5032405234096653,0.9999996162870545,3.54385615608579e-13,1.1052715326394622e-12,3.5588675596200293e-07,5.883588828155622e-07,1.6517961340848537e-07,2.340721708237515e-07,5.81749147492571e-12,1.3601831331303138e-14,1.4497072692919114e-07,5.8903756005381304e-08,1.0382265215157928e-08,1.492407501054889e-07,3.1043753178545195e-09,5.9062499059978125e-08
6.0005025061509e-07,0.292811426380899,3.76,0.0,0.5032404991858074,0.9999996040235735,3.9095817289280044e-13,1.1878153930707963e-12,3.694326543108331e-07,6.054591617485963e-07,1.6914108498063392e-07,2.3644818013175978e-07,6.009261563573493e-12,1.3784299054156151e-14,1.4918615562944467e-07,5.983125267210134e-08,1.0833260692174561e-08,1.5616401609816754e-07,3.1543262974625175e-09,6.2461141815377e-08
6.136135321299233e-07,0.2928114273018485,3.76,0.0,0.5032404747568184,0.9999995916671454,4.302220534461272e-13,1.2739771913079855e-12,3.831754784218509e-07,6.226674606162714e-07,1.731093140596897e-07,2.3874620879980313e-07,6.201270416299152e-12,1.3962959872857699e-14,1.5337568477403888e-07,6.073023961488588e-08,1.129246239774396e-08,1.6319377155732043e-07,3.2027461464345806e-09,6.59568966629442e-08
6.271768136447567e-07,0.2928114282277169,3.76,0.0,0.5032404501266393,0.9999995792205112,4.722931471049667e-13,1.3637847756927805e-12,3.9711142510064024e-07,6.399804586726042e-07,1.7708425724390547e-07,2.409688161334548e-07,6.393428834251987e-12,1.4137903916617176e-14,1.5753741897588545e-07,6.16014400165062e-08,1.1759732237420623e-08,1.7032673407833067e-07,3.2496732007564002e-09,6.954914298223125e-08
6.4074009515959e-07,0.29281142915833647,3.76,0.0,0.5032404252991695,0.9999995666863308,5.172881747297414e-13,1.4572623996585151e-12,4.112367335186221e-07,6.573949194537257e-07,1.8106586818421208e-07,2.431184774423884e-07,6.585651553022613e-12,1.4309229649845294e-14,1.6166959208530743e-07,6.244557671638276e-08,1.2234931743115026e-08,1.7755970559200136e-07,3.295145849830839e-09,7.323721785984101e-08
6.543033766744234e-07,0.2928114300935447,3.76,0.0,0.5032404002782633,0.9999995540671863,5.653245746593547e-13,1.5544307948220109e-12,4.2554768779419225e-07,6.749076907308897e-07,1.8505409778772809e-07,2.451975867970992e-07,6.777857105864095e-12,1.4477035223614885e-14,1.6577056131195845e-07,6.326336964712219e-08,1.2717922362731874e-08,1.848895721714412e-07,3.3392023903551453e-09,7.702041900738538e-08
6.678666581892568e-07,0.2928114310331833,3.76,0.0,0.5032403750677281,0.9999995413655826,6.165203915634652e-13,1.6553072480151621e-12,4.400406191732557e-07,6.925157041667404e-07,1.890488944119872e-07,2.472084596952001e-07,6.969967696859347e-12,1.464140118233609e-14,1.698388015794782e-07,6.40555336375856e-08,1.3208565720637221e-08,1.9231330356284243e-07,3.381880900828225e-09,8.08980075464051e-08
6.814299397040901e-07,0.2928114319770993,3.76,0.0,0.5032403496713213,0.9999995285839515,6.709941678083299e-13,1.7599056817793076e-12,4.547119078531703e-07,7.102159747159062e-07,1.9305020405024552e-07,2.4915333564019577e-07,7.16190905346042e-12,1.480241574406384e-14,1.7387290010442685e-07,6.482277654083877e-08,1.3706723851178184e-08,1.998279524788769e-07,3.42321913435132e-09,8.486921066542444e-08
6.949932212189235e-07,0.29281143292514367,3.76,0.0,0.5032403240927499,0.9999995157246521,7.288648374388847e-13,1.8682367378719e-12,4.695579844905329e-07,7.280055998073799e-07,1.970579705082207e-07,2.510343806355909e-07,7.353610299915793e-12,1.496017248955897e-14,1.7787155119126404e-07,6.556579764883924e-08,1.4212259407338973e-08,2.0743065369002823e-07,3.4632544275790385e-09,8.893322415419631e-08
7.085565027337569e-07,0.29281143387717257,3.76,0.0,0.5032402983356682,0.9999995027899743,7.902516228671776e-13,1.98030786336038e-12,4.84575331429696e-07,7.45881758342615e-07,2.010721355726073e-07,2.5285368959712814e-07,7.54500384937786e-12,1.5114743923877793e-14,1.8183355123530104e-07,6.628528635908305e-08,1.4725035846508099e-08,2.1511862294583935e-07,3.5020236238684134e-09,9.308921482006903e-08
7.221197842485902e-07,0.2928114348330465,3.76,0.0,0.5032402724036763,0.9999994897821399,8.552739343440952e-13,2.0961233989065106e-12,4.997604836846785e-07,7.638417095391432e-07,2.0509263917169991e-07,2.54613288685866e-07,7.736025269019802e-12,1.52662075668274e-14,1.8575779392580064e-07,6.698192106239511e-08,1.5244917595250417e-08,2.2288915575415148e-07,3.539563008897613e-09,9.73363227912268e-08
7.356830657634236e-07,0.2928114357926302,3.76,0.0,0.5032402463003207,0.9999994767033046,9.240512722783777e-13,2.2156846688739206e-12,5.151100297029077e-07,7.818827916454103e-07,2.091194195284416e-07,2.5631513756469786e-07,7.926613160352702e-12,1.5414653294104324e-14,1.8964326564179423e-07,6.765636822510138e-08,1.5771770194885734e-08,2.3073962604252344e-07,3.5759082572497283e-09,1.0167366371134758e-07
7.492463472782569e-07,0.2928114367557927,3.76,0.0,0.503240220029092,0.9999994635555601,9.967031324552128e-13,2.338990072918863e-12,5.306206119357671e-07,8.000024205491338e-07,2.1315241330620052e-07,2.5796113158081434e-07,8.116709069130436e-12,1.5560147476164625e-14,1.9348904103346395e-07,6.830928164209965e-08,1.63054604295594e-08,2.386674847228225e-07,3.611094388642135e-09,1.0610033083003306e-07
7.628096287930903e-07,0.2928114377224073,3.76,0.0,0.5032401935934249,0.9999994503409366,1.07334891419636e-12,2.4660351787478414e-12,5.462889272382889e-07,8.181980882988817e-07,2.1719155574756844e-07,2.5955310387653436e-07,8.30625736387078e-12,1.5702756360867212e-14,1.972942787821392e-07,6.894130183984631e-08,1.6845856438363616e-08,2.4667025817750286e-07,3.645155732625305e-09,1.1061539699320469e-07
7.763729103079237e-07,0.2928114386923517,3.76,0.0,0.5032401669966986,0.999999437061403,1.154107831494334e-12,2.596812815747498e-12,5.621117271180594e-07,8.364673615563408e-07,2.2123678080646307e-07,2.610928274308543e-07,8.495205119820576e-12,1.5842566474961524e-14,2.0105821753224733e-07,6.955305561051724e-08,1.7392827812950082e-08,2.547455466839896e-07,3.6781259006966225e-09,1.1521791653751711e-07
7.89936191822757e-07,0.2928114396655069,3.76,0.0,0.5032401402422358,0.9999994237188703,1.2390988271442228e-12,2.7313131692132276e-12,5.780858178512752e-07,8.548078799946294e-07,2.2528802127380705e-07,2.6258201703399416e-07,8.683502044885374e-12,1.5979640344028505e-14,2.047801719887905e-07,7.014515566067322e-08,1.794624568196932e-08,2.6289102279158373e-07,3.7100377648910595e-09,1.1990692709269388e-07
8.170627548524238e-07,0.29281144162099576,3.76,0.0,0.5032400862731092,0.9999993968521682,1.4222509822095205e-12,3.011430114887308e-12,6.104753704631097e-07,8.916935662113345e-07,2.3340827447898084e-07,2.6541537384258364e-07,9.05795475544832e-12,1.6245830416240712e-14,2.1209574522120728e-07,7.127277378874599e-08,1.9071913500388524e-08,2.793835793371961e-07,3.770814294973499e-09,1.2954049820747525e-07
8.414766615791238e-07,0.29281144339080617,3.76,0.0,0.5032400371936155,0.9999993724747094,1.6027464497874259e-12,3.2761178052161064e-12,6.401124622521903e-07,9.251120997921291e-07,2.407363811032946e-07,2.6780864639236607e-07,9.392282070375706e-12,1.6476685608302385e-14,2.185307282862624e-07,7.222626557374202e-08,2.0105802513165896e-08,2.944449935089235e-07,3.822207950582604e-09,1.384965736447096e-07
8.658905683058238e-07,0.2928114451693481,3.76,0.0,0.503239987652158,0.9999993479203508,1.7987828199479017e-12,3.5526036071651444e-12,6.701925606244071e-07,9.587279209965852e-07,2.480828912789721e-07,2.70062393132289e-07,9.723828319587195e-12,1.6699658873583023e-14,2.248221212121866e-07,7.312494618294439e-08,2.1158650795038695e-08,3.0970074504854195e-07,3.870648943710657e-09,1.4771732194284746e-07
8.903044750325238e-07,0.29281144695606115,3.76,0.0,0.5032399376660928,0.9999993231983345,2.0110337458544162e-12,3.840747111984786e-12,7.006989989889252e-07,9.925296835471374e-07,2.554473854241765e-07,2.7218474829099844e-07,1.0052382872361399e-11,1.6915073801015055e-14,2.3096821856843926e-07,7.397186394527943e-08,2.2229769636770803e-08,3.2513965158772346e-07,3.91630116253404e-09,1.5719673346314516e-07
9.147183817592239e-07,0.2928114487504187,3.76,0.0,0.5032398872522024,0.9999992983174134,2.2401642295825592e-12,4.140387628834364e-12,7.316156635706755e-07,1.026506673153054e-06,2.6282943981647513e-07,2.7418337181090893e-07,1.0377755686029169e-11,1.7123256176299956e-14,2.3696785304020225e-07,7.476991745566519e-08,2.3318489831794237e-08,3.407511547586276e-07,3.959320509717955e-09,1.669287388975438e-07
9.391322884859239e-07,0.2928114505519262,3.76,0.0,0.5032398364267072,0.9999992732858762,2.4868295044977464e-12,4.451345890155511e-12,7.629269833306939e-07,1.0606487762810353e-06,2.7022862808278064e-07,2.760654770374873e-07,1.0699775928242886e-11,1.7324516791334688e-14,2.428203448772277e-07,7.55218589511183e-08,2.4424161896017848e-08,3.5652528912987375e-07,3.999855067763383e-09,1.7690723064034298e-07
9.63546195212624e-07,0.29281145236011935,3.76,0.0,0.5032397852052767,0.9999992481115731,2.7516740159412212e-12,4.773425714642562e-12,7.9461791876965e-07,1.094946449704762e-06,2.7764452254643624e-07,2.7783785677326004e-07,1.1018290690008682e-11,1.7519126503932342e-14,2.4852545516875897e-07,7.623029849630001e-08,2.5546156135555665e-08,3.7245265196827005e-07,4.0380453111552385e-09,1.8712608211185958e-07
9.87960101939324e-07,0.29281145417456245,3.76,0.0,0.5032397336030406,0.999999222801938,3.035330495207747e-12,5.106415622590347e-12,8.266739498752536e-07,1.129390690932003e-06,2.8507669544473035e-07,2.795069078232862e-07,1.1333163734687495e-11,1.7707364419688563e-14,2.5408334261408307e-07,7.689770876519799e-08,2.6683862590671175e-08,3.8852437391283165e-07,4.074024353243818e-09,1.9757916522447005e-07
9.999999999999997e-07,0.2928114559948467,3.76,0.0,0.503239708019301,0.9999992102726475,3.182334255260266e-12,5.2745805127072134e-12,8.42612732068522e-07,1.1464284688995594e-06,2.8874778905375437e-07,2.802938260226546e-07,1.1487067383742065e-11,1.7797934019020266e-14,2.567701963833645e-07,7.721246199440374e-08,2.7250534451122688e-08,3.9650083420338557e-07,4.090992389588426e-09,2.028185481087474e-07
1.0123740086660241e-06,0.2928114559948467,3.76,0.0,0.5032396816346031,0.9999991973640122,3.3384191262730315e-12,5.4500903989242444e-12,8.590810633914568e-07,1.1639730096229985e-06,2.925247200225291e-07,2.8107865407571465e-07,1.1644274359920849e-11,1.788950561848874e-14,2.594945236579445e-07,7.752643027005565e-08,2.783669087326385e-08,4.0473209066641626e-07,4.107918219470188e-09,2.0826036607256064e-07
1.0367879153927241e-06,0.2928114578205888,3.76,0.0,0.5032396293140544,0.9999991718044641,3.6615468006939654e-12,5.8042125999795e-12,8.91825739672917e-07,1.1986854001125447e-06,2.9998817151445495e-07,2.825587682343484e-07,1.195151634875622e-11,1.80657778511435e-14,2.647598356833352e-07,7.81186768204625e-08,2.9004069924988058e-08,4.2106791580513473e-07,4.139846134662601e-09,2.1916359902451916e-07
1.0612018221194242e-06,0.29281145965142935,3.76,0.0,0.5032395766549865,0.9999991461296089,4.005306457324138e-12,6.1685340005206884e-12,9.248949393027092e-07,1.2335203151005666e-06,3.0746662802483557e-07,2.839525922875868e-07,1.2254796927885664e-11,1.8236417810322773e-14,2.6988040303578715e-07,7.867654107139181e-08,3.018544771502203e-08,4.375244147623291e-07,4.169920816416103e-09,2.302828193490006e-07
1.0856157288461242e-06,0.2928114614870314,3.76,0.0,0.5032395236705048,0.9999991203454291,4.370276503052273e-12,6.542796978719071e-12,9.58276089587994e-07,1.2684706405195546e-06,3.149596713137898e-07,2.852651567922876e-07,1.2554035820843048e-11,1.840167198082049e-14,2.7485760567242775e-07,7.920200007801422e-08,3.138029089106061e-08,4.5409457999081795e-07,4.198248769876072e-09,2.416120344953712e-07
1.1100296355728242e-06,0.2928114633270792,3.76,0.0,0.5032394703732445,0.9999990944575909,4.757020311252275e-12,6.926735837470487e-12,9.919570710040156e-07,1.303529671563976e-06,3.2246688749601634e-07,2.8650119903367675e-07,1.2849164398938104e-11,1.8561731873727776e-14,2.796930502740232e-07,7.969692081355634e-08,3.258808439234834e-08,4.7077180728601604e-07,4.224930581420527e-09,2.531453141224204e-07
1.1344435422995243e-06,0.29281146517127693,3.76,0.0,0.503239416775382,0.9999990684714611,5.166085794349937e-12,7.320078061135476e-12,1.0259262036559869e-06,1.3386910898654726e-06,3.2998786765884255e-07,2.876651801235994e-07,1.3140124813039398e-11,1.8716794849037557e-14,2.843885436570466e-07,8.01630656065298e-08,3.380833103304294e-08,4.875498732512391e-07,4.250061208743022e-09,2.648767989693817e-07
1.1588574490262243e-06,0.2928114670193474,3.76,0.0,0.5032393628886516,0.9999990423921237,5.5980050467914874e-12,7.722545507155716e-12,1.0601722338294422e-06,1.3739489417995685e-06,3.37522208406024e-07,2.887613010993674e-07,1.342686920074513e-11,1.8867085731490936e-14,2.889460683241242e-07,8.060209745201665e-08,3.5040551064016317e-08,5.044229138883175e-07,4.27373026473748e-09,2.768007086622316e-07
1.1832713557529243e-06,0.29281146887103127,3.76,0.0,0.5032393087243564,0.999999016224395,6.053294054575426e-12,8.133855532457764e-12,1.094684320689241e-06,1.4092976179013692e-06,3.4506951233355886e-07,2.89793518084286e-07,1.3709359008494778e-11,1.9012767122263216e-14,2.9336775999569513e-07,8.101558516057567e-08,3.628428172023795e-08,5.213854042889094e-07,4.296022293087256e-09,2.8891134854512285e-07
1.2076852624796244e-06,0.2928114707260853,3.76,0.0,0.5032392542933837,0.9999989899728376,6.532452467570526e-12,8.553722054945292e-12,1.129452023168639e-06,1.4447318333559623e-06,3.526293884431765e-07,2.907655565656727e-07,1.3987564271169488e-11,1.9153998508341834e-14,2.976558869802488e-07,8.140500832433695e-08,3.7539076759088673e-08,5.384321393910266e-07,4.317017034370905e-09,3.0120311561801006e-07
1.2320991692063244e-06,0.29281147258428225,3.76,0.0,0.503239199606218,0.9999989636417745,7.035963430921026e-12,8.98185655076524e-12,1.1644652870757449e-06,1.4802466095218462e-06,3.6020145249857903e-07,2.916809248412484e-07,1.4261462938968662e-11,1.929098840840838e-14,3.01812831254386e-07,8.177176209166887e-08,3.8804505993468433e-08,5.555582157585775e-07,4.336789682153624e-09,3.1367050365332885e-07
1.2565130759330244e-06,0.29281147444540906,3.76,0.0,0.5032391446729542,0.9999989372353005,7.564293471909292e-12,9.417968988329606e-12,1.199714432438838e-06,1.5158372564448846e-06,3.677853273291193e-07,2.925429266813713e-07,1.4531040344846662e-11,1.9423878215437418e-14,3.0584107113353777e-07,8.211716174582544e-08,4.0080154822789576e-08,5.727590143411134e-07,4.355411128761956e-09,3.263081075588127e-07
1.2809269826597245e-06,0.2928114763092664,3.76,0.0,0.5032390895033095,0.9999989107572969,8.117892438689407e-12,9.861768700324363e-12,1.2351901411101018e-06,1.5514993563217115e-06,3.7538064308533303e-07,2.933546732525557e-07,1.4796288612944035e-11,1.955278969027274e-14,3.097431654199676e-07,8.244244708333847e-08,4.136562376461416e-08,5.900301841724437e-07,4.372948200472963e-09,3.3911062704982435e-07
1.3053408893864245e-06,0.292811478175668,3.76,0.0,0.5032390341066372,0.9999988842114396,8.697193487362871e-12,1.0312965195144518e-11,1.2708834446442478e-06,1.5872287478717737e-06,3.829870374504949e-07,2.9411909434567196e-07,1.5057206075439644e-11,1.9677918677244263e-14,3.135217389208277e-07,8.274878658979489e-08,4.2660527989340907e-08,6.073676269671289e-07,4.389463881945238e-09,3.52072869690918e-07
1.3297547961131245e-06,0.29281148004443935,3.76,0.0,0.5032389784919385,0.9999988576012132,9.302613113952163e-12,1.0771268909379077e-11,1.3067857124636474e-06,1.6230215115761312e-06,3.9060415581205933e-07,2.948389489497194e-07,1.5313796862592083e-11,1.9799393933950276e-14,3.171794692362234e-07,8.303728141408933e-08,4.396449685985595e-08,6.247674825729881e-07,4.405017529910546e-09,3.6518975336204126e-07
1.3541687028398245e-06,0.29281148191541734,3.76,0.0,0.5032389226678753,0.9999988309299198,9.934551227934298e-12,1.1236391903120474e-11,1.3428886403169644e-06,1.6588739557405238e-06,3.982316513965405e-07,2.9551683520935875e-07,1.5566070427774147e-11,1.9917298735007478e-14,3.2071907472446644e-07,8.330896914509448e-08,4.527717347757084e-08,6.422261152373337e-07,4.419665076323866e-09,3.7845630820029345e-07
1.3785826095665246e-06,0.2928114837884493,3.76,0.0,0.5032388666427795,0.9999988042006882,1.0593391264108472e-11,1.1708048499993123e-11,1.3791842390354042e-06,1.6947826033409817e-06,4.058691853711035e-07,2.9615519980197485e-07,1.581404102791332e-11,2.0031817675967515e-14,3.241433035585801e-07,8.35648273964314e-08,4.6598214235925344e-08,6.597401006454938e-07,4.433459221258561e-09,3.918676780641535e-07
1.4029965162932246e-06,0.2928114856633929,3.76,0.0,0.5032388104246671,0.9999987774164838,1.1279500329683495e-11,1.2185955873889947e-11,1.4156648235891532e-06,1.7307441796119109e-06,4.135164269149028e-07,2.967563467679934e-07,1.6057727414128417e-11,2.0143076636428348e-14,3.274549237939398e-07,8.380577720555604e-08,4.792728838222523e-08,6.773062136918627e-07,4.446449615855545e-09,4.054191215637069e-07
1.4274104230199246e-06,0.2928114875401146,3.76,0.0,0.5032387540212484,0.9999987505801178,1.1993229383583646e-11,1.2669834584477447e-11,1.4523230024453416e-06,1.7667556003382053e-06,4.211730532629907e-07,2.973224458263393e-07,1.6297152467526242e-11,2.0251119328840795e-14,3.306567143716725e-07,8.403268625322031e-08,4.926407758853014e-08,6.949214169453539e-07,4.4586830356493175e-09,4.191060126973629e-07
1.4518243297466247e-06,0.2928114894184898,3.76,0.0,0.5032386974399373,0.9999987236942537,1.2734913445089302e-11,1.315940906358144e-11,1.4891516672273688e-06,1.802813960814245e-06,4.2883874972541853e-07,2.9785554020511693e-07,1.6532342720783302e-11,2.035611772301979e-14,3.3375145698752207e-07,8.424637190998051e-08,5.0608275532146276e-08,7.125828497724647e-07,4.4702035446213756e-09,4.3292384113261095e-07
1.4762382364733247e-06,0.29281149129840217,3.76,0.0,0.5032386406878646,0.9999986967614176,1.3504871829051788e-11,1.36544080546022e-11,1.5261439826739616e-06,1.8389165254338592e-06,4.3651320968394377e-07,2.9835755401580807e-07,1.676332812652736e-11,2.045820593442639e-14,3.367419287610433e-07,8.444760411724201e-08,5.195958748611764e-08,7.302878180824188e-07,4.481052650361613e-09,4.468682121654911e-07
1.5006521432000247e-06,0.29281149317974287,3.76,0.0,0.5032385837718852,0.9999986697840035,1.4303408405047057e-11,1.4154565007125955e-11,1.5632933768951813e-06,1.8750607178767735e-06,4.441961345685795e-07,2.988302991975868e-07,1.6990141803871944e-11,2.055738756079193e-14,3.396308956441313e-07,8.46371081101509e-08,5.331772991997788e-08,7.480337846602896e-07,4.4912694507355226e-09,4.609348463907584e-07
1.5250660499267248e-06,0.2928114950624103,3.76,0.0,0.5032385266985899,0.9999986427642806,1.513081187795805e-11,1.4659618428900382e-11,1.6005935319218729e-06,1.9112441118586666e-06,4.5188723381604025e-07,2.99275482056788e-07,1.7212819583258156e-11,2.0653817066841093e-14,3.4242110651214604e-07,8.481556698964676e-08,5.468243011093059e-08,7.65818360055642e-07,4.5008907724529616e-09,4.751195791122656e-07
1.5494799566534248e-06,0.29281149694630965,3.76,0.0,0.5032384694743148,0.9999986157044014,1.5987356087599635e-11,1.5169312197335158e-11,1.6380383745444888e-06,1.947464422413619e-06,4.59586224811988e-07,2.996947094251208e-07,1.743139982704062e-11,2.0747649195332373e-14,3.451152878851931e-07,8.498362415125224e-08,5.6053425765557906e-08,7.836392939958463e-07,4.509951301923288e-09,4.894183595208341e-07
1.5738938633801248e-06,0.2928114988313522,3.76,0.0,0.5032384121051484,0.999998588606405,1.6873300325123127e-11,1.5683395832671204e-11,1.675622067436754e-06,1.9837194976792557e-06,4.6729283281883607e-07,3.000894944588638e-07,1.7645923291762057e-11,2.083884853855292e-14,3.477161392302269e-07,8.514188557751871e-08,5.743046465209812e-08,8.014944672947535e-07,4.518483708775106e-09,5.038272496647997e-07
1.5983077701068249e-06,0.2928115007174554,3.76,0.0,0.5032383545969441,0.9999985614722264,1.7788889664059403e-11,1.620162473493032e-11,1.7133390005591224e-06,2.020007311156341e-06,4.750067908907276e-07,3.00461262099979e-07,1.785643268437688e-11,2.0927542945140817e-14,3.5022632879797317e-07,8.52909220008266e-08,5.8813304243277904e-08,8.193818842288599e-07,4.526518762412306e-09,5.183424232364375e-07
1.622721676833525e-06,0.292811502604542,3.76,0.0,0.503238296955326,0.9999985343036999,1.8734355303980335e-11,1.672376038672265e-11,1.7511837828366387e-06,2.056325954416001e-06,4.827278397771774e-07,3.0081135421885774e-07,1.8062972505123176e-11,2.1013921009210407e-14,3.5264848995251713e-07,8.543127094370751e-08,6.020171136963696e-08,8.372996653544881e-07,4.5340854419668944e-09,5.329601641956302e-07
1.647135583560225e-06,0.2928115044925401,3.76,0.0,0.503238239185698,0.9999985071025648,1.9709914924876405e-11,1.7249570523948678e-11,1.7891512341054923e-06,2.0926736302291298e-06,4.904557278167496e-07,3.0114103445725406e-07,1.8265589034177063e-11,2.1097912560762128e-14,3.5498521795388805e-07,8.556343864311162e-08,6.15954618832465e-08,8.552460407409072e-07,4.541211039998565e-09,5.476768652504185e-07
1.671549490286925e-06,0.2928115063813824,3.76,0.0,0.5032381812932533,0.9999984798704711,2.0715773050463872e-11,1.7778829276377627e-11,1.8272363773224174e-06,2.1290486460939393e-06,4.981902108220278e-07,3.014514927888811e-07,1.8464329895385297e-11,2.1179604844336302e-14,3.5723906715645915e-07,8.568790186447742e-08,6.299434033169517e-08,8.732193435956784e-07,4.547921260277466e-09,5.624890262125014e-07
