Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13)
4.998493513492508e-08,0.2518296847259912,3.76,0.0,0.8993468646856502,0.9999994279971832,9.51516726396672e-20,4.2168816973773963e-13,3.266073384943458e-07,2.5310369308345323e-06,3.289868772625685e-07,2.289819018390067e-06,6.432930130896843e-12,1.7885741725849463e-13,2.4062915624530774e-07,2.4121130065691707e-07,1.7978160449733538e-09,0.0
5.2393809881827527e-08,0.2518296901439167,3.76,0.0,0.8993467268837072,0.9999993889792445,1.2598723599262339e-19,5.07762721416599e-13,3.423028449292047e-07,2.6530124048170128e-06,3.4490053283467336e-07,2.38882121450315e-06,7.017673064735353e-12,1.868653239834751e-13,2.6351456874350727e-07,2.641839857754743e-07,1.9287786364748856e-09,0.0
5.4802684628729974e-08,0.25182969556140566,3.76,0.0,0.8993465890817953,0.9999993489840902,1.647128311306498e-19,6.062587203566957e-13,3.579967310756613e-07,2.774987851332148e-06,3.6082232342487864e-07,2.4868559260617884e-06,7.622965896711773e-12,1.9481401334082212e-13,2.873592667823668e-07,2.881241074904488e-07,2.0613579001850152e-09,0.0
5.721155937563242e-08,0.2518297009784502,3.76,0.0,0.8993464512799146,0.9999993080209989,2.1285972955227457e-19,7.182891669299579e-13,3.7368915524003237e-07,2.896963270348985e-06,3.767525834938619e-07,2.583932607524767e-06,8.248252923356592e-12,2.0270368907831967e-13,3.1215346082818313e-07,3.130222118676041e-07,2.195395504001128e-09,0.0
5.962043412253487e-08,0.2518297063950421,3.76,0.0,0.8993463134780649,0.9999992660991438,2.7217014024325873e-19,8.450101959807914e-13,3.8938026022241815e-07,3.018938661837047e-06,3.926916440593926e-07,2.680060620962329e-06,8.892988599916898e-12,2.1053471599227418e-13,3.3788745712585957e-07,3.388689373514008e-07,2.330748622173263e-09,0.0
6.202930886943732e-08,0.2518297118111725,3.76,0.0,0.8993461756762466,0.999999223227596,3.4461536464205364e-19,9.876205683153714e-13,4.0507017483520075e-07,3.140914025766324e-06,4.0863983273005395e-07,2.775249236958826e-06,9.556637426949274e-12,2.1830750062866426e-13,3.6455165676326276e-07,3.656550138625693e-07,2.467288416804002e-09,0.0
6.443818361633978e-08,0.2518297172268319,3.76,0.0,0.8993460378744597,0.9999991794153271,4.3241464598873363e-19,1.1473611712745113e-12,4.2075901527335325e-07,3.2628893621072715e-06,4.2459747373863864e-07,2.8695076355066774e-06,1.0238673878405786e-11,2.2602228131269082e-13,3.921365547446476e-07,3.933712619044324e-07,2.6048986675364932e-09,0.0
6.684705836324223e-08,0.251829722642011,3.76,0.0,0.899345900072704,0.9999991346712107,5.380547070293283e-19,1.325514528250469e-12,4.3644688635042367e-07,3.3848646708307982e-06,4.405648879752178e-07,2.962844906891639e-06,1.0938582143823512e-11,2.336793557046089e-13,4.2063273907282944e-07,4.220085916776588e-07,2.7434745355689657e-09,0.0
6.925593311014469e-08,0.2518297280566996,3.76,0.0,0.8993457622709796,0.9999990890040242,6.643099697899836e-19,1.5234043170171711e-12,4.521338826131219e-07,3.506839951908266e-06,4.565423930198842e-07,3.055270052569387e-06,1.1655855945705526e-11,2.412791393014081e-13,4.5003088984045056e-07,4.515580022037921e-07,2.8829214490661837e-09,0.0
7.166480785704714e-08,0.25182973347088766,3.76,0.0,0.8993456244692869,0.9999990424224523,8.142634520580504e-19,1.7423948967082392e-12,4.6782008934660744e-07,3.628815205311479e-06,4.7253030317517096e-07,3.1467919860335082e-06,1.2389998487119322e-11,2.488219269771124e-13,4.803217783303355e-07,4.82010580457555e-07,3.0231540978691558e-09,0.0
7.40736826039496e-08,0.2518297388845647,3.76,0.0,0.8993454866676255,0.9999989949350856,9.913283360829301e-19,1.983890843254189e-12,4.835055834814236e-07,3.750790431012682e-06,4.885289294981526e-07,3.237419533674982e-06,1.3140522262902349e-11,2.563079768286668e-13,5.114962661244631e-07,5.133575005074585e-07,3.164095526559358e-09,0.0
7.648255735085205e-08,0.2518297442977201,3.76,0.0,0.8993453488659958,0.9999989465504255,1.1992702052235115e-18,2.249336493097212e-12,4.991904344117456e-07,3.872765628984551e-06,5.045385798322302e-07,3.327161435633292e-06,1.3906948837598453e-11,2.6373767666942336e-13,5.435453042215766e-07,5.455900226647434e-07,3.305676316209122e-09,0.0
7.88914320977545e-08,0.25182974971034305,3.76,0.0,0.8993452110643978,0.9999988972768844,1.4422299441093508e-18,2.5402154950213858e-12,5.148747047335231e-07,3.994740799200192e-06,5.205595588386043e-07,3.416026346639234e-06,1.4688808770929652e-11,2.711113730655842e-13,5.764599321635892e-07,5.786994926408132e-07,3.447833846236596e-09,0.0
