Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130)
2.5189304146924453e-07,0.08235563519457235,3.76,0.0,0.6858726740929644,0.9998674086239944,5.7077286125855286e-08,5.8628723911648144e-08,8.736897802818273e-07,1.3237545231047261e-06,3.5814544374303525e-07,3.9250568154639614e-07,6.111608096536795e-11,7.719453742000722e-14,2.256015232760612e-07,2.1492530172433613e-07,9.349459761306414e-08,3.5902926061786026e-07,3.616274346099787e-09,2.2876792284903907e-07,1.4167485308245553e-08,5.5769620060127805e-08,1.7535008046210661e-12,0.00013147198772477155,1.8200996688708175e-09,1.7153989549297573e-12
2.558168917575973e-07,0.08235563552865069,3.76,0.0,0.6858726319146821,0.9998673829780917,5.971237371539136e-08,6.014912637487858e-08,8.972845550374045e-07,1.3500177479014632e-06,3.6441099538309064e-07,3.941631467690047e-07,6.22357664882747e-11,7.784861617655444e-14,2.2798168737731208e-07,2.170927993452301e-07,9.638978132736392e-08,3.702450036454023e-07,3.653176598444197e-09,2.3600074942333583e-07,1.4771133733039228e-08,5.717623234150402e-08,1.8009112996915996e-12,0.00013147198435300007,1.8626574797636995e-09,1.837363457246278e-12
2.636645923343028e-07,0.08235563619956145,3.76,0.0,0.6858725467144949,0.9998673312449115,6.518508033477357e-08,6.319358054170227e-08,9.451587793461853e-07,1.4028774548078802e-06,3.7698381201661825e-07,3.973130705827339e-07,6.445500178187042e-11,7.91264177630554e-14,2.3256919930313626e-07,2.2126187943150555e-07,1.0229007219321808e-07,3.9300690622784005e-07,3.724163677828209e-09,2.5068951130190944e-07,1.6027390297594875e-08,5.998439704084063e-08,1.897111215461232e-12,0.00013147197755139522,1.9483218875896103e-09,2.101389839991406e-12
2.7072752285333773e-07,0.0823556368063643,3.76,0.0,0.6858724690981233,0.9998672841994314,7.034158140372511e-08,6.593475914392603e-08,9.890029320004168e-07,1.4508155478834584e-06,3.883450437353933e-07,3.9996987045954227e-07,6.642841729237589e-11,8.024284706052159e-14,2.365061958806109e-07,2.2483042972744212e-07,1.077224378712528e-07,4.1385382828094567e-07,3.7849330840330805e-09,2.641538326925219e-07,1.7214691268913512e-08,6.250287683202726e-08,1.9852164769923516e-12,0.00013147197136606894,2.0260155584765927e-09,2.363257487514186e-12
2.777904533723727e-07,0.08235563741582737,3.76,0.0,0.6858723906225468,0.9998672367125413,7.571695035494241e-08,6.867394317146088e-08,1.033539463500758e-06,1.499082152291639e-06,3.997475731080924e-07,4.0246833748443056e-07,6.837826157826784e-11,8.13285307424989e-14,2.402674468263206e-07,2.282311994641693e-07,1.1326694631705974e-07,4.350263825359756e-07,3.8428517497734956e-09,2.7783908243808386e-07,1.8456596868315224e-08,6.50097431966783e-08,2.0747162627354574e-12,0.00013147196512267622,2.104242430752727e-09,2.6496036360620063e-12
2.8485338389140763e-07,0.08235563802779781,3.76,0.0,0.6858723113139332,0.9998671888014368,8.131091562779323e-08,7.140835352370914e-08,1.0787447320450876e-06,1.547661768242721e-06,4.1118954109153535e-07,4.0481790747061476e-07,7.030374424891269e-11,8.23844656543086e-14,2.4385875784558177e-07,2.3147018366954333e-07,1.1892021290602146e-07,4.565091686841054e-07,3.898020810036132e-09,2.9173533848583985e-07,1.9753960923039457e-08,6.750212557710574e-08,2.1655629926829437e-12,0.00013147195882347938,2.182974415673764e-09,2.961924166076835e-12
2.919163144104426e-07,0.08235563864213004,3.76,0.0,0.6858722311978696,0.9998671404825697,8.712299175044874e-08,7.413541158878301e-08,1.1245956728125746e-06,1.5965394561470117e-06,4.2266915135316843e-07,4.070274538155533e-07,7.220417327784018e-11,8.341160873141296e-14,2.472859821348172e-07,2.3455337760786148e-07,1.2467888597720818e-07,4.782873467239794e-07,3.950541511923653e-09,3.058330134450461e-07,2.11076081721268e-08,6.99773669482325e-08,2.257710243655849e-12,0.00013147195247064264,2.262185202675977e-09,3.301751846459538e-12
2.9897924492947753e-07,0.08235563925868508,3.76,0.0,0.6858721502993381,0.9998670917716744,9.315249508547013e-08,7.685273235382194e-08,1.171069813025038e-06,1.645700835768867e-06,4.3418467059563467e-07,4.0910532106923225e-07,7.407894793306812e-11,8.441087892524595e-14,2.5055498431460424e-07,2.3748674472441663e-07,1.3053965531897135e-07,5.003466355618303e-07,4.0005146577427105e-09,3.2012285632727836e-07,2.2518334970231756e-08,7.243301674773454e-08,2.3511127801901674e-12,0.00013147194606623566,2.341850150488752e-09,3.670655072543144e-12
3.060421754485125e-07,0.08235563987733076,3.76,0.0,0.6858720686426968,0.9998670426837882,9.939855900040547e-08,7.955811717960851e-08,1.218145282550513e-06,1.6951320825075603e-06,4.4573442851754695e-07,4.11059356476249e-07,7.592755216242365e-11,8.538315902355624e-14,2.5367160934986e-07,2.4027618939977723e-07,1.364992594344879e-07,5.226733088212289e-07,4.0480401310747475e-09,3.345959523443091e-07,2.398691001040283e-08,7.486682342177708e-08,2.4457265763948967e-12,0.0001314719396122372,2.4219461848298268e-09,4.070236604762258e-12
3.131051059675474e-07,0.08235564049794131,3.76,0.0,0.685871986251666,0.9998669932332778,1.0586014845831549e-07,8.224954633414336e-08,1.2658008206533119e-06,1.7448199212604617e-06,4.573168174646127e-07,4.1289693964969916e-07,7.774954839776708e-11,8.632929737325833e-14,2.56641655857868e-07,2.429275339112253e-07,1.4255449172410449e-07,5.452541883075562e-07,4.093216495451835e-09,3.4924372105263327e-07,2.5514075060485733e-08,7.727672668739213e-08,2.5415088300035427e-12,0.0001314719331105369,2.5024517021821156e-09,4.502132313133726e-12
3.201680364865824e-07,0.08235564112039727,3.76,0.0,0.6858719031493203,0.9998669434338608,1.1253607400236738e-07,8.492517135119794e-08,1.314015779225962e-06,1.7947516181388511e-06,4.689302918024404e-07,4.14625010431275e-07,7.954457176536791e-11,8.72501095084208e-14,2.594708534942552e-07,2.454464992822864e-07,1.4870220565139794e-07,5.680766353920398e-07,4.136140660148079e-09,3.640579130118911e-07,2.710054570939201e-08,7.966084958107513e-08,2.638417969296629e-12,0.00013147192656293939,2.583346479484247e-09,4.968009931368282e-12
3.272309670056173e-07,0.08235564174458526,3.76,0.0,0.6858718193580815,0.9998668932986313,1.19425005127516e-07,8.758330730706743e-08,1.3627701230928514e-06,1.8449149704808634e-06,4.805733670637987e-07,4.1625009508777195e-07,8.131232466807348e-11,8.814637969096759e-14,2.621648438366461e-07,2.478386894362322e-07,1.549393190230675e-07,5.911285407497909e-07,4.17690760302707e-09,3.7903060523890733e-07,2.8747012117938174e-08,8.201749039306088e-08,2.7364136540874134e-12,0.00013147191997116766,2.6646115892573124e-09,5.469567825033543e-12
3.3429389752465227e-07,0.08235564237039783,3.76,0.0,0.6858717348997181,0.9998668428400811,1.2652548303266676e-07,9.022242508558629e-08,1.4120444278207424e-06,1.8952982954924348e-06,4.922446189097058e-07,4.1777833095162257e-07,8.305257171456e-11,8.901886236949215e-14,2.647291643374133e-07,2.501095782228408e-07,1.6126281748184131e-07,6.143983127752989e-07,4.215610143028472e-09,3.941541956675741e-07,3.045413977020352e-08,8.434511456231515e-08,2.8354567716505493e-12,0.00013147191333686488,2.746229319826093e-09,6.0085337775948605e-12
3.413568280436872e-07,0.08235564299773307,3.76,0.0,0.6858716497953454,0.9998667920701247,1.3383593275632842e-07,9.284114368428754e-08,1.4618198753925959e-06,1.9458904177826086e-06,5.039426819365259e-07,4.19215489604191e-07,8.476513497303885e-11,8.98682835611505e-14,2.6716923498459433e-07,2.5226449895983325e-07,1.6766975730066505e-07,6.378748649355629e-07,4.2523387561171175e-09,4.0942139678634643e-07,3.222257022226138e-08,8.6642346589639e-08,2.9355094283149796e-12,0.00013147190666159818,2.8281831003190206e-09,6.586663797411595e-12
3.4841975856272217e-07,0.08235564362649456,3.76,0.0,0.6858715640654282,0.9998667410001211,1.413546747008078e-07,9.543822259964288e-08,1.5120782480101087e-06,1.9966806559901846e-06,5.156662483531054e-07,4.2056699867777006e-07,8.644988953197841e-11,9.069534216043588e-14,2.6949034739918667e-07,2.5430863622092846e-07,1.7415726754702553e-07,6.615476022532434e-07,4.287181430076849e-09,4.248252285816557e-07,3.405292184594429e-08,8.890796201052801e-08,3.03653493725798e-12,0.00013147189994686264,2.9104574302030296e-09,7.205740948178889e-12
3.554826890817571e-07,0.08235564425659114,3.76,0.0,0.6858714777297873,0.9998666896408951,1.4907993555314715e-07,9.80125543261485e-08,1.562801920283031e-06,2.0476588086898825e-06,5.274140665510301e-07,4.218379623541423e-07,8.810675934999439e-11,9.150071117875416e-14,2.7169765610287665e-07,2.562470196092525e-07,1.80722551684204e-07,6.854064071034866e-07,4.320223553647749e-09,4.403590109104704e-07,3.59457905654711e-08,9.114087946616127e-08,3.138497803022492e-12,0.00013147189319408204,2.993037813102118e-09,7.867574204909743e-12
3.6254561960079207e-07,0.0823556448879366,3.76,0.0,0.6858713908076068,0.9998666380027603,1.5700985861269894e-07,1.0056315700196862e-07,1.6139738500574902e-06,2.0988151397597264e-06,5.391849395903617e-07,4.2303318063802835e-07,8.97357133769729e-11,9.228503891874694e-14,2.73796171695726e-07,2.580845192607138e-07,1.8736288867424466e-07,7.094416245017644e-07,4.351547835606052e-09,4.560163554213637e-07,3.7901750584874474e-08,9.334015290873535e-08,3.2413637032684333e-12,0.0001314718864046127,3.075910694646352e-09,8.573997337319528e-12
3.69608550119827e-07,0.08235564552044954,3.76,0.0,0.6858713033174423,0.9998665860955397,1.6514251353794778e-07,1.0308916722944656e-07,1.6655775681172666e-06,2.1501403633755307e-06,5.509777236214179e-07,4.2415716748230247e-07,9.133676192884352e-11,9.304895008723686e-14,2.757907556993997e-07,2.598258428389683e-07,1.9407563364406796e-07,7.33644047044479e-07,4.381234249678578e-09,4.7179115713387227e-07,3.9921355104405064e-08,9.550496397278251e-08,3.3450994682313548e-12,0.00013147187957974788,3.159063404101871e-09,9.326867822169175e-12
3.7667148063886197e-07,0.08235564615405311,3.76,0.0,0.6858712152772313,0.9998665339285863,1.7347590552743567e-07,1.0558983309202602e-07,1.7175971669559332e-06,2.2016256287697353e-06,5.627913262598406e-07,4.252141678348988e-07,9.290995330001956e-11,9.379304685033289e-14,2.776861168555198e-07,2.6147553381852174e-07,2.0085821816894756e-07,7.580048996360995e-07,4.409360001784532e-09,4.876775857682375e-07,4.2005137024457704e-08,9.763461453699753e-08,3.449673058288932e-12,0.00013147187272071782,3.24248409955411e-09,1.0128065785802958e-11
3.837344111578969e-07,0.08235564678867488,3.76,0.0,0.6858711267043056,0.9998664815108033,1.8200798395136765e-07,1.080645073832357e-07,1.7700172887858691e-06,2.253262504866577e-06,5.746247049292466e-07,4.262081736708421e-07,9.445537059901618e-11,9.451790983390831e-14,2.7948680869932733e-07,2.630379708837397e-07,2.0770815022065463e-07,7.825158241118429e-07,4.435999516634874e-09,5.036700769018148e-07,4.415360963589035e-08,9.972851949487363e-08,3.555053539971935e-12,0.000131471865828693,3.326161716436692e-09,1.0979492977802759e-11
3.9079734167693187e-07,0.08235564742424659,3.76,0.0,0.6858710376154016,0.9998664288506636,1.9073665045144503e-07,1.1051264105961639e-07,1.8228231129296948e-06,2.305042964889081e-06,5.864768651837959e-07,4.271429390684956e-07,9.59731287937602e-11,9.522409907243651e-14,2.811972282490927e-07,2.645173682919874e-07,2.146230138224589e-07,8.071688638487827e-07,4.461224441071566e-09,5.197633230180353e-07,4.636726729581961e-08,1.0178619974840545e-07,3.661211060714362e-12,0.00013147185890478912,3.410085919211996e-09,1.1883071776433377e-11
3.978602721959668e-07,0.08235564806070395,3.76,0.0,0.6858709480266755,0.9998663759562281,1.9965976652715633e-07,1.1293377692704636e-07,1.8760003427270464e-06,2.356959371022997e-06,5.983468590217734e-07,4.280219943866246e-07,9.746337195368537e-11,9.591215490906105e-14,2.8282161566433146e-07,2.6591777706176117e-07,2.2160046844970885e-07,8.319564484481163e-07,4.485103661746577e-09,5.359522645071565e-07,4.864658608811928e-08,1.0380727543649314e-07,3.768116822611771e-12,0.00013147185195006684,3.4942470560171164e-09,1.2840744226344537e-11
4.0492320271500176e-07,0.08235564869798641,3.76,0.0,0.685870857953715,0.9998663228351654,2.0877516062736195e-07,1.1532754356758394e-07,1.9295351920769687e-06,2.4090044592126386e-06,6.102337832000634e-07,4.2884865959633447e-07,9.892627067629906e-11,9.658259884965342e-14,2.843640547383573e-07,2.672430868591691e-07,2.2863824821148802e-07,8.568713785613594e-07,4.507703334955387e-09,5.522320806715481e-07,5.0992024467985345e-08,1.0579145940714844e-07,3.8757430554319064e-12,0.00013147184496553374,3.5786361160969144e-09,1.3854471108806908e-11
4.119861332340367e-07,0.08235564933603713,3.76,0.0,0.6858707674115555,0.9998662694947674,2.1808063476654184e-07,1.176936495113353e-07,1.9834143717213685e-06,2.4611713241518993e-06,6.221367775580013e-07,4.2962605681872887e-07,1.0036201968664896e-10,9.723593437343625e-14,2.858284741052704e-07,2.684970284707232e-07,2.3573416084529633e-07,8.81906810921831e-07,4.529086926691429e-09,5.685981807808188e-07,5.3404023890085214e-08,1.0773855093978137e-07,3.984062989091296e-12,0.00013147183795215022,3.6632446898559877e-09,1.492623104458046e-11
4.1904906375307166e-07,0.08235564997480257,3.76,0.0,0.6858706764146922,0.9998662159419678,2.2757397068541013e-07,1.2003187765536845e-07,2.0376250753600947e-06,2.5134534045222455e-06,6.340550233577024e-07,4.3035712211566414e-07,1.0177083559891959e-10,9.787264770259204e-14,2.87218649056225e-07,2.696831767651025e-07,2.428860865530853e-07,9.070562436315506e-07,4.54931526124076e-09,5.850461952147019e-07,5.5883009419956326e-08,1.0964842972114663e-07,4.09305082578106e-12,0.000131471830910829,3.748064931372428e-09,1.6058019629353145e-11
4.261119942721066e-07,0.08235565061423253,3.76,0.0,0.6858705849770961,0.9998661621833584,2.3725293557568445e-07,1.223420799297263e-07,2.0921549656758853e-06,2.5658444685200317e-06,6.459877416468227e-07,4.3104461657789563e-07,1.0315295483009944e-10,9.849320853312983e-14,2.8853820387227845e-07,2.70804954058868e-07,2.5009197670376967e-07,9.323135017444258e-07,4.5684465768484364e-09,6.015719667254848e-07,5.842939032843979e-08,1.1152105007636417e-07,4.2026817119010015e-12,0.00013147182384243565,3.833089523226148e-09,1.7251848601550608e-11
4.3317492479114156e-07,0.08235565125427985,3.76,0.0,0.6858704931122296,0.9998661082252037,2.4711528738870353e-07,1.246241722091362e-07,2.1469921603377793e-06,2.618338599708149e-06,6.579341916487939e-07,4.3169113675232536e-07,1.0450863165625628e-10,9.909807072913171e-14,2.8979061459108125e-07,2.7186563381082944e-07,2.573498524246607e-07,9.576727231794596e-07,4.586536587155569e-09,6.181715418469287e-07,6.104356066902852e-08,1.1335643545479972e-07,4.312931709941241e-12,0.00013147181674779537,3.918311643502848e-09,1.8509745042200927e-11
4.402378553101765e-07,0.0823556518949003,3.76,0.0,0.6858704008330598,0.9998660540734577,2.5715877974739665e-07,1.268781294678221e-07,2.202125218043208e-06,2.6709301832208317e-06,6.698936691848086e-07,4.322991244477609e-07,1.058381364024912e-10,9.968767298240167e-14,2.9097921213328485e-07,2.7286834457812594e-07,2.646578031019555e-07,9.831283449916387e-07,4.603638547250041e-09,6.348411624724945e-07,6.37258998380879e-08,1.1515467316924467e-07,4.423777770433115e-12,0.0001314718096276924,4.0037249348421906e-09,1.983375060643645e-11
4.4730078582921146e-07,0.08235565253605241,3.76,0.0,0.6858703081520733,0.9998659997337772,2.6738116648086547e-07,1.2910398117374112e-07,2.2575431246510754e-06,2.723613892344586e-06,6.818655051310937e-07,4.328708759563096e-07,1.0714175375816843e-10,1.0026243943943898e-13,2.921071857227713e-07,2.7381607417505815e-07,2.720139848082429e-07,1.0086750900224631e-06,4.619803323311142e-09,6.515772576217944e-07,6.647677311798125e-08,1.169159093855995e-07,4.535197704075766e-12,0.00013147180248286906,4.089323475406151e-09,2.122592078612502e-11
4.543637163482464e-07,0.08235565317769736,3.76,0.0,0.6858702150812934,0.9998659452115363,2.777802058005199e-07,1.3130180691757973e-07,2.3132352794504952e-06,2.7763846754927477e-06,6.938490639143312e-07,4.3340855072528154e-07,1.08419781209538e-10,1.0082278029751581e-13,2.9317758654267687e-07,2.7471167398330126e-07,2.794166186729357e-07,1.0343079539467422e-06,4.635079464959342e-09,6.683764354105108e-07,6.929653220319919e-08,1.1864034435914054e-07,4.647170154129584e-12,0.00013147179531403295,4.175101751650913e-09,2.268832420304632e-11
4.6142664686728136e-07,0.08235565381979877,3.76,0.0,0.6858701216322924,0.9998658905118403,2.8835366413631456e-07,1.334717322710371e-07,2.3691914816030765e-06,2.829237743586355e-06,7.058437420474615e-07,4.3391417951232774e-07,1.0967252758236344e-10,1.0136909237154633e-13,2.941933315762972e-07,2.7555786336895727e-07,2.8686398920965085e-07,1.0600221927275717e-06,4.649513279540034e-09,6.85235475235768e-07,7.218551570965149e-08,1.2032822791250814e-07,4.759674569152763e-12,0.00013147178812185757,4.261054632792683e-09,2.4223041931965315e-11
4.684895773863163e-07,0.08235565446232264,3.76,0.0,0.6858700278162063,0.9998658356395378,2.9909931965116387e-07,1.3561392486830494e-07,2.4254019167908762e-06,2.8821685578500245e-06,7.178489667076062e-07,4.343896720545729e-07,1.1090031168761898e-10,1.0190175963335812e-13,2.9515720758813493e-07,2.7635723416776683e-07,2.943544426128886e-07,1.0858133104875228e-06,4.66314890767112e-09,7.021513201861822e-07,7.514404966732684e-08,1.2197985514981844e-07,4.872691176146492e-12,0.0001314717809069785,4.347177346864335e-09,2.5832166852902895e-11
4.7555250790535125e-07,0.08235565510523715,3.76,0.0,0.685869933643751,0.9998657805992331,3.1001496545109996e-07,1.3772859070418682e-07,2.4818571440970745e-06,2.9351728180281517e-06,7.298641943573882e-07,4.3483682428069604e-07,1.1210346106373823e-10,1.0242115372485049e-13,2.9607187520574986e-07,2.7711225520488245e-07,3.018863850348887e-07,1.111677047800782e-06,4.676028399471869e-09,7.191210696834714e-07,7.817244799656608e-08,1.2359556240072797e-07,4.986200954164512e-12,0.00013147177367000144,4.433465458265745e-09,2.7517803031861046e-11
4.826154384243862e-07,0.08235565574851257,3.76,0.0,0.685869839125235,0.999865725395299,3.2109841250819647e-07,1.398159706419357e-07,2.538548083141992e-06,2.9882464510238305e-06,7.418889094105519e-07,4.3525732509320674e-07,1.1328231080928811e-10,1.0292763444644628e-13,2.969398730679296e-07,2.77825276820155e-07,3.0945828085222153e-07,1.1376093704081395e-06,4.6881917909690525e-09,7.361419723604236e-07,8.127101296822637e-08,1.2517572338781653e-07,5.100185608432239e-12,0.0001314717664115046,4.519914846716373e-09,2.9282065129225895e-11
4.896783689434212e-07,0.0823556563921212,3.76,0.0,0.685869744270573,0.9998656700318868,3.323474923127195e-07,1.4187633712359992e-07,2.595466001492942e-06,3.041385599960266e-06,7.53922622942437e-07,4.3565276274654437e-07,1.1443720250031497e-10,1.0342155022220074e-13,2.9776362200915616e-07,2.7849853537403026e-07,3.1706865093046563e-07,1.1636064583541835e-06,4.699677180247784e-09,7.532114191781787e-07,8.444003564804461e-08,1.2672074561027566e-07,5.214627545013187e-12,0.0001314717591320313,4.606521687524079e-09,3.1127077835044786e-11
4.967412994624562e-07,0.08235565703603713,3.76,0.0,0.6858696490893007,0.9998656145129377,3.4376005927038653e-07,1.4390999107546025e-07,2.6526025023627798e-06,3.0945866136622493e-06,7.65964871445543e-07,4.360246308450874e-07,1.1556848318696445e-10,1.0390323854280844e-13,2.9854542925436444e-07,2.7913415771287386e-07,3.24716070894227e-07,1.189664695543877e-06,4.710520802978684e-09,7.703269367841431e-07,8.767979632552998e-08,1.2823106693660134e-07,5.329509846054022e-12,0.00013147175183209943,4.693282433089248e-09,3.3054975330354554e-11
5.038042299814912e-07,0.08235565768023621,3.76,0.0,0.6858695535905873,0.9998655588421932,3.5533399286001354e-07,1.4591725900100978e-07,2.709949512608802e-06,3.1478460365532856e-06,7.780152156301801e-07,4.3637433398372027e-07,1.1667650446430698e-10,1.0437302638767696e-13,2.992874926015708e-07,2.797341655758304e-07,3.323991694087751e-07,1.2157806597138437e-06,4.720757107009664e-09,7.874861811104486e-07,9.099056492773675e-08,1.2970715239878603e-07,5.444816245631164e-12,0.00013147174451220525,4.780193795568243e-09,3.506790077372507e-11
5.179300910195611e-07,0.08235565896939552,3.76,0.0,0.6858693616757583,0.9998654470593427,3.7895761407646984e-07,1.498540549133665e-07,2.8252443178407965e-06,3.2545272088428854e-06,8.021385482031436e-07,4.3701244943597507e-07,1.1882419296439008e-10,1.0527815835965572e-13,3.006606563933122e-07,2.808349249885676e-07,3.47867171824215e-07,1.2681729927845158e-06,4.739537046570731e-09,8.219270839345276e-07,9.782615614595737e-08,1.3255859425585427e-07,5.676639397375956e-12,0.00013147172981436514,4.9544564247601734e-09,3.93574501776676e-11
5.30643365953824e-07,0.08235566013039762,3.76,0.0,0.6858691879517,0.9998653459694191,4.0075005109565894e-07,1.533106375479185e-07,2.9296548150282026e-06,3.350709027981313e-06,8.238732838118491e-07,4.3752339833087045e-07,1.2068115670391973e-10,1.0605515636729825e-13,3.017805330633621e-07,2.817220881881105e-07,3.6189766376701006e-07,1.3154928240332928e-06,4.754673499404478e-09,8.530523606092471e-07,1.0422354487767117e-07,1.3501292422979462e-07,5.886580001324081e-12,0.00013147171652247387,5.111779683292272e-09,4.35305074351861e-11
5.433566408880869e-07,0.0823556612920115,3.76,0.0,0.6858690133263264,0.9998652444377281,4.230336663307628e-07,1.5668770589072102e-07,3.0346353995783273e-06,3.447034309555363e-06,8.456284071544129e-07,4.3798083704792997e-07,1.2246835146404168e-10,1.0679824218626283e-13,3.028012509096027e-07,2.825209466958752e-07,3.7602467422565547e-07,1.3629543522235268e-06,4.768303852648467e-09,8.84288139687856e-07,1.1085476423844245e-07,1.3736450469843442e-07,6.0976690944008085e-12,0.00013147170317248733,5.269550067448628e-09,4.8012746743955844e-11
5.560699158223499e-07,0.08235566245414792,3.76,0.0,0.6858688378415015,0.9998651424800633,4.457972084085086e-07,1.59987767798326e-07,3.1401492249499395e-06,3.5434887873223796e-06,8.674020900042098e-07,4.3839036876167787e-07,1.2418789289751869e-10,1.0750899158323305e-13,3.0373220346169223e-07,2.8324003947591305e-07,3.902419051890444e-07,1.4105434507348089e-06,4.780573662530992e-09,9.156246675321579e-07,1.1772106308541252e-07,1.3961667442321e-07,6.309832434405025e-12,0.00013147168976646723,5.4277558758153124e-09,5.281693243637519e-11
5.687831907566128e-07,0.08235566361672829,3.76,0.0,0.6858686615361919,0.9998650401107951,4.6902979327815816e-07,1.6321342448835126e-07,3.246161995036471e-06,3.6400595782450392e-06,8.89192677789237e-07,4.387570095837377e-07,1.258418912264199e-10,1.0818889752227067e-13,3.045819480885047e-07,2.8388712069381386e-07,4.0454348715431436e-07,1.458247362963709e-06,4.791615121344313e-09,9.47053117602729e-07,1.248236096705531e-07,1.4177286307245325e-07,6.523000917450238e-12,0.00013147167630631466,5.586387081292939e-09,5.7955889949409716e-11
5.814964656908757e-07,0.08235566477968503,3.76,0.0,0.6858684844466592,0.9998649373429968,4.927209155966568e-07,1.6636734100057147e-07,3.352641791291795e-06,3.736735054673421e-06,9.109986740228094e-07,4.3908525022550116e-07,1.2743244277899002e-10,1.088393754239976e-13,3.053582718405123e-07,2.844692249767781e-07,4.189239517632559e-07,1.5060545756038629e-06,4.801548166258015e-09,9.785655073515404e-07,1.3216349722630488e-07,1.4383655826981332e-07,6.73711022981493e-12,0.0001314716627937622,5.745435147522597e-09,6.344249968035699e-11
5.942097406251386e-07,0.08235566594295915,3.76,0.0,0.6858683066066457,0.9998648341885623,5.168604561114294e-07,1.6945222055675127e-07,3.45955891041364e-06,3.83350472737092e-06,9.328187259911552e-07,4.3937911113803525e-07,1.2896162279939565e-10,1.0946176801218425e-13,3.0606825352262574e-07,2.849927284028514e-07,4.3337820578690254e-07,1.5539547026978203e-06,4.810481516045793e-09,1.0101546218227016e-06,1.3974174916799313e-07,1.4581127694244735e-07,6.952100521027072e-12,0.000131471649230351,5.9048928658735475e-09,6.928969142289147e-11
6.069230155594015e-07,0.08235566710650008,3.76,0.0,0.6858681280475452,0.9998647306583113,5.414386856252979e-07,1.724707823710991e-07,3.566885711953342e-06,3.9303591384281365e-06,9.546516115949808e-07,4.3964219190133977e-07,1.304314793655691e-10,1.1005734979122692e-13,3.0671832206880474e-07,2.854634054025675e-07,4.479015064321684e-07,1.6019383795078956e-06,4.818513638723915e-09,1.0418139434120877e-06,1.4755932394405338e-07,1.4770054048814827e-07,7.167916096921821e-12,0.0001314716356175117,6.064754210449886e-09,7.551043932434157e-11
6.196362904936645e-07,0.0823556682702643,3.76,0.0,0.685867948798564,0.9998646267620864,5.664462658750226e-07,1.754257426877973e-07,3.674596475723344e-06,4.0272897636813234e-06,9.764962273068054e-07,4.3987771525611615e-07,1.3184402832672084e-10,1.1062733117488319e-13,3.0731431113854636e-07,2.8588648156474373e-07,4.6248943799876697e-07,1.6499971658224437e-06,4.825733649884284e-09,1.0735375875820904e-06,1.5561711954541051e-07,1.495078535251841e-07,7.384505132411205e-12,0.0001314716219565601,6.225014209803597e-09,8.211775734061186e-11
6.323495654279274e-07,0.08235566943421467,3.76,0.0,0.6858677688868736,0.9998645225088418,5.918742478732208e-07,1.783197986295992e-07,3.782667268446053e-06,4.124288923763879e-06,9.983515771505748e-07,4.4008856650562473e-07,1.3320124910462905e-10,1.1117286230702606e-13,3.0786150997388855e-07,2.8626668249036857e-07,4.771378898705592e-07,1.698123457828498e-06,4.832222144054081e-09,1.1053202440326129e-06,1.6391597770250718e-07,1.5123668577840863e-07,7.601819402852392e-12,0.0001314716082486454,6.385668832978433e-09,8.912469513826213e-11
6.450628403621903e-07,0.08235567059831965,3.76,0.0,0.6858675883377503,0.9998644179067229,6.177140681312583e-07,1.8115561453703245e-07,3.891075819196897e-06,4.221349703108761e-06,1.0202167626296869e-06,4.402773288212149e-07,1.3450508124375522e-10,1.1169503660407326e-13,3.0836471058849925e-07,2.866082788424636e-07,4.918430358196007e-07,1.7463104078710951e-06,4.838051961518715e-09,1.137157122934168e-06,1.724566877913739e-07,1.5289045675645604e-07,7.819814033124794e-12,0.00013147159449484195,6.546714888134782e-09,9.654433440481511e-11
6.577761152964532e-07,0.08235567176255268,3.76,0.0,0.6858674071747088,0.9998643129631399,6.439575431144715e-07,1.8393581051027624e-07,3.999801403137701e-06,4.318465876236172e-06,1.0420909735292375e-06,4.404463148995712e-07,1.3575742161492352e-10,1.1219489404439247e-13,3.0882825144835206e-07,2.8691512780733276e-07,5.066013145750772e-07,1.7945518514373437e-06,4.843288894221225e-09,1.169043905827143e-06,1.8123999046921813e-07,1.5447252290666052e-07,8.038447263396582e-12,0.00013147158069615693,6.708149932296963e-09,1.0438978553086125e-10
6.704893902307161e-07,0.08235567292689144,3.76,0.0,0.6858672254196245,0.9998642076848346,6.705968621966407e-07,1.866629529267858e-07,4.108824733102105e-06,4.415631840780529e-06,1.0639734795306358e-06,4.4059759530634776e-07,1.3696012220159735e-10,1.1267342422372864e-13,3.0925605781560146e-07,2.8719071117609725e-07,5.214094116067663e-07,1.8428422408227929e-06,4.847992334261291e-09,1.2009767008571738e-06,1.9026658105596144e-07,1.5598616699881916e-07,8.257680230698672e-12,0.0001314715668534432,6.869972191136041e-09,1.1267418463433014e-10
