Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128)
0.0,0.2066755132338244,3.76,0.0,0.7633981002701251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.2066755132338244,3.76,0.0,0.7633981002701251,1.0,-1.9916513594058144e-74,1.736300710998109e-50,5.327920960472471e-18,3.4525426736237296e-18,5.327920968567445e-18,3.4525426670224268e-18,4.16494310053963e-32,5.585277098495868e-31,6.60108582602035e-27,6.600702646886645e-27,8.095357252666863e-27
3.0000000000000002e-15,0.2066755132338244,3.76,0.0,0.7633981002701251,1.0,1.72755505874128e-72,6.318458143506235e-49,1.3156702759290805e-17,8.525666602213699e-18,1.3156702799931782e-17,8.52566656907247e-18,2.0910538567024745e-31,2.80402742344241e-30,3.313925072777014e-26,3.3138221409850237e-26,4.064199755360316e-26
7e-15,0.2066755132338244,3.76,0.0,0.7633981002701251,1.0,1.4319238530935416e-70,1.4514089747710698e-47,3.44683864240741e-17,2.233583729670862e-17,3.4468386674200846e-17,2.2335837092741837e-17,1.2871255623261852e-30,1.7257081696262732e-29,2.0395151428439686e-25,2.039482397320097e-25,2.5013001554423617e-25
1.5e-14,0.2066755132338244,3.76,0.0,0.763398100270125,1.0,1.3829568509653313e-68,3.092516060061958e-46,7.709175323553783e-17,4.995617868569845e-17,7.709175442273689e-17,4.99561777175972e-17,6.110801748916613e-30,8.190653736659444e-29,9.680230834029616e-25,9.680132352506497e-25,1.1872088950200634e-24
3.1e-14,0.2066755132338244,3.76,0.0,0.7633981002701249,0.9999999999999999,1.0719493127257597e-66,5.676945731284073e-45,1.6233848478605404e-16,1.051968614636781e-16,1.6233848991980065e-16,1.0519685727737449e-16,2.6438542802032964e-29,3.54167309719332e-28,4.1859543307599824e-24,4.185923011768588e-24,5.133777929707079e-24
6.300000000000001e-14,0.2066755132338244,3.76,0.0,0.7633981002701246,0.9999999999999997,7.525879904577956e-65,9.70673863792079e-44,3.32831939597442e-16,2.1567822701963734e-16,3.328319609138948e-16,2.1567820963719568e-16,1.0989432970127125e-28,1.4704440934443398e-27,1.7380968790740618e-23,1.7380861306591942e-23,2.1316560316079558e-23
1.2700000000000001e-13,0.2066755132338244,3.76,0.0,0.763398100270124,0.9999999999999993,5.040694766659076e-63,1.6045587724071405e-42,6.738188160616465e-16,4.366409581315556e-16,6.738189029019503e-16,4.3664088731790805e-16,4.486369201024759e-28,5.989281214501851e-27,7.080760180203034e-23,7.080720966227309e-23,8.684069606927557e-23
2.55e-13,0.20667551323382446,3.76,0.0,0.7633981002701229,0.9999999999999987,3.299596878661793e-61,2.6091149678523506e-41,1.3557924363558202e-15,8.785664203553912e-16,1.355792786877535e-15,8.785661345236387e-16,1.818481298369735e-27,2.416619425298173e-26,2.8580725403147475e-22,2.858057678283028e-22,3.5052320119714867e-22
5.11e-13,0.20667551323382446,3.76,0.0,0.7633981002701207,0.9999999999999973,2.1355745253808474e-59,4.208295150275352e-40,2.71973914640763e-15,1.7624173448030585e-15,2.719740554826636e-15,1.7624161963125356e-15,7.367835985873423e-27,9.702987291973117e-26,1.1483918620415155e-21,1.1483861250945305e-21,1.4084247435365413e-21
1e-12,0.20667551323382452,3.76,0.0,0.7633981002701165,0.9999999999999947,1.3136580459305482e-57,6.475557727884713e-39,5.3250884524677385e-15,3.450710712205035e-15,5.325093908440536e-15,3.450706263149713e-15,2.900835701587275e-26,3.7533096300491864e-25,4.448672441023797e-21,4.448650982706343e-21,5.4559942571463314e-21
1.023e-12,0.20667551323382452,3.76,0.0,0.7633981002701162,0.9999999999999946,1.3744411807272047e-57,6.760340445462863e-39,5.447630444368316e-15,3.5301191936983795e-15,5.447636090716855e-15,3.530114589401768e-15,3.002621383323468e-26,3.8842078932794383e-25,4.603900361916624e-21,4.603878164148208e-21,5.646370737336567e-21
2.047e-12,0.2066755132338247,3.76,0.0,0.7633981002701072,0.9999999999999891,8.821047320614001e-56,1.0838230227761747e-37,1.0903404551743708e-14,7.065522891488962e-15,1.0903427162467686e-14,7.065504453639536e-15,1.2413649534374148e-25,1.5508654802504254e-24,1.8436259052076007e-20,1.8436174424397354e-20,2.2610808607792942e-20
4.095e-12,0.20667551323382494,3.76,0.0,0.7633981002700893,0.9999999999999782,5.65335198985224e-54,1.7358501016589518e-36,2.18149188125166e-14,1.4136330287069897e-14,2.1815009305869562e-14,1.4136256494460704e-14,5.2776115462438585e-25,6.1707196607389844e-24,7.378621959888228e-20,7.378591071077322e-20,9.04936618523521e-20
8.191e-12,0.20667551323382546,3.76,0.0,0.7633981002700533,0.9999999999999564,3.6206563615504806e-52,2.778737131563249e-35,4.3637811519799005e-14,2.8277945078230832e-14,4.3638173592423204e-14,2.8277649826352922e-14,2.3551931957958483e-24,2.440462535564255e-23,2.952261240477728e-19,2.9522511809470803e-19,3.6207363015382696e-19
1e-11,0.20667551323382655,3.76,0.0,0.7633981002700374,0.9999999999999467,5.400856456886994e-51,1.1985324959292705e-34,5.327578064660445e-14,3.4523594774814515e-14,5.3276382624295574e-14,3.452310389155631e-14,4.3324231215242385e-24,4.00872278511958e-23,4.90840108579808e-19,4.908388385505352e-19,6.019789611578817e-19
1.6383e-11,0.20667551323382655,3.76,0.0,0.7633981002699813,0.9999999999999127,2.3180072492670304e-50,4.447048256260784e-34,8.728305369049561e-14,5.656117466054897e-14,8.72845021657225e-14,5.6559993498075525e-14,1.1309017160177808e-23,9.542280094634026e-23,1.1810579434432575e-18,1.1810557416293325e-18,1.4484774287083956e-18
3.2767e-11,0.20667551323382866,3.76,0.0,0.7633981002698375,0.9999999999998255,1.48375576018038e-48,7.116026625642492e-33,1.7457136516189332e-13,1.1312763382517034e-13,1.7457715932262845e-13,1.1312290892878111e-13,5.941487570402414e-23,3.6511930463408494e-22,4.724466116282635e-18,4.7244718550447036e-18,5.7941549963617195e-18
6.5535e-11,0.2066755132338329,3.76,0.0,0.7633981002695497,0.9999999999996508,9.496503673291501e-47,1.1385902668291406e-31,3.4913929746844283e-13,2.2626055215435344e-13,3.4916247375397793e-13,2.262416525832672e-13,3.3822851326739107e-22,1.3427714603054868e-21,1.889775082884301e-17,1.8897890086230722e-17,2.317614627766147e-17
9.999999999999999e-11,0.2066755132338413,3.76,0.0,0.763398100269247,0.9999999999994672,3.2411778239819546e-45,1.011979532326134e-30,5.327295336038093e-13,3.452524354005443e-13,5.327892706441349e-13,3.45203720456964e-13,1.2110535980205289e-21,3.064032657847837e-21,4.870982034970877e-17,4.871066849409871e-17,5.973619218110869e-17
1.31071e-10,0.2066755132338413,3.76,0.0,0.7633981002689743,0.9999999999993016,6.077561909651909e-45,1.8216560804427883e-30,6.982404062851375e-13,4.52526388812481e-13,6.983331036972052e-13,4.5245079461636144e-13,1.9979257352137613e-21,4.615789706124013e-21,7.558609518164902e-17,7.558758240417754e-17,9.269592484514493e-17
2.62143e-10,0.20667551323385827,3.76,0.0,0.7633981002678234,0.9999999999986028,3.889125085981141e-43,2.9142277737054937e-29,1.3963036547005828e-12,9.050580621277816e-13,1.3966743727873755e-12,9.047557259864961e-13,1.151542157761402e-20,1.4335162745347733e-20,3.022969022335237e-16,3.0231029070125645e-16,3.707046983248892e-16
3.93215e-10,0.2066755132338752,3.76,0.0,0.7633981002666725,0.9999999999979036,2.2192406398312903e-42,1.1109722245444415e-28,2.0942279878448084e-12,1.357589735442128e-12,2.095015655961439e-12,1.3569473330609185e-12,2.830804609346847e-20,2.5964560441128374e-20,6.423087333970748e-16,6.423481086028439e-16,7.876287414244122e-16
5.24287e-10,0.2066755132338921,3.76,0.0,0.7633981002655217,0.9999999999972042,8.681838558275325e-42,2.9889247455868065e-28,2.7920134596435966e-12,1.81012140875552e-12,2.7933569580981434e-12,1.8090256442328545e-12,5.3023518795213095e-20,3.874310456842293e-20,1.0955884298557067e-15,1.0956727560420214e-15,1.3434141283603975e-15
7.864310000000001e-10,0.20667551323392588,3.76,0.0,0.76339810026322,0.9999999999958049,7.269904650770693e-41,1.2087180247751874e-27,4.187258671363106e-12,2.7151847553800635e-12,4.190039622004186e-12,2.7129164560791455e-12,1.2212894287093953e-19,6.572438543847727e-20,2.2678775830485937e-15,2.2681114475897844e-15,2.7807167765392516e-15
9.999999999999999e-10,0.20667551323395966,3.76,0.0,0.7633981002613448,0.9999999999946643,2.3497989038522693e-40,2.8038665172455328e-27,5.323589306568286e-12,3.4525408416325683e-12,5.32791857864729e-12,3.4490094706708543e-12,2.017220490856743e-19,8.87578835134475e-20,3.5306432923493697e-15,3.5310804817810248e-15,4.328834889574771e-15
1.0485750000000002e-09,0.20667551323395966,3.76,0.0,0.7633981002609183,0.9999999999944047,2.8569224950506496e-40,3.273697996496689e-27,5.5819936880527564e-12,3.6202481020010967e-12,5.586722396150119e-12,3.6163908742463175e-12,2.2274441728692704e-19,9.412854469719969e-20,3.8564172331348135e-15,3.856910881817176e-15,4.728214448682961e-15
1.3107190000000003e-09,0.20667551323399352,3.76,0.0,0.7633981002586165,0.9999999999930035,8.970386899995629e-40,7.353347674024998e-27,6.976182427189999e-12,4.525311448618368e-12,6.983405320988494e-12,4.519419345954177e-12,3.5794036788939675e-19,1.230789796119894e-19,5.890717513252981e-15,5.891621644843202e-15,7.221989666910374e-15
1.8350070000000003e-09,0.20667551323406097,3.76,0.0,0.763398100254013,0.999999999990198,8.16192144136632e-39,2.8504097193576375e-26,9.762889195347939e-12,6.335438141841387e-12,9.776771852781831e-12,6.324111722279695e-12,7.354998030404159e-19,1.8105741849517712e-19,1.132309577105686e-14,1.1325503004469119e-14,1.3880250200508374e-14
2.3592950000000004e-09,0.20667551323412836,3.76,0.0,0.7633981002494095,0.9999999999873886,3.387087874767056e-38,7.582305601752447e-26,1.2547382664902505e-11,8.145564835049117e-12,1.2570139487722727e-11,8.126995732801002e-12,1.2551254501568135e-18,2.390775928366549e-19,1.856259453648883e-14,1.8567608045073002e-14,2.2751809311713225e-14
3.4078710000000005e-09,0.20667551323426292,3.76,0.0,0.7633981002402025,0.9999999999817575,3.541935167651807e-37,3.3958807647026104e-25,1.8109748340656615e-11,1.176581822141871e-11,1.8156879670209876e-11,1.1727348757738526e-11,2.7200490619761715e-18,3.5485792349459556e-19,3.845125003116381e-14,3.8466388773198406e-14,4.711619081156308e-14
5.505023000000001e-09,0.20667551323453098,3.76,0.0,0.7633981002217886,0.9999999999704474,7.690033663768228e-36,2.4606087917523857e-24,2.9208108019239854e-11,1.9006324993974263e-11,2.933038995128031e-11,1.8906454808752755e-11,7.347152364317177e-18,5.857580997592099e-19,9.979694669223525e-14,9.986225231104551e-14,1.2221662642410235e-13
7.602175e-09,0.2066755132347978,3.76,0.0,0.7633981002033746,0.9999999999590736,4.259795594762982e-35,8.474756309086105e-24,4.0271454643133566e-11,2.6246831766284803e-11,4.050395364677485e-11,2.605683988254838e-11,1.4230475051710575e-17,8.158459763671346e-19,1.8980795007317108e-13,1.8997683741539418e-13,2.3233011630754734e-13
9.699327000000001e-09,0.20667551323506334,3.76,0.0,0.7633981001849607,0.9999999999476363,1.5868326600209745e-34,2.1480242779838498e-23,5.1299994715392364e-11,3.348733853835006e-11,5.167758951720737e-11,3.317861346845048e-11,2.3360665437641732e-17,1.0451513704837947e-18,3.083560196501657e-13,3.0870066408276524e-13,3.7725015740389547e-13
9.999999999999999e-09,0.20667551323532748,3.76,0.0,0.7633981001823207,0.9999999999459914,1.9141505333684167e-34,2.4253412889507884e-23,5.2878343721957444e-11,3.452542490149157e-11,5.327958419495785e-11,3.4197340939502e-11,2.4853054793702064e-17,1.0779631843287847e-18,3.276806898866234e-13,3.280580309715878e-13,4.0086313193969295e-13
1.1796479000000002e-08,0.20667551323532748,3.76,0.0,0.7633981001665467,0.9999999999361359,4.710551907082397e-34,4.557046060496266e-23,6.229394037156364e-11,4.0727845310169777e-11,6.285131686656592e-11,4.0271888245530694e-11,3.47281258831449e-17,1.2736738260745911e-18,4.553091819538357e-13,4.55921062839365e-13,5.567646141623245e-13
1.5990783e-08,0.20667551323585207,3.76,0.0,0.7633981001297188,0.9999999999129465,2.737128869374436e-33,1.4750964614976062e-22,8.417882799240035e-11,5.52088588530716e-11,8.519911709762015e-11,5.437335669285405e-11,6.413947560693482e-17,1.7283759099753462e-18,8.339444048945812e-13,8.354362923660176e-13,1.0187972178958509e-12
2.0185087000000003e-08,0.20667551323637148,3.76,0.0,0.7633981000928908,0.999999999889508,1.0057528171772303e-32,3.638349507865029e-22,1.0592779689628589e-10,6.968987239498818e-11,1.0754750765006542e-10,6.836214123553755e-11,1.0238818418218906e-16,2.1799764226212665e-18,1.3246643739851035e-12,1.32762659129001e-12,1.6167485368384824e-12
2.4379391000000005e-08,0.20667551323688585,3.76,0.0,0.7633981000560628,0.9999999998658227,2.921398364878003e-32,7.60811754701738e-22,1.2754259543674773e-10,8.417088593591735e-11,1.2989664856210062e-10,8.22391783805321e-11,1.493944700153371e-16,2.6284948002198445e-18,1.926372623740634e-12,1.931555532420403e-12,2.3488702174339308e-12
2.8573695000000007e-08,0.20667551323739516,3.76,0.0,0.7633981000192348,0.9999999998418933,7.327825824330757e-32,1.4221633141640134e-21,1.4902493180611318e-10,9.865189947585697e-11,1.5224669675414917e-10,9.600538792949122e-11,2.0507996577768245e-16,3.0739662077573805e-18,2.6379925103024303e-12,2.6463033924337495e-12,3.2134540673268325e-12
3.276799900000001e-08,0.20667551323789968,3.76,0.0,0.7633980999824068,0.9999999998177219,1.646841072799485e-31,2.447728359238452e-21,1.7037644436770042e-10,1.13132913014805e-10,1.745978032903874e-10,1.0966165693771134e-10,2.693691202593303e-16,3.516399885755742e-18,3.4584859896105475e-12,3.4709831915735107e-12,4.208861723171787e-12
3.696230300000001e-08,0.20667551323839917,3.76,0.0,0.7633980999455788,0.9999999997933112,3.4059502651451394e-31,3.953713998933137e-21,1.9159871656976611e-10,1.276139265527595e-10,1.9695011470687056e-10,1.2320884743836775e-10,3.4218849234440613e-16,3.9558353499948045e-18,4.386844565691675e-12,4.404732970064046e-12,5.3335097366858e-12
4.2989498855446216e-08,0.20667551323910863,3.76,0.0,0.7633980998926573,0.9999999997578183,8.495455577753069e-31,7.215718840645323e-21,2.2187191706818754e-10,1.4842307743245396e-10,2.2907269033285857e-10,1.4248684586605564e-10,4.616175353488701e-16,4.582089158910544e-18,5.907724488817167e-12,5.9357653667738205e-12,7.1727323939301495e-12
4.901669471089242e-08,0.2066755132398083,3.76,0.0,0.7633980998397357,0.9999999997218422,1.8750352100741732e-30,1.216245392241527e-20,2.5188617206631133e-10,1.6923222831008692e-10,2.611984907499224e-10,1.6154394496575047e-10,5.982912242149876e-16,5.202238835340652e-18,7.646261702614123e-12,7.687679850873359e-12,9.270900547514245e-12
5.504389056633863e-08,0.20667551324049832,3.76,0.0,0.7633980997868142,0.99999999968539,3.758986832555872e-30,1.9278478978326658e-20,2.8164609465925626e-10,1.9004137918565254e-10,2.9332794669460517e-10,1.8038269032197216e-10,7.519927424134594e-16,5.816380330034084e-18,9.599480102172175e-12,9.657931054557602e-12,1.1623401102242002e-11
6.107108642178483e-08,0.20667551324117872,3.76,0.0,0.7633980997338926,0.9999999996484678,6.996262175196347e-30,2.911461978221099e-20,3.1115617948179376e-10,2.108505300591452e-10,3.2546147988951334e-10,1.9900558051267522e-10,9.22509309156772e-16,6.424593671760777e-18,1.1764459598998766e-11,1.1844020612567183e-11,1.422573942326583e-11
6.709828227723104e-08,0.20667551324184982,3.76,0.0,0.763398099680971,0.9999999996110824,1.2267066551242162e-29,4.227663831865679e-20,3.4042086478588045e-10,2.3165968093055942e-10,3.575995083377429e-10,2.1741509708727584e-10,1.109629659843828e-15,7.026899754706186e-18,1.4138300851138532e-11,1.4243467186723968e-11,1.707347725855378e-11
7.312547813267724e-08,0.20667551324251174,3.76,0.0,0.7633980996280495,0.9999999995732399,2.0483763549736972e-29,5.943201972376456e-20,3.694444795414454e-10,2.5246883179988976e-10,3.8974244164630883e-10,2.356136778193953e-10,1.3131462392402882e-15,7.623362089407993e-18,1.6718156684700167e-11,1.6853833210893162e-11,2.0162285638102552e-11
7.915267398812345e-08,0.20667551324316463,3.76,0.0,0.7633980995751279,0.9999999995349472,3.2833207401643594e-29,8.130060416222032e-20,3.982312986018583e-10,2.7327798266713093e-10,4.2189068577753936e-10,2.5360374372774324e-10,1.5328528764062413e-15,8.214111561026783e-18,1.9501200323887055e-11,1.9672697872399702e-11,2.3487889708469044e-11
8.517986984356965e-08,0.2066755132438085,3.76,0.0,0.7633980995222064,0.9999999994962098,5.086174784016528e-29,1.0866669099048014e-19,4.267854964215574e-10,2.9408713353227763e-10,4.540446390871808e-10,2.713876769188233e-10,1.7685468255318468e-15,8.799170495934348e-18,2.2484651508311042e-11,2.269767926745829e-11,2.7046115015142917e-11
9.120706569901586e-08,0.20667551324444375,3.76,0.0,0.7633980994692848,0.999999999457034,7.649073585620357e-29,1.4236326947761835e-19,4.551111865784961e-10,3.148962843953247e-10,4.862046954912996e-10,2.8896783779068297e-10,2.020027175641715e-15,9.378593979999825e-18,2.5665756123804245e-11,2.592641719887216e-11,3.083284798009902e-11
