Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48)
1.9529111578615167e-09,0.1279048651988611,3.76,0.0,0.6318748387832801,0.9999998609233005,1.6006074441773143e-13,1.9294015752114873e-11,1.2412925336637254e-07,1.4057612536124447e-06,1.2404424832199597e-07,1.3907955286325754e-06,5.610407241097864e-13,2.218796099569489e-13,1.4755011176263446e-08,1.4656729357545941e-08,9.997941479304872e-11,2.555058097461395e-10,2.027989175029886e-10,1.5439703640999962e-10,1.9453326052904264e-11
2.159010408178419e-09,0.1279048687195766,3.76,0.0,0.6318746772639047,0.9999998445061163,2.161756600247839e-13,2.3568201597016668e-11,1.372730603600576e-07,1.5541360303794954e-06,1.3713604622865718e-07,1.5358457108780026e-06,6.92417623393947e-13,2.4709339456420765e-13,1.7999857439450583e-08,1.7867622984931844e-08,1.2091765698239387e-10,3.4457352450239515e-10,2.6739004346167075e-10,2.0832667013408755e-10,2.3783257929757772e-11
2.3651096584953217e-09,0.1279048722406804,3.76,0.0,0.6318745157260222,0.999999827759725,2.8405828235851494e-13,2.8267610792493834e-11,1.5043324425625462e-07,1.702518084089079e-06,1.5022812407421048e-07,1.6805690961254356e-06,8.373719229135265e-13,2.722690322331951e-13,2.1559929521020074e-08,2.1386788435877262e-08,1.4360044573126408e-10,4.5210185542336123e-10,3.431138240355088e-10,2.734788792204709e-10,2.8550059565021194e-11
2.5712089088122242e-09,0.12790487576221293,3.76,0.0,0.6318743541674046,0.9999998106848865,3.648234106761421e-13,3.339191785272159e-11,1.636120867475121e-07,1.850908604614954e-06,1.6332051127141382e-07,1.8249664205415772e-06,9.958181531185352e-13,2.974059548997288e-13,2.5433425156357567e-08,2.521180516741641e-08,1.6797302330737058e-10,5.797752445654773e-10,4.3046480727906145e-10,3.5089037294120947e-10,3.375449640644435e-11
2.7773081591291267e-09,0.12790487928421454,3.76,0.0,0.6318741925857818,0.9999997932823588,4.595850856053931e-13,3.8940870334086076e-11,1.7681190974292314e-07,1.999308830299689e-06,1.764132370629062e-07,1.969038418634317e-06,1.1676706003563052e-12,3.225054928424922e-13,2.961854983578169e-08,2.9340267529755613e-08,1.939828802249105e-10,7.292648973121315e-10,5.298758351008868e-10,4.4159192851375774e-10,3.9397404108056214e-11
2.9834074094460293e-09,0.127904882806725,3.76,0.0,0.6318740309788472,0.9999997755528943,5.694567824187347e-13,4.491429010724045e-11,1.900350692976572e-07,2.1477200417920406e-06,1.8950633052194044e-07,2.112785823256436e-06,1.3528441887005486e-12,3.4756831714904427e-13,3.4113516776149956e-08,3.376978468258416e-08,2.2157968727782963e-10,9.022288640153424e-10,6.417242875161481e-10,5.466084166478014e-10,4.547969001133929e-11
3.1895066597629318e-09,0.12790488632978383,3.76,0.0,0.6318738693442632,0.9999997574972428,6.955516076016755e-13,5.1312074426992187e-11,2.0328395016601064e-07,2.296143556508787e-06,2.0259982055311737e-07,2.2562093656094e-06,1.5512547077849019e-12,3.72593775076666e-13,3.891654689113651e-08,3.84979805103419e-08,2.507152287326501e-10,1.1003121213704489e-09,7.663377021789053e-10,6.669588271114662e-10,5.2002334427429404e-11
3.3956059100798343e-09,0.1279048898534301,3.76,0.0,0.6318737076796666,0.9999997391161506,8.389824978486359e-13,5.813419680914508e-11,2.1656096095403554e-07,2.4445807236975044e-06,2.156937358931152e-07,2.399309775247092e-06,1.7628183092922142e-12,3.975813422293068e-13,4.402586876035186e-08,4.3522493536817605e-08,2.813433369100678e-10,1.325146653115292e-09,9.0399879228733e-10,8.036562941179042e-10,5.896639172856892e-11
3.601705160396737e-09,0.1279048933777026,3.76,0.0,0.6318735459826719,0.9999997204103598,1.0008624209727925e-12,6.538070774185896e-11,2.298685297849492e-07,2.5930329200135627e-06,2.287881051114144e-07,2.542087780079505e-06,1.987451262466503e-12,4.225313250721196e-13,4.9439718599217624e-08,4.884097684095731e-08,3.1341982815968295e-10,1.578351530072584e-09,1.0549499496332715e-09,9.577081215176985e-10,6.637299127587944e-11
3.80780441071364e-09,0.12790489690263984,3.76,0.0,0.6318733842508768,0.9999997013806091,1.1823045784826803e-12,7.305173525740657e-11,2.432091003948317e-07,2.7415015455286823e-06,2.4188295661101926e-07,2.6845441063764096e-06,2.225070210558609e-12,4.4744411358319514e-13,5.515634022990832e-08,5.4451097974074704e-08,3.469024401689356e-10,1.8615329897546377e-09,1.2193973156344948e-09,1.1301158078930322e-09,7.42233382091099e-11
4.013903661030542e-09,0.12790490042827982,3.76,0.0,0.6318732224818647,0.9999996820276343,1.3844226095677174e-12,8.114748537798472e-11,2.565851286164964e-07,2.889988020128951e-06,2.549783186291786e-07,2.8266794787710323e-06,2.4755923674886484e-12,4.723196069500065e-13,6.117398505221627e-08,6.035053887728247e-08,3.8175077062123675e-10,2.176284515617769e-09,1.3975144625738441e-09,1.3218750716027031e-09,8.251871411176009e-11
4.220002911347445e-09,0.12790490395466025,3.76,0.0,0.6318730606732079,0.9999996623521675,1.6083307961370428e-12,8.966824244332084e-11,2.6999907922925085e-07,3.03849378028009e-06,2.680742192381057e-07,2.968494620263761e-06,2.738935396553193e-12,4.971575595606206e-13,6.749091201388953e-08,6.653699579873775e-08,4.1792621727123925e-10,2.524186915895037e-09,1.589445707153904e-09,1.5339758757504098e-09,9.126047755895593e-11
4.426102161664347e-09,0.1279049074818187,3.76,0.0,0.6318728988224711,0.9999996423549377,1.8551442685535425e-12,9.861436933016682e-11,2.8345342314435235e-07,3.1870202761298984e-06,2.8117068634569296e-07,3.109990252225813e-06,3.01501726408797e-12,5.219579995074452e-13,7.410538758105529e-08,7.300817921134838e-08,4.553919194817238e-10,2.9068084019353947e-09,1.7953090863972109e-09,1.7674024530399509e-09,1.0045006455780552e-10
4.63220141198125e-09,0.12790491100979212,3.76,0.0,0.631872736927213,0.9999996220366703,2.1259792117861053e-12,1.0798630757642321e-10,2.9695063488672273e-07,3.3355689689084174e-06,2.9426774769622533e-07,3.2511670944029058e-06,3.3037562830388953e-12,5.467210974520717e-13,8.101568570913973e-08,7.97618137313416e-08,4.94112701221966e-10,3.3257046660580523e-09,2.015199035326419e-09,2.0231333305165213e-09,1.1008898889270627e-10
4.838300662298152e-09,0.12790491453861727,3.76,0.0,0.6318725749849905,0.9999996013980881,2.421953071771303e-12,1.1778457742126913e-10,3.104931903375955e-07,3.484141328590498e-06,3.073654308710913e-07,3.392025864918906e-06,3.6050712087123e-12,5.714468844853508e-13,8.822008781399536e-08,8.679563803738212e-08,5.34055015513022e-10,3.7824189589653325e-09,2.2491888018129994e-09,2.302141354212836e-09,1.2017884238677366e-10
5.044399912615055e-09,0.12790491806833065,3.76,0.0,0.6318724129933578,0.9999995804399104,2.7441847617925563e-12,1.28009777769614e-10,3.24083564712708e-07,3.632738831795358e-06,3.2046376328948986e-07,3.5325672802794804e-06,3.918881228255434e-12,5.961352775895392e-13,9.571688274292122e-08,9.410740478991752e-08,5.751868903153518e-10,4.278482166730437e-09,2.4973326240058212e-09,2.605393713708695e-09,1.3072129508751725e-10
5.250499162931957e-09,0.1279049215989683,3.76,0.0,0.6318722509498715,0.9999995591628534,3.0937948686820606e-12,1.3866258608762797e-10,3.377242307557218e-07,3.781362959902834e-06,3.335627722091369e-07,3.672792055375746e-06,4.245105897503098e-12,6.207862574620395e-13,1.0350436674568625e-07,1.0169488055086776e-07,6.17477875860336e-10,4.8154128873475625e-09,2.759667690628365e-09,2.9338519665983786e-09,1.4171809538332425e-10
5.45659841324886e-09,0.12790492513056598,3.76,0.0,0.63187208885209,0.9999995375676306,3.4719058586626234e-12,1.4974375823614619e-10,3.514176571263049e-07,3.93001519736577e-06,3.466624847269668e-07,3.812700903487899e-06,4.583665132721012e-12,6.453998874694868e-13,1.1158084344576865e-07,1.095558457038764e-07,6.608989934202284e-10,5.394717506833513e-09,3.036215904691653e-09,3.2884720628594856e-09,1.53171070057363e-10
5.6626976635657624e-09,0.12790492866315925,3.76,0.0,0.6318719266975757,0.9999995156549525,3.879642282673051e-12,1.6125412824874825e-10,3.6516630696210134e-07,4.0786970301977585e-06,3.59762927779834e-07,3.9522945362888526e-06,4.934479245279148e-12,6.699762083681284e-13,1.199446238117888e-07,1.1768809437509702e-07,7.054226855009546e-10,6.0178902748854684e-09,3.326985471414391e-09,3.6702043691239626e-09,1.6508212428555197e-10
5.868796913882665e-09,0.12790493219678312,3.76,0.0,0.6318717644838966,0.9999994934255265,4.3181309810445735e-12,1.7319460806056058e-10,3.7897263659611674e-07,4.227409944617741e-06,3.7286412814520904e-07,4.091573663847845e-06,5.297468951038631e-12,6.945152062328634e-13,1.2859402612900085e-07,1.2608943435437365e-07,7.510227674378638e-10,6.686413380105132e-09,3.6319723288456273e-09,4.0799936928552014e-09,1.7745324158451283e-10
6.0748961641995675e-09,0.12790493573147246,3.76,0.0,0.6318716022086274,0.9999994708800571,4.788501287409208e-12,1.8556618719285356e-10,3.9283909441416217e-07,4.376155425836096e-06,3.859661124418743e-07,4.230538994634065e-06,5.672555348529453e-12,7.190168707370722e-13,1.3752737597082877e-07,1.3475768701679817e-07,7.976743803747828e-10,7.4017570247936695e-09,3.951161436572296e-09,4.518779306432828e-09,1.9028648371445755e-10
6.28099541451647e-09,0.12790493926726193,3.76,0.0,0.6318714398693498,0.9999994480192462,5.291885231729314e-12,1.9836993239789145e-10,4.0676811983891757e-07,4.524934956968773e-06,3.99068907130616e-07,4.3691912355202435e-06,6.059659906569146e-12,7.434812261271406e-13,1.4674300617052552e-07,1.4369068724472382e-07,8.453539456064873e-10,8.165379499316793e-09,4.284527935960635e-09,4.987494971144219e-09,2.035839905413608e-10
6.4870946648333725e-09,0.12790494280418555,3.76,0.0,0.6318712774636543,0.9999994248437932,5.8294177423475905e-12,2.116069872682109e-10,4.207621424280263e-07,4.673750018066835e-06,4.1217253851491314e-07,4.507531091786263e-06,6.458704472850272e-12,7.679083015260402e-13,1.5623925679297864e-07,1.528862833502559e-07,8.940391202623434e-10,8.97872725604016e-09,4.632038194538984e-09,5.487068961081962e-09,2.1734797986249043e-10
6.693193915150275e-09,0.12790494634227734,3.76,0.0,0.6318711149891414,0.9999994013543939,6.402236846968842e-12,2.252785718142165e-10,4.348235810744764e-07,4.822602085249684e-06,4.2527703274162535e-07,4.645559267122738e-06,6.86961128082714e-12,7.922981061798745e-13,1.6601447510661844e-07,1.6234233699817442e-07,9.437087543062173e-10,9.843234982838158e-09,4.99365074629224e-09,6.018424086947828e-09,2.3158074719909792e-10
6.8992931654671775e-09,0.12790494988157092,3.76,0.0,0.6318709524434207,0.9999993775517427,7.011483872495849e-12,2.3938598201357394e-10,4.4895484329877536e-07,4.971492629931423e-06,4.383824158016762e-07,4.783276463634599e-06,7.292302943432715e-12,8.166506428427704e-13,1.7606701555540635e-07,1.720567231292628e-07,9.943428488263235e-10,1.0760325676179903e-08,5.369317138385732e-09,6.5824777197642465e-09,2.46284665559672e-10
7.10539241578408e-09,0.12790495342209954,3.76,0.0,0.6318707898241133,0.9999993534365303,7.658303643650144e-12,2.5393058933546477e-10,4.631583246237225e-07,5.120423118131151e-06,4.514887135307358e-07,4.920683381844671e-06,7.726702445288489e-12,8.409659255436523e-13,1.863952397309236e-07,1.820273298840617e-07,1.0459225155882189e-09,1.1731410713794967e-08,5.7589826935436005e-09,7.180141814493777e-09,2.6146218517675103e-10
7.311491666100983e-09,0.1279049569638963,3.76,0.0,0.6318706271288518,0.9999993290094453,8.343844680315315e-12,2.6891384024245356e-10,4.774364080235542e-07,5.269395009858924e-06,4.645959516098986e-07,5.057780720697234e-06,8.172733142701453e-12,8.652439748341961e-13,1.969975163445793e-07,1.9225205852706407e-07,1.0984299378237427e-09,1.275788992692067e-08,6.162587196332127e-09,7.812322933566655e-09,2.7711583321998273e-10
7.517590916417886e-09,0.1279049605069939,3.76,0.0,0.6318704643552804,0.999999304271174,9.06925939354709e-12,2.8433725567248e-10,4.917914634399531e-07,5.418409758569872e-06,4.777041555663608e-07,5.194569177561578e-06,8.630318766107499e-12,8.894848059759929e-13,2.0787222119992673e-07,2.0272882337133928e-07,1.1518483322280303e-09,1.3841151672132919e-08,6.580065510884105e-09,8.4799222703166e-09,2.9324821348788924e-10
7.723690166734788e-09,0.1279049640514247,3.76,0.0,0.6318703015010555,0.9999992792223997,9.835704280201009e-12,3.002024305032672e-10,5.062258473580874e-07,5.567468810679582e-06,4.908133507740934e-07,5.331049448235562e-06,9.099383418228082e-12,9.13688429554749e-13,2.1901773716507453e-07,2.134555517035712e-07,1.2061619121361248e-09,1.498257290276315e-08,7.011348136926156e-09,9.183835672325295e-09,3.098620060805793e-10
7.929789417051691e-09,0.12790496759722092,3.76,0.0,0.631870138563847,0.9999992538638037,1.0644340116134427e-11,3.1651103300120566e-10,5.207419024365574e-07,5.716573605134634e-06,5.039235624545136e-07,5.467222226949152e-06,9.579851569904562e-12,9.378548588359191e-13,2.3043245414519673e-07,2.24430183709511e-07,1.2613558518504264e-09,1.618351923990384e-08,7.45636171026615e-09,9.924953664675984e-09,3.2695996705542613e-10
8.135888667368593e-09,0.1279049711444144,3.76,0.0,0.631869975541337,0.9999992281960642,1.1496332147944784e-11,3.3326480425655803e-10,5.353419571857723e-07,5.865725573032744e-06,5.17034815677153e-07,5.6030882063679515e-06,1.0071648058117736e-11,9.619841108152866e-13,2.4211476905514923e-07,2.3565067239985135e-07,1.317416252090186e-09,1.7445345043005007e-08,7.915029453239082e-09,1.0704161473116497e-08,3.4454492806751576e-10
8.341987917685496e-09,0.12790497469303677,3.76,0.0,0.6318698124312218,0.9999992022198579,1.2392850283210422e-11,3.504655576066493e-10,5.500283256898503e-07,6.014926137287612e-06,5.301471353603245e-07,5.738648077596734e-06,1.0574698085864614e-11,9.860762019134085e-13,2.540630857921915e-07,2.4711498353651894e-07,1.3743301065343002e-09,1.8769393480063854e-08,8.387271580056581e-09,1.152233904713208e-08,3.626197959965003e-10
8.548087168002399e-09,0.1279049782431192,3.76,0.0,0.6318696492312111,0.9999991759358586,1.3335069279204379e-11,3.6811517804854895e-10,5.648033073675906e-07,6.1641767123339855e-06,5.432605462717831e-07,5.873902530182956e-06,1.10889272210667e-11,1.0101311464929017e-12,2.6627581520880854e-07,2.5882109555937716e-07,1.4320852694287335e-09,2.015699659740976e-08,8.873005661536065e-09,1.2380361082928268e-08,3.8118755256133214e-10
8.754186418319301e-09,0.12790498179469287,3.76,0.0,0.6318694859390289,0.9999991493447379,1.4324168930055444e-11,3.8621562164261533e-10,5.796691867685024e-07,6.313478703868888e-06,5.563750730293896e-07,6.0088522521202755e-06,1.161426139416146e-11,1.0341489592063683e-12,2.787513750856314e-07,2.7076699951333733e-07,1.4906704242300246e-09,2.1609475389087077e-08,9.372146953254169e-09,1.3279097046324184e-08,4.0025125392422374e-10
9.166384918953106e-09,0.1279049889024363,3.76,0.0,0.6318691590691152,0.9999990952438079,1.644775566485806e-11,4.237771541949059e-10,6.096827016568037e-07,6.612242514250712e-06,5.826075718089495e-07,6.2778402482748086e-06,1.269795037754492e-11,1.082073252840623e-12,3.044846918216486e-07,2.953702099860322e-07,1.6102894108689835e-09,2.4714289122645942e-08,1.0410302279052006e-08,1.5202162603762697e-08,4.3987908544558885e-10
9.537363569523531e-09,0.12790499530481067,3.76,0.0,0.6318688645484228,0.9999990455093077,1.8531260912995845e-11,4.591454053368836e-10,6.370283439316554e-07,6.881319703663862e-06,6.062208808249443e-07,6.518894136257504e-06,1.3710513987937059e-11,1.125078292366374e-12,3.285278251312543e-07,3.1831328950544565e-07,1.7206874699266565e-09,2.7743524642641704e-08,1.1389606976652478e-08,1.7080779434262508e-08,4.772724341031947e-10
9.894824674448537e-09,0.12790500147891146,3.76,0.0,0.6318685804441044,0.9999989966554038,2.0700053057155377e-11,4.946383589468698e-10,6.636889921620259e-07,7.140770172545406e-06,6.289775535068166e-07,6.750240606554479e-06,1.4719150540887986e-11,1.1664027660481104e-12,3.524776005248554e-07,3.4112646891547997e-07,1.829473773185144e-09,3.088010992178251e-08,1.2373008321426873e-08,1.9028246609746496e-08,5.148712720541903e-10
9.999999999999999e-09,0.12790500765808735,3.76,0.0,0.6318684967918543,0.9999989821076049,2.136923438136175e-11,5.053473505526438e-10,6.715932084962485e-07,7.2171422192561435e-06,6.356739439586025e-07,6.818137241794702e-06,1.502202546344974e-11,1.1785404038465276e-12,3.596693845177664e-07,3.479692103898423e-07,1.8619268968483691e-09,3.184464066421219e-08,1.2669714822693429e-08,1.962755278325284e-08,5.262296282787295e-10
1.0252285779373543e-08,0.12790500765808735,3.76,0.0,0.6318682960188499,0.9999989468906587,2.3033476684365424e-11,5.315310891413921e-10,6.906668466319575e-07,7.400402251311021e-06,6.517380557336986e-07,6.9806837988296e-06,1.5759763836422477e-11,1.207615865413489e-12,3.7718742847683073e-07,3.6462242203285624e-07,1.940590001971169e-09,3.423701043368062e-08,1.3394957798499784e-08,2.1114894645550802e-08,5.540275394282263e-10
1.060974688429855e-08,0.12790501384248915,3.76,0.0,0.631868011261385,0.9999988962184874,2.553792854211909e-11,5.698366171724579e-10,7.179731924485429e-07,7.660222883008835e-06,6.745025098885865e-07,7.2102272392324456e-06,1.683198207452362e-11,1.2487176813752924e-12,4.0264933453765135e-07,3.8879117370071663e-07,2.054006096270964e-09,3.7820675313992934e-08,1.4454961252068963e-08,2.3345048471079687e-08,5.947601725274783e-10
1.0967207989223555e-08,0.1279050200322653,3.76,0.0,0.6318677261605716,0.9999988446422861,2.8219865954357154e-11,6.09568555035541e-10,7.456191734042518e-07,7.920238920701547e-06,6.972710370523481e-07,7.438874440143033e-06,1.793543660396731e-11,1.2897083091189281e-12,4.2885540472402025e-07,4.1362285688837345e-07,2.16969727381594e-09,4.163745933286779e-08,1.5552520140508968e-08,2.5722987566875934e-08,6.370887450571747e-10
1.1324669094148562e-08,0.12790502622756197,3.76,0.0,0.6318674407054075,0.9999987921654336,3.108580948740084e-11,6.507410954841572e-10,7.736157920074268e-07,8.180457126796187e-06,7.200437570136676e-07,7.666628900225619e-06,1.9069761899797725e-11,1.3305878438794605e-12,4.5579778511033055e-07,4.391077116132344e-07,2.2876436835434114e-09,4.5693623919308986e-08,1.668713323102995e-08,2.825294630938955e-08,6.810334610008748e-10
1.1682130199073568e-08,0.127905032428523,3.76,0.0,0.6318671548850252,0.9999987387912908,3.4142345568353583e-11,6.93369002026019e-10,8.019739098164262e-07,8.440884172701136e-06,7.428207882789245e-07,7.893494104482307e-06,2.0234595539377094e-11,1.3713563813743043e-12,4.834686814228901e-07,4.6523608387371796e-07,2.4078300802265977e-09,4.9995338174765615e-08,1.7858297956343028e-08,3.093911431329566e-08,7.266151474275981e-10
1.2039591303998574e-08,0.12790503863529,3.76,0.0,0.6318668686886937,0.999998684523201,3.7396129057621624e-11,7.374675989307075e-10,8.307042479833824e-07,8.701526638713956e-06,7.656022480819993e-07,8.119473524306408e-06,2.1429578177880838e-11,1.4120140203451195e-12,5.118603586367891e-07,4.919984245926095e-07,2.530245518024608e-09,5.454867987649203e-08,1.9065511530243637e-08,3.378563677147526e-08,7.738552472625086e-10
1.239705240892358e-08,0.12790504484800247,3.76,0.0,0.6318665821058164,0.9999986293644916,4.0853885776915315e-11,7.830527612703183e-10,8.598173879406833e-07,8.962391014071289e-06,7.883882523940176e-07,8.344570617535626e-06,2.26543535249082e-11,1.4525608623559435e-12,5.409651405753081e-07,5.193852885704227e-07,2.6548830610895927e-09,5.935963647110643e-08,2.030827189136071e-08,3.6796614792747206e-08,8.227758120440612e-10
1.2754513513848586e-08,0.1279050510667976,3.76,0.0,0.6318662951259318,0.9999985733184724,4.452241499259547e-11,8.301409050007916e-10,8.893237722119684e-07,9.223483697141859e-06,8.111789159330261e-07,8.568788828505027e-06,2.3908568321732605e-11,1.4929970102248247e-12,5.707754095118765e-07,5.473873334487585e-07,2.7817395105260782e-09,6.443410605835884e-08,2.1586078493980278e-08,3.997610573734734e-08,8.733994946751946e-10
1.3111974618773592e-08,0.12790505729181043,3.76,0.0,0.6318660077387122,0.9999985163884372,4.840859185380254e-11,8.787489770881975e-10,9.192337053417269e-07,9.484810995756375e-06,8.339743521736046e-07,8.792131588099808e-06,2.519187231816509e-11,1.5333225680671701e-12,6.012836057746084e-07,5.759953186837644e-07,2.9108151473312517e-09,6.977789836500261e-08,2.2898432952090893e-08,4.332812355012439e-08,9.257495421722614e-10
1.3469435723698598e-08,0.12790506352317407,3.76,0.0,0.631865719933963,0.9999984585776639,5.251936978542339e-11,9.288944456881882e-10,9.495573549225893e-07,9.746379127652645e-06,8.56774673356409e-07,9.014602313807837e-06,2.6503918249285753e-11,1.573537642211142e-12,6.324822273534144e-07,6.052001045296456e-07,3.042113490543259e-09,7.539673570882417e-08,2.424483955838091e-08,4.685663909145823e-08,9.798497884199719e-10
1.3826896828623605e-08,0.1279050697610192,3.76,0.0,0.6318654317016213,0.999998399889415,5.686178283646653e-11,9.805952903885454e-10,9.803047526916503e-07,1.0008194221006121e-05,8.79579990497652e-07,9.236204409772016e-06,2.7844361812670137e-11,1.6136423411630865e-12,6.643638295096475e-07,6.349926510320416e-07,3.1756410695346526e-09,8.129625395301107e-08,2.5624805708116748e-08,5.056558046593406e-08,1.0357246469428977e-09
1.418435793354861e-08,0.12790507600547485,3.76,0.0,0.6318651430317567,0.9999983403269367,6.144294798436404e-11,1.03386999252189e-09,1.0114857956759482e-06,1.0270262315025102e-05,9.023904133985166e-07,9.456941266842415e-06,2.921286164597259e-11,1.6536367750165878e-12,6.969210243882582e-07,6.653640170311175e-07,3.311407209518025e-09,8.748200345100873e-08,2.7037842248878377e-08,5.4458833348799394e-08,1.0933991037011482e-09
1.4541819038473617e-08,0.12790508225666763,3.76,0.0,0.6318648539145684,0.9999982798934609,6.627006739546712e-11,1.0887375255523287e-09,1.0431102473782235e-06,1.053258936060098e-05,9.252060506545077e-07,9.676816262628231e-06,3.06090793044803e-11,1.6935210554199483e-12,7.30146480632441e-07,6.963053591742958e-07,3.449423829577804e-09,9.395944998194027e-08,2.848346376579481e-08,5.8540241310214125e-08,1.1528987099142824e-09
1.525674124832363e-08,0.12790509477976184,3.76,0.0,0.6318642742996626,0.9999981564263682,7.669141676236002e-11,1.2033293818919068e-09,1.1077277707322866e-06,1.10580436727311e-05,9.708533966409859e-07,1.0113994114888126e-05,3.3483328772666436e-11,1.7729596119260468e-12,7.985731319932711e-07,7.598630816871442e-07,3.732268055704569e-09,1.0781087991012922e-07,3.147053995281931e-08,6.72826881482821e-08,1.2774783591418944e-09
1.590017123718864e-08,0.12790510607481867,3.76,0.0,0.6318637510207121,0.9999980423592888,8.698586851038434e-11,1.3121096168111138e-09,1.1674952567903105e-06,1.1531896084537257e-05,1.0119549061948478e-06,1.050454023122983e-05,3.616161192913831e-11,1.844078745295263e-12,8.623701672022139e-07,8.189276020367114e-07,3.994690708018687e-09,1.213279043208199e-07,3.4265563061604356e-08,7.583208862885257e-08,1.396109705976731e-09
1.654360122605365e-08,0.12790511739358498,3.76,0.0,0.6318632261458594,0.9999979255197639,9.819334353623456e-11,1.4263671929113228e-09,1.2288452573140685e-06,1.200667608838716e-05,1.0530749450054462e-06,1.0892345845853753e-05,3.892456835578632e-11,1.914842799418107e-12,9.282208940437782e-07,8.797056812550299e-07,4.2646899033424376e-09,1.358712623140847e-07,3.7158802760954606e-08,8.504899614587971e-08,1.521076993786102e-09
1.718703121491866e-08,0.1279051287367296,3.76,0.0,0.6318626996225202,0.9999978059261188,1.1035920735599665e-10,1.5462293207305434e-09,1.2918300497410955e-06,1.2482415295468194e-05,1.0942141040156186e-06,1.1277430184979578e-05,4.177032683703309e-11,1.985252487816395e-12,9.960845490417084e-07,9.421491547964587e-07,4.5424063588052275e-09,1.5146989214876085e-07,4.014758418469599e-08,9.495434588771994e-08,1.6525487435769656e-09
1.783046120378367e-08,0.1279051401049021,3.76,0.0,0.6318621713993902,0.999997683596537,1.2352988523435463e-10,1.6718276390090432e-09,1.356500610594454e-06,1.2959144452335973e-05,1.1353729622355428e-06,1.1659812339903296e-05,4.469704504954106e-11,2.055308540731035e-12,1.0659209319244584e-06,1.0062108093542865e-06,4.827995568949503e-09,1.6815191569210603e-07,4.32292806594206e-08,1.0556865615497716e-07,1.7906988511613319e-09
1.847389119264868e-08,0.12790515149873274,3.76,0.0,0.6318616414264248,0.9999975585490609,1.377528977850123e-10,1.8032980477244966e-09,1.4229066393786521e-06,1.3436893456672885e-05,1.1765520869088843e-06,1.2039511267944814e-05,4.7702909164727164e-11,2.125011705068687e-12,1.137690398753592e-06,1.0718443657651583e-06,5.121625597004872e-09,1.8594465456940276e-07,4.64013140967694e-08,1.1691203412473501e-07,1.9357064588282264e-09
1.911732118151369e-08,0.12790516291883353,3.76,0.0,0.6318611096548172,0.9999974308015963,1.5307689519704608e-10,1.9407805443320296e-09,1.491096582225099e-06,1.3915691373107286e-05,1.2177520336768653e-06,1.2416545793388772e-05,5.0786133456648634e-11,2.1943627440437276e-12,1.2113538551328658e-06,1.1390044622152574e-06,5.423475103293709e-09,2.0487464601854195e-07,4.966115503003252e-08,1.2900418154340086e-07,2.0877558287881747e-09
1.97607511703787e-08,0.127905174365798,3.76,0.0,0.6318605760369765,0.999997300371914,1.6955169014321565e-10,2.0844190631446595e-09,1.561117655249521e-06,1.439556644902619e-05,1.258973346740333e-06,1.2790934608418804e-05,5.3944959915074204e-11,2.2633624365292526e-12,1.2868727494953125e-06,1.2076466377365877e-06,5.733731583610154e-09,2.2496765846105214e-07,5.3006322373662796e-08,1.4186440035053686e-07,2.2470362183842808e-09
2.040418115924371e-08,0.1279051858402021,3.76,0.0,0.631860040526507,0.9999971672776534,1.872282893627561e-10,2.234361317933183e-09,1.6330158675645504e-06,1.4876546130312122e-05,1.3002165590197976e-06,1.3162696274045119e-05,5.717765786358414e-11,2.332011576744213e-12,1.364209066469322e-06,1.2777273159955989e-06,6.05258980403652e-09,2.462487067874329e-07,5.643438297290524e-08,1.5551159823279784e-07,2.4137417571411393e-09
2.104761114810872e-08,0.12790519734260425,3.76,0.0,0.6318595030781863,0.9999970315363237,2.0615892396771554e-10,2.3907586477062274e-09,1.7068360438848709e-06,1.5358657076913412e-05,1.3414821923134947e-06,1.3531849221025557e-05,6.048252358262065e-11,2.4003109740669936e-12,1.443325320321507e-06,1.349203789364106e-06,6.380250406016218e-09,2.68742067366696e-07,5.994295104420648e-08,1.6996429410994152e-07,2.5880713256634275e-09
2.169104113697373e-08,0.1279052088735459,3.76,0.0,0.6318589636479457,0.9999968931653066,2.2639707850091175e-10,2.553765865658822e-09,1.7826218466998725e-06,1.5841925178202823e-05,1.3827707574535061e-06,1.3898411750780171e-05,6.385787993755738e-11,2.4682614525723207e-12,1.524184548475362e-06,1.4220342032671588e-06,6.716918662577313e-09,2.9247129278540177e-07,6.352968755670186e-08,1.852406235537926e-07,2.770228436401804e-09
2.233447112583874e-08,0.1279052204335518,3.76,0.0,0.6318584221928486,0.9999967521818576,2.479975187752693e-10,2.72354111125558e-09,1.8604157980217153e-06,1.632637556811553e-05,1.4240827544599596e-06,1.4262402036299415e-05,6.730207601161243e-11,2.5358638505771066e-12,1.6067503051046163e-06,1.496177540802249e-06,7.062803369642282e-09,3.174592263217379e-07,6.719229956947474e-08,2.013583441411328e-07,2.960421116283163e-09
