Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40)
0.0,0.13114681141106507,3.76,0.0,0.847538786450666,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1162613373723491e-20,0.13114681141106507,3.76,0.0,0.8475387864506659,1.0,0.0,0.0,5.422611004691511e-18,1.1167181958709096e-16,5.422611004691511e-18,1.1167181958709096e-16
3.1255317446425775e-20,0.13114681141106505,3.76,0.0,0.8475387864506657,1.0,0.0,0.0,1.5183310813136232e-17,3.126810948438546e-16,1.5183310813136232e-17,3.126810948438546e-16
7.144072559183035e-20,0.13114681141106507,3.76,0.0,0.8475387864506653,1.0,0.0,0.0,3.470471043002566e-17,7.146996453573819e-16,3.470471043002566e-17,7.146996453573819e-16
1.5181154188263948e-19,0.13114681141106513,3.76,0.0,0.8475387864506644,1.0,0.0,0.0,7.374750966380446e-17,1.518736746384435e-15,7.374750966380446e-17,1.518736746384435e-15
3.1255317446425777e-19,0.13114681141106513,3.76,0.0,0.8475387864506627,0.9999999999999999,0.0,0.0,1.518331081313619e-16,3.1268109484385365e-15,1.518331081313619e-16,3.1268109484385365e-15
6.340364396274943e-19,0.13114681141106518,3.76,0.0,0.8475387864506594,0.9999999999999998,0.0,0.0,3.0800430506647607e-16,6.342959352546721e-15,3.0800430506647607e-16,6.342959352546721e-15
1.2770029699539674e-18,0.13114681141106535,3.76,0.0,0.8475387864506526,0.9999999999999994,0.0,0.0,6.203466989367014e-16,1.2775256160763019e-14,6.203466989367014e-16,1.2775256160763019e-14
2.5629360306069135e-18,0.13114681141106566,3.76,0.0,0.8475387864506391,0.9999999999999988,0.0,0.0,1.2450314866771403e-15,2.563984977719533e-14,1.2450314866771403e-15,2.563984977719533e-14
5.134802151912806e-18,0.13114681141106627,3.76,0.0,0.8475387864506121,0.9999999999999976,0.0,0.0,2.4944010621579703e-15,5.136903701005879e-14,2.4944010621579703e-15,5.136903701005879e-14
1.027853439452459e-17,0.13114681141106746,3.76,0.0,0.8475387864505581,0.999999999999995,0.0,0.0,4.993140213119443e-15,1.028274114757811e-13,4.993140213119443e-15,1.028274114757811e-13
2.056599887974816e-17,0.13114681141106987,3.76,0.0,0.8475387864504502,0.99999999999999,0.0,0.0,9.990618515041636e-15,2.0574416040720717e-13,9.990618515041636e-15,2.0574416040720717e-13
4.1140927850195294e-17,0.13114681141107468,3.76,0.0,0.8475387864502344,0.99999999999998,0.0,0.0,1.998557511888301e-14,4.1157765826998547e-13,1.998557511888301e-14,4.1157765826998547e-13
8.229078579108957e-17,0.1311468114110843,3.76,0.0,0.8475387864498027,0.99999999999996,0.0,0.0,3.997548832655371e-14,8.232446539952464e-13,3.997548832655371e-14,8.232446539952464e-13
1.6459050167287812e-16,0.13114681141110357,3.76,0.0,0.8475387864489394,0.9999999999999201,0.0,0.0,7.995531474184691e-14,1.6465786454445852e-12,7.995531474184691e-14,1.6465786454445852e-12
3.2918993343645525e-16,0.1311468114111421,3.76,0.0,0.8475387864472128,0.9999999999998401,0.0,0.0,1.5991496757224055e-13,3.2932466283385316e-12,1.5991496757224055e-13,3.2932466283385316e-12
6.583887969636094e-16,0.13114681141121912,3.76,0.0,0.8475387864437596,0.9999999999996803,0.0,0.0,3.1983427323225677e-13,6.5865825941075004e-12,3.1983427323225677e-13,6.5865825941075004e-12
1.316786524017918e-15,0.13114681141137316,3.76,0.0,0.8475387864368531,0.9999999999993604,0.0,0.0,6.396728845492049e-13,1.3173254525569736e-11,6.396728845492049e-13,1.3173254525569736e-11
2.6335819781265348e-15,0.13114681141168125,3.76,0.0,0.84753878642304,0.9999999999987207,0.0,0.0,1.2793501071707638e-12,2.6346598388191405e-11,1.2793501071707638e-12,2.6346598388191405e-11
5.267172886343769e-15,0.1311468114122974,3.76,0.0,0.847538786395414,0.9999999999974414,0.0,0.0,2.558704552364533e-12,5.2693286112223534e-11,2.558704552364533e-12,5.2693286112223534e-11
1.0534354702778236e-14,0.13114681141352982,3.76,0.0,0.8475387863401619,0.9999999999948826,0.0,0.0,5.117413442554673e-12,1.0538666155544296e-10,5.117413442554673e-12,1.0538666155544296e-10
2.1068718335647172e-14,0.13114681141599452,3.76,0.0,0.8475387862296577,0.9999999999897652,0.0,0.0,1.0234831222145373e-11,2.1077341242250237e-10,1.0234831222145373e-11,2.1077341242250237e-10
4.213744560138504e-14,0.13114681142092402,3.76,0.0,0.8475387860086494,0.9999999999795304,0.0,0.0,2.046966677816843e-11,4.2154691407910377e-10,2.046966677816843e-11,4.2154691407910377e-10
8.427490013286078e-14,0.131146811430783,3.76,0.0,0.8475387855666328,0.9999999999590607,0.0,0.0,4.093933787758118e-11,8.430939170822365e-10,4.093933787758118e-11,8.430939170822365e-10
1.6854980919581227e-13,0.13114681145050092,3.76,0.0,0.8475387846825994,0.9999999999181214,0.0,0.0,8.187868002587325e-11,1.6861879218482215e-09,8.187868002587325e-11,1.6861879218482215e-09
3.370996273217152e-13,0.1311468114899368,3.76,0.0,0.8475387829145327,0.9999999998362427,0.0,0.0,1.637573641203236e-10,3.3723759264190695e-09,1.637573641203236e-10,3.3723759264190695e-09
6.741992635735212e-13,0.13114681156880853,3.76,0.0,0.8475387793783993,0.9999999996724853,0.0,0.0,3.275147315006887e-10,6.744751915716271e-09,3.275147315006887e-10,6.744751915716271e-09
1e-12,0.13114681172655204,3.76,0.0,0.84753877596079,0.9999999995142168,0.0,0.0,4.85783280687399e-10,1.000409262609475e-08,4.85783280687399e-10,1.000409262609475e-08
1.348398536077133e-12,0.13114681172655204,3.76,0.0,0.8475387723061326,0.9999999993449706,0.0,0.0,6.550294630272745e-10,1.3489503814932616e-08,6.550294630272745e-10,1.3489503814932616e-08
2.0225978085807446e-12,0.1311468118842955,3.76,0.0,0.8475387652338661,0.999999999017456,0.0,0.0,9.825441913197125e-10,2.023425563477082e-08,9.825441913197125e-10,2.023425563477082e-08
3.370996353587968e-12,0.13114681219978244,3.76,0.0,0.8475387510893333,0.9999999983624265,0.0,0.0,1.637573634967978e-09,3.3723758956934156e-08,1.637573634967978e-09,3.3723758956934156e-08
4.719394898595192e-12,0.1311468125152694,3.76,0.0,0.8475387369448009,0.999999997707397,0.0,0.0,2.292603065679606e-09,4.721326196158371e-08,2.292603065679606e-09,4.721326196158371e-08
6.0677934436024154e-12,0.13114681283075635,3.76,0.0,0.8475387228002688,0.9999999970523675,0.0,0.0,2.947632483454571e-09,6.070276464871879e-08,2.947632483454571e-09,6.070276464871879e-08
8.764590533616863e-12,0.1311468134617302,3.76,0.0,0.8475386945112053,0.9999999957423088,0.0,0.0,4.257691288642843e-09,8.768176927779917e-08,4.257691288642843e-09,8.768176927779917e-08
1e-11,0.13114681409270407,3.76,0.0,0.8475386815519154,0.9999999951421676,0.0,0.0,4.857832475606085e-09,1.000409181303859e-07,4.857832475606085e-09,1.000409181303859e-07
1.146138762363131e-11,0.13114681409270407,3.76,0.0,0.8475386662221431,0.9999999944322501,0.0,0.0,5.56775004625813e-09,1.1466077273925862e-07,5.56775004625813e-09,1.1466077273925862e-07
1.6854981803660205e-11,0.13114681535465164,3.76,0.0,0.8475386096440227,0.9999999918121326,0.0,0.0,8.187867405274565e-09,1.6861877582808947e-07,8.187867405274565e-09,1.6861877582808947e-07
2.22485759836891e-11,0.13114681661659913,3.76,0.0,0.8475385530659075,0.9999999891920156,0.0,0.0,1.080798455836796e-08,2.225767738627846e-07,1.080798455836796e-08,2.225767738627846e-07
3.303576434374689e-11,0.13114681914049373,3.76,0.0,0.847538439909693,0.9999999839517819,0.0,0.0,1.6048218243931032e-08,3.304927546996866e-07,1.6048218243931032e-08,3.304927546996866e-07
5.461014106386247e-11,0.13114682418828147,3.76,0.0,0.8475382135973274,0.999999973471317,0.0,0.0,2.652868313187444e-08,5.463246554265329e-07,2.652868313187444e-08,5.463246554265329e-07
9.775889450409363e-11,0.13114683428385124,3.76,0.0,0.8475377609728499,0.9999999525103971,0.0,0.0,4.7489602971911745e-08,9.779882130148744e-07,4.7489602971911745e-08,9.779882130148744e-07
9.999999999999999e-11,0.13114685447496802,3.76,0.0,0.8475377374639714,0.9999999514217071,0.0,0.0,4.857829298702621e-08,1.0004084015681542e-06,4.857829298702621e-08,1.0004084015681542e-06
1.8405640138455592e-10,0.13114685447496802,3.76,0.0,0.8475368557249104,0.9999999105885972,0.0,0.0,8.941140290385751e-08,1.8413143526062338e-06,8.941140290385751e-08,1.8413143526062338e-06
3.5665141514548055e-10,0.13114689485711026,3.76,0.0,0.8475350452330936,0.9999998267451563,0.0,0.0,1.7325484374400053e-07,3.5679627286185944e-06,1.7325484374400053e-07,3.5679627286185944e-06
7.018414426673298e-10,0.13114697562102945,3.76,0.0,0.8475314242657151,0.9999996590589109,0.0,0.0,3.409410890988699e-07,7.0212438618066815e-06,3.409410890988699e-07,7.0212438618066815e-06
9.999999999999999e-10,0.13114705638446164,3.76,0.0,0.8475282966655546,0.9999995142202738,0.0,0.0,4.857797263581039e-07,1.0004005385113885e-05,4.857797263581039e-07,1.0004005385113885e-05
1.047031470189179e-09,0.13114705638446164,3.76,0.0,0.8475278033200184,0.9999994913735144,0.0,0.0,5.086264857205463e-07,1.0474504161880777e-05,5.086264857205463e-07,1.0474504161880777e-05
1.7374115252328776e-09,0.13114721790986228,3.76,0.0,0.8475205614937331,0.9999991560052696,0.0,0.0,8.439947305087182e-07,1.7380962202403467e-05,8.439947305087182e-07,1.7380962202403467e-05
2.427791580276576e-09,0.13114737943331228,3.76,0.0,0.8475133197543234,0.999998820640425,0.0,0.0,1.1793595750179091e-06,2.4287336767584078e-05,1.1793595750179091e-06,2.4287336767584078e-05
3.1181716353202746e-09,0.13114754095480707,3.76,0.0,0.8475060781018827,0.999998485278984,0.0,0.0,1.5147210158792877e-06,3.119362776738449e-05,1.5147210158792877e-06,3.119362776738449e-05
3.8085516903639735e-09,0.13114770247434474,3.76,0.0,0.8474988365365069,0.9999981499209504,0.0,0.0,1.8500790496313906e-06,3.809983510929198e-05,1.8500790496313906e-06,3.809983510929198e-05
5.1893118004513704e-09,0.13114802550753993,3.76,0.0,0.8474843536673056,0.9999974792151171,0.0,0.0,2.5207848830052177e-06,5.191199847726896e-05,2.5207848830052177e-06,5.191199847726896e-05
6.570071910538767e-09,0.13114834853288737,3.76,0.0,0.8474698711474871,0.9999968085229525,0.0,0.0,3.191477047446373e-06,6.572382613140219e-05,3.191477047446373e-06,6.572382613140219e-05
9.331592130713561e-09,0.1311489945599505,3.76,0.0,0.8474409071592325,0.9999954671797471,0.0,0.0,4.532820252874852e-06,9.33464711806113e-05,4.532820252874852e-06,9.33464711806113e-05
9.999999999999999e-09,0.13114964055539005,3.76,0.0,0.8474338968269768,0.9999951425246772,0.0,0.0,4.857475322565433e-06,0.00010003214836673287,4.857475322565433e-06,0.00010003214836673287
