Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136)
0.0,0.40722969099234724,3.76,0.0,0.6142325382788936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1877141370082965e-20,0.4072296909923472,3.76,0.0,0.6142325382788935,1.0,0.0,0.0,4.923906755808878e-18,1.1715696796290054e-16,4.923906755808878e-18,1.1715696796290054e-16,2.539830162266662e-37
3.3255995836232306e-20,0.4072296909923472,3.76,0.0,0.6142325382788932,1.0,0.0,0.0,1.3786938916264857e-17,3.280395102961214e-16,1.3786938916264857e-17,3.280395102961214e-16,1.5340574180090636e-36
7.601370476853098e-20,0.40722969099234735,3.76,0.0,0.6142325382788928,1.0,0.0,0.0,3.1513003237176786e-17,7.498045949625627e-16,3.1513003237176786e-17,7.498045949625627e-16,7.385826111871445e-36
1.6152912263312835e-19,0.4072296909923474,3.76,0.0,0.6142325382788919,1.0,0.0,0.0,6.69651318790006e-17,1.5933347642954434e-15,6.69651318790006e-17,1.5933347642954434e-15,3.2255843060786524e-35
3.3255995836232304e-19,0.4072296909923475,3.76,0.0,0.6142325382788901,0.9999999999999999,0.0,0.0,1.3786938916264798e-16,3.280395102961199e-15,1.3786938916264798e-16,3.280395102961199e-15,1.3466179520337777e-34
6.746216298207125e-19,0.4072296909923477,3.76,0.0,0.6142325382788866,0.9999999999999998,0.0,0.0,2.7967790372994185e-16,6.654515780292683e-15,2.7967790372994185e-16,6.654515780292683e-15,5.501373724676026e-34
1.3587449727374913e-18,0.40722969099234824,3.76,0.0,0.6142325382788796,0.9999999999999994,0.0,0.0,5.632949328645259e-16,1.3402757134955549e-14,5.632949328645259e-16,1.3402757134955549e-14,2.223743218912207e-33
2.726991658571049e-18,0.4072296909923493,3.76,0.0,0.6142325382788655,0.9999999999999989,0.0,0.0,1.1305289911336793e-15,2.6899239844280863e-14,1.1305289911336793e-15,2.6899239844280863e-14,8.941573679465914e-33
5.463485030238165e-18,0.40722969099235135,3.76,0.0,0.6142325382788374,0.9999999999999978,0.0,0.0,2.2649971076719268e-15,5.3892205262929856e-14,2.2649971076719268e-15,5.3892205262929856e-14,3.585970967123038e-32
1.0936471773572396e-17,0.4072296909923554,3.76,0.0,0.6142325382787811,0.9999999999999956,0.0,0.0,4.5339333407481865e-15,1.0787813610022124e-13,4.5339333407481865e-15,1.0787813610022124e-13,1.4362588193737994e-31
2.1882445260240857e-17,0.4072296909923636,3.76,0.0,0.6142325382786686,0.999999999999991,0.0,0.0,9.071805806899763e-15,2.158499977747776e-13,9.071805806899763e-15,2.158499977747776e-13,5.748778276001008e-31
4.377439223357778e-17,0.40722969099237993,3.76,0.0,0.6142325382784436,0.9999999999999819,0.0,0.0,1.8147550739199145e-14,4.317937211237849e-13,1.8147550739199145e-14,4.317937211237849e-13,2.300260123446745e-30
8.755828618025163e-17,0.4072296909924126,3.76,0.0,0.6142325382779935,0.9999999999999638,0.0,0.0,3.629904060378282e-14,8.636811678213775e-13,3.629904060378282e-14,8.636811678213775e-13,9.20253833322096e-30
1.7512607407359934e-16,0.40722969099247813,3.76,0.0,0.6142325382770935,0.9999999999999275,0.0,0.0,7.260202033288983e-14,1.7274560612148743e-12,7.260202033288983e-14,1.7274560612148743e-12,3.6813149225062023e-29
3.502616498602947e-16,0.407229690992609,3.76,0.0,0.6142325382752933,0.9999999999998549,0.0,0.0,1.4520797979086243e-13,3.455005847995115e-12,1.4520797979086243e-13,3.455005847995115e-12,1.4725858889766623e-28
7.005328014336855e-16,0.4072296909928709,3.76,0.0,0.614232538271693,0.9999999999997097,0.0,0.0,2.90419898705842e-13,6.910105421528584e-12,2.90419898705842e-13,6.910105421528584e-12,5.890463397965745e-28
1.4010751045804672e-15,0.40722969099339434,3.76,0.0,0.6142325382644924,0.9999999999994192,0.0,0.0,5.80843736531939e-13,1.3820304568487485e-11,5.80843736531939e-13,1.3820304568487484e-11,2.356209327793288e-27
2.80215971087403e-15,0.4072296909944418,3.76,0.0,0.6142325382500912,0.9999999999988384,0.0,0.0,1.1616914121686827e-12,2.7640702861973105e-11,1.1616914121686827e-12,2.7640702861973095e-11,9.424885248455058e-27
5.604328923461157e-15,0.4072296909965361,3.76,0.0,0.6142325382212886,0.9999999999976766,0.0,0.0,2.3233867633803726e-12,5.5281499447215665e-11,2.3233867633803726e-12,5.528149944721562e-11,3.769963686743413e-26
1.1208667348635408e-14,0.40722969100072515,3.76,0.0,0.6142325381636836,0.9999999999953533,0.0,0.0,4.646777465556558e-12,1.1056309261078596e-10,4.646777465556558e-12,1.105630926107858e-10,1.507987392078712e-25
2.2417344198983915e-14,0.40722969100910306,3.76,0.0,0.6142325380484737,0.9999999999907065,0.0,0.0,9.293558868920154e-12,2.2112627891026742e-10,9.293558868920154e-12,2.2112627891026682e-10,6.031953402335166e-25
4.483469789968092e-14,0.4072296910258586,3.76,0.0,0.6142325378180538,0.999999999981413,0.0,0.0,1.8587121671692248e-11,4.422526513985939e-10,1.8587121671692248e-11,4.422526513985915e-10,2.4127821271427378e-24
8.966940530107495e-14,0.4072296910593702,3.76,0.0,0.6142325373572138,0.9999999999628258,0.0,0.0,3.7174247261416056e-11,8.845053959327006e-10,3.7174247261416056e-11,8.845053959326911e-10,9.651130036223645e-24
1.7933882010386297e-13,0.4072296911263931,3.76,0.0,0.6142325364355341,0.9999999999256516,0.0,0.0,7.434849837758208e-11,1.7690108832307295e-09,7.434849837758208e-11,1.7690108832306913e-09,3.860452316208133e-23
3.586776497094391e-13,0.40722969126043895,3.76,0.0,0.6142325345921746,0.9999999998513031,0.0,0.0,1.4869700035678785e-10,3.5380218507460494e-09,1.4869700035678785e-10,3.5380218507458956e-09,1.5441809837774814e-22
7.173553089205912e-13,0.4072296915285308,3.76,0.0,0.6142325309054557,0.999999999702606,0.0,0.0,2.9739400330269414e-10,7.0760437574537334e-09,2.9739400330269414e-10,7.0760437574531155e-09,6.176724025302311e-22
1e-12,0.4072296920647143,3.76,0.0,0.6142325280002524,0.99999999958543,0.0,0.0,4.145700158320361e-10,9.864071021382683e-09,4.145700158320361e-10,9.864071021381333e-09,1.3477784773528576e-21
1.4347106273428954e-12,0.4072296920647143,3.76,0.0,0.614232523532018,0.999999999405212,0.0,0.0,5.947880051444847e-10,1.4152087457577278e-08,5.947880051444847e-10,1.4152087457574806e-08,2.4706896086425437e-21
2.1520659457652e-12,0.40722969260089786,3.76,0.0,0.6142325161585803,0.999999999107818,0.0,0.0,8.921820029362527e-10,2.1228131044408993e-08,8.921820029362527e-10,2.1228131044403742e-08,5.250215394737234e-21
3.5867765826098082e-12,0.4072296936732649,3.76,0.0,0.6142325014117056,0.99999999851303,0.0,0.0,1.4869699823196922e-09,3.53802177649051e-08,1.4869699823196922e-09,3.538021776489058e-08,1.4515301150238117e-20
5.021487219454417e-12,0.4072296947456319,3.76,0.0,0.6142324866648313,0.999999997918242,0.0,0.0,2.081757945503027e-09,4.953230403223381e-08,2.081757945503027e-09,4.9532304032206324e-08,2.748642094645073e-20
6.456197856299026e-12,0.40722969581799895,3.76,0.0,0.6142324719179575,0.999999997323454,0.0,0.0,2.6765458924862497e-09,6.368438984639512e-08,2.6765458924862497e-09,6.368438984635095e-08,4.4163574640775306e-20
9.325619129988244e-12,0.4072296979627328,3.76,0.0,0.6142324424242113,0.9999999961338781,0.0,0.0,3.866121748431993e-09,9.198856041116137e-08,3.866121748431993e-09,9.198856041107517e-08,8.621571622637607e-20
1e-11,0.40722970010746645,3.76,0.0,0.6142324354924937,0.9999999958543001,0.0,0.0,4.145699788514446e-09,9.864069986920273e-08,4.145699788514446e-09,9.864069986910469e-08,9.807683519020825e-20
1.2195040403677461e-11,0.40722970010746645,3.76,0.0,0.6142324129304665,0.9999999949443024,0.0,0.0,5.055697544804067e-09,1.2029272930946897e-07,5.055697544804067e-09,1.202927293093271e-07,1.4189626501451426e-19
1.7933882951055896e-11,0.4072297043969337,3.76,0.0,0.6142323539429828,0.999999992565151,0.0,0.0,7.434848941928788e-09,1.7690106163401474e-07,7.434848941928788e-09,1.7690106163371674e-07,2.9800828223663525e-19
2.3672725498434332e-11,0.4072297086864002,3.76,0.0,0.6142322949555066,0.9999999901859997,0.0,0.0,9.814000081187072e-09,2.3350938674526067e-07,9.814000081187072e-09,2.3350938674474755e-07,5.131110879700991e-19
3.51504105931912e-11,0.40722971726533164,3.76,0.0,0.6142321769805766,0.9999999854276983,0.0,0.0,1.4572301582537886e-08,3.4672601522814656e-07,1.4572301582537886e-08,3.4672601522702556e-07,1.121104310700164e-18
5.8105780782704934e-11,0.4072297344231881,3.76,0.0,0.6142319410308067,0.9999999759110985,0.0,0.0,2.4088901475768013e-08,5.731591852132532e-07,2.4088901475768013e-08,5.731591852102048e-07,3.0484220749629585e-18
9.999999999999999e-11,0.4072297687388744,3.76,0.0,0.614231510415914,0.9999999585430371,0.0,0.0,4.14569627802879e-08,9.864060167099781e-07,4.14569627802879e-08,9.864060167009666e-07,9.011457610338078e-18
