Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41),O[C](F)F(237),CFO(50)
7.257335320729969e-10,0.09924237276364611,3.76,0.0,0.922645522897891,0.9999435257922809,1.2029049063839736e-17,5.354357443026846e-15,1.19332403520789e-10,2.0746770483530526e-10,1.1950078570742402e-10,2.0705792933450147e-10,4.8545765527113344e-17,1.5351006703575527e-17,4.0683171998104597e-13,4.067314841118966e-13,1.634874541599125e-13,7.773698779920606e-16,6.718317107991769e-16,4.533059954814585e-14,5.3299682200135436e-15,2.4023536217705378e-15,8.715397760946586e-17,5.647408763985796e-05,2.097204596932938e-15,1.5939563118621835e-22,3.640590398908437e-21,1.2635564805796645e-26,4.48075425088501e-14,5.587265189774704e-19,7.347266254659519e-21,1.0431891555011556e-21,3.62191350323683e-24,2.044826054539034e-24,3.618277784407993e-27
7.393092404037638e-10,0.09924237276371378,3.76,0.0,0.9226455228917738,0.9999435230463152,1.274216884357974e-17,5.5707824763569975e-15,1.215614597328196e-10,2.1134864075670905e-10,1.2173617879085484e-10,2.1092339780042085e-10,5.0577330853385864e-17,1.5678695192922998e-17,4.2217019880923046e-13,4.2206515059490565e-13,1.6963942872741134e-13,8.217787270998986e-16,7.083616147399055e-16,4.61986549224729e-14,5.5441895561129076e-15,2.4954373120923666e-15,8.947911413299918e-17,5.647683134839284e-05,2.1763461343137287e-15,1.6841349321965274e-22,3.848669235749434e-21,1.3357577268382973e-26,4.564571841224131e-14,5.797575610175927e-19,7.641463916623647e-21,1.064124719729007e-21,3.900321251331858e-24,2.140557143644718e-24,3.827731921454251e-27
7.528849487345308e-10,0.09924237276378148,3.76,0.0,0.9226455228856566,0.9999435206796504,1.3483857173304893e-17,5.7920062214004426e-15,1.2379040002081643e-10,2.1522957710231268e-10,1.2397157212984132e-10,2.1478858033834117e-10,5.2651272449368024e-17,1.6006380836912912e-17,4.3779156877738626e-13,4.3768158047191235e-13,1.7590421726567256e-13,8.678460490494122e-16,7.461257857709283e-16,4.7067826056511107e-14,5.763080057953652e-15,2.590377337447166e-15,9.181216533015209e-17,5.647919575553384e-05,2.2569514091289416e-15,1.7776494355295048e-22,4.064526576791803e-21,1.4106572415496406e-26,4.648389422642333e-14,6.011743824982707e-19,7.941461376853649e-21,1.0850629975404784e-21,4.1944683144526325e-24,2.238628583699861e-24,4.045268994278311e-27
7.664606570652978e-10,0.09924237276384916,3.76,0.0,0.9226455228795394,0.9999435186398505,1.4254742409084816e-17,6.018057092251712e-15,1.2601922444018164e-10,2.1911051388630465e-10,1.2620696572999666e-10,2.1865347696940817e-10,5.4767588221065186e-17,1.6334061649468526e-17,4.5369577906907365e-13,4.5358072240818115e-13,1.8228177646693188e-13,9.15602145052565e-16,7.851403367380303e-16,4.7938133338609725e-14,5.986664109627277e-15,2.687178453199707e-15,9.415273478376572e-17,5.648123329738698e-05,2.3390203129864036e-15,1.8745602246839618e-22,4.288304963408037e-21,1.4883044460774557e-26,4.7322069951413546e-14,6.2297683532395275e-19,8.247258511764864e-21,1.106003988589025e-21,4.504936022556337e-24,2.3390392116883375e-24,4.2710562050885424e-27
7.800363653960648e-10,0.09924237276391683,3.76,0.0,0.9226455228734222,0.9999435168817286,1.5055456615736904e-17,6.248963489432696e-15,1.2824793304638404e-10,2.2299145112305647e-10,1.284423595968242e-10,2.2251808771476668e-10,5.692627585545292e-17,1.6661735920489938e-17,4.698827788547734e-13,4.69762525075488e-13,1.887720630404171e-13,9.65077310820099e-16,8.254211920441447e-16,4.8809597153454795e-14,6.214966066485749e-15,2.7858454136039128e-15,9.650044561839533e-17,5.648298916092249e-05,2.42255273749932e-15,1.9749276931197524e-22,4.5201469264150805e-21,1.5687487576145063e-26,4.8160245587229345e-14,6.4516477145719565e-19,8.558855197707644e-21,1.1269476925915312e-21,4.832316178502971e-24,2.4417874117562135e-24,4.505261816388588e-27
7.936120737268318e-10,0.0992423727639845,3.76,0.0,0.922645522867305,0.9999435153663442,1.58866355650547e-17,6.484753799898527e-15,1.3047652589497174e-10,2.268723888271203e-10,1.3067775373573256e-10,2.2638241259556034e-10,5.912733285094149e-17,1.6989402177515264e-17,4.863525172929134e-13,4.862269371521817e-13,1.9537503371236874e-13,1.016301836562234e-15,8.669840897899567e-16,4.968223788206824e-14,6.448010256109085e-15,2.886382971803025e-15,9.885493953714532e-17,5.648450228642726e-05,2.5075485742865693e-15,2.0788122249403702e-22,4.760194986074859e-21,1.6520395891851242e-26,4.899842113388808e-14,6.677380429187241e-19,8.876251310982221e-21,1.1478941093132327e-21,5.1772110544277284e-24,2.5468711398176067e-24,4.748055172451175e-27
8.071877820575988e-10,0.0992423727640522,3.76,0.0,0.9226455228611877,0.9999435140601403,1.6748918734037065e-17,6.7254563970434464e-15,1.3270500304158303e-10,2.3075332701322718e-10,1.329131481520486e-10,2.3024645163293155e-10,6.137075654360072e-17,1.7317059152717698e-17,5.031049435308396e-13,5.029739073232406e-13,2.0209064522605886e-13,1.0693060069893766e-15,9.098445838902024e-16,5.0556075901807026e-14,6.6858209792254026e-15,2.9887958798297665e-15,1.0121587590598022e-16,5.6485806231089694e-05,2.594007714972977e-15,2.186274194899608e-22,5.0085916520948514e-21,1.738226349647795e-26,4.9836596591407114e-14,6.906965017875051e-19,9.199446727849803e-21,1.1688432385566374e-21,5.540233388116007e-24,2.654287946937737e-24,4.999606720868805e-27
8.343391987191327e-10,0.09924237276418753,3.76,0.0,0.9226455228489533,0.999943511963853,1.856937415439974e-17,7.221711877177957e-15,1.3716161045193032e-10,2.385152048913746e-10,1.3738393783786374e-10,2.379736722619707e-10,6.598469267760139e-17,1.797234105272931e-17,5.374576559453873e-13,5.37315316721792e-13,2.1585961783699984e-13,1.1807743932455389e-15,9.995196683533416e-16,5.230742530575938e-14,7.175839099688987e-15,3.199266747945249e-15,1.0595579669877304e-16,5.648789799863822e-05,2.77131547457367e-15,2.4121719015408276e-22,5.531000789276759e-21,1.919485271869594e-26,5.15129472390955e-14,7.377683903542471e-19,9.863234977258285e-21,1.2107496339616853e-21,6.3231636864502695e-24,2.87610910783025e-24,5.5296718317734984e-27
8.587754737145133e-10,0.09924237276430933,3.76,0.0,0.9226455228379423,0.9999435105419924,2.0320651496514395e-17,7.685426194186953e-15,1.411721619807841e-10,2.455008967816601e-10,1.4140764955595935e-10,2.4492719345567713e-10,7.028209998730121e-17,1.856205356722581e-17,5.693413790445414e-13,5.691884192082768e-13,2.286364912633846e-13,1.2874860293335463e-15,1.0848173631279272e-15,5.3887938855546956e-14,7.633400217773113e-15,3.3951518753194843e-15,1.1024067314602898e-16,5.648931579017601e-05,2.9358958704593657e-15,2.628320164289582e-22,6.0311506878031696e-21,2.0930179631470566e-26,5.3021662517331316e-14,7.814489482477342e-19,1.0480476778132955e-20,1.248474665173827e-21,7.096157995841417e-24,3.083695187737827e-24,6.038416735984162e-27
8.825859122265526e-10,0.09924237276442802,3.76,0.0,0.9226455228272133,0.9999435094775865,2.2133713573571186e-17,8.152996447077832e-15,1.4507963966963973e-10,2.5230768011970925e-10,1.4532831109200116e-10,2.51701737747519e-10,7.460144150737483e-17,1.9136621578121045e-17,6.012887935689547e-13,6.011250746804602e-13,2.414365480911834e-13,1.3974624646400047e-15,1.1721986797266757e-15,5.543200910613685e-14,8.094459379814893e-15,3.591935711756568e-15,1.144314969356607e-16,5.649037622992351e-05,3.10082011164017e-15,2.850981967969044e-22,6.546635086678128e-21,2.271868339229141e-26,5.449173787002004e-14,8.252090743700036e-19,1.1099982648071746e-20,1.2852419739148681e-21,7.915444967327835e-24,3.293183974171967e-24,6.564019982398028e-27
9.063963507385919e-10,0.09924237276454667,3.76,0.0,0.9226455228164844,0.9999435086565648,2.4055633541364484e-17,8.636248704231871e-15,1.4898676257021683e-10,2.5911446525083754e-10,1.492489735845669e-10,2.5847540316365064e-10,7.905104800540798e-17,1.971114596595446e-17,6.341047768413399e-13,6.339298917616248e-13,2.5458223607972997e-13,1.513523527740759e-15,1.2638715311617082e-15,5.698017296756922e-14,8.570669236756243e-15,3.794584155933924e-15,1.1863644596366764e-16,5.649119328401451e-05,3.2702435343169603e-15,3.0858650588882345e-22,7.090673498739644e-21,2.4606228812845475e-26,5.596181294884975e-14,8.701511232172539e-19,1.173732564320792e-20,1.3220176243313216e-21,8.803650041762144e-24,3.509773867067415e-24,7.120090666294395e-27
9.302067892506312e-10,0.09924237276466534,3.76,0.0,0.9226455228057554,0.9999435080231142,2.6090019765416333e-17,9.135335469152771e-15,1.5289353098774455e-10,2.659212522617768e-10,1.531696370604767e-10,2.6524818981808493e-10,8.363090134738744e-17,2.0285624638415975e-17,6.677890541796836e-13,6.67602593883352e-13,2.6807332257793125e-13,1.635832378196728e-15,1.3599123462452832e-15,5.853254022462625e-14,9.0621598993848e-15,4.003122798943869e-15,1.2285428868762756e-16,5.6491822766321455e-05,3.4441655540645385e-15,3.3332947775031864e-22,7.66403435350146e-21,2.6595479866174095e-26,5.743188775391387e-14,9.162742992140162e-19,1.2392505095294137e-20,1.3588016159708444e-21,9.76452623733044e-24,3.733438142457993e-24,7.70759980924855e-27
9.540172277626705e-10,0.099242372764784,3.76,0.0,0.9226455227950264,0.9999435075342515,2.8240515517232557e-17,9.650409117526286e-15,1.567999452287012e-10,2.7272804124077356e-10,1.570903015463495e-10,2.7202009782482067e-10,8.834098301686485e-17,2.0860055987711296e-17,7.023413508625053e-13,7.021429045426754e-13,2.8190957509690485e-13,1.764552123589404e-15,1.4603959866271654e-15,6.008922062736303e-14,9.569061287386624e-15,4.2175772213792475e-15,1.2708389808010166e-16,5.6492307658841424e-05,3.622585586527428e-15,3.5935963763932917e-22,8.267485980660972e-21,2.868910013343371e-26,5.89019622853057e-14,9.635778073395104e-19,1.3065520336051783e-20,1.3955939484185564e-21,1.0801925288374282e-23,3.964147840672051e-24,8.327530806513632e-27
9.778276662747097e-10,0.09924237276490268,3.76,0.0,0.9226455227842975,0.9999435071567687,3.0510798945044805e-17,1.0181621897314385e-14,1.6070600560082863e-10,2.7953483227755866e-10,1.6101096706864905e-10,2.7879112729784304e-10,9.318127420717481e-17,2.1434438774519193e-17,7.377613921380126e-13,7.375505473023258e-13,2.9609076131009164e-13,1.8998458195331745e-15,1.5653957779076067e-15,6.165032389110305e-14,1.0091503138321079e-14,4.437972993334772e-15,1.3132424272074496e-16,5.64926811706241e-05,3.805503047421119e-15,3.8670950203758175e-22,8.901796610111183e-21,3.0889752804341366e-26,6.037203654311854e-14,1.0120608531280312e-18,1.3756370697187898e-20,1.4323946212836766e-21,1.1919797585634265e-23,4.201871992459514e-24,8.98087979818609e-27
9.999999999999999e-10,0.0992423727650213,3.76,0.0,0.9226455227743066,0.9999435068828015,3.2735862963903154e-17,1.0690933897663323e-14,1.6434301985997048e-10,2.8587333328219277e-10,1.6466190054819373e-10,2.850955352727676e-10,9.780562798401487e-17,2.1969260806161426e-17,7.715246224266818e-13,7.71301859759728e-13,3.096062637410254e-13,2.031885918763316e-15,1.667295725877404e-15,6.310810001426253e-14,1.0592089508751757e-14,4.648570768664643e-15,1.3528168347236839e-16,5.649295143871276e-05,3.979879636246113e-15,4.1339295546832063e-22,9.52089041919631e-21,3.30375852308605e-26,6.174097274198055e-14,1.0582682813634422e-18,1.4415728319146665e-20,1.4666709894883659e-21,1.3036677645481362e-23,4.429519672881617e-24,9.620214780634926e-27
1.001638104786749e-09,0.0992423727650213,3.76,0.0,0.9226455227735685,0.9999435068650381,3.2904583044575067e-17,1.072912592884907e-14,1.6461171241313483e-10,2.8634162546331644e-10,1.6493163365371696e-10,2.8556127835112346e-10,9.815175588733823e-17,2.2008772045064768e-17,7.740489032323848e-13,7.738252457909099e-13,3.106166490533484e-13,2.041876469687688e-15,1.6749835401044107e-15,6.321595969643495e-14,1.0629615015782826e-14,4.6643356744083145e-15,1.3557437870075405e-16,5.64929689288542e-05,3.992917352533007e-15,4.154115786620974e-22,9.567734371952959e-21,3.320010067762243e-26,6.184211052744557e-14,1.061722642669267e-18,1.446505551040334e-20,1.4692036341945416e-21,1.3122192116556406e-23,4.446577824207918e-24,9.66865604267668e-27
1.0254485432987881e-09,0.09924237276513996,3.76,0.0,0.9226455227628395,0.9999435066393529,3.5425615629821824e-17,1.1293073204926117e-14,1.6851706597588877e-10,2.931484208906551e-10,1.688523013277974e-10,2.923305510986187e-10,1.032524088519606e-16,2.2583055068332888e-17,8.112036093573164e-13,8.109667237030541e-13,3.254870063250256e-13,2.1908070257702587e-15,1.789229617509233e-15,6.478623768921025e-14,1.1183526316864458e-14,4.8966908137022324e-15,1.3983344222630813e-16,5.6493190640247725e-05,4.1848279177231575e-15,4.454983664767499e-22,1.026606729650736e-20,3.562280616146069e-26,6.331218423837993e-14,1.1125623826085644e-18,1.519157410739874e-20,1.5060209867952591e-21,1.4413256405657685e-23,4.698230945168016e-24,1.0391882292413241e-26
1.0492589818108274e-09,0.09924237276525859,3.76,0.0,0.9226455227521105,0.99994350646457,3.8077679303867296e-17,1.187361559089868e-14,1.7242206660061135e-10,2.9995521865357736e-10,1.727729701170577e-10,2.990989456542713e-10,1.0848321376199137e-16,2.315728728478173e-17,8.492252357169291e-13,8.489747047995193e-13,3.4070160128603504e-13,2.3468003875682843e-15,1.908202907963661e-15,6.636126748054192e-14,1.1753366279015322e-14,5.135063949824765e-15,1.4410064282550952e-16,5.6493361448415485e-05,4.381234158924933e-15,4.77002355703871e-22,1.0997563314328135e-20,3.816053127395037e-26,6.47822576760147e-14,1.1645792801471604e-18,1.593592581988109e-20,1.5428466787411614e-21,1.579723645494765e-23,4.9567955191495086e-24,1.1151595171713709e-26
1.0730694203228666e-09,0.09924237276537723,3.76,0.0,0.9226455227413816,0.9999435063290184,4.086459142970584e-17,1.2470904824770814e-14,1.763267146000627e-10,3.0676201884745176e-10,1.7669364004760478e-10,3.0586646213200984e-10,1.138441511774406e-16,2.3731468265176198e-17,8.881135075141028e-13,8.878489129072927e-13,3.5626020225990747e-13,2.5100194029516858e-15,2.0319708915629666e-15,6.794115864680391e-14,1.2339263986339901e-14,5.3794806108914904e-15,1.483752571155011e-16,5.649349302399551e-05,4.582135492145504e-15,5.099560278358991e-22,1.176299025621427e-20,4.0815937643550056e-26,6.625233084044293e-14,1.2177725430423798e-18,1.6698109979569358e-20,1.5796807096948077e-21,1.7278476684405184e-23,5.2222344218035345e-24,1.1948845556837211e-26
1.0968798588349058e-09,0.09924237276549586,3.76,0.0,0.9226455227306526,0.999943506223685,4.3790204101093854e-17,1.3085092517290931e-14,1.8023101028822672e-10,3.135688215689844e-10,1.806143111454972e-10,3.126331006457477e-10,1.1933520158180671e-16,2.4305597679852264e-17,9.278681499562458e-13,9.275890719196567e-13,3.7216257773283983e-13,2.6806268678853614e-15,2.160599658788079e-15,6.952602072963133e-14,1.294134837536146e-14,5.629966314526839e-15,1.5265662310409003e-16,5.649359438011164e-05,4.787531333466247e-15,5.443918556470735e-22,1.2563115853222626e-20,4.359168650953866e-26,6.772240373175755e-14,1.2721413796077976e-18,1.7478125918197756e-20,1.6165230793241058e-21,1.8861419872510728e-23,5.494509384153817e-24,1.2784698958243682e-26
1.120690297346945e-09,0.09924237276561446,3.76,0.0,0.9226455227199234,0.9999435061416198,4.6858404113421227e-17,1.3716330152045154e-14,1.8413495398029177e-10,3.2037562691619184e-10,1.8453498343675418e-10,3.193988613093843e-10,1.249563453998425e-16,2.487967527636318e-17,9.684888882605504e-13,9.681949057962385e-13,3.8840849635373485e-13,2.8587855264416532e-15,2.294153938074406e-15,7.111596323592122e-14,1.3559748240291303e-14,5.886546567865679e-15,1.569441349854884e-16,5.649367246689943e-05,4.997421099043055e-15,5.803423032051723e-22,1.339870773668064e-20,4.6490438722473166e-26,6.919247635005144e-14,1.3276849987133737e-18,1.82759729675175e-20,1.6533737873017288e-21,2.055060709683326e-23,5.773581123417493e-24,1.3660235905067416e-26
1.1445007358589843e-09,0.09924237276573306,3.76,0.0,0.9226455227091943,0.9999435060774775,5.0073112934604174e-17,1.4364769085550644e-14,1.880385459926306e-10,3.271824349883736e-10,1.884556569473627e-10,3.2616374423680416e-10,1.3070756301121877e-16,2.545370086228787e-17,1.0099754476587989e-12,1.0096661385630445e-12,4.049977269342337e-13,3.0446580708128206e-15,2.4326971228330235e-15,7.27110956378343e-14,1.4194592237854917e-14,6.149246867554975e-15,1.6123723837903048e-16,5.6493732629270146e-05,5.211804205106579e-15,6.17839825883289e-22,1.4270533438199092e-20,4.951485474464816e-26,7.066254869541742e-14,1.3844026097855652e-18,1.9091650459298442e-20,1.690232833304352e-21,2.2350677674671027e-23,6.059409462433445e-24,1.457655233178773e-26
1.192121612883063e-09,0.09924237276597031,3.76,0.0,0.9226455226877363,0.9999435059876408,5.695791606339532e-17,1.5713855640099065e-14,1.9584467624941543e-10,3.407960597111166e-10,1.962970077304495e-10,3.3969087733845873e-10,1.4260014096601189e-16,2.660159545890973e-17,1.0955449307621983e-12,1.0952036972034045e-12,4.3920520003444544e-13,3.4401953264433167e-15,2.724997264326883e-15,7.591736784350552e-14,1.551412659560937e-14,6.693109540144026e-15,1.6983823444000674e-16,5.649381450255202e-05,5.654048103991195e-15,6.976058746895673e-22,1.6125955923353857e-20,5.595131812735968e-26,7.36026925677368e-14,1.5013566483186081e-18,2.0776494097426902e-20,1.763975938104549e-21,2.6302517003085965e-23,6.651171380571637e-24,1.6535986730593267e-26
1.2397424899071416e-09,0.09924237276620748,3.76,0.0,0.922645522666278,0.9999435059313264,6.44766775766261e-17,1.7133560495238973e-14,2.0364940361243896e-10,3.544096965562804e-10,2.0413836370218783e-10,3.532145008614954e-10,1.5501277794569517e-16,2.7749280673155476e-17,1.184574401569944e-12,1.1841995413772493e-12,4.74783150782279e-13,3.868539135187645e-15,3.037981522908974e-15,7.914571242929655e-14,1.6900978111743678e-14,7.261758095779912e-15,1.7845604816734816e-16,5.6493862848833984e-05,6.114258361466898e-15,7.839494716069844e-22,1.8135521567726305e-20,6.292235260835282e-26,7.654283534945706e-14,1.6229971817516304e-18,2.253265148717201e-20,1.8377523911840372e-21,3.0756014938467575e-23,7.269459745923629e-24,1.8672092571685766e-26
1.2873633669312202e-09,0.09924237276644463,3.76,0.0,0.9226455226448198,0.9999435058947082,7.266201446455032e-17,1.86250899381379e-14,2.114527306531109e-10,3.680233463618199e-10,2.1197972506974018e-10,3.667346157164629e-10,1.679453162250346e-16,2.889675604409213e-17,1.2770616628645204e-12,1.2766514656841694e-12,5.117297355316111e-13,4.330989168174335e-15,3.3721116206819048e-15,8.239700392226238e-14,1.8356171498164947e-14,7.855396130261324e-15,1.8708769480886595e-16,5.649389149377132e-05,6.5924303100854514e-15,8.771299478216401e-22,2.0305367035709948e-20,7.044922795579185e-26,7.948297704131861e-14,1.7493179055376e-18,2.436011728349739e-20,1.9115621900218965e-21,3.5751816606861864e-23,7.913930949402452e-24,2.0994231866131334e-26
1.3349842439552989e-09,0.09924237276668177,3.76,0.0,0.9226455226233616,0.9999435058695572,8.154709569086648e-17,2.018964823181011e-14,2.1925465995966793e-10,3.816370099838049e-10,2.1982109204005276e-10,3.802512228136742e-10,1.8139759795564092e-16,3.0044021318604226e-17,1.3730045180007655e-12,1.3725572657868357e-12,5.500431132416466e-13,4.828844267649332e-15,3.727830336248792e-15,8.567211629399564e-14,1.9880729610922512e-14,8.474227071766384e-15,1.9573067467909758e-16,5.6493908666645836e-05,7.0885592836055774e-15,9.77406496547926e-22,2.264162739746449e-20,7.85532077703115e-26,8.242311764406087e-14,1.880312524038627e-18,2.6258886141755448e-20,1.9854053321111574e-21,4.133213328935075e-23,8.584235469274367e-24,2.351205097889023e-26
1.3826051209793775e-09,0.09924237276691887,3.76,0.0,0.9226455226019032,0.9999435058511998,9.11656412664582e-17,2.1828437618096943e-14,2.2705519413645825e-10,3.952506882956767e-10,2.276624648198863e-10,3.937643230632071e-10,1.95369465226302e-16,3.119107637548077e-17,1.4724007709836386e-12,1.4719147384108123e-12,5.897214454769713e-13,5.363402447375624e-15,4.105562247789331e-15,8.897192296078312e-14,2.1475673530148225e-14,9.118454180923435e-15,2.0438289526644233e-16,5.649391904074704e-05,7.602640616994045e-15,1.085038173413859e-21,2.5150436129328476e-20,8.725554950009458e-26,8.536325715842229e-14,2.015974750526146e-18,2.8228952717695886e-20,2.0592818149552726e-21,4.7540740535063446e-23,9.280019779384014e-24,2.6235493530206854e-26
1.4302259980034562e-09,0.09924237276715597,3.76,0.0,0.922645522580445,0.999943505836998,1.0155192132446156e-16,2.3542658320645507e-14,2.348543358032476e-10,4.088643821875345e-10,2.355038436158392e-10,4.07273917374903e-10,2.0986076010802056e-16,3.2337921168744477e-17,1.575248226534145e-12,1.574721681344306e-12,6.307628964074541e-13,5.9359608930327735e-15,4.505714447947626e-15,9.229729678377854e-14,2.3142022628227288e-14,9.788280550885293e-15,2.1304260510527448e-16,5.6493925254390265e-05,8.134669646426403e-15,1.2002838968482353e-21,2.783792511423211e-20,9.657750445603067e-26,8.830339558514032e-14,2.156298307180582e-18,3.02703116674735e-20,2.1331916360638613e-21,5.442297627733591e-23,1.0000927955610342e-23,2.9174813431737707e-26
1.4778468750275348e-09,0.09924237276739303,3.76,0.0,0.9226455225589867,0.9999435058253319,1.1274075519666277e-16,2.533350854788525e-14,2.4265208759454476e-10,4.224780925654476e-10,2.4334522863436275e-10,4.20780006658368e-10,2.2487132468408783e-16,3.348455568980446e-17,1.681544690145014e-12,1.6809758934378369e-12,6.731656328079998e-13,6.547815962616323e-15,4.928677231479327e-15,9.564911006919e-14,2.4880794627795374e-14,1.0483909107406474e-14,2.2170833781733886e-16,5.649392892731508e-05,8.684641709287346e-15,1.3234024484694988e-21,3.0710224642110124e-20,1.0654031782695175e-25,9.12435329249514e-14,2.301276925090512e-18,3.2382957647653906e-20,2.2071347929491685e-21,6.202573895300629e-23,1.0746603021665914e-23,3.234058805738073e-26
1.5254677520516135e-09,0.09924237276763008,3.76,0.0,0.9226455225375282,0.9999435058151455,1.2476751049126301e-16,2.7202184496002057e-14,2.504484521589454e-10,4.360918203507953e-10,2.5118662008176807e-10,4.3428259182297174e-10,2.404010010634285e-16,3.4630979950655226e-17,1.7912879681269573e-12,1.7906751746038498e-12,7.169278240581588e-13,7.20026318683709e-15,5.374824755729481e-15,9.902823456848078e-14,2.669300565038656e-14,1.1205542608923108e-14,2.3037886549785787e-16,5.649393111585527e-05,9.252552144170761e-15,1.4546524734762804e-21,3.3773463410314936e-20,1.17165228694943e-25,9.4183669178591e-14,2.4509043442513284e-18,3.456688531521583e-20,2.2811112831249962e-21,7.03974856249312e-23,1.1516688055517338e-23,3.5743731552352924e-26
1.5730886290756921e-09,0.0992423727678671,3.76,0.0,0.9226455225160698,0.9999435058058033,1.3766810217202494e-16,2.914988035190983e-14,2.5824343215849933e-10,4.497055664796333e-10,2.5902801816422856e-10,4.477816737778485e-10,2.5644963138465444e-16,3.577719397876751e-17,1.904475867646884e-12,1.903817325816288e-12,7.620476421416046e-13,7.8945972695203e-15,5.844515674650995e-15,1.0243554147858117e-13,2.857967025706992e-14,1.195338364663527e-14,2.390531601088435e-16,5.64939324551059e-05,9.838396290879615e-15,1.5942924810395193e-21,3.703376852402964e-20,1.2847347005072547e-25,9.712380434679366e-14,2.6051743135634543e-18,3.682208932755149e-20,2.3551211041069392e-21,7.958823010776164e-23,1.2310827090896993e-23,3.9395508281678393e-26
1.6207095060997708e-09,0.0992423727681041,3.76,0.0,0.9226455224946112,0.999943505796974,1.5147899163878609e-16,3.1177788296218974e-14,2.660370302681003e-10,4.633193319020855e-10,2.6686942308778166e-10,4.612772534318962e-10,2.730170578194646e-16,3.6923197812798006e-17,2.0211061967597646e-12,2.0204001491101563e-12,8.085232616454965e-13,8.632112088004567e-15,6.338093747769378e-15,1.0587190144210956e-13,3.0541801482748384e-14,1.2727634644591273e-14,2.477303612063303e-16,5.6493933276481686e-05,1.0442169490425742e-14,1.7425808446960392e-21,4.049726549668115e-20,1.4048626880910507e-25,1.000639384302928e-13,2.76408059083017e-18,3.914856434246736e-20,2.4291642534120284e-21,8.964954109694832e-23,1.312866585699713e-23,4.330754641632609e-26
1.7159512601479279e-09,0.09924237276857806,3.76,0.0,0.9226455224516941,0.99994350578018,1.8198023620611323e-16,3.547899915874496e-14,2.8162009157781816e-10,4.905469244952404e-10,2.825522542816487e-10,4.882579094719191e-10,3.077076679077042e-16,3.9214575076833236e-17,2.2646853805702515e-12,2.2638790253848463e-12,9.055346162758201e-13,1.0241855311689867e-14,7.398215351972616e-15,1.128352603297533e-13,3.469650846020054e-14,1.4356175382188798e-14,2.650907308464583e-16,5.649393403992217e-05,1.170348441812017e-14,2.066135458639791e-21,4.8058329116198103e-20,1.6671041590658174e-25,1.0594420334610986e-13,3.0957771449381315e-18,4.401530601334265e-20,2.5773505270618576e-21,1.1259790058509782e-22,1.4834037256080224e-23,5.196082143830786e-26
1.811193014196085e-09,0.0992423727690519,3.76,0.0,0.9226455224087767,0.9999435057640115,2.1657382926014201e-16,4.011531451498301e-14,2.971976577224997e-10,5.177746059909748e-10,2.982351153090146e-10,5.152245672095115e-10,3.4447156948610408e-16,4.1505112120953624e-17,2.522008002674494e-12,2.5210942409122983e-12,1.0079473366850238e-12,1.2039827362019829e-14,8.557663405730572e-15,1.1992526529492916e-13,3.916520134653319e-14,1.6092780874360028e-14,2.8245551160847316e-16,5.6493934157847955e-05,1.303645967951754e-14,2.4273806059582844e-21,5.650562655684541e-20,1.9600736437839416e-25,1.1182446393189065e-13,3.4459442469522542e-18,4.916706759860504e-20,2.7256700842193707e-21,1.396861403778578e-22,1.663002258393149e-23,6.18043831306043e-26
1.906434768244242e-09,0.09924237276952562,3.76,0.0,0.9226455223658592,0.9999435057478592,2.5557103746421997e-16,4.509619989381418e-14,3.127697505052822e-10,5.450023844383621e-10,3.1391800781342577e-10,5.421772339073744e-10,3.8330750138000124e-16,4.3794809327832505e-17,2.793056561769907e-12,2.792028250123793e-12,1.1157469132034628e-12,1.403634954604408e-14,9.818710189692918e-15,1.2714886154803686e-13,4.3955932023105897e-14,1.7939064505201448e-14,2.9982152108633624e-16,5.6493934239884865e-05,1.4441058046206387e-14,2.828378433748243e-21,6.588810466616778e-20,2.2854671244627555e-25,1.17704720193468e-13,3.814532279485694e-18,5.460380637567376e-20,2.8741229050323314e-21,1.7138259002944317e-22,1.8513899484229282e-23,7.29458133087821e-26
2.0969182763405563e-09,0.09924237277047282,3.76,0.0,0.9226455222800231,0.999943505715719,3.480818400318505e-16,5.6129320477881295e-14,3.438976042291069e-10,5.994582655536324e-10,3.452838938128763e-10,5.960406232083477e-10,4.671904160353301e-16,4.837168585284362e-17,3.376261597689036e-12,3.374982585802549e-12,1.3474488866183293e-12,1.866623729373907e-14,1.2653427582103188e-14,1.4202454687041452e-13,5.453555779041731e-14,2.1967101069185905e-14,3.345504176695677e-16,5.649393418051538e-05,1.7464975316986532e-14,3.757865818025472e-21,8.765421233264819e-20,3.040303311705396e-25,1.29465219767235e-13,4.606773660737847e-18,6.633204466147049e-20,3.1714282582460123e-21,2.5064623548544214e-22,2.253489110325246e-23,9.960360733244045e-26
