Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68)
1.1328886356992066e-08,0.7222348839403645,3.76,0.0,0.9485492286490578,0.997021191116003,6.547136521266328e-10,3.7046658147384664e-08,6.093839259837799e-06,0.00018555731175741512,5.822473613537449e-06,0.00018171760724330736,8.50478823942718e-12,7.851276140809024e-12,3.5324861899703184e-06,3.3730719626538714e-06,4.0814396427656064e-10,3.54913757566875e-07,2.449202037778999e-07,1.622534683728789e-07,2.7487976355923293e-09,3.786673894620081e-08,8.561108594327713e-11,0.002969217945757467,1.703701411132125e-09,2.4556742589276885e-14,2.5913112988079557e-12,2.3453212393595803e-19
1.176629421116727e-08,0.7222357948885985,3.76,0.0,0.9485418090973042,0.9970206720135907,7.592893615897811e-10,4.136994110685027e-08,6.354104240118675e-06,0.00019273267869991458,6.0471965442963875e-06,0.0001885851886870467,9.167368495169671e-12,8.16998223426406e-12,3.800612374483674e-06,3.6229545604129872e-06,4.3385582428111377e-10,3.9634752382477566e-07,2.70019467375086e-07,1.814260229419491e-07,2.9739707749628336e-09,4.219082511078549e-08,8.936393413941527e-11,0.002969216425076517,1.8367308229811846e-09,2.7639050680012682e-14,2.9020034085931964e-12,2.646585923307902e-19
1.2203702065342473e-08,0.7222367062077726,3.76,0.0,0.9485343865414663,0.9970201418251589,8.75824765175091e-10,4.601105469576469e-08,6.617443785815897e-06,0.00019990960145956402,6.271915129140317e-06,0.00019544188827373956,9.852842647090478e-12,8.488215078857217e-12,4.077803508319383e-06,3.880626727052341e-06,4.6006716460811567e-10,4.4078800044940965e-07,2.96489035269196e-07,2.020244804402672e-07,3.20873269776484e-09,4.682356161540904e-08,9.315989586833073e-11,0.0029692148714521613,1.974679088019856e-09,3.098600718265963e-14,3.2364984113569625e-12,2.975276726271641e-19
1.2641109919517676e-08,0.7222376179094775,3.76,0.0,0.9485269608455453,0.9970196005575924,1.0051818990498836e-09,5.0980425027406794e-08,6.883993819005578e-06,0.0002070881671097,6.49662939754099e-06,0.00020228772312862715,1.0561000003472003e-11,8.805975158113108e-12,4.363984919733131e-06,4.14597966334388e-06,4.867709890305793e-10,4.883268367298338e-07,3.2433345168179854e-07,2.2409603164515967e-07,3.453197098629091e-09,5.1774423736715777e-08,9.700094763790189e-11,0.002969213284691526,2.117537650212144e-09,3.4611880417062045e-14,3.595662926658246e-12,3.3331502724617983e-19
1.307851777369288e-08,0.7222385300051424,3.76,0.0,0.9485195318736438,0.9970190482175685,1.148250497082279e-09,5.628839517012817e-08,7.1538901562860275e-06,0.00021426846296035385,6.721339378187369e-06,0.00020912271034890525,1.1291631475707591e-11,9.123262960269617e-12,4.659082441052884e-06,4.4189058770965704e-06,5.139619447901233e-10,5.390544015517777e-07,3.5355574235080257e-07,2.4768747686786193e-07,3.7074826661590123e-09,5.7052777138737736e-08,1.0088906566831408e-10,0.002969211664861977,2.2652979799111163e-09,3.8531487068458206e-14,3.980362517052538e-12,3.7220645919682597e-19
1.3515925627868083e-08,0.7222394425060357,3.76,0.0,0.9485120994900547,0.99701848481173,1.3059477690650434e-09,6.194522562352233e-08,7.427268418124423e-06,0.0002214505764653974,6.946045098991515e-06,0.0002159468670037696,1.2044529566518867e-11,9.44007897847843e-12,4.96302240541481e-06,4.699299167707763e-06,5.416362094502327e-10,5.93059798802823e-07,3.84157522791985e-07,2.728452285852441e-07,3.971713079339034e-09,6.266787875714528e-08,1.0482622448202603e-10,0.002969210012117134,2.417951574489037e-09,4.27602201728379e-14,4.391461719422155e-12,4.143986105376506e-19
1.3953333482043287e-08,0.7222403554232681,3.76,0.0,0.9485046635593458,0.9970179103468967,1.479218180211238e-09,6.796109479044336e-08,7.704263944855958e-06,0.00022863459513635921,7.170746587094513e-06,0.0002227602101344618,1.2819488358315816e-11,9.756423710202185e-12,5.275731643519532e-06,4.987054610897461e-06,5.697913847148639e-10,6.504308825948171e-07,4.1613909970881234e-07,2.996153140541731e-07,4.246017000588999e-09,6.862887767570011e-08,1.0881439559644698e-10,0.002969208326484986,2.5754899589902395e-09,4.731407768574287e-14,4.829824076839972e-12,4.600996942800163e-19
1.439074133621849e-08,0.7222412687677937,3.76,0.0,0.9484972239464385,0.9970173248300257,1.6690332319090471e-09,7.434609944502113e-08,7.985011718877998e-06,0.00023582060646245212,7.395443868872483e-06,0.0002295627567543157,1.3616303501736342e-11,1.0072297655285426e-11,5.597137480408586e-06,5.282068543622999e-06,5.984263967578936e-10,7.112542723059522e-07,4.494995660107596e-07,3.2804337790864585e-07,4.5305280657315925e-09,7.494481599508489e-08,1.1285554631172248e-10,0.0029692066079084613,2.737904686807411e-09,5.220969164654247e-14,5.296312170943398e-12,5.09530261342577e-19
1.4828149190393694e-08,0.7222421825504126,3.76,0.0,0.9484897805166792,0.9970167282680731,1.8763912437215386e-09,8.111025519681367e-08,8.269646292621872e-06,0.00024300869783639564,7.6201369699426425e-06,0.00023635452384880505,1.4434772204239032e-11,1.0387701314445142e-11,5.92716773226102e-06,5.584238549171473e-06,6.275414026466006e-10,7.756153674451824e-07,4.842368898604307e-07,3.5817468473986055e-07,4.825384871114045e-09,8.16246296942848e-08,1.1695163858740646e-10,0.0029692048563812984,2.9051873403819007e-09,5.746435795014759e-14,5.7917876547949735e-12,5.629240042007768e-19
1.5265557044568895e-08,0.7222430967817717,3.76,0.0,0.9484823331359059,0.9970161206679802,2.1023171366260166e-09,8.826349695119668e-08,8.558301721980354e-06,0.0002501989564857106,7.844825915169372e-06,0.00024313552837559144,1.5274693218681697e-11,1.0702635189116266e-11,6.2657507032100995e-06,5.893463442428507e-06,6.571377025383029e-10,8.4359836234038e-07,5.203479980729378e-07,3.900541216592808e-07,5.130730958072375e-09,8.867714948463173e-08,1.2110462800346052e-10,0.0029692030719624457,3.0773295319287353e-09,6.30960667409017e-14,6.317111286211866e-12,6.205285990744931e-19
1.5702964898744097e-08,0.7222440114723676,3.76,0.0,0.9484748816705102,0.9970155020367506,2.347862217484534e-09,9.58156793660949e-08,8.851111504862198e-06,0.0002573914694091567,8.069510728670298e-06,0.00024990578726457257,1.6135866831936762e-11,1.1017099781934929e-11,6.612815182180142e-06,6.2096432553215495e-06,6.872176573212737e-10,9.152862606520947e-07,5.578288541982316e-07,4.237262008447869e-07,5.44671479492923e-09,9.611110165663508e-08,1.253164628005123e-10,0.0029692012546996237,3.254322904186962e-09,6.912353344248012e-14,6.873142961545476e-12,6.826065885228565e-19
1.61403727529193e-08,0.7222449266325481,3.76,0.0,0.9484674259874933,0.9970148723814777,2.6141039647358366e-09,1.0377657730516223e-07,9.148208524543974e-06,0.0002645863233179839,8.294191433822364e-06,0.0002566653174179317,1.7018094853612324e-11,1.1331095596891855e-11,6.968290439743356e-06,6.532679222435516e-06,7.177846113692539e-10,9.907608897149958e-07,5.966745316184236e-07,4.592350620700326e-07,5.773489756716522e-09,1.0393510891973122e-07,1.2958908299405454e-10,0.002969199404598904,3.4361591311958723e-09,7.556623043697498e-14,7.460741749892259e-12,7.494363063726227e-19
1.65777806070945e-08,0.722245842272514,3.76,0.0,0.9484599659545196,0.9970142317093098,2.9021458152976907e-09,1.121558862875191e-07,9.449724997496598e-06,0.0002717836045816738,8.518868053267983e-06,0.0002634141357101872,1.792118060488773e-11,1.164462313902479e-11,7.332106224996593e-06,6.862473766798569e-06,7.488428200850824e-10,1.0701029147092812e-06,6.368792819852441e-07,4.96624475217143e-07,6.111214102808897e-09,1.1215769123508768e-07,1.339244195575555e-10,0.002969197521661234,3.6228299190976407e-09,8.24444194058098e-14,8.080765927716652e-12,8.213128469650447e-19
1.7015188461269702e-08,0.7222467584023202,3.76,0.0,0.9484525014399634,0.9970135800274209,3.2131169526698582e-09,1.2096322293414593e-07,9.755792425393835e-06,0.00027898339917787886,8.743540608921111e-06,0.0002701522589882425,1.8844928907430248e-11,1.1957682914106431e-11,7.704192762457967e-06,7.198930485835897e-06,7.803973819383933e-10,1.1533918526641665e-06,6.784365992926422e-07,5.359378427728776e-07,6.460050952636602e-09,1.2078726664158735e-07,1.3832439367010081e-10,0.0029691956059109182,3.814327006966915e-09,8.977918434527429e-14,8.73407301386838e-12,8.9854908080104e-19
1.7452596315444904e-08,0.7222476750318785,3.76,0.0,0.9484450323129536,0.9970129173430231,3.548172096229107e-09,1.3020812541102157e-07,1.0066541551037926e-05,0.00028618579264629376,8.9682091219734e-06,0.00027687970407143614,1.9789146072371756e-11,1.2270275428614185e-11,8.084480748983279e-06,7.541954137489574e-06,8.1245417472974e-10,1.2407060862954081e-06,7.213392798515113e-07,5.772182023083704e-07,6.820168259630115e-09,1.2983215207510508e-07,1.4279091602456087e-10,0.0029691936573821628,4.0106421676678404e-09,9.759246526954426e-14,9.421519804977501e-12,9.814767187568988e-19
1.7890004169620106e-08,0.722248592170959,3.76,0.0,0.9484375584434145,0.9970122436633868,3.908491291708154e-09,1.3990005386908858e-07,1.0382102317956193e-05,0.00029339087004621333,9.19287361290027e-06,0.00028359648775159345,2.0753639889353927e-11,1.2582401189857095e-11,8.47290135070212e-06,7.891450626502582e-06,8.45019795831867e-10,1.3321228776787612e-06,7.655794784147239e-07,6.205082289425498e-07,7.191738783538056e-09,1.3930056418118042e-07,1.4732588619243464e-10,0.0029691916760983816,4.211767208739014e-09,1.0590709261384437e-13,1.014396241121161e-11,1.07044742712799e-18
1.8327412023795308e-08,0.7222495098291914,3.76,0.0,0.9484300797021016,0.9970115589958395,4.295279702850274e-09,1.5004839088112314e-07,1.0702603833433538e-05,0.00030059871591754065,9.417534101467024e-06,0.0002903026267930765,2.1738219615657657e-11,1.2894060706030153e-11,8.869386199973629e-06,8.247326990865052e-06,8.781015061694286e-10,1.427718381761283e-06,8.111487606897432e-07,6.658502377893572e-07,7.574940061253149e-09,1.4920062012118899e-07,1.5193119204169068e-10,0.0029691896620742224,4.417693973306762e-09,1.1474682234996134e-13,1.090225629238001e-11,1.1658339958352238e-18
1.876481987797051e-08,0.7222504280160676,3.76,0.0,0.9484225959606377,0.9970108633477511,4.709767404231184e-09,1.6066244187558754e-07,1.1028174334756682e-05,0.0003078094142450214,9.64219060673494e-06,0.0002969981379328366,2.2742695965419775e-11,1.3205254486148017e-11,9.2738673923617e-06,8.609491388420768e-06,9.117071777092687e-10,1.5275676597124514e-06,8.58038152464971e-07,7.132861863888714e-07,7.969954376274208e-09,1.5954033837211425e-07,1.5660870920417543e-10,0.0029691876153284014,4.628414341027213e-09,1.2413637182585295e-13,1.1697256294370049e-11,1.268031562208911e-18
1.920222773214571e-08,0.7222513467409417,3.76,0.0,0.9484151070915416,0.997010156726532,5.153209175239977e-09,1.7175143556753773e-07,1.1358941158460077e-05,0.00031502304842549543,9.866843147067318e-06,0.0003036830378804648,2.3766881098929048e-11,1.3515983039962519e-11,9.686277483629695e-06,8.977853083632061e-06,9.458452442469691e-10,1.6317446921170169e-06,9.06238185562078e-07,7.628576771224572e-07,8.37696872692387e-09,1.7032763952001637e-07,1.6136030058939241e-10,0.0029691855358861628,4.843920229057516e-09,1.341014563407034e-13,1.2529816685901749e-11,1.3774588928498186e-18
1.9639635586320913e-08,0.7222522660130337,3.76,0.0,0.9484076129682565,0.9970094391396388,5.626884295211242e-09,1.833245243866539e-07,1.1695030712378223e-05,0.00032223970123796796,1.0091491740135568e-05,0.0003103573433182445,2.481058861199515e-11,1.3826246877942071e-11,1.0106549486754476e-05,9.352322434501153e-06,9.805246552900697e-10,1.7403223920114817e-06,9.557389408116075e-07,8.146059596120479e-07,8.796174793432973e-09,1.8157034704729162e-07,1.6618781594164308e-10,0.0029691834237723985,5.0642035930566065e-09,1.44668826466403e-13,1.3400791195587156e-11,1.4945597261560495e-18
2.0077043440496115e-08,0.7222531858414298,3.76,0.0,0.9484001134651767,0.9970087105945782,6.132096339700807e-09,1.9539078490245695e-07,1.203656845032235e-05,0.0003294594548163195,1.031613640292522e-05,0.00031702107090120284,2.5873633525391673e-11,1.4136046511292186e-11,1.0534616868959672e-05,9.732810879646123e-06,1.0157548328514133e-09,1.8533726177660477e-06,1.0065300882358831e-06,8.685719331036757e-07,9.227768903994712e-09,1.9327618811380704e-07,1.710930914377008e-10,0.0029691812790082176,5.289256428215853e-09,1.5586630612600978e-13,1.4311033049281964e-11,1.6198041781934901e-18
2.0514451294671317e-08,0.7222541062350843,3.76,0.0,0.9483926084576694,0.9970079710989027,6.670172977897654e-09,2.079592182467713e-07,1.2383678849210487e-05,0.0003366823906244838,1.0540777151741929e-05,0.0003236742372571636,2.6955832274376537e-11,1.4445382451962343e-11,1.0970413548768101e-05,1.011923092552966e-05,1.0515456309769925e-09,1.9709661858138618e-06,1.058600924612156e-06,9.247961488353511e-07,9.67195199988521e-09,2.054527943319959e-07,1.7607794932237997e-10,0.0029691791016140307,5.519070770319893e-09,1.677228314392696e-13,1.526139500771717e-11,1.7536902146764325e-18
2.095185914884652e-08,0.7222550272028215,3.76,0.0,0.9483850978220949,0.9970072206602084,7.242465771164687e-09,2.210387505334916e-07,1.273648538848989e-05,0.00034390858943393084,1.0765414002217473e-05,0.0003303168589867987,2.805700269829039e-11,1.4754255212623136e-11,1.1413873893073208e-05,1.051149613383881e-05,1.0879072978424758e-09,2.0931728832293775e-06,1.1119404085790372e-06,9.83318812389406e-07,1.0128929599741031e-08,2.181077025359946e-07,1.8114419757953317e-10,0.002969176891612465,5.753638696837982e-09,1.8026849034476615e-13,1.625272940439938e-11,1.8967451919145294e-18
2.1826674857196925e-08,0.7222568708951984,3.76,0.0,0.9483700591772602,0.997005686984366,8.495224331125413e-09,2.4876644379373635e-07,1.3459675715013876e-05,0.00035837109556508516,1.1214676067338376e-05,0.00034357053483433764,3.031553688698879e-11,1.5370613248041926e-11,1.2323525267209152e-05,1.1313221486295404e-05,1.1623859961098183e-09,2.3516997417257434e-06,1.2223796524236433e-06,1.1074185909831891e-06,1.1082113051458013e-08,2.4488210290562307e-07,1.9152802417432884e-10,0.002969172373878409,6.23700382825808e-09,2.075535650216758e-13,1.836172294025534e-11,2.2126282832910066e-18
2.261400899471229e-08,0.7222585322676133,3.76,0.0,0.9483565039295279,0.99700426932808,9.753767268091264e-09,2.755573516301651e-07,1.4131245523726994e-05,0.0003713993059928445,1.1618998736850901e-05,0.0003554629464589753,3.2411301733636575e-11,1.5923756561378374e-11,1.3167771882845638e-05,1.2053918777260755e-05,1.2314788693248032e-09,2.6008302814337577e-06,1.3259971694098387e-06,1.227365430868117e-06,1.1985889538912067e-08,2.706885518796525e-07,2.0116965910133894e-10,0.0029691681966363165,6.688211120252992e-09,2.3479384097216024e-13,2.0408486078722907e-11,2.5342317840706678e-18
2.3401343132227656e-08,0.7222601956315022,3.76,0.0,0.9483429285711908,0.9970028163365459,1.1145260972901575e-08,3.041396540531052e-07,1.482314384535927e-05,0.0003844393111067424,1.2023308988669522e-05,0.00036732145043254303,3.456576493508248e-11,1.647540717545088e-11,1.403584823280427e-05,1.2812257032644496e-05,1.3025952316341264e-09,2.865946939866302e-06,1.4335411806715887e-06,1.3553689659631287e-06,1.2934521731460969e-08,2.9815766031571517e-07,2.1110243667876113e-10,0.0029691639141074633,7.154698841794273e-09,2.647918410188181e-13,2.260123994202971e-11,2.8952662894365724e-18
2.418867726974302e-08,0.7222618610338204,3.76,0.0,0.9483293324191215,0.9970013280556382,1.2678425508083007e-08,3.3456275001535535e-07,1.553605274886979e-05,0.00039749155468072294,1.2427606890369791e-05,0.0003791461425953276,3.67779135560208e-11,1.7025568104090478e-11,1.4927387378056966e-05,1.3587768689728954e-05,1.3758049184951806e-09,3.1474210994888067e-06,1.5449389191340667e-06,1.4916514813238183e-06,1.3929368775592405e-08,3.273300552590224e-07,2.213363531230596e-10,0.002969159526422689,7.636422451156113e-09,2.9777019978804953e-13,2.4944944976096902e-11,3.300101048487909e-18
2.4976011407258386e-08,0.72226352852028,3.76,0.0,0.948315714801626,0.9969998045316664,1.4362216058943561e-08,3.6687528356891995e-07,1.6270642834952063e-05,0.00041055647207223137,1.2831892502919546e-05,0.0003909371185067851,3.9046748596554444e-11,1.7574242367588754e-11,1.5842026859256676e-05,1.4379996306820833e-05,1.4511796139385862e-09,3.4456142899579843e-06,1.660116169344217e-06,1.6364318158372197e-06,1.4971834811159596e-08,3.582454281819983e-07,2.3188123866487354e-10,0.002969155033720698,8.133337942162111e-09,3.3396708390577334e-13,2.7444560247925397e-11,3.753564298628516e-18
2.576334554477375e-08,0.7222651981353713,3.76,0.0,0.9483020750585545,0.9969982458113698,1.620581931222765e-08,4.011251513807477e-07,1.702757312547855e-05,0.0004236344900772234,1.3236165880786312e-05,0.00040269447344653484,4.137128480804172e-11,1.8121432992448404e-11,1.677940864453537e-05,1.5188492348868006e-05,1.5287924552353258e-09,3.7608784017285205e-06,1.7789976263128585e-06,1.789925404129857e-06,1.6063368214684224e-08,3.9094254856909244e-07,2.427467556383382e-10,0.0029691504361435976,8.645401870165885e-09,3.736370788478243e-13,3.010504419906971e-11,4.260986823392278e-18
2.6550679682289116e-08,0.7222668699223934,3.76,0.0,0.9482884125413766,0.9969966519419181,1.8218649871372224e-08,4.373595101708055e-07,1.7807490991364845e-05,0.0004367260268240194,1.3640427072043313e-05,0.00041441830241535237,4.375055051137505e-11,1.8667143011162467e-11,1.7739179077920777e-05,1.601281897767959e-05,1.6087176837742862e-09,4.0935558950596166e-06,1.9015072109153072e-06,1.9523443179768467e-06,1.720546083597359e-08,4.2545927731965104e-07,2.5394239716614927e-10,0.0029691457338306246,9.172571379149703e-09,4.170521049157983e-13,3.2931355405378215e-11,4.828249100005857e-18
2.733801381980448e-08,0.7222685439234776,3.76,0.0,0.9482747266132189,0.9969950229709006,2.0410346707188764e-08,4.756247840760248e-07,1.861103211372137e-05,0.0004498314917008523,1.4044676118474162e-05,0.00042610870013615957,4.618358741760796e-11,1.921137546201095e-11,1.8720988828350995e-05,1.685254784655194e-05,1.6910303365669936e-09,4.4439800046186195e-06,2.027568347195883e-06,2.123897307229293e-06,1.8399647230452673e-08,4.61832579976079e-07,2.6547748636112633e-10,0.002969140926920895,9.714804229922157e-09,4.645023619781886e-13,3.5928453342419174e-11,5.4618322283634225e-18
2.8125347957319847e-08,0.7222702201796137,3.76,0.0,0.9482610166488746,0.9969933589463156,2.279076964444687e-08,5.159666719400045e-07,1.9438820475488666e-05,0.00046295128531431186,1.4448913055676155e-05,0.0004377657610550128,4.866945045095772e-11,1.9754133388851956e-11,1.97244928392944e-05,1.7707259899315666e-05,1.7758059755005111e-09,4.81247493966666e-06,2.157104204361531e-06,2.3047898402544812e-06,1.9647503888966516e-08,5.000985397761396e-07,2.7736117600113987e-10,0.0029691360155573096,1.0272058829440051e-08,5.162973036856647e-13,3.910129915651774e-11,6.1688729448838944e-18
2.8912682094835212e-08,0.7222718987306752,3.76,0.0,0.9482472820347885,0.9969916599165655,2.5369995883456323e-08,5.584301545314388e-07,2.029146837868944e-05,0.0004760857994738012,1.4853137913162161e-05,0.0004493895793420876,5.120720757411691e-11,2.0295419840905357e-11,2.0749350278958648e-05,1.8576545173637147e-05,1.863120449072551e-09,5.199356079992828e-06,2.2900379085107778e-06,2.4952241439024266e-06,2.095064846740422e-08,5.40292370535316e-07,2.8960244860236004e-10,0.002969130999884804,1.0844294261241194e-08,5.727666409150671e-13,4.245485644099186e-11,6.957222961295513e-18
2.9700016232350577e-08,0.7222735796154425,3.76,0.0,0.948233522169016,0.9969899259304505,2.815831655627586e-08,6.03059501692923e-07,2.1169576483699783e-05,0.0004892354171984049,1.5257350714461057e-05,0.0004609802488926599,5.379593961584126e-11,2.0835237872542043e-11,2.1795224491081395e-05,1.9460002608477958e-05,1.9530496827418016e-09,5.6049301676934135e-06,2.426292727798498e-06,2.6953992430050555e-06,2.231073901798108e-08,5.824484293623274e-07,3.0221011683536223e-10,0.0029691258800479026,1.143147031698732e-08,6.342613744834904e-13,4.5994092017355824e-11,7.835512912025239e-18
3.048735036986594e-08,0.7222752628716271,3.76,0.0,0.9482197364611675,0.9969881570371635,3.116623331711613e-08,6.498982794217223e-07,2.207373386756903e-05,0.0005024005127431874,1.5661551477216802e-05,0.0004725378633280834,5.643474010077758e-11,2.1373590543084224e-11,2.2861782946294295e-05,2.0357239855610988e-05,2.0456694946566505e-09,6.029495494897347e-06,2.5657922341150165e-06,2.9055109994151407e-06,2.3729473223620882e-08,6.266002292109915e-07,3.151928242382498e-10,0.0029691206561917993,1.2033547529112577e-08,7.011548570779938e-13,4.972397672126966e-11,8.81322120062464e-18
3.1274684507381304e-08,0.7222769485358962,3.76,0.0,0.9482059243323331,0.9969863532862787,3.440445496673356e-08,6.989893568834681e-07,2.3004518099173093e-05,0.0005155814516427061,1.6065740213286058e-05,0.00048406251599676257,5.912271508151218e-11,2.19104809166112e-11,2.3948697194055385e-05,2.1267873095123802e-05,2.141055434346064e-09,6.473342087507438e-06,2.708460443568311e-06,3.125752150588952e-06,2.5208587636538035e-08,6.727804512703578e-07,3.285590461926313e-10,0.0029691153284638447,1.2650487204577415e-08,7.73843884437003e-13,5.3649486193110255e-11,9.90074805912525e-18
3.2062018644896666e-08,0.7222786366438929,3.76,0.0,0.9481920852149932,0.9969845147277485,3.78838941105326e-08,7.503749133598663e-07,2.396249532906418e-05,0.0005287785907695912,1.646991692883435e-05,0.0004955542999751203,6.18589829728138e-11,2.2445912061765353e-11,2.5055642815143992e-05,2.219152685483006e-05,2.2392826420248744e-09,6.936751885036364e-06,2.8542219379901807e-06,3.35631234771767e-06,2.6749856922038054e-08,7.210209571953728e-07,3.423170911295007e-10,0.00296910989701283,1.3282251459724038e-08,8.527498157244352e-13,5.777560167305167e-11,1.110949514214658e-17
3.284935278241203e-08,0.7222803272302604,3.76,0.0,0.9481782185529171,0.9969826414118951,4.1615663850060794e-08,8.040964451315485e-07,2.4948220391942576e-05,0.0005419922784061204,1.6874081624430845e-05,0.0005070133080685628,6.464267438804373e-11,2.2979887051559247e-11,2.618229937471111e-05,2.312783383350612e-05,2.340425726226285e-09,7.419998916620481e-06,3.003001969629099e-06,3.597378193413067e-06,2.8355093108502844e-08,7.713528011804929e-07,3.5647510193300553e-10,0.002969104361988028,1.3928803256227614e-08,9.383197229727457e-13,6.210731080056536e-11,1.245195098912442e-17
3.363668691992739e-08,0.7222820203286632,3.76,0.0,0.9481643238010502,0.9969807333894051,4.561107450754641e-08,8.601947722972134e-07,2.596223691982743e-05,0.0005552228543268511,1.7278234295141688e-05,0.0005184396328124372,6.747293197770168e-11,2.351240896318754e-11,2.732835037587829e-05,2.407643472786591e-05,2.4445586576256028e-09,7.923349473298172e-06,3.1547265510448804e-06,3.849133278953438e-06,3.002614484442239e-08,8.238062418787793e-07,3.7104105751241794e-10,0.0029690987235396144,1.4590106438135171e-08,1.0310275694089947e-12,6.664960841826768e-11,1.3941782699471286e-17
3.442402105744275e-08,0.7222837159718086,3.76,0.0,0.9481504004253919,0.9969787907113223,4.98816303831582e-08,9.187100455300808e-07,2.7005077464296086e-05,0.000568470649890681,1.7682374930621985e-05,0.0005298333664729865,7.034891027007973e-11,2.4043480877844004e-11,2.84934832138779e-05,2.503697806319268e-05,2.5517546772274463e-09,8.447062276634193e-06,3.309322531922447e-06,4.111758221095327e-06,3.176489666317712e-08,8.784107541687852e-07,3.860227745171312e-10,0.0029690929818192305,1.5266125769983633e-08,1.1313754164562267e-12,7.1407497380076e-11,1.5593934180010583e-17
3.5211355194958113e-08,0.7222854141914672,3.76,0.0,0.9481364479028674,0.9969768134290403,5.443902654469359e-08,9.796817527725502e-07,2.8077263626419996e-05,0.0005817359881409581,1.8086503515206284e-05,0.0005411946010482955,7.32697755139971e-11,2.4573105880541854e-11,2.9677389130728437e-05,2.6009120027550898e-05,2.6620862173632203e-09,8.991388643766706e-06,3.466717664257864e-06,4.385430698456252e-06,3.357326825613582e-08,9.351950407713579e-07,4.014279091735031e-10,0.002969087136979686,1.59568269759879e-08,1.239894659180777e-12,7.638598936366411e-11,1.7424731338215742e-17
3.5998689332473475e-08,0.7222871150184935,3.76,0.0,0.9481224657211907,0.9969748015942985,5.929514564941255e-08,1.0431487258698955e-06,2.9179306193193948e-05,0.0005950191839124284,1.8490620027997807e-05,0.0005525234282692361,7.623470552359088e-11,2.5101287059936314e-11,3.087976317043862e-05,2.699252430950418e-05,2.7756248341249667e-09,9.556572648951087e-06,3.626840657198471e-06,4.6703254874734124e-06,3.5453213754541587e-08,9.941870437183617e-07,4.1726395922495356e-10,0.002969081189174579,1.6662176780289134e-08,1.3571472899275984e-12,8.159010568723627e-11,1.9451994608382433e-17
3.678602346998884e-08,0.7222888184828468,3.76,0.0,0.9481084533787241,0.9969727552591735,6.446205479772988e-08,1.1091491471438111e-06,3.0311705279359093e-05,0.0006083205439439247,1.8894724442956205e-05,0.0005638199396004042,7.924288952513597e-11,2.5628027508149866e-11,3.2100304134733884e-05,2.7986861939265556e-05,2.892441149971392e-09,1.014285128167416e-05,3.789621222715022e-06,4.9666144979434545e-06,3.740672102059665e-08,1.0554139556753324e-06,4.3353826595831506e-10,0.0029690751385584497,1.7382142948252225e-08,1.4837271898497224e-12,8.702487813065712e-11,2.1695159210797992e-17
3.75733576075042e-08,0.7222905246136088,3.76,0.0,0.9480944103843312,0.996970674476074,6.995200241847342e-08,1.1777205559065934e-06,3.147495047362181e-05,0.0006216403669957873,1.9298816728984004e-05,0.0005750842262410506,8.229352800586806e-11,2.6153330320601154e-11,3.333871453929887e-05,2.8991811133206616e-05,3.012604805349401e-09,1.0750454601412382e-05,3.954990113181554e-06,5.274466808148409e-06,3.9435810948096156e-08,1.1189022311200603e-06,4.502580163010114e-10,0.002969068985286989,1.811669432880025e-08,1.6202614480053893e-12,9.269534976099612e-11,2.4175403557096636e-17
3.914802588253493e-08,0.7222939449864191,3.76,0.0,0.9480662305268298,0.9969664097772082,8.195089504280067e-08,1.3227233166309433e-06,3.3895885818920744e-05,0.0006483365580477171,2.0106964765078448e-05,0.0005975164889266012,8.851902577029693e-11,2.7199635435376208e-11,3.58679720440556e-05,3.103229210797485e-05,3.2632475686453375e-09,1.2030521787349818e-05,4.293221241273477e-06,5.9255236902013105e-06,4.372898341882255e-08,1.252765065171163e-06,4.850618368090355e-10,0.002969056371405605,1.962943380486544e-08,1.9258756078092338e-12,1.0476362428357395e-10,2.994141399752718e-17
4.056522733006258e-08,0.7222970327155446,3.76,0.0,0.9480407591081105,0.9969624542684968,9.398117047399047e-08,1.4623822346145456e-06,3.618492270727549e-05,0.0006724291116821546,2.0834256104089678e-05,0.0006175962264127674,9.425937269450522e-11,2.8136424439225418e-11,3.8202507444543116e-05,3.2901930223529304e-05,3.500951204875073e-09,1.3257684037553444e-05,4.605808881070771e-06,6.5526608074429014e-06,4.7872257100557104e-08,1.3812261434204956e-06,5.179777083221828e-10,0.0029690446694128183,2.1040491993859024e-08,2.2419913356064408e-12,1.1648201517721804e-10,3.6194839283998873e-17
4.198242877759024e-08,0.722300129498062,3.76,0.0,0.9480151812029861,0.9969583879779274,1.0725654313806109e-07,1.6109262507028131e-06,3.85810500473243e-05,0.000696585780263904,2.1561507439457867e-05,0.0006375729622020288,1.0012533723072662e-10,2.9068603776374867e-11,4.059047858520737e-05,3.48012581242635e-05,3.750534815368253e-09,1.4557215092950078e-05,4.925755904467757e-06,7.219766732801202e-06,5.229328546515062e-08,1.5173928720412908e-06,5.524417650153382e-10,0.00296903263728133,2.249837602752642e-08,2.6017746867673244e-12,1.2904310537759668e-10,4.364093507764971e-17
