Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12)
7.174509489222225e-06,0.08894343819220649,3.76,0.0,0.9324750003945814,0.9906368493755567,0.0057437637398574095,5.351250760647138e-05,0.004676676583982637,0.0064751524821934706,0.000270288314043768,3.0558413981836924e-05,2.1086544841833545e-09,8.437447189124842e-12,1.9656663495218012e-05,1.618247816904459e-05,7.842934131239442e-05,0.002788758955461402,3.659402238022451e-07,0.002833055829306663,0.005032700131148174,2.195593364108334e-05,2.0298624539985232e-08,0.00046793434596219475,0.0004110575656032554,0.0013300108594324184,0.0002200999683241996
7.272158594129297e-06,0.088944422648961,3.76,0.0,0.932205040526543,0.9904717859594206,0.005861910358168766,5.370020810926983e-05,0.004697244627225831,0.00657835513332296,0.0002719311497595316,3.055438858689945e-05,2.1080025838355836e-09,8.434837249063376e-12,1.9697013991767666e-05,1.6177443731628984e-05,7.876147074413108e-05,0.0028269489999776507,3.6583407694139724e-07,0.0028778030753732853,0.005146417678500874,2.203412705215008e-05,2.0384292881112606e-08,0.0004678563772502316,0.00041989139977920153,0.0013696750609357572,0.00022909880945472396
7.369807699036369e-06,0.0889454059095607,3.76,0.0,0.9319346148362765,0.990306297540245,0.0059804376420000875,5.3880758275114213e-05,0.004717023321173155,0.006681862582178225,0.0002735343374748523,3.055036474338525e-05,2.107350008034049e-09,8.432224650673039e-12,1.9736227342000452e-05,1.6172404999978023e-05,7.90801719886093e-05,0.0028651273720758665,3.6572785811636003e-07,0.0029225994897534354,0.005260606939191804,2.2109534628352898e-05,2.0466495965479684e-08,0.00046777820777851674,0.00042867203707838903,0.001409674807849792,0.00023828832164031133
7.565105908850514e-06,0.08894736927878068,3.76,0.0,0.9313924508794943,0.9899741181768559,0.006218571736358772,5.42214017584296e-05,0.004754315953880343,0.0068897678919011725,0.0002766255186641019,3.054232133537226e-05,2.106042950891673e-09,8.426991956665104e-12,1.981138498461211e-05,1.6162315471013674e-05,7.967905667167464e-05,0.0029414490665901813,3.655152213135969e-07,0.003012329032496997,0.005490324764329374,2.225235586729106e-05,2.062096270361881e-08,0.0004676213007949465,0.0004460595207104754,0.001490633426126445,0.0002572345009776586
7.740874297683244e-06,0.0889491332850768,3.76,0.0,0.9309031171709489,0.9896738801039859,0.0064340419681898214,5.4505967262900866e-05,0.004785434346619459,0.007077865341603192,0.00027928127254345925,3.053508666031954e-05,2.1048645843558908e-09,8.422274606772935e-12,1.987548957850617e-05,1.6153222199932163e-05,8.01764824790747e-05,0.0030100985946341376,3.6532364297244853e-07,0.003093227421934226,0.005698498847390753,2.2372263712012963e-05,2.0749256118852475e-08,0.00046747948145672245,0.000461492272201723,0.0015645268453269524,0.00027492539081452807
7.916642686515975e-06,0.0889508950135325,3.76,0.0,0.9304125848965306,0.9893725307678207,0.006650516829166065,5.477105645484222e-05,0.004814381932897342,0.00726685850708476,0.00028182275019855084,3.0527855642589755e-05,2.1036844727964915e-09,8.417550397147446e-12,1.9936445393174707e-05,1.614411800417651e-05,8.063701258862678e-05,0.003078710190845345,3.651318930083582e-07,0.003174245478353486,0.0059079226925609915,2.2484506901059352e-05,2.0868029613261474e-08,0.00046733713718749055,0.0004767025672489812,0.0016393302092754616,0.0002932133021446536
8.092411075348706e-06,0.08895265499365897,3.76,0.0,0.9299209572132657,0.9890701586871601,0.00686792030942631,5.501792807675472e-05,0.004841292639748511,0.007456714096087811,0.00028425497010235273,3.052062783050898e-05,2.1025027643427115e-09,8.412819913246247e-12,1.9994439581740344e-05,1.6135003875639278e-05,8.106293529690276e-05,0.0031472838214847815,3.6493999202912423e-07,0.0032553699495022504,0.006118503136073908,2.2589557179765613e-05,2.0977874033037617e-08,0.0004671943098006444,0.00049167517770607,0.0017149825433415205,0.00031208923639123784
8.268179464181437e-06,0.08895441371320575,3.76,0.0,0.9294283304884884,0.9887668466823256,0.0070861813599442025,5.524777344991978e-05,0.004866294145100278,0.007647399537212632,0.00028658277622639524,3.0513402804469603e-05,2.101319597891517e-09,8.408083704003795e-12,2.004965134030619e-05,1.6125880741513607e-05,8.14564313086096e-05,0.003215819457102398,3.647479593815575e-07,0.003336588413330544,0.006330152830873387,2.2687864389680457e-05,2.1079352374196997e-08,0.00046705103841822776,0.0005063967028856019,0.0017914259006785922,0.00033154363740397537
8.443947853014168e-06,0.0889561716244262,3.76,0.0,0.9289347946699152,0.9884626721655618,0.0073052336210531425,5.546171807192262e-05,0.00488950787525085,0.007838883023391377,0.00028881083491355644,3.0506180175286734e-05,2.100135103609855e-09,8.403342283814321e-12,2.0102251783644215e-05,1.6116749468253462e-05,8.18195737814095e-05,0.0032843170722248274,3.6455581320965064e-07,0.0034178892386076253,0.006542789967610273,2.2779856447901134e-05,2.117299981815493e-08,0.0004669073596076443,0.0005208554746770483,0.001868605330778286,0.00035156646094794804
8.619716241846899e-06,0.08895792914123558,3.76,0.0,0.9284404336460093,0.9881577074272441,0.007525015158578957,5.566082349796851e-05,0.00491104905712777,0.008031133545141714,0.00029094363348044046,3.049895958236649e-05,2.0989494034338925e-09,8.398596134442597e-12,2.0152403909622263e-05,1.6107610865413676e-05,8.215432930831957e-05,0.003352776645063465,3.643635705100808e-07,0.003499261545618082,0.006756337996998125,2.2865939519248118e-05,2.1259324003630558e-08,0.0004667633075163817,0.0005350414600690888,0.0019464688275449228,0.00037214724036021386
8.79548463067963e-06,0.08895968664277631,3.76,0.0,0.9279453255957619,0.9878520199164621,0.0077454682080880044,5.584608947567382e-05,0.004931026814289371,0.008224120915163058,0.0002929854802523228,3.049174069201255e-05,2.0977626115154377e-09,8.393845706830468e-12,2.0200262635348663e-05,1.6098465689015017e-05,8.246255964252374e-05,0.0034211981572406856,3.6417124719916607e-07,0.0035806951672299235,0.00697072535542346,2.2946498343992622e-05,2.1338805455081594e-08,0.00046661891400558814,0.000548946162541204,0.0020249672612393595,0.0003932751484251
8.97125301951236e-06,0.08896144447369307,3.76,0.0,0.9274495433265606,0.9875456725146067,0.007966538928173011,5.601845627548548e-05,0.004949544301204248,0.008417815784989404,0.00029494050588517207,3.048452319602427e-05,2.0965748346615666e-09,8.389091422903248e-12,2.0245974898967486e-05,1.60893146448716e-05,8.274602406508561e-05,0.0034895815935339766,3.639788581669586e-07,0.003662180610569081,0.007185885195394744,2.302189670117824e-05,2.1411898214626466e-08,0.0004664742087788757,0.0005625625232257984,0.002104054296541866,0.0004149390553744985
9.147021408345092e-06,0.08896320294614614,3.76,0.0,0.9269531545990833,0.987238723800552,0.00818817716346983,5.617880711351392e-05,0.004966698866547371,0.008612189655032316,0.00029681266571887307,3.047730681024366e-05,2.0953861727891797e-09,8.384333677345331e-12,2.0289679813251104e-05,1.6080158392014333e-05,8.300638224704874e-05,0.0035579269416368656,3.6378641732652885e-07,0.003743709019572861,0.007401755122616224,2.309247797435628e-05,2.1479030604706667e-08,0.0004663292195067382,0.0005758848230915005,0.002183686300432106,0.0004371275830558239
9.322789797177823e-06,0.08896496234119856,3.76,0.0,0.9264562224384156,0.9869312283063517,0.008410336217914994,5.632797065239838e-05,0.004982582238757003,0.00880721487898274,0.00029860574297408787,3.047009127299629e-05,2.094196719349736e-09,8.379572839227569e-12,2.0331508858318752e-05,1.607099754574865e-05,8.324519748965033e-05,0.0036262341919364423,3.635939376837765e-07,0.0038252721386301146,0.007618276941038911,2.3158565796570387e-05,2.1540606036414083e-08,0.00046618397194868517,0.000588908587039694,0.0022638222425805407,0.0004598291553064041
9.498558186010554e-06,0.08896672291058916,3.76,0.0,0.92595880543111,0.9866232367628642,0.008632972638394045,5.6466723553470744e-05,0.004997280728003648,0.00900286466345105,0.0003003233526253721,3.046287634361891e-05,2.09300656170529e-09,8.374809253530088e-12,2.037158610581413e-05,1.6061832680314505e-05,8.346394023242983e-05,0.003694503337306245,3.634014313859439e-07,0.003906862277440683,0.007835396406747464,2.3220464754026325e-05,2.1597003931033366e-08,0.0004660384900689671,0.000601630490594263,0.002344423590553736,0.0004830320446351902
9.674326574843285e-06,0.0889684848783517,3.76,0.0,0.9254609580080762,0.9863147963349683,0.008856046008830743,5.659579302704948e-05,0.005010875440341188,0.00919911306350627,0.0003019689458251558,3.0455661801138595e-05,2.0918157814961312e-09,8.37004324265545e-12,2.041002846883136e-05,1.6052664331587173e-05,8.366399176688972e-05,0.003762734372913217,3.632089097539988e-07,0.003988472277176405,0.008053062991204963,2.3278461133008887e-05,2.164858071245581e-08,0.00046589279614632354,0.000614048269627269,0.002425454201497638,0.0005067244153218873
9.850094963676016e-06,0.08897024844250875,3.76,0.0,0.9249627307133453,0.986005950846157,0.00907951875465033,5.6715859358378154e-05,0.0050234425001684044,0.009395934974733223,0.00030354581476157576,3.0448447442993186e-05,2.0906244550121087e-09,8.365275107854151e-12,2.044694596985031e-05,1.604349299976022e-05,8.384664809270827e-05,0.003830927296038118,3.63016383351191e-07,0.004070095478007178,0.008271229654237147,2.3332823696689543e-05,2.1695670762873512e-08,0.00046574691088177583,0.0006261606334829323,0.0025068802118077688,0.000530894363062462
9.999999999999997e-06,0.08897201377671425,3.76,0.0,0.9245375500295434,0.9857422608905622,0.009270397958497979,5.6811624057836686e-05,0.005033402179546362,0.00956423049799325,0.0003048387186413257,3.04422946438797e-05,2.0896080477461628e-09,8.361207111716234e-12,2.047730433238667e-05,1.603566917367708e-05,8.398959822042186e-05,0.003889055891623619,3.628521898052468e-07,0.004139714039103887,0.00845765643657056,2.3376505810806035e-05,2.1732522770386362e-08,0.00046562235513421377,0.0006362490946327548,0.0025766133687205616,0.0005518762052581271
1.0025863352508747e-05,0.08897201377671425,3.76,0.0,0.9244641704588203,0.9856967409923868,0.009303355957504405,5.6827558408940266e-05,0.005035053277512302,0.009593306122381259,0.00030505709784289494,3.044123308375511e-05,2.089432653535421e-09,8.360505130541959e-12,2.0482442021114658e-05,1.6034319151679086e-05,8.401312384384364e-05,0.0038990821059089772,3.628238620340289e-07,0.004151725688042862,0.008489852627065787,2.3383804479732687e-05,2.1738587444632185e-08,0.00046560085349963375,0.0006379671818033044,0.002588669926139301,0.0005555299512967222
1.0201631741341478e-05,0.0889737810318884,3.76,0.0,0.9239653207651946,0.9853872045451358,0.009527525180096629,5.693148406694587e-05,0.0050457746170346485,0.009791203048135546,0.0003065057851109953,3.0434018553927194e-05,2.0882404436483526e-09,8.355733573578774e-12,2.051661371372625e-05,1.6025143222959222e-05,8.41645562394044e-05,0.00396719880354662,3.6263135496774525e-07,0.004233357153722587,0.008708891205578556,2.3431639589422477e-05,2.1777624169450206e-08,0.00046545464184133986,0.0006494683252918328,0.0026707937069484194,0.000580619244366188
1.0377400130174209e-05,0.08897555033779994,3.76,0.0,0.9234662219893445,0.9850773765437536,0.009751996300876288,5.702819062131631e-05,0.005055669066279189,0.009989603094960407,0.00030789472380279024,3.0426803698835297e-05,2.08704788753145e-09,8.350960682455192e-12,2.0549552110624877e-05,1.6015965620127134e-05,8.43020090253765e-05,0.004035277391621212,3.6243887068707203e-07,0.004314984531661953,0.008928307553870113,2.3476550004569182e-05,2.1813055364923826e-08,0.0004653082924583788,0.0006606652105532737,0.002753223865510121,0.0006061503376587935
1.055316851900694e-05,0.08897732180460456,3.76,0.0,0.9229669115386075,0.9847672894773235,0.00997674135827867,5.711819505991361e-05,0.0050647951012213,0.010188484390391989,0.00030922662399303027,3.04195883775741e-05,2.0858550432559602e-09,8.346186686395577e-12,2.0581342539486652e-05,1.600678672263974e-05,8.442647635924291e-05,0.004103317874319267,3.6224641715145815e-07,0.004396602861948369,0.009148066517956225,2.351874236557545e-05,2.184513747310105e-08,0.00046516182069870486,0.0006715596490648543,0.002835934555138123,0.0006321113849021573
1.072893690783967e-05,0.08897909552432215,3.76,0.0,0.922467424072412,0.9844569734563074,0.0102017344041626,5.720197929042171e-05,0.005073207347571904,0.010387825828603599,0.00031050406426316566,3.041237246199083e-05,2.0846619650526394e-09,8.341411799454041e-12,2.061206488382296e-05,1.599760688465376e-05,8.453888661489463e-05,0.00417132025722061,3.620540017460633e-07,0.0044782075428613155,0.009368135449482276,2.355840975002038e-05,2.1874110004029352e-08,0.00046501524078480257,0.0006821540502792428,0.00291890166716874,0.0006584906227674326
1.0904705296672402e-05,0.0889808715722501,3.76,0.0,0.9219677916917279,0.9841464563742525,0.010426951366095899,5.727999226936333e-05,0.0050809567965724835,0.010587607051527817,0.00031172949734893505,3.040515583573381e-05,2.083468703556801e-09,8.336636221501124e-12,2.064179387018328e-05,1.5988426436698416e-05,8.464010610013878e-05,0.004239284547184466,3.6186163133318134e-07,0.0045597943069877475,0.009588484039200219,2.3595732429210703e-05,2.1900196434671018e-08,0.0004648685658924009,0.0006924513588241186,0.003002102730159121,0.0006852763929441652
1.1080473685505133e-05,0.08898265000831357,3.76,0.0,0.921468044116838,0.9838357640599119,0.010652369918121582,5.73526520352287e-05,0.00508809101428427,0.010787808429283867,0.00031290525572651314,3.0397938393373088e-05,2.0822753060436997e-09,8.331860139109593e-12,2.0670599348695565e-05,1.59792456873195e-05,8.47309426547952e-05,0.004307210752243965,3.6166931231322836e-07,0.004641359198697324,0.009809084159948737,2.3630878602313627e-05,2.1923605113200634e-08,0.00046472180822373406,0.0007024549957318953,0.003085516812653477,0.0007124571618442518
1.1256242074337864e-05,0.08898443087834983,3.76,0.0,0.9209682088539513,0.9835249204201548,0.010877969359616553,5.742034765060523e-05,0.0050946543435931675,0.010988411040124907,0.00031403355710408337,3.0390720039571782e-05,2.0810818166544703e-09,8.327083726482982e-12,2.0698546565741767e-05,1.5970064924579786e-05,8.481214911409824e-05,0.0043750988815086265,3.6147705061079824e-07,0.004722898552935138,0.0100299097188305,2.3664005105243782e-05,2.194453025356188e-08,0.0004645749790708198,0.0007121688036046016,0.003169124429775044,0.0007400215380903089
1.1432010463170594e-05,0.08898621421532063,3.76,0.0,0.9204683113511891,0.9832139475740135,0.011103730501853837,5.748344105054524e-05,0.005100688098366818,0.011189396650086484,0.00031511650979254737,3.038350068830074e-05,2.079888276603873e-09,8.322307146289125e-12,2.072569642851848e-05,1.5960884417410455e-05,8.488442664666596e-05,0.004442948945074303,3.61284851715684e-07,0.004804408975283742,0.010250936518244932,2.36952580922202e-05,2.1963152730408605e-08,0.00046442808888121865,0.0007215969955934876,0.0032529074538107778,0.0007679582879399087
1.1607778852003325e-05,0.08898800004045691,3.76,0.0,0.9199683751444809,0.9829028659782969,0.011329635561881237,5.7542268793406734e-05,0.005106230749424201,0.011390747692487421,0.00031615611793497917,3.0376280262107025e-05,2.0786947243716213e-09,8.31753055035424e-12,2.075210576003662e-05,1.5951704416909087e-05,8.494842794847368e-05,0.004510760953939911,3.610927207547128e-07,0.004885887323243421,0.01047214212541136,2.3724773688874125e-05,2.1979640847548344e-08,0.00046428114732014164,0.0007307441080529264,0.0033368490288819136,0.0007962563487920792
1.1783547240836056e-05,0.08898978836433788,3.76,0.0,0.9194684219938943,0.9825916945451925,0.011555668063327605,5.75971437183906e-05,0.005111318102112303,0.01159244724741069,0.00031715428657902526,3.0369058691437022e-05,2.0775011958845373e-09,8.312754080436206e-12,2.077782754324196e-05,1.594252515757343e-05,8.500476027993371e-05,0.00457853491993053,3.6090066246167507e-07,0.004967330688678125,0.010693505750006526,2.375267861612164e-05,2.199415125911545e-08,0.0004641341633202963,0.0007396149567160658,0.0034209334897377635,0.0008249048409165353
1.1959315629668787e-05,0.08899157918789947,3.76,0.0,0.9189684720109275,0.9822804507522194,0.011781812743756689,5.764835651381938e-05,0.005115983465364762,0.011794479021272614,0.0003181128265802409,3.036183591400374e-05,2.076307724689071e-09,8.307977868935157e-12,2.0802911155053346e-05,1.5933346858418816e-05,8.505398836647872e-05,0.0046462708556264136,3.607086812035931e-07,0.005048736381372603,0.010915008129537114,2.3779090784248104e-05,2.2006829652807632e-08,0.00046398714513604247,0.0007482145962331759,0.0035051462846664733,0.0008538930775398487
1.2135084018501518e-05,0.08899337250337784,3.76,0.0,0.9184685437772669,0.981969150744952,0.01200805546820302,5.769617719587704e-05,0.005120257812249051,0.01199682732657135,0.00031903345932775246,3.0354611874194223e-05,2.075114342110361e-09,8.303202039423738e-12,2.0827402590435018e-05,1.59241697240131e-05,8.509663715499132e-05,0.004713968774297537,3.6051678107105915e-07,0.005130101913645793,0.011136631422066156,2.380411985730433e-05,2.2017811358400344e-08,0.0004638401003967138,0.0007565482829086805,0.0035894739024794394,0.0008832105734164607
1.231085240733425e-05,0.08899516829519331,3.76,0.0,0.9179686544555019,0.9816578094329347,0.012234383148533269,5.7740856499773435e-05,0.005124169932103011,0.012199477061889332,0.00031991782128661724,3.0347386522519394e-05,2.0739210773995345e-09,8.298426707287677e-12,2.0851344674688568e-05,1.5914993945465477e-05,8.5133194410116e-05,0.0047816286898431795,3.6032496583309984e-07,0.005211424985967519,0.011358359105913228,2.3827867788174883e-05,2.2027222198861373e-08,0.0004636930361444996,0.0007646214404691768,0.0036739038034947816,0.0009128470520060732
1.248662079616698e-05,0.08899696654077051,3.76,0.0,0.9174688198922725,0.9813464405791339,0.012460783668284962,5.7782627188683086e-05,0.005127746574384847,0.01240241369221025,0.00032076746835379305,3.0340159815105117e-05,2.072727957872967e-09,8.293651980342538e-12,2.087477726470269e-05,1.59058197013442e-05,8.516411317640564e-05,0.004849250616736211,3.6013323894046315e-07,0.0052927034735248445,0.011580175885953522,2.3850429324606414e-05,2.2035179074105747e-08,0.00046354595887812853,0.0007724396286938603,0.003758424354419567,0.0009427924513724272
1.2662389184999711e-05,0.08899876721129778,3.76,0.0,0.9169690547143186,0.9810350568833032,0.012687245812649699,5.782170528400688e-05,0.005131012584436801,0.012605623229599768,0.0003215838800267288,3.0332931713219584e-05,2.0715350090431542e-09,8.288877959215638e-12,2.0897737441090523e-05,1.5896647158515163e-05,8.518981410989156e-05,0.004916834569971788,3.599416036427039e-07,0.005373935413683469,0.011802067606148416,2.3871892486899907e-05,2.204179039247311e-08,0.0004633988745999242,0.0007800085147404232,0.003843024767011043,0.0009730369289118985
1.2838157573832442e-05,0.08900057027243637,3.76,0.0,0.9164693724178617,0.9807236700596718,0.012913759203285009,5.785829121849588e-05,0.0051339910314329,0.012809092214289329,0.00032236846338528453,3.032570218283382e-05,2.0703422547395948e-09,8.284104737872307e-12,2.0920259689253154e-05,1.588747647293086e-05,8.521068765785588e-05,0.0049843805650200395,3.597500629324351e-07,0.005455118994294403,0.012024021167950247,2.3892339018322165e-05,2.2047156863242444e-08,0.00046325178884321165,0.0007873338470023753,0.003927695040383934,0.0010035708650138456
1.3013925962665173e-05,0.08900237568497384,3.76,0.0,0.9159697854517382,0.9804122909092541,0.013140314237651485,5.789257091613204e-05,0.005136703328761026,0.013012807696193346,0.00032312255688907827,3.031847119421492e-05,2.0691497172211314e-09,8.279332404176022e-12,2.094237606898481e-05,1.5878307790373588e-05,8.522709611283417e-05,0.005051888617782526,3.5955861951376317e-07,0.005536252542797807,0.012246024454237217,2.3911844809044483e-05,2.2051372008850445e-08,0.0004631047067062169,0.0007944214313376045,0.004012425906821291,0.0010343848657482846
1.3189694351497904e-05,0.08900418340542357,3.76,0.0,0.9154703052946893,0.9801009293871057,0.013366902032584763,5.792471680413728e-05,0.005139169347116319,0.013216757216882891,0.0003238474339934713,3.031123872155059e-05,2.0679574172817377e-09,8.274561040134292e-12,2.0964116376164284e-05,1.5869141247138938e-05,8.523937555632905e-05,0.005119358744552129,3.5936727595404607e-07,0.0056173345160731546,0.012468066258446465,2.3930480294439677e-05,2.2054522403063713e-08,0.0004629576328954532,0.0008012771095132236,0.004097208780939265,0.0010654697646703512
1.3365462740330635e-05,0.0890059933865828,3.76,0.0,0.9149709425271874,0.9797895946649027,0.013593514371829242,5.7954888759533173e-05,0.005141407520646849,0.013420928792033673,0.00032454430658830386,3.0304004742602226e-05,2.066765374349282e-09,8.269790722315853e-12,2.0985508295152916e-05,1.5859976970668795e-05,8.524783766559442e-05,0.005186790961976166,3.5917603462626093e-07,0.005698363490990555,0.012690136218585925,2.3948310829015977e-05,2.205668841720211e-08,0.00046281057174418083,0.0008079067397174238,0.004182035712052289,0.0010968166238250572
1.3541231129163366e-05,0.08900780557804434,3.76,0.0,0.9144717068981472,0.9794782951891058,0.013820143657275559,5.7983234992447014e-05,0.005143434946457176,0.013625310894359385,0.00032521432826428787,3.029676923838349e-05,2.0655736065769753e-09,8.265021522394065e-12,2.100657753970053e-05,1.585081508014809e-05,8.525277140422017e-05,0.005254185287022433,3.589848976266369e-07,0.005779338155622734,0.01291222475582112,2.3965397037186194e-05,2.2057944703063803e-08,0.000462663527236584,0.0008143161789946371,0.004266899339583451,0.0011284167340301753
1.3716999517996097e-05,0.08900961992666127,3.76,0.0,0.9139726073868759,0.9791670387349598,0.014046782863654609,5.800989287159101e-05,0.005145267477762367,0.013829892437037262,0.00032585859741249246,3.0289532192863953e-05,2.0643821309287092e-09,8.260253507271564e-12,2.1027347986966307e-05,1.5841655687060395e-05,8.525444462463847e-05,0.005321541736948006,3.5879386696775684e-07,0.005860257301071965,0.013134323017346876,2.3981795141716806e-05,2.2058360218542806e-08,0.00046251650305009615,0.0008205112674667956,0.004351792851364593,0.0011602616145095594
1.3892767906828828e-05,0.08901143637697723,3.76,0.0,0.9134736522605743,0.9788558324566838,0.0142734254964566,5.8034989695348055e-05,0.005146919811047306,0.014034662757630009,0.00032647816016265294,3.0282293592696696e-05,2.0631909632589174e-09,8.255486739382253e-12,2.104784180461575e-05,1.5832498895699702e-05,8.525310555263554e-05,0.005388860329270535,3.586029445337865e-07,0.0059411198138715,0.013356422823267254,2.399755727098039e-05,2.2057998934070943e-08,0.0004623695025666156,0.0008264978142106015,0.004436709944672595,0.0011923430119440146
1.4068536295661559e-05,0.08901325487162143,3.76,0.0,0.912974849127692,0.9785446829340732,0.01450006555285961,5.805864340951395e-05,0.005148405567550646,0.01423961160250411,0.00032707401316642716,3.0275053426966763e-05,2.062000118386883e-09,8.250721277257551e-12,2.10680795666935e-05,1.5823344803648677e-05,8.524898416404419e-05,0.005456141081741918,3.5841213192669787e-07,0.006021924668929191,0.01357851661722321,2.4012731746412497e-05,2.2056920343851564e-08,0.00046222252888622765,0.000832281584667046,0.004521644789851596,0.0012246528990018518
1.424430468449429e-05,0.08901507535166174,3.76,0.0,0.9124762049874167,0.9782335962156901,0.014726697485461376,5.8080963276419343e-05,0.005149737369344376,0.01444472911174135,0.00032764710623193734,3.026781168695931e-05,2.060809610165992e-09,8.245957175547573e-12,2.1088080363298263e-05,1.581419350222751e-05,8.524229349411818e-05,0.005523384012324075,3.5822143070432826e-07,0.006102670922973741,0.01380059742052136,2.4027363351112767e-05,2.2055179255418496e-08,0.00046207558487103425,0.0008378682894659588,0.004606591996374239,0.0012571834724065991
1.4420073073327021e-05,0.08901689775693017,3.76,0.0,0.9119777262755766,0.977922577858975,0.014953316168620827,5.810205049944355e-05,0.005150926910343509,0.014650005804539986,0.00032819834481583775,3.0260568365947048e-05,2.0596194515481812e-09,8.241194485189798e-12,2.1107861905977982e-05,1.580504507690965e-05,8.523323085051685e-05,0.00559058913916675,3.5803084237171074e-07,0.006183357708466845,0.014022658789528956,2.4041493580384493e-05,2.205282645002876e-08,0.00046192867315121756,0.0008432635745556007,0.004691546581199461,0.0012899271505948792
1.4595841462159752e-05,0.08901872202632244,3.76,0.0,0.9114794189071884,0.9776116329674673,0.015179916867231594,5.812199880310699e-05,0.005151985022560157,0.014855432565099042,0.00032872859237929755,3.0253323458994696e-05,2.058429654643935e-09,8.236433254038989e-12,2.1127440622289448e-05,1.5795899607706732e-05,8.522197892489796e-05,0.005657756480587133,3.5784036813051755e-07,0.006263984227957212,0.014244694776116038,2.405516087555281e-05,2.204990929778912e-08,0.0004617817961266323,0.0008484730125334954,0.004776503939290008,0.0013228765710133121
1.4771609850992483e-05,0.08902054809806163,3.76,0.0,0.9109812883158949,0.9773007662252431,0.015406495207757437,5.814089497278245e-05,0.0051529217378351675,0.01506100062897691,0.0003292386726143847,3.024607696277898e-05,2.0572402307785025e-09,8.231673526807914e-12,2.1146831744444894e-05,1.578675716952923e-05,8.520870685413741e-05,0.005724886055051186,3.5765000915962157e-07,0.0063445497488431235,0.014466699890938812,2.406840084218575e-05,2.2046471284562468e-08,0.0004616349560145437,0.0008535020950807575,0.004861459816157908,0.0013560245870993662
1.4947378239825214e-05,0.08902237590993807,3.76,0.0,0.9104833394905144,0.9769899819288751,0.015633047151369442,5.815881935842225e-05,0.005153746345340382,0.015266701569916233,0.00032972937154696763,3.023882887542411e-05,2.0560511905441284e-09,8.226915345068987e-12,2.116604939659257e-05,1.5777617832524024e-05,8.519357120866451e-05,0.005791977881156512,3.574597666773036e-07,0.006425053598509276,0.01468866906936782,2.408124645323331e-05,2.2042552599032348e-08,0.00046148815485335174,0.0008583562264090485,0.004946410282311459,0.001389364264987394
1.5123146628657945e-05,0.08902420539953272,3.76,0.0,0.9099855770088964,0.9766792840170893,0.01585956896904039,5.81758463414023e-05,0.005154467445154,0.015472527287125516,0.00033020143952221714,3.0231579196350893e-05,2.054862543848374e-09,8.222158747989724e-12,2.1185106671575095e-05,1.5768481662386254e-05,8.517671688432007e-05,0.005859031977616698,3.5726964156459123e-07,0.006505495159821931,0.014910597639879291,2.4093728238132857e-05,2.203819094887157e-08,0.00046134139448929,0.0008630407176349115,0.005031351709484008,0.0014228888799776677
1.5298915017490676e-05,0.0890260365044101,3.76,0.0,0.9094880050692776,0.9763686760981517,0.016086057218457347,5.8192044767971835e-05,0.0051550929981010185,0.015678469993005144,0.0003306555930789168,3.0224327926137854e-05,2.053674299959611e-09,8.217403772227575e-12,2.120401570143514e-05,1.5759348720649097e-05,8.515827795528844e-05,0.00592604836324696,3.570796346752729e-07,0.006585873866955383,0.015132481294740369,2.410587445916519e-05,2.2033420799450128e-08,0.00046119467663010807,0.0008675607820014174,0.0051162807485302985,0.001456591912802999
1.5474683406323405e-05,0.0890278691622894,3.76,0.0,0.9089906275193286,0.9760581614752639,0.016312508722620196,5.820747835445898e-05,0.0051556303720965875,0.01588452220130801,0.00033109251671823906,3.021707506639482e-05,2.0524864675494597e-09,8.212650451711162e-12,2.1222787729998514e-05,1.5750219064956587e-05,8.51383784788346e-05,0.005993027056951035,3.568897470186668e-07,0.006666189201516057,0.015354316062825474,2.411771127544268e-05,2.20282738289756e-08,0.0004610480028504263,0.0008719215308734356,0.0052011943088815064,0.0014904670457245289
1.5650451795156134e-05,0.08902970331120737,3.76,0.0,0.9084934478830389,0.9757477431701518,0.016538920550010223,5.8222206061814394e-05,0.005156086385282346,0.016090676715723742,0.0003315128645724629,3.020982061964769e-05,2.051299054731739e-09,8.207898818521403e-12,2.124143317517698e-05,1.5741092749317514e-05,8.511713320823292e-05,0.006059968077709185,3.5669997922594693e-07,0.006746440688955894,0.01557609828441459,2.4129262895193718e-05,2.2022780068078074e-08,0.00046090137455957346,0.0008761279704376909,0.005286089539456655,0.0015245081584854998
1.5826220183988864e-05,0.08903153888965669,3.76,0.0,0.9079964693856017,0.975437423944794,0.016765289996216383,5.823628244221302e-05,0.0051564673461134206,0.016296926618872713,0.0003319172619793614,3.0202564589231916e-05,2.0501120690992326e-09,8.203148902794481e-12,2.1259961683522323e-05,1.5731969824339166e-05,8.509464827166023e-05,0.006126871444567272,3.565103318595399e-07,0.0068266278952553005,0.015797824587836243,2.4140551717693872e-05,2.2016966833811428e-08,0.00046075479306253124,0.0008801849990428314,0.00537096381093392,0.001558709324149208
