Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152)
4.3662240782452596e-08,0.09238193935450223,3.76,0.0,0.7631176628758691,0.9992206075529146,3.4676600605247993e-07,1.3323880290566862e-06,1.3688649665184708e-05,6.0443578434299676e-05,4.677384631153237e-06,4.091612684723065e-05,6.755278300253104e-10,1.0294750022444363e-11,9.257805970617883e-06,1.0050443507522102e-05,5.4092467497703886e-08,4.893465254614428e-06,3.271825966686586e-07,4.4097043520853e-06,1.8224300397669538e-07,1.1133037175768487e-06,8.452660441074658e-11,0.0007582206978879383,1.6363322372995858e-08,2.1323464008747493e-11,1.0551101684139806e-10,8.072300825646901e-14,1.477203445721128e-07,3.914600625573382e-12,4.597584813383015e-11,5.655671129410755e-13
4.479417303569003e-08,0.09238196901653312,3.76,0.0,0.7631154365057455,0.9992196715600846,3.797889382928746e-07,1.4189532146874305e-06,1.4445005407951798e-05,6.221215063975827e-05,4.8043367188355085e-06,4.165887185225745e-05,7.008213874639563e-10,1.050199101555017e-11,9.584390715010669e-06,1.0422762760535817e-05,5.723241701991586e-08,5.226097093328152e-06,3.3975892494181867e-07,4.697186423253384e-06,1.967692003507444e-07,1.1816601431939074e-06,8.920543485408051e-11,0.0007582199884922174,1.71424116013389e-08,2.423115750774503e-11,1.1351513535587622e-10,8.898039233629462e-14,1.5154703756838794e-07,4.141836730535817e-12,4.80662467502373e-11,5.881586151510845e-13
4.592610528892746e-08,0.09238199887464574,3.76,0.0,0.7631131849314662,0.9992187187511358,4.149243609480145e-07,1.5083548413929543e-06,1.5225640105992653e-05,6.399280529348365e-05,4.931610840625282e-06,4.238902367549154e-05,7.261600060114624e-10,1.0706438876970405e-11,9.910459998275964e-06,1.079554446121597e-05,6.04801427141956e-08,5.5708396417323085e-06,3.5235948846348717e-07,4.994492626269312e-06,2.1211635730019733e-07,1.2518826240306915e-06,9.403479959798677e-11,0.0007582192663265696,1.7936702785407315e-08,2.746498425649197e-11,1.218962723510024e-10,9.786731231426669e-14,1.553737534556183e-07,4.376872618406811e-12,5.018876063842344e-11,6.110334838693779e-13
4.705803754216489e-08,0.09238202892906272,3.76,0.0,0.763110908052444,0.9992177493179554,4.522401916800018e-07,1.6005765721929936e-06,1.603062644587014e-05,6.57855621485516e-05,5.0592062643834785e-06,4.310679571867815e-05,7.515283152432062e-10,1.0908118703405253e-11,1.0235826886979811e-05,1.1168563752624888e-05,6.383614438395671e-08,5.9277045337343634e-06,3.6497627103921943e-07,5.3016044772486146e-06,2.2831170148686452e-07,1.3239352970125947e-06,9.901515613146942e-11,0.000758218531536692,1.87461207933164e-08,3.1053431019920346e-11,1.306617958894225e-10,1.0741520460256308e-13,1.592005134338602e-07,4.61974446226159e-12,5.2342637696783435e-11,6.341851059003896e-13
4.818996979540232e-08,0.0923820591798917,3.76,0.0,0.7631086057821096,0.9992167634506275,4.918039350068007e-07,1.6956002795496754e-06,1.6860023048610456e-05,6.759043345509263e-05,5.187122075615899e-06,4.381239776661637e-05,7.769116553186043e-10,1.1107055851042258e-11,1.0560315382501741e-05,1.15416065242094e-05,6.730085096412617e-08,6.296696269119072e-06,3.7760163531027393e-07,5.618498026623841e-06,2.4538256452464895e-07,1.397781274684585e-06,1.0414687435906489e-10,0.0007582177842669132,1.95706045362618e-08,3.5026713978977635e-11,1.3981904577962608e-10,1.1765615399357534e-13,1.630273397645472e-07,4.870483306308249e-12,5.452714390074387e-11,6.576070286976569e-13
4.9321902048639754e-08,0.09238208962713099,3.76,0.0,0.7631062780472904,0.9992157613373978,5.336826406255394e-07,1.7934061521656489e-06,1.771387510316622e-05,6.940742431684901e-05,5.3153571882750546e-06,4.450603604847809e-05,8.022960510641958e-10,1.1303275910059169e-11,1.0883759928644965e-05,1.1914469008505067e-05,7.087462365684178e-08,6.677812555651836e-06,3.9022830858849676e-07,5.945144181019317e-06,2.6335636613702944e-07,1.473382758671661e-06,1.0943024054312033e-10,0.0007582170246601675,2.041010714336258e-08,3.9416830290374914e-11,1.49375340182235e-10,1.2862287739459246e-13,1.668542557939578e-07,5.129115292822592e-12,5.674156290199433e-11,6.812929568532459e-13
5.0453834301877185e-08,0.09238212027067448,3.76,0.0,0.7631039247876132,0.9992147431646441,5.779428642474727e-07,1.8939727974788331e-06,1.8592214975801318e-05,7.123653303439236e-05,5.4439103550737495e-06,4.518791329808663e-05,8.276681869238941e-10,1.1496804680210165e-11,1.120600493971252e-05,1.2286957391718064e-05,7.455775894897001e-08,7.071044638341069e-06,4.0284936917779367e-07,6.281509010609606e-06,2.822605980651957e-07,1.5507011468658682e-06,1.1486546109625732e-10,0.0007582162528579766,2.126459612713345e-08,4.425760869873497e-11,1.5933798229234173e-10,1.403487077751733e-13,1.7068128597572263e-07,5.395661880530301e-12,5.898519563759943e-11,7.052367486733133e-13
5.158576655511462e-08,0.09238215111031714,3.76,0.0,0.7631015459549314,0.9992137091168498,6.246506308437305e-07,1.997277340005585e-06,1.9495062796272037e-05,7.307775143545633e-05,5.572780177330616e-06,4.5858228813172735e-05,8.530153827487047e-10,1.1687668147457205e-11,1.1526904348229314e-05,1.2658887437728004e-05,7.835049151534303e-08,7.476377616298726e-06,4.154582331661854e-07,6.627554042561311e-06,3.0212280869867055e-07,1.62969713462584e-06,1.204526662294548e-10,0.000758215469000424,2.2134053539254525e-08,4.958475913831053e-11,1.6971426709400188e-10,1.528675783884181e-13,1.7450845589233407e-07,5.670140054718261e-12,6.125735994874093e-11,7.294324128375462e-13
5.271769880835205e-08,0.09238218214575955,3.76,0.0,0.7630991415127719,0.9992126593765777,6.738714002032061e-07,2.1032955156809744e-06,2.042242702165946e-05,7.493106519283153e-05,5.701965114367249e-06,4.6517178513625515e-05,8.783255703986867e-10,1.1875892461607912e-11,1.1846321171511196e-05,1.3030084125063563e-05,8.225299701165203e-08,7.8937907476298e-06,4.2804864167273905e-07,6.983236541141851e-06,3.229705884008461e-07,1.7103308102665455e-06,1.2619191346106532e-10,0.0007582146732261356,2.3018476116349446e-08,5.5435921266049566e-11,1.8051148818279106e-10,1.6621400732324016e-13,1.7833579227562505e-07,5.952562529360201e-12,6.355739020884089e-11,7.53874105140259e-13
5.384963106158948e-08,0.0923822133766129,3.76,0.0,0.763096711435804,0.9992115941244502,7.256700347073927e-07,2.212001762339797e-06,2.1374304978677423e-05,7.67964541302532e-05,5.831463492475843e-06,4.7164954998755455e-05,9.035872711307673e-10,1.2061503914924534e-11,1.2164127096313751e-05,1.3400381296416953e-05,8.62653947610924e-08,8.323257742767551e-06,4.4061464853417254e-07,7.348509775055694e-06,3.448315555027186e-07,1.792561745105299e-06,1.3208319099190271e-10,0.0007582138656722681,2.3917875415524624e-08,6.185071187251553e-11,1.9173694465217775e-10,1.804230824402868e-13,1.8216332302618814e-07,6.242937941553184e-12,6.588463696082155e-11,7.785561253109552e-13
5.498156331482691e-08,0.0923822448024033,3.76,0.0,0.7630942557093282,0.9992105135391284,7.801107692310587e-07,2.3233693064758855e-06,2.2350683385243913e-05,7.867389251669725e-05,5.961273513475274e-06,4.7801747603586404e-05,9.287895737470532e-10,1.2244528921669734e-11,1.2480202080829906e-05,1.3769621320280794e-05,9.038775033878402e-08,8.764747046654195e-06,4.5315060841654316e-07,7.723323272541649e-06,3.6773334293924553e-07,1.876349078316754e-06,1.3812642095130001e-10,0.0007582130464744918,2.4832277939464143e-08,6.887077112198462e-11,2.0339794803933595e-10,1.955304467395842e-13,1.859910772317105e-07,6.541271038555704e-12,6.823846656326443e-11,8.03472913912224e-13
5.6113495568064343e-08,0.09238227642257608,3.76,0.0,0.7630917743287843,0.9992094177972962,8.372571830813358e-07,2.437370246411985e-06,2.3351538852071315e-05,8.056334934948152e-05,6.091393262872825e-06,4.842774245419293e-05,9.539221134792141e-10,1.242499399855463e-11,1.2794433973338353e-05,1.4137654764306752e-05,9.462007805772752e-08,9.218222110151383e-06,4.656511653379824e-07,8.107623064740623e-06,3.917035855038576e-07,1.961651596837603e-06,1.4432146251883015e-10,0.0007582122157669734,2.5761725250914477e-08,7.653980757769988e-11,2.1550182932590794e-10,2.115722842036921e-13,1.898190851842052e-07,6.8475628576998475e-12,7.061826084523829e-11,8.286190493129286e-13
5.7245427821301775e-08,0.09238230823650043,3.76,0.0,0.7630892672992793,0.9992083070736476,8.971721738908465e-07,2.5539756320080745e-06,2.4376838365004255e-05,8.246478862655874e-05,6.2218207176479725e-06,4.9043122522099126e-05,9.78975051585262e-10,1.2602925746056902e-11,1.3106718146832022e-05,1.4504340079997956e-05,9.896234335981879e-08,9.683641651052402e-06,4.781112415888821e-07,8.501351917823137e-06,4.167699076975733e-07,2.0484278105516527e-06,1.5066811492623277e-10,0.0007582113736823733,2.6706274076430548e-08,8.490364197267514e-11,2.2805594598913202e-10,2.285853061562607e-13,1.9364737839612185e-07,7.161810899432618e-12,7.302341676956936e-11,8.539892447346716e-13
5.8377360074539207e-08,0.09238234024347278,3.76,0.0,0.7630867346351315,0.999207181540872,9.599179333832344e-07,2.6731555410321297e-06,2.5426539748809622e-05,8.437816960837481e-05,6.3525537536741605e-06,4.96480676777549e-05,1.0039390556357158e-09,1.2778350830578576e-11,1.3416957148980237e-05,1.4869543298358628e-05,1.0341446511532807e-07,1.0160959905056841e-05,4.905260270363391e-07,8.904449554347812e-06,4.429599121499525e-07,2.1366360229768806e-06,1.5716612034392967e-10,0.0007582105203518328,2.766599639928952e-08,9.401024969064161e-11,2.4106768909866293e-10,2.4660673817224013e-13,1.9747598961532552e-07,7.484009293732484e-12,7.545334610433216e-11,8.795783453695507e-13
5.950929232777664e-08,0.09238237244272111,3.76,0.0,0.7630841763594343,0.9992060413696465,1.0255559249322643e-06,2.794879152313243e-06,2.650059211309903e-05,8.630344706965414e-05,6.48359015279378e-06,5.0242754743105366e-05,1.0288052804668334e-09,1.2951295967412239e-11,1.372506036680297e-05,1.5233137736135937e-05,1.0797631783419289e-07,1.0650126867057041e-05,5.028909688000725e-07,9.316852864303814e-06,4.703011685898931e-07,2.226234397666927e-06,1.6381516665635417e-10,0.0007582096559049622,2.8640979541512076e-08,1.0390980192579639e-10,2.545444904543466e-10,2.6567430757245746e-13,2.013049528389337e-07,7.814148960143678e-12,7.790747510234411e-11,9.053813255672985e-13
6.064122458101407e-08,0.09238240483340857,3.76,0.0,0.7630815925036345,0.999204886728627,1.0941468628385656e-06,2.9191148157928108e-06,2.7598936281038667e-05,8.824057154146228e-05,6.6149276095609675e-06,5.08273575432687e-05,1.053565349779308e-09,1.3121787904485828e-11,1.4030943705460981e-05,1.5595003712301427e-05,1.1264773379238581e-07,1.115108852307374e-05,5.152017612874578e-07,9.738496106271392e-06,4.988212033450947e-07,2.317181020530163e-06,1.7061489013017363e-10,0.0007582087804698412,2.9631326234962632e-08,1.1465470549396117e-10,2.684938297601662e-10,2.8582623153182746e-13,2.0513430332600692e-07,8.152217761664739e-12,8.0385244188451e-11,9.313932860899238e-13
6.17731568342515e-08,0.09238243741463696,3.76,0.0,0.763078983107129,0.9992037177844422,1.1657506932509192e-06,3.045830119585428e-06,2.872150520147671e-05,9.018948954388336e-05,6.7465637376662625e-06,5.140204695733789e-05,1.0782113383615545e-09,1.3289853406858921e-11,1.433452928059034e-05,1.5955028274431223e-05,1.1742850507647908e-07,1.166378707316653e-05,5.274543365757397e-07,1.0169311099116554e-05,5.285474893498165e-07,2.4094339582604515e-06,1.775648779793319e-10,0.000758207894173013,3.06371546815298e-08,1.2629964127156747e-10,2.829232418295381e-10,3.071012058271549e-13,2.0896407760909036e-07,8.498200652716582e-12,8.288610765439736e-11,9.57609451432017e-13
6.290508908748893e-08,0.09238247018545036,3.76,0.0,0.7630763482168745,0.99920253470169,1.2404265766616618e-06,3.174991954157237e-06,2.9868224345095197e-05,9.215014380963838e-05,6.878496076056507e-06,5.196699096832069e-05,1.1027357549173635e-09,1.3455519241942729e-11,1.4635745123632864e-05,1.6313104934655774e-05,1.223183855493899e-07,1.2188161145633801e-05,5.396448551298876e-07,1.0609227404618788e-05,5.595074366413343e-07,2.5029513130652545e-06,1.8466467083067796e-10,0.0007582069971394769,3.1658598602416764e-08,1.389016012425205e-10,2.978403238171251e-10,3.295383942473616e-13,2.1279431350460735e-07,8.85207982140607e-12,8.540953336107876e-11,9.840251672049434e-13
6.403702134072636e-08,0.09238250314483822,3.76,0.0,0.7630736878870157,0.9992013376429344,1.3182328719082875e-06,3.3065665737258962e-06,3.1039012085171946e-05,9.412247349896017e-05,7.010722094762922e-06,5.2522354712233e-05,1.127131525478341e-09,1.3618812165416349e-11,1.4934524899635651e-05,1.666913341485997e-05,1.2731709274017423e-07,1.2724146002806467e-05,5.517696968449167e-07,1.1058172501414872e-05,5.917283833262094e-07,2.597691273868826e-06,1.919137650938249e-10,0.0007582060894926891,3.269580727659704e-08,1.5251992413645186e-10,3.13252742472323e-10,3.531774186860226e-13,2.166250501221083e-07,9.213834826293448e-12,8.795500244797959e-11,1.0106358975832013e-12
6.51689535939638e-08,0.0923825362917386,3.76,0.0,0.763071002178524,0.9992001267687046,1.399227121615753e-06,3.440519654982831e-06,3.2233780063516685e-05,9.610641440603022e-05,7.143239200449719e-06,5.306830052635955e-05,1.1513919773821653e-09,1.3779758907814797e-11,1.5230807637013626e-05,1.7023019400825415e-05,1.3242430966064917e-07,1.3271673738729747e-05,5.638254524018685e-07,1.151607195062644e-05,6.252375869981606e-07,2.6936121641606678e-06,1.993116152387608e-10,0.0007582051713545653,3.3748945568516397e-08,1.6721632964516067e-10,3.2916824140958905e-10,3.7805834993328374e-13,2.2045632787238138e-07,9.583442727863958e-12,9.0522009049603e-11,1.0374372228112257e-12
6.630088584720123e-08,0.09238256962504143,3.76,0.0,0.7630682911588532,0.9991989022374971,1.4834660390163645e-06,3.57681635323498e-06,3.345243354212539e-05,9.810189915727254e-05,7.276044741695102e-06,5.360498799669647e-05,1.175510823798276e-09,1.3938386161764306e-11,1.5524537468789122e-05,1.7374674305015965e-05,1.3763968655153092e-07,1.3830673469017607e-05,5.758089149269869e-07,1.1982849553524116e-05,6.600622165899969e-07,2.790672486652013e-06,2.0685763598458417e-10,0.0007582042428454751,3.481819394514341e-08,1.8305495120718075e-10,3.4559464839079625e-10,4.0422169918155536e-13,2.2428818847443382e-07,9.960878214898006e-12,9.311006001870543e-11,1.0644248367690034e-12
6.856475035367609e-08,0.09238263684618904,3.76,0.0,0.7630627934862529,0.999196412827976,1.661900516084008e-06,3.856298928571524e-06,3.596098813002009e-05,0.00010212721597524186,7.54251026403474e-06,5.465121277059311e-05,1.2233003941315e-09,1.4248788714522858e-11,1.6104139021129573e-05,1.807096380646925e-05,1.4839336719227807e-07,1.4982791551278275e-05,5.995470983189588e-07,1.2942726500893684e-05,7.337659409780026e-07,2.988046574813484e-06,2.223916617308153e-10,0.0007582023551881687,3.7005820835041835e-08,2.1842762793823739e-10,3.800119620128326e-10,4.605598543301289e-13,2.3195383168222565e-07,1.0739119554120415e-11,9.834738446336054e-11,1.1189422605035097e-12
7.060222840950347e-08,0.0923826979706928,3.76,0.0,0.7630577598146404,0.9991941272010254,1.8341398829738808e-06,4.115490023784714e-06,3.8299306290599377e-05,0.00010578874687489737,7.783288067685457e-06,5.55626977985001e-05,1.2657710297649197e-09,1.4520484949668767e-11,1.6616585009831825e-05,1.868921468468429e-05,1.5843746501077947e-07,1.60581662372791e-05,6.206359164959443e-07,1.3836183726161942e-05,8.04868528512619e-07,3.1691688892805612e-06,2.368724154874391e-10,0.0007582006220039112,3.903191141900212e-08,2.548632982313294e-10,4.1281535850963156e-10,5.160652304849489e-13,2.388553494147377e-07,1.1466008810400452e-11,1.0312825193668424e-10,1.1686040941236455e-12
7.263970646533085e-08,0.09238275967996853,3.76,0.0,0.7630526454463712,0.9991917996977765,2.017734946356303e-06,4.381714124889385e-06,4.071328284971522e-05,0.00010948650659040735,8.024957018448736e-06,5.644654677161696e-05,1.3077011992938042e-09,1.478507821235908e-11,1.7120098959861497e-05,1.929909753737996e-05,1.688252344367044e-07,1.7169490169973005e-05,6.41449063716076e-07,1.475715579325614e-05,8.806507995508786e-07,3.3533498902656207e-06,2.518225365810384e-10,0.0007581988570194331,4.11137180008922e-08,2.961106316672211e-10,4.474004510667465e-10,5.763750579172052e-13,2.4575946469533375e-07,1.2217769748623212e-11,1.0797018714764953e-10,1.2188074827624762e-12
7.467718452115823e-08,0.09238282196614417,3.76,0.0,0.7630474509683629,0.9991894311695896,2.2129851842624645e-06,4.654755699497454e-06,4.320217617393152e-05,0.00011322001105396776,8.26750016056749e-06,5.730359687882652e-05,1.3490663347430912e-09,1.5042721337311682e-11,1.7614509334532356e-05,1.990027444379264e-05,1.795536572447455e-07,1.8316264646735043e-05,6.619741606683258e-07,1.570515282653869e-05,9.61267068214661e-07,3.5403588931226486e-06,2.672374330204988e-10,0.0007581970608813385,4.3252855702914044e-08,3.426347253902069e-10,4.838168939416024e-10,6.41740671657349e-13,2.526664686507319e-07,1.2994183942971732e-11,1.128707397886498e-10,1.2695311213057843e-12
7.671466257698561e-08,0.09238288482106585,3.76,0.0,0.76304217701233,0.9991870224469551,2.4201807316172585e-06,4.9343974227156496e-06,4.5765201297247195e-05,0.0001169887562336586,8.510900268693698e-06,5.813465994249451e-05,1.3898448554196943e-09,1.5293565942510938e-11,1.8099681042375158e-05,2.0492451374706752e-05,1.9061948870782802e-07,1.949797241384536e-05,6.822003825288247e-07,1.667967663914361e-05,1.0468702010235809e-06,3.729969709358653e-06,2.83112242670612e-10,0.0007581952342203915,4.5451101264852105e-08,3.9492812950865533e-10,5.221158046322675e-10,7.124176096990286e-13,2.595766663208196e-07,1.3795016575239066e-11,1.1782757315268856e-10,1.3207547220604153e-12
7.875214063281299e-08,0.09238294823630011,3.76,0.0,0.7630368242502227,0.9991845743396958,2.6396023172121923e-06,5.2204208744089485e-06,4.840153455489365e-05,0.00012079222072485071,8.755139911118349e-06,5.8940523187683364e-05,1.4300179542237413e-09,1.5537762278807377e-11,1.8575512131968138e-05,2.1075374947178795e-05,2.0201928066487313e-07,2.0714080143762437e-05,7.021183447595141e-07,1.7680222623800376e-05,1.1376115233178274e-06,3.9219610687107925e-06,2.994418620959525e-10,0.0007581933776516684,4.771039170760635e-08,4.535112238053544e-10,5.623498995519258e-10,7.886655783903715e-13,2.6649037661287735e-07,1.462001810427666e-11,1.2283845990932692e-10,1.3724589774348098e-12
8.078961868864037e-08,0.09238301220319775,3.76,0.0,0.7630313933899864,0.9991820876371927,2.8715212298243344e-06,5.5126071761372915e-06,5.111031788309212e-05,0.00012462986814818034,9.000201507148428e-06,5.972194998772001e-05,1.4695693973486998e-09,1.577545909450714e-11,1.904193074386046e-05,2.164882938858689e-05,2.13749402939088e-07,2.1964040726656275e-05,7.217199962529305e-07,1.8706281469338495e-05,1.2336407355542304e-06,4.116116976662264e-06,3.162209733259218e-10,0.0007581914917747246,5.003282270037526e-08,5.189325466930239e-10,6.045736285116017e-10,8.707484431569311e-13,2.734079322236587e-07,1.5468925816068865e-11,1.2790127805709944e-10,1.4246255241416137e-12
8.282709674446775e-08,0.09238307671291257,3.76,0.0,0.7630258851716253,0.9991795631086388,3.1161993104580163e-06,5.810737572900676e-06,5.389066281285011e-05,0.0001285011493700204,9.246067379185408e-06,6.047968058733508e-05,1.5084853363322143e-09,1.6006803513654217e-11,1.9498892296325964e-05,2.2212633693470158e-05,2.2580606324525163e-07,2.324729539152478e-05,7.40998519243809e-07,1.9757340719358276e-05,1.3351058385954306e-06,4.312227014402026e-06,3.3344406871586856e-10,0.0007581895771737907,5.242064665397201e-08,5.917690782813829e-10,6.488433078079893e-10,9.589342435538648e-13,2.8032967953162633e-07,1.634146526445243e-11,1.3301400704030195e-10,1.477236908818137e-12
8.486457480029513e-08,0.09238314175644002,3.76,0.0,0.7630203003635513,0.9991770015033103,3.3738889692742076e-06,6.114593961698406e-06,5.674165416855467e-05,0.00013240550455142708,9.492719799746e-06,6.121443280347568e-05,1.5467541320995176e-09,1.623194092748473e-11,1.9946376895281886e-05,2.2766638967291928e-05,2.3818532563896224e-07,2.4563275662658097e-05,7.59948235782615e-07,2.0832886180221652e-05,1.442153067630772e-06,4.510086584635761e-06,3.511054739712006e-10,0.0007581876344179788,5.487627054954154e-08,6.726264777062594e-10,6.952172516865879e-10,1.053495232530827e-12,2.8725597846022446e-07,1.723735160631629e-11,1.3817472402680175e-10,1.5302765550361503e-12
8.690205285612251e-08,0.09238320732464374,3.76,0.0,0.7630146397591975,0.9991744035508565,3.6448332243484063e-06,6.423959371685309e-06,5.966235349743012e-05,0.00013634236504035603,9.740141033943455e-06,6.192690270486014e-05,1.5843661900408629e-09,1.6451014897833197e-11,2.0384386946677418e-05,2.3310725941829295e-05,2.508831276363873e-07,2.591140516568399e-05,7.78564520234522e-07,2.193240319378297e-05,1.5549268339072216e-06,4.709497109853221e-06,3.691993694965219e-10,0.0007581856640614951,5.74022535243194e-08,7.621392765516485e-10,7.437559019607142e-10,1.1547079387815256e-12,2.941872023143891e-07,1.8156290840585e-11,1.4338160033586122e-10,1.5837287316061956e-12
8.893953091194989e-08,0.09238327340828337,3.76,0.0,0.7630089041738746,0.9991717699616076,3.929265760086032e-06,6.738618399443387e-06,6.26518022488924e-05,0.00014031115511796877,9.988313377813059e-06,6.26177652709619e-05,1.6213138054296165e-09,1.6664167071596235e-11,2.081294495540217e-05,2.3844802651092036e-05,2.638952960983361e-07,2.7291101293606685e-05,7.968437174146269e-07,2.305537778627071e-05,1.6735696736634599e-06,4.9102661880144385e-06,3.877198101883764e-10,0.0007581836666438789,6.000130423247498e-08,8.609710297798139e-10,7.945219555744254e-10,1.262853251322915e-12,3.011237375921214e-07,1.909798095777267e-11,1.486328980082223e-10,1.6375785221099694e-12
9.097700896777727e-08,0.09238333999803888,3.76,0.0,0.7630030944418571,0.9991691014268925,4.22741100333345e-06,7.058357602612049e-06,6.570902472126425e-05,0.000144311293609039,1.0237219192827055e-05,6.328767503111421e-05,1.6575910185340147e-09,1.6871537105429734e-11,2.1232091496296487e-05,2.436880225745461e-05,2.7721756196475616e-07,2.870177674246668e-05,8.147830659978228e-07,2.4201297703582913e-05,1.798222203713288e-06,5.112207710037985e-06,4.0666074378033075e-10,0.0007581816426902467,6.267627799924455e-08,9.698144256913846e-10,8.475804899253736e-10,1.3782165253103244e-12,3.0806598377297185e-07,2.006211300634069e-11,1.5392696651107388e-10,1.6918117955978008e-12
9.301448702360465e-08,0.09238340708453342,3.76,0.0,0.7629972114136813,0.9991663986193677,4.539484215619492e-06,7.382965854427631e-06,6.883303078946676e-05,0.00014834219536430848,1.0486840936867815e-05,6.393726668424609e-05,1.6931934789172899e-09,1.7073262600021014e-11,2.1641883346053102e-05,2.4882681019942167e-05,2.908455739067657e-07,3.014284092417175e-05,8.323806269210333e-07,2.536965334099599e-05,1.9290230832437406e-06,5.315141942515346e-06,4.260160278248884e-10,0.0007581795927115305,6.543017378474446e-08,1.0893913562817679e-09,9.02999085779911e-10,1.5010877081741212e-12,3.150143530851036e-07,2.1048372080717937e-11,1.5926223957221525e-10,1.7464151784027807e-12
9.505196507943203e-08,0.09238347465835442,3.76,0.0,0.7629912559536458,0.9991636621933588,4.865691599973398e-06,7.712234661748675e-06,7.202281842743639e-05,0.00015240327262274403,1.0737161191927596e-05,6.456715569980481e-05,1.7281183184110193e-09,1.7269479043281206e-11,2.2042391764785858e-05,2.5386416396472035e-05,3.047749109639936e-07,3.161370126414533e-05,8.496352164904051e-07,2.655993857526259e-05,2.0661089813912944e-06,5.518895579021599e-06,4.457794453979201e-10,0.0007581775172047435,6.82661309742572e-08,1.2204529494882388e-09,9.60847947626348e-10,1.6317614850342052e-12,3.2196927025264686e-07,2.2056438235884218e-11,1.6463723213755198e-10,1.8013760270216105e-12
9.70894431352594e-08,0.09238354271007272,3.76,0.0,0.7629852289374991,0.9991608927852061,5.206230420787372e-06,8.045958449130544e-06,7.527737603893922e-05,0.00015649393626161916,1.0988162688799355e-05,6.517793890043567e-05,1.7623640322466129e-09,1.7460319761809094e-11,2.243370091615918e-05,2.5880005271863088e-05,3.1900109423463346e-07,3.311376439141006e-05,8.665463439063184e-07,2.77716515069723e-05,2.209614550163094e-06,5.723301763324454e-06,4.659447196108294e-10,0.0007581754166532492,7.118742601203778e-08,1.3637795649236422e-09,1.0212000213218485e-09,1.7705374422787205e-12,3.289311722250877e-07,2.3085987333396785e-11,1.700505374460297e-10,1.8566824020122007e-12
9.912692119108678e-08,0.09238361123026012,3.76,0.0,0.7629791312503009,0.9991580910136173,5.561289135248351e-06,8.383934811449848e-06,7.859568461009821e-05,0.00016061359694216352,1.1239828329013664e-05,6.577019502700384e-05,1.7959303678391784e-09,1.7645915879984016e-11,2.2815906415343323e-05,2.6363462303588157e-05,3.335195976838575e-07,3.464243722854962e-05,8.831141529248264e-07,2.9004295120760805e-05,2.3596724022828e-06,5.928200087637824e-06,4.865055270130507e-10,0.0007581732915270135,7.419746889567104e-08,1.5201807547588611e-09,1.0841311089016855e-09,1.917720248130019e-12,3.359005078904418e-07,2.4136691823614514e-11,1.7550082421617848e-10,1.9123230428584265e-12
9.999999999999998e-08,0.09238368020950569,3.76,0.0,0.7629764969240457,0.9991568806720286,5.717924065669378e-06,8.530013042650979e-06,8.003686979331687e-05,0.00016238764001053502,1.1347868534366569e-05,6.601845159799892e-05,1.8101061131380713e-09,1.7723872414276482e-11,2.2976924683968503e-05,2.6567534372399488e-05,3.3982925456233304e-07,3.5306097880418794e-05,8.901086997313207e-07,2.95387788389444e-05,2.426011469659645e-06,6.016113225807555e-06,4.954355139814626e-10,0.0007581723734823006,7.551533617434977e-08,1.5914085890048363e-09,1.1119064352570225e-09,1.9834391293001664e-12,3.388893236826925e-07,2.4593321916781705e-11,1.7784732856992493e-10,1.9362652457295047e-12
1.0116439924691416e-07,0.09238368020950569,3.76,0.0,0.7629729637844481,0.999155257480026,5.931047535005748e-06,8.725964737357189e-06,8.197671969571919e-05,0.00016476166615784165,1.1492141204250474e-05,6.634448528650572e-05,1.828818220760719e-09,1.782639628610778e-11,2.3189113995136658e-05,2.683681837793549e-05,3.483258581301798e-07,3.61991279883368e-05,8.993393673984161e-07,3.0257377870175832e-05,2.5164130935800318e-06,6.13343656871324e-06,5.074555099601422e-10,0.0007581711422828834,7.729979954742175e-08,1.6904951914095718e-09,1.1497199804343486e-09,2.0736198490162622e-12,3.428777377739036e-07,2.5208221468426377e-11,1.8098683393891205e-10,1.968287343756545e-12
1.0320187730274154e-07,0.09238374963843023,3.76,0.0,0.7629667274378495,0.9991523927689522,6.3156768968753226e-06,9.071852805628922e-06,8.541945325035136e-05,0.00016893755719168732,1.1745084613430291e-05,6.690135388338304e-05,1.8610295374798087e-09,1.800188760507616e-11,2.3553438281594587e-05,2.7300119169894543e-05,3.634152844636859e-07,3.778324708320123e-05,9.152232404616777e-07,3.1530414193286986e-05,2.6799651095791975e-06,6.338863604236061e-06,5.287882880157668e-10,0.0007581689693648709,8.04980840783293e-08,1.8755905636634354e-09,1.2180484828209345e-09,2.2385516805650964e-12,3.4986333372359537e-07,2.630024400838796e-11,1.8650737827167722e-10,2.0245653302818995e-12
