Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152)
1.452287492435803e-10,0.09238092659451466,3.76,0.0,0.7631874114904459,0.9993499394087072,3.191365823832476e-16,3.3403024119465883e-13,1.509599289628133e-08,1.8586893592025173e-07,1.5097824598516575e-08,1.8566521114957388e-07,6.071758275351947e-15,1.963344097501984e-14,2.031660921310527e-10,2.0318562119950937e-10,1.782397905004893e-12,2.824379080672907e-13,2.743550935159612e-13,4.921886508868247e-10,2.845581400168202e-13,3.825139360712974e-13,4.753722910998872e-14,0.0006500452875551852,2.2291446617946065e-13,7.520042615378168e-19,4.545159570626802e-18,1.6059279728943735e-21,4.919245908576559e-10,1.2818327359250633e-16,3.640696214283002e-16,3.4870024071343435e-16
1.4801794740518882e-10,0.09238092665437894,3.76,0.0,0.7631874076213715,0.9993459680070398,3.3933340714727816e-16,3.488338212475198e-13,1.538582354958977e-08,1.894386511017477e-07,1.5387720513796066e-08,1.8922702951935008e-07,6.3620214712476716e-15,2.0249493294821824e-14,2.110344135095942e-10,2.1105565751878903e-10,1.850872387039457e-12,2.990151374708083e-13,2.9028123600073065e-13,5.016517408498985e-10,2.962500463670926e-13,3.9887702496655887e-13,4.898938851006546e-14,0.0006540163913440573,2.3155470106825933e-13,7.840202492603492e-19,4.812024221518758e-18,1.7001537979224672e-21,5.013722282330437e-10,1.3312202419171225e-16,3.816789628206197e-16,3.5838074838668003e-16
1.5080714556679733e-10,0.09238092671424318,3.76,0.0,0.7631874037522974,0.9993421423579523,3.60417422372467e-16,3.640243185054564e-13,1.5675652169074694e-08,1.9300836629653105e-07,1.567761530189318e-08,1.9278869785745667e-07,6.660265783757189e-15,2.0870726669181794e-14,2.190518361537932e-10,2.1907488752447925e-10,1.9206132353279813e-12,3.162282665104339e-13,3.0680522927907963e-13,5.111154200890292e-10,3.081964247423692e-13,4.1564027341815853e-13,5.045216470069295e-14,0.0006578417424026444,2.4035907543017165e-13,8.168080444802304e-19,5.089132977980702e-18,1.79799367790107e-21,5.108198638966376e-10,1.3815771510492908e-16,3.9975456123544587e-16,3.681006453146875e-16
1.5359634372840585e-10,0.09238092677410743,3.76,0.0,0.763187399883224,0.9993384571206261,3.8241163367209844e-16,3.796056542110262e-13,1.596547880944964e-08,1.9657808150602773e-07,1.5967509004608134e-08,1.9635021617020632e-07,6.966543282678856e-15,2.14970014511278e-14,2.272183393774086e-10,2.2724329305726366e-10,1.9916191405740785e-12,3.340892361299186e-13,3.239375883490226e-13,5.205796996660688e-10,3.2039816609664757e-13,4.3280702229412076e-13,5.1925228745324385e-14,0.0006615266815490031,2.493275822123178e-13,8.503737222347904e-19,5.376678613110553e-18,1.8995155259449724e-21,5.202674978485552e-10,1.4328249704934815e-16,4.1829795815974004e-16,3.7785821095309383e-16
1.5638554189001436e-10,0.09238092683397166,3.76,0.0,0.763187396014151,0.9993349071421844,4.0533927832017555e-16,3.9558174270077e-13,1.6255303523992643e-08,2.001477967316885e-07,1.625740166228316e-08,1.999115844638945e-07,7.280904640952372e-15,2.212818165953302e-14,2.355339025010116e-10,2.3556085597393573e-10,2.063888795203951e-12,3.526099858205546e-13,3.4168880194516064e-13,5.300445906413345e-10,3.328561451238041e-13,4.5038061190079276e-13,5.3408261606277396e-14,0.0006650763616603811,2.5846021437912026e-13,8.84723357503423e-19,5.674853891748477e-18,2.0047872500770232e-21,5.297151300889119e-10,1.484943816224774e-16,4.373106234649525e-16,3.876518032584314e-16
1.5917474005162287e-10,0.09238092689383591,3.76,0.0,0.7631873921450784,0.9993314874550179,4.2922382517887594e-16,4.119564866847437e-13,1.6545126364566905e-08,2.0371751197498876e-07,1.6547293313823242e-08,2.0347280274479952e-07,7.60339915448586e-15,2.2764134927210352e-14,2.4399850485263787e-10,2.4402755814790143e-10,2.137420893357609e-12,3.718024536221939e-13,3.6006933259234457e-13,5.395101040736094e-10,3.4557121568607076e-13,4.683643819797686e-13,5.4900953999687457e-14,0.0006684957503460755,2.677569649128373e-13,9.19863025207935e-19,5.9838515704880614e-18,2.1138767532316475e-21,5.391627606178213e-10,1.538019687675018e-16,4.56793955854232e-16,3.974798582000218e-16
1.6196393821323138e-10,0.09238092695370013,3.76,0.0,0.7631873882760059,0.9993281932695105,4.540889744351272e-16,4.2873379803328046e-13,1.683494738167723e-08,2.072872272374287e-07,1.6837183996752568e-08,2.0703387101918366e-07,7.934074781076586e-15,2.340473239860165e-14,2.526121257666943e-10,2.52643381467766e-10,2.21221413090622e-12,3.9167857612471425e-13,3.79089616669605e-13,5.489762510201416e-10,3.5854423192045727e-13,4.867616717062826e-13,5.6403006074678653e-14,0.0006717896372217683,2.772178268119821e-13,9.557988002152976e-19,6.303864397699678e-18,2.226851933270573e-21,5.486103894353984e-10,1.5920361531628446e-16,4.767492867247475e-16,4.0734088552430537e-16
1.647531363748399e-10,0.09238092701356435,3.76,0.0,0.7631873844069338,0.9993250199807442,4.79958657351949e-16,4.4591759803498056e-13,1.7124766624417896e-08,2.108569425205332e-07,1.712707374716248e-08,2.105947892932884e-07,8.272978120455406e-15,2.404984878294865e-14,2.6137474458856056e-10,2.614083078421375e-10,2.288267205500817e-12,4.1225028846888755e-13,3.9876006444232286e-13,5.584430425366485e-10,3.7177604829292656e-13,5.055758196833898e-13,5.791412763137838e-14,0.0006749626272054917,2.868427930966044e-13,9.925367573326398e-19,6.635085113528472e-18,2.3437806829589986e-21,5.580580165417597e-10,1.6468717087833106e-16,4.971778738790211e-16,4.172334756602564e-16
1.675423345364484e-10,0.09238092707342854,3.76,0.0,0.763187380537862,0.9993219631503986,5.068570366710821e-16,4.635117862061248e-13,1.741458414061306e-08,2.1442665782585156e-07,1.741696259985194e-08,2.141555575733408e-07,8.62015449906475e-15,2.4699362130874188e-14,2.7028634066901617e-10,2.703223191933303e-10,2.3655788164369563e-12,4.335295243478773e-13,4.1909106015208453e-13,5.67910489677313e-10,3.8526748913361345e-13,5.248101639443559e-13,5.94340373818447e-14,0.0006780191586178122,2.96631856801318e-13,1.0300829713161618e-18,6.977706449931496e-18,2.4647308900125363e-21,5.675056419370178e-10,1.7026123593439468e-16,5.180809132771247e-16,4.2715628682410255e-16
1.7033153269805692e-10,0.09238092713329274,3.76,0.0,0.7631873766687903,0.9993190185111307,5.348085062716622e-16,4.815202529284808e-13,1.7704399976782747e-08,2.1799637315495781e-07,1.7706850588293508e-08,2.1771617586555048e-07,8.975647959006528e-15,2.5353153863951932e-14,2.7934689336747846e-10,2.793853974607208e-10,2.4441476647113717e-12,4.555282160087369e-13,4.400929620540224e-13,5.773786034947883e-10,3.990193611534774e-13,5.444680419462978e-13,6.096246308330084e-14,0.0006809634988015403,3.0658501097898985e-13,1.0684435168678622e-18,7.331921130688304e-18,2.5897704370824887e-21,5.769532656212831e-10,1.759424917007337e-16,5.394595347035538e-16,4.3710804977755135e-16
1.7312073085966543e-10,0.09238092719315695,3.76,0.0,0.7631873727997187,0.9993161819408194,5.638376909498307e-16,4.999469249840537e-13,1.7994214178342596e-08,2.215660885094503e-07,1.7996737744833146e-08,2.2127664417611878e-07,9.339501376445853e-15,2.601110846253369e-14,2.88556382043429e-10,2.885975245911603e-10,2.5239724529939612e-12,4.782582942529527e-13,4.617761025263315e-13,5.868473950401946e-10,4.1303249999580577e-13,5.645527905769842e-13,6.249914049710811e-14,0.000683799769877867,3.167022486901318e-13,1.107624468648711e-18,7.69792187143327e-18,2.718967201823997e-21,5.864008875946729e-10,1.81710077450404e-16,5.613148188233298e-16,4.470875491111208e-16
1.7590992902127394e-10,0.0923809272530211,3.76,0.0,0.7631873689306473,0.999313449478828,5.939694464025532e-16,5.187957270196155e-13,1.8284026789477692e-08,2.2513580389095186e-07,1.828662410056411e-08,2.248369625112311e-07,9.711756399136595e-15,2.6673113631003773e-14,2.9791478606398973e-10,2.9795868254711946e-10,2.605051885643018e-12,5.01731688438534e-13,4.841507880791276e-13,5.963168753631222e-10,4.273077311295638e-13,5.850677461424779e-13,6.404381398697658e-14,0.0006865319324833114,3.269835630118806e-13,1.1476319012692386e-18,8.07590137966101e-18,2.8523890568505887e-21,5.958485078573052e-10,1.8754419440767807e-16,5.836477845179016e-16,4.570936371447616e-16
1.7869912718288245e-10,0.09238092731288529,3.76,0.0,0.763187365061576,0.9993108172942925,6.25228860152753e-16,5.380705220752419e-13,1.857383785338852e-08,2.287055193011096e-07,1.857650968557285e-08,2.2839713087706842e-07,1.009245359249499e-14,2.7339059912687072e-14,3.074220847935283e-10,3.0746885329504597e-10,2.6873846684551427e-12,5.259603264785822e-13,5.072272994809674e-13,6.057870555116275e-10,4.418458116284326e-13,6.060162443800839e-13,6.559623523538919e-14,0.0006891638174820849,3.37428947025113e-13,1.188471889305569e-18,8.466052354736622e-18,2.990103869815857e-21,6.052961264092844e-10,1.934857138685883e-16,6.064594097320924e-16,4.671252110515754e-16
1.8148832534449097e-10,0.09238092737274943,3.76,0.0,0.7631873611925045,0.9993082817056049,6.576412501146523e-16,5.577752126094566e-13,1.8863647412139715e-08,2.322752347415948e-07,1.886639452878797e-08,2.3195714927979817e-07,1.0481632362448976e-14,2.800884089375451e-14,3.170782576020513e-10,3.171280188144522e-10,2.7709695089550322e-12,5.509561348440432e-13,5.310158917594347e-13,6.152579465322378e-10,4.566475304982078e-13,6.274016204430262e-13,6.715616397164651e-14,0.0006916991064818325,3.480383938244728e-13,1.230150507288705e-18,8.86856748790729e-18,3.132179503361811e-21,6.147437432507231e-10,1.995349270604223e-16,6.297506167329693e-16,4.771812290368527e-16
1.8427752350609948e-10,0.0923809274326136,3.76,0.0,0.7631873573234331,0.99930583917065,6.91232164561913e-16,5.779137442296636e-13,1.9153455506735845e-08,2.3584495021410326e-07,1.9156278658055948e-08,2.3551701772557712e-07,1.0879331005329513e-14,2.8682353071946465e-14,3.2688328386307645e-10,3.269361610953748e-10,2.8558051163681806e-12,5.767310385643084e-13,5.555267942736891e-13,6.247295594699506e-10,4.717137128197195e-13,6.492272089017295e-13,6.872336755350383e-14,0.0006941413415983559,3.58811896515544e-13,1.2726738297088648e-18,9.283639462316982e-18,3.278683815142133e-21,6.241913583817432e-10,2.056478083801564e-16,6.535222778450131e-16,4.872607040469691e-16
1.87066721667708e-10,0.09238092749247773,3.76,0.0,0.7631873534543617,0.999303486281793,7.260273831420935e-16,5.984899951212229e-13,1.9443262177160132e-08,2.3941466572035465e-07,1.944616210017995e-08,2.390767362205518e-07,1.1285586737267848e-14,2.935949577932301e-14,3.368371429529512e-10,3.368932621374599e-10,2.941890201397706e-12,6.032969612280165e-13,5.807702107754883e-13,6.342019053682337e-10,4.870451094120615e-13,6.714963437419535e-13,7.029762073424125e-14,0.0006964939304656305,3.69749448213824e-13,1.3160479310176722e-18,9.711460953018378e-18,3.429684657834856e-21,6.336389718024523e-10,2.1184681501753932e-16,6.777752178236026e-16,4.973627011662648e-16
1.898559198293165e-10,0.09238092755234185,3.76,0.0,0.76318734958529,0.9993012197470583,7.620529167095284e-16,6.195078095351214e-13,1.9733067462520538e-08,2.4298438126209294e-07,1.9736044881065884e-08,2.426363047708653e-07,1.1700435784236215e-14,3.0040170945087555e-14,3.4693981424555813e-10,3.469993039439117e-10,3.029223476212528e-12,6.306658249822626e-13,6.067563195054635e-13,6.436749952690222e-10,5.026424310786784e-13,6.942123583726564e-13,7.187870488527558e-14,0.0006987601650595743,3.8085104203801274e-13,1.3602788856371406e-18,1.0152224626977968e-17,3.585249879188392e-21,6.430865835129508e-10,2.1818733737076887e-16,7.02510225782818e-16,5.074863245303316e-16
1.9264511799092502e-10,0.09238092761220598,3.76,0.0,0.7631873457162183,0.9992990363975893,7.993350055631859e-16,6.409711514088857e-13,2.00228714009918e-08,2.4655409684108585e-07,2.002592702566457e-08,2.4619572338265303e-07,1.2123913356770459e-14,3.07242831624934e-14,3.571912771156227e-10,3.572542685250396e-10,3.1178036547744295e-12,6.588495505345157e-13,6.334952732233353e-13,6.531488402127228e-10,5.185065019846407e-13,7.17378585615792e-13,7.3466408254632e-14,0.000700943214236754,3.9211667111392396e-13,1.4053727679559819e-18,1.0606123143089839e-17,3.7454473220053306e-21,6.525341935133646e-10,2.246037487258534e-16,7.277280489737289e-16,5.176307241534923e-16
1.9543431615253353e-10,0.0923809276720701,3.76,0.0,0.7631873418471464,0.9992969331725142,8.3790012073257e-16,6.628839856867895e-13,2.031267402993277e-08,2.5012381245912534e-07,2.0315808558089084e-08,2.4975499206204794e-07,1.2556053724976317e-14,3.141173949141407e-14,3.6759151093511706e-10,3.6765813789404333e-10,3.2076294525599025e-12,6.878600571511584e-13,6.609971992971262e-13,6.626234512382082e-10,5.346381415995889e-13,7.409983577146741e-13,7.50605253294561e-14,0.0007030461388691681,4.0354632856979904e-13,1.4513356523364105e-18,1.1073349152166867e-17,3.910344824176976e-21,6.619818018038197e-10,2.3102834044598156e-16,7.534294019602358e-16,5.277950858630237e-16
1.9822351431414204e-10,0.09238092773193421,3.76,0.0,0.7631873379780741,0.999294907135176,8.777749655430324e-16,6.852500756384628e-13,2.060247538576045e-08,2.5369352811802735e-07,2.0605689501488824e-08,2.5331411081517293e-07,1.299689015339157e-14,3.210244963025896e-14,3.781404950789798e-10,3.7821089407330965e-10,3.298699586249571e-12,7.177092626612004e-13,6.892721997098014e-13,6.720988393828244e-10,5.510379614367929e-13,7.650750063153848e-13,7.666085744713693e-14,0.0007050718756134147,4.151400075432674e-13,1.4981736131066396e-18,1.155409529697063e-17,4.080010218649003e-21,6.714294083844e-10,2.375944078838047e-16,7.796149546462735e-16,5.379786444358323e-16
2.0101271247575055e-10,0.09238092779179831,3.76,0.0,0.7631873341090017,0.9992929554463255,9.18986473286241e-16,7.080732558917133e-13,2.089227550415796e-08,2.5726324381963125e-07,2.089556987825755e-08,2.5687307964815003e-07,1.3446455028574265e-14,3.279632558003513e-14,3.888382089184205e-10,3.8891251908665096e-10,3.3910127741443306e-12,7.484090834524298e-13,7.183303511803752e-13,6.815750156823833e-10,5.677066391532271e-13,7.896118624870804e-13,7.826721169129381e-14,0.0007070232637189525,4.268977011727261e-13,1.5458927245726767e-18,1.2048554212181637e-17,4.254511333479485e-21,6.808770132552043e-10,2.4436266867397334e-16,8.062853492683004e-16,5.481806649581828e-16
2.0380191063735906e-10,0.09238092785166242,3.76,0.0,0.7631873302399291,0.9992910753870176,9.615618044463923e-16,7.313576585423725e-13,2.1182074419896775e-08,2.608329595658008e-07,2.118544970985576e-08,2.6043189856709196e-07,1.3904779761920182e-14,3.3493281900511375e-14,3.9968463182761204e-10,3.99762994966838e-10,3.484567736680074e-12,7.799714344777485e-13,7.48181705149983e-13,6.910519911711716e-10,5.846451438119076e-13,8.146122566927817e-13,7.98794017794723e-14,0.0007089030221310385,4.388194026056861e-13,1.5944990610087184e-18,1.2556918524459792e-17,4.433915991795871e-21,6.903246164163933e-10,2.510946544436974e-16,8.334411843891179e-16,5.58400460384625e-16
2.0659110879896758e-10,0.09238092791152652,3.76,0.0,0.763187326370856,0.9992892643290884,1.0055283530888067e-15,7.551071013080726e-13,2.147187216706579e-08,2.6440267535842287e-07,2.147532901703963e-08,2.639905675781107e-07,1.4371894930299538e-14,3.4193235340004644e-14,4.106797431767707e-10,4.1076230374750795e-10,3.579363195171535e-12,8.124082292500866e-13,7.788362879119164e-13,7.00529776881942e-10,6.018541252180852e-13,8.40079518814966e-13,8.149724684676536e-14,0.000710713779012769,4.5090510498977615e-13,1.6439986966696516e-18,1.3079380852399949e-17,4.61829201185555e-21,6.997722178680627e-10,2.578658557750648e-16,8.610830335554918e-16,5.686373710727182e-16
2.093803069605761e-10,0.09238092797139062,3.76,0.0,0.7631873225017826,0.9992875197364698,1.0509137452483583e-15,7.79325237278536e-13,2.1761668779061038e-08,2.6797239119940837e-07,2.1765207819850823e-08,2.6754908668731637e-07,1.4847830277401496e-14,3.4896104831999646e-14,4.2182352233297706e-10,4.2191042746399483e-10,3.675397872101558e-12,8.457313798434075e-13,8.103041006584548e-13,7.100083838459159e-10,6.193340636570866e-13,8.660169781495852e-13,8.312057146410257e-14,0.0007124580704333484,4.631548014736528e-13,1.694397705790925e-18,1.3616133806540197e-17,4.807707207047229e-21,7.092198176102735e-10,2.6491565473406766e-16,8.89211443471182e-16,5.78890766787035e-16
2.121695051221846e-10,0.09238092803125472,3.76,0.0,0.7631873186327088,0.999285839161402,1.097745832519079e-15,8.040162043956141e-13,2.2051464288615005e-08,2.715421070906918e-07,2.2055086137646016e-08,2.711074559008184e-07,1.5332614737916403e-14,3.560181143167565e-14,4.331159486600231e-10,4.3320734815299216e-10,3.772670492335984e-12,8.799527968928696e-13,8.425951195410633e-13,7.194878230927815e-10,6.370859195523883e-13,8.92427963405722e-13,8.47492054535201e-14,0.0007141383441517751,4.755684852066101e-13,1.7457021625901587e-18,1.4167369989363862e-17,5.002229385900271e-21,7.186674156431884e-10,2.719964923398221e-16,9.17826935584465e-16,5.891600449590273e-16
2.149587032837931e-10,0.0923809280911188,3.76,0.0,0.7631873147636348,0.9992842202558597,1.1460526963787335e-15,8.291841484968956e-13,2.234125872770797e-08,2.751118230342312e-07,2.2344963989008167e-08,2.7466567522472085e-07,1.582627639227108e-14,3.631027843521026e-14,4.4455700152146307e-10,4.446530478560055e-10,3.871179782266173e-12,9.15084389598275e-13,8.757192956888555e-13,7.28968105650699e-10,6.551106561098112e-13,9.193158026877016e-13,8.638298431606762e-14,0.000715756948193519,4.881461493424054e-13,1.7979181412631677e-18,1.473328199533166e-17,5.201926352068501e-21,7.281150119669714e-10,2.788518014724064e-16,9.469299977392775e-16,5.99444639844005e-16
2.1774790144540163e-10,0.09238092815098287,3.76,0.0,0.76318731089456,0.9992826607553911,1.1958626562243482e-15,8.548324195962021e-13,2.2631052127693287e-08,2.78681539032008e-07,2.2634841391871686e-08,2.782237446651269e-07,1.6328842547226728e-14,3.702143116784509e-14,4.56146660277964e-10,4.5624750861604357e-10,3.970924468247746e-12,9.51138065721309e-13,9.096865553035813e-13,7.384492425462963e-10,6.734084362674027e-13,9.46683823510146e-13,8.802174854935887e-14,0.0007173161470101868,5.008877870355596e-13,1.8510517159900526e-18,1.5314062410855792e-17,5.4068659043595716e-21,7.375626065816206e-10,2.860214145256673e-16,9.765210939112005e-16,6.097440118451879e-16
2.2053709960701014e-10,0.09238092821084692,3.76,0.0,0.763187307025485,0.9992811584875573,1.2472042582176477e-15,8.809646823436076e-13,2.2920844519231915e-08,2.822512550860273e-07,2.2924718363457233e-08,2.817816642281362e-07,1.684033970289093e-14,3.773519707071666e-14,4.678849042888725e-10,4.679907124794758e-10,4.071903278715699e-12,9.881257315888836e-13,9.445067996847718e-13,7.479312448046731e-10,6.919797328509336e-13,9.745353527803767e-13,8.966534396195084e-14,0.0007188181130409799,5.137933914434264e-13,1.905108960933192e-18,1.590990381433405e-17,5.617115836728905e-21,7.470101994872e-10,2.9372877471449636e-16,1.006600658091687e-15,6.200576542189622e-16
2.2332629776861865e-10,0.092380928270711,3.76,0.0,0.7631873031564095,0.9992797113470427,1.3001062671174618e-15,9.075857891642097e-13,2.3210635932485378e-08,2.8582097119831723e-07,2.3214594920464972e-08,2.8533943391985014e-07,1.7360793674603608e-14,3.845150538040684e-14,4.797717129085109e-10,4.798826414913297e-10,4.1741149457602946e-12,1.0260592920874526e-12,9.80189905351832e-13,7.574141234493925e-10,7.108262027069149e-13,1.0028737168281538e-12,9.131362063254488e-14,0.0007202649516012687,5.26862955720925e-13,1.960095950245844e-18,1.6520998776092102e-17,5.832743938319435e-21,7.564577906840214e-10,3.0100600759096184e-16,1.037169109487245e-15,6.30385076410048e-16
2.2611549593022716e-10,0.09238092833057504,3.76,0.0,0.7631872992873332,0.9992783173169992,1.3545976867496505e-15,9.34699629270525e-13,2.35004263969502e-08,2.893906873709296e-07,2.3504471078908522e-08,2.888970537463681e-07,1.789022949939121e-14,3.9170287374923826e-14,4.918070654892236e-10,4.919232776991308e-10,4.277558201129971e-12,1.064950650669992e-12,1.0167457240308208e-12,7.668978895024907e-10,7.299485349384683e-13,1.0317022413678455e-12,9.296643375188712e-14,0.0007216586795393856,5.400964730248378e-13,2.0160187580666185e-18,1.7147539858455006e-17,6.053817993441135e-21,7.65905380172196e-10,3.078493523057472e-16,1.0682268382563975e-15,6.40725819687624e-16
2.2890469409183567e-10,0.0923809283904391,3.76,0.0,0.7631872954182565,0.9992769744374039,1.4107077664548656e-15,9.623085255685079e-13,2.3790215941703314e-08,2.9296040360593924e-07,2.3794346854360327e-08,2.9245452371379133e-07,1.842867159166096e-14,3.989147596464214e-14,5.039909413782073e-10,5.041126031484651e-10,4.382231775022478e-12,1.1048117093470977e-12,1.0541840828009521e-12,7.763825539844644e-10,7.49345849089235e-13,1.0610242515455794e-12,9.462364229590465e-14,0.0007230012568779809,5.534939365088017e-13,2.0728834585287147e-18,1.7789719615651698e-17,6.280405781610285e-21,7.75352967951508e-10,3.1582355633278876e-16,1.0997742245995434e-15,6.510794362200881e-16
2.3169389225344419e-10,0.09238092845030317,3.76,0.0,0.7631872915491792,0.9992756808297439,1.4684659594545973e-15,9.904174269717642e-13,2.4080004595210445e-08,2.9653011990544426e-07,2.4084222261761017e-08,2.9601184382821995e-07,1.8976143632990755e-14,4.061500598194111e-14,5.163233199201851e-10,5.164505998865792e-10,4.4881344040365036e-12,1.1456543686953287e-12,1.0925147840699095e-12,7.858681279142812e-10,7.690198864855366e-13,1.090843071893152e-12,9.628511000889167e-14,0.0007242945621299414,5.670553393273581e-13,2.130696125754232e-18,1.8447730593902038e-17,6.512575077530126e-21,7.848005540222894e-10,3.2386078827972216e-16,1.131811622571961e-15,6.614455068175669e-16
2.344830904150527e-10,0.0923809285101672,3.76,0.0,0.7631872876801014,0.9992744346892203,1.5279019448138571e-15,1.0190316660702362e-12,2.4369792385386613e-08,3.0009983627156594e-07,2.437409731547942e-08,2.995690140957536e-07,1.953266861448384e-14,4.1340814069991516e-14,5.288041804569114e-10,5.289372499615513e-10,4.595264826931522e-12,1.1874905278558264e-12,1.131747605646943e-12,7.953546223093784e-10,7.889727682626935e-13,1.121162026335663e-12,9.795070505868189e-14,0.0007255404000945891,5.807806746350067e-13,2.189462833856843e-18,1.9121765331401742e-17,6.750393651104269e-21,7.942481383849533e-10,3.3050764598929296e-16,1.1643393643917466e-15,6.718236362103643e-16
2.3727228857666124e-10,0.09238092857003125,3.76,0.0,0.7631872838110226,0.9992732342822622,1.5890456694956166e-15,1.0481526509368528e-12,2.4659579339615397e-08,3.0366955270644886e-07,2.4663972029330964e-08,3.0312603452249164e-07,2.0098268854387252e-14,4.2068838636478795e-14,5.414335023268744e-10,5.415725354218624e-10,4.703621776505495e-12,1.2303320845344414e-12,1.1718923008004441e-12,8.048420481856622e-10,8.092026873434135e-13,1.1519844381898913e-12,9.962029990779992e-14,0.0007267405043422201,5.946699355857198e-13,2.249189656943478e-18,1.981201635832287e-17,6.993929267445873e-21,8.036957210390929e-10,3.382423198196473e-16,1.1973577613612483e-15,6.822134520380755e-16
2.4006148673826975e-10,0.09238092862989528,3.76,0.0,0.7631872799419434,0.9992720779284837,1.6519272977630176e-15,1.0777830681073936e-12,2.4949365484888727e-08,3.072392692122602e-07,2.4953846416718704e-08,3.066829051145356e-07,2.067296608947781e-14,4.279901961365588e-14,5.542112648643044e-10,5.543564383146705e-10,4.8132039893596216e-12,1.2741909349967927e-12,1.2129585983640578e-12,8.143304165575015e-10,8.297091121042305e-13,1.1833136301919387e-12,1.0129377054540425e-13,0.0007278965552589242,6.087231153309651e-13,2.3098826691191813e-18,2.051867619676001e-17,7.243249686898564e-21,8.131433019845688e-10,3.4826080485229074e-16,1.2308671144920974e-15,6.926145932057173e-16
2.4285068489987826e-10,0.0923809286897593,3.76,0.0,0.7631872760728634,0.9992709640117868,1.716577165710392e-15,1.107931495945345e-12,2.5239150847720755e-08,3.1080898579119033e-07,2.5243720490548184e-08,3.102396258779878e-07,2.1256781428118598e-14,4.3531298581548573e-14,5.671374473993651e-10,5.672889406864025e-10,4.924010214602482e-12,1.319078974072576e-12,1.2549562027523003e-12,8.238197384377323e-10,8.50497399292701e-13,1.215152924470396e-12,1.0297099691744156e-13,0.0007290101689430965,6.229402070204007e-13,2.371547944486154e-18,2.1241937360774913e-17,7.498422665038144e-21,8.225908812224719e-10,3.5585390458645125e-16,1.2648677069876636e-15,7.030267181196526e-16
2.4563988306148677e-10,0.09238092874962335,3.76,0.0,0.7631872722037828,0.9992698909661027,1.783025882911278e-15,1.138602031397135e-12,2.5528935454258415e-08,3.143787024454526e-07,2.553359426333585e-08,3.13796196818952e-07,2.184973542493073e-14,4.426561857211101e-14,5.802120292585737e-10,5.803700245825842e-10,5.036039194294889e-12,1.365008095151195e-12,1.2978947940581912e-12,8.333100248376531e-10,8.715684214754273e-13,1.2475056425727995e-12,1.046518623086277e-13,0.0007300829114626078,6.373212038016192e-13,2.434191557146676e-18,2.198199235634736e-17,7.759515952683197e-21,8.32038458752957e-10,3.608021015660878e-16,1.2993598123070203e-15,7.134494958545848e-16
2.484290812230953e-10,0.0923809288094874,3.76,0.0,0.7631872683347012,0.9992688572960615,1.851304365871893e-15,1.1697908071805904e-12,2.5818719330121166e-08,3.1794841917728314e-07,2.5823467747048006e-08,3.173526179435336e-07,2.2451847986714103e-14,4.5001924315971235e-14,5.934349897642387e-10,5.935996720480556e-10,5.149289656911206e-12,1.4119901901895937e-12,1.3417840280356948e-12,8.428012867670338e-10,8.929150834790252e-13,1.2803751054155174e-12,1.0633625417404514e-13,0.0007311162781882675,6.518660988204728e-13,2.4978195812013657e-18,2.2739033681458198e-17,8.026597295895068e-21,8.414860345745168e-10,3.7086557449306724e-16,1.3343436809960943e-15,7.238826205778939e-16
2.512182793847038e-10,0.0923809288693514,3.76,0.0,0.7631872644656191,0.9992678615495644,1.921443660142677e-15,1.201504241681044e-12,2.610850250061344e-08,3.215181359889407e-07,2.611334095331738e-08,3.2090888925783797e-07,2.3063138511211195e-14,4.5740161878628397e-14,6.068063082360401e-10,6.06977865127447e-10,5.2637603516881375e-12,1.4600371497031626e-12,1.3866335362425392e-12,8.522935352341049e-10,9.145405732166634e-13,1.3137646333425443e-12,1.0802406297269105e-13,0.0007321117212186308,6.665748852214635e-13,2.5624380907530124e-18,2.3513253825989376e-17,8.299734435988969e-21,8.509336086877916e-10,3.8349635544987745e-16,1.369819556698539e-15,7.343257940148399e-16
2.540074775463123e-10,0.09238092892921544,3.76,0.0,0.7631872605965362,0.9992669023388824,1.9934749762199382e-15,1.233755300236395e-12,2.639828499056101e-08,3.2508785288270717e-07,2.6403213893278673e-08,3.244650107679734e-07,2.368362578939813e-14,4.648027891642663e-14,6.203259639887913e-10,6.205045858637363e-10,5.379450041589566e-12,1.5091608627742725e-12,1.4324529260208226e-12,8.61786781245567e-10,9.364546222085358e-13,1.3476775460668289e-12,1.0971518302420288e-13,0.00073307062828235,6.814475561462605e-13,2.6280531599065133e-18,2.4304845271814913e-17,8.578995109546159e-21,8.603811810947885e-10,3.8958477528243576e-16,1.4057876630093209e-15,7.447787398422193e-16
