Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41),O[C](F)F(237),CFO(50),H2O2(11)
1.7186591196559493e-09,0.1378731168937398,3.76,0.0,0.8718769357171152,0.9978635297974425,4.9345269387524913e-11,4.415896563341587e-09,1.8713858313555412e-06,4.706143372397006e-05,1.8531130347732165e-06,4.6414822546188334e-05,1.315606177578406e-11,8.880478941280895e-12,6.23325347800548e-07,6.294599465485252e-07,5.319021555367885e-10,1.3546411034614888e-08,1.0328521340155763e-08,4.729962123534012e-07,6.906519551293219e-10,4.518702745978182e-09,2.203570516377055e-11,0.002133968393073536,3.6446184313397773e-10,2.9034929244975686e-14,2.725175558206385e-13,6.469378333468497e-16,4.569957389062354e-07,1.496821202313757e-13,1.1906602073099286e-11,1.731429698524689e-12,1.1967543399537283e-13,9.589708915026716e-17,6.760580349687584e-15,9.167820432479253e-11
1.8071534741916036e-09,0.13787317683721936,3.76,0.0,0.8718743905650783,0.9978633663343134,5.994756060717677e-11,5.105483639357082e-09,1.9699404159150105e-06,4.948504702011036e-05,1.9485161446914908e-06,4.877013864431235e-05,1.4589900146894583e-11,9.374067142785238e-12,6.877290165317783e-07,6.948616141025196e-07,5.767735935916924e-10,1.5730040136639125e-08,1.1840533194662612e-08,4.990946264797822e-07,7.705029353756472e-10,5.208156931502661e-09,2.3253932426409656e-11,0.0021339680553719657,4.0275532569325265e-10,3.2497657986184905e-14,3.167039007078875e-13,7.5093382171948e-16,4.805241260464742e-07,1.6231547769146595e-13,1.3211039901968796e-11,1.8443004611830497e-12,1.459814082735334e-13,1.0389673189669034e-16,7.89748305866599e-15,1.0134798351172129e-10
1.895647828727258e-09,0.1378732367858361,3.76,0.0,0.8718718450661247,0.9978631994602682,7.216175955644605e-11,5.86231391633802e-09,2.0688463498449606e-06,5.1908745827125616e-05,2.0439195288410717e-06,5.1122100425494814e-05,1.6094810024887203e-11,9.867128701284552e-12,7.55153119077618e-07,7.63384688179157e-07,6.226272977118911e-10,1.8134588898630308e-08,1.3477930389971735e-08,5.254511380284548e-07,8.551279532351325e-10,5.963167191852007e-09,2.4476299811514466e-11,0.002133967713838122,4.42940512416744e-10,3.6195584110240945e-14,3.654136388426238e-13,8.654302096878802e-16,5.040522708256007e-07,1.7522558992678515e-13,1.458183140277692e-11,1.9590685165495443e-12,1.7639893899083044e-13,1.1228663897322588e-16,9.164868647475263e-15,1.1150112307735241e-10
1.9841421832629123e-09,0.1378732967398409,3.76,0.0,0.8718692992004816,0.9978630291812381,8.614107925893515e-11,6.689337465138342e-09,2.1681234207033193e-06,5.433253783183343e-05,2.139323271702262e-06,5.347071265424646e-05,1.7670281465936182e-11,1.0359662956985884e-11,8.255781021005902e-07,8.350141310890457e-07,6.69405122429064e-10,2.0770331152864717e-08,1.5243297260890414e-08,5.52077537360242e-07,9.445726174724815e-10,6.786507262113755e-09,2.570305001845407e-11,0.002133967364319737,4.850145419084795e-10,4.013504196037639e-14,4.188649723696067e-13,9.909215067616245e-16,5.275801733076223e-07,1.8839607233164165e-13,1.6018742797618823e-11,2.0757271763786593e-12,2.1133595083637004e-13,1.2110794695101053e-16,1.0572752856531458e-14,1.2213743676600016e-10
2.0726365377985666e-09,0.13787335669948328,3.76,0.0,0.8718667529482892,0.9978628555037118,1.0204528582329304e-10,7.58948327416235e-09,2.267791498812113e-06,5.67564308717147e-05,2.234727457141865e-06,5.5815980088261586e-05,1.931580749609411e-11,1.0851669478608437e-11,8.989845150885804e-07,9.09734961290071e-07,7.170541887997632e-10,2.364749131570945e-08,1.713901797111569e-08,5.78985538345326e-07,1.03888114294455e-09,7.680926278943261e-09,2.6934427031604753e-11,0.002133967002115202,5.289745623204716e-10,4.432245731025831e-14,4.77275816043798e-13,1.1279021708627636e-15,5.511078335523663e-07,2.0181202414640568e-13,1.7521541128619266e-11,2.1942697759000375e-12,2.5122006638725007e-13,1.3040466831006212e-16,1.2131861755811098e-14,1.3325673885056002e-10
2.161130892334221e-09,0.13787341666501146,3.76,0.0,0.8718642062896125,0.9978626784270126,1.20040651680865e-10,8.56565952653675e-09,2.3678705259680667e-06,5.918043292311496e-05,2.3301321684175446e-06,5.8157907478427194e-05,2.1030884121899733e-11,1.1343147913460827e-11,9.753530098393753e-07,9.87532253189791e-07,7.655264894917335e-10,2.6776244575625012e-08,1.9167288499435727e-08,6.06186778765657e-07,1.1380965367112133e-09,8.649148933951712e-09,2.817067596041403e-11,0.0021339666296972624,5.748177315671592e-10,4.8764352474963916e-14,5.408638014118775e-13,1.2768668416332747e-15,5.746352516158791e-07,2.1545991719089309e-13,1.9089994255306422e-11,2.3146896734411074e-12,2.9649873337510886e-13,1.4022359874454493e-16,1.3853694486593968e-14,1.4485884412927725e-10
2.2496252468698753e-09,0.13787347663667243,3.76,0.0,0.8718616592044532,0.9978624979487576,1.4029990943001552e-10,9.620753862464208e-09,2.468380504846952e-06,6.160455209015737e-05,2.4255374881808715e-06,6.0496499568832047e-05,2.281501032038791e-11,1.1834097949707795e-11,1.0546643399476638e-06,1.0683911369485653e-06,8.147785234720834e-10,3.016671708046475e-08,2.133012791377851e-08,6.33692820715327e-07,1.2422607699213363e-09,9.693875626119775e-09,2.941204289397508e-11,0.002133966251254116,6.225412175382424e-10,5.3467351476327e-14,6.09846281256686e-13,1.438310571961505e-15,5.981624275507952e-07,2.293274929380643e-13,2.072387085154602e-11,2.436980250545916e-12,3.4763936410266774e-13,1.5061425582358155e-16,1.5750587895428283e-14,1.569435679225405e-10
2.3381196014055296e-09,0.1378735366147118,3.76,0.0,0.8718591116727575,0.9978623140706371,1.6300220626379614e-10,1.0757633627601368e-08,2.5693414890720687e-06,6.402879659433516e-05,2.5209434984802794e-06,6.283176109677573e-05,2.4667688020707362e-11,1.2324519324673502e-11,1.1368993602946585e-06,1.152296798283551e-06,8.647709585428098e-10,3.382898612406543e-08,2.3629388964856257e-08,6.615151509989058e-07,1.3514149363142078e-09,1.0817782613232418e-08,3.0658774764824614e-11,0.002133965866910167,6.72142198310015e-10,5.843818526304926e-14,6.844403343130568e-13,1.6127290575946425e-15,6.216893614066826e-07,2.434036674337109e-13,2.2422940402475612e-11,2.561134912111003e-12,4.0512948700695085e-13,1.6162884253173505e-16,1.7835783019327116e-14,1.695107260696933e-10
2.426613955941184e-09,0.137873596599374,3.76,0.0,0.8718565636744279,0.997862126796627,1.8833305894140514e-10,1.1979146108723946e-08,2.6707735738975018e-06,6.645317476473272e-05,2.6163502807647468e-06,6.516369679277784e-05,2.6588422089095326e-11,1.2814411815419423e-11,1.222039026539882e-06,1.239234478273102e-06,9.154683191070212e-10,3.7773080332138046e-08,2.6066768050873996e-08,6.896651815277591e-07,1.465599398587403e-09,1.2023522162343872e-08,3.1911119218446124e-11,0.00213396547451327,7.236178623550128e-10,6.368369698486879e-14,7.648627702587366e-13,1.8006188647305814e-15,6.452160532303615e-07,2.5767844332488044e-13,2.418697320170568e-11,2.687147086234391e-12,4.69476910090101e-13,1.7332222786037083e-16,2.0123493333908207e-14,1.8256013492585915e-10
2.5151083104768383e-09,0.13787365659090223,3.76,0.0,0.8718540151893308,0.9978619361290039,2.1648430926756988e-10,1.3288118757833626e-08,2.772696887459564e-06,6.88776950288272e-05,2.711757915887638e-06,6.749231138058752e-05,2.8576720316990884e-11,1.3303775212789172e-11,1.3100643946152222e-06,1.3291894731616981e-06,9.6683869681767e-10,4.2008979847468196e-08,2.864381460061214e-08,7.181542497143818e-07,1.5848539237507786e-09,1.3313722699302493e-08,3.316932449011809e-11,0.0021339650736194402,7.769654087501518e-10,6.921084732024204e-14,8.513301349835572e-13,2.002477655496319e-15,6.687425030662031e-07,2.721428283354354e-13,2.601574034860288e-11,2.8150102239826727e-12,5.412098959287339e-13,1.8575193954924474e-16,2.262897467793223e-14,1.960916113587837e-10
2.6036026650124927e-09,0.13787371658953823,3.76,0.0,0.8718514661973049,0.997861742068318,2.476540800561719e-10,1.4687359405516504e-08,2.875131582563741e-06,7.130236590383854e-05,2.8071664841101367e-06,6.981760957719276e-05,3.063209340686077e-11,1.3792609308402763e-11,1.4009566202217477e-06,1.422147134165935e-06,1.0188534824814803e-09,4.654661651442918e-08,3.1361939907788334e-08,7.469936188647539e-07,1.7092178082428661e-09,1.4690988957362695e-08,3.44336392909629e-11,0.002133964665520867,8.321820473837133e-10,7.502671985781434e-14,9.440587161419752e-13,2.218804411224108e-15,6.922687109564081e-07,2.8678875973025375e-13,2.7909013745449338e-11,2.944717799314571e-12,6.208773481025088e-13,1.98978167261405e-16,2.536859679366202e-14,2.10104972745695e-10
2.692097019548147e-09,0.1378737765955227,3.76,0.0,0.8718489166781695,0.9978615446157495,2.8204673155978893e-10,1.6179656464189334e-08,2.9780978289813475e-06,7.372719598860088e-05,2.9025760651044174e-06,7.21395960928291e-05,3.275405495475015e-11,1.4280913899939843e-11,1.4946969583291933e-06,1.518092867281442e-06,1.071487117904929e-09,5.139587406280788e-08,3.4222425443307365e-08,7.761944785687201e-07,1.8387299934380754e-09,1.6157902124886872e-08,3.570431270191224e-11,0.0021339642508893058,8.892649991611786e-10,8.113852653238141e-14,1.0432645489949935e-12,2.4500996534415325e-15,7.157946769412641e-07,3.0160903439809695e-13,2.986656609453634e-11,3.0762633090946694e-12,7.090490089376908e-13,2.1306377512342184e-16,2.8359916433888642e-14,2.246000369701832e-10
2.7805913740838013e-09,0.1378738366090951,3.76,0.0,0.8718463666117318,0.9978613437737304,3.198728183447868e-10,1.7767779121907403e-08,3.0816158062279076e-06,7.615219395592601e-05,2.9979867379569456e-06,7.445827563098905e-05,3.494212143273121e-11,1.4768688797439175e-11,1.5912667626775934e-06,1.6170121330902215e-06,1.1247168662696033e-09,5.6566588290945574e-08,3.72264306745087e-08,8.057679450883976e-07,1.9734291722211083e-09,1.7717019992131476e-08,3.6981594073503735e-11,0.002133963829154056,9.482114962096597e-10,8.755361311595922e-14,1.1491634225466854e-12,2.6968656625010208e-15,7.393204010593895e-07,3.165972441551184e-13,3.188817089533031e-11,3.209640273033148e-12,8.063156684151314e-13,2.2807432182826387e-16,3.162175197949237e-14,2.395766224190959e-10
2.8690857286194557e-09,0.13787389663049357,3.76,0.0,0.8718438159777933,0.9978611395446754,3.613490465897993e-10,1.9454477527459576e-08,3.185705696792771e-06,7.857736854542838e-05,3.093398581171943e-06,7.677365288843161e-05,3.719581217308777e-11,1.525593382064395e-11,1.6906474852810357e-06,1.7188904465683598e-06,1.1785225995504296e-09,6.20685472481965e-08,4.037500042269883e-08,8.357250617446245e-07,2.1133538873396892e-09,1.937087709712877e-08,3.8265732931281835e-11,0.0021339633997709637,1.009018782080977e-09,9.427946476446405e-14,1.261970885979531e-12,2.9596066937847103e-15,7.628458833479562e-07,3.3174771585018893e-13,3.397360244170994e-11,3.3448422335521115e-12,9.13289384041214e-13,2.4407808640676763e-16,3.5174259503934696e-14,2.5503454797944974e-10
2.95758008315511e-09,0.13787395665995514,3.76,0.0,0.8718412647561564,0.9978609319302586,4.0669823178738896e-10,2.1242482967422627e-08,3.2903876797914093e-06,8.100272855678163e-05,3.188811672674762e-06,7.908573255519166e-05,3.95146493531258e-11,1.5742648793466164e-11,1.7928206759339774e-06,1.8237133768945918e-06,1.2328866016287964e-09,6.791149141670772e-08,4.366907178794555e-08,8.660767993014608e-07,2.258542622180858e-09,2.1121984870688943e-08,3.955697888753029e-11,0.0021339629629458074,1.0716841119537122e-09,1.0132371162062764e-13,1.38190225539255e-12,3.2388291914287805e-15,7.863711238429042e-07,3.470554558922495e-13,3.6122635819190884e-11,3.4818627556809446e-12,1.0306037114790236e-12,2.6114609854984817e-16,3.9039010222599917e-14,2.709736330353593e-10
3.0460744376907644e-09,0.13787401669771557,3.76,0.0,0.8718387129266314,0.997860720931981,4.5614925683195154e-10,2.3134508035739315e-08,3.3956819250158623e-06,8.34282828433826e-05,3.2842260898151162e-06,8.13945193145892e-05,4.189815797922831e-11,1.622883354307747e-11,1.897767981720264e-06,1.9314665472598514e-06,1.287793385956357e-09,7.410511389252388e-08,4.710948066621596e-08,8.968340563487529e-07,2.4090338845194293e-09,2.2972831780536846e-08,4.085558155910486e-11,0.0021339625190676106,1.1362047528343817e-09,1.0869413447398964e-13,1.5091726208464382e-12,3.5350419995173414e-15,8.098961225791349e-07,3.6251609887730833e-13,3.8335046902119244e-11,3.620695427005062e-12,1.1589139457592108e-12,2.793521730328085e-16,4.323906927042092e-14,2.873936974649829e-10
3.1345687922264187e-09,0.13787407674400945,3.76,0.0,0.8718361604690407,0.9978605065517557,5.099370304786945e-10,2.513324679631566e-08,3.5016085873610283e-06,8.58540403063991e-05,3.379641909370278e-06,8.370001784323843e-05,4.434586587036129e-11,1.6714487902461798e-11,2.005471146524517e-06,2.042135634677483e-06,1.3432295267391594e-09,8.065906056601906e-08,5.069696788179225e-08,9.280076596827672e-07,2.564866283732979e-09,2.492588347458298e-08,4.2161790490340885e-11,0.0021339620681223035,1.2025779837575923e-09,1.1639867047893648e-13,1.6439968537199082e-12,3.8487565707013586e-15,8.334208795906975e-07,3.7812586002478077e-13,4.061061235087969e-11,3.761333857609687e-12,1.298897372897509e-12,2.987729478742187e-16,4.77990757538722e-14,3.042945616374863e-10
3.223063146762073e-09,0.1378741367990702,3.76,0.0,0.8718336073632251,0.9978602887917242,5.683024461588795e-10,2.7241374939118428e-08,3.608187801604981e-06,8.828000988917946e-05,3.4750592075483216e-06,8.600223281105728e-05,4.685730364191723e-11,1.719961171158944e-11,2.1159120105456807e-06,2.155706369793884e-06,1.3991835026475622e-09,8.758293030165895e-08,5.4432184957385207e-08,9.596083646849049e-07,2.7260786019604753e-09,2.6983582923331737e-08,4.347585508049421e-11,0.0021339616098772513,1.27080109598511e-09,1.2444541893178245e-13,1.786589614381132e-12,4.180487172203879e-15,8.569453949109625e-07,3.938814911429601e-13,4.294910960914012e-11,3.903771679989273e-12,1.4512535317358514e-12,3.194879257113958e-16,5.2745324022835547e-14,3.216760464100203e-10
3.3115575012977274e-09,0.13787419686313013,3.76,0.0,0.8718310535890483,0.9978600676538526,6.314923411369764e-10,2.946154993024442e-08,3.7154396775219475e-06,9.070620057200183e-05,3.5704780599913734e-06,8.830116888127682e-05,4.943200469008802e-11,1.768420481619851e-11,2.229072509812895e-06,2.272164536699774e-06,1.4556455521000173e-09,9.488627511709567e-08,5.831569954373734e-08,9.916468556985042e-07,2.892709859661526e-09,2.9148350561441085e-08,4.479802451582724e-11,0.002133961144284025,1.340871393204003e-09,1.3284264710791468e-13,1.9371653601778416e-12,4.5307510891786304e-15,8.804696685727814e-07,4.0978023985541384e-13,4.535031690110992e-11,4.0480025489523196e-12,1.6167044858145825e-12,3.415795179078596e-16,5.810584610733949e-14,3.3953797312471757e-10
3.4000518558333817e-09,0.13787425693642022,3.76,0.0,0.8718284991264019,0.9978598431399358,6.997594559965053e-10,3.1796411156396135e-08,3.823384295307976e-06,9.313262136714312e-05,3.665898541778786e-06,9.059683071045069e-05,5.206950517632397e-11,1.816826706661034e-11,2.344934675703912e-06,2.3914959727423063e-06,1.5126075392475928e-09,1.025786003615971e-07,6.234800052908401e-08,1.0241337464037422e-06,3.0647993759959087e-09,3.1422584428448345e-08,4.6128547706303606e-11,0.0021339606714752624,1.4127861917240322e-09,1.4159879616008922e-13,2.0959383537495034e-12,4.900068825394412e-15,9.039937006086412e-07,4.25819811842306e-13,4.7814013228792914e-11,4.1940201415471476e-12,1.7959951050832252e-12,3.6513309110657046e-16,6.39104952653063e-14,3.578801636057037e-10
3.488546210369036e-09,0.13787431701917036,3.76,0.0,0.8718259439552091,0.9978596152518409,7.733623944426216e-10,3.424858006414927e-08,3.93204170130095e-06,9.555928131424863e-05,3.761320727430273e-06,9.28892229484643e-05,5.476934401162143e-11,1.8651798317962704e-11,2.463480634465968e-06,2.513686568337938e-06,1.5700628298704123e-09,1.1066936489381514e-07,6.652950284722973e-08,1.0570795801906418e-06,3.2423868244028375e-09,3.3808660308668784e-08,4.746767322641523e-11,0.002133960191521215,1.4865428206743094e-09,1.507224870790413e-13,2.2631226716648624e-12,5.288964301222136e-15,9.27517491050806e-07,4.419983358743921e-13,5.033997836924547e-11,4.341818156995934e-12,1.989893357261198e-12,3.9023701608177763e-16,7.019103058920815e-14,3.767024401561258e-10
3.5770405649046904e-09,0.1378743771116094,3.76,0.0,0.8718233880554297,0.99785938399157,8.525655834104094e-10,3.682066029436393e-08,4.041431903977834e-06,9.798618947598454e-05,3.85674469090904e-06,9.51783502385442e-05,5.7531062840809356e-11,1.9134798430912603e-11,2.5846926067389258e-06,2.638722266785893e-06,1.6280061764599375e-09,1.1916798125889494e-07,7.086055200179172e-08,1.0904948305301997e-06,3.425512283729318e-09,3.63089318702698e-08,4.881564925968926e-11,0.0021339597043663456,1.5621386221991548e-09,1.602225267176205e-13,2.438932213388037e-12,5.697965048905505e-15,9.510410399314523e-07,4.583143314351174e-13,5.292799287185291e-11,4.491390316617657e-12,2.199190608661066e-12,4.169827187495678e-16,7.698120262073445e-14,3.960046255551971e-10
3.6655349194403447e-09,0.13787443721396486,3.76,0.0,0.8718208314070632,0.9978591493611303,9.376392334684617e-10,3.951523781207386e-08,4.151574870212772e-06,0.00010041335493395758,3.952170505624907e-06,9.746421721726757e-05,6.03542060270415e-11,1.9617267271684272e-11,2.7085529070806894e-06,2.76658906408219e-06,1.6864336118069677e-09,1.2808381586492796e-07,7.534142832329825e-08,1.1243899013436407e-06,3.614216285234994e-09,3.892573080352815e-08,5.017272354674335e-11,0.002133959209958975,1.6395709516532065e-09,1.70107913879689e-13,2.623580710576131e-12,6.127602405100078e-15,9.745643472827946e-07,4.747666787391909e-13,5.557783805562104e-11,4.64273036374361e-12,2.424701934285221e-12,4.4546473317041845e-16,8.431683992319899e-14,4.157865430552569e-10
3.754029273975999e-09,0.13787449732646326,3.76,0.0,0.8718182739901528,0.9978589113624623,1.0288592995079387e-09,4.233488103216962e-08,4.262490521780585e-06,0.00010284078678488462,4.047598244437403e-06,9.974682851457165e-05,6.323832063646579e-11,2.0099204711630324e-11,2.8350439434949893e-06,2.897273008734374e-06,1.7453423504603862e-09,1.374261891587513e-07,7.997235097496659e-08,1.1587751273698041e-06,3.808539855779509e-09,4.166136695828152e-08,5.153914333683342e-11,0.0021339587083242535,1.7188371777959025e-09,1.8038784547504598e-13,2.8172817367111537e-12,6.578411700669271e-15,9.980874131372073e-07,4.913545909687358e-13,5.828929600647337e-11,4.7958320636385694e-12,2.667266437005698e-12,4.757807563973839e-16,9.223593656207768e-14,4.3604801637884764e-10
3.842523628511654e-09,0.13787455744932986,3.76,0.0,0.8718157157847881,0.9978586699974968,1.1265074417080118e-09,4.5282140941165565e-08,4.374198732091033e-06,0.00010526849413699863,4.143027979658837e-06,0.00010202618875376292,6.61829564229416e-11,2.0580610627009976e-11,2.9641482169615803e-06,3.0307602015769897e-06,1.8047306974708358e-09,1.4720437580109595e-07,8.475348172201897e-08,1.1936607745306768e-06,4.008524557474995e-09,4.4518128480582655e-08,5.2915155342662514e-11,0.0021339581995056325,1.7999346829854003e-09,1.910717227416711e-13,3.020248717068871e-12,7.050932447729271e-15,1.0216102375273348e-06,5.080775885619575e-13,6.106214957455424e-11,4.950689203428431e-12,2.927747575637453e-12,5.080317050725664e-16,1.0077874044501196e-13,4.567888697158063e-10
4.0195123375829625e-09,0.13787467772706344,3.76,0.0,0.8718105969293065,0.9978581771765912,1.3422428900844985e-09,5.1569628326521015e-08,4.600072063194837e-06,0.00011012477181581434,4.333893725859809e-06,0.00010657517451793641,7.225200388970475e-11,2.1541827414803275e-11,3.230126941054164e-06,3.3060889957057114e-06,1.924944404556475e-09,1.6810505988840544e-07,9.476674810291895e-08,1.2649740540357199e-06,4.425646486444207e-09,5.0604072505442656e-08,5.569693992616284e-11,0.002133957160344487,1.967613129089147e-09,2.1368997887957232e-13,3.4548335636136943e-12,8.063288346931556e-15,1.0686551620473e-06,5.419283213042166e-13,6.67911787680135e-11,5.265645060049621e-12,3.5060374274484667e-12,5.787584980347144e-16,1.1990826853429635e-13,4.99708015508359e-10
4.17880217574714e-09,0.13787478601472056,3.76,0.0,0.8718059870641836,0.9978577221450958,1.561329876377995e-09,5.769005481278833e-08,4.806266888569116e-06,0.00011449645543571385,4.505680439499458e-06,0.00011065818933253152,7.791666665777788e-11,2.240510357222972e-11,3.4782714004351147e-06,3.5633336476812123e-06,2.0347794724832212e-09,1.8849826932803174e-07,1.0429296799577374e-07,1.33096903743501e-06,4.820846421575008e-09,5.651818598036781e-08,5.823581403308155e-11,0.0021339562004734696,2.1247607299903916e-09,2.3552662436472804e-13,3.8797879091755865e-12,9.054166268682568e-15,1.1109947686441422e-06,5.728566489011502e-13,7.215511515797153e-11,5.555047052814146e-12,4.096946181708673e-12,6.501104662100748e-16,1.3971100510324423e-13,5.399729721055111e-10
4.338092013911318e-09,0.13787489433942376,3.76,0.0,0.8718013743372696,0.9978572562379998,1.8058809006395503e-09,6.426284787840795e-08,5.015336163732685e-06,0.00011886917352202111,4.677474721413838e-06,0.00011473074231843947,8.377053705159573e-11,2.326665589680886e-11,3.7346148034450783e-06,3.8294470362354236e-06,2.146183655188201e-09,2.1044567924048306e-07,1.1430610787997427e-07,1.3987419338710726e-06,5.2350627964868005e-09,6.285935319009176e-08,6.080957509466028e-11,0.0021339552172563985,2.287801607365197e-09,2.588282736694103e-13,4.3380774895761355e-12,1.012399008071693e-14,1.1533335934275789e-06,6.042269001704364e-13,7.771463087963657e-11,5.8500410393700916e-12,4.760483068226578e-12,7.294545291522562e-16,1.6227300776361213e-13,5.817884068002487e-10
4.497381852075495e-09,0.13787500270244712,3.76,0.0,0.8717967586345028,0.9978567794670402,2.07773984853815e-09,7.130226952350933e-08,5.227393684490426e-06,0.000123242979211542,4.849276973938641e-06,0.00011879286020026768,8.981108442953022e-11,2.4126483848385084e-11,3.9990583965825256e-06,4.1043499694099344e-06,2.2591767037193256e-09,2.3399974674414791e-07,1.2480545740216042e-07,1.468350173401614e-06,5.668561497081873e-09,6.964015155315603e-08,6.341963758584862e-11,0.0021339542108052057,2.456721012207013e-09,2.8365798888833337e-13,4.830943081311608e-12,1.1276081050323648e-14,1.1956716366107525e-06,6.36044628525013e-13,8.346848679660165e-11,6.150591566685839e-12,5.502610781827633e-12,8.175036890136505e-16,1.8792241491230136e-13,6.251533107868443e-10
4.656671690239673e-09,0.1378751111050529,3.76,0.0,0.8717921398425091,0.9978562918440939,2.3788074710665366e-09,7.882240740776941e-08,5.442552544812666e-06,0.00012761792554311072,5.021087593902976e-06,0.00012284456963376636,9.603580517142905e-11,2.4984586937633366e-11,4.271504365689173e-06,4.387963790056996e-06,2.3737845355821102e-09,2.592124620632024e-07,1.3578993627587705e-07,1.539850492199927e-06,6.121616220382403e-09,7.687294128215835e-08,6.606740765564781e-11,0.002133953181187093,2.6315043535700474e-09,3.1008149843967573e-13,5.359624820222694e-12,1.2513818302137265e-14,1.2380088984169235e-06,6.683171248615401e-13,8.941545158341978e-11,6.456663405198088e-12,6.329576755814082e-12,9.150097963349068e-16,2.170183199089325e-13,6.700666799385003e-10
4.81596152840385e-09,0.13787521954849227,3.76,0.0,0.8717875178486367,0.9978557933812198,2.7110406876964515e-09,8.683717667616941e-08,5.660925104183172e-06,0.0001319940654193803,5.192906972684136e-06,0.0001268858972060054,1.02442222403359e-10,2.5840964725371425e-11,4.551855827459737e-06,4.680210372462117e-06,2.490038362767274e-09,2.861353517291726e-07,1.472581356915785e-07,1.6132989391555275e-06,6.5945088095133466e-09,8.456986783614293e-08,6.875428267272514e-11,0.0021339521283797415,2.8121372021662414e-09,3.381673271984269e-13,5.925362448721176e-12,1.3840641888093859e-14,1.2803453790808694e-06,7.010531718836488e-13,9.555430167633774e-11,6.768221547409368e-12,7.247920708036993e-12,1.0227648622691154e-15,2.4995254696650036e-13,7.165275147550253e-10
4.975251366568028e-09,0.13787532803400496,3.76,0.0,0.8717828925409836,0.9978552840905579,3.0764518968424533e-09,9.536032171785902e-08,5.882622959173235e-06,0.00013637145157294057,5.364735496261758e-06,0.0001309168694355513,1.0902788572508301e-10,2.6695616822259545e-11,4.840016821028833e-06,4.981012118988583e-06,2.6079739331913165e-09,3.1481948176095966e-07,1.5920835537791415e-07,1.6887508824140061e-06,7.0875295335009125e-09,9.27428643476263e-08,7.148165082898291e-11,0.0021339510523733763,2.9986052939553392e-09,3.679869294296609e-13,6.529395575297588e-12,1.526005576442308e-14,1.3226810788501994e-06,7.342628303791093e-13,1.0188382122436186e-10,7.085231206485206e-12,8.264482428700581e-12,1.1416024115574378e-15,2.8715144119860186e-13,7.645348203110233e-10
5.1345412047322055e-09,0.13787543656281956,3.76,0.0,0.8717782638084234,0.9978547639842827,3.477108293244567e-09,1.0440541786610627e-07,6.107756918745838e-06,0.0001407501365362582,5.536573545271444e-06,0.0001349375127726437,1.1579037094028782e-10,2.754854288831329e-11,5.135892299632786e-06,5.2902919567432765e-06,2.727630870045145e-09,3.4531546082395804e-07,1.716386368199984e-07,1.7662610158579652e-06,7.600977319440689e-09,1.0140365402513247e-07,7.42508907944625e-11,0.0021339499532152654,3.190894533730527e-09,3.996148245544877e-13,7.172963946088661e-12,1.6775630678738318e-14,1.3650159979865858e-06,7.6795725308242e-13,1.0840280204063239e-10,7.407657814865911e-12,9.386409793115671e-12,1.2723988749312785e-15,3.29077669899883e-13,8.140876062045859e-10
5.293831042896383e-09,0.13787554513615374,3.76,0.0,0.8717736315406268,0.997854233074657,3.915131192236296e-09,1.139858730434007e-07,6.3364369830378395e-06,0.00014513017261518342,5.708421495057757e-06,0.00013894785359937177,1.227272797896179e-10,2.8399742632145673e-11,5.43938812234751e-06,5.607973334264177e-06,2.8490521004738037e-09,3.7767344336791407e-07,1.8454679288995786e-07,1.8458833655281453e-06,8.135159941219129e-09,1.10563752530949e-07,7.706337142006035e-11,0.0021339488309552726,3.388990998701102e-09,4.331287358761991e-13,7.857307728822809e-12,1.839100696613201e-14,1.4073501367669344e-06,8.021485237062631e-13,1.1511004355411206e-10,7.735467022894065e-12,1.0621166995894854e-11,1.416075018321433e-15,3.762320334828382e-13,8.651848865064949e-10
5.453120881060561e-09,0.1378756537552139,3.76,0.0,0.8717689956280797,0.997853691374066,4.3926953605479314e-09,1.2411492935944415e-07,6.568772325140204e-06,0.00014951161186553408,5.880279715726707e-06,0.00014294791822985035,1.2983623968639015e-10,2.924921581022761e-11,5.750411045900688e-06,5.933980218229092e-06,2.9722833584424483e-09,4.1194313274402067e-07,1.9793043437887806e-07,1.927671295986266e-06,8.690394172167556e-09,1.202344703348287e-07,7.992045148125918e-11,0.002133947685610293,3.592880942074463e-09,4.686097323128794e-13,8.583667809000228e-12,2.010989725698032e-14,1.4496834954845003e-06,8.36849516874793e-13,1.2200435276159007e-10,8.068624697448138e-12,1.197654299160671e-11,1.5735974055679939e-15,4.291552833749409e-13,9.178256797099177e-10
