Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41),O[C](F)F(237),CFO(50),H2O2(11)
1.1344007391701154e-20,0.13787195337673847,3.76,0.0,0.8719263235729231,0.9999999999997314,3.111872274132943e-45,1.9042848551677801e-32,1.2257471626850235e-17,3.106201385651637e-16,1.2257471622421133e-17,3.106201385651259e-16,2.669033170878171e-34,3.4398804632787904e-33,4.466961590168557e-27,3.779128540941092e-29,4.8317217492230536e-32,9.138255137338567e-42,2.780872172850232e-34,3.0167037381028293e-18,1.9701078748673612e-32,2.6312248117923724e-23,1.3605873065572943e-32,2.6845666521707575e-13,2.1436807517695699e-32,1.2938932343093393e-36,1.809585085942614e-46,9.451982120835002e-42,3.0167037381028274e-18,1.2796567262554014e-43,5.419210279295717e-35,8.192060920822469e-34,1.1173665432050446e-40,1.3633316220462646e-48,4.4306539335973217e-48,5.351929873442855e-33
2.2697870567409e-20,0.13787195337673847,3.76,0.0,0.8719263235729228,0.9999999999994628,2.4913899711987984e-44,7.622102131303351e-32,2.4525592664318722e-17,6.215101469292543e-16,2.45255926554568e-17,6.21510146929103e-16,1.0683088385838349e-33,1.3768486439689184e-32,9.013468623568989e-27,1.5126362856968014e-28,1.933947882705366e-31,7.316160560206428e-41,1.1130736219238273e-33,6.036028417767867e-18,7.885565749183119e-32,5.264735664499268e-23,5.445895018662596e-32,5.371465681520667e-13,8.580309600344303e-32,5.178944920335131e-36,1.4487683739556717e-45,3.7832562389273385e-41,6.03602841776786e-18,1.0245034635370413e-42,2.16909640077476e-34,3.278959280787705e-33,4.472378184986494e-40,1.0914942615293813e-47,3.547217174146515e-47,2.1421667025545302e-32
4.540559691882469e-20,0.13787195337673847,3.76,0.0,0.8719263235729221,0.9999999999989253,1.9938691617572774e-43,3.0498336781608974e-31,4.9061834739242045e-17,1.2432901636574352e-15,4.906183472151484e-17,1.2432901636568295e-15,4.27462689195018e-33,5.509188003779794e-32,1.8333574778631356e-26,6.0525154427846055e-28,7.738310614499221e-31,5.8551519787102026e-40,4.45374462596442e-33,1.2074677777097937e-17,3.1552534425112295e-31,1.0531757391505815e-22,2.1790673678051223e-31,1.0745263738867247e-12,3.4332414772172464e-31,2.0722525569599445e-35,1.159455009448799e-44,1.5137953939214492e-40,1.2074677777097906e-17,8.199141261238017e-42,8.679210998797568e-34,1.312010816355131e-32,1.789533884981612e-39,8.735271364533917e-47,2.838851811027263e-46,8.571457111560514e-32
9.082104962165607e-20,0.13787195337673852,3.76,0.0,0.8719263235729208,0.9999999999978505,1.5953982686843877e-42,1.2201320651954543e-30,9.813431888903404e-17,2.4868501971137936e-15,9.813431885357776e-17,2.4868501971113706e-15,1.7101291044970677e-32,2.204033937885852e-31,3.7882155441797865e-26,2.421400293245343e-27,3.095828134249785e-30,4.685011185260293e-39,1.7817880950461711e-32,2.4151976495758063e-17,1.2623068350367135e-30,2.1065800931889933e-22,8.71768839199086e-31,2.1492859848147465e-12,1.3735201501442026e-30,8.29035959775368e-35,9.277401693124147e-44,6.056168151425699e-40,2.4151976495757936e-17,6.56055852338904e-41,3.4722495692383884e-33,5.248897594077587e-32,7.159301268494161e-39,6.9895442822233855e-46,2.2715127696609318e-45,3.4291409843897726e-31
1.8165195502731883e-19,0.13787195337673855,3.76,0.0,0.8719263235729181,0.9999999999957009,1.276439804613176e-41,4.880925481062186e-30,1.9627928718839946e-16,4.9739702640265005e-15,1.9627928711749095e-16,4.9739702640168085e-15,6.841073157448755e-32,8.816853272957826e-31,8.06127901802642e-26,9.68638946134723e-27,1.2384320385213878e-29,3.7483648271292294e-38,7.127734316403408e-32,4.830657393307823e-17,5.04963828707673e-30,4.2133888358142266e-22,3.487359159548885e-30,4.298805204505613e-12,5.494527750922953e-30,3.3164137323550884e-34,7.422626076779658e-43,2.4226651006677724e-39,4.8306573933077727e-17,5.248944800973863e-40,1.389012877754071e-32,2.0997299146430726e-31,2.863953942202523e-38,5.5921663556851724e-45,1.8173827624878194e-44,1.3717680296573941e-30
3.6331376583864434e-19,0.1378719533767387,3.76,0.0,0.8719263235729129,0.9999999999914017,1.0212003237595446e-40,1.9524496426147585e-29,3.925692237862561e-16,9.94821039785187e-15,3.925692236444667e-16,9.948210397813099e-15,2.7365406183402167e-31,3.526884816631414e-30,1.806079533054598e-25,3.874713447799013e-26,4.953929730539951e-29,2.9988342208557403e-37,2.851211242407966e-31,9.661576880771828e-17,2.0199375084238564e-29,8.427006459258331e-22,1.3950004251014656e-29,8.597843635226629e-12,2.1979005336136708e-29,1.326619473555543e-33,5.938382765369659e-42,9.691060184180586e-39,9.66157688077163e-17,4.19935460155925e-39,5.556277683703582e-32,8.399261417660424e-31,1.1456284834966734e-37,4.4739454629768437e-44,1.4539752323665236e-43,5.487295398370215e-30
7.266373874612954e-19,0.13787195337673894,3.76,0.0,0.8719263235729025,0.9999999999828032,8.169796541348169e-40,7.809957500108556e-29,7.851490969784721e-16,1.9896690665502445e-14,7.85149096695016e-16,1.9896690665347355e-14,1.0946385216078662e-30,1.4107826270977596e-29,4.387338541467392e-25,1.549916912311657e-25,1.9816122079320033e-28,2.3991243218353605e-36,1.1405089001232462e-30,1.9323415855699722e-16,8.079914434054103e-29,1.6854242258921099e-21,5.580115214673541e-29,1.7195920462025805e-11,8.791781004055788e-29,5.30658585769757e-33,4.750818976849591e-41,3.8765073011975823e-38,1.9323415855698928e-16,3.3595624792539867e-38,2.2225563604398975e-31,3.359772914414947e-30,4.5826094928372305e-37,3.5792413162182537e-43,1.1632077955589926e-42,2.194962816081418e-29
1.4532846307065976e-18,0.1378719533767394,3.76,0.0,0.8719263235728816,0.9999999999656063,6.535914855930944e-39,3.1240148074090607e-28,1.5703088433489166e-15,3.979365120080292e-14,1.5703088427825052e-15,3.979365120018254e-14,4.378598657796863e-30,5.643187897348942e-29,1.1875279541755451e-24,6.199730716021419e-25,7.926529461537189e-28,1.9193222357834145e-35,4.562091603847467e-30,3.864709380555504e-16,3.2319986621827464e-28,3.370871606934488e-21,2.2320687806713e-28,3.439207397705274e-11,3.5167481758032412e-28,2.1226559362274267e-32,3.800700287846292e-40,1.5506221819800449e-37,3.8647093805551864e-16,2.687680369536946e-37,8.89031642940967e-31,1.343922830810845e-29,1.8330643042385884e-36,2.8634270192776972e-42,9.305772804257385e-42,8.779940578509051e-29
2.906579117197202e-18,0.13787195337674038,3.76,0.0,0.8719263235728398,0.9999999999312124,5.228763000185692e-38,1.2496123013873312e-27,3.140628336033852e-15,7.958757227140117e-14,3.140628334903047e-15,7.958757226891964e-14,1.7514483953717694e-29,2.257286626827491e-28,3.615285347479694e-24,2.4799048996831206e-24,3.17062790877601e-27,1.535466899934713e-34,1.824853599548212e-29,7.729444970526383e-16,1.2928060491719632e-27,6.741767253458555e-21,8.928320446461012e-28,6.878438045282093e-11,1.4067064251431443e-27,8.490666933487668e-32,3.0405782728526545e-39,6.202548177906926e-37,7.729444970525108e-16,2.1501546365800663e-36,3.5561450997169076e-30,5.375718617078991e-29,7.332309392669524e-36,2.2907551820575871e-41,7.444662419051464e-41,3.511994094257173e-28
5.8131680901784104e-18,0.13787195337674238,3.76,0.0,0.8719263235727563,0.9999999998624246,4.1830229521149265e-37,4.998462097803397e-27,6.281267321179912e-15,1.5917541441258684e-13,6.281267318926381e-15,1.5917541440266067e-13,7.005811589555149e-29,9.029169363498783e-28,1.2191476905966536e-23,9.919644824245398e-24,1.2682543868518306e-26,1.2283771643568966e-33,7.299494372628679e-29,1.5458916150467393e-15,5.171237417773906e-27,1.348356208426406e-20,3.571337190535729e-27,1.3756899118721461e-10,5.6268400098786774e-27,3.3962754128010504e-31,2.4324698351901017e-38,2.481047902649609e-36,1.54589161504623e-15,1.720124943931266e-35,1.4224620097594337e-29,2.1502928765102397e-28,2.932943121302339e-35,1.832609540355905e-40,5.955747604656721e-40,1.4048012102314313e-27
1.1626346036140827e-17,0.13787195337674632,3.76,0.0,0.8719263235725894,0.9999999997248491,3.3464235516845505e-36,1.9993875258777368e-26,1.2562545290576787e-14,3.18351098694915e-13,1.2562545286102054e-14,3.183510986552103e-13,2.8023283522575387e-28,3.6116722529319056e-27,4.422656710159359e-23,3.967862973932495e-23,5.0730239821135334e-26,9.827031890496302e-33,2.9198505906434723e-28,3.0917858510346444e-15,2.0684976532969844e-26,2.6967165896905477e-20,1.428536636347343e-26,2.751382037874321e-10,2.2507388655203264e-26,1.3585118943404768e-30,1.9459787546859153e-37,9.924382805389654e-36,3.0917858510326067e-15,1.376095806282611e-34,5.689858092983102e-29,8.601182132605256e-28,1.1731882646317471e-34,1.466089739032317e-39,4.764605150060749e-39,5.619211985590016e-27
2.3252701928065662e-17,0.13787195337675417,3.76,0.0,0.8719263235722554,0.9999999994496981,2.6771411880629756e-35,7.997556343449068e-26,2.512510122578956e-14,6.367024672593985e-13,2.5125101216969428e-14,6.367024671005795e-13,1.1209321760448208e-27,1.4446697517113706e-26,1.6782757573657466e-22,1.5871461977213379e-22,2.0292108702003186e-25,7.861631339426834e-32,1.1679802819365186e-27,6.183574323009263e-15,8.273996321304595e-26,5.393443012631752e-20,5.714149727583658e-26,5.502765935135916e-10,9.002961182857803e-26,5.434051046499444e-30,1.5567841579885482e-36,3.9698985065581573e-35,6.183574323001112e-15,1.1008675572226078e-33,2.2759469393364933e-28,3.4404747921120725e-27,4.692832236885488e-34,1.1728725521016721e-38,3.811686944276878e-38,2.247686222849032e-26
4.6505413711915327e-17,0.1378719533767699,3.76,0.0,0.8719263235715874,0.9999999988993964,2.141714322284084e-34,3.199024478506593e-25,5.0250213081891196e-14,1.2734052043876741e-12,5.025021306476827e-14,1.2734052037523976e-12,4.483731109297676e-27,5.778680300176226e-26,6.531529054143528e-22,6.348586801589883e-22,8.1168459588153695e-25,6.289307397183917e-31,4.672237037983311e-27,1.236715126695374e-14,3.309599938737534e-25,1.0786918500171895e-19,2.285660257013523e-25,1.1005532310688456e-09,3.6011856154072244e-25,2.173621120983877e-29,1.2454277874874688e-35,1.5880741958577364e-34,1.2367151266921133e-14,8.806785258040443e-33,9.103808692456993e-28,1.3761901556636968e-26,1.8771944473938283e-33,9.382982151135339e-38,3.0493506814201172e-37,8.990747746057956e-26
6.9758125495765e-17,0.13787195337678568,3.76,0.0,0.8719263235709194,0.9999999983490947,6.123965922056718e-34,6.797929009485529e-25,7.537532492366894e-14,1.910107941515258e-12,7.537532489863123e-14,1.9101079401652957e-12,9.527930936682485e-27,1.2279695986894648e-25,1.3766015468673364e-21,1.3490748203121982e-21,1.7248299124120486e-24,1.7983490039887924e-30,9.928966445365815e-27,1.855072821089345e-14,7.032901053027687e-25,1.61804166293758e-19,4.8570279703891365e-25,1.6508297267270711e-09,7.652520144155886e-25,4.61894533320437e-29,3.561145417626464e-35,3.3748508438752587e-34,1.855072821082416e-14,2.51816639696952e-32,1.934562177714932e-27,2.9244040622855347e-26,3.9891414369154884e-33,2.682946427589361e-37,8.719237926843334e-37,1.910534074168057e-25
1.1626354906346433e-16,0.13787195337681712,3.76,0.0,0.8719263235695833,0.9999999972484921,2.8143488067129608e-33,1.8794285670710048e-24,1.2562554854992883e-13,3.1835134157676615e-12,1.256255485106136e-13,3.1835134120354116e-12,2.634193931181795e-26,3.3949745059118382e-25,3.775992072337392e-21,3.729795415769146e-21,4.768647722461612e-24,8.264544674566282e-30,2.745396659753004e-26,3.091788209875382e-14,1.9443908392507472e-24,2.6967503454487036e-19,1.3428251220410835e-24,2.751382150455701e-09,2.115696931492148e-24,1.2770026601086406e-28,1.6365702849963758e-34,9.331773365643284e-34,3.0917882098562255e-14,1.1572201771957397e-31,5.348514798850989e-27,8.08511575324072e-26,1.1029498499782351e-32,1.232982221102187e-36,4.0070381861279326e-36,5.282065260462544e-25
1.5811843027439373e-16,0.13787195337684546,3.76,0.0,0.871926323568381,0.9999999962579501,6.335072746057992e-33,3.346706687833408e-24,1.7085074976728192e-13,4.3295783425925904e-12,1.7085074971637053e-13,4.3295783359465585e-12,4.6907202901843495e-26,6.045443249163771e-25,6.704825894796586e-21,6.641660770267466e-21,8.491548878023102e-24,1.860340763247803e-29,4.889126818170396e-26,4.204832059781278e-14,3.4623845515429505e-24,3.6675954752940984e-19,2.391173319230536e-24,3.741878873339078e-09,3.7674295110478874e-24,2.2739634754023233e-28,3.6839033901051653e-34,1.6618798894621533e-33,4.204832059747164e-14,2.6048473920129886e-31,9.524142795006803e-27,1.4397193693462e-25,1.9641162898876188e-32,2.775430187621077e-36,9.019802986557165e-36,9.405793549626448e-25
1.9997331148532314e-16,0.13787195337687383,3.76,0.0,0.8719263235671786,0.9999999952674086,1.1973703220030206e-32,5.224258270489591e-24,2.160759509356477e-13,5.475643269415153e-12,2.1607595087446714e-13,5.475643259040606e-12,7.322282620045823e-26,9.437021352985036e-25,1.0448035182460965e-20,1.0367726379390239e-20,1.325542769359957e-23,3.516165162514915e-29,7.632608177393487e-26,5.317875909685545e-14,5.404831949828861e-24,4.63844834854109e-19,3.732654667170623e-24,4.732375110939069e-09,5.881010743746895e-24,3.549689172347472e-28,6.962817255958937e-34,2.5944853199826842e-33,5.317875909632293e-14,4.923243744427332e-31,1.486735672006842e-26,2.247421910460435e-25,3.066155876987046e-32,5.245742772228672e-36,1.7048014882006175e-35,1.4682576750054162e-24
2.4182819269625253e-16,0.1378719533769021,3.76,0.0,0.8719263235659762,0.9999999942768677,2.001359568672195e-32,7.489356968387413e-24,2.6130115205773987e-13,6.621708196235484e-12,2.613011519875435e-13,6.621708181362814e-12,1.0497027738757702e-25,1.3528655594263888e-24,1.496050840903365e-20,1.48628904229004e-20,1.900262020350821e-23,5.877136646146257e-29,1.0942735758638982e-25,6.430919759588274e-14,7.748220976173393e-24,5.609308536255056e-19,5.351031210106702e-24,5.722870890137676e-09,8.430856979507757e-24,5.088737852480435e-28,1.1638084840034913e-33,3.719760190953088e-33,6.430919759511932e-14,8.22887896008277e-31,2.1313486057094498e-26,3.221842372463916e-25,4.395758515738663e-32,8.768058463719645e-36,2.8495109964192224e-35,2.1048542525333685e-24
3.2553795511811134e-16,0.13787195337695876,3.76,0.0,0.8719263235635714,0.9999999922957867,4.272676040756965e-32,1.2903349445116954e-23,3.51751554196398e-13,8.913838049871054e-12,3.5175155411102865e-13,8.913838024247071e-12,1.8085237413823328e-25,2.3308388659759314e-24,2.573974714410251e-20,2.560713336310192e-20,3.2739433941988854e-23,1.2547016012546585e-28,1.8855557046289415e-25,8.657007459390227e-14,1.3349339438604488e-23,7.551045592200603e-19,9.219238315454171e-24,7.703861403159545e-09,1.4525443779246924e-23,8.767338465204892e-28,2.484598295673614e-33,6.409911797296907e-33,8.657007459258694e-14,1.7567249723185782e-30,3.672094257988074e-26,5.55088023990589e-25,7.57403595707246e-32,1.8718798881986567e-35,6.083380772695818e-35,3.62643349437632e-24
4.0924771753997016e-16,0.13787195337701544,3.76,0.0,0.8719263235611665,0.9999999903147075,7.769400236786788e-32,1.9749876730488188e-23,4.4220195616400996e-13,1.1205967903498363e-11,4.42201956068101e-13,1.1205967864278297e-11,2.7681274875683053e-25,3.5675812459836325e-24,3.936249850742753e-20,3.919427716321486e-20,5.0110975040742457e-23,2.281538553662593e-28,2.886392528222818e-25,1.0883095159186495e-13,2.0432502495767443e-23,9.492809685422573e-19,1.411096163718295e-23,9.684850221745057e-09,2.2232643608793138e-23,1.341928807251929e-27,4.5179720819558835e-33,9.81283122083548e-33,1.0883095158985167e-13,3.194333073610512e-30,5.620528032944411e-26,8.49617478063868e-25,1.159379009189294e-31,3.4038093124375086e-35,1.106196704081438e-34,5.5506189520271086e-24
4.92957479961829e-16,0.13787195337707206,3.76,0.0,0.8719263235587617,0.9999999883336299,1.2852109070670756e-31,2.8126106794070547e-23,5.326523579489743e-13,1.349809775711686e-11,5.326523578474732e-13,1.3498097701262983e-11,3.942132905094809e-25,5.0806442757601676e-24,5.602163146502454e-20,5.581714929746913e-20,7.136377851731124e-23,3.7741099463753175e-28,4.1110791317715385e-25,1.3109182858976693e-13,2.9098234786639e-23,1.1434602649821739e-18,2.0095623015908564e-23,1.166583723096589e-08,3.1661836332359365e-23,1.9110606762097706e-27,7.473607384774057e-33,1.3977266649052613e-32,1.3109182858689974e-13,5.2839140306447374e-30,8.004307162262248e-26,1.2099524767197189e-24,1.6512311191968693e-31,5.630563236090926e-35,1.829865190595086e-34,7.904718488105366e-24
6.603770048055466e-16,0.1378719533771854,3.76,0.0,0.8719263235539519,0.9999999843714806,2.9645767280483332e-31,4.955388807942006e-23,7.135531609606691e-13,1.8082357464326903e-11,7.135531608631049e-13,1.8082357365921055e-11,6.945431735804765e-25,8.951301814573233e-24,9.862013954509874e-20,9.83411391595064e-20,1.2573187674407165e-22,8.705674194161614e-28,7.245138331032587e-25,1.756135825853855e-13,5.1266589458915734e-23,1.5318276819171159e-18,3.5405340079100086e-23,1.562780571936662e-08,5.578323325768177e-23,3.366991921402516e-27,1.7239241034186915e-32,2.4636145508614252e-32,1.7561358258033369e-13,1.2187520449952963e-29,1.410246282844706e-25,2.1317468639833376e-24,2.9097658714482455e-31,1.2987914125931156e-34,4.220918405835298e-34,1.3926885085778015e-23
9.952160544929819e-16,0.137871953377412,3.76,0.0,0.8719263235443325,0.9999999764472038,1.0034827504710899e-30,1.1105224966967846e-22,1.0753547647581227e-12,2.725087687863955e-11,1.0753547647287275e-12,2.725087665810869e-11,1.5564980949748353e-24,2.0060156116826376e-23,2.208218498888383e-19,2.2038585191528533e-19,2.8176940106940474e-22,2.946786190450299e-27,1.6246559516261852e-24,2.6465709057588367e-13,1.1489029274705247e-22,2.3085977015413617e-18,7.934446312097735e-23,2.3551720645346658e-08,1.2501213167084522e-22,7.545544490193052e-27,5.835315735081164e-32,5.525996924952332e-32,2.646570905645613e-13,4.12472917519252e-29,3.160467254076689e-25,4.7773112969715885e-24,6.5235262887772e-31,4.396275914627947e-34,1.4287398927439594e-33,3.121062545790649e-23
1.6648941538678522e-15,0.1378719533778653,3.76,0.0,0.8719263235250938,0.9999999605987387,4.781784045249098e-30,3.0868452987581397e-22,1.7989579634417404e-12,4.5587915706834706e-11,1.7989579637900672e-12,4.5587915093843213e-11,4.326488044614645e-24,5.575946591563392e-23,6.133702875438876e-19,6.125884235974933e-19,7.832110532315002e-22,1.4041919565974788e-26,4.521772833489109e-24,4.427441065539248e-13,3.1935176950628467e-22,3.862278604604461e-18,2.205466112933745e-22,3.939946221924806e-08,3.4748594206745845e-22,2.0973732729413396e-26,2.780623689409139e-31,1.5388862884994432e-31,4.427441065224459e-13,1.9648432019785386e-28,8.785226716332198e-25,1.327906256800938e-23,1.8148219682237948e-30,2.094890364891311e-33,6.808179882744179e-33,8.675360980817374e-23
3.0042503526175933e-15,0.1378719533787718,3.76,0.0,0.8719263234866164,0.9999999289021616,2.880005781673385e-29,1.002459426277894e-21,3.2461643251687247e-12,8.22619933615047e-11,3.2461643272378847e-12,8.226199137082486e-11,1.4050320720163625e-23,1.8107728161482408e-22,1.990971868574907e-18,1.989370813443076e-18,2.5434638430822572e-21,8.457175571508508e-26,1.4723349278773233e-23,7.989181384982119e-13,1.0370940976664666e-21,6.970203800409934e-18,7.162170511275403e-22,7.109459230333367e-08,1.1284548933143671e-21,6.81118740402752e-26,1.674715699738698e-30,5.016479567360227e-31,7.989181383959385e-13,1.1825670809855162e-27,2.853211609924087e-24,4.312329273449541e-23,5.903724206292035e-30,1.2617028020309635e-32,4.1004345002941244e-32,2.8173092930463256e-22
