Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176)
1.8849458908648237e-08,0.19199381582324265,3.76,0.0,0.817336998476074,0.9992219145169706,1.189008271083665e-09,2.1962098008048533e-08,1.2340864630619197e-06,1.3952655875058518e-05,1.0714555111794307e-06,1.2946413815524068e-05,2.241125072087961e-11,1.5697445204362169e-12,8.185586936786353e-07,7.886265726002714e-07,2.6202807616804013e-09,1.2633608736842047e-07,3.508066879790897e-08,7.457567645025587e-08,1.5422872172990813e-09,2.0729654402893584e-08,7.1126524149913704e-12,0.0007760737055162138
1.9754019994265424e-08,0.1919938393325465,3.76,0.0,0.8173362561795895,0.9992217719098955,1.4234756546368972e-09,2.5073922897055158e-08,1.3108228295139054e-06,1.4632406561741863e-05,1.1229758175136532e-06,1.3523837495527529e-05,2.448687455929755e-11,1.6420295520415461e-12,8.923557868272559e-07,8.582949623060119e-07,2.8341276129956564e-09,1.4442332393277195e-07,3.8598672861335484e-08,8.53594948561385e-08,1.7066592003618941e-09,2.366948024451875e-08,7.557564542639936e-12,0.0007760735951965028
2.065858107988261e-08,0.19199386289471945,3.76,0.0,0.8173355114637509,0.9992216251901256,1.6903169694466728e-09,2.8451999403883923e-08,1.389961905206508e-06,1.531357531081004e-05,1.1745098289871032e-06,1.4097444392662033e-05,2.664070805124391e-11,1.7139529576595518e-12,9.687416100743793e-07,9.302235837526929e-07,3.0553657157239497e-09,1.6406617341843372e-07,4.2253367102565144e-08,9.709021437208764e-08,1.8811314908050634e-09,2.685831444717962e-08,8.01638933451567e-12,0.0007760734816785718
2.1563142165499797e-08,0.19199388651142285,3.76,0.0,0.8173347642386151,0.9992214743727712,1.992231818472994e-09,3.210484557305774e-08,1.4715931581032135e-06,1.5996215330492614e-05,1.2260580254714089e-06,1.466725972961462e-05,2.887114007694499e-11,1.785515743178992e-12,1.0476491610298586e-06,1.0043383658625627e-06,3.2841551514138904e-09,1.8531348255539764e-07,4.604038675118927e-08,1.0980005139002374e-07,2.0660214859951253e-09,3.030354885631753e-08,8.489650948644393e-12,0.000776073364974445
2.2467703251116984e-08,0.19199391018426318,3.76,0.0,0.8173340144166475,0.9992213194729941,2.3320035020268726e-09,3.6040719475052166e-08,1.5558036196132772e-06,1.66803781223271e-05,1.2776208740960825e-06,1.523330856232187e-05,3.117658318767676e-11,1.8567189243046165e-12,1.1290126933225454e-06,1.080567011520804e-06,3.5206731295585264e-09,2.0821249074422495e-07,4.995546630614339e-08,1.2352038529037317e-07,2.2616580246832775e-09,3.40122881438458e-08,8.977859329764808e-12,0.0007760732450996711
2.337226433673417e-08,0.19199393391479244,3.76,0.0,0.8173332619126719,0.9992211605060154,2.712496447441527e-09,4.0267623943031905e-08,1.6426779378661874e-06,1.736611352029131e-05,1.3291988294892176e-06,1.579561578107389e-05,3.3555473294360366e-11,1.927563526298725e-12,1.2127676950417251e-06,1.1588389579490413e-06,3.765111225396318e-09,2.328088685815501e-07,5.399443893154706e-08,1.3828177413935777e-07,2.4683810824432173e-09,3.799135624127005e-08,9.481510514228053e-12,0.0007760731220648751
2.4276825422351357e-08,0.19199395770451028,3.76,0.0,0.8173325066438192,0.9992209974871097,3.1366536844224746e-09,4.479331123857463e-08,1.7322984301214914e-06,1.805346972955059e-05,1.3807923340141384e-06,1.6354206111611112e-05,3.6006269359957504e-11,1.998050583724057e-12,1.298850867529014e-06,1.239085337924638e-06,4.017672920538642e-09,2.591467555468982e-07,5.8153235398905425e-08,1.5411397012380638e-07,2.6865414728401253e-09,4.2247302655037847e-08,1.0001086930710667e-11,0.000776072995880481
2.5181386507968543e-08,0.19199398155486505,3.76,0.0,0.8173317485294803,0.9992208304316029,3.6074943667771783e-09,4.962528764528227e-08,1.82474513427992e-06,1.8742493364772336e-05,1.4324018180019385e-06,1.690910411621377e-05,3.852745309573368e-11,2.068181140188752e-12,1.3872001045257184e-06,1.3212389418543253e-06,4.278571430270743e-09,2.8726879684244074e-07,6.242788261488115e-08,1.7104593471974863e-07,2.9165005544483716e-09,4.6786408662509543e-08,1.0537057696490603e-11,0.0007760728665593831
2.608594759358573e-08,0.19199400546725484,3.76,0.0,0.8173309874912569,0.9992206593548716,4.1281113403693145e-09,5.4770817990532775e-08,1.9200958593777805e-06,1.943322948786314e-05,1.48402769997993e-06,1.7460334194784058e-05,4.111752866138708e-11,2.137956248097192e-12,1.4777544716740408e-06,1.405234180694055e-06,4.548027791458213e-09,3.1721617939382637e-07,6.681450188753681e-08,1.8910585359601536e-07,3.158629943766974e-09,5.1614693389189544e-08,1.1089878908471742e-11,0.0007760727341138841
2.6990508679202916e-08,0.19199402944302932,3.76,0.0,0.817330223452914,0.9992204842723444,4.701668756100831e-09,6.023693009724199e-08,2.01842623495946e-06,2.0125721644983565e-05,1.5356703868961195e-06,1.8007920585920962e-05,4.3775022368956977e-11,2.2073769684056484e-12,1.5704541863624802e-06,1.4910070496871257e-06,4.8262691761027185e-09,3.4902866703992323e-07,7.1309307103702e-08,2.0832115126009255e-07,3.4133112339546107e-09,5.67379197705699e-08,1.1659993928189769e-11,0.0007760725985553701
2.7895069764820103e-08,0.1919940534834905,3.76,0.0,0.8173294563403333,0.9992203051994982,5.331399726728571e-09,6.603041916746919e-08,2.1198097593187664e-06,2.0820011902796695e-05,1.5873302743398166e-06,1.855188736798804e-05,4.649848239042545e-11,2.276444370380642e-12,1.6652405979058189e-06,1.5784950928930948e-06,5.113527400503524e-09,3.8274463493883345e-07,7.59086028888704e-08,2.2871850545343207e-07,3.680935719265032e-09,6.216160040190684e-08,1.224783366064959e-11,0.0007760724598958658
2.879963085043729e-08,0.19199407758989398,3.76,0.0,0.8173286860814686,0.999220122151856,6.0206040268663764e-09,7.215785209883024e-08,2.2243178466574464e-06,2.1516140883975803e-05,1.6390077467584416e-06,1.9092258460174154e-05,4.928647846896887e-11,2.345159531360815e-12,1.7620561680543324e-06,1.6676373684907753e-06,5.410037609791429e-09,4.1840110320684176e-07,8.060878274080848e-08,2.5032386130025424e-07,3.961904125098529e-09,6.789100327781478e-08,1.2853816827237548e-11,0.0007760723181477027
2.9704191936054476e-08,0.19199410176345047,3.76,0.0,0.8173279126062999,0.9992199351449867,6.772645835765618e-09,7.8625571734305e-08,2.3320198731938103e-06,2.2214147801986532e-05,1.690703177670573e-06,1.9629057623547e-05,5.213760163383565e-11,2.413523536523253e-12,1.8608444518287201e-06,1.7583744148433925e-06,5.716037121934191e-09,4.5603376980221035e-07,8.540632713345982e-08,2.7316244521246426e-07,4.256626343614354e-09,7.393115742292691e-08,1.3478350232867455e-11,0.0007760721733228766
3.060875302167166e-08,0.19199412600532642,3.76,0.0,0.8173271358467906,0.9992197441945033,7.590951522307686e-09,8.543970104627987e-08,2.4429832222256505e-06,2.2914070495128796e-05,1.7424169298752876e-06,2.016230846209983e-05,5.5050463918813706e-11,2.481537478653614e-12,1.9615500786760606e-06,1.8506482173110036e-06,6.031764414521831e-09,4.956770426686851e-07,9.02978016208089e-08,2.9725877855422326e-07,4.56552117483874e-09,8.02868584152868e-08,1.4121829027335715e-11,0.0007760720254334045
3.1513314107288846e-08,0.19199415031664535,3.76,0.0,0.8173263557368436,0.99921954931606,8.479007471464901e-09,9.26061472559377e-08,2.5572733281553673e-06,2.361594545982626e-05,1.7941493556578665e-06,2.0692034423790974e-05,5.802369808423661e-11,2.549202457919532e-12,2.064118733940727e-06,1.9444021757920397e-06,6.357458237292288e-09,5.373640711567962e-07,9.527985497089343e-08,3.226366910707251e-07,4.889016073179045e-09,8.696267380459095e-08,1.4784636960882074e-11,0.0007760718744915159
3.241787519290603e-08,0.19199417469848915,3.76,0.0,0.8173255722122603,0.9992193505253515,9.440357951503566e-09,1.0013060588907295e-07,2.674953719506508e-06,2.4319807883174904e-05,1.845900796991935e-06,2.1218258801576634e-05,6.105595734247801e-11,2.6165195816476657e-12,2.1684971406443645e-06,2.0395810729763815e-06,6.693356835604869e-09,5.811267767404789e-07,1.0034921733599911e-07,3.4931933408561986e-07,5.227546899245678e-09,9.396294842734685e-08,1.546714663409207e-11,0.0007760717205094232
3.332243627852322e-08,0.1919941991518986,3.76,0.0,0.8173247852106986,0.9992191478381097,1.0478603021309643e-08,1.0801856476923925e-07,2.7960860609688063e-06,2.502569167477333e-05,1.8976715857380952e-06,2.1741004734436703e-05,6.414591508689284e-11,2.683489964104505e-12,2.274633041569849e-06,2.1361310432946407e-06,7.039697272943604e-09,6.26995883044302e-07,1.0550269845167065e-07,3.7732919347089017e-07,5.581557676890132e-09,1.0129180962072467e-07,1.6169719742334933e-11,0.0007760715634992965
3.4226997364140405e-08,0.1919942236778751,3.76,0.0,0.8173239946716335,0.999218941270103,1.1597396477264e-08,1.162753079490635e-07,2.920730194500256e-06,2.573362949785076e-05,1.9494620438391066e-06,2.2260295208393826e-05,6.729226462416642e-11,2.7501147262806717e-12,2.382475181644563e-06,2.233999542549349e-06,7.396714842130804e-09,6.750009451955587e-07,1.1073718586288066e-07,4.066881023927085e-07,5.951500355373645e-09,1.0895317233675305e-07,1.6892707314882393e-11,0.0007760714034733803
3.513155844975759e-08,0.19199424827738099,3.76,0.0,0.8173232005363169,0.999218730837134,1.2800443839069265e-08,1.2490591958060195e-07,3.048944179506805e-06,2.6443652799701072e-05,2.001272483511668e-06,2.2776153057525652e-05,7.04937189100321e-11,2.8163949956785717e-12,2.4919732906181103e-06,2.333135318213444e-06,7.764642555507611e-09,7.251703785157972e-07,1.1604964318352529e-07,4.374172538369354e-07,6.33783457657984e-09,1.1695074415856998e-07,1.763644994880495e-11,0.0007760712404439651
3.603611953537478e-08,0.1919942729513408,3.76,0.0,0.8173224027477396,0.9992185165550368,1.409150037390652e-08,1.33915287725648e-07,3.1807843321213553e-06,2.715579184143303e-05,2.0531032074348703e-06,2.3288600964970372e-05,7.374901028831371e-11,2.8823319061035107e-12,2.603078066029432e-06,2.4334883803810978e-06,8.143710705004086e-09,7.775314865666849e-07,1.2143710839400513e-07,4.69537212918048e-07,6.741027447180167e-09,1.2528803022049533e-07,1.840127803775046e-11,0.0007760710744233392
3.6940680620991965e-08,0.1919942977006423,3.76,0.0,0.8173216012505928,0.9992182984396762,1.5474369158312025e-08,1.433081081068818e-07,3.316305263607942e-06,2.787007572705216e-05,2.104954508935365e-06,2.3797661463925547e-05,7.705689023325165e-11,2.9479265974582307e-12,2.7157411564584213e-06,2.535009973356359e-06,8.534146484119706e-09,8.321104885646953e-07,1.2689669217596532e-07,5.030679289752045e-07,7.1615533156596694e-09,1.3396833803365374e-07,1.9187511995739014e-11,0.0007760709054238128
3.784524170660915e-08,0.19199432252613732,3.76,0.0,0.8173207959912316,0.9992180765069442,1.6952899177190535e-08,1.5308888780070963e-07,3.455559917916935e-06,2.85865324318909e-05,2.156826672169304e-06,2.4303356938640314e-05,8.041612909507257e-11,3.0131802155407398e-12,2.829915145057305e-06,2.6376525478657304e-06,8.936173664945714e-09,8.88932546178458e-07,1.3242557628136904e-07,5.380287474589908e-07,7.599893554112497e-09,1.4299478221880067e-07,1.999546247611185e-11,0.0007760707334577324
3.874980279222634e-08,0.1919943474286428,3.76,0.0,0.8173199869176394,0.9992178507727594,1.8530983459396267e-08,1.6326194887261876e-07,3.5985996084138175e-06,2.930518883040121e-05,2.2087199723011216e-06,2.4805709625401034e-05,8.382551584876346e-11,3.078093911845406e-12,2.945553533357241e-06,2.741369733881209e-06,9.350012324144532e-09,9.480217897221876e-07,1.380210119351692e-07,5.744384216122955e-07,8.056536344718696e-09,1.5237028914796156e-07,2.0825430585752964e-11,0.0007760705585374603
3.9654363877843525e-08,0.1919943724089413,3.76,0.0,0.8173191739793901,0.9992176212530638,2.0212557249314164e-08,1.7383143195587133e-07,3.7454740538017e-06,3.0026070723321954e-05,2.260634675679185e-06,2.5304741613510325e-05,8.728385784601129e-11,3.142668843367304e-12,3.0626107253455534e-06,2.8461163140405037e-06,9.775878612347972e-09,1.00940134375845e-06,1.436803182724565e-07,6.123151239487461e-07,8.531976470814336e-09,1.6209760149648355e-07,2.1677708094688785e-11,0.000776070380675373
4.055892496346071e-08,0.19199439746778205,3.76,0.0,0.817318357127616,0.999217387963822,2.2001596213876687e-08,1.84801299774358e-07,3.8962314132577305e-06,3.0749202864234044e-05,2.3125710400083933e-06,2.5800474846259603e-05,9.078998057026914e-11,3.206906172409751e-12,3.18104201180911e-06,2.9518481976512977e-06,1.0213984561967952e-08,1.0730933521233303e-06,1.4940088081026178e-07,6.516764575321095e-07,9.026715112466933e-09,1.7217928270708806e-07,2.2552577641172573e-11,0.0007760701998838674
4.14634860490779e-08,0.19199442260588218,3.76,0.0,0.8173175363149727,0.999217150921018,2.3902114684460244e-08,1.9617534061041512e-07,4.050918320803916e-06,3.14746089855171e-05,2.364529314519753e-06,2.6292931121895246e-05,9.43427273949102e-11,3.2708070663949744e-12,3.300803554939392e-06,3.058522395266782e-06,1.0664537928986496e-08,1.1391190023867747e-06,1.5518014995293271e-07,6.925394670600024e-07,9.541259646468682e-09,1.826177213674818e-07,2.3450312932364217e-11,0.0007760700161753577
4.2368047134695084e-08,0.1919944478239269,3.76,0.0,0.8173167114956055,0.999216910140654,2.5918163933116707e-08,2.0795717171839617e-07,4.209579918932037e-06,3.2202311823721366e-05,2.4165097401369977e-06,2.6782132094578184e-05,9.794095934443226e-11,3.3343726976778867e-12,3.421852373194934e-06,3.166096993819943e-06,1.1127742064820598e-08,1.2074985497605242e-06,1.6101563952986067e-07,7.349206497551815e-07,1.0076123450661373e-08,1.934151355030495e-07,2.4371178940712603e-11,0.0007760698295622697
4.417716930592946e-08,0.19199449850243808,3.76,0.0,0.8173150496605368,0.9992164174313333,3.031323453652331e-08,2.3275783859791865e-07,4.539000494074934e-06,3.366469376472797e-05,2.520537967819608e-06,2.7750854032999722e-05,1.0526940956778709e-10,3.460502885131705e-12,3.667644101842931e-06,3.3837849793838897e-06,1.2092893500018319e-08,1.3513958331954271e-06,1.7284564395893528e-07,8.243008497050536e-07,1.1208891252685102e-08,2.1609493444952348e-07,2.6283320463438458e-11,0.000776069447672128
4.580537926004039e-08,0.19199454439276442,3.76,0.0,0.8173135398753342,0.9992159613713232,3.470525303090701e-08,2.565059857466746e-07,4.849495932147351e-06,3.498890085194587e-05,2.614241382100831e-06,2.8611784959527148e-05,1.120095008196358e-10,3.572885311047466e-12,3.892844958565205e-06,3.5823842559973436e-06,1.300674216716071e-08,1.4891386416564522e-06,1.8366122927764652e-07,9.100898470554224e-07,1.230314057745616e-08,2.3775335569494041e-07,2.808584095599592e-11,0.0007760690941622434
4.743358921415132e-08,0.19199459055140747,3.76,0.0,0.8173120164599399,0.9992154934511033,3.9536109887500895e-08,2.8162416162832704e-07,5.1735066555518045e-06,3.6320859948578755e-05,2.7080199501262154e-06,2.9462498984606997e-05,1.18880032672299e-10,3.684199924677432e-12,4.12158572670147e-06,3.7832956816352588e-06,1.3964532109597551e-08,1.6347828864731204e-06,1.9462305484233357e-07,1.0010303793509552e-06,1.3471462873724079e-08,2.606019928907846e-07,2.996704648364346e-11,0.0007760687314352752
4.906179916826225e-08,0.19199463698132022,3.76,0.0,0.8173104791966637,0.9992150137643964,4.483055274037013e-08,3.081277087166663e-07,5.511246178332051e-06,3.766067078759715e-05,2.801874797505328e-06,3.0303117309587298e-05,1.2587497046658106e-10,3.794453718105085e-12,4.3536447944563794e-06,3.986310656096627e-06,1.4967281432872625e-08,1.7884159428841958e-06,2.0571873327934437e-07,1.0972002304567433e-06,1.4717044870389066e-08,2.8464815031243706e-07,3.192819092828543e-11,0.0007760683595640144
5.0690009122373185e-08,0.19199468368518632,3.76,0.0,0.8173089278810306,0.9992145224049658,5.061359084925584e-08,3.36030428412339e-07,5.8629147994961405e-06,3.900842448261528e-05,2.895806974957851e-06,3.113375969764401e-05,1.3298844680684964e-10,3.903653721369323e-12,4.588808416008336e-06,4.191230076039924e-06,1.6015958962146848e-08,1.950117126910577e-06,2.1693643699032792e-07,1.1986722425274368e-06,1.6043122096308516e-08,3.098976562969577e-07,3.39704507566791e-11,0.00077606797862128
5.2318219076484117e-08,0.19199473066542616,3.76,0.0,0.8173073623212619,0.9992140194665814,5.691046789930291e-08,3.6534463699896e-07,6.2287001264227965e-06,4.036420391861145e-05,2.989817461001211e-06,3.195454449086431e-05,1.4021475753438897e-10,4.011806999434885e-12,4.826870465563678e-06,4.39786394989013e-06,1.7111484645314766e-08,2.119958063394865e-06,2.2826487549723826e-07,1.3055144918569945e-06,1.7452975846441496e-08,3.363549312036401e-07,3.6094928082503146e-11,0.0007760675886799019
5.394642903059505e-08,0.19199477792421385,3.76,0.0,0.8173057823377718,0.9992135050429877,6.374663580564587e-08,3.960812199875936e-07,6.608777578156753e-06,4.17280841266184e-05,3.0839071645525225e-06,3.27655886271235e-05,1.4754835779336565e-10,4.118920649255233e-12,5.06763219887912e-06,4.606031028079037e-06,1.8254730224330648e-08,2.2980030389129707e-06,2.396932736885028e-07,1.4177904591549569e-06,1.894993026910425e-08,3.6402305294043597e-07,3.830265361138702e-11,0.0007760671898126946
5.557463898470598e-08,0.1919948254634855,3.76,0.0,0.8173041877626864,0.9992129792278739,7.114772947340255e-08,4.282496849246334e-07,7.00331086979152e-06,4.310013264333458e-05,3.178076927449195e-06,3.3567007656762084e-05,1.5498385818541626e-10,4.225001796923516e-12,5.310902021877064e-06,4.815558447713609e-06,1.944652011733071e-08,2.484309340456178e-06,2.512113509134343e-07,1.5355591945312715e-06,2.0537349567436175e-08,3.9290382018375985e-07,4.0594589475786034e-11,0.0007760667820924258
5.720284893881691e-08,0.19199487328495224,3.76,0.0,0.8173025784393801,0.9992124421148438,7.913954251102046e-08,4.618582126625552e-07,7.412452478162143e-06,4.4480409855831214e-05,3.2723275268884983e-06,3.43589157590611e-05,1.625160210131718e-10,4.330057594911816e-12,5.556495266332181e-06,5.026281391509872e-06,2.0687632473021415e-08,2.6789275800486065e-06,2.628093009155699e-07,1.6588754772076565e-06,2.2218635314011477e-08,4.229978133034093e-07,4.2971631960922017e-11,0.0007760663655918004
5.8831058892927844e-08,0.1919949213901098,3.76,0.0,0.8173009542220269,0.9992118937973872,8.774800385211416e-08,4.969137071609295e-07,7.836344089963368e-06,4.586896933223862e-05,3.3666596777900438e-06,3.514142575852099e-05,1.701397566091898e-10,4.4340952193949385e-12,5.804233972288253e-06,5.238042760152066e-06,2.1978800338076317e-08,2.881902006134666e-06,2.7447777255558307e-07,1.787789970212104e-06,2.3997223872221965e-08,4.5430445310928323e-07,4.5434614128187216e-11,0.0007760659403834404
6.045926884703878e-08,0.19199496978024877,3.76,0.0,0.8172993149751723,0.9992113343688528,9.699915525756892e-08,5.334218438587584e-07,8.27511703303785e-06,4.7265858139008965e-05,3.4610740350837005e-06,3.59146491409469e-05,1.7785011974824125e-10,4.537121867656292e-12,6.053946676989665e-06,5.4506928575111005e-06,2.332071289833016e-08,3.0932708022998597e-06,2.8620785129036555e-07,1.92234937021953e-06,2.5876583920168694e-08,4.868220574952855e-07,4.798430834027937e-11,0.0007760655065398555
6.208747880114971e-08,0.19199501845646494,3.76,0.0,0.8172976605733179,0.9992107639224216,1.0691912966970877e-07,5.713871166595025e-07,8.728892691541566e-06,4.867111714533019e-05,3.5555711959254408e-06,3.667869606934335e-05,1.8564230614085476e-10,4.639144755573522e-12,6.305468210113544e-06,5.664089088176683e-06,2.4714016769236744e-08,3.3130663738676967e-06,2.9799104137611863e-07,2.0625965527001046e-06,2.786021407290746e-08,5.205478960547604e-07,5.0621428692152075e-11,0.0007760650641334255
6.371568875526064e-08,0.19199506741966785,3.76,0.0,0.8172959909005232,0.9992101825510812,1.175341303981466e-07,6.108128835579172e-07,9.197782905510761e-06,5.008478131512363e-05,3.6501517018429336e-06,3.743367539961948e-05,1.935116490066955e-10,4.7401711151824395e-12,6.558639495148056e-06,5.878095666893279e-06,2.6159317321278348e-08,3.541315622781069e-06,3.098192487713852e-07,2.208570712492358e-06,2.995164059993047e-08,5.554782427220528e-07,5.3346633350817415e-11,0.0007760646132363862
6.534389870937157e-08,0.1919951166705901,3.76,0.0,0.8172943058500224,0.999209590347602,1.288704111147567e-07,6.517014109413941e-07,9.6818903553914e-06,5.15068799870864e-05,3.744816040812867e-06,3.8179694696107424e-05,2.0145361572614635e-10,4.840208192317286e-12,6.813307356746752e-06,6.092583339462534e-06,2.7657180025925622e-08,3.778040211203444e-06,3.216847647143695e-07,2.3603074999297977e-06,3.215441523454233e-08,5.916084264997698e-07,5.61605268072491e-11,0.0007760641539208051
6.69721086634825e-08,0.19199516620979618,3.76,0.0,0.8172926053238547,0.9992089874045136,1.4095425663416301e-07,6.940539166001971e-07,1.0181308932108862e-05,5.293743714325204e-05,3.839564649272082e-06,3.8916860246895465e-05,2.0946380456835693e-10,4.939263244325306e-12,7.069324333881495e-06,6.307429114662793e-06,2.9208131807286004e-08,4.023256814287054e-06,3.3358024994812305e-07,2.5178391526551944e-06,3.4472113071689744e-08,6.28932880333669e-07,5.906366204373199e-11,0.0007760636862585587
6.860031861759343e-08,0.19199521603769004,3.76,0.0,0.8172908892325081,0.9992083738140823,1.5381196445542434e-07,7.378706114822358e-07,1.0696124093259967e-05,5.437647166654749e-05,3.9343979140646335e-06,3.964527707897893e-05,2.175379414939491e-10,5.037343537853772e-12,7.326548498611924e-06,6.522516006732172e-06,3.081266238685001e-08,4.276977362559134e-06,3.454987195669016e-07,2.681194623260194e-06,3.690833055075923e-08,6.674451881984711e-07,6.205654262003741e-11,0.0007760632103213262
7.022852857170437e-08,0.1919952661545238,3.76,0.0,0.817289157494578,0.9992077496682907,1.6746982704210483e-07,7.831507402257536e-07,1.1226413205964803e-05,5.5823997587789594e-05,4.029316174326764e-06,4.0365048973230924e-05,2.2567187703067853e-10,5.134456346707579e-12,7.584843280301308e-06,6.737732787994165e-06,3.247122561301973e-08,4.539209274345025e-06,3.5743352845891327e-07,2.850399702878869e-06,3.946668352009538e-08,7.07138130453784e-07,6.513962468154886e-11,0.0007760627261805679
7.18567385258153e-08,0.19199531656040433,3.76,0.0,0.8172874100364369,0.999207115058816,1.81954114819321e-07,8.298926205012204e-07,1.177224587687513e-05,5.7280024322533164e-05,4.12431972331166e-06,4.107627847919492e-05,2.338615832204635e-10,5.230608949775499e-12,7.844077295119859e-06,6.952973751235e-06,3.418424077027158e-08,4.80995567861678e-06,3.693783573224924e-07,3.0254771408554187e-06,4.21508053802166e-08,7.480037275254629e-07,6.831331889223039e-11,0.0007760622339075027
7.348494847992623e-08,0.19199536725530136,3.76,0.0,0.8172856467919188,0.999206470077011,1.9729105986715672e-07,8.780936811925754e-07,1.2333684269811281e-05,5.874455689816169e-05,4.219408810155745e-06,4.17790669297015e-05,2.421031506362449e-10,5.3258086290234694e-12,8.104124180683092e-06,7.168138481461268e-06,3.595209386402669e-08,5.089215628636765e-06,3.8132719923386806e-07,3.206446760601354e-06,4.496434530284698e-08,7.900332819654373e-07,7.157799229519128e-11,0.000776061733573102
7.511315843403716e-08,0.191995418239054,3.76,0.0,0.817283867702012,0.999205814813886,2.1350684029001353e-07,9.277504994477697e-07,1.2910783411489573e-05,6.0217596171603576e-05,4.3145836415883e-06,4.247351445531105e-05,2.5039278546714477e-10,5.420062667553274e-12,8.364862435674567e-06,7.383131636674461e-06,3.77751388776007e-08,5.376984306757552e-06,3.93274346745166e-07,3.3933255717560628e-06,4.7910966522942624e-08,8.332174189423196e-07,7.493397010354068e-11,0.0007760612252480751
7.67413683881481e-08,0.1919954695113775,3.76,0.0,0.8172820727145667,0.99920514936009,2.3062756524169604e-07,9.788588366283e-07,1.3503591485790967e-05,6.169913903804663e-05,4.409844383586114e-06,4.31597199985848e-05,2.5872680667039946e-10,5.513378347724888e-12,8.62617526430464e-06,7.597862737308205e-06,3.96536989981817e-08,5.673253220730209e-06,4.0521437949180974e-07,3.5861278787630263e-06,5.099434470095475e-08,8.775461252142608e-07,7.838153742416052e-11,0.000776060709002847
7.836957834225903e-08,0.19199552107186932,3.76,0.0,0.817280261784011,0.9992044738058947,2.486792605865409e-07,1.0314136731867224e-06,1.4112150117004208e-05,6.318917863100979e-05,4.505191162974853e-06,4.383778132818607e-05,2.6710164318857173e-10,5.605762949340776e-12,8.887950425460951e-06,7.812245963987468e-06,4.158806780979856e-08,5.978010391859694e-06,4.1714215228928056e-07,3.784865385970702e-06,5.4218166352671805e-08,9.230087866339787e-07,8.192094091692663e-11,0.0007760601849075501
7.999778829636996e-08,0.19199557292001587,3.76,0.0,0.8172784348710793,0.9992037882411783,2.6768785517756e-07,1.0854092425001815e-06,1.4736494642456327e-05,6.468770451411394e-05,4.6006240689787806e-06,4.450779505281392e-05,2.755138312305961e-10,5.6972237478906656e-12,9.150080086411914e-06,8.026199963284848e-06,4.357851045220442e-08,6.291240535330164e-06,4.290527837001387e-07,3.989547299363056e-06,5.7586127344099996e-08,9.695942242339833e-07,8.555239039179038e-11,0.0007760596530320182
8.162599825048089e-08,0.19199562505519793,3.76,0.0,0.8172765919425503,0.9992030927554091,2.876791677331636e-07,1.140839063687162e-06,1.537665437492522e-05,6.619470286487875e-05,4.696143154720377e-06,4.516985663497106e-05,2.839600116152454e-10,5.7877680128552e-12,9.412460680929103e-06,8.239647661163371e-06,4.5625264745160227e-08,6.612925233008865e-06,4.409416450530476e-07,4.200180425021033e-06,6.110193144894868e-08,1.0172907289383e-06,8.927606034602855e-11,0.0007760591134457635
8.325420820459182e-08,0.19199567747669594,3.76,0.0,0.8172747329709941,0.9992023874376323,3.086788942944986e-07,1.1976959734340062e-06,1.6032652855214454e-05,6.771015665085986e-05,4.791748438671372e-06,4.582406040456811e-05,2.9243692717564195e-10,5.877403006066961e-12,9.674992771698543e-06,8.452516083806969e-06,4.772854227784912e-08,6.9430430990254246e-06,4.528043498962326e-07,4.416769264413387e-06,6.476928896637511e-08,1.0660860949456098e-06,9.30920914438824e-11,0.0007760585662179667
8.488241815870275e-08,0.1919957301836963,3.76,0.0,0.8172728579345299,0.9992016723764553,3.3071259624584233e-07,1.2559721568571945e-06,1.6704508095257323e-05,6.923404579843009e-05,4.8874399060566755e-06,4.647049957236616e-05,3.0094142022345893e-10,5.966135980127352e-12,9.937580916893926e-06,8.664736185550428e-06,4.988852946333817e-08,7.281569938412865e-06,4.6463674386842736e-07,4.639316106612709e-06,6.859191539672227e-08,1.1159676518275049e-06,9.700059194073301e-11,0.0007760580114174771
8.651062811281368e-08,0.19199578317529548,3.76,0.0,0.8172709668165916,0.9992009476600348,3.5380568888093273e-07,1.3156591774267896e-06,1.73922328121039e-05,7.076634735449585e-05,4.9832175102126444e-06,4.710926624325948e-05,3.0947043007148233e-10,6.053974176877968e-12,1.0200133540788642e-05,8.876242683631249e-06,5.21053885582518e-08,7.628478899085936e-06,4.76434894970988e-07,4.867821117529811e-06,7.257353017306396e-08,1.1669222953842646e-06,1.0100163905388352e-10,0.0007760574491127921
8.813883806692462e-08,0.19199583645050564,3.76,0.0,0.8172690596057037,0.9992002133760647,3.7798343049857323e-07,1.3767480059757824e-06,1.809583465313084e-05,7.230703564142987e-05,5.079081173901066e-06,4.774045142940031e-05,3.18020990613239e-10,6.140924825924998e-12,1.0462562808286997e-05,9.086973899496998e-06,5.4379258648077226e-08,7.983740617421316e-06,4.881950842255126e-07,5.102282426256811e-06,7.671785544645418e-08,1.2189365172992393e-06,1.0509528028193344e-10,0.0007760568793720447
