Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176)
5.4986981097022e-19,0.19199333442683164,3.76,0.0,0.8173520981326743,0.999999999996542,4.2850611203004696e-42,1.23617569411248e-30,3.12506107041691e-17,4.0436515035448814e-16,3.125061070207241e-17,4.043651503534007e-16,5.645801691569069e-33,7.746183876770084e-32,3.1908697363897137e-27,1.0873498069108978e-27,5.19941054170087e-30,8.29837816391672e-39,4.6123765373612475e-37,1.5512010763447632e-38,1.2356179167671058e-30,4.8290738346853225e-24,3.963808017350944e-31,3.4579620569323385e-12
1.0997694559055516e-18,0.19199333442683172,3.76,0.0,0.8173520981326738,0.9999999999930838,3.42821164208968e-41,4.9449039915071484e-30,6.250291695430941e-17,8.0875224011271705e-16,6.250291695012937e-17,8.087522401083671e-16,2.2584125850944934e-32,3.098599629455968e-31,8.556941233649517e-27,4.3495762131971044e-27,2.0798488462846852e-29,6.639017695225143e-38,1.878221002940184e-36,8.110462280192205e-38,4.94267278889622e-30,9.65841047145e-24,1.5855877220329887e-30,6.916111709946716e-12
2.1995687457762146e-18,0.19199333442683175,3.76,0.0,0.817352098132673,0.9999999999861674,2.7426344179241353e-40,1.9780018435562046e-29,1.250075294541167e-16,1.6175264196291734e-15,1.2500752944581033e-16,1.6175264196117735e-15,9.033834238326886e-32,1.2394650654396803e-30,2.5814347145632927e-26,1.7398658829862078e-26,8.319564646806871e-29,5.311340225087884e-37,7.778604774815969e-36,4.7686063213186795e-37,1.977109342400842e-29,1.9317086126568044e-23,6.342479902822303e-30,1.3832410954338153e-11
4.39916732551754e-18,0.1919933344268318,3.76,0.0,0.8173520981326712,0.9999999999723347,2.1941335830668187e-39,7.912087894651843e-29,2.5001675445183773e-16,3.235074778662081e-15,2.500167544354401e-16,3.2350747785924803e-15,3.613570537442317e-31,4.9579106691925216e-30,8.643021063758892e-26,6.959534327721754e-26,3.3278597109146644e-28,4.2491226081540144e-36,3.3239300501946333e-35,3.1269586613020826e-36,7.908517838089828e-29,3.86344469631591e-23,2.537017750063071e-29,2.7665009196571767e-11
8.798364485000192e-18,0.19199333442683192,3.76,0.0,0.8173520981326677,0.9999999999446693,1.7553172967001997e-38,3.16485128266092e-28,5.000352044397059e-16,6.470171496727877e-15,5.000352044077715e-16,6.470171496449473e-15,1.4454356331876254e-30,1.983174332944895e-29,3.1206614427852963e-25,2.783827890092728e-25,1.3311506544799539e-27,3.399318257647034e-35,1.4995448378232329e-34,2.226392171675501e-35,3.1634232402733645e-28,7.726920674176291e-23,1.0148122464481212e-28,5.5330204694841976e-11
1.7596758803965497e-17,0.19199333442683214,3.76,0.0,0.8173520981326607,0.9999999998893384,1.4042580265706945e-37,1.2659437545460786e-27,1.0000721043851467e-15,1.2940364932859395e-14,1.0000721043247212e-15,1.2940364931745776e-14,5.78175776724994e-30,7.932717332250124e-29,1.1809548380691033e-24,1.1135339876726988e-24,5.3246161553427025e-27,2.7194626742031764e-34,7.357926500129274e-34,1.671042994420332e-34,1.2653725261388193e-27,1.5453887872067193e-22,4.059259187565978e-28,1.1066059174659458e-10
3.5193547441896106e-17,0.19199333442683256,3.76,0.0,0.8173520981326468,0.9999999997786766,1.1234081243002376e-36,5.063781633270977e-27,2.0001459041548447e-15,2.5880751805122114e-14,2.000145904047768e-15,2.5880751800667638e-14,2.3127064722393697e-29,3.1730908289105606e-28,4.5891995307296276e-24,4.454141612596318e-24,2.1298491673563337e-26,2.1755733659766882e-33,4.030961234069845e-33,1.2928059301230984e-33,5.061496636739981e-27,3.090788323654116e-22,1.62370564250718e-27,2.213213500709508e-10
7.038712471775732e-17,0.19199333442683347,3.76,0.0,0.8173520981326189,0.9999999995573532,8.987272244289193e-36,2.025514082019303e-26,4.0002935032095085e-15,5.176152554964631e-14,4.000293503050453e-15,5.1761525531828384e-14,9.25083516712904e-29,1.269237027496317e-27,1.808755812872508e-23,1.7816577763226647e-23,8.519402061720154e-26,1.7404599824273507e-32,2.4826155735788604e-32,1.0166333238841682e-32,2.0246000188285164e-26,6.181611784035065e-22,6.494825921983059e-27,4.4264280360308547e-10
1.4077427926947976e-16,0.19199333442683525,3.76,0.0,0.8173520981325632,0.9999999991147065,7.189821395718578e-35,8.102060031042654e-26,8.000588699379907e-15,1.0352307303868977e-13,8.000588699282189e-15,1.0352307296741799e-13,3.700337960477274e-28,5.076948835686427e-27,7.181175211426873e-23,7.126633359078801e-23,3.4077618886299665e-25,1.3923685001993208e-31,1.6892307915368875e-31,8.06262083571842e-32,8.098403265138587e-26,1.2363356254815894e-21,2.597930572776875e-26,8.852854582011871e-10
2.111614338212022e-16,0.191993334426837,3.76,0.0,0.8173520981325074,0.99999999867206,2.0558399044884223e-34,1.7216880830882837e-25,1.2000883893611376e-14,1.5528462052772828e-13,1.2000883893740294e-14,1.5528462037627574e-13,7.86322289196248e-28,1.078851597954191e-26,1.5226342282230537e-22,1.514409728619034e-22,7.241494661687577e-25,3.981304055875258e-31,4.612136405192009e-31,2.3002322822211136e-31,1.7209109450641263e-25,1.8545198275689954e-21,5.520602069716893e-26,1.3279278603332652e-09
2.8154858837292465e-16,0.1919933344268388,3.76,0.0,0.8173520981324517,0.999999998229414,4.336362287649275e-34,2.936997722071774e-25,1.600117908590392e-14,2.0704616801676186e-13,1.6001179086424764e-14,2.0704616775840164e-13,1.3413740094102376e-27,1.840393787574873e-26,2.594425701857752e-22,2.5834049549382615e-22,1.2353138512359325e-24,8.397723744784671e-31,9.473849418176288e-31,4.845817170135005e-31,2.935671897852795e-25,2.4727137846731536e-21,9.417496674696588e-26,1.7705700099994643e-09
4.223228974763695e-16,0.19199333442684233,3.76,0.0,0.8173520981323401,0.9999999973441224,1.1843952262506524e-33,6.08068190839975e-25,2.400176946593847e-14,3.105692629948174e-13,2.4001769467631105e-14,3.105692624599153e-13,2.777146801025952e-27,3.8103010398555946e-26,5.365286160195587e-22,5.348612055121405e-22,2.55756052322043e-24,2.2936789227031692e-30,2.5164770198241993e-30,1.321855147415375e-30,6.077936549453965e-25,3.7091245933315806e-21,1.949772660557816e-25,2.655853716810346e-09
5.630972065798144e-16,0.1919933344268459,3.76,0.0,0.8173520981322285,0.9999999964588314,2.4781513132168917e-33,1.0341649004982974e-24,3.20023598388429e-14,4.1409235797285465e-13,3.200235984231519e-14,4.140923570631263e-13,4.7232029503295955e-27,6.4803231020398e-26,9.119011254600275e-22,9.096588425375718e-22,4.349740665058718e-24,4.799143675532185e-30,5.1780647678588196e-30,2.763692737630207e-30,1.0336979207814381e-24,4.945571274727502e-21,3.316051897479272e-25,3.541136495215342e-09
7.038715156832593e-16,0.19199333442684952,3.76,0.0,0.817352098132117,0.9999999955735418,4.511380319789831e-33,1.5799705428014307e-24,4.000295020410792e-14,5.176154529508725e-13,4.000295021001112e-14,5.176154515610131e-13,7.215992460303513e-27,9.900467784909732e-26,1.3925805597410429e-21,1.3897531865134445e-21,6.645420944469627e-24,8.736657841063522e-30,9.315563427294841e-30,5.028565202780985e-30,1.5792570000012375e-24,6.182056391248971e-21,5.06617683699309e-25,4.4264182789007075e-09
9.85420133890149e-16,0.19199333442685662,3.76,0.0,0.8173520981318939,0.9999999938029653,1.191137814202459e-32,3.0382283796247177e-24,5.600413091123992e-14,7.246616429068484e-13,5.600413092399966e-14,7.24661640234198e-13,1.3876122251008608e-26,1.903824071397144e-25,2.6764749688005257e-21,2.6724461187532573e-21,1.2778908809672069e-23,2.306735380896177e-29,2.4180567313159466e-29,1.3267040697724228e-29,3.0368558012192404e-24,8.655144344276297e-21,9.742072930425934e-25,6.196978799636565e-09
1.5485173703039284e-15,0.19199333442687086,3.76,0.0,0.8173520981314478,0.9999999902618243,4.605944160689102e-32,7.412362351863492e-24,8.800649223248451e-14,1.1387540228185624e-12,8.800649226688734e-14,1.138754016298105e-12,3.3853663954537804e-26,4.6447498995511915e-25,6.52651526477918e-21,6.5199590378477055e-21,3.1176666075376786e-23,8.919780223115966e-29,9.191369445441895e-29,5.126384221470783e-29,7.409011255277952e-24,1.3601788252228952e-20,2.376767784253393e-24,9.738087729140353e-09
2.111614606717708e-15,0.19199333442688507,3.76,0.0,0.8173520981310017,0.9999999867206995,1.1430810966017768e-31,1.373166096931845e-23,1.2000885342959687e-13,1.5528464027299597e-12,1.2000885349622527e-13,1.5528463906505921e-12,6.271527618506225e-26,8.604549074704e-25,1.2087694123004073e-20,1.2078444473385852e-20,5.775582647669742e-23,2.2136670667213875e-28,2.263979625968704e-28,1.2718352158064983e-28,1.3725448822103304e-23,1.8549056701828537e-20,4.403037669222447e-24,1.3279180495519183e-08
3.237809079545267e-15,0.19199333442691363,3.76,0.0,0.8173520981301096,0.9999999796384985,4.15168867953214e-31,3.220401298148095e-23,1.8401357545154005e-13,2.381031162551804e-12,1.8401357561435728e-13,2.3810311342228524e-12,1.4708314944058277e-25,2.0179650136578567e-24,2.8341920318260755e-20,2.8326785794695605e-20,1.3545095650463534e-22,8.0400638747362265e-28,8.158056585702766e-28,4.617783535969429e-28,3.2189423090424304e-23,2.8445466680877444e-20,1.032613098133325e-23,2.0361317553893957e-08
5.490198025200385e-15,0.19199333442697064,3.76,0.0,0.8173520981283252,0.9999999654742903,2.0746739651729697e-30,9.24834707446217e-23,3.1202301800634236e-13,4.037400682191689e-12,3.120230184884857e-13,4.037400600836863e-12,4.223987316814555e-25,5.7951519240605806e-24,8.13775017013092e-20,8.134860508272424e-20,3.8898678770113383e-22,4.0177544698295924e-27,4.051637401044759e-27,2.306988583155411e-27,9.244144595705111e-23,4.8245778958968515e-20,2.965433717735847e-23,3.452539777880274e-08
9.994975916510621e-15,0.19199333442708466,3.76,0.0,0.8173520981247564,0.9999999371466494,1.286123287060233e-29,3.0638076519483143e-22,5.680418971598589e-13,7.350139721456255e-12,5.680418987884349e-13,7.350139451944305e-12,1.3993661609188652e-24,1.9198009123280376e-23,2.695557197026485e-19,2.6949132749442667e-19,1.2886336163457376e-21,2.49065565154006e-26,2.5018777227735938e-26,1.4298986490598026e-26,3.062406927894031e-22,8.787637328451834e-20,9.823773864756303e-23,6.285278269472097e-08
1.9004531699131094e-14,0.19199333442731276,3.76,0.0,0.8173520981176189,0.9999998804944695,9.011837663365046e-29,1.107536243418191e-21,1.0800796316437198e-12,1.3975617799924547e-11,1.0800796375962504e-12,1.3975616825677528e-11,5.058837885140663e-24,6.93969740963367e-23,9.743396751263347e-19,9.74172389038019e-19,4.65822351451086e-21,1.7451770904479866e-25,1.7492299773807266e-25,1.0018251076887633e-25,1.1070236882811553e-21,1.6725744891265792e-19,3.5510780164740455e-22,1.195044505544305e-07
3.702364326437204e-14,0.1919933344277689,3.76,0.0,0.8173520981033439,0.9999997672025163,6.739005801723048e-28,4.2033538371266405e-21,2.1041550053279383e-12,2.7226573956617814e-11,2.104155028052486e-12,2.7226570259219117e-11,1.9201481927214585e-23,2.6336269889868456e-22,3.697615646842539e-18,3.697114825016861e-18,1.7678570071155173e-20,1.3050046768294957e-24,1.3065372190258442e-24,7.491071471250525e-25,4.201361350805116e-21,3.264992125897641e-19,1.3476247088317443e-21,2.3279537965909424e-07
5.504275482961298e-14,0.19199333442822508,3.76,0.0,0.8173520980890688,0.9999996539271035,2.0996790423679035e-27,9.290597928098222e-21,3.1282302519793467e-12,4.0477530112986637e-11,3.1282303023077467e-12,4.047752194086146e-11,4.244442989790261e-23,5.820788085713566e-22,8.172501460547752e-18,8.171496593103741e-18,3.9073790135181113e-20,4.065953931711726e-24,4.069326583571848e-24,2.333931925844487e-24,9.286107149773954e-21,4.863805443463015e-19,2.978463954329023e-21,3.460697682571576e-07
9.108097796009486e-14,0.19199333442913732,3.76,0.0,0.8173520980605188,0.9999994274258873,9.512119861792847e-27,2.5440002110209647e-20,5.176380364273232e-12,6.697944242475097e-11,5.176380502302482e-12,6.697942004845243e-11,1.1624660466410411e-22,1.5937118344259226e-21,2.237709601053857e-17,2.2374570169642338e-17,1.0698873488406984e-19,1.8419132727573448e-23,1.8428217862772896e-23,1.0572775358919441e-23,2.5427169796185795e-20,8.080625524819862e-19,8.154757166656689e-21,5.725689363528659e-07
1.2711920109057676e-13,0.19199333443004965,3.76,0.0,0.8173520980319687,0.9999992009908036,2.5117360494709526e-26,4.9556622364454944e-20,7.224529968647972e-12,9.348135473521756e-11,7.2245302376998395e-12,9.348131114845515e-11,2.2648643147716597e-22,3.104227096094188e-21,4.3588115125700126e-17,4.358338306496632e-17,2.0840290295134217e-19,4.863534849041172e-23,4.865268909050767e-23,2.7917049037558e-23,4.9530687745555856e-20,1.1323043515490617e-18,1.5883504849926304e-20,7.990019718562587e-07
1.6315742422105866e-13,0.1919933344309619,3.76,0.0,0.8173520980034187,0.999998974621834,5.195724793164121e-26,8.164141128769197e-20,9.272679065237182e-12,1.199832670443864e-10,9.27267950862992e-12,1.1998319524087453e-10,3.7318687797178326e-22,5.113549443415334e-21,7.18055500754816e-17,7.179792452707423e-17,3.433161265640473e-19,1.0060302299631449e-22,1.006308660913875e-22,5.774670052491065e-23,8.15971802019558e-20,1.4591068990575337e-18,2.616418105918206e-20,1.0253688933102028e-06
1.9919564735154056e-13,0.19199333443187422,3.76,0.0,0.8173520979748686,0.9999987483189592,9.315786440515e-26,1.2169534781753506e-19,1.1320827654178114e-11,1.4648517935225744e-10,1.1320828315226378e-11,1.4648507232571555e-10,5.5637154208677225e-22,7.621601669470795e-21,1.0702939195313074e-16,1.0701818357212163e-16,5.117282336346395e-19,1.8037294740616698e-22,1.8041314923065805e-22,1.0353487817955895e-22,1.2162718065582645e-19,1.7884711789432534e-18,3.8996245474884663e-20,1.251669719763245e-06
2.7127209361250436e-13,0.1919933344336988,3.76,0.0,0.8173520979177685,0.9999982959114245,2.30206387520441e-25,2.25714284803017e-19,1.5417123309622634e-11,1.9948900396410633e-10,1.5417124535912584e-11,1.994888054726809e-10,1.0322807909210304e-21,1.413361024666889e-20,1.9849626364887045e-16,1.9847581388551278e-16,9.490484621205617e-19,4.457007985320742e-22,4.45769345729419e-22,2.558336350662617e-22,2.25579678405779e-19,2.454888575358344e-18,7.231254097337544e-20,1.7040731580956063e-06
3.4334853987346816e-13,0.1919933344355234,3.76,0.0,0.8173520978606684,0.999997843768047,4.612820871621722e-25,3.6162126633047706e-19,1.9513416936079102e-11,2.524928285707642e-10,1.951341890082718e-11,2.524925105893909e-10,1.654402932033853e-21,2.263963528682459e-20,3.179886591720839e-16,3.179561863467944e-16,1.5203622126181182e-18,8.930329629247588e-22,8.931306390768048e-22,5.126029618183414e-22,3.6139244797423e-19,3.131564413612362e-18,1.1582807007670852e-19,2.1562124391728723e-06
4.1542498613443195e-13,0.19199333443734798,3.76,0.0,0.8173520978035683,0.9999973918886664,8.127239248590911e-25,5.294245367961976e-19,2.360970853470213e-11,3.0549665317223113e-10,2.3609711411094445e-11,3.054961876758872e-10,2.4229365759403297e-21,3.3139027004234923e-20,4.655065037944437e-16,4.654592087392379e-16,2.2256680373464027e-18,1.573325868257441e-21,1.5734470643811133e-21,9.030918332915554e-22,5.290699787333386e-19,3.8185069799576026e-18,1.695382863499997e-19,2.6080877232293165e-06
5.595778786563596e-13,0.19199333444099717,3.76,0.0,0.8173520976893681,0.9999964889212739,1.9792440192776675e-24,9.60752022731665e-19,3.180228565293474e-11,4.11504302359592e-10,3.180229087205574e-11,4.1150345775840075e-10,4.400010610572005e-21,6.011538398245541e-20,8.4461824987985e-16,8.445328448324367e-16,4.038250278300633e-18,3.8310583904892076e-21,3.831171208636771e-21,2.199032120142613e-21,9.600367753108605e-19,5.223224537643194e-18,3.0752510747488156e-19,3.5110469229335803e-06
7.037307711782871e-13,0.1919933344446464,3.76,0.0,0.8173520975751679,0.9999955870080075,3.933902567544688e-24,1.519760596897067e-18,3.99948546732495e-11,5.175119515261889e-10,3.999486292749042e-11,5.175106157205441e-10,6.965039862306664e-21,9.505765276343957e-20,1.3358309236975404e-15,1.3356960085487483e-15,6.386783975698572e-18,7.613560352963563e-21,7.613520791277805e-21,4.370190729449678e-21,1.5185147994032878e-18,6.66910542621812e-18,4.862378322931062e-19,4.412951996298048e-06
9.920365562221421e-13,0.19199333445194472,3.76,0.0,0.8173520973467675,0.9999937863389456,1.1018444051093904e-23,3.0210744212266405e-18,5.637996845549345e-11,7.295272497970919e-10,5.637998485621481e-11,7.295245952849972e-10,1.3865057144549334e-20,1.888199911738301e-19,2.654556762064835e-15,2.654288089210377e-15,1.2691661271554958e-17,2.1319105746710563e-20,2.1317833983125838e-20,1.223718356352813e-20,3.018142166954735e-18,9.684611888442103e-18,9.657016116999942e-19,6.213604671784548e-06
1e-12,0.19199333445924308,3.76,0.0,0.8173520973404588,0.9999937366614081,1.128596916727505e-23,3.0697997766171235e-18,5.6832549731940275e-11,7.353834344283831e-10,5.683256639695493e-11,7.353807371278804e-10,1.408922723560405e-20,1.9186139982468012e-19,2.6973457468361017e-15,2.697072714271334e-15,1.2896235468568194e-17,2.1836566455044676e-20,2.1835234561916245e-20,1.2534206427070426e-20,3.0668074269863818e-18,9.770250066693186e-18,9.812524403118112e-19,6.26328175651511e-06
1.2803423412659973e-12,0.19199333445924308,3.76,0.0,0.8173520971183671,0.9999919898716534,2.369206305874513e-23,5.033873911881321e-18,7.276504995225679e-11,9.415425479849407e-10,7.276507726622014e-11,9.41538126371804e-10,2.3135194519305783e-20,3.143861082047343e-19,4.421679426186437e-15,4.421229781570118e-15,2.1140210814314657e-17,4.582908440870344e-20,4.582435859718163e-20,2.6305933945508443e-20,5.028227754704357e-18,1.2865536833802133e-17,1.6076504592658406e-18,8.010055577020682e-06
1.8569539113537073e-12,0.1919933344738398,3.76,0.0,0.8173520966615664,0.9999884095032304,7.231862947385471e-23,1.0595961035415191e-17,1.0553511637150288e-10,1.3655731441114845e-09,1.0553517380475327e-10,1.3655638431226708e-09,4.883454076019091e-20,6.607703124443322e-19,9.301096899421849e-15,9.300139367575446e-15,4.446797054214601e-17,1.3981568451122577e-19,1.397901567884601e-19,8.025438444720673e-20,1.0580872920653814e-17,1.9725683531225467e-17,3.377890139805356e-18,1.1590391224913065e-05
2.4335654814414177e-12,0.19199333448843653,3.76,0.0,0.8173520962047658,0.9999848458245669,1.6285210877828378e-22,1.821008545667628e-17,1.383050544944437e-10,1.7896037399058367e-09,1.3830515309157598e-10,1.789587765993496e-09,8.416043064968615e-20,1.1338917644600894e-18,1.5974046701088307e-14,1.5972379521787727e-14,7.636935100500188e-17,3.1468721705378913e-19,3.146077494092409e-19,1.8063104028265092e-19,1.8178646584311268e-17,2.7253629399369216e-17,5.794732873125726e-18,1.51540371118066e-05
3.010177051529128e-12,0.19199333450303321,3.76,0.0,0.8173520957479653,0.9999812987578468,3.0835662817352643e-22,2.788031074912883e-17,1.7107486488204427e-10,2.213634335368021e-09,1.7107501567267797e-10,2.2136098950045448e-09,1.2920997796666907e-19,1.7334327431772061e-18,2.4440492268412647e-14,2.4437905086449556e-14,1.1684364064865215e-16,5.955574218141468e-19,5.953676455881495e-19,3.4185140038989074e-19,2.7823737756117036e-17,3.54534583009062e-17,8.855962111359602e-18,1.8701071053586025e-05
3.5867886216168385e-12,0.19199333451763,3.76,0.0,0.8173520952911649,0.9999777682256245,5.219230319712589e-22,3.9610700564098214e-17,2.0384454809267848e-10,2.637664930498067e-09,2.0384476209145225e-10,2.6376302301759902e-09,1.840800480411968e-19,2.4590763407035022e-18,3.470039712123908e-14,3.469667099422434e-14,1.6589012854373888e-16,1.0075398566202843e-18,1.0071536923708375e-18,5.783309300244737e-19,3.9518327867525006e-17,4.4329254069832064e-17,1.2559369068750039e-17,2.2231570495900684e-05
4.163400191704549e-12,0.19199333453222667,3.76,0.0,0.8173520948343647,0.9999742541508216,8.166686078839127e-22,5.340531858833136e-17,2.3661410468214945e-10,3.0616955252960096e-09,2.366143928887155e-10,3.0616487715279165e-09,2.4886725869489527e-19,3.3105064592196692e-18,4.675372486142191e-14,4.674863226760952e-14,2.235081043863229e-16,1.5757476411416966e-18,1.5750428543747769e-18,9.044849132589267e-19,5.326459081452971e-17,5.388510046993554e-17,1.690275267636249e-17,2.5745612517072868e-05
