Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619)
1.1315924016552738e-07,0.28745528937041614,3.76,0.0,0.8683237097224262,0.9989703117608638,7.603845968082656e-07,2.7697757632551073e-06,3.614481281343273e-05,0.00014707666138669717,8.396795376530843e-06,9.764072890084105e-05,3.172063851964634e-10,9.043822730536624e-12,1.9728283893252932e-05,1.5447429070051624e-05,2.1237064335862736e-08,1.7544533815480755e-05,1.132231731324443e-06,1.1421976512168393e-05,2.965653671097953e-07,2.322793655145293e-06,2.394617638534207e-10,0.000985187489389574,3.0845136177980223e-08,5.80721333342598e-11,2.4806489082945343e-10,3.9809341558532494e-13,9.601884450115032e-07,2.1472941791672622e-12
1.1636882305601153e-07,0.28745554117228556,3.76,0.0,0.8683176891534248,0.9989681261113993,8.397442781934013e-07,2.9657429143038327e-06,3.840432064327487e-05,0.00015194438212770228,8.638202281844794e-06,9.962863649292312e-05,3.301205986338953e-10,9.236888898818585e-12,2.0482036486567492e-05,1.596192765640378e-05,2.2600812518643096e-08,1.8746019818544605e-05,1.171591717961265e-06,1.2208525390189712e-05,3.23413457241936e-07,2.477003624252538e-06,2.5445969209515614e-10,0.0009851853361324482,3.249285508684074e-08,6.723015630873932e-11,2.689233365479566e-10,4.4310773408671703e-13,9.87430370163901e-07,2.2851842056601822e-12
1.1957840594649569e-07,0.2874557949704342,3.76,0.0,0.8683115918161435,0.9989658967591108,9.246225694068257e-07,3.1685135301807327e-06,4.0738893469654824e-05,0.00015685161829166305,8.879804820135559e-06,0.00010158219690955624,3.4305463875892567e-10,9.426927433154231e-12,2.123411220798932e-05,1.6471516841408327e-05,2.4011488033535883e-08,1.9986693773151607e-05,1.210598577302407e-06,1.3023500948432791e-05,3.519405529722808e-07,2.635619811028598e-06,2.6995704410844714e-10,0.0009851831397469828,3.4181308512974256e-08,7.754991606111091e-11,2.9089080931886056e-10,4.917821029715295e-13,1.0146735757997642e-06,2.4278191257088667e-12
1.2278798883697984e-07,0.28745605074563846,3.76,0.0,0.8683054178699919,0.9989636242610626,1.0152069333455707e-06,3.3780221841507385e-06,4.314831520882518e-05,0.00016179800557291582,9.121601955641762e-06,0.00010350200292226256,3.559993077748466e-10,9.613979267311156e-12,2.1984018350370365e-05,1.6975986926670768e-05,2.5468982642899683e-08,2.1266172720802307e-05,1.2492342351325594e-06,1.386682944840885e-05,3.822025434220163e-07,2.7985362382684005e-06,2.859523949416887e-10,0.000985180900782872,3.591091343700058e-08,8.914214754758835e-11,3.139953932460608e-10,5.44293925928573e-13,1.0419181843982277e-06,2.5751879957953413e-12
1.25997571727464e-07,0.287456308477921,3.76,0.0,0.8682991675137148,0.9989613091691631,1.111682951112602e-06,3.5941980762317402e-06,4.56323305369682e-05,0.0001667831625534884,9.363592516742134e-06,0.00010538863707033312,3.689458891675628e-10,9.798085040329167e-12,2.2731295330795253e-05,1.7475153523540426e-05,2.697316150774288e-08,2.258405861744132e-05,1.2874827087089832e-06,1.473841915260748e-05,4.1425516331230304e-07,2.9656444648443177e-06,3.024440570142117e-10,0.00098517861978468,3.76821584678925e-08,1.0212446245276105e-10,3.382654995896194e-10,6.008225154564227e-13,1.0691643255663408e-06,2.7272771826825284e-12
1.2920715461794815e-07,0.2874565681466333,3.76,0.0,0.8682928409823445,0.998958952030037,1.214234178912413e-06,3.8169654220073245e-06,4.819064796553465e-05,0.00017180669272683451,9.60577520552014e-06,0.00010724267183753416,3.8188612765091624e-10,9.979285086644318e-12,2.347551496115255e-05,1.7968855521434872e-05,2.85238652511432e-08,2.3939940188820504e-05,1.3253299398607012e-06,1.5638161543555037e-05,4.48153963665136e-07,3.1368339522348887e-06,3.1943010068501766e-10,0.0009851762972916953,3.94956048486392e-08,1.166215160450355e-10,3.6372991193147925e-10,6.615489448677606e-13,1.0964121361765405e-06,2.8840705720505173e-12
1.324167375084323e-07,0.28745682973054726,3.76,0.0,0.8682864385443553,0.9989565533849105,1.3230420154357478e-06,4.046243823873636e-06,5.082294270767145e-05,0.00017686818636021903,9.848148606821498e-06,0.00010906466982575549,3.948122098852957e-10,1.0157619426924423e-11,2.421627880274834e-05,1.8456953207978164e-05,3.012091188141667e-08,2.5333394637085373e-05,1.3627636405422808e-06,1.6565932479270687e-05,4.839542847857138e-07,3.311992406983424e-06,3.369083734242844e-10,0.0009851739338379985,4.135188736374616e-08,1.327651672062292e-10,3.904178319633247e-10,7.266559099130361e-13,1.123661760493142e-06,3.045549762952259e-12
1.3562632039891646e-07,0.28745709320793195,3.76,0.0,0.868279960499013,0.9989541137695077,1.4382855792185709e-06,4.2819486254353895e-06,5.352885935094735e-05,0.00018196722220851594,1.0090711196831505e-05,0.00011085518392566349,4.077167459379288e-10,1.033312775958341e-11,2.495321660066056e-05,1.8939326529102876e-05,3.176409858525967e-08,2.67639892103731e-05,1.3997731498701953e-06,1.7521593288448386e-05,5.217112313611044e-07,3.4910061004776357e-06,3.548765176894736e-10,0.00098517152995224,4.325171514828379e-08,1.5069463158395024e-10,4.183589258373893e-10,7.963276000605985e-13,1.1509133502877945e-06,3.211694249121566e-12
1.3883590328940062e-07,0.2874573585566276,3.76,0.0,0.8682734071739049,0.9989516337139575,1.5601415955722395e-06,4.523991249599754e-06,5.630801434815658e-05,0.000187103369089311,1.0333461351193059e-05,0.00011261475748440052,4.20592751460821e-10,1.0505849452946588e-11,2.56859847945032e-05,1.9415873479937953e-05,3.345320339878321e-08,2.8231282644560186e-05,1.436349301889108e-06,1.850499180794866e-05,5.614796495470715e-07,3.673760167139978e-06,3.733319875847315e-10,0.0009851690861574427,4.519587239834133e-08,1.7055662782889735e-10,4.475833710262837e-10,8.707495794482225e-13,1.1781670649438356e-06,3.382481587934448e-12
1.4204548617988477e-07,0.2874576257541124,3.76,0.0,0.8682667789226358,0.9989491137427112,1.6887842926630921e-06,4.772279520952381e-06,5.915999833803476e-05,0.0001922761873291874,1.0576397352686987e-05,0.00011434392447037769,4.3343363056083844e-10,1.0675823538037613e-11,2.641426510214461e-05,1.9886508617309618e-05,3.518798676439431e-08,2.9734826486285782e-05,1.4724843033159314e-06,1.9515963365276954e-05,6.033141059142227e-07,3.860138882149227e-06,3.9227206438268987e-10,0.0009851666029711366,4.718521898319934e-08,1.9250551690493527e-10,4.781219036350658e-10,9.501086774551776e-13,1.2054230715495695e-06,3.557887557828836e-12
1.4525506907036893e-07,0.28745789477756395,3.76,0.0,0.8682600761226825,0.998946554374469,1.8243853063132306e-06,5.026717973013354e-06,6.208437830761993e-05,0.00019748523009095864,1.081951739849647e-05,0.00011604320963521248,4.4623315933589705e-10,1.0843088701960427e-11,2.7137763172891227e-05,2.0351161684787858e-05,3.6968192981410005e-08,3.127416630626809e-05,1.5081716205180316e-06,2.055433170874849e-05,6.472688681256638e-07,4.050025919819487e-06,4.1169387098725844e-10,0.0009851640809052232,4.922069095992719e-08,2.1670343448556644e-10,5.10005866107075e-10,1.0345928888051232e-12,1.2326815449805087e-06,3.73788630497894e-12
1.4846465196085308e-07,0.28745816560391574,3.76,0.0,0.8682532991733951,0.9989439561221182,1.9671135930931108e-06,5.2872081409786935e-06,6.508069960762675e-05,0.00020273004459125908,1.1062819607077148e-05,0.00011771312867286513,4.5898547005097487e-10,1.1007683281847426e-11,2.7856207306667325e-05,2.0809776341532466e-05,3.879355155804262e-08,3.284884281160725e-05,1.543405875008232e-06,2.1619909888022258e-05,6.93397887222204e-07,4.2433045937505226e-06,4.315943854133926e-10,0.0009851615204657324,5.1303300991448514e-08,2.4332041646938356e-10,5.432672552638179e-10,1.1243912830690757e-12,1.2599426679706683e-06,3.9224504799967715e-12
1.5167423485133724e-07,0.2874584382099082,3.76,0.0,0.8682464484941306,0.9989413194926753,2.1171353513044546e-06,5.553648840516015e-06,6.814848783107637e-05,0.00020801017321693503,1.1306302024652854e-05,0.00011935418837602394,4.716850359294216e-10,1.1169645259345741e-11,2.8569347235982372e-05,2.1262308987094324e-05,4.066377847163938e-08,3.4458392864869144e-05,1.5781827468132343e-06,2.2712501087484903e-05,7.417547814032578e-07,4.4398580797774955e-06,4.519704533522464e-10,0.0009851589221529788,5.343413866936282e-08,2.72534517661743e-10,5.779387706200726e-10,1.219693923411083e-12,1.2872066311730418e-06,4.111551365357936e-12
1.548838177418214e-07,0.28745871257213645,3.76,0.0,0.8682395245225158,0.9989386449872419,2.27461394947847e-06,5.825936433148038e-06,7.12872505643813e-05,0.0002133251545477741,1.1549962631355496e-05,0.00012096688678978712,4.843266565366787e-10,1.1329012255617765e-11,2.927695296772353e-05,2.170872767516176e-05,4.25785773433575e-08,3.6102350416914114e-05,1.6124988851405667e-06,2.3831899414774516e-05,7.923928212028196e-07,4.639569622667035e-06,4.728187998833508e-10,0.0009851562864615399,5.561437074303207e-08,3.0453192368233626e-10,6.140538629164507e-10,1.3206917943932631e-12,1.3144736332093953e-06,4.305158994175352e-12
1.5809340063230555e-07,0.287458988667093,3.76,0.0,0.8682325277128266,0.9989359331009642,2.4397098620322323e-06,6.103965078734756e-06,7.449647901936531e-05,0.00021867452429249356,1.1793799347026332e-05,0.000122551713362687,4.969054437345989e-10,1.1485821526833245e-11,2.9978813681977424e-05,2.2149011109818463e-05,4.4537640532971874e-08,3.7780247359858515e-05,1.6463518258164304e-06,2.4977890646604904e-05,8.453649159676461e-07,4.842322727450743e-06,4.941360403905435e-10,0.0009851536138799693,5.784524125666113e-08,3.3950705617145464e-10,6.516467828124168e-10,1.4275767386344713e-12,1.3417438807095628e-06,4.5032422608968474e-12
1.613029835227897e-07,0.28745926647120706,3.76,0.0,0.8682254585344774,0.9989331843230012,2.6125806117351736e-06,6.387626975555124e-06,7.777564955425502e-05,0.00022405781614451585,1.2037810036695511e-05,0.00012410914909510287,5.094168081850386e-10,1.1640109960128339e-11,3.0674736685176e-05,2.2583147718239083e-05,4.654065015921432e-08,3.949161430619822e-05,1.6797399149963212e-06,2.6150252933979664e-05,9.007236015495366e-07,5.048001336254908e-06,5.159186907352713e-10,0.000985150904890939,6.012807159631379e-08,3.7766267137992174e-10,6.907526296832152e-10,1.5405414020954882e-12,1.3690175883404359e-06,4.705769024474248e-12
1.6451256641327386e-07,0.28745954596088075,3.76,0.0,0.8682183174706146,0.9989303991364995,2.793380718647314e-06,6.676812588478201e-06,8.112422509124053e-05,0.00022947456256367557,1.2281992515756066e-05,0.00012563966668510755,5.2185644638191e-10,1.1791914070009517e-11,3.1364546414954326e-05,2.3011134794105162e-05,4.8587279050747375e-08,4.123598129976605e-05,1.7126622386794885e-06,2.734875746881205e-05,9.58521029128356e-07,5.256489991452342e-06,5.381631767381591e-10,0.0009851481599713397,6.246426044899162e-08,4.192099522381681e-10,7.314074004647834e-10,1.659779187745943e-12,1.3962949788248708e-06,4.912706204518386e-12
1.6772214930375801e-07,0.2874598271125214,3.76,0.0,0.8682111050168027,0.9989275780185761,2.982261655203896e-06,6.971410865697551e-06,8.454165643767593e-05,0.00023492429548954715,1.2526344554847686e-05,0.00012714373067179368,5.342203281916381e-10,1.1941269995182238e-11,3.204808349423009e-05,2.3432977706444568e-05,5.067719163252215e-08,4.3012878463775275e-05,1.745118557592823e-06,2.8573169113871977e-05,1.0188089550880909e-06,5.467673985920764e-06,5.608658430162112e-10,0.0009851453795919737,6.485528367605706e-08,4.643685940083595e-10,7.736480384917489e-10,1.78548421735395e-12,1.4235762829507534e-06,5.1240198709196454e-12
1.7093173219424217e-07,0.287460109902572,3.76,0.0,0.868203821679802,0.9989247214403035,3.1793718071360707e-06,7.271309444483527e-06,8.802738351743973e-05,0.00024040654699160802,1.2770863884464899e-05,0.0001286217975761235,5.465046848828418e-10,1.208821349578282e-11,3.2725203832149126e-05,2.3848689169037406e-05,5.2810044751898794e-08,4.4821836590763356e-05,1.7771092470457966e-06,2.9823246997876103e-05,1.0816387318742152e-06,5.6814395011467006e-06,5.840229612191032e-10,0.0009851425642176416,6.730269410341291e-08,5.133668836307371e-10,8.175124822749018e-10,1.9178513011284104e-12,1.4508617395704775e-06,5.3396753273793045e-12
1.7414131508472633e-07,0.2874603943075375,3.76,0.0,0.8681964679764289,0.998921829866706,3.3848564399309363e-06,7.57639484639035e-06,9.158083651848564e-05,0.00024592084986103653,1.3015548199303448e-05,0.00013007431603934426,5.587059976268628e-10,1.2232779950993458e-11,3.339577776966425e-05,2.425828856591739e-05,5.498548844857964e-08,4.666238767886395e-05,1.8086352413897836e-06,3.109874507744193e-05,1.1470612997658975e-06,5.897673733872685e-06,6.076307377049342e-10,0.0009851397143073636,6.980812123096606e-08,5.664417728817942e-10,8.630397141658896e-10,2.057075914935013e-12,1.4781515955911068e-06,5.559637189259416e-12
1.7735089797521048e-07,0.2874606803040096,3.76,0.0,0.8681890444324922,0.9989189037567547,3.5988576705459385e-06,7.88655266234013e-06,9.520143696220909e-05,0.00025146673814859346,1.3260395162357916e-05,0.000131501726959013,5.708209864514259e-10,1.2375004357023008e-11,3.405968926761771e-05,2.4661801328820275e-05,5.720316667213168e-08,4.8534065418514654e-05,1.839697982741487e-06,3.239941266754598e-05,1.2151271795010018e-06,6.116265011950475e-06,6.316853206931843e-10,0.0009851368303140894,7.237327086400349e-08,6.238389454676589e-10,9.10269808858262e-10,2.2033541847997415e-12,1.5054461059555017e-06,5.783869456131736e-12
1.8056048086569464e-07,0.2874609678686894,3.76,0.0,0.8681815515818025,0.9989159435633741,3.821514444103309e-06,8.2016677279924e-06,9.888859869989044e-05,0.00025704374765273,1.3505402408783245e-05,0.0001329044636226702,5.828465996303262e-10,1.251492132543508e-11,3.4716835135290815e-05,2.505925836271642e-05,5.9462717950630966e-08,5.043640563342183e-05,1.8702993736536679e-06,3.372499494205327e-05,1.2858864656957615e-06,6.337102900031128e-06,6.56182806929935e-10,0.000985133912684685,7.499992466919519e-08,6.858128781808232e-10,9.592439816753942e-10,2.3568828784079833e-12,1.5327455336147075e-06,6.01233557938638e-12
1.837700637561788e-07,0.28746125697840663,3.76,0.0,0.8681739899652505,0.998912949733449,4.0529625153009504e-06,8.521624289793941e-06,0.00010264172884112563,0.00026265141636176313,1.375056754953198e-05,0.00013428295183920503,5.94780003492635e-10,1.2652565081805132e-11,3.536712429747814e-05,2.5450695515842123e-05,6.176377601372535e-08,5.236894667932769e-05,1.9004417334390624e-06,3.507523340581255e-05,1.3593888210048133e-06,6.560078295691231e-06,6.811192478981582e-10,0.0009851309618602664,7.76899396580061e-08,7.526268962522027e-10,1.0100046365973527e-09,2.517859403303419e-12,1.560050149491904e-06,6.244998525231756e-12
1.8697964664666295e-07,0.28746154761013865,3.76,0.0,0.8681663601299467,0.9989099227078371,4.293334434287136e-06,8.846306162089582e-06,0.00010646022861880884,0.0002682892848536722,1.3995888174778703e-05,0.00013563761006795132,6.066185726355534e-10,1.2787969464690889e-11,3.601047709823615e-05,2.5836153090913415e-05,6.410597037317991e-08,5.433122980385633e-05,1.930127757875502e-06,3.644986633973936e-05,1.435683470971038e-06,6.785083516563107e-06,7.06490655603771e-10,0.000985127978275968,8.044524760035316e-08,8.245532230335579e-10,1.0625954139803737e-09,2.6864818114885895e-12,1.5873602324382237e-06,6.481820833393051e-12
1.901892295371471e-07,0.2874618397410259,3.76,0.0,0.8681586626284181,0.9989068629213868,4.5427595367570185e-06,9.17559687566055e-06,0.00011034349419491151,0.00027395689665679396,1.4241361857142328e-05,0.0001369688495455538,6.183598805256445e-10,1.2921167924900624e-11,3.664682463954704e-05,2.621567539445829e-05,6.648892686375355e-08,5.632279947046358e-05,1.9593604820409026e-06,3.784862922023782e-05,1.5148191995181275e-06,7.012012379006559e-06,7.32293007965748e-10,0.0009851249623608028,8.3267854371384e-08,9.018730241477852e-10,1.1170612379243073e-09,2.8629488101281846e-12,1.6146760691807595e-06,6.722764671801966e-12
1.9339881242763126e-07,0.28746213334838744,3.76,0.0,0.8681508980178642,0.9989037708029567,4.801363938039025e-06,9.509379818043905e-06,0.00011429091741100585,0.00027965379857445194,1.4486986154716648e-05,0.0001382770744106435,6.300016904737484e-10,1.3052193525042714e-11,3.727610815322197e-05,2.6589310321430654e-05,6.891226814705676e-08,5.834320364928932e-05,1.988143246045436e-06,3.9271255114248076e-05,1.5968443450420278e-06,7.240760268831511e-06,7.58522253836598e-10,0.0009851219145380725,8.615983923428292e-08,9.848764462465118e-10,1.1734483632451003e-09,3.047459778056382e-12,1.6419979542630695e-06,6.967791887544186e-12
1.966083953181154e-07,0.28746242840973296,3.76,0.0,0.8681430668594602,0.9989006467754412,5.069270530948724e-06,9.847538365973842e-06,0.00011830188648721785,0.00028537954097633187,1.4732758613918793e-05,0.00013956268182635986,6.415419469694267e-10,1.318107893934245e-11,3.7898278404446424e-05,2.6957108972475798e-05,7.137561418086282e-08,6.0391994077504745e-05,2.0164796634451426e-06,4.071747505114392e-05,1.6818067970602733e-06,7.471224204554642e-06,7.851743176780125e-10,0.0009851188352252448,8.912335406202813e-08,1.07386265051582e-09,1.2318044220111102e-09,3.2402147877908218e-12,1.6693261899785127e-06,7.216864054310266e-12
1.9981797820859957e-07,0.28746272490277547,3.76,0.0,0.868135169717709,0.9988974912557969,5.346598987196937e-06,1.0189956010273676e-05,0.0001223757866730432,0.0002911336780592057,1.4978676772164934e-05,0.0001408260621007573,6.529787673612979e-10,1.3307856453712794e-11,3.851329512544492e-05,2.731912530140874e-05,7.387858265617688e-08,6.246872649155635e-05,2.0443735921369332e-06,4.2187018372647765e-05,1.7697539933809739e-06,7.703302893648066e-06,8.122451039146425e-10,0.0009851157248336802,9.216062250103258e-08,1.169139841071794e-09,1.2921784696038173e-09,3.441414632757952e-12,1.6966610862967322e-06,7.469942516588964e-12
2.0302756109908372e-07,0.2874630228054409,3.76,0.0,0.868127207159839,0.9988943046550739,5.633465762147714e-06,1.0536516473515452e-05,0.00012651200085322755,0.00029691576807941954,1.5224738160382111e-05,0.0001420675988051325,6.643104338701362e-10,1.343255796606473e-11,3.912112647781438e-05,2.767541579064656e-05,7.642078940421015e-08,6.457296083352917e-05,2.071829107549684e-06,4.3679613061874046e-05,1.8607329177557424e-06,7.93689678221417e-06,8.397305009872373e-10,0.0009851125837690587,9.527393907959858e-08,1.2710252883879979e-09,1.354621030265285e-09,3.651260859437484e-12,1.7240029607836061e-06,7.726988430819454e-12
2.0944672688005203e-07,0.28746362275245985,3.76,0.0,0.8681110880750461,0.9988878398252744,6.236264065707978e-06,1.1241602547053195e-05,0.00013496889415875917,0.00030856206141056366,1.5717280731613037e-05,0.00014448664279587145,6.866522135601605e-10,1.3675858640320142e-11,4.0315144898444754e-05,2.8371056113884403e-05,8.16213739260736e-08,6.886219711663091e-05,2.125442146660012e-06,4.673286347253639e-05,2.0519716054755648e-06,8.408240876250474e-06,8.959286232055217e-10,0.0009851062112146915,1.0173824333407218e-07,1.4959354616734601e-09,1.4859213999856567e-09,4.097702644613228e-12,1.7787089519689576e-06,8.252826521233926e-12
2.152239760829235e-07,0.2874641673089055,3.76,0.0,0.8680963629028173,0.9988819191851457,6.812506360745333e-06,1.1889190473210054e-05,0.0001427869917667218,0.0003191349827843683,1.616103406970474e-05,0.00014659279150116221,7.063860676028366e-10,1.3888041399667824e-11,4.1365023222892164e-05,2.897815839109638e-05,8.643221565639328e-08,7.281224379410698e-05,2.1722390166272366e-06,4.955687835172578e-05,2.234916920868535e-06,8.83667082880268e-06,9.4788345554598e-10,0.0009851003749658564,1.078406372977184e-07,1.7243238938002314e-09,1.6117045581928759e-09,4.5311096034834565e-12,1.8279715475405404e-06,8.739257256436542e-12
2.2100122528579498e-07,0.28746471609986995,3.76,0.0,0.8680814346730501,0.9988759039688658,7.421318059391741e-06,1.2548414393718222e-05,0.00015079733686433735,0.0003297918066240926,1.6605213011124745e-05,0.00014863383651422696,7.257592653886232e-10,1.4093976333929011e-11,4.239145980842139e-05,2.956767378818529e-05,9.136416716373156e-08,7.68447622343874e-05,2.217686341400417e-06,5.245131790341235e-05,2.428394815965586e-06,9.268545238025541e-06,1.0011173254846068e-09,0.0009850944453829362,1.1422824650642218e-07,1.9794731216981913e-09,1.745047279080465e-09,4.9957040425248945e-12,1.8772620286199622e-06,9.237933624391961e-12
2.2677847448866646e-07,0.2874652690051915,3.76,0.0,0.8680663067267685,0.9988697963651414,8.063263721621061e-06,1.3218617675366629e-05,0.00015899631075130864,0.00034053012556446873,1.7049803199636096e-05,0.00015061178609857175,7.447668088241609e-10,1.4293835560129527e-11,4.339451224755262e-05,3.0139988913637543e-05,9.641496497151261e-08,8.095735746426564e-05,2.2618129235939895e-06,5.541458320506754e-05,2.632662722852593e-06,9.703350851082365e-06,1.05560611681352e-09,0.0009850884246263708,1.2091688044244976e-07,2.263562685071289e-09,1.8863031177347206e-09,5.492694400243497e-12,1.9265825092593893e-06,9.748626763311267e-12
2.3255572369153793e-07,0.28746582590761954,3.76,0.0,0.8680509823980166,0.9988635985039978,8.738875483862931e-06,1.389915331081242e-05,0.00016738030559935812,0.00035134758579338636,1.749479036296185e-05,0.0001525285865540259,7.634048958127112e-10,1.4487787216917694e-11,4.437429226582121e-05,3.069549867260557e-05,1.015823500851916e-07,8.514768815919571e-05,2.3046483388450383e-06,5.844508115747149e-05,2.8479732547337743e-06,1.014059476522663e-05,1.1113257843570686e-09,0.0009850823147983688,1.2792300559156373e-07,2.578867598072913e-09,2.035844467020377e-09,6.023300982051801e-12,1.975935174955578e-06,1.0271108264558006e-11
2.383329728944094e-07,0.2874663866925035,3.76,0.0,0.8680354650078889,0.9988573124577261,9.44865356648434e-06,1.458938515419647e-05,0.00017594573043082688,0.00036224188823587414,1.7940160338825643e-05,0.00015438612412989937,7.816708158800461e-10,1.467599550117377e-11,4.533095937257509e-05,3.123460338952847e-05,1.0686407202094149e-07,8.941346760906777e-05,2.3462226967918384e-06,6.154122796513128e-05,3.0745742195499776e-06,1.0579804559363153e-05,1.1682523939787167e-09,0.0009850761179439772,1.3526372168197265e-07,2.9277580702194503e-09,2.1940633046923156e-09,6.588757165012459e-12,2.0253222803019578e-06,1.0805150579995541e-11
2.441102220972809e-07,0.28746695124807453,3.76,0.0,0.8680197578593167,0.9988509402418779,1.0193066839371727e-05,1.5288688999387417e-05,0.00018468901633124252,0.0003732107893324247,1.8385899097743933e-05,0.00015618622687827365,7.995628534696179e-10,1.4858620709092104e-11,4.626471510295032e-05,3.175770635977561e-05,1.122578923218785e-07,9.375246431470456e-05,2.3865664373388465e-06,6.470145219984422e-05,3.3127086414783262e-06,1.1020528314025375e-05,1.2263621574640078e-09,0.000985069836052849,1.4295673700528562e-07,3.312699105222714e-09,2.361371912911566e-09,7.190310679148758e-12,2.074746146525399e-06,1.1350527377513396e-11
2.498874713001523e-07,0.2874675194653138,3.76,0.0,0.8680038642325226,0.9988444838162968,1.0972553437294802e-05,1.5996453516207404e-05,0.00019360662099223084,0.00038425210147437764,1.8831992762926387e-05,0.0001579306664505441,8.17080198244364e-10,1.5035819281169166e-11,4.7175797790475516e-05,3.2265211769672656e-05,1.1776158762640953e-07,9.816250227262074e-05,2.4257101572321203e-06,6.792419749250923e-05,3.562614789236081e-06,1.1462334535233516e-05,1.285631462925648e-09,0.000985063471059385,1.5102034299443556e-07,3.736249988200775e-09,2.5382035698348205e-09,7.829224949866338e-12,2.1242091589276073e-06,1.1907013851283378e-11
2.556647205030238e-07,0.2874680912380213,3.76,0.0,0.867987787381086,0.9988379450861833,1.1787521420256575e-05,1.6712081051541572e-05,0.0002026950326356235,0.00039536369313287155,1.927842762745683e-05,0.00015962115983749625,8.342228621330478e-10,1.5207743850795347e-11,4.806447784227134e-05,3.275752295099714e-05,1.233729523227905e-07,0.00010264146098167522,2.4636844641647485e-06,7.120792487497641e-05,3.82452621059094e-06,1.1904811990894505e-05,1.346036901070793e-09,0.000985057024843639,1.594733881628281e-07,4.201063665405474e-09,2.725013211914672e-09,8.5067804921116e-12,2.1737137642426525e-06,1.247438699016786e-11
2.614419697058952e-07,0.28746866646277697,3.76,0.0,0.8679715305285336,0.9988313259031831,1.2638349470851034e-05,1.7434988309768415e-05,0.00021195077341002702,0.00040654348874125107,1.9725190169088456e-05,0.00016125937105565446,8.509916025049004e-10,1.537454329590272e-11,4.893105346006573e-05,3.323504091224143e-05,1.2908980085100129e-07,0.00010718727522659357,2.500519853673989e-06,7.4551114814361e-05,4.098671772050627e-06,1.2347569474444437e-05,1.4075552879393125e-09,0.0009850504992335056,1.6833525156350893e-07,4.7098860258820195e-09,2.922278066439565e-09,9.22427634145556e-12,2.2232624679287147e-06,1.3052425810456895e-11
2.6721921890876667e-07,0.28746924503893023,3.76,0.0,0.8679550968653887,0.9988246280664972,1.3525387622412453e-05,1.816460692332858e-05,0.00022137040232613278,0.00041778946837438085,2.017226706290206e-05,0.0001628469127816714,8.673878510210229e-10,1.5536362793245394e-11,4.9775846765067525e-05,3.369816310498973e-05,1.3490996969630127e-07,0.00011179793467825291,2.536246605409466e-06,7.795226897137428e-05,4.385275702974686e-06,1.2790235506853947e-05,1.4701636845575655e-09,0.0009850438960050053,1.7762581590228498e-07,5.265555092509502e-09,3.130498253674981e-09,9.983031510570078e-12,2.272857831409194e-06,1.364091155745181e-11
2.729964681116381e-07,0.2874698268685653,3.76,0.0,0.8679384895466226,0.9988178533240036,1.4448958012539566e-05,1.8900383923215226e-05,0.00023095051778491046,0.0004290996672588128,2.0619645192044068e-05,0.00016438534793653274,8.834136477501244e-10,1.5693343874953127e-11,5.0599200289834375e-05,3.414728239252479e-05,1.4083131911070744e-07,0.00011647148334184585,2.5708946960727123e-06,8.140991171021905e-05,4.684557643488811e-06,1.3232457986391766e-05,1.5338394138703936e-09,0.0009850372168828364,1.873654404282939e-07,5.87100012952102e-09,3.3501973582647414e-09,1.0784386460624472e-11,2.3225024692772366e-06,1.423962787953055e-11
2.7877371731450956e-07,0.2874704118564678,3.76,0.0,0.8679217116894717,0.9988110033733874,1.540935565767271e-05,1.9641782117106926e-05,0.00024068775973833532,0.0004404721751380556,2.1067311656711882e-05,0.0001658761912208927,8.990715802269921e-10,1.58456244870613e-11,5.140147380878355e-05,3.4582786197147005e-05,1.468517345889254e-07,0.00012120601887513082,2.604493727097542e-06,8.492259138127468e-05,4.9967326957410146e-06,1.3673903793353564e-05,1.59856007521446e-09,0.0009850304635428992,1.9757493370811953e-07,6.529240672490944e-09,3.581922969585063e-09,1.1629704579069342e-11,2.3721990464757298e-06,1.4848360977367107e-11
2.84550966517381e-07,0.28747099991008357,3.76,0.0,0.867904766371582,0.9988040798632813,1.640684924454133e-05,2.038828038283086e-05,0.00025057881152115556,0.00045190513551610236,2.1515253781550184e-05,0.00016732091060296458,9.143647271300205e-10,1.5993339049723594e-11,5.218304147934239e-05,3.500505580359228e-05,1.5296912812448818e-07,0.0001259996917979637,2.637072865213875e-06,8.848888139743347e-05,5.3220114780537895e-06,1.4114258356688354e-05,1.6643035565915029e-09,0.0009850236376128083,2.0827552638422328e-07,7.243385486756067e-09,3.826247190911174e-09,1.2520373655500564e-11,2.4219502754642604e-06,1.546689973095496e-11
