Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46)
2.9548309664379008e-08,0.08996843247440667,3.76,0.0,0.9780319513332528,0.9998087139410572,3.138970173199827e-10,2.3346703231138684e-09,1.394614727719253e-07,6.298902955745518e-07,1.2517693917061118e-07,5.437288728096247e-07,8.936334660139204e-12,8.375628576724556e-14,6.393288974862825e-08,6.521113355417322e-08,4.0087767633387015e-09,1.0843538387735396e-08,9.390145046266075e-10,9.110842806630818e-09,3.3662422680257883e-10,2.2652111758803086e-09,3.3284258588196515e-13,0.00019107808756366158,1.9320684896386687e-10
2.9922997416705745e-08,0.08996843260190732,3.76,0.0,0.9780319411740612,0.9998087102925083,3.288046978708187e-10,2.4142530976408277e-09,1.41657231592177e-07,6.381227178076641e-07,1.267841138035172e-07,5.497291739889239e-07,9.14898076872409e-12,8.474416948618899e-14,6.535252396465139e-08,6.667508397193957e-08,4.10127625398085e-09,1.1236090155974726e-08,9.608772863331876e-10,9.438972421783031e-09,3.458189480398981e-10,2.3425148597478594e-09,3.381046067281038e-13,0.00019107808686732574,1.9792309624591545e-10
3.0454802853324e-08,0.0899684327830644,3.76,0.0,0.978031926726372,0.9998087050729527,3.50832625575236e-10,2.5299769468147295e-09,1.4480026680606785e-07,6.498219645827362e-07,1.2906638662055407e-07,5.582105806447848e-07,9.454417892389143e-12,8.61431204430196e-14,6.73857966601317e-08,6.877277983870007e-08,4.234231800342677e-09,1.1808289083666439e-08,9.92220316268125e-10,9.917128722130723e-09,3.591192623939127e-10,2.4549160775123064e-09,3.456367459417386e-13,0.00019107808587114533,2.0470568717362183e-10
3.0986608289942255e-08,0.08996843296444898,3.76,0.0,0.9780319122449448,0.9998086998053431,3.7390639207593e-10,2.648972722599997e-09,1.4797478191846652e-07,6.61538671211359e-07,1.3135003604651764e-07,5.666511009222316e-07,9.76407216680618e-12,8.753834682573785e-14,6.944022992350273e-08,7.089343274119583e-08,4.369149152803696e-09,1.2398309275655597e-08,1.0239244922391046e-09,1.0410010593185491e-08,3.7271555704221265e-10,2.5704844019841757e-09,3.5324435364638895e-13,0.0001910780848657769,2.1159187834573934e-10
3.151841372656051e-08,0.08996843314606369,3.76,0.0,0.9780318977293878,0.9998086944898178,3.9805526259599354e-10,2.77126435029258e-09,1.5118116132434047e-07,6.732730360168483e-07,1.33635076210559e-07,5.750509319209038e-07,1.0077907344154922e-11,8.892985814155885e-14,7.151542596994461e-08,7.303665378527125e-08,4.506033632172471e-09,1.3006343060974859e-08,1.0559838194092038e-09,1.0917769054299273e-08,3.86610837518493e-10,2.6892418172044095e-09,3.6092835640539426e-13,0.00019107808385124703,2.1858117093017778e-10
3.2050219163178766e-08,0.08996843332791123,3.76,0.0,0.9780318831793134,0.9998086891265148,4.233087119732355e-10,2.8968749880931144e-09,1.544197830800656e-07,6.850252540419869e-07,1.3592152097518538e-07,5.834102697903518e-07,1.0395887395872443e-11,9.031766387550225e-14,7.361099176507886e-08,7.520205829142089e-08,4.644891039493155e-09,1.3632579501466668e-08,1.0883923163000422e-09,1.144055227675964e-08,4.0080814443893936e-10,2.811209531907424e-09,3.6868966561285056e-13,0.0001910780828275836,2.2567306852101152e-10
3.258202459979702e-08,0.08996843350999413,3.76,0.0,0.9780318685943407,0.9998086837155706,4.496964182754508e-10,3.0258270376065427e-09,1.5769101890649958e-07,6.967955170108502e-07,1.3820938393929125e-07,5.91729309734456e-07,1.071797651151335e-11,9.170177349043217e-14,7.572653897731984e-08,7.738926575657412e-08,4.785727638085871e-09,1.4277204425590197e-08,1.121144086773263e-09,1.1978505616163527e-08,4.153105529926749e-10,2.9364079904596305e-09,3.765291774679947e-13,0.0001910780817948114,2.328670771276706e-10
3.3113830036415277e-08,0.08996843369231507,3.76,0.0,0.978031853974095,0.9998086782571229,4.772482555345984e-10,3.158142155584665e-09,1.609952343609986e-07,7.085840134503568e-07,1.404986784415388e-07,6.000082460162188e-07,1.1044139097513359e-11,9.308219642709788e-14,7.786168392487947e-08,7.959789981185584e-08,4.928550128846462e-09,1.4940400465883515e-08,1.1542332359419812e-09,1.2531771648514478e-08,4.301211723424221e-10,3.0648568851370777e-09,3.844477734215292e-13,0.00019107808075295425,2.40162705163214e-10
3.364563547303353e-08,0.08996843387487645,3.76,0.0,0.9780318393182057,0.9998086727513076,5.059942878426421e-10,3.293841263765921e-09,1.6433278880587243e-07,7.203909286219275e-07,1.427894175632096e-07,6.082472719620227e-07,1.1374339776092473e-11,9.445894210417314e-14,8.001604753084245e-08,8.182758818638396e-08,5.0733656355109084e-09,1.5622347090919627e-08,1.1876539704704621e-09,1.3100490200679586e-08,4.4524314515232366e-10,3.1965751663588464e-09,3.9244632005508225e-13,0.00019107807970204145,2.475594634339296e-10
3.417744090965179e-08,0.08996843405768078,3.76,0.0,0.9780318246263094,0.9998086671982606,5.35964762083207e-10,3.432944560650188e-09,1.6770403554663276e-07,7.322164446091397e-07,1.4508161413159528e-07,6.164465799664559e-07,1.1708543384009734e-11,9.58320199183017e-14,8.218925526998793e-08,8.407796266485674e-08,5.2201816799338935e-09,1.6323220642906193e-08,1.2214005485169248e-09,1.3684798386597393e-08,4.60679646992439e-10,3.3315810549918374e-09,4.0052566943183243e-13,0.00019107807864210172,2.550568651275247e-10
3.470924634627004e-08,0.0899684342407304,3.76,0.0,0.9780318098980474,0.999808661598117,5.671901024893825e-10,3.575471530690135e-09,1.711093218517874e-07,7.440607403046212e-07,1.4737528072267625e-07,6.246063614964145e-07,1.2046714971508202e-11,9.720143924413379e-14,8.438093712649069e-08,8.63486590532963e-08,5.3690061700796856e-09,1.7043194367853205e-08,1.2554673230099858e-09,1.4284830635886677e-08,4.764338858883533e-10,3.4698920519038953e-09,4.086866591240512e-13,0.00019107807757315454,2.6265442580312417e-10
3.52410517828883e-08,0.08996843442402774,3.76,0.0,0.978031795133067,0.9998086559510122,5.99700903185781e-10,3.7214409563614182e-09,1.7454898910037997e-07,7.559239915049764e-07,1.496704296645968e-07,6.327268070960412e-07,1.2388819801040334e-11,9.856720943436678e-14,8.659072753942313e-08,8.86393171356062e-08,5.519847373910868e-09,1.7782438454088474e-08,1.289848685237892e-09,1.4900718730956591e-08,4.925091017093028e-10,3.6115249505801703e-09,4.1693011258860025e-13,0.000191078076495224,2.7035166337918237e-10
3.577285721950655e-08,0.08996843460757502,3.76,0.0,0.9780317803310209,0.9998086502570807,6.335279233197455e-10,3.870870926550988e-09,1.7802337280701266e-07,7.678063709079398e-07,1.5196707304012617e-07,6.40808106390622e-07,1.2734823346267242e-11,9.992933981978607e-14,8.881826536376546e-08,9.094958064177729e-08,5.672713910922231e-09,1.8541120060167714e-08,1.3245390956049398e-09,1.5532591833292133e-08,5.089085657550437e-10,3.756495845826041e-09,4.252568392128147e-13,0.0001910780754083471,2.781480981239983e-10
3.630466265612481e-08,0.08996843479137455,3.76,0.0,0.9780317654915666,0.9998086445164565,6.687020793042109e-10,4.02377884908696e-09,1.8153280274215366e-07,7.797080481772032e-07,1.5426522269026215e-07,6.48850448091687e-07,1.3084691290742355e-11,1.0128783970931395e-13,9.106319381391757e-08,9.327909720290736e-08,5.827614724095722e-09,1.9319403354767063e-08,1.3595330586988709e-09,1.618057652193364e-08,5.256355801260909e-10,3.90482014686332e-09,4.3366763461087694e-13,0.00019107807431254715,2.8604325264323133e-10
3.6836468092743064e-08,0.0899684349754285,3.76,0.0,0.9780317506143681,0.9998086387292733,7.052544407288138e-10,4.180181458025362e-09,1.85077602947998e-07,7.916291899373237e-07,1.5656489021639135e-07,6.5685402000061e-07,1.343838952698865e-11,1.026427183900371e-13,9.332516042929293e-08,9.562751832283699e-08,5.984559076270687e-09,2.0117449541458544e-08,1.394825153157001e-09,1.6844796816552805e-08,5.426934773647274e-10,4.056512584865796e-09,4.421632806486263e-13,0.00019107807320783277,2.940366518711587e-10
3.736827352936132e-08,0.08996843515973905,3.76,0.0,0.9780317356990936,0.9998086328956646,7.432162220961847e-10,4.340094826935118e-09,1.88658091860955e-07,8.035699598359029e-07,1.5886608698410345e-07,6.648190090139604e-07,1.3795884155117522e-11,1.039939851272525e-13,9.560381701457417e-08,9.799449933067427e-08,6.143556518793004e-09,2.093541690084838e-08,1.430410011626344e-09,1.752537421818266e-08,5.600856197880288e-10,4.21158722685162e-09,4.507445457426789e-13,0.00019107807209424037,3.021278230575734e-10
3.7900078965979574e-08,0.08996843534430832,3.76,0.0,0.9780317207454172,0.9998086270157632,7.826187797415628e-10,4.503534374746988e-09,1.922745823310623e-07,8.155305185508983e-07,1.6116882412495912e-07,6.72745601126703e-07,1.4157141482010709e-11,1.0534164916451147e-13,9.789881961131151e-08,1.003796993569425e-07,6.3046168939965096e-09,2.177346081123822e-08,1.4662823341149573e-09,1.822242772809719e-08,5.778153991969514e-10,4.370057481698583e-09,4.594121849015748e-13,0.00019107807097181793,3.103162957600386e-10
3.843188440259783e-08,0.08996843552913834,3.76,0.0,0.9780317057530179,0.9998086210897021,8.234936027441169e-10,4.670514880255112e-09,1.9592738175293742e-07,8.275110238535908e-07,1.6347311254064147e-07,6.806339814379391e-07,1.452212801983817e-11,1.0668571972366878e-13,1.0020982843296512e-07,1.0278278128212611e-07,6.4677502986016266e-09,2.2631733794354663e-08,1.5024368707532641e-09,1.8936073892153143e-08,5.95886236148864e-10,4.5319361153208846e-09,4.681669400434255e-13,0.00019107806984056366,3.186016018298231e-10
3.8963689839216085e-08,0.08996843571423116,3.76,0.0,0.97803169072158,0.9998086151176133,8.658723112030506e-10,4.841050486022557e-09,1.9961679206965056e-07,8.395116306122775e-07,1.6577896290419143e-07,6.884843341535515e-07,1.4890810485385265e-11,1.080262060048938e-13,1.0253650784466734e-07,1.052034117189735e-07,6.632967094383556e-09,2.3510385530408148e-08,1.538868433160744e-09,1.9666426813972804e-08,6.143015797623388e-10,4.697235254627924e-09,4.770095400015115e-13,0.00019107806870047832,3.269832754055387e-10
3.949549527583434e-08,0.08996843589958876,3.76,0.0,0.9780316756507927,0.9998086090996283,9.09786645900992e-10,5.015154714716158e-09,2.033431099119816e-07,8.515324908521914e-07,1.680863856646673e-07,6.962968425925218e-07,1.526315579842081e-11,1.0936311718673542e-13,1.0487852629043604e-07,1.0764126095507634e-07,6.800277863845798e-09,2.440956290921501e-08,1.5755718856497576e-09,2.0413598204716022e-08,6.330649068995938e-10,4.8659664046363395e-09,4.859407008573651e-13,0.00019107806755164133,3.354608528976476e-10
4.0027300712452595e-08,0.08996843608521313,3.76,0.0,0.9780316605403508,0.9998086030358794,9.552684684478493e-10,5.1928404703213215e-09,2.0710662658071578e-07,8.635737537539643e-07,1.703953910476396e-07,7.040716891887909e-07,1.563913108122939e-11,1.1069646242616778e-13,1.0723555628428187e-07,1.1009600294374937e-07,6.9696934320278175e-09,2.532941003746083e-08,1.612542154025194e-09,2.117769738835675e-08,6.52179722103946e-10,5.038140449583117e-09,4.949611258969494e-13,0.00019107806639409358,3.4403387298405186e-10
4.055910614907085e-08,0.08996843627110604,3.76,0.0,0.978031645389953,0.9998085969264974,1.0023497490873705e-09,5.374120057197797e-09,2.109076282096683e-07,8.75635565720653e-07,1.7270598906060534e-07,7.118090554984251e-07,1.6018703656758582e-11,1.1202625085862785e-13,1.0960727432581171e-07,1.1256731523776696e-07,7.141224810898841e-09,2.627006829782002e-08,1.6497742176790765e-09,2.1958831359511644e-08,6.716495566468455e-10,5.213767672911572e-09,5.040715059991392e-13,0.0001910780652277666,3.5270187659249655e-10
4.1090911585689106e-08,0.0899684364572694,3.76,0.0,0.9780316301993041,0.9998085907716133,1.0510625694277233e-09,5.559005177550323e-09,2.1474639571872277e-07,8.87718070369452e-07,1.7501818949245075e-07,7.195091222003665e-07,1.6401841048441612e-11,1.133524915980067e-13,1.1199336090717054e-07,1.150548789922429e-07,7.3148832363807984e-09,2.7231676345326172e-08,1.6872631142487371e-09,2.275710477769378e-08,6.91477968649915e-10,5.392857754426763e-09,5.132725195251407e-13,0.0001910780640527006,3.614644068989235e-10
4.162271702230736e-08,0.08996843664370505,3.76,0.0,0.9780316149681126,0.9998085845713576,1.1014391075175187e-09,5.74750695448409e-09,2.1862320501097491e-07,8.99821408608679e-07,1.773320019199737e-07,7.271720691048406e-07,1.6788510978020623e-11,1.1467519373676655e-13,1.1439350041158727e-07,1.1755837888537271e-07,7.490680096487688e-09,2.8214370178246456e-08,1.7250039335056056e-09,2.357262003698025e-08,7.116685419333783e-10,5.575419794505682e-09,5.225648327862815e-13,0.00019107806286906387,3.70321009306785e-10
4.2154522458925616e-08,0.0899684368304147,3.76,0.0,0.9780315996960933,0.9998085783258603,1.1535116441935345e-09,5.939635924219539e-09,2.2253832687949066e-07,9.119457186144878e-07,1.7964743570589538e-07,7.347980751525261e-07,1.7178681365782476e-11,1.1599436634596239e-13,1.168073811426046e-07,1.2007750313823876e-07,7.668626989344442e-09,2.9218283119103574e-08,1.7629918216658466e-09,2.440547724476476e-08,7.322248863982293e-10,5.7614623056986735e-09,5.319490998248729e-13,0.00019107806167679493,3.7927123144933425e-10
4.268632789554387e-08,0.08996843701740012,3.76,0.0,0.9780315843829643,0.9998085720352522,1.2073125441861123e-09,6.13540206496741e-09,2.2649202725437398e-07,9.240911359230874e-07,1.8196450000699553e-07,7.423873184247725e-07,1.7572320327910417e-11,1.1731001847524969e-13,1.1923469519780194e-07,1.2261194341663223e-07,7.848735628142262e-09,3.024354590266591e-08,1.8012219771599993e-09,2.5255774308653167e-08,7.531506365859504e-10,5.9509932430848455e-09,5.414259629984095e-13,0.00019107806047572666,3.8831462316443954e-10
4.321813333216213e-08,0.08996843720466302,3.76,0.0,0.9780315690284497,0.9998085656996625,1.2628742675597128e-09,6.334814781717229e-09,2.3048456704499593e-07,9.362577933866498e-07,1.842832037700709e-07,7.49939976140508e-07,1.796939617731045e-11,1.1862215915287678e-13,1.2167513852958602e-07,1.2516139487486866e-07,8.031017928290216e-09,3.1290286635214746e-08,1.8396896539952892e-09,2.6123606893282746e-08,7.744494524281733e-10,6.144019988029181e-09,5.509960526091849e-13,0.00019107805926610498,3.974507365025049e-10
4.374993876878038e-08,0.08996843739220493,3.76,0.0,0.9780315536322769,0.9998085593192201,1.320229345078543e-09,6.537882943534461e-09,2.3451620246146297e-07,9.484458212903512e-07,1.8660355574240518e-07,7.57456224669083e-07,1.836987742027813e-11,1.1993079738590344e-13,1.24128410782968e-07,1.2772555603018928e-07,8.215485879464494e-09,3.235863090733524e-08,1.878390157504103e-09,2.7009068532160452e-08,7.961250173885285e-10,6.340549387429694e-09,5.606599876634275e-13,0.00019107805804816647,4.0667912569474777e-10
4.428174420539864e-08,0.08996843758002762,3.76,0.0,0.9780315381941789,0.9998085528940549,1.3794103968458332e-09,6.744614857818483e-09,2.385871847651435e-07,9.606553472779027e-07,1.8892556446481233e-07,7.649362395239366e-07,1.8773732758171292e-11,1.2123594216011055e-13,1.265942154011959e-07,1.3030412884074766e-07,8.402151673321655e-09,3.344870172224682e-08,1.9173188471447725e-09,2.791225055334078e-08,8.181810397335028e-10,6.540587726355281e-09,5.704183752856155e-13,0.00019107805682149043,4.1599934716919377e-10
4.481354964201689e-08,0.08996843776813253,3.76,0.0,0.9780315227138938,0.9998085464242956,1.4404500994046406e-09,6.955018319746174e-09,2.426977606963768e-07,9.728864965042112e-07,1.9124923828547603e-07,7.72380195379245e-07,1.9180931083084896e-11,1.2253760243998245e-13,1.2907225941164691e-07,1.3289681854039257e-07,8.591027529011296e-09,3.456061964441652e-08,1.95647113245426e-09,2.8833242227256367e-08,8.406212500721749e-10,6.744140780113447e-09,5.802718117272742e-13,0.00019107805558595445,4.254109595094808e-10
4.534535507863515e-08,0.08996843795652132,3.76,0.0,0.9780315071911626,0.9998085399100702,1.5033812145835935e-09,7.169100571555579e-09,2.468481720941567e-07,9.851393915163227e-07,1.9357458534884222e-07,7.797882660589306e-07,1.9591441480738507e-11,1.2383578716877899e-13,1.3156225359533953e-07,1.3550333376540834e-07,8.782125877515735e-09,3.5694502683780724e-08,1.995842476327949e-09,2.9772130648061125e-08,8.634494033683058e-10,6.951213771081975e-09,5.902208814733523e-13,0.0001910780543423597,4.3491352348244927e-10
4.5877160515253403e-08,0.08996843814519535,3.76,0.0,0.9780314916257319,0.9998085333515071,1.5682365447312903e-09,7.38686836946146e-09,2.5103865647615803e-07,9.974141524580342e-07,1.959016136143089e-07,7.871606245588174e-07,2.000523322471611e-11,1.2513050526887956e-13,1.3406391219811566e-07,1.3812338633218813e-07,8.97545912151367e-09,3.6850466495977084e-08,2.035428390638318e-09,3.072900093326861e-08,8.866692756144449e-10,7.161811439213383e-09,6.002661586094701e-13,0.00019107805309063087,4.4450660198323965e-10
4.640896595187166e-08,0.08996843833415619,3.76,0.0,0.9780314760173529,0.9998085267487353,1.6350489760638572e-09,7.608327921603231e-09,2.552694464732806e-07,1.0097108968872405e-06,1.9823033083919874e-07,7.944974430289407e-07,2.0422275781100026e-11,1.2642176564137722e-13,1.365769531913224e-07,1.4075669143365833e-07,9.171039898913688e-09,3.80286242035622e-08,2.0752244401091565e-09,3.170393604185749e-08,9.10284666899898e-10,7.375937976353223e-09,6.10408205492532e-13,0.00019107805182959226,4.54189760079561e-10
4.6940771388489914e-08,0.08996843852340519,3.76,0.0,0.9780314603657805,0.9998085201018824,1.7038514168939854e-09,7.833484980050328e-09,2.595407706274507e-07,1.022029740055896e-06,2.0056074460441808e-07,8.017988928036599e-07,2.0842538800638068e-11,1.277095771661723e-13,1.3910109787558572e-07,1.4340296733475143e-07,9.368880750257473e-09,3.92290866705088e-08,2.1152262368478907e-09,3.2697017048362465e-08,9.342993968423782e-10,7.593597123212366e-09,6.206475746307323e-13,0.00019107805055994617,4.639625649369737e-10
4.747257682510817e-08,0.08996843871294384,3.76,0.0,0.9780314446707742,0.9998085134110738,1.774676861612181e-09,8.062344748311203e-09,2.6385285256331666e-07,1.0343707946359955e-06,2.028928622889757e-07,8.09065144374328e-07,2.126599212588897e-11,1.2899394870226797e-13,1.4163607127176923e-07,1.4606193566854593e-07,9.56899449313773e-09,4.0451962233321424e-08,2.155429445483312e-09,3.3708322870666996e-08,9.587173091620606e-10,7.814792071576664e-09,6.309848067351441e-13,0.00019107804928334584,4.738245858871686e-10
4.8004382261726425e-08,0.08996843890277335,3.76,0.0,0.978031428932098,0.9998085066764386,1.8475583045771351e-09,8.294912009326745e-09,2.682059120962536e-07,1.0467341711078276e-06,2.052266911056465e-07,8.162963674308953e-07,2.169260578039684e-11,1.3027488908810595e-13,1.4418160157049246e-07,1.4873332101354513e-07,9.771393759524233e-09,4.1697357082269416e-08,2.1958297761455064e-09,3.4737930650972925e-08,9.835422653319424e-10,8.039525599232809e-09,6.414204333304906e-13,0.00019107804799802728,4.837753943246269e-10
4.853618769834468e-08,0.0899684390928952,3.76,0.0,0.9780314131495204,0.9998084998981059,1.922528833483736e-09,8.531190989513722e-09,2.7260016403084355e-07,1.0591199773549016e-06,2.0756223806340603e-07,8.234927308206953e-07,2.212234997945332e-11,1.3155240714052256e-13,1.467374207094088e-07,1.514168513326229e-07,9.976091525559961e-09,4.2965374863540006e-08,2.2364229916930674e-09,3.5785915354500675e-08,1.0087781513020316e-09,8.267799926342896e-09,6.519549739273808e-13,0.0001910780467021788,4.938145638094851e-10
4.9067993134962935e-08,0.08996843928331055,3.76,0.0,0.9780313973228129,0.999808493076199,1.999621508450442e-09,8.771185538337021e-09,2.7703581971073087e-07,1.0715283192079736e-06,2.0989951001744574e-07,8.306544026066337e-07,2.2555195114953703e-11,1.3282651165547988e-13,1.4930326360135157e-07,1.5411225738047264e-07,1.0183100466030109e-08,4.425611721376286e-08,2.2772048982074854e-09,3.6852350303770556e-08,1.0344288685977107e-09,8.499616904749953e-09,6.625889396741216e-13,0.00019107804539948047,5.039416699228671e-10
4.959979857158119e-08,0.08996843947402075,3.76,0.0,0.9780313814517525,0.9998084862108444,2.078869468365386e-09,9.01489897308228e-09,2.8151308565560785e-07,1.0839592999817878e-06,2.1223851362624283e-07,8.377815500197546e-07,2.2991111767777846e-11,1.3409721140883148e-13,1.5187886879438085e-07,1.5681927320615062e-07,1.0392433548831202e-08,4.5569683304768984e-08,2.3181713530191597e-09,3.793730671999588e-08,1.0604983419946398e-09,8.734977854044732e-09,6.733228301483123e-13,0.00019107804408960926,5.14156290385291e-10
5.0131604008199446e-08,0.08996843966502695,3.76,0.0,0.9780313655361199,0.9998084793021709,2.160305875203127e-09,9.262334162341775e-09,2.860321642741624e-07,1.0964130207300007e-06,2.145792553749013e-07,8.448743394871256e-07,2.3430070700544707e-11,1.3536451515513983e-13,1.5446397811085872e-07,1.5953763587477305e-07,1.060410374624857e-08,4.690617009408606e-08,2.3593182602719904e-09,3.904085397241694e-08,1.0869905153753147e-09,8.973883649490682e-09,6.841571350377109e-13,0.0001910780427704671,5.244580049874424e-10
5.06634094448177e-08,0.08996843985633038,3.76,0.0,0.9780313495756995,0.9998084723503039,2.2439639139417617e-09,9.513493527225522e-09,2.905932538651318e-07,1.1088895802516448e-06,2.169217415756115e-07,8.519329366333805e-07,2.3872042857225554e-11,1.3662843162769196e-13,1.5705833663936707e-07,1.6226708545963745e-07,1.0818124045268354e-08,4.826567233127813e-08,2.4006415708035326e-09,4.016305958320509e-08,1.1139093516611215e-09,9.216334723183544e-09,6.950923341439374e-13,0.0001910780414425829,5.348463955865217e-10
5.172702031805421e-08,0.08996844023983351,3.76,0.0,0.9780313175196551,0.9998084583174905,2.4180776734407956e-09,1.0026992345123644e-08,2.99842239483531e-07,1.133911599915769e-06,2.2161197175057756e-07,8.659482124989629e-07,2.476491151211491e-11,1.3914613758379526e-13,1.622737974943436e-07,1.6775822029123136e-07,1.1253266730293724e-08,5.105409147877108e-08,2.4838014320306225e-09,4.246370708780519e-08,1.1690429540814546e-09,9.711872336939893e-09,7.172672868565713e-13,0.0001910780387632555,5.558815424142589e-10
5.279063119129072e-08,0.089968440624539,3.76,0.0,0.9780312852819765,0.9998084441134101,2.601476464668186e-09,1.0555406234643017e-08,3.092615495308739e-07,1.1590261056014893e-06,2.2630925130522703e-07,8.798286867530442e-07,2.5669488863097133e-11,1.4165039873287435e-13,1.675232755665222e-07,1.7329065695866314e-07,1.16979652056037e-08,5.393565588915122e-08,2.567619454378289e-09,4.483975369629382e-08,1.2259312137306163e-09,1.0221585692071307e-08,7.398513357115947e-13,0.00019107803605058053,5.772584265976708e-10
5.385424206452723e-08,0.08996844101045527,3.76,0.0,0.9780312528610839,0.9998084297390606,2.794426187726725e-09,1.1098739210265578e-08,3.188526276463039e-07,1.1842338092032178e-06,2.3101362473921605e-07,8.935756559077841e-07,2.6585548887866822e-11,1.4414128420388563e-13,1.72804845508654e-07,1.7886242131898117e-07,1.2152323211656104e-08,5.6911046694538e-08,2.652064879203897e-09,4.729167551616162e-08,1.2846064808954652e-09,1.0745463071114833e-08,7.628479756645771e-13,0.0001910780333082208,5.989737764107838e-10
5.491785293776374e-08,0.08996844139759023,3.76,0.0,0.9780312202554589,0.9998084151954478,2.9971927710152726e-09,1.1656988779062847e-08,3.2861685608298733e-07,1.2095353888950992e-06,2.3572513398386358e-07,9.071904040044754e-07,2.7512868372020094e-11,1.4661886278950335e-13,1.781166310379252e-07,1.8447158468067436e-07,1.2616444349536311e-08,5.998091201205858e-08,2.73710765369898e-09,4.981992121935226e-08,1.3451013770674598e-09,1.1283486337751508e-08,7.862605539666907e-13,0.00019107803052783364,6.210243522995319e-10
5.5981463811000254e-08,0.08996844178595138,3.76,0.0,0.9780311874636425,0.9998084004835529,3.210042004214101e-09,1.2230146240270024e-08,3.3855555788452375e-07,1.2349314901699617e-06,2.404438184913971e-07,9.206742027655427e-07,2.8451226870218777e-11,1.490832029672298e-13,1.8345680351126565e-07,1.9011626263142222e-07,1.3090431661998622e-08,6.314586796452359e-08,2.8227184126325496e-09,5.24249129954374e-08,1.407448779691337e-09,1.1835631247157824e-08,8.100922753497264e-13,0.0001910780277234845,6.434069465115038e-10
5.7045074684236764e-08,0.08996844217554577,3.76,0.0,0.9780311544842338,0.9998083856043892,3.4332394301096727e-09,1.281819688745553e-08,3.4866999831878165e-07,1.2604227265573488e-06,2.4516971529595055e-07,9.340283117044853e-07,2.9400406678201983e-11,1.5153437287087152e-13,1.8882358094561314e-07,1.9579461422306953e-07,1.357438741801219e-08,6.640649938581789e-08,2.9088684657194616e-09,5.5107047203081175e-08,1.471681811806088e-09,1.2401867654777722e-08,8.343462054493234e-13,0.00019107802487336407,6.661183828285349e-10
5.8108685557473275e-08,0.08996844256637995,3.76,0.0,0.9780311213158899,0.9998083705589219,3.667050277247465e-09,1.3421120153539391e-08,3.5896138580550004e-07,1.2860096801771462e-06,2.499028590590442e-07,9.472539782211534e-07,3.0360192808629446e-11,1.5397244033147914e-13,1.9421522727429028e-07,2.0150484133285042e-07,1.4068413132485327e-08,6.976336036466706e-08,2.9955297877750165e-09,5.7866694855738646e-08,1.5378338344809047e-09,1.2982159664509906e-08,8.590252730381935e-13,0.00019107802200098582,6.891555163360566e-10
5.9172296430709786e-08,0.08996844295846015,3.76,0.0,0.9780310879573241,0.9998083553481567,3.911739402883015e-09,1.4038889733732229e-08,3.6943087269971436e-07,1.3116929022091663e-06,2.5464328210814636e-07,9.603524376825577e-07,3.133037297063921e-11,1.5639747283680176e-13,1.996300517164888e-07,2.0724518812163056e-07,1.4572609586317275e-08,7.321697470581278e-08,3.0826750103163154e-09,6.07042020334629e-08,1.605938440404117e-09,1.3576465754319265e-08,8.841322719124839e-13,0.00019107801908579538,7.125152332274014e-10
6.023590730394629e-08,0.08996844335179209,3.76,0.0,0.9780310544073045,0.9998083399730235,4.167571182947221e-09,1.4671473796073036e-08,3.8007955676558324e-07,1.337472913650731e-06,2.5939101450063895e-07,9.733249135415993e-07,3.2310737539608295e-11,1.588095375817612e-13,2.0506640774645878e-07,2.1301394017137303e-07,1.5087076640130726e-08,7.676783667414896e-08,3.1702774081296704e-09,6.361989056606478e-08,1.6760294430565832e-09,1.4184738993262186e-08,9.096698644150027e-13,0.00019107801618020658,7.361944505150086e-10
6.12995181771828e-08,0.08996844374638117,3.76,0.0,0.9780310206646534,0.9998083244346134,4.4348093520375346e-09,1.5318835281730348e-08,3.9090848332897537e-07,1.3633502063853358e-06,2.6414608411455266e-07,9.861726175017417e-07,3.3301079515290825e-11,1.6120870137545513e-13,2.1052269163497995e-07,2.1880942327112398e-07,1.5611912896016726e-08,8.041641204452673e-08,3.2583108804278938e-09,6.66140590021905e-08,1.748140861294022e-09,1.4806927351559297e-08,9.356405865712779e-13,0.00019107801317269207,7.601901156294209e-10
6.236312905041931e-08,0.08996844414223237,3.76,0.0,0.9780309867282451,0.9998083087337147,4.713716886625423e-09,1.5980932137836458e-08,4.019186468999004e-07,1.3893252440381434e-06,2.689085167201569e-07,9.988967496565952e-07,3.4301194486284585e-11,1.6359503081956396e-13,2.159973412890229e-07,2.2463000243747494e-07,1.6147215533569312e-08,8.416313894209475e-08,3.34674993571197e-09,6.968698337390173e-08,1.8223069072807372e-09,1.544297393995642e-08,9.620468519751941e-13,0.0001910780102512812,7.844992060798755e-10
