Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37)
0.0,0.2571904364160497,3.76,0.0,0.7679138055211994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1e-15,0.2571904364160497,3.76,0.0,0.7679138055211993,0.9999999999999999,1.9884171536112287e-56,6.272572127481342e-48,6.53318830164163e-17,1.1097632473298322e-16,6.533188306498683e-17,1.1097632449442676e-16,1.0997760117541998e-30,1.533236552170666e-29,2.3857874395228336e-25,2.3854000041920037e-25,4.860924749577724e-26,1.3831023435430739e-33,1.38311222581405e-33
2.8e-15,0.2571904364160497,3.76,0.0,0.7679138055211988,0.9999999999999998,1.1451385638699988e-54,1.972042973662285e-46,1.829292722884716e-16,3.1073370925235273e-16,1.8292927258195375e-16,3.1073370781147186e-16,6.642866991850005e-30,9.260718644962255e-29,1.4408993500484477e-24,1.4407815915564601e-24,2.9359985324650786e-25,1.642019090799463e-32,1.6420244471432236e-32
6.4e-15,0.2571904364160497,3.76,0.0,0.7679138055211981,0.9999999999999996,5.135087153554952e-53,4.3993546534403326e-45,4.1812405020260614e-16,7.102484782910913e-16,4.1812405161585026e-16,7.102484713538701e-16,3.198478461328686e-29,4.458606698781695e-28,6.937056004855275e-24,6.936743047557697e-24,1.4135568927574024e-24,1.612144056123697e-31,1.6121453810193423e-31
1.36e-14,0.2571904364160498,3.76,0.0,0.7679138055211969,0.9999999999999991,1.931913077146276e-51,8.239357938469253e-44,8.885136035109709e-16,1.5092780163685667e-15,8.885136096834939e-16,1.5092779860719002e-15,1.397056343635698e-28,1.9471637204324213e-27,3.0295430882417064e-23,3.029457835203431e-23,6.1733741796257855e-24,1.4259231175279336e-30,1.4259214699837524e-30
2.8e-14,0.2571904364160499,3.76,0.0,0.7679138055211944,0.9999999999999982,6.689542034959477e-50,1.4231318372747389e-42,1.8292927000480843e-15,3.10733709252351e-15,1.8292927258181845e-15,3.1073369660408928e-15,5.834079613293051e-28,8.128799903060862e-27,1.2647642528925222e-22,1.2647389291142065e-22,2.5772620751219874e-23,1.1985742259833894e-29,1.1985697938445656e-29
5.68e-14,0.25719043641605,3.76,0.0,0.7679138055211893,0.9999999999999963,2.225642828694121e-48,2.364544568510598e-41,3.710850852803852e-15,6.3034552448333675e-15,3.7108509580851795e-15,6.303454728110624e-15,2.3847555931919144e-27,3.320695868793128e-26,5.166953797490903e-22,5.16687052876195e-22,1.0528955521760612e-22,9.826634461885253e-29,9.826554953323304e-29
1.144e-13,0.2571904364160503,3.76,0.0,0.7679138055211792,0.9999999999999926,7.26115446319602e-47,3.854795636703359e-40,7.473966997041608e-15,1.2695691549452967e-14,7.47396742260963e-15,1.2695689460777169e-14,9.650425114855774e-27,1.3421295259895812e-25,2.0885610475675035e-21,2.0885311365435173e-21,4.255971360973383e-22,7.957861431252753e-28,7.957729842026821e-28
2.296e-13,0.2571904364160509,3.76,0.0,0.7679138055211588,0.999999999999985,2.3460767810701596e-45,6.225496618707134e-39,1.5000198640422427e-14,2.5480164158691688e-14,1.500020035162045e-14,2.548015576021937e-14,3.889125759473449e-26,5.395447217099161e-25,8.39800258930377e-21,8.397887481653258e-21,1.7113067188782638e-21,6.405176093400826e-27,6.404963091342068e-27
4.600000000000001e-13,0.2571904364160521,3.76,0.0,0.7679138055211182,0.9999999999999699,7.543656900060645e-44,1.0007292059700366e-37,3.00526593468087e-14,5.104910937716725e-14,3.005266620949026e-14,5.104907569554646e-14,1.5667130997786135e-25,2.162856482035342e-24,3.367971986108137e-20,3.367924986546697e-20,6.863100154399456e-21,5.1397454482674426e-26,5.139403109320254e-26
