Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146)
4.215260175497935e-10,0.23398130730000394,3.76,0.0,0.6072510835356271,0.9999998714238443,7.736813492348522e-15,6.6275572803456266e-12,1.2411727280814726e-07,2.4071094352870546e-06,1.2411587090391452e-07,2.4026624344675077e-06,3.143387616990284e-14,1.4617730424905873e-13,4.434564007176419e-09,4.426800865715595e-09,5.206752414744754e-12,1.9462725707168224e-11,1.8903108763045824e-11,9.983883374993815e-12,3.9771918571565726e-12,5.753641694521036e-12,9.077899932717046e-13
4.762891033140919e-10,0.2339813209331952,3.76,0.0,0.6072507546844951,0.9999998540654952,1.1843475825201167e-14,9.057769614909794e-12,1.4024402828675238e-07,2.7198313982648257e-06,1.4024037217544952e-07,2.7141545804509423e-06,4.162236821770156e-14,1.7730167470779541e-13,5.658576703393688e-09,5.647628889894482e-09,6.617576034306856e-12,2.8061136399703686e-11,2.715227285412672e-11,1.4396676238653517e-11,5.159800575443284e-12,7.905932547794007e-12,1.0770612008823894e-12
5.310521890783904e-10,0.23398133456646994,3.76,0.0,0.6072504258323167,0.9999998365567898,1.736226792020743e-14,1.2001097938038278e-11,1.563717293694734e-07,3.032553277280373e-06,1.5636483750628298e-07,3.0254968472281345e-06,5.344289496177009e-14,2.097588097052769e-13,7.030776916025937e-09,7.015892420033834e-09,8.189866053772446e-12,3.887476385171064e-11,3.747509720255025e-11,1.994735460446398e-11,6.50447419322623e-12,1.0533031635583917e-11,1.2492528417154693e-12
5.858152748426889e-10,0.23398134819983912,3.76,0.0,0.6072500969789281,0.9999998188977542,2.45756349275354e-14,1.5504436759173063e-11,1.7250054190102266e-07,3.345275105683312e-06,1.7248926780185538e-07,3.3366893068256485e-06,6.693233536609043e-14,2.4330233392409853e-13,8.55091607418247e-09,8.531267626663358e-09,9.921418570497453e-12,5.21556159375697e-11,5.009023554379869e-11,2.6765703691660006e-11,8.01209239881907e-12,1.3681620130063766e-11,1.4235048522365634e-12
6.405783606069873e-10,0.23398136183331372,3.76,0.0,0.6072497681241624,0.9999998010884152,3.379070108656037e-14,1.9614600864648317e-11,1.8863063483294918e-07,3.657996920134668e-06,1.8861366396583884e-07,3.6477320312353626e-06,8.212018942373118e-14,2.7773063823031984e-13,1.0218745653088866e-08,1.0193431231495288e-08,1.1810061812042284e-11,6.815514654154314e-11,6.52124761002475e-11,3.498129048771413e-11,9.683286175045054e-12,1.7398278350045504e-11,1.5992074630981767e-12
6.953414463712858e-10,0.2339813754669049,3.76,0.0,0.6072494392678499,0.9999997831287991,4.533919966092736e-14,2.4378325457871475e-11,2.0476218016179955e-07,3.9707187605444374e-06,2.0473802690016624e-07,3.9586250924145376e-06,9.902993075405975e-14,3.128786806902145e-13,1.2034017253577513e-08,1.2002060512592829e-08,1.3853655692363127e-11,8.712425717107487e-11,8.305280564567768e-11,4.4723464096526276e-11,1.1518511033647164e-11,2.1729485973055092e-11,1.7759279962752796e-12
7.501045321355842e-10,0.2339813891006235,3.76,0.0,0.6072491104098175,0.9999997650189321,5.957743441196482e-14,2.9842266221355e-11,2.208953528774954e-07,4.283440670019571e-06,2.2086235750504827e-07,4.269368562285823e-06,1.1767998012721558e-13,3.486120854182704e-13,1.3996482650683156e-08,1.3956833308403846e-08,1.6050091449650214e-11,1.0931329783564924e-10,1.0381846239261246e-10,5.612135587764281e-11,1.351809092565232e-11,2.6721622141142625e-11,1.9533669840521768e-12
8.048676178998827e-10,0.2339814027344807,3.76,0.0,0.6072487815498897,0.9999997467588408,7.688623964973015e-14,3.605299937552023e-11,2.3703033089905478e-07,4.596162694799251e-06,2.3698665667899008e-07,4.579962512737264e-06,1.380847740134973e-13,3.8482066542389373e-13,1.6105893843456097e-08,1.605742802225252e-08,1.8397291197976105e-11,1.3497206796009637e-10,1.2771300162498733e-10,6.930387956913722e-11,1.5682262860880408e-11,3.242096556786064e-11,2.13131358727617e-12
9.143937894284795e-10,0.23398143000265392,3.76,0.0,0.607248123823629,0.9999997097880915,1.2236134282595927e-13,5.090075086941999e-11,2.693064288835226e-07,5.221607290589841e-06,2.6923516431959694e-07,5.200702142759794e-06,1.8419988613202893e-13,4.583225354735621e-13,2.0764562866894924e-08,2.069479965435559e-08,2.353582340205438e-11,1.9769524623798114e-10,1.856848392059834e-10,1.0153739057141145e-10,2.0505014911539364e-11,4.6125887597255697e-11,2.4882108804948268e-12
9.999999999999999e-10,0.23398145454459263,3.76,0.0,0.6072476097347287,0.9999996804733986,1.6987129262236761e-13,6.495466838364386e-11,2.9454007775961846e-07,5.710458692299124e-06,2.9444068085582945e-07,5.685459538403555e-06,2.251990269133095e-13,5.165014527784073e-13,2.4813082306742905e-08,2.472296266977675e-08,2.795596795399652e-11,2.583603852129152e-10,2.412712451153904e-10,1.3272287742130556e-10,2.4733978039056826e-11,5.917362254224513e-11,2.76772984120828e-12
1.0129673438042167e-09,0.23398145454459263,3.76,0.0,0.6072475318616886,0.9999996760009153,1.7811175001233055e-13,6.728338567148871e-11,2.9836293421842257e-07,5.784508347277089e-06,2.9825872268153467e-07,5.758857173836807e-06,2.3179005596490173e-13,5.253552598636681e-13,2.5457437115813936e-08,2.5363930471388035e-08,2.865588897420367e-11,2.6850732702029384e-10,2.505288304627164e-10,1.3793980511692756e-10,2.5409758316311196e-11,6.134118240935296e-11,2.8100908738888233e-12
1.1115408981799538e-09,0.23398147908714909,3.76,0.0,0.6072469398907413,0.9999996417274243,2.5085067440244695e-13,8.680635823763583e-11,3.2742818405899144e-07,6.347410634216968e-06,3.272821931037209e-07,6.316528878415737e-06,2.851703634406549e-13,5.92941520991114e-13,3.062257142011606e-08,3.050054886913373e-08,3.4233486472021534e-11,3.5442114165098593e-10,3.285134630894206e-10,1.8211936825425706e-10,3.0849559457053464e-11,7.956297877742604e-11,3.1323233313318935e-12
1.210114452555691e-09,0.2339815036303862,3.76,0.0,0.6072463479096617,0.9999996069677732,3.436809050230722e-13,1.0973843999143937e-10,3.565033150186288e-07,6.910314527348044e-06,3.5630558076552863e-07,6.873717674497929e-06,3.4434980272432387e-13,6.608958923366316e-13,3.6258529944729184e-08,3.610279994522946e-08,4.0257564926618057e-11,4.5687373439722717e-10,4.206998096041555e-10,2.3482006546871817e-10,3.682476045045379e-11,1.0105756101882234e-10,3.454783706957802e-12
1.3086880069314281e-09,0.23398152817436652,3.76,0.0,0.6072457559172971,0.9999995717221168,4.599594897166734e-13,1.3634757625659427e-10,3.8558949032762187e-07,7.47322043131828e-06,3.853288908288663e-07,7.430423979722545e-06,4.0932771630246973e-13,7.290918433596087e-13,4.23638801866956e-08,4.216883481220925e-08,4.67173679569222e-11,5.772964462492626e-10,5.281145285330507e-10,2.9678361761965676e-10,4.3335638808775364e-11,1.260901710236709e-10,3.7774320987372866e-12
1.4072615613071653e-09,0.23398155271915244,3.76,0.0,0.6072451639124689,0.9999995359906102,6.032969515458454e-13,1.6690088833343667e-10,4.1468789889340537e-07,8.0361287785355e-06,4.1435212843823446e-07,7.986648211366833e-06,4.800971278534893e-13,7.974415359247525e-13,4.893719304373986e-08,4.8696810595493154e-08,5.360242694992034e-11,7.171149335065989e-10,6.517508325042612e-10,3.6874948616798127e-10,5.03824669837211e-11,1.5492501124978383e-10,4.100254226846767e-12
1.549864573598987e-09,0.23398158822881254,3.76,0.0,0.607244307454685,0.9999994834395335,8.664580705037772e-13,2.1862281627719323e-10,4.568077010627228e-07,8.850474424530731e-06,4.563389424809993e-07,8.790466606585022e-06,5.927024651730859e-13,8.964739398335388e-13,5.927186230074266e-08,5.895439985706648e-08,6.429475554624694e-11,9.56597259102985e-10,8.612656059693456e-10,4.920601226285845e-10,6.152595459969961e-11,2.0390325614421755e-10,4.567568913380266e-12
1.6924675858908085e-09,0.23398162374047574,3.76,0.0,0.6072434509645597,0.9999994298724441,1.2070111803944107e-12,2.7995967488647813e-10,4.98959412622986e-07,9.664827635963863e-06,4.983256310749902e-07,9.593278231084554e-06,7.173599535118458e-13,9.955807750545732e-13,7.057861681070779e-08,7.016937639893556e-08,7.582597862766037e-11,1.243920950840201e-09,1.1095263620371162e-09,6.400701409148925e-10,7.379264017087804e-11,2.621824866789297e-10,5.035221847323931e-12
1.8350705981826302e-09,0.2339816592543283,3.76,0.0,0.6072425944382579,0.9999993752898135,1.6386836711039928e-12,3.517111118778244e-10,5.411468954723557e-07,1.047919000720988e-05,5.403122096035375e-07,1.0395084344218373e-05,8.540175185337271e-13,1.0946880294120296e-12,8.285316776994923e-08,8.233622716789868e-08,8.81674293126643e-11,1.5833397106767655e-09,1.399192303297324e-09,8.149934038125047e-10,8.71835280409263e-11,3.3055114392740084e-10,5.50323138571356e-12
1.9776736104744518e-09,0.23398169477055497,3.76,0.0,0.6072417378718507,0.9999993196921136,2.1762965137713555e-12,4.3467321088992354e-10,5.833741057752484e-07,1.1293563235828255e-05,5.822986933745446e-07,1.1195886203760251e-05,1.0026185967064637e-12,1.193750588845818e-12,9.609124131035979e-08,9.544946516184662e-08,1.0129156646823132e-10,1.9790827376711672e-09,1.7327949383760514e-09,1.0190339936997015e-09,1.0169969590241311e-10,4.097931810289872e-10,5.9716424774398754e-12
2.1202766227662734e-09,0.2339817302893395,3.76,0.0,0.6072408812613177,0.9999992630798178,2.835759401833368e-12,5.296385045507394e-10,6.256450890822737e-07,1.210794911762529e-05,6.242850976207295e-07,1.1995685065906583e-05,1.1631032767324561e-12,1.2927453116405188e-12,1.1028857847226741e-07,1.0950362931791155e-07,1.1517193783772279e-10,2.4353548436546034e-09,2.112743135104843e-09,1.254386246531673e-09,1.1734231224223583e-10,5.006880820527481e-10,6.440511802603908e-12
2.262879635058095e-09,0.23398176581086472,3.76,0.0,0.6072400246025527,0.9999992054533994,3.634065862682848e-12,6.373959875440928e-10,6.679639755734898e-07,1.2922349541840263e-05,6.66271437499873e-07,1.27944821852782e-05,1.3354103395039968e-12,1.3916586561394134e-12,1.2544093519074213e-07,1.2449328440461382e-07,1.2978314384156495e-10,2.9563365694459213e-09,2.5413280504393373e-09,1.523234785985564e-09,1.3411266286284343e-10,6.04010880917312e-10,6.9098837458978516e-12
2.4054826473499167e-09,0.23398180133531218,3.76,0.0,0.607239167891369,0.9999991468133336,4.589288445883232e-12,7.587311294381946e-10,7.103349755669681e-07,1.3736766486598579e-05,7.082577280950541e-07,1.3592278814922152e-05,1.519477798087312e-12,1.4904834007646266e-12,1.4154408224555416e-07,1.4041302090827914e-07,1.4510080304002153e-10,3.5461842992258834e-09,3.0207277915035733e-09,1.8277545571980947e-09,1.5201214794150923e-10,7.205321800086112e-10,7.379795660887604e-12
2.5480856596417383e-09,0.23398183686286247,3.76,0.0,0.6072383111235022,0.9999990871600957,5.7205738611448224e-12,8.944258876002156e-10,7.527623751187304e-07,1.4551202014456482e-05,7.502439844148887e-07,1.4389076206313555e-05,1.715243731107107e-12,1.589213585498558e-12,1.5859380520711076e-07,1.5725745491985848e-07,1.6110151807577727e-10,4.20903037596694e-09,3.5530119861841297e-09,2.1701108608747143e-09,1.7104227407040958e-10,8.51018168958824e-10,7.850288082155589e-12
2.69068867193356e-09,0.23398187239369492,3.76,0.0,0.6072374542946156,0.9999990264941623,7.048138209483464e-12,1.0452587197980257e-09,7.952505318986029e-07,1.5365658268223645e-05,7.922302213937675e-07,1.5184875609357394e-05,1.9226460545609756e-12,1.6878458882910706e-12,1.76585904382777e-07,1.7502122801865232e-07,1.7776284338134656e-10,4.9489832146124125e-09,4.140146073566668e-09,2.552459386784323e-09,1.912046510689454e-10,9.962306430273213e-10,8.321409989457743e-12
2.8332916842253815e-09,0.23398190792798798,3.76,0.0,0.6072365974003037,0.9999989648160106,8.593262142575622e-12,1.2120045969312073e-09,8.378038711223721e-07,1.6180137466841998e-05,8.342164538921016e-07,1.597967827239037e-05,2.141622786808771e-12,1.7863780119500232e-12,1.9551619477585646e-07,1.9369900715695578e-07,1.950632531383901e-10,5.770127416801592e-09,4.783995539732111e-09,2.976946247720794e-09,2.1250099960080168e-10,1.156927021710332e-09,8.79321321650231e-12
2.975894696517203e-09,0.2339819434659189,3.76,0.0,0.6072357404360972,0.9999989021261195,1.0378286142077264e-11,1.3954350153781143e-09,8.804268817745829e-07,1.6994641901557383e-05,8.762026966965653e-07,1.6773485442182725e-05,2.372111921384687e-12,1.8848094484170655e-12,2.153805060431424e-07,2.132854845456682e-07,2.1298211114024393e-10,6.676523882686047e-09,5.486329857746026e-09,3.445708012653736e-09,2.349331580711979e-10,1.333860366849638e-09,9.265747397922182e-12
3.118497708809025e-09,0.23398197900766401,3.76,0.0,0.6072348833974641,0.9999988384249681,1.2426605698704926e-11,1.5963180095686598e-09,9.23124112842824e-07,1.780917393210227e-05,9.181889645203413e-07,1.7566298363940075e-05,2.614051725207577e-12,1.983139664321618e-12,2.3617468244856238e-07,2.3377537753980756e-07,2.3149964061427404e-10,7.672209924956383e-09,6.2488264189213184e-09,3.960871740579894e-09,2.585030844466428e-10,1.5277794010969278e-09,9.739059969525214e-12
3.2956665716748636e-09,0.23398202317002562,3.76,0.0,0.6072338185088093,0.9999987578752305,1.5375082341834883e-11,1.8713550734564877e-09,9.762811425254498e-07,1.882118422790604e-05,9.70352430906772e-07,1.8549899832659642e-05,2.930493629800445e-12,2.105163037757988e-12,2.63298240458007e-07,2.6048237309326854e-07,2.553111533349619e-10,9.039660468639242e-09,7.282334440816582e-09,4.668730616559899e-09,2.893741827936878e-10,1.7934836737519594e-09,1.0328257581947422e-11
3.4728354345407024e-09,0.23398206733887852,3.76,0.0,0.607232753489274,0.9999986757662389,1.881689801060189e-11,2.175969621573901e-09,1.0295687920166505e-06,1.9833245646991322e-05,1.022515986421456e-06,1.9531970942560103e-05,3.2643978043784706e-12,2.227029083931427e-12,2.918427795502146e-07,2.885656827304681e-07,2.799829399097577e-10,1.055877380961202e-08,8.41401734536757e-09,5.455521153864059e-09,3.220089173697657e-10,2.0879729943240445e-09,1.0918829858855042e-11
3.650004297406541e-09,0.23398211151455384,3.76,0.0,0.6072316883298248,0.9999985920989193,2.280365599806796e-11,2.5116123405044183e-09,1.0829961235123447e-06,2.0845363107288968e-05,1.074679658808979e-06,2.051251407148114e-05,3.615647471187675e-12,2.3487374731251173e-12,3.2180042388350506e-07,3.1801533660889647e-07,3.0548222345529925e-10,1.2237141654396738e-08,9.646548494813446e-09,6.325261498701723e-09,3.5641181261105104e-10,2.412655439376011e-09,1.1510877656497194e-11
3.82717316027238e-09,0.23398215569738037,3.76,0.0,0.6072306230213179,0.9999985068741996,2.738942288895193e-11,2.8797257983238312e-09,1.136572307016882e-06,2.1857541654233772e-05,1.1268434756414413e-06,2.1491531593554456e-05,3.984126426116309e-12,2.470288215247795e-12,3.5316333191153083e-07,3.488214235848751e-07,3.3177798530939035e-10,1.4082300698331737e-08,1.0982418716873348e-08,7.281947493195866e-09,3.9258768899587163e-10,2.7689289388931315e-09,1.2104501534291951e-11
4.004342023138219e-09,0.23398219988768448,3.76,0.0,0.6072295575545089,0.9999984200930105,3.263071477167989e-11,3.2817444797663504e-09,1.1903066117146072e-06,2.2869786451999983e-05,1.1790074643191856e-06,2.246902587920933e-05,4.369719064707008e-12,2.5916814827037703e-12,3.8592369624551204e-07,3.809740908836669e-07,3.588408920667853e-10,1.610173294987482e-08,1.2423945393320196e-08,8.329552772398886e-09,4.305416666207864e-10,3.158181328559064e-09,1.2699801902559393e-11
4.181510886004058e-09,0.23398224408578985,3.76,0.0,0.60722849192006,0.9999983317562859,3.85864834890444e-11,3.7190948211486575e-09,1.2442083977533858e-06,2.388210277515134e-05,1.2311716520715244e-06,2.344499929517811e-05,4.772310422030588e-12,2.712917349307585e-12,4.200737435151475e-07,4.144635437710076e-07,3.866432253371692e-10,1.8302866053557025e-08,1.397328113267146e-08,9.47202886106353e-09,4.702791668557154e-10,3.581790401782849e-09,1.3296880812657918e-11
4.358679748869897e-09,0.2339822882920181,3.76,0.0,0.6072274261085491,0.9999982418649611,4.53181029554215e-11,4.193195244986031e-09,1.298287108440658e-06,2.4894496000706428e-05,1.2833360659574665e-06,2.4419454204501732e-05,5.191786166767859e-12,2.8339958068775026e-12,4.556057342312429e-07,4.4928004522640493e-07,4.1515881427779614e-10,2.0693073610947407e-08,1.5632422025590466e-08,1.0713305269968089e-08,5.118059151395015e-10,4.041123961374203e-09,1.389584233232247e-11
4.5358486117357355e-09,0.23398233250668823,3.76,0.0,0.6072263601104763,0.999998150419975,5.2889355523999544e-11,4.705456194349124e-09,1.3525522628247223e-06,2.590697160059183e-05,1.3355007328664462e-06,2.5392392966535285e-05,5.628032579282043e-12,2.954916878955368e-12,4.925119626500699e-07,4.85413915617977e-07,4.4436297073103576e-10,2.327967550000354e-08,1.7403215510911867e-08,1.205728959190842e-08,5.551279449500281e-10,4.537539870932437e-09,1.4496791488331759e-11
4.713017474601574e-09,0.23398237673011688,3.76,0.0,0.6072252939162707,0.999998057422269,6.136641841503723e-11,5.257280166939235e-09,1.4070134486571416e-06,2.6919535134479007e-05,1.387665679519053e-06,2.6363817936953524e-05,6.080936541095494e-12,3.075680665498419e-12,5.307847566379e-07,5.228555323792323e-07,4.742324269686202e-10,2.6069938192547134e-08,1.9287367856064466e-08,1.3507867597282341e-08,6.002516011509632e-10,5.072386105911216e-09,1.509983357909615e-11
4.890186337467413e-09,0.23398242096261843,3.76,0.0,0.6072242275162986,0.9999979628727864,7.081785020232736e-11,5.850061748896521e-09,1.461680315716868e-06,2.7932192242985392e-05,1.4398309324677597e-06,2.733373146775643e-05,6.5503855403058776e-12,3.1962872910488483e-12,5.704164775351111e-07,5.615953296877501e-07,5.047452759340488e-10,2.907107506992802e-08,2.12864512714836e-08,1.5068903329285226e-08,6.471835421216181e-10,5.647000804374018e-09,1.5705074463704904e-11
5.067355200333252e-09,0.23398246520450475,3.76,0.0,0.6072231609008685,0.9999978667724743,8.131457735882449e-11,6.485187648345872e-09,1.51656256947717e-06,2.8944948641220756e-05,1.4919965180976482e-06,2.8302135907274774e-05,7.036267677081826e-12,3.3167368525194197e-12,6.113995200206613e-07,6.01623798145704e-07,5.358809138802941e-10,3.229024673685683e-08,2.340191067797892e-08,1.674423919870637e-08,6.95930741542653e-10,6.262712317440429e-09,1.6312620967973312e-11
5.244524063199091e-09,0.23398250945608556,3.76,0.0,0.6072220940602379,0.9999977691222817,9.292988085875791e-11,7.164036728694068e-09,1.5716699650950891e-06,2.9957810112658313e-05,1.5441624626271406e-06,2.9269033600175682e-05,7.538471660144372e-12,3.4370294217133958e-12,6.537263119775165e-07,6.429314844621115e-07,5.676199852853552e-10,3.5734561333470384e-08,2.5635070147508634e-08,1.8537696078341716e-08,7.465004904988612e-10,6.920839259437029e-09,1.692258075989773e-11
5.4216929260649295e-09,0.2339825537176683,3.76,0.0,0.6072210269846183,0.9999976699231611,1.0573938283583218e-10,7.8879800416857e-09,1.6270123017077779e-06,3.0970782503315064e-05,1.5963287921087238e-06,3.0234426887468173e-05,8.056886798665685e-12,3.5571650757164728e-12,6.973893143587672e-07,6.855089911368321e-07,5.999443299572464e-10,3.941107484563953e-08,2.7987139033104793e-08,2.0453073397024838e-08,7.989003996221526e-10,7.622690557758097e-09,1.753506198221459e-11
5.598861788930768e-09,0.23398259798955756,3.76,0.0,0.6072199596641821,0.9999975691760667,1.1982103329720866e-10,8.658380860224394e-09,1.6825994170218768e-06,3.1983871716227226e-05,1.6484955324296766e-06,3.1198318106508774e-05,8.591402997091215e-12,3.677143909661496e-12,7.423810210539971e-07,7.293469761463338e-07,6.328369322500076e-10,4.33267914135258e-08,3.045921780185506e-08,2.249414923327801e-08,8.531384008066365e-10,8.369565502440613e-09,1.815017311972545e-11
5.776030651796607e-09,0.23398264227205653,3.76,0.0,0.6072188920890663,0.9999974668819567,1.3525509689343676e-10,9.476594710964209e-09,1.7384411821827031e-06,3.2997083706207624e-05,1.700662709312796e-06,3.216070959100705e-05,9.141910753964189e-12,3.796966025326211e-12,7.886939587559199e-07,7.74436152631248e-07,6.662818723155034e-10,4.748866363838352e-08,3.305230358424149e-08,2.4664680408580788e-08,9.092227485138668e-10,9.162753795455892e-09,1.8768023092561316e-11
5.953199514662446e-09,0.23398268656546545,3.76,0.0,0.607217824249378,0.9999973630417912,1.521241397439894e-10,1.0343969406677207e-08,1.7945474969095023e-06,3.40104244748712e-05,1.7528303483171202e-06,3.312160367103124e-05,9.708301161016577e-12,3.916631518208869e-12,8.363206868275605e-07,8.207672885856771e-07,7.002642793111233e-10,5.190359288761644e-08,3.576729545365321e-08,2.6968402580256386e-08,9.671620209619342e-10,1.0003535599721936e-08,1.938872129119442e-11
6.130368377528285e-09,0.23398273087008248,3.76,0.0,0.6072167561351989,0.9999972576565336,1.7051301631788672e-10,1.126184507840371e-08,1.850928284883311e-06,3.5023900065914974e-05,1.8049984748386533e-06,3.4081002673013755e-05,1.029046590010964e-11,4.036140477731358e-12,8.852537971700516e-07,8.683312065482322e-07,7.34770286483915e-10,5.6578429598102444e-08,3.860499944961516e-08,2.9409030333978234e-08,1.0269651212981586e-09,1.0893181587841325e-08,2.00123774627198e-11
6.3075372403941235e-09,0.23398277518620375,3.76,0.0,0.6072156877365901,0.9999971507271501,1.9050885636887735e-10,1.2231554207391506e-08,1.9075934893748482e-06,3.6037516560640075e-05,1.8571671141110872e-06,3.503890891975683e-05,1.0888297238996575e-11,4.155492994674282e-12,9.354859140909179e-07,9.171187832947928e-07,7.697869880559524e-10,6.15199735778e-08,4.156613335739638e-08,3.199025727589946e-08,1.08864127862737e-09,1.1832952990569614e-08,2.0639101585076916e-11
6.484706103259962e-09,0.233982819514123,3.76,0.0,0.6072146190435962,0.9999970422546098,2.122010519248185e-10,1.3254421656829632e-08,1.9645530691008555e-06,3.7051280073703915e-05,1.9093362912065207e-06,3.5995324730438086e-05,1.1501688027758119e-11,4.274689164623863e-12,9.870096941727535e-07,9.671209495329858e-07,8.053023978411689e-10,6.67349743056464e-08,4.46513312556478e-08,3.471575612440699e-08,1.1522000488047724e-09,1.2824101645018104e-08,2.1269003828223552e-11
6.661874966125801e-09,0.23398286385413156,3.76,0.0,0.6072135500462486,0.9999969322398841,2.3568124433097743e-10,1.4331764703381556e-08,2.021816994297965e-06,3.806519674909167e-05,1.961506031036182e-06,3.695025242061604e-05,1.2130531696250626e-11,4.3937290853730375e-12,1.039817826142352e-06,1.018328689598379e-06,8.413054095272447e-10,7.223013122975504e-08,4.78611478430579e-08,3.758917880150114e-08,1.2176513150482608e-09,1.386787004259454e-08,2.1902194554940222e-11
6.83904382899164e-09,0.23398290820651885,3.76,0.0,0.6072124807345698,0.9999968206839476,2.6104331134696635e-10,1.546489306852263e-08,2.0793952430035713e-06,3.907927275629659e-05,2.013676358351143e-06,3.7903694302235855e-05,1.2774722251673884e-11,4.512612853687122e-12,1.0939030307403487e-06,1.0707330411523758e-06,8.777857585578617e-10,7.801209406392128e-08,5.119606255461692e-08,4.061415652380145e-08,1.2850052884518086e-09,1.4965491376685047e-08,2.253878428692584e-11
7.016212691857479e-09,0.23398295257157217,3.76,0.0,0.6072114110985773,0.9999967075877785,2.8838335429697345e-10,1.6655108949686634e-08,2.137297797533554e-06,4.009351428669858e-05,2.0658472977430386e-06,3.8855652683634745e-05,1.3434154275634438e-11,4.631340565218023e-12,1.1492580605913815e-06,1.1243250948818e-06,9.147339855522155e-10,8.408746308244558e-08,5.465648347770802e-08,4.3794299893180435e-08,1.354272508404235e-09,1.6118189590080854e-08,2.317888363889376e-11
7.1933815547233174e-09,0.23398299694957647,3.76,0.0,0.6072103411282866,0.9999965929523568,3.177996852729397e-10,1.790370705122598e-08,2.195534641147183e-06,4.110792755013184e-05,2.118018873644777e-06,3.980612986954763e-05,1.4108722920912775e-11,4.749912316302667e-12,1.205875700074716e-06,1.1790959942001557e-06,9.521414012009591e-10,9.046278941328505e-08,5.824275107776338e-08,4.713319898702683e-08,1.4254638428755095e-09,1.732717942215342e-08,2.3822603265182768e-11
7.370550417589156e-09,0.23398304134081452,3.76,0.0,0.6072092708137139,0.9999964767786657,3.4939281439035227e-10,1.921197461519023e-08,2.254115754890047e-06,4.212251877163184e-05,2.1701911103312595e-06,4.075512816111275e-05,1.4798323908391752e-11,4.868328204873924e-12,1.2637487651953318e-06,1.2350369349505628e-06,9.900000525804527e-10,9.714457532954254e-08,6.19551417426927e-08,5.0634423448139954e-08,1.4985904885636805e-09,1.8593666455781124e-08,2.4470053832112954e-11
7.547719280454995e-09,0.233983085745567,3.76,0.0,0.6072082001448799,0.9999963590676919,3.8326543709635427e-10,2.0581191451926798e-08,2.313051114606366e-06,4.313729418835321e-05,2.222364031920082e-06,4.170264985587718e-05,1.5502853524247682e-11,4.9865883298677e-12,1.3228701034554913e-06,1.292139165110353e-06,1.0283026908296994e-09,1.0413927453930335e-07,6.579387115480232e-08,5.430152257425651e-08,1.5736639709302906e-09,1.991884716403074e-08,2.512134599420316e-11
7.724888143320834e-09,0.2339831301641126,3.76,0.0,0.6072071291118123,0.9999962398204242,4.195224215298805e-10,2.2012629970507902e-08,2.3723506881124273e-06,4.415226004665033e-05,2.2745376623722515e-06,4.2648697247802445e-05,1.622220861719215e-11,5.104692790411324e-12,1.3832325937267989e-06,1.3503939844973195e-06,1.0670427401364814e-09,1.1145329247382756e-07,6.9759097498507e-08,5.813802540721107e-08,1.650696144145252e-09,2.1303908956596593e-08,2.577659035898366e-11
7.902057006186673e-09,0.2339831745967276,3.76,0.0,0.6072060577045483,0.9999961190378549,4.5827079593353147e-10,2.3507555208987517e-08,2.4320244325232837e-06,4.516742259931244e-05,2.3267120254928906e-06,4.359327262727008e-05,1.6956286595603972e-11,5.222641685765237e-12,1.444829146122752e-06,1.4097927444776088e-06,1.1062142679810786e-09,1.1909298657410834e-07,7.385092451176217e-08,6.214744082173181e-08,1.7296991909389708e-09,2.2750030226000197e-08,2.6435897448031698e-11
8.25639473191835e-09,0.23398326350526177,3.76,0.0,0.6072039137276454,0.9999958728707936,5.436805530997667e-10,2.669288932274004e-08,2.5525341943326077e-06,4.719836281584523e-05,2.431063044184864e-06,4.547801649249203e-05,1.846820362309489e-11,5.458073181387019e-12,1.5716962331918815e-06,1.5319877476873687e-06,1.1858310784366703e-09,1.3537459478849364e-07,8.241454018796258e-08,7.069894458817368e-08,1.8936682771855737e-09,2.58301199544997e-08,2.7767141285903168e-11
8.575298685076861e-09,0.23398334357379094,3.76,0.0,0.6072019827690244,0.9999956460797184,6.30187380257941e-10,2.9789355612126935e-08,2.662372228799779e-06,4.902694447569105e-05,2.5249817023800237e-06,4.716927459259293e-05,1.9878263373260623e-11,5.669430503090481e-12,1.6900266134589676e-06,1.64578980949748e-06,1.2589145365633778e-09,1.5120465998331178e-07,9.05547940598774e-08,7.902145024761253e-08,2.0481097759600277e-09,2.8822662753516355e-08,2.8980261240787428e-11
8.894202638235372e-09,0.23398342369210998,3.76,0.0,0.6072000504437712,0.9999954143298264,7.265282229078882e-10,3.311085901334739e-08,2.773576688108211e-06,5.085626070052882e-05,2.6189030975877864e-06,4.885579882930773e-05,2.1334455042496105e-11,5.880285365704187e-12,1.8122465076504119e-06,1.763166060785818e-06,1.3333302276189755e-09,1.681866234074144e-07,9.910465111997309e-08,8.79578502529035e-08,2.2091413525758037e-09,3.2030957317592205e-08,3.0208256396264666e-11
