Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6)
0.00017933405261318636,0.4512776040196336,3.76,0.0,0.6623675018252706,0.9999995267497032,2.0630556228005336e-07,2.255167773450809e-09,1.0493856516442001e-07,8.945740184331125e-08,1.2108701677684834e-07,3.294455071851936e-10,3.396500488186066e-13,1.6485874325045258e-17,4.775781846409506e-10,1.589531627929368e-10,1.0761629237230109e-07,4.448533944697671e-08,2.0153871549804144e-12,2.9189677716909795e-08,1.9104720832109867e-07,1.9677275596740089e-10
0.00019692626399747155,0.4512776038109121,3.76,0.0,0.6623674369048151,0.9999994593824721,2.473238125653212e-07,2.4683741015543165e-09,1.1526424714171691e-07,9.828108104312595e-08,1.3297463801734085e-07,3.2944550260531923e-10,3.406780328941607e-13,1.652163362749715e-17,4.776008670010222e-10,1.5895316772078764e-10,1.1833743234158008e-07,4.889717853277238e-08,2.015387299447202e-12,3.2106206879799016e-08,2.3050900191890962e-07,1.9678181098712668e-10
0.00021451847538175674,0.45127760360220087,3.76,0.0,0.6623673682814261,0.9999993883126779,2.920449657349135e-07,2.68158167897626e-09,1.2558999673181507e-07,1.0710475991340448e-07,1.4486190323300895e-07,3.2944549838115956e-10,3.4131853314494413e-13,1.6543913820072293e-17,4.776235358560835e-10,1.5895316553838277e-10,1.290586414539485e-07,5.3309017650884416e-08,2.0153873609235194e-12,3.502287584623515e-08,2.7367359243573783e-07,1.967908607047194e-10
0.00023211068676604193,0.45127760339350054,3.76,0.0,0.6623672959550947,0.9999993135403177,3.404690443861307e-07,2.8947903756517176e-09,1.3591580743485218e-07,1.1592843822427333e-07,1.567487994120464e-07,3.2944549451272887e-10,3.417747189902858e-13,1.655978239893038e-17,4.776462021012296e-10,1.5895315975525193e-10,1.3977991282504212e-07,5.772085658305521e-08,2.0153873838405054e-12,3.7939684431729496e-08,3.2054100240924325e-07,1.9679991170909281e-10
0.0002497028981503271,0.45127760318481164,3.76,0.0,0.6623672199258135,0.9999992350653915,3.925960687332392e-07,3.1080000623380213e-09,1.462416729268601e-07,1.2475211590172533e-07,1.6863531356590763e-07,3.2944549100001484e-10,3.4209657822749317e-13,1.657097825055017e-17,4.776688683977512e-10,1.5895315123489256e-10,1.5050123976710594e-07,6.213269526686031e-08,2.015387379338248e-12,4.085663255829533e-08,3.71111251923566e-07,1.968089638761643e-10
0.0002740188015901928,0.45127760289638225,3.76,0.0,0.6623671087420664,0.9999991205019233,4.7074220447891417e-07,3.402699262874261e-09,1.6051413270629629e-07,1.3694817640332863e-07,1.8506416583854603e-07,3.2944548673041395e-10,3.4236994584441626e-13,1.6580487083382303e-17,4.77700200398501e-10,1.5895313580916354e-10,1.6532030582830997e-07,6.823072539080063e-08,2.015387338469066e-12,4.488865939613974e-08,4.4710544299708634e-07,1.968214788310705e-10
0.00029833470503005846,0.4512776026079772,3.76,0.0,0.6623669904839353,0.9999989988648345,5.559627762038246e-07,3.697399770263141e-09,1.7478666851399024e-07,1.4914423548348011e-07,2.0149222917694338e-07,3.2944548314045867e-10,3.424908647272267e-13,1.6584692777662586e-17,4.777315379940342e-10,1.5895311695358342e-10,1.8013944776446383e-07,7.432875488160207e-08,2.0153872674544055e-12,4.892095255257964e-08,5.301738666076671e-07,1.968339989744043e-10
0.00032265060846992414,0.4512776023195979,3.76,0.0,0.6623668651514237,0.9999988701541449,6.482578154800038e-07,3.992101244973183e-09,1.8905926371943725e-07,1.613402930086654e-07,2.17919469300855e-07,3.294454802301039e-10,3.425304901900262e-13,1.658607055761923e-17,4.777628849420392e-10,1.5895309589734077e-10,1.949586479887282e-07,8.042678363632223e-08,2.015387182732341e-12,5.295351186260839e-08,6.203165539623744e-07,1.9684652551473136e-10
0.0003469665119097898,0.45127760203124595,3.76,0.0,0.6623667327445426,0.999998734369884,7.476273456663272e-07,4.286803347822677e-09,2.0333190171548396e-07,1.735363488656688e-07,2.343458519367485e-07,3.294454779993611e-10,3.4254002981597375e-13,1.6586401741537442e-17,4.777942439332515e-10,1.5895307352499203e-10,2.0977788893979762e-07,8.652481157231184e-08,2.01538709541233e-12,5.6986337174558895e-08,7.17533528047187e-07,1.9685905941782755e-10
0.0003712824153496555,0.45127760174292253,3.76,0.0,0.6623665932633122,0.9999985915120888,8.540713816498954e-07,4.581505740330936e-09,2.1760456592219093e-07,1.8573240296550897e-07,2.507713428186875e-07,3.2944547644831714e-10,3.4254687640635305e-13,1.658663922174301e-17,4.778256163850595e-10,1.5895305030964467e-10,2.2459715308537648e-07,9.262283863114904e-08,2.015387010106895e-12,6.101942835278567e-08,8.218248033679389e-07,1.9687160221863482e-10
0.00041991422222938693,0.4512776011663674,3.76,0.0,0.662366293077921,0.9999982845760862,1.0881829891542024e-06,5.170910040117741e-09,2.461499067615218e-07,2.101245056314935e-07,2.836195122923937e-07,3.29445475385182e-10,3.4256995074342196e-13,1.658744044684475e-17,4.778884023510329e-10,1.589530016517907e-10,2.54235680959163e-07,1.048188899773855e-07,2.0153868525788973e-12,6.908640782690582e-08,1.0516302742939445e-06,1.9689671419919284e-10
0.00046854602910911835,0.45127760058994426,3.76,0.0,0.6623659645955742,0.9999979493466018,1.3505925904276996e-06,5.7603114374865465e-09,2.746951539014859e-07,2.3451660054025634e-07,3.16463703719441e-07,3.2944547704083344e-10,3.425776011824495e-13,1.658770503984113e-17,4.779512411707123e-10,1.5895294954178422e-10,2.838740916906084e-07,1.1701493745309411e-07,2.0153867032616096e-12,7.715444935681585e-08,1.3097329160193948e-06,1.969218609751597e-10
0.0005171778359888497,0.45127760001366457,3.76,0.0,0.6623656078167283,0.9999975858242341,1.6413000039079536e-06,6.349707224542573e-09,3.032401750155651e-07,2.5890868721038147e-07,3.493036431738138e-07,3.294454814146676e-10,3.42562508216505e-13,1.6587178379700998e-17,4.78014131914037e-10,1.589528938540814e-10,3.1351224537174116e-07,1.2921098082129576e-07,2.0153865740817354e-12,8.522355199528727e-08,1.5961325438345088e-06,1.9694703876635178e-10
0.0005658096428685811,0.45127759943754003,3.76,0.0,0.6623652227419742,0.9999971940097154,1.9603049145599344e-06,6.939094696764929e-09,3.317848377580386e-07,2.833007651250188e-07,3.8213905681125377e-07,3.294454885079792e-10,3.425522372953013e-13,1.6586819371313288e-17,4.780770756641543e-10,1.5895283506314885e-10,3.431500020665542e-07,1.4140701980953168e-07,2.015386439711649e-12,9.32937147619242e-08,1.910828839590653e-06,1.9697225288355204e-10
0.0006630732566280439,0.4512775982858024,3.76,0.0,0.6623643677077699,0.9999963255078177,2.683205300749351e-06,8.117833871396677e-09,3.888725590772248e-07,3.320848927454521e-07,4.477952117715966e-07,3.2944551084932733e-10,3.425334320190624e-13,1.658616147444764e-17,4.782031192886562e-10,1.5895270795775562e-10,4.024237651271714e-07,1.6579908368143803e-07,2.015386249111733e-12,1.0943721680035624e-07,2.6251094957815466e-06,1.970227780074874e-10
0.0007506105090115605,0.4512775972498846,3.76,0.0,0.6623635014136348,0.9999954471070237,3.430587196861497e-06,9.178643555727313e-09,4.402489559716438e-07,3.759905727430573e-07,5.068675278137408e-07,3.2944554025449847e-10,3.4254616300098867e-13,1.6586600659443258e-17,4.783167354543391e-10,1.5895258318236065e-10,4.557673914810365e-07,1.8775192372149873e-07,2.0153861264638574e-12,1.2396998444258847e-07,3.364730767645552e-06,1.970683663559239e-10
0.0008381477613950771,0.451277596214649,3.76,0.0,0.6623625434560372,0.9999944770571347,4.269641985822632e-06,1.0239384246476908e-08,4.916221356751765e-07,4.198962167836055e-07,5.65920926161216e-07,3.2944557846832816e-10,3.4256260463935737e-13,1.6587168624928045e-17,4.784305149569001e-10,1.5895244815197127e-10,5.091075576713706e-07,2.0970474578191346e-07,2.0153860334066423e-12,1.385061715603195e-07,4.19602219725391e-06,1.97114062897539e-10
0.0009256850137785937,0.4512775951801625,3.76,0.0,0.6623614938432434,0.9999934153672385,5.200363005622987e-06,1.1300040190044474e-08,5.429913280025883e-07,4.638018220363989e-07,6.249538138284254e-07,3.294456254886342e-10,3.4256374457073957e-13,1.6587203991937433e-17,4.785444537927842e-10,1.5895230254204225e-10,5.624434493586071e-07,2.3165754845702486e-07,2.015386013309306e-12,1.5304577224505621e-07,5.118977104579301e-06,1.9715986106830763e-10
0.0009999999999999998,0.45127759414649266,3.76,0.0,0.6623605308444372,0.9999924421280764,6.0624381746286276e-06,1.2200408667129453e-08,5.865976391054363e-07,5.010755713181074e-07,6.750526590715369e-07,3.294456723186656e-10,3.4255851887706256e-13,1.658701833260774e-17,4.786413057529479e-10,1.5895217072300484e-10,6.07719136938017e-07,2.5029442314299547e-07,2.015386030957141e-12,1.6539188002286726e-07,5.974457037373601e-06,1.9719882302320529e-10
0.0010132222661621102,0.45127759414649266,3.76,0.0,0.6623603525849169,0.9999922620478193,6.222742195196877e-06,1.236059564782126e-08,5.9435576328572e-07,5.077073856428143e-07,6.839645992983331e-07,3.294456813160185e-10,3.42558438354551e-13,1.6587014819880243e-17,4.786585496481245e-10,1.589521465049059e-10,6.157742527397977e-07,2.536103303130005e-07,2.015386033024235e-12,1.6758878047732975e-07,6.13358741064308e-06,1.972057635131943e-10
0.0011882967709291434,0.45127759208187074,3.76,0.0,0.6623577951773008,0.9999896805693258,8.54243585320954e-06,1.4481342215477936e-08,6.97067287371456e-07,5.955183765029304e-07,8.019135059963476e-07,3.2944581938930085e-10,3.425452522941123e-13,1.6586546045416728e-17,4.78887201859843e-10,1.5895180344405063e-10,7.224173428726178e-07,2.975158258522222e-07,2.0153861860696478e-12,1.9668499506431304e-07,8.437734917263844e-06,1.9729787830141821e-10
0.0013633712756961765,0.45127759002131934,3.76,0.0,0.6623548713384068,0.9999867327334175,1.1228630534799425e-05,1.660149831243127e-08,7.997505642167274e-07,6.833291665446727e-07,9.197549485977407e-07,3.294459926791116e-10,3.4255306666114413e-13,1.65868065827637e-17,4.791164501246122e-10,1.589514195036146e-10,8.290303319908709e-07,3.4142122097468677e-07,2.0153865370029715e-12,2.2579476537390434e-07,1.1108372150346658e-05,1.973903965045287e-10
0.0015384457804632097,0.45127758796537365,3.76,0.0,0.662351581195732,0.9999834186741197,1.4281211507969358e-05,1.872093857181198e-08,9.023994630264467e-07,7.711397330098761e-07,1.0374762612139821e-06,3.294462011752014e-10,3.4255982320519695e-13,1.6587029110980224e-17,4.793462702115412e-10,1.5895099431809985e-10,9.356067376112867e-07,3.8532650431252286e-07,2.0153870732647507e-12,2.5491804004579816e-07,1.4145384237533596e-05,1.9748330712344314e-10
0.001713520285230243,0.45127758591456685,3.76,0.0,0.662347924898997,0.9999797385476594,1.770004178512032e-05,2.0839537939369942e-08,1.0050078679666738e-06,8.589500531358055e-07,1.1550648140907607e-06,3.2944644486502534e-10,3.4255721374505976e-13,1.6586924620390972e-17,4.795766386214873e-10,1.5895052776219604e-10,1.0421400929924824e-06,4.292316644885853e-07,2.0153877929804596e-12,2.8405476626902617e-07,1.7548634052286364e-05,1.9757660142622244e-10
0.001888594789997276,0.4512775838694306,3.76,0.0,0.6623439026200825,0.9999756925324019,2.1484962181821346e-05,2.2957171714770592e-08,1.1075696802288021e-06,9.467601041531614e-07,1.2725080178798174e-06,3.2944672373350544e-10,3.4255394711304873e-13,1.658679605894903e-17,4.79807532738562e-10,1.5895002000692548e-10,1.1486239493154078e-06,4.7313669011379265e-07,2.015388698024555e-12,3.132048897880984e-07,2.1317962272696648e-05,1.9767027022355416e-10
0.002063669294764309,0.4512775818304951,3.76,0.0,0.6623395145529607,0.9999712808287783,2.5635791382160156e-05,2.507371559292176e-08,1.2100788200475735e-06,1.0345698633101041e-06,1.3897933277633857e-06,3.2944703776321386e-10,3.4255339585725986e-13,1.658676074553356e-17,4.80038929654875e-10,1.5894947113344322e-10,1.2550518778142471e-06,5.17041569810507e-07,2.0153897890749436e-12,3.4236835492728225e-07,2.545318744686905e-05,1.9776430410446955e-10
0.0022387437995313422,0.4512775797982878,3.76,0.0,0.6623347609136244,0.9999665036592139,3.01523260043953e-05,2.7189045700666558e-08,1.3125292284942787e-06,1.1223793078741317e-06,1.5069082471619265e-06,3.294473869343711e-10,3.425528871961248e-13,1.658672570492027e-17,4.802708061362471e-10,1.5894888112080603e-10,1.3614174716724613e-06,5.609462922138342e-07,2.015391065476772e-12,3.7154510459941927e-07,2.995410605860962e-05,1.9785869357654994e-10
0.0024138183042983754,0.4512775777733352,3.76,0.0,0.6623296419399927,0.9999613612680308,3.503434069235201e-05,2.9303038643808468e-08,1.414914869770182e-06,1.2101884151261688e-06,1.6238403324826707e-06,3.2944777122477984e-10,3.425509662639506e-13,1.658664032863575e-17,4.805031390195998e-10,1.589482499713896e-10,1.4677143484381654e-06,6.048508459649734e-07,2.015392526829155e-12,4.00735080311993e-07,3.4820492618871336e-05,1.979534291386497e-10
0.002763967313832442,0.4512775737472839,3.76,0.0,0.6623183090506122,0.9999499819070323,4.5893799477766435e-05,3.3526522072794904e-08,1.6194678339572281e-06,1.3858055268898569e-06,1.857106513542857e-06,3.2944864506303457e-10,3.4254534572060183e-13,1.6586404081828407e-17,4.809690818659535e-10,1.5894686442626062e-10,1.6800765540093427e-06,6.926594021072202e-07,2.0153960045152645e-12,4.591544689174776e-07,4.5648658273919146e-05,1.9814390049217733e-10
0.003114116323366508,0.4512775697564975,3.76,0.0,0.6623055182231047,0.9999371451346295,5.821192882176438e-05,3.7743189779367925e-08,1.8236899608977419e-06,1.5614210171693063e-06,2.0894935307256486e-06,3.2944965905377974e-10,3.425440403709312e-13,1.65863131232942e-17,4.81436574346738e-10,1.58945314893576e-10,1.8920879983139184e-06,7.804671475174775e-07,2.015400222844344e-12,5.176260250863587e-07,5.793544446542704e-05,1.9833564212521887e-10
0.0034642653329005745,0.45127756580508466,3.76,0.0,0.66229127214014,0.9999228536834571,7.198614438710367e-05,4.195207579103733e-08,2.027533989514988e-06,1.7370347048587054e-06,2.3209041403031436e-06,3.2945081293581875e-10,3.425421605606995e-13,1.6586197369327477e-17,4.819054325340587e-10,1.5894360159095864e-10,2.103698702270061e-06,8.682739916453059e-07,2.015405179596209e-12,5.761492313742332e-07,7.167826585384537e-05,1.985285774500788e-10
0.003814414342434641,0.4512775618971084,3.76,0.0,0.662275573824879,0.9999071106259798,8.72135201873898e-05,4.615222548175e-08,2.2309532089484473e-06,1.9126464092027198e-06,2.5512423178390873e-06,3.294521064108605e-10,3.425372210970919e-13,1.658597037939069e-17,4.823754734486074e-10,1.589417248131296e-10,2.3148592668239724e-06,9.56079844114281e-07,2.0154108728661324e-12,6.347235489227733e-07,8.68741954792557e-05,1.987226297974439e-10
0.004164563351968707,0.45127755803656894,3.76,0.0,0.6622584266366025,0.9998899193700601,0.0001038907928328596,5.0342696781427677e-08,2.4339015177121175e-06,2.0882559498327098e-06,2.7804133799501097e-06,3.294535391445955e-10,3.4253256070561707e-13,1.6585748306082716e-17,4.82846515482452e-10,1.5893968499079683e-10,2.525520935373147e-06,1.0438846147383651e-06,2.015417301820136e-12,6.933484178719808e-07,0.00010351996900826131,1.989177226265345e-10
0.004514712361502774,0.45127755422741095,3.76,0.0,0.6622398342659499,0.9998712836541344,0.00012201436617615402,5.452256134570624e-08,2.6363334809212034e-06,2.26386314681479e-06,3.008324101951374e-06,3.2945511076653643e-10,3.4252836830851554e-13,1.658553773328357e-17,4.833183781500247e-10,1.5893748253481298e-10,2.735635654163578e-06,1.1316882135504999e-06,2.015424464724034e-12,7.520232578043567e-07,0.00012161198938080008,1.9911377940109772e-10
0.00486486137103684,0.45127755047351126,3.76,0.0,0.6622198007297833,0.9998512075420216,0.00014158031633201224,5.869090567474599e-08,2.8382043850430233e-06,2.4394678206861194e-06,3.234882830303854e-06,3.294568208708625e-10,3.4252323691428235e-13,1.6585289730060447e-17,4.83790882394972e-10,1.5893511786260285e-10,2.9451561300756003e-06,1.2194905508199617e-06,2.0154323592922426e-12,8.107474682021757e-07,0.00014114633183081045,1.99310723726834e-10
0.005215010380570906,0.45127754677867665,3.76,0.0,0.6621983303656731,0.9998296954173518,0.00016258439708389044,6.284683218954527e-08,3.039470290576783e-06,2.615069792488518e-06,3.4599995906823358e-06,3.294586690168995e-10,3.425176198671279e-13,1.658502008050758e-17,4.842638509957754e-10,1.5893259145722774e-10,3.154035886227565e-06,1.3072915370674112e-06,2.015440983446961e-12,8.695204289255983e-07,0.0001621187492937591,1.9950847953846208e-10
0.005565159390104973,0.4512775431466393,3.76,0.0,0.662175427825995,0.9998067519776098,0.00018502204568115237,6.698946027193938e-08,3.240088082967357e-06,2.790668883806999e-06,3.683586192268462e-06,3.2946065472972183e-10,3.4251196910237475e-13,1.658474452068335e-17,4.847371086830502e-10,1.5892990383457679e-10,3.3622293157075795e-06,1.395091083085108e-06,2.015450334911015e-12,9.283415007177534e-07,0.00018452467820468017,1.9970697115412142e-10
0.005915308399639039,0.45127753958105293,3.76,0.0,0.6621510980716612,0.9997823822278165,0.00020888838900639153,7.111792726404018e-08,3.4400155215411566e-06,2.9662649168066147e-06,3.905556327850894e-06,3.294627775007618e-10,3.4250591985678976e-13,1.6584450377734368e-17,4.852104823044114e-10,1.589270555285856e-10,3.5696917332124247e-06,1.4828890999557462e-06,2.0154604110341005e-12,9.87210025730646e-07,0.00020835924466628604,1.999061233524813e-10
0.0062654574091731054,0.4512775360854875,3.76,0.0,0.6621253463655136,0.9997565914738707,0.00023417825008577458,7.523138941987924e-08,3.6392112861119666e-06,3.1418577142665063e-06,4.125825669013139e-06,3.2946503678847234e-10,3.424994066055106e-13,1.658413538909754e-17,4.856838010870973e-10,1.589240471097859e-10,3.776379424225385e-06,1.570685499068913e-06,2.015471209041671e-12,1.046125328068657e-06,0.00023361727096003247,2.0010586149610674e-10
0.006615606418707172,0.4512775326634269,3.76,0.0,0.662098178265398,0.9997293853155802,0.0002608861549232421,7.932902280613852e-08,3.837635021106202e-06,3.317447099614232e-06,4.344311956094977e-06,3.294674320190404e-10,3.424926151162458e-13,1.658380603463246e-17,4.861568968322793e-10,1.5892087918372504e-10,3.982249691575014e-06,1.6584801921382781e-06,2.0154827260268237e-12,1.1050867143502506e-06,0.00026029328238096977,2.0030611162483762e-10
0.006965755428241238,0.45127752931826404,3.76,0.0,0.6620695996169335,0.9997007696393868,0.0002890063396453041,8.341002415227815e-08,4.035247377220634e-06,3.4930328969596754e-06,4.560935082957759e-06,3.29469962587125e-10,3.424855093044369e-13,1.6583461077676702e-17,4.866296040778665e-10,1.5891755238200606e-10,4.187260899387085e-06,1.746273091218786e-06,2.0154949588508317e-12,1.1640934742866409e-06,0.00028838151438312023,2.0050680053550492e-10
0.0073159044377753045,0.451277526053299,3.76,0.0,0.6620396165459912,0.9996707506108033,0.0003185327579412782,8.747361165002301e-08,4.232010050608877e-06,3.6686149311274145e-06,4.7756171765503615e-06,3.2947262785662447e-10,3.424780233278566e-13,1.658309824726297e-17,4.871017602890879e-10,1.589140673647855e-10,4.391372514424504e-06,1.8340641087227452e-06,2.015507904190234e-12,1.2231448812756496e-06,0.00031787592002023,2.0070785587531873e-10
0.007666053447309371,0.45127752287173395,3.76,0.0,0.6620082354509017,0.9996393346665853,0.0003494590887796425,9.151902570053804e-08,4.427885819515055e-06,3.844193027688258e-06,4.988282671109602e-06,3.294754271614708e-10,3.4247019948276697e-13,1.6582719034982476e-17,4.875732060388909e-10,1.5891042482230855e-10,4.59454514472939e-06,1.9218531574355253e-06,2.0155215585709676e-12,1.2822401930097932e-06,0.0003487701776625649,2.0090920623170278e-10
0.008366351466377504,0.451277516771114,3.76,0.0,0.6619413060948294,0.9995723390852063,0.00041548487902549127,9.955241006928214e-08,4.816833361514046e-06,4.195336714185067e-06,5.407273528136738e-06,3.29481425068212e-10,3.4245353074810477e-13,1.6581911291099025e-17,4.885133448942313e-10,1.589026700553296e-10,4.997921794640445e-06,2.097425001585405e-06,2.0155509796774846e-12,1.4005594867224814e-06,0.00041473163770080145,2.0131251151205844e-10
0.008996619683538824,0.45127751159583157,3.76,0.0,0.661876357908958,0.999507335447055,0.00047962704077927427,1.067131604836332e-07,5.163502822806221e-06,4.511350831887405e-06,5.776759994002884e-06,3.294872743193681e-10,3.424374373766249e-13,1.6581130741290672e-17,4.893555098052117e-10,1.5889515949342848e-10,5.35737884137787e-06,2.25543206128971e-06,2.0155798452589344e-12,1.5071892590980426e-06,0.00047881569000590875,2.0167580086499481e-10
0.009626887900700144,0.4512775067358532,3.76,0.0,0.6618069912110786,0.9994379174270448,0.0005481949249389649,1.1380429800159118e-07,5.506772598642013e-06,4.827349516270919e-06,6.1386495798476e-06,3.2949354620451553e-10,3.4242027645981164e-13,1.6580298408877857e-17,4.901930515472135e-10,1.5888715046772375e-10,5.713236597065271e-06,2.413431404374169e-06,2.0156109464865438e-12,1.6139490874087825e-06,0.0005473252610125898,2.020389867471454e-10
0.009999999999999998,0.4512775022060468,3.76,0.0,0.6617638634282814,0.9993947612806394,0.0005908533643511767,1.1796791707816541e-07,5.70831122567492e-06,5.014409711093983e-06,6.3491610863854125e-06,3.294974562835833e-10,3.42409580980575e-13,1.6579780174435283e-17,4.906863621322812e-10,1.5888217631773275e-10,5.922128889674772e-06,2.506961502332811e-06,2.0156304010512676e-12,1.6772091037279764e-06,0.0005899490827932393,2.0225378793113177e-10
0.010257156117861464,0.4512775022060468,3.76,0.0,0.6617332520594313,0.9993641312595876,0.000621142834383162,1.2082227401556898e-07,5.8464685822455875e-06,5.143331780864125e-06,6.492592729789781e-06,3.2950023587541534e-10,3.4240196710521175e-13,1.6579411624641505e-17,4.910251720318404e-10,1.5887864790125345e-10,6.065310647401199e-06,2.57142253760303e-06,2.0156442573956947e-12,1.7208341587348995e-06,0.0006202146514944161,2.0240169677137977e-10
0.010887424335022784,0.45127749802005235,3.76,0.0,0.661655188679028,0.9992860253311028,0.0006984228774030247,1.2776381338218493e-07,6.182430006834989e-06,5.459296649206075e-06,6.838268055580331e-06,3.295073382334843e-10,3.423826419131542e-13,1.6578475152364382e-17,4.918511163957193e-10,1.5886965693858214e-10,6.413430646504979e-06,2.729404972745717e-06,2.015679750597121e-12,1.8278395471510947e-06,0.0006974359680408767,2.0276357412077487e-10
0.011517692552184104,0.45127749419034047,3.76,0.0,0.6615728512856194,0.9992036500037753,0.0007799851432593389,1.3462591912786248e-07,6.514509678027922e-06,5.775243155270007e-06,7.175382777075481e-06,3.29514847954313e-10,3.423623302622394e-13,1.657749017106811e-17,4.926701746731851e-10,1.5886018292441975e-10,6.757440561409189e-06,2.8873782267888093e-06,2.01571739734806e-12,1.934960226426786e-06,0.0007789392986112861,2.0312427856309875e-10
0.012147960769345423,0.45127749072814466,3.76,0.0,0.6614862919074178,0.9991170574371633,0.0008657778801774447,1.414058752897508e-07,6.842574114915983e-06,6.0911703438465195e-06,7.503672972126255e-06,3.2952275951755994e-10,3.423409103881056e-13,1.6576452607618762e-17,4.934816831792402e-10,1.5885023138906943e-10,7.0971988196949105e-06,3.045341822127647e-06,2.015757167714929e-12,2.042191082727764e-06,0.000864672890524422,2.0348348734924383e-10
0.012778228986506743,0.45127748764349174,3.76,0.0,0.6613955642057469,0.9990263014088284,0.000955747674592114,1.4810124798933849e-07,7.166503604920131e-06,6.407077270890242e-06,7.822903647590472e-06,3.2953106720879577e-10,3.423184798627771e-13,1.657536602348725e-17,4.942850255680888e-10,1.5883980802758292e-10,7.432578366497514e-06,3.20329528673949e-06,2.0157990306631642e-12,2.1495269272473877e-06,0.0009545833296961516,2.0384089597570906e-10
0.013408497203668063,0.45127748494518927,3.76,0.0,0.6613007232955602,0.9989314371349258,0.0010498396306997586,1.5470988477815e-07,7.486192174087944e-06,6.722963003828027e-06,8.132868634820176e-06,3.295397651412376e-10,3.422951232281892e-13,1.6574233531081918e-17,4.950796335277881e-10,1.588289186779912e-10,7.763466632319016e-06,3.361238154337732e-06,2.015842954130375e-12,2.2569625087042635e-06,0.0010486157201824945,2.041962187814147e-10
0.014038765420829383,0.45127748264084355,3.76,0.0,0.6612018255670139,0.9988325210919298,0.0011479975491200613,1.6122991238954817e-07,7.801547479126426e-06,7.038826621829395e-06,8.433390322307443e-06,3.2954884729256916e-10,3.4227070546286936e-13,1.6573050608940588e-17,4.958649872096427e-10,1.5881756930722342e-10,8.089765417626211e-06,3.519169964507211e-06,2.015888905194977e-12,2.3644925256330782e-06,0.0011467138628304305,2.045491894279213e-10
0.014669033637990703,0.45127748073687357,3.76,0.0,0.6610989285091331,0.9987296108405354,0.0012501641036166866,1.676597329766355e-07,8.112490625608674e-06,7.354667216038495e-06,8.724319236025527e-06,3.295583075023238e-10,3.422452787273499e-13,1.6571819249997868e-17,4.966406153712672e-10,1.5880576598936488e-10,8.41139070001022e-06,3.6770902628200007e-06,2.0159368501505943e-12,2.472111638403091e-06,0.0012488204319862372,2.0489956125555167e-10
0.015299301855152023,0.45127747923853734,3.76,0.0,0.6609920905364997,0.9986227648526512,0.0013562810149371628,1.7399801896334797e-07,8.418955918301683e-06,7.670483889769809e-06,9.005533479794134e-06,3.2956813948891464e-10,3.4221898223898186e-13,1.6570544478056614e-17,4.97406095190775e-10,1.587935148850046e-10,8.728272369948139e-06,3.834998600933317e-06,2.015986754580757e-12,2.5798144809091716e-06,0.0013548771493216221,2.0524710747864908e-10
0.015929570072313343,0.45127747814995794,3.76,0.0,0.6608813708197584,0.9985120423422785,0.001466289220961855,1.8024370664130357e-07,8.720890549666164e-06,7.986275758667955e-06,9.276938047367575e-06,3.295783368950954e-10,3.421916900733127e-13,1.6569222096001705e-17,4.981610518620135e-10,1.5878082222992309e-10,9.040353900494665e-06,3.992894536669579e-06,2.0160385835445733e-12,2.687595671887287e-06,0.0014648249539677613,2.0559162127590285e-10
0.016559838289474663,0.4512774774741587,3.76,0.0,0.6607668291206842,0.9983975031010084,0.0015801290424120515,1.8639598860883466e-07,9.01825423195575e-06,8.302041950831658e-06,9.538464019049222e-06,3.295888932804373e-10,3.421633914920236e-13,1.656785191508195e-17,4.989051579619948e-10,1.587676943125008e-10,9.34759195800826e-06,4.150777634078205e-06,2.0160923016201777e-12,2.7954498258109745e-06,0.001578604168207395,2.0593291578021952e-10
0.017190106506635983,0.4512774772131009,3.76,0.0,0.6606485256324851,0.9982792073388093,0.001697740343422112,1.9245430518437975e-07,9.311018779200789e-06,8.617781606903781e-06,9.790067656048945e-06,3.295998021289514e-10,3.4213426623175007e-13,1.6566440373306e-17,4.996381325320981e-10,1.5875413745405383e-10,9.649955960552595e-06,4.30864746348062e-06,2.0161478729638307e-12,2.9033715633309933e-06,0.0016961546580301068,2.0627082391921163e-10
0.017820374723797303,0.45127747736772533,3.76,0.0,0.6605265208259559,0.9981572155307101,0.0018190626863521697,1.9841833495703952e-07,9.599167646314417e-06,8.933493880128843e-06,1.0031729406122525e-05,3.296110569054539e-10,3.4210422399720425e-13,1.6564984516249644e-17,5.003597400029549e-10,1.587401580027953e-10,9.94742758996758e-06,4.466503601499205e-06,2.0162052615312447e-12,3.0113555212248106e-06,0.0018174159879274818,2.066051981702515e-10
0.018450642940958623,0.4512774779379976,3.76,0.0,0.6604008753020002,0.9980315882698885,0.0019440354803098346,2.0428798456974465e-07,9.882695430896776e-06,9.249177936378259e-06,1.0263452833811227e-05,3.2962265104396957e-10,3.420731841199077e-13,1.6563481724452494e-17,5.010697889635428e-10,1.5872576231040048e-10,1.0240000265131403e-05,4.624345631069795e-06,2.016264431078992e-12,3.1193963618278807e-06,0.0019423275693967192,2.0693591024889897e-10
