Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6)
4.433094036141746e-06,0.4512776060634161,3.76,0.0,0.6623679453595356,0.9999999946937973,1.3682190030212874e-10,7.945599388491745e-11,2.405328574614896e-09,1.7548484446466553e-09,2.901662276659924e-09,3.181680589320827e-10,2.768815588278908e-14,5.473952239935887e-18,3.636938719555704e-10,1.485700077770894e-10,1.4188762104232543e-09,6.449828116490074e-10,1.882938990366426e-12,2.8402645287408847e-10,1.0592555852362099e-10,6.196468832993222e-11
4.562022624248862e-06,0.4512776060630578,3.76,0.0,0.662367945185421,0.999999994501631,1.4712996416121057e-10,8.251308941218733e-11,2.4773085062671065e-09,1.8174895202830805e-09,2.9877666338949966e-09,3.1922229920752237e-10,2.8735317046660375e-14,5.525334239350503e-18,3.7011804549649514e-10,1.4952785288176507e-10,1.4823834087349287e-09,6.753028918690361e-10,1.8951563866601965e-12,3.0044840888614835e-10,1.122197953139691e-10,6.485687092408209e-11
4.690951212355978e-06,0.4512776060626566,3.76,0.0,0.6623679450103561,0.9999999943083918,1.578259101690818e-10,8.555053155552824e-11,2.5494080291077653e-09,1.880317534323937e-09,3.0739298509732275e-09,3.201779873301152e-10,2.9782468876828884e-14,5.575321746675034e-18,3.7621673533233176e-10,1.5039842493036065e-10,1.546533060711093e-09,7.05808797297e-10,1.906260574737832e-12,3.1715054681494576e-10,1.1870212825259353e-10,6.773890654348401e-11
4.819879800463095e-06,0.4512776060622138,3.76,0.0,0.6623679448343757,0.9999999941141253,1.6890712254817517e-10,8.856656585310272e-11,2.6216220599133106e-09,1.9433154340221545e-09,3.1601489253452294e-09,3.2104433615021763e-10,3.082927476851367e-14,5.624012676072026e-18,3.8200235543489157e-10,1.5118946518404827e-10,1.6112955273996406e-09,7.364835741578331e-10,1.916350526558742e-12,3.3411857732820627e-10,1.2537292168121472e-10,7.060686054399944e-11
4.948808388570211e-06,0.4512776060617306,3.76,0.0,0.6623679446575119,0.9999999939188751,1.8037077746083912e-10,9.155967432423027e-11,2.6939458741230853e-09,2.006467683041908e-09,3.2464209713615612e-09,3.218296972816317e-10,3.187543070518936e-14,5.671544210082629e-18,3.874873389886739e-10,1.5190806802546278e-10,1.676642566644123e-09,7.673117767589351e-10,1.9255168853055087e-12,3.5133876742531406e-10,1.3223252438439815e-10,7.3457091824212e-11
5.077736976677327e-06,0.45127760606120865,3.76,0.0,0.6623679444797962,0.9999999937226818,1.922138719111739e-10,9.452855679922437e-11,2.76637507456301e-09,2.0697601345547593e-09,3.3327432200672077e-09,3.2254164158615514e-10,3.2920662273952946e-14,5.7180143667592805e-18,3.9268405938899846e-10,1.5256072738027052e-10,1.742547273879119e-09,7.982793405871162e-10,1.9338419661863616e-12,3.687979394596508e-10,1.3928127060424766e-10,7.628624301542286e-11
5.33559415289156e-06,0.4512776060600526,3.76,0.0,0.6623679441219241,0.9999999933276192,2.170256235165066e-10,1.0038942892124191e-10,2.911533505321211e-09,2.1967153215201823e-09,3.505527825942081e-09,3.2377207384538227e-10,3.500738688683522e-14,5.8080456771202855e-18,4.0226154319891857e-10,1.5369144888668243e-10,1.8759284211616885e-09,8.605825255022384e-10,1.948265411291829e-12,4.0438326099198937e-10,1.5394746314918077e-10,8.186923001867345e-11
5.56766561148437e-06,0.45127760605889167,3.76,0.0,0.6623679437972043,0.999999992969204,2.4062098094652113e-10,1.055721707924994e-10,3.0424980810702012e-09,2.311337009629302e-09,3.6611802325962556e-09,3.246907783163184e-10,3.6880038019079575e-14,5.88621653383661e-18,4.100161980960351e-10,1.5453795130661758e-10,1.997634153390427e-09,9.170152287870393e-10,1.959063491947772e-12,4.3710633672862707e-10,1.6779699378794694e-10,8.679357418695755e-11
5.79973707007718e-06,0.45127760605762374,3.76,0.0,0.6623679434701386,0.999999992608274,2.6539341486955927e-10,1.10664380327145e-10,3.1737477305809895e-09,2.4262448446506986e-09,3.816957419092121e-09,3.2546070239483015e-10,3.8746511615826376e-14,5.96209577003533e-18,4.1702060974006444e-10,1.5524882377573696e-10,2.120783517651416e-09,9.73732348555967e-10,1.9681311055135585e-12,4.704234552265242e-10,1.8226397311892129e-10,9.160922867586492e-11
6.0318085286699895e-06,0.4512776060562558,3.76,0.0,0.6623679431408581,0.9999999922449971,2.9132195545491507e-10,1.156642311337071e-10,3.305265190680817e-09,2.541392923189728e-09,3.972847229148935e-09,3.26105952041896e-10,4.060596642850848e-14,6.035891603930688e-18,4.233382312824901e-10,1.558455886855068e-10,2.245260746239971e-09,1.0306882572974382e-09,1.9757441348713293e-12,5.042767638573636e-10,1.9734993022426192e-10,9.630542002165437e-11
6.263879987262799e-06,0.45127760605479444,3.76,0.0,0.6623679428094832,0.9999999918795253,3.1838534408735474e-10,1.2057101795714102e-10,3.4370348196621063e-09,2.6567426487887463e-09,4.128838549382013e-09,3.2664672019024567e-10,4.2457709048692274e-14,6.1079594622759866e-18,4.2902891708658956e-10,1.5634641937754572e-10,2.370959951648631e-09,1.0878445894299896e-09,1.982133456032936e-12,5.38613373200854e-10,2.1305629742892343e-10,1.008734567872464e-10
6.495951445855609e-06,0.45127760605324596,3.76,0.0,0.6623679424761234,0.9999999915119956,3.4656226824569687e-10,1.2538495805819538e-10,3.569042334346259e-09,2.7722615859369537e-09,4.284921247046818e-09,3.27099924712726e-10,4.430116991434145e-14,6.178569345356854e-18,4.341487331890743e-10,1.5676663968496882e-10,2.497784290913609e-09,1.1451691038167964e-09,1.9874934428177503e-12,5.733850607679634e-10,2.2938441896687722e-10,1.053065222227992e-10
6.728022904448419e-06,0.451277606051616,3.76,0.0,0.6623679421408794,0.9999999911425322,3.758315534970016e-10,1.301070190701157e-10,3.7012745953836702e-09,2.8879224860425775e-09,4.44108610575636e-09,3.274797426057401e-10,4.6135883190739785e-14,6.247744587639584e-18,4.3874988614136373e-10,1.5711915522041714e-10,2.6256451901470584e-09,1.2026347183144807e-09,1.991990543477031e-12,6.085479650783822e-10,2.463355584119917e-10,1.0959947624581029e-10
6.960094363041229e-06,0.45127760604991024,3.76,0.0,0.6623679418038431,0.999999990771247,4.061723190768403e-10,1.3473877010495655e-10,3.8337194398284045e-09,3.003702467552919e-09,4.597324760577838e-09,3.277980572549654e-10,4.7961469400199694e-14,6.3157326266790094e-18,4.428807432373354e-10,1.5741482633112067e-10,2.7544616263215556e-09,1.260218689569229e-09,1.995762956758329e-12,6.440622767831355e-10,2.6391090510112187e-10,1.1374866778490565e-10
7.192165821634039e-06,0.45127760604813383,3.76,0.0,0.6623679414650986,0.9999999903982417,4.3756410059231695e-10,1.3928225462042052e-10,3.9663655428912715e-09,3.1195823223759006e-09,4.753629633603224e-09,3.280648288548422e-10,4.977762158068766e-14,6.3827674864893065e-18,4.465859261715145e-10,1.5766278642883676e-10,2.8841594655287046e-09,1.317901924281445e-09,1.9989254750163506e-12,6.798919320422922e-10,2.8211157967027467e-10,1.1775175872143857e-10
7.424237280226849e-06,0.45127760604629175,3.76,0.0,0.6623679411247236,0.9999999900236082,4.69986945633241e-10,1.4373988239990355e-10,4.099202304037886e-09,3.2355459273111497e-09,4.909993871449987e-09,3.2828840430070015e-10,5.1584093815692565e-14,6.448745250326089e-18,4.499064513207409e-10,1.5787071227083529e-10,3.0146708546186417e-09,1.3756683990444293e-09,2.001577891805761e-12,7.160043150879465e-10,3.0093863889691954e-10,1.2160756068839356e-10
7.656308738819659e-06,0.4512776060443885,3.76,0.0,0.662367940782789,0.9999999896474298,5.034214867456866e-10,1.4811433835922205e-10,4.232219765756571e-09,3.351579756928213e-09,5.066411285575505e-09,3.2847577790003974e-10,5.338069081260958e-14,6.5138416662193e-18,4.5287989893907646e-10,1.5804505260371816e-10,3.145933663603218e-09,1.433504670999084e-09,2.0038027783671477e-12,7.523699741773881e-10,3.2039307998903953e-10,1.25315885250582e-10
7.888380197412468e-06,0.45127760604242834,3.76,0.0,0.6623679404393604,0.9999999892697816,5.378489955571616e-10,1.5240850588148616e-10,4.365408545127576e-09,3.4676724686542503e-09,5.222876295776566e-09,3.286328110774061e-10,5.516725974387057e-14,6.578313933089322e-18,4.555406004167699e-10,1.5819122202578688e-10,3.2778909757452306e-09,1.4913994642750267e-09,2.0056668370537846e-12,7.889623527041045e-10,3.4047584443085377e-10,1.2887740715780557e-10
8.120451656005277e-06,0.4512776060404153,3.76,0.0,0.662367940094498,0.9999999888907326,5.732514208658974e-10,1.5662540280080255e-10,4.4987597705836176e-09,3.5838145454880462e-09,5.379383876955433e-09,3.2876441646628406e-10,5.694368374352418e-14,6.641951125917358e-18,4.5791983762324935e-10,1.5831376535880814e-10,3.410490622244673e-09,1.5493433215339823e-09,2.007229730705058e-12,8.25757535854296e-10,3.611878214510348e-10,1.3229354003882855e-10
8.352523114598086e-06,0.451277606038353,3.76,0.0,0.6623679397482568,0.9999999885103444,6.09611413233095e-10,1.6076812837327307e-10,4.632265040573016e-09,3.699998006129691e-09,5.5359295092306836e-09,3.2887471159592015e-10,5.870987539906859e-14,6.70486013501895e-18,4.600460485627223e-10,1.5841649660329635e-10,3.5436847581747466e-09,1.6073283113334005e-09,2.008541316586055e-12,8.627340131812142e-10,3.825298511638271e-10,1.355663239351534e-10
8.584594573190895e-06,0.45127760603624495,3.76,0.0,0.6623679394006879,0.9999999881286739,6.469123384238407e-10,1.6483981975811874e-10,4.765916389937511e-09,3.816216161779717e-09,5.692509131493786e-09,3.289671473166063e-10,6.046577196234026e-14,6.767374067644805e-18,4.6194503347196813e-10,1.5850261587295843e-10,3.6774294765536805e-09,1.6653477827716073e-09,2.0096394923979246e-12,8.998724575779202e-10,4.045027274354239e-10,1.386983241499983e-10
8.816666031783704e-06,0.45127760603409445,3.76,0.0,0.6623679390518389,0.9999999877457725,6.85138281828104e-10,1.6884361662865745e-10,4.899706251002594e-09,3.9324634007067635e-09,5.8491190984452684e-09,3.290446155382081e-10,6.221133201315841e-14,6.82919011217898e-18,4.6364015654204445e-10,1.5857480761782416e-10,3.811684457551273e-09,1.7233961595303443e-09,2.0105596711598036e-12,9.371555208094512e-10,4.2710720052411567e-10,1.4169254080752421e-10
9.048737490376513e-06,0.45127760603190414,3.76,0.0,0.662367938701753,0.9999999873616867,7.242740456391541e-10,1.7278263266619849e-10,5.033627430773562e-09,4.0487350170304125e-09,6.005756141025678e-09,3.2910953977773826e-10,6.394653119687387e-14,6.890327454695908e-18,4.651525403784969e-10,1.5863532323061162e-10,3.946412649845314e-09,1.7814687667241348e-09,2.011332847730068e-12,9.745676452009454e-10,4.503439795266793e-10,1.4455232837962682e-10
9.280808948969322e-06,0.451277606029677,3.76,0.0,0.6623679383504705,0.9999999869764593,7.643051402245774e-10,1.7665993286385077e-10,5.167673095384135e-09,4.16502707091661e-09,6.1624173300768445e-09,3.291639511412614e-10,6.567135924248336e-14,6.951245479437883e-18,4.665012517599212e-10,1.5868605063080367e-10,4.081579981378696e-09,1.8395616853371648e-09,2.0119798402718935e-12,1.0120948906989701e-09,4.742137346569028e-10,1.4728132436911826e-10
9.51288040756213e-06,0.45127760602741557,3.76,0.0,0.6623679379980284,0.9999999865901288,8.052177708704544e-10,1.804785157394635e-10,5.3018367415778606e-09,4.281336256595454e-09,6.319100043053177e-09,3.2920955192317073e-10,6.738581866162505e-14,7.011565075713089e-18,4.6770347781053e-10,1.5872857283675084e-10,4.217155096968015e-09,1.8976716300544845e-09,2.012521103661846e-12,1.0497247764480604e-09,4.987170993769565e-10,1.4988338636970295e-10
9.74495186615494e-06,0.4512776060251221,3.76,0.0,0.6623679376444618,0.9999999862027312,8.469988209138504e-10,1.8424129968206778e-10,5.436112179921722e-09,4.397659799700378e-09,6.475801933614354e-09,3.2924776881045355e-10,6.908992177292216e-14,7.071176016123564e-18,4.687746918131989e-10,1.587642171465839e-10,4.353109120235993e-09,1.955795846878695e-09,2.012977006999479e-12,1.0874461360800008e-09,5.238546723930125e-10,1.5236253678777918e-10
9.977023324747749e-06,0.451277606022799,3.76,0.0,0.6623679372898018,0.9999999858142982,8.896358321432972e-10,1.8795111275749825e-10,5.570493529360105e-09,4.513995380805838e-09,6.632520903932619e-09,3.2927979745660104e-10,7.078368859942074e-14,7.130714915186448e-18,4.697288081002062e-10,1.587940963640199e-10,4.489415437640088e-09,2.013932027331861e-09,2.0133584978196466e-12,1.1252489859220336e-09,5.496270195294765e-10,1.5472291455348138e-10
9.999999999999997e-06,0.4512776060204481,3.76,0.0,0.6623679372546298,0.9999999857757856,8.939033032943422e-10,1.8831563279231571e-10,5.583803756660682e-09,4.525513983914438e-09,6.6480380191411595e-09,3.292826714481013e-10,7.095082185041481e-14,7.136608175688259e-18,4.698173886899114e-10,1.587967778342373e-10,4.502928918698887e-09,2.019688484628713e-09,2.013392583785278e-12,1.1289958142226279e-09,5.522132149398677e-10,1.5495030642339764e-10
1.0209094783340558e-05,0.4512776060204481,3.76,0.0,0.6623679369340788,0.99999998542486,9.331169832080264e-10,1.916106853864631e-10,5.704975194290339e-09,4.63034105414055e-09,6.789255079535614e-09,3.29306639880249e-10,7.246714702488095e-14,7.189751928451124e-18,4.705783258565672e-10,1.5881914337096362e-10,4.626049502660553e-09,2.072078236485923e-09,2.013676419286756e-12,1.1631244052718526e-09,5.760346754986306e-10,1.5696873316673577e-10
1.0441166241933367e-05,0.4512776060180716,3.76,0.0,0.6623679365773198,0.9999999850344435,9.774310666385475e-10,1.9522264538375576e-10,5.839551848109107e-09,4.746695183392374e-09,6.946002786495545e-09,3.2932913584105136e-10,7.414033057418357e-14,7.247980989260593e-18,4.713344620455532e-10,1.588401401593566e-10,4.7629886581701124e-09,2.1302328525560035e-09,2.013945298597222e-12,1.2010644278389448e-09,6.030781455713337e-10,1.591042444464282e-10
1.0673237700526176e-05,0.4512776060156708,3.76,0.0,0.6623679362195505,0.999999984643073,1.02256746496343e-09,1.9878951493090256e-10,5.9742184339204505e-09,4.863056403608939e-09,7.102762530777907e-09,3.293479891321169e-10,7.580327651063396e-14,7.306266924145363e-18,4.720072738627799e-10,1.5885774221800617e-10,4.900211975210528e-09,2.188394516221999e-09,2.0141707679608684e-12,1.239061943463445e-09,6.307579071541969e-10,1.6113370739167368e-10
1.0905309159118985e-05,0.4512776060132477,3.76,0.0,0.662367935860794,0.999999984250772,1.0685161263173382e-09,2.023137091321383e-10,6.108970145687458e-09,4.9794235712019655e-09,7.259532979574429e-09,3.2936378959589013e-10,7.745602714573688e-14,7.364174706806236e-18,4.726057711754919e-10,1.5887249899449826e-10,5.037700106737179e-09,2.2465620881519418e-09,2.0143570836280377e-12,1.2771106092779567e-09,6.590744112849444e-10,1.63061361615666e-10
1.1137380617711794e-05,0.4512776060108035,3.76,0.0,0.6623679355010733,0.999999983857561,1.115267539866105e-09,2.0579753585000853e-10,6.2438024090096846e-09,5.095795719936795e-09,7.416312944456716e-09,3.2937703156537857e-10,7.909862815501231e-14,7.42110797788988e-18,4.731380194218407e-10,1.58884871041435e-10,5.175435154831631e-09,2.30473461341509e-09,2.0145155494602784e-12,1.3152047695342641e-09,6.880280840485474e-10,1.6489140486055613e-10
1.1601523534897413e-05,0.45127760600585815,3.76,0.0,0.6623679347788184,0.999999983068484,1.21114313949586e-09,2.1265278998930857e-10,6.5136914614860634e-09,5.328551891265537e-09,7.729897304861429e-09,3.2939742392025574e-10,8.235357247759068e-14,7.534815591178944e-18,4.740318422280667e-10,1.589039368365687e-10,5.4515809688167685e-09,2.4210914639581534e-09,2.0147585148882842e-12,1.3915099776312153e-09,7.478485228393349e-10,1.682751380352608e-10
1.2019252160364471e-05,0.45127760600134875,3.76,0.0,0.6623679341256814,0.9999999823553797,1.3000913989157156e-09,2.187054649140133e-10,6.7568258158748785e-09,5.538042687626867e-09,8.012146303717238e-09,3.294105260197747e-10,8.52488092767625e-14,7.635790988167347e-18,4.746744237813355e-10,1.58916200886563e-10,5.700802742099558e-09,2.5258228097053034e-09,2.0149151351457334e-12,1.4602951857893735e-09,8.0386984391331e-10,1.7102732371556188e-10
1.2436980785831529e-05,0.45127760599679045,3.76,0.0,0.6623679334696981,0.9999999816395824,1.3915148454574336e-09,2.246585033032027e-10,7.000159996858808e-09,5.747540452602555e-09,8.294412798774402e-09,3.294200573244134e-10,8.811195783465613e-14,7.734093821357406e-18,4.751936918394907e-10,1.589251357913734e-10,5.950600754861816e-09,2.6305610873490306e-09,2.015034903222288e-12,1.5291643306088727e-09,8.61961211817246e-10,1.7352494204390422e-10
1.2854709411298586e-05,0.45127760599218897,3.76,0.0,0.662367932810952,0.9999999809211653,1.4853744515151577e-09,2.3052174655578638e-10,7.243674749982785e-09,5.957043301762354e-09,8.576693398886217e-09,3.29426995292189e-10,9.094333588546847e-14,7.834125032626702e-18,4.756130932938282e-10,1.5893165260213125e-10,6.200909432533545e-09,2.735304408057782e-09,2.015113417539885e-12,1.5981012739197409e-09,9.221243705348156e-10,1.7578913225377166e-10
1.3272438036765644e-05,0.45127760598754907,3.76,0.0,0.6623679321495162,0.999999980200192,1.581635056255956e-09,2.363041205173361e-10,7.487352570226227e-09,6.16654985007978e-09,8.858985360424136e-09,3.2943204699921606e-10,9.374327408974876e-14,7.93260270238177e-18,4.75951681470678e-10,1.5893641042427025e-10,6.451671259161768e-09,2.8400514053223708e-09,2.0151691951408173e-12,1.6670929591695967e-09,9.843608921279237e-10,1.7783978003903823e-10
1.3690166662232701e-05,0.45127760598287503,3.76,0.0,0.6623679314854558,0.9999999794767173,1.6802650022805935e-09,2.4201370343307563e-10,7.731177576726943e-09,6.376059088431375e-09,9.141286465041442e-09,3.2943572476866553e-10,9.651210613662471e-14,8.026719954939438e-18,4.762249209438059e-10,1.5893988686558665e-10,6.702835681978274e-09,2.944801088880703e-09,2.015221097140757e-12,1.7361288296884762e-09,1.04867219334426e-09,1.796954766124499e-10
1.4107895287699759e-05,0.4512776059781709,3.76,0.0,0.6623679308188285,0.9999999787507892,1.7812358010349136e-09,2.476577937811905e-10,7.975135411741343e-09,6.5855703137411e-09,9.423594919855502e-09,3.2943840143637226e-10,9.925015891241083e-14,8.123116514661402e-18,4.7644535123447e-10,1.5894242950551773e-10,6.954358180201767e-09,3.049552737983743e-09,2.015251450306516e-12,1.8052003536453676e-09,1.1150595506663932e-09,1.8137351230385575e-10
1.4525623913166816e-05,0.45127760597343997,3.76,0.0,0.6623679301496854,0.9999999780224499,1.8845218250295736e-09,2.5324297689768763e-10,8.219213049548885e-09,6.795082990951068e-09,9.705909276072626e-09,3.29440349550501e-10,1.0195776747841816e-13,8.21894022277273e-18,4.76623133742323e-10,1.5894429242344724e-10,7.2061994720398205e-09,3.1543058256715056e-09,2.015268352309984e-12,1.8743006367752926e-09,1.1835241139789554e-09,1.8288989642644218e-10
1.4943352538633874e-05,0.45127760596868494,3.76,0.0,0.6623679294780721,0.9999999772917357,1.990100026748072e-09,2.5877518918226976e-10,8.46339868818152e-09,7.004596712599858e-09,9.988228363723174e-09,3.294417679431977e-10,1.0463526781481354e-13,8.30910265533276e-18,4.767664952628655e-10,1.5894566097755562e-10,7.45832484350488e-09,3.2590599674225526e-09,2.0152947429186662e-12,1.9434241117761534e-09,1.254066918904942e-09,1.8425939805785655e-10
1.536108116410093e-05,0.4512776059639083,3.76,0.0,0.6623679288040287,0.9999999765586794,2.0979496832466086e-09,2.642597782647282e-10,8.707681699970133e-09,7.21411122251493e-09,1.0270551238780322e-08,3.29442800955798e-10,1.0728298235249358e-13,8.402173089768107e-18,4.768820896528799e-10,1.589466697341563e-10,7.710703573276372e-09,3.3638148839980216e-09,2.0153075555949802e-12,2.012566286640989e-09,1.326688897968435e-09,1.8549559975111298e-10
1.5778809789567986e-05,0.45127760595911304,3.76,0.0,0.6623679281275913,0.999999975823309,2.2080521650039284e-09,2.697015584818716e-10,8.952052460122e-09,7.423626318357253e-09,1.0552877140041409e-08,3.2944355316871706e-10,1.0990124059982145e-13,8.495993912172786e-18,4.769752936795107e-10,1.5894741619977473e-10,7.963308436628688e-09,3.468570372983413e-09,2.0153067146618607e-12,2.081723539450868e-09,1.4013908907236315e-09,1.8661095883869764e-10
1.6196538415035042e-05,0.45127760595430066,3.76,0.0,0.6623679274487924,0.9999999750856494,2.3203907268254874e-09,2.75104861790804e-10,9.196502244486001e-09,7.633141821715548e-09,1.0835205453886352e-08,3.294441006623896e-10,1.1249037480541485e-13,8.582237984410413e-18,4.770504495966033e-10,1.5894797131093815e-10,8.216115275315378e-09,3.5733262870376445e-09,2.015323290112587e-12,2.150892950656219e-09,1.4781736529173713e-09,1.8761687302355926e-10
1.6614267040502098e-05,0.4512776059494732,3.76,0.0,0.6623679267676602,0.9999999743457231,2.4349503187711263e-09,2.8047358453065266e-10,9.441023231137994e-09,7.842657650088755e-09,1.1117535685713117e-08,3.2944449906591967e-10,1.15050697737921e-13,8.671730351343581e-18,4.771110628378537e-10,1.5894838693177994e-10,8.469102625345233e-09,3.678082518343686e-09,2.015331965785627e-12,2.220072167134524e-09,1.5570378647560656e-09,1.8852374848103986e-10
1.7031995665969153e-05,0.4512776059446322,3.76,0.0,0.6623679260842205,0.9999999736035492,2.551717415399995e-09,2.8581123029259003e-10,9.68560835028651e-09,8.052173735488552e-09,1.139986743694343e-08,3.2944478904993327e-10,1.17582528861123e-13,8.764067225613446e-18,4.77159962152198e-10,1.5894870098178698e-10,8.722251395825773e-09,3.782838987992173e-09,2.01532182044607e-12,2.289259292757187e-09,1.6379841383940315e-09,1.8934106883963502e-10
1.744972429143621e-05,0.45127760593977895,3.76,0.0,0.6623679253984959,0.9999999728591449,2.6706798618780924e-09,2.911209489292536e-10,9.93025117429373e-09,8.261689979418476e-09,1.1682200386521334e-08,3.2944500019148574e-10,1.2008619521990689e-13,8.846471453100135e-18,4.771994290008575e-10,1.5894894104172212e-10,8.975544590294714e-09,3.887595638510831e-09,2.015333878089013e-12,2.3584528003391965e-09,1.7210130246888812e-09,1.9007746339970036e-10
1.7867452916903265e-05,0.451277605934915,3.76,0.0,0.6623679247105071,0.9999999721125256,2.791826735478609e-09,2.964055718177964e-10,1.0174945968741926e-08,8.471206363788195e-09,1.1964534275949638e-08,3.2944515391437855e-10,1.2256199824377755e-13,8.931994960465613e-18,4.772313023922655e-10,1.5894912708922316e-10,9.22896706307113e-09,3.9923524281835565e-09,2.0153445127614884e-12,2.427651460425257e-09,1.8061250192761952e-09,1.907407732395432e-10
1.828518154237032e-05,0.45127760593004135,3.76,0.0,0.6623679240202721,0.9999999713637049,2.915148220974015e-09,3.0166764372004037e-10,1.0419687569155672e-08,8.680722883604555e-09,1.2246868897149236e-08,3.2944526577296077e-10,1.2501024494865615e-13,9.023479323850162e-18,4.772570640509731e-10,1.5894927363092306e-10,9.48250530659888e-09,4.097109326639325e-09,2.0153283464064252e-12,2.4968542835101903e-09,1.8933205680783867e-09,1.9133811441733877e-10
1.8702910167837377e-05,0.4512776059251589,3.76,0.0,0.6623679233278075,0.9999999706126952,3.0406354985038517e-09,3.0690945156652375e-10,1.0664471247555454e-08,8.890239465291913e-09,1.2529204082631363e-08,3.294453471273136e-10,1.2743125772126427e-13,9.102243013018157e-18,4.772779075308182e-10,1.5894939126507346e-10,9.73614726520488e-09,4.201866311615919e-09,2.0153366922828967e-12,2.5660604732677625e-09,1.982600072277121e-09,1.91875937915876e-10
1.9120638793304433e-05,0.4512776059202689,3.76,0.0,0.6623679226331275,0.9999999698595067,3.168280642684569e-09,3.121330504271458e-10,1.0909292808234293e-08,9.09975610935582e-09,1.2811539697582465e-08,3.2944540629194066e-10,1.2982532655699695e-13,9.183159155146282e-18,4.772947940704598e-10,1.5894948774583112e-10,9.989882171036859e-09,4.3066233667396375e-09,2.015352670943631e-12,2.635269388881333e-09,2.073963892761975e-09,1.923600861568724e-10
1.953836741877149e-05,0.4512776059153718,3.76,0.0,0.6623679219362456,0.9999999691041493,3.2980765318890194e-09,3.173402869620955e-10,1.115414850146249e-08,9.309272847820248e-09,1.3093875633504742e-08,3.294454493255107e-10,1.3219274389462482e-13,9.27449016111539e-18,4.77308497616545e-10,1.5894956872554665e-10,1.0243700400648881e-08,4.411380479998581e-09,2.0153322463600314e-12,2.7044805147773623e-09,2.1674123541664335e-09,1.9279584594387687e-10
1.9956096044238545e-05,0.4512776059104685,3.76,0.0,0.6623679212371733,0.9999999683466313,3.4300167667181866e-09,3.2253282054207914e-10,1.1399034850746883e-08,9.518789611768656e-09,1.3376211803096574e-08,3.2944548061821076e-10,1.3453382879672717e-13,9.350018215941575e-18,4.773196411143361e-10,1.5894963830596412e-10,1.0497593349070697e-08,4.516137642607804e-09,2.0153355499444388e-12,2.7736934362613374e-09,2.262945748519274e-09,1.9318799774017735e-10
2.03738246697056e-05,0.4512776059055597,3.76,0.0,0.6623679205359212,0.9999999675869607,3.564095596746377e-09,3.277121421909335e-10,1.1643948784223538e-08,9.728306398224329e-09,1.3658548136119275e-08,3.294455033517174e-10,1.3684886077771194e-13,9.425383662901082e-18,4.773287258086906e-10,1.5894969945645537e-10,1.075155331753569e-08,4.620894848120931e-09,2.015359111872144e-12,2.8429078198470273e-09,2.3605643384890775e-09,1.9354086129135352e-10
2.0791553295172656e-05,0.4512776059006458,3.76,0.0,0.6623679198324987,0.9999999668251441,3.7003078546902623e-09,3.3287959164321096e-10,1.1888887600821518e-08,9.937823269167883e-09,1.3940884576059421e-08,3.2944551984556815e-10,1.391381151958663e-13,9.517294792200077e-18,4.773361549459424e-10,1.5894975434219863e-10,1.100557341477188e-08,4.725652091761013e-09,2.015336174403474e-12,2.912123397370678e-09,2.460268360330225e-09,1.9385833770663285e-10
2.1209281920639712e-05,0.4512776058957274,3.76,0.0,0.6623679191269142,0.9999999660611874,3.838648897243481e-09,3.3803637271952466e-10,1.213384874400023e-08,1.0147340155899535e-08,1.4223221077439868e-08,3.2944553179820863e-10,1.414019094167032e-13,9.590319310795335e-18,4.773422529069319e-10,1.5894980455615136e-10,1.125964747039002e-08,4.830409369954544e-09,2.0153318636548798e-12,2.9813399531945367e-09,2.562058026566151e-09,1.941439481687052e-10
2.1627010546106768e-05,0.451277605890805,3.76,0.0,0.6623679184191754,0.9999999652950962,3.979114551909037e-09,3.4318356709800487e-10,1.2378829953738844e-08,1.0356857037401192e-08,1.450555760365926e-08,3.294455404499676e-10,1.436405144588433e-13,9.658816810481285e-18,4.773472805913961e-10,1.5894985125760374e-10,1.1513769956809971e-08,4.935166680016365e-09,2.015364512385435e-12,3.0505573139251938e-09,2.665933528349161e-09,1.9440086945192098e-10
2.2044739171573824e-05,0.4512776058858789,3.76,0.0,0.6623679177092889,0.9999999645268753,4.121701069230715e-09,3.48322146706064e-10,1.2623829306153525e-08,1.0566374004220411e-08,1.4787894125256745e-08,3.2944554670071466e-10,1.4585418532240922e-13,9.751997040852147e-18,4.773514478068901e-10,1.589498952865028e-10,1.1767935920349613e-08,5.039924019922276e-09,2.015341548680287e-12,3.119775340153257e-09,2.7718950375996606e-09,1.9463196642659688e-10
2.246246779704088e-05,0.4512776058809497,3.76,0.0,0.6623679169972609,0.999999963756529,4.2664050798784586e-09,3.534529849032836e-10,1.2868844923357029e-08,1.0775890991558786e-08,1.5070230618514667e-08,3.294455512017729e-10,1.480432392149667e-13,9.823738955084701e-18,4.773549232523427e-10,1.589499372610317e-10,1.2022140921222366e-08,5.1446813881315275e-09,2.0153262300282253e-12,3.1889939198040085e-09,2.879942708982388e-09,1.9483982173294956e-10
