Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411)
6.143500725290699e-05,0.49047794934838584,3.76,0.0,0.7306802511845822,0.9548002334301577,0.03310477009708237,0.00018049876169817452,0.006346564531535895,0.02443144304964976,0.0002247319869727573,4.506006967402228e-05,3.086521289442606e-10,2.3653015233592413e-12,3.7514062678979215e-05,7.043450635014678e-06,3.330356139838779e-06,0.007010749970587914,6.857171298523947e-07,0.007661511073933101,0.03507162140167103,4.368488841138669e-05,2.742832360395121e-08,0.0005713619789472677,0.0023704631826424565,0.0018782976971401953,0.0039940309058174315,2.3220054369339345e-06,0.0008554256346684336,1.7909138574926887e-10,3.627582819872433e-12
6.245867220600218e-05,0.49051198239735055,3.76,0.0,0.7295602261831285,0.9538989942244659,0.03378137255379122,0.00018056047390249076,0.006348591504525263,0.024949080956817124,0.00022431266852249518,4.505089124214893e-05,3.0827671573650636e-10,2.3624238713933356e-12,3.7619894509275706e-05,7.034871856327737e-06,3.3280453200367043e-06,0.007124612850124131,6.850906951999502e-07,0.0077960370977316895,0.03581775591750124,4.375288658118461e-05,2.7409321729751168e-08,0.000570822668465647,0.0023881839556258565,0.001918606322399786,0.004130135158950297,2.3754268367006814e-06,0.0008788972356912946,1.7897207932341014e-10,3.797359825444423e-12
6.348233715909738e-05,0.4905460971496379,3.76,0.0,0.7284413673576471,0.9529983424144766,0.034457468386820574,0.00018061645947316831,0.006350345355876779,0.025467518402645915,0.000223875718707771,4.50416893526922e-05,3.07901449910045e-10,2.359547358415428e-12,3.772530292043458e-05,7.026296533850089e-06,3.3255911835366266e-06,0.007238351898258515,6.844645602241079e-07,0.007930370058799345,0.03656344082205234,4.3819654013489566e-05,2.738913993288061e-08,0.0005702837094828038,0.0024049993155763867,0.0019586500579803264,0.004267215729482594,2.4285938596561106e-06,0.0009025087733072237,1.7884506923522305e-10,3.97154752094515e-12
6.450600211219258e-05,0.4905802891218282,3.76,0.0,0.7273236974437242,0.9520983076543165,0.035133035813605155,0.00018066728022663231,0.006351852133090127,0.025986693731648917,0.0002234224641556785,4.50324626335214e-05,3.0752633507898984e-10,2.3566720116975583e-12,3.78303419431378e-05,7.017724743042529e-06,3.323007956567868e-06,0.007351967261964219,6.838387182017275e-07,0.008064508328187208,0.03730864594464596,4.388531895299482e-05,2.736789545749194e-08,0.0005697451197439023,0.0024209490976724608,0.0019984264891350387,0.004405221725753326,2.4815052172594035e-06,0.000926257363640795,1.7871111884742426e-10,4.150162541778898e-12
6.552966706528778e-05,0.4906145540144615,3.76,0.0,0.726207236714015,0.9511989166297269,0.03580805519766464,0.00018071344218287532,0.006353135316351455,0.026506548593309812,0.00022295413329493196,4.502320981312163e-05,3.0715137447284865e-10,2.353797855259172e-12,3.793506036894144e-05,7.0091565518579565e-06,3.3203084329788553e-06,0.007465459084300907,6.832131626854011e-07,0.008198450480923852,0.03805334412809339,4.394999705865308e-05,2.7345693545417843e-08,0.0005692069152184285,0.002436071936871983,0.002037933625359052,0.0045441045125642725,2.5341600161483007e-06,0.0009501402393202851,1.7857091464619717e-10,4.3332208928620155e-12
6.655333201838297e-05,0.4906488877073912,3.76,0.0,0.725092003227171,0.9503001933543919,0.03648250883496522,0.0001807554010879398,0.006354216068106485,0.02702702776908835,0.00022247186440567613,4.501392971235616e-05,3.067765709762344e-10,2.3509249103009927e-12,3.803950227190715e-05,7.000592020339879e-06,3.3175041192831587e-06,0.007578827504532124,6.825878873826686e-07,0.008332195275044111,0.03879751092908019,4.4013792609871115e-05,2.7322628850761166e-08,0.0005686691102775827,0.0024504052349243162,0.002077169857183912,0.00468381764106349,2.5865577104978034e-06,0.0009741547399478317,1.7842507401347357e-10,4.5207379730705265e-12
6.757699697147817e-05,0.490683286254786,3.76,0.0,0.7239780130518866,0.9494021594370681,0.03715638076148262,0.00018079356732829928,0.006355113459006478,0.027548079007748087,0.00022197671297472912,4.500462123691279e-05,3.064019271715917e-10,2.3480531964665786e-12,3.814370745428573e-05,6.992031201982108e-06,3.3146054172991424e-06,0.0076920726582440785,6.819628855765405e-07,0.008465741632724661,0.03954112434792926,4.4076799608185575e-05,2.7298787186006076e-08,0.0005681317178518264,0.0024639851387932,0.0021161339171634585,0.0048243167770817144,2.6386980515172166e-06,0.00099829830341689,1.7827415500345332e-10,4.712728597779943e-12
6.860066192457337e-05,0.49071774588011485,3.76,0.0,0.7228652804684947,0.9485048343223728,0.03782965657988949,0.00018082831042636876,0.006355844672411912,0.02806965286871231,0.00022146965841504665,4.499528337027934e-05,3.060274453720614e-10,2.3451827309764024e-12,3.8247711810765856e-05,6.983474145347068e-06,3.3116216736480297e-06,0.007805194677466366,6.813381509066658e-07,0.008599088623333279,0.04028416458504502,4.413910278322833e-05,2.7274245411123675e-08,0.0005675947495771714,0.002476846528975915,0.002154824844667849,0.004965559628533159,2.6905810333123606e-06,0.0010225684580038928,1.7811865904744936e-10,4.909207019666266e-12
6.962432687766856e-05,0.49075226297086866,3.76,0.0,0.7217538181504894,0.9476082355077441,0.03850232330341012,0.00018085996310612733,0.006356425189184653,0.028591702573150343,0.00022095161020448635,4.4985915167369895e-05,3.0565312764637514e-10,2.3423135287386883e-12,3.8351547717642284e-05,6.974920893387171e-06,3.308561273614663e-06,0.007918193690796783,6.807136774664839e-07,0.008732235448124136,0.041026613821346695,4.420077848893467e-05,2.7249072421394058e-08,0.0005670582159256835,0.002489023016363102,0.0021932419541171823,0.005107505872407473,2.742206860701092e-06,0.0010469628151529927,1.7795903598240557e-10,5.110186947925036e-12
7.064799183076376e-05,0.49078683407302687,3.76,0.0,0.7206436373278468,0.9467123787388775,0.039174369215223,0.00018088882488267037,0.006356868954701829,0.029114183862473594,0.00022042341349411845,4.497651574878852e-05,3.0527897584598505e-10,2.3394456040105024e-12,3.845524439220733e-05,6.966371484052092e-06,3.3054318179349065e-06,0.008031069823524832,6.800894587782028e-07,0.008865181426462627,0.041768456020334355,4.4261895510247284e-05,2.722333103566576e-08,0.0005665221263190936,0.0025005469464175396,0.0022313848063382387,0.005250117081806958,2.793575921332624e-06,0.0010714790629052307,1.7779569349509772e-10,5.315681566050868e-12
7.167165678385896e-05,0.4908214558857377,3.76,0.0,0.7195347479338717,0.9458172781857701,0.0398457837419003,0.00018091516538268273,0.006357188529881332,0.02963705486393893,0.00021988585423202823,4.496708429554942e-05,3.0490499163238645e-10,2.336578969276356e-12,3.8558828153919375e-05,6.957825952140882e-06,3.3022401344915337e-06,0.008143823197753402,6.794654886771532e-07,0.008997925983486569,0.042509676749863404,4.4322515811844375e-05,2.7197077391484517e-08,0.0005659864892366156,0.0025114494095977284,0.002269253182753754,0.005393356653416914,2.8446887476236416e-06,0.0010961149599253979,1.776289978099694e-10,5.525703548304594e-12
7.269532173695416e-05,0.4908561252558876,3.76,0.0,0.7184271587373672,0.9449229466012407,0.0405165573394215,0.00018093922734934234,0.006357395227483083,0.03016027596307229,0.00021933966384539565,4.4957620044198355e-05,3.045311764971575e-10,2.3337136349022775e-12,3.8662322699078034e-05,6.9492843286821804e-06,3.2989923202105705e-06,0.008256453932522912,6.788417618526921e-07,0.009130468638976182,0.04325026302157659,4.438269521106167e-05,2.7170361449448987e-08,0.0005654513123114727,0.0025217602570743575,0.0023068470621200746,0.005537189735738093,2.8955459933564665e-06,0.0011208683300603646,1.774592759375524e-10,5.740265074986029e-12
7.371898669004935e-05,0.4908908391724295,3.76,0.0,0.7173208774615045,0.9440293954636276,0.041186681390582576,0.00018096122922910213,0.006357499235138586,0.030683809682595244,0.00021878552351981069,4.494812228238447e-05,3.041575317782694e-10,2.330849611362521e-12,3.876574938848583e-05,6.940746640754416e-06,3.2956939270186798e-06,0.008368962143932972,6.782182722507536e-07,0.009262808997318713,0.04399020314617647,4.44424839649418e-05,2.7143229240429125e-08,0.0005649166024116355,0.0025315081208683475,0.002344166599576518,0.005681583158360844,2.946148418588261e-06,0.001145737057382423,1.7728682558590427e-10,5.959377846622795e-12
7.474265164314455e-05,0.49092559476108594,3.76,0.0,0.716215910890633,0.9431366351052707,0.04185614811268457,0.00018098136761698127,0.0063575097265441876,0.03120762056755948,0.00021822406811127578,4.493859034485115e-05,3.037840586789205e-10,2.3279869079358693e-12,3.886912744528708e-05,6.932212913420296e-06,3.2923499490994963e-06,0.008481347945259458,6.775950139010473e-07,0.009394946738540877,0.044729486603229,4.450192731575377e-05,2.7115721847025155e-08,0.0005643823657192525,0.0025407204376587775,0.0023812121077896194,0.0058265053625126875,2.996496864702645e-06,0.0011707190816863354,1.7711191454894903e-10,6.183053097171793e-12
7.576631659623975e-05,0.49096038927909696,3.76,0.0,0.7151122649664169,0.9422446748281421,0.04252495047438467,0.0001809998195109144,0.00635743496169502,0.03173167507643264,0.00021765588972373441,4.4929023609748653e-05,3.0341075828447897e-10,2.325125531680837e-12,3.8972474145155544e-05,6.92368316945639e-06,3.2889648063887367e-06,0.008593611447072956,6.769719822250777e-07,0.009526881610233842,0.045468103923943105,4.456106600086681e-05,2.708787528486472e-08,0.0005638486078030408,0.0025494234756169563,0.0024179840399701498,0.005971926333068455,3.046592239218789e-06,0.0011958123943934858,1.7693477983763145e-10,6.411301606319414e-12
7.678998154933495e-05,0.4909952201096563,3.76,0.0,0.7140099448742465,0.9413535230078637,0.043193082120900984,0.00018101674414754436,0.006357282377275277,0.03225594147783914,0.00021708154098168527,4.491942149522584e-05,3.0303763157409747e-10,2.322265490409569e-12,3.907580503465275e-05,6.9151574284605306e-06,3.2855425521453846e-06,0.008705752757354714,6.76349171773246e-07,0.009658613420263907,0.046206046585474364,4.4619936686779844e-05,2.705972333405747e-08,0.000563315333674282,0.002557642363657798,0.002454482974592524,0.006117817532180052,3.0964355066943328e-06,0.0012210150348224847,1.7675563871825796e-10,6.644133710964671e-12
7.781364650243014e-05,0.4910300847568389,3.76,0.0,0.7129089551207966,0.940463187187342,0.04386053730676354,0.000181032284776075,0.006357058668378568,0.032780389752669906,0.00021650153802498182,4.490978345633108e-05,3.026646794325648e-10,2.3194067913514623e-12,3.917913408094358e-05,6.9066357086452185e-06,3.2820868519176155e-06,0.00881777198160592,6.757265766716518e-07,0.009790142030271695,0.04694330691593527,4.467857235527247e-05,2.703129622604768e-08,0.0005627825478450936,0.0025654011225856505,0.002490709601661819,0.006264151834650006,3.146027670284534e-06,0.0012463250867988233,1.7657468766633375e-10,6.8815593159611996e-12
7.883731145552534e-05,0.4910649808407357,3.76,0.0,0.7118092996039009,0.9395736741610059,0.044527310835189314,0.00018104657039448767,0.00635676986204702,0.03330499150134279,0.00021591636325119946,4.4900108982211514e-05,3.0229190266287946e-10,2.3165494391260476e-12,3.92824738178253e-05,6.898118027121326e-06,3.2786008966075527e-06,0.008929669222957569,6.751041931327846e-07,0.009921467349813426,0.047679878008956574,4.473700268464667e-05,2.7002619663664358e-08,0.0005622502543842859,0.002572722697719584,0.002526664710345701,0.006410903465141706,3.1953697661040416e-06,0.0012717406755716834,1.763920977469421e-10,7.123587904179978e-12
7.986097640862054e-05,0.49109990609214815,3.76,0.0,0.7107109816753352,0.9386849900505112,0.04519339800356795,0.00018105971703894362,0.006356421383511373,0.03382971985595281,0.00021532646782748476,4.4890397593518735e-05,3.019193019953252e-10,2.313693439633764e-12,3.9385835509291455e-05,6.889604398460057e-06,3.2750876405804342e-06,0.009041444582278688,6.744820165387609e-07,0.010052589331074339,0.04841575364656083,4.479525438270637e-05,2.6973718465390338e-08,0.0005617184569545725,0.0025796289925859232,0.002562349177851223,0.0065580479373005375,3.244462859677247e-06,0.001297259965011664,1.7620802724946907e-10,7.370228545953535e-12
8.088464136171574e-05,0.4911348583478421,3.76,0.0,0.7096140041969969,0.9377971403728906,0.04585879455454225,0.00018107182902301637,0.006356018116220568,0.03435454939703492,0.00021473227399192396,4.488064884000139e-05,3.015468780957068e-10,2.310838798952164e-12,3.948922923448773e-05,6.881094836095634e-06,3.27154979351069e-06,0.009153098158276198,6.738600409323298e-07,0.01018350796419195,0.04915092822992088,4.4853351458101865e-05,2.6944615151441246e-08,0.0005611871588546476,0.002586140903311742,0.002597763959451647,0.0067055619948389504,3.2933080253870175e-06,0.001322881155062411,1.7602262133795887e-10,7.621489907963076e-12
8.190830631481093e-05,0.4911698355462006,3.76,0.0,0.708518369591643,0.936910130101859,0.046523496631829066,0.00018108300032086737,0.0063555644557189,0.034879456074755254,0.00021413417716468198,4.48708622983412e-05,3.011746315739984e-10,2.3079855198751027e-12,3.959266401682759e-05,6.872589353269684e-06,3.2679896457038402e-06,0.009264630047594624,6.732382632684236e-07,0.010314223273002184,0.049885396717192484,4.4911315491938005e-05,2.691532774775265e-08,0.0005606563630644998,0.002592278353469071,0.002632910079501777,0.006853423554612989,3.3419063484577416e-06,0.0013486024794156872,1.758360027685698e-10,7.87738026161535e-12
8.293197126790613e-05,0.4912048357222616,3.76,0.0,0.707424079888551,0.9360239637228357,0.04718750074046304,0.00018109331548016704,0.006355064358011144,0.03540441713431558,0.0002135325478854069,4.486103757018096e-05,3.0080256299051487e-10,2.3051336068480437e-12,3.9696147983814826e-05,6.864087961296957e-06,3.2644093404144808e-06,0.009376040344915767,6.726166800906121e-07,0.010444735311176663,0.05061915456726675,4.496916589821888e-05,2.688587445910037e-08,0.0005601260722682742,0.002598060329106388,0.0026677886233493838,0.007001611651709284,3.3902589329173605e-06,0.0013744222034031636,1.756482863075551e-10,8.137907490949487e-12
8.38532697256918e-05,0.4912363539771702,3.76,0.0,0.7064403704397878,0.9352271388627518,0.047784505049171054,0.0001811019300437682,0.006354577517047163,0.03587691076493517,0.00021298834890844868,4.485216235485772e-05,3.0046785383115534e-10,2.3025680577175826e-12,3.9789331586077296e-05,6.856440214651541e-06,3.2611715119660693e-06,0.009476205728091555,6.720574161992236e-07,0.01056202241489562,0.05127892564741465,4.502114857416132e-05,2.6859238794875857e-08,0.0005596492443246558,0.0026029751405721546,0.0026989514755628367,0.007135243660128083,3.4335670549817135e-06,0.0013977426769458939,1.754784927892084e-10,8.376352736014655e-12
8.477456818347747e-05,0.4912678880219295,3.76,0.0,0.70545775272564,0.9344310035135891,0.04838093932657302,0.00018110996284165416,0.006354058298476092,0.03634941609857869,0.00021244180870139435,4.484325564548877e-05,3.0013328957209234e-10,2.300003620978312e-12,3.988256558338087e-05,6.848795797511924e-06,3.257920212530706e-06,0.009576272763367137,6.714983026506141e-07,0.010679145008874503,0.0519381150925288,4.507306484661455e-05,2.6832491919877443e-08,0.0005591728289907974,0.0026076292570912404,0.0027298993764956806,0.00726911022958976,3.4766778067798804e-06,0.0014211402493632117,1.7530796296160918e-10,8.618565145650593e-12
8.569586664126313e-05,0.4912994366087446,3.76,0.0,0.7044762275604197,0.9336355601160496,0.04897680164211506,0.00018111745952336538,0.006353508837525395,0.036821918965370785,0.00021189315242852575,4.483431719658298e-05,2.9979887054252835e-10,2.297440298486687e-12,3.9975854303871313e-05,6.841154716817108e-06,3.2546565484270853e-06,0.009676241516044678,6.709393389753943e-07,0.010796103181583382,0.05259672044390535,4.5124925136428684e-05,2.6805643349467504e-08,0.0005586968277294296,0.002612034710281138,0.002760633217026293,0.007403198194164785,3.51959199380061e-06,0.0014446137145845883,1.7513675603032505e-10,8.864549691394189e-12
8.66171650990488e-05,0.49133099854157763,3.76,0.0,0.7034957955883402,0.9328408108974491,0.04957209022518228,0.00018112446146962503,0.006352931076123106,0.037294405881866916,0.00021134259288377189,4.482534677493866e-05,2.994645970519741e-10,2.2948780939756033e-12,4.00692016215664e-05,6.833516978664488e-06,3.251381654416495e-06,0.009776112050358795,6.703805205213707e-07,0.010912897033771907,0.05325473946222993,4.5176738919830457e-05,2.6778702687126645e-08,0.0005582212418698306,0.0026162030027002095,0.002791153912407201,0.0075374949967282785,3.5623104122912792e-06,0.001468161883099639,1.7496493270795011e-10,9.11431110801291e-12
8.753846355683447e-05,0.4913625726764331,3.76,0.0,0.7025164572997769,0.9320467578918403,0.05016680345070289,0.00018113100626001273,0.00635232678113516,0.037766864016651434,0.00021079033127103768,4.481634415883359e-05,2.9913046939488895e-10,2.2923170092245053e-12,4.016261089329253e-05,6.8258825893335595e-06,3.24809649470825e-06,0.00987588442952204,6.698218427284123e-07,0.011029526677207203,0.053912170107238255,4.5228514801867295e-05,2.6751676797768217e-08,0.000557746072628933,0.0026201451276416784,0.002821462399366204,0.007671988661818726,3.6048338325874103e-06,0.0014917835811354436,1.7479254465067712e-10,9.367853897203035e-12
8.845976201462013e-05,0.4913941579170686,3.76,0.0,0.7015382130458859,0.9312534029572236,0.050760939826471105,0.00018113712825277683,0.006351697559224835,0.038239281158595394,0.00021023655789792966,4.480730913726318e-05,2.9879648785020714e-10,2.2897570444561136e-12,4.025608525475565e-05,6.8182515549910885e-06,3.244801808893863e-06,0.009975558715772685,6.692633083790574e-07,0.011145992233274891,0.054569010520211465,4.528026056488879e-05,2.6724572304957466e-08,0.0005572713211244412,0.002623871588419431,0.0028515596335823607,0.00780666777008024,3.647163039057057e-06,0.0015154776499266326,1.7461963140247978e-10,9.625182331061807e-12
8.93810604724058e-05,0.49142575321437376,3.76,0.0,0.7005610630521161,0.9304607477918526,0.05135449798128337,0.00018114285860244397,0.006351044871439334,0.03871164568591703,0.00020968145284752727,4.4798241509390733e-05,2.9846265268249434e-10,2.2871982042066746e-12,4.034962769304423e-05,6.8106238806953055e-06,3.2414985019524277e-06,0.010075134970420244,6.687049147728883e-07,0.01126229383182742,0.05522525900693295,4.5331983265074433e-05,2.6697398249497464e-08,0.0005567969883676101,0.002627392417370928,0.002881446587288047,0.00794152143324022,3.689298830983799e-06,0.0015392429450379105,1.744462412710621e-10,9.886300455485183e-12
9.013056656030844e-05,0.4914514637320755,3.76,0.0,0.6997669272314535,0.9298164144694806,0.051836949314950385,0.0001811472510583241,0.006350497502183958,0.03909588302100633,0.0002092289928119368,4.479084051505453e-05,2.981911751348586e-10,2.285117335940906e-12,4.042577932463523e-05,6.80442100336095e-06,3.238805369482405e-06,0.010156071199145624,6.682507394251529e-07,0.011356788089493225,0.05575870064500178,4.5374048828383444e-05,2.667524260859948e-08,0.0005564114128768882,0.0026301116760940315,0.002905606152328981,0.00805135081768288,3.7234354971656328e-06,0.001558628540941197,1.743048618248872e-10,1.0101526738130663e-11
9.088007264821108e-05,0.4914771797197607,3.76,0.0,0.6989735157147449,0.9291725460807441,0.05231901649654897,0.00018115141703679,0.006349936141354777,0.03948007250800671,0.0002087758517693264,4.4783417715174924e-05,2.9791979476721546e-10,2.2830372126623955e-12,4.050197874094352e-05,6.798220356472181e-06,3.2361073017788836e-06,0.010236942619258936,6.677966550411137e-07,0.011451174002890124,0.0562917487362614,4.541610656631001e-05,2.6653046377831893e-08,0.0005560261156093487,0.0026327061343085862,0.002929627736634594,0.00816128349678041,3.757445053630255e-06,0.0015780599259780943,1.7416320801097636e-10,1.0319265655328865e-11
9.162957873611372e-05,0.4915029006757987,3.76,0.0,0.6981808284701676,0.92852914334434,0.052800698937445295,0.0001811553695582533,0.006349361397312937,0.0398642086742361,0.00020832211333117215,4.477597301483002e-05,2.976485117090883e-10,2.280957835637992e-12,4.057822715126505e-05,6.7920219427545654e-06,3.233404622586434e-06,0.010317749262524128,6.67342662700338e-07,0.011545451651978096,0.056824402570606954,4.54581593855604e-05,2.663081304946878e-08,0.0005556410969953068,0.0026351805544316143,0.0029535118824080687,0.008271314321265941,3.791327916369328e-06,0.001597536503326982,1.7402129708572836e-10,1.0539519063013125e-11
9.237908482401636e-05,0.4915286261128215,3.76,0.0,0.6973888654262951,0.9278862069281132,0.053281996088211,0.00018115912045385787,0.006348773832087864,0.04024828626515891,0.000207867857452437,4.476850632242174e-05,2.9737732608446536e-10,2.2788792077135e-12,4.065452559882139e-05,6.785825764572891e-06,3.2306977985329465e-06,0.010398491160356849,6.668887530798969e-07,0.011639621119269541,0.0573566614903398,4.550020997340192e-05,2.6608544964678333e-08,0.0005552563574270463,0.0026375395186565825,0.0029772591363408916,0.008381438341399256,3.825084494244228e-06,0.0016170576816346817,1.7387915407198256e-10,1.0762288722576465e-11
9.3128590911919e-05,0.49155435556440147,3.76,0.0,0.69659762647606,0.9272437374540456,0.05376290743505056,0.0001811626808280308,0.006348173966054896,0.040632300232975246,0.0002074131606562884,4.476101754973464e-05,2.9710623801638426e-10,2.27680132790359e-12,4.073087489283222e-05,6.77963182473455e-06,3.227986998692903e-06,0.01047916834384162,6.664349286837844e-07,0.011733682489537387,0.05788852488542827,4.5542260832509886e-05,2.6586243616523795e-08,0.0005548718972823323,0.002639787436743201,0.0030008700489012915,0.008491650797359996,3.858715176006038e-06,0.0016366228748016822,1.737367879916361e-10,1.0987576302204204e-11
9.380314639103137e-05,0.49157751512975345,3.76,0.0,0.6958861304068696,0.9266659146435332,0.05419539738623325,0.00018116573081282153,0.006347623968775521,0.04097785439239619,0.00020700361720087966,4.4754258705507516e-05,2.96862342265768e-10,2.274931876457271e-12,4.079963345340492e-05,6.7740591948802435e-06,3.2255440636037424e-06,0.010551722503648473,6.6602656264067e-07,0.01181824537129149,0.05836686329784895,4.558010872935113e-05,2.656614654430034e-08,0.0005545261223481941,0.002641719130123161,0.0030220037558242752,0.008590913832250536,3.888875476274796e-06,0.0016542687010023603,1.736084775658926e-10,1.119248925017248e-11
9.447770187014375e-05,0.4916006772621838,3.76,0.0,0.695175220620669,0.9260884709241483,0.05462757411511668,0.0001811686417891508,0.006347064726808124,0.04132334967635121,0.00020659382735358972,4.4747481847785044e-05,2.9661852572072236e-10,2.2730630334775355e-12,4.086843452779084e-05,6.768488382037616e-06,3.2230983383181377e-06,0.010624224291987375,6.656182654603067e-07,0.011902720828647191,0.0588448804887053,4.5617960239741976e-05,2.6546026918877597e-08,0.0005541805742644597,0.0026435673017419464,0.0030430278799508438,0.008690241569889285,3.918934413035725e-06,0.0016719492882735663,1.7348000938391011e-10,1.139944407763461e-11
9.515225734925612e-05,0.49162384165061845,3.76,0.0,0.6944648969772031,0.9255114066679705,0.05505943731080498,0.00018117142018433615,0.006346496545142263,0.041668782799694166,0.00020618384043653954,4.474068691848563e-05,2.9637478846651697e-10,2.2711947992393073e-12,4.0937278584181824e-05,6.762919387979815e-06,3.2206500139936355e-06,0.010696673730886164,6.652100318864332e-07,0.01198710892692303,0.05932257609742334,4.565581680852127e-05,2.652588488231317e-08,0.0005538352532530026,0.0026453348325691938,0.0030639428283897024,0.008789630905216039,3.948892269922255e-06,0.0016896642195979707,1.7335139373333612e-10,1.160844181125507e-11
9.58268128283685e-05,0.4916470079976633,3.76,0.0,0.6937551593193978,0.9249347222248536,0.05549098667997056,0.00018117407213843694,0.006345919708475728,0.042014150592608844,0.00020577370390303856,4.4733873861416246e-05,2.9613113058781854e-10,2.2693271728156858e-12,4.100616603287706e-05,6.757352214679299e-06,3.2181991195633703e-06,0.010769070842187724,6.648018682858042e-07,0.012071409732329157,0.059799949786589694,4.569367978886257e-05,2.650572190600933e-08,0.0005534901595292626,0.0026470245049529896,0.0030847490095899975,0.008889078840336073,3.978749324591519e-06,0.001707413081039446,1.7322263207542273e-10,1.1819483419038819e-11
9.650136830748087e-05,0.49167017601239327,3.76,0.0,0.6930460074749155,0.9243584179242011,0.05592222194550717,0.0001811766032635322,0.006345334482714457,0.042359449995485056,0.00020536346343136616,4.4727042622255315e-05,2.958875521671211e-10,2.2674601565590978e-12,4.10750973503903e-05,6.751786863889549e-06,3.2157458857780907e-06,0.010841415647558155,6.643937729629088e-07,0.012155623311763328,0.06027700123980855,4.573155041428937e-05,2.648554028513398e-08,0.000553145293285842,0.0026486390064003537,0.0031054468330819606,0.008988582480050107,4.008505858831267e-06,0.0017251954616462834,1.7309373670953775e-10,1.2032569810991883e-11
9.717592378659325e-05,0.4916933454131871,3.76,0.0,0.6923374412568815,0.9237824940761202,0.056353142845778484,0.00018117901878784274,0.006344741116258361,0.04270467805565764,0.0002049531629830076,4.472019314832153e-05,2.9564405328720585e-10,2.265593751272478e-12,4.1144072928433926e-05,6.746223337349085e-06,3.2132904946331383e-06,0.01091370816849158,6.63985740837062e-07,0.012239749732863363,0.060753730160724946,4.5769429833970576e-05,2.6465340419340987e-08,0.0005528006547064231,0.002650180932026862,0.00312603670932008,0.009088139028996564,4.038162150411508e-06,0.0017430109534049968,1.7296471741149257e-10,1.2247701839552178e-11
9.785047926570562e-05,0.49171651592977117,3.76,0.0,0.6916294604633842,0.9232069509705577,0.056783749135353556,0.00018118132365663699,0.006344139839172468,0.04304983193536132,0.00020454284468261017,4.471332538869009e-05,2.954006340316044e-10,2.2637279563065467e-12,4.1213093085193206e-05,6.7406616369343534e-06,3.2108329860005097e-06,0.010985948426297553,6.63577775384069e-07,0.012323789063990693,0.06123013627401054,4.580731912013738e-05,2.6445123167253834e-08,0.0005524562439689166,0.0026516527772406876,0.003146519049605148,0.009187745799305463,4.067718473134085e-06,0.0017608591515014533,1.728355762634475e-10,1.2464880293727406e-11
9.8525034744818e-05,0.4917396872853296,3.76,0.0,0.6909220648806637,0.9226317888812116,0.05721404058193699,0.00018118352242476782,0.006343530866567989,0.04339490889479427,0.000204132549093078,4.470643929329348e-05,2.9515729447836154e-10,2.261862772719567e-12,4.1282158141463915e-05,6.735101764336012e-06,3.2083734994359685e-06,0.01105813644212847,6.63169876021686e-07,0.012407741373967902,0.06170621932110297,4.58452192702095e-05,2.6424889815924753e-08,0.0005521120612358607,0.002653056951843482,0.0031668942657115955,0.009287400195046543,4.097175103997415e-06,0.0017787396539279284,1.727063207024508e-10,1.2684105905878047e-11
9.919959022393037e-05,0.4917628592454492,3.76,0.0,0.6902152542859795,0.9220570080697427,0.057644016963051915,0.000181185619389837,0.006342914402830875,0.043739906266122536,0.00020372231564079447,4.4699534814366106e-05,2.949140347112804e-10,2.259998201914275e-12,4.13512683766924e-05,6.7295437214062414e-06,3.20591219871457e-06,0.011130272237020998,6.627620399342814e-07,0.012491606732011466,0.06218197905588847,4.588313121637534e-05,2.6404641432889365e-08,0.0005517681066612627,0.0026543958026429854,0.0031871627697670044,0.009387099687883847,4.126532308333734e-06,0.0017966520607390235,1.725769594805003e-10,1.29053793664896e-11
9.987414570304274e-05,0.49178603154431605,3.76,0.0,0.6895090284447043,0.9214826087814589,0.05807367806960004,0.0001811876185831929,0.006342290637402293,0.04408482148439605,0.00020331218211815783,4.469261190524548e-05,2.9467085481104626e-10,2.258134243924685e-12,4.1420424031567976e-05,6.723987509931076e-06,3.203449159673232e-06,0.011202355831846778,6.62354267287743e-07,0.012575385207788772,0.0626574152493037,4.592105582013742e-05,2.6384378608884973e-08,0.0005514243803936015,0.0026556715860329596,0.0032073249742063446,0.009486841846296331,4.155790353844509e-06,0.0018145959750031303,1.724474966340651e-10,1.3128701304316586e-11
9.999999999999998e-05,0.4918092039488428,3.76,0.0,0.6893773299994159,0.9213754832435765,0.058153806608423814,0.00018118798106385076,0.00634217346524763,0.04414916429178562,0.00020323567599822803,4.469131822889145e-05,2.946254926898693e-10,2.257786546265327e-12,4.143333170305919e-05,6.722951069993318e-06,3.202989433920134e-06,0.011215798956836923,6.622781947898783e-07,0.012591006454677785,0.06274608329801791,4.5928133019051345e-05,2.63805965604934e-08,0.0005513602754025419,0.0026559028084507568,0.003211074977653174,0.009505455640836831,4.161238180674958e-06,0.0018179472928883977,1.7242333128594344e-10,1.3170594095559627e-11
