Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),CHF2(81),HF(38),HO2(10),CHF(40),FC1OO1(136),[O]C([O])F(138),H(5),CFO2(143),[O]OC(F)F(128),CO2(13),F(37),H2(7),CF2O(48),O(6),[O]C(F)F(146),O2(176),CHFO(46),FC(F)C(F)F(130),CO(12),CHF2-CF2(68),CF2(42),OO[C](F)F(619),FC1(F)OO1(411),CF2O2(152),CHF3(41)
1.715435520346637e-10,0.10548536631933322,3.76,0.0,0.7652659802174815,0.9996767791329779,3.241758737972005e-17,4.141637633861392e-14,2.611642440874914e-09,1.9286373300407207e-08,2.6120601183814618e-09,1.9269931976772823e-08,5.484971604655945e-16,1.4710806413257605e-15,1.6395622364576678e-11,1.639139505753834e-11,3.880356519407832e-13,1.9470495551651602e-14,1.890218022970931e-14,2.797064075178607e-11,3.9424012289165997e-14,3.844746439797838e-14,4.324408148498445e-15,0.0003232182380855114,2.786978604553734e-14,1.729525280773154e-20,2.013908521680092e-19,2.006492353549469e-23,2.795725797922366e-11,1.1623390180834586e-17,7.962549611720357e-18,6.860451355891753e-18,6.426378199103281e-22
1.7993677942296496e-10,0.10548536633737407,3.76,0.0,0.7652659791446865,0.9996721092626463,3.761565483768276e-17,4.5886067766019806e-14,2.7393890279770024e-09,2.023001080472695e-08,2.7398477273116376e-09,2.0211921792848144e-08,6.180627490809401e-16,1.5892028602640913e-15,1.8037785228496283e-11,1.8032983473331517e-11,4.2673025062696063e-13,2.2468984339448338e-14,2.1779978818715656e-14,2.934057719208589e-11,4.355399500880493e-14,4.251726402857347e-14,4.6779804457328686e-15,0.00032788797893830505,3.0662685963900533e-14,1.9378671269549454e-20,2.3241535937642524e-19,2.3153966628502288e-23,2.932513758793269e-11,1.2784991410535811e-17,8.953210657983386e-18,7.332739858745144e-18,7.772475594214663e-22
1.874906840724361e-10,0.10548536635361078,3.76,0.0,0.7652659781791712,0.999668282337104,4.276148796246723e-17,5.013000164803956e-14,2.854358905519389e-09,2.107928457253315e-08,2.8548560935094436e-09,2.1059645416647874e-08,6.848902474486931e-16,1.6975584467479442e-15,1.9582610554321594e-11,1.957725198262543e-11,4.631107065721738e-13,2.541766296046664e-14,2.460462333549798e-14,3.057369085977664e-11,4.7459257036026036e-14,4.63728057124263e-14,5.0028943671596774e-15,0.000331714787880742,3.3290226442859097e-14,2.138147549402562e-20,2.6292615333161717e-19,2.6191703986823947e-23,3.055622891226449e-11,1.3877220900396916e-17,9.899787953426993e-18,7.760791957532351e-18,9.15535005713608e-22
1.9504458872190724e-10,0.1054853663698475,3.76,0.0,0.7652659772136563,0.9996647802542015,4.8373758139745825e-17,5.458661966539991e-14,2.969326890135516e-09,2.1928558354800643e-08,2.9698640442495533e-09,2.1907305372103533e-08,7.557750478213482e-16,1.807728606975126e-15,2.1190780606745142e-11,2.118482644036722e-11,5.009626639845329e-13,2.861351864738687e-14,2.7660567844879276e-14,3.1806973445114995e-11,5.154420690976189e-14,5.0413077910747265e-14,5.333788708432598e-15,0.00033521675411888214,3.602569273469836e-14,2.3508732668447566e-20,2.9599626268356294e-19,2.948410615802072e-23,3.178731993015829e-11,1.5013717357264456e-17,1.0898745241356701e-17,8.191348422775841e-18,1.0714964361705134e-21
2.0259849337137838e-10,0.1054853663860842,3.76,0.0,0.7652659762481414,0.999661575437984,5.447543169785033e-17,5.92589240458567e-14,3.0842930266540788e-09,2.2777832152807682e-08,3.0848716156735882e-09,2.275490166394232e-08,8.307720970150438e-16,1.9196018767034303e-15,2.2862281796915732e-11,2.2855692255656396e-11,5.40284239377337e-13,3.206647953711718e-14,3.095646230872444e-14,3.304043173465486e-11,5.581009585331104e-14,5.464015498795932e-14,5.6703308275601485e-15,0.00033842145360693884,3.886907677094015e-14,2.5763767367668128e-20,3.3172869151508225e-19,3.304141700356513e-23,3.30184106416542e-11,1.619442411914303e-17,1.195032793224796e-17,8.624130273341483e-18,1.2465759882835087e-21
2.1015239802084952e-10,0.1054853664023209,3.76,0.0,0.7652659752826269,0.9996586426542807,6.10897967922399e-17,6.414991528935709e-14,3.1992573569102234e-09,2.3627105967879297e-08,3.1998788408859374e-09,2.3602434296877578e-08,9.099329313067572e-16,2.033073619672424e-15,2.45971005299266e-11,2.4589834850320176e-11,5.810735525388249e-13,3.578647147910622e-14,3.4500907612636774e-14,3.4274072513493814e-11,6.025815550303604e-14,5.90561107672693e-14,6.01220658297358e-15,0.00034135412051539496,4.1820370503706837e-14,2.814990403852125e-20,3.7022643621806055e-19,3.687387964433781e-23,3.4249501046792135e-11,1.7419284622714118e-17,1.3054751014373989e-17,9.058892507892128e-18,1.4422743406883568e-21
2.1770630267032066e-10,0.10548536641855749,3.76,0.0,0.7652659743171122,0.9996559588114298,6.824046321984145e-17,6.926259216037098e-14,3.314219920003846e-09,2.4476379801387045e-08,3.3148857502122e-09,2.4449903275611477e-08,9.933058856315306e-16,2.148045608503241e-15,2.639522320335901e-11,2.638723965642534e-11,6.233287264258769e-13,3.9783418037153284e-14,3.8302455833291064e-14,3.5507902565272334e-11,6.488959893094619e-14,6.366301852448328e-14,6.35911930246138e-15,0.0003440378465069665,4.4879565901323065e-14,3.0670467002498737e-20,4.115924855111068e-19,4.0991736464794985e-23,3.548059114561198e-11,1.868824240012017e-17,1.4212202771310708e-17,9.495419951702425e-18,1.6601486941378647e-21
2.252602073197918e-10,0.10548536643479411,3.76,0.0,0.7652659733515977,0.9996535027781089,7.595136223261115e-17,7.459995168114694e-14,3.4291807525356843e-09,2.532565365474874e-08,3.4298923714354483e-09,2.5297308604837313e-08,1.0809362897983244e-15,2.264425631635755e-15,2.825663620611919e-11,2.824789211414136e-11,6.67047887069828e-13,4.406724049085409e-14,4.236961050393531e-14,3.674192867217296e-11,6.970562161021728e-14,6.846295098247541e-14,6.710788810332525e-15,0.00034649376290299107,4.8046654944524585e-14,3.332878045821868e-20,4.559298204532843e-19,4.540522911681474e-23,3.671168093815347e-11,2.0001241076115153e-17,1.542284804306551e-17,9.933523613367215e-18,1.9018127525298126e-21
2.3281411196926294e-10,0.10548536645103072,3.76,0.0,0.7652659723860834,0.9996512552165636,8.424674635041983e-17,8.016498912579565e-14,3.544139888823445e-09,2.617492752942819e-08,3.544898730012523e-09,2.6144650289241596e-08,1.172866652756983e-15,2.3821271242288913e-15,3.018132591752359e-11,3.017177766990578e-11,7.122291634928431e-13,4.864785783673557e-14,4.671082687815635e-14,3.797615761491939e-11,7.470740232784575e-14,7.345798030624028e-14,7.066950508461662e-15,0.0003487412074584298,5.1321629623189664e-14,3.612816848371539e-20,5.033414144544779e-19,5.012459852326749e-23,3.7942770424456315e-11,2.135822436553421e-17,1.6686831090650033e-17,1.0373037484566196e-17,2.168936703983184e-21
2.4036801661873406e-10,0.1054853664672673,3.76,0.0,0.7652659714205688,0.9996491984304413,9.315118917332037e-17,8.596069801515125e-14,3.659097361098962e-09,2.702420142693495e-08,3.6599048492713826e-09,2.6991928333505718e-08,1.2691368352820315e-15,2.501068822288586e-15,3.216927870661166e-11,3.215888177486938e-11,7.588706876341635e-13,5.35351867891114e-14,5.1334512191916116e-14,3.921059617277527e-11,7.989610404576846e-14,7.865017809849267e-14,7.427354509819489e-15,0.00035079787652601623,5.470448193355514e-14,3.9071955038563805e-20,5.539302332827293e-19,5.516008488133128e-23,3.9173859604560095e-11,2.2759136071062028e-17,1.8004278096454757e-17,1.0813815746735374e-17,2.463247201960751e-21
2.4792192126820517e-10,0.10548536648350389,3.76,0.0,0.7652659704550546,0.999647316225585,1.0268958519329875e-16,9.199007011232287e-14,3.774053199688552e-09,2.7873475348824033e-08,3.774910750591642e-09,2.7839142742307492e-08,1.3697842120559811e-15,2.6211744380500766e-15,3.422048093164854e-11,3.420918988357975e-11,8.069705942848674e-13,5.87391417807105e-14,5.624902592394372e-14,4.044525112354316e-11,8.527287471443785e-14,8.404161539575351e-14,7.79176482037047e-15,0.0003526799642621441,5.81952038758457e-14,4.2163463965863605e-20,6.077992350690954e-19,6.052192766559015e-23,4.040494847850437e-11,2.4203920081258972e-17,1.937529935864374e-17,1.1255730319604203e-17,2.786527346432615e-21
2.554758259176763e-10,0.10548536649974039,3.76,0.0,0.7652659694895401,0.9996455937825803,1.1288714960558559e-16,9.825609541886431e-14,3.889007433178113e-09,2.8722749296695675e-08,3.8899164535698736e-09,2.8686293520322354e-08,1.4748438238580787e-15,2.742372355196574e-15,3.633491893978905e-11,3.632268745287137e-11,8.565270210301354e-13,6.426963496311855e-14,6.14626800545331e-14,4.168012924356337e-11,9.08388480416854e-14,8.963436266486894e-14,8.159958566407425e-15,0.00035440229008156443,6.179378745226187e-14,4.540601899410185e-20,6.650513703104464e-19,6.622036563094542e-23,4.1636037046328594e-11,2.5692520368813804e-17,2.0799991221447872e-17,1.1698668704809578e-17,3.1406166650772207e-21
2.630297305671474e-10,0.1054853665159769,3.76,0.0,0.7652659685240256,0.9996440175400025,1.2376941811959457e-16,1.047617621715019e-13,4.003960088564342e-09,2.957202327219509e-08,4.004921976171032e-09,2.9533380672224497e-08,1.5843485205035763e-15,2.8645953426189923e-15,3.8512579066878206e-11,3.84993599409351e-11,9.075381081981431e-13,7.013657620706329e-14,6.698373932279052e-14,4.2915237307712677e-11,9.659514421949975e-14,9.543048979992024e-14,8.531725264613031e-15,0.000355978415408912,6.55002246652804e-14,4.8802943738910436e-20,7.257895818705365e-19,7.226563681536435e-23,4.286712530807222e-11,2.7224880988997063e-17,2.227843777470977e-17,1.2142532087321623e-17,3.527411094516849e-21
2.705836352166185e-10,0.10548536653221341,3.76,0.0,0.7652659675585108,0.9996425750875739,1.3536224676953806e-16,1.1151005683937206e-13,4.118911191393094e-09,3.042129727701217e-08,4.119927334867018e-09,3.038040420268773e-08,1.698329095029622e-15,2.9877802857205086e-15,4.075344763737009e-11,4.0739192806546507e-11,9.600019988149189e-13,7.634987310256713e-14,7.282042148235745e-14,4.4150582089403184e-11,1.0254287061073723e-13,1.0143206611948765e-13,8.90686613276639e-15,0.0003574207505221226,6.931450751623135e-14,5.2357561704730974e-20,7.901168049795902e-19,7.866797854248591e-23,4.409821326377458e-11,2.880094607829517e-17,2.381071234660836e-17,1.2587233667945242e-17,3.948862961585689e-21
2.7813753986608963e-10,0.10548536654844988,3.76,0.0,0.7652659665929963,0.9996412550684357,1.4769181172476902e-16,1.1850396412172275e-13,4.233860765885912e-09,3.127057131288127e-08,4.234932544763424e-09,3.1227364116386273e-08,1.816814409635207e-15,3.1118679342473796e-15,4.3057510964347865e-11,4.304217150843409e-11,1.0139168385645433e-12,8.29194309589881e-14,7.898089755563715e-14,4.5386170360581086e-11,1.0868312239785068e-13,1.0764116036423608e-13,9.28519343894883e-15,0.00035874065227972977,7.323662800411934e-14,5.607319628639817e-20,8.581359672326305e-19,8.543762742410077e-23,4.532930091347506e-11,3.0420659853205756e-17,2.5396878812881503e-17,1.303269720084375e-17,4.406980964628742e-21
2.8569144451556074e-10,0.10548536656468631,3.76,0.0,0.7652659656274813,0.9996400470897534,1.6078460909989694e-16,1.2574646694603508e-13,4.3488088350557556e-09,3.211984538158094e-08,4.349937619715481e-09,3.207426041799536e-08,1.93983151388487e-15,3.2368026656229966e-15,4.5424755349629504e-11,4.540828150476921e-11,1.0692807757540901e-12,8.985515280497028e-14,8.547329208655397e-14,4.6622008891725405e-11,1.1501698319574403e-13,1.1405984069479034e-13,9.666529887083624e-15,0.0003599485135158973,7.726657812465825e-14,5.995317077065298e-20,9.29949988586775e-19,9.258481936252273e-23,4.656038825721288e-11,3.208396660917653e-17,2.703699274543756e-17,1.3478855710509228e-17,4.903830154829923e-21
2.9324534916503186e-10,0.10548536658092272,3.76,0.0,0.7652659646619663,0.9996389416409063,1.7466745476472332e-16,1.332405464665228e-13,4.4637554208128784e-09,3.296911948493368e-08,4.464942572434155e-09,3.2921093112191784e-08,2.0674057556755037e-15,3.3625322627831295e-15,4.7855167083944006e-11,4.7837508252761026e-11,1.1260919612827456e-12,9.716693938832272e-14,9.230568339187388e-14,4.785810445184689e-11,1.215455256308335e-13,1.2069017468987027e-13,1.0050708036674952e-14,0.00036105384485204023,8.140434986949004e-14,6.40008083375952e-20,1.0056617813577015e-18,1.0011978955286698e-22,4.779147529502729e-11,3.3790810719670857e-17,2.873110242147473e-17,1.392565036458368e-17,5.441531917567924e-21
3.0079925381450297e-10,0.10548536659715914,3.76,0.0,0.7652659636964512,0.9996379300185975,1.893674841540363e-16,1.409891820629727e-13,4.578700544061731e-09,3.381839362480568e-08,4.579947414583276e-09,3.376786220365428e-08,2.199560885419458e-15,3.4890077056030095e-15,5.0348732447166185e-11,5.0329837208342206e-11,1.1843485486146242e-12,1.0486468917584307e-13,9.948610381111067e-14,4.9094463808486705e-11,1.2826981188821788e-13,1.2753422934465868e-13,1.0437569754796732e-14,0.0003620653495842671,8.564993522556285e-14,6.821943206208467e-20,1.085374250215451e-18,1.0805277248524855e-22,4.9022562026957546e-11,3.554113663534475e-17,3.047924971061994e-17,1.4373029482965013e-17,6.022263953798644e-21
3.083531584639741e-10,0.10548536661339557,3.76,0.0,0.7652659627309356,0.9996370042583159,2.04912152077298e-16,1.4899535133989364e-13,4.693644224789628e-09,3.46676678031066e-08,4.6949521568684335e-09,3.461456769706391e-08,2.3363191538541825e-15,3.616182975093209e-15,5.2905437708599054e-11,5.288525382593261e-11,1.2440486937548538e-12,1.1295829835309828e-13,1.0702253995503837e-13,5.033109372771542e-11,1.3519089422869318e-13,1.3459407106937896e-13,1.0826965698555176e-14,0.0003629909922243959,9.000332617464775e-14,7.261236491509811e-20,1.169190292179715e-18,1.1639400194691247e-22,5.025364845304274e-11,3.733488888332301e-17,3.22814708544853e-17,1.4820947667110086e-17,6.648260261463294e-21
3.159070631134452e-10,0.10548536662963193,3.76,0.0,0.7652659617654199,0.999636157071615,2.2132923252825567e-16,1.5726203012594403e-13,4.808586482147864e-09,3.551694202178927e-08,4.809956809118313e-09,3.546120959710426e-08,2.4777014038598784e-15,3.744014869599174e-15,5.552526912729502e-11,5.550374355827086e-11,1.3051905552285662e-12,1.2145766082417374e-13,1.14922932952827e-13,5.156800097413181e-11,1.4230981547723708e-13,1.4187176568806087e-13,1.1218754826364278e-14,0.0003638380612182098,9.446451469297493e-14,7.718292976504846e-20,1.2572127966147094e-18,1.2515371102430615e-22,5.148473457332204e-11,3.917201206656341e-17,3.4137797151163804e-17,1.52693650355438e-17,7.321811116921476e-21
3.234609677629163e-10,0.10548536664586827,3.76,0.0,0.765265960799904,0.9996353817887293,2.386468184945051e-16,1.6579219247361147e-13,4.92352733452591e-09,3.6366216282849486e-08,4.924961380359121e-09,3.63077879084617e-08,2.623727156649936e-15,3.8724628322727115e-15,5.820821295240777e-11,5.8185291856303494e-11,1.3677722940624578e-12,1.303726682114003e-13,1.231951786978192e-13,5.280519231086179e-11,1.4962760948452605e-13,1.4936937843747535e-13,1.1612803936438041e-14,0.00036461322633181604,9.903349275097276e-14,8.193444937907218e-20,1.349544645223759e-18,1.3434213210510185e-22,5.271582038783452e-11,4.105245086329843e-17,3.6048255556137966e-17,1.5718246552754114e-17,8.045263056408663e-21
3.3101487241238743e-10,0.1054853666621046,3.76,0.0,0.7652659598343879,0.9996346723060598,2.568933217670314e-16,1.7458881065911844e-13,5.038466799619288e-09,3.721549058832574e-08,5.039965878882706e-09,3.7154302635825494e-08,2.774414692682007e-15,4.001488789117938e-15,6.095425542356742e-11,6.092988416912366e-11,1.431792073768606e-12,1.3971320985506755e-13,1.3184712809196361e-13,5.404267449955742e-11,1.5714530156298645e-13,1.570889739662198e-13,1.2008987230969439e-14,0.00036532259116423574,1.0371025231309526e-13,8.687024642429024e-20,1.446288712043666e-18,1.4396949688017888e-22,5.394690589661924e-11,4.297615002654532e-17,3.8012869210010785e-17,1.6167561439842586e-17,8.821018857517575e-21
3.3856877706185854e-10,0.10548536667834092,3.76,0.0,0.7652659588688716,0.9996340230381163,2.760974727497511e-16,1.836548551825328e-13,5.1534048944916686e-09,3.806476494029903e-08,5.154970312308866e-09,3.8000753783887867e-08,2.929781127616276e-15,4.131056996956827e-15,6.376338277127349e-11,6.373750594395127e-11,1.4972480603302814e-12,1.4948917281313147e-13,1.4088658728891962e-13,5.5280454300395795e-11,1.6486390889879709e-13,1.6503261633393834e-13,1.2407185904551274e-14,0.0003659717412051296,1.0849478533772417e-13,9.19936434690468e-20,1.5475478634389563e-18,1.5404603634557122e-22,5.517799109971524e-11,4.4943054383676615e-17,4.003165790215755e-17,1.6617282656763905e-17,9.651537520703037e-21
3.4612268171132966e-10,0.10548536669457723,3.76,0.0,0.765265957903355,0.9996334288735377,2.9628832026907615e-16,1.9299329476806102e-13,5.268341635631687e-09,3.891403934089252e-08,5.269974687642401e-09,3.884714135734415e-08,3.0898424836245955e-15,4.261133900705547e-15,6.66355812172996e-11,6.660814262614837e-11,1.5641384221895058e-12,1.5971044186092144e-13,1.5032131793584684e-13,5.651853847207822e-11,1.7278444094117268e-13,1.7320236901066255e-13,1.280728775548691e-14,0.0003665657878160214,1.1338708377713485e-13,9.730796298413034e-20,1.6534249580960636e-18,1.6458198080438788e-22,5.640907599716147e-11,4.695310883604358e-17,4.2104638478087035e-17,1.7067386447452274e-17,1.0539334250810065e-20
3.5367658636080077e-10,0.1054853667108135,3.76,0.0,0.7652659569378379,0.9996328851348422,3.174952313835189e-16,2.0260709636450736e-13,5.38327703900489e-09,3.9763313792271414e-08,5.38497901132531e-09,3.969346536089273e-08,3.2546137563338375e-15,4.3916879993935684e-15,6.95708369751062e-11,6.954177965926371e-11,1.6324613302361454e-12,1.7038689949085226e-13,1.6015903741389188e-13,5.775693377182924e-11,1.8090789977017625e-13,1.8160029487625964e-13,1.3209186818721538e-14,0.0003671094084785141,1.1838713957751533e-13,1.0281652734398006e-19,1.764022847017508e-18,1.7558755986871047e-22,5.764016058899691e-11,4.9006258358645904e-17,4.4231825197255635e-17,1.7517851940299414e-17,1.1486980438624905e-20
3.612304910102719e-10,0.10548536672704974,3.76,0.0,0.7652659559723206,0.9996323875415977,3.3974789119335395e-16,2.124992251458809e-13,5.498211120101304e-09,4.0612588296642613e-08,5.499983289284562e-09,4.053972579923502e-08,3.4241089776698446e-15,4.522689720391569e-15,7.25691362502568e-11,7.253840248510179e-11,1.70221495779836e-12,1.815284259121447e-13,1.7040741907738187e-13,5.899564695539574e-11,1.8923528044424267e-13,1.9022845621997548e-13,1.3612783019194107e-14,0.0003676068836247235,1.2349494467903004e-13,1.0852265882788104e-19,1.8794443735161136e-18,1.870730024614735e-22,5.887124487526048e-11,5.110244799984251e-17,4.641323004730535e-17,1.796866079731273e-17,1.2497103642448946e-20
3.68784395659743e-10,0.10548536674328596,3.76,0.0,0.7652659550068032,0.9996319321767185,3.6307630265035206e-16,2.2267264451213648e-13,5.613143893978878e-09,4.146186285625455e-08,5.614987526975797e-09,4.1385922677075554e-08,3.598341274853206e-15,4.65411130134461e-15,7.5630465240835e-11,7.559799654381155e-11,1.7733974806342218e-12,1.9314489905055945e-13,1.8107409249173724e-13,6.023468477704615e-11,1.9776757132853365e-13,1.9908891474006328e-13,1.4017981844471999e-14,0.0003680621303403821,1.2871049101592111e-13,1.1442967962115078e-19,1.9997923732093042e-18,1.9904853681833129e-22,6.010232885599107e-11,5.3241622881098125e-17,4.8648863020049015e-17,1.8419796906005517e-17,1.35723875696953e-20
3.763383003092141e-10,0.10548536675952219,3.76,0.0,0.7652659540412853,0.9996315154556227,3.8751078636760054e-16,2.331303160900344e-13,5.728075375303279e-09,4.2311137473396935e-08,5.729991729423334e-09,4.223205599912179e-08,3.777322925783135e-15,4.7859266793371035e-15,7.875481013785916e-11,7.872054727399131e-11,1.8460070769243695e-12,2.0524619454814488e-13,1.9216664367011208e-13,6.147405398956968e-11,2.0650575440518715e-13,2.081837315434869e-13,1.4424694035592177e-14,0.0003684787332071256,1.3403377051663904e-13,1.2054091181631927e-19,2.1251696740135104e-18,2.11524390489515e-22,6.133341253122754e-11,5.542372819676065e-17,5.093873235390076e-17,1.887124610877002e-17,1.4715572058508062e-20
3.8389220495868523e-10,0.1054853667757584,3.76,0.0,0.7652659530757671,0.9996311340980086,4.1308198042942145e-16,2.4387519973410775e-13,5.8430055783842535e-09,4.316041215040048e-08,5.844995901256781e-09,4.307812577008414e-08,3.961065411030951e-15,4.918111386845647e-15,8.194215712569268e-11,8.190604011280623e-11,1.9200419272655563e-12,2.1784218576300345e-13,2.0369261530877193e-13,6.271376134427557e-11,2.1545080556646184e-13,2.1751496714569097e-13,1.48328352950938e-14,0.00036885997252727006,1.3946477510399852e-13,1.268596774143053e-19,2.2556790961387186e-18,2.2451079034168296e-22,6.256449590100868e-11,5.764870921386581e-17,5.328284474684928e-17,1.9322995965154812e-17,1.5929453059404166e-20
3.9144610960815634e-10,0.1054853667919946,3.76,0.0,0.7652659521102483,0.9996307851020237,4.3982084020139886e-16,2.549102535277251e-13,5.9579345172089e-09,4.400968688963671e-08,5.9600000467445225e-09,4.392413199467584e-08,4.149579462650693e-15,5.050642454063994e-15,8.519249238244757e-11,8.515446049611556e-11,1.9955002146649767e-12,2.3094274376907705e-13,2.1565950702121736e-13,6.395381359099242e-11,2.246036948917228e-13,2.2708468147042993e-13,1.5242326011285647e-14,0.0003692088501530009,1.4500349669535356e-13,1.3338929832558968e-19,2.3914234520831688e-18,2.380179625597676e-22,6.37955789653733e-11,5.991651127196569e-17,5.568120554354474e-17,1.977503554305713e-17,1.7216882616937817e-20
3.9900001425762746e-10,0.10548536680823078,3.76,0.0,0.7652659511447293,0.9996304657206293,4.677586381405245e-16,2.6623843378423884e-13,6.072862205472096e-09,4.485896169351772e-08,6.075004169824381e-09,4.477007467761292e-08,4.342875110001511e-15,5.183498317210083e-15,8.850580208038027e-11,8.846579385860739e-11,2.072380124535268e-12,2.445577373559523e-13,2.2807477557106107e-13,6.519421747806747e-11,2.339653869091604e-13,2.3689493384964846e-13,1.5653090997845637e-14,0.00036952811312292356,1.5064992720278697e-13,1.401330963713882e-19,2.532505546628238e-18,2.520561326488206e-22,6.502666172436015e-11,6.222707978297737e-17,5.813381889963267e-17,2.0227355235328544e-17,1.8580768851387578e-20
4.0655391890709857e-10,0.10548536682446692,3.76,0.0,0.76526595017921,0.9996301734399703,4.969269636054714e-16,2.778626950482108e-13,6.187788656604311e-09,4.570823656449593e-08,6.190008274131675e-09,4.5615953823614046e-08,4.540961722764777e-15,5.316658732448708e-15,9.188207238627797e-11,9.184002563393859e-11,2.150679844690094e-12,2.5869703302868863e-13,2.4094583510366753e-13,6.643497975236608e-11,2.435368408430863e-13,2.4694778302340804e-13,1.606505924789944e-14,0.0003698202752919975,1.5640405853331173e-13,1.4709439328482434e-19,2.679028176833501e-18,2.666355254358588e-22,6.625774417800793e-11,6.458036023104913e-17,6.064068792610134e-17,2.0679946598703793e-17,2.0024075940466042e-20
4.141078235565697e-10,0.10548536684070306,3.76,0.0,0.76526594921369,0.9996299059595818,5.273577226670012e-16,2.897859900967041e-13,6.302713883797064e-09,4.655751150506388e-08,6.305012363024876e-09,4.646176943740041e-08,4.7438480513277715e-15,5.450104695085548e-15,9.532128946183452e-11,9.527714125487778e-11,2.230397565340226e-12,2.733704950076673e-13,2.542800573765606e-13,6.767610715927116e-11,2.533190108476055e-13,2.5724528713985336e-13,1.6478163701771904e-14,0.0003700876371253302,1.622658825890802e-13,1.542765107121043e-19,2.8310941320319954e-18,2.8176636507171206e-22,6.748882632635535e-11,6.697629817244205e-17,6.32018148160804e-17,2.113280221232791e-17,2.154982410105221e-20
4.216617282060408e-10,0.1054853668569392,3.76,0.0,0.7652659482481698,0.999629661174275,5.590831379185155e-16,3.0201126994063806e-13,6.417637900026169e-09,4.740678651775396e-08,6.4200164396091185e-09,4.730752152369571e-08,4.951542264695269e-15,5.583818363709411e-15,9.882343946401541e-11,9.877712615345046e-11,2.3115314790900596e-12,2.885879852284636e-13,2.680847719886081e-13,6.891760644268254e-11,2.6331284622741703e-13,2.6778950375521316e-13,1.6892341027650227e-14,0.0003703323038118358,1.6823539126759808e-13,1.6168277021369393e-19,2.988806193825678e-18,2.974588750328755e-22,6.871990816944102e-11,6.941483923542478e-17,6.581720095623217e-17,2.1585915553490624e-17,2.3161089570946595e-20
4.292156328555119e-10,0.10548536687317527,3.76,0.0,0.7652659472826492,0.9996294371575611,5.921357482867528e-16,3.1454148382619463e-13,6.5325607180730264e-09,4.825606160513823e-08,6.535020506757682e-09,4.815321008722597e-08,5.164051986080399e-15,5.717782988979516e-15,1.0238850854541086e-10,1.0233996576108445e-10,2.3940797809344943e-12,3.043593633417425e-13,2.823672666079883e-13,7.01594843450166e-11,2.735192916464578e-13,2.785824898338321e-13,1.7307531414440298e-14,0.0003705562018403831,1.7431257646194153e-13,1.693164932654993e-19,3.152267136081101e-18,3.1372327812336696e-22,6.995098970730358e-11,7.189592912017876e-17,6.848684702460826e-17,2.2039280888474307e-17,2.4861004590649148e-20
4.3676953750498303e-10,0.10548536688941136,3.76,0.0,0.7652659463171281,0.9996292321464816,6.265484088426412e-16,3.273795792362748e-13,6.6474823505440555e-09,4.9105336769828154e-08,6.6500245671316785e-09,4.8998835132719446e-08,5.381384326316863e-15,5.851982846773244e-15,1.0601648285457679e-10,1.0596564550875476e-10,2.4780406682561223e-12,3.206944867131756e-13,2.9713478719894665e-13,7.140174760720576e-11,2.839392873250595e-13,2.896263017482289e-13,1.7723678376137964e-14,0.00037076109416888287,1.8049743006097525e-13,1.7718100126005143e-19,3.321579724925283e-18,3.3056979647659003e-22,7.118207093998156e-11,7.441951359871362e-17,7.121075307661566e-17,2.2492893176679504e-17,2.6652757385160008e-20
4.4432344215445414e-10,0.10548536690564743,3.76,0.0,0.7652659453516065,0.9996290445277287,6.623542906123085e-16,3.4052850189199557e-13,6.7624028098884775e-09,4.995461201447439e-08,6.765028623198043e-09,4.984439666490647e-08,5.6035459152258486e-15,5.986403175427372e-15,1.0970734853636329e-10,1.096541508271268e-10,2.5634123408226807e-12,3.3760321042338204e-13,3.1239453824734823e-13,7.264440296869812e-11,2.945737692262579e-13,3.009229952791771e-13,1.814072856707476e-14,0.000370948594105705,1.8678994394956888e-13,1.8527961550769541e-19,3.496846718741797e-18,3.480086515572045e-22,7.241315186751355e-11,7.698553851479021e-17,7.398891862053684e-17,2.2946747986414083e-17,2.853959214580321e-20
4.5187734680392526e-10,0.10548536692188347,3.76,0.0,0.7652659443860845,0.9996288728249402,6.995868803882549e-16,3.5399119575422543e-13,6.877322108414568e-09,5.0803887341766554e-08,6.88003267724602e-09,5.068989468851943e-08,5.830542931062887e-15,6.121030116821936e-15,1.1346109173223049e-10,1.1340546714669753e-10,2.650193000784724e-12,3.550953872678909e-13,3.281536829850314e-13,7.388745716745699e-11,3.0542366923185065e-13,3.124746256158058e-13,1.8558631607433186e-14,0.000371120178012737,1.9319011000881232e-13,1.936156572377849e-19,3.678170868167058e-18,3.6605006416300514e-22,7.3644232489938e-11,7.959394978384989e-17,7.682134268387474e-17,2.340084142092574e-17,3.052480901207335e-20
4.5943125145339637e-10,0.10548536693811952,3.76,0.0,0.7652659434205621,0.999628715687076,7.38279980540692e-16,3.6777060302515253e-13,6.9922402583045066e-09,5.1653162754433034e-08,6.995036731402231e-09,5.15353292082926e-08,6.062381128162208e-15,6.255850661071384e-15,1.172776985805518e-10,1.1721957989793325e-10,2.738380852673473e-12,3.7318086775712606e-13,3.44419343612971e-13,7.513091693996063e-11,3.164899153087755e-13,3.2428324735571685e-13,1.897733991846018e-14,0.0003712771969301404,1.996979201162264e-13,2.021924475998821e-19,3.86565491608682e-18,3.8470425442680844e-22,7.487531280729339e-11,8.224469339295003e-17,7.970802387163995e-17,2.3855170053430115e-17,3.2611764053505434e-20
