Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71),CHO2(135)
5.897362908347383e-10,0.28110100591344594,3.76,0.0,0.8162798891543679,0.9998608638688813,4.98353634789445e-18,6.397976100896333e-15,5.6406603160534034e-09,5.636292226700832e-09,3.2076694735305247e-10,8.325486126533707e-17,1.7085429906578326e-16,4.34722963029683e-12,4.3394497818849824e-12,1.1151289025488572e-14,1.427510470771354e-14,3.208189170945628e-10,4.9154383884870885e-14,3.3969387050136385e-12,1.4119868146503525e-14,5.715143260105578e-15,1.2918054202434917e-14,5.127952073807464e-22,1.5573029276542553e-20,4.046567188219121e-16,2.839806939539522e-20,5.80765839152018e-25,3.394343855783939e-12,5.1416319110229685e-23,1.2245046975789638e-28,2.398169477824893e-19,1.4203683913246655e-19,0.0001391358058762294,3.9291823504031895e-33,2.5940535512159777e-24,8.378977320927957e-24,1.6967652633293394e-20,1.6242321992963873e-16,2.3504152167665283e-28,3.347068529472122e-36,1.365604120344568e-30,1.759464905240904e-32,1.2385420164396928e-18,2.3163779214673732e-32,2.723681626808169e-32,1.7611490555514238e-22,5.7433686347032805e-30,8.228613865574471e-22,5.424417952400308e-34,4.6124756161173565e-23,5.935752500804369e-17,1.3720267109673538e-26,3.00796026216889e-29,3.065927937572455e-33,1.4757282746272573e-28,3.6380984112842395e-15
6.025052918605133e-10,0.2811010059196063,3.76,0.0,0.8162798890252162,0.9998604393178497,5.324606746863726e-18,6.694785185374705e-15,5.762792224435696e-09,5.758232963834771e-09,3.2771087713151133e-10,8.783492215295216e-17,1.7671465097704007e-16,4.537432259849947e-12,4.529166432273244e-12,1.1861545542792074e-14,1.5054746437898162e-14,3.2776504104684993e-10,5.130312676204959e-14,3.4706051437134842e-12,1.475438636803697e-14,5.966454959325331e-15,1.3483354597858814e-14,5.390434512076121e-22,1.62559423208212e-20,4.2121043272712234e-16,3.028380492622549e-20,6.19192595552332e-25,3.467838236790609e-12,5.410211683366369e-23,1.3332234801087812e-28,2.5236980620815954e-19,1.460504899291098e-19,0.00013956034976810296,4.2626102713791615e-33,2.7661603767278434e-24,8.935717441257122e-24,1.771222244450154e-20,1.659412813838378e-16,2.5596841502200873e-28,3.623926878235635e-36,1.4563356999672067e-30,1.8781025586735356e-32,1.3114235731535465e-18,2.476490132380976e-32,2.973471066846287e-32,1.8779999193705095e-22,6.124161273827631e-30,8.450293457803977e-22,5.908905310050089e-34,4.9071667471500853e-23,6.195572155792158e-17,1.462999409596954e-26,3.276881740584614e-29,3.41224255717833e-33,1.5737542106912857e-28,3.755293569809327e-15
6.152742928862882e-10,0.2811010059257666,3.76,0.0,0.8162798888960645,0.9998600423702368,5.681336000355415e-18,6.9990274888707276e-15,5.8849241355713364e-09,5.8801696104782945e-09,3.346547627804759e-10,9.255852789937009e-17,1.8262186564585963e-16,4.731702695220448e-12,4.722931975986972e-12,1.2600448672543232e-14,1.5860889901231038e-14,3.3471116240462875e-10,5.34977137539632e-14,3.544279017464893e-12,1.5403553270430177e-14,6.22321849000228e-15,1.4060753916936442e-14,5.660981564107341e-22,1.695359194853672e-20,4.3804937105173293e-16,3.225125001302646e-20,6.59277799674041e-25,3.54133261230435e-12,5.687341649621193e-23,1.449003673840041e-28,2.652656944804429e-19,1.500705693528436e-19,0.00013995729023715897,4.616734217437367e-33,2.9457132252960748e-24,9.516615587319934e-24,1.8472859615006062e-20,1.6945943454443517e-16,2.7825810428527236e-28,3.9168783195729e-36,1.5510041448149215e-30,2.0020769780335613e-32,1.3867738158663037e-18,2.6437885212170645e-32,3.240327213602304e-32,1.9999066092318228e-22,6.521410652087135e-30,8.672130615432076e-22,6.425110233963786e-34,5.213667837085747e-23,6.460956963918241e-17,1.5579029992062006e-26,3.563436519793599e-29,3.789154717149058e-33,1.6760311443932906e-28,3.873122164807306e-15
6.280432939120631e-10,0.2811010059319269,3.76,0.0,0.8162798887669128,0.9998596712313059,6.0541125936819835e-18,7.31074804923659e-15,6.007056049553942e-09,6.002102166766658e-09,3.4159860474458113e-10,9.742664368786351e-17,1.8857426527362648e-16,4.930040625715068e-12,4.920745795361877e-12,1.3368512307299581e-14,1.6693924983046637e-14,3.4165728136039956e-10,5.573813737594287e-14,3.617960483590902e-12,1.606741315623442e-14,6.485436349272134e-15,1.465025175917215e-14,5.939695632700375e-22,1.7665985132027103e-20,4.551710262206e-16,3.430213900838592e-20,7.010564695289227e-25,3.614826982325604e-12,5.973139243161215e-23,1.5721422903588098e-28,2.785050679096956e-19,1.5409658520844062e-19,0.00014032842202000735,4.99238920471366e-33,3.1328695418859482e-24,1.0122187106657982e-23,1.9249569112447452e-20,1.7297768177942078e-16,3.0196804086004825e-28,4.226467970296513e-36,1.6496934661365374e-30,2.1315181484159766e-32,1.464612115841706e-18,2.818425549578653e-32,3.5250385096902917e-32,2.1269760552219817e-22,6.935464052863101e-30,8.894109561897585e-22,6.974384166708476e-34,5.532173069800029e-23,6.731906922579059e-17,1.6568202803225596e-26,3.868378243465309e-29,4.1986468887592046e-33,1.7826495936256744e-28,3.991553804062889e-15
6.408122949378381e-10,0.28110100593808723,3.76,0.0,0.8162798886377611,0.9998593242229918,6.443327358750281e-18,7.629991899236859e-15,6.129187966478497e-09,6.124030632835135e-09,3.485424034577578e-10,1.024401999826772e-16,1.945702319017552e-16,5.13244573914228e-12,5.122607272762593e-12,1.4166248817588894e-14,1.7554240130204706e-14,3.486033980946056e-10,5.802439014713606e-14,3.6916496994025055e-12,1.67460103234182e-14,6.753111012542941e-15,1.525184772396382e-14,6.226679119034194e-22,1.8393128991840324e-20,4.725729127073273e-16,3.6438206293583934e-20,7.4456362202248585e-25,3.688321346854809e-12,6.26772190447396e-23,1.7029422701735644e-28,2.9208834376498786e-19,1.5812808606076272e-19,0.00014067542318218414,5.390426700181991e-33,3.327786756907678e-24,1.0752947487430329e-23,2.0042355904163542e-20,1.7649602545658895e-16,3.271568242022708e-28,4.553245721561881e-36,1.7524877025697937e-30,2.2665571019618866e-32,1.5449571543840848e-18,3.0005534384763384e-32,3.828413549902695e-32,2.2593151786149445e-22,7.36666873002767e-30,9.116216113405001e-22,7.5581064641647015e-34,5.86287462939347e-23,7.008422029320374e-17,1.7598340324788433e-26,4.192476257777337e-29,4.642785207722774e-33,1.8937000938262982e-28,4.1105595435636085e-15
6.66350296989388e-10,0.2811010059504079,3.76,0.0,0.8162798883794576,0.9998586964254723,7.272646463111985e-18,8.29122957371548e-15,6.373451809540176e-09,6.367875294853671e-09,3.624298728180262e-10,1.1290718963685077e-16,2.0668668096863293e-16,5.549456258917665e-12,5.538470731220748e-12,1.585278273985896e-14,1.9358257245730905e-14,3.6249562556433647e-10,6.273435323210752e-14,3.839052009265895e-12,1.814759367069526e-14,7.304840545155604e-15,1.6491332418197747e-14,6.8258639416482035e-22,1.989169796336347e-20,5.082075466097742e-16,4.0972813384011916e-20,8.36903437041966e-25,3.835310059438838e-12,6.883712228044925e-23,1.9887676592981036e-28,3.202880996134687e-19,1.6620592153797858e-19,0.0001413032063848524,6.257137369564443e-33,3.7415335311967036e-24,1.2092097489205762e-23,2.1676181238260755e-20,1.8353301160766936e-16,3.822110558856885e-28,5.2605881194626044e-36,1.9707272135357313e-30,2.553957849379569e-32,1.7132388673386583e-18,3.387889623579557e-32,4.494490896650355e-32,2.540230098702424e-22,8.281920790693663e-30,9.560762354206284e-22,8.834553046835125e-34,6.561625573434271e-23,7.578147677920124e-17,1.978481963096303e-26,4.9012970304189533e-29,5.6436934328954456e-33,2.1294594765648736e-28,4.350184385107073e-15
6.89334498835783e-10,0.2811010059614964,3.76,0.0,0.8162798881469845,0.9998581992317271,8.079221065789739e-18,8.912524795572763e-15,6.5932892793377854e-09,6.587321503476016e-09,3.7492845148451327e-10,1.2283355320722822e-16,2.1772540434450294e-16,5.938672332004381e-12,5.926584638622344e-12,1.7477255808780117e-14,2.1079038097633225e-14,3.7499862427924364e-10,6.712998072493098e-14,3.971742169962969e-12,1.9459864487867956e-14,7.820083788960176e-15,1.7648240200700695e-14,7.39443894676964e-22,2.1290931816762296e-20,5.41212618016803e-16,4.536266931098254e-20,9.262719482798623e-25,3.967599881986079e-12,7.469326760297841e-23,2.275372467241239e-28,3.4684753887863514e-19,1.7349092481114054e-19,0.00014180038723083933,7.122604066358023e-33,4.142026945056854e-24,1.3388652654372254e-23,2.3201658211521425e-20,1.898666527255943e-16,4.374288167850638e-28,5.961588888960555e-36,2.1820252269524442e-30,2.8330996414918095e-32,1.8734395894746372e-18,3.7636338818440635e-32,5.166320210195377e-32,2.8121482776397877e-22,9.16778811154959e-30,9.961175377634081e-22,1.0115577017063426e-33,7.234100535977706e-23,8.109933546214813e-17,2.1901050461876282e-26,5.612789671942004e-29,6.685501711582886e-33,2.3577091458135244e-28,4.567547083867434e-15
7.12318700682178e-10,0.28110100597258497,3.76,0.0,0.8162798879145113,0.9998577587029106,8.945240787114778e-18,9.558895592167522e-15,6.813126760206327e-09,6.8067544618911494e-09,3.8742689635457753e-10,1.332441542528824e-16,2.28882639251458e-16,6.341061160731269e-12,6.32780335351008e-12,1.920577478613371e-14,2.2894182270602293e-14,3.875016181292998e-10,7.167397848134173e-14,4.104459885585604e-12,2.0820572806118835e-14,8.353044601142004e-15,1.8844339664045525e-14,7.991399336363887e-22,2.2738075368771666e-20,5.750879713260345e-16,5.005547699223233e-20,1.0217852760665245e-24,4.099889686745933e-12,8.085231673628231e-23,2.5917812273570743e-28,3.7452628039345483e-19,1.807882119764642e-19,0.00014224090313479231,8.074584524158253e-33,4.570113363798436e-24,1.4774843032989896e-23,2.4779302856489004e-20,1.9620064313112797e-16,4.9840161618908985e-28,6.727034560837853e-36,2.4079314084229194e-30,3.132466158698298e-32,2.0420236552886918e-18,4.1660071686519265e-32,5.912132149462795e-32,3.102802649282724e-22,1.0114624873341668e-29,1.036183861217714e-21,1.1530939530859734e-33,7.948990917381221e-23,8.65975046201864e-17,2.4162871236431646e-26,6.399030816620033e-29,7.875701182280256e-33,2.6017274684379246e-28,4.786378950152537e-15
7.35302902528573e-10,0.28110100598367355,3.76,0.0,0.8162798876820382,0.9998573683786265,9.873069772802877e-18,1.0230604409885066e-14,7.032964252748425e-09,7.026174170889257e-09,3.9992520966343437e-10,1.4414331718726502e-16,2.4015084915934437e-16,6.756620878219211e-12,6.742123274477981e-12,2.104128115203632e-14,2.4805903832883392e-14,4.0000460782310307e-10,7.636630299719016e-14,4.237206073129029e-12,2.2229976801864922e-14,8.90373665622271e-15,2.0079628466757725e-14,8.617342257889124e-22,2.4233175498804017e-20,6.098198829368955e-16,5.506135199623934e-20,1.1236475995489477e-24,4.2321794737209695e-12,8.732112140525547e-23,2.939973599502607e-28,4.033257416552589e-19,1.8809623886035563e-19,0.00014263121449292328,9.118639976151428e-33,5.026710397106028e-24,1.6253680040888563e-23,2.6409144131799333e-20,2.0253499662609974e-16,5.655124237685335e-28,7.560286896308234e-36,2.6489368895147033e-30,3.4528622326801104e-32,2.2190781134197223e-18,4.5958912833801574e-32,6.737390760772415e-32,3.412816461156483e-22,1.1124455393804078e-29,1.076270914173905e-21,1.3089692188102192e-33,8.70734754592694e-23,9.227598415318328e-17,2.657510207155129e-26,7.265074517030299e-29,9.229592509719361e-33,2.8620430805090527e-28,5.006555177357833e-15
7.58287104374968e-10,0.2811010059947621,3.76,0.0,0.8162798874495648,0.9998570225399094,1.0865096780929778e-17,1.0927913641424876e-14,7.252801757580636e-09,7.245580631260963e-09,4.124233935834825e-10,1.5553508924964744e-16,2.5152297524262827e-16,7.1853496063843864e-12,7.169540800261555e-12,2.2986705076960637e-14,2.6816402148852604e-14,4.1250759399262413e-10,8.12069108015764e-14,4.369981649458129e-12,2.3688334601577493e-14,9.47217341485429e-15,2.1354104265696284e-14,9.272864843209632e-22,2.577628063827491e-20,6.453948456625051e-16,6.03904099757592e-20,1.2320630865933285e-24,4.36446924291376e-12,9.410653409556173e-23,3.321990596377933e-28,4.332471297191017e-19,1.9541368675441676e-19,0.00014297704027068666,1.0260504719617357e-32,5.512735502957741e-24,1.7828176572651066e-23,2.80912109929504e-20,2.0886972701024261e-16,6.391560835552996e-28,8.464747541720373e-36,2.905533106204906e-30,3.7951053777034097e-32,2.4046845043213233e-18,5.054167010235157e-32,7.64778353945214e-32,3.7428128690556233e-22,1.2199303799903386e-29,1.1163751703744029e-21,1.4801178349647878e-33,9.510201639749987e-23,9.813477397072811e-17,2.914256088379177e-26,8.216139330414251e-29,1.0763491189097919e-32,3.1391848016668715e-28,5.2279614933349e-15
7.812713062213629e-10,0.28110100600585064,3.76,0.0,0.8162798872170915,0.9998567161205941,1.192373517691076e-17,1.1651085625810849e-14,7.472639275333346e-09,7.464973843797347e-09,4.2492145023336953e-10,1.6742325837765213e-16,2.6299240557436614e-16,7.627245456851006e-12,7.610052329734333e-12,2.5044966333964203e-14,2.8927861971677877e-14,4.250105772023657e-10,8.619575845591786e-14,4.5027875313066906e-12,2.5195904281512235e-14,1.0058368127137139e-14,2.2667764716029693e-14,9.958564208923822e-22,2.7367440769777087e-20,6.817995652994369e-16,6.60527666233344e-20,1.3472358938622692e-24,4.496758994326874e-12,1.0121540805687625e-22,3.7399343751714437e-28,4.642914738639651e-19,2.0273942741272914e-19,0.0001432834466329883,1.1506086187496512e-32,6.029105987876374e-24,1.950134700221234e-23,2.982553239231153e-20,2.152048480811846e-16,7.197392722853677e-28,9.4438558933353e-36,3.178211802886163e-30,4.160026191647101e-32,2.59891921543419e-18,5.541714363480765e-32,8.649224251872044e-32,4.093414937224758e-22,1.3341194054991257e-29,1.1564937197774946e-21,1.6675032845424133e-33,1.0358565122602519e-22,1.041738739910406e-16,3.187006339018169e-26,9.257608239698155e-29,1.249475983115463e-32,3.4336816349739175e-28,5.450493248172572e-15
8.042555080677579e-10,0.28110100601693916,3.76,0.0,0.8162798869846183,0.9998564446265494,1.3051422928477563e-17,1.2400382648396713e-14,7.692476806650691e-09,7.684353809289978e-09,4.3741938168624677e-10,1.7981137019632606e-16,2.7455294584248196e-16,8.082306531798054e-12,8.063654261898189e-12,2.7218975151246204e-14,3.114245353549798e-14,4.3751355795770767e-10,9.133280255303307e-14,4.635624635276671e-12,2.675294386743226e-14,1.0662333835896382e-14,2.4020607471194194e-14,1.0675037456697157e-21,2.9006707426279964e-20,7.1902095724090625e-16,7.2058537628982e-20,1.4693701668928026e-24,4.629048727962882e-12,1.0865459730617726e-22,4.195968029781968e-28,4.964596545418726e-19,2.1007249203089142e-19,0.0001435549277114892,1.2861465026375192e-32,6.576739007184545e-24,2.127620718347127e-23,3.1612137279132695e-20,2.2154037363444053e-16,8.076804578794261e-28,1.0501087056023835e-35,3.467465036373761e-30,4.5484687570992743e-32,2.8018538188026246e-18,6.059412863538978e-32,9.747855758029278e-32,4.465245638541995e-22,1.4552149985633124e-29,1.1966241406198227e-21,1.872118168481777e-33,1.1253430935617574e-22,1.1039328413997607e-16,3.476242310906213e-26,1.0395028574484272e-28,1.4441840419069213e-32,3.746062766769187e-28,5.674054561642108e-15
8.272397099141529e-10,0.28110100602802773,3.76,0.0,0.8162798867521448,0.9998562040722908,1.425062260063376e-17,1.3176066940905623e-14,7.91231435219046e-09,7.903720528530885e-09,4.499171899762274e-10,1.9270274325175735e-16,2.8619879309292513e-16,8.550530924697288e-12,8.530342995888915e-12,2.951163294079707e-14,3.346233264676305e-14,4.5001653671145885e-10,9.66179997165883e-14,4.768493877837579e-12,2.8359711334408046e-14,1.1284083379920379e-14,2.5412630182898593e-14,1.1422881673594035e-21,3.0694133690385177e-20,7.570461431721513e-16,7.841783864216721e-20,1.5986700401743012e-24,4.761338443824353e-12,1.1643095663102901e-22,4.692315384092983e-28,5.2975242361703e-19,2.174120495576367e-19,0.00014379546899025993,1.433289517475868e-32,7.156551565259795e-24,2.315577445090182e-23,3.3451054599553853e-20,2.2787631746340547e-16,9.034098581736272e-28,1.1639949983399926e-35,3.773785179914387e-30,4.961291042506608e-32,3.0135553738041935e-18,6.608141811422907e-32,1.09500528345e-31,4.858927854702321e-22,1.5834195307756603e-29,1.2367644235099167e-21,2.0949841771138085e-33,1.219577334178981e-22,1.1679300435024478e-16,3.782445136093518e-26,1.1634111931991163e-28,1.6624286510162752e-32,4.076857566522819e-28,5.8985575945649375e-15
8.502239117605479e-10,0.2811010060391163,3.76,0.0,0.8162798865196714,0.9998559909311086,1.5523821350609828e-17,1.3978400681529082e-14,8.132151912624002e-09,8.123074002312575e-09,4.624148771034492e-10,2.0610048267290399e-16,2.979245121842768e-16,9.031916720976963e-12,9.010114931013027e-12,3.192583292175245e-14,3.588964077478892e-14,4.6251951386901004e-10,1.0205130660104824e-13,4.90139617532593e-12,3.0016464606748604e-14,1.1923629397179665e-14,2.6843830501223158e-14,1.22026939324022e-21,3.2429774193626245e-20,7.958624478474127e-16,8.514078523763796e-20,1.7353396372249847e-24,4.893628141913857e-12,1.2455134159278688e-22,5.231260786291325e-28,5.641704185486063e-19,2.2475739149822687e-19,0.00014400859717935777,1.5926803922373762e-32,7.769460515783855e-24,2.5143067620145864e-23,3.534231329661407e-20,2.3421269335934797e-16,1.0073693998988406e-27,1.2863985779518531e-35,4.097664927197474e-30,5.399365303533011e-32,3.2340866986410447e-18,7.188780460611931e-32,1.22624249990186e-31,5.275084376397042e-22,1.7189353652228988e-29,1.2769129269623943e-21,2.3371520620381892e-33,1.3186548223348534e-22,1.2337303456079742e-16,4.106095726931214e-26,1.2980734098063909e-28,1.9062795394438246e-32,4.426595586690922e-28,6.123921925523554e-15
8.732081136069429e-10,0.2811010060502048,3.76,0.0,0.8162798862871978,0.9998558020841278,1.687353092285372e-17,1.4807645995038377e-14,8.351989488636132e-09,8.342414231427967e-09,4.749124450392479e-10,2.200074934787789e-16,3.0972501285409e-16,9.526461998680114e-12,9.502966466790796e-12,3.44644607320492e-14,3.84265051419621e-14,4.750224897935986e-10,1.0763267989168805e-13,5.034332443944724e-12,3.172346155796459e-14,1.2580984328020053e-14,2.831420607473735e-14,1.3015071291955933e-21,3.421368511576603e-20,8.354573959006386e-16,9.223749288220003e-20,1.879583070668026e-24,5.025917822233973e-12,1.33022608529791e-22,5.8151489036667225e-28,5.997141784774533e-19,2.3210791467973855e-19,0.00014419743115356366,1.764979195275364e-32,8.416382561990193e-24,2.724110698860193e-23,3.7285942310260614e-20,2.405495151114044e-16,1.120012677775012e-27,1.4176766040902462e-35,4.439597296369099e-30,5.863578484715072e-32,3.4635066347829358e-18,7.802208100215888e-32,1.3691819337514827e-31,5.714337903492013e-22,1.8619648590385161e-29,1.3170683135309386e-21,2.5997016082315973e-33,1.4226693376063926e-22,1.3013337471619784e-16,4.447674776155193e-26,1.444093496832465e-28,2.1779240246759766e-32,4.795806562569639e-28,6.3500739392992016e-15
8.961923154533378e-10,0.28110100606129335,3.76,0.0,0.8162798860547243,0.9998556347650349,1.8302287644049823e-17,1.5664064952844826e-14,8.571827080925056e-09,8.561741216670405e-09,4.874098957317783e-10,2.34426493968731e-16,3.215955266397614e-16,1.0034164829108838e-11,1.0008894002968348e-11,3.7130395057116205e-14,4.107503881373322e-14,4.8752546481202e-10,1.1336207630420954e-13,5.1673035997629046e-12,3.348096001062844e-14,1.3256160418296768e-14,2.982375455052556e-14,1.3860610797471491e-21,3.6045924184081126e-20,8.758187086662133e-16,9.971807690135954e-20,2.0316044423096265e-24,5.1582074847872655e-12,1.4185161456068477e-22,6.446384517629269e-28,6.363841632679798e-19,2.3946310084802017e-19,0.00014436473722657218,1.9508633397374695e-32,9.098234256920466e-24,2.9452914336043286e-23,3.9281970577358246e-20,2.46886796506573e-16,1.2418049136582792e-27,1.558189119832539e-35,4.8000756340472115e-30,6.354832621271756e-32,3.701870313064594e-18,8.449304198082708e-32,1.5245323332568985e-31,6.177311045211944e-22,2.012710365965683e-29,1.3572294650143191e-21,2.8837416062654845e-33,1.5317128802281584e-22,1.3707402476594218e-16,4.8076627569695034e-26,1.6020918469341904e-28,2.4796702275742397e-32,5.185020412148841e-28,6.576946198245901e-15
9.191765172997328e-10,0.2811010060723819,3.76,0.0,0.8162798858222509,0.9998554865146871,1.9812652418120776e-17,1.6547919573035202e-14,8.79166469020227e-09,8.78105495883366e-09,4.999072311106162e-10,2.4936002807984927e-16,3.335315855784113e-16,1.0555023277379938e-11,1.0527893939511743e-11,3.992650818791953e-14,4.383734078796566e-14,5.000284392193194e-10,1.1923945258426164e-13,5.3003105587148885e-12,3.528921773618741e-14,1.3949169722443258e-14,3.137247357416018e-14,1.4739909480892808e-21,3.792655067267795e-20,9.169343010526993e-16,1.0759265244848682e-19,2.1916078432189582e-24,5.290497129576309e-12,1.5104521758784118e-22,7.127432319474395e-28,6.741807673630073e-19,2.4682250181962126e-19,0.00014451297454074385,2.151027590856977e-32,9.815932003689692e-24,3.1781512925263475e-23,4.133042703169888e-20,2.532245513297085e-16,1.3732229158656495e-27,1.708298897053173e-35,5.179593619337729e-30,6.874045240900183e-32,3.949229399258931e-18,9.130948643823855e-32,1.6930267691893227e-31,6.664626320330612e-22,2.1713742388806218e-29,1.3973954314158331e-21,3.190409824807039e-33,1.6458756998974911e-22,1.4419498466389957e-16,5.186539923130608e-26,1.772705247969424e-28,2.8139502828406067e-32,5.594767235966603e-28,6.804476884277683e-15
9.421607191461278e-10,0.2811010060834704,3.76,0.0,0.8162798855897772,0.9998553551542072,2.1407210721200816e-17,1.7459471820476077e-14,9.011502317192471e-09,9.000355458711912e-09,5.124044530894488e-10,2.648104758092115e-16,3.4552900424492527e-16,1.1089035402882989e-11,1.1059962676637833e-11,4.285566644490509e-14,4.67154960832984e-14,5.12531413281571e-10,1.2526476550757977e-13,5.433354236600181e-12,3.714849245492877e-14,1.4660024106517262e-14,3.296036078978529e-14,1.5653564361229212e-21,3.985562540186821e-20,9.587922785154562e-16,1.1587133447867852e-19,2.3597973538067554e-24,5.422786756603676e-12,1.606102763007064e-22,7.860816707447726e-28,7.131043244894225e-19,2.541857344389129e-19,0.00014464432197400747,2.3661840714074438e-32,1.0570392055746066e-23,3.422992750270376e-23,4.343134060401115e-20,2.595627933635186e-16,1.5147550388071646e-27,1.8683713015857775e-35,5.5786452678526204e-30,7.422149765644133e-32,4.205632301190345e-18,9.848021905957577e-32,1.8754229177459769e-31,7.1769061573573905e-22,2.3381588322413865e-29,1.4375654338376127e-21,3.520872983627894e-33,1.7652463237193322e-22,1.5149625436798104e-16,5.584786309032515e-26,1.9565868751039826e-28,3.18332354284222e-32,6.025577316964614e-28,7.032609374998559e-15
9.651449209925227e-10,0.28110100609455896,3.76,0.0,0.8162798853573036,0.9998552387625401,2.308857259663261e-17,1.8398983606994586e-14,9.231339962633477e-09,9.219642717099689e-09,5.249015635683064e-10,2.807800626890265e-16,3.57583863425673e-16,1.1636199259730188e-11,1.1605096614889371e-11,4.59207305495178e-14,4.9711575826876205e-14,5.250343872381983e-10,1.3143797188068003e-13,5.566435549083038e-12,3.905904183611414e-14,1.5388735251247467e-14,3.4587413840332754e-14,1.660217244487972e-21,4.1833210737559966e-20,1.001380934097467e-15,1.2456423772499127e-19,2.5363770439014233e-24,5.5550763658719385e-12,1.7055365017900643e-22,8.649121584746328e-28,7.531551116203932e-19,2.6155247633694676e-19,0.00014476070058092345,2.597062262889862e-32,1.1362530517119872e-23,3.680118429904694e-23,4.5584740221969416e-20,2.659015363885598e-16,1.6669011428395332e-27,2.0387741681228883e-35,5.997724935731056e-30,8.000095914068716e-32,4.471124357022338e-18,1.0601404979801495e-31,2.072503343722821e-31,7.714772894716392e-22,2.513266504508676e-29,1.477738862528899e-21,3.876326727022186e-33,1.889911583568247e-22,1.5897783383986254e-16,6.002881729791224e-26,2.154406282938671e-28,3.5904797785111564e-32,6.477981120343221e-28,7.261291872337169e-15
9.881291228389176e-10,0.2811010061056475,3.76,0.0,0.8162798851248297,0.9998551356416185,2.4859372650026662e-17,1.936671679151222e-14,9.451177627276134e-09,9.43891673479182e-09,5.373985644370723e-10,2.972708698769588e-16,3.6969249272999954e-16,1.2196512897243345e-11,1.2163292155184268e-11,4.9124556058778496e-14,5.282763734199254e-14,5.375373613055729e-10,1.3775902854112688e-13,5.699555411692116e-12,4.1021123498022687e-14,1.613531465502917e-14,3.62536303676609e-14,1.758633072596653e-21,4.385937059061068e-20,1.0446887454689666e-15,1.3368147667331e-19,2.7215509728264725e-24,5.6873659573836726e-12,1.808821994960477e-22,9.494990157634187e-28,7.943333607106052e-19,2.6892245336155414e-19,0.0001448638084287298,2.8444090067490567e-32,1.2193263342678308e-23,3.949831102983174e-23,4.7790654810203106e-20,2.7224079418323257e-16,1.8301725541480322e-27,2.2198776698669944e-35,6.437327323662837e-30,8.608850103748328e-32,4.7457480357728835e-18,1.1391979335594026e-31,2.2850757839698424e-31,8.278848780929598e-22,2.6968996206031615e-29,1.5179152207380051e-21,4.25799559732278e-33,2.0199566434241725e-22,1.666397230445562e-16,6.441305781327789e-26,2.366849397648775e-28,4.038242381574011e-32,6.952509293415304e-28,7.490476968123938e-15
9.999999999999999e-10,0.28110100611673605,3.76,0.0,0.8162798850047617,0.9998550870752353,2.5809853142409993e-17,1.987766942886202e-14,9.564719359479029e-09,9.552162161928874e-09,5.438529712863636e-10,3.0599280220805033e-16,3.759662745216144e-16,1.2491052619420182e-11,1.2456702850570396e-11,5.08345451914024e-14,5.448467893221156e-14,5.439948956065441e-10,1.41081613263327e-13,5.768324536133101e-12,4.205476460333295e-14,1.652790908985446e-14,3.712953388782258e-14,1.810874677021249e-21,4.492488531251278e-20,1.0673342576099327e-15,1.385598458992004e-19,2.8206222445457837e-24,5.755690859036295e-12,1.863697816568752e-22,9.95529243688451e-28,8.160426951650854e-19,2.7273008500775726e-19,0.0001449123680544375,2.978858309763081e-32,1.2637735112023058e-23,4.094161030561449e-23,4.895054043432159e-20,2.7551509922630665e-16,1.9190270630120417e-27,2.3177267578709423e-35,6.672572726583189e-30,8.935646681659001e-32,4.8911748949290234e-18,1.1815149500910703e-31,2.4012047645436656e-31,8.580650904959259e-22,2.795147601255676e-29,1.5386665005234544e-21,4.4657967304612577e-33,2.0892566121046593e-22,1.70667546546305e-16,6.675861463132672e-26,2.482528909415141e-28,4.286371733883646e-32,7.206432152103674e-28,7.609028852577909e-15
