Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089),C2HF2O3(622),CHFCF[Z](71),CHO2(135)
7.053667842833332e-05,0.2811618576465651,3.76,0.0,0.8106301952671711,0.9958704331813842,0.0032370866014691407,1.7439677337858223e-05,0.0015494364327354342,3.6026582069231114e-06,0.0010503914581210686,3.2981037385057866e-10,3.283826061543673e-13,3.674978418981128e-06,9.916659104268372e-07,0.0006635727130875335,3.414486078615857e-08,5.183991621441786e-05,4.4189707802654906e-05,0.0006637707566312251,4.3761903292055305e-06,0.0030276905340370108,0.00012617048653494554,0.00030362914079354347,7.3544044121130795e-06,7.3926788162903665e-09,3.261966161802253e-05,3.026515263675262e-07,1.8561163407220058e-05,3.297788803548089e-05,3.009529903955678e-09,7.320394227456521e-09,1.1255595900031873e-11,0.00014508494105515472,3.9726703247317383e-13,3.442397748843489e-10,2.298317607509331e-08,2.3761019954447794e-07,1.004440245684726e-07,2.512899944559516e-11,2.3973140934792136e-16,5.932007462573941e-12,2.9916095189222066e-12,7.137454451188153e-08,1.2827456142609953e-12,1.0674519251361562e-08,4.892752194290665e-09,3.402024214883608e-12,1.3136352093621364e-13,2.2225136651464246e-13,1.9687021897738185e-10,1.1406323540385173e-06,2.4559874713985437e-12,2.531081838241439e-10,1.165114054205774e-11,1.4101790572844088e-13,3.8477647278621665e-12
7.151966358811128e-05,0.28116263030094335,3.76,0.0,0.8105230291266117,0.9957887965566221,0.0033073426325026076,1.7500747769992894e-05,0.0015747789436863224,3.602467004617226e-06,0.0010544869802793769,3.29764521964205e-10,3.283372109136809e-13,3.6808410488217844e-06,9.915865590611899e-07,0.000672850401802545,3.4149905358274486e-08,5.233053059068559e-05,4.435892900586976e-05,0.0006744879128724156,4.390236445872147e-06,0.0030961935791639535,0.000129271359499653,0.000312533956122586,7.566812209893689e-06,7.42086952682633e-09,3.405089165869113e-05,3.12385514813169e-07,1.905887729559791e-05,3.399014769415438e-05,3.1060767184084515e-09,7.518110732942402e-09,1.1558974943430458e-11,0.00014507304770303316,4.0997283503869015e-13,3.545267738142901e-10,2.3599017021083504e-08,2.477894165689733e-07,1.0087537222346003e-07,2.5800212934881238e-11,2.4788092978789456e-16,6.199952661865995e-12,3.1252970728118653e-12,7.339623132709021e-08,1.3584900631307521e-12,1.098890160555787e-08,5.025936187679907e-09,3.5347707118706467e-12,1.3248650934482604e-13,2.3227693202763085e-13,1.9913733258655711e-10,1.1670729579119951e-06,2.569821518113195e-12,2.638866745121243e-10,1.2146810269252853e-11,1.4753928776115432e-13,3.8475874544282055e-12
7.250264874788924e-05,0.2811634025662874,3.76,0.0,0.8104156017791101,0.9957069115950067,0.00337783665979802,1.755918846174153e-05,0.0016001958130321518,3.6022813687955376e-06,0.0010584065825558,3.297191159939212e-10,3.2829225016996895e-13,3.686485619147058e-06,9.915116389284079e-07,0.0006821279374267124,3.415512696063127e-08,5.281460473798957e-05,4.4520684521891665e-05,0.000685217577140322,4.403735761506141e-06,0.0031649541208556655,0.0001323699081032461,0.00032150290270724965,7.782409102364846e-06,7.447815969541879e-09,3.5516988797718614e-05,3.2219408913704634e-07,1.9559377522711985e-05,3.5012275851121164e-05,3.2033483198972866e-09,7.716925538000494e-09,1.1864029869973988e-11,0.00014506111817155705,4.228210048850432e-13,3.649221446509207e-10,2.4221563917355217e-08,2.5825258540075827e-07,1.0128947896734748e-07,2.6478638477437903e-11,2.561180147976379e-16,6.4757497290593505e-12,3.2628277340227056e-12,7.541882045076892e-08,1.437456855966962e-12,1.1305951446856352e-08,5.160374902058375e-09,3.669929288434366e-12,1.3357145227200772e-13,2.4259532071068777e-13,2.0136547843331098e-10,1.1936085449221747e-06,2.686939303498752e-12,2.7490312104012275e-10,1.2653371095557793e-11,1.5424807790557616e-13,3.847422687003785e-12
7.34856339076672e-05,0.2811641745274472,3.76,0.0,0.8103079250989426,0.9956247893849046,0.003448558220814354,1.761510034274651e-05,0.001625685513740244,3.602101089394654e-06,0.0010621568527446874,3.296741397922159e-10,3.28247708078388e-13,3.691920145389165e-06,9.9144097164306e-07,0.0006914053378699433,3.41605169260069e-08,5.329220666619516e-05,4.467525439296144e-05,0.0006959591120586222,4.416708586332985e-06,0.0032339608865123897,0.00013546488288242972,0.0003305332117978618,8.001187993687778e-06,7.473564865349067e-09,3.701792071135064e-05,3.320734330132726e-07,2.0062526808518895e-05,3.604401240059015e-05,3.3013065259015017e-09,7.91678255119696e-09,1.2170674954540112e-11,0.00014504915407571715,4.358082228005829e-13,3.754231675304468e-10,2.485069245049554e-08,2.690024135748251e-07,1.0168698465564784e-07,2.7164138081956578e-11,2.6443983572205646e-16,6.75947750444699e-12,3.4042373527872926e-12,7.744120788257466e-08,1.5197237392408493e-12,1.162559855603439e-08,5.296033907538512e-09,3.8074820990362165e-12,1.346194496672662e-13,2.5320941803168386e-13,2.0355573685756253e-10,1.2202318517172794e-06,2.807366635257972e-12,2.8615693814245787e-10,1.3170793022095453e-11,1.6114573317205607e-13,3.847270221240915e-12
7.446861906744515e-05,0.2811649462663107,3.76,0.0,0.8102000105007883,0.9955424405907581,0.0035194972554852553,1.7668581374034283e-05,0.0016512465501240677,3.60192596217572e-06,0.0010657441991904061,3.29629577606327e-10,3.2820356919485944e-13,3.697152436419379e-06,9.913743840025834e-07,0.0007006826202729739,3.416606686787088e-08,5.376340497982782e-05,4.482291102147278e-05,0.0007067119042582264,4.4291746874673e-06,0.0033032030287262317,0.0001385550874375096,0.0003396221973580216,8.223140850480292e-06,7.498161657357991e-09,3.855364116181892e-05,3.4201985873203436e-07,2.0568192713944558e-05,3.7085104049025284e-05,3.3999144471001482e-09,8.11762765325071e-09,1.247882749066652e-11,0.00014503715696909732,4.4893123182821913e-13,3.8602718892210834e-10,2.5486280335777585e-08,2.800415323470538e-07,1.0206851232301967e-07,2.7856576025046582e-11,2.72843676099757e-16,7.051212701940277e-12,3.5495607370799167e-12,7.946233812370269e-08,1.605368375124531e-12,1.194777586996819e-08,5.432879661132076e-09,3.9474117976643524e-12,1.35631581779714e-13,2.641220284923844e-13,2.0570918874165805e-10,1.246935729126321e-06,2.9311283789550907e-12,2.9764753117695074e-10,1.3699045615018303e-11,1.6823365727223183e-13,3.847129857117822e-12
7.545160422722311e-05,0.28116571786180766,3.76,0.0,0.8100918689534448,0.9954598754652288,0.0035906440942666882,1.7719726554385707e-05,0.0016768774582456636,3.601755788748137e-06,0.0010691748496296412,3.2958541408623053e-10,3.2815981848013004e-13,3.7021900919749655e-06,9.913117079991518e-07,0.0007099598010306768,3.417176867971676e-08,5.4228268759062704e-05,4.496391912074672e-05,0.0007174753637199825,4.441153284340259e-06,0.003372670113465343,0.00014163937759595617,0.0003487672557975052,8.448258744808498e-06,7.521650501297266e-09,4.0124090597324684e-05,3.520298070954604e-07,2.107624758692566e-05,3.8135304347050816e-05,3.4991364861997543e-09,8.319408675918558e-09,1.2788407762561691e-11,0.0001450251283460238,4.621868391231777e-13,3.9673162220691473e-10,2.612820738017585e-08,2.9137249865786746e-07,1.0243466800733684e-07,2.855581890426828e-11,2.8132689358927604e-16,7.35102997158164e-12,3.698831687583094e-12,8.148120371414396e-08,1.694468308993335e-12,1.2272419453946435e-08,5.570879526863351e-09,4.089701574759465e-12,1.3660894019154262e-13,2.7533587779981493e-13,2.078269120615028e-10,1.2737131437293681e-06,3.058248502531875e-12,3.0937430077942423e-10,1.4238098222387906e-11,1.755132029105474e-13,3.847001399240439e-12
7.643458938700107e-05,0.2811664893899207,3.76,0.0,0.8099835109934939,0.9953771038613539,0.0036619894462227333,1.7768627935662967e-05,0.0017025768061836755,3.601590376572168e-06,0.0010724548507327829,3.2954163429050917e-10,3.2811644129899027e-13,3.7070405010084476e-06,9.912527808127312e-07,0.0007192368958153928,3.417761453339159e-08,5.4686867448866336e-05,4.509853569585844e-05,0.000728248923113216,4.4526630463510195e-06,0.003442352108207316,0.00014471666048561236,0.0003579658654682972,8.6765318977575e-06,7.544074262709987e-09,4.172919674215399e-05,3.6209984683614907e-07,2.1586568498304618e-05,3.9194373697651116e-05,3.598938331950435e-09,8.522075376643345e-09,1.309933900503323e-11,0.0001450130696414483,4.755719173801967e-13,4.075339488601328e-10,2.677635553453543e-08,3.0299779713763195e-07,1.0278604064594354e-07,2.9261735734503236e-11,2.898869018185198e-16,7.659001962044914e-12,3.8520830337536974e-12,8.349684462189537e-08,1.7871009388386414e-12,1.259946846678752e-08,5.710001790572805e-09,4.234335189070061e-12,1.375526203512106e-13,2.868536157839713e-13,2.0990999098006397e-10,1.3005571792104948e-06,3.1887501179767154e-12,3.2133664711984346e-10,1.4787920171702716e-11,1.8298567413014382e-13,3.846884657134939e-12
7.840055970655699e-05,0.281168032533358,3.76,0.0,0.8097661859020574,0.9952109787051227,0.003805240348295368,1.786005294156426e-05,0.001754175254388743,3.6012730949102815e-06,0.0010785861893567224,3.294551681669567e-10,3.2803075106959426e-13,3.7162080792538688e-06,9.91145547358629e-07,0.0007377908866817298,3.418970842699145e-08,5.558554857197144e-05,4.53495838833541e-05,0.0007498241818388023,4.474347997656023e-06,0.003582322634045073,0.00015084608320091762,0.00037651405665325917,9.142500872850819e-06,7.585891582441188e-09,4.504302987124011e-05,3.8240710795829235e-07,2.2613539867988457e-05,4.133819528192071e-05,3.8001505516555624e-09,8.929874284316895e-09,1.372496178448512e-11,0.00014498886744916843,5.027183117461262e-13,4.2942255284671735e-10,2.8090853912932183e-08,3.2714097988252607e-07,1.0344670701277615e-07,3.069307949163229e-11,3.0722751299713597e-16,8.299691084955943e-12,4.170653586819596e-12,8.751484462629785e-08,1.983272975849633e-12,1.326055461456058e-08,5.991491315105009e-09,4.530571973424671e-12,1.3934318783869029e-13,3.108109908001333e-13,2.139764999477198e-10,1.3544180392663125e-06,3.459986224034623e-12,3.459656905253358e-10,1.5919750328843694e-11,1.9851438058199926e-13,3.846685582759983e-12
8.016993299415731e-05,0.28116942183484156,3.76,0.0,0.8095699505193351,0.9950608509991453,0.003934759204356661,1.7935525762323218e-05,0.001800834215222145,3.6010020121797662e-06,0.0010836461447214585,3.293785195680887e-10,3.2795476900213227e-13,3.7238883147186746e-06,9.91060329883136e-07,0.0007544893276845259,3.420101261560059e-08,5.6373635638296986e-05,4.555608947746279e-05,0.0007692712061265794,4.492437095538939e-06,0.003708938255243804,0.00015632864849563933,0.00039336692513959083,9.572549960357181e-06,7.620288368785617e-09,4.8143040256456754e-05,4.008573092318366e-07,2.354442467850865e-05,4.329570264409809e-05,3.982906150869155e-09,9.299456616605586e-09,1.4291931154574377e-11,0.0001449669958686915,5.275628632881286e-13,4.494332374075084e-10,2.929403960070404e-08,3.498999780577021e-07,1.039963067401334e-07,3.200285011628064e-11,3.2307274808737404e-16,8.904890548288436e-12,4.471290733445443e-12,9.111132780195587e-08,2.1726820943430733e-12,1.3863210117252943e-08,6.248371475158936e-09,4.805050629552689e-12,1.408501270606447e-13,3.3343703631150463e-13,2.1752854306959281e-10,1.403053706146717e-06,3.7158791320793805e-12,3.689316043565743e-10,1.697492648823932e-11,2.1316219007714877e-13,3.846544675168761e-12
8.193930628175764e-05,0.2811708119677654,3.76,0.0,0.8093731594903142,0.9949101905454875,0.004064792816457639,1.8005028747260036e-05,0.0018476941195646746,3.6007436254956814e-06,0.0010883038334020521,3.293029007822552e-10,3.278797884547092e-13,3.731067141424663e-06,9.909849596213316e-07,0.0007711877032889589,3.4212674140860056e-08,5.714251037673519e-05,4.574553437759112e-05,0.0007887430981933502,4.509272521258287e-06,0.0038361112611433362,0.00016177374591364556,0.0004103577338480202,1.0012635736475829e-05,7.651842586056444e-09,5.135369271516499e-05,4.1945454741994887e-07,2.4480947043495562e-05,4.5278529380667824e-05,4.167063993086532e-09,9.671211794387378e-09,1.4862213324928118e-11,0.0001449450466730715,5.527813603094143e-13,4.697250772790156e-10,3.051564747116738e-08,3.7364816521309187e-07,1.0450638883627556e-07,3.333232055077543e-11,3.3913078078250733e-16,9.53755643355557e-12,4.785294219142726e-12,9.468451113654406e-08,2.3747312631571516e-12,1.4472849493380841e-08,6.508437745962921e-09,5.086899236937282e-12,1.4226422659807377e-13,3.570856649634018e-13,2.2098471099455582e-10,1.4518031154117573e-06,3.983052506475418e-12,3.926518088714116e-10,1.80645346022545e-11,2.284533771443295e-13,3.846438995798701e-12
8.370867956935796e-05,0.28117220327384396,3.76,0.0,0.809175860390056,0.9947590419327789,0.004195299160051307,1.8068996700464533e-05,0.0018947477704804694,3.600497017831457e-06,0.0010925881127755856,3.2922823959698135e-10,3.27805738925401e-13,3.7377800824172404e-06,9.909186685548037e-07,0.0007878860817918536,3.4224656939537945e-08,5.789257904542464e-05,4.591914471558672e-05,0.0008082372830348102,4.524943598122964e-06,0.003963796111189214,0.00016717671130082168,0.00042747460673028234,1.0462676134114743e-05,7.680758657491913e-09,5.4674179088105984e-05,4.381832269273675e-07,2.5422549642421395e-05,4.728552017924419e-05,4.352468300506908e-09,1.0044911948648318e-08,1.5435460284492674e-11,0.00014492302635871519,5.783580329843459e-13,4.902858661061791e-10,3.175507050410956e-08,3.9839768775847586e-07,1.049797769044849e-07,3.468081760738634e-11,3.553897767214764e-16,1.0198048473386897e-11,5.112824961734849e-12,9.823039031514673e-08,2.589863167702933e-12,1.5089223223332567e-08,6.771538896805878e-09,5.376046301968903e-12,1.4359120042076499e-13,3.8176989480655686e-13,2.2435085755260088e-10,1.5006302734694164e-06,4.26161528504359e-12,4.171232179960598e-10,1.918841493825322e-11,2.443940834832974e-13,3.846367620222516e-12
