Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66)
2.352209577539923e-09,0.4828632224699875,3.76,0.0,0.6347452497531716,0.9992239723502985,2.0784623382192296e-14,9.542806405779341e-12,1.6923892607600038e-06,1.686632248059715e-06,4.034176071331874e-08,3.840222441400752e-14,7.28393992764777e-14,5.7189601478547115e-09,5.666080393368879e-09,7.890695742184492e-11,7.395857669748443e-11,4.032381722462568e-08,4.2611266587917894e-12,8.33299628752787e-09,1.3773884062715106e-11,2.915489662098212e-12,5.880996098607902e-12,1.785444628820084e-17,1.6559321503922525e-16,3.995324138535752e-13,3.7588575513196953e-16,1.569549709050434e-19,8.313561885058094e-09,7.163258606014002e-18,1.9444383910341537e-23,8.834918427891135e-15,2.63956707213561e-15,0.0007759815602461688,1.8112819255136435e-26,1.4447723596070467e-19,3.685801692968907e-19,8.757268213722696e-18,1.0841097846025505e-12,7.240660018482467e-24,3.258999542953665e-29,8.659982775627525e-26,1.7984729123229598e-27,4.2509649703438304e-19,1.9365858752818225e-27,4.281133616119618e-25,9.473235655816184e-18
2.4001552935186026e-09,0.4828632255732071,3.76,0.0,0.6347452142638982,0.9992239502732172,2.238722696818519e-14,1.0084953257378025e-11,1.7268859880615735e-06,1.7208919281183202e-06,4.1165012526315564e-08,4.02148090969634e-14,7.482036570242841e-14,5.953641827725115e-09,5.897486353239993e-09,8.381041765586958e-11,7.839222760873397e-11,4.114567635983742e-08,4.432928852417502e-12,8.50366004605297e-09,1.4489118068757829e-11,3.0401813141623414e-12,6.1228917761820574e-12,1.8624981843316074e-17,1.7282465745329716e-16,4.1140551178815327e-13,3.9932795285774935e-16,1.6672812615278683e-19,8.483017151560731e-09,7.487411599086069e-18,2.0987792271362598e-23,9.238714869688769e-15,2.7028061552162723e-15,0.0007760025781639779,1.933810060836119e-26,1.5352423241357207e-19,3.92563498252517e-19,9.303384018065267e-18,1.1063923744399164e-12,7.83721498624964e-24,3.4568538909746386e-29,9.386714752024132e-26,1.9699734903022954e-27,4.515100686908747e-19,2.0996405513291957e-27,4.707066008087219e-25,1.0061939582322494e-17
2.4481010094972822e-09,0.48286322867644405,3.76,0.0,0.6347451787745492,0.9992239316065424,2.4080000881696095e-14,1.0647032272862149e-11,1.7613827420391681e-06,1.755146849242347e-06,4.198833665146403e-08,4.207202794845313e-14,7.680500639414615e-14,6.1930085108884115e-09,6.1334455765730316e-09,8.891207462075101e-11,8.299484942977649e-11,4.196753565455766e-08,4.607982017985759e-12,8.674372712321926e-09,1.5227707133988935e-11,3.1675799283721735e-12,6.369650746479904e-12,1.9413202250624712e-17,1.8023544880360483e-16,4.233314787392122e-13,4.2372450179375703e-16,1.7689850373995776e-19,8.652472327435831e-09,7.819902329500703e-18,2.261795998692957e-23,9.651678018192197e-15,2.7661296544132318e-15,0.000776020180894966,2.0620914296176565e-26,1.629424463436791e-19,4.176043275749955e-19,9.871734176133704e-18,1.1286861446186433e-12,8.469449515984508e-24,3.6623931465747767e-29,1.0158257180024954e-25,2.1546024536324368e-27,4.789911333190236e-19,2.2727600973855204e-27,5.166117163236272e-25,1.0674445492098598e-17
2.496046725475962e-09,0.4828632317796987,3.76,0.0,0.6347451432851221,0.9992239157953839,2.5866229421322716e-14,1.1229396434773024e-11,1.7958795237959448e-06,1.7893970120919157e-06,4.2811735174743994e-08,4.3973928301412797e-14,7.879304693521639e-14,6.437058213244717e-09,6.373953544183544e-09,9.421578822350022e-11,8.776919909158108e-11,4.2789395118644306e-08,4.786278152403303e-12,8.845135253020035e-09,1.599000111777951e-11,3.2976883242597668e-12,6.621272315626355e-12,2.0219192448458318e-17,1.8782757791382569e-16,4.353077725586661e-13,4.490943968271683e-16,1.8747399950752387e-19,8.82192741272368e-09,8.160804477978614e-18,2.433778127335851e-23,1.0073806287503242e-14,2.8295371313984504e-15,0.0007760349233295541,2.1962859201320464e-26,1.7273943358783444e-19,4.437285570189046e-19,1.0462761776072572e-17,1.1509913169782957e-12,9.138718560659197e-24,3.8757553159897273e-29,1.097641889023361e-25,2.3531465483500745e-27,5.075604825588974e-19,2.4563498993878013e-27,5.660175609320516e-25,1.1311217862944469e-17
2.5439924414546415e-09,0.48286323488297117,3.76,0.0,0.6347451077956155,0.999223902374991,2.7749254524184573e-14,1.1832398564935143e-11,1.8303763344528414e-06,1.823642417327137e-06,4.36352101991501e-08,4.5920552992027705e-14,8.078423215418042e-14,6.685788951125636e-09,6.619005740712244e-09,9.972541453993697e-11,9.271801191369886e-11,4.3611254761533846e-08,4.967809282416109e-12,9.015948634422987e-09,1.677634969001113e-11,3.4305092015002092e-12,6.877755789749458e-12,2.104303740922198e-17,1.9560307185029352e-16,4.473319777149068e-13,4.754566301373185e-16,1.98462508870003e-19,8.99138240746457e-09,8.510191878471183e-18,2.6150178619126366e-23,1.0505098035366655e-14,2.893028210939246e-15,0.0007760472702187302,2.3365551487445884e-26,1.829227550418736e-19,4.709622724745708e-19,1.1076909903165148e-17,1.173308113280063e-12,9.846399658294808e-24,4.0970782155907385e-29,1.1843045172899323e-25,2.56642829793652e-27,5.372388883547646e-19,2.6508233568312325e-27,6.191200308281711e-25,1.1972720791274182e-17
2.591938157433321e-09,0.4828632379862619,3.76,0.0,0.6347450723060267,0.9992238909561174,2.973247573967096e-14,1.2456391324551403e-11,1.8648731751484346e-06,1.857883065608102e-06,4.4458763844620156e-08,4.791194067540965e-14,8.277832477517277e-14,6.9391987413127794e-09,6.868597654634215e-09,1.054448058179391e-10,9.784400174698112e-11,4.443311459230925e-08,5.152567464617851e-12,9.186813822396972e-09,1.7587102331170545e-11,3.566045146186974e-12,7.139100474992807e-12,2.1884822140350266e-17,2.0356399588845688e-16,4.594017990811313e-13,5.028301911957708e-16,2.0987192686128958e-19,9.160837311698785e-09,8.868138518394137e-18,2.8058102096424587e-23,1.0945551571679054e-14,2.9566025714410732e-15,0.0007760576108091377,2.483062456809699e-26,1.9349997664513267e-19,4.993317459362622e-19,1.1714621642335972e-17,1.1956367552070067e-12,1.059389282168496e-23,4.3264994832650254e-29,1.2760017852889457e-25,2.7953071497130002e-27,5.680471030259481e-19,2.8566018817558337e-27,6.761221972987056e-25,1.2659417995166644e-17
2.6398838734120008e-09,0.48286324108957135,3.76,0.0,0.634745036816354,0.9992238812127682,3.1819350203204316e-14,1.3101727214297782e-11,1.899370047038804e-06,1.892118957594872e-06,4.528239824795347e-08,4.9948126119130184e-14,8.477510416318272e-14,7.1972856010544e-09,7.122724778266501e-09,1.1137781048069938e-10,1.0314986111538309e-10,4.525497461975683e-08,5.34054478545682e-12,9.357731782398773e-09,1.842260833244269e-11,3.704298636800736e-12,7.405305677526334e-12,2.274463168527168e-17,2.1171245347976605e-16,4.715150560289343e-13,5.312340667664299e-16,2.2171014818084387e-19,9.330292125466623e-09,9.234718538865152e-18,3.00645286899294e-23,1.1395165165719909e-14,3.020259936911055e-15,0.0007760662710960958,2.635972907616402e-26,2.044786693656616e-19,5.288634354721243e-19,1.2376340080674306e-17,1.2179774643643146e-12,1.138262043038688e-23,4.5641565894859055e-29,1.3729255367356756e-25,3.040680639839369e-27,6.000058593379618e-19,3.0741148977942165e-27,7.372344386691432e-25,1.3371772817436707e-17
2.7357753053693605e-09,0.48286324729624747,3.76,0.0,0.6347449658367473,0.9992238657090146,3.631817518899527e-14,1.445783758481612e-11,1.968363889114877e-06,1.9605764753258678e-06,4.692991795915064e-08,5.4155011491182995e-14,8.877591718883286e-14,7.727482600612418e-09,7.644566643173613e-09,1.2390003454943051e-10,1.143118527610729e-10,4.689869529858982e-08,5.7261253381415905e-12,9.699729878266484e-09,2.0169276634103008e-11,3.988967664764954e-12,7.952294859328305e-12,2.45186655760443e-17,2.2858057381304523e-16,4.958636939148646e-13,5.912086949627432e-16,2.467045782109536e-19,9.66920148176433e-09,9.994076055895013e-18,3.438492985766102e-23,1.2321865434745691e-14,3.1478227693133256e-15,0.0007760795943883402,2.961672082226252e-26,2.2767077709253674e-19,5.91520225244501e-19,1.3773569429371301e-17,1.262695970402918e-12,1.3089579708709966e-23,5.064727425635699e-29,1.5832382201354547e-25,3.584699289197317e-27,6.674578306069232e-19,3.5461021498220234e-27,8.726679889458259e-25,1.487530683066543e-17
2.822077594130984e-09,0.4828632528823231,3.76,0.0,0.6347449019547923,0.9992238551814209,4.0757471879729896e-14,1.5754863426740917e-11,2.0304584656207624e-06,2.0221719813784465e-06,4.841298366939849e-08,5.80946950966889e-14,9.238392547005515e-14,8.22063559717759e-09,8.129689596580524e-09,1.3593912317595165e-10,1.2499937875888891e-10,4.8378044665755594e-08,6.084078512368536e-12,1.0007718321966045e-08,2.1829434813720943e-11,4.254486652493873e-12,8.4612011324269e-12,2.617779486812938e-17,2.4442512917449966e-16,5.179062933865279e-13,6.488999557551701e-16,2.7074526705222633e-19,9.974219593441471e-09,1.0707770921973806e-17,3.864056491799775e-23,1.318720507858703e-14,3.262911139795306e-15,0.0007760881432251216,3.2783911522053256e-26,2.499927596985782e-19,6.521553511416277e-19,1.5117623938773295e-17,1.3029861173232932e-12,1.4781588428019616e-23,5.544783795445034e-29,1.7923940363992462e-25,4.140553925119382e-27,7.323070504429139e-19,4.015494615086867e-27,1.0108794448957614e-24,1.6320877178982e-17
2.9068935588608828e-09,0.4828632583722575,3.76,0.0,0.6347448391727328,0.9992238470903484,4.550234669193986e-14,1.710224974236576e-11,2.09148374732926e-06,2.0826916664616355e-06,4.987079555570459e-08,6.210832469047273e-14,9.593556601683136e-14,8.72002988740978e-09,8.62070629116894e-09,1.485032200796298e-10,1.36110429124357e-10,4.983191697695461e-08,6.4459106939957705e-12,1.0310583665026382e-08,2.354441503504157e-11,4.524044751318651e-12,8.97667596400646e-12,2.786653805766954e-17,2.606223005823066e-16,5.396779360651821e-13,7.091370750171297e-16,2.958449150327168e-19,1.0273984306282466e-08,1.1437555853456792e-17,4.3179999694875007e-23,1.4066530452065872e-14,3.3762766887363114e-15,0.0007760942745369471,3.612440698356425e-26,2.7331235650796134e-19,7.158233537716334e-19,1.6521014412988765e-17,1.3426238160083112e-12,1.6597112279274936e-23,6.044643428711858e-29,2.017510448829724e-25,4.7542901441773225e-27,7.999840426470726e-19,4.5206943070754086e-27,1.1632038985048418e-24,1.7829536329704964e-17
2.9917095235907817e-09,0.48286326386225753,3.76,0.0,0.634744776390365,0.999223840626891,5.064716344839934e-14,1.852366012473313e-11,2.1525091517629658e-06,2.1431964809504015e-06,5.1328905386902563e-08,6.626260901822596e-14,9.949214214038779e-14,9.23401969488974e-09,9.125822930544655e-09,1.6181460248778488e-10,1.4783806650030888e-10,5.128579006966136e-08,6.817656383870274e-12,1.0613633965402368e-08,2.5344022929888332e-11,4.802150755175476e-12,9.50734684732139e-12,2.961343865018632e-17,2.774525561215547e-16,5.61548456184698e-13,7.729885142183395e-16,3.2244871724014826e-19,1.05737487368499e-08,1.2195893946030346e-17,4.8090848244838206e-23,1.4974483326062016e-14,3.489898624757803e-15,0.0007760987632845694,3.9700553997843266e-26,2.9804432685773254e-19,7.836868153097615e-19,1.800863969813335e-17,1.3823038268506541e-12,1.8572642191622376e-23,6.573091159520228e-29,2.26321488488949e-25,5.441354534838443e-27,8.716861773496135e-19,5.0720705670831656e-27,1.3333177143502102e-24,1.9427983556969078e-17
3.0765254883206806e-09,0.48286326935232454,3.76,0.0,0.6347447136076767,0.9992238353567671,5.621359058876362e-14,2.0021038911058424e-11,2.2135346860655696e-06,2.203686428496159e-06,5.278732571414766e-08,7.055761524251937e-14,1.0305296907757283e-13,9.762594066324871e-09,9.645014730809165e-09,1.758944068969859e-10,1.6019628467888613e-10,5.273966398601561e-08,7.199273088848077e-12,1.0916874549701039e-08,2.723018380047005e-11,5.088814647683918e-12,1.0053209943979557e-11,3.14189692132403e-17,2.9492921476542934e-16,5.835098338078265e-13,8.405592618406802e-16,3.5060037209102115e-19,1.08735128853669e-08,1.298320244987662e-17,5.339065371201886e-23,1.5911053200447014e-14,3.603776461905595e-15,0.000776102043750514,4.3522242595225593e-26,3.2423080137263984e-19,8.559003912619459e-19,1.9582953260177754e-17,1.422027373243142e-12,2.0717017109160044e-23,7.130882624501498e-29,2.530732275305409e-25,6.20863510036836e-27,9.475273810798533e-19,5.672353222380225e-27,1.5227335062638434e-24,2.1118767949005645e-17
3.1613414530505795e-09,0.4828632748424609,3.76,0.0,0.6347446508246547,0.9992238309592417,6.222385808652307e-14,2.1596328874990526e-11,2.2745603575398703e-06,2.264161512749566e-06,5.424606924377712e-08,7.49933913295579e-14,1.0661744434154274e-13,1.0305742053924224e-08,1.0178256945910912e-08,1.907637326494546e-10,1.731988811872464e-10,5.419353876759867e-08,7.590718608220086e-12,1.1220310740529992e-08,2.92048211031769e-11,5.384045785685231e-12,1.0614261416363425e-11,3.3283602759262896e-17,3.1306596650892334e-16,6.055547484807132e-13,9.11954279874147e-16,3.803435791300482e-19,1.1173276752056593e-08,1.3799900144009721e-17,5.909716865451876e-23,1.6876229493716064e-14,3.717909809233035e-15,0.0007761044366719037,4.75995288130929e-26,3.5191395890625543e-19,9.32620557404163e-19,2.1246408827349327e-17,1.4617956778400784e-12,2.3039286098755065e-23,7.718772701284468e-29,2.821324244864594e-25,7.063508357592413e-27,1.0276213955265985e-18,6.3243505067317764e-27,1.733047693191837e-24,2.290443521008692e-17
3.2461574177804783e-09,0.4828632803326681,3.76,0.0,0.6347445880412866,0.9992238271950452,6.870075699166607e-14,2.325147122818215e-11,2.3355861736455097e-06,2.3246217373604885e-06,5.5705148835195274e-08,7.956996842065569e-14,1.1018503758269832e-13,1.0863452715498077e-08,1.072552486762952e-08,2.0644364199056221e-10,1.8685945960902508e-10,5.564741445558236e-08,7.991951033634724e-12,1.152394785649942e-08,3.126985645003357e-11,5.687852960724212e-12,1.1190497427670455e-11,3.520781276396572e-17,3.3187687186978445e-16,6.276765186876976e-13,9.872785038230515e-16,4.1172203990345147e-19,1.1473040337142147e-08,1.4646407341157616e-17,6.522834607481566e-23,1.7870001565255294e-14,3.832298346060121e-15,0.0007761061813197841,5.194263422828613e-26,3.811360264130814e-19,1.0140056095804108e-18,2.300146043802606e-17,1.5016099625620564e-12,2.5548706834335157e-23,8.337515652552334e-29,3.1362892984180065e-25,8.013863089572805e-27,1.1120817788304104e-18,7.030949061016694e-27,1.9659428708096557e-24,2.4787527717872828e-17
3.3309733825103772e-09,0.48286328582294824,3.76,0.0,0.6347445252575592,0.9992238238876848,7.566763898740372e-14,2.498840562180356e-11,2.3966121419968074e-06,2.3850671059779764e-06,5.716457749879423e-08,8.42873627838654e-14,1.137552822443858e-13,1.1435715114536405e-08,1.1286793825548609e-08,2.2295516012459925e-10,2.0119143180658047e-10,5.710129109081574e-08,8.402928748995718e-12,1.1827791212224136e-08,3.342720961009691e-11,6.000244452523432e-12,1.1781914141940447e-11,3.7192073184471296e-17,3.5137636141995827e-16,6.498690492649176e-13,1.0666368427123952e-15,4.447794588175554e-19,1.1772803640846762e-08,1.5523145892630172e-17,7.180233118175096e-23,1.8892358729187273e-14,3.946941806591729e-15,0.000776107454189061,5.656194551074614e-26,4.1193927884818253e-19,1.1002156635683468e-18,2.485056248785148e-17,1.5414714486006868e-12,2.8254744190671906e-23,8.987865257052551e-29,3.4769630106542824e-25,9.068123990931935e-27,1.2010219068448444e-18,7.795113935661502e-27,2.2231901248935232e-24,2.67705845796622e-17
3.415789347240276e-09,0.48286329131330324,3.76,0.0,0.6347444624734593,0.9992238209100915,8.314841598484905e-14,2.6809070147919085e-11,2.4576382703608006e-06,2.445497622250252e-06,5.86243683940548e-08,8.914557740375705e-14,1.1732776876561807e-13,1.2022518320271986e-08,1.1862039187026011e-08,2.403192752657761e-10,2.1620801993328886e-10,5.8555168713887016e-08,8.82361043035167e-12,1.2131846118325466e-08,3.5678798510727454e-11,6.32122807414117e-12,1.238850772407575e-11,3.923685847610675e-17,3.7157923536905827e-16,6.721267870418973e-13,1.1501341790938487e-15,4.795595439329697e-19,1.2072566663393667e-08,1.6430539192871952e-17,7.88374541622609e-23,1.9943290264385993e-14,4.0618399687911635e-15,0.0007761083823501143,6.14680140213429e-26,4.443660390925569e-19,1.1914126550019357e-18,2.679616977333161e-17,1.5813813564229735e-12,3.116706900019257e-23,9.670574924059823e-29,3.8447182069083457e-25,1.0235273776112045e-26,1.2945549742959934e-18,8.619888596129024e-27,2.5066511582243536e-24,2.885614168432558e-17
3.500605311970175e-09,0.48286329680373474,3.76,0.0,0.6347443996889739,0.9992238181693548,9.116755959899928e-14,2.8715401341268975e-11,2.5186645666547253e-06,2.5059132898246855e-06,6.008453482710348e-08,9.414460386103931e-14,1.2090213654456125e-13,1.2623851407756742e-08,1.2451236357153619e-08,2.5855693870415317e-10,2.3192225901407914e-10,6.000904736519451e-08,9.253955045737604e-12,1.2436117881433692e-08,3.802653923923981e-11,6.650811226766036e-12,1.3010274339865862e-11,4.1342643614331956e-17,3.925006630377926e-16,6.944446670693668e-13,1.2378753690535982e-15,5.161060080004478e-19,1.237232940500613e-08,1.736901218545291e-17,8.635222114865414e-23,2.1022785425815936e-14,4.176992641785672e-15,0.0007761090587153144,6.667155529124093e-26,4.784586778744248e-19,1.287760339319856e-18,2.8840737548716876e-17,1.62134090577702e-12,3.429555649000122e-23,1.0386397834498117e-28,4.2409652041395385e-25,1.1524882217187075e-26,1.3927939962876372e-18,9.508394928657536e-27,2.8182810524015935e-24,3.10467317699397e-17
3.670237241429973e-09,0.48286330778483544,3.76,0.0,0.6347442741187921,0.9992238131523689,1.0892162917925271e-13,3.279280209032356e-11,2.6407176954406828e-06,2.6267000934652096e-06,6.300604825286799e-08,1.0456500858008371e-13,1.280552883818178e-13,1.3870063557551711e-08,1.3671387932160953e-08,2.9773653132365534e-10,2.65494906450905e-10,6.291680791337189e-08,1.0143470409719658e-11,1.3045333185248611e-08,4.301813133665645e-11,7.335803890021409e-12,1.4299311340074913e-11,4.573911603924562e-17,4.3656170002847066e-16,7.392428202941269e-13,1.4265086017637447e-15,5.946729524479118e-19,1.2971854046321046e-08,1.934090479708294e-17,1.0289555223358921e-22,2.3267423561674504e-14,4.408060874713968e-15,0.000776109902147149,7.801473670768431e-26,5.518113130336538e-19,1.4965719077120544e-18,3.323657814982538e-17,1.7014138045058785e-12,4.1241535508324136e-23,1.1920395578775186e-28,5.12476455458463e-25,1.4512832328708546e-26,1.6038410733846224e-18,1.1489482332738785e-26,3.534347850468628e-24,3.575312640778641e-17
3.813861296933062e-09,0.4828633170825764,3.76,0.0,0.6347441677996328,0.999223809178778,1.2586915632184803e-13,3.653046576568366e-11,2.7440583053330055e-06,2.7289215306424493e-06,6.548093438821556e-08,1.1382784878891524e-13,1.3411506773957863e-13,1.4970544606810515e-08,1.474787301731768e-08,3.3382998050507585e-10,2.962165981638612e-10,6.537875579564825e-08,1.09264562179674e-11,1.3561870081214814e-08,4.756242069913744e-11,7.942726170178125e-12,1.543812671820794e-11,4.9656590333511846e-17,4.76258507833932e-16,7.773224615426478e-13,1.600441319493581e-15,6.671139178983004e-19,1.3479459023485542e-08,2.111153632327695e-17,1.185730613123002e-22,2.525713862930399e-14,4.6044963639568904e-15,0.0007761102953696484,8.864910415650548e-26,6.19511749751969e-19,1.6909925006250766e-18,3.729016850284743e-17,1.7693762443538274e-12,4.789170911122401e-23,1.3329574208937519e-28,5.975629147818264e-25,1.752384809144623e-26,1.7982673638700572e-18,1.3395849821464908e-26,4.248210955143584e-24,4.0089282499919014e-17
3.957485352436152e-09,0.4828633263805623,3.76,0.0,0.6347440614791836,0.999223805322791,1.447114295808917e-13,4.053977800784104e-11,2.8473995089517037e-06,2.831100438649938e-06,6.795708194890037e-08,1.2349401292970155e-13,1.4017683605956865e-13,1.6112542883394245e-08,1.5864034979123613e-08,3.727088427303797e-10,3.2910714319551507e-10,6.784070716563575e-08,1.1736609307115478e-11,1.4079100071099292e-08,5.240813838143056e-11,8.574394341272376e-12,1.6620398777110795e-11,5.3755394039622505e-17,5.182341677523704e-16,8.155220538196737e-13,1.7879533043194954e-15,7.452084745966376e-19,1.3987063198085156e-08,2.2977067417261973e-17,1.358812117929206e-22,2.7328614042080443e-14,4.8016597547490445e-15,0.0007761105281729214,1.0028700273977165e-25,6.925611272170458e-19,1.9024569308900546e-18,4.166059030244023e-17,1.837497417930344e-12,5.530244069587653e-23,1.4843840992785833e-28,6.928645642930124e-25,2.103978322923245e-26,2.007701962865091e-18,1.5530021176713143e-26,5.072983568473616e-24,4.4760586446071715e-17
4.101109407939242e-09,0.48286333567880213,3.76,0.0,0.6347439551573759,0.9992238015145238,1.6558364421156622e-13,4.4830096461074466e-11,2.9507413489317884e-06,2.933236835172388e-06,7.043455963523021e-08,1.3356324120901967e-13,1.4623978422924682e-13,1.7296005514608858e-08,1.7019755494988625e-08,4.1447377330169556e-10,3.6422456647622796e-10,7.030266221680814e-08,1.2573738983764722e-11,1.459704880529264e-08,5.756453443958751e-11,9.230836019789582e-12,1.7846108926230632e-11,5.803785072665803e-17,5.625731203173524e-16,8.53827649558779e-13,1.9895529268267214e-15,8.291691083169423e-19,1.449466657120564e-08,2.493960745557749e-17,1.5491432831624124e-22,2.9481797407960316e-14,4.9995504970466314e-15,0.000776110670449945,1.1298523459291782e-25,7.711665856291466e-19,2.131813723637663e-18,4.635978401873014e-17,1.9057832273561737e-12,6.352755250407133e-23,1.6466857196161298e-28,7.99178521810412e-25,2.5127023180463926e-26,2.2326884997826895e-18,1.7909456667075935e-26,6.0211439917071905e-24,4.9779250052746985e-17
4.244733463442332e-09,0.4828633449773047,3.76,0.0,0.6347438488341401,0.9992237977199484,1.8862557074386345e-13,4.9410766053952813e-11,3.0540838690205752e-06,3.0353307378872128e-06,7.291343723175839e-08,1.4403523646138645e-13,1.5230326456145706e-13,1.8520879677819692e-08,1.8214916549709207e-08,4.592251272888653e-10,4.0162548037697135e-10,7.276462114221663e-08,1.3437656942487309e-11,1.5115741901500188e-08,6.304084388352015e-11,9.91207737294101e-12,1.9115238582766508e-11,6.250628942525835e-17,6.09362817788361e-16,8.922274271766039e-13,2.205748340419959e-15,9.192083990136525e-19,1.500226914393333e-08,2.70012788894133e-17,1.7576780287159044e-22,3.171663633465174e-14,5.198168078851108e-15,0.0007761107562367217,1.2680192657515288e-25,8.55535659650445e-19,2.3799263788565923e-18,5.1399696944022414e-17,1.974239569147324e-12,7.26224793952332e-23,1.8202288041064674e-28,9.17334185191133e-25,2.9858404572477586e-26,2.473769205899408e-18,2.0552262431568537e-26,7.106083625016619e-24,5.515746281994499e-17
4.388357518945422e-09,0.48286335427607924,3.76,0.0,0.6347437425094058,0.9992237939191355,2.1398154858892575e-13,5.429111902036987e-11,3.157427114049683e-06,3.137382164464481e-06,7.539378557939835e-08,1.5490967232118551e-13,1.5836675585188758e-13,1.9787112600793574e-08,1.9449400434732602e-08,5.070629603318137e-10,4.4136511351065283e-10,7.522658413459126e-08,1.4328177261880504e-11,1.5635204944773836e-08,6.884628669694941e-11,1.0618143447031585e-11,2.042776917173122e-11,6.716304492260704e-17,6.586937194253236e-16,9.307113737173464e-13,2.437047481428952e-15,1.0155390345920677e-18,1.550987091735525e-08,2.9164217331292106e-17,1.985380196020412e-22,3.40330784478021e-14,5.3975120060107604e-15,0.0007761108054706111,1.4179652444709186e-25,9.4587627968676e-19,2.6476733772724235e-18,5.679228395075788e-17,2.042872334290824e-12,8.264425492159661e-23,2.0053803831917166e-28,1.0481936249076392e-24,3.5313630207070314e-26,2.7314849334594317e-18,2.3477190794784526e-26,8.34214249136872e-24,6.090739282615643e-17
4.531981574448512e-09,0.4828633635751347,3.76,0.0,0.6347436361831008,0.9992237900980214,2.418004798552255e-13,5.948047491958802e-11,3.2607711299085864e-06,3.2393911325669237e-06,7.787567654902871e-08,1.6618619900004183e-13,1.644298386740667e-13,2.1094651561928367e-08,2.0723089747402373e-08,5.580870294157842e-10,4.834973379536796e-10,7.768855138637961e-08,1.5245116400288974e-11,1.615546348754319e-08,7.499006785653463e-11,1.1349058427246414e-11,2.178368212596869e-11,7.20104580543426e-17,7.106592873610644e-16,9.69271035377354e-13,2.6839580692118864e-15,1.118373824495446e-18,1.6017471892559137e-08,3.1430571642243436e-17,2.2332228931718015e-22,3.643107139859581e-14,5.597581793740591e-15,0.000776110832223857,1.580297874510238e-25,1.0423967736589735e-18,2.9359481876707562e-18,6.254950823966118e-17,2.111687408319418e-12,9.365149896822241e-23,2.2025080949014737e-28,1.1926519885485723e-24,4.157968534203817e-26,3.0063751743208203e-18,2.6703640710086495e-26,9.744644091715292e-24,6.704118759818823e-17
4.675605629951602e-09,0.4828633728744797,3.76,0.0,0.6347435298551529,0.9992237862460883,2.7223582311930014e-13,6.498814065641383e-11,3.364115963518417e-06,3.341357659849915e-06,8.035918301531191e-08,1.778644480705076e-13,1.7049217492360157e-13,2.2443443890455456e-08,2.2035867390201712e-08,6.123967936517179e-10,5.280746962324455e-10,8.015052308975794e-08,1.6188293191208063e-11,1.6676543049647057e-08,8.148137735124635e-11,1.2104845867974368e-11,2.3182958886175375e-11,7.705087600277169e-17,7.653559827426368e-16,1.0078992973536685e-12,2.946987606260512e-15,1.2279257135561107e-18,1.6525072070633545e-08,3.3802504021810925e-17,2.5021878804137772e-22,3.8910562866977384e-14,5.798376963030928e-15,0.0007761108470225208,1.7556378286208604e-25,1.1453058691341075e-18,3.245659275405201e-18,6.868334210260283e-17,2.180690671387659e-12,1.0570440601554128e-22,2.411980276791944e-28,1.3516379245381486e-24,4.875126603859672e-26,3.298978078837247e-18,3.0251658177705016e-26,1.1329930877504138e-23,7.35709749955788e-17
4.819229685454692e-09,0.4828633821741233,3.76,0.0,0.6347434235254881,0.9992237823575667,3.0544558730203186e-13,7.082341050078509e-11,3.467461662806739e-06,3.4432817639614922e-06,8.28443788314915e-08,1.8994403593033874e-13,1.7655349300346822e-13,2.3833436966578558e-08,2.3387616569988515e-08,6.700914150425657e-10,5.751484273014308e-10,8.261249943662606e-08,1.715752883838166e-11,1.7198469118364622e-08,8.832939020129435e-11,1.2885528880784445e-11,2.4625580900900165e-11,8.228665259581927e-17,8.22883262351134e-16,1.0465902055805944e-12,3.2266433783042036e-15,1.3444077958433041e-18,1.70326714526679e-08,3.6282190099508654e-17,2.793265022404709e-22,4.147150056163937e-14,5.999897040621798e-15,0.0007761108556443186,1.9446188080275764e-25,1.2548126958809125e-18,3.5777301122503846e-18,7.520576768545e-17,2.2498879983479308e-12,1.1886473449454534e-22,2.634166049217587e-28,1.5261140212025655e-24,5.693121349729464e-26,3.609830474560378e-18,3.414193676749271e-26,1.311539960567153e-23,8.05088640917446e-17
