Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66)
1.0759500063554643e-19,0.4828630702403437,3.76,0.0,0.6347469908003944,0.9999999999996911,1.4487645515325438e-45,6.912925987855731e-33,7.741330011655901e-17,7.741330011654292e-17,1.8457678645696417e-18,3.886207122097948e-35,4.999272593654732e-34,1.1608332566830052e-28,1.6082626416949418e-29,1.7503036649711215e-41,4.938853710957116e-23,1.845767864469662e-18,1.2411962742813988e-32,3.802848249822687e-19,3.6350030168538673e-25,7.066197520220036e-33,1.6464497811169333e-32,4.52008155089956e-38,4.353508268879743e-37,2.1924432220400518e-33,8.252218499887732e-47,1.657311613705159e-42,3.802848249822684e-19,1.6259872050173963e-38,2.680505382455025e-56,2.071804909574079e-36,3.268516397666646e-35,3.0884568955487555e-13,2.4762325744983692e-57,2.3478087199187914e-50,5.305346488615908e-50,1.4419176309030096e-48,4.938853710996117e-23,1.2658255197160203e-64,6.868349325908942e-60,1.4070341737466145e-66,2.2007785763740838e-68,9.434749586377552e-50,1.4394538743176536e-68,1.620528905116588e-66,2.7651009288602092e-42
2.1528348085461636e-19,0.4828630702403437,3.76,0.0,0.6347469908003943,0.999999999999382,1.1598925523398735e-44,2.7669719562709844e-32,1.5489385766154248e-16,1.5489385766147804e-16,3.693139350219773e-18,1.5554956240780917e-34,2.0010118853125926e-33,2.644614719209681e-28,6.437241820174322e-29,1.4013071915350945e-40,9.881998345998571e-23,3.693139350019768e-18,4.96801974795023e-32,7.609000451209078e-19,7.27316453632612e-25,2.828320512363706e-32,6.590089896426642e-32,1.809210587619203e-37,1.7425378645499588e-36,8.77548655952231e-33,6.606792502039417e-46,6.633565636728429e-42,7.609000451209066e-19,6.508186265104755e-38,2.14603419908619e-55,8.292618942012595e-36,1.3082583587514293e-34,6.179597070860284e-13,1.982491715218221e-56,1.8801511254917925e-49,4.2485799919906765e-49,1.1547035513774623e-47,9.881998346154678e-23,2.0275206996909295e-63,5.498855711375944e-59,2.2536999653682704e-65,3.52507045946474e-67,7.553536400748318e-49,2.3056278295833152e-67,2.5958636876283446e-65,1.1067616086204382e-41
4.306604412927562e-19,0.4828630702403438,3.76,0.0,0.6347469908003942,0.9999999999987638,9.282665572875243e-44,1.1071491977946155e-31,3.0985497275150936e-16,3.0985497275125155e-16,7.387882321517625e-18,6.224008626663955e-34,8.006653978430912e-33,6.57841606334824e-28,2.5757352176383696e-28,1.121471639087619e-39,1.9768287615847109e-22,7.387882321117692e-18,1.9878550137044676e-31,1.5221304853981857e-18,1.4549488705640305e-24,1.1316966107973498e-31,2.636894357528733e-31,7.2391989564861515e-37,6.972421218876078e-36,3.5113376834093835e-32,5.2874419407440515e-45,2.6542903992107253e-41,1.5221304853981813e-18,2.60412223662886e-37,1.7174796326436568e-54,3.318127759888039e-35,5.234737518259239e-34,1.2361877416558712e-12,1.5865958922064742e-55,1.5048829324539905e-48,3.400585955241016e-48,9.2423084837487e-47,1.976828761647174e-22,3.245794017522439e-62,4.40075578395956e-58,3.60787728999318e-64,5.64317426970251e-66,6.045124794495636e-48,3.69100697558425e-66,4.155797435499386e-64,4.428493107700418e-41
8.614143621690358e-19,0.4828630702403438,3.76,0.0,0.6347469908003939,0.9999999999975273,7.427542825998507e-43,4.429317727429592e-31,6.19777202931443e-16,6.197772029304114e-16,1.4777368264103685e-17,2.4900087365475786e-33,3.203182952168044e-32,1.8310972427944646e-27,1.0304618088539103e-27,8.973477020175196e-39,3.9540866154606694e-22,1.4777368263304394e-17,7.952714468147877e-31,3.044591365952741e-18,2.910214156574739e-24,4.52752336012463e-31,1.0549294472584995e-30,2.8961509709912775e-36,2.789422504352525e-35,1.4047637175763025e-31,4.2307568998864486e-44,1.0618890627713443e-40,3.044591365952723e-18,1.0418184649629267e-36,1.3742447309689439e-53,1.327467183017594e-34,2.0942358712016545e-33,2.4726438088257058e-12,1.2695177736785807e-54,1.2042112332412168e-47,2.72115771719934e-47,7.395719273324002e-46,3.9540866157105625e-22,5.194679547715065e-61,3.5212732563983325e-57,5.774169986505957e-63,9.031528756932596e-65,4.837018301382314e-47,5.90721358402086e-65,6.65120896255507e-63,1.771689649461979e-40
1.7229222039215951e-18,0.4828630702403438,3.76,0.0,0.6347469908003932,0.9999999999950544,5.942598475641797e-42,1.7718712908844924e-30,1.2396216632913096e-15,1.239621663287183e-15,2.955634014923722e-17,9.9608455923604e-33,1.2813774597316365e-31,5.72358998622423e-27,4.122182702864493e-27,7.179463251882969e-38,7.908602322837588e-22,2.955634014764118e-17,3.1813446882907184e-30,6.089513127061848e-18,5.820746537187646e-24,1.811156738147858e-30,4.220061221973503e-30,1.1585546728320808e-35,1.1158598115671803e-34,5.619512189099995e-31,3.384926893147341e-43,4.247902478397898e-40,6.089513127061777e-18,4.167613024956454e-36,1.0995003014645871e-52,5.310301014335344e-34,8.377625250720638e-33,4.945555935285965e-12,1.0157106538390711e-53,9.634909564001802e-47,2.1772017887892546e-46,5.917324504625528e-45,7.908602323837243e-22,8.31261473208624e-60,2.8172860860577184e-56,9.239925214789046e-62,1.4452406229952457e-63,3.8699820666347746e-46,9.452823881012451e-64,1.0643481059921857e-61,7.087367697001476e-40
3.445937887426714e-18,0.4828630702403439,3.76,0.0,0.634746990800392,0.9999999999901086,4.754304490494129e-41,7.087773592782198e-30,2.4793105840110393e-15,2.479310583994532e-15,5.911428391934994e-17,3.98450038529432e-32,5.125718398315273e-31,1.9692501354987842e-26,1.6489401769942537e-26,5.743843270267981e-37,1.581763373609144e-21,5.911428391616833e-17,1.272589657309111e-29,1.217935664928005e-17,1.1641818532779435e-23,7.244921753000897e-30,1.6880931778139283e-29,4.634407267249362e-35,4.463620872379348e-34,2.247896340897704e-30,2.708070070665612e-42,1.6992305564996882e-39,1.2179356649279766e-17,1.667113045682122e-35,8.796422030322686e-52,2.1242069399566993e-33,3.3511864499795536e-32,9.891380156688857e-12,8.126071000971182e-53,7.708415560301319e-46,1.7418716840600764e-45,4.734159256354699e-44,1.5817633740090214e-21,1.3301085598292125e-58,2.2539358680142734e-55,1.4784883003738752e-60,2.3125418252571324e-62,3.096132631313248e-45,1.5125544081521406e-62,1.7030807217607668e-60,2.8350882989917834e-39
6.891969254436951e-18,0.4828630702403441,3.76,0.0,0.6347469908003894,0.9999999999802168,3.8035338979815285e-40,2.835167139308807e-29,4.9586884254504865e-15,4.958688425384456e-15,1.1823017145895803e-16,1.5938325950397999e-31,2.0503290673335273e-30,7.236602761902854e-26,6.595894901820722e-26,4.595183686474144e-36,3.1635696556599205e-21,1.1823017145263684e-16,5.09046219460823e-29,2.435904369371641e-17,2.328399146142704e-23,2.89802766370559e-29,6.752510091678023e-29,1.8538006230238985e-34,1.785484674813721e-33,8.991768283299233e-30,2.166507480343105e-41,6.797063896471303e-39,2.4359043693715264e-17,6.6685878586493e-35,7.037307923434435e-51,8.497001428885846e-33,1.3405018437382758e-31,1.978302847342412e-11,6.501011129114549e-52,6.16692761798124e-45,1.3935414502648957e-44,3.787447269767506e-43,3.1635696572594602e-21,2.1282458598526767e-57,1.8031914969461658e-54,2.3656614961232787e-59,3.700192386971684e-61,2.4769648977330716e-44,2.4201691518268484e-61,2.725028174859559e-59,1.1340790810481878e-38
1.3784031988457427e-17,0.4828630702403446,3.76,0.0,0.6347469908003843,0.9999999999604334,3.042863271794905e-39,1.1340784085215679e-28,9.91744410832933e-15,9.917444108065206e-15,2.3646194653570466e-16,6.375395347978788e-31,8.201399649188088e-30,2.7665589424434113e-25,2.638384799542194e-25,3.676190577613795e-35,6.32718221736151e-21,2.3646194652323084e-16,2.036205590735964e-28,4.871841778258893e-17,4.656845306857943e-23,1.1592228591872098e-28,2.7010315129422946e-28,7.415277927163487e-34,7.142011351570924e-33,3.596743886336076e-29,1.733226554038676e-40,2.718855923112954e-38,4.8718417782584343e-17,2.6674622805705666e-34,5.629918374947611e-50,3.3988357837030206e-32,5.362061849512966e-31,3.956632460261259e-11,5.200870661232552e-51,4.933620163702691e-44,1.1148508024229312e-43,3.0300057623614557e-42,6.327182223759718e-21,3.4052511061734056e-56,1.442570321558751e-53,3.785122566921041e-58,5.92040819201776e-60,1.9815954354299533e-43,3.872336406668619e-60,4.3601243430311996e-58,4.5365279835264234e-38
2.756815745649838e-17,0.4828630702403456,3.76,0.0,0.6347469908003741,0.9999999999208666,2.434305128005081e-38,4.536336837834435e-28,1.9834955474086812e-14,1.9834955473030316e-14,4.729254966793199e-16,2.550171201131702e-30,3.280576506197525e-29,1.0810068838133099e-24,1.0553592874485639e-24,2.9409699131782302e-34,1.2654407331164936e-20,4.729254966550466e-16,8.144863785985126e-28,9.743716596033316e-17,9.313783928232149e-23,4.6369150330554665e-28,1.0804181004092371e-27,2.9661262596646453e-33,2.8568190711125635e-32,1.4387048601694985e-28,1.3865894711360348e-39,1.0875500663216792e-37,9.743716596031484e-17,1.066990341022674e-33,4.503969779636423e-49,1.3595417383649993e-31,2.1448355920308667e-30,7.91329148438614e-11,4.160721273578056e-50,3.946927359296081e-43,8.918877000527413e-43,2.4240237885622105e-41,1.2654407356757752e-20,5.448447948473794e-55,1.154063111308383e-52,6.056247444625849e-57,9.472733399283065e-59,1.5852857550745786e-42,6.19579112949437e-59,6.97626250602513e-57,1.814752834134337e-37
5.5136408392580276e-17,0.48286307024034714,3.76,0.0,0.6347469908003537,0.9999999998417329,1.9474499852251803e-37,1.8145394543331868e-27,3.9669978205600976e-14,3.966997820137496e-14,9.458525969270384e-16,1.0200711475013214e-29,1.3122339081726814e-28,4.272793887659971e-24,4.221447883841641e-24,2.3527829103558012e-33,2.5308857520373537e-20,9.458525968811906e-16,3.2579537966779884e-27,1.948746623158185e-16,1.8627846370762283e-22,1.854770739527384e-27,4.3216833917552074e-27,1.1864535230072459e-32,1.1427305345133854e-31,5.754833979974495e-28,1.1092748679930345e-38,4.3502286526402725e-37,1.9487466231574516e-16,4.267972232488747e-33,3.6031998796478516e-48,5.438184862644324e-31,8.579363730744667e-30,1.5826608725784733e-10,3.3285869827335308e-49,3.1575543794078486e-42,7.135129851805634e-42,1.939226702200637e-40,2.5308857622743884e-20,8.717553640945004e-54,9.232532377443021e-52,9.690036977133663e-56,1.5156437650540704e-57,1.2682323663971383e-41,9.913308965991256e-58,1.116207132258837e-55,7.2600890885531515e-37
1.1027291026474407e-16,0.4828630702403508,3.76,0.0,0.6347469908003128,0.9999999996834656,1.5579624670311096e-36,7.25816788325792e-27,7.934002366862605e-14,7.934002365172198e-14,1.8917067972644275e-15,4.08029036134695e-29,5.2489420551398064e-28,1.698870798967096e-23,1.68858129935662e-23,1.882229119182648e-32,5.0617757745203943e-20,1.891706797183524e-15,1.303183173255623e-26,3.897496550267767e-16,3.7256712055004056e-22,7.419092466997415e-27,1.72867555443151e-26,4.74582014131706e-32,4.57092794991716e-31,2.301936442247395e-27,8.874212106881998e-38,1.740107533070029e-36,3.897496550264832e-16,1.7071910753055245e-32,2.882585564551192e-47,2.1752799744060186e-30,3.4317494913240336e-29,3.1653239981177896e-10,2.662873677343935e-48,2.526048501267815e-41,5.708115212129027e-41,1.551384430070526e-39,5.0617758154676426e-20,1.394811530139261e-52,7.386037009785428e-51,1.5504092001697636e-54,2.425035153915586e-56,1.0145873974674835e-40,1.586133161047195e-56,1.785935666084258e-54,2.9048867622494978e-36
2.2054591400907168e-16,0.48286307024035796,3.76,0.0,0.6347469908002312,0.9999999993669313,1.2463711663159063e-35,2.9032696685020946e-26,1.5868011459466332e-13,1.5868011452704696e-13,3.7834151973070146e-15,1.6321176485985242e-28,2.0995779553899556e-27,6.774989653482592e-23,6.754329481133585e-23,1.5057844100551518e-31,1.0123555758056696e-19,3.783415197188378e-15,5.212735987199561e-26,7.794996404486426e-16,7.451740662065034e-22,2.967638933591178e-26,6.91470661081398e-26,1.898329275183981e-31,1.8283723421165812e-30,9.207751008668402e-27,7.099374948411366e-37,6.960545432636325e-36,7.794996404474687e-16,6.828768734868577e-32,2.3061043774946704e-46,8.701151536383636e-30,1.3727003775330678e-28,6.330648958235342e-10,2.1303007473025886e-47,2.020840801622558e-40,4.56649675015655e-40,1.2411087710037045e-38,1.0123555921838263e-19,2.2317007861695952e-51,5.908834231800024e-50,2.4806573427371944e-53,3.8800603273571516e-55,8.116705187740313e-40,2.5378169149556672e-55,2.857500947471342e-53,1.1626333914013817e-35
4.4109192149772686e-16,0.4828630702403723,3.76,0.0,0.634746990800068,0.999999998733863,9.970977319690634e-35,1.1613087720510173e-25,3.173602964466861e-13,3.1736029617622064e-13,7.566831994863423e-15,6.528476400839957e-28,8.398312878976803e-27,2.70589714700566e-22,2.7017326428469235e-22,1.2046279712861583e-30,2.0247115479449718e-19,7.566831994798835e-15,2.0850950417205235e-25,1.5589996112921738e-15,1.4905064854408786e-21,1.1870559988058806e-25,2.7658835210447395e-25,7.593319608441871e-31,7.313491690977196e-30,3.6831010827318297e-26,5.6795020602543385e-36,2.7843077581866176e-35,1.5589996112874783e-15,2.731508435896177e-31,1.8449389307638156e-45,3.4804826063426174e-29,5.49080092172278e-28,1.266129371463033e-09,1.7042415903543641e-46,1.6166734439574046e-39,3.653199309387773e-39,9.928875069774816e-38,2.0247116134515952e-19,3.5707230638256667e-50,4.7270695243659794e-49,3.9690538316329675e-52,6.208099715765113e-54,6.493366538347569e-39,4.060512953227877e-54,4.5720061514451205e-52,4.6559586276732803e-35
6.616379289863821e-16,0.4828630702403865,3.76,0.0,0.6347469907999048,0.9999999981007953,2.851077303679713e-34,2.4677821576885994e-25,4.760404782986573e-13,4.760404777239181e-13,1.135024878989107e-14,1.3873019128154332e-27,1.7846414167306678e-26,5.747469736205639e-22,5.741182390083303e-22,3.444483427578157e-30,3.0370674955202686e-19,1.1350248790010048e-14,4.43082735418982e-25,2.338499582135504e-15,2.2359574326316047e-21,2.522494303689733e-25,5.877503027705253e-25,1.6135805834979615e-30,1.5541171293006983e-29,7.826589810152822e-26,1.6239827741852362e-35,5.916804221037284e-35,2.3384995821255255e-15,5.80445609322463e-31,5.2754739296024804e-45,7.396056904963103e-29,1.1667949621035603e-27,1.8991933307189416e-09,4.87306694923452e-46,4.7994973326133704e-39,1.0845428132505302e-38,2.9476351990598437e-37,3.0370676347130093e-19,1.3508763994193424e-49,1.3516466538115703e-48,1.501573876638004e-51,2.348650511156842e-53,1.8566971680476472e-38,1.536175476434648e-53,1.7430779287645343e-51,9.90306530927747e-35
8.821839364750373e-16,0.48286307024040087,3.76,0.0,0.6347469907997416,0.9999999974677282,6.013749420633762e-34,4.209747475034181e-25,6.347206601505767e-13,6.347206591701394e-13,1.5133665582389956e-14,2.3665748278299987e-27,3.044388076128806e-26,9.802216729736473e-22,9.79378218394714e-22,7.265413502947421e-30,4.049423418535514e-19,1.513366558282201e-14,7.558470525384799e-25,3.1179995529786345e-15,2.9815269078135845e-21,4.303078839379281e-25,1.0026329179073265e-24,2.7525788036923736e-30,2.651141114676424e-29,1.3351240960105108e-25,3.42545018343773e-35,1.0093621544733384e-34,3.117999552961612e-15,9.901719909894647e-31,1.1127707541203468e-44,1.2616851755097023e-28,1.9904144943207432e-27,2.532256773591682e-09,1.0278711645812036e-45,1.0457848099658336e-38,2.363160282709491e-38,6.422742450140156e-37,4.049423655968069e-19,3.516321848371326e-49,2.851014615775722e-48,3.908588562041404e-51,6.113524367225002e-53,3.9163122593123637e-38,3.9986588730219276e-53,4.689881186090996e-51,1.690869907559701e-34
1.3232759514523478e-15,0.48286307024042946,3.76,0.0,0.6347469907994151,0.9999999962015949,1.642542179461818e-33,8.71575209988048e-25,9.520810238542944e-13,9.520810218244232e-13,2.270049916145289e-14,4.899695781452421e-27,6.303017821473196e-26,2.0289569001666577e-21,2.027678288224196e-21,1.9844098594008103e-29,6.074135206937333e-19,2.2700499162815062e-14,1.5648853746976975e-24,4.676999494664424e-15,4.472944036224342e-21,8.908978957455133e-25,2.0758241967246028e-24,5.698865148041343e-30,5.488851184916328e-29,2.7642045901262855e-25,9.355967318795562e-35,2.08985174312906e-34,4.6769994946291795e-15,2.0500255108405852e-30,3.039423450121954e-44,2.612175669223706e-28,4.1208987192052614e-27,3.798382447418785e-09,2.807436036073861e-45,3.035588446896778e-38,6.859517476893823e-38,1.864324145057063e-36,6.074135698463273e-19,1.2904392883783175e-48,7.787006974500282e-48,1.4343969655838e-50,2.243577342872814e-52,1.069666393459499e-37,1.46745407042941e-52,1.8969037522479706e-50,3.506571717480897e-34
