Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7)
8.397564941556812e-08,0.2928114102514744,3.76,0.0,0.5032410054856751,0.9999999487706459,1.7985825322011875e-16,4.4547376622774256e-15,3.0292252352907966e-07,2.694954673095441e-07,2.794221043254545e-08,1.0785181083400837e-12,1.554633259252988e-14,2.7161106255000524e-08,2.268792001067386e-08,5.9004452504437555e-09,1.0628483564668672e-09,2.2251510152112664e-08,3.883825503313831e-10,1.3343700642251094e-09
8.88563767617892e-08,0.29281141126755145,3.76,0.0,0.5032409857485362,0.999999944121625,2.370849854384719e-16,5.542859401496269e-15,3.2113338922220536e-07,2.835231001008662e-07,3.030717532417837e-08,1.2016138419030904e-12,1.6382025356148746e-14,3.020325496879701e-08,2.498215710420471e-08,6.903361699777659e-09,1.179809378288194e-09,2.35559891684511e-08,4.356462605683276e-10,1.5727689564810614e-09
9.373710410801029e-08,0.29281141228880286,3.76,0.0,0.5032409658914939,0.9999999393013346,3.0783884130563816e-16,6.81405399458778e-15,3.3943828449201126e-07,2.9738445908701306e-07,3.27888508373223e-08,1.3306369719509076e-12,1.721027521537777e-14,3.338399290173288e-08,2.7344648271193577e-08,8.004291060748419e-09,1.3007528349393623e-09,2.4862271126458295e-08,4.861037708549498e-10,1.8370421281936605e-09
9.861783145423137e-08,0.2928114133153722,3.76,0.0,0.5032409459103685,0.9999999343115525,3.9432542671973075e-16,8.28648383780126e-15,3.5784024989850485e-07,3.1108151514880685e-07,3.539130342411792e-08,1.4654840040192256e-12,1.8031159353593887e-14,3.670013070475656e-08,2.9770650626292806e-08,9.206005434938653e-09,1.4254102616355235e-09,2.6170435441274802e-08,5.398682491650909e-10,2.128328670022651e-09
9.999999999999998e-08,0.292811414347392,3.76,0.0,0.5032409402288363,0.9999999328679487,4.2200494411445374e-16,8.742604352203713e-15,3.630695186985256e-07,3.149307887174166e-07,3.61507690224437e-08,1.5047152119813472e-12,1.8262297025718673e-14,3.766339060484162e-08,3.0468576536247245e-08,9.564990715023182e-09,1.4613509626936447e-09,2.6541246035172773e-08,5.55710660372001e-10,2.215880477563984e-09
1.0349855880045245e-07,0.292811414347392,3.76,0.0,0.5032409258012137,0.9999999291540326,4.989624283746942e-16,9.978924442289257e-15,3.763421187172522e-07,3.246162158056632e-07,3.811836253534857e-08,1.606052819967288e-12,1.8844754019866254e-14,4.0148530525706426e-08,3.225563962800008e-08,1.0511081939950466e-08,1.5535254938860892e-09,2.7480559693069437e-08,5.970562730567179e-10,2.4477413673331513e-09
1.0837928614667353e-07,0.2928114153849844,3.76,0.0,0.5032409055603074,0.9999999238305037,6.243864855748473e-16,1.1910735583461908e-14,3.9494652646196803e-07,3.3799048549245483e-07,4.0973631265002336e-08,1.7522426609511252e-12,1.9651134612055683e-14,4.3726105277793866e-08,3.479529981036134e-08,1.1921911700865687e-08,1.6848541363751916e-09,2.8792719656700715e-08,6.577871328549805e-10,2.7963671252953505e-09
1.1326001349289462e-07,0.29281141642826175,3.76,0.0,0.5032408851841416,0.9999999183426724,7.734597356213488e-16,1.410183334253517e-14,4.1365591998786714e-07,3.512062258331247e-07,4.3960496511225144e-08,1.903954110604703e-12,2.0450375750942986e-14,4.742981791778386e-08,3.738551590023247e-08,1.3440708459397597e-08,1.819163068771674e-09,3.010698933095779e-08,7.221821931911025e-10,3.175267387962959e-09
1.181407408391157e-07,0.29281141747732703,3.76,0.0,0.5032408646694125,0.9999999126922227,9.49276043723503e-16,1.657266300820627e-14,4.3247256620637285e-07,3.6426531591108247e-07,4.708213868864528e-08,2.0610890785304136e-12,2.1242551170805142e-14,5.1256680733748495e-08,4.002236430288322e-08,1.506951681791613e-08,1.956229975054861e-09,3.1423440967386903e-08,7.903643085946312e-10,3.5854785514137475e-09
1.230214681853368e-07,0.29281141853227405,3.76,0.0,0.5032408440130134,0.9999999068808169,1.155166928185321e-15,1.9344172806197814e-14,4.513985604390056e-07,3.7716961253640977e-07,5.034154102388651e-08,2.2235507839051468e-12,2.2027733749802022e-14,5.520375464228246e-08,4.270210493954342e-08,1.6810220134721716e-08,2.095842884908734e-09,3.274214509870886e-08,8.624572892236692e-10,4.028012371032173e-09
1.2790219553155788e-07,0.2928114195931883,3.76,0.0,0.5032408232120249,0.9999999009100967,1.3947071886531196e-15,2.2437788433177553e-14,4.7043583442099247e-07,3.899209505098852e-07,5.3741498447866194e-08,2.391243739234145e-12,2.2805995624545418e-14,5.926814849512076e-08,4.5421173424472396e-08,1.8664548082975616e-08,2.2377997290512322e-09,3.4063170566830623e-08,9.385854137217199e-10,4.503856362978664e-09
1.3278292287777896e-07,0.29281142066014737,3.76,0.0,0.5032408022637079,0.9999998947816839,1.6717202459221903e-15,2.587538836969599e-14,4.895861639612732e-07,4.025211428838667e-07,5.7284626094675724e-08,2.56407373441947e-12,2.357740810395079e-14,6.344701839504109e-08,4.817617356829056e-08,2.0634083886509485e-08,2.381907915045593e-09,3.5386584550456356e-08,1.018872986152388e-09,5.0139741999189805e-09
1.3766365022400004e-07,0.29281142173322083,3.76,0.0,0.5032407811654944,0.9999998884971801,1.9902832021399452e-15,2.9679279946194054e-14,5.088511762714707e-07,4.149719812200802e-07,6.0973367422766e-08,2.7419478209864664e-12,2.4342041641306965e-14,6.773756702091369e-08,5.096387019396512e-08,2.272027124607502e-08,2.5279839245873045e-09,3.671245259230338e-08,1.1034439339396977e-09,5.559306101097351e-09
1.4254437757022112e-07,0.29281142281247136,3.76,0.0,0.5032407599149824,0.9999998820581689,2.35473163044066e-15,3.387217613565921e-14,5.282323569816198e-07,4.272752358443568e-07,6.481000197933405e-08,2.924774296405234e-12,2.5099965965975465e-14,7.213704296176212e-08,5.378118225179802e-08,2.49244209696416e-08,2.6758529280806085e-09,3.804083862592952e-08,1.1924214437968818e-09,6.14076921683925e-09
1.474251049164422e-07,0.2928114238979546,3.76,0.0,0.5032407385099265,0.9999998754662149,2.769664102425407e-15,3.847717304833478e-14,5.477310568584745e-07,4.3943265609835457e-07,6.879665282654438e-08,3.1124626887021485e-12,2.5851250042617892e-14,7.664274005971907e-08,5.66251762207923e-08,2.7247717319330563e-08,2.825348413272432e-09,3.93718050021767e-08,1.285927632906503e-09,6.759258007559281e-09
1.523058322626633e-07,0.29281142498971946,3.76,0.0,0.5032407169482319,0.9999998687228655,3.239946461317044e-15,4.3517728105600246e-14,5.673484982378389e-07,4.51445970588296e-07,7.293529364356653e-08,3.3049237412792935e-12,2.659596199286508e-14,8.125199676176969e-08,5.949305978471321e-08,2.9691224086638513e-08,2.9763118281504375e-09,4.0705412515236005e-08,1.3840832528843307e-09,7.415644617343873e-09
1.5718655960888437e-07,0.29281142608780897,3.76,0.0,0.5032406952279491,0.9999998618296504,3.770715848271081e-15,4.9017638871271164e-14,5.870857811807739e-07,4.6331688743075514e-07,7.722775551663457e-08,3.502069397798888e-12,2.7334169216538294e-14,8.596219548017541e-08,6.238217577174382e-08,3.225589040701605e-08,3.1285922393242814e-09,4.2041720428338735e-08,1.487007424238475e-09,8.110779242178199e-09
1.6206728695510545e-07,0.29281142719226,3.76,0.0,0.5032406733472649,0.9999998547880818,4.367384489212392e-15,5.5001022519033555e-14,6.069438893647579e-07,4.7504709449552984e-07,8.167573343047597e-08,3.70381278731125e-12,2.8065938408053386e-14,9.077076196146483e-08,6.528999634690073e-08,3.49425563246011e-08,3.282046005600602e-09,4.338078649907878e-08,1.5948173991361096e-09,8.84549049288916e-09
1.6694801430132654e-07,0.29281142830310414,3.76,0.0,0.5032406513045,0.999999847599657,5.0356432494402276e-15,6.149229591521935e-14,6.269236957218315e-07,4.866382596456351e-07,8.628079247528221e-08,3.9100682096365385e-12,2.8791335446990787e-14,9.567516466387747e-08,6.821411744667169e-08,3.775195811760848e-08,3.4365364652373103e-09,4.472266700437112e-08,1.707628350393526e-09,9.620585752876853e-09
1.7182874164754762e-07,0.2928114294203673,3.76,0.0,0.5032406290980997,0.9999998402658559,5.781464963017309e-15,6.851615629686716e-14,6.470259678349436e-07,4.980920309744515e-07,9.104437378247357e-08,4.1207511208077824e-12,2.951042548324861e-14,1.0067291414315026e-07,7.115225344577018e-08,4.06847333944461e-08,3.591933635716494e-09,4.606741676505162e-08,1.8255531847385377e-09,1.0436851530705333e-08
1.767094689937687e-07,0.2928114305440709,3.76,0.0,0.5032406067266312,0.9999998327881432,6.611107543676273e-15,7.609756252590091e-14,6.672513731023543e-07,5.094100370400649e-07,9.596780020097842e-08,4.335778118696219e-12,3.0223273009516856e-14,1.0576156244653932e-07,7.41022320463996e-08,4.374142597013206e-08,3.748113925765916e-09,4.7415089170122746e-08,1.94870237853826e-09,1.1295053807621254e-08
1.8159019633998978e-07,0.2928114316742311,3.76,0.0,0.5032405841887763,0.9999998251679684,7.531116883724307e-15,8.426171690106948e-14,6.876004836792718e-07,5.205938870968259e-07,1.0105228172495784e-07,4.555066928920158e-12,3.0929941747249545e-14,1.1093870251497236e-07,7.706198938086342e-08,4.6922490532143584e-08,3.904959859575641e-09,4.876573620064998e-08,2.0771838343119014e-09,1.2195938380067865e-08
1.8647092368621087e-07,0.2928114328108599,3.76,0.0,0.5032405614833275,0.9999998174067656,8.548329547225712e-15,9.303404750996318e-14,7.080737812059352e-07,5.316451713241657e-07,1.0629892068382912e-07,4.778536390838139e-12,3.1630494678006157e-14,1.1620196759322665e-07,8.002956531872385e-08,5.022829710446176e-08,4.062359812763472e-09,5.01194084533137e-08,2.21110275645298e-09,1.3140231197261221e-08
1.9135165103243195e-07,0.2928114339539651,3.76,0.0,0.5032405386091829,0.9999998095059546,9.669875263565573e-15,1.0244019110402092e-13,7.286716613313028e-07,5.425654610526977e-07,1.1170871670528962e-07,5.0061064436613e-12,3.232499415807792e-14,1.2154903064802902e-07,8.30030989700444e-08,5.365913531824518e-08,4.220207759367595e-09,5.147615516362089e-08,2.3505615446800155e-09,1.4128638693895023e-08
1.9623237837865303e-07,0.2928114351035502,3.76,0.0,0.5032405155653411,0.9999998014669409,1.0903179227315784e-14,1.1250597648004655e-13,7.493944380410274e-07,5.533563089876409e-07,1.1728257146148413e-07,5.237698112854374e-12,3.301350182761544e-14,1.2697760379397467e-07,8.598082437658568e-08,5.721521849722937e-08,4.378403029272498e-09,5.2836024228781665e-08,2.495659703828838e-09,1.5161848118039896e-08
2.011131057248741e-07,0.29281143625961503,3.76,0.0,0.5032404923508975,0.9999997932911153,1.2255964210134018e-14,1.2325740835237506e-13,7.702423477978405e-07,5.640192494295939e-07,1.230212932077855e-07,5.47323349666411e-12,3.369607858237425e-14,1.3248543772716427e-07,8.896106638316924e-08,6.089668756560672e-08,4.536850075711365e-09,5.4199062230254876e-08,2.6464937686930117e-09,1.6240527854301593e-08
2.059938330710952e-07,0.29281143742215604,3.76,0.0,0.5032404689650394,0.9999997849798555,1.3736252490238985e-14,1.3472065170043795e-13,7.912155535020615e-07,5.745557984926924e-07,1.2892560112318324e-07,5.712635752714567e-12,3.437278470679318e-14,1.3807032116645872e-07,9.194223668175583e-08,6.470361478580825e-08,4.695458252540598e-09,5.556531445596708e-08,2.8031572427066816e-09,1.736532774230191e-08
2.1087456041731628e-07,0.29281143859116615,3.76,0.0,0.5032404454070423,0.9999997765345251,1.5352367604830904e-14,1.469220165770498e-13,8.123141482797495e-07,5.849674543201795e-07,1.3499612946097777e-07,5.955829084868859e-12,3.504367982900093e-14,1.437300803022551e-07,9.492283002109607e-08,6.863600733329895e-08,4.854141600888699e-09,5.693482492220982e-08,2.9657405493443584e-09,1.8536879390545084e-08
2.1575528776353736e-07,0.29281143976663504,3.76,0.0,0.5032404216762654,0.9999997679564743,1.7112935930663434e-14,1.59887943363275e-13,8.335381591057628e-07,5.952556972974223e-07,1.412334315181657e-07,6.202738730270645e-12,3.57088228405818e-14,1.494625782526846e-07,9.790142057510133e-08,7.269381071520769e-08,5.01281864472944e-09,5.830763639521895e-08,3.134330995186072e-09,1.9755796485731897e-08
2.2063601510975844e-07,0.29281144094854944,3.76,0.0,0.5032403977721481,0.9999997592470401,1.9026888097816983e-14,1.736449884562472e-13,8.548875502686744e-07,6.054219902624022e-07,1.476379834315018e-07,6.4532909464216514e-12,3.636827201990278e-14,1.5526571452713772e-07,1.0087665846336172e-07,7.687691203933525e-08,5.171412194978685e-09,5.968379041244064e-08,3.3090127436660865e-09,2.1022675097582627e-08
2.2551674245597952e-07,0.2928114421368932,3.76,0.0,0.5032403736942075,0.9999997504075471,2.1103460241570245e-14,1.882198103768162e-13,8.763622266841424e-07,6.154677787137105e-07,1.5421018780781807e-07,6.7074129984794915e-12,3.702208504548355e-14,1.6113742449702202e-07,1.038472664175087e-07,8.118514313981181e-08,5.329849161783931e-09,6.10633273034882e-08,3.4898667985897806e-09,2.2338093979229685e-08
2.303974698022006e-07,0.29281144333164755,3.76,0.0,0.5032403494420327,0.9999997414393063,2.335219509711764e-14,2.0363915628438368e-13,8.979620370630624e-07,6.253944910160782e-07,1.609503771958332e-07,6.9650331467836375e-12,3.767031888321369e-14,1.670756788736574e-07,1.0681203658738227e-07,8.561828356541566e-08,5.488060374695134e-09,6.244628621079398e-08,3.676970996565965e-09,2.3702614863239377e-08
2.352781971484217e-07,0.29281144453279123,3.76,0.0,0.5032403250152836,0.9999997323436166,2.5782942941736723e-14,2.1992984888675547e-13,9.196867769405832e-07,6.352035386034702e-07,1.678588174063942e-07,7.226080634413935e-12,3.831302987357853e-14,1.730784831932187e-07,1.0976982748121292e-07,9.017606343631284e-08,5.64598041039001e-09,6.383270510996016e-08,3.870400007560431e-09,2.5116782753321963e-08
2.401589244946428e-07,0.29281144574030066,3.76,0.0,0.503240300413686,0.9999997231217642,2.8405862388872848e-14,2.3711877373328725e-13,9.415361915718444e-07,6.448963161797721e-07,1.7493571068779738e-07,7.490485674908302e-12,3.895027380269854e-14,1.79143877308633e-07,1.1271956103426747e-07,9.485816617474027e-08,5.803547427624722e-09,6.522262082981303e-08,4.0702253428311764e-09,2.6581126211788087e-08
2.450396518408639e-07,0.2928114469541499,3.76,0.0,0.50324027563703,0.9999997137750235,3.123142103847636e-14,2.5523286688002727e-13,9.63509978700027e-07,6.54474201917096e-07,1.8218119876253626e-07,7.758179440240676e-12,3.958210578396088e-14,1.8526993488834202e-07,1.1566021980063622e-07,9.966423111492591e-08,5.960703009103728e-09,6.66160690721641e-08,4.276515369556973e-09,2.8096157642809074e-08
2.5480110653330605e-07,0.2928114494007542,3.76,0.0,0.5032402255580042,0.9999996947119124,3.753387386752192e-14,2.943444842338909e-13,1.0078292393243333e-06,6.732907290719754e-07,1.9717824053490736e-07,8.30316255414057e-12,4.082975130189388e-14,1.9769650124871682e-07,1.2151053053874268e-07,1.0964659907500026e-07,6.273562428690831e-09,6.941370041236732e-08,4.708747388741308e-09,3.1280254908883016e-08
2.63586415756504e-07,0.2928114516240803,3.76,0.0,0.5032401798872768,0.9999996771405301,4.4010459817032705e-14,3.3297985648595895e-13,1.048138013776999e-06,6.898461676434989e-07,2.1125245475728634e-07,8.804223516215087e-12,4.1934663943207017e-14,2.0906923008090508e-07,1.2673571591869906e-07,1.190502458486548e-07,6.553207640688722e-09,7.194398561327908e-08,5.120487784549793e-09,3.43241147031318e-08
2.723717249797019e-07,0.29281145386745805,3.76,0.0,0.5032401336487065,0.9999996591837789,5.132055101527833e-14,3.75032763087609e-13,1.0888431503538504e-06,7.060500548658221e-07,2.258726476563569e-07,9.314912089445246e-12,4.302287168041815e-14,2.2061004422057663e-07,1.319181736785636e-07,1.2884815815569644e-07,6.8307524368890795e-09,7.448622193924685e-08,5.554096056172263e-09,3.753946299714659e-08
2.8115703420289986e-07,0.2928114561306726,3.76,0.0,0.503240086843012,0.9999996408486653,5.953640364072786e-14,4.20660622583912e-13,1.1299414909165766e-06,7.219098557677723e-07,2.4103781181466395e-07,9.834859981263919e-12,4.4094674580993516e-14,2.3230886838746727e-07,1.370538326300787e-07,1.3903694247520963e-07,7.105961386349658e-09,7.704057935307122e-08,6.009861098448204e-09,4.092873972778606e-08
2.899423434260978e-07,0.29281145841349626,3.76,0.0,0.5032400394713772,0.999999622142077,6.873352385772222e-14,4.700205175539799e-13,1.1714295605956389e-06,7.374328768587085e-07,2.567465048182715e-07,1.036370804445617e-11,4.515036676368345e-14,2.4415594458490784e-07,1.421390713895945e-07,1.49612913992178e-07,7.378624495431459e-09,7.960721746564589e-08,6.488041657289889e-09,4.4494236411234155e-08
2.9872765264929573e-07,0.2928114607156881,3.76,0.0,0.5032399915354113,0.9999996030707866,7.899065909829867e-14,5.232690160749503e-13,1.2133036025860719e-06,7.526262694961305e-07,2.7299688778735085e-07,1.0901106072093451e-11,4.619023663220258e-14,2.5614182371785207e-07,1.4717068224997896e-07,1.6057212935820288e-07,7.648555172752264e-09,8.218628586304103e-08,6.9888672842698476e-09,4.8238100831562225e-08
3.0751296187249367e-07,0.2928114630369973,3.76,0.0,0.503239943037113,0.9999995836414521,9.038978570519148e-14,5.805620027435086e-13,1.2555596101238543e-06,7.674970331807453e-07,2.897867608957899e-07,1.1446712597130265e-11,4.721456683919734e-14,2.68257357417829e-07,1.5214583779041487e-07,1.7191041678687075e-07,7.915588348211827e-09,8.477792442481657e-08,7.512539356995197e-09,5.2162341603596115e-08
3.162982710956916e-07,0.2928114653771635,3.76,0.0,0.5032398939788356,0.9999995638606193,1.0301609319955466e-13,6.420545185714275e-13,1.2981933559037266e-06,7.820520187820974e-07,3.071135961635143e-07,1.2000194696211043e-11,4.8223634415949074e-14,2.804936900655575e-07,1.5706205997417202e-07,1.8362340373057487e-07,8.179578732023764e-09,8.738226363396711e-08,8.059232148210554e-09,5.6268832615845514e-08
3.2508358031888955e-07,0.2928114677359187,3.76,0.0,0.5032398443632571,0.9999995437347243,1.1695796525649167e-13,7.079006096080254e-13,1.3412004190490615e-06,7.962979316945237e-07,3.249745676436245e-07,1.2561227797712417e-11,4.9217711049399126e-14,2.928422510115489e-07,1.619171916298687e-07,1.9570654224351514e-07,8.440399207870231e-09,8.999942487849347e-08,8.629093932053149e-09,6.055931735341713e-08
3.338688895420875e-07,0.29281147011298825,3.76,0.0,0.5032397941933503,0.9999995232700936,1.3230695763188148e-13,7.782531837085423e-13,1.3845762098772107e-06,8.102413349260583e-07,3.4336657926911345e-07,1.312949549413051e-11,5.0197063046515185e-14,3.052947469867864e-07,1.6670937008327992e-07,2.081551322611957e-07,8.697939347076033e-09,9.26295207449454e-08,9.222248111068933e-09,6.503541310585374e-08
3.426541987652854e-07,0.2928114725080922,3.76,0.0,0.503239743472356,0.9999995024729472,1.4915777321660963e-13,8.532638750561272e-13,1.4283159926394408e-06,8.238886521218071e-07,3.6228629055351235e-07,1.3704689358479258e-11,5.1161951388180833e-14,3.178431546987599e-07,1.7143700276867145e-07,2.2096434296591912e-07,8.952104034185737e-09,9.5272655304145e-08,9.83879435175418e-09,6.969861506289864e-08
3.5143950798848336e-07,0.2928114749209458,3.76,0.0,0.5032396922037583,0.9999994813493995,1.676082343855291e-13,9.330829160569594e-13,1.472414906396544e-06,8.372461705233903e-07,3.817301403188803e-07,1.4286508764498133e-11,5.2112632044482274e-14,3.3047971360794927e-07,1.7609874466565097e-07,2.3412923239069287e-07,9.202812195279885e-09,9.792892438930707e-08,1.0478809719390463e-08,7.455030030128025e-08
3.602248172116813e-07,0.292811477351261,3.76,0.0,0.5032396403912619,0.9999994599054608,1.877592527733989e-13,1.0178590163246415e-12,1.5168679841550985e-06,8.503200438655426e-07,4.0169436858488605e-07,1.4874660710945805e-11,5.3049355970309315e-14,3.4319691888130786e-07,1.8069347744217338e-07,2.476447653798141e-07,9.449995622312857e-09,1.0059841586670994e-07,1.114234980561161e-08,7.95917316647221e-08
3.6901012643487924e-07,0.292811479798747,3.76,0.0,0.5032395880387699,0.9999994381470384,2.0971479661433515e-13,1.1077392484618624e-12,1.561670170389201e-06,8.63116295211123e-07,4.2217503675223475e-07,1.546885964972872e-11,5.397236907272245e-14,3.5598751451887447e-07,1.8522029018436049e-07,2.6150583002422814e-07,9.693597886757794e-09,1.0328120989908852e-07,1.1829449842720787e-08,8.482406153963457e-08
3.777954356580772e-07,0.29281148226311093,3.76,0.0,0.503239535150365,0.9999994160799386,2.335818557828461e-13,1.2028689403488535e-12,1.6068163370709766e-06,8.756408197258379e-07,4.4316804621193407e-07,1.6068827317548738e-11,5.488191254426342e-14,3.688444866494633e-07,1.896784615951426e-07,2.75707252688344e-07,9.933573335921969e-09,1.0597737920192835e-07,1.2540125799152284e-08,9.024833552905367e-08
3.865807448812751e-07,0.29281148474405894,3.76,0.0,0.5032394817302911,0.9999993937098683,2.594704046739527e-13,1.3033915736506993e-12,1.6523012983287745e-06,8.878993873940502e-07,4.6466915550679437e-07,1.667429257136647e-11,5.5778222918784676e-14,3.8176105699122735e-07,1.940674435478625e-07,2.902438117407974e-07,1.0169886165527807e-08,1.0868698929284621e-07,1.3274375451235565e-08,9.586549602748183e-08
3.9536605410447305e-07,0.29281148724129624,3.76,0.0,0.5032394277829357,0.9999993710424355,2.8749336305059663e-13,1.4094486882798103e-12,1.6981198238396958e-06,8.998976456769562e-07,4.866739961579922e-07,1.7284991227540355e-11,5.666153195029869e-14,3.947306764731395e-07,1.9838684589265473e-07,3.051102500900676e-07,1.0402509562810052e-08,1.1141009873423174e-07,1.4032179427591422e-08,1.0167638569913141e-07
4.04151363327671e-07,0.29281148975452803,3.76,0.0,0.503239373312816,0.9999993480831515,3.1776655497773856e-13,1.5211797925726242e-12,1.7442666510517726e-06,9.116411221143394e-07,5.091780872570195e-07,1.7900665904197745e-11,5.753206693487864e-14,4.077470190136649e-07,2.0263642242421717e-07,3.203012866151159e-07,1.0631424914987255e-08,1.1414675936931398e-07,1.4813502223504984e-08,1.0768175086192375e-07
4.129366725508689e-07,0.29281149228346015,3.76,0.0,0.5032393183245618,0.9999993248374316,3.50408665956732e-13,1.6387222789556262e-12,1.7907364963232522e-06,9.23135226871072e-07,5.321768489147644e-07,1.8521065867133793e-11,5.839005085440545e-14,4.2080397545303237e-07,2.068160579270687e-07,3.358116265737901e-07,1.0856621078387186e-08,1.1689701655181169e-07,1.5618293183265612e-08,1.1388224477951538e-07
4.2172198177406686e-07,0.2928114948277991,3.76,0.0,0.503239262822905,0.9999993013105968,3.8554119837054656e-13,1.7622113448845652e-12,1.837524065061527e-06,9.343852552295264e-07,5.556656146541189e-07,1.9145946879263328e-11,5.923570217756951e-14,4.3389564763553086e-07,2.1092575621905247e-07,3.5163597106706716e-07,1.1078093703768486e-08,1.1966090936932457e-07,1.6446487448868832e-08,1.2027843086360574e-07
4.305072909972648e-07,0.292811497387253,3.76,0.0,0.5032392068126652,0.9999992775078748,4.232884253473403e-13,1.8917799188491595e-12,1.8846240609393612e-06,9.453963900290519e-07,5.796396428272277e-07,1.9775071053069624e-11,6.006923513256293e-14,4.470163426382829e-07,2.1496562911846685e-07,3.6776902563259705e-07,1.1295844613640394e-08,1.2243847086062167e-07,1.729800687386326e-08,1.2687078578876194e-07
4.3929260022046274e-07,0.2928114999615314,3.76,0.0,0.5032391502987393,0.9999992534344015,4.637773431457685e-13,2.027558591245941e-12,1.9320311942603387e-06,9.561737040536576e-07,6.04094127132259e-07,2.040820670627142e-11,6.089085995940401e-14,4.601605671430279e-07,2.1893588626566922e-07,3.8420550803556727e-07,1.1509881227689534e-08,1.2522972822697877e-07,1.8172760901559065e-08,1.3365970252194628e-07
4.480779094436607e-07,0.2928115025503459,3.76,0.0,0.5032390932860907,0.9999992290952231,5.071376221607953e-13,2.1696755499332996e-12,1.9797401895394345e-06,9.667221623689958e-07,6.29024206298112e-07,2.1045128220926603e-11,6.170078265840971e-14,4.733230219475495e-07,2.2283682573570018e-07,4.009401553192386e-07,1.17202160327436e-08,1.280347030377132e-07,1.907064740722649e-08,1.4064549326886262e-07
4.568632186668586e-07,0.29281150515341064,3.76,0.0,0.5032390357797399,0.9999992044952954,5.535015566446171e-13,2.3182565202929605e-12,2.0277457923593683e-06,9.770466246097234e-07,6.54424972999813e-07,2.1685615905349336e-11,6.24992051712914e-14,4.864985966134748e-07,2.2666882538350042e-07,4.1796773017250864e-07,1.1926866093984796e-08,1.3085341143005967e-07,1.9991553504234747e-08,1.4782839233918242e-07
4.6564852789005655e-07,0.2928115077704421,3.76,0.0,0.503238977784755,0.9999991796394867,6.030040132338366e-13,2.473424709630482e-12,2.07604277555898e-06,9.871518472182907e-07,6.802914820626681e-07,2.232945585892019e-11,6.328632575043422e-14,4.996823642472477e-07,2.3043233486748072e-07,4.352830266676922e-07,1.2129852604361213e-08,1.336858643035265e-07,2.0935356314314974e-08,1.5520855893265737e-07
4.744338371132545e-07,0.2928115104011598,3.76,0.0,0.5032389193062433,0.9999991545325788,6.557823783709088e-13,2.635300755754692e-12,2.12462594480594e-06,9.970424856361825e-07,7.066187580091039e-07,2.2976439840212653e-11,6.406233869526753e-14,5.128695764111391e-07,2.3412786830092972e-07,4.5288087541800114e-07,1.2329200469353898e-08,1.3653206750887087e-07,2.1901923702318343e-08,1.6278607984809161e-07
4.832191463364525e-07,0.2928115130452862,3.76,0.0,0.5032388603493445,0.9999991291792678,7.119765047047671e-13,2.8040026795829874e-12,2.1734901436023526e-06,1.0067230964486384e-06,7.334018019981165e-07,2.3626365137811717e-11,6.482743440027496e-14,5.260556581612253e-07,2.377559974843493e-07,4.707561482006259e-07,1.252493792446001e-08,1.3939202203182682e-07,2.2891114976011114e-08,1.7056097211709777e-07
4.920044555596504e-07,0.292811515702547,3.76,0.0,0.5032388009192234,0.999999103584166,7.717286565523855e-13,2.979645841626362e-12,2.2226302577680828e-06,1.016198139483822e-06,7.606355982033695e-07,2.427903444369299e-11,6.558179983229362e-14,5.392362032093335e-07,2.4131734567531845e-07,4.889037620878241e-07,1.271709618295012e-08,1.422657241717169e-07,2.3902781551602273e-08,1.7853318556451745e-07
5.007897647828484e-07,0.292811518372671,3.76,0.0,0.5032387410210624,0.9999990777518021,8.351834544999788e-13,3.1623429022145997e-12,2.2720412194432377e-06,1.025471979867421e-06,7.883151196723607e-07,2.493425572977235e-11,6.632561830844206e-14,5.524069692060313e-07,2.448125818557696e-07,5.073186831251701e-07,1.2905709111642458e-08,1.4515316571507595e-07,2.493676758582423e-08,1.867026052973391e-07
5.095750740060463e-07,0.29281152105539104,3.76,0.0,0.5032386806600568,0.9999990516866238,9.024878192196935e-13,3.352203785327992e-12,2.321718010648074e-06,1.0345488900336182e-06,8.164353337058296e-07,2.5591842127090213e-11,6.705906937748203e-14,5.655638731418015e-07,2.4824241545952726e-07,5.25995929593167e-07,1.3090812932603628e-08,1.4805433410441177e-07,2.5992910575480436e-08,1.9506905412390188e-07
5.183603832292442e-07,0.29281152375044334,3.76,0.0,0.5032386198414088,0.9999990253929979,9.737909145749696e-13,3.5493356459073674e-12,2.3716556664358124e-06,1.0434330516933553e-06,8.449912067936405e-07,2.6251611807233743e-11,6.778232937514928e-14,5.787029868636076e-07,2.516075915256534e-07,5.449305748857512e-07,1.3272445948836925e-08,1.5096921260222373e-07,2.7071041925441154e-08,2.0363229490513278e-07
5.271456924524422e-07,0.29281152645756775,3.76,0.0,0.5032385585703225,0.999998998875212,1.0492440900851913e-12,3.7538428405192e-12,2.4218492776712107e-06,1.052128557760809e-06,8.739777091406625e-07,2.6913387866740824e-11,6.849557130595096e-14,5.918205327041198e-07,2.5490888624564493e-07,5.641177500367385e-07,1.3450648292159997e-08,1.5389778045039973e-07,2.8170987486121516e-08,2.123920328395242e-07
