Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7)
6.213648483635723e-13,0.2928113933667284,3.76,0.0,0.5032413318988255,0.9999999999998361,3.2685102444323375e-41,4.3322231634212717e-35,2.2056342999436574e-12,2.2056320677096426e-12,1.639593931219989e-13,9.941072053304812e-24,1.3004544221776473e-22,2.2321049672892275e-18,2.2320871932631738e-18,6.834532957472159e-24,6.834167945392296e-24,1.6395942567726744e-13,3.256890899422879e-20,1.3502850351725272e-24
1e-12,0.29281139336685114,3.76,0.0,0.5032413318973815,0.9999999999997362,6.5012528396524176e-40,4.393132861119756e-34,3.5496605669690638e-12,3.549654254034527e-12,2.6386971984842225e-13,2.828202597292789e-23,3.6749601826896383e-22,6.312565815476628e-18,6.312502768451419e-18,3.598726902990236e-23,3.598355509100403e-23,2.6386981191435477e-13,9.210721586993621e-20,7.109947245796519e-24
1.242763409756734e-12,0.29281139336685114,3.76,0.0,0.5032413318964557,0.9999999999996722,1.0459994735089635e-39,6.932045009205102e-34,4.411388269681154e-12,4.411379340389501e-12,3.279276169591099e-13,4.00414003798615e-23,5.197383846783058e-22,8.928769262524797e-18,8.928677188538944e-18,5.467865989019144e-23,5.467279877375303e-23,3.2792774718053753e-13,1.3028043440451184e-19,1.0802777220126793e-23
2.4855605325430576e-12,0.29281139336709655,3.76,0.0,0.5032413318917163,0.9999999999993442,3.347309362299018e-38,1.1091625786685199e-32,8.822896209102542e-12,8.82286049127115e-12,6.558638692618212e-13,1.6236735090794846e-22,2.0752886209051533e-21,3.571569583159554e-17,3.5715156208805087e-17,4.374364707044012e-22,4.373426170655528e-22,6.55864390115011e-13,5.211283181377323e-19,8.642402485284519e-23
4.971154778115705e-12,0.29281139336758744,3.76,0.0,0.5032413318822374,0.9999999999986883,1.0711498062500712e-36,1.7746767149420115e-31,1.764591208773184e-11,1.7645769215447526e-11,1.3117355926301054e-12,6.66976501317457e-22,8.271728420890027e-21,1.4286338070968392e-16,1.4285984462662878e-16,3.499482234293474e-21,3.497980554911882e-21,1.3117376757115123e-12,2.0845023024829376e-18,6.913965356075919e-22
7.456749023688352e-12,0.2928113933680782,3.76,0.0,0.5032413318727585,0.9999999999980321,5.027293080830721e-36,6.765956357074148e-31,2.646892796614904e-11,2.6468624362362333e-11,1.9676065350106132e-12,1.4429276366825115e-21,1.7534309583129364e-20,3.035843371089445e-16,3.035747976647329e-16,1.0006278637097631e-20,1.0000751859773367e-20,1.967610961051387e-12,4.4295333897765325e-18,1.9769616519747264e-21
1e-11,0.29281139336905987,3.76,0.0,0.5032413318630599,0.9999999999973608,3.831439104558629e-35,3.176897654435555e-30,3.549660566765284e-11,3.549602796561696e-11,2.63868969653829e-12,2.838168824497744e-21,3.320867610958078e-20,5.776630934043691e-16,5.776375521055171e-16,2.841248456524697e-20,2.8388037933201094e-20,2.638698116609501e-12,8.428451646627092e-18,5.613587425236391e-21
1.2427937514833647e-11,0.29281139336905987,3.76,0.0,0.5032413318538008,0.9999999999967198,7.009221976219242e-35,5.563833559002951e-30,4.411495972215351e-11,4.411412034974843e-11,3.2793452978227454e-12,4.17014842607465e-21,4.8172351682809296e-20,8.393148535439345e-16,8.392740359300232e-16,4.598413529690921e-20,4.594162665467179e-20,3.279357530831186e-12,1.2246055078216574e-17,9.085325065191183e-21
1.690200715686441e-11,0.29281139336994344,3.76,0.0,0.5032413318367388,0.9999999999955386,2.402630731584111e-34,1.6227060317183338e-29,5.999638830190502e-11,5.999489363289925e-11,4.459907664022202e-12,7.637902291603327e-21,8.542311235301473e-20,1.4945620546597527e-15,1.4944723192316786e-15,1.0350848623053313e-19,1.0339143538031399e-19,4.459929442996928e-12,2.1806220495194254e-17,2.0450888179123023e-20
2.1376076798895176e-11,0.292811393370827,3.76,0.0,0.5032413318196768,0.9999999999943571,6.48969258891374e-34,3.713044787938922e-29,7.587781688099421e-11,7.587548368968846e-11,5.640467364255882e-12,1.2254552537956797e-20,1.3278745717375379e-19,2.3330172994247227e-15,2.3328503651238113e-15,1.9563503137807425e-19,1.9537144801022663e-19,5.640501354599454e-12,3.403921306593828e-17,3.86533195923927e-20
2.585014644092594e-11,0.2928113933717105,3.76,0.0,0.5032413318026148,0.9999999999931756,1.450421581504575e-33,7.342765895772136e-29,9.175924545948614e-11,9.175590067161385e-11,6.821024547644407e-12,1.80182877744167e-20,1.8960088190080632e-19,3.344528763667571e-15,3.34425275439824e-15,3.2699219371271983e-19,3.264856819789446e-19,6.821073265760155e-12,4.879685383325965e-17,6.460724842788613e-20
3.479828572498747e-11,0.2928113933734776,3.76,0.0,0.5032413317684907,0.9999999999908119,4.7310349466699857e-33,2.0538756055723128e-28,1.235221026152052e-10,1.2351633994677205e-10,9.182133178982865e-12,3.2338038610594987e-20,3.244787380272853e-19,5.762193991502567e-15,5.761612231068924e-15,6.98075850548152e-19,6.967663915066744e-19,9.182217087334473e-12,8.406920166113753e-17,1.3792800404393645e-19
4.3746425009049e-11,0.29281139337524464,3.76,0.0,0.5032413317343667,0.9999999999884478,1.2047640546811376e-32,4.598918152057232e-28,1.5528495976902023e-10,1.5527613948241825e-10,1.1543232519258976e-11,5.1409821741073065e-20,4.934208705923981e-19,8.819518501586337e-15,8.818469649990223e-15,1.269348871246176e-18,1.2665764619784305e-18,1.1543360908035953e-11,1.286726624494127e-16,2.5080516724899707e-19
5.269456429311053e-11,0.29281139337701173,3.76,0.0,0.5032413317002427,0.9999999999860829,2.6812614662577604e-32,9.086510108049151e-28,1.8704781692110565e-10,1.8703525589932148e-10,1.390432194837352e-11,7.596868495212416e-20,6.980417073558706e-19,1.2559866786389208e-14,1.2558142823698504e-14,2.0997064003384952e-18,2.0944626805311476e-18,1.390450472842989e-11,1.832393112004417e-16,4.1487740690031255e-19
7.059084286123359e-11,0.29281139338054585,3.76,0.0,0.5032413316319947,0.9999999999813509,1.1555074462874403e-31,2.8994848162436005e-27,2.5057353122260314e-10,2.505514009661734e-10,1.8626470580071138e-11,1.4441375302804635e-19,1.212017419295925e-18,2.2127980322076692e-14,2.2124041017784966e-14,4.843099691567973e-18,4.8272185539220404e-18,1.8626792372285977e-11,3.2281824334936457e-16,9.569713807311275e-19
8.848712142935665e-11,0.2928113933840801,3.76,0.0,0.5032413315637467,0.9999999999766161,3.413972323044623e-31,6.992999112909555e-27,3.1409924552378744e-10,3.1406477110037753e-10,2.3348579098590286e-11,2.4088958353575854e-19,1.8612539883672656e-18,3.4470504208503966e-14,3.4462980726229816e-14,9.303211796206133e-18,9.26588352398208e-18,2.3349080024047243e-11,5.028597024247022e-16,1.838323349241163e-18
