Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19)
7.936593830518626e-08,0.31062554456743935,3.76,0.0,0.8823894389687997,0.9925975321071687,0.00011788345166990406,0.0003502519706510406,0.013939950461420278,0.008691941823817531,0.0035742535121076765,9.848928482593228e-09,1.0565444176446348e-09,0.0015511477297790366,0.001541390424711076,0.0019257815705775716,0.0001651672424172691,0.00012876749731108214,9.218813944525936e-07,0.0017227430471139112,0.00026310223351130814,2.1559299092594605e-05,4.164322195505684e-06,1.3212073399414204e-07,7.888995866999069e-06,1.1588535103178781e-07,1.1731680641246935e-07,3.4263215222061634e-09,0.00019666196870592647,8.560777947680127e-08,3.3840343761372104e-13,7.677357525477202e-08,4.580121631013144e-09,0.0034269117862279937,2.5405879268217788e-14,4.2031941191491605e-10,7.246844438439991e-09,1.6092471464516452e-07,2.3275792078917395e-05,2.0159719851698239e-13,1.1106182737291386e-15,1.9674570398217623e-11,6.77779831399189e-12,1.0453833658300342e-08,9.820993431521479e-14,1.2562549050004559e-11
8.048998564870402e-08,0.3106384483121547,3.76,0.0,0.8820940021751402,0.9924956671061829,0.0001236384430684366,0.0003613666687064669,0.014171370839409692,0.008773436176745758,0.0036938374811401765,9.988771149733016e-09,1.066477538146398e-09,0.0015756633168620077,0.0015648212701232062,0.0019898629858658475,0.0001678562773993731,0.00013055179806228297,9.53855631383421e-07,0.0017758191206560766,0.00027064010292641766,2.2636925782085275e-05,4.437605232674567e-06,1.4334055460657388e-07,8.398961105047134e-06,1.1976009644121484e-07,1.253469866864948e-07,3.632533650689734e-09,0.0002003289446748987,9.273209960603243e-08,3.58794060767679e-13,7.87294605325859e-08,4.692070808147253e-09,0.0034265606088676377,2.7585587491915957e-14,4.4114992705345664e-10,7.658109574004999e-09,1.7060178654771088e-07,2.4490255613653583e-05,2.1308857899310186e-13,1.2263571559743367e-15,2.121528925403239e-11,7.30340090874156e-12,1.09289699963353e-08,1.0620801095497559e-13,1.392558220122122e-11
8.161403299222178e-08,0.31065140035988187,3.76,0.0,0.8817966236744907,0.9923927898593797,0.00012957491027971348,0.0003726187916195706,0.014403727908938471,0.008854008290875157,0.0038153073321699005,1.0127354281453586e-08,1.0762939438331998e-09,0.0016000334673890615,0.0015880538065918017,0.0020549418878983232,0.00017052391723720655,0.00013233368833713113,9.86355303417868e-07,0.0018296434985501007,0.00027824283775075483,2.3751083741254708e-05,4.7268773571094616e-06,1.5531314181357733e-07,8.932048810418203e-06,1.236952474064862e-07,1.3386035118968348e-07,3.848451599732229e-09,0.00020404901654968421,1.0032872647876606e-07,3.8014274816414044e-13,8.071092943980728e-08,4.805496516824167e-09,0.003426205931751723,2.9915524512200486e-14,4.626567208413605e-10,8.085081332683906e-09,1.8069253722863746e-07,2.5750417541580157e-05,2.2501995518589758e-13,1.3522922495246434e-15,2.2846998722483706e-11,7.859690233944009e-12,1.1428213478354736e-08,1.14732401507759e-13,1.5410799483565596e-11
8.273808033573954e-08,0.31066440027602626,3.76,0.0,0.8814973150268957,0.9922889105531822,0.00013569511594736957,0.00038400549804138746,0.014637014819556938,0.008933666199858843,0.003938648457861357,1.0264673208171897e-08,1.0859945984854936e-09,0.001624256431209879,0.0016110854602343185,0.00212101131043774,0.00017316978576850745,0.00013411311088920843,1.019376230117033e-06,0.0018842097243762586,0.00028590841897593535,2.4902389171860655e-05,5.03285317871219e-06,1.6807505969492428e-07,9.488805372016208e-06,1.276902896169175e-07,1.4288168314674159e-07,4.0744447022090835e-09,0.00020782371506707418,1.084205243274873e-07,4.024857247026327e-13,8.271838573939015e-08,4.92042438434208e-09,0.0034258477900801633,3.240336569630628e-14,4.848495097352792e-10,8.528026232126718e-09,1.9120693947651404e-07,2.7057261438305265e-05,2.373987293074643e-13,1.4891467811550909e-15,2.457320527599033e-11,8.447832248361974e-12,1.195318408366298e-08,1.2380952109948908e-13,1.7026804736506168e-11
8.38621276792573e-08,0.31067744762100585,3.76,0.0,0.8811960880569233,0.9921840393087855,0.0001420012793527847,0.0003955239193178888,0.014871224615005235,0.009012417858449036,0.004063845957265925,1.0400724084013962e-08,1.0955804588971224e-09,0.0016483306220383828,0.001633913847973322,0.0021880641788144645,0.00017579353158742004,0.00013589000879908023,1.0529141372610001e-06,0.0019395112844037506,0.0002936348485236646,2.6091455541946644e-05,5.356264362828131e-06,1.8166390683017366e-07,1.0069772442354483e-05,1.3174469909033798e-07,1.5243674793816592e-07,4.310895533027595e-09,0.00021165458320050758,1.1703101291914249e-07,4.258605054844412e-13,8.475225118655435e-08,5.0368809908812155e-09,0.0034254862188279043,3.5057029012781146e-14,5.077379411445013e-10,8.987205781822773e-09,2.021549716625025e-07,2.841177026814162e-05,2.5023215577484827e-13,1.6376816287979414e-15,2.639746528371277e-11,9.069009100728176e-12,1.2505600291150029e-08,1.3346668367984841e-13,1.8782633770889366e-11
8.498617502277507e-08,0.31069054195066187,3.76,0.0,0.8808929548390814,0.992078186181724,0.00014849557599434495,0.0004071711616865878,0.01510635024173724,0.009090271143735031,0.004190884651557052,1.0535503838570734e-08,1.1050524749132035e-09,0.0016722546093190693,0.001656536769636939,0.002256093317092359,0.00017839482705820657,0.00013766432548959387,1.086964661838002e-06,0.001995541613533574,0.00030142015002154136,2.731889348276288e-05,5.697859447226441e-06,1.9611831792605476e-07,1.0675486510761812e-05,1.3585794270886049e-07,1.6255231564380996e-07,4.558200327118796e-09,0.00021554317560875871,1.2618436952864462e-07,4.503059364986438e-13,8.681296536682448e-08,5.154893859248023e-09,0.0034251212527434175,3.7884676857619047e-14,5.313315958446879e-10,9.46287635279417e-09,2.1354661360174404e-07,2.981492596559597e-05,2.635273374607767e-13,1.798696435610105e-15,2.8323383211136394e-11,9.72441854322693e-12,1.3087282604988308e-08,1.4373211575844242e-13,2.068776617670403e-11
8.611022236629283e-08,0.3107036828166506,3.76,0.0,0.8805879276838084,0.9919713611614889,0.00015518013719833666,0.00041894430841324517,0.015342384557074946,0.0091672338563581,0.004319749099192495,1.0669010131287247e-08,1.1144115894701002e-09,0.001696027110437089,0.0016789522003674544,0.002325091454937005,0.00018097336736608684,0.00013943600474039113,1.1215233568532334e-06,0.002052294100963963,0.00030926236950834925,2.8585310689191183e-05,6.058403642375968e-06,2.1147796474862144e-07,1.1306478489356669e-05,1.400294787353026e-07,1.7325618344686618e-07,4.816769396942232e-09,0.00021949105808305024,1.3590543050926458e-07,4.75862235227035e-13,8.890098552701565e-08,5.274491444257028e-09,0.00342475292634735,4.089471775309027e-14,5.556399905343253e-10,9.955289057026199e-09,2.2539184249730466e-07,3.1267709024731096e-05,2.7729122222895537e-13,1.9730307177098476e-15,3.035460979920914e-11,1.0415273338921029e-11,1.3700157082196872e-08,1.5463496984932521e-13,2.2752137055351432e-11
8.723426970981059e-08,0.31071686976681906,3.76,0.0,0.8802810191240301,0.9918635741711856,0.00016205704976056924,0.00043084042187040806,0.015579320337006904,0.0092433137217035,0.004450423610525224,1.0801241308342948e-08,1.1236587386372598e-09,0.0017196469832588496,0.0017011582833260446,0.002395051234198076,0.00018352886960380294,0.00014120499070166808,1.1565856959639857e-06,0.0021097620955894546,0.0003171595760725314,2.9891311823560414e-05,6.438678615399864e-06,2.2778355636773925e-07,1.1963273311954332e-05,1.4425875731097704e-07,1.845771978780687e-07,5.087027548835682e-09,0.00022349980699293176,1.4621969246417074e-07,5.025710311002215e-13,9.101678639928751e-08,5.395703121757883e-09,0.0034243812739313236,4.40958079200159e-14,5.806725805262194e-10,1.0464689636564293e-08,2.3770062896721942e-07,3.2771098096511046e-05,2.915305997517627e-13,2.1615649641059463e-15,3.249484022600529e-11,1.1142800664046977e-11,1.4346258856469665e-08,1.6620533761215236e-13,2.4986148664693323e-11
8.835831705332835e-08,0.3107301023455643,3.76,0.0,0.8799722419022493,0.9917548350672375,0.0001691283556178544,0.0004428565455594436,0.0158171502836439,0.009318518391070018,0.004582892261883749,1.0932196361888991e-08,1.1327948516607316e-09,0.0017431132189904234,0.0017231533226820888,0.0024659652152172196,0.00018606107189256135,0.00014297122790721755,1.1921470779475366e-06,0.0021679389111442446,0.0003251098624273818,3.123749842274385e-05,6.839482258106388e-06,2.4507683872203443e-07,1.2646389546040302e-05,1.4854522093554258e-07,1.965452768802209e-07,5.3694144975476425e-09,0.0002275710087312602,1.5715331302370946e-07,5.304754057378596e-13,9.316086001839223e-08,5.518559177315178e-09,0.003424006329556877,4.749685272435843e-14,6.064387625665702e-10,1.0991318362197362e-08,2.504829331550605e-07,3.432606959422561e-05,3.0625209860788167e-13,2.365221727365565e-15,3.474781225376378e-11,1.1908241506063548e-11,1.5027735652593463e-08,1.7847426267866504e-13,2.7400681965446246e-11
8.948236439684611e-08,0.31074338009417785,3.76,0.0,0.8796616089581552,0.9916451536391259,0.00017639605154849938,0.0004549897060776574,0.01605586703234445,0.009392855442817273,0.004717138909141853,1.1061874891515387e-08,1.141820851008176e-09,0.001766424935341475,0.0017449357768759793,0.0025378258828723395,0.00018856973253605474,0.00014473466128678408,1.228202831007977e-06,0.0022268178311000853,0.0003331113454263311,3.262446880843565e-05,7.261628439506831e-06,2.6340059351295963e-07,1.3356339017914103e-05,1.5288830492958216e-07,2.091914316734722e-07,5.6643852782973324e-09,0.0002317062591586087,1.687331112333271e-07,5.596199329067615e-13,9.533371553224519e-08,5.643090794548824e-09,0.0034236281270545736,5.110700799911806e-14,6.329478777743727e-10,1.1535409941638315e-08,2.637487009243396e-07,3.593359730707573e-05,3.214621836571378e-13,2.5849667035930532e-15,3.7117304364027064e-11,1.2712850058300017e-11,1.574685128572314e-08,1.914737531536612e-13,3.000710805779697e-11
9.060641174036387e-08,0.310756702551174,3.76,0.0,0.879349133416728,0.9915345396091706,0.00018386208890100033,0.00046723691503202394,0.01629546315852237,0.00946633238349109,0.004853147200796926,1.1190277067827623e-08,1.1507376524151947e-09,0.0017895813699828733,0.0017665042521447585,0.0026106256523687416,0.00019105462920631752,0.00014649523617776312,1.2647482169279307e-06,0.002286392113328622,0.0003411621665215563,3.405281800050811e-05,7.705946743243857e-06,2.827986364371255e-07,1.409362645107987e-05,1.5728743788054532e-07,2.2254778840210852e-07,5.972410655714733e-09,0.0002359071630474266,1.8098656755732451e-07,5.900507181314327e-13,9.75358790059524e-08,5.769330043143074e-09,0.0034232467000232135,5.493568124263225e-14,6.602092146940909e-10,1.2097193437103823e-08,2.775078601369545e-07,3.759465202198857e-05,3.3716715368955495e-13,2.8218098003203083e-15,3.960713388348672e-11,1.3557893112011087e-11,1.6505989139736258e-08,2.0523679378006967e-13,3.281729949743169e-11
9.173045908388163e-08,0.310770069252605,3.76,0.0,0.8790348285768224,0.9914230026323457,0.00019152837335014849,0.0004795951709009843,0.016535931184148128,0.009538956648927267,0.004990900590575413,1.131740359801887e-08,1.159546164932821e-09,0.0018125818742865832,0.0017878574963003477,0.0026843568747872194,0.0001935155581602152,0.0001482528983362731,1.3017784350708964e-06,0.0023466549945376823,0.000349260492169001,3.552313763335633e-05,8.17328219036483e-06,3.033158147665108e-07,1.4858749117934025e-05,1.6174204207267356e-07,2.3664760954397832e-07,6.293977529022022e-09,0.00024017533352626487,1.93941823503901e-07,6.218154378925839e-13,9.976789321943022e-08,5.8973098665322345e-09,0.0034228620818291646,5.899253269447912e-14,6.88232012454765e-10,1.2676892192187238e-08,2.917703170157895e-07,3.931020115371833e-05,3.5337313934539666e-13,3.0768061909401012e-15,4.2221155103023224e-11,1.4444649446607976e-11,1.730765561885627e-08,2.1979735775820736e-13,3.584364148049831e-11
9.285450642739939e-08,0.31078347973236253,3.76,0.0,0.8787187079002067,0.9913105522961291,0.00019939676467979029,0.0004920614608457102,0.016777263583955433,0.00961073560533403,0.0051303823495831005,1.144325569333001e-08,1.1682472909760288e-09,0.0018354259073368366,0.0018089943927505163,0.0027590118423987085,0.0001959523334854156,0.00015000759394762694,1.3392886262397256e-06,0.0024075996944907035,0.0003574045141827555,3.7036015875140926e-05,8.664494947885078e-06,3.2499800428658986e-07,1.5652196504775852e-05,1.6625153390149952e-07,2.5152531506405303e-07,6.629589332827361e-09,0.00024451239152437526,2.0762768087719692e-07,6.549633783502153e-13,1.020303174587579e-07,6.027064069271341e-09,0.00342247430560585,6.328747629027894e-14,7.170254640288872e-10,1.3274723767910777e-08,3.065459525914903e-07,4.10812083832773e-05,3.700861013027275e-13,3.351057354346704e-15,4.496325739231135e-11,1.5374409218798678e-11,1.8154483566713266e-08,2.3519041820977555e-13,3.909904288735558e-11
9.397855377091715e-08,0.3107969335224654,3.76,0.0,0.8784007850010479,0.9911971981203868,0.00020746907659150346,0.0005046327624721734,0.01701945279136392,0.009681676550353511,0.005271575578017381,1.1567835038295452e-08,1.176841926373118e-09,0.0018581130302019857,0.0018299139547531373,0.0028345827937548114,0.00019836478637473017,0.00015175926963623108,1.3772738763965457e-06,0.002469219420018101,0.00036559245004161496,3.859203734984395e-05,9.180460023595358e-06,3.4789210560281534e-07,1.647444999014396e-05,1.708153242734914e-07,2.672165032940115e-07,6.979766432912641e-09,0.0002489199652169855,2.220736006622735e-07,6.895454735290103e-13,1.0432372730140531e-07,6.158627304100222e-09,0.003422083404253328,6.783068049677644e-14,7.465987195845747e-10,1.3890899887835566e-08,3.218446192333504e-07,4.290863330473071e-05,3.873118287288117e-13,3.645712098483071e-15,4.7837363312248e-11,1.6348473351334688e-11,1.9049235647003317e-08,2.514519592776262e-13,4.2596947175305126e-11
9.510260111443492e-08,0.31081043015333404,3.76,0.0,0.8780810736358146,0.9910829495572848,0.00021574707653847862,0.0005173060455452964,0.01726249120412857,0.009751786714102508,0.005414463216457887,1.169114376167818e-08,1.1853309604158512e-09,0.001880642900456821,0.0018506153198946306,0.002911061918563084,0.00020075276442776098,0.00015350787247493566,1.4157292202492267e-06,0.002531507368829125,0.00037382254315050477,4.0191783062056816e-05,9.722066947576253e-06,3.7204603982626617e-07,1.732598253645986e-05,1.7543281899138963e-07,2.8375797152014535e-07,7.345046516408093e-09,0.0002533996894715462,2.373097015491847e-07,7.256143429049918e-13,1.0664871439548199e-07,6.292035058709458e-09,0.0034216894104379574,7.26325690286661e-14,7.769608899247324e-10,1.4525626392101355e-08,3.376761372641671e-07,4.479343108037847e-05,4.0505593799145996e-13,3.961967566530585e-15,5.084742672734821e-11,1.7368152922026163e-11,1.9994807679911933e-08,2.686189868528116e-13,4.635134311084941e-11
9.622664845795268e-08,0.3108239691540549,3.76,0.0,0.8777595876935903,0.9909678159912346,0.0002242324855839164,0.0005300782736564181,0.017506371189726064,0.009821073260192865,0.005559028056751299,1.1813184409002675e-08,1.1937152759102225e-09,0.0019030152669455092,0.0018710977447838689,0.0029884413623556625,0.00020311613097882396,0.00015525334999386023,1.4546496447093157e-06,0.002594456733132345,0.0003820930630593449,4.183583032442268e-05,1.0290219440889696e-05,3.9750874364960927e-07,1.8207258394940092e-05,1.8010341912576443e-07,3.011877362623013e-07,7.725984975758851e-09,0.0002579532052952387,2.533667581024909e-07,7.632243283337088e-13,1.0900588623315553e-07,6.42732364221688e-09,0.0034212923565922074,7.77038214486986e-14,8.081210500070793e-10,1.5179103200260853e-08,3.5405029165885094e-07,4.673655210433745e-05,4.233238716262373e-13,4.301070224515799e-15,5.399743092014578e-11,1.8434768553652936e-11,2.0994231928483642e-08,2.867295389209112e-13,5.037677533237093e-11
9.735069580147044e-08,0.3108375500526311,3.76,0.0,0.877436341186777,0.9908518067388622,0.00023292697828327156,0.0005429464058452404,0.01775108509048789,0.009889543286731828,0.005705252752505535,1.1933959916599262e-08,1.2019957492277428e-09,0.0019252299647756553,0.001891360599953137,0.003066713230959437,0.00020545476445016318,0.00015699565018871864,1.4940300922261537e-06,0.002658060703072686,0.0003904023056418042,4.3524752687659215e-05,1.0885835071924538e-05,4.243301638248399e-07,1.9118732823719305e-05,1.8482652137330042e-07,3.1954505322701095e-07,8.123155285901475e-09,0.00026258215928402567,2.702761985827478e-07,8.024315302615955e-13,1.1139586591839099e-07,6.564530171363298e-09,0.003420892274914543,8.305537365267311e-14,8.400882425390613e-10,1.5851524282767433e-08,3.7097682882650673e-07,4.873894167452864e-05,4.4212089755526144e-13,4.66431682914851e-15,5.729138670952934e-11,1.9549649805366274e-11,2.2050680329148196e-08,3.0582269552012006e-13,5.468835473448444e-11
9.84747431449882e-08,0.31085117237622195,3.76,0.0,0.8771113482421738,0.990734931049007,0.00024183218258969693,0.0005559073981773853,0.017996625228489726,0.009957203827302585,0.005853119829207909,1.2053473587077999e-08,1.210173250357157e-09,0.0019472869105343622,0.0019114033649580838,0.003145869594775673,0.00020776855772950393,0.00015873472152866277,1.53386546400173e-06,0.002722312469992577,0.00039874859323628777,4.525911987309119e-05,1.1509844900878742e-05,4.525612510545508e-07,2.006085181910939e-05,1.8960151840229857e-07,3.3887043691840046e-07,8.537149374082074e-09,0.0002672882030735239,2.880701024266682e-07,8.432938431636146e-13,1.1381929192916365e-07,6.703692556436356e-09,0.0034204891973693948,8.86984182409826e-14,8.7287148164184e-10,1.6543077640969067e-08,3.884654534756417e-07,5.080153967306535e-05,4.614521085531471e-13,5.053055374746721e-15,6.073333057484192e-11,2.07141345661439e-11,2.316746766065418e-08,3.259385883040583e-13,5.930176866567208e-11
9.959879048850596e-08,0.3108648356513734,3.76,0.0,0.8767846230924163,0.9906171981027445,0.00025094967978205865,0.0005689582052786353,0.018242983910206356,0.010024061851925382,0.006002611693981281,1.2171729066154753e-08,1.2182486429564797e-09,0.0019691860977174578,0.0019312256236689055,0.003225902492876682,0.00021005741757103072,0.0001604705129636683,1.5741506230906465e-06,0.0027872052295245153,0.00040713027475138973,4.703949770762484e-05,1.2163193112865888e-05,4.82253953308751e-07,2.1034051859903503e-05,1.9442779918586284e-07,3.5920567989093027e-07,8.968577981761909e-09,0.00027207299279196603,3.067811973928052e-07,8.858709901517909e-13,1.1627681787430156e-07,6.844849486931372e-09,0.0034200831556872265,9.464440477843569e-14,9.064797565776838e-10,1.7253945295455593e-08,4.0652582556209506e-07,5.292528025503024e-05,4.813224219554862e-13,5.468686018146437e-15,6.432732278747247e-11,2.1929568450829963e-11,2.4348054645712497e-08,3.471184097027534e-13,6.423329093117291e-11
9.999999999999998e-08,0.31087853940423643,3.76,0.0,0.8766675873681433,0.9905749694740272,0.000254255718493223,0.0005736376388415653,0.018331114194911364,0.010047732655711012,0.006056360368577237,1.2213634393654673e-08,1.2211064524905906e-09,0.0019769644452682297,0.0019382473780465757,0.0032546796182900857,0.00021086833335680225,0.00016108927016628434,1.5886376635885308e-06,0.0028105215260894245,0.0004101302342517105,4.768622246815156e-05,1.2403681074251948e-05,4.932162531738237e-07,2.1389027295699936e-05,1.9616276016234917e-07,3.667167103832149e-07,9.12691037553373e-09,0.00027380022720335253,3.136882465462223e-07,9.014951116519208e-13,1.1716237442455224e-07,6.895723540152581e-09,0.0034199375142233844,9.684230513534002e-14,9.186771599146122e-10,1.7512388330954053e-08,4.13112455774767e-07,5.369829669348422e-05,4.885462514959143e-13,5.623825504767008e-15,6.56477340888615e-11,2.2375992188690442e-11,2.4785577340786873e-08,3.5494384157765993e-13,6.607374018073135e-11
1.0072283783202372e-07,0.31087853940423643,3.76,0.0,0.8764561800677642,0.990498617013432,0.0002602810044149131,0.0005820957818268903,0.018490153430940764,0.0100901242679995,0.006153710644991711,1.2288730320756124e-08,1.22622278440527e-09,0.0019909275923634157,0.0019508270597453135,0.0033068039369268,0.00021232126401891102,0.00016220297393148054,1.6148803973894013e-06,0.002852732184522098,0.00041554572573794356,4.886644806109947e-05,1.2846836640137791e-05,5.134612085794862e-07,2.203875966461862e-05,1.9930474932322284e-07,3.8059387162847696e-07,9.418071018071401e-09,0.00027693818851551896,3.264428563797458e-07,9.302245567008472e-13,1.1876911224511474e-07,6.9880404169581694e-09,0.003419674181364692,1.0090503994412799e-13,9.409220355352423e-10,1.798430328260117e-08,4.2516755731923356e-07,5.511109154562189e-05,5.017365796050996e-13,5.91266198053765e-15,6.807744555157081e-11,2.319730419926116e-11,2.55960509797153e-08,3.694044216757252e-13,6.949979159345992e-11
1.0297093251905923e-07,0.31090606644693625,3.76,0.0,0.8757941981567626,0.9902589465209826,0.00027959104049956354,0.0006086190708005082,0.018986894139356864,0.010219889596467956,0.00646065850690624,1.2518987510180714e-08,1.2418707122931693e-09,0.002033938106553232,0.001989366672083635,0.003471180394440211,0.00021677366010503128,0.00016565770469306008,1.697652944350699e-06,0.0029856615445718092,0.0004324715716813095,5.2662293664699076e-05,1.4308898740397473e-05,5.806360315576734e-07,2.4144355303532575e-05,2.0920818500855322e-07,4.2670805349632665e-07,1.0373867887016674e-08,0.00028691645477957675,3.6875456157679703e-07,1.0245167957159227e-12,1.238607531036968e-07,7.280685825254762e-09,0.003418847559617668,1.144183683173257e-13,1.0123443961435177e-09,1.9504164534131148e-08,4.64233293122502e-07,5.9672606866069984e-05,5.442145194179373e-13,6.8917332598111284e-15,7.60625101790521e-11,2.5895124310041942e-11,2.830947275535435e-08,4.1746946141334375e-13,8.110824643940404e-11
1.0499421773739119e-07,0.3109309744645845,3.76,0.0,0.8751926847930492,0.9900404324701594,0.00029771580026995506,0.00063275628318136,0.019436656468440717,0.010334025455984027,0.006742228315589542,1.2721975199356162e-08,1.2556160429977813e-09,0.0020721102653354804,0.0020232958293662762,0.0036220090623153727,0.0002206947216086915,0.00016875507514869454,1.7736163139155592e-06,0.003107398970882533,0.00044780457443045096,5.62433862988901e-05,1.5738211597252182e-05,6.468241998965268e-07,2.6151221089764068e-05,2.182883442843649e-07,4.7227137402708127e-07,1.1302589076803434e-08,0.00029618859856945037,4.104339001016356e-07,1.1161122592703925e-12,1.2856913983735003e-07,7.551433899870877e-09,0.0034180938816121002,1.2777916690635453e-13,1.0795664886907835e-09,2.0940340408554646e-08,5.014760579575301e-07,6.39994297446968e-05,5.843486010268195e-13,7.885534072634531e-15,8.382437150233276e-11,2.8515730330990996e-11,3.102145730695811e-08,4.649573243228827e-13,9.288326458621479e-11
1.0701750295572315e-07,0.31095600626410463,3.76,0.0,0.8745858320410095,0.9898193090811663,0.0003165550899471988,0.000657127419212863,0.019888926005338186,0.010445688201179096,0.007028725730163188,1.2920973507288595e-08,1.2690463725289565e-09,0.002109775421807506,0.0020565087205286687,0.003775526711570041,0.0002245340472022518,0.00017184089148791388,1.850938487303789e-06,0.003231086089368416,0.00046322294580768863,5.9983925093121076e-05,1.7281104025071962e-05,7.18787179839084e-07,2.8266339304081302e-05,2.2752299451247473e-07,5.219775634563903e-07,1.2300546803582228e-08,0.00030574719877498344,4.55741164235262e-07,1.2145095778761132e-12,1.3340122554850094e-07,7.829419076786767e-09,0.0034173311810325895,1.4235323393965598e-13,1.149629675087456e-09,2.2442130484555916e-08,5.407494397459634e-07,6.854149007687987e-05,6.263105052320997e-13,8.996289647603012e-15,9.215639064460469e-11,3.132709515070403e-11,3.4015097507585246e-08,5.167362224504217e-13,1.0603421844739599e-10
1.0904078817405511e-07,0.31098115909224566,3.76,0.0,0.8739737260374046,0.9895956270682564,0.00033611617051854787,0.0006817149024573856,0.020343657920681733,0.010554915969150425,0.0073200446970944,1.3116014708765973e-08,1.2821664810172774e-09,0.0021469360767206397,0.002089006573752774,0.003931686221564177,0.00022829158268663154,0.00017491487723882932,1.9295883864255453e-06,0.003356683853033187,0.0004787181743212371,6.388703635174408e-05,1.8943564427528327e-05,7.968683537492082e-07,3.0491818273611606e-05,2.3690846888589775e-07,5.761271535590164e-07,1.3372150826032365e-08,0.00031560200900060555,5.048937790503438e-07,1.3201393366795462e-12,1.3836141250239379e-07,8.114897091217538e-09,0.003416559633159273,1.582181207596919e-13,1.2225860112067713e-09,2.401034742249691e-08,5.821074096467724e-07,7.330394577360112e-05,6.701216164252257e-13,1.0234503463820868e-14,1.0108292759910542e-10,3.433728790023878e-11,3.7317199489002645e-08,5.73092300084894e-13,1.2068226561776893e-10
1.1106407339238707e-07,0.3110064302076239,3.76,0.0,0.8733564533946853,0.9893694364454212,0.0003564058154945578,0.0007065012623728813,0.020800807551732612,0.010661746308457983,0.00761607866200035,1.3307133077434277e-08,1.2949810868585367e-09,0.0021835952066014846,0.002120791360164265,0.004090440442998006,0.00023196737433502424,0.00017797676147072514,2.0095347683558524e-06,0.003484153475445837,0.0004942820243972023,6.795580060328265e-05,2.0731681657634667e-05,8.814207375463115e-07,3.282964884340698e-05,2.4644108714540835e-07,6.350356509180129e-07,1.4522036815088732e-08,0.00032576278193792533,5.581155824256691e-07,1.4334539989785527e-12,1.4345423774726313e-07,8.40813046262655e-09,0.0034157794108537315,1.7545405360180176e-13,1.2984876480445682e-09,2.5645743447098285e-08,6.256032288933559e-07,7.829187015620156e-05,7.158015494388083e-13,1.1611298909119242e-14,1.1062842899481314e-10,3.755440610841789e-11,4.0956343401633675e-08,6.343234799595923e-13,1.3695552685715146e-10
1.1308735861071903e-07,0.3110318168803006,3.76,0.0,0.872734101093899,0.9891407865303078,0.00037743031321159923,0.0007314691560998695,0.021260330454536656,0.010766216193941709,0.007916720698402695,1.3494364637084047e-08,1.3074948476860932e-09,0.0022197562095641887,0.00215186573391652,0.004251742247654112,0.0002355615611619997,0.00018102627886505145,2.090746266209409e-06,0.0036134564640023094,0.0005099065336224303,7.219325177135259e-05,2.2651636464010663e-05,9.728067596363664e-07,3.528170185238592e-05,2.5611715997793994e-07,6.990338186197579e-07,1.5755071189875118e-08,0.00033623925967937013,6.15636715753368e-07,1.554928353248774e-12,1.4868436767809542e-07,8.709388183833015e-09,0.003414990684572348,1.941439194279952e-13,1.3773869087359208e-09,2.7349011520278023e-08,6.712894060829875e-07,8.351024761524206e-05,7.63368184301406e-13,1.313843164840704e-14,1.208173956786493e-10,4.098656524002402e-11,4.496292375181341e-08,7.007395558342259e-13,1.5498923155213665e-10
1.1511064382905099e-07,0.3110573163964796,3.76,0.0,0.8721067563854604,0.9889097259485782,0.00039919546970460884,0.0007566013890827838,0.021722182450901763,0.010868362040983905,0.008221863628335309,1.3677746937659818e-08,1.31971236132906e-09,0.0022554228557148098,0.0021822329764717885,0.0044155445741682516,0.00023907436771526086,0.00018406316977664114,2.173191427409655e-06,0.003744554649644306,0.0005255840094205039,7.660237640898388e-05,2.470969273917158e-05,1.071398025126364e-06,3.784972599465421e-05,2.659329931340937e-07,7.684679404926633e-07,1.7076355508496107e-08,0.00034704116419505314,6.776935060106796e-07,1.6850599145255975e-12,1.5405659247965603e-07,9.018945404675702e-09,0.0034141936223812267,2.1437324866557083e-13,1.4593363657879219e-09,2.9120786731754236e-08,7.192176570631458e-07,8.896396953980603e-05,8.128377072596781e-13,1.4828300929821963e-14,1.3167435094671174e-10,4.46418884355817e-11,4.9369185443652134e-08,7.726622698011519e-13,1.7492585419555623e-10
