Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42)
6.448266010981251e-08,0.26693386472891734,3.76,0.0,0.9209157125321357,0.9998852214704804,1.1611045299542813e-06,6.17378266264878e-06,0.0005890522972071612,0.0004542862364671307,7.174521151514542e-05,1.1757961670660668e-09,5.2161357819742603e-11,6.705369474298467e-05,5.943824348178399e-05,3.966447092280094e-05,4.07282036906536e-06,8.990654877111862e-06,8.932735627592224e-08,2.80410445526277e-05,5.566857897355066e-06,2.0927065167225109e-07,7.628228299124062e-08,1.337513921994657e-10,6.8288221305199775e-09,1.4046420407787988e-09,5.071816622792018e-10,2.8683892746952413e-12,2.4214740140199955e-06
6.593461786828264e-08,0.26693456088280315,3.76,0.0,0.9208991068124069,0.9998803916610792,1.2599266389623195e-06,6.5396558334060325e-06,0.0006036918464268549,0.00046252295197343583,7.581739425077303e-05,1.2174884569586027e-09,5.314162216347367e-11,6.933862873821834e-05,6.133224022033415e-05,4.198631796539734e-05,4.21033429353175e-06,9.198927231772082e-06,9.489395324040074e-08,2.963924923049282e-05,5.882330312384861e-06,2.2581784388799078e-07,7.962064508999708e-08,1.5251394129315376e-10,7.622033402171137e-09,1.4848892042698463e-09,5.416770276211832e-10,3.154575118013861e-12,2.476010844517407e-06
6.738657562675276e-08,0.26693526042853805,3.76,0.0,0.9208823673038136,0.9998754722066043,1.364528405224414e-06,6.917234238058536e-06,0.0006184037201709994,0.0004706839147641611,8.002245509829739e-05,1.259455557655498e-09,5.4113803758097395e-11,7.163417516391756e-05,6.322860877994393e-05,4.43811627767655e-05,4.348144942104914e-06,9.407507091153507e-06,1.0066639251755002e-07,3.128924691128672e-05,6.206832153709542e-06,2.432965352044355e-07,8.303275381477177e-08,1.7343622770480836e-10,8.485728663800315e-09,1.5677747943993087e-09,5.777104780599019e-10,3.4621211914962587e-12,2.5305511759690976e-06
6.88385333852229e-08,0.2669359633698657,3.76,0.0,0.920865493349612,0.9998704637138129,1.475091934315825e-06,7.3065262925744666e-06,0.0006331880611319362,0.0004787698178763817,8.436101500584111e-05,1.3016797715736292e-09,5.507795438411758e-11,7.393936039758974e-05,6.512656859265881e-05,4.6849090886214534e-05,4.4861899399615835e-06,9.616395273004792e-06,1.0664617935538044e-07,3.299126248926332e-05,6.540313614836818e-06,2.6173689220266805e-07,8.651963163284257e-08,1.9671122509369042e-10,9.424197559511968e-09,1.6533114006225704e-09,6.153193145956784e-10,3.7920716968398665e-12,2.5850954014600424e-06
7.029049114369302e-08,0.2669366697091663,3.76,0.0,0.9208484843475216,0.99986536678857,1.5917994220383625e-06,7.707534305232749e-06,0.0006480449799869635,0.0004867813479937885,8.883364015414047e-05,1.344143912416864e-09,5.603412586268523e-11,7.625324447878513e-05,6.702537460762623e-05,4.93901586451214e-05,4.624409709736834e-06,9.825592452041712e-06,1.1283471215292427e-07,3.4745499092693856e-05,6.88272026159286e-06,2.8116922551160485e-07,9.008240340637902e-08,2.2254399204012011e-10,1.0441859346541886e-08,1.7415105088187422e-09,6.545414723218777e-10,4.145492831107541e-12,2.6396439385899483e-06
7.174244890216315e-08,0.26693737944751994,3.76,0.0,0.9208313397476771,0.9998601820357284,1.7148330615440203e-06,8.12025468529792e-06,0.0006629745568436311,0.0004947191855054605,9.344084400974426e-05,1.3868312924413465e-09,5.698237004661878e-11,7.857492011042814e-05,6.892431590277275e-05,5.200439455752762e-05,4.762747362554953e-06,1.0035099165052326e-05,1.1923328636403353e-07,3.6552138836620746e-05,7.233993270505862e-06,3.0162397785583367e-07,9.372229930688567e-08,2.511520778319409e-10,1.154326119876698e-08,1.8323825424164359e-09,6.954155635135215e-10,4.5234724439805054e-12,2.694197230223652e-06
7.319440666063328e-08,0.26693809258476536,3.76,0.0,0.9208140590506505,0.9998549100590061,1.8443749536702853e-06,8.544678146351653e-06,0.0006779768426286154,0.0005025840045640634,9.818308930536775e-05,1.4297257100295635e-09,5.792273878824972e-11,8.09035116885368e-05,7.082271434934927e-05,5.469180055840096e-05,4.9011485931898065e-06,1.0244915815848045e-05,1.2584309827442757e-07,3.8411343553280864e-05,7.594069658831929e-06,3.231317125550917e-07,9.744065768423292e-08,2.827659263651174e-10,1.2733076385831364e-08,1.9259369021773887e-09,7.37980921791668e-10,4.927119703872036e-12,2.748755745230831e-06
7.464636441910341e-08,0.2669388091195582,3.76,0.0,0.9207966418055471,0.999849551460875,1.9806070203945575e-06,8.980789904424688e-06,0.0006930518604224613,0.0005103764731434864,0.00010306078995021037,1.4728114375550487e-09,5.885528393084319e-11,8.323817435943788e-05,7.271992332716877e-05,5.7452353241729085e-05,5.039561579218177e-06,1.045504268006563e-05,1.3266524865422665e-07,4.032325550090269e-05,7.962882506505901e-06,3.4572310245736384e-07,1.012389278867198e-07,3.176292777952262e-10,1.4016102336613945e-08,2.0221820047896454e-09,7.82277647353862e-10,5.3575647743609145e-12,2.8033199792142033e-06
7.609832217757354e-08,0.266939529049426,3.76,0.0,0.9207790876081638,0.9998441068424481,2.123710921321807e-06,9.428569871061962e-06,0.0007081996067423462,0.0005180972530959278,0.00010807431287286192,1.5160732095333894e-09,5.978005730870013e-11,8.557809310365392e-05,7.461532648853174e-05,6.028600504044327e-05,5.177936884006742e-06,1.0665479909824608e-05,1.3970074628892537e-07,4.2287998051528186e-05,8.340361170278868e-06,3.694289192893489e-07,1.0511867302879374e-07,3.559995675925459e-10,1.5397258595407393e-08,2.1211253200119345e-09,8.28346653259405e-10,5.815958502310919e-12,2.857890455225448e-06
7.755027993604367e-08,0.2669402523708212,3.76,0.0,0.920761396099217,0.9998385768033757,2.2738679731296046e-06,9.887992841435278e-06,0.000723420052774795,0.0005257470002084307,0.0001132239797991495,1.5594962110579027e-09,6.069711073343393e-11,8.792248184574072e-05,7.650833656904806e-05,6.319268535995825e-05,5.3162273633719824e-06,1.087622753824423e-05,1.4695051139186423e-07,4.430567635843146e-05,8.726431490275312e-06,3.942800234095221e-07,1.0908157270314448e-07,3.9814832265860205e-10,1.688158467880321e-08,2.222773406393184e-09,8.762297127559237e-10,6.303472118968443e-12,2.9124677244680898e-06
7.90022376945138e-08,0.266940979079172,3.76,0.0,0.9207435669626306,0.999832961941744,2.431259071897534e-06,1.0359028677613022e-05,0.0007387131455601862,0.000533326364258874,0.00011851006896715901,1.6030660665111774e-09,6.160649597877159e-11,9.027058258938514e-05,7.839839424364754e-05,6.617230166703349e-05,5.4543880757729225e-06,1.1087285483823751e-05,1.5441537890116544e-07,4.6376378003681515e-05,9.121015989193315e-06,4.2030735394949213e-07,1.1312942563405306e-07,4.44361554175454e-10,1.847423784102892e-08,2.3271319457932582e-09,9.259695076317959e-10,6.821296955268009e-12,2.9670523669866347e-06
8.045419545298392e-08,0.26694170916893134,3.76,0.0,0.920725599923885,0.9998272628539763,2.5960646182461306e-06,1.0841642487100497e-05,0.0007540788091308675,0.0005408359890714304,0.00012393281678165692,1.646768828543985e-09,6.250826477370424e-11,9.262166457705867e-05,8.028496702607082e-05,6.92247405356581e-05,5.592376195912077e-06,1.1298653554689972e-05,1.620961016641651e-07,4.850017362640889e-05,9.524034064374538e-06,4.4754191932951516e-07,1.1726415226910947e-07,4.949401468809129e-10,2.018049075528961e-08,2.4342057767447484e-09,9.776096775775982e-10,7.370644172510654e-12,3.0216449923413007e-06
8.190615321145405e-08,0.26694244263362416,3.76,0.0,0.9207074947484253,0.9998214801347414,2.768464445210258e-06,1.133579479676579e-05,0.0007695169456046644,0.0005482765125714903,0.000129492419410108,1.6905909673168956e-09,6.340246879540382e-11,9.497502347352128e-05,8.216754821016363e-05,7.234986865163251e-05,5.730150931619823e-06,1.1510331452715993e-05,1.6999335351257176e-07,5.0677117532335274e-05,9.935402172969568e-06,4.7601478813435424e-07,1.2148779730663444e-07,5.502002444836861e-10,2.2005729118427526e-08,2.543998926596268e-09,1.0311948705385275e-09,7.952744509510241e-12,3.0762462402677394e-06
8.335811096992418e-08,0.26694317946589247,3.76,0.0,0.9206892512401249,0.9998156143768631,2.9486377487745402e-06,1.1841441722261672e-05,0.0007850274362354962,0.0005556485668400627,0.0001351890343223897,1.734519359999139e-09,6.428915965820544e-11,9.732998057249935e-05,8.404565585137935e-05,7.554753377743516e-05,5.867673443894195e-06,1.172231877751493e-05,1.781077322316847e-07,5.290724828510255e-05,1.0355034010414812e-05,5.057570803362166e-07,1.2580253215631983e-07,6.104736309480963e-10,2.3955449185923645e-08,2.6565146424927306e-09,1.0867707940383828e-09,8.56884804723435e-12,3.130856781321175e-06
8.481006872839431e-08,0.26694391965753844,3.76,0.0,0.9206708692398032,0.9998096661712355,3.1367630210016896e-06,1.2358535133048928e-05,0.0008006101424227161,0.0005629527781676573,0.00014102278177619443,1.7785412805176418e-09,6.516838890399894e-11,9.968588202589632e-05,8.591883178698101e-05,7.881756567887988e-05,6.004906769972792e-06,1.1934615030312123e-05,1.864397624269772e-07,5.519058927991185e-05,1.0782840682427162e-05,5.367999588521548e-07,1.3021065733076507e-07,6.761081073917014e-10,2.603525524397398e-08,2.7717554212909115e-09,1.144384267454289e-09,9.220223991903682e-12,3.1854773175044602e-06
8.626202648686444e-08,0.2669446631995662,3.76,0.0,0.9206523486237969,0.9998036361067397,3.3330179856862903e-06,1.2887022813123473e-05,0.0008162649066807293,0.0005701897671076528,0.00014699374625003192,1.8226443895502308e-09,6.604020799500042e-11,0.0001020420980949121,8.778664069349162e-05,8.215977701500966e-05,6.1418157493229665e-06,1.2147219617699398e-05,1.9498989829126753e-07,5.752714929996791e-05,1.1218730870716233e-05,5.691746214238583e-07,1.3471460476575915e-07,7.474678643541603e-10,2.8250857025105722e-08,2.8897230384352337e-09,1.204083275220035e-09,9.908160477455017e-12,3.240108582879546e-06
8.91659420038047e-08,0.2669461602950273,3.76,0.0,0.9206148912195607,0.99979133274615,3.7506236835686947e-06,1.3977952614222965e-05,0.0008477898904981978,0.0005844645316680616,0.00015934749339533458,1.9110466918587822e-09,6.77618211150411e-11,0.00010675307138012741,9.150452500538233e-05,8.905990809855958e-05,6.4145286193951535e-06,1.257335097088001e-05,2.1274596742549591e-07,6.235989166860304e-05,1.2114385339453378e-05,6.380442180440972e-07,1.440203644889696e-07,9.089041154379512e-10,3.311279794140191e-08,3.133842445983396e-09,1.3299359846258857e-09,1.1398961254119993e-11,3.3494064012523018e-06
9.177946596905093e-08,0.266947519034045,3.76,0.0,0.9205807049290196,0.9997799856280485,4.15603742029788e-06,1.4998155801112342e-05,0.0008764068801011965,0.0005970880289918754,0.0001709353107665834,1.990770218905591e-09,6.928644454702129e-11,0.0001109881741406157,9.48283348054229e-05,9.551467954704207e-05,6.6585426481803795e-06,1.2957915928617674e-05,2.2947555821317982e-07,6.68911765307948e-05,1.2947159764832064e-05,7.048949757331784e-07,1.5275042609936636e-07,1.07777919881865e-09,3.8012311002375404e-08,3.362879703334955e-09,1.4508431171337664e-09,1.2879023302050754e-11,3.4478191727445982e-06
9.439298993429716e-08,0.26694888845604675,3.76,0.0,0.9205460690830713,0.9997683823455834,4.590513916646211e-06,1.60542937450979e-05,0.0009052541201145809,0.0006095031199425085,0.0001829675308352847,2.0705815642521555e-09,7.078785493389068e-11,0.00011521552974511164,9.812893690911483e-05,0.00010219970374982677,6.901034104449947e-06,1.33434667095367e-05,2.469159293352083e-07,7.159441513445456e-05,1.3804610066524415e-05,7.765466984188129e-07,1.6183500943604525e-07,1.2716554572852401e-09,4.344513649859337e-08,3.6007493967020224e-09,1.579312698671076e-09,1.4498423227059102e-11,3.546279649173622e-06
9.700651389954339e-08,0.26695026848448167,3.76,0.0,0.9205109840739231,0.9997565262507718,5.055054264635046e-06,1.7145933897839394e-05,0.0009343301237601239,0.0006217132229930731,0.00019544352382785854,2.1504215149768492e-09,7.226634849970516e-11,0.00011943224610189031,0.00010140450655779047,0.00010911337459745722,7.141854319164702e-06,1.3729996885616973e-05,2.650675147217246e-07,7.646919782031933e-05,1.4686135736914513e-05,8.531816283668333e-07,1.7129332780943283e-07,1.4932966564060986e-09,4.944803022587799e-08,3.847439244661507e-09,1.7156740317382188e-09,1.6265339548267883e-11,3.6447933449792114e-06
9.962003786478962e-08,0.2669516590375082,3.76,0.0,0.9204754505688301,0.9997444206691062,5.550647164808196e-06,1.827261226096746e-05,0.0009636332711348705,0.0006337217004759243,0.00020836238243477853,2.2302341987215135e-09,7.372222005007999e-11,0.00012363563143090897,0.00010465339502983967,0.00011625396608356239,7.3808685378077285e-06,1.4117499297511089e-05,2.839301987854118e-07,8.151500047014936e-05,1.559112206615964e-05,9.349818253684901e-07,1.8114613256602408e-07,1.7456664733968143e-09,5.6058635572994335e-08,4.102931367819476e-09,1.8602731889285291e-09,1.8188141312428945e-11,3.743366153734869e-06
9.999999999999998e-08,0.2669530600280126,3.76,0.0,0.9204702473090338,0.9997426401470243,5.625341662029182e-06,1.843930048178945e-05,0.0009679122623537275,0.0006354509401177221,0.00021027737233187378,2.2418321651799287e-09,7.393201310518446e-11,0.00012424547123625018,0.00010512341652770205,0.00011731087259363918,7.415459381476009e-06,1.4173916077014347e-05,2.8673168838116097e-07,8.226277755277074e-05,1.572460790322811e-05,9.473150747417874e-07,1.8261271711502713e-07,1.785101283358793e-09,5.707258433523373e-08,4.1408071598998856e-09,1.8820027716163945e-09,1.8481170332008814e-11,3.75770226191457e-06
1.0223356183003585e-07,0.2669530600280126,3.76,0.0,0.9204394694905048,0.9997320688985324,6.078268084516665e-06,1.94338357774241e-05,0.0009931618219743918,0.0006455318595088074,0.00022172294146511059,2.309966931417519e-09,7.515576285290594e-11,0.00012782318333620077,0.0001078741170460048,0.00012361964398288766,7.6179549308830364e-06,1.450596610820582e-05,3.03503354467773e-07,8.673119249703716e-05,1.6518942365038058e-05,1.0221290587634912e-06,1.9141574354582977e-07,2.03193458582959e-09,6.331542985932618e-08,4.367202684724406e-09,2.0134741533312583e-09,2.027538824027907e-11,3.84200435660267e-06
1.0484708579528208e-07,0.26695447136449524,3.76,0.0,0.9204030419987662,0.9997194742085153,6.638878482030578e-06,2.0629084607176136e-05,0.001022913927498375,0.0006571469529051514,0.00023552379625739792,2.3895700716095815e-09,7.656726853006645e-11,0.00013199257844176494,0.00011106533903658053,0.00013120847668258892,7.853003671992082e-06,1.4895388853679478e-05,3.237858788853096e-07,9.211704439567312e-05,1.746896003230887e-05,1.1148047070392705e-06,2.0212607664819612e-07,2.355482543679486e-09,7.125767049323299e-08,4.640225282780697e-09,2.1756599811009723e-09,2.2535831752710196e-11,3.940714630120804e-06
1.0746060976052831e-07,0.2669558929513209,3.76,0.0,0.9203661694733327,0.9997066398391922,7.233425092011163e-06,2.1857814294507322e-05,0.001052887641416432,0.0006685701800691602,0.00024976331994719343,2.468996880970243e-09,7.795702695828589e-11,0.00013614166255218274,0.0001142258681976126,0.00013901844523911937,8.085916077769592e-06,1.52857584907686e-05,3.4477622676846706e-07,9.767173488329303e-05,1.8440530478337326e-05,1.213189664382722e-06,2.1330266853111735e-07,2.719909422031946e-09,7.992534121686725e-08,4.921966766194654e-09,2.3472339838351393e-09,2.4978416881948342e-11,4.039504053331405e-06
1.1007413372577455e-07,0.26695732468926114,3.76,0.0,0.9203288534977242,0.9996935690006039,7.862839271138284e-06,2.3119457828414008e-05,0.0010830809301241222,0.0006798046878755899,0.0002644396796274699,2.5482033909210275e-09,7.9325326172719e-11,0.00014026844132714974,0.00011735464230819342,0.00014704745268873077,8.316603807504346e-06,1.567706544230528e-05,3.66472441761812e-07,0.0001033943576401243,1.943300290886408e-05,1.317464253955746e-06,2.2497269838273324e-07,3.1290372471095672e-09,8.935909857659858e-08,5.212390581583284e-09,2.5286209294439557e-09,2.761228509599141e-11,4.1383801142344915e-06
1.1268765769102078e-07,0.2669587664758549,3.76,0.0,0.9202910958441728,0.9996802648720031,8.528036399679886e-06,2.4413427602816563e-05,0.0011134916821636206,0.0006908535715347596,0.00027955085149745804,2.6271482749792384e-09,8.067245227788836e-11,0.00014437107143332021,0.00012045072023925264,0.00015529333268069688,8.544988116992502e-06,1.6069299639725397e-05,3.888721857679598e-07,0.00010928392767835982,2.0445721980091863e-05,1.4278081473013262e-06,2.3716500679724802e-07,3.58691619389865e-09,9.960021883508916e-08,5.511456323206509e-09,2.7202682590357447e-09,3.044677803651953e-11,4.237350715576277e-06
1.1530118165626701e-07,0.26696021820580257,3.76,0.0,0.9202528984594778,0.9996667306012322,9.229915336036028e-06,2.5739117281173517e-05,0.001144117717002921,0.0007017198754430931,0.00029509463506862337,2.705792726570384e-09,8.199868936831144e-11,0.00014844785214777794,0.00012351327310351307,0.0001637538574833273,8.770999162675051e-06,1.646245056328906e-05,4.1197276646723553e-07,0.00011533938736012207,2.1478029333109282e-05,1.5444002894535657e-06,2.499101117685676e-07,4.0978295529688695e-09,1.1069054548437833e-07,5.819120019267886e-09,2.9226473177076725e-09,3.3491442176703425e-11,4.3364241799751994e-06
1.1791470562151324e-07,0.26696167977130253,3.76,0.0,0.9202142634517424,0.9996529693041694,9.969357921441553e-06,2.709590356989477e-05,0.0011749567931822339,0.0007124065940194972,0.00031106866649029986,2.7841003420592345e-09,8.330431945215767e-11,0.00015249721738904025,0.00012654157600116854,0.00017242674540794288,8.994575352493681e-06,1.685650728004575e-05,4.3577116313419927e-07,0.00012155961208359653,2.2529265015102695e-05,1.667418829364474e-06,2.6324022182720044e-07,4.6662984649036525e-09,1.2267243750709356e-07,6.135334400477182e-09,3.136254597145514e-09,3.67560344002646e-11,4.435609254392064e-06
1.2052822958675946e-07,0.26696315106237695,3.76,0.0,0.9201751930779399,0.999638984064234,1.0747228532648586e-05,2.8483147903885945e-05,0.0012060066158649826,0.0007229166725277739,0.00032747043104299763,2.86203700881124e-09,8.458962237906314e-11,0.00015651772815714272,0.00012953500032637102,0.00018130966768555704,9.215662740730073e-06,1.725145847964603e-05,4.602640508442959e-07,0.0001279434156520729,2.3598768793139294e-05,1.7970410553507592e-06,2.771892463431401e-07,5.297086420929041e-09,1.355887184971624e-07,6.460049151819073e-09,3.361612988125487e-09,4.0250528503478716e-11,4.534915113949764e-06
1.231417535520057e-07,0.26696463196716846,3.76,0.0,0.9201356897322656,0.9996247779319537,1.1564373680308581e-05,2.9900198047751557e-05,0.0012372648438313835,0.0007332530078852901,0.0003442972748484091,2.9395707980840692e-09,8.585487577688141e-11,0.0001605080653635612,0.0001324930065990729,0.0001904002548315149,9.434214464053309e-06,1.7647292508105545e-05,4.854478231654298e-07,0.00013448955534123148,2.468588136648213e-05,1.9334433352582575e-06,2.9179280303022515e-07,5.995203529243631e-09,1.4948262674222462e-07,6.7932111485803044e-09,3.599273040944293e-09,4.398512261659432e-11,4.634351365110933e-06
1.2575527751725192e-07,0.26696612237221595,3.76,0.0,0.9200957559352224,0.9996103539245879,1.2421621650731799e-05,3.134638961626606e-05,0.0012687290959526158,0.0007434184494581594,0.0003615464158453164,3.016671862546338e-09,8.71003549927834e-11,0.0001644670230314302,0.00013541513778675532,0.00019969610253333853,9.650190215997234e-06,1.8043997399628312e-05,5.113186134293757e-07,0.00014119673668023554,2.5789945483453492e-05,2.076801061041305e-06,3.0708822269774947e-07,6.7659105473840624e-09,1.6439776635767566e-07,7.13476467761031e-09,3.849814231760465e-09,4.797024753741917e-11,4.733928048224028e-06
1.2836880148249815e-07,0.26696762216270886,3.76,0.0,0.9200553943233927,0.9995957150258015,1.3319782188704492e-05,3.282104751773923e-05,0.0013003969571825779,0.0007534157998431863,0.00037921495407952416,3.0933123382190955e-09,8.83263330364177e-11,0.00016839350184662713,0.00013830101308150996,0.00020919477709607721,9.863555757160443e-06,1.844156090659567e-05,5.37872314675999e-07,0.00014806361796208247,2.6910306968786173e-05,2.2272885974616303e-06,3.231145513037688e-07,7.614722681611102e-09,1.803780595529092e-07,7.484651644734752e-09,4.113846232813413e-09,5.2216575966268624e-11,4.8336556394503e-06
1.3098232544774438e-07,0.2669691312227223,3.76,0.0,0.9200146076398525,0.999580864185389,1.4259646219213e-05,3.432348732363746e-05,0.0013322659841006096,0.0007632478156368241,0.00039729988135139843,3.169466250649148e-09,8.953308053012122e-11,0.00017228650304185476,0.00014115032210133583,0.00021889382047608207,1.0074282458687831e-05,1.8839970527818265e-05,5.651045983547123e-07,0.00015508881449742963,2.8046315666909125e-05,2.3850792346398797e-06,3.3991254936918986e-07,8.547413154741362e-09,1.974677000962883e-07,7.842811769236358e-09,4.392010184538994e-09,5.6735032629341316e-11,4.933545052085045e-06
1.3359584941299062e-07,0.26697064943543486,3.76,0.0,0.91997339872519,0.9995658043190461,1.5241985606083068e-05,3.5853016567574485e-05,0.0013643337100351807,0.0007729172081913663,0.00041579809026037274,3.2451094251388183e-09,9.072086566465301e-11,0.00017614512259730885,0.000143962819487662,0.00022879075493099173,1.0282346876840613e-05,1.9239213535140955e-05,5.93010931859507e-07,0.0001622709026249467,2.9197326306152195e-05,2.5503451442193856e-06,3.5752468881578204e-07,9.570016544234728e-09,2.157111080326146e-07,8.209182766217786e-09,4.684979967657966e-09,6.15368052754482e-11,5.033607637287368e-06
1.3620937337823685e-07,0.2669721766833278,3.76,0.0,0.919931770509089,0.9995505383081816,1.6267552945646687e-05,3.7408935976625765e-05,0.0013965976497962982,0.0007824266443585881,0.00043470638268296185,3.3202194008663345e-09,9.188995415619227e-11,0.00017996854574247708,0.00014673831987321758,0.00023888308731160934,1.048773035662789e-05,1.9639276998484716e-05,6.215865949683415e-07,0.00016960842349048266,3.0362699288543644e-05,2.7232573389197036e-06,3.759951472957295e-07,1.0688831892763726e-08,2.351528856957094e-07,8.583700517538393e-09,4.993463473357191e-09,6.663335652879157e-11,5.133855184233629e-06
1.3882289734348308e-07,0.2669737128483714,3.76,0.0,0.9198897260024459,0.9995350689997737,1.7337081393601664e-05,3.899054063784628e-05,0.0014290553040430438,0.0007917787472210564,0.00045402147771918944,3.3947753487335988e-09,9.304060920805882e-11,0.00018375604174411517,0.0001494766931956227,0.00024916831302010113,1.0690418662570186e-05,2.004014780940703e-05,6.508266952544158e-07,0.00017709988660692582,3.154180140969877e-05,2.903985635267817e-06,3.953698000851035e-07,1.191042559390122e-08,2.558377750501092e-07,8.96629923202984e-09,5.318203869713926e-09,7.203643657811577e-11,5.234299919710697e-06
1.414364213087293e-07,0.26697525781219433,3.76,0.0,0.9198472682899844,0.9995193992062615,1.8451284523285205e-05,4.059712110279273e-05,0.0014617041633113027,0.0008009760968113276,0.0004737400191406678,3.468757992783068e-09,9.417309147847296e-11,0.00018750695896597213,0.00015217786033333558,0.00025964391965768214,1.0890401634763727e-05,2.0441812703258992e-05,6.807261825336514e-07,0.00018474377320621158,3.273400651311611e-05,3.0926986193054166e-06,4.156962096176917e-07,1.3241634055920431e-08,2.778106163881863e-07,9.356911595695555e-09,5.659980862549857e-09,7.775809668041478e-11,5.334954507165969e-06
1.4404994527397554e-07,0.26697681145624064,3.76,0.0,0.9198044005233385,0.9995035317054753,1.9610856213659106e-05,4.2227964432736696e-05,0.0014945417117250776,0.0008100212308192376,0.0004938585823714905,3.5421495350331823e-09,9.528765904985372e-11,0.00019122072018653855,0.00015484178904215032,0.0002703073903833986,1.1087672868536467e-05,2.0844258280013773e-05,7.112798624086998e-07,0.00019253853939436494,3.3938696082965776e-05,3.289563615083776e-06,4.3702361273869574e-07,1.4689566146989676e-08,3.0111630840168424e-07,9.755468912500614e-09,6.019611948950587e-09,8.38107034555547e-11,5.435832045231778e-06
1.4666346923922177e-07,0.26697837366191396,3.76,0.0,0.9197611259145724,0.9994874692405987,2.0816470565390844e-05,4.3882355187124644e-05,0.0015275654304130078,0.0008189166452874979,0.0005143736810308624,3.614933583588086e-09,9.638456740068915e-11,0.00019489681816187618,0.0001574684901720971,0.0002811562070039673,1.1282229416116917e-05,2.1247471023836388e-05,7.42482408965517e-07,0.00020048261911983936,3.51552597792006e-05,3.4947466557717204e-06,4.5940290576016956e-07,1.6261605425289545e-08,3.257997696395886e-07,1.0161901236314045e-08,6.397953661743371e-09,9.020695394658843e-11,5.536946065742204e-06
1.49276993204468e-07,0.26697994431071004,3.76,0.0,0.9197174477301137,0.9994712145201609,2.206878184349325e-05,4.5559576357722055e-05,0.001560772800650145,0.000827664795295794,0.0005352817730644177,3.687095083883642e-09,9.746406938305357e-11,0.00019853481142128842,0.00016005801414605922,0.0002921878528131696,1.1474071508851692e-05,2.1651437321460976e-05,7.74328376674685e-07,0.00020857442696484805,3.638309591859237e-05,3.7084124572144667e-06,4.828866274020885e-07,1.7965412157802312e-08,3.519059013578989e-07,1.0576137494573628e-08,6.7959028032839986e-09,9.69598914190791e-11,5.638310531260767e-06
1.5189051716971424e-07,0.2669815232843381,3.76,0.0,0.9196733692850716,0.9994547702180624,2.3368424445050718e-05,4.725891025078114e-05,0.001594161306743744,0.0008362680956335825,0.0005565792664895262,3.758620252938732e-09,9.852641520251028e-11,0.00020213432028418112,0.00016261044768263572,0.00030339981519809147,1.1663202298602329e-05,2.2056143479438603e-05,8.068122115464583e-07,0.00021681236076891128,3.762161190510324e-05,3.930724393791386e-06,5.075289397047125e-07,1.980892513172557e-08,3.7947955176137983e-07,1.0998105604185877e-08,7.21439766696067e-09,1.0408292187137052e-10,5.739939832137739e-06
1.5450404113496047e-07,0.2669831104648321,3.76,0.0,0.9196288939379188,0.9994381389736252,2.4716012890620122e-05,4.897963931948334e-05,0.001627728438680664,0.0008447289214617822,0.0005782625247784268,3.829496516485368e-09,9.957185239911872e-11,0.0002056950230869901,0.00016512591074686127,0.00031478958802841616,1.1849627617037073e-05,2.2461575740315466e-05,8.399282615856573e-07,0.000225194804093419,3.8870224612827705e-05,4.161844476429885e-06,5.333856069993232e-07,2.1800363262636416e-08,4.0856548163265873e-07,1.1427732580115689e-08,7.654419244880352e-09,1.1158983122648613e-10,5.841848783116135e-06
1.571175651002067e-07,0.26698470573465294,3.76,0.0,0.9195840250855112,0.9994213233916679,2.611214183795415e-05,5.072104694881847e-05,0.0016614716945528279,0.0008530496089635465,0.0006003278719015757,3.89971244885529e-09,1.0060062583293939e-10,0.00020921665260958182,0.000167604553713455,0.00032635467384392055,1.2033355751615881e-05,2.2867720297798464e-05,8.736707865897482e-07,0.0002337201285355786,4.012836072456861e-05,4.401933332641507e-06,5.605139730254116e-07,2.3948227003676735e-08,4.392083313398664e-07,1.1864944637126344e-08,8.116992420263405e-09,1.1949480317523566e-10,5.944052619505561e-06
1.5973108906545293e-07,0.26698630897678133,3.76,0.0,0.919538766158428,0.9994043260426083,2.75573861167553e-05,5.248241819497235e-05,0.0016953885827760958,0.000861232455984304,0.0006227715970521736,3.969257715506845e-09,1.0161297767277592e-10,0.00021269899269106652,0.00017004655472831236,0.00033809258585428817,1.2214397237149082e-05,2.3274563310962303e-05,9.080339673306813e-07,0.00024238669589969478,4.139545702893756e-05,4.651150188455148e-06,5.889729362829846e-07,2.62612995601481e-08,4.714525892102586e-07,1.2309667285108544e-08,8.60318714313526e-09,1.2781243763916318e-10,6.046566992943228e-06
