Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300)
1.5886590573378249e-06,0.265206413786453,3.76,0.0,0.6626557687857229,0.9996039228854972,2.877590616875866e-05,8.722754827346483e-06,0.00017137589770886103,1.7141703039121603e-05,0.0001587782539406536,7.261572885641435e-10,1.7729311935897248e-12,1.0942807193663725e-05,4.446300553351682e-06,7.486017231119503e-05,2.4684969869114107e-07,5.598566508343636e-06,2.3910366606778106e-06,5.0040910153308855e-05,6.346253394478607e-06,8.234199655154412e-06,3.144483958910153e-07,6.065866799324393e-08,5.6928204904995145e-08,1.605733418999622e-09,6.337426393484457e-09,2.2989236617234714e-11,1.7014089528567867e-07,8.387370242936383e-09,9.136895119956949e-14,5.373029043208678e-11,1.8235740816355692e-13,0.0002825780774449089,1.6996819940983204e-16,7.020029340534887e-12,4.250595113269971e-10,4.572576347828724e-10,3.05996883414249e-08,2.2715367409695538e-13,1.6086868240980993e-19,2.0592504389833912e-14,7.685703036743387e-15,2.835383893467952e-09,9.458203760333556e-17,1.6734139904254793e-11,2.734248689322767e-10,1.8150688206484282e-15,1.8090486121655537e-15,2.798446365590794e-16
1.6129150880381086e-06,0.26520655492034084,3.76,0.0,0.6626503780365236,0.9996015898047153,2.9717734764975504e-05,8.825099678544442e-06,0.00017432245580968476,1.71463475176342e-05,0.00016228306971065692,7.282246720338963e-10,1.7745393201807933e-12,1.0957412642330074e-05,4.44780590555546e-06,7.632458107086411e-05,2.469353367194602e-07,5.693635776177571e-06,2.445394608196108e-06,5.11162817372461e-05,6.394582136499253e-06,8.566416411546704e-06,3.261065424636371e-07,6.454245808250905e-08,5.931190628465303e-08,1.6412016242353898e-09,6.64616116246334e-09,2.4497770678329288e-11,1.7443772603175712e-07,8.921539914260798e-09,9.737632097810973e-14,5.541539351067845e-11,1.8792754464849312e-13,0.00028257741792373344,1.8106165823427225e-16,7.272966465001606e-12,4.4471798140493033e-10,4.766265392018333e-10,3.171142900234696e-08,2.3768721286824393e-13,1.7240553874597004e-19,2.1561346686564906e-14,8.030659800177222e-15,2.9033168451015693e-09,1.0122667641884565e-16,1.7904519482860778e-11,2.809831972083758e-10,1.952899126271637e-15,1.8898693012528427e-15,2.930822211982568e-16
1.6371711187383923e-06,0.2652066961033578,3.76,0.0,0.6626449717552928,0.999599248428307,3.0670484872478325e-05,8.925951258955632e-06,0.00017726980078116688,1.7150565606844692e-05,0.00016579524121104508,7.301738684104455e-10,1.7760427503842278e-12,1.0971362578228726e-05,4.449161270813204e-06,7.778951380676724e-05,2.4701252699073764e-07,5.788730828080436e-06,2.4998763011940886e-06,5.219302966571806e-05,6.441456288123292e-06,8.905901672265092e-06,3.3806134186718703e-07,6.859783363656341e-08,6.174791510861392e-08,1.6767441709821088e-09,6.9655207948018775e-09,2.6081996841438858e-11,1.7880282108629328e-07,9.479163868679954e-09,1.0368571055274817e-13,5.713404258693048e-11,1.936060772713058e-13,0.00028257675605713865,1.92656039325382e-16,7.530048979092223e-12,4.6485813845597166e-10,4.964552482091136e-10,3.284002053837119e-08,2.484796708011144e-13,1.8451245150772103e-19,2.2555353794730202e-14,8.38414743416171e-15,2.9707617583476746e-09,1.0819563718647379e-16,1.91309960813549e-11,2.8857628662217237e-10,2.0982891711496336e-15,1.972637671891504e-15,3.0666538658732477e-16
1.661427149438676e-06,0.26520683733349876,3.76,0.0,0.6626395502932473,0.9995968988066197,3.1633999845843625e-05,9.025370031588523e-06,0.00018021788864853883,1.7154392258343678e-05,0.00016931439571203296,7.320111910947249e-10,1.7774480251264029e-12,1.0984709736511617e-05,4.4503789447451235e-06,7.925492329513894e-05,2.470819620551616e-07,5.883849515086331e-06,2.554475434492344e-06,5.32710921380207e-05,6.486939790115982e-06,9.252670321880922e-06,3.503159783169782e-07,7.28288639699764e-08,6.423626567059682e-08,1.7123572759267083e-09,7.295729408117011e-09,2.7744544294135744e-11,1.8323663994669233e-07,1.0060793994127304e-08,1.1030763271813138e-13,5.888656949403638e-11,1.993940429867073e-13,0.00028257609185847345,2.0476355427453053e-16,7.791258736199223e-12,4.85479228041005e-10,5.167465114576178e-10,3.398523835396529e-08,2.595306493481922e-13,1.9720476057190603e-19,2.35746963626976e-14,8.746226070225881e-15,3.03769872236518e-09,1.154977039918191e-16,2.0414976002087003e-11,2.962028407853016e-10,2.2514835014545927e-15,2.057355874801752e-15,3.2059646744646195e-16
1.6856831801389598e-06,0.2652069786089196,3.76,0.0,0.6626341139825711,0.9995945409856238,3.260812943994145e-05,9.123414931647505e-06,0.00018316667933512723,1.7157859556877832e-05,0.00017284017997882048,7.33742648827815e-10,1.778761277692419e-12,1.0997502716685891e-05,4.451470214169738e-06,8.07207661845767e-05,2.471442776415358e-07,5.978989848710431e-06,2.609186032634706e-06,5.435041232403049e-05,6.531094544510571e-06,9.60673649023908e-06,3.628735970499274e-07,7.723962235167064e-08,6.677698860675932e-08,1.7480373536084855e-09,7.637013205127724e-09,2.948808974368779e-11,1.8773963523572513e-07,1.0666982691121473e-08,1.172527907290764e-13,6.067330027753476e-11,2.0529246087730472e-13,0.00028257542534318626,2.1739643178180594e-16,8.056577823439301e-12,5.065803630473326e-10,5.375030962323675e-10,3.514685892940872e-08,2.7083967816453574e-13,2.104978907969972e-19,2.4619548411976552e-14,9.116956979611281e-15,3.1041099026763755e-09,1.231417152491959e-16,2.1757865744747977e-11,3.0386164439173073e-10,2.4127289979349687e-15,2.1440256237581375e-15,3.3487784491684876e-16
1.7099392108392435e-06,0.265207119927923,3.76,0.0,0.6626286631374195,0.9995921750072834,3.3592729642905244e-05,9.220143304437508e-06,0.00018611613634284728,1.7160996955575276e-05,0.00017637225924490923,7.353739572309375e-10,1.7799882590823861e-12,1.100978629521009e-05,4.4524454399081406e-06,8.218700267829912e-05,2.4720005732160617e-07,6.074149988287555e-06,2.6640024326150905e-06,5.5430937973739155e-05,6.573980400746074e-06,9.968113592047698e-06,3.7573730718155153e-07,8.183418550445734e-08,6.93701111493365e-08,1.7837810060010162e-09,7.989600484373199e-09,3.131535730347323e-11,1.9231225321785851e-07,1.1298282807914139e-08,1.2453207784026535e-13,6.249455527758885e-11,2.1130233226355353e-13,0.0002825747565218811,2.3056691627384587e-16,8.32598853924742e-12,5.281605302441441e-10,5.587277891212612e-10,3.632465995974113e-08,2.824062186580153e-13,2.244073571475829e-19,2.5690087314148873e-14,9.496402549213449e-15,3.1699794378198007e-09,1.3113656538743934e-16,2.3161072005959984e-11,3.1155155842361776e-10,2.5822748920990196e-15,2.2326486501661313e-15,3.495119462945684e-16
1.7341952415395272e-06,0.26520726128894645,3.76,0.0,0.6626231980548696,0.9995898009098897,3.458766250320582e-05,9.315610857574133e-06,0.0001890662264590154,1.7163831491867246e-05,0.00017991031623647923,7.369105502476182e-10,1.781134361759633e-12,1.1021601715985528e-05,4.4533141327901015e-06,8.365359624248286e-05,2.472498367914443e-07,6.169328229273101e-06,2.718919267455728e-06,5.6512621056381904e-05,6.6156551526465385e-06,1.0336814364378164e-05,3.8891018442795867e-07,8.661663314469757e-08,7.201565735961184e-08,1.8195850126118811e-09,8.35372165113051e-09,3.322911838173856e-11,1.969549342850153e-07,1.195524758091877e-08,1.3215657685533086e-13,6.435064922361666e-11,2.1742464117441458e-13,0.0002825740854036653,2.4428726664606573e-16,8.599473371753047e-12,5.502185964832932e-10,5.804233975250214e-10,3.7518420480032524e-08,2.9422966734776206e-13,2.389487702990836e-19,2.6786493755775106e-14,9.884626256438905e-15,3.235293338534574e-09,1.394912066324309e-16,2.4626001693311433e-11,3.1927151558669807e-10,2.760372784906768e-15,2.323226436560318e-15,3.6450124458901873e-16
1.758451272239811e-06,0.2652074026905501,3.76,0.0,0.6626177190158249,0.9995874187283629,3.5592795952281665e-05,9.409871625988016e-06,0.00019201691948730808,1.7166387985690635e-05,0.00018345405024554245,7.383575914424579e-10,1.7822046418671575e-12,1.1032986960094865e-05,4.454085023420254e-06,8.512051333853836e-05,2.472941078013257e-07,6.264522992437889e-06,2.773931450599254e-06,5.759541742705584e-05,6.656174544899393e-06,1.071285090217915e-05,4.0239527369128107e-07,9.159104755930333e-08,7.471364834199374e-08,1.855446321074925e-09,8.729609228475278e-09,3.523219157278019e-11,2.016681134128825e-07,1.2638430580050856e-08,1.401375596855886e-13,6.624189133919936e-11,2.2366035486429568e-13,0.0002825734120015895,2.5856975512488676e-16,8.87701497802275e-12,5.727533145628875e-10,6.025927510188082e-10,3.872792097810002e-08,3.0630935903998213e-13,2.5413783585977035e-19,2.7908951693798522e-14,1.0281692643475476e-14,3.300039389684205e-09,1.4821465087127365e-16,2.6154061951324286e-11,3.270205159725334e-10,2.947276667467715e-15,2.415759985724028e-15,3.7984825794149514e-16
1.7827073029400947e-06,0.2652075441314063,3.76,0.0,0.6626122262858746,0.9995850284945452,3.660800362402304e-05,9.502977948333022e-06,0.00019496818800087312,1.716868922142595e-05,0.00018700317624966228,7.397199851179961e-10,1.7832038401790073e-12,1.1043976996089434e-05,4.4547661262168144e-06,8.658772317735803e-05,2.4733332176294545e-07,6.359732813892508e-06,2.8290341610785717e-06,5.8679286518855616e-05,6.695592287812206e-06,1.1096234691903896e-05,4.1619559150819116e-07,9.676151321744137e-08,7.746410244082274e-08,1.891362038217471e-09,9.117497868431636e-09,3.732744255055724e-11,2.0645222058891128e-07,1.3348385658630463e-08,1.4848648691846343e-13,6.816858545540228e-11,2.3001042393140936e-13,0.0002825727363236961,2.734266662341602e-16,9.158596164231535e-12,5.957633287708899e-10,6.252387025769957e-10,3.9952943495704716e-08,3.186445698306141e-13,2.6999035881208517e-19,2.9057648303639055e-14,1.0687667291381963e-14,3.364207055083311e-09,1.5731597158413221e-16,2.7746660197068364e-11,3.3479762294356266e-10,3.1432429432841558e-15,2.5102504242024723e-15,3.9555554893558936e-16
1.8069633336403784e-06,0.2652076856102902,3.76,0.0,0.6626067201161087,0.9995826302374583,3.7633164672263744e-05,9.59498045352163e-06,0.0001979200071157641,1.7170756114905347e-05,0.00019055742407611277,7.410023872176467e-10,1.7841364017300447e-12,1.1054604012072009e-05,4.455364798193136e-06,8.805519749373402e-05,2.473678930604851e-07,6.454956335881092e-06,2.8842228294295244e-06,5.976419105867784e-05,6.733960079240312e-06,1.1486976643345465e-05,4.303141283621783e-07,1.0213211641444588e-07,8.026703542139576e-08,1.9273294215790747e-09,9.517624363160961e-09,3.9517783964677976e-11,2.1130768121316866e-07,1.4085666907516904e-08,1.5721500739551775e-13,7.013103013207327e-11,2.3647578283514155e-13,0.0002825720583753074,2.888702958561873e-16,9.444199866806935e-12,6.192471801255382e-10,6.48364129671711e-10,4.119327171917967e-08,3.312345199438849e-13,2.8652225050063947e-19,3.0232773921864135e-14,1.1102616794326497e-14,3.42778738535147e-09,1.668043058309749e-16,2.94052041633549e-11,3.4260195923576414e-10,3.348530451621288e-15,2.6066987505791574e-15,4.116257238265582e-16
1.8554753950409459e-06,0.2652079686777042,3.76,0.0,0.6625956683935071,0.9995778097567913,3.971289001252092e-05,9.775867979636022e-06,0.0002038252091403612,1.7174262071687263e-05,0.0001976802741342482,7.43344661715118e-10,1.785818022021645e-12,1.1074885069177616e-05,4.456341299029614e-06,9.099083793459987e-05,2.474245974291667e-07,6.6454395324488756e-06,2.9948409414995918e-06,6.193697235630604e-05,6.80774272354862e-06,1.2290575962406926e-05,4.5951770347280464e-07,1.1349008788741637e-07,8.603038913812151e-08,1.999408923787315e-09,1.0355548853157088e-08,4.4195622977784417e-11,2.2123434363012976e-07,1.5644425229840747e-08,1.758583622796941e-13,7.416433983352534e-11,2.497560307297988e-13,0.0002825706957066056,3.21566946218368e-16,1.002740711255784e-11,6.67630070765369e-10,6.96065048310186e-10,4.371898870210168e-08,3.5717525525826516e-13,3.2168831340923193e-19,3.266308892382182e-14,1.1959711630572865e-14,3.5531576536334254e-09,1.8697889339587552e-16,3.292576208109004e-11,3.582890861001027e-10,3.788116846740318e-15,2.8054710822520875e-15,4.448653631893358e-16
1.8991362503014566e-06,0.26520822355794477,3.76,0.0,0.6625856781276042,0.999573444125946,4.161757757613051e-05,9.935364607817666e-06,0.00020914156946379904,1.7176792702601503e-05,0.00020410592231648154,7.452211318880172e-10,1.7871427445872554e-12,1.1092169735266002e-05,4.4570003945503844e-06,9.363358000713436e-05,2.474632545349876e-07,6.816909531160824e-06,3.0946500685995176e-06,6.389570143731859e-05,6.8710348002238284e-06,1.3039078933030292e-05,4.869187713798183e-07,1.2443775279134203e-07,9.139699619709973e-08,2.0644324718646654e-09,1.1153954068088044e-08,4.876106533383818e-11,2.304165549919242e-07,1.7146325324514417e-08,1.9405629174536385e-13,7.791947731735763e-11,2.621116063343778e-13,0.00028256946161585013,3.531240656797798e-16,1.0565881512337103e-11,7.127786136996605e-10,7.406650820654744e-10,4.6042345773427654e-08,3.8138425052558424e-13,3.558230411787771e-19,3.494273153085748e-14,1.2762478874520507e-14,3.663921840804579e-09,2.0655264572597098e-16,3.633392922888379e-11,3.724929134550813e-10,4.218270620444336e-15,2.9910673051659673e-15,4.760491106695901e-16
1.9427971055619672e-06,0.26520847854614527,3.76,0.0,0.6625756476367773,0.9995690528452538,4.355286762838655e-05,1.0091994400697651e-05,0.0002144594227142477,1.717881887908298e-05,0.0002105445625045134,7.469005849888761e-10,1.7883090017921513e-12,1.110867283671916e-05,4.457482039553045e-06,9.627683459072118e-05,2.4749191761486997e-07,6.9884068239837345e-06,3.194676785905776e-06,6.585733058643358e-05,6.931640532102606e-06,1.3811568678625351e-05,5.153964024400448e-07,1.3609746522138757e-07,9.69337783885627e-08,2.129586847351368e-09,1.1995791513460098e-08,5.36820347395095e-11,2.398363947195903e-07,1.8745386229786884e-08,2.1367382760314935e-13,8.179486283073934e-11,2.7485456546958935e-13,0.0002825682202681186,3.867738168735576e-16,1.1117127662895884e-11,7.594354745985095e-10,7.868645793834569e-10,4.841201202873834e-08,4.064041889678839e-13,3.924113957980899e-19,3.7311101999394147e-14,1.3595403995862436e-14,3.772707337527412e-09,2.2752554494845083e-16,3.997767351426562e-11,3.8677366577285955e-10,4.682764555429687e-15,3.183013977480678e-15,5.084510387728233e-16
1.986457960822478e-06,0.2652087336379325,3.76,0.0,0.6625655779544921,0.9995646360091611,4.55182309808627e-05,1.0245991811315208e-05,0.00021977869195816536,1.7180412541307747e-05,0.0002169950603744878,7.484025344620996e-10,1.7893341979205691e-12,1.1124506464839658e-05,4.4578115363032296e-06,9.892050443512042e-05,2.475120118664985e-07,7.15992635269267e-06,3.2949019250396133e-06,6.782173133082339e-05,6.989793385768456e-06,1.4608091589152105e-05,5.449673520154611e-07,1.4849308541591588e-07,1.0264075356404744e-07,2.1948605352770112e-09,1.2882520995654633e-08,5.89772033528147e-11,2.4949622178157864e-07,2.0444843242308546e-08,2.3478566020511227e-13,8.579206468663985e-11,2.8798983516163955e-13,0.0002825669717067396,4.225882260613127e-16,1.168104864288197e-11,8.075890040603401e-10,8.346813138642199e-10,5.0826794165470516e-08,4.3222882413462216e-13,4.3155028670065574e-19,3.976941632409729e-14,1.445890886134316e-14,3.87950834105893e-09,2.499534501477772e-16,4.386522327721717e-11,4.011279338344396e-10,5.1831994748634075e-15,3.381310613953777e-15,5.420878122116417e-16
2.0301188160829884e-06,0.2652089888293395,3.76,0.0,0.6625554700141433,0.9995601936970376,4.751318208059273e-05,1.0397574655186054e-05,0.00022509931430666244,1.718163534627414e-05,0.00022345638410779984,7.497446604425839e-10,1.790233827636647e-12,1.1139766930749801e-05,4.45801057001755e-06,0.00010156450618046512,2.475247587724312e-07,7.331463649800679e-06,3.395308056716026e-06,6.97887935981558e-05,7.045708987663119e-06,1.5428690011443638e-05,5.756482419421275e-07,1.6164847316933289e-07,1.0851792278804158e-07,2.260243061024804e-09,1.3815625645764638e-08,6.466572878766344e-11,2.593983708201423e-07,2.224793164694444e-08,2.57468424986425e-13,8.991260690391793e-11,3.01522208464719e-13,0.00028256571594252166,4.606393898764741e-16,1.2257547745193862e-11,8.572267985269027e-10,8.84133369661823e-10,5.328552056086964e-08,4.58851501750377e-13,4.733379271107756e-19,4.231891867786972e-14,1.5353424208512063e-14,3.984329460432026e-09,2.7389305421635725e-16,4.8004814500246415e-11,4.1555268876433327e-10,5.721203674198125e-15,3.585957629383786e-15,5.769764850716527e-16
2.073779671343499e-06,0.26520924411696695,3.76,0.0,0.6625453246586812,0.9995557259754385,4.953727586362186e-05,1.0546944772673791e-05,0.0002304212389153895,1.718254014406078e-05,0.00022992759453994963,7.50942966118941e-10,1.7910216854057032e-12,1.1154536954202549e-05,4.458097728308173e-06,0.00010420876836343039,2.4753120535763046e-07,7.503014754454725e-06,3.495879324191678e-06,7.175842311296582e-05,7.0995860876445495e-06,1.6273402615826686e-05,6.074555838077434e-07,1.7558748483915134e-07,1.1456527200590189e-07,2.325724890347878e-09,1.479661210379389e-08,7.076725237806755e-11,2.6954515610000895e-07,2.4157886339842076e-08,2.8180069542890544e-13,9.415797190826424e-11,3.154563538575976e-13,0.0002825644529825793,5.009994683721076e-16,1.284652828266926e-11,9.083357606569173e-10,9.352391475909348e-10,5.578704179458167e-08,4.862651924086213e-13,5.178738753683368e-19,4.4960880239666726e-14,1.6279389250107868e-14,4.0871845100692156e-09,2.994019229914124e-16,5.2404691724167676e-11,4.3004523888696135e-10,6.298433302848964e-15,3.7969546199349184e-15,6.131344848784732e-16
2.1174405266040095e-06,0.26520949949774075,3.76,0.0,0.662535142649341,0.999551232900024,5.1590104746721055e-05,1.0694288761448627e-05,0.0002357444252719551,1.7183172241747362e-05,0.00023640783623184123,7.520119233056202e-10,1.791710051738411e-12,1.1168887555384706e-05,4.4580889458733746e-06,0.00010685322971022289,2.475322492363876e-07,7.674576140111613e-06,3.596601292226128e-06,7.373053915611964e-05,7.151607542265411e-06,1.714226472702531e-05,6.404057988105481e-07,1.9033397082291687e-07,1.2078277350546037e-07,2.391297338746986e-09,1.5827010692144684e-08,7.730189743301227e-11,2.7993887490929034e-07,2.6177941512862007e-08,3.0786297599530564e-13,9.852960319194507e-11,3.297968245988481e-13,0.000282563182867309,5.437406793314834e-16,1.3447893427227183e-11,9.60902154108661e-10,9.880173693587292e-10,5.833023102724533e-08,5.144625212326921e-13,5.652590589881542e-19,4.769659823517565e-14,1.7237251422114103e-14,4.1880954047376396e-09,3.265385335825354e-16,5.70731088249678e-11,4.446031915023368e-10,6.916572717765859e-15,4.0142983420821345e-15,6.505795992358599e-16
2.16110138186452e-06,0.2652097549689502,3.76,0.0,0.6625249246735668,0.9995467145173013,5.367129576195249e-05,1.0839778755927546e-05,0.0002410688417280009,1.718357048660259e-05,0.00024289632936716694,7.529646077911571e-10,1.7923098598833177e-12,1.1182879691381694e-05,4.457997885573356e-06,0.00010949783767368591,2.475286600759775e-07,7.846144652291744e-06,3.6974608099464913e-06,7.570507263503036e-05,7.201941302109138e-06,1.8035308623241098e-05,6.745152346446193e-07,2.0591177342268966e-07,1.2717038719688203e-07,2.4569524892454405e-09,1.690837557771578e-08,8.429026746864806e-11,2.905818104826453e-07,2.831133038855485e-08,3.357376949819232e-13,1.0302890790758677e-10,3.445480645978536e-13,0.0002825619056008011,5.889352935859005e-16,1.4061546074402037e-11,1.014911653425941e-09,1.0424870801463903e-09,6.091398425374107e-08,5.434357948817036e-13,6.155958088347271e-19,5.052739501822634e-14,1.8227466127092958e-14,4.287091148875151e-09,3.553623117955208e-16,6.201832964448695e-11,4.59224418913818e-10,7.577334786845791e-15,4.237987206407857e-15,6.893299627308044e-16
2.2047622371250307e-06,0.2652100105281503,3.76,0.0,0.6625146713521728,0.9995421708660206,5.578050784267154e-05,1.0983573237765064e-05,0.00024639446425130004,1.718376818662765e-05,0.00024939236243078485,7.538128245317939e-10,1.7928308431580168e-12,1.119656566006654e-05,4.457836262263151e-06,0.00011214254719008208,2.475210978355854e-07,8.017717455460823e-06,3.7984458868649364e-06,7.768196443541707e-05,7.250741391316156e-06,1.8952563805284266e-05,7.098001795686033e-07,2.2234472505445144e-07,1.3372806173272254e-07,2.522683118078426e-09,1.8042284921633053e-08,9.175344439933137e-11,3.014762344797331e-07,3.056128500007857e-08,3.6550919720572943e-13,1.0765725938515244e-10,3.5971441690867043e-13,0.000282560621173619,6.366556311398049e-16,1.4687388733427527e-11,1.0703493894117796e-09,1.0986676496995272e-09,6.353722044559265e-08,5.731770261095935e-13,6.689878865951684e-19,5.345461727100605e-14,1.9250496509907114e-14,4.38420691738742e-09,3.859336684940119e-16,6.724862845891517e-11,4.73907028458965e-10,8.282461147433817e-15,4.46801976065424e-15,7.294040458272129e-16
2.2484230923855413e-06,0.2652102661731368,3.76,0.0,0.6625043832458322,0.9995376019783192,5.7917429266244134e-05,1.1125817855286603e-05,0.00025172127535681135,1.7183793898704146e-05,0.0002558952855780356,7.545672231684221e-10,1.7932816657728475e-12,1.120999031026085e-05,4.457614120039641e-06,0.00011478731961468861,2.475101283812069e-07,8.189291987435926e-06,3.899545580543585e-06,7.966116400524937e-05,7.2981488640095866e-06,1.9894057239400438e-05,7.462768740374445e-07,2.3965664673703293e-07,1.4045573549002877e-07,2.588482627388556e-09,1.9230341016004016e-08,9.971298667290874e-11,3.126244090802549e-07,3.293103600748984e-08,3.972637364709451e-13,1.124159995511238e-10,3.753001329773702e-13,0.0002825593296258436,6.869740580424801e-16,1.5325323438589457e-11,1.127199990627606e-09,1.156578772125394e-09,6.619888159965489e-08,6.03677956222578e-13,7.255404911136836e-19,5.647963526236276e-14,2.0306813246829825e-14,4.479483221062923e-09,4.1831403480779207e-16,7.277229028024283e-11,4.886493359381104e-10,9.033722413752207e-15,4.70439100169136e-15,7.708206446836663e-16
2.292083947646052e-06,0.26521052190190253,3.76,0.0,0.6624940608609576,0.9995330078808444,6.0081775255729014e-05,1.1266646236598834e-05,0.0002570492631875261,1.7183672105819412e-05,0.0002624045046278853,7.552374043051689e-10,1.7936700403997998e-12,1.1223192086734669e-05,4.457340070457548e-06,0.00011743212180720261,2.4749623690233395e-07,8.360865920154165e-06,4.00074989478472e-06,8.164262813513406e-05,7.344292727462691e-06,2.0859813576495986e-05,7.839615201554507e-07,2.5787134680703455e-07,1.4735333743893818e-07,2.6543449842720305e-09,2.0474170407178058e-08,1.0819092733421275e-10,3.240285887422585e-07,3.5423812543372774e-08,4.3108946775790755e-13,1.173064412299478e-10,3.913093768947836e-13,0.0002825580309596458,7.399629837425122e-16,1.5975251680768392e-11,1.185447621500831e-09,1.2162404645887041e-09,6.889793270982349e-08,6.349300756970503e-13,7.853602770691301e-19,5.960384220238622e-14,2.1396894376174337e-14,4.5729651509792324e-09,4.525658960874639e-16,7.859761098392111e-11,5.034498420878192e-10,9.83291833742977e-15,4.947098035451501e-15,8.135988719033752e-16
2.3357448029065625e-06,0.2652107777126103,3.76,0.0,0.6624837046550297,0.9995283885956292,6.227328573773297e-05,1.1406180786550905e-05,0.0002623784207229649,1.7183423799727162e-05,0.0002689194756205196,7.558320171143643e-10,1.7940028326041054e-12,1.1236203933225088e-05,4.457021497470646e-06,0.00012007692534486274,2.4747983945416624e-07,8.532437125887008e-06,4.102049687351016e-06,8.362631990692359e-05,7.38929082647556e-06,2.1849855350114783e-05,8.22870289221018e-07,2.7701261981634774e-07,1.544207879131076e-07,2.7202646655434435e-09,2.1775424005344832e-08,1.1720977200458478e-10,3.356910216658894e-07,3.80428420821102e-08,4.670764390750113e-13,1.223298703289167e-10,4.077462324128645e-13,0.00028255672514882916,7.95694858759524e-16,1.6637074356188687e-11,1.2450760174382531e-09,1.2776730650408523e-09,7.163336167326917e-08,6.669246431740591e-13,8.485553736263436e-19,6.28286536655438e-14,2.2521225148205638e-14,4.664701696049654e-09,4.887528245826617e-16,8.473289726757651e-11,5.183072117463884e-10,1.0681877920022749e-14,5.1961392169292266e-15,8.577581483922961e-16
2.379405658167073e-06,0.2652110336035651,3.76,0.0,0.6624733150414206,0.9995237441407506,6.449172325183153e-05,1.154453346187003e-05,0.00026770874509999973,1.7183066980379147e-05,0.00027543969989347124,7.563588487931894e-10,1.7942861531954791e-12,1.1249054070239316e-05,4.456664733086914e-06,0.00012272170584797616,2.474612928501704e-07,8.704003648248948e-06,4.203436586443575e-06,8.561220779049894e-05,7.433250686462754e-06,2.286420315496713e-05,8.630193275730693e-07,2.971042455784736e-07,1.6165799929550896e-07,2.786236607748987e-09,2.3135777180421592e-08,1.267924967661123e-10,3.4761395099581657e-07,4.079135032835721e-08,5.053165829270764e-13,1.2748754790215254e-10,4.2461471208590017e-13,0.0002825554122364043,8.542421728469291e-16,1.7310691731089355e-11,1.3060685172528044e-09,1.3408972290952646e-09,7.440417914074843e-08,6.996527029953634e-13,9.152353756047998e-19,6.615550708221024e-14,2.3680297888300483e-14,4.754745128591415e-09,5.269395108395145e-16,9.118646644750383e-11,5.33220255461467e-10,1.1582459479706492e-14,5.451508249194387e-15,9.033181964504628e-16
2.4230665134275836e-06,0.2652112895731922,3.76,0.0,0.6624628923937552,0.9995190745310772,6.673687100636724e-05,1.1681806519532158e-05,0.0002730402370312594,1.718261708303944e-05,0.00028196471963121334,7.568249063928903e-10,1.7945254415981066e-12,1.126176666345205e-05,4.4562752075801985e-06,0.00012536644240311118,2.474409031218409e-07,8.875563677381888e-06,4.304902915181493e-06,8.760026486967139e-05,7.476270313264222e-06,2.3902875807773207e-05,9.044247609507819e-07,3.1816998833490984e-07,1.6906487662937056e-07,2.85225616201012e-09,2.455692984431602e-08,1.369625459412146e-10,3.597996157938446e-07,4.367256112095703e-08,5.459037073734811e-13,1.3278071208256716e-10,4.4191875970160814e-13,0.00028255409222914237,9.156774533485558e-16,1.7996003420805592e-11,1.3684080931935675e-09,1.4059339261396848e-09,7.720941831861467e-08,7.331051014397811e-13,9.855113486765682e-19,6.958586128445036e-14,2.487461187235169e-14,4.8431504527784905e-09,5.671917938332025e-16,9.796664610334711e-11,5.481879132673708e-10,1.2536550673778193e-14,5.713201109496604e-15,9.502990333426392e-16
2.466727368688094e-06,0.2652115456200173,3.76,0.0,0.6624524370498531,0.9995143797788314,6.900853107539613e-05,1.181809323376082e-05,0.0002783729003067073,1.7182087343744114e-05,0.00028849411384421946,7.572364915245897e-10,1.7947255397021782e-12,1.1274362397848629e-05,4.455857578012306e-06,0.00012801111706955222,2.4741893275672025e-07,9.04711552871776e-06,4.406441623344351e-06,8.959046817879378e-05,7.518438947839358e-06,2.496589049214015e-05,9.471026975625425e-07,3.402335960149244e-07,1.766413181641901e-07,2.918319053221015e-09,2.6040606519712568e-08,1.4774382975958525e-10,3.7225025181153155e-07,4.668969634880968e-08,5.889334866362511e-13,1.382105798913331e-10,4.596622553918048e-13,0.0002825527650821167,9.800732634869472e-16,1.8692908381618946e-11,1.432077378859133e-09,1.4728044347758673e-09,8.004813473011548e-08,7.672725018125731e-13,1.0594958431454982e-18,7.312119610253188e-14,2.610467321910576e-14,4.929974910969799e-09,6.095766898551064e-16,1.0508177358134459e-10,5.632092403775747e-10,1.3546068480268166e-14,5.9812165719439e-15,9.987209654844555e-16
