Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401)
1.9364028207764254e-09,0.46292312717946754,3.76,0.0,0.7904361896401411,0.9999410432035706,2.2596168940484798e-18,1.9847716233291916e-15,5.86175627818558e-10,5.855076932501898e-10,6.253411748253922e-11,1.3064034041446787e-17,1.178835764744913e-17,6.638168608380573e-13,6.625191838128895e-13,1.8621564184008457e-15,1.733720018825941e-15,6.255408347703292e-11,1.8574225020521557e-14,2.3180566996767113e-13,3.588422455452216e-15,1.874638281753767e-15,3.3963420875019567e-15,2.5199347906943765e-23,8.018710297549692e-22,5.976387053765201e-17,3.538799635061792e-21,1.5162831927805073e-26,2.3137544395251967e-13,2.57897465325648e-24,6.50037985258949e-30,7.229240261050572e-21,1.8934552715958333e-21,5.895673318700697e-05,8.868754245153404e-35,6.362454111949669e-26,2.383562987178482e-25,3.530755438671286e-24,3.590972216387695e-18,1.2084478437936581e-29,4.350120043008057e-38
1.9757208184952784e-09,0.46292312718046064,3.76,0.0,0.7904361896269642,0.9999410279877642,2.402337908718941e-18,2.0687492065143097e-15,5.980777318595851e-10,5.97382402906731e-10,6.380344154728492e-11,1.3710166427370715e-17,1.2114464041243108e-17,6.910250104716859e-13,6.896468196213443e-13,1.9777989046626193e-15,1.838570407917031e-15,6.382421169171482e-11,1.9335372965756434e-14,2.3653038375149734e-13,3.738119675853964e-15,1.951739361470863e-15,3.535610557174518e-15,2.657237999755714e-23,8.34836478226614e-22,6.200781852483121e-17,3.7587243805776176e-21,1.6102797235130512e-26,2.3607343499176184e-13,2.7217691254489382e-24,7.041080832980728e-30,7.557326366130994e-21,1.9371069193874652e-21,5.897194769494503e-05,9.598232895540743e-35,6.757403453363213e-26,2.5317157602315827e-25,3.750140487419702e-24,3.6639506897957285e-18,1.3090635856602015e-29,4.667542393225113e-38
2.0150388162141315e-09,0.4629231271814537,3.76,0.0,0.7904361896137873,0.9999410145490703,2.5510377586500037e-18,2.1545689331992396e-15,6.099798365508679e-10,6.092565627849885e-10,6.507275049152733e-11,1.4373319414174848e-17,1.244135026170119e-17,7.187786958485981e-13,7.173167328446082e-13,2.098128205052779e-15,1.947457212355447e-15,6.509433994950671e-11,2.0111772851033077e-14,2.412561810020361e-13,3.890976162168967e-15,2.0304012244873495e-15,3.677675116278349e-15,2.799346287737812e-23,8.684704330972673e-22,6.428546920655835e-17,3.987575364129178e-21,1.7080818230209337e-26,2.407714257007792e-13,2.8696640741869466e-24,7.614739685925461e-30,7.892814713990498e-21,1.98076358328863e-21,5.898538508995533e-05,1.037178880080661e-34,7.168345934728396e-26,2.685883527859216e-25,3.978426666706676e-24,3.736933285258903e-18,1.4158117653082835e-29,5.000635300689206e-38
2.0543568139329845e-09,0.46292312718244655,3.76,0.0,0.7904361896006104,0.9999410026799148,2.7058463877034233e-18,2.2422368647439043e-15,6.218819419171847e-10,6.211301729103847e-10,6.634204436575754e-11,1.5053527973906924e-17,1.2768965167938984e-17,7.47077863191658e-13,7.45528805454732e-13,2.223237071017069e-15,2.060448405121584e-15,6.636446825377058e-11,2.0903422820358522e-14,2.459830832265981e-13,4.046997823700109e-15,2.1106242254179756e-15,3.8225356353878135e-15,2.946340207187129e-23,9.02773249715151e-22,6.659645398821663e-17,4.2255300123086856e-21,1.809764936927208e-26,2.4546941607958525e-13,3.022747340464619e-24,8.222660161150837e-30,8.235705423477334e-21,2.024425056851054e-21,5.899725294604017e-05,1.1191162077323386e-34,7.595597256590633e-26,2.84618596006197e-25,4.215790716044243e-24,3.809920092478164e-18,1.528934327792863e-29,5.349805129501243e-38
2.0936748116518375e-09,0.46292312718343975,3.76,0.0,0.7904361895874334,0.9999409921969696,2.8668941665751357e-18,2.33175906168452e-15,6.337840479837271e-10,6.330032333083428e-10,6.76113232206288e-11,1.5750824760766174e-17,1.3097260918198453e-17,7.759224587198642e-13,7.74282919441253e-13,2.3532182338129678e-15,2.1776115265456653e-15,6.763459660762029e-11,2.1710321018473518e-14,2.50711111930374e-13,4.20619056898238e-15,2.192408714906254e-15,3.970191985065697e-15,3.098300307944081e-23,9.377452905526667e-22,6.894040830092458e-17,4.4727657434950534e-21,1.915404506825411e-26,2.5016740612819316e-13,3.18110676239375e-24,8.866170602082344e-30,8.585998583115418e-21,2.0680911662708363e-21,5.900773459129402e-05,1.2058126547043018e-34,8.039473020061443e-26,3.012742725752125e-25,4.46240935969076e-24,3.882911201144503e-18,1.6486777220742882e-29,5.715458861378577e-38
2.1329928093706905e-09,0.4629231271844326,3.76,0.0,0.7904361895742563,0.99994098293832,3.0343118927372816e-18,2.4231415837344974e-15,6.456861547760959e-10,6.448757440042881e-10,6.888058710698288e-11,1.6465240260631585e-17,1.3426192757022531e-17,8.053124286486991e-13,8.035789568114989e-13,2.4881644045127027e-15,2.299013686936469e-15,6.890472501395055e-11,2.253246559086136e-14,2.554402886164338e-13,4.368560305784296e-15,2.2757550396692967e-15,4.12064403586463e-15,3.2553071371565256e-23,9.73386925204262e-22,7.131697155762362e-17,4.729459967853196e-21,2.0250759702898514e-26,2.548653958466164e-13,3.344830175218271e-24,9.546623907025775e-30,8.943694255902063e-21,2.1117617652206593e-21,5.9016991940202414e-05,1.2974489737289172e-34,8.500288726871975e-26,3.1856734927622206e-25,4.718459306666733e-24,3.9559067009389585e-18,1.7752928912239163e-29,6.09800405310444e-38
2.1723108070895435e-09,0.46292312718542566,3.76,0.0,0.7904361895610793,0.9999409747609639,3.2082307903802902e-18,2.5163904897853267e-15,6.575882623202992e-10,6.567477050236472e-10,7.014983607587303e-11,1.7196802930944966e-17,1.3755718816157823e-17,8.352477191904582e-13,8.334167995908698e-13,2.628168274006319e-15,2.4247215691941634e-15,7.01748534754626e-11,2.336985468375658e-14,2.6017063478572693e-13,4.534112941109274e-15,2.3606635425421648e-15,4.273891658328409e-15,3.4174412392933806e-23,1.0096985303843163e-21,7.37257871096441e-17,4.99579008733344e-21,2.1388547608859552e-26,2.595633852348682e-13,3.5140054113288624e-24,1.026539749041208e-29,9.308792483346366e-21,2.15543673050023e-21,5.9025167995153336e-05,1.3942092880366257e-34,8.978359779426768e-26,3.365097927853737e-25,4.984117250770779e-24,4.028906681532615e-18,1.9090352626513272e-29,6.497848797143621e-38
2.2116288048083965e-09,0.4629231271864186,3.76,0.0,0.7904361895479023,0.9999409675386017,3.3887825103550336e-18,2.6115118379074504e-15,6.6949037064275e-10,6.686191163918472e-10,7.141907017858394e-11,1.7945539331568822e-17,1.408579992830292e-17,8.657282765545586e-13,8.637963298231005e-13,2.773322513004793e-15,2.5548014314073213e-15,7.14449819946867e-11,2.4222486444153422e-14,2.649021719370821e-13,4.702854381196872e-15,2.4471345625217145e-15,4.429934722993231e-15,3.584783156158377e-23,1.0466804899250374e-21,7.61665022037445e-17,5.271933495670993e-21,2.2568163081806717e-26,2.642613742929621e-13,3.688720300277693e-24,1.1023893244104931e-29,9.68129328886624e-21,2.1991159583777398e-21,5.903238905548515e-05,1.4962810912998437e-34,9.474001480857764e-26,3.551135696725869e-25,5.259559870595731e-24,4.1019112325866035e-18,2.050164738353089e-29,6.915401685182891e-38
2.2509468025272495e-09,0.4629231271874115,3.76,0.0,0.7904361895347253,0.9999409611596869,3.5760991301150284e-18,2.708511685351114e-15,6.813924797702634e-10,6.804899781343165e-10,7.268828946664917e-11,1.8711474247201383e-17,1.4416399452873338e-17,8.967540469478257e-13,8.947174295705025e-13,2.9237197720431937e-15,2.689319109434219e-15,7.271511057400218e-11,2.5090359019814052e-14,2.6963492156720747e-13,4.874790531523966e-15,2.5351684348099607e-15,4.5887731003888225e-15,3.75741342690396e-23,1.0843331947743667e-21,7.863876793961928e-17,5.558067578385503e-21,2.3790360377529406e-26,2.689593630209112e-13,3.8690626687933445e-24,1.1823537498771003e-29,1.0061196680646828e-20,2.242799361511703e-21,5.903876666832507e-05,1.6038552475610873e-34,9.987529035078601e-26,3.7439064640244075e-25,5.5449638295449235e-24,4.1749204437520974e-18,2.1989456851830286e-29,7.35107177437207e-38
2.2902648002461026e-09,0.46292312718840456,3.76,0.0,0.7904361895215483,0.9999409555257005,3.7703131536587056e-18,2.807396088547203e-15,6.932945897300532e-10,6.923602902764839e-10,7.395749399186616e-11,1.949463080189479e-17,1.4747483113006072e-17,9.28324976574763e-13,9.261799809141873e-13,3.079452681483873e-15,2.828340019468508e-15,7.398523921565487e-11,2.5973470559276597e-14,2.743689051706898e-13,5.049927296805842e-15,2.624765490856941e-15,4.7504066610394935e-15,3.9354125880453205e-23,1.1226570429939014e-21,8.114223922786918e-17,5.854369712780684e-21,2.505589371204213e-26,2.73657351418729e-13,4.0551203407958465e-24,1.2665780985312769e-29,1.0448502654047328e-20,2.2864868663593014e-21,5.904439935159707e-05,1.7171259911463673e-34,1.051925754683915e-25,3.94352989335072e-25,5.840505775848594e-24,4.2479344046703254e-18,2.3556469251439612e-29,7.805268556058454e-38
2.3295827979649556e-09,0.46292312718939765,3.76,0.0,0.7904361895083712,0.9999409505496328,3.971557511471745e-18,2.908171103108057e-15,7.051967005497316e-10,7.042300528437795e-10,7.522668380630922e-11,2.0295030566186438e-17,1.5079018843077844e-17,9.604410116378032e-13,9.581838659542732e-13,3.2406138515197028e-15,2.971929160589359e-15,7.525536792177287e-11,2.6871819211862935e-14,2.791041442399953e-13,5.22827058099719e-15,2.7159260584031127e-15,4.914835275465112e-15,4.1188611734745577e-23,1.16165243975682e-21,8.367657474843e-17,6.161017267943992e-21,2.6365517261690353e-26,2.7835533948642893e-13,4.246981137411874e-24,1.3552098796363816e-29,1.0843211193628163e-20,2.3301784109937535e-21,5.9049374115893e-05,1.8362909265648147e-34,1.1069502021780277e-25,4.1501256472708195e-25,6.1463623425804425e-24,4.3209532049725595e-18,2.5205417257008373e-29,8.27840192682351e-38
2.3689007956838086e-09,0.4629231271903906,3.76,0.0,0.7904361894951942,0.9999409461546359,4.179965560469445e-18,3.010842783828262e-15,7.170988122573038e-10,7.160992658616324e-10,7.649585896234074e-11,2.1112693657319698e-17,1.5410976646059192e-17,9.93102098337544e-13,9.907289668100769e-13,3.4072958721773444e-15,3.120151117296156e-15,7.652549669438023e-11,2.7785403127686236e-14,2.838406602654689e-13,5.4098262872930495e-15,2.8086504615212633e-15,5.08205881418199e-15,4.3078397144749714e-23,1.2013197973458163e-21,8.624143690945377e-17,6.47818760474639e-21,2.7719985163256805e-26,2.8305332722402416e-13,4.444732876990078e-24,1.448399034784658e-29,1.1245322274857861e-20,2.3738739432667198e-21,5.9053767808635104e-05,1.9615510283954006e-34,1.1638577366488884e-25,4.363813387324538e-25,6.462710147674338e-24,4.393976934280126e-18,2.6939077901152605e-29,8.770882161645982e-38
2.4082187934026616e-09,0.4629231271913837,3.76,0.0,0.7904361894820172,0.9999409422728387,4.395671083939172e-18,3.115417184685428e-15,7.290009248811678e-10,7.27967929355473e-10,7.776501951262082e-11,2.1947638832999425e-17,1.5743328460070536e-17,1.0263081828729648e-12,1.0238151656202852e-12,3.579591313320546e-15,3.273070062027838e-15,7.779562553540902e-11,2.8714220457658325e-14,2.885784747353347e-13,5.594600318129666e-15,2.9029390206579518e-15,5.252077147703701e-15,4.5024287397354925e-23,1.2416595351510446e-21,8.883649180663849e-17,6.806058075842132e-21,2.912005151406849e-26,2.8775131463152813e-13,4.6484633751165614e-24,1.5462979340592313e-29,1.1654835865549669e-20,2.417573419261829e-21,5.9057648301204726e-05,2.0931106411616034e-34,1.2226798388553168e-25,4.584712774034798e-25,6.789725793941158e-24,4.4670056822043995e-18,2.876027247801326e-29,9.283119889029118e-38
2.4868547888403672e-09,0.46292312719336953,3.76,0.0,0.7904361894556633,0.9999409358163727,4.8495118189596276e-18,3.3302983586406976e-15,7.528051529933058e-10,7.517036078728377e-10,8.030329700810056e-11,2.36694441776209e-17,1.6409110828508566e-17,1.0943551302398695e-12,1.0916103857564606e-12,3.941392635724116e-15,3.5932535599905486e-15,8.033588343005967e-11,3.061754796773166e-14,2.9805808495053166e-13,5.973826959380819e-15,3.0962098708863336e-15,5.600497681206647e-15,4.908760344908472e-23,1.3243578644958241e-21,9.411586239018942e-17,7.49460879044641e-21,3.20599957561033e-26,2.971472884563158e-13,5.074211895640152e-24,1.756846564805461e-29,1.2496070414888394e-20,2.504984060818042e-21,5.906410215642472e-05,2.3759626264369826e-34,1.3461936200441823e-25,5.048625124488501e-25,7.476466945724486e-24,4.613078592298838e-18,3.267676933744796e-29,1.0368511970588215e-37
2.5576271847343023e-09,0.46292312719515694,3.76,0.0,0.7904361894319447,0.9999409312290986,5.284276684791102e-18,3.5302594348714938e-15,7.742289617207689e-10,7.730638394214579e-10,8.25876973370082e-11,2.52783370367871e-17,1.700941634300856e-17,1.157460735710123e-12,1.1544754569004648e-12,4.287139972115757e-15,3.8981178366221946e-15,8.262211578709998e-11,3.238262246973345e-14,3.065943903504605e-13,6.326196804167897e-15,3.2755061915890606e-15,5.9236330605535845e-15,5.294454456940259e-23,1.4010902540162316e-21,9.896727943278773e-17,8.15267792646465e-21,3.486945657071643e-26,3.0560366376984636e-13,5.478713828299695e-24,1.9640258206052488e-29,1.3278497650840571e-20,2.583666811941739e-21,5.906868707866089e-05,2.6541927173172813e-34,1.4642194572451382e-25,5.492010485340357e-25,8.132789369508942e-24,4.744562273830632e-18,3.653018861395708e-29,1.1417061352693734e-37
2.6283995806282374e-09,0.4629231271969444,3.76,0.0,0.7904361894082261,0.9999409275605422,5.744785447112976e-18,3.736479438543412e-15,7.956527738763066e-10,7.944222909077636e-10,8.487205117660433e-11,2.6943462123657002e-17,1.7610638109901508e-17,1.2223312974008574e-12,1.2190918533387337e-12,4.652513516198137e-15,4.219179793895228e-15,8.490834839268229e-11,3.4197024513792247e-14,3.151352367981238e-13,6.689085780552862e-15,3.4598751999214845e-15,6.255821561244148e-15,5.699578803119905e-23,1.480008002427318e-21,1.039114923958318e-16,8.848173310511884e-21,3.7838382290584326e-26,3.1406003801408886e-13,5.903952522051655e-24,2.1889448980532895e-29,1.408490827655166e-20,2.662361916074681e-21,5.907235328140264e-05,2.956165199393048e-34,1.5889376307802924e-25,5.960622496332453e-25,8.826421436213189e-24,4.8760636088620745e-18,4.0713107446551613e-29,1.253602499567456e-37
2.6991719765221725e-09,0.4629231271987318,3.76,0.0,0.7904361893845075,0.999940924626402,6.231833739421053e-18,3.948993647008599e-15,8.170765896393787e-10,8.157789624800564e-10,8.715635884559605e-11,2.866489000409145e-17,1.8212667741786544e-17,1.2889665015100498e-12,1.2854588884229244e-12,5.038052406802195e-15,4.556799112547255e-15,8.719458125590668e-11,3.606074334579486e-14,3.2368074953614e-13,7.062528284199314e-15,3.649318638904104e-15,6.5970624281009045e-15,6.124602934899965e-23,1.561113812337707e-21,1.0894668208440349e-16,9.582128966155058e-21,4.097116939894856e-26,3.225164111891211e-13,6.350440019593302e-24,2.4325797262308238e-29,1.4915301949300202e-20,2.7410692836833114e-21,5.907528506617636e-05,3.2831936413871472e-34,1.7205313792084593e-25,6.455158982119047e-25,9.55839254887675e-24,5.007583119647135e-18,4.524356741491144e-29,1.372780778834004e-37
2.7699443724161076e-09,0.46292312720051904,3.76,0.0,0.790436189360789,0.9999409222794827,6.74622166651989e-18,4.167837329098374e-15,8.385004091933632e-10,8.37133854286632e-10,8.944062066620373e-11,3.044268262361203e-17,1.8815409121698197e-17,1.3573660342318001e-12,1.3535758757177916e-12,5.444295571368234e-15,4.9113313434259486e-15,8.94808143854923e-11,3.7973768220527686e-14,3.32231053784858e-13,7.446558702854755e-15,3.843838216639316e-15,6.947354905963464e-15,6.569996377692188e-23,1.644410460804948e-21,1.1407106491975932e-16,1.0355578830704124e-20,4.427221397357371e-26,3.3097278329502084e-13,6.818688335902414e-24,2.6959314235018305e-29,1.5769678303937065e-20,2.819788849315266e-21,5.907762962817761e-05,3.6366269749285548e-34,1.8591838376124202e-25,6.976317757449824e-25,1.0329731953174513e-23,5.139121328335443e-18,5.0140067117952757e-29,1.4994816881233698e-37
2.8407167683100427e-09,0.46292312720230655,3.76,0.0,0.7904361893370704,0.9999409204021779,7.288753803443397e-18,4.393045745135062e-15,8.599242327255116e-10,8.584869664757799e-10,9.172483696419276e-11,3.227689428602199e-17,1.9418777010204434e-17,1.4275295817586137e-12,1.4234421290027123e-12,5.871781726011757e-15,5.2831279525700685e-15,9.176704778985443e-11,3.993608840178442e-14,3.4078627474235674e-13,7.841211416358702e-15,4.043435607019469e-15,7.306698239695658e-15,7.036228631160464e-23,1.7299007992973763e-21,1.192828922426796e-16,1.1169556755214372e-20,4.774591168885433e-26,3.39429154331866e-13,7.309209458551535e-24,2.980026226039828e-29,1.6648036958998333e-20,2.898520565027609e-21,5.90795045741859e-05,4.0178494905806394e-34,2.0050780377071004e-25,7.524796627359851e-25,1.1141468737757111e-23,5.2706787569723255e-18,5.542156038725182e-29,1.6339461443970974e-37
2.9114891642039778e-09,0.4629231272040939,3.76,0.0,0.7904361893133518,0.9999409189004573,7.86023919437692e-18,4.624654146943309e-15,8.813480604269044e-10,8.798382991957821e-10,9.400900806889037e-11,3.4167572520264365e-17,2.0022695811577167e-17,1.4994568302834224e-12,1.4950569622729593e-12,6.321049375589732e-15,5.672536365792411e-15,9.405328147716574e-11,4.19476931624689e-14,3.4934653758444506e-13,8.246520796649611e-15,4.24811245042057e-15,7.67509167419156e-15,7.523769169517682e-23,1.8175877536560637e-21,1.2458044963062423e-16,1.2025096504489529e-20,5.1396657817938353e-26,3.478855242997343e-13,7.822515348026441e-24,3.28591541656656e-29,1.7550377521206997e-20,2.977264395548792e-21,5.908100393371968e-05,4.428280833731319e-34,2.158396907948458e-25,8.101293387362351e-25,1.1994631834595554e-23,5.4022559274988326e-18,6.110745450767074e-29,1.7764152452480975e-37
2.982261560097913e-09,0.46292312720588136,3.76,0.0,0.7904361892896332,0.9999409176990837,8.461491351580737e-18,4.8626977778610284e-15,9.02771892492407e-10,9.011878525949122e-10,9.629313431319042e-11,3.611475884952951e-17,2.0627098479092544e-17,1.573147466001395e-12,1.5684196897407748e-12,6.7926368137672254e-15,6.079900012781011e-15,9.63395154554055e-11,4.400857178469362e-14,3.5791196746466206e-13,8.662521207770931e-15,4.457870354382331e-15,8.052534454380585e-15,8.033087441826254e-23,1.907474324056838e-21,1.2996205622812981e-16,1.2923231757085473e-20,5.522884723486616e-26,3.563418931987036e-13,8.359117938048548e-24,3.6146752532976486e-29,1.847669958870286e-20,3.0560203148091484e-21,5.9082202944586396e-05,4.869376000208017e-34,2.319323273643046e-25,8.706505823644178e-25,1.2890250019329813e-23,5.533853361751768e-18,6.721760844500424e-29,1.927130250190069e-37
3.053033955991848e-09,0.4629231272076687,3.76,0.0,0.7904361892659146,0.9999409167378696,9.093328254314926e-18,5.107211872749938e-15,9.241957291206263e-10,9.225356268214347e-10,9.857721603354806e-11,3.8118489469982376e-17,2.123192554897041e-17,1.6486011751115498e-12,1.6435296258362642e-12,7.287082123084362e-15,6.505558370712509e-15,9.862574973239752e-11,4.61187135598743e-14,3.6648268951427694e-13,9.089247005876252e-15,4.672710894274486e-15,8.43902582523173e-15,8.56465287230238e-23,1.9995635849723823e-21,1.3542606409051327e-16,1.386499610531455e-20,5.924687441672503e-26,3.6479826102885174e-13,8.91952913590134e-24,3.9674068990992363e-29,1.9427002753265814e-20,3.1347883035542976e-21,5.908316179411071e-05,5.34262533171172e-34,2.4880398570582495e-25,9.341131713263984e-25,1.38293519116215e-23,5.6654715814637256e-18,7.377233108077792e-29,2.086332564282248e-37
3.123806351885783e-09,0.4629231272094561,3.76,0.0,0.790436189242196,0.9999409159686958,9.756572347765562e-18,5.358231658005814e-15,9.456195705138676e-10,9.438816220236043e-10,1.0086125356996692e-10,4.0178795852348297e-17,2.1837124284111084e-17,1.7258176438182106e-12,1.7203860852081445e-12,7.80492317502352e-15,6.94984700739038e-15,1.0091198431584092e-10,4.8278107788821213e-14,3.7505882884228984e-13,9.526732539233852e-15,4.8926356139499415e-15,8.83456503175718e-15,9.118934860623868e-23,2.0938586851343795e-21,1.40970857540409e-16,1.4851423055250312e-20,6.345513344581874e-26,3.7325462779025645e-13,9.504260822760619e-24,4.345236350852146e-29,2.0401286601939673e-20,3.213568347603072e-21,5.908392860154689e-05,5.849554511026837e-34,2.664729277533171e-25,1.0005868824353024e-24,1.4812965975510347e-23,5.797111108263116e-18,8.079237945406998e-29,2.254263723688055e-37
3.194578747779718e-09,0.4629231272112434,3.76,0.0,0.7904361892184772,0.9999409153531021,1.0452050541972189e-17,5.615792351568454e-15,9.670434168780917e-10,9.652258383496664e-10,1.0314524726598123e-10,4.229570527601884e-17,2.2442647913878048e-17,1.8047965583323355e-12,1.7989883827243746e-12,8.346697630076753e-15,7.413097623913598e-15,1.0319821921333463e-10,5.0486743781827485e-14,3.836405105354319e-13,9.975012148230684e-15,5.117646026385051e-15,9.239151319015355e-15,9.696402782241474e-23,2.190362847495716e-21,1.4659485253687143e-16,1.5883546026732605e-20,6.785801801185166e-26,3.8171099348299556e-13,1.011382485402852e-23,4.7493143690229484e-29,2.139955071827992e-20,3.2923604365095234e-21,5.908454182698925e-05,6.391724557054743e-34,2.8495740515901455e-25,1.0701414916318432e-24,1.5842120519774533e-23,5.9287724636742056e-18,8.829895701032489e-29,2.4311653828836026e-37
3.2653511436736532e-09,0.46292312721303075,3.76,0.0,0.7904361891947586,0.9999409148603373,1.1180594210756539e-17,5.8799291629313955e-15,9.884672684228725e-10,9.86568275947855e-10,1.0542919746863341e-10,4.446924130363098e-17,2.3048454958606247e-17,1.8855376048727274e-12,1.879335833472683e-12,8.912942937813373e-15,7.895638096882151e-15,1.0548445443239735e-10,5.2744610858754935e-14,3.922278596581659e-13,1.0434120165375905e-14,5.347743614307344e-15,9.652783932113512e-15,1.0297525988693628e-22,2.2890793691927277e-21,1.5229649605676085e-16,1.6962398353373044e-20,7.245992141412713e-26,3.9016735810714667e-13,1.0748733059671205e-23,5.180816407440903e-29,2.2421794683311184e-20,3.3711645625366068e-21,5.908503222155117e-05,6.970731819653683e-34,3.0427565930468742e-25,1.1428467740049084e-24,1.6917843698294675e-23,6.06045616911715e-18,9.631371185711618e-29,2.6172793032922257e-37
3.3361235395675883e-09,0.4629231272148182,3.76,0.0,0.7904361891710399,0.9999409144658026,1.1943039190652456e-17,6.150677293151385e-15,1.0098911253613572e-09,1.007908934966394e-09,1.0771310452844822e-10,4.669942420197966e-17,2.3654508630496132e-17,1.968040469667143e-12,1.9614277527610057e-12,9.504196336947688e-15,8.397792520142781e-15,1.0777068998048349e-10,5.50516983491173e-14,4.0082100125268655e-13,1.0904090915304004e-14,5.582929830810916e-15,1.0075462116209897e-14,1.0922773807924565e-22,2.390011621507491e-21,1.580742654882213e-16,1.8089013282560657e-20,7.726523656375984e-26,3.986237216627877e-13,1.1409497244560164e-23,5.640942543280948e-29,2.3468018076220166e-20,3.449980719914157e-21,5.908542438451954e-05,7.588207974300561e-34,3.244459213129167e-25,1.2187725038123815e-24,1.804116351042144e-23,6.192162745908028e-18,1.0485873502685473e-28,2.8128473431880646e-37
3.4068959354615234e-09,0.4629231272166056,3.76,0.0,0.7904361891473212,0.9999409141498179,1.2740225779837022e-17,6.428071934857669e-15,1.0313149879102222e-09,1.0292478155534951e-09,1.0999696879940407e-10,4.898627131494051e-17,2.4260776302812688e-17,2.0523048389533115e-12,2.0452634561178453e-12,1.012099485540686e-14,8.91988124607942e-15,1.100569258649958e-10,5.740799559216139e-14,4.0942006033892166e-13,1.1384958714777551e-14,5.823206099959694e-15,1.0507185116515601e-14,1.1572615544605747e-22,2.4931630498301537e-21,1.639266680360316e-16,1.9264423975467886e-20,8.227835598590194e-26,4.070800841499964e-13,1.2096629188817122e-23,6.130917407252483e-29,2.4538220474837478e-20,3.528808904323411e-21,5.908573799541829e-05,8.24582001657554e-34,3.4548641205842716e-25,1.2979884545022115e-24,1.921310780134682e-23,6.3238927152588785e-18,1.139565587464244e-28,3.018111448716852e-37
3.4776683313554585e-09,0.4629231272183929,3.76,0.0,0.7904361891236025,0.9999409138966455,1.3572998737062842e-17,6.712148272261077e-15,1.0527388562896345e-09,1.0505849178573606e-09,1.1228079063890225e-10,5.132979739393093e-17,2.4867229039521906e-17,2.138330398979879e-12,2.130842259292563e-12,1.0763875310398879e-14,9.462220926453277e-15,1.1234316209329534e-10,5.981349193694612e-14,4.1802516191453265e-13,1.1876757872689707e-14,6.068573817378883e-15,1.0947952178296068e-14,1.224752048046058e-22,2.5985371736213082e-21,1.698522401385981e-16,2.048966350705665e-20,8.750367182198277e-26,4.155364455688504e-13,1.28106406481624e-23,6.6519901139934e-29,2.563240145598174e-20,3.6076491125294e-21,5.908598879224374e-05,8.945270256481606e-34,3.674153421794794e-25,1.3805643987337174e-24,2.0434704262478867e-23,6.4556465982777354e-18,1.2363015471371985e-28,3.233313645886194e-37
3.5484407272493936e-09,0.46292312722018025,3.76,0.0,0.7904361890998838,0.9999409136937034,1.444220728059147e-17,7.002941481162937e-15,1.0741627307232107e-09,1.0719202420261793e-09,1.1456457040773436e-10,5.3730014891040723e-17,2.5473841178060914e-17,2.226116836007282e-12,2.2181634782556232e-12,1.1433374308480583e-14,1.00251245527979e-14,1.1462939867270949e-10,6.226817674241998e-14,4.2663643095491533e-13,1.2379522690066451e-14,6.319034350834818e-15,1.1397762546872412e-14,1.2947957874592297e-22,2.7061375863744057e-21,1.7584954689634605e-16,2.1765764866084667e-20,9.294557583196157e-26,4.239928059194275e-13,1.355204335426676e-23,7.20543419266877e-29,2.6750560595722e-20,3.686501342100788e-21,5.908618935691208e-05,9.688296312600413e-34,3.9025091208931886e-25,1.4665701083991238e-24,2.17069804318199e-23,6.587424915968666e-18,1.3390293238105404e-28,3.4586960333902505e-37
3.6192131231433287e-09,0.46292312722196766,3.76,0.0,0.7904361890761651,0.9999409135309322,1.534870508712797e-17,7.300486728963841e-15,1.0955866114379773e-09,1.0932537882081302e-09,1.1684830847004895e-10,5.618693421917317e-17,2.6080589959063904e-17,2.315663836308571e-12,2.3072264291987833e-12,1.2130028245625794e-14,1.0608901496374402e-14,1.1691563561053854e-10,6.477203937749653e-14,4.3525399241320077e-13,1.2893287460068627e-14,6.574589040803477e-15,1.185661546762249e-14,1.3674396963814985e-22,2.8159679555781956e-21,1.819171815112797e-16,2.309376095511188e-20,9.860845939659346e-26,4.3244916520180534e-13,1.4321349015106586e-23,7.792547517773523e-29,2.789269746958158e-20,3.765365591192401e-21,5.908634974886769e-05,1.047667110608525e-33,4.140113119876805e-25,1.5560753546453263e-24,2.303096369434808e-23,6.7192281892318136e-18,1.447987372454079e-28,3.694500776158876e-37
