Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54)
0.00043914364260163046,0.14419019579591394,3.76,0.0,0.5264068400172188,0.9999785822631205,1.5244309077605125e-05,2.8318987740192734e-08,3.3889322877478973e-06,1.6185536574504496e-09,8.379268252007381e-07,6.381546969186917e-12,2.9668623456377297e-16,2.4145868973783547e-09,1.4514807999223758e-09,1.6810250314731729e-06,1.2387393271034862e-11,1.3240001637806893e-06,3.4567968073685792e-06,8.437590072772841e-07,2.4096710761480208e-09,1.4611983152500083e-05,2.0019702222888883e-08,4.968428013335274e-09,7.970631073646309e-11,2.2431825524874448e-12,1.871194731197674e-09,9.607268985489474e-14,1.7284066656994107e-10,1.3581051924609879e-10
0.0004559113283155949,0.14419019503347086,3.76,0.0,0.5264054342720217,0.9999771460070156,1.6434488494862445e-05,2.9449962213153803e-08,3.5186756128052453e-06,1.6185529464750944e-09,8.720421538749009e-07,6.381536447401457e-12,2.966857305502064e-16,2.4296019671070453e-09,1.4514723673467758e-09,1.7453265697843334e-06,1.238734015067968e-11,1.3766911467123492e-06,3.597911872923945e-06,8.788787091922118e-07,2.461803308070489e-09,1.577593556512498e-05,2.0853876846335815e-08,5.580479927155003e-09,8.605542436925016e-11,2.33450958533654e-12,2.0190451839086493e-09,1.1100173086814854e-13,1.8764037391042594e-10,1.5254163999002602e-10
0.00047788952509779994,0.14419019401874386,3.76,0.0,0.5264035197844582,0.9999751915805442,1.806527696494503e-05,3.094000258294934e-08,3.688772867572385e-06,1.6185520095434515e-09,9.16989298121786e-07,6.381522221226582e-12,2.966850492525802e-16,2.449384344046462e-09,1.4514611671767853e-09,1.8296094451610306e-06,1.238727032107913e-11,1.4459895790709496e-06,3.7838314931329176e-06,9.25241937946432e-07,2.5304864290618238e-09,1.7372126151074235e-05,2.196408015113614e-08,6.458677893271837e-09,9.476270255552667e-11,2.4548329303730195e-12,2.222051828393601e-09,1.3328853512295572e-13,2.0849860535179937e-10,1.7654841964978863e-10
0.000499867721880005,0.14419019298667005,3.76,0.0,0.5264015232810605,0.9999731552076703,1.977677469358172e-05,3.2438651269037306e-08,3.858913426617799e-06,1.6185510668698586e-09,9.621969706949807e-07,6.38150510375344e-12,2.9668425813767477e-16,2.4692813189913782e-09,1.4514497994499604e-09,1.9138921044112224e-06,1.2387200263672662e-11,1.5155534016458088e-06,3.970828384922196e-06,9.719817211000344e-07,2.5995662460043595e-09,1.904877531398114e-05,2.3094731681068494e-08,7.427602320567106e-09,1.0390941927106782e-10,2.575853053201047e-12,2.4356821944656975e-09,1.5897412427814874e-13,2.3109770476167153e-10,2.0303567678116788e-10
0.00052184591866221,0.14419019193733465,3.76,0.0,0.52639944429233,0.9999710364289315,2.1569445269812595e-05,3.394586846742847e-08,4.0290993170875706e-06,1.6185501184075153e-09,1.007663979804332e-06,6.3814868966204594e-12,2.9668342204363598e-16,2.4892923739686866e-09,1.451438263729611e-09,1.9981745403410106e-06,1.2387129981587371e-11,1.5853826562346955e-06,4.158897575230246e-06,1.019100192004214e-06,2.6690406596220754e-09,2.0806346603875572e-05,2.4247336229911784e-08,8.492274795401206e-09,1.1349822814426358e-10,2.697566728392265e-12,2.660137297500751e-09,1.884209562183595e-13,2.555310537505315e-10,2.3214077304225602e-10
0.0005438241154444151,0.14419019087082682,3.76,0.0,0.526397282351057,0.9999688347873138,2.3443750054677028e-05,3.5461612701786675e-08,4.1993326077785325e-06,1.6185491641087241e-09,1.0533890810449949e-06,6.381469562157387e-12,2.9668261159373677e-16,2.509416968136467e-09,1.4514265596036157e-09,2.082456745716624e-06,1.2387059478195334e-11,1.6554773549737356e-06,4.348033872189182e-06,1.0665994731239732e-06,2.7389076796828184e-09,2.2645301373864796e-05,2.54234096217233e-08,9.657791776297667e-09,1.2353178527376574e-10,2.819970589140715e-12,2.8956324742281295e-09,2.220141574043673e-13,2.8189313340652527e-10,2.6400312989957666e-10
0.0005658023122266202,0.1441901897872399,3.76,0.0,0.5263950369924156,0.9999665498283489,2.5400148085683914e-05,3.698584093275855e-08,4.3696154091731724e-06,1.618548203924578e-09,1.099370977098688e-06,6.381452226493096e-12,2.9668179528881203e-16,2.5296545379079376e-09,1.4514146865294422e-09,2.1667387132678107e-06,1.2386988755914172e-11,1.7258374799894092e-06,4.5382318632865505e-06,1.114481675591232e-06,2.809165764605851e-09,2.4566098685323305e-05,2.6624478541442956e-08,1.0929324402477744e-08,1.340127501298315e-10,2.9430611264641065e-12,3.14239748543767e-09,2.6016201312197e-13,3.102795006694988e-10,2.9876422475526364e-10
0.0005877805090088253,0.1441901886866707,3.76,0.0,0.5263927077540601,0.9999641811002093,2.7439095983711623e-05,3.851850811100613e-08,4.539949873476042e-06,1.61854723780847e-09,1.1456083176040868e-06,6.381433613759361e-12,2.966809271597323e-16,2.5500044957046213e-09,1.4514026439850679e-09,2.251020435685518e-06,1.2386917816971769e-11,1.7964629830467547e-06,4.7294859170806365e-06,1.1627488987573186e-06,2.8798125493351534e-09,2.656919521335083e-05,2.785208037060145e-08,1.2312118320346712e-08,1.44943786415041e-10,3.066834688860754e-12,3.400676619512357e-09,3.032964547830823e-13,3.4078676527127733e-10,3.36567587521298e-10
0.0006097587057910304,0.1441901875692204,3.76,0.0,0.526390294176222,0.9999617281538051,2.9561047856181583e-05,4.005956746959103e-08,4.7103381946236575e-06,1.6185462657119746e-09,1.1920996988215563e-06,6.381414065885976e-12,2.9668001948626397e-16,2.5704662307986504e-09,1.4513904315684872e-09,2.335301905620062e-06,1.2386846664713125e-11,1.8673537852061029e-06,4.921790180268573e-06,1.2114032297408492e-06,2.950845719178535e-09,2.86550451513713e-05,2.9107763004152025e-08,1.3811493442822749e-08,1.563275630965666e-10,3.19128748141967e-12,3.6707287927896195e-09,3.518735395059665e-13,3.7351256468796233e-10,3.775587955356293e-10
0.000629539082895015,0.14419018654916851,3.76,0.0,0.526388049468068,0.9999594481265369,3.154214615739231e-05,4.145365629471571e-08,4.863735578169921e-06,1.6185453856707897e-09,1.2341579433139108e-06,6.381396415948714e-12,2.966791954825022e-16,2.5889768388630695e-09,1.4513792947848742e-09,2.411155006581991e-06,1.2386782447919824e-11,1.9313822476318975e-06,5.095756928109216e-06,1.2555248195980184e-06,3.0151044337918544e-09,3.060343757635661e-05,3.026317411289359e-08,1.526506450812894e-08,1.6696226620931447e-10,3.303872483897157e-12,3.924067556571327e-09,4.006431224229046e-13,4.0494413600376244e-10,4.172984550076116e-10
0.0006493194599989996,0.1441901855156074,3.76,0.0,0.526385735743351,0.9999570991976804,3.3591170696658174e-05,4.2854467032563276e-08,5.017180054792505e-06,1.618544500710867e-09,1.276419681388063e-06,6.381378517813103e-12,2.966783577351933e-16,2.6075769949037908e-09,1.4513680197268277e-09,2.487007891635997e-06,1.2386718062950825e-11,1.9956254117652387e-06,5.270564842312558e-06,1.2999631504245507e-06,3.0796728088155955e-09,3.2619553485926085e-05,3.1443735639255367e-08,1.682141762899037e-08,1.779678116178556e-10,3.417001502624442e-12,4.187373689162498e-09,4.545779985193255e-13,4.383251884436283e-10,4.5984883697732045e-10
0.0006690998371029842,0.14419018446861867,3.76,0.0,0.5263833526726459,0.9999546810459262,3.570844691298863e-05,4.4261961909929995e-08,5.170673310523027e-06,1.618543610796549e-09,1.3188837780357528e-06,6.381359921029093e-12,2.9667749000189823e-16,2.626266204901999e-09,1.4513566060786116e-09,2.56286055534523e-06,1.2386653512030613e-11,2.0600831549482357e-06,5.446209192096552e-06,1.3447197165094985e-06,3.1445490053198446e-09,3.470371844839832e-05,3.26505970396737e-08,1.848458412213127e-08,1.8934616067798394e-10,3.5306714710761468e-12,4.460866719315846e-09,5.140626263587391e-13,4.737289279323235e-10,5.053202949765118e-10
0.0006888802142069688,0.14419018340828735,3.76,0.0,0.5263808999284628,0.9999521933520049,3.789429835560495e-05,4.567610205049658e-08,5.324217058716522e-06,1.6185427158920575e-09,1.3615490627361732e-06,6.381340694202013e-12,2.966765947299468e-16,2.6450439593992825e-09,1.4513450535426316e-09,2.63871299224754e-06,1.2386588797465799e-11,2.124755333560674e-06,5.622685098886859e-06,1.3897960029830422e-06,3.2097313293008903e-09,3.68562561638714e-05,3.388491415156965e-08,2.0258643226247028e-08,2.0109928131519177e-10,3.644879227328436e-12,4.744776012509553e-09,5.794984493163427e-13,5.112291661683883e-10,5.538245081583257e-10
0.0007086605913109534,0.14419018233470057,3.76,0.0,0.5263783771853073,0.9999496357987447,4.0149046626883864e-05,4.7096847370588636e-08,5.477813040014906e-06,1.6185418159617836e-09,1.4044143294049593e-06,6.381321127468309e-12,2.966756823432566e-16,2.663909733265126e-09,1.4513333618402236e-09,2.714565196855965e-06,1.2386523921694923e-11,2.1896417828358452e-06,5.799987536632869e-06,1.4351934855461908e-06,3.275217935983422e-09,3.907748840688749e-05,3.514784905533875e-08,2.2147721856160172e-08,2.1322914891373151e-10,3.759621513927473e-12,5.039340824559541e-09,6.513041573533082e-13,5.509003028087291e-10,6.054744757492786e-10
0.000728440968414938,0.14419018124794808,3.76,0.0,0.5263757841197357,0.9999470080711291,4.2473011324731705e-05,4.8524156596477235e-08,5.631463022302068e-06,1.6185409109699057e-09,1.4474783363149892e-06,6.3813012203944665e-12,2.9667475280362806e-16,2.682862985779981e-09,1.4513215306926369e-09,2.7904171636594614e-06,1.2386458887125974e-11,2.2547423166807718e-06,5.97811133138204e-06,1.480913630199961e-06,3.3410068863188703e-09,4.136773496899463e-05,3.644056993048926e-08,2.415599433843091e-08,2.2573774725824195e-10,3.874894977680355e-12,5.344810354097657e-09,7.29915943135414e-13,5.928173070988786e-10,6.603845110485913e-10
0.0007482213455189226,0.14419018014812265,3.76,0.0,0.5263731204104172,0.9999443098563561,4.4866509984859126e-05,4.995798729409225e-08,5.7851688006524276e-06,1.6185400008805142e-09,1.4907398060214386e-06,6.381280790448535e-12,2.966737995163753e-16,2.701903160601195e-09,1.4513095598239461e-09,2.866268887123002e-06,1.2386393696159981e-11,2.3200567274977787e-06,6.157051160807188e-06,1.526957892974202e-06,3.4070962395189425e-09,4.372731360125433e-05,3.776425090844527e-08,2.6287682130740864e-08,2.3862706952263687e-10,3.990696169457358e-12,5.661443793997568e-09,8.157877548508955e-13,6.370556991274198e-10,7.186702350327508e-10
0.0007680017226229072,0.1441901790353195,3.76,0.0,0.5263703857381892,0.9999415408438949,4.7329858023184594e-05,5.139829584708118e-08,5.938932197270743e-06,1.6185390856576268e-09,1.5341974253143919e-06,6.381259805923832e-12,2.966728213175695e-16,2.7210296857123702e-09,1.451297448972435e-09,2.9421203616874513e-06,1.238632835128739e-11,2.385584786010069e-06,6.336801554117501e-06,1.5733277196559981e-06,3.4734839939583244e-09,4.615653995666791e-05,3.912007191977464e-08,2.854705352205816e-08,2.518991193150921e-10,4.107021544068865e-12,5.989510381566437e-09,9.093915427622522e-13,6.836915305423596e-10,7.804485694922721e-10
0.0007877820997268918,0.1441901779096365,3.76,0.0,0.526367579786118,0.9999387007255447,4.986336867808749e-05,5.2845037451624974e-08,6.092755061422244e-06,1.618538165265162e-09,1.577849845178935e-06,6.381238370382331e-12,2.9667182191391117e-16,2.74024197342964e-09,1.4512851978898684e-09,3.0179715817697927e-06,1.2386262855080987e-11,2.451326241092377e-06,6.517356891916839e-06,1.6200245455178077e-06,3.5401680755010957e-09,4.865572753250886e-05,4.050921853481e-08,3.093842331085456e-08,2.6555591178667935e-10,4.223867460162328e-12,6.329289447330186e-09,1.011217498826561e-12,7.328013646376057e-10,8.458377296338917e-10
0.0008075624768308764,0.14419017677117427,3.76,0.0,0.5263647022395569,0.999935789195493,5.246735295254411e-05,5.429816612516409e-08,6.246639269354045e-06,1.6185372396669541e-09,1.6216956807628593e-06,6.3812165156779485e-12,2.9667080243033826e-16,2.7595394203838508e-09,1.4512728063351161e-09,3.093822541763575e-06,1.2386197210140652e-11,2.517280819605222e-06,6.698711406023494e-06,1.6670497950454808e-06,3.607146365370798e-09,5.122518761258515e-05,4.193288179881324e-08,3.346615246150369e-08,2.795994748037542e-10,4.341230180139561e-12,6.681070462378161e-09,1.1217742909634594e-12,7.844622558798741e-10,9.149572161519525e-10
0.000827342853934861,0.14419017562003608,3.76,0.0,0.5263617527862055,0.9999328059503731,5.5142119556284254e-05,5.575763470356866e-08,6.400586724207633e-06,1.6185363088267653e-09,1.6657335113596753e-06,6.381194179876874e-12,2.9666976061503076e-16,2.7789214074978238e-09,1.451260274073641e-09,3.1696732360391683e-06,1.2386131419088039e-11,2.583448226233006e-06,6.880859179415106e-06,1.7144048816661322e-06,3.674416693275079e-09,5.386522920946934e-05,4.339225806176967e-08,3.613464774017006e-08,2.940318501816796e-10,4.459105870115356e-12,7.045153084287814e-09,1.2415892910084338e-12,8.38751728904598e-10,9.879278068021225e-10
0.0008471232310388456,0.14419017445632795,3.76,0.0,0.5263587311161666,0.9999297506893227,5.78879748479494e-05,5.722339483828776e-08,6.55459935592206e-06,1.6185353727082705e-09,1.7099618804034519e-06,6.381171330938049e-12,2.966686952926492e-16,2.7983872999928055e-09,1.4512476008813905e-09,3.2455236589438752e-06,1.2386065484598998e-11,2.6498281433266482e-06,7.063794146225138e-06,1.7620912074759618e-06,3.741976829285979e-09,5.657615900672191e-05,4.4888548802491264e-08,3.8948361330501905e-08,3.0885509497995883e-10,4.577490599907972e-12,7.421847201603555e-09,1.371208795240143e-12,8.957477569728441e-10,1.0648715474859377e-09
0.0008866839852468147,0.14419017209163887,3.76,0.0,0.5263524698988168,0.9999234229288502,6.359416482719948e-05,6.017359047475977e-08,6.8628280030093815e-06,1.6185334844907335e-09,1.798984228347378e-06,6.381124100025681e-12,2.9666649427048933e-16,2.8375681835517373e-09,1.451221830860902e-09,3.397223667916015e-06,1.2385933196281604e-11,2.7832241257455754e-06,7.432000652694939e-06,1.8584631267620094e-06,3.877957339953418e-09,6.221189794497028e-05,4.79967041682349e-08,4.5029476760286283e-08,3.3968250568483953e-10,4.81577097696529e-12,8.214360883486318e-09,1.6621423844129892e-12,1.0181734800110524e-09,1.2311729449073285e-09
0.0009262447394547838,0.1441901696780084,3.76,0.0,0.5263459161586567,0.9999168035594624,6.958832454058371e-05,6.314834261891884e-08,7.1713411818116825e-06,1.6185315747224061e-09,1.8887503554207433e-06,6.381075071042301e-12,2.9666420812705016e-16,2.8770766790594322e-09,1.4511954946914914e-09,3.5489225230066866e-06,1.2385800367650247e-11,2.9174657733047598e-06,7.803279423809e-06,1.956176532724723e-06,4.0150689773536936e-09,6.813480912110824e-05,5.1267055261768716e-08,5.174600860352562e-08,3.7209852167177075e-10,5.056037945551627e-12,9.061296825318072e-09,1.9993318414224113e-12,1.1523713304191042e-09,1.414862766795244e-09
0.0009658054936627528,0.14419016721638062,3.76,0.0,0.5263390675090615,0.9999098902703164,7.58728143236144e-05,6.614722199735448e-08,7.480155284560905e-06,1.6185296431104033e-09,1.979247320330862e-06,6.381024173939654e-12,2.966618341731091e-16,2.9169071439560824e-09,1.451168590939478e-09,3.7006201781907437e-06,1.2385667021813189e-11,3.052549725783316e-06,8.1775765832908e-06,2.055242206509004e-06,4.153291959819922e-09,7.434725627123493e-05,5.470937933241766e-08,5.913516528227854e-08,4.06120295326101e-10,5.298256603835004e-12,9.965506624083565e-09,2.3878496141984166e-12,1.2989789243311309e-09,1.6169620062962074e-09
0.0009999999999999998,0.14419016470774265,3.76,0.0,0.5263329084285744,0.9999036761751969,8.154055160951815e-05,6.875841201518024e-08,7.74733545296518e-06,1.6185279556872827e-09,2.0580472366647407e-06,6.380978513500781e-12,2.966597055210436e-16,2.9515896702702355e-09,1.4511448782609814e-09,3.831739689866624e-06,1.2385551365329002e-11,3.1699859260907385e-06,8.503490730860786e-06,2.141967747923959e-06,4.273645161659254e-09,7.99520862552929e-05,5.7830899599631254e-08,6.609310118183016e-08,4.368344541367311e-10,5.5091638822279334e-12,1.079552968512077e-08,2.769164362549968e-12,1.4361929368202876e-09,1.8072801584393568e-09
0.001005366247870722,0.14419016470774265,3.76,0.0,0.5263319216075009,0.9999026807961782,8.244995135537459e-05,6.916978054386074e-08,7.789287119767628e-06,1.6185276893610185e-09,2.0704616116705313e-06,6.380971201503555e-12,2.9665936478365355e-16,2.957053685994183e-09,1.4511411183277039e-09,3.852316587099838e-06,1.23855331825662e-11,3.188472252079535e-06,8.554835888684614e-06,2.1556707219300976e-06,4.292605632011644e-09,8.085156033332393e-05,5.8333516900811025e-08,6.723483771254975e-08,4.417653698827684e-10,5.542390519445385e-12,1.0930009289921538e-08,2.8330894688244373e-12,1.458638805404463e-09,1.838510914814531e-09
0.0010449270020786911,0.144190162153124,3.76,0.0,0.5263244761573989,0.9998951729192505,8.932200782539734e-05,7.221555149995796e-08,8.098753906832212e-06,1.618525713179871e-09,2.1623791507572985e-06,6.380916182388561e-12,2.9665680082948247e-16,2.9975101644762765e-09,1.4511130757494276e-09,4.004011703031284e-06,1.238539887448365e-11,3.3252292463231104e-06,8.934998743259598e-06,2.2574724368637982e-06,4.43298847720377e-09,8.764999761487066e-05,6.214936478911808e-08,7.608358182292301e-08,4.790517371738116e-10,5.788401737255939e-12,1.1957992261556476e-08,3.340771577300261e-12,1.6319976284609512e-09,2.080568591695083e-09
0.0010844877562866603,0.14419015955359668,3.76,0.0,0.5263167289099826,0.9998873644709858,9.649120911181572e-05,7.528404953988417e-08,8.408573270045434e-06,1.6185237142720587e-09,2.2549852952888252e-06,6.380859218962335e-12,2.966541458387642e-16,3.038270191832771e-09,1.4510844622654216e-09,4.155705478957883e-06,1.2385264122866322e-11,3.4628162243168827e-06,9.318004211320201e-06,2.3606574846933452e-06,4.5744181236820356e-09,9.474479797134209e-05,6.616686881546507e-08,8.572059972378953e-08,5.179978998067575e-10,6.036250789360403e-12,1.30528123020937e-08,3.916947005394232e-12,1.8197053125188207e-09,2.344212541536236e-09
0.0011240485104946295,0.14419015691027504,3.76,0.0,0.5263086776661167,0.999879253333883,0.0001039597319732931,7.837477092176034e-08,8.718763231970377e-06,1.6185216923423098e-09,2.3482648438269215e-06,6.380800268731197e-12,2.9665139812717853e-16,3.0793271355520406e-09,1.4510552770991343e-09,4.307397867538201e-06,1.2385128953672985e-11,3.6012283203212315e-06,9.703789036968431e-06,2.465235765824741e-06,4.716871348986554e-09,0.00010213814299793313,7.039601615633713e-08,9.618571952156711e-08,5.586229378531666e-10,6.285896707280757e-12,1.42179962695113e-08,4.568001546567568e-12,2.02241416410826e-09,2.630538199055968e-09
0.0011636092647025987,0.14419015422431508,3.76,0.0,0.5263003202781191,0.9998708374432626,0.00011172970275737152,8.148719366838515e-08,9.02934220618414e-06,1.6185196470951332e-09,2.4422020411403366e-06,6.380739252909388e-12,2.9664855470718466e-16,3.120674120506795e-09,1.4510255196418618e-09,4.4590888211269425e-06,1.2384993393537694e-11,3.740460284200941e-06,1.0092287666429744e-05,2.571216939282938e-06,4.860324089189364e-09,0.00010983216423725722,7.484682737327118e-08,1.0751937374182371e-07,6.009465802166557e-10,6.5372970364851156e-12,1.5457241753631813e-08,5.300658856614689e-12,2.2407779710599216e-09,2.9406584206930496e-09
0.001203170018910568,0.14419015149691441,3.76,0.0,0.5262916546515591,0.9998621147890195,0.00011980319562809736,8.462077777667484e-08,9.340328989369657e-06,1.6185175782349838e-09,2.5367805844234037e-06,6.3806761784854015e-12,2.966456156832593e-16,3.1623040316612306e-09,1.4509951894581743e-09,4.610778291785701e-06,1.2384857469789502e-11,3.880506478950338e-06,1.0483432274021136e-05,2.6786104144026163e-06,5.004751448808767e-09,0.00011782894140581188,7.95293481077623e-08,1.1976257635218114e-07,6.449892807646681e-10,6.790407853261653e-12,1.677441757271726e-08,6.121982862126018e-12,2.4754510677168216e-09,3.2757029427751587e-09
0.0012427307731185371,0.14419014872931152,3.76,0.0,0.5262826787470309,0.9998530834173529,0.00012818223081583147,8.777496545568313e-08,9.651742752761212e-06,1.6185154854664312e-09,2.6319836303892494e-06,6.380611067794945e-12,2.9664258171622814e-16,3.20420951715191e-09,1.4509642862851772e-09,4.762466231294351e-06,1.2384721210419867e-11,4.021360878606445e-06,1.0877152791756274e-05,2.7874253426273706e-06,5.150127711314816e-09,0.00012613050064212394,8.445364045683122e-08,1.3295689840755537e-07,6.907722992042633e-10,7.045183783944866e-12,1.8173564124894923e-08,7.039379418089861e-12,2.727087373361219e-09,3.6368178068453948e-09
0.0012822915273265063,0.14419014592278562,3.76,0.0,0.5262733905819027,0.999843741432462,0.0001368687728920757,9.094918139348682e-08,9.96360303294912e-06,1.6185133684943286e-09,2.7277938032332593e-06,6.380543892500605e-12,2.9663945164625965e-16,3.2463829917508564e-09,1.4509328100317114e-09,4.914152591162812e-06,1.2384584644049966e-11,4.1630170665584595e-06,1.1273376942567341e-05,2.8976706094306055e-06,5.2964263514966305e-09,0.0001347388127794061,8.962977404291714e-08,1.4714444234434856e-07,7.383177866595242e-10,7.301578026482381e-12,1.9658893590000945e-08,8.060597180883628e-12,2.9963394057747367e-09,4.0251647528262256e-09
0.0013218522815344755,0.14419014307865569,3.76,0.0,0.5262637882320353,0.9998340869982161,0.00014586472907209498,9.414283305277472e-08,1.0275929722044534e-05,1.6185112270239786e-09,2.8241932034682974e-06,6.3804746193855286e-12,2.9663622414182974e-16,3.2888166407141436e-09,1.4509007607808437e-09,5.065837322643106e-06,1.2384447799926569e-11,4.305468234263894e-06,1.1672030277150817e-05,3.009354826371257e-06,5.4436200491200365e-09,0.0001436557916455003,9.506781678905105e-08,1.6236781494012814e-07,7.876488759285554e-10,7.559542374346063e-12,2.1234789976747805e-08,9.193727661552358e-12,3.2838572716091135e-09,4.441920580445432e-09
0.0013614130357424447,0.14419014019828016,3.76,0.0,0.5262538698334722,0.9998241183397866,0.00015517194754813063,9.735531099519099e-08,1.0588743057204648e-05,1.6185090607613167e-09,2.921163417634656e-06,6.380403245860768e-12,2.9663289897831545e-16,3.33150242401267e-09,1.4508681387918599e-09,5.217520376741817e-06,1.2384310707913991e-11,4.4487071803826154e-06,1.207303621444935e-05,3.1224863232976455e-06,5.591680703778861e-09,0.00015288329239289804,1.0077782540972032e-07,1.7867009895320547e-07,8.38789776394732e-10,7.819027242795001e-12,2.290580900983991e-08,1.0447204432685482e-11,3.5902876352123463e-09,4.888276479287893e-09
0.001400973789950414,0.14419013728305594,3.76,0.0,0.5262436335840919,0.9998138337452444,0.0001647922158560345,1.0058598923443537e-07,1.0902063609521857e-05,1.6185068694130855e-09,3.0186855288829633e-06,6.380329770782353e-12,2.966294759873494e-16,3.3744320809423416e-09,1.4508349445000324e-09,5.369201704233008e-06,1.2384173398467715e-11,4.592726310338584e-06,1.2476316085761837e-05,3.2370731407128857e-06,5.740579451144992e-09,0.0001624231098616656,1.0676983563023905e-07,1.9609482346493898e-07,8.917658735310264e-10,8.079981697485334e-12,2.467667785209671e-08,1.182980146826676e-11,3.9162726677959606e-09,5.3654373280306256e-09
0.0014405345441583831,0.14419013433441788,3.76,0.0,0.5262330777452259,0.999803231567115,0.00017472725927814817,1.0383422561785512e-07,1.121591227228415e-05,1.6185046526870199e-09,3.1167401284231404e-06,6.380254175671417e-12,2.96625954380745e-16,3.4175971351134636e-09,1.4508011785165211e-09,5.520881255671493e-06,1.2384035902609566e-11,4.737517636317239e-06,1.2881789182452932e-05,3.353123022315154e-06,5.890286680540179e-09,0.00017227697697809837,1.1305385214991545e-07,2.1468593295653407e-07,9.466038328974968e-10,8.34235348540797e-12,2.655229465721081e-08,1.3350630595303606e-11,4.262448979074956e-09,5.874620963623032e-09
0.0014800952983663523,0.14419013135383793,3.76,0.0,0.5262222006432359,0.9997923102238946,0.00018497873928520806,1.0709936223620031e-07,1.1530310248615897e-05,1.6185024102920365e-09,3.2153073278301215e-06,6.380176443058798e-12,2.9662233341112064e-16,3.4609888998166952e-09,1.450766841629224e-09,5.6725589814064715e-06,1.2383898251911695e-11,4.883072777705692e-06,1.3289372807223238e-05,3.4706434077259588e-06,6.040772053787329e-09,0.00018244656319188718,1.1963983836534844e-07,2.3448775515604585e-07,1.0033317085072716e-09,8.606089068128939e-12,2.853772794906099e-08,1.5019138035852318e-11,4.6294465336206705e-09,6.4170574212565985e-09
0.0015196560525743215,0.14419012834282424,3.76,0.0,0.5262110006710471,0.9997810682015164,0.00019554825202001153,1.1038072586120141e-07,1.184527903850886e-05,1.6185001419384125e-09,3.3143667721960506e-06,6.380096566239554e-12,2.9661861272322656e-16,3.5045984837591276e-09,1.4507319348031482e-09,5.824234831595502e-06,1.2383760478477059e-11,5.029382961982472e-06,1.3698982328897121e-05,3.589641425419356e-06,6.192004525356382e-09,0.00019293347295453502,1.2653770587057544e-07,2.555449676928424e-07,1.0619790554185653e-09,8.871133657304284e-12,3.0638215823630914e-08,1.684510002237041e-11,5.01788755421084e-09,6.993988145992911e-09
0.0015592168067822907,0.14419012530292,3.76,0.0,0.5261994762896373,0.9997695040547733,0.00020643732682554502,1.1367762841055317e-07,1.216084042525456e-05,1.6184978473379842e-09,3.4138976541168056e-06,6.380014537906051e-12,2.9661479194477206e-16,3.5484167971645992e-09,1.4506964591799355e-09,5.975908756218864e-06,1.2383622614913308e-11,5.1764390260629905e-06,1.4110531240677496e-05,3.71012388586488e-06,6.343952363778959e-09,0.00020373924424172763,1.3375730375158926e-07,2.7790256359982167e-07,1.1225770463880147e-09,9.13743125243663e-12,3.2859164969800145e-08,1.8838617474672343e-11,5.428385414540275e-09,7.606665176979455e-09
0.00159877756099026,0.14419012223570277,3.76,0.0,0.5261876260294776,0.9997576164086869,0.0002176474248202357,1.1698936743979595e-07,1.2477016461291202e-05,1.618495526204336e-09,3.51387872849786e-06,6.379930345231449e-12,2.9661087050950154e-16,3.592434558232897e-09,1.450660416077359e-09,6.127580705094254e-06,1.2383484694307238e-11,5.324231418105748e-06,1.4523931221804883e-05,3.832097274896731e-06,6.49658317430319e-09,0.00021486534712232569,1.413084076940042e-07,3.016058157084949e-07,1.1851585923924195e-09,9.404924680832486e-12,3.5206149505627724e-08,2.1010109729834242e-11,5.861543523775493e-09,8.256350305285357e-09
0.001638338315198229,0.14419011914278332,3.76,0.0,0.526175448491922,0.9997454039598247,0.00022917993752293657,1.2031522666049247e-07,1.2793829453480524e-05,1.6184931782529968e-09,3.6142883281615235e-06,6.379843976863538e-12,2.96606847909111e-16,3.636642299950364e-09,1.4506238069889932e-09,6.279250627891806e-06,1.2383346750201418e-11,5.472750199783301e-06,1.4939092202546005e-05,3.955567747321554e-06,6.649863922765875e-09,0.0002263131823765949,1.4920070892387298e-07,3.2670023998682764e-07,1.2497584667971828e-09,9.673555639711846e-12,3.768490962713492e-08,2.3370307318439125e-11,6.317954205550103e-09,8.944314206490506e-09
0.0016778990694061983,0.14419011602580442,3.76,0.0,0.5261629423505431,0.9997328654775627,0.00024103618553018803,1.236544764840179e-07,1.3111301947831625e-05,1.6184908032016329e-09,3.715104380235287e-06,6.379755425340956e-12,2.966027237803393e-16,3.681030377242288e-09,1.4505866335835323e-09,6.4309184741494204e-06,1.2383208816568611e-11,5.621985049020939e-06,1.535592243242729e-05,4.080541120776776e-06,6.8037609606499644e-09,0.00023808408016622558,1.574438030025785e-07,3.532315578735101e-07,1.316413432923785e-09,9.943264740415144e-12,4.0301350066947165e-08,2.5930243783861884e-11,6.798197574079828e-09,9.671835549238355e-09
