Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11)
9.027287778626102e-10,0.14092922839655467,3.76,0.0,1.0023374430111065,0.9998638995921442,2.0154230788954967e-16,7.395786726685544e-14,1.900513007278833e-08,1.8961343442234072e-08,1.0120780567729523e-09,3.151133434049897e-15,1.594181508281082e-15,4.350534656335464e-11,4.347279337205048e-11,1.5318595084813666e-13,1.3284843322053772e-13,1.0128317574208429e-09,8.05709145764792e-13,5.606406911146623e-12,1.6072210735124303e-13,5.343771648774128e-14,1.3512191627857222e-13,9.261354676725323e-21,1.609727605795979e-19,2.961866859999828e-15,8.4857273558173e-19,1.3408554094867683e-23,5.513339328351787e-12,5.81484863342697e-22,1.3961949964436974e-26,2.7820697846595427e-18,4.731933369658798e-19,0.0001360993503735561,4.766166782428533e-31,1.6417239819122162e-22,5.277189400886848e-22,1.8111926092642415e-19,4.044718628033932e-16,7.638218957374068e-26,3.7250571748363543e-34,4.539464777945255e-29,6.927623577323063e-31,4.009972056860011e-17,6.644053327654784e-31,2.2145427451086673e-30,1.1246324762091567e-20,9.782358984107371e-29,2.66358877557864e-21,9.146660354181018e-32,1.9431341497527786e-21,6.437107089658645e-16
9.196564201743491e-10,0.14092922840527256,3.76,0.0,1.0023374426356275,0.9998638947172793,2.1403874886585852e-16,7.717731402777137e-14,1.9361508526421094e-08,1.9316064909453657e-08,1.0310442649567977e-09,3.286245958559526e-15,1.6298417815695995e-15,4.514858587811745e-11,4.511417940133729e-11,1.6195449654804995e-13,1.4007636537643835e-13,1.0318239644149875e-09,8.361128377094046e-13,5.715118340180369e-12,1.672177489541662e-13,5.5477806373141013e-14,1.4023288278852605e-13,9.745835799060284e-21,1.6717199622291986e-19,3.0565418446279044e-15,8.972487089842194e-19,1.4176113484728756e-23,5.616722958285612e-12,6.124204521895197e-22,1.5027093113447458e-26,2.8952252182456563e-18,4.829167079650815e-19,0.00013610420455702202,5.1328107579901995e-31,1.7357367787755014e-22,5.580078430581508e-22,1.880242538921321e-19,4.120970332518237e-16,8.2202936821176e-26,3.972181545280406e-34,4.80071309955682e-29,7.375811130138246e-31,4.185422175072213e-17,7.028133202106469e-31,2.396638647056293e-30,1.1890302879822135e-20,1.0343354089925638e-28,2.717104802926886e-21,9.850315503956805e-32,2.0443241998076775e-21,6.680780336581296e-16
9.36584062486088e-10,0.14092922841399042,3.76,0.0,1.0023374422601483,0.9998638905424027,2.2707449330487093e-16,8.047988708891714e-14,1.9717887063279832e-08,1.967075569552467e-08,1.0500101580812153e-09,3.424283827213219e-15,1.6655085395793371e-15,4.682214923767688e-11,4.6785820744685714e-11,1.7105099226150664e-13,1.4754883737050816e-13,1.0508161863292087e-09,8.670760624266168e-13,5.824029071433091e-12,1.7385692875003358e-13,5.755659460381532e-14,1.4543857261877759e-13,1.024677448140789e-20,1.734943431062398e-19,3.1521681542626174e-15,9.477514188105555e-19,1.4972403979788686e-23,5.720106569698083e-12,6.444298802666886e-22,1.6151622817703582e-26,3.0106521417507604e-18,4.926431035441459e-19,0.00013610835872083298,5.520227849988098e-31,1.8332687247551535e-22,5.894357370531158e-22,1.950602360148862e-19,4.197246112124576e-16,8.834748644310591e-26,4.23035119706812e-34,5.07184747175841e-29,7.845623233927243e-31,4.364762938687958e-17,7.426725454927677e-31,2.5901411358864897e-30,1.2558383957842858e-20,1.0925444626825715e-28,2.7706221383240918e-21,1.059374896590464e-31,2.1486250838946956e-21,6.928980373080411e-16
9.53511704797827e-10,0.14092922842270827,3.76,0.0,1.0023374418846684,0.9998638869665658,2.406633587790339e-16,8.386643174407536e-14,2.0074265686158117e-08,2.002541580309998e-08,1.0689757428087036e-09,3.565247264671166e-15,1.701180870224306e-15,4.852602924011234e-11,4.8487708769115474e-11,1.8048142695875765e-13,1.5526904465281254e-13,1.069808423460965e-09,8.985986318246727e-13,5.933142748721584e-12,1.8064047585023337e-13,5.967410048946749e-14,1.5073897754674647e-13,1.07644424976541e-20,1.7994024065489292e-19,3.2487264145225475e-15,1.0001144852857926e-18,1.5797952409969055e-23,5.823490162598058e-12,6.77531493991105e-22,1.733766815355551e-26,3.1283505150411425e-18,5.023725221344201e-19,0.0001361119138137825,5.929189380586467e-31,1.9343842622498641e-22,6.220237665842387e-22,2.0222730592361607e-19,4.2735464586876234e-16,9.482738748287871e-26,4.499822517051485e-34,5.353055711140745e-29,8.337814838429972e-31,4.5479954059161476e-17,7.8401023026485965e-31,2.795553840962251e-30,1.3251009216908624e-20,1.152902539265148e-28,2.8241407803305983e-21,1.137842761888683e-31,2.25606286794312e-21,7.181707201625375e-16
9.704393471095658e-10,0.14092922843142616,3.76,0.0,1.0023374415091886,0.9998638839033765,2.548193026355556e-16,8.733779301452819e-14,2.0430644397885596e-08,2.038004523483231e-08,1.087941025835077e-09,3.709136432077321e-15,1.736857959411025e-15,5.026021848436874e-11,5.0219834843447207e-11,1.9025178790112138e-13,1.6324014491309407e-13,1.0888006761058716e-09,9.306803580704553e-13,6.042463014973166e-12,1.875692190976919e-13,6.183034295875478e-14,1.5613408935017927e-13,1.1299111613723476e-20,1.8651013628773305e-19,3.346197645692627e-15,1.0543715258802672e-18,1.6653285554635026e-23,5.9268737369943845e-12,7.117436475300252e-22,1.8587393018471647e-26,3.248320297680649e-18,5.121049624756232e-19,0.0001361149562273612,6.36048077500333e-31,2.0391478224486261e-22,6.557930829198357e-22,2.095255622323687e-19,4.349871863905157e-16,1.0165437456200739e-25,4.780852158721452e-34,5.644525911609362e-29,8.85316040022473e-31,4.735120541386059e-17,8.268536219280236e-31,3.013393998808436e-30,1.3968619796040432e-20,1.2154491653969233e-28,2.877660727733793e-21,1.2205844651521134e-31,2.3666628871057927e-21,7.438960824756253e-16
9.999999999999999e-10,0.14092922844886185,3.76,0.0,1.002337440853489,0.9998638795686076,2.8094185255967146e-16,9.360572583410291e-14,2.105298689266229e-08,2.099925919920928e-08,1.1210592967195051e-09,3.967425279132397e-15,1.7991699536553827e-15,5.336128103610849e-11,5.331712009960938e-11,2.0814675628928118e-13,1.7777097981840446e-13,1.1219667852597724e-09,9.880447600540195e-13,6.2338747111207945e-12,2.000194967698272e-13,6.568872045159707e-14,1.6578261966142008e-13,1.2274382521712836e-20,1.982818161868726e-19,3.518544912541159e-15,1.153762565126861e-18,1.8219947929243824e-23,6.1074118858036606e-12,7.742061253645984e-22,2.092908225107485e-26,3.4632694352880672e-18,5.29107914955074e-19,0.00013611925464124136,7.169589914429474e-31,2.2310364399416316e-22,7.176602542880997e-22,2.22585338645031e-19,4.483220078812869e-16,1.1444438549186741e-25,5.3000980933000014e-34,6.17869038996817e-29,9.811016809038647e-31,5.0712330846843416e-17,9.053630567920883e-31,3.425205007777272e-30,1.5283012857175176e-20,1.3300405087379417e-28,2.971125458115328e-21,1.3757806611876032e-31,2.5674592367527792e-21,7.899056375479206e-16
1.0042946317330437e-09,0.14092922844886185,3.76,0.0,1.0023374407582277,0.9998638790306186,2.8488895348815737e-16,9.453834412530408e-14,2.1143402099384373e-08,2.1089212081378266e-08,1.1258707137331846e-09,4.005692322141503e-15,1.8082235877704173e-15,5.3819495098588646e-11,5.377476662619222e-11,2.1083622902395525e-13,1.7994746886695786e-13,1.1267852291097668e-09,9.965205310727042e-13,6.2617378816279926e-12,2.018656080643747e-13,6.62591115056493e-14,1.672084006963156e-13,1.2420540171696595e-20,2.000237514317092e-19,3.5438050277280266e-15,1.1687019854750138e-18,1.845541285531675e-23,6.1336408303115074e-12,7.835730296047113e-22,2.1286710239999213e-26,3.495073928075636e-18,5.315789045776852e-19,0.00013611978734053687,7.293265366057681e-31,2.2598766799475807e-22,7.2696021495624525e-22,2.2451602843222757e-19,4.502599816410875e-16,1.1639746834000614e-25,5.37861425887836e-34,6.259005979221628e-29,9.956510885142391e-31,5.1210522642047523e-17,9.171666414159357e-31,3.4884946334208735e-30,1.548056106400251e-20,1.3472664146415211e-28,2.9847045347581902e-21,1.3994998129548157e-31,2.5974474084332675e-21,7.967048465287176e-16
1.0347643878941737e-09,0.14092922846455397,3.76,0.0,1.002337440082362,0.9998638757618187,3.140339276426605e-16,1.0131738463152536e-13,2.1784884363707562e-08,2.172735735849585e-08,1.1600064688715083e-09,4.282599161615275e-15,1.8724624186170353e-15,5.712642742955394e-11,5.707753281072575e-11,2.305848030216898e-13,1.9587303420627955e-13,1.1609713828043322e-09,1.057687124187441e-12,6.45982832350981e-12,2.1523723841713026e-13,7.037766468718319e-14,1.7749909594447766e-13,1.3490695842599485e-20,2.1261473057586642e-19,3.724591428420682e-15,1.2784139843084576e-18,2.0184474783896033e-23,6.319731151103233e-12,8.52201808108609e-22,2.395629622922261e-26,3.724920005483597e-18,5.491157785514928e-19,0.00013612301855280064,8.217307737865423e-31,2.471655035181773e-22,7.952629630749982e-22,2.38457094494596e-19,4.640145604176852e-16,1.309747795954917e-25,5.958709255305778e-34,6.849026707962484e-29,1.1036894141694617e-30,5.481711833708659e-17,1.003871733338442e-30,3.964060376807572e-30,1.693118184529552e-20,1.473784312808754e-28,3.081048416480799e-21,1.5766919690327961e-31,2.816208057134119e-21,8.457809006164656e-16
1.0645235325681166e-09,0.14092922847988013,3.76,0.0,1.0023374394222577,0.9998638733329813,3.4448779166024653e-16,1.0821622907009048e-13,2.2411406388142503e-08,2.2350523998581786e-08,1.1933452726814297e-09,4.562198594470391e-15,1.935209115529004e-15,6.045091846651616e-11,6.039771383541287e-11,2.510254802134695e-13,2.1225751455229785e-13,1.1943603045809695e-09,1.1191731819373546e-12,6.653999531621977e-12,2.287635184362207e-13,7.452158304797791e-14,1.878458691950239e-13,1.459313265308961e-20,2.2530692072539184e-19,3.903749325676393e-15,1.3919938471790353e-18,2.1974247447117008e-23,6.501481441138432e-12,9.229783648367669e-22,2.679668689497721e-26,3.956508947214077e-18,5.66253099973071e-19,0.00013612541058114947,9.202012337552047e-31,2.6908675957737335e-22,8.6598418077505e-22,2.524847946758182e-19,4.77456929369191e-16,1.4648135269822137e-25,6.565276258595227e-34,7.460209706207462e-29,1.217697973564406e-30,5.846145863941463e-17,1.0936727898198862e-30,4.475758009050255e-30,1.843271355779159e-20,1.604790178649934e-28,3.1751494497691228e-21,1.7654686941915078e-31,3.040105497624019e-21,8.95128185489718e-16
1.0942826772420595e-09,0.1409292284952062,3.76,0.0,1.002337438762152,0.999863871476406,3.7698795404539726e-16,1.1539431715191265e-13,2.3037928747217742e-08,2.29735958845396e-08,1.2266832822797469e-09,4.8508400730502046e-15,1.997959556369933e-15,6.386893441885429e-11,6.381117488477656e-11,2.7263796672021437e-13,2.2947859626664677e-13,1.2277492801991943e-09,1.1823836034087686e-12,6.848882999079161e-12,2.427553256633109e-13,7.878557812650662e-14,1.984851803618722e-13,1.575362143925323e-20,2.3839202830836783e-19,4.085372903474104e-15,1.5121084555603417e-18,2.3866747064508884e-23,6.683231674164922e-12,9.975598099813112e-22,2.988040332962566e-26,4.195117157321068e-18,5.833997480733729e-19,0.0001361272302505707,1.0272737379723596e-30,2.9226599355690357e-22,9.40785554906761e-22,2.669199419711539e-19,4.909080385818517e-16,1.6331261944355053e-25,7.21278502433708e-34,8.10694324809278e-29,1.3405906472598983e-30,6.22262497968072e-17,1.1886815930337066e-30,5.0374338960896e-30,2.0020400796013227e-20,1.743365087865519e-28,3.2692545022885662e-21,1.9706835989927646e-31,3.2742367120122806e-21,9.45874543748165e-16
1.1240418219160024e-09,0.14092922851053236,3.76,0.0,1.0023374381020458,0.9998638700552712,4.116162697593105e-16,1.228562285068612e-13,2.3664451457781988e-08,2.359657303077537e-08,1.2600205354395315e-09,5.1485227726561315e-15,2.0607119419258315e-15,6.738043511482734e-11,6.731786914213223e-11,2.954547201179428e-13,2.4755188856192014e-13,1.2611383112215927e-09,1.2473173793912402e-12,7.044498481035451e-12,2.5721715197616357e-13,8.316973783623164e-14,2.094169847911093e-13,1.6973638552289975e-20,2.518728284976748e-19,4.269374574015531e-15,1.6389403463111955e-18,2.5864833764905921e-23,6.864981850230752e-12,1.0760462076956282e-21,3.3220679113385383e-26,4.440744410708693e-18,6.005557214662821e-19,0.0001361286143828882,1.1434358372277192e-30,3.167381660962167e-22,1.019782303205773e-21,2.8176307156531507e-19,5.043681546262806e-16,1.8154018549118648e-25,7.902638811750803e-34,8.790261970016213e-29,1.4728792470193964e-30,6.611151915524113e-17,1.2890472227002868e-30,5.652516977389771e-30,2.1696636989285837e-20,1.8897260632938513e-28,3.3633635713209456e-21,2.1932613776989934e-31,3.5187106804742674e-21,9.980199770709015e-16
1.1538009665899453e-09,0.1409292285258584,3.76,0.0,1.0023374374419383,0.9998638689655623,4.484559249003339e-16,1.306065401789462e-13,2.429097453699214e-08,2.4219455451693252e-08,1.293357070228791e-09,5.455245657400875e-15,2.1234647991574953e-15,7.098538039250396e-11,7.091774980886691e-11,3.19508181691582e-13,2.6649267616700623e-13,1.2945273992060781e-09,1.3139735032363029e-12,7.240865724158706e-12,2.721534866957094e-13,8.76741471130115e-14,2.20641237834503e-13,1.8254660304711966e-20,2.6575217256776257e-19,4.455669864113761e-15,1.7726720293696925e-18,2.7971367242390216e-23,7.0467319693839636e-12,1.1585376981712559e-21,3.683106887651e-26,4.693390481933772e-18,6.177210191145895e-19,0.0001361296669921355,1.2691885414192643e-30,3.4253822755296223e-22,1.1030897093213177e-21,2.970147185085629e-19,5.178375439431405e-16,2.0123735814153712e-25,8.636242313238237e-34,9.511203472610931e-29,1.615097381495222e-30,7.011729094312932e-17,1.3949189737968532e-30,6.324580787842891e-30,2.3463814817669418e-20,2.0440906840245455e-28,3.4574766543960366e-21,2.434151829774335e-31,3.773630656628619e-21,1.0515644872024029e-15
1.1835601112638882e-09,0.1409292285411845,3.76,0.0,1.0023374367818296,0.9998638681278845,4.87591435952473e-16,1.38649826628896e-13,2.491749800230688e-08,2.484224316169546e-08,1.3266929250050346e-09,5.7710075192896934e-15,2.1862169209401664e-15,7.468373009995281e-11,7.461077010451585e-11,3.448307764412702e-13,2.8631592574772897e-13,1.3279165457068896e-09,1.3823509708726135e-12,7.438004466632643e-12,2.8756881658722176e-13,9.229888802672482e-14,2.3215789484973606e-13,1.9598162977575602e-20,2.8003298784789726e-19,4.6441773047275544e-15,1.9134859876951852e-18,3.018920676551152e-23,7.2284820316725775e-12,1.2451344980275746e-21,4.072544616475457e-26,4.95305514533371e-18,6.348956402014856e-19,0.0001361304674737834,1.4050463161487154e-30,3.697011180854305e-22,1.190823123080644e-21,3.126754177181984e-19,5.313164728433035e-16,2.2247913329955337e-25,9.41500151119481e-34,1.0270808380417693e-28,1.767801055097029e-30,7.424358684651604e-17,1.5064463531750705e-30,7.057346247452763e-30,2.53243262180364e-20,2.206677105758736e-28,3.5515937492078646e-21,2.6943298600007265e-31,4.039094378819837e-21,1.1065080759523445e-15
1.2133192559378311e-09,0.14092922855651055,3.76,0.0,1.0023374361217194,0.9998638674817215,5.291086490346794e-16,1.469906597365805e-13,2.5544021871480357e-08,2.5464936175182202e-08,1.3600281384096786e-09,6.095807009136284e-15,2.2489673183931937e-15,7.847544409540885e-11,7.8396883266819e-11,3.7145491308868517e-13,3.0703629219492595e-13,1.3613057522752926e-09,1.4524487808205008e-12,7.63593443815897e-12,3.0346762586143516e-13,9.704403988874226e-14,2.439669112005827e-13,2.1005622827770594e-20,2.9471827767572525e-19,4.834818324606667e-15,2.061564677223258e-18,3.252121118654735e-23,7.410232037144615e-12,1.3359369007050007e-21,4.4918001320557405e-26,5.219738175089103e-18,6.520795840688813e-19,0.00013613107634396248,1.5515370789843245e-30,3.982617677356509e-22,1.2830979607556571e-21,3.28745703980063e-19,5.448052075080083e-16,2.4534218255865665e-25,1.0240323551847663e-33,1.1070120401613767e-28,1.9315692674657284e-30,7.849042646409651e-17,1.6237790768354013e-30,7.854684461924096e-30,2.728056239019375e-20,2.377704081129195e-28,3.645714853582156e-21,2.974795480269951e-31,4.315194273505257e-21,1.1628507451954685e-15
1.243078400611774e-09,0.1409292285718366,3.76,0.0,1.0023374354616084,0.9998638669811514,5.730947391508352e-16,1.556336088033211e-13,2.61705461625561e-08,2.6087534506551622e-08,1.3933627493623979e-09,6.429642661667921e-15,2.3117151821693502e-15,8.236048224742296e-11,8.2276042551765e-11,3.994129840833921e-13,3.2866812478694655e-13,1.3946950204601026e-09,1.5242659342060317e-12,7.834675359959547e-12,3.198543961756294e-13,1.0190967935555084e-13,2.560682422570496e-13,2.2478516095362584e-20,3.0981112135114824e-19,5.027517147751667e-15,2.2170905268299486e-18,3.497023895080062e-23,7.591981985848077e-12,1.431045276861459e-21,4.942323937937063e-26,5.493439345264388e-18,6.692728501779129e-19,0.00013613153952418274,1.7092021954168582e-30,4.282550965131052e-22,1.380029705331618e-21,3.4522611195005003e-19,5.583040139890232e-16,2.699048404001308e-25,1.1113616632566428e-33,1.1910186387796797e-28,2.107004613533478e-30,8.285782767671605e-17,1.7470670675878183e-30,8.720619534135632e-30,2.933491380304633e-20,2.5573909799814753e-28,3.739839965452989e-21,3.276573812998763e-31,4.6020176513168076e-21,1.2205924968714746e-15
1.272837545285717e-09,0.14092922858716267,3.76,0.0,1.0023374348014955,0.99986386659136,6.196382094403771e-16,1.6458324055411798e-13,2.6797070893860916e-08,2.6710038170199814e-08,1.426696797055502e-09,6.772512916569605e-15,2.3744598500059156e-15,8.633880443499957e-11,8.624820123362637e-11,4.2873736560920233e-13,3.5122547323274864e-13,1.4280843518081087e-09,1.5978014347746543e-12,8.034246944778591e-12,3.3673360663469087e-13,1.0689588052879794e-13,2.6846184339549263e-13,2.4018319010985925e-20,3.253146740904997e-19,5.2222006944255186e-15,2.3802459383024234e-18,3.753914810593163e-23,7.77373187783096e-12,1.5305600747719447e-21,5.425597798064679e-26,5.774158429847816e-18,6.864754380696515e-19,0.00013613189182911842,1.8785964745371956e-30,4.597160144790154e-22,1.481733906777794e-21,3.621171761556251e-19,5.718131582088065e-16,2.962470915039439e-25,1.2036289899860825e-33,1.2792056393822142e-28,2.2947338841530636e-30,8.734580695709994e-17,1.876460453052079e-30,9.659331386514296e-30,3.148977020079888e-20,2.745957809617088e-28,3.83396908283265e-21,3.6007150961217075e-31,4.899646896302477e-21,1.2797333329849264e-15
1.3025966899596598e-09,0.14092922860248872,3.76,0.0,1.002337434141382,0.9998638662858541,6.688288904295398e-16,1.7384411913980205e-13,2.7423596083999008e-08,2.733244718052075e-08,1.460030320948342e-09,7.124416136022282e-15,2.4372007796815634e-15,9.041037054772307e-11,9.031331260498723e-11,4.594604175905416e-13,3.7472209359728293e-13,1.4614737478644168e-09,1.6730542889044265e-12,8.234668896884884e-12,3.541097337921536e-13,1.1200271505185725e-13,2.811476699987117e-13,2.5626507803285813e-20,3.412321669810273e-19,5.418798485614609e-15,2.5512132863152284e-18,4.0230796311323885e-23,7.955481713141247e-12,1.6345818207311196e-21,5.943134529346158e-26,6.061895202784232e-18,7.036873473328536e-19,0.00013613215975136065,2.0602881644485243e-30,4.926794218311946e-22,1.588326182320007e-21,3.794194309973569e-19,5.853329059606695e-16,3.2445055817064424e-25,1.3009753356992967e-33,1.3716783737693883e-28,2.4954086672977672e-30,9.195437962798506e-17,2.012109563995843e-30,1.067515859459309e-29,3.374752060919575e-20,2.9436252349985697e-28,3.928102203786064e-21,3.948294689665269e-31,5.208159648544066e-21,1.340273255605171e-15
1.3323558346336027e-09,0.14092922861781476,3.76,0.0,1.002337433481267,0.9998638660444186,7.207579392832208e-16,1.8342080613911552e-13,2.805012175184616e-08,2.7954761551906304e-08,1.4933633607617465e-09,7.48535061892916e-15,2.499937527079914e-15,9.457514048587335e-11,9.447132997676327e-11,4.916144836988278e-13,3.9917145410934835e-13,1.4948632101726975e-09,1.7500235056188406e-12,8.435960912074032e-12,3.7198725165122036e-13,1.1723025220296578e-13,2.941256774560256e-13,2.7304558706409e-20,3.575669069356874e-19,5.6172425508914744e-15,2.730174918411801e-18,4.3048040847482627e-23,8.13723149182691e-12,1.7432111194589153e-21,6.496477795691454e-26,6.356649437992658e-18,7.209085775871225e-19,0.00013613236350709909,2.2548589474186798e-30,5.271802089894538e-22,1.6999222167150712e-21,3.971334107504564e-19,5.988635229089416e-16,3.5459848785522214e-25,1.4035417780684228e-33,1.4685425060510102e-28,2.7097059498387802e-30,9.668356007150705e-17,2.154164932950286e-30,1.1772601232126144e-29,3.611055334179778e-20,3.150614598915926e-28,4.022239326418875e-21,4.320413083923713e-31,5.527628980243027e-21,1.4022122668662762e-15
1.3621149793075456e-09,0.14092922863314078,3.76,0.0,1.0023374328211505,0.9998638658516571,7.755178390574518e-16,1.9331786056073027e-13,2.8676647916544054e-08,2.8576981298746193e-08,1.5266959564725e-09,7.855314612348535e-15,2.5626697285603923e-15,9.883307416053196e-11,9.872220667821604e-11,5.252318913588557e-13,4.245867408536775e-13,1.5282527402753632e-09,1.828708096599262e-12,8.638142677670726e-12,3.9037063166576766e-13,1.225785589850338e-13,3.073958211633278e-13,2.905394796754229e-20,3.7432227664825585e-19,5.817467339577865e-15,2.9173131549904353e-18,4.59937386254654e-23,8.318981213935914e-12,1.8565486545090848e-21,7.087201903527733e-26,6.658420909373508e-18,7.38139128476538e-19,0.00013613251849187643,2.4629039347845434e-30,5.6325325668155e-22,1.8166377625270796e-21,4.1525964956632597e-19,6.124052745891341e-16,3.867757408125002e-25,1.511469464594391e-33,1.569904038646273e-28,2.9383287199009254e-30,1.0153336189747425e-16,2.3027772930628982e-30,1.2956323728038866e-29,3.8581256006295666e-20,3.367147942114318e-28,4.116380448873352e-21,4.718195909239247e-31,5.858123565469197e-21,1.4655503689669707e-15
1.3918741239814885e-09,0.14092922864846677,3.76,0.0,1.0023374321610323,0.999863865695888,8.332023979524486e-16,2.03539838845215e-13,2.9303174597494682e-08,2.919910643542802e-08,1.560028148307894e-09,8.234306320840613e-15,2.6253970865455704e-15,1.0318413149368083e-10,1.0306589605696252e-10,5.603449517551836e-13,4.5098086335038787e-13,1.5616423397137069e-09,1.90910707619701e-12,8.841233872531044e-12,4.0926434274134053e-13,1.2804770021227745e-13,3.2095805652313214e-13,3.0876151854496903e-20,3.915017345487539e-19,6.019409635061387e-15,3.1128102892935404e-18,4.907074619634301e-23,8.500730879516208e-12,1.974695188680604e-21,7.71691159877076e-26,6.967209390814477e-18,7.553789996644031e-19,0.00013613263638733675,2.685031661625894e-30,6.009334360296561e-22,1.938588640405466e-21,4.337986814741164e-19,6.259584264081072e-16,4.210687778524411e-25,1.6248996057757508e-33,1.6758693182891354e-28,3.182006569791729e-30,1.0650379808094018e-16,2.4580975771835606e-30,1.4231157735404608e-29,4.116201551085804e-20,3.5934480233832675e-28,4.210525569323133e-21,5.1427939473733565e-31,6.19970784385448e-21,1.5302875641705989e-15
1.4513924133293743e-09,0.1409292286791188,3.76,0.0,1.002337430840792,0.9998638654624207,9.577273471501883e-16,2.2497677993597957e-13,3.055622958703141e-08,3.044307293585701e-08,1.6266914824824245e-09,9.019365530682688e-15,2.750836347442861e-15,1.1216545687841516e-10,1.1203152632861417e-10,6.351871943321513e-13,5.067559032879249e-13,1.6284217527575689e-09,2.0750442720688815e-12,9.25022322313772e-12,4.4860062096199004e-13,1.393487348066552e-13,3.489586238435961e-13,3.474490872616758e-20,4.271471270504559e-19,6.428205064808812e-15,3.529610288221557e-18,5.563011517817411e-23,8.864230041282429e-12,2.2258187043045423e-21,9.099857728237337e-26,7.605836479405878e-18,7.898867016449563e-19,0.00013613279381763922,3.174036558725726e-30,6.812546266782918e-22,2.198660017070727e-21,4.721172600802313e-19,6.530999914475787e-16,4.963559777679633e-25,1.868832373427607e-33,1.90203826331137e-28,3.7175825222511986e-30,1.1680662286337646e-16,2.7894666432833583e-30,1.707434034954156e-29,4.666324921365095e-20,4.076243145679698e-28,4.39882779701701e-21,6.077164629659846e-31,6.91638299367308e-21,1.6639592432628479e-15
1.5109107026772601e-09,0.1409292287097708,3.76,0.0,1.0023374295205454,0.9998638652955375,1.0951097270135793e-15,2.4776802964615383e-13,3.1809286880674074e-08,3.1686661168250766e-08,1.6933536899121648e-09,9.840513297601806e-15,2.876253845446278e-15,1.2151879623731948e-10,1.213678479399586e-10,7.163993763443836e-13,5.665945238220286e-13,1.6952014616157774e-09,2.24782726188221e-12,9.663086225458705e-12,4.900317866282763e-13,1.5113383382634075e-13,3.781270227711342e-13,3.892264016741843e-20,4.645322649325552e-19,6.8431667227851524e-15,3.9820327177566855e-18,6.27489933631462e-23,9.227728977508989e-12,2.497389369435592e-21,1.0658755318673855e-25,8.27252889483209e-18,8.244316810163675e-19,0.00013613288427668033,3.727010178168563e-30,7.684225611187193e-22,2.4810642842890852e-21,5.120934164166956e-19,6.802903387155594e-16,5.811833268476878e-25,2.1364708006120585e-33,2.1479072298359337e-28,4.3228255773070464e-30,1.2759212938973844e-16,3.1494835626883634e-30,2.0344256601687564e-29,5.263333596844228e-20,4.600797157929769e-28,4.5871459952989926e-21,7.133234947190078e-31,7.67809111317546e-21,1.803227323540459e-15
1.570428992025146e-09,0.14092922874042274,3.76,0.0,1.0023374282002924,0.9998638651665158,1.2461476322732346e-15,2.7194994724055954e-13,3.3062346642466695e-08,3.2929871247632054e-08,1.7600151008973098e-09,1.0697734366346451e-14,3.001648594107427e-15,1.3124382934744293e-10,1.3107448833311804e-10,8.042394032718959e-13,6.305905891087549e-13,1.7619814785867432e-09,2.4274482577239887e-12,1.0079980005710615e-11,5.335934993446605e-13,1.634034451523828e-13,4.084628967670459e-13,4.3421157846756494e-20,5.036875376668651e-19,7.263864833889517e-15,4.471534945632287e-18,7.045022117172619e-23,9.591227688579155e-12,2.7902161818761912e-21,1.2407517779879722e-25,8.967284828227944e-18,8.590139353220059e-19,0.00013613293648747892,4.3493034644277794e-30,8.62715871459372e-22,2.786730487077366e-21,5.53731418476404e-19,7.075315868525796e-16,6.762989073838308e-25,2.4289462646115432e-33,2.414340000851714e-28,5.004591853546414e-30,1.3886040800297794e-16,3.539362926689905e-30,2.408587529415176e-29,5.909134651279948e-20,5.168920020336165e-28,4.775480150189665e-21,8.321118128246834e-31,8.485210687866189e-21,1.9480918254321736e-15
