Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50),FC1(F)CO1(1321),CH2O(19),CHF2-CHF(66),HCO(14),[O]O[C](F)F(171),C2H3F2O2(1300),O[C](F)F(239),H2O2(11),CF2CH(72),C2HF2O(1089)
8.218760953313572e-15,0.48215506148098686,3.76,0.0,0.7950982567386657,0.9999999994896132,1.0713306756888196e-35,2.4205901059987746e-27,9.747419471752568e-17,9.747419434553222e-17,2.1174469053325933e-17,1.234242452455022e-30,1.5430461278557792e-29,3.686686080131457e-25,3.6866712230979265e-25,2.821172069124961e-33,1.0343151996308075e-25,2.117446909477238e-17,3.8993627342444756e-26,1.6514564031560356e-20,3.614157878053801e-27,2.4206253205858403e-27,3.309638779904388e-27,6.196264241853226e-37,1.4669533316169179e-34,4.0391276105336073e-29,3.622075724297564e-39,4.802623148654244e-42,1.6514564031502888e-20,3.9616002930990413e-38,2.023009979231509e-50,4.5136264941485807e-35,7.035800946711141e-34,5.103869387052366e-10,1.6360992683596976e-55,1.696938644460456e-44,7.171819309430532e-44,2.9919267351932975e-35,1.034315640773626e-25,2.7249007956304156e-53,3.044738282768265e-60,1.4754135946289133e-52,1.440307536923877e-54,5.772517959339752e-37,1.7854718547622614e-54,8.59649045544804e-59,1.2114882400864173e-42,1.1466719433288114e-51,3.043040499714363e-36,1.067170162092487e-60,1.7388051271753163e-42,3.294194980141564e-30,5.506986961905984e-48,1.622322669150839e-55
1.0958349486003412e-14,0.48215506148098686,3.76,0.0,0.7950982567386657,0.9999999993194865,2.2415827205657549e-35,4.1167907367690366e-27,1.2996561131891104e-16,1.2996561068624743e-16,2.8232629375848906e-17,2.0991549914042392e-30,2.6243140340103744e-29,6.270084306352085e-25,6.270063495225017e-25,5.902837118732432e-33,1.379086976466214e-25,2.823262944633893e-17,6.631796135235192e-26,2.2019421819764834e-20,6.049708576923299e-27,4.1168505688304596e-27,5.628829932726351e-27,1.0538288184599879e-36,2.494903938196863e-34,6.869498755654108e-29,7.578595904575875e-39,8.169116345751714e-42,2.2019421819666823e-20,6.73769677218024e-38,4.2332089590488363e-50,7.676884220773374e-35,1.1966016599241615e-33,6.805136134647202e-10,3.423577179258039e-55,3.711014723595735e-44,1.5683965431964084e-43,5.08848488704665e-35,1.3790877156870773e-25,7.065874320503643e-53,6.394806180781807e-60,3.0870595442948224e-52,3.0136059284773217e-54,1.20780289129783e-36,3.7358211655702565e-54,2.3285520068073364e-58,2.629943411347293e-42,2.3992218564815652e-51,5.175394401983132e-36,2.6671332189248233e-60,3.638162474400648e-42,5.602564072621306e-30,1.2043163526792685e-47,4.206805681988822e-55
1.3697938018693252e-14,0.48215506148098686,3.76,0.0,0.7950982567386657,0.9999999991493611,4.08071644749777e-35,6.2895270254568005e-27,1.6245702792029636e-16,1.624570269537292e-16,3.529078968902871e-17,3.207084057977843e-30,4.009353411836092e-29,9.579268900091824e-25,9.579241593938557e-25,1.0745891273497556e-32,1.7238586784136402e-25,3.5290789796721985e-17,1.013188742371785e-25,2.752427960796973e-20,9.14477849516154e-27,6.289618343477832e-27,8.599581480274934e-27,1.610022467303909e-36,3.8116500172484425e-34,1.0495041994174581e-28,1.379654667388083e-38,1.2482305885947847e-41,2.752427960781958e-20,1.0293759340965436e-37,7.707143903747626e-50,1.172914988576682e-34,1.8281308642795384e-33,8.50639001727633e-10,6.233072115482137e-55,6.9623702430764945e-44,2.942526029899766e-43,7.77405629924205e-35,1.7238597904992413e-25,1.5449373968681672e-52,1.168679575415505e-59,5.619874930082769e-52,5.48615544003856e-54,2.1987570639164275e-36,6.800950576101046e-54,5.231018717675445e-58,4.910434344616098e-42,4.367692452122863e-51,7.906800593218668e-36,5.659524660651024e-60,6.62313619218316e-42,8.55945318154618e-30,2.2594618764301095e-47,9.198085275060072e-55
1.9177115084072932e-14,0.48215506148098686,3.76,0.0,0.7950982567386656,0.9999999988091143,1.077429787636875e-34,1.2094539928511141e-26,2.2743986112306713e-16,2.2743985926439246e-16,4.940711028677195e-17,6.1673289920415826e-30,7.709818870937341e-29,1.8420586852748933e-24,1.8420544882502927e-24,2.8372328927220267e-32,2.4134018783958982e-25,4.9407110493863394e-17,1.9483263453589328e-25,3.853399518438142e-20,1.7354903301377498e-26,1.2094715119998369e-26,1.6536692987149925e-26,3.096060094423989e-36,7.329669043751307e-34,2.018159079902674e-28,3.642696107966842e-38,2.4010657116593087e-41,3.8533995184090843e-20,1.9794886303279683e-37,2.0354523101122365e-49,2.2557436895660913e-34,3.515403077281811e-33,1.1908858380102823e-09,1.6460957925745517e-54,1.9050318978196385e-43,8.051289662068482e-43,1.494923738406401e-34,2.4134039398133546e-25,5.942519948094997e-52,3.115221426165618e-59,1.4838130925885214e-51,1.4485072177618868e-53,5.805351715246014e-36,1.7956713551473077e-53,2.0285213490088126e-57,1.335132746002183e-41,1.1531998852750379e-50,1.520434908533195e-35,2.0738252348251143e-59,1.7487031862033112e-41,1.6459527706588015e-29,6.182301041074948e-47,3.537994889833472e-54
2.4656292149452612e-14,0.48215506148098686,3.76,0.0,0.7950982567386655,0.9999999984688727,2.2337820964698978e-34,1.9835017053174272e-26,2.924226943258379e-16,2.9242269127761584e-16,6.35234308465677e-17,1.0114753972478359e-29,1.2644041525956306e-28,3.0209707889373686e-24,3.02096490195642e-24,5.882294979398437e-32,3.1029448309211887e-25,6.352343118619817e-17,3.1952505008204655e-25,4.9543710760796165e-20,2.824368554949999e-26,1.9835303713195883e-26,2.7120136581096034e-26,5.077599546268409e-36,1.2020639548959638e-33,3.309775039063656e-28,7.552222175893536e-38,3.938942415807241e-41,4.9543710760316687e-20,3.2464115179048837e-37,4.221004107685706e-49,3.699843783768781e-34,5.7652073807350454e-33,1.5311274492749448e-09,3.413470336235369e-54,4.016039606300877e-43,1.6973100692705167e-42,2.4516713712431736e-34,3.102948088716103e-25,1.5784862907396033e-51,6.5130698385575e-59,3.076316507020554e-51,3.0031186204805136e-53,1.2035917858547124e-35,3.7229125527174895e-53,5.397703285097167e-57,2.8052668545645306e-41,2.3908724095243096e-50,2.493485564018351e-35,5.385428975331321e-59,3.62549907476279e-41,2.699358575139751e-29,1.3033044498784978e-46,9.397825423505881e-54
3.561464628021197e-14,0.4821550614809869,3.76,0.0,0.7950982567386654,0.9999999977884051,6.711870846353559e-34,4.1121549139943755e-26,4.2238836073137957e-16,4.223883544118689e-16,9.175607185233317e-17,2.0971255135069838e-29,2.621317365748698e-28,6.263011637550796e-24,6.263001687526122e-24,1.7674598242013497e-31,4.482030179252485e-25,9.175607255645031e-17,6.624327017622319e-25,7.156314191363931e-20,5.805609420675791e-26,4.1122140524042237e-26,5.622490434899577e-26,1.0527075276844866e-35,2.4920940499998077e-33,6.86175255475295e-28,2.269224773055558e-37,8.171416052678376e-41,7.156314191263216e-20,6.730634754128015e-37,1.268989384131357e-48,7.67235422440492e-34,1.1952106905442174e-32,2.2115949993668397e-09,1.0261197021322031e-53,1.2250168595107482e-42,5.1773230978420095e-42,5.082754423456365e-34,4.482036385287735e-25,7.163324721320703e-51,1.993408844357005e-58,9.243443183046732e-51,9.023504950284446e-53,3.6164235777474417e-35,1.1186516457402283e-52,2.4193776672075323e-56,8.524908447720494e-41,7.183881233143186e-50,5.169335473724625e-35,2.387207806760257e-58,1.0893571213465342e-40,5.596254199157383e-29,3.9754833839652515e-46,4.264824971415062e-53
5.753135454173069e-14,0.48215506148098686,3.76,0.0,0.7950982567386651,0.9999999964275327,2.8856503120619388e-33,1.069167504325872e-25,6.823196935424635e-16,6.823196771116276e-16,1.4822135340856594e-16,5.453415700764189e-29,6.815365425425922e-28,1.6283932195384178e-23,1.628391130591886e-23,7.598879999489478e-31,7.240199841163371e-25,1.482213552392877e-16,1.722336358763082e-24,1.1560200421940857e-19,1.498200441145057e-25,1.0691827207180843e-25,1.4618571383331668e-25,2.737221148903518e-35,6.479487217582579e-33,1.7840650156797885e-27,9.756129734738493e-37,2.127449886998768e-40,1.1560200421671817e-19,1.7501078098619633e-36,5.4623923049370386e-48,1.9958747639680627e-33,3.1074578736794835e-32,3.5724674129490432e-09,4.4158564641398265e-53,5.3154534740169784e-42,2.2464850329049823e-41,1.3215249680552792e-33,7.240212973495916e-25,5.3626238829974885e-50,8.897225741801004e-58,3.9740546088190103e-50,3.879496326945394e-52,1.5547959006614692e-34,4.80965887911755e-52,1.7560465282761093e-55,3.687213780290705e-40,3.0885821813568912e-49,1.3439773989784457e-34,1.7605968125656622e-57,4.6834911662738475e-40,1.4550356828796789e-28,1.7249962966201986e-45,3.1927428854299267e-52
1.0136477106476815e-13,0.48215506148098697,3.76,0.0,0.7950982567386644,0.9999999937060385,1.6249451318590142e-32,3.3139499322160785e-25,1.2021823591646333e-15,1.2021823082362732e-15,2.61151914699874e-16,1.6908654860942404e-28,2.1123963517570526e-27,5.047301143512184e-23,5.047295675987499e-23,4.279021103767807e-30,1.275654466275796e-24,2.6115192037431653e-16,5.338484691396739e-24,2.036797288315094e-19,4.619034704755306e-25,3.3139960734898624e-25,4.531113781470069e-25,8.485223180585772e-35,2.0083558982229204e-32,5.529801059096588e-27,5.493794888344825e-36,6.612432652748277e-40,2.0367972882271046e-19,5.4254003937765534e-36,3.083695175061906e-47,6.19305494833287e-33,9.63104492239988e-32,6.293961517264035e-09,2.4914429470981816e-52,3.0051242725420924e-41,1.2700641485835093e-40,4.096146555809921e-33,1.2756566130174815e-24,5.703520402085888e-49,5.381183034141084e-57,2.237838349598486e-49,2.184591737833966e-51,8.754991682840185e-34,2.708620524522722e-51,1.8013774047103287e-54,2.080076654267287e-39,1.7392177795505845e-48,4.16536271008074e-34,1.860712852098894e-56,2.6373226910856446e-39,4.509970340440618e-28,9.752371074597993e-45,3.3957028438292244e-51
1.8903160411084305e-13,0.48215506148098697,3.76,0.0,0.7950982567386632,0.9999999882640527,1.0790242215557074e-31,1.1519029652391148e-24,2.2419076904089824e-15,2.241907513386132e-15,4.870130299980264e-16,5.881158559934592e-28,7.342046897140988e-27,1.7544006621628025e-22,1.7543989112942096e-22,2.841427642324305e-29,2.378933315220313e-24,4.870130497219494e-16,1.855613958906711e-23,3.7983517805979713e-19,1.6002924151267393e-24,1.1519182836006561e-24,1.5749784056376532e-24,2.950126897409442e-34,6.980882347854775e-32,1.922103205564861e-26,3.6480827298455006e-35,2.311264877087734e-39,3.798351780259765e-19,1.8864127065918917e-35,2.058112930875846e-46,2.1573859456766837e-32,3.3471756141341054e-31,1.1735947006753648e-08,1.6608006668261904e-51,1.998191251851021e-40,8.44501254717219e-40,1.4237878476474774e-32,2.3789272364604545e-24,7.394858119098347e-48,4.0646015089483762e-56,1.4860073720303686e-48,1.45065005820046e-50,5.813297529689512e-33,1.7989462342266748e-50,2.2721364841600097e-53,1.3813634055327237e-38,1.1549044730528146e-47,1.4475818735480774e-33,2.4074849228184258e-55,1.751268971794353e-38,1.5676291654304109e-27,6.484622577540939e-44,4.402675415791208e-50
2.7669843715691793e-13,0.48215506148098713,3.76,0.0,0.795098256738662,0.9999999828234036,3.242294805115917e-31,2.4678133456364167e-24,3.2816330216533423e-15,3.2816326424034438e-15,7.128741355837728e-16,1.2606628241894234e-27,1.5728588041601095e-26,3.758589493323133e-22,3.7585857657471975e-22,8.538030200556593e-29,3.482235378259296e-24,7.128741778398888e-16,3.9754268729746745e-23,5.559906272959312e-19,3.424311160283777e-24,2.4678448603488893e-24,3.374199427102183e-24,6.321611926045495e-34,1.4955690474194115e-31,4.117852492772987e-26,1.0961899319979063e-34,4.974823785175755e-39,5.559906272176174e-19,4.042472246837089e-35,6.205948778285351e-46,4.6304960203397313e-32,7.170015903338722e-31,1.7176595761553028e-08,5.005429412113289e-51,6.005879078369217e-40,2.538281853088375e-39,3.050293013964062e-32,3.482197849382522e-24,2.9712545791569125e-47,1.3376190635548709e-55,4.465212222583748e-48,4.358970125167224e-50,1.7467312780106186e-32,5.406305148867524e-50,9.37436129499679e-53,4.1502624064682376e-38,3.47030061068866e-47,3.100789416045527e-33,9.67064238989993e-55,5.262258115934078e-38,3.358454662623959e-27,1.949055216557531e-43,1.768995665946888e-49
4.5203210324906775e-13,0.4821550614809874,3.76,0.0,0.7950982567386594,0.9999999719461143,1.418449469061993e-30,6.5858454591536286e-24,5.361083684142098e-15,5.361082672040521e-15,1.1645963176196299e-15,3.368459976562285e-27,4.1969702698605833e-26,1.0030520870811305e-21,1.0030510358507878e-21,3.7352397479647135e-28,5.6889848632129156e-24,1.1645964303882417e-15,1.0609193873702478e-22,9.083015258098366e-19,9.129241911298255e-24,6.585921816845735e-24,9.00470264948146e-24,1.68783120406509e-33,3.991214882707291e-31,1.0989168265078248e-25,4.795641622946213e-34,1.341426862138484e-38,9.083015255660252e-19,1.0794433337340803e-34,2.7395123397974925e-45,1.2408231670998182e-31,1.91292227837105e-30,2.8053884755543963e-08,2.2059032116632123e-50,2.627897544014714e-39,1.1106359623709837e-38,8.140301461874014e-32,5.6887390436853365e-24,2.1482308364993285e-46,7.096814233280354e-55,1.9534533443393347e-47,1.9069752623153833e-49,7.64084661213632e-32,2.365981258478142e-49,6.828658908247585e-52,1.8152686310623501e-37,1.5181956996739926e-46,8.272212556490163e-33,6.99027990768186e-54,2.3021218255299833e-37,8.962685226488055e-27,8.528168092856977e-43,1.2789928082428617e-48
6.098324027320026e-13,0.4821550614809876,3.76,0.0,0.7950982567386571,0.9999999621611222,3.383510305426069e-30,1.198635884653553e-23,7.232589280382017e-15,7.232587438340706e-15,1.5711462482385132e-15,6.136649380687461e-27,7.637819001591472e-26,1.8255709907211365e-21,1.8255689657193674e-21,8.909877432740036e-28,7.675284638659839e-24,1.5711464534792004e-15,1.9308904725840327e-22,1.2253813345340455e-18,1.6608541350869188e-23,1.1986486590781234e-23,1.638870507052199e-23,3.0730209861119912e-33,7.264076084064652e-31,2.0000296316685696e-25,1.1439315728241743e-33,2.4614207364137535e-38,1.2253813340398345e-18,1.9655198644700278e-34,6.574235536482738e-45,2.265688698493762e-31,3.480774446836821e-30,3.783887646854491e-08,5.289662730984492e-50,6.268738683895447e-39,2.649375372728891e-38,1.4815489008394428e-31,7.674626082617571e-24,6.491856849406411e-46,1.9085820245806003e-54,4.659683160573388e-47,4.548818057974803e-49,1.8224853141813627e-31,5.645123070125471e-49,2.101627588316371e-51,4.3296312906488785e-37,3.6214368196617125e-46,1.5051441932072279e-32,2.112423254615355e-53,5.4913410029915205e-37,1.63122334334227e-26,2.0343577515701917e-42,3.865059931090935e-48
7.676327022149374e-13,0.48215506148098763,3.76,0.0,0.7950982567386548,0.9999999523804559,6.629627720950232e-30,1.899198933047391e-23,9.104094876621971e-15,9.104091957971613e-15,1.9776961473940123e-15,9.73279371700118e-27,1.2100695814741688e-25,2.8925535790289884e-21,2.8925501732885926e-21,1.7457939111559586e-27,9.661890585758975e-24,1.9776964725906906e-15,3.0594287008569076e-22,1.5424611433388808e-18,2.6309294088634875e-23,1.8992173974766907e-23,2.5967332945157955e-23,4.870899415059987e-33,1.1509676080953661e-30,3.168950720840877e-25,2.2414103411523304e-33,3.931676491840293e-38,1.5424611424759796e-18,3.115745997796011e-34,1.2960209581801022e-44,3.601560405085888e-31,5.513940150441135e-30,4.761954230773899e-08,1.0420543840831192e-49,1.2283158218753687e-38,5.191267407781915e-38,2.3474639708100665e-31,9.660513087527314e-24,1.5443523161318323e-45,4.174731412733914e-54,9.130146176658635e-47,8.912921403944245e-49,3.5707059599962944e-31,1.1063859598865699e-48,5.07145071884054e-51,8.482869098068141e-37,7.095811411288789e-46,2.3841972339846255e-32,5.025331461946323e-53,1.0759608531365376e-36,2.5846167491564693e-26,3.986181264681995e-42,9.194620974186089e-48
9.254330016978722e-13,0.4821550614809878,3.76,0.0,0.7950982567386524,0.9999999426041137,1.146746336433483e-29,2.7602741765195695e-23,1.0975600472861963e-14,1.0975596230933273e-14,2.384246015087827e-15,1.4159214564775924e-26,1.758531600963773e-25,4.203999789527589e-21,4.203994540599207e-21,3.019748739850489e-27,1.1648884503173737e-23,2.3842464877243882e-15,4.4465340169188e-22,1.859540952243894e-18,3.8231504840450136e-23,2.760298447328362e-23,3.774058594625094e-23,7.081908331680941e-33,1.672801479619402e-30,4.6056735305482575e-25,3.8770310904195745e-33,5.759942229847292e-38,1.85954095087446e-18,4.530476316298678e-34,2.2550939070769555e-44,5.251288600116995e-31,8.012119537848241e-30,5.739588409422834e-08,1.81211421721962e-49,2.1246754253639204e-38,8.979578962912419e-38,3.411775641772811e-31,1.1646400058437663e-23,3.132555191131718e-45,7.970752050445276e-54,1.5792673681969355e-46,1.5416939694222342e-48,6.175916001802959e-31,1.914238266231306e-48,1.0415373001264209e-50,1.4672348573420014e-36,1.2273821635334355e-45,3.464221105670987e-32,1.0193582952456708e-52,1.8611063192964283e-36,3.75644873678026e-26,6.895081934356386e-42,1.8650321514579793e-47
1e-12,0.48215506148098786,3.76,0.0,0.7950982567386513,0.9999999379859019,1.4419976464838648e-29,3.2230120624849935e-23,1.1859962258451253e-14,1.1859957305399743e-14,2.576357194003165e-15,1.6540585928943172e-26,2.0532398983405618e-25,4.9087640554900615e-21,4.908757754567675e-21,3.797237912471068e-27,1.2587983816154783e-23,2.5763577458731242e-15,5.19195710042438e-22,2.0093739351745434e-18,4.463811508376774e-23,3.223038959797036e-23,4.406747019716068e-23,8.270594580943022e-33,1.95323226571204e-30,5.377753407109422e-25,4.875243612288683e-33,6.751238976156035e-38,2.0093739335107036e-18,5.29114754636411e-34,2.844000698201263e-44,6.1410806767515785e-31,9.35428757615005e-30,6.201409566393915e-08,2.2847095239297326e-49,2.671721120639206e-38,1.1291574774633657e-37,3.9837314947602376e-31,1.2584811639455034e-23,4.2260035969487596e-45,1.0492081683697688e-53,1.9858786615945038e-46,1.9386316713065726e-48,7.76574761597459e-31,2.4074011608110315e-48,1.4125444543712685e-50,1.844966634811457e-36,1.543393839332733e-45,4.044439410603162e-32,1.3751906274132064e-52,2.3402736318329338e-36,4.3861851178369856e-26,8.67037498051162e-42,2.516039920994653e-47
1.0832333011808069e-12,0.48215506148098786,3.76,0.0,0.7950982567386501,0.9999999328320937,1.8220814186495203e-29,3.7818621215652183e-23,1.2847106069101996e-14,1.2847100257225724e-14,2.790795851321728e-15,1.9418330995703592e-26,2.409138293472112e-25,5.7599095579351416e-21,5.759901945541599e-21,4.798117104178987e-27,1.3636351646055774e-23,2.790796498882041e-15,6.092206364049138e-22,2.1766207612694642e-18,5.2375178529152126e-23,3.7818918617626055e-23,5.170846374034406e-23,9.706508258459104e-33,2.291909215270273e-30,6.310191220901999e-25,6.16026501569287e-33,7.954293629410703e-38,2.1766207592352754e-18,6.210080394667012e-34,3.604219856950339e-44,7.217842220558421e-31,1.0975000280260406e-29,6.716790372530754e-08,2.8946362764288377e-49,3.375946018357353e-38,1.4267861895155419e-37,4.674484212155868e-31,1.3632286995372698e-23,5.706505445579498e-45,1.3857950562875345e-53,2.509318524550656e-46,2.449618596373503e-48,9.812304774237914e-31,3.042339481978413e-48,1.9164854548239975e-50,2.3312236184181796e-36,1.9502026930062544e-45,4.74504993223007e-32,1.85698275199558e-52,2.9571143110227517e-36,5.146719303508633e-26,1.0955751418232746e-41,3.3974883039483524e-47
1.3988339001466766e-12,0.4821550614809882,3.76,0.0,0.7950982567386455,0.9999999133010133,3.863595197018367e-29,6.30657793513351e-23,1.659011726158217e-14,1.6590107569803138e-14,3.60389542941614e-15,3.244332743302861e-26,4.016679294219922e-25,9.605119539782008e-21,9.605105432122462e-21,1.0174051439792009e-26,1.761301152061872e-23,3.603896509275474e-15,1.0159251950072205e-21,2.810780379755401e-18,8.73269323997864e-23,6.306615976311569e-23,8.622809252865605e-23,1.619813364483923e-32,3.8219462520944944e-30,1.0522586702922319e-24,1.306238964362366e-32,1.347023148095594e-37,2.8107803758439123e-18,1.0365235983124741e-33,7.730180227095108e-44,1.211206908126717e-30,1.8293746166362227e-29,8.669898332505879e-08,6.2023974920316864e-49,7.158495062325409e-38,3.0254165615528993e-37,7.79509312362042e-31,1.7604060767403232e-23,1.5134780926671704e-44,3.4404904062208535e-53,5.3208261327774744e-46,5.1942407354122985e-48,2.0803407625395473e-30,6.454344432772634e-48,5.164605876291234e-50,4.9429394592818276e-36,4.1352584712173796e-45,7.908527932195224e-32,4.925286045789816e-52,6.270253569388501e-36,8.582576166321184e-26,2.323100993177437e-41,9.01081669556317e-47
