Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46)
1.915457885178756e-08,0.06341898704499661,3.76,0.0,0.8162144106079667,0.9999992132084841,1.977542814706555e-09,1.791100898929969e-08,4.635370710890808e-06,4.009737187365461e-06,2.987873249213179e-07,9.918313567049877e-11,1.0422549973948298e-12,4.778384822778521e-07,5.009251575243064e-07,6.530378400195499e-08,7.198419073785217e-09,1.9185521936288868e-07,8.61422003366285e-09,6.264644027867339e-08,1.8234497632533774e-08,6.637776318638975e-10,1.1989916802441143e-09
1.987061339272576e-08,0.06341898905480722,3.76,0.0,0.8162142186909364,0.9999991614683651,2.2722089207055157e-09,1.980891915845363e-08,4.813144895813644e-06,4.1395848587676965e-06,3.187985300274879e-07,1.0615056348149868e-10,1.0787713906326562e-12,5.09406952357273e-07,5.349095986231288e-07,7.248353190760698e-08,7.710014346613949e-09,1.9956901222899678e-07,9.350101550917816e-09,6.944716031234358e-08,2.01293452080608e-08,7.276888313364834e-10,1.2861596193459849e-09
2.0586647933663958e-08,0.06341899106896488,3.76,0.0,0.8162140258236837,0.9999991081941692,2.5974569815499392e-09,2.1824109078877137e-08,4.991382714440412e-06,4.2681243526167764e-06,3.397147599532001e-07,1.1331144271035906e-10,1.1151055882642835e-12,5.416601031376122e-07,5.69722224018489e-07,8.014025027202958e-08,8.234881195984064e-09,2.073362464367644e-07,1.0126981252208698e-08,7.668760162999744e-08,2.2137880913816278e-08,7.958647282333197e-10,1.376091908769841e-09
2.1302682474602156e-08,0.06341899308756893,3.76,0.0,0.81621383198245,0.9999990533936247,2.955135929560691e-09,2.3958559069321585e-08,5.170095869030703e-06,4.395368847521973e-06,3.6155812525756275e-07,1.206618752848267e-10,1.1512580527006203e-12,5.745717280452302e-07,6.053385709737988e-07,8.828525439657583e-08,8.772632204023375e-09,2.1515804636272826e-07,1.0946315211086567e-08,8.437701681938414e-08,2.4261796138564578e-08,8.684976643491151e-10,1.4687608124616042e-09
2.2018717015540354e-08,0.06341899511071523,3.76,0.0,0.8162136371441333,0.999998997074457,3.3471247501306004e-09,2.6214134492016983e-08,5.349295718698199e-06,4.521331389327213e-06,3.8435006365142264e-07,1.2819801681237535e-10,1.187229251845653e-12,6.081162561045111e-07,6.417346449423105e-07,9.692952382041594e-08,9.32288734370377e-09,2.2303549299138687e-07,1.1809571394379865e-08,9.252430175816226e-08,2.650266565914903e-08,9.457846363420003e-10,1.5641388854798957e-09
2.2734751556478552e-08,0.06341899713849627,3.76,0.0,0.8162134412862747,0.99999893924439,3.775330709739428e-09,2.8592588937263212e-08,5.528993285964908e-06,4.646024892448602e-06,4.0811135563523835e-07,1.3591607593289848e-10,1.2230196589653898e-12,6.422687383827278e-07,6.788869117997184e-07,1.0608370875401699e-07,9.885273858921984e-09,2.3096962496904428e-07,1.2718226643654827e-08,1.0113800427785945e-07,2.8861951106249876e-08,1.027927163349721e-09,1.6621989718809161e-09
2.345078609741675e-08,0.0634189991710013,3.76,0.0,0.8162132443870477,0.9999988799111462,4.241687633174806e-09,3.1095567336562685e-08,5.7091992632081514e-06,4.769462141198482e-06,4.328621397211866e-07,1.4381231367870764e-10,1.258629752558537e-12,6.770048347093104e-07,7.167722901972093e-07,1.1575813640560808e-07,1.0459426144842923e-08,2.3896143963517243e-07,1.3673763855778332e-08,1.1022633264301112e-07,3.134100434803706e-08,1.1151311572000896e-09,1.762914202649775e-09
2.416682063835495e-08,0.06341900120831635,3.76,0.0,0.8162130464252444,0.9999988190824485,4.74815422885707e-09,3.372460900575069e-08,5.889924019002554e-06,4.891655791096155e-06,4.586219272546145e-07,1.5188304284175575e-10,1.2940600162302579e-12,7.123008006640999e-07,7.553681440331515e-07,1.2596281720230416e-07,1.1044985627899691e-08,2.470118940317467e-07,1.467766935173252e-08,1.1979716384921083e-07,3.3941070793474996e-08,1.2076067951673988e-09,1.866257993676928e-09
2.4882855179293147e-08,0.06341900325052438,3.76,0.0,0.8162128473802654,0.9999987567660193,5.296712461199679e-09,3.648115061953613e-08,6.071177604356161e-06,5.012618370165381e-06,4.854096168460515e-07,1.6012462734800957e-10,1.329310938567335e-12,7.481334748293323e-07,7.946522750416698e-07,1.3670745090751271e-07,1.164160064798237e-08,2.5512190589099544e-07,1.573143042347735e-08,1.2985805174368767e-07,3.666329261698156e-08,1.305568395228805e-09,1.9722040437783556e-09
2.5598889720231345e-08,0.06341900529770532,3.76,0.0,0.8162126472321068,0.9999986929695822,5.889365968948336e-09,3.93665291188516e-08,6.252969758841218e-06,5.132362280218831e-06,5.13243508426024e-07,1.6853348163889592e-10,1.364383013014806e-12,7.844802663001515e-07,8.346029154963579e-07,1.4800143263624e-07,1.2248926343864522e-08,2.6329235460199927e-07,1.6836533049089242e-08,1.4041623497199295e-07,3.950871190612582e-08,1.4092342937747583e-09,2.0807263327581056e-09
2.6314924261169543e-08,0.06341900734993614,3.76,0.0,0.8162124459613492,0.9999986277008615,6.528138528453561e-09,4.2381984552398774e-08,6.435309916622485e-06,5.25089979812959e-06,5.421413169367771e-07,1.771060700597416e-10,1.3992767377546913e-12,8.213191424484949e-07,8.751987210273789e-07,1.5985385876991008e-07,1.2866624540616538e-08,2.7152408215657094e-07,1.799445976682898e-08,1.5147864475434238e-07,4.247827373403108e-08,1.5188267257275083e-09,2.191799119511803e-09
2.703095880210774e-08,0.06341900940729099,3.76,0.0,0.8162122435491469,0.999998560967582,7.215072560854095e-09,4.552866285374613e-08,6.618207212385708e-06,5.368243077089838e-06,5.721201856742055e-07,1.8583890625513215e-10,1.4339926155864984e-12,8.586286169353036e-07,9.164187635502449e-07,1.7227353277228281e-07,1.3494363637985237e-08,2.7981789407484e-07,1.9206687699295916e-08,1.6305191249508943e-07,4.557282915811431e-08,1.6345717070226972e-09,2.3053969401697118e-09
2.774699334304594e-08,0.06341901146984123,3.76,0.0,0.8162120399772155,0.9999984927774713,7.952227682174897e-09,4.880761855530311e-08,6.801670487167346e-06,5.4844041478568715e-06,6.031966992912625e-07,1.947285525711139e-10,1.4685311538093392e-12,8.963877379661363e-07,9.58242524304587e-07,1.8526897090802103e-07,1.4131818500161309e-08,2.881745603109543e-07,2.0474686719337283e-08,1.7514237722871272e-07,4.879313814675006e-08,1.7566989194105715e-09,2.421494606277955e-09
2.8463027883984138e-08,0.06341901353765553,3.76,0.0,0.8162118352278228,0.9999984231382574,8.741679295365851e-09,5.221981744046508e-08,6.985708294086411e-06,5.59939491998656e-06,6.353868964733325e-07,2.0377161946416513e-10,1.5028928641058067e-12,9.345760767853767e-07,1.0006498870012727e-06,1.9884840786543027e-07,1.4778670347630613e-08,2.9659481613929953e-07,2.1799917749827767e-08,1.8775609290562952e-07,5.213987243541178e-08,1.885441597534374e-09,2.54006720301648e-09
2.9179062424922336e-08,0.06341901561079984,3.76,0.0,0.816211629283777,0.9999983520576695,9.585517223325261e-09,5.576613913520238e-08,7.170328903979979e-06,5.713227183054379e-06,6.687062822963904e-07,2.1296476491686306e-10,1.5370782624275916e-12,9.731737164043015e-07,1.0436211310762388e-06,2.1301980228487418e-07,1.5434606651022038e-08,3.050793630216342e-07,2.3183831189824812e-08,2.0089883552108754e-07,5.5613618313814644e-08,2.0210364182440338e-09,2.6610900874523827e-09
2.9895096965860534e-08,0.06341901768933764,3.76,0.0,0.8162114221284165,0.9999982795434388,1.0485844381970173e-08,5.9447379640342933e-08,7.355540310944357e-06,5.825912607864143e-06,7.031698402787403e-07,2.223046938601732e-10,1.5710878688827333e-12,1.0121612405583684e-06,1.087136925049432e-06,2.2779084219434857e-07,1.609932102647707e-08,3.1362886945552845e-07,2.462786545998234e-08,2.145761100903295e-07,5.921487934555616e-08,2.1637233921039435e-09,2.784538886827174e-09
3.061113150679873e-08,0.06341901977332985,3.76,0.0,0.8162112137455991,0.999998205603297,1.1444775492435219e-08,6.326425380577405e-08,7.541350237783457e-06,5.9374627476445675e-06,7.387920441363314e-07,2.317881576022895e-10,1.6049222076245335e-12,1.0515197228891703e-06,1.1311783199872744e-06,2.431689503536745e-07,1.6772513132424517e-08,3.2224397180448755e-07,2.6133445660484e-08,2.2879315747316035e-07,6.294407902171869e-08,2.313745757054492e-09,2.910389496876637e-09
3.132716604773693e-08,0.063419021862835,3.76,0.0,0.8162110041196934,0.9999981302449766,1.2464435831501685e-08,6.721739774776324e-08,7.72776614136562e-06,6.047889039233758e-06,7.755868692508901e-07,2.4141195326395373e-10,1.6385818067421144e-12,1.0912307163465956e-06,1.175726743067094e-06,2.591612895087444e-07,1.745388856797851e-08,3.3092527511013247e-07,2.7701982335120032e-08,2.43554961050982e-07,6.680156334986718e-08,2.47134987418797e-09,3.0386180801818752e-09
3.204320058867513e-08,0.06341902395790922,3.76,0.0,0.8162107932355669,0.9999980534762112,1.3546960019377248e-08,7.130737121057397e-08,7.914795217890163e-06,6.157202804251787e-06,8.135678038598422e-07,2.5117292322018347e-10,1.6720671981525854e-12,1.1312762428068341e-06,1.2207639912419903e-06,2.7577476755723616e-07,1.8143158773059786e-08,3.396733538868031e-07,2.933487033546736e-08,2.5886625325929733e-07,7.078760337984516e-08,2.636785125600194e-09,3.169201064550218e-09
3.275923512961333e-08,0.06341902605860628,3.76,0.0,0.8162105810785775,0.9999979753047343,1.469449084396481e-08,7.553465987353026e-08,8.102444408065232e-06,6.265415250261453e-06,8.527478599768645e-07,2.6106795454833927e-10,1.7053789174948036e-12,1.1716387829019376e-06,1.2662722250046203e-06,2.9301604262718417e-07,1.8840040930106572e-08,3.484887528989432e-07,3.103348777944551e-08,2.747315219786279e-07,7.490239766774351e-08,2.810303814279891e-09,3.30211514142463e-09
3.3475269670551525e-08,0.0634190281649778,3.76,0.0,0.8162103676345632,0.9999978957382795,1.5909178120776202e-08,7.989967760466066e-08,8.290720402198375e-06,6.372537471917335e-06,8.931395840515541e-07,2.710939784824611e-10,1.7385175040247053e-12,1.2123012660567387e-06,1.312233962248416e-06,3.108915280697791e-07,1.954425786724614e-08,3.5737198792161646e-07,3.2799195098819913e-08,2.9115501678673277e-07,7.914607467938908e-08,2.992161065998601e-09,3.4373372643203174e-09
3.419130421148972e-08,0.06341903027707309,3.76,0.0,0.8162101528898333,0.9999978147845796,1.719317758766436e-08,8.440276866203118e-08,8.47962964520127e-06,6.4785804521032795e-06,9.347550673762258e-07,2.8124796987380733e-10,1.7714835005121993e-12,1.253247060729005e-06,1.3586320722247707e-06,3.2940739736774604e-07,2.0255537962939305e-08,3.663235464845001e-07,3.463333417051217e-08,3.0814075507495616e-07,8.351869513467267e-08,3.1826147331646137e-09,3.574844647287223e-09
3.490733875242792e-08,0.0634190323949394,3.76,0.0,0.8162099368311586,0.9999977324513668,1.8548649833564578e-08,8.904420984385398e-08,8.669178341509801e-06,6.583555063058435e-06,9.776059562474842e-07,2.915269466575261e-10,1.8042774531395889e-12,1.2944599648488023e-06,1.4054497695947412e-06,3.485695889606286e-07,2.0973615052148364e-08,3.753438885996901e-07,3.6537227526849286e-08,3.256925280314787e-07,8.802025429400736e-08,3.381925300605156e-09,3.7146147633971414e-09
3.562337329336612e-08,0.06341903451862188,3.76,0.0,0.8162097194457625,0.9999976487463716,1.9977759260452792e-08,9.382421258843717e-08,8.859372459920849e-06,6.68747206749193e-06,1.0217034618899841e-06,3.019279693253951e-10,1.8368999114015097e-12,1.3359241964530994e-06,1.452670608573856e-06,3.683838109882861e-07,2.169822833400583e-08,3.8443344747365327e-07,3.851217764014164e-08,3.438139064941879e-07,9.26506841881828e-08,3.590355793241744e-09,3.856625343254197e-09
3.633940783430432e-08,0.0634190366481636,3.76,0.0,0.8162095007213125,0.9999975636773228,2.1482673077744793e-08,9.874292502502049e-08,9.05021773834717e-06,6.790342119686323e-06,1.067058370149557e-06,3.1244814040456125e-10,1.8693514280063673e-12,1.3776243845117418e-06,1.5002784771686127e-06,3.888555459538928e-07,2.2429122280917882e-08,3.935926302036452e-07,4.0559466277222054e-08,3.6250824667583067e-07,9.740985579285428e-08,3.808171685624245e-09,4.000854373527457e-09
3.7771476916180714e-08,0.06341904092498732,3.76,0.0,0.8162090592080831,0.9999973894779651,2.47285910264164e-08,1.0899676679244799e-07,9.433883600234695e-06,6.9929834488694724e-06,1.1615814670427434e-06,3.3383454501148045e-10,1.933743862570099e-12,1.4616731472802601e-06,1.5965924904679814e-06,4.317923837493046e-07,2.390875589396468e-08,4.1212136910815007e-07,4.4876079406725144e-08,4.0162819707944973e-07,1.0731361529166489e-07,4.273033290587855e-09,4.295881003717617e-09
3.9060339089869474e-08,0.06341904479455979,3.76,0.0,0.8162086571516617,0.9999972281109535,2.793093337557861e-08,1.1869987110858501e-07,9.781462842207316e-06,7.171884770647072e-06,1.2510523954162743e-06,3.5346157183616105e-10,1.991118040380884e-12,1.5379779026381136e-06,1.6844437437715497e-06,4.7273477303735535e-07,2.5259447401539335e-08,4.2903892089224506e-07,4.902084458656729e-08,4.388251519963466e-07,1.1666482483953876e-07,4.7262171034319196e-09,4.5687764256442344e-09
4.034920126355823e-08,0.06341904868369881,3.76,0.0,0.8162082505842629,0.9999970624444544,3.1412615011360205e-08,1.288520117081175e-07,1.013123101170547e-05,7.347554821190018e-06,1.3447465858434525e-06,3.734314454083297e-10,2.047947099721738e-12,1.6148259579568593e-06,1.7733130650688476e-06,5.158829316149923e-07,2.6626746004198788e-08,4.461872622514433e-07,5.341891936021672e-08,4.779214682206167e-07,1.2642857894896513e-07,5.214041051829601e-09,4.848528828306275e-09
4.163806343724699e-08,0.06341905259258844,3.76,0.0,0.8162078394488766,0.9999968925233943,3.518625528916448e-08,1.394520165417036e-07,1.0483213821674289e-05,7.520051957171943e-06,1.442712759292424e-06,3.937287210326688e-10,2.1042343677328285e-12,1.6921413856517213e-06,1.8631178312692072e-06,5.612612610203432e-07,2.800934066547998e-08,4.6356790968948233e-07,5.8076967438949544e-08,5.189296687877286e-07,1.3660218488127306e-07,5.738130685316792e-09,5.135018902527988e-09
4.292692561093575e-08,0.06341905652139534,3.76,0.0,0.8162074236924863,0.9999967183926307,3.92644332745211e-08,1.5049819660389288e-07,1.0837434913568119e-05,7.689433481299108e-06,1.544995871543021e-06,4.14338355713892e-10,2.1599831979276768e-12,1.7698519025039605e-06,1.9537784938697614e-06,6.088921395378359e-07,2.9405968931876805e-08,4.811821561263514e-07,6.300140377411196e-08,5.61860438829084e-07,1.4718246449591544e-07,6.300130661321582e-09,5.4281299165346505e-09
4.421578778462451e-08,0.0634190604702691,3.76,0.0,0.8162070032659261,0.9999965400969395,4.3659673619386914e-08,1.6198837720051768e-07,1.1193915934379397e-05,7.855755661353498e-06,1.6516372625888633e-06,4.3524569926886777e-10,2.21519696856849e-12,1.8478887256265683e-06,2.0452184844420716e-06,6.587959977192302e-07,3.081541544188316e-08,4.990310816854033e-07,6.819839112497017e-08,6.067227142462422e-07,1.5816578694733923e-07,6.901703322979577e-09,5.727747691007769e-09
4.550464995831327e-08,0.06341906443934331,3.76,0.0,0.8162065781237395,0.9999963576810027,4.8384433310975905e-08,1.7391992785589287e-07,1.1552676611269334e-05,8.019073748886994e-06,1.7626748001375098e-06,4.564364856235178e-10,2.269879081086779e-12,1.926186433790893e-06,2.1373641228219275e-06,7.109913915494006e-07,3.2236510477625384e-08,5.171155640481643e-07,7.367383788056572e-08,6.535237668303643e-07,1.695480998661356e-07,7.544527330001132e-09,6.033760574525782e-09
4.679351213200203e-08,0.06341906842873606,3.76,0.0,0.816206148224045,0.9999961711893948,5.345108923821589e-08,1.862897909385921e-07,1.1913734823917846e-05,8.179441997580382e-06,1.878143017602392e-06,4.778968242869405e-10,2.3240329585472502e-12,2.00468283381465e-06,2.230144527873059e-06,7.65495073372463e-07,3.36681285570913e-08,5.35436288401473e-07,7.943339697782313e-08,7.022692860293988e-07,1.813249591150376e-07,8.230296339789455e-09,6.346059419321971e-09
4.808237430569079e-08,0.06341907243855072,3.76,0.0,0.8162057135284039,0.9999959806665709,5.8871926563515736e-08,1.9909450901894957e-07,1.2277106674597247e-05,8.3369136812648e-06,1.9980732466863314e-06,4.996131920037655e-10,2.3776620441550773e-12,2.08331883196927e-06,2.3234915308227013e-06,8.223220605826412e-07,3.510918706691337e-08,5.539937569807565e-07,8.548246583179325e-08,7.529634573944023e-07,1.9349155713687733e-07,8.960717738536193e-09,6.664537557327368e-09
4.937123647937955e-08,0.06341907646887655,3.76,0.0,0.816205274001693,0.9999957861568526,6.465912784837017e-08,2.1233025103133678e-07,1.2642806556076098e-05,8.49154111161754e-06,2.122493744924778e-06,5.21572424578139e-10,2.4307697998048464e-12,2.1620383101302958e-06,2.4173395910524947e-06,8.814857021845421e-07,3.6558644933840406e-08,5.727882982322341e-07,9.182618712473502e-08,8.056090378923508e-07,2.0604274997881783e-07,9.737511419729984e-09,6.989090776438369e-09
5.066009865306831e-08,0.06341908051978934,3.76,0.0,0.8162048296119825,0.9999955877044167,7.082476289720437e-08,2.2599283729026704e-07,1.3010847217419947e-05,8.643375655538657e-06,2.2514298184395497e-06,5.437617088656521e-10,2.483359704670127e-12,2.2407880064880677e-06,2.5116257142727185e-06,9.429977432884002e-07,3.8015501333763894e-08,5.91820075609232e-07,9.84694503398562e-08,8.602074282103762e-07,2.1897308305008108e-07,1.0562408608419784e-08,7.319617296963454e-09
5.194896082675707e-08,0.06341908459135197,3.76,0.0,0.8162043803304159,0.999995385353282,7.738077928527028e-08,2.400777634079168e-07,1.3381239827755468e-05,8.792467752215097e-06,2.3849039401345128e-06,5.66168574929389e-10,2.5354352538325524e-12,2.3195174006407186e-06,2.606289373007724e-06,1.0068683876057158e-06,3.947879443717926e-08,6.11089096017367e-07,1.0541689394349226e-07,9.16758742172786e-07,2.32276815668408e-07,1.1437150729603299e-08,7.656017748205899e-09
5.323782300044583e-08,0.06341908868361495,3.76,0.0,0.816203926131095,0.9999951791472963,8.433899354435699e-08,2.5458022314887277e-07,1.3753994038045726e-05,8.938866929876673e-06,2.5229358635043325e-06,5.887808883575909e-10,2.5869999569497612e-12,2.398178602937035e-06,2.70127242934128e-06,1.0731063579922934e-06,4.094760019027751e-08,6.305952179196417e-07,1.1267290814265376e-07,9.752618733616857e-07,2.459479444370711e-07,1.236348831954553e-08,7.998195145148076e-09
5.4526685174134586e-08,0.06341909279661707,3.76,0.0,0.8162034669909679,0.9999949691301258,9.171108297855807e-08,2.6949513026046325e-07,1.4129118040929632e-05,9.08262182224895e-06,2.6655427322353944e-06,6.115868427400013e-10,2.6380573369613716e-12,2.4767262479265075e-06,2.796519059864685e-06,1.1417189550907342e-06,4.2421031130756754e-08,6.503381591133057e-07,1.2024163814656244e-07,1.0357145590387285e-06,2.5998022549700537e-07,1.334317997872529e-08,8.346054865204017e-09
5.5815547347823346e-08,0.06341909693038583,3.76,0.0,0.8162030028897205,0.999994755345243,9.950857808167058e-08,2.8481713931817996e-07,1.4506618628680798e-05,9.223780184708572e-06,2.812739185780997e-06,6.345749522997563e-10,2.688610928832023e-12,2.5551173917691974e-06,2.8919756827677334e-06,1.212712114126828e-06,4.3898235237405997e-08,6.703175041907088e-07,1.2812698786229926e-07,1.0981134414685611e-06,2.743671956998467e-07,1.4377991365057215e-08,8.699504625008847e-09
5.7104409521512105e-08,0.06341910108493792,3.76,0.0,0.8162025338096718,0.9999945378359133,1.0774285552763542e-07,3.005406656261877e-07,1.4886501249342949e-05,9.362388910146811e-06,2.964537461091449e-06,6.577340446775047e-10,2.7386642783306524e-12,2.6333114134558546e-06,2.9875908870106473e-06,1.2860904599159032e-06,4.537839481249114e-08,6.905327116965409e-07,1.36332623959009e-07,1.1624541267458798e-06,2.8910219274809015e-07,1.5469694226008333e-08,9.058454457215448e-09
5.8393271695200865e-08,0.06341910526027981,3.76,0.0,0.8162020597356726,0.9999943166451872,1.164251317073969e-07,3.166599042101886e-07,1.5268770061095195e-05,9.498494044546837e-06,3.120947490663114e-06,6.810532538646673e-10,2.7882209408451593e-12,2.711269919698967e-06,3.083315363519108e-06,1.361857360131602e-06,4.686072539603415e-08,7.10983120992992e-07,1.4486198024406375e-07,1.2287312412210097e-06,3.041783743453834e-07,1.6620065468320123e-08,9.422816687272272e-09
5.968213386888962e-08,0.06341910945640807,3.76,0.0,0.8162015806550071,0.9999940918158876,1.255664567874137e-07,3.33168847937354e-07,1.5653427984897133e-05,9.632140802279748e-06,3.2819769970553608e-06,7.045220132829279e-10,2.8372844802315736e-12,2.7889566533650383e-06,3.1791018383481397e-06,1.440014976886226e-06,4.834447471112924e-08,7.316679588435803e-07,1.5371826230266737e-07,1.2969384856123809e-06,3.1958873639696383e-07,1.7830886264132742e-08,9.7925059101594e-09
6.097099604257838e-08,0.0634191136733099,3.76,0.0,0.8162010965572973,0.9999938633905993,1.351777092662409e-07,3.500613047964424e-07,1.6040476755461853e-05,9.763373581124333e-06,3.447631584014822e-06,7.281300490071546e-10,2.885858467696973e-12,2.8663374053242815e-06,3.2749050077627394e-06,1.5205643166698574e-06,4.982892163947178e-08,7.52586345725896e-07,1.6290445235775936e-07,1.3670686868902057e-06,3.3532613029835244e-07,1.9103941192359304e-08,1.0167438967062823e-08
6.225985821626714e-08,0.06341911791096351,3.76,0.0,0.816200607434412,0.9999936314116601,1.45269591006155e-07,3.6733091437056646e-07,1.642991697060435e-05,9.892235977015441e-06,3.6179148243417927e-06,7.518673731289409e-10,2.933946480715454e-12,2.943379929596197e-06,3.37068147518356e-06,1.603505278695031e-06,5.131337522628702e-08,7.737373018833121e-07,1.7242331431047647e-07,1.43911384801404e-06,3.513832793495929e-07,2.0441017414174087e-08,1.0547534921969224e-08
6.35487203899559e-08,0.06341912216933862,3.76,0.0,0.816200113280377,0.9999933959211506,1.5585262271739137e-07,3.8497116353435065e-07,1.6821748139012462e-05,1.0018770798525994e-05,3.7928283446287863e-06,7.757242772579593e-10,2.9815521019762766e-12,3.0200538616720824e-06,3.4663896899464964e-06,1.688836701693153e-06,5.279717371385405e-08,7.95119753125495e-07,1.8227739892478586e-07,1.5130651956051045e-06,3.6775279433142236e-07,2.1843903881498214e-08,1.0932715038165539e-08
6.483758256364466e-08,0.06341912644839676,3.76,0.0,0.8161996140912878,0.999993156960886,1.6693713987342542e-07,4.029754014060953e-07,1.721596872648593e-05,1.0143020081087435e-05,3.97237190699468e-06,7.996913261583709e-10,3.028678918363436e-12,3.09633063989957e-06,3.561989887826389e-06,1.7765564092076222e-06,5.427968360284045e-08,8.16732536387203e-07,1.9246904912381652e-07,1.5889132256314035e-06,3.8442718827841017e-07,2.3314390577399816e-08,1.1322902754629911e-08
6.612644473733342e-08,0.06341913074809159,3.76,0.0,0.8161991098652284,0.999992914572406,1.7853328903672948e-07,4.2133685358423304e-07,1.7612576200687854e-05,1.026502510095338e-05,4.156543487930461e-06,8.237593515176148e-10,3.0753305199660226e-12,3.1721834298192204e-06,3.657444033276697e-06,1.8666612534270634e-06,5.576029874068808e-08,8.385744050544491e-07,2.0300040536936102e-07,1.6666477471802917e-06,4.013988904825134e-07,2.4854267787368417e-08,1.1718023662302872e-08
6.741530691102218e-08,0.06341913506836948,3.76,0.0,0.8161986006021883,0.9999926687969676,1.9065102457534172e-07,4.4004863569615806e-07,1.8011567074451196e-05,1.0384826388911072e-05,4.345339354366194e-06,8.479194458449623e-10,3.121510499118553e-12,3.247587051347649e-06,3.7527157633385957e-06,1.9591471576006347e-06,5.7238439436316515e-08,8.606440340667284e-07,2.1387341109937698e-07,1.746257924390094e-06,4.1866025975906784e-07,2.6465325400460667e-08,1.2118005480229664e-08
6.870416908471094e-08,0.06341913940916959,3.76,0.0,0.8161980863039858,0.9999924196755369,2.0330010575134081e-07,4.591037662865177e-07,1.8412936947681918e-05,1.0502463743745201e-05,4.53875413706366e-06,8.721629564972771e-10,3.1672224494705742e-12,3.3225179087052304e-06,3.847770333174091e-06,2.054009157076272e-06,5.8713551600429494e-08,8.829400248037173e-07,2.2508981820101642e-07,1.8277323166098703e-06,4.362035970060442e-07,2.8149352239345242e-08,1.2522778031566545e-08
6.99930312583997e-08,0.06341914377042443,3.76,0.0,0.8161975669741913,0.999992167248782,2.1649009416300935e-07,4.78495179071165e-07,1.8816680547899373e-05,1.0617976245458512e-05,4.736780901434603e-06,8.964814798294552e-10,3.212469965084929e-12,3.3969539229897044e-06,3.942574563178822e-06,2.151241439001764e-06,6.018510591072579e-08,9.054609097645683e-07,2.3665119249906355e-07,1.9110589168541796e-06,4.540211570863289e-07,2.9908135418301284e-08,1.2932273219445682e-08
7.128189343208846e-08,0.06341914815206004,3.76,0.0,0.8161970426180546,0.9999919115570656,2.3023035152316063e-07,4.982157345820541e-07,1.9222791769453424e-05,1.0731402268253667e-05,4.939411215880046e-06,9.208668554670668e-10,3.257256639563957e-12,3.470874467300294e-06,4.037096787631288e-06,2.2508373807275e-06,6.165259700133317e-08,9.282051570476454e-07,2.485589192419094e-07,1.9962251886173845e-06,4.721051600617014e-07,3.174345972825294e-08,1.334642500269487e-08
7.257075560577722e-08,0.06341915255399638,3.76,0.0,0.8161965132424348,0.9999916526404385,2.445300377568219e-07,5.182582312274267e-07,1.9631263711456798e-05,1.0842779493280621e-05,5.146635217741589e-06,9.453111606987671e-10,3.301586065202925e-12,3.5442603043204166e-06,4.131306804836471e-06,2.3527895869486683e-06,6.311554267580222e-08,9.511711746382672e-07,2.60814208569346e-07,2.083218101109679e-06,4.904478018060595e-07,3.3657107047951415e-08,1.376516937140995e-08
7.385961777946598e-08,0.06341915697614758,3.76,0.0,0.8161959788557297,0.9999913905386333,2.593981094021574e-07,5.386154157907094e-07,2.004208871446999e-05,1.09521449211538e-05,5.358441676951263e-06,9.69806704986103e-10,3.3454618321701276e-12,3.6170935262703853e-06,4.225175828722897e-06,2.4570899256235555e-06,6.457348314301593e-08,9.743573145117253e-07,2.734181009484175e-07,2.1720241629746748e-06,5.090412640243474e-07,3.5650855780445334e-08,1.4188444322379233e-08
7.514847995315474e-08,0.06341916141842234,3.76,0.0,0.8161954394678115,0.9999911252910587,2.748433182991716e-07,5.592799933906818e-07,2.0455258395974905e-05,1.1059534884243163e-05,5.574818057462695e-06,9.943460245883728e-10,3.3888875277130113e-12,3.68935749714473e-06,4.3186764418534164e-06,2.56372956270362e-06,6.602598027538852e-08,9.977618765585947e-07,2.8637147256527054e-07,2.262629454546218e-06,5.27877723702622e-07,3.7726480314006413e-08,1.4616189834360688e-08
7.64373421268435e-08,0.06341916588072395,3.76,0.0,0.8161948950899619,0.9999908569367938,2.90874210551347e-07,5.80244636924656e-07,2.0870763684672736e-05,1.1164985058743312e-05,5.7957505765426744e-06,1.0189218773002605e-09,3.431866735389618e-12,3.7610367971516537e-06,4.411782549810905e-06,2.672698995710006e-06,6.747261688874264e-08,1.021383112339094e-06,2.99675040662452e-07,2.355019658700042e-06,5.469493620137189e-07,3.9885750506703557e-08,1.5048347843213823e-08
7.901506647422101e-08,0.06341917486499687,3.76,0.0,0.8161937914162775,0.9999903110628354,3.247261970304322e-07,6.230447042940481e-07,2.1708741549601736e-05,1.1370205536232725e-05,6.251223002431796e-06,1.0681552903777364e-09,3.5164999985515448e-12,3.9025854730012585e-06,4.5967132265351485e-06,2.8975860883649902e-06,7.034674041639028e-08,1.0692683906759952e-06,3.27334871936323e-07,2.545095721416607e-06,5.857669687253126e-07,4.4462281772860064e-08,1.592567872989347e-08
