Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176)
9.59219126716274e-07,0.0733080837232766,3.76,0.0,0.632474695757052,0.9981095968151196,0.0005885024622607616,5.623638555245272e-05,0.0016973584790662018,6.0140661930834035e-05,0.0017694977158683022,6.144452171368426e-09,2.2857157383146072e-11,3.6698242176395325e-05,3.629961641293303e-05,0.0007904153096714625,1.0272009091974697e-06,7.027145745862794e-05,4.6189600085174024e-05,0.0005771051630924556,3.1236945518771504e-05,0.00027599378028588423,2.8426154681902173e-05,2.505702443312784e-05,1.2439151138387193e-05,2.7663238382253347e-08,1.750511193808595e-06,3.92232256356123e-08,5.506557504522432e-06,1.6205890482478728e-06,2.824962821536516e-10,1.3333632351037109e-08,7.506456391921768e-11,0.0004561203913834085
9.658803231602345e-07,0.07330824088685664,3.76,0.0,0.6324485256169465,0.9980965343901818,0.0005954266344370439,5.6469352588466e-05,0.0017101249981902747,6.013852706077209e-05,0.0017827377369158432,6.144142781256247e-09,2.2856000206677077e-11,3.6730181350623757e-05,3.62884418177643e-05,0.0007965655677232407,1.026890041862926e-06,7.07797565839562e-05,4.653839403273733e-05,0.0005818195689696502,3.1326800502744696e-05,0.0002803106736596551,2.8959617416933113e-05,2.5646044522623057e-05,1.2624563411945405e-05,2.7869801975691184e-08,1.7967785235638692e-06,4.039604434681838e-08,5.611159832831165e-06,1.6590058562241094e-06,2.909480075022512e-10,1.3627883951283655e-08,7.670736409722284e-11,0.00045611442365693904
9.725415196041951e-07,0.07330839799632295,3.76,0.0,0.6324223198243851,0.998083439780846,0.0006023797864127118,5.6701634535082286e-05,0.0017228978155520915,6.013639167573324e-05,0.0017959543267443768,6.143833039948585e-09,2.2854842008802724e-11,3.67620823921028e-05,3.627728772690895e-05,0.0008027155023106432,1.026579779018544e-06,7.128769140543658e-05,4.6886564105570616e-05,0.0005865375360478253,3.141650583186139e-05,0.00028465977556967867,2.949884050653994e-05,2.6243838581829647e-05,1.2811124909745794e-05,2.8075991039193634e-08,1.8439101962601138e-06,4.159338556300485e-08,5.717017463703005e-06,1.698008629986399e-06,2.9957648624983146e-10,1.3926481183816988e-08,7.837418993204858e-11,0.00045610843796379
9.792027160481557e-07,0.07330855505113394,3.76,0.0,0.6323960784834451,0.9980703130490333,0.0006093618363260592,5.693323126392694e-05,0.001735676969567383,6.0134255800405445e-05,0.001809147317477234,6.143522960845351e-09,2.285368282457531e-11,3.679394487235244e-05,3.6266154277492496e-05,0.0008088651131677165,1.0262701245831187e-06,7.179525861533374e-05,4.7234105826966373e-05,0.0005912590577200153,3.150606104963497e-05,0.0002890410293741554,3.00438350970374e-05,2.6850455001680832e-05,1.2998830278550165e-05,2.828180293891993e-08,1.8919154983002255e-06,4.281551746711995e-08,5.8241355574467014e-06,1.7376010869047282e-06,3.083836487460812e-10,1.4229451670395685e-08,8.0065191812873e-11,0.00045610243959567334
9.858639124921163e-07,0.07330871205075866,3.76,0.0,0.6323698016982668,0.9980571542638279,0.0006163727022666556,5.716414260464281e-05,0.001748462498342098,6.0132119457162206e-05,0.0018223165429263955,6.143212556088022e-09,2.2852522671366034e-11,3.68257683634591e-05,3.625504160152469e-05,0.0008150144000371057,1.0259610823285627e-06,7.230245492090199e-05,4.75810147655025e-05,0.0005959841273279682,3.1595465656219637e-05,0.00029345437801062515,3.0594612005461e-05,2.7465941685212916e-05,1.3187674170958963e-05,2.848723508362512e-08,1.9408037342318637e-06,4.406270737840739e-08,5.932519221863597e-06,1.7777869234846454e-06,3.1737141899214166e-10,1.4536822847955673e-08,8.178051911438452e-11,0.00045609642705058025
9.92525108936077e-07,0.07330886899467484,3.76,0.0,0.6323434895730502,0.9980439634946209,0.0006234123022794415,5.7394368356258656e-05,0.0017612544397224525,6.0129982666629674e-05,0.0018354618383041512,6.142901836861647e-09,2.2851361564704344e-11,3.685755243818814e-05,3.6243949827060244e-05,0.000821163362668129,1.025652655913018e-06,7.280927704197177e-05,4.7927286527750606e-05,0.000600712738170758,3.1684719118813776e-05,0.00029789976406903863,3.115118177442043e-05,2.8090346127438384e-05,1.337765124463584e-05,2.8692284909077043e-08,1.9905842233174003e-06,4.5335221853621576e-08,6.042173520930777e-06,1.818569818800864e-06,3.265417154207319e-10,1.4848621998398484e-08,8.35203203548437e-11,0.00045609039882353044
9.991863053800375e-07,0.07330902588234943,3.76,0.0,0.6323171422120879,0.99803074080851,0.0006304805543409625,5.7623908279898274e-05,0.0017740528311833155,6.012784544718741e-05,0.0018485830408076517,6.142590813115579e-09,2.2850199524511057e-11,3.688929667059592e-05,3.623287907689306e-05,0.0008273120008189895,1.0253448488437981e-06,7.331572171637901e-05,4.8272916773460066e-05,0.0006054448834869168,3.1773820861954224e-05,0.00030237712964950776,3.171355455654765e-05,2.87237152402941e-05,1.3568756164764413e-05,2.8896949874617377e-08,2.0412663051398006e-06,4.6633326360871614e-08,6.153103456224708e-06,1.8599534270251528e-06,3.358964484009087e-10,1.516487618175569e-08,8.528474282334822e-11,0.0004560843561337109
9.999999999999997e-07,0.07330918271327937,3.76,0.0,0.6323139213554347,0.9980291234146497,0.0006313459323827135,5.765190057935477e-05,0.0017756166552117723,6.012758434780872e-05,0.001850184194640469,6.142552799766212e-09,2.285005751306946e-11,3.689317161772604e-05,3.623152818254448e-05,0.0008280630619247782,1.025307291462896e-06,7.33775601471989e-05,4.8315092860200555e-05,0.0006060231778922837,3.178469460650539e-05,0.0003029262486590039,3.178264908779891e-05,2.8801700757586877e-05,1.3592177518361023e-05,2.8921924105883415e-08,2.04751959252484e-06,4.6793662295840895e-08,6.166741708869818e-06,1.8650499659817409e-06,3.3705190370535785e-10,1.5203814674017824e-08,8.55019694294221e-11,0.000456083617048026
1.0058475018239981e-06,0.07330918271327937,3.76,0.0,0.6322907597197561,0.9980174862732609,0.0006375773763681429,5.785276211087702e-05,0.0017868577098962282,6.012570781558864e-05,0.001861679989237249,6.142279493907182e-09,2.2849036568762445e-11,3.692100063597412e-05,3.622182946990522e-05,0.0008334603142545419,1.0250376645156285e-06,7.382178569667505e-05,4.861790120514152e-05,0.0006101805564659797,3.1862770279223585e-05,0.00030688641645830006,3.228174018794638e-05,2.936609546128258e-05,1.3760983602867417e-05,2.9101227462292884e-08,2.092859335230247e-06,4.795728540879003e-08,6.265313978597525e-06,1.9019413820971015e-06,3.454375212743547e-10,1.5485612276580344e-08,8.707393280672057e-11,0.0004560782998767262
1.0125086982679587e-06,0.07330933948694515,3.76,0.0,0.6322643422005262,0.9980041999596196,0.0006447026862111097,5.808092956270976e-05,0.0017996691127114457,6.012356978708799e-05,0.0018747525240746482,6.14196788747225e-09,2.2847872707902383e-11,3.695266391119352e-05,3.621080112118611e-05,0.0008396083027461017,1.024731106214237e-06,7.432746575103268e-05,4.896223557039183e-05,0.0006149197502461161,3.195156673559686e-05,0.00031142756579187567,3.2855748171849726e-05,3.0017532725574487e-05,1.3954328237476964e-05,2.9305115189970647e-08,2.145372685255845e-06,4.9307362492840074e-08,6.378809985424186e-06,1.944537296538906e-06,3.551668299803737e-10,1.5810856968914694e-08,8.888803553201783e-11,0.00045607222832700733
1.0191698947119193e-06,0.07330949620284917,3.76,0.0,0.6322378897589604,0.9979908819368974,0.0006518564016569913,5.8308410333508706e-05,0.0018124870761879162,6.012143137574567e-05,0.0018878004873108547,6.141656001388057e-09,2.284670795519778e-11,3.698428607470592e-05,3.619979414269406e-05,0.0008457559660703588,1.0244251771355488e-06,7.483275866181642e-05,4.9305915657307866e-05,0.0006196624579194164,3.204020957341856e-05,0.00031600051858122395,3.343558771160315e-05,3.067807251431931e-05,1.4148784753689537e-05,2.9508610597831048e-08,2.1988157408625044e-06,5.068382011460281e-08,6.493596325816011e-06,1.9877447635478545e-06,3.6508626314304263e-10,1.6140636769939345e-08,9.072719525884977e-11,0.0004560661415131061
1.02583109115588e-06,0.07330965286048804,3.76,0.0,0.6322114024997206,0.9979775322726622,0.0006590384404247112,5.853520410772611e-05,0.0018253116365742879,6.011929259445277e-05,0.0019008237225374158,6.141343842585489e-09,2.2845542327970314e-11,3.701586670678869e-05,3.618880864320519e-05,0.0008519033040094668,1.0241198803842137e-06,7.533766122654765e-05,4.964893729662952e-05,0.0006244086725292656,3.212869811303011e-05,0.00032060521537252473,3.4021267692562105e-05,3.1347759824720744e-05,1.4344347843793195e-05,2.9711711241867504e-08,2.253197902102917e-06,5.2086919722982754e-08,6.6096777976128015e-06,2.031567355721996e-06,3.751977016138881e-10,1.647497800432083e-08,9.259155521426753e-11,0.0004560600415432553
1.039153484043801e-06,0.07330996599900708,3.76,0.0,0.6321583239473775,0.9979507383035018,0.0006734871584561637,5.898672935653578e-05,0.0018509806915284622,6.011501396848442e-05,0.001926795391219333,6.140718731756891e-09,2.284320848720695e-11,3.707890170749035e-05,3.6166902501798296e-05,0.0008641970028859637,1.0235111958642835e-06,7.634628258358213e-05,5.033298876707959e-05,0.0006339115944929986,3.230520948516902e-05,0.0003299096012666312,3.521018294922441e-05,3.271475459682473e-05,1.4738772551941231e-05,3.011671861824362e-08,2.364817209527887e-06,5.4974085135887197e-08,6.845745072978826e-06,2.1210721038383356e-06,3.96004077276667e-10,1.7157449142055433e-08,9.639644360352867e-11,0.0004560477986269715
1.0509216002141852e-06,0.07331024240615217,3.76,0.0,0.63211132305652,0.9979269657048302,0.0006863436320052732,5.938328770690412e-05,0.0018736773238180989,6.0111233389370426e-05,0.001949653271718908,6.140165699519014e-09,2.284114410500414e-11,3.713444041049254e-05,3.6147624538730456e-05,0.0008750553545085225,1.0229756568644208e-06,7.72359020304238e-05,5.093500385975245e-05,0.0006423174437491876,3.2460607540129984e-05,0.0003382335110444025,3.627990424084668e-05,3.3953130675614296e-05,1.5090811477792954e-05,3.047313855572096e-08,2.466630562098773e-06,5.761557881619442e-08,7.058626039609947e-06,2.202215635723901e-06,4.1504001583633436e-10,1.777572792611384e-08,9.9842648002926e-11,0.00045603693349560823
1.0626897163845692e-06,0.07331051862425679,3.76,0.0,0.6320642150574173,0.9979030954006911,0.0006992872786554573,5.9777696831309025e-05,0.0018963950715257338,6.010745180552315e-05,0.0019724317155116974,6.139611896184212e-09,2.2839077139893418e-11,3.718984333396619e-05,3.612841510932442e-05,0.0008859126875392925,1.0224421340856766e-06,7.812425618540968e-05,5.153490368599303e-05,0.0006507341329643096,3.261551314028066e-05,0.00034665559654252677,3.736797264174602e-05,3.522070551883726e-05,1.544622551340124e-05,3.0828291224877255e-08,2.5715153956751906e-06,6.034406536092059e-08,7.275618409649643e-06,2.2853312957195037e-06,4.3470284465185826e-10,1.8408626913125832e-08,1.0336959086859328e-10,0.00045602602688942623
1.0744578325549533e-06,0.07331079465075184,3.76,0.0,0.6320170005308078,0.9978791277950915,0.0007123176422987969,6.0169954837767995e-05,0.0019191341238701787,6.010366925914953e-05,0.001995129914130614,6.139057344077216e-09,2.2837007613859108e-11,3.724510823810178e-05,3.61092747235734e-05,0.0008967690009331027,1.0219106420696572e-06,7.901132791568853e-05,5.213266669930884e-05,0.0006591616221583991,3.276992202858371e-05,0.0003551755172915596,3.847442640725473e-05,3.651771065795869e-05,1.5804985662645934e-05,3.118216406381046e-08,2.6795239727141365e-06,6.316094629397567e-08,7.496746895824419e-06,2.3704380789324707e-06,4.550026409442654e-10,1.905628481057052e-08,1.0697802641957934e-10,0.00045601506997636226
1.0862259487253374e-06,0.0733110704831217,3.76,0.0,0.6319696800585195,0.9978550632664983,0.0007254342661298524,6.0560059885237065e-05,0.0019418946669785332,6.009988578734165e-05,0.002017747074476737,6.1385020626679035e-09,2.2834935611788063e-11,3.730023290857973e-05,3.6090203871015605e-05,0.0009076242936809208,1.0213811947707937e-06,7.989710024297197e-05,5.272827176470893e-05,0.0006675998708997202,3.2923829875322144e-05,0.00036379292935287655,3.9599300740062016e-05,3.784437281787923e-05,1.6167063016446258e-05,3.153474468442932e-08,2.7907086578115446e-06,6.606761029706444e-08,7.722035711272804e-06,2.4575547768689366e-06,4.759493880539986e-10,1.971883843907409e-08,1.1066869843585129e-10,0.00045600408245546296
1.0979940648957214e-06,0.07331134611890422,3.76,0.0,0.6319222542234489,0.9978309022424713,0.0007386366926690006,6.0948010204415675e-05,0.00196467688388073,6.009610142266962e-05,0.002040282418791272,6.1379460689855655e-09,2.283286110614032e-11,3.7355215157156364e-05,3.607120302174167e-05,0.0009184785648081899,1.0208538055861102e-06,8.078155634481617e-05,5.332169815464811e-05,0.0006760488383115033,3.307723229532561e-05,0.0003725074853833612,4.074262780730177e-05,3.920091390565514e-05,1.6532428756218992e-05,3.188602104518841e-08,2.905121909209256e-06,6.906543277214372e-08,7.951508570544309e-06,2.54669997709414e-06,4.975529719752856e-10,2.0396422721608476e-08,1.144423403041515e-10,0.00045599303785742544
1.108585369449067e-06,0.07331159402103445,3.76,0.0,0.6318794813693214,0.9978090751398921,0.0007505918592295869,6.12953218008611e-05,0.001985199558959943,6.0092694754496283e-05,0.0020604936455157164,6.1374450777942e-09,2.2830991961956242e-11,3.740457562295747e-05,3.6054162483362876e-05,0.0009282465345590025,1.0203809256389082e-06,8.157642768617649e-05,5.385390233687657e-05,0.0006836620393041119,3.321485866946821e-05,0.0003804333541018985,4.1787423398764127e-05,4.044752688387732e-05,1.6864045747671323e-05,3.220104480159384e-08,3.0108976889018185e-06,7.18425393623989e-08,8.161630699509949e-06,2.6286802247526732e-06,5.175658841203302e-10,2.101920976433589e-08,1.1791015485306713e-10,0.00045598306011313975
1.1191766740024127e-06,0.07331184176025878,3.76,0.0,0.631836624070752,0.9977871704885795,0.0007626158204663333,6.164088553896827e-05,0.0020057400646043264,6.008928740419088e-05,0.002080637438305313,6.1369435308352054e-09,2.2829120861117768e-11,3.745381741886848e-05,3.6037179329770686e-05,0.0009380136753709343,1.019909732195818e-06,8.237020734361127e-05,5.438431080090775e-05,0.0006912838585330575,3.3352068804470214e-05,0.0003884373674211134,4.2847208494512614e-05,4.1718672588485906e-05,1.7198282186762716e-05,3.251499400225678e-08,3.1193695341472143e-06,7.469557068061585e-08,8.375177294571284e-06,2.712331711996754e-06,5.38125826684122e-10,2.165437504951781e-08,1.2144628027087162e-10,0.00045597304722851557
1.1297679785557583e-06,0.07331208933489412,3.76,0.0,0.6317936827548346,0.9977651885781417,0.0007747082415436475,6.198470034980248e-05,0.0020262985277799033,6.0085879388260946e-05,0.00210071326196635,6.136441436510244e-09,2.2827247842093688e-11,3.750293900705851e-05,3.6020253867049274e-05,0.0009477799865990244,1.0194402339732318e-06,8.316288338192286e-05,5.491290928683794e-05,0.000698914265294517,3.3488859446822726e-05,0.00039651926525537985,4.392200028329479e-05,4.301450273333987e-05,1.7535117264066422e-05,3.282786031897502e-08,3.2305758543311233e-06,7.762550014793646e-08,8.592164609468739e-06,2.797667563943554e-06,5.592397928263921e-10,2.230201295327368e-08,1.2505122922256388e-10,0.00045596300785383795
1.140359283109104e-06,0.07331233674329271,3.76,0.0,0.6317506578493097,0.9977431297284216,0.0007868687872427039,6.232676526417747e-05,0.0020468750734059823,6.008247072186113e-05,0.002120720591290655,6.135938802511306e-09,2.282537287739216e-11,3.7551938869047726e-05,3.6003386391321154e-05,0.0009575454676163558,1.0189724394020122e-06,8.395444397146924e-05,5.5439683798440216e-05,0.0007065532286094366,3.3625227350747174e-05,0.0004046787854499022,4.5011814005393126e-05,4.43351658432415e-05,1.7874530238296425e-05,3.3139635619532276e-08,3.344555098584396e-06,8.063329125523267e-08,8.812608573254932e-06,2.8847007710503633e-06,5.809147030557394e-10,2.2962216578768987e-08,1.2872550740779552e-10,0.00045595292215607034
1.1509505876624495e-06,0.0733125839838424,3.76,0.0,0.631707549782538,0.9977209942218851,0.0007990971219835531,6.26670794154016e-05,0.0020674698243557067,6.0079061418819885e-05,0.0021406589110444523,6.135435635763864e-09,2.2823496026857198e-11,3.760081550587865e-05,3.5986577188838734e-05,0.0009673101178139075,1.0185063566299567e-06,8.47448773886992e-05,5.596462060614393e-05,0.0007142007172271777,3.3761169280999324e-05,0.0004129156638120723,4.611666296287486e-05,4.5680807252211653e-05,1.821650043778817e-05,3.3450311882789876e-08,3.4613457517884486e-06,8.371989738128926e-08,9.036524791061548e-06,2.9734441890683885e-06,6.031574041712601e-10,2.3635077753113823e-08,1.3246961344854963e-10,0.00045594280939375117
1.1604827617604607e-06,0.07331280635552219,3.76,0.0,0.6316686817741026,0.997701006982814,0.0008101603052441907,6.297186461755829e-05,0.002086020765667651,6.0075992512177706e-05,0.0021585439778323656,6.1349823353920865e-09,2.2821805244876545e-11,3.7644697898378107e-05,3.597149895898595e-05,0.0009760975921516553,1.0180883522330378e-06,8.54552941281664e-05,5.6435481363250615e-05,0.0007210907200714811,3.388315014749877e-05,0.0004203947755910336,4.7123891588410736e-05,4.691335851200628e-05,1.852644301673909e-05,3.372897436307229e-08,3.5688929286466004e-06,8.656600943419067e-08,9.24103080125043e-06,3.0547860123047786e-06,6.236668948279346e-10,2.425154987886131e-08,1.3589941817732333e-10,0.00045593367711752226
1.1700149358584718e-06,0.07331302858884167,3.76,0.0,0.631629747065623,0.9976809581259626,0.0008212778804160024,6.327523060686219e-05,0.0021045866378524487,6.007292310853152e-05,0.0021763723760272725,6.134528612772062e-09,2.2820112944653936e-11,3.768847821525522e-05,3.595646834974492e-05,0.0009848843926267517,1.0176717463235086e-06,8.616478005227436e-05,5.69048330404835e-05,0.0007279875797222964,3.400478103080057e-05,0.0004279361364484085,4.814331494992727e-05,4.816635877781396e-05,1.8838425292671683e-05,3.400673466553527e-08,3.67877664433457e-06,8.947740594048669e-08,9.448372636468825e-06,3.1375325923426067e-06,6.446466655525768e-10,2.4878413100100874e-08,1.3938653527003892e-10,0.0004559245167574651
1.179547109956483e-06,0.0733132506826994,3.76,0.0,0.6315907459705704,0.9976608478786235,0.0008324496021879379,6.357717698576341e-05,0.0021231675262322587,6.006985321583999e-05,0.0021941437506951063,6.134074471820117e-09,2.2818419128096954e-11,3.773215540516061e-05,3.594148555046722e-05,0.0009936705188304546,1.0172565442872339e-06,8.687332683729663e-05,5.737266617917125e-05,0.0007348912728483808,3.412605961470174e-05,0.00043553954968672705,4.9174938759806924e-05,4.943990735934426e-05,1.9152432347047983e-05,3.428358728435017e-08,3.7910250113968633e-06,9.245476002648863e-08,9.65856100289903e-06,3.221693020886893e-06,6.661015478050457e-10,2.551573169120579e-08,1.42931313575229e-10,0.00045591532440466404
1.189079284054494e-06,0.07331347263601716,3.76,0.0,0.6315516788027556,0.9976406764569807,0.0008436752250685096,6.387770343835233e-05,0.00214176351478745,6.0066782841616446e-05,0.00221185775340239,6.133619916201615e-09,2.2816723822835485e-11,3.7775728430212406e-05,3.592655074482152e-05,0.0010024559703644474,1.0168427513472036e-06,8.758092623072173e-05,5.783897149543051e-05,0.0007418017759510242,3.4246983603909974e-05,0.0004432048173678486,5.021876749030542e-05,5.0734101467608776e-05,1.9468449311590704e-05,3.455952681520104e-08,3.905666153496828e-06,9.549873758743269e-08,9.87160639657183e-06,3.3072763011173564e-06,6.880363203847222e-10,2.6163569078588776e-08,1.4653409726175346e-10,0.00045590610828288115
1.1986114581525052e-06,0.07331369444773986,3.76,0.0,0.6315125458763124,0.9976204440949015,0.0008549545033990633,6.417680973123557e-05,0.002160374686157822,6.006371199295641e-05,0.002229514042210382,6.1331649493763164e-09,2.28150270204259e-11,3.781919626601653e-05,3.5911664110859244e-05,0.0010112407468407273,1.016430372565414e-06,8.828757005152167e-05,5.830373987772562e-05,0.0007487190653662328,3.436755072535781e-05,0.00045093174033139483,5.127480438036112e-05,5.204903621539689e-05,1.978646136909432e-05,3.48345479563373e-08,4.022728203083693e-06,9.860999718724448e-08,1.0087519103935806e-05,3.3942913477086793e-06,7.104557084564767e-10,2.6821987839299268e-08,1.5019522585368721e-10,0.00045589685993940095
1.2081436322505164e-06,0.0733139161168361,3.76,0.0,0.6314733475056795,0.9976001510078344,0.0008662871913682764,6.447449571512969e-05,0.00217900112164395,6.006064067657726e-05,0.002247112281662529,6.132709574583793e-09,2.28133287531578e-11,3.7862557901766754e-05,3.5896825821110486e-05,0.0010200248478814465,1.0160194128456478e-06,8.899325019045523e-05,5.876696238882582e-05,0.0007556431172671596,3.448775872999064e-05,0.0004587201182159399,5.234305144325587e-05,5.3384804617848385e-05,2.0106453754335287e-05,3.5108645513931003e-08,4.142239298769143e-06,1.0178918994389718e-07,1.0306309202498127e-05,3.482746986853146e-06,7.333643830779306e-10,2.7491049699648255e-08,1.5391503417222948e-10,0.00045588759032307827
1.2176758063485275e-06,0.07331413764229734,3.76,0.0,0.6314340840055802,0.997579797438077,0.0008776730430281385,6.477076132613316e-05,0.002197642901208786,6.005756889887765e-05,0.0022646521427769177,6.132253794922646e-09,2.2811628998560922e-11,3.7905812340311484e-05,3.588203604270197e-05,0.001028808273118714,1.0156098769368645e-06,8.969795861040039e-05,5.922863026126889e-05,0.0007625739076668419,3.460760539480194e-05,0.00046656974948228863,5.3423509475396956e-05,5.474149759312635e-05,2.0428411755102384e-05,3.538181438504813e-08,4.264227582356921e-06,1.0503695940390667e-07,1.0527986561565602e-05,3.57265195628366e-06,7.567669597744892e-10,2.8170815533298652e-08,1.5769385238869398e-10,0.00045587828449610945
1.2272079804465386e-06,0.07331435902313892,3.76,0.0,0.6313947556910022,0.9975593835943081,0.0008891118123102286,6.506560658763508e-05,0.0022163001034795652,6.005449666598483e-05,0.0022821333030271064,6.1317976133157665e-09,2.2809927806324533e-11,3.794895859828683e-05,3.586729493746703e-05,0.0010375910221944085,1.0152017694363621e-06,9.040168734668024e-05,5.968873490270841e-05,0.0007695114124209598,3.472708852488238e-05,0.00047448043143777065,5.451617806531013e-05,5.611920396353619e-05,2.075232071320468e-05,3.565404958846436e-08,4.38872119588878e-06,1.0835394142148341e-07,1.0752560843018504e-05,3.664014905310224e-06,7.806679984376469e-10,2.886134536003781e-08,1.6153200593804745e-10,0.0004558689620717223
1.2357869371347486e-06,0.07331455814145109,3.76,0.0,0.6313593050520542,0.9975409598081775,0.000899451745764706,6.532975302088664e-05,0.0022331048357484475,6.005173127205126e-05,0.00229781589712135,6.131386708551312e-09,2.280839547370846e-11,3.79876969355062e-05,3.5854069687486365e-05,0.001045494917956875,1.0148356976431741e-06,9.103419906102726e-05,6.0101485564750015e-05,0.0007757608873814206,3.483431073164657e-05,0.00048165207501696687,5.551001842799369e-05,5.737717771799492e-05,2.1045494777451793e-05,3.5898258934731275e-08,4.502930762151481e-06,1.1139892065438698e-07,1.0957162368636687e-05,3.7474952028555713e-06,8.026088365705094e-10,2.9492074271692148e-08,1.6503734072297382e-10,0.0004558605396448567
1.2443658938229585e-06,0.07331475714114637,3.76,0.0,0.631323802398674,0.9975224875571967,0.0009098341635728905,6.559274920392702e-05,0.0022499221784443,6.0048965518335e-05,0.0023134504615157803,6.13097548248396e-09,2.280686198166092e-11,3.802634616391575e-05,3.584088410024783e-05,0.001053398265498728,1.0144707896039438e-06,9.166590513635025e-05,6.05129571659811e-05,0.0007820157634678614,3.494123516383591e-05,0.0004888728552042227,5.651374604152901e-05,5.86523043512706e-05,2.1340226681375807e-05,3.6141704549745795e-08,4.619212948616968e-06,1.1450092321848692e-07,1.1164124810747966e-05,3.832169578135449e-06,8.24960319012344e-10,3.013161248092455e-08,1.6859122754038833e-10,0.00045585210003551733
1.2529448505111685e-06,0.07331495602157474,3.76,0.0,0.6312882479609505,0.997503967019879,0.0009202588861671186,6.585459533476549e-05,0.0022667521861548016,6.004619940886497e-05,0.0023290367742923447,6.130563937046793e-09,2.280532731528714e-11,3.806490559512585e-05,3.5827738283161284e-05,0.0010613010645784413,1.0141070483671275e-06,9.229679991613967e-05,6.092314379248204e-05,0.0007882760227665537,3.504786028396116e-05,0.0004961426219569327,5.752735816225776e-05,5.994464432184183e-05,2.163650585356336e-05,3.638438299229848e-08,4.73758826050082e-06,1.1766039645076694e-07,1.1373454790341764e-05,3.918044155301367e-06,8.477256516932162e-10,3.078000198579811e-08,1.7219389401834626e-10,0.00045584363298544113
1.2615238071993784e-06,0.0733151547820754,3.76,0.0,0.6312526419691019,0.9974853983528985,0.0009307257339374945,6.611529167245137e-05,0.002283594912557042,6.004343294755154e-05,0.002344574617930082,6.13015207409252e-09,2.2803791505198028e-11,3.810337455036216e-05,3.5814632340189724e-05,0.0010692033149608848,1.0137444768826953e-06,9.292687779429352e-05,6.133203964978694e-05,0.0007945416472623291,3.5154184576890226e-05,0.0005034612244964874,5.8550851239854985e-05,6.125425665506938e-05,2.1934321761909817e-05,3.662629091264909e-08,4.858077196311217e-06,1.208777821325064e-07,1.158515878804252e-05,4.005124997981996e-06,8.709080001149091e-10,3.1437284195853145e-08,1.7584556452661977e-10,0.0004558351506572759
1.2701027638875883e-06,0.073315353422006,3.76,0.0,0.6312169846534578,0.9974667817385784,0.0009412345272443258,6.637483853498239e-05,0.00230045041045506,6.004066613820854e-05,0.0023600637791280203,6.129739895451201e-09,2.2802254531127718e-11,3.814175236008269e-05,3.580156637201275e-05,0.0010771050164170102,1.0133830780064772e-06,9.355613321330945e-05,6.173963905362409e-05,0.0008008126188443758,3.5260206549523515e-05,0.0005108285113518866,5.958422095499487e-05,6.258119900099369e-05,2.2233663912656173e-05,3.6867425000654804e-08,4.980700246318966e-06,1.2415351666796982e-07,1.1799243150167405e-05,4.093418111700426e-06,8.945104903405744e-10,3.2103499954908585e-08,1.7954646035886992e-10,0.0004558266401125737
1.2786817205757983e-06,0.07331555194074209,3.76,0.0,0.6311812762444435,0.9974481173337636,0.0009517850864287978,6.663323629899453e-05,0.0023173187317937238,6.003789898456354e-05,0.0023755040487333703,6.129327402886336e-09,2.2800716425019242e-11,3.818003836386609e-05,3.57885404761087e-05,0.001085006168723706,1.013022854502633e-06,9.418456066377229e-05,6.214593643224785e-05,0.0008070889193092187,3.536592473112046e-05,0.0005182443303835486,6.062746223569881e-05,6.392552765510755e-05,2.253452185038553e-05,3.710778204190418e-08,5.105477890991887e-06,1.2748803110541774e-07,1.2015714091106919e-05,4.1829294447275885e-06,9.185362097185172e-10,3.277868954882053e-08,1.8329679971747144e-10,0.00045581811441409986
1.2872606772640082e-06,0.07331575033767461,3.76,0.0,0.6311455169725685,0.9974294053225201,0.0009623772318224915,6.689048539929566e-05,0.002334199927658278,6.003513149026841e-05,0.0023908952217483936,6.1289145981517e-09,2.2799177165444315e-11,3.8218231910474134e-05,3.5775554746778464e-05,0.0010929067716637583,1.0126638090442193e-06,9.481215468461469e-05,6.255092632231493e-05,0.0008133705303619805,3.547133767368255e-05,0.0005257085287938039,6.168056926076132e-05,6.528729755669645e-05,2.2836885158599005e-05,3.7347358854020796e-08,5.23243059941879e-06,1.3088175106566595e-07,1.22345776934781e-05,4.27366488798566e-06,9.429882057322015e-10,3.346289270349785e-08,1.8709679776060197e-10,0.0004558095599165881
