Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170)
0.0,0.08996842265927475,3.76,0.0,0.9780327151262309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.851174028749326e-18,0.08996842265927475,3.76,0.0,0.9780327151262308,1.0,8.160276659146858e-41,2.6306292041494665e-30,1.730421877901214e-16,1.7304218778723123e-16,7.510076218502948e-18,4.391560709054693e-32,5.801389404612258e-31,2.9002516055888752e-27,2.8823441115416108e-27,8.477278787192857e-38,9.138972346628762e-38,7.510076218534124e-18,4.6174977743513626e-29,7.27352625250832e-38,2.4676055263552465e-26,2.6306059644696586e-30,7.242557404059967e-30,3.597396216691672e-45,8.786005027084188e-52,2.7938959592690116e-31
5.1832872804981126e-18,0.08996842265927478,3.76,0.0,0.9780327151262304,1.0,9.687880506472666e-40,1.588900049466914e-29,4.845181258123399e-16,4.84518125794883e-16,2.102821341164921e-17,2.6525031044534476e-31,3.504039131695086e-30,1.7459555639375805e-26,1.7409358432961136e-26,1.006422537575821e-36,1.0463888587982718e-36,2.1028213411895483e-17,2.788968655497055e-28,8.608964168874834e-37,6.911732591915737e-26,1.588886003171594e-29,4.374504671985793e-29,5.436385162587665e-44,1.3553099894513297e-50,1.6875131530361763e-30
1.1847513783995687e-17,0.08996842265927478,3.76,0.0,0.9780327151262297,1.0,9.511618649775474e-39,7.649869878076195e-29,1.107470001856776e-15,1.1074700017727286e-15,4.806448779730557e-17,1.2770665084697e-30,1.6870439358251738e-29,8.393356827536194e-26,8.381856675237714e-26,9.881116153120835e-36,1.0073537066240981e-35,4.8064487798617956e-17,1.3427683524646253e-27,8.438772902182684e-36,1.5809735195600981e-25,7.649802154156575e-29,2.1061356930009983e-28,5.8482150812979046e-43,1.5193006674360526e-49,8.124649354119685e-30
2.5175966790990833e-17,0.08996842265927478,3.76,0.0,0.9780327151262284,1.0,8.412919193849224e-38,3.3408992467596886e-28,2.3533737539456463e-15,2.3533737535785893e-15,1.0213703656607365e-16,5.57728886135709e-30,7.367763479151597e-29,3.6630321176901927e-25,3.6605770204950465e-25,8.739735335858914e-35,8.82377080141207e-35,1.0213703657206192e-16,5.864222170153143e-27,7.458157016408279e-35,3.364473429386904e-25,3.3408695846712345e-28,9.198047902126546e-28,5.3755172181305064e-42,1.5094414857029486e-48,3.5482477696558976e-29
5.183287280498113e-17,0.08996842265927482,3.76,0.0,0.9780327151262258,0.9999999999999999,7.0715658584696515e-37,1.394759745780927e-27,4.8451812581233766e-15,4.845181256590987e-15,2.1028213409343118e-16,2.328411572711717e-29,3.0758957040901956e-28,1.5287289712273606e-24,1.5282188468928422e-24,7.346274155830016e-34,7.381357391387273e-34,2.102821341189459e-16,2.4481973170153126e-26,6.266619623832164e-34,6.9470708059119725e-25,1.3947472911771042e-27,3.840003934705943e-27,4.598868153657059e-41,1.4847034528559519e-47,1.48132354885026e-28
1.0514668483296172e-16,0.0899684226592749,3.76,0.0,0.9780327151262206,0.9999999999999997,5.797697526550398e-36,5.698049281428688e-27,9.8287962664788e-15,9.82879626021849e-15,4.2657232910743186e-16,9.512347675951866e-29,1.2566033392910651e-27,6.244326376702441e-24,6.243272630503055e-24,6.022919392010677e-33,6.0372519720356726e-33,4.265723292126981e-16,1.000168485421509e-25,5.136774899441493e-33,1.4174655790547366e-24,5.697997817915984e-27,1.5687669031644396e-26,3.8024331219432476e-40,1.5473482927109599e-46,6.051689652163122e-28
2.117743088889229e-16,0.08996842265927507,3.76,0.0,0.9780327151262102,0.9999999999999992,4.695126727694182e-35,2.3032431255912962e-26,1.9796026283189485e-14,1.97960262578843e-14,8.591527189725755e-16,3.845064573136945e-28,5.079388216791033e-27,2.5238504707280507e-23,2.5236306148835268e-23,4.8775162716936926e-32,4.883309458959744e-32,8.591527194001393e-16,4.0428409208218577e-25,4.1594993040314143e-32,2.8879386718954545e-24,2.3032218523737058e-26,6.341206643556205e-26,3.0920754641044054e-39,1.778355566655979e-45,2.4461894012163263e-27
4.2502955700084526e-16,0.08996842265927539,3.76,0.0,0.9780327151261894,0.9999999999999983,3.779047994962105e-34,9.261243345313518e-26,3.973048631661025e-14,3.9730486214859236e-14,1.7243134980514323e-15,1.5461008866395498e-27,2.0423969323958398e-26,1.0147879523410291e-22,1.0147407679328809e-22,3.9258494190201204e-31,3.928178267343067e-31,1.724313499774769e-15,1.6256085448107975e-24,3.3477686702435956e-31,5.928709267467759e-24,9.261154020129275e-26,2.5497712990942674e-25,2.493870877589743e-38,2.273239275517645e-44,9.83601746672714e-27
8.5154005322469e-16,0.089968422659276,3.76,0.0,0.9780327151261478,0.9999999999999966,3.0324504876776695e-33,3.714176039245807e-25,7.959940638344935e-14,7.959940597538223e-14,3.454635053603424e-15,6.20069509181305e-27,8.190903289342772e-26,4.0696711004764973e-22,4.069564309400767e-22,3.1502469001276827e-30,3.1511798578679667e-30,3.4546350605230173e-15,6.519417268577266e-24,2.686310105044928e-30,1.2409548308066306e-23,3.714137178723688e-25,1.0225723301282032e-24,2.0032127076422665e-37,3.1737428855617177e-43,3.944680902909205e-26
1.7045610456723795e-15,0.08996842265927728,3.76,0.0,0.9780327151260646,0.9999999999999931,2.4296545148820933e-32,1.4876103138473179e-24,1.5933724651711764e-13,1.593372448827207e-13,6.915278154284529e-15,2.4836236670608376e-26,3.2806161303540003e-25,1.6299746610922391e-21,1.6299483780790156e-21,2.5240310083143958e-29,2.524402968173861e-29,6.9152781820154696e-15,2.6111673635067835e-23,2.152291629781925e-29,2.6968419466202804e-23,1.487592316496673e-24,4.095623012505374e-24,1.6058229271522002e-36,4.7049315218317795e-42,1.5799282713778793e-25
3.4106030305677583e-15,0.08996842265927976,3.76,0.0,0.9780327151258982,0.9999999999999862,1.9452072779838548e-31,5.954338846986132e-24,3.1881292678441503e-13,3.1881292024256805e-13,1.3836564313955291e-14,9.941858665123537e-26,1.3130873661638636e-24,6.524113339874466e-21,6.524041127048934e-21,2.020759481233908e-28,2.0209055569918404e-28,1.3836564424984212e-14,1.0451473920964538e-22,1.7231317908371903e-28,6.247494752322187e-23,5.954247335017193e-24,1.6393165415861533e-23,1.2859607117824687e-35,7.228520467238596e-41,6.323817493628579e-25
6.822687000358516e-15,0.08996842265928474,3.76,0.0,0.9780327151255653,0.9999999999999724,1.5567671458261569e-30,2.3825277465416167e-23,6.377642873188531e-13,6.377642611429442e-13,2.7679136466531487e-14,3.9787518534430113e-25,5.253947493216565e-24,2.610488413239457e-20,2.6104661238240708e-20,1.6172216640973133e-27,1.617275569717702e-27,2.767913691085708e-14,4.181950590513209e-22,1.3790249982239354e-27,1.5904325406413728e-22,2.3824755442243494e-23,6.559401366372627e-23,1.029289760468896e-34,1.1325766249010754e-39,2.5303403064673436e-24
1.3646854939940033e-14,0.08996842265929478,3.76,0.0,0.9780327151248998,0.9999999999999447,1.2456664634757919e-29,9.531795370251704e-23,1.2756670083871003e-12,1.2756669036664241e-12,5.536428010462636e-14,1.5923306011086738e-24,2.1018312269981365e-23,1.0443639248270929e-19,1.0443563346948685e-19,1.2940229302516743e-26,1.2940371816641298e-26,5.5364281882344674e-14,1.6730522721139677e-21,1.1034277901707317e-26,4.54401728564391e-22,9.531461821743733e-23,2.6241875821800014e-22,8.236403171870382e-34,1.7929183276771977e-38,1.0122925621068658e-23
2.7295190819103064e-14,0.08996842265931476,3.76,0.0,0.9780327151235686,0.9999999999998893,9.966537466477017e-29,3.8131348450751313e-22,2.5514724505210822e-12,2.5514720316043164e-12,1.1073456471261659e-13,6.3744068447641276e-24,8.407290093600913e-23,4.1777922044779915e-19,4.1777645441402628e-19,1.035316458015772e-25,1.0353104206323878e-25,1.1073457182429005e-13,6.6927515406323075e-21,8.828252317996439e-26,1.4540130009222279e-21,3.812901642383026e-22,1.0497603939117878e-21,6.589956378160621e-33,2.853299530911128e-37,4.04943318626147e-23
5.459186257742913e-14,0.08996842265935477,3.76,0.0,0.9780327151209063,0.9999999999997786,7.974023769141947e-28,1.5254011180278342e-21,5.1030833347789954e-12,5.103081659043982e-12,2.2147512325604308e-13,2.5535186107733373e-23,3.362477741863626e-22,1.6711836750586726e-18,1.671173189800177e-18,8.28292195996016e-25,8.28270971361518e-25,2.214751517040832e-13,2.677207783828251e-20,7.062931858326786e-25,5.088867860477501e-21,1.5252280117822173e-21,4.199211886442136e-21,5.272298184887569e-32,4.5529796064522944e-36,1.6197858948244983e-22
1.0918520609408125e-13,0.08996842265943478,3.76,0.0,0.9780327151155815,0.9999999999995571,6.380034892553762e-27,6.1024095405830366e-21,1.0206305103254616e-11,1.0206298400180075e-11,4.4295619765463236e-13,1.0243485791411142e-22,1.3445585606933643e-21,6.68486420792129e-18,6.684823735049664e-18,6.626490201763684e-24,6.626104131091478e-24,4.4295631144745286e-13,1.0709034860491859e-19,5.650474271998726e-24,1.8901547009287775e-20,6.1010785146441515e-21,1.6797184834381655e-20,4.217971026119647e-31,7.274921861672227e-35,6.478849099865109e-22
2.183718931273855e-13,0.08996842265959483,3.76,0.0,0.9780327151049322,0.9999999999991142,5.1051516307925617e-26,2.4415333937553812e-20,2.0412748640045045e-11,2.0412721827489223e-11,8.859181757143781e-13,4.120776688372756e-22,5.374613230329605e-21,2.6739683198520616e-17,2.6739526726375142e-17,5.301247633598411e-23,5.300611182772217e-23,8.859186308707142e-13,4.2836461986340083e-19,4.520425780665022e-23,7.270230437338449e-20,2.440490098645003e-20,6.718938720653129e-20,3.374428599009376e-30,1.1631983251726389e-33,2.591225021275127e-21
4.3674526719399403e-13,0.08996842265991489,3.76,0.0,0.9780327150836333,0.9999999999982282,4.0858465670678145e-25,9.770541216640295e-20,4.0825635712982704e-11,4.082552846233457e-11,1.7718414490091441e-12,1.666955979819954e-21,2.146921251350875e-20,1.0695892430519401e-16,1.0695832911981917e-16,4.241011363842655e-22,4.239985511022846e-22,1.771843269474439e-12,1.7134581377412095e-18,3.616350926525388e-22,2.8503358590810177e-19,9.762280885645732e-20,2.6875863082671697e-19,2.699561648584892e-29,1.8604811599680868e-32,1.0362225942116624e-20
8.73492015327211e-13,0.08996842266055499,3.76,0.0,0.9780327150410357,0.9999999999964561,3.2714085723745754e-24,3.91171276807922e-19,8.165140985628626e-11,8.165098085356754e-11,3.5436852653003165e-12,6.816367453005904e-21,8.564316483712623e-20,4.2783399016545585e-16,4.2783182975737563e-16,3.392800100637479e-21,3.391155953722791e-21,3.5436925457996e-12,6.853777528877917e-18,2.8930716709347896e-21,1.1288405766775573e-18,3.9051387972566247e-19,1.075034976903358e-18,2.1596537205060172e-28,2.976245535927678e-31,4.1427210275635127e-20
1e-12,0.08996842266119512,3.76,0.0,0.9780327150286969,0.9999999999959427,5.034641149122937e-24,5.187897047749929e-19,9.347699626609107e-11,9.347642746562827e-11,4.056916436531988e-12,9.10059182768703e-21,1.1345231221271287e-19,5.672501063495249e-16,5.672473336162042e-16,5.22010858524519e-21,5.2171874950085006e-21,4.056926088921698e-12,9.087171826295701e-18,4.451233674838365e-21,1.494732134623744e-18,5.177789680340387e-19,1.425353244771302e-18,3.391234699092348e-28,5.400765456404112e-31,5.491773397040501e-20
1.3102387634604282e-12,0.08996842266119512,3.76,0.0,0.9780327149984381,0.9999999999946837,9.358661452809096e-24,8.317516367010482e-19,1.2247718399701952e-10,1.2247627236697666e-10,5.315526352294163e-12,1.4702253630301065e-20,1.816493949265484e-19,9.091438105554089e-16,9.091395362012546e-16,9.70126387510084e-21,9.695211304125982e-21,5.315541821331373e-12,1.4564181731580362e-17,8.272354172587036e-21,2.39201735176981e-18,8.298743960862197e-19,2.2844476847155896e-18,6.411472203359471e-28,1.1346477610931654e-30,8.80008899492485e-20
1.7469855115936452e-12,0.08996842266183525,3.76,0.0,0.9780327149558405,0.9999999999929112,1.9748689011830982e-23,1.4196752755377109e-18,1.6330295813518456e-10,1.6330140300319593e-10,7.087364710992217e-12,2.5420972334934405e-20,3.0933615333879716e-19,1.5508865560975803e-15,1.5508797581572484e-15,2.0462723897188948e-20,2.0447372854693317e-20,7.08739109615866e-12,2.4844623204292243e-17,1.7448742788107066e-20,4.0747892639600835e-18,1.4157185352516192e-18,3.896995256733206e-18,1.3970252922066843e-27,3.0527663616812543e-30,1.5006899094868712e-19
2.6204790078600794e-12,0.08996842266311549,3.76,0.0,0.9780327148706452,0.9999999999893658,5.397872603831988e-23,2.9420378909947396e-18,2.449545064054953e-10,2.449512867086859e-10,1.0631035028353862e-11,5.380400016101894e-20,6.385940280521078e-19,3.2108926242705438e-15,3.2108802492402123e-15,5.588979689417874e-20,5.583611686668087e-20,1.0631089644435618e-11,5.143707880617707e-17,4.765769702774351e-20,8.425796224044268e-18,2.9312388354511553e-18,8.068218598253212e-18,4.055126338017979e-27,1.2346967609395732e-29,3.1052542400644207e-19
3.4939725041265134e-12,0.08996842266439573,3.76,0.0,0.97803271478545,0.9999999999858198,1.130137903789793e-22,5.008134772881562e-18,3.2660605466638573e-10,3.2660057881663695e-10,1.417469532112579e-11,9.339816885336838e-20,1.0831023619643157e-18,5.460852577185951e-15,5.4608342742009155e-15,1.1693967372439107e-19,1.1680555403014807e-19,1.4174788190860416e-11,8.748008317203404e-17,9.971540165878046e-20,1.4321676125759755e-17,4.985549244503864e-18,1.3721900169990821e-17,8.868089136480982e-27,3.3443865691311305e-29,5.278419850554686e-19
