Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934)
1.8534812279061797e-08,0.4492033996529099,3.76,0.0,0.606000083642915,0.9999985611447719,1.8732470208066665e-10,1.032300403459326e-08,2.706692912196853e-05,2.6183235124380577e-05,6.51602320490096e-07,7.071022024925762e-12,1.693923962110644e-12,8.057121684596951e-07,7.461055944585331e-07,9.608675465154294e-08,5.533442125112623e-08,5.850594603494046e-07,3.675410032339841e-10,1.8767477554966027e-07,1.073253336628846e-08,4.601416113730792e-10,7.395869116143645e-10,6.644171883160929e-15,1.6760884537777943e-13,1.1071613811737883e-11,5.63292243692419e-13,3.62627541033441e-16,1.6123862161182583e-07,4.244218910099958e-15,1.1435212298057934e-19,6.389399663581754e-19
1.8998217683792032e-08,0.44920345714734683,3.76,0.0,0.6059993835644559,0.99999850349886,2.063643212665018e-10,1.1094639150076676e-08,2.774632058440904e-05,2.6816707955257686e-05,6.719232581819269e-07,7.425674400086225e-12,1.7365057669238815e-12,8.451258201236588e-07,7.811608169483889e-07,1.0320561256964963e-07,5.8746215443806024e-08,5.996948675455639e-07,3.841515993300258e-10,1.9370403126016533e-07,1.1518283908889519e-08,4.851303658333932e-10,7.766082741746333e-10,7.07988905600143e-15,1.8520932783092794e-13,1.1426344681899782e-11,6.063614599525599e-13,3.915753199492083e-16,1.6526979694920389e-07,4.539540319385726e-15,1.2410280829882e-19,6.712884461505125e-19
1.9461623088522267e-08,0.4492035146692569,3.76,0.0,0.6059986831629129,0.9999984448064412,2.26808856213865e-10,1.1903096797899484e-08,2.8425936181962508e-05,2.7449171508672194e-05,6.925671962257696e-07,7.78843371727937e-12,1.7790291387864141e-12,8.854133819099052e-07,8.168933944348588e-07,1.1065445944290481e-07,6.226282410956716e-08,6.143308659844341e-07,4.011037089061643e-10,1.9982975491943303e-07,1.2340580599164506e-08,5.108987692171651e-10,8.145128427072495e-10,7.535783809471957e-15,2.0419428496526658e-13,1.178658492412332e-11,6.515595374212912e-13,4.2212389229314463e-16,1.6930096760751916e-07,4.848856492936225e-15,1.3442664021030662e-19,7.044356882595971e-19
1.99250284932525e-08,0.4492035722191645,3.76,0.0,0.6059979824292645,0.9999983850682932,2.487244971000132e-10,1.2749170249233544e-08,2.910578271025102e-05,2.808062739091549e-05,7.135431414290943e-07,8.159259884026404e-12,1.82149414083664e-12,9.265703275781849e-07,8.532954429279563e-07,1.1843957390498783e-07,6.588372972240063e-08,6.289674698057162e-07,4.184002907296822e-10,2.0605405643782155e-07,1.3200174154698258e-08,5.374592249140464e-10,8.532991601236236e-10,8.012588415274433e-15,2.2464005509126387e-13,1.2152496944821294e-11,6.989366582619093e-13,4.543293125143188e-16,1.733321335853251e-07,5.172593090891458e-15,1.4534445054482645e-19,7.383816914230848e-19
2.0388433897982736e-08,0.4492036297975877,3.76,0.0,0.605997281354532,0.9999983242851946,2.7217884091501875e-10,1.3633648505715769e-08,2.9785866929978648e-05,2.8711077205711933e-05,7.348600565258451e-07,8.538112956859628e-12,1.8639008361615033e-12,9.685921486793749e-07,8.903591541182267e-07,1.2656716146078238e-07,6.960837653006723e-08,6.436046930711428e-07,4.3604459602994396e-10,2.1237903478068336e-07,1.409781021831898e-08,5.648244808510035e-10,8.92965771897791e-10,8.511065520251687e-15,2.46625738986789e-13,1.2524242449308584e-11,7.485429250409837e-13,4.882489781230333e-16,1.7736329488118164e-07,5.5111871735688975e-15,1.56877562510084e-19,7.73126454375677e-19
2.085183930271297e-08,0.44920368740503863,3.76,0.0,0.6059965799297827,0.9999982624579253,2.972408838783528e-10,1.4557316315100006e-08,3.0466195564548682e-05,2.934052255422305e-05,7.565268578351302e-07,8.924953140759686e-12,1.9062492880845637e-12,1.0114743544912602e-06,9.280767946701737e-07,1.3504335518887526e-07,7.343617363933103e-08,6.582425497647929e-07,4.54040156891782e-10,2.1880677801135638e-07,1.503422938086764e-08,5.930076278530117e-10,9.335112260731736e-10,9.032009340626176e-15,2.702332694497978e-13,1.2901982393048459e-11,8.00428360995942e-13,5.239416630336628e-16,1.8139445149365738e-07,5.865087663935937e-15,1.6904780460734075e-19,8.086699758491232e-19
2.1315244707443206e-08,0.44920374504202343,3.76,0.0,0.6059958781461323,0.9999981995872659,3.239810138832587e-10,1.552095418678987e-08,3.114677529787484e-05,2.996896503505164e-05,7.785524131134936e-07,9.319740788674114e-12,1.9485395600636015e-12,1.0552124719545152e-06,9.664407055222571e-07,1.4387421643749315e-07,7.736649790076059e-08,6.728810537934074e-07,4.723907749341555e-10,2.253393633339995e-07,1.601016720385368e-08,6.220220979119276e-10,9.749340732696878e-10,9.576246883243978e-15,2.9554748187326625e-13,1.3285876937421208e-11,8.546429103041922e-13,5.614675504122747e-16,1.8542560342133219e-07,6.234755820518163e-15,1.8187752435987877e-19,8.450122545722212e-19
2.224205551690368e-08,0.44920386040658955,3.76,0.0,0.6059944734668397,0.9999980707189046,3.827839998868373e-10,1.7571241055088346e-08,3.2508714587543205e-05,3.1222847775303714e-05,8.23715002575675e-07,1.0133000625405995e-11,2.032945817544569e-12,1.1452386375301172e-06,1.0450770691119306e-06,1.6262383235158658e-07,8.553208957471836e-08,7.021600590976904e-07,5.101736714655018e-10,2.387273150314775e-07,1.808351606540384e-08,6.826004298516613e-10,1.060406162134184e-09,1.0738082705048635e-14,3.5165023958108424e-13,1.407276626776803e-11,9.702587320190494e-13,6.422669038756972e-16,1.9348789321667013e-07,7.0233047828713475e-15,2.0960746259526423e-19,9.200930786678208e-19
2.3076185245418102e-08,0.44920396434066145,3.76,0.0,0.6059932079399508,0.9999979511768388,4.4218010442644446e-10,1.9560940685137442e-08,3.3735384883178843e-05,3.234792841899777e-05,8.656761728389049e-07,1.0891720078907757e-11,2.108713108910122e-12,1.2291448900499684e-06,1.1179847014010123e-06,1.807708126377474e-07,9.322494462285756e-08,7.285135156971982e-07,5.454358463449763e-10,2.5115564919637424e-07,2.0091960834742432e-08,7.401057225815699e-10,1.1403172390871803e-09,1.1872412164081789e-14,4.0889262053466604e-13,1.4803604496554117e-11,1.0827779701141056e-12,7.218896181500374e-16,2.0074393799652828e-07,7.791821518461115e-15,2.3705511196680916e-19,9.90397557334623e-19
2.3910314973932526e-08,0.4492040683780257,3.76,0.0,0.6059919411144308,0.9999978282663778,5.081706977406243e-10,2.169208970198669e-08,3.496297068724815e-05,3.34697845163607e-05,9.089352071487642e-07,1.1675579436835751e-11,2.1842928812926568e-12,1.315755531869546e-06,1.1928704578374131e-06,2.0015797550599265e-07,1.0123908920977879e-07,7.548692824379777e-07,5.819187117321678e-10,2.639554845891579e-07,2.2239658019989127e-08,8.005287899989986e-10,1.2230486472562183e-09,1.3096708693212679e-14,4.731243316511677e-13,1.5556834154285557e-11,1.2036166826057442e-12,8.084556539641542e-16,2.0799996757633093e-07,8.61921509399502e-15,2.6701215038337963e-19,1.0632899895859312e-18
2.474444470244695e-08,0.4492041725214237,3.76,0.0,0.6059906729404226,0.999997701992112,5.812156168655653e-10,2.396908879262205e-08,3.619150932468599e-05,3.4588425298469377e-05,9.535418438575443e-07,1.2484352763424678e-11,2.259685503656232e-12,1.4050451064063275e-06,1.2696922664899465e-06,2.2081816646215487e-07,1.0957003994461566e-07,7.812274376689026e-07,6.196527951984349e-10,2.7713854840315235e-07,2.4530718509651766e-08,8.639600481073144e-10,1.3085920280844816e-09,1.4417152285015166e-14,5.449547071116913e-13,1.633335588666626e-11,1.3330633212548363e-12,9.02371101790256e-16,2.1525598194854856e-07,9.508687902270816e-15,2.996294144535179e-19,1.138770367901763e-18
