Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934)
1.292577589994708e-06,0.4494762903572014,3.76,0.0,0.6011052849360068,0.9980223328128356,0.00045778282283177424,0.00020172792930939285,0.0032781817584937585,0.000416828472142965,0.002866475662766379,1.909214412278555e-09,2.9714508436730346e-11,0.00020586899239325826,6.996733895721039e-05,0.0013884938100407493,1.0040194942848562e-05,4.525168455558506e-05,3.7054027396476295e-06,0.0009351957928311985,0.0001350344009673953,0.00011732205607546904,2.7628522257044e-05,3.0584607897705954e-06,6.2808462618736595e-06,5.11587820674519e-08,9.471289364657911e-07,5.953012399649515e-09,1.64180940514279e-05,1.1946494579107045e-06,2.3595259821470746e-12,3.673558299873774e-15
1.3100903104708141e-06,0.4494805557811376,3.76,0.0,0.6010157104470067,0.9979852840980608,0.0004715531828773526,0.00020377330154444897,0.003329698608960108,0.00041706801908123896,0.002923894057697635,1.9116126544869835e-09,2.973175220885533e-11,0.00020636197402147658,6.999935851983836e-05,0.00141347314783175,1.004495381600694e-05,4.58639799383995e-05,3.7805464268024046e-06,0.000953806543584592,0.0001362299142220667,0.00012161781009236715,2.8959078659454328e-05,3.2353605415295086e-06,6.511901170079998e-06,5.218171490669701e-08,1.0083816212262712e-06,6.3298559881315454e-09,1.6835227336020652e-05,1.2640074353035142e-06,2.50895412884351e-12,3.797733825345958e-15
1.3276030309469201e-06,0.44948482335104084,3.76,0.0,0.6009259013203238,0.9979481241184712,0.00048546391622901654,0.0002057743817666187,0.0033812702826798617,0.00041729029559900313,0.0029813922704500775,1.913852410214541e-09,2.9747671394187706e-11,0.00020684074028602716,7.002784338404255e-05,0.0014384686890083086,1.004919239347148e-05,4.6475153652432816e-05,3.8557957415542764e-06,0.0009724530104509629,0.00013740142730176916,0.00012599958563084616,3.0327847797254383e-05,3.4193169935655225e-06,6.7470715478612965e-06,5.3205965168299946e-08,1.072542256389794e-06,6.724922187604164e-09,1.72606912960532e-05,1.3361537114151985e-06,2.665609167497935e-12,3.925049941649839e-15
1.3451157514230262e-06,0.44948909296547207,3.76,0.0,0.6008358643048615,0.9979108542866324,0.0004995121059929436,0.00020773217871314478,0.0034328959608029763,0.00041749630410535906,0.0030389627129706227,1.9159426744284156e-09,2.9762342580174256e-11,0.00020730611124829265,7.005300084575859e-05,0.0014634792165484295,1.0052941195692848e-05,4.70851901479982e-05,3.931140377334777e-06,0.0009911339047087577,0.00013854970230421006,0.0001304675048055512,3.173501751442372e-05,3.610476170924603e-06,6.986332891514615e-06,5.4231396540854186e-08,1.1396930930467659e-06,7.138772079289204e-09,1.7694563652037368e-05,1.4111474366711328e-06,2.8297134107170215e-12,4.055568845808322e-15
1.3626284718991322e-06,0.44949336452869093,3.76,0.0,0.6007456058950539,0.9978734759387711,0.000513694901718048,0.00020964770682546543,0.0034845748849430423,0.0004176869887228389,0.003096598079423899,1.9178919421912464e-09,2.977583792398354e-11,0.0002077588598206976,7.007502613563323e-05,0.0014885035840315343,1.0056228965200854e-05,4.769407444750483e-05,4.0065704108541505e-06,0.0010098480111921549,0.00013967548729093484,0.0001350216782265238,3.3180762352034335e-05,3.8089835748392544e-06,7.2296602059007585e-06,5.5257877796385375e-08,1.2099167707329534e-06,7.571971141117695e-09,1.8136919948622028e-05,1.4890476313215146e-06,3.0014908839173597e-12,4.189353297402629e-15
1.3801411923752382e-06,0.4494976379503235,3.76,0.0,0.6006551323398518,0.9978359903394177,0.0005280095197455689,0.00021152198329973783,0.0035363063534053453,0.00041786323868339486,0.0031542913362422043,1.919708235129998e-09,2.978822540725369e-11,0.0002081997143907705,7.009410312292839e-05,0.0015135407115291412,1.0059082770399096e-05,4.8301792113858694e-05,4.082076288653542e-06,0.0010285941840482691,0.00014077951553227914,0.00013966220543649806,3.4665244106662294e-05,4.014984146737064e-06,7.477028043030826e-06,5.628528261108297e-08,1.283296289504875e-06,8.025089035179104e-09,1.8587833634691354e-05,1.5699131720359944e-06,3.181167239783603e-12,4.326466602482801e-15
1.4151666333274502e-06,0.44950619003237025,3.76,0.0,0.6004735636131139,0.9977607021111874,0.0005570234223753627,0.00021515084844707597,0.0036399243795949506,0.0004181757356435897,0.003269824690980631,1.922971762991123e-09,2.980992924257165e-11,0.00020904844693135177,7.012409470189721e-05,0.0015636492368840578,1.0063588957335892e-05,4.9513672328666426e-05,4.233279135256438e-06,0.0010661784687813734,0.0001429251574903821,0.00014920266653681405,3.7751005096412094e-05,4.4500415632011685e-06,7.983781439849725e-06,5.834238111431173e-08,1.4398564967980242e-06,8.993379687349331e-09,1.9515616963636188e-05,1.740775006832355e-06,3.5651268627513288e-12,4.610935638773398e-15
1.4466895301844412e-06,0.4495138924545346,3.76,0.0,0.6003094739280315,0.9976925872723341,0.0005835602107218369,0.00021828591669269048,0.003733354306197939,0.0004184155223060324,0.0033739373732856307,1.925525809071861e-09,2.982627854046418e-11,0.00020977810945602637,7.014263847895369e-05,0.0016087809445883684,1.006640097233462e-05,5.060023985531521e-05,4.369532362384492e-06,0.00110010377924937,0.00014478886049606375,0.0001580851980861573,4.066205163872015e-05,4.868661298347315e-06,8.453414758741088e-06,6.019575541453814e-08,1.5923927784301249e-06,9.93875712589945e-09,2.038058493242894e-05,1.9052794196229194e-06,3.939998920288019e-12,4.878988190710108e-15
1.4782124270414322e-06,0.44952159970584116,3.76,0.0,0.6001447740312043,0.9976241417628354,0.0006104838636869364,0.00022130301256243173,0.0038269458048090605,0.0004186201800666463,0.0034781396854916624,1.927754670781908e-09,2.983992884248703e-11,0.0002104787779182159,7.015403609458386e-05,0.001653939852884439,1.0068161137846318e-05,5.1682824700462805e-05,4.505898310115164e-06,0.0011341179321689503,0.00014659274365875434,0.00016724860118131572,4.3700596433964004e-05,5.313784026760106e-06,8.93572653721219e-06,6.205036370381541e-08,1.756458576465083e-06,1.095770134767912e-08,2.1274333556443788e-05,2.0802993725154107e-06,4.3440386884008516e-12,5.1588341652129935e-15
1.5097353238984231e-06,0.44952931141769714,3.76,0.0,0.5999794925821779,0.9975553708839264,0.0006377805457681321,0.00022420786176635495,0.003920696416922256,0.00041879329079309895,0.0035823992416519923,1.929691065354692e-09,2.985115437451454e-11,0.00021115338956001205,7.015902794142392e-05,0.0016991216072518086,1.0068978413336831e-05,5.2761358668277924e-05,4.6423329973060836e-06,0.0011682162726630936,0.00014834048861109842,0.00017669310837354295,4.686719190983007e-05,5.786230716748095e-06,9.430556328111592e-06,6.390562475907132e-08,1.932547724489285e-06,1.2053660629428017e-08,2.2197225506889066e-05,2.266171524535832e-06,4.778610835636322e-12,5.450860615822614e-15
1.541258220755414e-06,0.4495370272539399,3.76,0.0,0.5998136562939237,0.9974862794702154,0.000665437095313374,0.00022700605863042845,0.004014604051231857,0.0004189380703743867,0.003686685814626009,1.9313644502835294e-09,2.986020141894539e-11,0.00021180458080018288,7.015827870811721e-05,0.0017443222967291926,1.0068950607034738e-05,5.383577728266729e-05,4.778795378852625e-06,0.001202394608450144,0.00015003559641237703,0.00018641886585813065,5.0162297204723856e-05,6.286814190106978e-06,9.937741330500294e-06,6.576099623383439e-08,2.1211560064259843e-06,1.3230112733042386e-08,2.314960735452852e-05,2.4632301862747614e-06,5.245091302040376e-12,5.7554592490553004e-15
1.572781117612405e-06,0.4495447469131683,3.76,0.0,0.5996472900620144,0.9974168719403829,0.0006934410083005271,0.00022970304330802144,0.004108666943954706,0.00041905740628506865,0.00379097119278081,1.9328013408568143e-09,2.986729116747654e-11,0.0002124347176164872,7.015238516091785e-05,0.0017895384084400604,1.0068165523096422e-05,5.490601944091095e-05,4.915247151549155e-06,0.0012366491621713161,0.00015168138771748683,0.00019642593939210882,5.358628650793176e-05,6.816338713212377e-06,1.0457116817833862e-05,6.761597207548532e-08,2.3227808117585705e-06,1.4490562036631435e-08,2.4131810801298574e-05,2.6718071694467854e-06,5.744866144124204e-12,6.073026213792361e-15
1.604304014469396e-06,0.44955247012119876,3.76,0.0,0.5994804170864033,0.9973471523424648,0.0007217804195702116,0.00023230408375095497,0.004202883623559868,0.0004191538912590997,0.0038952290449975947,1.934025598095542e-09,2.987262228241958e-11,0.00021304592293028775,7.014188311742385e-05,0.00183476678682545,1.0066701989654997e-05,5.597202710488202e-05,5.0516525711193955e-06,0.0012709765285897998,0.00015328100459075162,0.0002067143198037157,5.7139456847881854e-05,7.3755996312308345e-06,1.0988516521450857e-05,6.947008009262706e-08,2.5379208223439744e-06,1.583853683478055e-08,2.514415383532331e-05,2.892231652758086e-06,6.279330448455834e-12,6.403961907038393e-15
1.635826911326387e-06,0.4495601966305812,3.76,0.0,0.5993130589862651,0.9972771243943671,0.0007504440820657601,0.00023481426180693037,0.004297252879338175,0.00041922985352644876,0.003999434793501143,1.9350586900764525e-09,2.98763731933789e-11,0.00021364010131730152,7.012725370713755e-05,0.001880004597034824,1.0064630781619917e-05,5.7033745025465685e-05,5.187978279774747e-06,0.0013053736361078449,0.00015483741364634917,0.00021728392812514862,6.0822035337770106e-05,7.965383040595694e-06,1.153177297441433e-05,7.132287966421347e-08,2.7670757279559e-06,1.7277586799015825e-08,2.6186941809619543e-05,3.1248300622265683e-06,6.849887310752547e-12,6.748670794612671e-15
1.667349808183378e-06,0.4495679262167919,3.76,0.0,0.5991452359079962,0.9972067915199249,0.0007794213444392246,0.0002372384630942994,0.004391773733514832,0.0004192873838419126,0.004103565494412783,1.935919927974409e-09,2.987870415760688e-11,0.00021421896119746685,7.010892896685166e-05,0.0019252492921977503,1.0062015445325023e-05,5.809112049806935e-05,5.3241931441714694e-06,0.0013398377123288036,0.00015635341031717412,0.00022813462035942833,6.463418587171586e-05,8.586465497841229e-06,1.208671781833747e-05,7.317395958715649e-08,3.010745969333017e-06,1.8811280576804958e-08,2.726046844287322e-05,3.36992596521352e-06,7.457946870093138e-12,7.107561246178148e-15
1.6988727050403689e-06,0.44957565867634874,3.76,0.0,0.5989769666267925,0.9971361568811185,0.0008087021275472201,0.00023958137005245452,0.004486445416379742,0.00041932835973328576,0.004207599725573401,1.936626679552429e-09,2.987975911298158e-11,0.00021478403480184457,7.008729686004487e-05,0.0019704985840593055,1.0058913038259631e-05,5.914410314519456e-05,5.460268103166486e-06,0.0013743662531481308,0.0001578316239505962,0.0002392661919107511,6.857601528839707e-05,9.239613760712139e-06,1.2653182077526354e-05,7.502293605511423e-08,3.2694325060725805e-06,2.0443203511214124e-08,2.836501674390535e-05,3.6278399766028765e-06,8.104925391806462e-12,7.481045383276702e-15
1.7303956018973598e-06,0.4495833938245018,3.76,0.0,0.5988082686421027,0.99706522340688,0.0008382769002344739,0.0002418474577099797,0.004581267344049143,0.000419354467282661,0.004311517481311141,1.9371945622019404e-09,2.987966733563496e-11,0.00021533669614298345,7.006270578502901e-05,0.0020157504166003703,1.0055374793413003e-05,6.0192644723073135e-05,5.596176024941183e-06,0.001408956994988861,0.0001592745235100791,0.0002506783816999645,7.264757901353713e-05,9.925584558458786e-06,1.3230996404116022e-05,7.686945076351285e-08,3.54363660726774e-06,2.2176955460387642e-08,2.9500859860805105e-05,3.898889675937961e-06,8.792244392022135e-12,7.869538939315453e-15
1.7619184987543508e-06,0.44959113149345103,3.76,0.0,0.5986391582672619,0.9969939938188694,0.0008681366547212278,0.0002440409917710562,0.004676239098542603,0.0004193672207053428,0.004415300073815096,1.9376376174772303e-09,2.987854493517421e-11,0.00021587817719203697,7.003546862651959e-05,0.0020610029423231277,1.0051446716250426e-05,6.123669894974401e-05,5.7318915730420306e-06,0.0014436078898492509,0.0001606844237138521,0.00026237087598622924,7.684888620182322e-05,1.06451243884152e-05,1.3819991297282976e-05,7.871316913285924e-08,3.833859662816396e-06,2.4016148703267043e-08,3.066826185722817e-05,4.183389534398161e-06,9.52132979648994e-12,8.273461130450596e-15
1.7934413956113418e-06,0.4495988715306052,3.76,0.0,0.5984696507135466,0.9969224706545,0.0008982728818271848,0.00024616602870991045,0.00477136040994276,0.0004193679799246082,0.0045189300408358815,1.937968468669295e-09,2.987649620337692e-11,0.00021640958242091727,7.000586639168044e-05,0.0021062545009621608,1.0047170120410593e-05,6.227622135256496e-05,5.8673910809659206e-06,0.001478317082909605,0.0001620634914924315,0.00027434331191189575,8.117990439865929e-05,1.1398969336545156e-05,1.4419997299066972e-05,8.055377864588403e-08,4.140603013640366e-06,2.5964405918246574e-08,3.186747841847841e-05,4.481650850720471e-06,1.0293611128497359e-11,8.693234536466381e-15
1.8249642924683327e-06,0.44960661379707745,3.76,0.0,0.598299760168917,0.9968506562874841,0.0009286775462441283,0.00024822641757545516,0.004866631140416327,0.00041935796633549505,0.004622391059414148,1.938198462916786e-09,2.987361481464946e-11,0.00021693190186202534,6.997415147090741e-05,0.002151503600387323,1.0042582108090103e-05,6.331116913321544e-05,6.002652434891885e-06,0.001513082892453303,0.00016341375265614564,0.00028659528078806744,8.564056374702599e-05,1.2187844919737227e-05,1.5030845169073475e-05,8.239098729468486e-08,4.4643677990632875e-06,2.8025358223419494e-08,3.309875749078028e-05,4.793981695208473e-06,1.1110520723315827e-11,9.129284990749406e-15
1.8564871893253237e-06,0.44961435816631246,3.76,0.0,0.5981294998717035,0.9967785529461687,0.0009593430620539647,0.0002502258032221123,0.004962051269882063,0.000419338276946138,0.004725667865331373,1.9383377992907248e-09,2.986998490612794e-11,0.00021744602283249327,6.99405505625528e-05,0.0021967488994703494,1.0037716000869006e-05,6.434150104831174e-05,6.137654964151177e-06,0.0015479037918644171,0.00016473709866990445,0.00029912633113825737,9.023076076572029e-05,1.3012465947730088e-05,1.565236604025551e-05,8.422452213026777e-08,4.805654819641459e-06,3.020264326710369e-08,3.436233985732766e-05,5.120686861009561e-06,1.197349296283681e-11,9.582041478480689e-15
1.8880100861823147e-06,0.4496221045228716,3.76,0.0,0.597958882179512,0.9967061627299033,0.0009902622686641474,0.00025216763070351955,0.005057620883128247,0.00041930989707334327,0.004828746177971705,1.9383956442263014e-09,2.986568205708229e-11,0.00021795274046207787,6.990526729822681e-05,0.002241989192701511,1.0032601726377541e-05,6.536717730386606e-05,6.272379339019293e-06,0.0015827783934784262,0.00016603529344506318,0.0003119359715173003,9.495036172700824e-05,1.3873536402664186e-05,1.6284391557797798e-05,8.605412790891927e-08,5.164964413803916e-06,3.2499903359479954e-08,3.5658459655002276e-05,5.462067821885715e-06,1.2883963526012692e-11,1.00519360421979e-14
1.9195329830393056e-06,0.4496298527613392,3.76,0.0,0.5977879186335995,0.9966334876236591,0.0010214284072952832,0.00025405515060324346,0.005153340158213271,0.00041927371174442176,0.0049316126302973474,1.9383802355386484e-09,2.986077415727039e-11,0.00021845276714758984,6.986848460013261e-05,0.002287223396372531,1.002726616547128e-05,6.638815946204584e-05,6.406807475431335e-06,0.001617705434091686,0.0001673099800789109,0.0003250236731213944,9.979920566165991e-05,1.4771749334464732e-05,1.692675400291005e-05,8.787956583237085e-08,5.542796346790498e-06,3.4920783637998873e-08,3.6987344835700105e-05,5.818422695782948e-06,1.3843368654663519e-11,1.0539403693944778e-14
1.9510558798962964e-06,0.44963760278534487,3.76,0.0,0.5976166200189628,0.9965605295110761,0.0010528350981225286,0.0002558914251110514,0.005249209356010944,0.0004192305159352577,0.005034254703653693,1.9382989761114022e-09,2.9855322186651116e-11,0.00021894674104113864,6.983036679736715e-05,0.002332450536168536,1.0021733463882762e-05,6.740441035890042e-05,6.540922446240227e-06,0.001652683761962198,0.00016856268749020764,0.00033838887220392656,0.00010477710701932228,1.570778677046934e-05,1.757928640310204e-05,8.970061237447807e-08,5.939649710511397e-06,3.746893026094639e-08,3.83492175762581e-05,6.1900462135843e-06,1.485314443109435e-11,1.1044882333291528e-14
1.982578776753287e-06,0.4496453545066842,3.76,0.0,0.5974449964203734,0.9964872901861054,0.001084476318149532,0.000257679334678749,0.005345228810779841,0.0004191810237601018,0.005136660667131193,1.9381585182351993e-09,2.9849380929210203e-11,0.00021943523366778722,6.979106152515904e-05,0.00237766973602931,1.0016025311868445e-05,6.84158940318681e-05,6.6747083986511845e-06,0.0016877123251528273,0.00016979483691034901,0.0003520309723107848,0.00010988385801164152,1.6682319637880732e-05,1.8241822630345303e-05,9.151705818872697e-08,6.356022833066606e-06,4.014798862454007e-08,3.9744294640930616e-05,6.577229692495383e-06,1.5914726063991268e-11,1.156881267056775e-14
2.014101673610278e-06,0.44965310784452894,3.76,0.0,0.5972730572745846,0.9964137713633883,0.0011163463798782368,0.00025942158510740146,0.005441398921646949,0.00041912587671970417,0.005238819521217288,1.93796483950351e-09,2.984299960157451e-11,0.00021991875676030456,6.975070142917703e-05,0.0024228802081508218,1.0010161195126397e-05,6.942257565597555e-05,6.808150477473899e-06,0.001722790161080082,0.0001710077481963255,0.00036594934634822773,0.00011511923066502206,1.769600769775209e-05,1.89141974883919e-05,9.332870709488998e-08,6.792413196758046e-06,4.2961601599924194e-08,4.1172787700314336e-05,6.980261013560586e-06,1.7029547183903788e-11,1.2111638154697698e-14
2.0456245704672686e-06,0.4496608627247239,3.76,0.0,0.5971008114189328,0.9963399746875143,0.0011484399108235707,0.00026112071493460056,0.005537720144906199,0.0004190656511056903,0.005340720945479016,1.93772331109537e-09,2.983622241263871e-11,0.0002203977683914999,6.970940569520865e-05,0.002468081244008592,1.0004158619989477e-05,7.042442148773251e-05,6.941234753843381e-06,0.0017579163871428692,0.00017220264593786167,0.00038014333849574087,0.00012048297860907769,1.874949948932935e-05,1.959624679040119e-05,9.513537513820245e-08,7.249317363519372e-06,4.5913407787519204e-08,4.2634903610520256e-05,7.399424602853167e-06,1.8199039146819108e-11,1.267380490507485e-14
2.0771474673242594e-06,0.44966861907915245,3.76,0.0,0.5969282671365449,0.9962659017412752,0.0011807518339069089,0.0002627791030084898,0.005634192987044451,0.0004190008646488905,0.005442355250026633,1.9374387591965493e-09,2.98290890848109e-11,0.00022087267847681262,6.966728142238e-05,0.0025132722062967557,9.9980333155626e-06,7.142139881582739e-05,7.073948159073353e-06,0.0017930901923184292,0.00017338066533824592,0.00039461226597555535,0.00012597483862578215,1.9843432283694612e-05,2.0287807427902734e-05,9.693688971469133e-08,7.72723090678606e-06,4.900703978729548e-08,4.4130844656257026e-05,7.835001415928937e-06,1.9424630342602584e-11,1.3255761646962824e-14
2.10867036418125e-06,0.4496763768451701,3.76,0.0,0.596755432198355,0.9961915540530223,0.0012132773487478238,0.00026439897615313207,0.0057308179984193195,0.00041893198248905907,0.005543713330520105,1.9371155202455435e-09,2.982163531064357e-11,0.00022134385371187524,6.962442485595875e-05,0.002558452521689132,9.991799415166167e-06,7.241347591783304e-05,7.206278423321088e-06,0.0018283108296255853,0.0001745428578552016,0.00040935542068969014,0.00013159453198302272,2.0978432045773877e-05,2.098871743201044e-05,9.873308876224413e-08,8.226648348926935e-06,5.224612248439093e-08,4.5660808761317025e-05,8.287268925179079e-06,2.0707745510722697e-11,1.3857959649959953e-14
2.140193261038241e-06,0.4496841359650974,3.76,0.0,0.5965823139021258,0.9961169331032242,0.0012460119138620605,0.00026598241684522577,0.0058275957675228114,0.0004188594225347937,0.0056447866264915155,1.9367574906143706e-09,2.9813893151606086e-11,0.00022181162200275056,6.958092249400376e-05,0.002603621674339002,9.985469619199068e-06,7.340062202222154e-05,7.338214018757507e-06,0.0018635776093665294,0.00017569019659342095,0.00042437207073462303,0.00013734176557486644,2.215511340387942e-05,2.1698816027704147e-05,1.0052382001197435e-07,8.74806310345034e-06,5.563427135009389e-08,4.7224989669765464e-05,8.756501109759262e-06,2.20498050639513e-11,1.4480852669112438e-14
2.1717161578952316e-06,0.4496918963857624,3.76,0.0,0.596408919108657,0.9960420403303052,0.0012789512297649154,0.0002675313708348085,0.005924526915772103,0.0004187835602756727,0.005745567082767028,1.9363681712682204e-09,2.980589141983257e-11,0.00022227627644072655,6.95368520807139e-05,0.0026487792000425368,9.979055341315891e-06,7.438280727505988e-05,7.469744106950275e-06,0.001898889893067275,0.0001768235814440662,0.00043966146180303704,0.0001432162328894326,2.3374079626049908e-05,2.2417943681909683e-05,1.0230894029272414e-07,9.291967421281231e-06,5.917509075868854e-08,4.882357710093423e-05,9.242968447808156e-06,2.3452224416768287e-11,1.512489688830391e-14
2.2032390547522224e-06,0.44969965805809264,3.76,0.0,0.596235254275363,0.9959668771358453,0.0013120912229721954,0.0002690476546533841,0.006021612092774902,0.0004187047331027652,0.00584604711378206,1.9359507079113174e-09,2.979765601236049e-11,0.00022273807886855263,6.949228349811396e-05,0.0026939246809978908,9.972566839626698e-06,7.536000271082112e-05,7.600858490181088e-06,0.001934247088044604,0.00017794384396940889,0.0004552228184814603,0.0001492176148238696,2.4635922602533945e-05,2.3145942146031444e-05,1.040883148894314e-07,9.85885234048145e-06,6.287217232110753e-08,5.04567568811247e-05,9.746937910700568e-06,2.4916413320914393e-11,1.5790550865588966e-14
2.234761951609213e-06,0.4497074209367493,3.76,0.0,0.5960613254873822,0.9958914448892082,0.001345428030884721,0.00027053296296281244,0.006118851972022635,0.0004186232441880903,0.00594621957059361,1.9355079270742297e-09,2.9789210191456275e-11,0.00022319726308037407,6.944727956655207e-05,0.0027390577410987393,9.96601333446671e-06,7.633218022680555e-05,7.731547566431974e-06,0.001969648642534507,0.0001790517520333931,0.0004710553454520307,0.00015534558036453417,2.5941222833837856e-05,2.3882654493520882e-05,1.058618169515645e-07,1.0449207638857012e-05,6.672909323674303e-08,5.2124711054723406e-05,1.026867295910988e-05,2.6443775210682123e-11,1.6478275480175352e-14
2.266284848466204e-06,0.44971518497979684,3.76,0.0,0.5958871384863877,0.995815744931657,0.0013789579875368757,0.0002719888757074609,0.006216247246970131,0.0004185393659682527,0.006046077710403963,1.935042368540965e-09,2.978057486442843e-11,0.0002236540376932512,6.94018967633748e-05,0.0027841780417075046,9.959403114120913e-06,7.729931256072186e-05,7.86180228778925e-06,0.0020050940413240165,0.00018014801418129132,0.00048715822860602746,0.00016159978714905772,2.7290549423828703e-05,2.4627925153000043e-05,1.0762932694340708e-07,1.1063521788963773e-05,7.07494146650689e-08,5.382761797723068e-05,1.0808433540681728e-05,2.8035706554654483e-11,1.718853388079501e-14
2.2978077453231946e-06,0.4497229501484108,3.76,0.0,0.5957126986972414,0.9957397785800167,0.0014126776101852704,0.0002734168650402441,0.006313798627465342,0.0004184533432726603,0.0061456151684204565,1.9345563144900206e-09,2.9771768832307346e-11,0.0002241085887241327,6.93561858681476e-05,0.002829285277859339,9.952743629733065e-06,7.826137327102971e-05,7.991614122027629e-06,0.0020405828018345154,0.00018123328377354713,0.0005035306360762494,0.0001679798819255866,2.868446007744654e-05,2.5381599937402877e-05,1.0939073213767353e-07,1.1702281915085271e-05,7.493668011888301e-08,5.556565239250009e-05,1.1366476089145635e-05,2.9693596215594136e-11,1.7921791435236483e-14
2.3293306421801854e-06,0.44973071640661133,3.76,0.0,0.5955380112526442,0.9956635471299236,0.0014465835867102598,0.00027481830200008566,0.006411506836496498,0.0004183653961325629,0.006244825931885878,1.934051815685499e-09,2.9762808982789327e-11,0.0002245610819026212,6.931019254192408e-05,0.002874379174852981,9.94604158050289e-06,7.921833671969012e-05,8.120975017150307e-06,0.002076114470610059,0.00018230816288030278,0.000520171719194791,0.00017448550092313117,3.0123501102636378e-05,2.6143526069547804e-05,1.1114592615088879e-07,1.2365973751813247e-05,7.929441388105631e-08,5.733898549628848e-05,1.194305352471335e-05,3.141882482270456e-11,1.867851568084132e-14
2.360853539037176e-06,0.44973848372102687,3.76,0.0,0.5953630810159126,0.9955870518587173,0.0014806727638006498,0.00027619446292418114,0.006509372607227732,0.0004182757223035214,0.006343704316123683,1.9335307150030316e-09,2.9753710494299576e-11,0.00022501166474678282,6.926395784731423e-05,0.002919459485189006,9.939302990169776e-06,8.017017805700783e-05,8.249877368673788e-06,0.0021116886201689427,0.00018337320594410424,0.0005370806133822982,0.00018111627014567682,3.16082074161594e-05,2.691355220450968e-05,1.1289480851113864e-07,1.3055081603912309e-05,8.382611944672308e-08,5.9147784988028384e-05,1.2538415255632024e-05,3.321276415311169e-11,1.9459176275793724e-14
2.392376435894167e-06,0.449746252060681,3.76,0.0,0.5951879126020172,0.9955102940280015,0.0015149421358901561,0.0002775465355834658,0.006607396680296953,0.0004181844995306355,0.006442244942451423,1.9329946685646322e-09,2.974448702646356e-11,0.00022546046842647046,6.921751871542231e-05,0.0029645259858199296,9.932533275677644e-06,8.111687320828694e-05,8.378313989458537e-06,0.002147304846181034,0.00018442892321903737,0.0005542564389743219,0.00018787180560149997,3.313910255298723e-05,2.7691528449119028e-05,1.1463728425981001e-07,1.3770088307196669e-05,8.853527799285986e-08,6.099221511255636e-05,1.3152807180777754e-05,3.5076776522763274e-11,2.026424495105715e-14
2.4554222296081488e-06,0.4497617917027175,3.76,0.0,0.5948368785721126,0.9953559956685066,0.0015840101218538862,0.0002801827584944309,0.0068039227193181845,0.0004179980295662549,0.0066382928201090055,1.9318835364003157e-09,2.9725712947539046e-11,0.00022635319066874324,6.912415657465939e-05,0.003054616774089757,9.918919456136688e-06,8.299473246323679e-05,8.633763217731607e-06,0.0022186620117325777,0.00018651421910590316,0.0005894052947139257,0.00020175559012689483,3.634149661726213e-05,2.9270739045205028e-05,1.1810266157231125e-07,1.5279722037678325e-05,9.849975820675965e-08,6.478860713624478e-05,1.4439647687591817e-05,3.902041880118795e-11,2.19495035464072e-14
2.5121634439507326e-06,0.4497757806187929,3.76,0.0,0.5945201752458141,0.9952162416005039,0.0016467600985224959,0.00028248328013383636,0.006981345049033596,0.0004178263501705803,0.006813532398989598,1.9308458240387732e-09,2.9708499538631276e-11,0.00022715159262786825,6.903973129207324e-05,0.0031356494353764284,9.906604539100006e-06,8.466697979889937e-05,8.862010231438963e-06,0.00228302369606884,0.00018836341484694137,0.0006219430626664423,0.0002146736450324308,3.9386636642383944e-05,3.071774449718221e-05,1.2119873852421943e-07,1.6731778854214138e-05,1.0810909335999284e-07,6.832879471329006e-05,1.566528255918004e-05,4.282279891822457e-11,2.3554485087892116e-14
2.5689046582933163e-06,0.4497897724654398,3.76,0.0,0.5942027625456631,0.995075655955366,0.0017100528946150826,0.00028472076791504847,0.007159291899772775,0.00041765169630269,0.006987605989616407,1.92977872311533e-09,2.969103827427735e-11,0.0002279456826596884,6.895506921237511e-05,0.003216634765910933,9.89425117999006e-06,8.632221338954951e-05,9.088652860290263e-06,0.0023475162367025816,0.00019018863039675993,0.0006553313942603713,0.00022798952793460944,4.258905193504824e-05,3.218824507053543e-05,1.242727975735662e-07,1.8275185867979425e-05,1.1834634003937594e-07,7.19868248098331e-05,1.6956239546034154e-05,4.687290847628155e-11,2.5245974918315402e-14
2.6256458726359e-06,0.4498037671292892,3.76,0.0,0.5938846606405425,0.9949342457673631,0.0017738751117448905,0.00028689965095424745,0.007337767582870137,0.00041747460588996356,0.007160490948715379,1.928687239438246e-09,2.967337051367433e-11,0.00022873581948670052,6.887028265646445e-05,0.003297572075948411,9.881875840507301e-06,8.796031956919664e-05,9.313661083016663e-06,0.00241213783379551,0.0001919916232691229,0.0006895647038812255,0.0002417006524278755,4.595138656039096e-05,3.368142082595984e-05,1.273244422879055e-07,1.9912700909498842e-05,1.2923080335322878e-07,7.576353342373281e-05,1.831382648586754e-05,5.117827512325536e-11,2.7026792932690092e-14
