Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637)
7.441985456589193e-08,0.16143252705401853,3.76,0.0,0.6579901384253833,0.9999999621440258,5.2855753956375364e-11,5.538364945815229e-10,1.6884256323850918e-07,1.4389454761910208e-07,1.9109096764423386e-08,1.8323197151361663e-12,1.1574640556381739e-14,1.90636067944763e-08,1.738741283961004e-08,3.919096993308742e-09,3.6668168590858214e-10,1.506069179474896e-08,8.134173637610516e-10,1.5493600715284664e-09,5.921233202774517e-10,6.086211178393647e-11,8.72117635318073e-11,1.6838804882644752e-16,1.486519851354816e-15,1.1470357363936577e-13,1.8149058979908744e-14,1.241711508117856e-19,4.2057912264198e-11,9.602605475601368e-18,3.3262209583760647e-21
7.85967935446297e-08,0.16143252734563865,3.76,0.0,0.6579901274367747,0.9999999587308026,6.487412839960025e-11,6.430576483043587e-10,1.7872480201269065e-07,1.5082303653639727e-07,2.0711154117675513e-08,2.0310974572866076e-12,1.2159944620410414e-14,2.1025303693833273e-08,1.9083970153136623e-08,4.561459194358375e-09,4.039913467356403e-10,1.5929889738185308e-08,9.123234985005978e-10,1.8051558209308718e-09,6.852079689727242e-10,6.895315688286923e-11,9.6784276125818e-11,2.0563290364157015e-16,1.8603734511909043e-15,1.2441749966965705e-13,2.1298153874343463e-14,1.4881377155654563e-19,4.441848788578472e-11,1.1713620889881564e-17,4.045028644898424e-21
8.277373252336746e-08,0.16143252763875254,3.76,0.0,0.6579901163607242,0.9999999551880242,7.877000820001128e-11,7.406416101446508e-10,1.8866654297187204e-07,1.576419769314425e-07,2.2393027252767896e-08,2.2387121098105986e-12,1.2738863989886353e-14,2.3058479785758873e-08,2.0828980580293197e-08,5.264461114680369e-09,4.4243858529727726e-10,1.680266312921886e-08,1.0181837621543515e-09,2.0862173913206865e-09,7.867815190411946e-10,7.771563153143229e-11,1.068030887324102e-10,2.4926889999545853e-16,2.3032423334982324e-15,1.3461774916084324e-13,2.478271261944983e-14,1.7693712647375804e-19,4.67790644517307e-11,1.4183836175319635e-17,4.873588978936403e-21
8.695067150210523e-08,0.1614325279333977,3.76,0.0,0.6579901051943813,0.9999999515166903,9.471397197607319e-11,8.468283749259382e-10,1.986695112792573e-07,1.643531009056192e-07,2.415726828483726e-08,2.454975516405341e-12,1.3311488012910432e-14,2.516009358500243e-08,2.261907190286616e-08,6.029750118354321e-09,4.81945607439682e-10,1.7679137176881963e-08,1.1312634690941332e-09,2.3934294911996845e-09,8.97076434131733e-10,8.718295580488144e-11,1.1726112551854124e-10,3.001557670801667e-16,2.8238753215230897e-15,1.4532034025903735e-13,2.861789711410787e-14,2.0887377618298556e-19,4.913964207303019e-11,1.7061131867007357e-17,5.82306949763111e-21
9.1127610480843e-08,0.1614325282296082,3.76,0.0,0.6579900939350458,0.9999999477177854,1.128812707863187e-10,9.618428617375946e-10,2.0873531253747805e-07,1.7095811317399325e-07,2.6006271258265165e-08,2.6797026915155425e-12,1.3877904672021163e-14,2.7327187450364662e-08,2.445101543440867e-08,6.858857309148465e-09,5.224379184685692e-10,1.8559431721158947e-08,1.2518339969634572e-09,2.7276388955770843e-09,1.0163102785106307e-09,9.738957621458626e-11,1.2815142268301143e-10,3.592435665040321e-16,3.4316875854631675e-15,1.5654029250167914e-13,3.2818628918781065e-14,2.449763804675753e-19,5.150022087287121e-11,2.0398393836681465e-17,6.905356432107676e-21
9.530454945958076e-08,0.16143252852741471,3.76,0.0,0.6579900825801633,0.9999999437922781,1.3345153015847383e-10,1.085895398633626e-09,2.1886543786434574e-07,1.7745869149807575e-07,2.7942279146428544e-08,2.9127117694385548e-12,1.443820060468735e-14,2.9556885590491322e-08,2.6321720632486145e-08,7.753202487331196e-09,5.638442042114895e-10,1.9443661381178915e-08,1.3801715532032688e-09,3.089655492997196e-09,1.1446861969445554e-09,1.0837090425857859e-10,1.3946712670011972e-10,4.2757911992595766e-16,4.136777159932003e-15,1.6829169196433996e-13,3.7399593061386197e-14,2.8561815281529046e-19,5.386080098754481e-11,2.4253869882081573e-17,8.133075652256248e-21
9.948148843831853e-08,0.16143252882684486,3.76,0.0,0.657990071127319,0.9999999397411243,1.5660846185041565e-10,1.2191821952010124e-09,2.2906126878410127e-07,1.838564871116466e-07,2.9967390561290675e-08,3.1538239542477217e-12,1.499246112530636e-14,3.18463921144015e-08,2.8228229905687603e-08,8.714098918624454e-09,6.060962087246419e-10,2.0331935699831435e-08,1.516556032989909e-09,3.4802533072927226e-09,1.2823933820236133e-09,1.2016325762505038e-10,1.5120149259200147e-10,5.063125777079173e-16,4.949939598705732e-15,1.8058773295995254e-13,4.237524178255988e-14,3.3119327508318857e-19,5.6221382567384576e-11,2.869153413445644e-17,9.519611888857008e-21
9.999999999999998e-08,0.16143252912792314,3.76,0.0,0.6579900696986509,0.9999999392295074,1.596727930969284e-10,1.2363814510308133e-09,2.3033159460228025e-07,1.8464359763506636e-07,3.0225096639286965e-08,3.184311497962308e-12,1.506084826951573e-14,3.213464190391695e-08,2.846725476662336e-08,8.8380858801158e-09,6.113969853753189e-10,2.044249060202792e-08,1.5340617536761347e-09,3.5307719376527288e-09,1.3001477985236758e-09,1.216855371567036e-10,1.526870407935794e-10,5.168728091577936e-16,5.058984181740894e-15,1.8215274307989026e-13,4.3021146135615386e-14,3.37215332903686e-19,5.6514417564565435e-11,2.928642576745999e-17,9.703504244983884e-21
1.036584274170563e-07,0.16143252912792314,3.76,0.0,0.6579900595742322,0.9999999355652676,1.8253958466979843e-10,1.3618858038540217e-09,2.393240819412173e-07,1.901531251401767e-07,3.208356618900027e-08,3.4028634704723198e-12,1.5540770245764632e-14,3.4192989123406765e-08,3.016771360069552e-08,9.74275792947369e-09,6.491286157675445e-10,2.122435928507012e-08,1.6612699605964115e-09,3.900171495936293e-09,1.429607529839687e-09,1.3280380383506726e-10,1.6334788222743557e-10,5.967041194968353e-16,5.882680755523709e-15,1.9344074548265465e-13,4.7759798225029176e-14,3.821172754985914e-19,5.85819657777334e-11,3.3781458780251244e-17,1.1079126381262176e-20
1.0783536639579407e-07,0.16143252943067152,3.76,0.0,0.657990047918752,0.999999931265639,2.1143595426328567e-10,1.5141755698887928e-09,2.496550536351865e-07,1.963502050138034e-07,3.429263495346345e-08,3.6596575145383386e-12,1.608321069564629e-14,3.659403484426636e-08,3.2137465165998074e-08,1.084029333209435e-08,6.928789390687561e-10,2.2121031947920123e-08,1.8145975106924598e-09,4.350115325103605e-09,1.5864912840955384e-09,1.4633050623982085e-10,1.758997626472666e-10,7.00130772780652e-16,6.947227668168204e-15,2.0686223457548216e-13,5.356726006670648e-14,4.388273714998484e-19,6.094255079993506e-11,3.9600192322982184e-17,1.2826573026215018e-20
1.1201230537453184e-07,0.16143252973510905,3.76,0.0,0.6579900361588519,0.9999999268431604,2.434919019260395e-10,1.676208070126782e-09,2.600552641813101e-07,2.0244930087368716e-07,3.659629991548906e-08,3.92403620699044e-12,1.661986394247232e-14,3.904696180422462e-08,3.4134896491217475e-08,1.200772568049383e-08,7.372874175699784e-10,2.302204883714487e-08,1.976823606776919e-09,4.830757121133402e-09,1.7531946685164668e-09,1.6078207234959066e-10,1.8885070441710938e-10,8.180933328909199e-16,8.156537528049152e-15,2.2086292416106796e-13,5.981140309599477e-14,5.017827786566393e-19,6.330313783234709e-11,4.6231143468600785e-17,1.4777713073158347e-20
1.161892443532696e-07,0.16143253004125244,3.76,0.0,0.6579900242926242,0.9999999222987422,2.789047822502986e-10,1.8481275403023268e-09,2.705257021067616e-07,2.0845196197181182e-07,3.8996143921519076e-08,4.195832545488187e-12,1.7150810211460862e-14,4.154927504730857e-08,3.615753341655358e-08,1.3245986362906477e-08,7.822969118091376e-10,2.3927500570626264e-08,2.1482330922195444e-09,5.342737198765662e-09,1.929855507768539e-09,1.7619790442134756e-10,2.0219438000704057e-10,9.522233690816175e-16,9.524304743959474e-15,2.354527909054159e-13,6.650578472986135e-14,5.714649875365925e-19,6.566372709137202e-11,5.376496978190425e-17,1.6949128433781926e-20
1.2036618333200738e-07,0.16143253034911575,3.76,0.0,0.6579900123182773,0.999999917633287,3.1787472926920003e-10,2.0300662915876756e-09,2.81067268188478e-07,2.1435971306445416e-07,4.149363501431367e-08,4.474882358549854e-12,1.7676128504939945e-14,4.409855039034263e-08,3.8203011404002126e-08,1.455592153875864e-08,8.278528030086311e-10,2.4837473363582197e-08,2.3291099686049186e-09,5.886664767034787e-09,2.11659983732289e-09,1.926180521781514e-10,2.1592456219732176e-10,1.1042903029310578e-15,1.1064966132858192e-14,2.5064109378963864e-13,7.366374747666091e-14,6.483780106470001e-19,6.802431881250382e-11,6.229997035129584e-17,1.935823369584862e-20
1.2454312231074515e-07,0.16143253065871122,3.76,0.0,0.6579900002341293,0.9999999128476884,3.606044208062155e-10,2.2221451165801744e-09,2.9168077933734124e-07,2.2017405479949328e-07,4.409013161496976e-08,4.76102426002333e-12,1.819589662151967e-14,4.669243271742206e-08,4.026907136332027e-08,1.5938295927019613e-08,8.73902897260347e-10,2.575204915372358e-08,2.519736696877504e-09,6.463118813537727e-09,2.3135423026297525e-09,2.100831675499099e-10,2.300351225094175e-10,1.276208545430165e-15,1.2793704281044749e-14,2.6643640738230895e-13,8.12984223452235e-14,7.330486012630783e-19,7.038491325138664e-11,7.194248170565528e-17,2.2023286924853773e-20
1.2872006128948292e-07,0.16143253097004848,3.76,0.0,0.6579899880386052,0.9999999079428326,4.0729885085043305e-10,2.424473684924102e-09,3.0236697233419733e-07,2.2589646409762819e-07,4.6786887485552016e-08,5.054099604276339e-12,1.8710191174945245e-14,4.93286343121946e-08,4.235355562792435e-08,1.7393796450687902e-08,9.203973340108453e-10,2.667130572340602e-08,2.72039355776629e-09,7.072648967469437e-09,2.520786547808908e-09,2.2863446136556146e-10,2.4452002966200214e-10,1.4700446785643269e-15,1.4726449123146573e-14,2.828466549442201e-13,8.942273220079419e-14,8.260264455998476e-19,7.274551068488308e-11,8.280727619622014e-17,2.496339931809453e-20
1.328970002682207e-07,0.1614325312831355,3.76,0.0,0.6579899757302318,0.9999999029195986,4.581651098011413e-10,2.6371509287078938e-09,3.131265074237835e-07,2.315283945275486e-07,4.9585056481865776e-08,5.353952442100387e-12,1.9219087612641274e-14,5.200493322742143e-08,4.445440407637471e-08,1.8923035741710605e-08,9.672884970727083e-10,2.7595316818822305e-08,2.9313580682005823e-09,7.715776341748663e-09,2.7384255940298924e-09,2.483136619334485e-10,2.593733480517275e-10,1.688024667191609e-15,1.6879877792477422e-14,2.9987913716161864e-13,9.804939506824109e-14,9.278843297062378e-19,7.510611141214888e-11,9.501796205613158e-17,2.819854376716815e-20
1.3707393924695846e-07,0.1614325315979783,3.76,0.0,0.657989963307634,0.9999998977788587,5.134121723839096e-10,2.860265417838296e-09,3.2395997177149105e-07,2.3707127667515094e-07,5.248569710501183e-08,5.660429477317794e-12,1.9722660233972908e-14,5.471917169105254e-08,4.6569650394383543e-08,2.052655551131025e-08,1.014530928209049e-09,2.8524152266298807e-08,3.152904450248932e-09,8.392994354682593e-09,2.966542207814924e-09,2.691629754315915e-10,2.745892362583485e-10,1.932541087622194e-15,1.927141280470016e-14,3.1754055920298995e-13,1.0719092738333013e-13,1.03921828251166e-18,7.74667157557113e-11,1.0870738438370526e-16,3.174956238783001e-20
1.4125087822569622e-07,0.1614325319145809,3.76,0.0,0.6579899507695314,0.9999998925214793,5.732506930159153e-10,3.0938957256314222e-09,3.3486788278732483e-07,2.4252651850691567e-07,5.5489776859826034e-08,5.9733800240779765e-12,2.0220982208217275e-14,5.746925454790988e-08,4.8697418471939776e-08,2.220482979100829e-08,1.0620812442208122e-09,2.9457878085770386e-08,3.3853031491284185e-09,9.104769531695649e-09,3.2052092595335747e-09,2.9122504802667763e-10,2.9016194557369477e-10,2.206160359958475e-15,2.191921864364103e-14,3.3583705839453095e-13,1.1685964719309633e-13,1.1606476964302434e-18,7.982732406254855e-11,1.2401802633180355e-16,3.5638173078385326e-20
1.45427817204434e-07,0.1614325322329458,3.76,0.0,0.6579899381147338,0.9999998871483203,6.378928084134662e-10,3.3381107848428934e-09,3.4585069132199545e-07,2.4789550572755105e-07,5.8598176428564124e-08,6.292655964830617e-12,2.07141255922497e-14,6.025314773615236e-08,5.083591893056013e-08,2.3958268049232173e-08,1.1098980574845155e-09,3.039655660150211e-08,3.6288203971279636e-09,9.851542287605573e-09,3.4544900723375225e-09,3.1454292965050027e-10,3.0608581855403087e-10,2.5116299717085005e-15,2.4842196822099017e-14,3.5477423084179806e-13,1.2706767730622936e-13,1.292815426815741e-18,8.218793670516765e-11,1.411024098108254e-16,3.988697516363089e-20
1.4960475618317176e-07,0.161432532553074,3.76,0.0,0.6579899253421383,0.999999881660238,7.075519472578775e-10,3.5929702343293e-09,3.569087847402631e-07,2.531796021319866e-07,6.181169366802005e-08,6.618111708965766e-12,2.1202161347952885e-14,6.30688767978153e-08,5.298344577620701e-08,2.5787218187881696e-08,1.1579418992003256e-09,3.134024655011664e-08,3.883717820595973e-09,1.063372768986324e-08,3.7144387617513052e-09,3.3916003936939123e-10,3.2235528759543194e-10,2.8518856805672828e-15,2.805997949275357e-14,3.743571558942791e-13,1.378269483942139e-13,1.4363878714530825e-18,8.454855408267779e-11,1.6012349503400438e-16,4.451945417508258e-20
1.5378169516190953e-07,0.1614325328749648,3.76,0.0,0.6579899124507258,0.9999998760580823,7.824426467422844e-10,3.858524756526668e-09,3.680424898759539e-07,2.583801499517983e-07,6.51310474374056e-08,6.94960415211139e-12,2.1685159359351333e-14,6.591452542274466e-08,5.5138373173603946e-08,2.7691969423043476e-08,1.2061751451159075e-09,3.2289003185983974e-08,4.1502520873002275e-09,1.1451716203155546e-08,3.985100566126505e-09,3.6512013228309437e-10,3.3896487353181344e-10,3.2300586847322524e-15,3.159292168612653e-14,3.9459041959716884e-13,1.4914920204393292e-13,1.5920550312123094e-18,8.69091766218576e-11,1.8125507825986914e-16,4.9559985814753416e-20
1.579586341406473e-07,0.1614325331986162,3.76,0.0,0.657989899439557,0.9999998703426993,8.627803758172547e-10,4.134816405940817e-09,3.7925207587257747e-07,2.6349847019615076e-07,6.855688126375234e-08,7.28699263607797e-12,2.2163188449475e-14,6.878823402521443e-08,5.7299152337662086e-08,2.9672755054052943e-08,1.2545619439984221e-09,3.324287838403231e-08,4.4286745915479e-09,1.2305874415787502e-08,4.26651216817434e-09,3.9246726789052987e-10,3.559091842552327e-10,3.649482749696252e-15,3.546209225423568e-14,4.154781377473661e-13,1.6104599376250113e-13,1.760530552952194e-18,8.926980477821314e-11,2.046821871187344e-16,5.503383914875851e-20
1.6213557311938506e-07,0.16143253352402487,3.76,0.0,0.65798988630777,0.9999998645149307,9.487813649521148e-10,4.4218789288484906e-09,3.90537756913634e-07,2.6853586298735054e-07,7.208976685164841e-08,7.630138909439436e-12,2.2636316396957085e-14,7.168819835250547e-08,5.946430853779338e-08,3.172975512503765e-08,1.303068148898768e-09,3.420192074003976e-08,4.7192311745677506e-09,1.31965457482653e-08,4.558702007793917e-09,4.2124577986249186e-10,3.731829133580604e-10,4.113701281069039e-15,3.96892635996705e-14,4.370239779092739e-13,1.735286959351273e-13,1.9425517557140104e-18,9.163043903702493e-11,2.306014729437846e-16,6.096717907567234e-20
1.6631251209812283e-07,0.16143253385118622,3.76,0.0,0.657989873054577,0.9999998585756142,1.0406624422351195e-09,4.719738074401986e-09,4.018996948468514e-07,2.7349360789109423e-07,7.573020744410297e-08,7.978907088740127e-12,2.3104609952370434e-14,7.461266812475069e-08,6.163243821108207e-08,3.386309898288327e-08,1.3516612509095856e-09,3.51661756684644e-08,5.022161877817671e-09,1.4124051144486474e-08,4.861690586405434e-09,4.515002471639141e-10,3.9078083879664384e-10,4.626474333554451e-15,4.4296900270032705e-14,4.592311801576142e-13,1.8660850073676856e-13,2.138879641187269e-18,9.399107991438164e-11,2.59221599559273e-16,6.738706811187406e-20
1.704894510768606e-07,0.16143253418009448,3.76,0.0,0.6579898596792612,0.9999998525255834,1.1386408756428237e-09,5.028411897322272e-09,4.1333800170629913e-07,2.783729642414975e-07,7.947864104087008e-08,8.333163620317991e-12,2.3568134854306266e-14,7.755994570538405e-08,6.380220618049139e-08,3.6072867735363375e-08,1.400310315210847e-09,3.6135685497867546e-08,5.337700727036048e-09,1.508868974592454e-08,5.175490762988238e-09,4.832754664708149e-10,4.0869782157609836e-10,5.191785546755573e-15,4.9308146497153546e-14,4.821025770082658e-13,2.0029642299829814e-13,2.3502988893714542e-18,9.635172795819885e-11,2.907636280085922e-16,7.432146753323461e-20
1.7466639005559836e-07,0.16143253451074285,3.76,0.0,0.6579898461811737,0.999999846365669,1.2429342213129908e-09,5.347911052362245e-09,4.248527421359617e-07,2.8317517146098225e-07,8.333544348007309e-08,8.692777242734491e-12,2.40269558451993e-14,8.052838480154587e-08,6.597234297441847e-08,3.835909661303932e-08,1.4489859194266987e-09,3.7110489563983534e-08,5.666075544976774e-09,1.6090739549186154e-08,5.5001080420187635e-09,5.166164258296066e-10,4.269288044558742e-10,5.8138489990328705e-15,5.4746812759578716e-14,5.056406126967387e-13,2.1460330302789638e-13,2.5776178403095894e-18,9.871238374922046e-11,3.254613967356194e-16,8.179923791039913e-20
1.7884332903433613e-07,0.16143253484312337,3.76,0.0,0.6579898325597314,0.9999998400966981,1.3537601776573973e-09,5.678239080721158e-09,4.364439357182734e-07,2.879014493751072e-07,8.730093138878542e-08,9.057618949801573e-12,2.4481136686903487e-14,8.351638919380273e-08,6.814164224400744e-08,4.0721777238439024e-08,1.4976600943006108e-09,3.8090624300489464e-08,6.007507790870001e-09,1.7130458047315557e-08,5.835540853501458e-09,5.515682795085124e-10,4.4546881067574683e-10,6.497115971217735e-15,6.063736144568506e-14,5.298473615841451e-13,2.2953980938837135e-13,2.8216684627291335e-18,1.0107304790200131e-10,3.6356189676477053e-16,8.98501390733623e-20
1.830202680130739e-07,0.1614325351772274,3.76,0.0,0.6579898188144137,0.9999998337194941,1.4713364451536868e-09,6.019392688589356e-09,4.481115592111448e-07,2.9255299852241925e-07,9.137536500814279e-08,9.42756195419619e-12,2.493074017602201e-14,8.652241149454918e-08,7.030895827474255e-08,4.316085980591295e-08,1.5463062665562671e-09,3.907612332752661e-08,6.362212424756199e-09,1.8208082855215464e-08,6.181780825282638e-09,5.881763239924449e-10,4.643129427018789e-10,7.246281612562404e-15,6.700489169339093e-14,5.547245456753524e-13,2.4511644163111657e-13,3.083306310386253e-18,1.0343372106586977e-10,4.053256414572792e-16,9.850482953939936e-20
1.8719720699181167e-07,0.16143253551304507,3.76,0.0,0.6579898049447603,0.9999998272348781,1.595880591659474e-09,6.371362017999e-09,4.5985554869688914e-07,2.9713100045940657e-07,9.555895089832535e-08,9.802481651653029e-12,2.537582815899585e-14,8.954495193447305e-08,7.247320358897374e-08,4.567625517543564e-08,1.5948992038042492e-09,4.006701753802493e-08,6.7303977949511716e-09,1.932383231954429e-08,6.538813047832432e-09,6.264859750745889e-10,4.834563809926146e-10,8.066291501858734e-15,7.387512348064935e-14,5.802735514346788e-13,2.613435329873922e-13,3.3634104668681405e-18,1.0579440392586758e-10,4.510270304518014e-16,1.0779486543657562e-19
1.9137414597054944e-07,0.16143253585056583,3.76,0.0,0.6579897909503685,0.9999998206436681,1.7276099230960122e-09,6.73413091015257e-09,4.716758016462418e-07,3.016366180606299e-07,9.985184452842091e-08,1.0182255585726282e-11,2.5816461546954254e-14,9.258255717648343e-08,7.463334663615663e-08,4.826783688349404e-08,1.6434149614433365e-09,4.106333518188e-08,7.112265547004004e-09,2.0477906113439972e-08,6.906616331675038e-09,6.665427460001094e-10,5.02894382783672e-10,8.962348097186064e-15,8.127438103884272e-14,6.064954459461519e-13,2.7823125301760327e-13,3.662883479567563e-18,1.0815509720366715e-10,5.0095470742672175e-16,1.1775269895328387e-19
1.955510849492872e-07,0.16143253618977843,3.76,0.0,0.6579897768308909,0.999999813946679,1.8667413593521666e-09,7.107677161398104e-09,4.835721789005314e-07,3.060709958141087e-07,1.042541527559503e-07,1.0566763413111541e-11,2.6252700330331202e-14,9.563381915651271e-08,7.678840956770107e-08,5.093544307409329e-08,1.691830831527373e-09,4.2065101948030835e-08,7.508010552603324e-09,2.1670485816413236e-08,7.285163457643412e-09,7.083922266193081e-10,5.226222808924104e-10,9.939917068271461e-15,8.922957565897678e-14,6.333909923582902e-13,2.95789610219233e-13,3.982651283507684e-18,1.1051580165846341e-10,5.554119113505339e-16,1.2841167634271834e-19
2.0390496290676274e-07,0.16143253687323014,3.76,0.0,0.6579897482155519,0.9999998002386099,2.1680755993477876e-09,7.886984169693665e-09,5.075925776890287e-07,3.147305195249002e-07,1.1338721125460445e-07,1.134950973750452e-11,2.7112229527098193e-14,1.0177190073485197e-07,8.107963962117412e-08,5.649791537419056e-08,1.7882779715535523e-09,4.40850732711231e-08,8.341877687450742e-09,2.4171802140818066e-08,8.074351645710584e-09,7.976519434330256e-10,5.629294682452413e-10,1.2162807670257495e-14,1.06918248325739e-13,6.892046600913998e-13,3.329574800709354e-13,4.686891395042803e-18,1.1523724732854015e-10,6.792028733733451e-16,1.519709021695428e-19
2.1142345306849074e-07,0.16143253749399503,3.76,0.0,0.6579897220315215,0.9999997875477045,2.4667557518069092e-09,8.624881173349488e-09,5.294692013325372e-07,3.2229156581205496e-07,1.2198132022627157e-07,1.2069006131330031e-11,2.7871359733462098e-14,1.0732964195581784e-07,8.491558836503331e-08,6.17618597088044e-08,1.874534594451692e-09,4.5921891522385045e-08,9.14163308898151e-09,2.6556147866614496e-08,8.820976886535337e-09,8.845749992050638e-10,6.001520673780715e-10,1.4502618850353026e-14,1.2502071487298454e-13,7.417427918119107e-13,3.687993395207939e-13,5.3998802793535305e-18,1.1948659507144506e-10,8.094586598608291e-16,1.7592485853105255e-19
2.1894194323021875e-07,0.1614325381200353,3.76,0.0,0.6579896954391042,0.9999997745266292,2.7927625546132216e-09,9.397100785699426e-09,5.515888226351961e-07,3.296387839504941e-07,1.3092961292985185e-07,1.2802061792300359e-11,2.8617143808189826e-14,1.1291168497286057e-07,8.872210613714115e-08,6.726817680239854e-08,1.960165931949789e-09,4.7776655642968824e-08,9.989068013713645e-09,2.9067307960938957e-08,9.601738268260742e-09,9.780169443747745e-10,6.38244678578058e-10,1.7204204861390294e-14,1.4536785196286033e-13,7.96463028652947e-13,4.069626212542894e-13,6.194083391503741e-18,1.2373599263841788e-10,9.598088054117068e-16,2.0270969011169823e-19
2.2646043339194675e-07,0.16143253875126318,3.76,0.0,0.6579896684379892,0.9999997611800431,3.1473325552023028e-09,1.0203326133861057e-08,5.739495393989729e-07,3.367782210277436e-07,1.402312451459657e-07,1.3548046912653407e-11,2.934990016866078e-14,1.1851131150771742e-07,9.249516705064273e-08,7.301487072099159e-08,2.0450781806492556e-09,4.9649432941551046e-08,1.0885070758680167e-08,3.170575845229297e-08,1.0416289531397556e-08,1.0782440161470813e-09,6.771826648478663e-10,2.030974617477963e-14,1.6813540143668274e-13,8.533606385748537e-13,4.4750020022123085e-13,7.075733221973916e-18,1.2798544592145435e-10,1.1325932168337424e-15,2.325517969429144e-19
2.3397892355367475e-07,0.16143253938758687,3.76,0.0,0.6579896410282841,0.9999997475125789,3.531690006837722e-09,1.1043194932833665e-08,5.965491977412614e-07,3.437157531134183e-07,1.4988502662529707e-07,1.4306351286114372e-11,3.0069938655847234e-14,1.241221947842029e-07,9.623115769849523e-08,7.899970335198364e-08,2.1291870428364133e-09,5.154026971221014e-08,1.1830458294732867e-08,3.447182689683905e-08,1.1264238774405595e-08,1.185521900783009e-09,7.16942093507861e-10,2.3864645417572036e-14,1.9350375608213677e-13,9.12428721936147e-13,4.904634549840473e-13,8.051298835256936e-18,1.322349612678696e-10,1.3303304803127058e-15,2.656866790167767e-19
2.4149741371540273e-07,0.16143254002891044,3.76,0.0,0.6579896132104813,0.9999997335288435,3.9470452898567756e-09,1.1916303213184592e-08,6.193854180316666e-07,3.504570900987393e-07,1.5988945281003532e-07,1.507638374019316e-11,3.077756077389523e-14,1.2973838170673422e-07,9.992684708909466e-08,8.52202196493233e-08,2.212417035445601e-09,5.344919246840245e-08,1.2825977229202276e-08,3.7365701096547005e-08,1.2145152106852847e-08,1.3001154789032948e-09,7.574997165703887e-10,2.79176234897767e-14,2.216575839899472e-13,9.736584091248618e-13,5.359023105293099e-13,9.127483195160616e-18,1.3648454549217085e-10,1.555723192948703e-15,3.0235884391931817e-19
2.4901590387713073e-07,0.16143254067513504,3.76,0.0,0.6579895849854289,0.9999997192334161,4.39459346599187e-09,1.2822208849864407e-08,6.424556189163838e-07,3.570077803972497e-07,1.7024273411413606e-07,1.585757158485954e-11,3.1473059922856934e-14,1.3535427577834326e-07,1.0357935858649339e-07,9.167377101229972e-08,2.294700845041671e-09,5.5376209119928294e-08,1.3872305058143832e-08,4.0387437414539466e-08,1.305855711077113e-08,1.4222885933774512e-09,7.988329516671402e-10,3.252081045439964e-14,2.5278545151951036e-13,1.0370390430459512e-12,5.838652798684783e-13,1.0311220323437913e-17,1.4073420588681664e-10,1.8116630043523706e-15,3.428217068325129e-19
2.5653439403885873e-07,0.16143254132615908,3.76,0.0,0.6579895563543016,0.9999997046308484,4.875512956157122e-09,1.3760434904605704e-08,6.657570395903189e-07,3.6337321551353884e-07,1.8094282298439972e-07,1.6649360076792437e-11,3.215672162490992e-14,1.4096462071471342e-07,1.0718614369202357e-07,9.835753695436828e-08,2.3759787250767312e-09,5.732131009636225e-08,1.4970051659505915e-08,4.3536968712189317e-08,1.4003946122420942e-08,1.5523038377684822e-09,8.409198635018319e-10,3.7729831188399775e-14,2.870794477392466e-13,1.1025583478631376e-12,6.343995044867961e-13,1.1609672318594758e-17,1.4498395023186355e-10,2.1012353676503074e-15,3.8733748409582617e-19
2.6405288420058674e-07,0.161432541981879,3.76,0.0,0.6579895273185744,0.9999996897256648,5.3909643387385955e-09,1.47304727846702e-08,6.892867603777312e-07,3.695586344802238e-07,1.919874388344692e-07,1.7451211899172807e-11,3.282882374407661e-14,1.4656448474654675e-07,1.1074495760763291e-07,1.0526854512145057e-07,2.4561979340758025e-09,5.928446941765081e-08,1.6119760997601406e-08,4.681411191293353e-08,1.498077933728898e-08,1.6904223644993873e-09,8.837391458269037e-10,4.360388569722298e-14,3.24734811881082e-13,1.1702025844665325e-12,6.875507936420983e-13,1.3030226248427226e-17,1.4923378680347673e-10,2.4277239945025924e-15,4.361770809784639e-19
2.7157137436231474e-07,0.16143254264218954,3.76,0.0,0.6579894978799979,0.9999996745223592,5.94208925925296e-09,1.573178522962148e-08,7.130417217744202e-07,3.755691281693516e-07,2.0337409106445494e-07,1.826260665629264e-11,3.3489636699747057e-14,1.5214924556990654e-07,1.1425383642535852e-07,1.124036898091501e-07,2.5353122111763403e-09,6.126564571511835e-08,1.732191299130583e-08,5.021857521570624e-08,1.5988487749769647e-08,1.8369037107957611e-09,9.272701039192059e-10,5.020582412573425e-14,3.659495661111009e-13,1.2399566940161518e-12,7.433636625667404e-13,1.4580490939547503e-17,1.5348372438131617e-10,2.7946150159559765e-15,4.896199746982624e-19
