Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6)
2.102252206154136e-08,0.25409264038689394,3.76,0.0,0.7635534088648641,0.9999994244162622,1.656376587106811e-10,4.865250561855303e-09,7.686728683953842e-06,7.313095392943326e-06,2.636562602801273e-07,9.384939806104019e-12,6.768361139354793e-13,3.2636212324790287e-07,3.0801423634927174e-07,3.954438757746987e-08,1.3479782269617756e-08,2.223750660541721e-07,7.126922739523442e-10,1.5964627995808684e-08,4.823699950121001e-09
2.145460015356074e-08,0.25409264773767043,3.76,0.0,0.763553244058385,0.9999994052966998,1.7943693417230925e-10,5.162665649654106e-09,7.84596813417124e-06,7.4563390627878835e-06,2.7098512242520006e-07,9.766265452146897e-12,6.904804149240023e-13,3.392654653004373e-07,3.1982695475600935e-07,4.193686747306845e-08,1.4082075064659409e-08,2.2695808190326692e-07,7.410463230736609e-10,1.6945055923619706e-08,5.117684091553115e-09
2.1886678245580123e-08,0.254092655092557,3.76,0.0,0.7635530791332492,0.9999993858886869,1.940707113832732e-10,5.471600431575585e-09,8.005286545649764e-06,7.5993074012050865e-06,2.7843209494360864e-07,1.0154637230406192e-11,7.041051480174491e-13,3.523931633412145e-07,3.3182421224632496e-07,4.442008513672767e-08,1.4696096817483078e-08,2.315418362060865e-07,7.699938859563261e-10,1.7963828245864954e-08,5.422983610340565e-09
2.2318756337599504e-08,0.25409266245161727,3.76,0.0,0.7635529140872308,0.9999993661925295,2.095709629953746e-10,5.7922460814226556e-09,8.164685434259291e-06,7.742000937316195e-06,2.8599939768440874e-07,1.0550024051751422e-11,7.177103384438001e-13,3.6574381309870555e-07,3.4400408044919194e-07,4.699543980620107e-08,1.5321730852891295e-08,2.361263417420579e-07,7.995415539460668e-10,1.9021603846130542e-08,5.739782104504478e-09
2.2750834429618886e-08,0.25409266981491385,3.76,0.0,0.7635527489181213,0.9999993462085346,2.2597018650686527e-10,6.124792289441863e-09,8.324166300975307e-06,7.88442019922191e-06,2.936892320856884e-07,1.0952394928050914e-11,7.312960075664351e-13,3.7931601681100904e-07,3.56364646681521e-07,4.9664316051177415e-08,1.5958860721409354e-08,2.4071161120980525e-07,8.296961392088953e-10,2.0119037472278766e-08,6.068261578682802e-09
2.3182912521638267e-08,0.254092677182509,3.76,0.0,0.7635525836237312,0.9999993259370087,2.4330139983423627e-10,6.4694272709643504e-09,8.48373063179462e-06,8.026565714006126e-06,3.0150378111490473e-07,1.1361718970548207e-11,7.448621761127332e-13,3.931083831910346e-07,3.689040138076132e-07,5.24280839100641e-08,1.660737042038603e-08,2.452976572276071e-07,8.604646660052895e-10,2.125677975981731e-08,6.4086024543379026e-09
2.361499061365765e-08,0.2540926845544642,3.76,0.0,0.7635524182018886,0.9999993053782585,2.6159813722836266e-10,6.826337773689193e-09,8.643379897778959e-06,8.168438007738007e-06,3.0944520933283873e-07,1.1777965388633518e-11,7.584088666752694e-13,4.071195273987803e-07,3.816203001174415e-07,5.5288099009651716e-08,1.7267144470031332e-08,2.4988449233377524e-07,8.918543628267114e-10,2.243547725121826e-08,6.760983578478119e-09
2.404706870567703e-08,0.25409269193084005,3.76,0.0,0.7635522526504396,0.999999284532591,2.8089444432748696e-10,7.195709088473389e-09,8.803115554815716e-06,8.310037605478524e-06,3.175156626855907e-07,1.220110348955592e-11,7.719361028709635e-13,4.2134807099519165e-07,3.945116391572786e-07,5.824570272794113e-08,1.793806831554373e-08,2.5447212898723746e-07,9.238726525795128e-10,2.365577242571739e-08,7.125582236203248e-09
2.4479146797696412e-08,0.2540926993116968,3.76,0.0,0.7635520869672497,0.9999992634003132,3.012248748638469e-10,7.577725053606823e-09,8.962939043949582e-06,8.451365031278807e-06,3.2571726884666287e-07,1.2631102679077307e-11,7.854439075437518e-13,4.3579264193006506e-07,4.075761796508942e-07,6.130222227461238e-08,1.862002807591183e-08,2.590605795677418e-07,9.565271470241277e-10,2.4918303709675797e-08,7.502574156116413e-09
2.4911224889715794e-08,0.2540927066970939,3.76,0.0,0.7635519211502012,0.9999992419817323,3.22624486217548e-10,7.972568063773484e-09,9.122851791378195e-06,8.592420808184487e-06,3.340521372377336e-07,1.3067932461058856e-11,7.98932302676019e-13,4.5045187450532274e-07,4.2081208535697273e-07,6.44589708292599e-08,1.931291068653348e-08,2.636498563763331e-07,9.898256385243424e-10,2.6223705500949823e-08,7.892133520847052e-09
2.5343302981735175e-08,0.25409271408709017,3.76,0.0,0.7635517551971952,0.9999992202771556,3.4512883643230377e-10,8.380419073168864e-09,9.282855208820578e-06,8.733205458232629e-06,3.425223594035362e-07,1.3511562437155031e-11,8.124013104099535e-13,4.6532440936891926e-07,4.342175350071509e-07,6.771724760644076e-08,2.0016603595815686e-08,2.682399716354896e-07,1.02377609555318e-09,2.7572608175806746e-08,8.294432971184798e-09
2.5775381073754557e-08,0.25409272148174383,3.76,0.0,0.7635515891061494,0.9999991982868905,3.68773979322135e-10,8.801457606337402e-09,9.442950693367771e-06,8.87371950245851e-06,3.511300088933958e-07,1.3961962306047968e-11,8.258509534371147e-13,4.804088934682022e-07,4.477907221384484e-07,7.107833801645062e-08,2.0730995075328867e-08,2.7283093748971014e-07,1.058386653547309e-09,2.8965638118913073e-08,8.709643618640598e-09
2.6207459165773938e-08,0.25409272888111245,3.76,0.0,0.7635514228750001,0.9999991760112449,3.935964614662507e-10,9.235861761408871e-09,9.60313962775872e-06,9.013963460892716e-06,3.5987714154369057e-07,1.4419101863692945e-11,8.392812545232825e-13,4.957039800431787e-07,4.6152985503020883e-07,7.454351373130202e-08,2.1455974009907237e-08,2.774227660056568e-07,1.093665610586059e-09,3.0403417730607774e-08,9.13793504970327e-09
2.663953725779332e-08,0.25409273628525286,3.76,0.0,0.763551256501701,0.9999991534505264,4.196333170445855e-10,9.683808222155961e-09,9.763423380211972e-06,9.153937852569599e-06,3.6876579534414867e-07,1.4882951002729863e-11,8.526922361216291e-13,5.112083285733477e-07,4.7543315652089533e-07,7.81140328594832e-08,2.2191430240707528e-08,2.8201546917281395e-07,1.129621417776877e-09,3.188656546056071e-08,9.579475339716502e-09
2.70716153498127e-08,0.2540927436942215,3.76,0.0,0.7635510899842229,0.9999991306050426,4.4692206527114824e-10,1.0145472259540271e-08,9.923803304780608e-06,9.29364319552224e-06,3.777979907937277e-07,1.5353479712642324e-11,8.660839205247041e-13,5.269206047797799e-07,4.894988639691035e-07,8.179113998997759e-08,2.293725425430364e-08,2.8660905890353245e-07,1.1662626762701643e-09,3.341569581000492e-08,1.0034431055276645e-08
2.7503693441832083e-08,0.25409275110807406,3.76,0.0,0.7635509233205542,0.9999991074751018,4.755007050731725e-10,1.0621027744564698e-08,1.008428074122347e-05,9.433080006792045e-06,3.869757308087367e-07,1.583065807884009e-11,8.79456330143663e-13,5.428394805676134e-07,5.037252290608003e-07,8.557606637544043e-08,2.369333749464359e-08,2.9120354703373596e-07,1.2035981274849288e-09,3.499141936780252e-08,1.0502967268957014e-08
2.7935771533851464e-08,0.25409275852686536,3.76,0.0,0.7635507565087003,0.9999990840610123,5.054077129579234e-10,1.1110647148108935e-08,1.0244857015381078e-05,9.57224880242154e-06,3.963010010940218e-07,1.631445628302764e-11,8.928094875106337e-13,5.58963634037099e-07,5.181105177944228e-07,8.947002995430414e-08,2.445957200924126e-08,2.9579894532286506e-07,1.2416366514364771e-09,3.661434280756667e-08,1.0985247559829181e-08
2.8367849625870846e-08,0.2540927659506501,3.76,0.0,0.7635505895466841,0.9999990603630821,5.366820372783847e-10,1.1614501555611126e-08,1.0405533439009115e-05,9.711150097466424e-06,4.0577577001896754e-07,1.6804844602281663e-11,9.061434151153023e-13,5.75291749416327e-07,5.326530102642833e-07,9.347423555532834e-08,2.5235850820243754e-08,3.003952654546909e-07,1.2803872561452976e-09,3.82850689292268e-08,1.1481434030165253e-08
2.8799927717890227e-08,0.2540927733794822,3.76,0.0,0.7635504224325448,0.9999990363816198,5.693630965439779e-10,1.2132760665110033e-08,1.0566311310145084e-05,9.849784405986063e-06,4.1540198897350416e-07,1.730179340960404e-11,9.19458135348661e-13,5.918225170817211e-07,5.473510006706315e-07,9.758987489705336e-08,2.60220675572406e-08,3.0499251903715464e-07,1.319859077263807e-09,4.000419665078307e-08,1.199168730399631e-08
2.923200580990961e-08,0.2540927808134147,3.76,0.0,0.7635502551643389,0.9999990121169344,6.034907731880507e-10,1.2665592804139908e-08,1.0727191912929464e-05,9.988152241058518e-06,4.251815922386388e-07,1.7805273172700225e-11,9.327536705814852e-13,6.08554633478926e-07,5.622027970741761e-07,1.0181812681824599e-07,2.6818116866544447e-08,3.095907176033109e-07,1.3600613664524743e-09,4.177232105652929e-08,1.2516166546208113e-08
2.966408390192899e-08,0.2540927882525005,3.76,0.0,0.7635500877401399,0.9999989875693344,6.39105412517685e-10,1.3213164925161278e-08,1.0888176517993622e-05,1.0126254114767654e-05,4.351164973552225e-07,1.831525445472664e-11,9.460300432226002e-13,6.254868011570851e-07,5.772067214421819e-07,1.0616015724470375e-07,2.7623893990100804e-08,3.141898726110148e-07,1.401003492765422e-09,4.359003338098675e-08,1.3055029458245998e-08
3.009616199394837e-08,0.2540927956967914,3.76,0.0,0.7635499201580377,0.9999989627391287,6.762478158817997e-10,1.377564262513062e-08,1.1049266382284205e-05,1.0264090538221812e-05,4.4520860500600866e-07,1.8831707912856408e-11,9.592872756927814e-13,6.426177286754022e-07,5.923611093680485e-07,1.1061711945101515e-07,2.8439295202856227e-08,3.187899954440221e-07,1.4426949297611511e-09,4.545792106517785e-08,1.3608432300103062e-08
3.0528240085967754e-08,0.2540928031463392,3.76,0.0,0.7635497524161381,0.9999989376266267,7.149592404107667e-10,1.4353190137649424e-08,1.121046274945696e-05,1.0401662021536599e-05,4.554597993797474e-07,1.935460429936605e-11,9.725253903805491e-13,6.599461306547969e-07,6.076643101623002e-07,1.1519015398677356e-07,2.9264217345159566e-08,3.2339109741148426e-07,1.485145258986353e-09,4.737656773072055e-08,1.4176529882445346e-08
3.0960318177987135e-08,0.25409281060119454,3.76,0.0,0.7635495845125644,0.9999989122321377,7.552813913761335e-10,1.494597035611424e-08,1.1371766849694193e-05,1.0538969073858399e-05,4.658719480574891e-07,1.988391445985424e-11,9.85744409644113e-13,6.774707276653085e-07,6.231146865250966e-07,1.198803889805639e-07,3.0098558309275216e-08,3.2799318974925945e-07,1.5283641553237822e-09,4.934655324687491e-08,1.4759475592475945e-08
3.139239627000652e-08,0.254092818061408,3.76,0.0,0.7635494164454552,0.9999988865559709,7.972564229037313e-10,1.5554144821759275e-08,1.1533179900091998e-05,1.0676012203341747e-05,4.7644690235687647e-07,2.041960933468106e-11,9.989443558366046e-13,6.95190246299559e-07,6.387106146929697e-07,1.2468894001585276e-07,3.0942216528098774e-08,3.325962836191661e-07,1.5723613929726449e-09,5.1368453692312615e-08,1.53574213815876e-08
3.18244743620259e-08,0.25409282552702916,3.76,0.0,0.763549248212966,0.9999988605984358,8.409269292985452e-10,1.617787375139566e-08,1.169470310448261e-05,1.0812791917179076e-05,4.871864972377344e-07,2.09616599567526e-11,1.0121252513148429e-12,7.131034190355884e-07,6.544504840509102e-07,1.29616910489191e-07,3.179509151094389e-08,3.372003901105641e-07,1.6171468285092877e-09,5.344284143597577e-08,1.597051779619585e-08
3.225655245404528e-08,0.2540928329981075,3.76,0.0,0.763549079813268,0.9999988343598428,8.863359470003562e-10,1.6817316020152624e-08,1.1856337653812262e-05,1.0949308721570978e-05,4.980925516200888e-07,2.1510037453466277e-11,1.0252871184254462e-12,7.31208984338532e-07,6.7033269735067e-07,1.3466539142158318e-07,3.2657083277110616e-08,3.4180552023929736e-07,1.6627304099586632e-09,5.5570285082922496e-08,1.659891395962416e-08
3.268863054606466e-08,0.2540928404746914,3.76,0.0,0.7635489112445483,0.9999988078405011,9.335269445916273e-10,1.7472629195074786e-08,1.2018084725981618e-05,1.1085563121763968e-05,5.091668683261164e-07,2.206471304394993e-11,1.038429979497077e-12,7.495056864920642e-07,6.863556702456741e-07,1.3983546188591905e-07,3.352809294286258e-08,3.46411684949619e-07,1.7091221569346092e-09,5.775134957282303e-08,1.7242757609279772e-08
3.312070863808404e-08,0.25409284795682924,3.76,0.0,0.7635487425050095,0.9999987810407216,9.825438263222484e-10,1.8143969511090625e-08,1.2179945486199478e-05,1.1221555622011641e-05,5.204112343525533e-07,2.2625658041631333e-11,1.0515538568436333e-12,7.679922757362031e-07,7.025178316002761e-07,1.451281887364522e-07,3.440802209722429e-08,3.5101889511273664e-07,1.7563321735127296e-09,5.998659610544547e-08,1.7902195071178812e-08
3.3552786730103424e-08,0.25409285544456833,3.76,0.0,0.763548573592871,0.9999987539608138,1.0334309204264043e-09,1.8831491912153124e-08,1.2341921086852819e-05,1.1357286725622696e-05,5.318274208658456e-07,2.319284385075996e-11,1.0646587727725078e-12,7.866675080583004e-07,7.188176229252509e-07,1.5054462712539203e-07,3.52967734485134e-08,3.5562716152918165e-07,1.8043706246209718e-09,6.227658226187122e-08,1.8577371305289412e-08
3.3984864822122806e-08,0.2540928629379559,3.76,0.0,0.7635484045063665,0.9999987266010885,1.0862329846282326e-09,1.9535350018564618e-08,1.2504012667817915e-05,1.1492756934910477e-05,5.434171834046593e-07,2.376624196978706e-11,1.0777447495823177e-12,8.055301453770498e-07,7.352534988025965e-07,1.5608582012847753e-07,3.619425013881871e-08,3.6023649492684536e-07,1.8532477535945283e-09,6.462186190397607e-08,1.9268429870672755e-08
3.441694291414219e-08,0.25409287043703815,3.76,0.0,0.7635482352437463,0.9999986989618563,1.1409951922984195e-09,2.0255696177796486e-08,1.2666221356380546e-05,1.1627966751254183e-05,5.551822619554544e-07,2.4345823986976744e-11,1.0908118095606883e-12,8.245789552815104e-07,7.518239261935194e-07,1.6175279937587327e-07,3.7100356454672525e-08,3.6484690596391945e-07,1.902973853796818e-09,6.702298532480954e-08,1.997551298130382e-08
3.484902100616157e-08,0.2540928779418615,3.76,0.0,0.7635480658032752,0.9999986710434281,1.1977631404709807e-09,2.0992681420747436e-08,1.2828548267482736e-05,1.1762916675033408e-05,5.671243810557507e-07,2.4931561584825948e-11,1.1038599749808471e-12,8.438127112743915e-07,7.685273850105782e-07,1.6754658454538777e-07,3.801499707357114e-08,3.6945840522628005e-07,1.953559291978226e-09,6.94804991147584e-08,2.0698761459208227e-08
3.528109909818095e-08,0.25409288545247066,3.76,0.0,0.7635478961832336,0.9999986428461145,1.256582833245112e-09,2.174645552497046e-08,1.299099450372009e-05,1.1897607205706364e-05,5.792452499856237e-07,2.5523426534497962e-11,1.1168892681062205e-12,8.632301924443802e-07,7.853623672623793e-07,1.7346818413968114e-07,3.893807784379068e-08,3.740710032311592e-07,2.0050144738613516e-09,7.199494634932715e-08,2.143831480371021e-08
3.571317719020033e-08,0.2540928929689112,3.76,0.0,0.7635477263819171,0.999998614370227,1.3175006929846523e-09,2.2517166956769585e-08,1.3153561155493095e-05,1.2032038841725105e-05,5.91546562731048e-07,2.612139070157704e-11,1.1298997111888158e-12,8.828301837854212e-07,8.023273778135775e-07,1.795185948109061e-07,3.9869504957799273e-08,3.786847104236954e-07,2.057349874703717e-09,7.456686641263623e-08,2.2194311129220312e-08
3.6145255282219714e-08,0.2540929004912269,3.76,0.0,0.7635475563976365,0.9999985856160764,1.380563540206936e-09,2.3304962950339978e-08,1.3316249301116215e-05,1.2166212080635638e-05,6.040299983367989e-07,2.672542603899211e-11,1.1428913264716829e-12,9.026114757833965e-07,8.194209333203977e-07,1.8569880232523638e-07,4.080918580762913e-08,3.8329953718154347e-07,2.1105759972601606e-09,7.719679523319572e-08,2.2966887251698835e-08
3.6577333374239095e-08,0.25409290801946227,3.76,0.0,0.7635473862287172,0.9999985565839747,1.4458186088174224e-09,2.4109989431742317e-08,1.3479060006832918e-05,1.2300127418968311e-05,6.166972206768009e-07,2.7335504594487823e-11,1.1558641361840664e-12,9.225728648328356e-07,8.366415632302289e-07,1.9200978067271807e-07,4.175702807977608e-08,3.8791549381035584e-07,2.164703411299185e-09,7.988526505276789e-08,2.3756178606816347e-08
3.700941146625848e-08,0.25409291555366,3.76,0.0,0.7635472158734993,0.9999985272742329,1.5133135215230585e-09,2.4932391118443436e-08,1.3641994327083083e-05,1.243378535236607e-05,6.295498790289057e-07,2.7951598501605926e-11,1.1688181625457266e-12,9.427131527136424e-07,8.539878084493867e-07,1.9845249327143263e-07,4.27129406918717e-08,3.925325905495969e-07,2.2197427019639903e-09,8.263280472369942e-08,2.4562319358478443e-08
3.744148955827786e-08,0.2540929230938634,3.76,0.0,0.763547045330338,0.9999984976871635,1.5830963101865403e-09,2.5772311420089902e-08,1.3805053304328749e-05,1.2567186375442918e-05,6.425896075835078e-07,2.8573679989359972e-11,1.181753427762719e-12,9.630311471327624e-07,8.714582226484883e-07,2.0502789180348482e-07,4.3676832803033094e-08,3.971508375666554e-07,2.2757045204344892e-09,8.543993940779114e-08,2.538544229187664e-08
3.787356765029724e-08,0.2540929306401143,3.76,0.0,0.7635468745976031,0.9999984678230779,1.6552153855418982e-09,2.6629892564195063e-08,1.396823796954085e-05,1.2700330981948375e-05,6.558180263189943e-07,2.9201721370720855e-11,1.1946699540329786e-12,9.835256610597912e-07,8.890513705876251e-07,2.117369177255676e-07,4.464861483757429e-08,4.0177024496420266e-07,2.332599520219605e-09,8.830719095256993e-08,2.6225678950276135e-08
3.830564574231662e-08,0.2540929381924552,3.76,0.0,0.7635467036736785,0.9999984376822882,1.7297195640458413e-09,2.75052754672079e-08,1.4131549341765894e-05,1.2833219664584839e-05,6.692367401587655e-07,2.9835695055124085e-11,1.2075677635397026e-12,1.0041955134289068e-06,9.06765829812086e-07,2.1858050075566412e-07,4.562819740517236e-08,4.0639082277255095e-07,2.3904384217049543e-09,9.123507750048556e-08,2.7083159495939544e-08
3.8737723834336e-08,0.2540929457509266,3.76,0.0,0.7635465325569629,0.9999984072651069,1.8066580303424281e-09,2.839859989370864e-08,1.429498842891151e-05,1.2965852915218674e-05,6.828473402495582e-07,3.047557353374783e-11,1.2204468784581765e-12,1.0250395282933571e-06,9.246001885392899e-07,2.255595607752914e-07,4.661549241740946e-08,4.1101258095899145e-07,2.4492319332961203e-09,9.422411396640551e-08,2.7958012883119117e-08
3.9169801926355385e-08,0.2540929533155703,3.76,0.0,0.7635463612458692,0.9999983765718462,1.8860803723610526e-09,2.9310004289442378e-08,1.4458556226963119e-05,1.3098231224644643e-05,6.966514026502624e-07,3.1121329395659056e-11,1.2333073209478243e-12,1.046056535732961e-06,9.425530478529294e-07,2.3267500587061432e-07,4.76104119123982e-08,4.156355294179056e-07,2.5089908332754105e-09,9.72748115319168e-08,2.8850366677870364e-08
3.9601880018374766e-08,0.2540929608864254,3.76,0.0,0.7635461897388239,0.9999983456028192,1.9680365345576537e-09,3.023962598345308e-08,1.4622253721171948e-05,1.3230355082857019e-05,7.106504901458192e-07,3.1772935308969134e-11,1.2461491131614478e-12,1.0672453707761566e-06,9.60623019029433e-07,2.3992773473524227e-07,4.861286926936822e-08,4.202596779826412e-07,2.5697258719527923e-09,1.0038767825260306e-07,2.976034727741456e-08
4.003395811039415e-08,0.2540929684635334,3.76,0.0,0.7635460180342689,0.9999983143583377,2.0525768634817182e-09,3.1187600972410466e-08,1.478608188480363e-05,1.3362224978745947e-05,7.248461503169375e-07,3.2430364041655764e-11,1.2589722772347901e-12,1.088604874571191e-06,9.788087263686577e-07,2.4731863414277523e-07,4.962277793284938e-08,4.248850364127445e-07,2.631447875108646e-09,1.0356321840512132e-07,3.0688079677341356e-08
4.046603620241353e-08,0.2540929760469318,3.76,0.0,0.7635458461306585,0.9999982828387154,2.1397520492890896e-09,3.215406417776038e-08,1.4950041680863204e-05,1.3493841400445722e-05,7.392399180612412e-07,3.3093588437421233e-11,1.2717768352981523e-12,1.1101338930098959e-06,9.971088038036962e-07,2.5484858198915875e-07,5.064005272975753e-08,4.295116144090903e-07,2.6941676223575406e-09,1.0680193326086364e-07,3.163368775035502e-08
4.089811429443291e-08,0.25409298363666166,3.76,0.0,0.7635456740264622,0.9999982510442651,2.229613184600272e-09,3.313914916767618e-08,1.511413406022252e-05,1.3625204834943602e-05,7.538333128487793e-07,3.3762581442522414e-11,1.2845628094629635e-12,1.1318312782371371e-06,1.0155218985446395e-06,2.625184440396284e-07,5.166460848924647e-08,4.3413942159742405e-07,2.7578959775174346e-09,1.1010432024437196e-07,3.259729394614298e-08
4.133019238645229e-08,0.25409299123275897,3.76,0.0,0.7635455017201622,0.9999982189753002,2.3222116911039415e-09,3.414298848469606e-08,1.5278359964056407e-05,1.3756315768527413e-05,7.686278421720765e-07,3.443731607482111e-11,1.297330221836965e-12,1.1536958868918422e-06,1.0340466667721316e-06,2.7032907778811254e-07,5.269636146559598e-08,4.387684675476643e-07,2.8226437372044817e-09,1.134708739202987e-07,3.357901964616512e-08
4.1762270478471674e-08,0.25409299883526437,3.76,0.0,0.7635453292102555,0.9999981866321339,2.4175993952901777e-09,3.5165713287790836e-08,1.5442720321150826e-05,1.3887174686281639e-05,7.836249977356884e-07,3.511776545833413e-11,1.310079094506954e-12,1.1757265820503975e-06,1.0526817783197923e-06,2.7828132827806294e-07,5.373522785130838e-08,4.4339876175271484e-07,2.8884217947947336e-09,1.1690208491004988e-07,3.457898477734083e-08
4.2194348570491055e-08,0.25409300644421257,3.76,0.0,0.7635451564952511,0.9999981540150797,2.5158284361061354e-09,3.620745377030409e-08,1.5607216051275274e-05,1.4017782072662893e-05,7.988262601209873e-07,3.580390278353512e-11,1.3228094495582924e-12,1.1979222309765377e-06,1.0714259111964567e-06,2.8637603300552425e-07,5.4781125307283955e-08,4.4803031365311623e-07,2.955240951788795e-09,1.2039844115217315e-07,3.5597308264207414e-08
4.262642666251044e-08,0.2540930140596432,3.76,0.0,0.7635449835736726,0.9999981211244516,2.6169513426508156e-09,3.726833878998209e-08,1.5771848062209313e-05,1.414813841097694e-05,8.142330946578903e-07,3.649570134316834e-11,1.3355213090569062e-12,1.2202817071330568e-06,1.090277756417263e-06,2.946140176103156e-07,5.583397162793881e-08,4.526631326151328e-07,3.0231120842445177e-09,1.239604267819314e-07,3.6634107629809594e-08
4.305850475452982e-08,0.2540930216815913,3.76,0.0,0.7635448104440578,0.9999980879605632,2.7210209941532373e-09,3.8348496046085216e-08,1.5936617251228985e-05,1.4278244183619603e-05,8.298469534555802e-07,3.719313451557228e-11,1.3482146950574232e-12,1.2428038892326488e-06,1.1092360156809607e-06,3.0299609795813723e-07,5.6893685336690265e-08,4.572972279411779e-07,3.092046063711996e-09,1.2758852266436204e-07,3.768949918754802e-08
4.34905828465492e-08,0.2540930293100937,3.76,0.0,0.7635446371049559,0.9999980545237289,2.8280906186652363e-09,3.94480520779734e-08,1.610152450511417e-05,1.4408099872069394e-05,8.456692754008833e-07,3.789617576508257e-11,1.3608896296028413e-12,1.265487661253476e-06,1.128299401382181e-06,3.1152308013565934e-07,5.796018567369686e-08,4.619326088696947e-07,3.1620537579557886e-09,1.3128320638812072e-07,3.876359804010248e-08
4.435473903058796e-08,0.2540930445869028,3.76,0.0,0.7635442897925584,0.9999979868324781,3.0514443978822213e-09,4.170586096127503e-08,1.6431756703674027e-05,1.4667062917850995e-05,8.7794500008905e-07,3.931897677256492e-11,1.386184232445872e-12,1.3113355366523856e-06,1.1667364533513198e-06,3.2901492710225936e-07,6.011322689341366e-08,4.712072641756254e-07,3.305333689044102e-09,1.3887423171888819e-07,4.0968372136237394e-08
4.5218895214626726e-08,0.254093059890351,3.76,0.0,0.7635439416251419,0.999997918053215,3.2874453265836137e-09,4.404275491773946e-08,1.676255154717197e-05,1.4925031382050716e-05,9.110715212140474e-07,4.076389377834387e-11,1.4114052937015357e-12,1.3578165088893087e-06,1.2055788204495377e-06,3.4709581632615305e-07,6.229246327916758e-08,4.804871711806381e-07,3.4530386107670873e-09,1.4673725895633303e-07,4.3249326936250316e-08
4.608305139866549e-08,0.2540930752207115,3.76,0.0,0.763543592591575,0.9999978481884568,3.5365314832579815e-09,4.645970501166371e-08,1.7093915760777844e-05,1.5182009083528578e-05,9.450598836154545e-07,4.2230717576723215e-11,1.4365529892861417e-12,1.4049218375677476e-06,1.2448165796890099e-06,3.657718515975866e-07,6.449727290473948e-08,4.897724015147864e-07,3.6052551705074875e-09,1.5487599215949846e-07,4.5607340275333296e-08
4.694720758270425e-08,0.254093090578251,3.76,0.0,0.7635432426809307,0.9999977772407236,3.79914625272268e-09,4.8957664126766176e-08,1.7425855908868015e-05,1.5437999826346706e-05,9.799209282865869e-07,4.371924033379628e-11,1.461627494914999e-12,1.452642865448607e-06,1.284439973708789e-06,3.850489858705469e-07,6.672704379549231e-08,4.990630258024987e-07,3.762069850470435e-09,1.6329408387901023e-07,4.8043271078043206e-08
4.7811363766743015e-08,0.2540931059632294,3.76,0.0,0.7635428918824821,0.9999977052125374,4.075738186926546e-09,5.15375673015247e-08,1.7758378399035127e-05,1.5693007400011986e-05,1.0156652972093333e-06,4.5229255566404116e-11,1.4866289861069547e-12,1.5009710169677807e-06,1.3244394062296097e-06,4.0493302556567854e-07,6.898117422155274e-08,5.083591136808526e-07,3.9235688453672765e-09,1.719951360909257e-07,5.055795973844174e-08
4.867551995078178e-08,0.2540931213758999,3.76,0.0,0.7635425401856968,0.9999976321064232,4.3667609061649285e-09,5.4200331954067225e-08,1.8091489484937588e-05,1.5947035579619893e-05,1.0523034367315208e-06,4.676055812893657e-11,1.5115576381864528e-12,1.5498977972703453e-06,1.3648054390294066e-06,4.254296334511697e-07,7.12590727291941e-08,5.176607338116945e-07,4.089837990306244e-09,1.8098270081599506e-07,5.3152228376140185e-08
4.953967613482054e-08,0.2540931368165094,3.76,0.0,0.7635421875802378,0.9999975579249077,4.672673027566716e-09,5.694685797321325e-08,1.842519526808628e-05,1.620008812580583e-05,1.0898455994558266e-06,4.8312944213237125e-11,1.5364136262789115e-12,1.5994147919777677e-06,1.405528790690784e-06,4.465443299439219e-07,7.35601576554587e-08,5.269679538858054e-07,4.26096275418614e-09,1.902602803321673e-07,5.582688094792395e-08
5.0403832318859305e-08,0.25409315228529794,3.76,0.0,0.7635418340559603,0.9999974826705197,4.99393811143626e-09,5.977802776173781e-08,1.8759501698970665e-05,1.645216878465553e-05,1.1283018453510347e-06,4.988621135182992e-11,1.5611971253051515e-12,1.6495136671752445e-06,1.4466003359640369e-06,4.682824938360003e-07,7.58838567287614e-08,5.362808406244217e-07,4.437028244602951e-09,1.9983132725207937e-07,5.8582703305981736e-08
5.126798850289807e-08,0.25409316778249946,3.76,0.0,0.7635414796029105,0.9999974063457903,5.331024566681132e-09,6.269470640849699e-08,1.9094414579374777e-05,1.6703281287751032e-05,1.1676820444139678e-06,5.1480158410975854e-11,1.5859083099797116e-12,1.70018616876702e-06,1.4880111034066858e-06,4.906493646092826e-07,7.82296070676013e-08,5.455994597880713e-07,4.618119157501499e-09,2.096992449744028e-07,6.14204633988913e-08
5.213214468693683e-08,0.25409318330834213,3.76,0.0,0.7635411242113195,0.9999973289532523,5.684405499964223e-09,6.569774203215192e-08,1.94299395665596e-05,1.6953429352390065e-05,1.2079958816570247e-06,5.3094585570494705e-11,1.6105473548139597e-12,1.7514241210010973e-06,1.5297522707864748e-06,5.13650046813376e-07,8.059685537613208e-08,5.549238761950892e-07,4.8043196686399225e-09,2.1986738863000227e-07,6.43409116626261e-08
