Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125)
3.1417403640049954e-10,0.0837439690388578,3.76,0.0,0.5055513640668491,0.998523234657408,7.196347986313238e-14,4.2173497172362426e-11,6.7925526197257e-06,6.7688845313585495e-06,1.2950774178832328e-07,9.095118987916486e-13,1.6350402531320984e-12,2.353248254244371e-08,2.3555806125088913e-08,8.979115342676942e-11,8.548937128107352e-11,1.294668083388859e-07,3.087892116380819e-11,2.2036161444347358e-08,5.4684726447033516e-11,9.150299601010516e-12,1.564085572759951e-11,1.8890174890410023e-16,9.841705078723826e-17,2.1023465555399548e-12,1.9655125931693818e-15,2.4576307431479164e-18,2.195659809440255e-08,4.44464561733845e-17,6.863438843223073e-22,1.444737029870519e-13,6.310693355407819e-14,0.001476612134642507,3.6805569844614655e-25,7.340889066335417e-18,1.4217277947423497e-17
3.2029559975195574e-10,0.08374397115061688,3.76,0.0,0.5055512287631073,0.9985218704243402,7.741074173525636e-14,4.45360523685411e-11,6.924902025557602e-06,6.900303680202304e-06,1.3203297716162828e-07,9.508160207142237e-13,1.6780718829336413e-12,2.44549265369961e-08,2.4479677969712873e-08,9.513364009706188e-11,9.048837039096802e-11,1.3198867529991308e-07,3.206624469426018e-11,2.246869222024283e-08,5.753229141479885e-11,9.532134494494024e-12,1.6255459527137883e-11,1.9672002036678486e-16,1.062014110952021e-16,2.163425290214861e-12,2.0825699986799504e-15,2.6038309353696385e-18,2.238440377130528e-08,4.657417157091523e-17,7.384360221448846e-22,1.5104547591687305e-13,6.467366660570977e-14,0.0014779729122126773,3.9362332574551937e-25,7.77166891952464e-18,1.5069135460621912e-17
3.2641716310341194e-10,0.08374397326237816,3.76,0.0,0.5055510934592122,0.9985206211066914,8.316028882889497e-14,4.698473996454995e-11,7.057251405638026e-06,7.031704904945645e-06,1.3455838211689723e-07,9.931033883106417e-13,1.7211929598714643e-12,2.5394971251354573e-08,2.542120781499878e-08,1.0068360912260253e-10,9.567488160414117e-11,1.345105421671348e-07,3.3274934724317456e-11,2.2901405712650797e-08,6.047502912351965e-11,9.922224632291562e-12,1.6881877531105373e-11,2.04711482944668e-16,1.1443825078182502e-16,2.22481048065592e-12,2.2041821565686655e-15,2.7557104554684885e-18,2.2812209050339254e-08,4.87648907490628e-17,7.933320857530999e-22,1.5776957175450741e-13,6.624413472177103e-14,0.0014792187563747092,4.204617609431468e-25,8.218723138901408e-18,1.5954536067722085e-17
3.3253872645486814e-10,0.08374397537414167,3.76,0.0,0.5055509581551589,0.9985194769970455,8.922304061500411e-14,4.952108343329614e-11,7.1896007607095925e-06,7.163088207967813e-06,1.3708396120496718e-07,1.0363750715335155e-12,1.7643975367682548e-12,2.6352609252249028e-08,2.6380389360110105e-08,1.0644498790209513e-10,1.0105208912419157e-10,1.3703240931324785e-07,3.4504936596810796e-11,2.3334305376315854e-08,6.351445088577555e-11,1.032058376881878e-11,1.7520108081656416e-11,2.1287698508787868e-16,1.2314474105832465e-16,2.2864892892158108e-12,2.3304357809189674e-15,2.913377081557147e-18,2.3240013931502344e-08,5.1019446230524654e-17,8.511218347257588e-22,1.6464604038954044e-13,6.781827554512093e-14,0.0014803593745456134,4.486105712274528e-25,8.682334764717729e-18,1.68741408767095e-17
3.3866028980632434e-10,0.08374397748590753,3.76,0.0,0.5055508228509431,0.9985184292078864,9.561010796474438e-14,5.214660558759058e-11,7.321950091527411e-06,7.294453591650958e-06,1.3960971896439182e-07,1.0806320374622647e-12,1.8076800462178185e-12,2.7327833104822188e-08,2.735721630242592e-08,1.1242170243345653e-10,1.066231632670846e-10,1.3955427708744168e-07,3.5756195838554755e-11,2.3767394664520287e-08,6.66520672075854e-11,1.0727225119249288e-11,1.817014951892207e-11,2.2121737550546586e-16,1.323383710090913e-16,2.3484494302763156e-12,2.461417573643227e-15,3.0769385729415227e-18,2.3667818414792447e-08,5.3338670627160166e-17,9.118958773418718e-22,1.7167492570664338e-13,6.939603285259234e-14,0.001481403654241598,4.781098785011131e-25,9.162785876416591e-18,1.7828611734556568e-17
3.4478185315778054e-10,0.08374397959767574,3.76,0.0,0.5055506875465603,0.9985174696023497,1.0233279306633285e-13,5.4862828579757394e-11,7.454299398859015e-06,7.425801058380019e-06,1.4213565992336955e-07,1.125875156886651e-12,1.851035276318391e-12,2.8320635372791894e-08,2.835168233767938e-08,1.1861767731344828e-10,1.1239126051525736e-10,1.4207614581738005e-07,3.702865815991508e-11,2.4200677029083762e-08,6.988938778820774e-11,1.114216138308076e-11,1.8832000181097074e-11,2.2973350317128493e-16,1.4203694751575567e-16,2.4106791467174843e-12,2.5972142244684212e-15,3.2465026705268524e-18,2.4095622500207543e-08,5.572339664015218e-17,9.757456508677334e-22,1.7885626617826798e-13,7.097735594786038e-14,0.001482359732328044,5.090003584575593e-25,9.660357597220906e-18,1.881861122653449e-17
3.5090341650923674e-10,0.0837439817094464,3.76,0.0,0.5055505522420061,0.9985165907308203,1.0940258934184901e-13,5.767127390129504e-11,7.586648683484322e-06,7.557130610542601e-06,1.446617886015031e-07,1.172105210469791e-12,1.8944583479582006e-12,2.9331008618614e-08,2.9363781160097747e-08,1.2503683573733893e-10,1.1835952357154195e-10,1.4459801581101595e-07,3.8322269454399205e-11,2.4634155920363115e-08,7.322792151999034e-11,1.1565404766701289e-11,1.9505658404528203e-11,2.3842621732990266e-16,1.5225859518314694e-16,2.473167187392682e-12,2.737912410922448e-15,3.422177097224258e-18,2.4523426187745618e-08,5.817445706017393e-17,1.0427634023012903e-21,1.8619009539869454e-13,7.256219911451621e-14,0.0014832350584205905,5.413232396240448e-25,1.017533009870917e-17,1.9844802675543692e-17
3.5702497986069294e-10,0.08374398382121956,3.76,0.0,0.505550416937276,0.9985157857728868,1.168311813640015e-13,6.057346238258599e-11,7.718997946195566e-06,7.688442250528843e-06,1.4718810951140734e-07,1.2193228945175194e-12,1.9379446935538304e-12,3.035894540364457e-08,3.039350646254288e-08,1.3168309949859817e-10,1.2453108141290856e-10,1.4711988735825271e-07,3.963697579826581e-11,2.5067834787252068e-08,7.666917648826562e-11,1.1996967004998262e-11,2.0191122523803148e-11,2.472963675025184e-16,1.630217562671536e-16,2.5359027855662304e-12,2.883598798321107e-15,3.604069558357812e-18,2.4951229477404723e-08,6.069268476756192e-17,1.1130421695634965e-21,1.9367644256524586e-13,7.41505211233713e-14,0.00148403645293114,5.7512030237318125e-25,1.0707982605377986e-17,2.0907850141462943e-17
3.6314654321214914e-10,0.08374398593299527,3.76,0.0,0.5055502816323653,0.9985150484841984,1.2463044477286118e-13,6.357091419265152e-11,7.851347187797251e-06,7.819735980731313e-06,1.4971462716017582e-07,1.2675288263792646e-12,1.9814900371482926e-12,3.1404438288300444e-08,3.144085193665092e-08,1.385603889886215e-10,1.3090904934402856e-10,1.4964176073246508e-07,4.097272345015122e-11,2.5501717077181045e-08,8.02146599712881e-11,1.2436859382050224e-11,2.0888390871839286e-11,2.563448034929051e-16,1.7434519060449636e-16,2.5988756382722614e-12,3.0343600397557322e-15,3.792287742072147e-18,2.537903236918295e-08,6.327891273249416e-17,1.1866757631265745e-21,2.01315332911904e-13,7.574228478860726e-14,0.001484770160211128,6.10433877904866e-25,1.1258593399191616e-17,2.200841842051733e-17
3.6926810656360534e-10,0.0837439880447736,3.76,0.0,0.5055501463272698,0.9985143731478102,1.328124461925661e-13,6.666514883894845e-11,7.983696409106097e-06,7.951011803544853e-06,1.5224134605072018e-07,1.3167235495039957e-12,2.025090375781699e-12,3.24674798322173e-08,3.250581127297046e-08,1.456726231964863e-10,1.3749652905065788e-10,1.5216363619189173e-07,4.2329458850709314e-11,2.5935806236117024e-08,8.386587844021035e-11,1.2885092750940548e-11,2.1597461779971557e-11,2.655723753933684e-16,1.8624797554442517e-16,2.6620758865551634e-12,3.19028277608147e-15,3.986939319740654e-18,2.5806834863078392e-08,6.593397401517474e-17,1.2637587480693242e-21,2.0910678810005066e-13,7.733745656791908e-14,0.0014854418972062432,6.473068472004864e-25,1.1827439824118705e-17,2.3147173044665254e-17
3.7538966991506154e-10,0.08374399015655465,3.76,0.0,0.5055500110219853,0.9985137545296374,1.4138944314800393e-13,6.985768516720509e-11,8.116045610950983e-06,8.082269721366491e-06,1.54768270682991e-07,1.3669075381732813e-12,2.0687419620530275e-12,3.354806259440451e-08,3.358837816109844e-08,1.5302371970873775e-10,1.4429660865284197e-10,1.5468551398091004e-07,4.3707128622263114e-11,2.6370105708563387e-08,8.762433755909492e-11,1.334167755273008e-11,2.2318333578039135e-11,2.749799335907243e-16,1.9874950588234917e-16,2.7254940965538128e-12,3.351453635906216e-15,4.188131946374287e-18,2.623463695908923e-08,6.865870176602369e-17,1.344386426549843e-21,2.1705082657057987e-13,7.89360062022841e-14,0.0014860568980017755,6.857826399512687e-25,1.2414798290656262e-17,2.432478028100438e-17
3.8151123326651774e-10,0.08374399226833841,3.76,0.0,0.5055498757165069,0.9985131878376731,1.5037388398147573e-13,7.315004136129328e-11,8.248394794172905e-06,8.213509736595282e-06,1.5729540555509247e-07,1.4180812019320962e-12,2.112441287796693e-12,3.464617913339627e-08,3.4688546289813006e-08,1.606175947092054e-10,1.5131236275794115e-10,1.5720739433120377e-07,4.51056795684657e-11,2.68046189375598e-08,9.149154218495854e-11,1.3806623834624373e-11,2.305100459447033e-11,2.8456832877229726e-16,2.1186949379540952e-16,2.7891212413933203e-12,3.517959235580171e-15,4.395973261031009e-18,2.6662438657213656e-08,7.145392922587306e-17,1.428654820686233e-21,2.2514746386121047e-13,8.053790639142417e-14,0.0014866199546056365,7.259052334625894e-25,1.3020944280340966e-17,2.554190713119672e-17
3.937543599694301e-10,0.08374399649191448,3.76,0.0,0.5055496051049512,0.9985121930616793,1.696158442386648e-13,8.004028277274769e-11,8.513093108172019e-06,8.475936068880133e-06,1.6235032400775022e-07,1.5233988931781526e-12,2.1999702329464617e-12,3.6894983774430556e-08,3.6941661020795534e-08,1.76549337895703e-10,1.660031256593517e-10,1.6225116358497948e-07,4.796521310412885e-11,2.7674300430042568e-08,9.955820335104415e-11,1.4761639160067296e-11,2.4551737589579098e-11,3.042910343761025e-16,2.4004527759618176e-16,2.9169681616049356e-12,3.8673210585313095e-15,4.832032433343305e-18,2.751804085979616e-08,7.725921668919227e-17,1.6085013452447526e-21,2.417985841553046e-13,8.375166237311086e-14,0.0014876074059314783,8.112694632347894e-25,1.42906961374445e-17,2.809739134934126e-17
4.047731740020512e-10,0.08374400029314293,3.76,0.0,0.505549361553844,0.9985114350762505,1.8845585222761303e-13,8.659810085110857e-11,8.751321535763512e-06,8.712058565174182e-06,1.6690051475651173e-07,1.621572428125789e-12,2.278878737807982e-12,3.8978798810635124e-08,3.902959719506378e-08,1.9175746762483676e-10,1.7999298873212945e-10,1.667905667731369e-07,5.0609676938844516e-11,2.8457779331281655e-08,1.0720518823951857e-10,1.5649842543396595e-11,2.594273381678215e-11,3.22668472366722e-16,2.67722856520661e-16,3.0326621254611885e-12,4.200860193394393e-15,5.248303724380959e-18,2.8288081481331363e-08,8.273344534138779e-17,1.7837919169816713e-21,2.5730658632805894e-13,8.665527863442665e-14,0.0014883587376632948,8.941816809469687e-25,1.5500470907664193e-17,3.053919060626025e-17
4.1579198803467236e-10,0.08374400409438124,3.76,0.0,0.5055491180020398,0.9985107873829018,2.0881828761141075e-13,9.350291583307655e-11,8.98954991664349e-06,8.94812309445905e-06,1.7145145665071832e-07,1.7229563321348244e-12,2.3578967787163735e-12,4.111930754735887e-08,4.1174463212599295e-08,2.078130400214096e-10,1.947288414510904e-10,1.7132998138665023e-07,5.3320976723234406e-11,2.9242004282991216e-08,1.1522787523116323e-10,1.65652771371953e-11,2.7371933459247238e-11,3.416450664487529e-16,2.977253014966693e-16,3.148909498135141e-12,4.553030381628158e-15,5.687790081538041e-18,2.9058120813687834e-08,8.844905576647526e-17,1.972402923052803e-21,2.733091450390317e-13,8.956943333212572e-14,0.0014889997190603787,9.831383767873178e-25,1.6775359557383093e-17,3.3119440138903564e-17
4.268108020672935e-10,0.08374400789562979,3.76,0.0,0.505548874449513,0.9985102337689855,2.3078263778762556e-13,1.0076355782950265e-10,9.22777825614748e-06,9.184129670785298e-06,1.7600317597125905e-07,1.8275511419627675e-12,2.4370107449812557e-12,4.331646658704297e-08,4.3376222252884216e-08,2.2473884353559299e-10,2.1022813325269011e-10,1.758694084393588e-07,5.6098808730289777e-11,3.002699531204963e-08,1.2363501148617602e-10,1.750798942377458e-11,2.883932672770155e-11,3.6122578949430523e-16,3.301790421836424e-16,3.2656702308475436e-12,4.92433632541106e-15,6.1511187331808754e-18,2.982815885685607e-08,9.441091072212222e-17,2.1749182821057422e-21,2.8980627770589017e-13,9.249404175916427e-14,0.0014895465627752273,1.0784156755127853e-24,1.8116935695245863e-17,3.584205639284458e-17
4.3782961609991464e-10,0.08374401169688891,3.76,0.0,0.5055486308962375,0.9985097604072238,2.5443038662800404e-13,1.0838885000290716e-10,9.466006559733939e-06,9.420078308216466e-06,1.8055569904002113e-07,1.9353569826359092e-12,2.516208550784914e-12,4.557023253755051e-08,4.563483749601981e-08,2.4255765188721806e-10,2.2650817589066436e-10,1.8040884887639764e-07,5.894287111119902e-11,3.081277242997082e-08,1.3243533570476927e-10,1.8478022955809136e-11,3.034490382398151e-11,3.814156180155033e-16,3.6521383553328735e-16,3.382907347280509e-12,5.315282597614293e-15,6.638916773113841e-18,3.0598195610826785e-08,1.0062387393278842e-16,2.3919282368362905e-21,3.067979877695736e-13,9.542903341256503e-14,0.001490013096090431,1.1802953566881173e-24,1.9526763533636568e-17,3.871096348559029e-17
4.488484301325358e-10,0.08374401549815899,3.76,0.0,0.5055483873421869,0.9985093555033748,2.7984501290375584e-13,1.163876085692676e-10,9.704234832983302e-06,9.655969020827409e-06,1.851090522290063e-07,2.046373613986823e-12,2.595479463820041e-12,4.788056201420365e-08,4.7950272124534447e-08,2.612922240666162e-10,2.4358614440752147e-10,1.8494830358428156e-07,6.185286388950676e-11,3.159935563290661e-08,1.4163757813162424e-10,1.9475418589378916e-11,3.1888654942199945e-11,4.022195322811718e-16,4.029627649082607e-16,3.50058671170858e-12,5.726373641696662e-15,7.15181116843469e-18,3.136823107559093e-08,1.0709281009442287e-16,2.6240290921772408e-21,3.242842670864988e-13,9.837434955364934e-14,0.0014904111132520237,1.2890648311784258e-24,2.1006397971827984e-17,4.17300931989327e-17
4.598672441651569e-10,0.08374401929944035,3.76,0.0,0.5055481437873354,0.9985090089959923,3.0711198871130713e-13,1.2476864280023738e-10,9.942463081596995e-06,9.89180182270275e-06,1.8966326196796486e-07,2.1606004719302138e-12,2.67481395331055e-12,5.024741164164021e-08,5.0322489325029444e-08,2.8096530433616004e-10,2.6147907809978213e-10,1.8948777339949846e-07,6.482848895524798e-11,3.2386764901649633e-08,1.5125046056066468e-10,2.0500214699284645e-11,3.3470570269809916e-11,4.2364251643420593e-16,4.4356223927065046e-16,3.6186768148274304e-12,6.158113771614587e-15,7.690428767415187e-18,3.213826525113968e-08,1.1382258487936177e-16,2.871822964585623e-21,3.4226509791160166e-13,1.0132994118682666e-13,0.001490750675711131,1.4050171174973823e-24,2.2557384678711057e-17,4.4903384971946646e-17
4.70886058197778e-10,0.0837440231007334,3.76,0.0,0.5055479002316566,0.9985087123003654,3.363187778986116e-13,1.3354075502582333e-10,1.0180691311396489e-05,1.0127576727935477e-05,1.9421835475077166e-07,2.2780367051319133e-12,2.7542035550026435e-12,5.267073805550867e-08,5.275145228967941e-08,3.015996222324316e-10,2.802038814770872e-10,1.9402725911583843e-07,6.786945005905347e-11,3.3175020201636985e-08,1.612826963401912e-10,2.1552447378283585e-11,3.509063998857596e-11,4.456895586096016e-16,4.871519924389879e-16,3.7371485756342125e-12,6.611007171745551e-15,8.25539630740606e-18,3.29082981374643e-08,1.208180649414209e-16,3.1359175417618394e-21,3.607404545411832e-13,1.0429576738630342e-13,0.0014910403681835129,1.5284508178409674e-24,2.4181260175113745e-17,4.823478589461215e-17
4.819048722303991e-10,0.08374402690203842,3.76,0.0,0.5055476566751244,0.9985084580920721,3.675548344920908e-13,1.4271274063740483e-10,1.0418919528322347e-05,1.0363293750625672e-05,1.9877435714067693e-07,2.398681207413971e-12,2.8336407518606298e-12,5.5150497904002805e-08,5.5237124217588484e-08,3.2321789256897437e-10,2.9977732521502394e-10,1.9856676149058869e-07,7.097545280621219e-11,3.396414148295442e-08,1.7174299037826166e-10,2.2632150620942847e-11,3.6748854275453044e-11,4.683656510531537e-16,5.338750824156254e-16,3.8559751586578934e-12,7.085557896824218e-15,8.847340422766801e-18,3.3678329734556264e-08,1.280841179211858e-16,3.41692585265599e-21,3.7971030465744395e-13,1.0727179392772955e-13,0.0014912875150957798,1.6596700939888393e-24,2.587955191570134e-17,5.172825070207093e-17
4.929236862630202e-10,0.08374403070335583,3.76,0.0,0.5055474131177121,0.9985082401225592,4.009116011242976e-13,1.5229338809107402e-10,1.0657147738433288e-05,1.0598952904879345e-05,2.033312957746472e-07,2.52253264651442e-12,2.9131188681886477e-12,5.768664784925641e-08,5.777946831602031e-08,3.4584281543956424e-10,3.2021604710174736e-10,2.0310628124981194e-07,7.414620465068929e-11,3.475414868034104e-08,1.826400391483114e-10,2.3739356493647072e-11,3.8445203303384914e-11,4.916757902408033e-16,5.838778907837902e-16,3.975131805004326e-12,7.582269871889752e-15,9.466887652819411e-18,3.4448360042407195e-08,1.3562561245149454e-16,3.715466047156207e-21,3.9917461044221045e-13,1.102579921556613e-13,0.0014914983650063352,1.7989846430359007e-24,2.7653778370463994e-17,5.5387741769500354e-17
5.039425002956413e-10,0.08374403450468597,3.76,0.0,0.5055471695593938,0.9985080530613836,4.364825074623684e-13,1.6229147891120694e-10,1.0895375947905236e-05,1.0834554204807405e-05,2.0788919736695015e-07,2.6495894896533284e-12,2.9926319755128333e-12,6.027914456860438e-08,6.037844780150773e-08,3.6949707622194544e-10,3.4153655297839586e-10,2.076458190928621e-07,7.73814148890894e-11,3.5545061713194503e-08,1.939825306949285e-10,2.487409529188639e-11,4.01796772420252e-11,5.15624976998625e-16,6.373101221746143e-16,4.094595676087231e-12,8.101646892243247e-15,1.0114664449826026e-17,3.521838906100881e-08,1.434474181631112e-16,4.032161185039564e-21,4.191333295059635e-13,1.1325433803956214e-13,0.0014916782483628502,1.9467096730651176e-24,2.9505449105792986e-17,5.921722910759868e-17
5.149613143282624e-10,0.08374403830602921,3.76,0.0,0.5055469260001428,0.9985078923610821,4.743629686373167e-13,1.7271578769423943e-10,1.1133604163030402e-05,1.1070097664524699e-05,2.124480887120995e-07,2.7798500262778985e-12,3.0721748088504195e-12,6.292794475572143e-08,6.30340259008517e-08,3.942033455819854e-10,3.637552176733129e-10,2.121853756962522e-07,8.068079465456436e-11,3.633690048557661e-08,2.0577914463976484e-10,2.603639568583574e-11,4.195226625838756e-11,5.402182166234459e-16,6.9432480380421785e-16,4.214345709034751e-12,8.6441926234143e-15,1.0791297186989998e-17,3.598841679035293e-08,1.5155440569058906e-16,4.367639033781172e-21,4.3958641566429057e-13,1.162608113854566e-13,0.0014918317126337486,2.1031658787629397e-24,3.143606486514707e-17,6.322069035867401e-17
5.259801283608834e-10,0.08374404210738587,3.76,0.0,0.5055466824399323,0.9985077541418941,5.146503836742044e-13,1.8357508211260044e-10,1.1371832390216362e-05,1.1305583298149181e-05,2.170079966872387e-07,2.913312388261668e-12,3.1517426923519652e-12,6.56330051216454e-08,6.574616585201615e-08,4.1998427947820756e-10,3.8688828593005914e-10,2.1672495171695334e-07,8.40440569106644e-11,3.712968488621925e-08,2.180385521875412e-10,2.7226284855006735e-11,4.3762960517428604e-11,5.654605190040914e-16,7.5507828508132145e-16,4.334362482990255e-12,9.210410601135765e-15,1.1497412166480308e-17,3.67584432304315e-08,1.5995144667832098e-16,4.722531874910236e-21,4.605338195823359e-13,1.1927739518217352e-13,0.0014919626375844183,2.268679417028121e-24,3.344711764930877e-17,6.740211079333367e-17
5.369989423935045e-10,0.08374404590875635,3.76,0.0,0.5055464388787358,0.9985076350936735,5.574441339232196e-13,1.9487812291877897e-10,1.1610060635985124e-05,1.1541011119801144e-05,2.215689482540391e-07,3.049974567824541e-12,3.231331473334349e-12,6.839428239569445e-08,6.851483090492682e-08,4.468625191666633e-10,4.1095187332921287e-10,2.212645477952032e-07,8.747091644513605e-11,3.7923434788530785e-08,2.307694161321279e-10,2.844378861275265e-11,4.5611750182569424e-11,5.913568987432494e-16,8.197302372856762e-16,4.454628095528422e-12,9.800804231326056e-15,1.223363562747905e-17,3.752846838123651e-08,1.686434137867769e-16,5.097476318586316e-21,4.819754893073588e-13,1.223040750616145e-13,0.0014920743333663887,2.4435818825925282e-24,3.554009079623043e-17,7.176548330776797e-17
5.480177564261256e-10,0.08374404971014096,3.76,0.0,0.5055461953165264,0.9985075323923727,6.028455814916873e-13,2.066336639494921e-10,1.1848288906972231e-05,1.1776381143602552e-05,2.2613097046018853e-07,3.1898344334333823e-12,3.310937463747796e-12,7.121173332628847e-08,7.133998432218384e-08,4.748606912061086e-10,4.3596196720396533e-10,2.2580416455689607e-07,9.096108986366967e-11,3.871817005060266e-08,2.439803908626739e-10,2.968893152139726e-11,4.749862541616124e-11,6.17912375279947e-16,8.884436533175546e-16,4.575126048417211e-12,1.0415876790078031e-14,1.3000593754251556e-17,3.829849224276005e-08,1.7763518069892661e-16,5.493113126062829e-21,5.039113707094917e-13,1.2534083885250028e-13,0.001492169624031616,2.628210283689643e-24,3.771645906047094e-17,7.631480842162324e-17
5.590365704587467e-10,0.0837440535115401,3.76,0.0,0.5055459517532773,0.9985074436287524,6.50958067677039e-13,2.1885045212993224e-10,1.2086517209925859e-05,1.2011693383676435e-05,2.306940904405366e-07,3.3328897439245937e-12,3.3905573881879608e-12,7.408531468168348e-08,7.422158937969604e-08,5.040014074634471e-10,4.6193442754952713e-10,2.3034380261562358e-07,9.451429558360048e-11,3.9513910515216304e-08,2.576801223697699e-10,3.096173699872988e-11,4.9423576379900886e-11,6.451319730126309e-16,9.613848475184516e-16,4.6958411419851415e-12,1.1056131423653828e-14,1.3798912684238972e-17,3.9068514814994265e-08,1.8693162212684522e-16,5.9100870397039545e-21,5.263414078484203e-13,1.2838767620948484e-13,0.0014922509188249006,2.822907017787734e-24,3.997768869222419e-17,8.105409427645692e-17
5.700553844913678e-10,0.0837440573129541,3.76,0.0,0.5055457081889617,0.9985073667474467,7.018869114007526e-13,2.315372274780777e-10,1.2324745551705912e-05,1.2246947854146357e-05,2.3525833541795014e-07,3.479138161053222e-12,3.4701883376997492e-12,7.70149832506278e-08,7.71596093672452e-08,5.34307265119413e-10,4.888849879263651e-10,2.3488346257441927e-07,9.813025382756715e-11,4.031067600985029e-08,2.718772482516328e-10,3.226222741653109e-11,5.1386593235200976e-11,6.730207214228421e-16,1.0387234555631936e-15,4.8167593774311325e-12,1.1722071148484996e-14,1.4629218516172832e-17,3.983853609793136e-08,1.9653761381850066e-16,6.349046620244351e-21,5.492655432791671e-13,1.3144457830417e-13,0.001492320273116933,3.0280198474031466e-24,4.232523751593982e-17,8.598735663476905e-17
5.810741985239889e-10,0.08374406111438333,3.76,0.0,0.5055454646235525,0.998507299994935,7.557394076432785e-13,2.447027231090515e-10,1.2562973939283135e-05,1.2482144569135926e-05,2.3982373270392077e-07,3.6285772606406877e-12,3.549827728739305e-12,8.000069584294752e-08,8.015400758898656e-08,5.658008466744664e-10,5.168292563572807e-10,2.3942314502724766e-07,1.0180868661713239e-10,4.110848634668768e-08,2.8658039772030143e-10,3.35904241917214e-11,5.338766614351904e-11,7.015836551994805e-16,1.1206324344236574e-15,4.9378678664862216e-12,1.241419885117735e-14,1.5492137318211445e-17,4.06085560915636e-08,2.0645803256472162e-16,6.810644091002985e-21,5.726837183066009e-13,1.3451153756820497e-13,0.0014923794404334508,3.2439018760044004e-24,4.476055500853746e-17,9.111861887960477e-17
5.9209301255661e-10,0.08374406491582813,3.76,0.0,0.5055452210570224,0.9985072418751864,8.126248258799596e-13,2.5835566523951464e-10,1.2801202379738222e-05,1.2717283542768383e-05,2.443903096989591e-07,3.781204542472393e-12,3.6294732667371537e-12,8.304240929006715e-08,8.320474736389192e-08,5.985047199548753e-10,5.457827162183545e-10,2.4396285056027406e-07,1.0554931776636905e-10,4.190736132262366e-08,3.017981916078338e-10,3.494634787067534e-11,5.5426785266649575e-11,7.308258143636547e-16,1.207288062404331e-15,5.059154747886067e-12,1.313301728852006e-14,1.6388295136097736e-17,4.137857479588325e-08,2.1669775620634428e-16,7.295535188776597e-21,5.965958731966156e-13,1.3758854748036728e-13,0.0014924299168109015,3.470911524021237e-24,4.728508237721492e-17,9.645191201472245e-17
6.031118265892311e-10,0.08374406871728886,3.76,0.0,0.5055449774893445,0.9985071911118587,8.726544085179515e-13,2.7250477319208356e-10,1.3039430880260948e-05,1.2952364789166233e-05,2.48958093892808e-07,3.937017439084087e-12,3.7091229137513505e-12,8.614008044547243e-08,8.631179202614112e-08,6.324414381189672e-10,5.757607271237683e-10,2.4850257975294725e-07,1.0935187287541643e-10,4.270732071927321e-08,3.175392423724979e-10,3.6330018207212856e-11,5.7503940766982784e-11,7.607522443941059e-16,1.2988699392499147e-15,5.180609110144201e-12,1.3879029087498484e-14,1.7318318001338372e-17,4.2148592210882674e-08,2.2726166364153667e-16,7.804379021145384e-21,6.210019473512755e-13,1.4067560239018599e-13,0.0014924729785957343,3.70941250497132e-24,4.9900252636851385e-17,1.0199127466532237e-16
6.141306406218521e-10,0.08374407251876587,3.76,0.0,0.5055447339204909,0.9985071466160611,9.359413693341476e-13,2.871587593997606e-10,1.3277659448149286e-05,1.3187388322450893e-05,2.535271128645032e-07,4.096013323563535e-12,3.788774859744623e-12,8.929366618512107e-08,8.947510492546693e-08,6.676335396635239e-10,6.067785258045398e-10,2.5304233317892167e-07,1.1321607932401047e-10,4.3508384302979045e-08,3.3381215410495014e-10,3.774145423474871e-11,5.961912280773333e-11,7.913679963532057e-16,1.3955609863251344e-15,5.302220920146666e-12,1.4652736745310342e-14,1.8282831939403828e-17,4.291860833655422e-08,2.381546348332995e-16,8.337837929930895e-21,6.459018794544024e-13,1.4377269737151044e-13,0.001492509714684453,3.9597738017137215e-24,5.26074906870065e-17,1.0774075307933075e-16
6.251494546544732e-10,0.08374407632025951,3.76,0.0,0.5055444903504348,0.998507107458829,1.0026008919141095e-12,3.0232632941037353e-10,1.3515888090808553e-05,1.3422354156742418e-05,2.58097394282305e-07,4.2581895164796925e-12,3.8684274970727505e-12,9.25031234078071e-08,9.269464942745943e-08,7.041035484303085e-10,6.388512269811851e-10,2.575821114068461e-07,1.1714166626499218e-10,4.431057182481958e-08,3.506255225343994e-10,3.918067433304467e-11,6.177232155314285e-11,8.226781270135198e-16,1.4975474468669556e-15,5.423980957124784e-12,1.5454642629384873e-14,1.9282462977949122e-17,4.3688623172890274e-08,2.4938155081714205e-16,8.896577360556678e-21,6.712956075928507e-13,1.4687982810068082e-13,0.0014925410540465617,4.222369642833794e-24,5.5408213388516377e-17,1.1370440112923353e-16
