Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908)
2.156022668070889e-08,0.20819399297537586,3.76,0.0,0.5813310341044312,0.9998676005183896,9.173685936700342e-13,4.196380713558798e-11,1.2496149832332135e-07,1.202754773451414e-07,9.039328476695137e-09,2.532105676605634e-13,8.908958168157803e-15,4.353474945221721e-09,4.180877137938632e-09,3.0121985800516443e-10,1.1168509206003649e-10,8.85419326280852e-09,7.696498536519157e-11,1.4935763322470538e-10,4.900117930431477e-11,8.080444486804337e-12,1.4120216329915954e-11,7.677005677311463e-18,5.0589835886838205e-17,6.227410559184765e-14,1.267617159216454e-15,1.7068590338139437e-20,6.25533413290781e-11,6.709968077267003e-19,1.2846512694502982e-22,3.716380511517173e-16,4.4118413945796736e-18,0.000132386011019014,4.004945364217852e-27,8.720642324632962e-20,3.3029611158760677e-19,2.6316841579276322e-18,4.3894386309403136e-15,3.0007217703395343e-22
2.256586444224202e-08,0.20819399320369036,3.76,0.0,0.5813310278252293,0.9998675996681788,1.0884344639439053e-12,4.764442010938546e-11,1.3081234887291588e-07,1.256715782863777e-07,9.487952642024478e-09,2.772118226106819e-13,9.318022789422577e-15,4.75718259490565e-09,4.56015806362104e-09,3.442443839371938e-10,1.236208960408715e-10,9.26791714934914e-09,8.407346848990342e-11,1.6481092372173666e-10,5.532413302048602e-11,8.86720249416367e-12,1.545056571907487e-11,8.818955288128331e-18,5.936457074442195e-17,6.552872143661164e-14,1.452154762713817e-15,1.9595444045632678e-20,6.54708090316806e-11,7.70769098379617e-19,1.511575249525616e-22,4.0717157032980167e-16,4.641678505480173e-18,0.0001323860109199515,4.7927919015657476e-27,9.951224229104969e-20,3.7941138806768794e-19,3.0183210789985156e-18,4.703287481611142e-15,3.5221708850190005e-22
2.357150220377515e-08,0.20819399343213782,3.76,0.0,0.5813310215416275,0.9998675987985449,1.2821190417452889e-12,5.3804622239574605e-11,1.3666643088908177e-07,1.3104912107244375e-07,9.940636779253445e-09,3.0225930505174413e-13,9.726068004920991e-15,5.177703762613254e-09,4.9541304356697836e-09,3.910762108009846e-10,1.3613248544615876e-10,9.681739528865511e-09,9.148339306071802e-11,1.81398654004365e-10,6.21516205953289e-11,9.69250553171473e-12,1.6839181230533184e-11,1.0073617832418556e-17,6.926970298895292e-17,6.881130841335599e-14,1.6536659693460539e-15,2.236506488989561e-20,6.83882582025552e-11,8.803550009463018e-19,1.7652872341351358e-22,4.443157237023442e-16,4.873558536093236e-18,0.00013238601079236593,5.690502584736336e-27,1.1289354448148678e-19,4.3327446436383883e-19,3.4415210541721653e-18,5.03183661417815e-15,4.1037638950534897e-22
2.558277772684141e-08,0.20819399388945306,3.76,0.0,0.5813310089604263,0.999867597001087,1.7448797492051796e-12,6.763503458851782e-11,1.4838489218816495e-07,1.4174878725690372e-07,1.0858982637183872e-08,3.554726640087151e-13,1.0539112202479993e-14,6.068658651937179e-09,5.785322710811571e-09,4.967343178577318e-10,1.6285270806471615e-10,1.0509695760942257e-08,1.0720644224330904e-10,2.1816146997932571e-10,7.738970873896123e-11,1.1460221260629192e-11,1.97904067275778e-11,1.2946948707271299e-17,9.28660713262854e-17,7.546632860930664e-14,2.110511517611263e-15,2.8682068438632243e-20,7.422310152369406e-11,1.1311857187108842e-18,2.3600040643326164e-22,5.234300709217234e-16,5.343439953529604e-18,0.00013238601053806016,7.85427299510488e-27,1.4304960869615522e-19,5.562172621814928e-19,4.404723627714568e-18,5.735497703699317e-15,5.46235760620481e-22
2.759405324990767e-08,0.20819399434736421,3.76,0.0,0.5813309963592542,0.9998675951262971,2.321396732073108e-12,8.359585492632013e-11,1.6011806785186464e-07,1.5237498386367328e-07,1.1795936715064405e-08,4.1281026129509066e-13,1.1348114635290728e-14,7.025291188038238e-09,6.672822696210834e-09,6.193191146958705e-10,1.917850720897492e-10,1.1338093632973282e-08,1.2413364323690422e-10,2.6001053752265656e-10,9.485273632615249e-11,1.3386708404195316e-11,2.2972291950513236e-11,1.6350830392811228e-17,1.222140125048757e-16,8.225087632742637e-14,2.6439334386819753e-15,3.612069328541281e-20,8.005787246186085e-11,1.4280952451758199e-18,3.0829580397360376e-22,6.08969382661366e-16,5.8214708602153364e-18,0.00013238601030179714,1.0577620259701246e-26,1.7800862446310325e-19,7.011112942987284e-19,5.535763791234178e-18,6.505319727841896e-15,7.107047372888131e-22
2.960532877297393e-08,0.20819399480591258,3.76,0.0,0.581330983736574,0.9998675931745254,3.0284820450810938e-12,1.0182524318249052e-10,1.7186711144366126e-07,1.6292821536990882e-07,1.2753030430185994e-08,4.742320218322348e-13,1.2153099016998507e-14,8.046564979844983e-09,7.615034378451798e-09,7.599237597608721e-10,2.2286918022800778e-10,1.216696432005403e-08,1.4226722108141074e-10,3.0730457430023785e-10,1.1467525248703678e-10,1.5475347422796707e-11,2.6383247040018417e-11,2.034268427744812e-17,1.5822248144226912e-16,8.917633284474483e-14,3.2596715338190236e-15,4.478570565918352e-20,8.589257222088607e-11,1.7759809720520464e-18,3.948799560386011e-22,7.009219712830506e-16,6.30763650027192e-18,0.00013238601005756499,1.394808724841332e-26,2.1810552361668886e-19,8.700109823884696e-19,6.849531460576173e-18,7.346161351734532e-15,9.069363301191657e-22
3.161660429604019e-08,0.2081939952651381,3.76,0.0,0.5813309710908849,0.999867591146112,3.88399364357535e-12,1.2245873963862897e-10,1.8363314475601672e-07,1.7340898278871815e-07,1.3731756431158193e-08,5.396981764959526e-13,1.2954088912114128e-14,9.131455547917195e-09,8.610396286891352e-09,9.19610321515913e-10,2.560453160169152e-10,1.2996338504170039e-08,1.6161197642310873e-10,3.6039662517829054e-10,1.3698909823605656e-10,1.7729776060916533e-11,3.00216930729672e-11,2.4983857197439666e-17,2.0187657756233403e-16,9.625378710204668e-14,3.963426045319759e-15,5.478582395190171e-20,9.17272020419708e-11,2.1800587491727143e-18,4.972700243701573e-22,7.992761716593441e-16,6.801922148773263e-18,0.00013238600978524048,1.8059436112487878e-26,2.6367741535576066e-19,1.065042762212595e-18,8.361370295785164e-18,8.262845727787485e-15,1.1381879319574668e-21
3.362787981910645e-08,0.20819399572507957,3.76,0.0,0.5813309584207207,0.9998675890413539,4.906815488972682e-12,1.4562929577950278e-10,1.9541725826635543e-07,1.8381778369293822e-07,1.4733569230561236e-08,6.091692599359029e-13,1.3751107736603902e-14,1.027895020319731e-08,9.657380797067616e-09,1.0994104513309512e-09,2.912546607327523e-10,1.3826246379866053e-08,1.821751511380376e-10,4.196341274408089e-10,1.6192344142251394e-10,2.0153882987255427e-11,3.388606198798481e-11,3.0339964275341135e-17,2.5423999386124336e-16,1.0349407294835804e-13,4.760857929051227e-15,6.623398675266582e-20,9.756176320642911e-11,2.645890784028396e-18,6.170384179719845e-22,9.040203411772317e-16,7.304313111929844e-18,0.00013238600950530628,2.3011707852900758e-26,3.150647087216332e-19,1.288409276807703e-18,1.0087111363983608e-17,9.260163963415205e-15,1.4078275587822118e-21
3.563915534217271e-08,0.20819399618577464,3.76,0.0,0.5813309457246513,0.999867586860562,6.116837883027978e-12,1.7146730487503386e-10,2.0722051164686096e-07,1.941551122387529e-07,1.5759885886340087e-08,6.826061084128106e-13,1.4544178753715403e-14,1.1488047926946057e-08,1.0754493447479821e-08,1.3003260431594198e-09,3.284394432707532e-10,1.4656717659858938e-08,2.0396629861783476e-10,4.853589753588429e-10,1.8960481131264782e-10,2.275180159675663e-11,3.797479651154669e-11,3.6481239150286933e-17,3.1645761719643583e-16,1.1090775503657577e-13,5.657589125186557e-15,7.924761171938803e-20,1.0339625703828213e-10,3.1794141466136406e-18,7.558161267645639e-22,1.0151428597445195e-15,7.81479472725492e-18,0.0001323860092199507,2.891129933167554e-26,3.726121198047001e-19,1.5423933939663371e-18,1.2043104913812638e-17,1.0342878422587269e-14,1.7193401886585582e-21
3.765043086523897e-08,0.20819399664725952,3.76,0.0,0.5813309330012797,0.9998675846040546,7.53493802801833e-12,2.0010063229831908e-10,2.1904393431919975e-07,2.0442145918915458e-07,1.6812086723179667e-08,7.599698576458799e-13,1.5333325076864758e-14,1.2757759251798717e-08,1.1900272269461473e-08,1.5233298802782022e-09,3.675430321609215e-10,1.5487781580595077e-08,2.2699715859557143e-10,5.579075841212212e-10,2.201571328087367e-10,2.5527903927551576e-11,4.2286350084613174e-11,4.3482892249408186e-17,3.897582583293317e-16,1.1850511040436124e-13,6.659202827171471e-15,9.394884560026644e-20,1.0923068490670898e-10,3.786969931919383e-18,9.152961949152331e-22,1.1326321297988496e-15,8.333352363723827e-18,0.0001323860089215339,3.587105686024945e-26,4.3666957085466935e-19,1.8293620507738425e-18,1.4246250327801588e-17,1.151572586700194e-14,2.0763341204516516e-21
3.966170638830523e-08,0.20819399710956937,3.76,0.0,0.5813309202492434,0.9998675822721367,9.182960817804593e-12,2.3165464557154265e-10,2.3088852605904246e-07,2.1461731193724438e-07,1.7891516098735216e-08,8.412219406751679e-13,1.6118569672511596e-14,1.4087106143928998e-08,1.3093287130310231e-08,1.7693662689311106e-09,4.08509964690168e-10,1.6319466907751017e-08,2.5128153650138094e-10,6.376109531134312e-10,2.537017602975959e-10,2.8486794656116748e-11,4.6819186789813e-11,5.14254778056177e-17,4.75457498154056e-16,1.262961422850759e-13,7.771243748878637e-15,1.1046480541891411e-19,1.150650482283557e-10,4.475333137148256e-18,1.0972373042574545e-21,1.2564765763192834e-15,8.859971421929938e-18,0.0001323860086126568,4.4010386112928794e-26,5.075929842557182e-19,2.1517699233212297e-18,1.6714024261445584e-17,1.278342043753965e-14,2.482547325408082e-21
4.167298191137149e-08,0.20819399757273832,3.76,0.0,0.5813309074672124,0.999867579865111,1.1083699861233477e-11,2.662522441443082e-10,2.427552576240107e-07,2.247431545293699e-07,1.8999483188331253e-08,9.263240857411636e-13,1.6899935359688862e-14,1.5475121886353507e-08,1.4332139089609154e-08,2.0393516589432436e-09,4.5128593956944237e-10,1.715180194167709e-08,2.768351873533781e-10,7.247947285405377e-10,2.9035751112684984e-10,3.163330520284855e-11,5.157178127918298e-11,6.039527021492006e-17,5.749606324938663e-16,1.3429060160130312e-13,8.999218389930446e-15,1.2892781102205773e-19,1.2089934846950568e-10,5.251743301495825e-18,1.3034674055254704e-21,1.386664646840347e-15,9.3946373342377e-18,0.00013238600829524908,5.345537776255691e-26,5.8574497700703025e-19,2.512162922415282e-18,1.946450701229598e-17,1.4150656479707361e-14,2.941853699688078e-21
4.368425743443775e-08,0.2081939980367992,3.76,0.0,0.5813308946538897,0.9998675773832808,1.3260878733766373e-11,3.0401388891684233e-10,2.546450713730132e-07,2.3479946768810364e-07,2.0137262756187225e-08,1.015238314178604e-12,1.7677444810582117e-14,1.69208509633833e-08,1.5615459768346484e-08,2.3341752516964805e-09,4.95817805572339e-10,1.798481452278505e-08,3.036757040884413e-10,8.197792654060175e-10,3.302406987165051e-10,3.4972487980698424e-11,5.654261870245604e-11,7.048465015856885e-17,6.897656935015001e-16,1.424979898490407e-13,1.034859529921683e-14,1.494756093879634e-19,1.2673358714811819e-10,6.1239359425724996e-18,1.5358873253684146e-21,1.5231848114683596e-15,9.937335564927498e-18,0.00013238600796754176,6.433894782595898e-26,6.714954642429995e-19,2.9131815196890047e-18,2.2516407204454205e-17,1.5622111220534424e-14,3.458269114101219e-21
4.770680848057027e-08,0.20819399896772278,3.76,0.0,0.5813308689283365,0.9998675721963991,1.8543989753260538e-11,3.8949914265780647e-10,2.784975764427294e-07,2.547054121131697e-07,2.2507190772607668e-08,1.2043525594768306e-12,1.922098496800007e-14,1.9981682382296142e-08,1.831018290798615e-08,3.001761139939223e-09,5.899423100194472e-10,1.9652981420302233e-08,3.6129626686862235e-10,1.0344059532963417e-09,4.2014231347262944e-10,4.225015153671042e-11,6.713301501301421e-11,9.442464146732627e-17,9.71756046339167e-16,1.5958829399282227e-13,1.3433241928526374e-14,1.974049786873052e-19,1.3840188615899063e-10,8.18928721885641e-18,2.0872852947497003e-21,1.8151754164469224e-15,1.104677099897674e-17,0.00013238600728268258,9.098858686040987e-26,8.673109181288491e-19,3.848148568773167e-18,2.960256888387477e-17,1.8896314829210773e-14,4.679234356152645e-21
5.1729359526702786e-08,0.20819399990258228,3.76,0.0,0.5813308430628276,0.9998675667138543,2.5239983711377697e-11,4.890264287879014e-10,3.024530349222158e-07,2.743389253805966e-07,2.501083827420741e-08,1.408266630017137e-12,2.074936863550954e-14,2.3262175981019037e-08,2.1167097560367866e-08,3.778714900388214e-09,6.90480836986246e-10,2.1324181326046766e-08,4.243167511005567e-10,1.2839503476052292e-09,5.242882687594846e-10,5.0364413714590516e-11,7.857846418278677e-11,1.2412196006159544e-16,1.335385401910018e-15,1.7763812763688901e-13,1.706818291334137e-14,2.5547145761065893e-19,1.5006995850778565e-10,1.0744439419447789e-17,2.7682280222599223e-21,2.1323566042905857e-15,1.2188162081856017e-17,0.00013238600655732596,1.2516533307480721e-25,1.0981624590789754e-18,4.979801937080368e-18,3.813558203767202e-17,2.2643199537498932e-14,6.1806238345539444e-21
5.5751910572835306e-08,0.20819400084160347,3.76,0.0,0.5813308170480836,0.9998675609379677,3.3570266728116944e-11,6.034746005876403e-10,3.265180239773802e-07,2.937037359228982e-07,2.7657239676956326e-08,1.6266870363386737e-12,2.226277202595943e-14,2.6755079346570312e-08,2.417629535198906e-08,4.671228451650781e-09,7.970481820809366e-10,2.2998620942572908e-08,4.929336202267379e-10,1.5707909832444087e-09,6.435222265712515e-10,5.936309023908858e-11,9.086721813526505e-11,1.6057725845088755e-16,1.796294265866924e-15,1.9671481675533741e-13,2.1295826892447826e-14,3.249935211689486e-19,1.6173781837885234e-10,1.3872533696369674e-17,3.59689742427198e-21,2.4746369505501284e-15,1.336139369053264e-17,0.00013238600579440287,1.6819556414283526e-25,1.3673159136864498e-18,6.3329716636957354e-18,4.828989869131642e-17,2.6899808638927645e-14,8.000237331904914e-21
5.977446161896783e-08,0.20819400178499656,3.76,0.0,0.5813307908752849,0.9998675548710277,4.376940021939607e-11,7.336862431482357e-10,3.506987223684028e-07,3.1280352114479214e-07,3.045494785850519e-08,1.8593247812210753e-12,2.3761369102936195e-14,3.045330856701919e-08,2.732830044376379e-08,5.6851120395792955e-09,9.092758705273233e-10,2.4676500112128156e-08,5.673634011812938e-10,1.8972274730112664e-09,7.78650844268971e-10,6.92970205193028e-11,1.0398769005561834e-10,2.0492958443002577e-16,2.371907726932123e-15,2.1688213304469887e-13,2.6157999989909995e-14,4.073954479353602e-19,1.7340548093906077e-10,1.766796022632455e-17,4.592961920182806e-21,2.841925394134944e-15,1.4566351225000128e-17,0.00013238600499278553,2.2153269461937335e-25,1.6781865707051385e-18,7.934265499624327e-18,6.025187954944347e-17,3.170312308349671e-14,1.0178644290142382e-20
6.379701266510034e-08,0.20819400273295743,3.76,0.0,0.5813307645360504,0.9998675485152894,5.60845538092853e-11,8.804685578468715e-10,3.750009277920118e-07,3.3164190812118104e-07,3.3412055337659026e-08,2.1058952957488913e-12,2.5245331611645825e-14,3.4349944794279314e-08,3.061405217127167e-08,6.825810901284256e-09,1.0268114788877784e-09,2.6358011976150875e-08,6.478400379895758e-10,2.2654823424371715e-09,9.304447501102628e-10,8.021991107326743e-11,1.1792845222408745e-10,2.584713656210449e-16,3.0815349739006e-15,2.38200434063673e-13,3.1695953826911014e-14,5.042127625548222e-19,1.850729623763639e-10,2.2237578200135858e-17,5.777671198989173e-21,3.2341312382459415e-15,1.5802920611837813e-17,0.0001323860041525835,2.867645454295846e-25,2.0343424916572853e-18,9.812137925764997e-18,7.422024035498899e-17,3.709011675725205e-14,1.2759318123976422e-20
6.781956371123286e-08,0.2081940036856679,3.76,0.0,0.5813307380224229,0.9998675418729766,7.077497124199099e-11,1.044594231643817e-09,3.9943007351016135e-07,3.5022247428586557e-07,3.653621451713529e-08,2.3661183762384714e-12,2.6714829108550835e-14,3.843823087074808e-08,3.4024888341850235e-08,8.098421281546722e-09,1.1493180227878414e-09,2.8043343131608037e-08,7.34612445278234e-10,2.6777028282860313e-09,1.0996394982181915e-09,9.21881853427098e-11,1.3267823388122108e-10,3.2266409717411895e-16,3.9464660137735015e-15,2.607267991791224e-13,3.7950373429170436e-14,6.170972942638437e-19,1.9674027993279927e-10,2.770199297934977e-17,7.173944607612569e-21,3.6511641513781644e-15,1.7070988307519755e-17,0.0001323860032746027,3.656212985864601e-25,2.439505143168704e-18,1.199695055310792e-17,9.040642610713601e-17,4.309780535773199e-14,1.5788755351703976e-20
7.184211475736538e-08,0.20819400464329646,3.76,0.0,0.5813307113268495,0.9998675349462846,8.811144910922881e-11,1.2268022912687096e-09,4.2399124434001966e-07,3.6854874811108473e-07,3.983465707690271e-08,2.6397181220181574e-12,2.8170028990049705e-14,4.271156801881521e-08,3.755252916659265e-08,9.507705823472296e-09,1.2764733575772444e-09,2.9732673784221613e-08,8.279422498104026e-10,3.135962641263572e-09,1.2869365033101688e-09,1.0526083962907942e-10,1.4822591912458673e-10,3.9915472413675314e-16,4.990064688730812e-15,2.8451518502080453e-13,4.496138503106763e-14,7.4782187114796205e-19,2.0840745193234734e-10,3.419688971007017e-17,8.806453583898153e-21,4.092934168382654e-15,1.8370441301484096e-17,0.00013238600235896477,4.599839954369114e-25,2.8975477291910314e-18,1.4521024318067718e-17,1.0903491839020093e-16,4.976328931878126e-14,1.9316580354252892e-20
7.58646658034979e-08,0.2081940056059992,3.76,0.0,0.5813306844421673,0.999867527737383,1.083758285739932e-10,1.427798941965042e-09,4.4868919203060903e-07,3.866242097777233e-07,4.331421254779542e-08,2.9264228740760643e-12,2.96110965213361e-14,4.7163512594131105e-08,4.118906182583206e-08,1.1058108334966925e-08,1.407969568165397e-09,3.142617789854281e-08,9.281017155040929e-10,3.6422636924635766e-09,1.4930039549233853e-09,1.1949930514690007e-10,1.6456054483746022e-10,4.897927208961432e-16,6.237857300334998e-15,3.096165705230377e-13,5.276856377469894e-14,8.982846565660583e-19,2.2007449780384228e-10,4.1874423575652503e-17,1.0701698301265616e-20,4.5593516915809584e-15,1.9701167118965035e-17,0.0001323860014058962,5.718935626151349e-25,3.412491441608771e-18,1.7418683613902682e-17,1.3034347825524286e-16,5.712379099080701e-14,2.3395636049622387e-20
7.988721684963042e-08,0.20819400657392004,3.76,0.0,0.5813306573615861,0.9998675202484165,1.318605000136262e-10,1.6482583907610057e-09,4.735283500116599e-07,4.044522918361994e-07,4.6981326060778e-08,3.2259651545742832e-12,3.1038194864825847e-14,5.178777290223784e-08,4.492692565190291e-08,1.2753767947228296e-08,1.5435123786648577e-09,3.3124023344895785e-08,1.0353718423922546e-09,4.1985377838035794e-09,1.7184777112862065e-09,1.349673160432616e-10,1.8167129864937596e-10,5.966478539360411e-16,7.717616162921126e-15,3.3607908088840817e-13,6.141094130411738e-14,1.0705131424510705e-18,2.3174143809925892e-10,5.0904665553472875e-17,1.2888078583447325e-20,5.05032749192301e-15,2.1063053823597067e-17,0.00013238600041575897,7.035603362902146e-25,3.988499942551393e-18,2.0726292660633045e-17,1.5458332872344392e-16,6.521668642850064e-14,2.8082060846313085e-20
8.390976789576294e-08,0.2081940075471917,3.76,0.0,0.5813306300786741,0.999867512481508,1.5886792020211026e-10,1.888823654576178e-09,4.985128475240465e-07,4.2203637985826236e-07,5.084207529686725e-08,3.5380816072083385e-12,3.245148510800848e-14,5.657820607664932e-08,4.8758897896715596e-08,1.4598532697489e-08,1.682820604712081e-09,3.48263720432868e-08,1.1500406247114685e-09,4.80664826355085e-09,1.9639621734654077e-09,1.517307830418489e-10,1.995475169276808e-10,7.220285951656027e-16,9.459437471591623e-15,3.6394810927957025e-13,7.092701325740007e-14,1.266667823618875e-18,2.4340829450783694e-10,6.147710099698639e-17,1.5395959315463373e-20,5.565772710176787e-15,2.245599001980346e-17,0.00013238599938881492,8.573740407779818e-25,4.629872466847368e-18,2.448228462586549e-17,1.8201928280336541e-16,7.407953230017442e-14,3.343535262231439e-20
8.793231894189546e-08,0.208194008525936,3.76,0.0,0.5813306025873435,0.9998675044387579,1.8971014165639864e-10,2.1501073534710088e-09,5.236465231759429e-07,4.393798130799237e-07,5.4902186696314324e-08,3.86251293839065e-12,3.3851126291018646e-14,6.152881501651878e-08,5.267808005338661e-08,1.659597256654409e-08,1.825625634857835e-09,3.6533380104372335e-08,1.2724014544616829e-09,5.468391648016285e-09,2.2300311404053534e-09,1.6985767239061572e-10,2.1817868279923258e-10,8.685011480232792e-16,1.149581303743163e-14,3.932664414669304e-13,8.135474665916491e-14,1.4890455758765169e-18,2.5507508986647233e-10,7.380217795756446e-17,1.8257730742107942e-20,6.105598858139661e-15,2.3879864854981748e-17,0.00013238599832532885,1.0359141828771052e-24,5.3410358694349256e-18,2.872718401324375e-17,2.1292982251725293e-16,8.375008839743588e-14,3.951842063038161e-20
9.195486998802798e-08,0.2081940095102644,3.76,0.0,0.5813305748818364,0.9998674961222475,2.2470835393062331e-10,2.4326924891784086e-09,5.489329379638621e-07,4.564858850356391e-07,5.916705097635353e-08,4.19900385924732e-12,3.523727543386391e-14,6.663374538284549e-08,5.66778847112092e-08,1.8749391991663757e-08,1.9716709224687462e-09,3.824519796754021e-08,1.402751660783961e-09,6.185499210037537e-09,2.5172286452168575e-09,1.8941788990693974e-10,2.375544242017558e-10,1.0389090517088868e-15,1.3861695609197583e-14,4.2407437261311514e-13,9.273158721490834e-14,1.740082754223493e-18,2.667418481666918e-10,8.81129024216111e-17,2.1507864016415167e-20,6.6697178198638555e-15,2.533456802149696e-17,0.00013238599722558824,1.241960836716728e-24,6.126535835574795e-18,3.350362272235835e-17,2.4760713299715263e-16,9.426633609692955e-14,4.639762608281148e-20
9.59774210341605e-08,0.20819401050027872,3.76,0.0,0.5813305469567108,0.9998674875340396,2.641924367101278e-10,2.7371332089919233e-09,5.743753877725464e-07,4.733578441838045e-07,6.364173797965407e-08,4.547303028421988e-12,3.661008756323855e-14,7.188728265250915e-08,6.075202292759522e-08,2.106184187119318e-08,2.120711490470994e-09,3.996197053614075e-08,1.5413911773420105e-09,6.959638534675784e-09,2.826069772962767e-09,2.1048316995520963e-10,2.5766451196452655e-10,1.2363933293246703e-15,1.6594557598066204e-14,4.564098144531528e-13,1.0509446650799699e-13,2.0223580242548538e-18,2.784085945584677e-10,1.0466647767548317e-16,2.5182962237863304e-20,7.258041852889695e-15,2.6819989758490054e-17,0.00013238599608986462,1.4785057999859404e-24,6.991027423229758e-18,3.8856350120983796e-17,2.863570949773119e-16,1.0566649306167485e-13,5.414281200156833e-20
9.999997208029302e-08,0.20819401149607147,3.76,0.0,0.5813305188068288,0.9998674786761802,3.085005245089521e-10,3.063955555144363e-09,5.999769153615737e-07,4.899988945236694e-07,6.833101087018708e-08,4.907162995677373e-12,3.796971573898386e-14,7.728384922917936e-08,6.489449209828045e-08,2.3536131079447977e-08,2.2725134596799694e-09,4.168383730991635e-08,1.6886213292910502e-09,7.792415042683398e-09,3.157041460262815e-09,2.331269691635653e-10,2.7849885791793853e-10,1.46441314177769e-15,1.9734443077177853e-14,4.903083996313459e-13,1.184798091005222e-13,2.338594940837067e-18,2.900753553511386e-10,1.2374598469179926e-16,2.932180717160021e-20,7.870483589480253e-15,2.8336020853509e-17,0.00013238599491842637,1.748764100753199e-24,7.93926510986536e-18,4.483223748768618e-17,3.2949923912616144e-16,1.1798902448080232e-13,6.282732291114437e-20
1.0402252312642554e-07,0.20819401249772632,3.76,0.0,0.5813304904273439,0.9998674695506986,3.5797858272280134e-10,3.4136581998705245e-09,6.257403218592674e-07,5.064121962038021e-07,7.323933970658832e-08,5.278340146281733e-12,3.9316311080202786e-14,8.281800160990557e-08,6.909956430478649e-08,2.617483751277559e-08,2.4268536010026803e-09,4.341093251469002e-08,1.8447437308577735e-09,8.685373482440735e-09,3.510603277120102e-09,2.57424364667376e-10,3.000475130313764e-10,1.7267669056413713e-15,2.332401298778833e-14,5.258035839845674e-13,1.3292353953963723e-13,2.691664289270206e-18,3.0174215801171257e-10,1.4566210013445735e-16,3.396540187894113e-20,8.506956037850948e-15,2.988255264397139e-17,0.00013238599371154396,2.0561858324978417e-24,8.97609251378988e-18,5.14802772097284e-17,3.7736666581003094e-16,1.312726511601009e-13,7.252801502367018e-20
1.0804507417255806e-07,0.20819401350531866,3.76,0.0,0.581330461813688,0.9998674601596087,4.129799947951416e-10,3.786713166346214e-09,6.516681777911388e-07,5.226008661222383e-07,7.837091442904956e-08,5.660594646167846e-12,4.065002279101317e-14,8.848442760623358e-08,7.336177511920223e-08,2.8980318686587524e-08,2.583518904082328e-09,4.514338522937211e-08,2.0100592852347295e-09,9.639999391039398e-09,3.887188191359609e-09,2.8345195668051627e-10,3.223006655788298e-10,2.027613832279999e-15,2.7408583554858535e-14,5.62926743131255e-13,1.4846108927095434e-13,3.0845862032829572e-18,3.134090311608069e-10,1.7075484850872446e-16,3.9157009519892305e-20,9.167372583388432e-15,3.14594770184667e-17,0.000132385992469484,2.4044682969649485e-24,1.0106431932381084e-17,5.88515771110116e-17,4.303059336258514e-16,1.4555635475336214e-13,8.332525758104167e-20
1.1206762521869058e-07,0.20819401451891592,3.76,0.0,0.5813304329615616,0.9998674505049109,4.738651602852479e-10,4.18356653566869e-09,6.777628336632971e-07,5.385679785184285e-07,8.372965728775486e-08,6.053690387854106e-12,4.1970998185952805e-14,9.427794361885143e-08,7.767591284876391e-08,3.19547219007717e-08,2.7423061593648374e-09,4.6881319510335737e-08,2.1848672796325453e-09,1.065772052509668e-08,4.287203316016959e-09,3.112877752176932e-10,3.4524863933175337e-10,2.3714958460702014e-15,3.203615797694123e-14,6.017072635575692e-13,1.651274034603348e-13,3.5205320724155996e-18,3.2507600456644855e-10,1.9939538502754018e-16,4.494218856312246e-20,9.85164698985391e-15,3.3066686417906245e-17,0.0001323859911925111,2.7975684375363727e-24,1.1335273806463085e-17,6.6999350252646e-17,4.886769196103604e-16,1.6087938038677012e-13,9.530292596187237e-20
1.160901762648231e-07,0.2081940155385779,3.76,0.0,0.581330403866922,0.9998674405885916,5.410011036400882e-10,4.604639140035575e-09,7.040264301141919e-07,5.543165655570816e-07,8.931923473312922e-08,6.4573949371180876e-12,4.3279382715044606e-14,1.0019349196483634e-07,8.203700820394915e-08,3.5099993989667794e-08,2.903021556401956e-09,4.862485451320844e-08,2.3694645689880166e-09,1.1739908261845634e-08,4.711030639992951e-09,3.410111908034859e-10,3.6888189177871187e-10,2.7633598398003137e-15,3.725745149920389e-14,6.421726306257205e-13,1.8295694772530142e-13,4.002826250262215e-18,3.3674310913593056e-10,2.3198780578621023e-16,5.1368824596272673e-20,1.055969340056668e-14,3.4704073836527184e-17,0.00013238598988088844,3.23971554725035e-24,1.2667666200824287e-17,7.597890052573273e-17,5.528526537530812e-16,1.7728123690426685e-13,1.0854838710460434e-19
