Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67)
2.599005293628863e-10,0.6205081969719461,3.76,0.0,0.7652008264265076,0.9998600928760398,2.3616591206284997e-19,1.28407123398856e-15,7.487909772000543e-09,7.486459381244392e-09,2.957804880608557e-10,4.4066706704700124e-18,3.597462224832701e-17,1.447130293594358e-12,1.4462535204340442e-12,1.182060392671149e-15,1.175769780228609e-15,2.9578536340030854e-10,3.768553034208979e-15,1.5134484452717145e-11,3.155284131743496e-15,1.220037069106769e-15,2.9084965871103536e-15,5.722645941107007e-22,1.7057140452858232e-24,1.5690618242293085e-16,3.351970434264262e-21,2.519501272235301e-25,1.5134231739931007e-11,1.3435549101976256e-22,4.609365329380118e-30,9.434396831665355e-20,2.9425529499752576e-19,0.00013990682671938593,2.6155272074953796e-33,2.542867821014221e-25
2.6794414306742626e-10,0.6205081969980245,3.76,0.0,0.7652008261851435,0.9998571663614286,2.5913668709232193e-19,1.3672625319982912e-15,7.719651714216843e-09,7.718110167676646e-09,3.0493381906131716e-10,4.726867547923256e-18,3.8128455228727203e-17,1.5380701982651143e-12,1.5371098765564817e-12,1.295211214003722e-15,1.2879133827812994e-15,3.0493899210373876e-10,4.005260819893387e-15,1.5602894667169964e-11,3.3559642320976536e-15,1.296930160661463e-15,3.0912917883818955e-15,6.086951527869045e-22,1.925226673667968e-24,1.6655622091811202e-16,3.672901890512566e-21,2.7558732165198386e-25,1.5602618030740318e-11,1.4294223209235062e-22,5.193724647204653e-30,1.0221472589704917e-19,3.105561478327462e-19,0.00014283333208540486,2.877583563695789e-33,2.7863302971965577e-25
2.759877567719662e-10,0.6205081970241029,3.76,0.0,0.7652008259437797,0.9998543042005746,2.8357314279070656e-19,1.4532159890714566e-15,7.951393656443668e-09,7.949758176705887e-09,3.140871152987688e-10,5.060576160968429e-18,4.033860611065971e-17,1.6317799168255444e-12,1.6307309029764434e-12,1.4153598408646115e-15,1.4069486323934438e-15,3.1409259429945415e-10,4.249167826061681e-15,1.607130632949064e-11,3.5629817507923254e-15,1.376185305349118e-15,3.279656398432885e-15,6.462781107691998e-22,2.165271793904475e-24,1.7648139590665638e-16,4.0136899297766694e-21,3.0065787024002817e-25,1.6071004305633246e-11,1.5180362991829765e-22,5.831855277715906e-30,1.1047993366810043e-19,3.2717899164538175e-19,0.00014569548369143488,3.1572102140904676e-33,3.0448559279501417e-25
2.840313704765062e-10,0.6205081970501812,3.76,0.0,0.7652008257024158,0.9998515049778919,3.0952326560093888e-19,1.5419450166182324e-15,8.183135598687779e-09,8.181403408375351e-09,3.232403774072274e-10,5.40799632923714e-18,4.26045783782895e-17,1.7282593500802452e-12,1.7271163471046903e-12,1.5427160088667992e-15,1.5330785032544065e-15,3.2324617057083925e-10,4.500273191248804e-15,1.6539719483119982e-11,3.77634995344731e-15,1.4578035585623117e-15,3.4735903303571422e-15,6.850159580785223e-22,2.427091075753394e-24,1.8668063624525857e-16,4.374930460157013e-21,3.2720394186081734e-25,1.6539390564609836e-11,1.6094045087938002e-22,6.526945307369967e-30,1.191463677327236e-19,3.441161612884782e-19,0.00014849469712375967,3.455045678377059e-33,3.318896738894458e-25
2.9207498418104615e-10,0.6205081970762597,3.76,0.0,0.7652008254610518,0.9998487673100359,3.370352743871119e-19,1.6334630259243773e-15,8.414877540956143e-09,8.413045862727862e-09,3.323936060076273e-10,5.769326086897261e-18,4.492587994644709e-17,1.8275083992460467e-12,1.8262659567854774e-12,1.6774894344233084e-15,1.6665057539688388e-15,3.323997214880038e-10,4.75857605568347e-15,1.7008134171497214e-11,3.996082105911277e-15,1.5417859720037192e-15,3.6730934980827896e-15,7.249111847128009e-22,2.711962594001939e-24,1.971528750410815e-16,4.7572193803514596e-21,3.5526770483174532e-25,1.7007776807670152e-11,1.7035346135008524e-22,7.2822733555121e-30,1.2822063533124338e-19,3.613601824650504e-19,0.00015123235572608295,3.771734098427618e-33,3.608904746605801e-25
3.001185978855861e-10,0.6205081971023381,3.76,0.0,0.7652008252196879,0.9998460898451476,3.6615762043242757e-19,1.727783428140557e-15,8.646619483255903e-09,8.644685539805825e-09,3.415468017081334e-10,6.144761699863813e-18,4.730202311755402e-17,1.929526965936741e-12,1.9281794802812437e-12,1.8198898147795032e-15,1.8074329278179485e-15,3.415532476080944e-10,5.024075561237181e-15,1.7476550438060008e-11,4.222191474234938e-15,1.6281335936884642e-15,3.878165816341527e-15,7.659662806476293e-22,3.02120082348891e-24,2.078970496314262e-16,5.161152579742658e-21,3.8489132692023577e-25,1.747616303481423e-11,1.800434276977822e-22,8.10120844917558e-30,1.3770917914706218e-19,3.789037668604858e-19,0.00015390981135836817,4.107925160365015e-33,3.9153319586761317e-25
3.0816221159012607e-10,0.6205081971284163,3.76,0.0,0.765200824978324,0.9998434712590023,3.969389874612412e-19,1.8249196342333666e-15,8.878361425594415e-09,8.876322439651344e-09,3.506999651057244e-10,6.534497738347761e-18,4.97325243995423e-17,2.0343149520829794e-12,2.032856666192322e-12,1.970126828199989e-15,1.956062353805009e-15,3.5070674947687983e-10,5.296770851158614e-15,1.794496832624453e-11,4.454691324536813e-15,1.7168474679338531e-15,4.08880720050761e-15,8.081837358396234e-22,3.356156622527842e-24,2.189121015003398e-16,5.587325938915575e-21,4.161169753717534e-25,1.794454924604213e-11,1.900111162835652e-22,8.987209548343664e-30,1.4761829977827597e-19,3.967397867380914e-19,0.00015652838824465733,4.464273592484493e-33,4.238630374000842e-25
3.1620582529466603e-10,0.6205081971544948,3.76,0.0,0.7652008247369603,0.9998409102574821,4.294282916119167e-19,1.9248850550153012e-15,9.110103367979226e-09,9.107956562306131e-09,3.598530967851763e-10,6.938727035866596e-18,5.221690460901394e-17,2.1418722599863574e-12,2.1402972635111428e-12,2.1284101338413824e-15,2.1125961460941134e-15,3.598602276277335e-10,5.576661070251123e-15,1.8413387879485396e-11,4.693594923091302e-15,1.8079286353758615e-15,4.305017566706536e-15,8.515660402242292e-22,3.718217240181854e-24,2.301969763247693e-16,6.036335329301127e-21,4.489868168918531e-25,1.8412935441353902e-11,2.0025729346170502e-22,9.9438257889039e-30,1.579541410788443e-19,4.1486129151159075e-19,0.00015908938050300606,4.841439548204221e-33,4.579251982592911e-25
3.24249438999206e-10,0.6205081971805732,3.76,0.0,0.7652008244955965,0.9998384055718333,4.636746814656047e-19,2.0276931010852457e-15,9.341845310418072e-09,9.339587907811631e-09,3.6900619732101395e-10,7.357640779593399e-18,5.475468864450772e-17,2.25219879222033e-12,2.2505010215229184e-12,2.2949493719820135e-15,2.2772362053140548e-15,3.690136825835856e-10,5.86374536454445e-15,1.8881809141215706e-11,4.938915536163639e-15,1.9013781329573923e-15,4.5267968316158584e-15,8.961156837198733e-22,4.108806295771395e-24,2.417506238705289e-16,6.508776613812317e-21,4.835430176807886e-25,1.8881321620749594e-11,2.107827255806924e-22,1.0974695888534988e-29,1.687227178059896e-19,4.33261476489234e-19,0.00016159405688744559,5.2400879627140894e-33,4.937648765938212e-25
3.3229305270374596e-10,0.6205081972066516,3.76,0.0,0.7652008242542326,0.9998359559631513,4.997275380035919e-19,2.1333571828839265e-15,9.573587252918894e-09,9.57121647620891e-09,3.781592672756647e-10,7.7914284320695e-18,5.734540568336471e-17,2.365294451728479e-12,2.3634676899041125e-12,2.469954163797278e-15,2.4501842174687216e-15,3.781671148550768e-10,6.1580228816171515e-15,1.9350232154867037e-11,5.190666430170948e-15,1.997196993953095e-15,4.7541449126626835e-15,9.418351562239467e-22,4.529383794097903e-24,2.5357199808128974e-16,7.005245646217197e-21,5.198277434004668e-25,1.934970778422924e-11,2.2158817898223052e-22,1.2083548628879626e-29,1.7992988917281459e-19,4.519337127740009e-19,0.0001640436563024185,5.660889239830986e-33,5.31427269665422e-25
3.403366664082859e-10,0.62050819723273,3.76,0.0,0.7652008240128688,0.9998335602210687,5.376364746096697e-19,2.2418907106782757e-15,9.805329195489817e-09,9.802842267538683e-09,3.8731230719999836e-10,8.240277757937114e-18,5.998858911482673e-17,2.4811591418009008e-12,2.47919701869877e-12,2.6536341114227195e-15,2.631641654337556e-15,3.8732052494109794e-10,6.459492770515687e-15,1.9818656963869416e-11,5.448860871642302e-15,2.095386247971815e-15,4.987061727976201e-15,9.887269476138345e-22,4.981446118551549e-24,2.6566005704770557e-16,7.52633827131207e-21,5.578831591831863e-25,1.981809393179289e-11,2.3267442000149415e-22,1.327420267035072e-29,1.9158136643688158e-19,4.708715386855619e-19,0.000166439389114718,6.1045191191334244e-33,5.709575738578904e-25
3.483802801128259e-10,0.6205081972588083,3.76,0.0,0.765200823771505,0.9998312171630723,5.774513370672946e-19,2.3533070945516763e-15,1.0037071138139171e-08,1.003446528184132e-08,3.9646531763360916e-10,8.704374840711403e-18,6.268377649810137e-17,2.5997927660606023e-12,2.597688758304866e-12,2.846198797981631e-15,2.8218097737360196e-15,3.9647391332907246e-10,6.768154181708883e-15,2.028708361165137e-11,5.713512127194592e-15,2.195946920960625e-15,5.225547196360294e-15,1.0367935477475262e-21,5.466526026106653e-24,2.7801376298732515e-16,8.07265032499552e-21,5.977514296368997e-25,2.0286480063440577e-11,2.4404221496728446e-22,1.4550566425050614e-29,2.03682716741161e-19,4.900686554180567e-19,0.000168782437838487,6.571658608381506e-33,6.12400984682387e-25
3.5642389381736584e-10,0.6205081972848867,3.76,0.0,0.7652008235301414,0.9998289256302277,6.19222203584761e-19,2.4676197443518554e-15,1.0268813080875471e-08,1.0266085519156945e-08,4.056182991065739e-10,9.183904164338527e-18,6.543050935777551e-17,2.7211952283766977e-12,2.718942659387308e-12,3.0478577877930474e-15,3.0208896206972897e-15,4.0562728049671514e-10,7.084006266798588e-15,2.0755512141639902e-11,5.984633463388519e-15,2.2988800351966445e-15,5.4696012371190565e-15,1.0860374464672592e-21,5.986192628743223e-24,2.9063208215081937e-16,8.644777634844238e-21,6.394747188756094e-25,2.0754866179172346e-11,2.556923302029455e-22,1.591663751853018e-29,2.1623938802576536e-19,5.095188988776085e-19,0.00017107396140746492,7.062993416263809e-33,6.558026968085975e-25
3.644675075219058e-10,0.6205081973109652,3.76,0.0,0.7652008232887777,0.9998266844902286,6.629993847633189e-19,2.5848420697256764e-15,1.0500555023707434e-08,1.0497702979525373e-08,4.147712521381984e-10,9.679048561924525e-18,6.822833331273474e-17,2.8453664329284635e-12,2.8429584729421226e-12,3.2588206262141728e-15,3.229082026767029e-15,4.1478062691077753e-10,7.407048178731696e-15,2.122394259726054e-11,6.262238146831624e-15,2.404186609304276e-15,5.71922377018551e-15,1.1364611335969121e-21,6.542051402768775e-24,3.035139848794724e-16,9.243316019672133e-21,6.830951904979861e-25,2.1223252278988225e-11,2.676255320257107e-22,1.7376503095941456e-29,2.292566909893585e-19,5.292162600751083e-19,0.0001733150921284295,7.579214424471843e-33,7.012079040426397e-25
3.7251112122644577e-10,0.6205081973370435,3.76,0.0,0.765200823047414,0.9998244926320797,7.088334236303127e-19,2.7049874800559234e-15,1.0732296966643973e-08,1.0729317662986209e-08,4.239241772392044e-10,1.0189989318022883e-17,7.107679781960995e-17,2.97230628409748e-12,2.9697359501883455e-12,3.4792968398989147e-15,3.4465876114867195e-15,4.239339530292372e-10,7.737279071440529e-15,2.1692375021937304e-11,6.546339444000907e-15,2.5118676582461918e-15,5.974414715904775e-15,1.1880670989465321e-21,7.13574416570674e-24,3.1665844548748694e-16,9.868861290246256e-21,7.286550076250364e-25,2.169163836288827e-11,2.798425867478399e-22,1.8934339144739233e-29,2.427398300389565e-19,5.49154850137747e-19,0.00017550694099622386,8.12101695037352e-33,7.486617993656507e-25
3.8055473493098573e-10,0.620508197363122,3.76,0.0,0.7652008228060503,0.9998223489714767,7.56775095589295e-19,2.8280693845237445e-15,1.0964038909694183e-08,1.096092956957873e-08,4.3307707490951597e-10,1.0716906073694248e-17,7.397545641132956e-17,3.1020146865809445e-12,3.0992748426815797e-12,3.709495936526789e-15,3.673606781066739e-15,4.330872592990822e-10,8.074698100217661e-15,2.216080945909273e-11,6.836950621426078e-15,2.6219241933479646e-15,6.235173995261821e-15,1.2408578323076859e-21,7.768949094926185e-24,3.3006444236951133e-16,1.0522009248530586e-20,7.761963328618378e-25,2.2160024430872496e-11,2.9234426067545417e-22,2.059441108279213e-29,2.5669387163659346e-19,5.6932893609364e-19,0.0001776505923154007,8.689101576460777e-33,7.982095748943422e-25
3.885983486355257e-10,0.6205081973892004,3.76,0.0,0.7652008225646866,0.9998202524494575,8.068754084224672e-19,2.9541011920932245e-15,1.1195780852867362e-08,1.1192538699341923e-08,4.422299456388149e-10,1.125997685445317e-17,7.692386662721776e-17,3.2344915453681654e-12,3.2315749022904253e-12,3.949627404867408e-15,3.910339728809226e-15,4.4224054615686664e-10,8.41930442163478e-15,2.2629245952147832e-11,7.134084945650136e-15,2.7343572223019886e-15,6.501501529834191e-15,1.294835823454491e-21,8.443380720415225e-24,3.437309579682433e-16,1.1203355687862913e-20,8.2576132830624655e-25,2.262841048294095e-11,3.0513132010879435e-22,2.2361073561759518e-29,2.711237520837928e-19,5.897329320725522e-19,0.00017974710504805986,9.284174013051613e-33,8.498964218898253e-25
3.9664196234006565e-10,0.6205081974152786,3.76,0.0,0.7652008223233229,0.9998182020317824,8.591856022871687e-19,3.0830963115025093e-15,1.1427522796172998e-08,1.1424145052314485e-08,4.5138278990679434e-10,1.1819378086622693e-17,7.992158997213822e-17,3.3697367657283796e-12,3.3666358811842623e-12,4.1999007148041205e-15,4.156986435368425e-15,4.513938140289657e-10,8.771097193501812e-15,2.3097684544522112e-11,7.437755683207617e-15,2.8491677491729445e-15,6.773397241767494e-15,1.3500035621441681e-21,9.160789919741327e-24,3.576569787545487e-16,1.1913496393017607e-20,8.77392155553703e-25,2.3096796519093647e-11,3.182045313423615e-22,2.4238770338133073e-29,2.8603428095740317e-19,6.103613954216543e-19,0.0001817975134337701,9.906945038313743e-33,9.037675307624273e-25
4.046855760446056e-10,0.6205081974413571,3.76,0.0,0.7652008220819594,0.9998161967041439,9.137571497449612e-19,3.215068151208623e-15,1.165926473962078e-08,1.1655748628534927e-08,4.605356081851317e-10,1.2395284689520005e-17,8.296819168536918e-17,3.5077502531163553e-12,3.504457531738614e-12,4.460525317568315e-15,4.413746670092307e-15,4.605470633335483e-10,9.13007557455014e-15,2.3566125279633636e-11,7.747976100470164e-15,2.9663567743921603e-15,7.050861053585611e-15,1.4063635381210132e-21,9.92296389714957e-24,3.718414951215713e-16,1.2653027140854341e-20,9.311309757302792e-25,2.3565182539330616e-11,3.3156466066591524e-22,2.623203366118868e-29,3.0143016901748336e-19,6.312089951567058e-19,0.00018380283178015175,1.0558129846204038e-32,9.598680911055048e-25
4.127291897491456e-10,0.6205081974674355,3.76,0.0,0.7652008218405958,0.9998142354758672,9.706417557244057e-19,3.3500301194268023e-15,1.1891006683220571e-08,1.1887349428041495e-08,4.696884009359649e-10,1.298787001228847e-17,8.606324089929005e-17,3.6485319132467804e-12,3.645039606609721e-12,4.731710645547561e-15,4.680819990150117e-15,4.697002944790531e-10,9.49623872468123e-15,2.4034568200898968e-11,8.064759463764342e-15,3.0859252947746048e-15,7.333892888340224e-15,1.463918241113358e-21,1.07317261952481e-23,3.862835014552736e-16,1.3422543699781716e-20,9.870199494677513e-25,2.40335685436519e-11,3.452124743637119e-22,2.834548465301544e-29,3.1731600634317096e-19,6.522705366787449e-19,0.00018576405076195355,1.1238448623345292e-32,1.018243291669738e-24
4.2077280345368554e-10,0.6205081974935138,3.76,0.0,0.7652008215992322,0.9998123173738971,1.029891357559625e-18,3.487995624063825e-15,1.2122748626982454e-08,1.2118947450872285e-08,4.788411686143675e-10,1.3597305950374113e-17,8.920631034740644e-17,3.792081651976574e-12,3.788381858616549e-12,5.013666112580031e-15,4.958405742228284e-15,4.788535078666642e-10,9.86958580457109e-15,2.450301335173322e-11,8.388119039181388e-15,3.2078743035134143e-15,7.622492669374197e-15,1.522670160838516e-21,1.1588936668823641e-23,4.0098199600067124e-16,1.422264183057266e-20,1.045101236944678e-24,2.4501954532057514e-11,3.591487387157464e-22,3.058383253355268e-29,3.3369629732143533e-19,6.735409222207978e-19,0.00018768214343445154,1.1948625690472252e-32,1.0789383204051217e-24
4.288164171582255e-10,0.6205081975195922,3.76,0.0,0.7652008213578686,0.9998104414491987,1.0915581249321108e-18,3.62897807278683e-15,1.235449057091668e-08,1.2350542697065127e-08,4.879939116657135e-10,1.4223762831302035e-17,9.239697665111634e-17,3.938399375433863e-12,3.934484040870071e-12,5.306601113630175e-15,5.246703060927933e-15,4.88006703887676e-10,1.0250115976101025e-14,2.4971460775550033e-11,8.718068092782239e-15,3.3322047902027443e-15,7.916660320580814e-15,1.5826217869974784e-21,1.2496491507396188e-23,4.1593598099068746e-16,1.505391728546014e-20,1.1054169978427308e-24,2.4970340504547498e-11,3.7337421999642226e-22,3.2951875332048785e-29,3.5057542303978103e-19,6.950151933619949e-19,0.0001895580588323748,1.2689390502535301e-32,1.1419983644160447e-24
4.3686003086276547e-10,0.6205081975456707,3.76,0.0,0.765200821116505,0.9998086067753437,1.1556944598734812e-18,3.772990873008017e-15,1.2586232515033709e-08,1.2582135166657587e-08,4.971466305262594e-10,1.4867409444250506e-17,9.563482024577225e-17,4.087484989994163e-12,4.0833459067493685e-12,5.6107250248564e-15,5.545910869216142e-15,4.971598829240759e-10,1.06378284022747e-14,2.5439910515761527e-11,9.054619890558134e-15,3.458917740843049e-15,8.216395766355885e-15,1.6437756092759594e-21,1.3456323227575655e-23,4.311444626117931e-16,1.5916965808322814e-20,1.168009391355523e-24,2.5438726461121868e-11,3.8788968447481393e-22,3.545449967665358e-29,3.679576494531439e-19,7.166885217962488e-19,0.00019139272338422692,1.34614775010535e-32,1.2074686099702103e-24
4.4490364456730543e-10,0.620508197571749,3.76,0.0,0.7652008208751414,0.9998068124479448,1.2223529967614226e-18,3.920047431876564e-15,1.2817974459344182e-08,1.281372485968699e-08,5.062993256233771e-10,1.55284130560575e-17,9.891942534072382e-17,4.239338402269356e-12,4.234967209890589e-12,5.9262472036315615e-15,5.8562278786874835e-15,5.063130453487754e-10,1.1032722247181124e-14,2.5908362615778376e-11,9.397787698410917e-15,3.588014137847783e-15,8.521698931575555e-15,1.706134117344909e-21,1.4470400667968614e-23,4.466064509842466e-16,1.6812383134738746e-20,1.2329205761930324e-24,2.5907112401780637e-11,4.02695898414797e-22,3.8096680663264277e-29,3.858471304799682e-19,7.385562058320986e-19,0.00019318704147720385,1.4265626058909704e-32,1.2753942425030368e-24
4.529472582718454e-10,0.6205081975978275,3.76,0.0,0.7652008206337778,0.9998050575792351,1.291586602353611e-18,4.070161156220689e-15,1.3049716403858937e-08,1.3045311776190535e-08,5.154519973777851e-10,1.6206939516025858e-17,1.0225037965669798e-16,4.393959519004839e-12,4.389347704083825e-12,6.253376988809755e-15,6.1778525910947405e-15,5.154661915278434e-10,1.1434796675646528e-14,2.6376817119009788e-11,9.74758478198787e-15,3.7194949600410964e-15,8.832569741389528e-15,1.7696998008648396e-21,1.5540728965557445e-23,4.623209600419736e-16,1.7740764992724343e-20,1.3001927106175936e-24,2.6375498326523837e-11,4.177936280761355e-22,4.088348115695623e-29,4.04247939563821e-19,7.606136347145703e-19,0.00019494190087794238,1.5102579719230927e-32,1.3458204466543972e-24
4.6099087197638535e-10,0.6205081976239057,3.76,0.0,0.7652008203924142,0.9998033413025188,1.3634483757444155e-18,4.223345452590931e-15,1.3281458348589003e-08,1.3276895916205182e-08,5.246046462017158e-10,1.6903153178935416e-17,1.0562727461902135e-16,4.551348247164577e-12,4.546487143358363e-12,6.592323700495335e-15,6.510983297281389e-15,5.246193218186742e-10,1.1844050853521823e-14,2.6845274068863515e-11,1.0104024406813704e-14,3.8533611826732845e-15,9.149008121392e-15,1.834475149482347e-21,1.6669349570127365e-23,4.782870076181743e-16,1.8702707102088963e-20,1.369867952415307e-24,2.6843884235351487e-11,4.331836397136089e-22,4.3820052258549864e-29,4.231640434413008e-19,7.8285631827853925e-19,0.0001966581682828461,1.5973086897675892e-32,1.4187924062392134e-24
4.690344856809254e-10,0.6205081976499843,3.76,0.0,0.7652008201510508,0.9998016627653131,1.4379916484100978e-18,4.379613727190719e-15,1.3513200293545605e-08,1.3508477279767812e-08,5.337572725017383e-10,1.761721703837091e-17,1.090497050236078e-16,4.711504493802692e-12,4.706385281853961e-12,6.943296640381242e-15,6.8558180791291865e-15,5.337724365728091e-10,1.2260483947246717e-14,2.7313733508745898e-11,1.0467119838087712e-14,3.989613777420196e-15,9.471013997363509e-15,1.9004626528355086e-21,1.7858340214476537e-23,4.945036152926816e-16,1.9698805175372175e-20,1.4419884589408311e-24,2.7312270128263607e-11,4.488666995783685e-22,4.6911632414815755e-29,4.425993420138818e-19,8.052798418768993e-19,0.00019833669617426043,1.6877899869442802e-32,1.4943553042931268e-24
4.770780993854654e-10,0.6205081976760626,3.76,0.0,0.7652008199096874,0.9998000211369326,1.5152699841410161e-18,4.538979385950503e-15,1.3744942238740152e-08,1.374005586691506e-08,5.429098766756373e-10,1.834929259002724e-17,1.1251726937984336e-16,4.874428166208642e-12,4.8690418739663775e-12,7.306505091363e-15,7.212554807633571e-15,5.429255361328151e-10,1.268409512434015e-14,2.7782195482061778e-11,1.0836884340909421e-14,4.12825371240217e-15,9.798587295562763e-15,1.9676648005479012e-21,1.910981494152823e-23,5.109698085454885e-16,2.0729654916767967e-20,1.516596387068128e-24,2.7780656005260226e-11,4.648435739164355e-22,5.0163548274302153e-29,4.625576238708175e-19,8.278799166587765e-19,0.00019997831523784103,1.7817775976708494e-32,1.5725543230219712e-24
4.851217130900054e-10,0.6205081977021412,3.76,0.0,0.7652008196683239,0.9997984156069749,1.5953371790449406e-18,4.701455834512557e-15,1.397668418418425e-08,1.3971631677683346e-08,5.520624591130355e-10,1.9099539863373585e-17,1.1602956983145574e-16,5.040119171882754e-12,5.034456674322806e-12,7.682158317611378e-15,7.581391143389899e-15,5.520786208329088e-10,1.3114883553314164e-14,2.8250660032214535e-11,1.1213331180238926e-14,4.269281952190687e-15,1.0131727942677383e-14,2.0360840822296752e-21,2.0425924096181954e-23,5.276846167199471e-16,2.1795852022324072e-20,1.593733893199539e-24,2.824904186634135e-11,4.811150289689733e-22,5.358121446047972e-29,4.830425750323572e-19,8.50652369687056e-19,0.00020158383587549916,1.8793477464309465e-32,1.6534346438109048e-24
4.931653267945454e-10,0.6205081977282194,3.76,0.0,0.7652008194269604,0.9997968453848025,1.6782472615425745e-18,4.8670564782236474e-15,1.4208426129889694e-08,1.420320471210888e-08,5.612150201956067e-10,1.9868117437405323e-17,1.1958621211721728e-16,5.2085774185261195e-12,5.202629437771772e-12,8.070465564590505e-15,7.96252453685785e-15,5.612316909991687e-10,1.3552848403639996e-14,2.8719127202606086e-11,1.1596473620878922e-14,4.412699457816155e-15,1.0470435865803608e-14,2.105722987478034e-21,2.180885432014373e-23,5.446470730030167e-16,2.2897992179988968e-20,1.6734431332699003e-24,2.8717427711506997e-11,4.976818309724064e-22,5.717013343790013e-29,5.040577817698458e-19,8.735931407502094e-19,0.00020315404872541323,1.980577142649956e-32,1.7370414472284823e-24
5.012089404990854e-10,0.6205081977542979,3.76,0.0,0.7652008191855969,0.9997953096933596,1.7640544924073798e-18,5.035794722074982e-15,1.4440168075868466e-08,1.443477497022778e-08,5.703675602996215e-10,2.0655182560439387e-17,1.2318680527094347e-16,5.379802813928622e-12,5.373559919270833e-12,8.471636059364332e-15,8.356152230115737e-15,5.703847469520816e-10,1.3997988845364948e-14,2.918759703663692e-11,1.1986324927299204e-14,4.558507186770176e-15,1.0814710992221138e-14,2.1765840058819508e-21,2.3260828525117147e-23,5.6185621428843525e-16,2.403667107046079e-20,1.7557662627857053e-24,2.918581354075719e-11,5.145447461596063e-22,6.093589471194302e-29,5.25606766580106e-19,8.966982416972895e-19,0.00020468973084269832,2.0855428907026592e-32,1.8234199130665243e-24
5.092525542036254e-10,0.6205081977803762,3.76,0.0,0.7652008189442334,0.9997938077744861,1.85281336471533e-18,5.207683970748523e-15,1.4671910022132748e-08,1.4666342452075981e-08,5.795200797937594e-10,2.1460891057031857e-17,1.2683096185488322e-16,5.553795266064772e-12,5.5472478739826815e-12,8.88587901032056e-15,8.762471255565004e-15,5.795377890043543e-10,1.4450304049440705e-14,2.9656069577706084e-11,1.2382898363781606e-14,4.706706093017757e-15,1.1164553249585792e-14,2.2486696270182366e-21,2.4784105910419397e-23,5.793110812797528e-16,2.5212484366416602e-20,1.840745436792804e-24,2.9654199354091925e-11,5.317045407589052e-22,6.488417539683981e-29,5.476929569351258e-19,9.199637917624936e-19,0.00020619164038807703,2.1943225753483372e-32,1.9126152203069952e-24
5.172961679081654e-10,0.6205081978064546,3.76,0.0,0.7652008187028699,0.9997923388841002,1.944578603874094e-18,5.382737628572849e-15,1.4903651968694904e-08,1.4897907157689312e-08,5.88672579041091e-10,2.2285397423162714e-17,1.3051829772149522e-16,5.73055468300925e-12,5.7236930571904355e-12,9.313403607408707e-15,9.181678437336606e-15,5.886908174628972e-10,1.4909793187432107e-14,3.0124544869211186e-11,1.2786207194289448e-14,4.85729712700407e-15,1.1519962565759677e-14,2.321982340455115e-21,2.6380981941276663e-23,5.970107183813807e-16,2.6426027733170976e-20,1.928422809906112e-24,3.012258515151122e-11,5.491619809949947e-22,6.90207395706435e-29,5.703197132390919e-19,9.433859859635824e-19,0.00020766052144321052,2.3069941906376797e-32,2.004672547152159e-24
5.253397816127055e-10,0.620508197832533,3.76,0.0,0.7652008184615064,0.9997909022948778,2.0394051675934985e-18,5.560969099546759e-15,1.5135393915567487e-08,1.5129469087103445e-08,5.978250583979761e-10,2.31288547818436e-17,1.342484321248977e-16,5.910080972987016e-12,5.902895224347887e-12,9.754419021999373e-15,9.613970390697346e-15,5.978438326277212e-10,1.5376455431687404e-14,3.059302295454843e-11,1.3196264682543182e-14,5.0102812356659804e-15,1.188093886891189e-14,2.396524635750202e-21,2.805378835627455e-23,6.149541737468709e-16,2.7677896828281595e-20,2.018840536293046e-24,3.059097093301511e-11,5.669178330884169e-22,7.335143852917e-29,5.934903129875603e-19,9.66961113008372e-19,0.00020909710133183812,2.42363618522225e-32,2.099637071007499e-24
5.333833953172455e-10,0.6205081978586113,3.76,0.0,0.765200818220143,0.9997894972941799,2.1373482458930824e-18,5.7423917873188585e-15,1.5367135862763244e-08,1.5361028240353943e-08,6.069775182149157e-10,2.3991414927177874e-17,1.3802098761068684e-16,6.092374044336996e-12,6.0848541310430696e-12,1.020913440698216e-14,1.005954352272147e-14,6.069968347927911e-10,1.585028995521303e-14,3.1061503877112526e-11,1.361308409196279e-14,5.165659362439546e-15,1.2247482087445498e-14,2.4722990024520713e-21,2.9804893156327053e-23,6.331404992274664e-16,2.8968687301818227e-20,2.1120407696866804e-24,3.1059356698603604e-11,5.849728632559611e-22,7.788221047068059e-29,6.17207962702542e-19,9.906855418036861e-19,0.00021050209269318602,2.5443274339457185e-32,2.1975539684949903e-24
