Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245),CH2F-CF2(67),C2H2F3(1125),CH2CF2(56),CH2F(45),C2H2F3O2(908),C2HF3O(401),CH3-CF2(64),CHF2-CH2(63),CFO(50)
3.5690997252937906e-07,0.43992173926986033,3.76,0.0,0.8990137646401657,0.9993059215940161,3.915774413930705e-06,7.592803358517462e-06,0.0002721127278155034,0.00013437397605179957,0.00010081439340732022,6.651732394836165e-10,8.73200863759236e-12,3.8215481523387575e-05,2.045713892370431e-05,5.9390420201547e-05,1.6151464050885466e-06,5.194833941711425e-06,2.534080884544559e-07,3.3590386530015035e-05,6.487360417881749e-06,7.509764907798241e-07,1.0354509142923588e-07,1.2395327608596235e-09,1.4063876432613607e-08,1.3376623503197111e-09,8.245914482768297e-10,3.671023688179095e-12,6.819351776223205e-07,3.490432304647981e-10,2.921968338541014e-15,8.311887634345825e-11,7.391847035002549e-13,0.0005993555344829721,1.0811843500670408e-17,6.087217496256812e-13,1.2769706967060664e-11,2.2085740598252164e-10,2.3307254659566775e-08,1.7036465097708203e-15,9.332526029912926e-21,6.4793812518369594e-15,2.3617334588077657e-15,3.1283255241780318e-12
3.634080595007795e-07,0.4399222145477103,3.76,0.0,0.8990057970407618,0.9993028967081293,4.156536752188638e-06,7.889517897255942e-06,0.00027820655918348513,0.00013576703033258311,0.00010480877954982567,6.805543075673455e-10,8.830139382274725e-12,3.89582925712721e-05,2.0744887303989093e-05,6.16063683345881e-05,1.638426520767197e-06,5.295353127180766e-06,2.641731180182199e-07,3.4996998093963254e-05,6.724172159369538e-06,7.962263031244441e-07,1.0730973578858756e-07,1.3670744551352755e-09,1.515137485854321e-08,1.3908294289537906e-09,8.691577125992827e-10,3.952625229793904e-12,6.954915908981055e-07,3.848847226236942e-10,3.1476031460198776e-15,8.570287172387914e-11,7.601223650083558e-13,0.000599353721030862,1.1964914876497051e-17,6.439138039118486e-13,1.3699065462119179e-11,2.368631846849073e-10,2.4868990429020473e-08,1.828631633155428e-15,1.060947626720596e-20,7.144881315970872e-15,2.5899846126725226e-15,3.3718911364303976e-12
3.699061464721799e-07,0.43992269219865354,3.76,0.0,0.8989977574825494,0.9992998371036603,4.4065931789142475e-06,8.190252837765122e-06,0.00028433150633199757,0.00013713436059602325,0.0001088729619551911,6.958677678983104e-10,8.926645684095279e-12,3.969315850262868e-05,2.102746917326778e-05,6.385305526338688e-05,1.6612898795984935e-06,5.396066470573686e-06,2.751452783118116e-07,3.6430283032125814e-05,6.963331205347687e-06,8.432533286133961e-07,1.1116456358238222e-07,1.5048074160695574e-09,1.6296858800231592e-08,1.4449289940751003e-09,9.153539722471082e-10,4.249964335357945e-12,7.091273530593464e-07,4.235864491730316e-10,3.385928851922098e-15,8.831575165384534e-11,7.812747083575431e-13,0.0005993518867436916,1.3214469333110015e-17,6.803515273987724e-13,1.467480149583182e-11,2.5366631512335547e-10,2.650278116700041e-08,1.9599083695722266e-15,1.2030793441443622e-20,7.861169710621853e-15,2.8343472373518295e-15,3.629627572001902e-12
3.764042334435803e-07,0.43992317218060206,3.76,0.0,0.8989896466428329,0.9992967433027067,4.6660669846946456e-06,8.494878914788177e-06,0.000290487015214909,0.00013847643789549675,0.00011300622634799102,7.111091819489763e-10,9.021552320825888e-12,4.041998092864622e-05,2.1304961108503284e-05,6.612993166692268e-05,1.6837425441969085e-06,5.496971489329696e-06,2.863225580077149e-07,3.7889950948570115e-05,7.204719674749217e-06,8.920883902635627e-07,1.1511223994713825e-07,1.653309059908916e-09,1.7501941768368115e-08,1.4999514962969866e-09,9.632197741740796e-10,4.563610684975641e-12,7.228447897843738e-07,4.653103598982756e-10,3.6374072448275785e-15,9.095736670165667e-11,8.026413535588532e-13,0.0005993500319347633,1.4566318133303805e-17,7.180500606311071e-13,1.5698102703189768e-11,2.712874043334938e-10,2.821032380048144e-08,2.097639646403632e-15,1.360923141818397e-20,8.630688216702577e-15,3.0955094685464257e-15,3.902112936811571e-12
3.8290232041498073e-07,0.4399236544521074,3.76,0.0,0.8989814652005046,0.9992936158199204,4.935077454554957e-06,8.803267207015536e-06,0.0002966725400621172,0.00013979372463123667,0.00011720785705116673,7.262743414121955e-10,9.114883745345411e-12,4.1138674296832615e-05,2.1577440118940804e-05,6.843645644706848e-05,1.7057906254256614e-06,5.598065677200568e-06,2.97702934045358e-07,3.9375708126103567e-05,7.448221221953133e-06,9.427620015851178e-07,1.1915552572736246e-07,1.8131754039248474e-09,1.8768230252688418e-08,1.5558873664082558e-09,1.0127957885886497e-09,4.894145544541208e-12,7.366462318601449e-07,5.102236222721095e-10,3.902509488565314e-15,9.362758626549794e-11,8.242220481561202e-13,0.0005993481569128541,1.602647858253074e-17,7.570243281057487e-13,1.6770150488456643e-11,2.897469719324456e-10,2.999330434978369e-08,2.2419875607788014e-15,1.535833260537627e-20,9.455912162289439e-15,3.374165181125389e-15,4.189942670379362e-12
3.8940040738638115e-07,0.4399241389723613,3.76,0.0,0.8989732138354959,0.9992904551625431,5.213739880737925e-06,9.115289275829725e-06,0.0003028875434321775,0.00014108667471021403,0.00012147713753793669,7.413592600717019e-10,9.206664088273534e-12,4.1849165158431404e-05,2.184498345130119e-05,7.077209676450383e-05,1.7274402653054304e-06,5.699346507781189e-06,3.0928437381986104e-07,4.088725797774259e-05,7.693721120852414e-06,9.953043659271486e-07,1.2329727594179819e-07,1.9850211190245802e-09,2.0097322903776483e-08,1.6127270228361463e-09,1.0641238474388818e-09,5.242162040747243e-12,7.505340142203303e-07,5.584986364328402e-10,4.181716343416186e-15,9.632629816189605e-11,8.460166642104281e-13,0.0005993462619824204,1.7601175264417757e-17,7.97289050707417e-13,1.7892119522723044e-11,3.090654413913441e-10,3.1853397213698324e-08,2.393113309136986e-15,1.7292452297259905e-20,1.033934776679394e-14,3.671013278354026e-15,4.4937301480884835e-12
3.9589849435778156e-07,0.43992462570119734,3.76,0.0,0.898964893228268,0.9992872618304474,5.502165579646812e-06,9.430817295103544e-06,0.00030913149624316926,0.00014235573370303899,0.0001258133509420008,7.563601659244841e-10,9.296917160666378e-12,4.255139147162424e-05,2.210766841757253e-05,7.313632805496138e-05,1.748697621885838e-06,5.800811437835846e-06,3.210648372005911e-07,4.242430147231361e-05,7.941106340573417e-06,1.0497453760537215e-06,1.275404381728448e-07,2.1694795715533333e-09,2.1490809758463826e-08,1.6704608785449862e-09,1.1172469823063748e-09,5.608265446371194e-12,7.645104750128122e-07,6.103130471378481e-10,4.47551839587768e-15,9.90534082175779e-11,8.680251953151291e-13,0.0005993443474434574,1.929684114679645e-17,8.388587578099627e-13,1.9065177271200185e-11,3.2926313176864196e-10,3.379226449380324e-08,2.5511771209203264e-15,1.9426782548302286e-20,1.1283529492471715e-14,3.9867569934808494e-15,4.8141072963236394e-12
4.02396581329182e-07,0.43992511459909045,3.76,0.0,0.8989565040593411,0.9992840363161806,5.800461912680437e-06,9.749724172462322e-06,0.000315403877784305,0.00014360133899793797,0.0001302157805293632,7.712734935477542e-10,9.385666456627434e-12,4.324530193886022e-05,2.2365572243050776e-05,7.552863402810135e-05,1.7695688558759985e-06,5.9024579104299436e-06,3.3304227839367897e-07,4.3986537535449815e-05,8.190265613341566e-06,1.1061146139331335e-06,1.3188805088400786e-07,2.3672028545972725e-09,2.2950271507335046e-08,1.7290793474156584e-09,1.1722094616773698e-09,5.993073475206467e-12,7.785779546959671e-07,6.658497527785406e-10,4.784416296474936e-15,1.0180883986484052e-10,8.902477536423129e-13,0.0005993424135914613,2.1120118560988553e-17,8.817477990375091e-13,2.029048354926555e-11,3.503602498894327e-10,3.581155535674204e-08,2.716338196260286e-15,2.1777375532925928e-20,1.2291017410869103e-14,4.322103205018495e-15,5.151725219170346e-12
4.088946683005824e-07,0.43992560562715505,3.76,0.0,0.8989480470088589,0.9992807791050121,6.108732310701594e-06,1.0071883662404811e-05,0.00032170417571053246,0.00014482391995186195,0.0001346837101348052,7.860958767033279e-10,9.472935156013571e-12,4.393085537672808e-05,2.2618771932515717e-05,7.794850665107466e-05,1.7900601188508558e-06,6.004283357876763e-06,3.4521464766137833e-07,4.5573663427190326e-05,8.441089494963404e-06,1.164441350724445e-06,1.3634324167018252e-07,2.5788618090948302e-09,2.4477278802877948e-08,1.7885728501469691e-09,1.2290568275611339e-09,6.397216586002523e-12,7.927387951631329e-07,7.252969115428806e-10,5.108921005099289e-15,1.0459253374054003e-10,9.12684567021038e-13,0.0005993404607176959,2.3077860057129828e-17,9.259703556814813e-13,2.156919010628619e-11,3.723768829562167e-10,3.791290543325226e-08,2.8887546475234657e-15,2.4361166322553375e-20,1.3364394591256876e-14,4.6777617669074785e-15,5.507254835341519e-12
4.2189084224338323e-07,0.4399265939214341,3.76,0.0,0.8989309319796149,0.9992741714969716,6.755589550591631e-06,1.0725460338694098e-05,0.00033438651299865944,0.00014720168698827246,0.0001438132099014564,8.154552983753757e-10,9.643121930117422e-12,4.52767735103047e-05,2.3111365164935954e-05,8.2868960782196e-05,1.829927234480947e-06,6.208460868861368e-06,3.7013596085681603e-07,4.882136746682936e-05,8.947302724430388e-06,1.287082853236812e-06,1.455893024166155e-07,3.046763868293861e-09,2.774015867512893e-08,1.9101467054234364e-09,1.3485949676454831e-09,7.2660955145205475e-12,8.213499282041879e-07,8.567015308875481e-10,5.806847769763839e-15,1.1024455437716215e-10,9.582024313120007e-13,0.000599336499048102,2.742520057971217e-17,1.0184719642436042e-12,2.429136847981582e-11,4.1924840421984926e-10,4.236825479972514e-08,3.255980372760024e-15,3.030062788385e-20,1.5719248622684208e-14,5.4528663662567955e-15,6.274835798668753e-12
4.3358739879190396e-07,0.43992749029435446,3.76,0.0,0.8989153031002965,0.9992681209673923,7.372830564987964e-06,1.1323557689718116e-05,0.0003458911210348852,0.00014926708213023246,0.00015224661046139647,8.41537807494394e-10,9.791452591331455e-12,4.6459292185153266e-05,2.3539375076702972e-05,8.738671861904897e-05,1.8645693229675784e-06,6.392806837878234e-06,3.932112065762911e-07,5.18263652282143e-05,9.407528737283103e-06,1.4044421460515776e-06,1.5431180968893494e-07,3.5226496270863794e-09,3.092328536390535e-08,2.0224600153285154e-09,1.4631098121104867e-09,8.120809449379812e-12,8.474427356940317e-07,9.90334791962299e-10,6.49370323286249e-15,1.154277725322636e-10,9.999058136094466e-13,0.0005993328713242097,3.187074641911982e-17,1.1064232393101916e-12,2.6935333980005876e-11,4.647763425254068e-10,4.6674824020405556e-08,3.61285896772997e-15,3.663242021347181e-20,1.8090252230264873e-14,6.227088171593756e-15,7.034076000607303e-12
4.452839553404247e-07,0.43992839299317454,3.76,0.0,0.8988994648056433,0.9992619749597573,8.023819726388086e-06,1.1930279212073076e-05,0.00035747858907879,0.00015126420407826952,0.00016088115891821675,8.672816746781159e-10,9.935332544528143e-12,4.761449560980828e-05,2.3953320101890763e-05,9.198626456816354e-05,1.8980745852545968e-06,6.5776925369313404e-06,4.1688611711213236e-07,5.490725707016893e-05,9.871534345588848e-06,1.5285847898382876e-06,1.6343538654880387e-07,4.054976933499669e-09,3.434916260068815e-08,2.13746030524998e-09,1.584501886791033e-09,9.048590269107324e-12,8.73874432044588e-07,1.139804634423232e-09,7.239569739867337e-15,1.2070238184746107e-10,1.042311909692611e-12,0.0005993291863025561,3.68681999927122e-17,1.1989090925292323e-12,2.976982128335186e-11,5.135897433097632e-10,5.127202759758411e-08,3.9956488192457476e-15,4.4025777004223066e-20,2.071569103593129e-14,7.078230331975646e-15,7.862758852073216e-12
4.569805118889454e-07,0.4399293018136234,3.76,0.0,0.8988834210020454,0.9992557360482784,8.70902247219943e-06,1.2544931509921612e-05,0.00036914622625200676,0.0001531952853570793,0.0001697127459383165,8.926735764740395e-10,1.0074885980672775e-11,4.8742436915462904e-05,2.4353628883878738e-05,9.666492801797661e-05,1.930477461504877e-06,6.763102930755948e-06,4.411487792439153e-07,5.806225934726909e-05,1.0338752845707304e-05,1.6596703143810715e-06,1.7298124482252192e-07,4.648335341529e-09,3.802650993909935e-08,2.2550925876396398e-09,1.7130874062949703e-09,1.005361845128781e-11,9.006586214634667e-07,1.3063984250110274e-09,8.047834618776647e-15,1.260686067558579e-10,1.085425857162506e-12,0.0005993254455279733,4.246519638035079e-17,1.2960075200179881e-12,3.2801210229350546e-11,5.658006014846401e-10,5.6168848305152403e-08,4.405226301470817e-15,5.2614149966874995e-20,2.3611130034188955e-14,8.010458272648984e-15,8.765600128609344e-12
4.6867706843746614e-07,0.439930216557904,3.76,0.0,0.8988671755668287,0.9992494067354665,9.428865938584213e-06,1.316683666736652e-05,0.0003808914250560675,0.00015506248529830732,0.00017873729337042433,9.177017655548607e-10,1.0210234017202906e-11,4.984323488347504e-05,2.4740721583099652e-05,0.0001014201201462599,1.9618117471328753e-06,6.949023051443919e-06,4.659873370586996e-07,6.128959410939475e-05,1.0808639393766012e-05,1.7978550398474537e-06,1.8297137421391183e-07,5.307509690003366e-09,4.196389895258833e-08,2.3753022873867825e-09,1.849198620453544e-09,1.114023493750465e-11,9.278088625252559e-07,1.4914583397766221e-09,8.922015031948723e-15,1.3152682166357427e-10,1.1292537862009062e-12,0.0005993216505023137,4.871160574022e-17,1.3977955414646484e-12,3.603577140001399e-11,6.21519201208546e-10,6.13740903548239e-08,4.8424529044761876e-15,6.254184383281175e-20,2.6792181274796664e-14,9.027921339378516e-15,9.747576457715686e-12
4.803736249859869e-07,0.43993113703426806,3.76,0.0,0.8988507323441224,0.9992429894534107,1.018373985146811e-05,1.3795333298542663e-05,0.0003927116597104585,0.00015686789245391328,0.0001879507583974691,9.423559656829292e-10,1.0341494752911408e-11,5.091706640111153e-05,2.511500917034294e-05,0.00010624933222304608,1.992110528473066e-06,7.1354380297153745e-06,4.913900081552801e-07,6.458749314574144e-05,1.1280671231950306e-05,1.9432920997071187e-06,1.934285017137384e-07,6.037479030271555e-09,4.6169745902940276e-08,2.4980352979610473e-09,1.9931843759072232e-09,1.2312947863946982e-11,9.553386559109722e-07,1.6963810687355948e-09,9.86576344623128e-15,1.3707754405695408e-10,1.1738027700969226e-12,0.0005993178026851535,5.565953090805259e-17,1.5043493583037517e-12,3.9479662178153715e-11,6.808540376702991e-10,6.689637328426347e-08,5.308174675276296e-15,7.3964322472112e-20,3.0274462700727135e-14,1.0134743317262745e-14,1.0813937925705026e-11
4.920701815345077e-07,0.4399320630570721,3.76,0.0,0.8988340951412755,0.9992364865651062,1.0973997471893163e-05,1.4429777429185685e-05,0.00040460448435522843,0.00015861352692824406,0.00019734913713919403,9.666272726913804e-10,1.04687833232538e-11,5.196415960094067e-05,2.5476892916561428e-05,0.00011115013379726892,2.021406135586384e-06,7.322333122446356e-06,5.173450977155444e-07,6.79542015539992e-05,1.1754347786114536e-05,2.096131466763079e-06,2.0437605022375318e-07,6.8434153063652744e-09,5.0652305351294564e-08,2.6232380301338707e-09,2.1454106481338778e-09,1.3576439384778236e-11,9.832614329284909e-07,1.922617451238124e-09,1.0882873184202661e-14,1.4272142776075812e-10,1.2190807769947745e-12,0.0005993139034945858,6.3363301735834e-17,1.6157445009206477e-12,4.313892345466696e-11,7.439117491533407e-10,7.274412672491368e-08,5.803221749281685e-15,8.704848488759235e-20,3.407355917036076e-14,1.1335013606687342e-14,1.1970220563288157e-11
5.037667380830285e-07,0.4399329944465143,3.76,0.0,0.8988172677257513,0.9992299003658165,1.1799956586150174e-05,1.5069543227451641e-05,0.00041656753115300673,0.00016030134263326094,0.00020692846777653078,9.905080610475175e-10,1.0592211955426178e-11,5.298478761557628e-05,2.582676404343838e-05,0.00011612017079852152,2.0497301091041214e-06,7.509693736851892e-06,5.438410107293442e-07,7.138798088507274e-05,1.2229190651994449e-05,2.256519981873489e-06,2.158380966423233e-07,7.730681809948583e-09,5.5419664632407016e-08,2.7508574542413535e-09,2.3062610440925335e-09,1.4935572549099537e-11,1.0115905447619423e-06,2.1716720482994917e-09,1.197728402368924e-14,1.4845925634632192e-10,1.2650966228427596e-12,0.000599309954308103,7.187946640601776e-17,1.7320559647170725e-12,4.701947692063698e-11,8.107970583953661e-10,7.892558596497485e-08,6.328407963170939e-15,1.0197291752952045e-19,3.8204985849369385e-14,1.2632779129683098e-14,1.3222258629696748e-11
5.154632946315493e-07,0.43993393102853445,3.76,0.0,0.8988002538224577,0.9992232330844685,1.2661900534708608e-05,1.5714023592497133e-05,0.00042859850831440145,0.0001619332294674848,0.00021668483323613436,1.013991895864142e-09,1.0711890023835805e-11,5.397926291676589e-05,2.616500351234966e-05,0.0001211571635757637,2.0771131791700754e-06,7.697505451514925e-06,5.708662625308106e-07,7.488711188735037e-05,1.2704743479557713e-05,2.4246013851271772e-06,2.2783932957232365e-07,8.704831418624493e-09,6.047973915476507e-08,2.8808411365071776e-09,2.476137274492121e-09,1.639539820556613e-11,1.040339252444765e-06,2.445102654289541e-09,1.3153087824608018e-14,1.5429193669488457e-10,1.311859925575559e-12,0.0005993059564633822,8.126677981382589e-17,1.8533583361696164e-12,5.112712292132989e-11,8.816127229304506e-10,8.544878828095815e-08,6.884530546028105e-15,1.189281151905254e-19,4.268415400301499e-14,1.403203692077102e-14,1.4576196632527935e-11
5.2715985118007e-07,0.4399348726346369,3.76,0.0,0.8987830571114496,0.9992164868850681,1.3560079270716053e-05,1.6362630617599088e-05,0.00044069519808154017,0.0001635110154225892,0.00022661436350345028,1.0370734499597536e-09,1.0827924105878855e-11,5.4947932174841394e-05,2.649198191649171e-05,0.0001262589049043661,2.103585253420565e-06,7.885754034635783e-06,5.984094879226562e-07,7.844989689788001e-05,1.3180571771906776e-05,2.6005163490642142e-06,2.404050068734013e-07,9.771604637541846e-09,6.584026845300327e-08,3.0131372703486093e-09,2.6554595957287004e-09,1.796116189787423e-11,1.069520717512984e-06,2.74451975356315e-09,1.4414534153211574e-14,1.602204927161102e-10,1.359381060518602e-12,0.0005993019112591075,9.15861892450188e-17,1.9797259094634015e-12,5.546753881582149e-11,9.564594935644816e-10,9.23215699651466e-08,7.472369881043607e-15,1.3811666757215394e-19,4.7526339257483275e-14,1.5536727396664638e-14,1.6038501008932004e-11
5.388564077285908e-07,0.4399358191017407,3.76,0.0,0.8987656812259548,0.9992096638681347,1.4494710440821099e-05,1.701479594044752e-05,0.0004528554546934775,0.00016503646862022904,0.00023671323761241932,1.0597484256823205e-09,1.0940418037147972e-11,5.5891171591246675e-05,2.680805945226525e-05,0.0001314232579828752,2.1291754119255386e-06,8.07442545978147e-06,6.264594490819279e-07,8.207466191570187e-05,1.3656262611163182e-05,2.784402513643631e-06,2.535609132476758e-07,1.093692745985222e-08,7.150881293258e-08,3.147694703318214e-09,2.8446672213051325e-09,1.963831072029163e-11,1.0991479933120932e-06,3.071585926384177e-09,1.576603587776552e-14,1.662460592233503e-10,1.4076711170190557e-12,0.0005992978199559153,1.0290081752075176e-16,2.111232794002428e-12,6.004627780187707e-11,1.035436080380203e-09,9.955156399727466e-08,8.092689332083794e-15,1.5975342091147607e-19,5.274665232124604e-14,1.7150728279986523e-14,1.7615971402637495e-11
5.505529642771116e-07,0.4399367702720183,3.76,0.0,0.8987481297506813,0.9992027660721411,1.5465980482147656e-05,1.7669970991869923e-05,0.0004650772023488228,0.00016651129928167826,0.0002469776853491135,1.0820134812262813e-09,1.1049472966595626e-11,5.680938266231332e-05,2.711358595369143e-05,0.00013664815443321015,2.153911907682103e-06,8.263505919380025e-06,6.550050423945518e-07,8.575975838829906e-05,1.4131424321912395e-05,2.9763945227181406e-06,2.6733331802932965e-07,1.22069090610693e-08,7.749275125321334e-08,3.2844629601852876e-09,3.044218702815507e-09,2.1432500104066704e-11,1.1292340169290034e-06,3.4280152083566075e-09,1.7212174711518268e-14,1.7236987596623033e-10,1.4567418562982038e-12,0.0005992936837772114,1.1527594377595336e-16,2.247953012995887e-12,6.486876816659936e-11,1.1186391256753284e-09,1.071461983090865e-07,8.746235129629346e-15,1.8406561076363067e-19,5.836001216629193e-14,1.887784917185987e-14,1.9315751476112395e-11
5.622495208256324e-07,0.4399377259927413,3.76,0.0,0.8987304062203859,0.9991957954749636,1.647404573052434e-05,1.832762715183857e-05,0.0004773584331749697,0.00016793716163220534,0.00025740398869552266,1.1038661612318677e-09,1.1155187411940523e-11,5.7702988341996485e-05,2.7408900979684884e-05,0.00014193159231258622,2.177822171776041e-06,8.45298183614978e-06,6.840353043207813e-07,8.950356473511083e-05,1.4605686080361188e-05,3.176624061838004e-06,2.8174893332332543e-07,1.3587839339974665e-08,8.379927830620946e-08,3.4233922625090512e-09,3.25459228056524e-09,2.3349600509451896e-11,1.1597916017280454e-06,3.815572406902617e-09,1.8757706682524156e-14,1.7859328182154901e-10,1.5066056705260045e-12,0.0005992895039099827,1.2877898201442745e-16,2.3899605936284745e-12,6.99403129312878e-11,1.2061631833635124e-09,1.151126946011924e-07,9.43373631178038e-15,2.1129296006969599e-19,6.438112163152667e-14,2.072182674856136e-14,2.1145339204819387e-11
5.739460773741532e-07,0.43993868611612674,3.76,0.0,0.8987125141186731,0.9991887539953294,1.751903353529602e-05,1.898725582150607e-05,0.000489697205212923,0.00016931565574225456,0.0002679884830394103,1.125304831450158e-09,1.1257657314309785e-11,5.857242957159428e-05,2.7694333944221925e-05,0.0001472716341451064,2.200932822344499e-06,8.642839872650232e-06,7.1353941639237e-07,9.33044876316927e-05,1.5078697477071892e-05,3.3852198972089845e-06,2.968348726280511e-07,1.5086186318757192e-08,9.043540374198339e-08,3.564433545055243e-09,3.476286204056797e-09,2.5395703998967028e-11,1.1908334304679192e-06,4.236072378339383e-09,2.040756751001416e-14,1.849177091428987e-10,1.5572755431162468e-12,0.000599285281505772,1.434794575904313e-16,2.537329649409715e-12,7.526608985854731e-11,1.2981007043600904e-09,1.2345806767093464e-07,1.0155904715875193e-14,2.4168775124552113e-19,7.082444540214723e-14,2.268632055321084e-14,2.3112596604644976e-11
5.85642633922674e-07,0.4399396504991858,3.76,0.0,0.8986944568770033,0.9991816434942641,1.8601043376223535e-05,1.9648368419857497e-05,0.0005020916404266921,0.00017064832930755445,0.0002787275581759905,1.146328617255773e-09,1.1356976092436226e-11,5.9418162145003254e-05,2.7970204279409525e-05,0.000152666404980942,2.223269676470464e-06,8.833066939137498e-06,7.435067094417867e-07,9.71609630776477e-05,1.5550128040886597e-05,3.6023079156312524e-06,3.126186100686365e-07,1.6708593415013534e-08,9.740795100419274e-08,3.7075384694051515e-09,3.7098190226675372e-09,2.757713066872322e-11,1.222372048976365e-06,4.691379269089755e-09,2.2166877867818144e-14,1.9134467826910965e-10,1.6087650102352665e-12,0.0005992810176815164,1.5944898176836954e-16,2.6901344551870914e-12,8.085115179056512e-11,1.3945420274852222e-09,1.3218912521091027e-07,1.091343501633967e-14,2.7551487361651463e-19,7.770419029776808e-14,2.4774909351529904e-14,2.522575884788405e-11
5.973391904711947e-07,0.4399406190035749,3.76,0.0,0.8986762378738815,0.999174465776531,1.9720147978303392e-05,2.0310496313197324e-05,0.0005145399227447842,0.00017193667937030803,0.00028961765912519907,1.1669373457914573e-09,1.1453234697062607e-11,6.024065387943645e-05,2.8236821622741677e-05,0.000158114090489707,2.244857764251208e-06,9.023650199898462e-06,7.739266671554988e-07,0.00010107145727034183,1.601966673114529e-05,3.828011165257671e-06,3.2912794035752824e-07,1.8461876598028253e-08,1.0472355682865701e-07,3.85265943507585e-09,3.955729846961186e-09,2.990043491595793e-11,1.254419860358685e-06,5.18340572450351e-09,2.4040948516967616e-14,1.9787579219121453e-10,1.6610881235149498e-12,0.0005992767135203144,1.7676122451049846e-16,2.848449515188122e-12,8.670042728827838e-11,1.4955753754257673e-09,1.4131246803850772e-07,1.1707004804595185e-14,3.130518385785723e-19,8.503428779469084e-14,2.6991088026503707e-14,2.749344272769647e-11
6.090357470197155e-07,0.4399415914954504,3.76,0.0,0.8986578604342107,0.9991672225920621,2.087639442089402e-05,2.097319068481428e-05,0.0005270402961388258,0.00017318215398347863,0.0003006552867841626,1.1871314915461342e-09,1.1546521664513223e-11,6.104038206489965e-05,2.849448602224244e-05,0.00016361293509235627,2.2657213444918255e-06,9.214577078217631e-06,8.047889290261954e-07,0.00010503446730387042,1.6487021404336823e-05,4.062449897033701e-06,3.4639093958578357e-07,2.0353021441014573e-08,1.123886711685009e-07,3.999749588416793e-09,4.214578581150095e-09,3.237241152299399e-11,1.286989119717707e-06,5.714112068559511e-09,2.6035285291187892e-14,2.0451273137742331e-10,1.7142594139630598e-12,0.0005992723700724055,1.9549188563477978e-16,3.0123496244785066e-12,9.281872154363942e-11,1.6012868553341761e-09,1.5083449071994173e-07,1.2537274707200359e-14,3.545887685225502e-19,9.282837869740982e-14,2.933826498538254e-14,2.992465443640767e-11
6.207323035682363e-07,0.4399425678453258,3.76,0.0,0.8986393278287922,0.9991599156373747,2.2069805238047904e-05,2.1636022351353337e-05,0.0005395910627424243,0.0001743861538200549,0.0003118369984310238,1.206912125183642e-09,1.1636923169420809e-11,6.181783116881819e-05,2.8743488155062297e-05,0.00016916124013419568,2.2858839216367583e-06,9.405835260112134e-06,8.360832927647689e-07,0.00010904852171040389,1.695191826044174e-05,4.30574160670161e-06,3.6443592693531966e-07,2.2389180080252283e-08,1.204095575101371e-07,4.1487628295028145e-09,4.486946127296183e-09,3.5000101539880134e-11,1.3200919293639276e-06,6.285505457510743e-09,2.8155593920271912e-14,2.1125724875540265e-10,1.7682938570591833e-12,0.0005992679883560227,2.1571866447835735e-16,3.181909924284039e-12,9.921071753945891e-11,1.7117604636769325e-09,1.6076138255517443e-07,1.3404888538638376e-14,4.004283653767477e-19,1.010997998674294e-13,3.181976004860067e-14,3.2528796628518156e-11
6.324288601167571e-07,0.4399435479279338,3.76,0.0,0.8986206432739587,0.9991525465569764,2.3300379507319986e-05,2.229858153184812e-05,0.0005521905810125303,0.00017555003372909554,0.00032315940809440007,1.2262808654499958e-09,1.1724523077607694e-11,6.257349077433916e-05,2.8984109555934558e-05,0.0001747573621008345,2.3053682636253426e-06,9.597412696957508e-06,8.67799716225429e-07,0.00011311218085942293,1.7414101273615324e-05,4.5580010772636625e-06,3.8329142739114735e-07,2.45776680914876e-08,1.287922935468675e-07,4.2996538172143045e-09,4.77343456190006e-09,3.779079794980118e-11,1.3537402344954343e-06,6.899639010374176e-09,3.040778467808221e-14,2.1811116485096478e-10,1.823206839023092e-12,0.0005992635693580909,2.375212281976872e-16,3.3572059516200636e-12,1.058809774331516e-10,1.8270780949721076e-09,1.7109912889242253e-07,1.43104734854414e-14,4.5088585172354e-19,1.0986157291001402e-13,3.443880278799759e-14,3.53156747444722e-11
