Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68)
3.4516805801261204e-08,0.5731237800469259,3.76,0.0,0.5527068955018015,0.9999989219790828,2.1511113042101517e-10,9.835707406332492e-09,1.6178730600950306e-05,1.546952514311379e-05,4.885688350353451e-07,4.723476895645137e-12,7.688056867941052e-13,6.222446178763822e-07,5.467223075780548e-07,1.07836943432489e-07,5.387585718761775e-08,4.1244375316628963e-07,3.4016622024324977e-10,2.27166390415607e-08,1.017074269691995e-08,4.3643716797907333e-10,6.78733013398365e-10,2.4014255588150485e-15,1.358141321527733e-13,7.262004431839075e-12,5.155496239930445e-13,6.717964368890302e-20
3.546738049290551e-08,0.573123828883662,3.76,0.0,0.5527064329280293,0.9999988737094458,2.392300958542122e-10,1.0644552062935891e-08,1.662801877733315e-05,1.5877519971499537e-05,5.070393154627617e-07,4.9820409578614734e-12,7.897077983011001e-13,6.555805472701608e-07,5.740763057824372e-07,1.1650910084101399e-07,5.731851455539695e-08,4.2381070728986326e-07,3.575915618555484e-10,2.4606014415036744e-08,1.099083713702309e-08,4.633590318418193e-10,7.160749154062721e-10,2.6381874937201592e-15,1.5174547882600502e-13,7.541451052857017e-12,5.590029282029588e-13,7.380950084303195e-20
3.6417955184549816e-08,0.5731238777663394,3.76,0.0,0.5527059699230955,0.9999988244580187,2.653043070180135e-10,1.149558983478032e-08,1.7077634988278483e-05,1.628457663017993e-05,5.259399620564211e-07,5.246964432225604e-12,8.105680963589468e-13,6.89711004042205e-07,6.019397143158141e-07,1.2560855141008085e-07,6.085994366197779e-08,4.3517834864950947e-07,3.754768330139068e-10,2.6595154779961924e-08,1.185265550358865e-08,4.912962536397973e-10,7.543865537259173e-10,2.89305659983984e-15,1.6908916061515168e-13,7.827361271187311e-12,6.048137293833578e-13,8.094769496570996e-20
3.736852987619412e-08,0.5731239266957984,3.76,0.0,0.5527055064752624,0.9999987742259245,2.9343432236575563e-10,1.2389794495985583e-08,1.7527588458464753e-05,1.669069727515435e-05,5.452824805668619e-07,5.518207378866702e-12,8.313866542811041e-13,7.246304959144462e-07,6.303025720891835e-07,1.3514310203374e-07,6.449872622892733e-08,4.4654669424608796e-07,3.9383054596119935e-10,2.8686401630368383e-08,1.2757113913295237e-08,5.202725035456499e-10,7.936656386123068e-10,3.1671461074831035e-15,1.8793485901423863e-13,8.119919686687592e-12,6.530424358492352e-13,8.862567196477287e-20
3.831910456783843e-08,0.573123975672862,3.76,0.0,0.5527050425729388,0.9999987230142864,3.237229861510941e-10,1.3328132761204393e-08,1.7977888278224807e-05,1.7095884057457406e-05,5.650784289923486e-07,5.795730041898788e-12,8.521635452528609e-13,7.603335588279205e-07,6.591550758726354e-07,1.451204066945909e-07,6.823342539655322e-08,4.579157609574753e-07,4.1266159652293367e-10,3.0882080251558704e-08,1.3705120279557706e-08,5.503120897587903e-10,8.33909886033724e-10,3.461629381313385e-15,2.0837612320788836e-13,8.419308646463793e-12,7.037493174623919e-13,9.68765970697268e-20
3.9269679259482734e-08,0.5731240246983377,3.76,0.0,0.5527045782046823,0.9999986708242291,3.562754118250516e-10,1.4311564317150385e-08,1.842854340198836e-05,1.750013912317042e-05,5.853392161071614e-07,6.079492848661539e-12,8.728988423347213e-13,7.968147568106015e-07,6.884875778596334e-07,1.5554796888811166e-07,7.206258970582324e-08,4.69285565539217e-07,4.319792386896019e-10,3.3184499803332835e-08,1.4697574359480383e-08,5.814399505033029e-10,8.751170176827399e-10,3.777742626045049e-15,2.305104770385376e-13,8.725708213865873e-12,7.569945061469333e-13,1.057354340173695e-19
4.022025395112704e-08,0.5731240737730163,3.76,0.0,0.5527041133591994,0.9999986176568784,3.911989655071292e-10,1.534104185390916e-08,1.887956264708063e-05,1.7903464613433004e-05,6.060761003448704e-07,6.369456408953325e-12,8.935926185135317e-13,8.34068681845804e-07,7.182905832687469e-07,1.6643314400956863e-07,7.598475668675067e-08,4.806561246251756e-07,4.517930601764847e-10,3.559595340282405e-08,1.5735367800549853e-08,6.136816459447916e-10,9.1728476098807e-10,4.1167876623764774e-15,2.5443952619620833e-13,9.039296143804614e-12,8.128379964061433e-13,1.1523902647101143e-19
4.1170828642771346e-08,0.5731241228976734,3.76,0.0,0.5527036480253467,0.9999985635133606,4.286032495299985e-10,1.641751109604726e-08,1.933095469284191e-05,1.8305862664454565e-05,6.273001890015291e-07,6.6655815142754e-12,9.14244946717141e-13,8.720899537411649e-07,7.485547479822561e-07,1.777831417040756e-07,7.99984560888828e-08,4.920274547281765e-07,4.721129589416358e-10,3.811871820694577e-08,1.6819384187072835e-08,6.470633500451718e-10,9.604108491272869e-10,4.480134773781763e-15,2.802690654902743e-13,9.360247863817533e-12,8.713396458406808e-13,1.2542618170759727e-19
4.212140333441565e-08,0.5731241720730692,3.76,0.0,0.5527031821921321,0.9999985083948034,4.686000860573044e-10,1.7541910833532708e-08,1.978272808003586e-05,1.8707335407525764e-05,6.490224377262952e-07,6.967829137088017e-12,9.34855899788973e-13,9.108732199981994e-07,7.792708762210657e-07,1.8960502818037406e-07,8.410221278695787e-08,5.033995722406496e-07,4.929491206414429e-10,4.075505549445106e-08,1.7950499086364315e-08,6.816118423729489e-10,1.0044930210403915e-09,4.869225624693198e-15,3.0810918606890143e-13,9.688736460263887e-12,9.325591756680489e-13,1.3633775660526025e-19
4.307197802605996e-08,0.573124221299948,3.76,0.0,0.5527027158487143,0.9999984523023354,5.113035007741341e-10,1.8715172952479524e-08,2.0234891210516694e-05,1.9107884969029944e-05,6.712536502699881e-07,7.276160430067624e-12,9.554255504709131e-13,9.50413155682435e-07,8.104299182553568e-07,2.0190572848889977e-07,8.829454939179757e-08,5.147724934352683e-07,5.143119970019844e-10,4.3507210747606434e-08,1.9129580094690625e-08,7.173544998847575e-10,1.0495290214442555e-09,5.285576250526703e-15,3.3807438245874165e-13,1.0024932669084342e-11,9.965561712432891e-13,1.4801674596237123e-19
4.4022552717704264e-08,0.5731242705790396,3.76,0.0,0.5527022489844031,0.9999983952370861,5.568297066497517e-10,1.9938222465727217e-08,2.0687452347129037e-05,1.9507513470454623e-05,6.940044784651314e-07,7.590536725361027e-12,9.759539714125417e-13,9.907044632941255e-07,8.420229681504318e-07,2.1469202876468369e-07,9.257398859344096e-08,5.261462344655861e-07,5.362122850834848e-10,4.637741373348215e-08,2.0357486882971838e-08,7.543192886921102e-10,1.0955166008479285e-09,5.73078011992743e-15,3.7028365930467855e-13,1.0369004870669781e-11,1.0633900825808613e-12,1.605083731778393e-19
4.497312740934857e-08,0.5731243199110594,3.76,0.0,0.5527017815886589,0.999998337200186,6.052970877722224e-10,2.1211977543265116e-08,2.1140419613816537e-05,1.9906223028402813e-05,7.172854224136607e-07,7.910919533841629e-12,9.964412351841217e-13,1.0317418726395426e-06,8.740412615472097e-07,2.2797057843562807e-07,9.693905526089591e-08,5.375208113666679e-07,5.586609074145307e-10,4.9367878584860206e-08,2.1635071242247443e-08,7.925347558257568e-10,1.1424535155688301e-09,6.206511269537812e-15,4.048606376962532e-13,1.072111908845139e-11,1.1331202248776654e-12,1.7386018332112956e-19
4.5923702100992876e-08,0.5731243692967073,3.76,0.0,0.552701313651093,0.9999982781927671,6.568261832545815e-10,2.2537349542510462e-08,2.159380099591752e-05,2.0304015754604443e-05,7.411068308605915e-07,8.237270544371755e-12,1.0168874142753074e-12,1.0735201407028448e-06,9.06476173476845e-07,2.4174789239668563e-07,1.0138827832075131e-07,5.488962400557207e-07,5.816689929722758e-10,5.2480803880762374e-08,2.2963177128908778e-08,8.320300210088306e-10,1.1903375277498185e-09,6.7145275115148436e-15,4.419336609736818e-13,1.1081438990839014e-11,1.2058057790371738e-12,1.8812213861916347e-19
4.782485148428149e-08,0.5731244682316189,3.76,0.0,0.5527003761096911,0.999998157270903,7.695623529895911e-10,2.5346555853314526e-08,2.2501837357981463e-05,2.1096859134390243e-05,7.904116831980489e-07,8.907724812584409e-12,1.0576568079264317e-12,1.159278416045921e-06,9.725620372159742e-07,2.7082421283175096e-07,1.1053333904508726e-07,5.716497158810213e-07,6.294089955268207e-10,5.908275283299604e-08,2.57742904059341e-08,9.149792387317539e-10,1.288937922301509e-09,7.834885338696761e-15,5.241054555645836e-13,1.1827338786753833e-11,1.3602791782461932e-12,2.1958901561831786e-19
4.97260008675701e-08,0.5731245673890971,3.76,0.0,0.552699436280076,0.999998032480567,8.960450222688401e-10,2.8372997148013926e-08,2.3411622565158256e-05,2.1886060406619858e-05,8.419988224335416e-07,9.601596572853351e-12,1.0982627305179881e-12,1.247937883922753e-06,1.040214266519849e-06,3.019704990484356e-07,1.1999754257439786e-07,5.944067869456943e-07,6.795247826652527e-10,6.620054118289509e-08,2.8797423376380763e-08,1.0034110424761495e-09,1.3912999988603326e-09,9.10771819764822e-15,6.179242117489801e-13,1.2607966757503047e-11,1.5272810615529811e-12,2.553608321094657e-19
5.162715025085871e-08,0.5731246667742459,3.76,0.0,0.5526984940844893,0.9999979038308484,1.0373144596367213e-09,3.162372209157282e-08,2.432321557493415e-05,2.267163629085489e-05,8.959456619666727e-07,1.0318585669128179e-11,1.1387057587942966e-12,1.3394575656743805e-06,1.1093686643852867e-06,3.3523424118447647e-07,1.2976941599552407e-07,6.171675764079807e-07,7.321110615891762e-10,7.385120575444245e-08,3.2039050205620314e-08,1.0975781741714257e-09,1.4974060662299961e-09,1.0550448456738104e-14,7.245973049967982e-13,1.3424548282027064e-11,1.7072800953259253e-12,2.959346110526387e-19
5.3528299634147323e-08,0.5731247663919598,3.76,0.0,0.5526975494475009,0.9999977713308528,1.1944438932491423e-09,3.510567321108311e-08,2.523667320305973e-05,2.3453603429769827e-05,9.523272765712888e-07,1.105839472333787e-11,1.1789864681225276e-12,1.4337969053854013e-06,1.1799630654642326e-06,3.706609743725911e-07,1.398376728972095e-07,6.399322055997487e-07,7.872642838238011e-10,8.205154211350546e-08,3.550552396999747e-08,1.1977417603038772e-09,1.607238528364186e-09,1.2182171800923002e-14,8.454175574218624e-13,1.4278272095795288e-11,1.90074284790956e-12,3.4185606809588013e-19
5.5429449017435935e-08,0.5731248662469279,3.76,0.0,0.5526966022959701,0.9999976349897024,1.3685390128863775e-09,3.882568783604417e-08,2.6152050161420617e-05,2.4231978389509396e-05,1.0112164425190515e-06,1.1820729112467334e-11,1.2191054324844197e-12,1.5309157659232057e-06,1.2519372738695924e-06,4.0829434058246716e-07,1.5019123734419203e-07,6.627007940458853e-07,8.450822163777641e-10,9.081810705446265e-08,3.920307805082678e-08,1.3041710591050708e-09,1.720779885128437e-09,1.4023777496990181e-14,9.817664052676064e-13,1.517029086282535e-11,2.108133806639739e-12,3.9372327721148314e-19
5.733059840072455e-08,0.5731249663436428,3.76,0.0,0.5526956525590024,0.9999974948165355,1.5607374762638192e-09,4.2790499032735466e-08,2.7069399099476396e-05,2.500677766004424e-05,1.072683681214682e-06,1.2605296945811277e-11,1.2590632244538634e-12,1.6307744250126223e-06,1.3252330028200034e-06,4.481761486254087e-07,1.608192624457644e-07,6.854734594834998e-07,9.056635516447634e-10,1.0016722106414933e-07,4.313782751536153e-08,1.4171432121487929e-09,1.8380127331176918e-09,1.609807313528335e-14,1.135116988017695e-12,1.6101721813196484e-11,2.3299153949168685e-12,4.521904999829244e-19
5.923174778401316e-08,0.5731250666864057,3.76,0.0,0.5526947001679031,0.9999973508205062,1.7722084196232625e-09,4.700673653294793e-08,2.7988770648497183e-05,2.5778017655524906e-05,1.136797305574667e-06,1.3411809042395878e-11,1.2988604151981283e-12,1.7333335713458058e-06,1.3997938160745109e-06,4.903464323706708e-07,1.7171114433839862e-07,7.082503178809373e-07,9.691075535114324e-10,1.1011497076328521e-07,4.731577048489845e-08,1.5369430006504123e-09,1.9589197665294997e-09,1.842991380092597e-14,1.3070371527083654e-12,1.7073647432452448e-11,2.5665479893366344e-12,5.179721809918311e-19
6.113289716730177e-08,0.5731251672793325,3.76,0.0,0.5526937450561307,0.9999972030107855,2.004151972704069e-09,5.1480927657090166e-08,2.891021346815704e-05,2.6545714714634095e-05,1.2036234687091519e-06,1.4239978908575443e-11,1.3384975744879793e-12,1.838554300728102e-06,1.4755650711628573e-06,5.348435071678148e-07,1.8285653201763669e-07,7.310314834566028e-07,1.0355137385224484e-09,1.2067721132492913e-07,5.174278948979996e-08,1.6638626067587893e-09,2.0834837780941385e-09,2.1046335739027444e-14,1.49919236668588e-12,1.8087116195215308e-11,2.8184899368799167e-12,5.918471158497528e-19
6.303404655059038e-08,0.57312526812636,3.76,0.0,0.5526927871592447,0.9999970513965594,2.2577987781189583e-09,5.621949823183706e-08,2.983377429483796e-05,2.7309885100937182e-05,1.273226214262608e-06,1.508952271580995e-11,1.377975270693524e-12,1.946398112260031e-06,1.5524938643796357e-06,5.817040245068355e-07,1.9424533369719557e-07,7.538170686975924e-07,1.1049815900205276e-09,1.3186956886990739e-07,5.642465281146119e-08,1.7982013801213143e-09,2.2116876600619953e-09,2.3976694495724037e-14,1.71334853319339e-12,1.9143143331671498e-11,3.0861975721630437e-12,6.746627960630445e-19
6.4935195933879e-08,0.5731253692312515,3.76,0.0,0.5526918264148577,0.9999968959870299,2.5344095150663392e-09,6.122877350262223e-08,3.0759497990891974e-05,2.8070545003230968e-05,1.3456675276639492e-06,1.596015927861855e-11,1.4172940707742314e-12,2.056826904554747e-06,1.6305289774670979e-06,6.309630249912527e-07,2.0586772052297145e-07,7.766071843781371e-07,1.1776103021748753e-09,1.437074428396598e-07,6.136701581153631e-08,1.940265609912091e-09,2.3435144052472852e-09,2.7252807410876502e-14,1.9513747057739855e-12,2.0242711613620738e-11,3.370125234748748e-12,7.673399316827255e-19
6.683634531716761e-08,0.5731254705976025,3.76,0.0,0.552690862762582,0.999996736791414,2.8352744273104884e-09,6.651497904119391e-08,3.168742759431045e-05,2.882771053589079e-05,1.4210073877382767e-06,1.685161003270268e-11,1.4564545402775292e-12,2.169802971990304e-06,1.709620825913873e-06,6.826539896968891e-07,2.1771412826556714e-07,7.994019395778643e-07,1.2534985510154302e-09,1.562060083469545e-07,6.657542224871669e-08,2.0903683024006e-09,2.4789471081270515e-09,3.0909100326420926e-14,2.215245698485044e-12,2.1386772150309837e-11,3.670725286518608e-12,8.708771525440945e-19
6.873749470045622e-08,0.5731255722288461,3.76,0.0,0.5526898961439783,0.9999965738189449,3.1617128554085476e-09,7.208424164830708e-08,3.261760436850126e-05,2.9581397739215878e-05,1.4993038183830328e-06,1.7763599013238543e-11,1.4954572433413263e-12,2.2852890009964113e-06,1.7897214088218781e-06,7.368088899640331e-07,2.2977525733849383e-07,8.222014416998745e-07,1.332744290348437e-09,1.693802185046685e-07,7.20553055831835e-08,2.2488289640756764e-09,2.61796896599491e-09,3.4982758415371165e-14,2.5070445893404284e-12,2.25762451887417e-11,3.988448129108754e-12,9.863558905425543e-19
7.063864408374483e-08,0.5731256741282577,3.76,0.0,0.5526889265025068,0.99999640707887,3.5150727731845495e-09,7.794259025156883e-08,3.3550067851961255e-05,3.0331622579773066e-05,1.5806129400981096e-06,1.8695852833340798e-11,1.5343027426915998e-12,2.403248066375543e-06,1.8707842603048434e-06,7.934582356595834e-07,2.4204207139090233e-07,8.450057964886407e-07,1.4154445708006487e-09,1.8324480673271877e-07,7.781199026878327e-08,2.4159733903264004e-09,2.7605632801691956e-09,3.951388105265851e-14,2.828965114769033e-12,2.3812020914699794e-11,4.3237422214112894e-12,1.1149454462419125e-18
7.253979346703344e-08,0.573125776298961,3.76,0.0,0.5526879537834737,0.9999962365804518,3.896730328436219e-09,8.409595679847771e-08,3.4484855907609426e-05,3.107840095073877e-05,1.66498902113679e-06,1.9648100662695667e-11,1.5729915996375833e-12,2.5236436276581576e-06,1.9527644023755422e-06,8.526311219520585e-07,2.545057947527904e-07,8.678151080477264e-07,1.50169538016028e-09,1.9781428904330235e-07,8.385069303302098e-08,2.592133459672634e-09,2.906713457254922e-09,4.4545640629027077e-14,3.1833139534589865e-12,2.5094960250304296e-11,4.677054097144068e-12,1.2579082427530371e-18
7.444094285032205e-08,0.5731258787439321,3.76,0.0,0.5526869779339829,0.9999960623329665,4.308089387843916e-09,9.055017714471351e-08,3.542200477155178e-05,3.1821748672239356e-05,1.752484528051126e-06,2.0620074206360935e-11,1.611524374069985e-12,2.646439525491625e-06,2.0356182992722144e-06,9.143552746489914e-07,2.6715790901069094e-07,8.906294788573284e-07,1.5915915031060447e-09,2.1310296630469195e-07,9.017652414501172e-08,2.777646933510158e-09,3.056403010458738e-09,5.012444518774771e-14,3.572512898607358e-12,2.6425895644014806e-11,5.048828382491555e-12,1.4166052693891866e-18
7.634209223361067e-08,0.5731259814660047,3.76,0.0,0.5526859989028858,0.9999958843457054,4.750581086051734e-09,9.731099193770614e-08,3.6361549101115894e-05,3.256168149168967e-05,1.8431501754712277e-06,2.1611507683731394e-11,1.6499016244608685e-12,2.77159997806247e-06,2.119303813176621e-06,9.786570941442498e-07,2.799901489238907e-07,9.134490097916443e-07,1.6852263985644095e-09,2.291249264838283e-07,9.679448867152258e-08,2.9728572613024366e-09,3.2096155609559747e-09,5.630010476090311e-14,3.9991009181193294e-12,2.780563185016072e-11,5.4395078138197926e-12,1.592501717775913e-18
7.824324161689928e-08,0.5731260844678742,3.76,0.0,0.5526850166407322,0.9999957026279728,5.2256633788994425e-09,1.0438404749548075e-07,3.730352202205756e-05,3.329821508413021e-05,1.937034975022965e-06,2.262213780766935e-11,1.6881239078618575e-12,2.899089577551624e-06,2.2037801612818374e-06,1.0455616980171636e-06,2.929944978202749e-07,9.362738001360675e-07,1.7826920931715364e-09,2.4589404686790294e-07,1.0370948772120223e-07,3.178113391131628e-09,3.3663348393089646e-09,6.31260012879466e-14,4.465736102673992e-12,2.923494669623658e-11,5.849533255468821e-12,1.7871728135677786e-18
8.014439100018789e-08,0.5731261877521028,3.76,0.0,0.5526840310997237,0.9999955171890866,5.734820600787155e-09,1.1177489668076364e-07,3.824795517486828e-05,3.4031365052562337e-05,2.034186283314255e-06,2.365170376379892e-11,1.7261917799013973e-12,3.0288732866223725e-06,2.2890078741707313e-06,1.1150929623225247e-06,3.061631825822739e-07,9.591039476042126e-07,1.8840790894675077e-09,2.6342399626510363e-07,1.1092631967708231e-07,3.3937695855156893e-09,3.526544686935815e-09,7.065926200015461e-14,4.975197501891072e-12,3.071459183665149e-11,6.279343717626204e-12,2.0023098472348796e-18
8.20455403834765e-08,0.5731262913211234,3.76,0.0,0.552683042233666,0.9999953280383779,6.279563026151793e-09,1.1948899977033643e-07,3.919487876011625e-05,3.476114692828204e-05,2.1346498489240107e-06,2.4699947189962533e-11,1.7641057947831094e-12,3.1609164349407036e-06,2.374948755465731e-06,1.187273561610828e-06,3.194886683297072e-07,9.819395483547691e-07,1.9894762875142162e-09,2.8172823718471097e-07,1.1844968141744247e-07,3.620185242394669e-09,3.6902290576287113e-09,7.896093614962183e-14,5.530386849161165e-12,3.2245293491687344e-11,6.7293763742854566e-12,2.239726407491712e-18
8.584783915005373e-08,0.5731264993226505,3.76,0.0,0.5526810543493775,0.9999949386388804,7.481971693329155e-09,1.3590835100995696e-07,4.109631109266017e-05,3.6210668170227996e-05,2.3456889779619656e-06,2.685144514313591e-11,1.8394744627576048e-12,3.4316441824266936e-06,2.5488233725491727e-06,1.3396676842638761e-06,3.465810608359634e-07,1.0276274866627974e-06,2.2126485188648413e-09,3.207124250183962e-07,1.3443428145554934e-07,4.106757186663063e-09,4.0279577548268895e-09,9.813442293555052e-14,6.790179029067105e-12,3.546264833503212e-11,7.691847894739839e-12,2.7893033471830103e-18
8.965013791663095e-08,0.5731267084894913,3.76,0.0,0.5526790526486941,0.9999945345043773,8.845473975253967e-09,1.536839644370303e-07,4.30080334815644e-05,3.7646901638805005e-05,2.5704879067825964e-06,2.90746130439698e-11,1.914234316870551e-12,3.7110026672167783e-06,2.72512244670589e-06,1.5029028754498564e-06,3.742159485427958e-07,1.0733383538610309e-06,2.452885695355123e-09,3.629502659990519e-07,1.5169887841993519e-07,4.640800634685909e-09,4.379394869510464e-09,1.212202142903088e-13,8.270838656978088e-12,3.88923393412498e-11,8.74040917324848e-12,3.453108640351652e-18
9.345243668320817e-08,0.5731269188368742,3.76,0.0,0.5526770368152981,0.9999941157099498,1.0383042114172219e-08,1.7285627674448668e-07,4.493024007780593e-05,3.906996903665383e-05,2.8093592803239683e-06,3.13674702163877e-11,1.9883897393240734e-12,3.9987273911086424e-06,2.90358239503771e-06,1.6771210854108903e-06,4.02341053650328e-07,1.119072864923037e-06,2.7108358773878e-09,4.0854225115172286e-07,1.7027751506174902e-07,5.225358523095277e-09,4.744416243291443e-09,1.4886663453550485e-13,1.0000147046290436e-11,4.25393322582198e-11,9.87849335201756e-12,4.250737984701377e-18
9.72547354497854e-08,0.5731271303783126,3.76,0.0,0.5526750065544234,0.9999936823308543,1.2108022681651563e-08,1.9346432506154497e-07,4.686310598380863e-05,4.047999095061343e-05,3.0625941542178064e-06,3.3728073302105865e-11,2.0619450893948023e-12,4.294559404690266e-06,3.0839565298879664e-06,1.8624484825524553e-06,4.309073625284947e-07,1.1648317115056045e-06,2.9871175160986085e-09,4.5758577311414735e-07,1.9020272335950847e-07,5.863540436147075e-09,5.122899677558406e-09,1.8180275387784913e-13,1.2007977038261337e-11,4.6408251154974436e-11,1.110950595117908e-11,5.2044155504521985e-18
9.999999999999998e-08,0.5731273431257581,3.76,0.0,0.5526735315791775,0.9999933604066621,1.3477682540447856e-08,2.0925717531562537e-07,4.826535327775289e-05,4.1489986361682505e-05,3.2545124824865667e-06,3.547346869627114e-11,2.114681561408806e-12,4.513047142905744e-06,3.215246046483305e-06,2.003224435811708e-06,4.517805233334818e-07,1.1978851631451273e-06,3.1983219682885977e-09,4.951942232367614e-07,2.0544341109108585e-07,6.359430245602999e-09,5.404465935487999e-09,2.0932772360472248e-13,1.3648735852275907e-11,4.934201290369189e-11,1.2057973612187199e-11,6.0040185603531964e-18
1.0105703421636262e-07,0.5731273431257581,3.76,0.0,0.5526729615916205,0.9999932344425065,1.403412351789202e-08,2.1554577359934967e-07,4.880678844536253e-05,4.1877086862013044e-05,3.3304632333111737e-06,3.615451564131137e-11,2.1349047033981553e-12,4.598245203506281e-06,3.266014037734866e-06,2.0589964643549915e-06,4.5986894483699157e-07,1.2106155624490937e-06,3.2823191212660815e-09,5.101751910945423e-07,2.1150556086223738e-07,6.55851801174383e-09,5.514724993009042e-09,2.2084472415215332e-13,1.4326322676547072e-11,5.050339798959448e-11,1.2436825468467504e-11,6.3392470182576606e-18
1.0485933298293985e-07,0.5731275570896608,3.76,0.0,0.5526709016715889,0.9999927721204708,1.6175400913566716e-08,2.3913693998645645e-07,5.0761427978163485e-05,4.32613751568681e-05,3.613218043551132e-06,3.864492666275162e-11,2.207272894656386e-12,4.909536626059297e-06,3.4495390171260027e-06,2.2668626093357156e-06,4.891827790783236e-07,1.2564250642682842e-06,3.5969992409157806e-09,5.664018946516912e-07,2.3421564635936908e-07,7.3135206018097094e-09,5.919774091659022e-09,2.6690225093660523e-13,1.698932293810294e-11,5.4828771132488796e-11,1.3863803986784854e-11,7.683488008577778e-18
1.0866163174951707e-07,0.5731277722790914,3.76,0.0,0.5526688265570735,0.999992295440446,1.8546247032085855e-08,2.642728212903975e-07,5.2727149431698594e-05,4.4632973135980464e-05,3.911092040033652e-06,4.119747128312808e-11,2.279053953468888e-12,5.228190753617631e-06,3.6343295725778554e-06,2.486131573136269e-06,5.188085849345069e-07,1.3022608416338927e-06,3.931686698650879e-09,6.263543663141279e-07,2.5836119488507307e-07,8.131831174506742e-09,6.337931021197622e-09,3.2098518836789944e-13,2.003327980053352e-11,5.938808288753206e-11,1.5393767790234566e-11,9.268828716178316e-18
1.124639305160943e-07,0.5731279887018211,3.76,0.0,0.5526667360278215,0.9999918044782532,2.1161377576720055e-08,2.9098711971414493e-07,5.4704062991348875e-05,4.599199702494164e-05,4.2243016521133965e-06,4.381034931594637e-11,2.3502521470865245e-12,5.553969811852736e-06,3.820196963403288e-06,2.71687592977503e-06,5.48708662554444e-07,1.3481234978446454e-06,4.286881058452767e-09,6.901182430222719e-07,2.8396905204618465e-07,9.016782454246333e-09,6.769082041634729e-09,3.8421024822492794e-13,2.3496670762474025e-11,6.418477602447893e-11,1.7030017989365074e-11,1.1130695982556798e-17
1.1626622928267152e-07,0.5731282063644078,3.76,0.0,0.552664629879602,0.9999912993098224,2.4035819702367525e-08,3.1931226796160197e-07,5.669226512051555e-05,4.733856198403851e-05,4.553047267440548e-06,4.648179488979124e-11,2.42087171969036e-12,5.886641074292857e-06,4.0069648049413515e-06,2.95915696058997e-06,5.788477395112279e-07,1.394013615289987e-06,4.663053271645402e-09,7.577763764008272e-07,3.1106472767614726e-07,9.971753289516213e-09,7.213115694125175e-09,4.578078111318473e-13,2.7420156066769567e-11,6.922203934992669e-11,1.8775831156306778e-11,1.3308573903633926e-17
1.2006852804924874e-07,0.5731284252722775,3.76,0.0,0.5526625079232825,0.9999907800111795,2.7184900166244813e-08,3.492794542728366e-07,5.869183944621944e-05,4.8672782118064145e-05,4.897514158465018e-06,4.921007587578044e-11,2.4909168923735946e-12,6.2259767675371e-06,4.194468318154994e-06,3.213025394904598e-06,6.09192826012382e-07,1.4399317559037224e-06,5.060646451794516e-09,8.294088918959015e-07,3.3967242883278923e-07,1.1000165232077138e-08,7.669922871791696e-09,5.43128824056737e-13,3.184658102629708e-11,7.450282237028828e-11,2.0634459970374982e-11,1.5846343867191925e-17
1.2387082681582597e-07,0.573128645429799,3.76,0.0,0.5526603699839563,0.999990246658434,3.062423371177814e-08,3.8091864713031116e-07,6.0702857591975396e-05,4.9994770486035714e-05,5.257873355286579e-06,5.1993493323955625e-11,2.560391863126576e-12,6.571753978175712e-06,4.382553623902914e-06,3.4785221061088896e-06,6.397130782524716e-07,1.4858784616088896e-06,5.480076736560889e-09,9.050932468104408e-07,3.6981509215747925e-07,1.2105479312050048e-08,8.1393968923702e-09,6.416517692074531e-13,3.682097385093489e-11,8.002984910693746e-11,2.260913387467793e-11,1.8792644970312758e-17
1.276731255824032e-07,0.573128866840353,3.76,0.0,0.5526582159001243,0.9999896993277654,3.436971168275513e-08,4.142586196346965e-07,6.272537996102854e-05,5.130463911082039e-05,5.634282467982699e-06,5.483038090848197e-11,2.629300806825374e-12,6.923754561385552e-06,4.571077079312548e-06,3.7556787657274165e-06,6.70379669393684e-07,1.531854254754023e-06,5.9217342133006975e-09,9.849042872569253e-07,4.0151441560515197e-07,1.329119299785375e-08,8.621433572535884e-09,7.549896923269428e-13,4.2390539295146504e-11,8.580563111300368e-11,2.470305974429302e-11,2.2201255965114095e-17
1.3147542434898041e-07,0.5731290895063994,3.76,0.0,0.5526560455229207,0.999989138095412,3.8437490865977705e-08,4.493269735478806e-07,6.475945647244085e-05,5.260249898866983e-05,6.026886460936279e-06,5.771910438157651e-11,2.6976478752237515e-12,7.281765051179833e-06,4.759904654167079e-06,4.0445184575614705e-06,7.011656677717874e-07,1.5778596385409295e-06,6.385983891842335e-09,1.0689143040399965e-06,4.3479088955130133e-07,1.456083733205218e-08,9.11593130378383e-09,8.848972798531038e-13,4.860464840617288e-11,9.18324797316508e-11,2.6919422566584632e-11,2.6131500006314946e-17
