Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144)
9.569012833806306e-08,0.14484063589234109,3.76,0.0,0.5817451471628698,0.9999997538472933,1.0977016316842316e-09,7.764280267090511e-09,8.889321942228561e-07,6.713076119609516e-07,1.210523540992013e-07,1.3876281793713544e-11,7.233394396972868e-14,1.4133521959119942e-07,1.2170798020599635e-07,4.941664734744873e-08,3.4642564319589364e-09,6.146230751039951e-08,4.6348359781548595e-09,1.9900892851093374e-08,7.907569368112166e-09,5.300762151196617e-10,5.330530080246503e-10,6.546245952511325e-15,8.612602560233171e-14,9.355348335502878e-13,3.239390830114638e-13,7.124204121635873e-18,3.191308447585237e-10,4.170667984751892e-16,1.290539911238065e-19,1.6835869393442745e-14,4.608398399552381e-17
9.662242755237897e-08,0.14484063614531045,3.76,0.0,0.5817451365514346,0.9999997497602388,1.138022147075599e-09,7.967788706305106e-09,8.983769544161543e-07,6.764078492855586e-07,1.2332567593348615e-07,1.4119491747115583e-11,7.293481719721775e-14,1.436332833963632e-07,1.2352559343719994e-07,5.0701936462846926e-08,3.5178460043467284e-09,6.210244874147857e-08,4.742833667580908e-09,2.0433028302557407e-08,8.111658762404534e-09,5.440068171179536e-10,5.427154911175936e-10,6.8399338484417126e-15,8.986146373561103e-14,9.532227240101045e-13,3.331401281842407e-13,7.386622044289961e-18,3.222385662287326e-10,4.355740295843704e-16,1.339910411583615e-19,1.7151945972262917e-14,5.5492383199580135e-17
9.755472676669489e-08,0.1448406363987237,3.76,0.0,0.5817451259109833,0.9999997456432623,1.1793938095053332e-09,8.174399752231988e-09,9.078406473787679e-07,6.814845807928961e-07,1.256260716643869e-07,1.436429366975601e-11,7.353390906772957e-14,1.4594177002001646e-07,1.2534756186799957e-07,5.200630136919948e-08,3.5715784517171584e-09,6.274363470499381e-08,4.852511211778021e-09,2.0973715599905637e-08,8.31878855859354e-09,5.58199359584072e-10,5.524508579421867e-10,7.144713526427339e-15,9.372328513499859e-14,9.7112305092193e-13,3.425070905102591e-13,7.656528537394115e-18,3.253462593268235e-10,4.547733746799096e-16,1.3907439248738206e-19,1.7487199937234202e-14,4.798950956610336e-17
9.848702598101081e-08,0.14484063665258137,3.76,0.0,0.5817451152414053,0.9999997414964357,1.2218325476427167e-09,8.384122899156589e-09,9.173233226910734e-07,6.865379148146497e-07,1.2795363565314952e-07,1.4610675352653585e-11,7.413122601677246e-14,1.482605132150928e-07,1.271737326564307e-07,5.3329786924843465e-08,3.6254490502029734e-09,6.338587009040089e-08,4.963882122406117e-09,2.15229931325422e-08,8.528966916837955e-09,5.726569701008289e-10,5.622587713698112e-10,7.460925824672598e-15,9.771455363973188e-14,9.892365755433458e-13,3.5204121410809235e-13,7.934077628101775e-18,3.284539241211296e-10,4.746859598820401e-16,1.4430717904351886e-19,1.7810180279687268e-14,5.644238010931693e-17
9.941932519532672e-08,0.1448406369068843,3.76,0.0,0.5817451045425914,0.9999997373198303,1.2653543381458907e-09,8.59696737608902e-09,9.268250282781934e-07,6.915679591832319e-07,1.303084601243977e-07,1.4858624651844325e-11,7.472677445338007e-14,1.5058934816908526e-07,1.2900395504933448e-07,5.4672436397053286e-08,3.6794531401852567e-09,6.402915951204302e-08,5.076959833364159e-09,2.2080898675275754e-08,8.742201737044325e-09,5.873827901075921e-10,5.721388958466329e-10,7.78891945821517e-15,1.0183837557806423e-13,1.0075640421034044e-12,3.6174373734787734e-13,8.219425233938354e-18,3.315615606816831e-10,4.95333398376833e-16,1.496925754075714e-19,1.8150541043566807e-14,4.985598329268039e-17
9.999999999999998e-08,0.14484063716163315,3.76,0.0,0.5817450978641018,0.9999997347034482,1.2930159612841308e-09,8.731117238164692e-09,9.327527246761458e-07,6.946891576109483e-07,1.3178895993473884e-07,1.5013844721313525e-11,7.509681587804733e-14,1.520448716221385e-07,1.301458756740318e-07,5.551839812232234e-08,3.7131545693942673e-09,6.443036167817972e-08,5.148257842402454e-09,2.2432762426892373e-08,8.876561350428527e-09,5.966915854432487e-10,5.783289959974503e-10,7.999318968918544e-15,1.0447524401557777e-13,1.0190875976078127e-12,3.678725250042964e-13,8.401162530620969e-18,3.334971120064068e-10,5.0857461609084855e-16,1.5312537066041305e-19,1.8361357606948446e-14,4.855916061628634e-17
1.0035162440964264e-07,0.14484063716163315,3.76,0.0,0.5817450938144354,0.9999997331135175,1.3099752043088487e-09,8.812942149409537e-09,9.363458104325057e-07,6.96574821234084e-07,1.3269063519414856e-07,1.510812948806615e-11,7.532056076022887e-14,1.5292811149365256e-07,1.308380803581269e-07,5.6034291483807426e-08,3.7335861253794796e-09,6.467350750979954e-08,5.191757698869932e-09,2.2647469393626406e-08,8.958500656395514e-09,6.023799694723084e-10,5.820908973867014e-10,8.12905112947085e-15,1.0609789975192398e-13,1.0261061780250926e-12,3.7161589287820817e-13,8.512729165828407e-18,3.346691690801452e-10,5.167377972572992e-16,1.5523379689436233e-19,1.8480311419319164e-14,5.746012136261881e-17
1.0128392362395856e-07,0.14484063741682845,3.76,0.0,0.5817450830568327,0.9999997288775687,1.3557112147219112e-09,9.032055925492235e-09,9.458857138358861e-07,7.015586078079658e-07,1.3510024889746456e-07,1.5359177846444976e-11,7.591259129375432e-14,1.552766412142951e-07,1.3267596193516062e-07,5.741539233530454e-08,3.787843472272091e-09,6.531891854972986e-08,5.308288991612161e-09,2.3222741849094472e-08,9.177871056935803e-09,6.176516711425087e-10,5.921144435650817e-10,8.481685638927067e-15,1.104963174136409e-13,1.0448636941450197e-12,3.816589076529136e-13,8.814149130966662e-18,3.377767493899198e-10,5.389217643736747e-16,1.609340996348836e-19,1.882586392754571e-14,5.168936970402922e-17
1.0221622283827447e-07,0.14484063767247077,3.76,0.0,0.5817450722696806,0.999999724612055,1.4025784819456158e-09,9.254317153310922e-09,9.55444781581701e-07,7.06519425253236e-07,1.3753738721576785e-07,1.5611757776182338e-11,7.6502872384266e-14,1.5763477676009947e-07,1.3451745515003274e-07,5.881577757523136e-08,3.842220709242007e-09,6.596539702471266e-08,5.42656690097339e-09,2.380675200439085e-08,9.400320063630585e-09,6.33201066297146e-10,6.022092035110188e-10,8.847195995965202e-15,1.1503686223487545e-13,1.0638372849303358e-12,3.918740029577141e-13,9.123846735535862e-18,3.4088430168609435e-10,5.619084151916624e-16,1.6679678065477097e-19,1.9162322291048308e-14,5.853938321167922e-17
1.0314852205259039e-07,0.1448406379285607,3.76,0.0,0.5817450614528795,0.9999997203170474,1.4505931611979315e-09,9.4797340270236e-09,9.65023055196542e-07,7.114573794281211e-07,1.4000213410379975e-07,1.586585739024443e-11,7.7091410336062e-14,1.6000235895355203e-07,1.3636241736644418e-07,6.023548432178467e-08,3.8967134259946145e-09,6.661294725508057e-08,5.546604531322015e-09,2.439953522862939e-08,9.625854551367644e-09,6.490313384624449e-10,6.123748479011348e-10,9.22596352979483e-15,1.1972281026781283e-13,1.083027628692932e-12,4.0226239443676187e-13,9.441985487273484e-18,3.439918260455431e-10,5.857213796575848e-16,1.7282517794916861e-19,1.951314053058105e-14,5.3494921600805886e-17
1.040808212669063e-07,0.14484063818509876,3.76,0.0,0.5817450506063307,0.9999997159926169,1.499771449054678e-09,9.708314488539182e-09,9.746205746617117e-07,7.163725757029751e-07,1.4249457151625113e-07,1.6121464865052647e-11,7.767821142754328e-14,1.6237923000042046e-07,1.3821070791903352e-07,6.167454820845072e-08,3.951317272716233e-09,6.726157348925008e-08,5.668414900371731e-09,2.5001126302481617e-08,9.854481143484985e-09,6.651456791799184e-10,6.226110489526605e-10,9.618378000484052e-15,1.2455747989876595e-13,1.1024353878009462e-12,4.1282529211906396e-13,9.76873079789057e-18,3.470993225468775e-10,6.103848090694702e-16,1.7902267055404772e-19,1.9856194664189928e-14,5.967517074631103e-17
1.0501312048122222e-07,0.14484063844208536,3.76,0.0,0.5817450397299384,0.9999997116388344,1.5501295821630387e-09,9.940066230063313e-09,9.842373784344636e-07,7.212651189625266e-07,1.4501477943404896e-07,1.637856844017555e-11,7.826328191132725e-14,1.6476523347970242e-07,1.4006218809072413e-07,6.313300340454443e-08,4.006027959507178e-09,6.791127990434687e-08,5.792010937606821e-09,2.561155942329398e-08,1.0086206218248843e-08,6.815472916467699e-10,6.329174804166982e-10,1.002483771007033e-14,1.2954423179425681e-13,1.1220612088876325e-12,4.2356390044478815e-13,1.0104249985344788e-17,3.5020679127054145e-10,6.359233829531069e-16,1.8539267861404054e-19,2.0212343226899258e-14,5.527748667788909e-17
1.0594541969553814e-07,0.14484063869952093,3.76,0.0,0.5817450288236082,0.9999997072557705,1.601683835968073e-09,1.01749966966265e-08,9.93873503468993e-07,7.261351136081183e-07,1.4756283589032138e-07,1.6637156418022308e-11,7.884662801436114e-14,1.6716021433364229e-07,1.4191672109007098e-07,6.461088263551158e-08,4.060841255566891e-09,6.856207060682689e-08,5.917405482771763e-09,2.6230868210167958e-08,1.0321035907793841e-08,6.982393868434813e-10,6.43293817571517e-10,1.0445749613735079e-14,1.34686468839717e-13,1.141905723057605e-12,4.3447941829145457e-13,1.0448712275970664e-17,3.5331423229876875e-10,6.623623159420255e-16,1.9193866344684883e-19,2.0561909953629598e-14,6.086290673603307e-17
1.0687771890985405e-07,0.14484063895740598,3.76,0.0,0.5817450178872485,0.9999997028434962,1.6544505234521403e-09,1.041311308859171e-08,1.0035289852371896e-06,7.309826635599345e-07,1.5013881699602823e-07,1.6897217163537533e-11,7.942825593803452e-14,1.6956401885781346e-07,1.4377417202908665e-07,6.610821720299557e-08,4.1157529886275596e-09,6.92139496330925e-08,6.044611284423596e-09,2.6859085709003224e-08,1.0558976104131571e-08,7.152251867518902e-10,6.537397372158796e-10,1.088152943102567e-14,1.399876360708791e-13,1.1619695460905064e-12,4.4557303900001033e-13,1.0802288806468995e-17,3.564216457156715e-10,6.897273646604096e-16,1.9866412760428493e-19,2.0923445048672575e-14,5.704127225714223e-17
1.0781001812416997e-07,0.1448406392157408,3.76,0.0,0.5817450069207687,0.9999996984020816,1.7084459938871342e-09,1.065442236414436e-08,1.0132038577491473e-06,7.358078722592181e-07,1.527427969652782e-07,1.715873910389763e-11,8.000817185829135e-14,1.719764946912685e-07,1.4563440790108912e-07,6.762503700467229e-08,4.170759044167923e-09,6.986692095010447e-08,6.173640998545613e-09,2.7496244397504067e-08,1.0800032458453376e-08,7.325079208919983e-10,6.642549176624025e-10,1.133260175710875e-14,1.4545122059799936e-13,1.1822532786421217e-12,4.568459504007906e-13,1.116515262575827e-17,3.595290316072044e-10,7.180448346079243e-16,2.0557261493000196e-19,2.1279449123801253e-14,6.209853195892645e-17
1.0874231733848589e-07,0.14484063947452563,3.76,0.0,0.5817449959240807,0.9999996939315977,1.7636866315994274e-09,1.0898931241762154e-08,1.0228981535734383e-06,7.406108426704786e-07,1.5537484814031985e-07,1.7421710728208476e-11,8.058638192574196e-14,1.7439749080675338e-07,1.4749729755899813e-07,6.91613705538547e-08,4.225855364848734e-09,7.052098845598932e-08,6.30450718722086e-09,2.8142376190149386e-08,1.104421038671746e-08,7.500908291649518e-10,6.748390387309468e-10,1.1799400174039433e-14,1.5108075152298978e-13,1.2027575064429855e-12,4.682993348393641e-13,1.1537478696690117e-17,3.626363900612464e-10,7.473415870455188e-16,2.126677106139719e-19,2.1646419484670513e-14,5.879005567085767e-17
1.096746165528018e-07,0.14484063973376096,3.76,0.0,0.5817449848970986,0.9999996894321146,1.8201888547474356e-09,1.114664620266743e-08,1.0326119038571535e-06,7.453916772836882e-07,1.5803504101622776e-07,1.7686120587204607e-11,8.116289226577373e-14,1.7682685750098903e-07,1.4936271169367215e-07,7.07172449988705e-08,4.281037949753403e-09,7.117615598064228e-08,6.437222317364055e-09,2.8797512443126495e-08,1.1291515069270211e-08,7.679771587542778e-10,6.854917817420406e-10,1.2282367362030693e-14,1.5687979984959868e-13,1.2234828004944977e-12,4.79934369202267e-13,1.191944389763157e-17,3.657437211675717e-10,7.776450458812295e-16,2.199530412437656e-19,2.2008792751347208e-14,6.33784396769173e-17
1.1060691576711772e-07,0.14484063999344696,3.76,0.0,0.5817449738397378,0.9999996849037023,1.8779691141116955e-09,1.1397573493259716e-08,1.0423451383457072e-06,7.50150478116471e-07,1.6072344426527145e-07,1.7951957292949754e-11,8.17377089786621e-14,1.7926444638501664e-07,1.512305228126657e-07,7.229268614221468e-08,4.336302853826409e-09,7.1832427286326e-08,6.57179875951047e-09,2.9461683959228888e-08,1.1541951456054527e-08,7.861701666357522e-10,6.962128295103321e-10,1.2781955210707744e-14,1.6285197838672114e-13,1.244429717262597e-12,4.917522249426212e-13,1.2311227023916067e-17,3.6885102501792437e-10,8.0898320455504e-16,2.274322748526919e-19,2.238124048263153e-14,6.052718176246808e-17
1.1153921498143364e-07,0.1448406402535838,3.76,0.0,0.5817449627519162,0.9999996803464313,1.937043891897371e-09,1.165171912753087e-08,1.0520978854024168e-06,7.548873467162771e-07,1.6344012476098603e-07,1.821920951853884e-11,8.231083813968055e-14,1.817101103746081e-07,1.531006052190447e-07,7.388771845947997e-08,4.391646187139123e-09,7.248980606826471e-08,6.708248786660461e-09,3.013492099271844e-08,1.1795524266510522e-08,8.046731168032197e-10,7.070018663380771e-10,1.3298624930331972e-14,1.6900094164497685e-13,1.2655987988690126e-12,5.037540681056418e-13,1.271300878916584e-17,3.7195830170599653e-10,8.413846329218491e-16,2.3510912096484876e-19,2.274992108467781e-14,6.469941337060512e-17
1.1247151419574955e-07,0.1448406405141718,3.76,0.0,0.5817449516335529,0.9999996757603717,1.997429700549092e-09,1.190908888946083e-08,1.0618701720278532e-06,7.596023841625515e-07,1.6618514760193534e-07,1.8487865997801313e-11,8.288228579921023e-14,1.8416370368074086e-07,1.549728349905957e-07,7.550236511806706e-08,4.447064114332153e-09,7.314829595523403e-08,6.846584573178257e-09,3.0817253254151894e-08,1.2052237994443092e-08,8.234892824826807e-10,7.178585780086524e-10,1.3832847162979586e-14,1.7533038572664116e-13,1.2869905732801316e-12,5.159410593540325e-13,1.3124971826487628e-17,3.7506555132749637e-10,8.748784841316216e-16,2.4298733063713947e-19,2.3127882390585224e-14,6.225562418768164e-17
1.1340381341006547e-07,0.14484064077521114,3.76,0.0,0.5817449404845694,0.9999996711455936,2.0591430815780233e-09,1.2169688335396035e-08,1.0716620238789668e-06,7.642956910688909e-07,1.6895857613518336e-07,1.875791552500597e-11,8.345205798284918e-14,1.866250818001362e-07,1.5684708995910852e-07,7.713664799567733e-08,4.502552853904834e-09,7.380790051014664e-08,6.9868181937437e-09,3.150870991517235e-08,1.2312096908167241e-08,8.426219436472455e-10,7.287826517801033e-10,1.4385102093660023e-14,1.8184404820906434e-13,1.3086055544935073e-12,5.283143539932674e-13,1.3547300689544248e-17,3.7817277398013123e-10,9.094945015058052e-16,2.5107069649830833e-19,2.3502814077414397e-14,6.605859176093455e-17
1.1433611262438139e-07,0.14484064103670183,3.76,0.0,0.5817449293048887,0.9999996665021665,2.122200604401082e-09,1.2433522796408791e-08,1.0814734652879899e-06,7.689673675851893e-07,1.717604719794667e-07,1.902934695456707e-11,8.402016069152085e-14,1.890941015058612e-07,1.5872324969002908e-07,7.879058769859045e-08,4.558108677662337e-09,7.446862323063353e-08,7.128961622355669e-09,3.2209319613265525e-08,1.2575105055068767e-08,8.620743889686312e-10,7.397737763787207e-10,1.4955879561359687e-14,1.885457080216684e-13,1.330444242722044e-12,5.408751019967653e-13,1.398018185350391e-17,3.812799697636718e-10,9.452630254091129e-16,2.5936305278504585e-19,2.3886319919564088e-14,6.397802436127009e-17
1.152684118386973e-07,0.14484064129864407,3.76,0.0,0.5817449180944356,0.9999996618301608,2.1866188651922023e-09,1.2700597380639437e-08,1.0913045192811252e-06,7.736175133997769e-07,1.745908950480826e-07,1.9302149200751882e-11,8.458659990158241e-14,1.9157062083799382e-07,1.6060119546219808e-07,8.046420357972926e-08,4.613727910027454e-09,7.513046754962116e-08,7.273026731385875e-09,3.2919110456481375e-08,1.2841266261963308e-08,8.818499135897117e-10,7.508316419926498e-10,1.554567916999646e-14,1.9543918531665512e-13,1.352507124575889e-12,5.536244480309504e-13,1.4423803715869746e-17,3.843871387799389e-10,9.82215000115775e-16,2.678682753752155e-19,2.4267451429260762e-14,6.745342607294517e-17
1.1620071105301322e-07,0.14484064156103804,3.76,0.0,0.5817449068531373,0.9999996571296454,2.2524144857455616e-09,1.2970916975619789e-08,1.101155207597008e-06,7.782462277415463e-07,1.7744990357148607e-07,1.9576311237389577e-11,8.515138156493227e-14,1.9405449909435003e-07,1.6248081024793934e-07,8.215751375651365e-08,4.669406927493203e-09,7.579343683590411e-08,7.419025290681835e-09,3.36381100281211e-08,1.311058413938034e-08,9.01951820842929e-10,7.619559402655265e-10,1.615501039927078e-14,2.025283413335161e-13,1.3747946732420541e-12,5.665635314802044e-13,1.4878356597191373e-17,3.874942811328632e-10,1.0203819806693836e-15,2.7659028181825258e-19,2.4656528108691e-14,6.569672792509816e-17
1.1713301026732913e-07,0.14484064182388365,3.76,0.0,0.5817448955809218,0.9999996524006907,2.3196041123506654e-09,1.3244486250579536e-08,1.1110255507049626e-06,7.828536093820701e-07,1.8033755411960937e-07,1.985182209758156e-11,8.571451160911738e-14,1.9654559682127384e-07,1.6436197869324392e-07,8.387053512850687e-08,4.725142157955667e-09,7.645753439471391e-08,7.566968966717772e-09,3.436634539138994e-08,1.3383062082108565e-08,9.223834202523838e-10,7.73146364290145e-10,1.678439271539931e-14,2.0981707825747818e-13,1.3973073486618057e-12,5.796934864717096e-13,1.5344032741660905e-17,3.906013969284766e-10,1.0597961397354576e-15,2.855330313627835e-19,2.504381261802822e-14,6.88816465461316e-17
1.1806530948164505e-07,0.14484064208718098,3.76,0.0,0.5817448842777193,0.9999996476433658,2.3882044146792185e-09,1.352130965873418e-08,1.1209155678230384e-06,7.874397566377085e-07,1.8325390162389834e-07,2.0128670873413082e-11,8.627599593744e-14,1.9904377580448894e-07,1.6624458709828513e-07,8.560328339485526e-08,4.780930080172679e-09,7.712276346828335e-08,7.716869321792289e-09,3.510384309401573e-08,1.36587032732301e-08,9.43148029045393e-10,7.844026086021565e-10,1.7434355681717366e-14,2.1730933907197616e-13,1.4200455977058468e-12,5.930154419001822e-13,1.5821026317595156e-17,3.9370848627496755e-10,1.1004902744458799e-15,2.947005249815166e-19,2.54384822934308e-14,6.741381790978876e-17
1.1899760869596097e-07,0.14484064235093003,3.76,0.0,0.5817448729434618,0.9999996428577405,2.4582320846836706e-09,1.3801391439556091e-08,1.1308252769358427e-06,7.920047673717074e-07,1.861989993990783e-07,2.040684671566622e-11,8.683584042906367e-14,2.0154889906001123e-07,1.681285233980386e-07,8.73557730715248e-08,4.836767223116615e-09,7.778912723640692e-08,7.868737813271627e-09,3.585062917283371e-08,1.3937510684827881e-08,9.64248970359154e-10,7.957243691737959e-10,1.8105439069136343e-14,2.250091074052837e-13,1.4430098543473146e-12,6.06530521452498e-13,1.6309533417806338e-17,3.9681554928267575e-10,1.1424978132343559e-15,3.040968053934491e-19,2.5831876929383155e-14,7.034123132675554e-17
1.1992990791027687e-07,0.1448406426151308,3.76,0.0,0.5817448615780827,0.999999638043884,2.5297038355073635e-09,1.4084735621027433e-08,1.1407546948121599e-06,7.96548738996287e-07,1.8917289916464446e-07,2.0686338833534252e-11,8.739405093911915e-14,2.040608308251232e-07,1.7001367714321545e-07,8.912801750833582e-08,4.892650165439671e-09,7.845662881699688e-08,8.02258579287735e-09,3.660672915833777e-08,1.421948708179403e-08,9.856895745687674e-10,8.071113434076381e-10,1.8798192966442974e-14,2.3292040737139823e-13,1.4662005398326363e-12,6.202398436322094e-13,1.6809752059863107e-17,3.9992258606414437e-10,1.185852822662068e-15,3.1372595708344204e-19,2.623215807797278e-14,6.913114358159357e-17
1.2086220712459277e-07,0.14484064287978324,3.76,0.0,0.5817448501815178,0.9999996332018654,2.602636400406181e-09,1.4371346021876298e-08,1.1507038370223688e-06,8.010717684747201e-07,1.9217565106608767e-07,2.0967136494337375e-11,8.795063329880958e-14,2.0657943654940834e-07,1.7189993948130796e-07,9.092002890579864e-08,4.9485755348455504e-09,7.912527126663575e-08,8.178424506017418e-09,3.737216807919809e-08,1.4504635022677698e-08,1.0074731776762662e-09,8.185632301303838e-10,1.9513177890426847e-14,2.4104730340530656e-13,1.4896180628502536e-12,6.341445217839558e-13,1.7321882186243992e-17,4.0302959673411804e-10,1.2305900142327057e-15,3.2359210631920537e-19,2.6631623483055814e-14,7.183037906069222e-17
1.2179450633890868e-07,0.14484064314488726,3.76,0.0,0.5817448387537035,0.999999628331754,2.677046531681613e-09,1.466122625379508e-08,1.1606727179556524e-06,8.055739523234006e-07,1.9520730369585307e-07,2.1249229023239683e-11,8.850559331551537e-14,2.0910458288584618e-07,1.7378720313793303e-07,9.273181833175193e-08,5.0045400075618e-09,7.97950575811239e-08,8.336265091159439e-09,3.814697046674585e-08,1.479295686328897e-08,1.0296031224758276e-09,8.300797295866744e-10,2.0250964895823517e-14,2.4939390009272924e-13,1.5132628196972567e-12,6.482456641177675e-13,1.7846125664385093e-17,4.061365814095911e-10,1.2767447511960648e-15,3.3369942116574286e-19,2.703753131038391e-14,7.085034639509309e-17
1.2272680555322458e-07,0.14484064341044273,3.76,0.0,0.5817448272945787,0.9999996234336193,2.752950999625161e-09,1.4954379723642125e-08,1.1706613508370139e-06,8.100553866139048e-07,1.9826790411404e-07,2.1532605802967556e-11,8.905893677289843e-14,2.1163613768196663e-07,1.7567536239829414e-07,9.456339573780634e-08,5.060540307729451e-09,8.04659906960241e-08,8.496118579245139e-09,3.893116035942478e-08,1.5084454757668037e-08,1.0520827571054064e-09,8.416605434329368e-10,2.1012135685060045e-14,2.5796434199446877e-13,1.5371351944439483e-12,6.62544373733262e-13,1.8382686286624087e-17,4.092435402098087e-10,1.3243530553394241e-15,3.4405211149729994e-19,2.7443031256148063e-14,7.334748451991723e-17
1.245914039818564e-07,0.14484064394290763,3.76,0.0,0.5817448042821588,0.9999996135535549,2.9093101079971232e-09,1.5550518998473756e-08,1.1906979196620018e-06,8.189563885996e-07,2.04476129063207e-07,2.2103169931291772e-11,9.016079702661308e-14,2.16717949943328e-07,1.794539525178849e-07,9.828594884981788e-08,5.172635522080271e-09,8.181130877259566e-08,8.821907846020747e-09,4.052779638611749e-08,1.567698633836534e-08,1.0981045186018582e-09,8.650139279291779e-10,2.2607009574142177e-14,2.7579353804354304e-13,1.585564274126282e-12,6.917388818555819e-13,1.9493583755914807e-17,4.154573806730019e-10,1.4240778013731795e-15,3.6551066722840533e-19,2.8267836977147577e-14,7.305392384459054e-17
1.2645600241048824e-07,0.1448406444771766,3.76,0.0,0.5817447811437988,0.9999996035622233,3.0718482080022384e-09,1.615978708771092e-08,1.210813626651432e-06,8.277755341863014e-07,2.108006725223481e-07,2.2678745081666478e-11,9.125625985884387e-14,2.218238396699754e-07,1.832348946194811e-07,1.020877461465824e-07,5.284835908494638e-09,8.31612477966619e-08,9.155878383778678e-09,4.216225877735761e-08,1.6282243060728535e-08,1.14556536197002e-09,8.886210248723013e-10,2.4302670323845085e-14,2.9456884044932864e-13,1.6349081360850588e-12,7.217367696595139e-13,2.0656243422072747e-17,4.2167111912385405e-10,1.5300658568516997e-15,3.8800228897763296e-19,2.910136576069049e-14,7.581203331691713e-17
1.2832060083912008e-07,0.14484064501324787,3.76,0.0,0.5817447578790642,0.9999995934601746,3.240700005890745e-09,1.6782204090012808e-08,1.2310085373621749e-06,8.365135761384526e-07,2.1724185783315012e-07,2.3259248360076e-11,9.234537069542193e-14,2.2695279176863766e-07,1.8701739731431166e-07,1.0596882866845992e-07,5.397116930129629e-09,8.451582913804545e-08,9.498114519422747e-09,4.3834722537628996e-08,1.690023513946489e-08,1.1944922719534247e-09,9.124794977243476e-10,2.6104165879097087e-14,3.1432482588287775e-13,1.685169428822207e-12,7.525466803806222e-13,2.1872364891328294e-17,4.2788475660020453e-10,1.6426297846660991e-15,4.115621615090716e-19,2.99474036896215e-14,7.764147337867991e-17
1.301851992677519e-07,0.14484064555111945,3.76,0.0,0.5817447344875444,0.9999995832479572,3.4160003981672853e-09,1.741778703232926e-08,1.2512827002912107e-06,8.45171260297931e-07,2.237999857216278e-07,2.384459776690865e-11,9.342817459253881e-14,2.3210380942960346e-07,1.9080069245881984e-07,1.0992922111075063e-07,5.509454764695199e-09,8.587507325365613e-08,9.848698816193536e-09,4.554535520162978e-08,1.753096977952102e-08,1.2449123120591536e-09,9.365870319545215e-10,2.8016725004292328e-14,3.3509669201625636e-13,1.7363506203336935e-12,7.841771777752785e-13,2.314367852921768e-17,4.3409829417835585e-10,1.76209333137744e-15,4.362261388788517e-19,3.080537837240632e-14,7.911707088709485e-17
1.3204979769638374e-07,0.14484064609078884,3.76,0.0,0.5817447109688524,0.9999995729261182,3.597884439649194e-09,1.8066549938005306e-08,1.271636147386638e-06,8.537493256492759e-07,2.3047533491665882e-07,2.443471218804322e-11,9.450471624005257e-14,2.3727591385094906e-07,1.9458403459579533e-07,1.1396893231755224e-07,5.621826287321817e-09,8.723899970437361e-08,1.0207712063403588e-08,4.729431697240778e-08,1.817445124535845e-08,1.2968526194197063e-09,9.609413348442589e-10,3.004576081921171e-14,3.5692025057593763e-13,1.7884540030285358e-12,8.166367468883821e-13,2.447194543558581e-17,4.4031173297384045e-10,1.8887916460283506e-15,4.620307442647958e-19,3.167469471956966e-14,8.083742111218021e-17
1.3391439612501558e-07,0.14484064663225332,3.76,0.0,0.5817446873226247,0.9999995624952037,3.7864873132875644e-09,1.8728503891590208e-08,1.2920688945294944e-06,8.622485043822269e-07,2.3726816273229911e-07,2.5029511386305306e-11,9.557503996465819e-14,2.4246814397545094e-07,1.9836670042643256e-07,1.1808795574736917e-07,5.734209054371034e-09,8.860762717112875e-08,1.0575233268889405e-08,4.9081760852944144e-08,1.8830680926679484e-08,1.3503403998182749e-09,9.855401353003464e-10,3.219687420407015e-14,3.798319202929442e-13,1.8414816983601832e-12,8.499337947898173e-13,2.5858957414122432e-17,4.465250741421558e-10,2.0230714908555186e-15,4.890131696474607e-19,3.2555549868810856e-14,8.257319687180356e-17
1.3764359298227921e-07,0.14484064772055477,3.76,0.0,0.5817446396462213,0.9999995413083257,4.184390760614091e-09,2.0092014953029674e-08,1.333172274836036e-06,8.790130971350337e-07,2.5120717965221057e-07,2.623284750147348e-11,9.769720915422003e-14,2.529092243362236e-07,2.0592721781053896e-07,1.265638387810806e-07,5.9589218627083485e-09,9.135905556776385e-08,1.1336106652222623e-08,5.277267169971588e-08,2.0181376491483987e-08,1.4620675180311544e-09,1.0354622515981549e-09,3.688869553817103e-14,4.290682598313523e-13,1.9503176837792406e-12,9.190735695711311e-13,2.881653709462897e-17,4.5895146842326847e-10,2.315822094611802e-15,5.466635893369928e-19,3.4351764538596876e-14,8.611516861507112e-17
