Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168)
3.110419473764351e-08,0.2571904372723166,3.76,0.0,0.76791378516366,0.9999999974394191,7.075718151810078e-20,3.565199075585562e-18,1.8419437443278786e-08,1.7796795453721256e-08,1.9394037285120245e-09,3.48071269906827e-14,8.298654467351193e-16,5.964164659978471e-10,5.628744351004551e-10,3.4680775644928126e-11,9.62963382520649e-12,1.9392407571769323e-09,2.3749429443806848e-11
3.2769871223497316e-08,0.25719043731828584,3.76,0.0,0.7679137840702194,0.999999997267941,9.168802261307666e-20,4.383559196077109e-18,1.9409089620092125e-08,1.871690211819969e-08,2.0452393431900367e-09,3.861489095312105e-14,8.735340735144165e-16,6.611613090791712e-10,6.220674660731139e-10,4.042430647440207e-11,1.076806555450192e-11,2.0432207557004037e-09,2.6307194528857637e-11
3.6101224195204935e-08,0.25719043741028674,3.76,0.0,0.7679137818817289,0.9999999969147539,1.4828498082166725e-19,6.430707028914297e-18,2.139000375583302e-08,2.054732605084377e-08,2.2581408707718862e-09,4.680528426063149e-14,9.605097435167492e-16,8.003780640673425e-10,7.484553141182868e-10,5.369839786494393e-11,1.322217065291804e-11,2.251242498588908e-09,3.180221384043732e-11
3.9432577166912554e-08,0.2571904375023789,3.76,0.0,0.767913779690916,0.9999999965479988,2.2978221517737433e-19,9.116745320831189e-18,2.337323996682128e-08,2.236477458182449e-08,2.4728607108376826e-09,5.5756736627167853e-14,1.047002470361504e-15,9.524805477758972e-10,8.852648535025328e-10,6.95254310123335e-11,1.5907134269495527e-11,2.4593531441403964e-09,3.780100288289264e-11
4.2763930138620174e-08,0.2571904375945712,3.76,0.0,0.7679137774975755,0.999999996167762,3.435386326551558e-19,1.2559820962718067e-17,2.5359003947923736e-08,2.4169339689810766e-08,2.689606679184905e-09,6.546276784206722e-14,1.1330223181386221e-15,1.11736895133306e-09,1.0322048160625832e-09,8.810470185501652e-11,1.881655744979764e-11,2.6675605287896854e-09,4.4301440672358874e-11
4.609528311032779e-08,0.25719043768687244,3.76,0.0,0.7679137753015073,0.9999999957741285,4.982092767275244e-19,1.6887232826060498e-17,2.7347495653973077e-08,2.5961112702011556e-08,2.9085802613054426e-09,7.591695111525352e-14,1.2185709307708232e-15,1.2949441779339292e-09,1.1889901720579176e-09,1.0962991932307493e-10,2.1944194264587427e-11,2.875872428295604e-09,5.130199648523816e-11
4.942663608203541e-08,0.257190437779291,3.76,0.0,0.7679137731025171,0.999999995367182,7.038434074998444e-19,2.2235240396746708e-17,2.9338909451013472e-08,2.7740184298408488e-08,3.1299767900047525e-09,8.711290667404422e-14,1.3036498739823166e-15,1.4851078382051648e-09,1.3553420046049784e-09,1.3428932666945133e-10,2.5283921895437573e-11,3.0842965581411363e-09,5.880170348406005e-11
5.275798905374303e-08,0.2571904378718351,3.76,0.0,0.7679137709004156,0.9999999949470058,9.719774122908156e-19,2.874888263845652e-17,3.1333434238073935e-08,2.950664451608907e-08,3.3539855918401922e-09,9.904429979975575e-14,1.3882628898081962e-15,1.6877622454633396e-09,1.530987389574778e-09,1.6226581723885834e-10,2.882973463030455e-11,3.2928405739410634e-09,6.680013405196593e-11
5.608934202545065e-08,0.2571904379645126,3.76,0.0,0.7679137686950197,0.9999999945136812,1.3157173695567103e-18,3.658181723511678e-17,3.333125354257585e-08,3.126058275339389e-08,3.5807901042222694e-09,1.1170484234950383e-13,1.4724133990639976e-15,1.9028104111795773e-09,1.7156592877848688e-09,1.9373703812958224e-10,3.2575752117820455e-11,3.501512071830662e-09,7.529737809853373e-11
5.942069499715827e-08,0.2571904380573311,3.76,0.0,0.7679137664861511,0.9999999940672889,1.7498437335370086e-18,4.589611690977366e-17,3.533254564581884e-08,3.3002087775283524e-08,3.810568028197654e-09,1.250882926337903e-13,1.5561041331567536e-15,2.130156039109873e-09,1.909096408000217e-09,2.28875521826265e-10,3.651622551418363e-11,3.710318588968525e-09,8.429401576214748e-11
6.27520479688659e-08,0.2571904381502981,3.76,0.0,0.7679137642736364,0.9999999936079085,2.2908971133232003e-18,5.686210274899376e-17,3.733748369489263e-08,3.473124771775876e-08,4.04349146246854e-09,1.3918845421845106e-13,1.6393383328453588e-15,2.369703520459952e-09,2.1110430947514083e-09,2.6784879396142125e-10,4.064553333292134e-11,3.919267603951033e-09,9.379109530201265e-11
6.608340094057351e-08,0.2571904382434208,3.76,0.0,0.7679137620573077,0.999999993135619,2.95725979682457e-18,6.965818600056483e-17,3.934623581226333e-08,3.6448150092080884e-08,4.279727033713502e-09,1.5399917598681357e-13,1.7221192415569856e-15,2.6213579292691522e-09,2.321249221813135e-09,3.108194756171647e-10,4.4958174160234434e-11,4.1283665372083574e-09,1.0379011236334483e-10
7.274610688398875e-08,0.2571904384301604,3.76,0.0,0.7679137576125602,0.9999999921526209,4.7491407091483174e-18,1.0149379267516445e-16,4.33758302449885e-08,3.984552908333663e-08,4.762774482757082e-09,1.857279215525796e-13,1.8863324832730884e-15,3.16061121145378e-09,2.7654662976100693e-09,4.0937964392349165e-10,5.4112038059211e-11,4.547043551851146e-09,1.2530205587063786e-10
