Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245)
4.809472709178287e-10,0.18586552145406207,3.76,0.0,0.8445707633170794,0.9985200412777213,6.103814566797564e-14,3.075559432106287e-11,1.0062756261071759e-05,1.0038478172763181e-05,1.5173490776750045e-07,3.3834984122990806e-13,1.0033038212906182e-12,2.41369505094973e-08,2.413243967725386e-08,1.2166015342968626e-10,1.1499002650548931e-10,1.5165660092399581e-07,1.4054144792384779e-11,4.569854594839199e-08,4.4226509168549456e-11,7.397260940349321e-12,1.5973708132445406e-11,3.026369358739996e-16,8.333800659942026e-17,1.898924573331006e-12,1.487364258548709e-15,2.549497205474282e-18,4.560403967463467e-08,9.778671929500759e-17,2.851709538624162e-22,1.1071120133854758e-13,6.709576924043878e-14,0.0014797827458469996,5.306290635217097e-25
4.897346621381198e-10,0.18586552757910105,3.76,0.0,0.8445705758531337,0.9985183647396257,6.533434445677942e-14,3.2357408911827854e-11,1.024661173231705e-05,1.0221438981447188e-05,1.5450980515707345e-07,3.5282628410574105e-13,1.0303602904526953e-12,2.5023927171877162e-08,2.501919537505106e-08,1.2843880398388878e-10,1.212706109186581e-10,1.5442658610129486e-07,1.456217302552588e-11,4.653702095983559e-08,4.6319383564430724e-11,7.686010579590489e-12,1.6562158177533417e-11,3.1403636953423176e-16,8.947294012560368e-17,1.953056921554811e-12,1.5703429973381329e-15,2.6914756285300913e-18,4.643725760946827e-08,1.0180040078820246e-16,3.05544701045816e-22,1.1558072601857757e-13,6.873860551761239e-14,0.0014814556175518185,5.62794374551096e-25
4.98522053358411e-10,0.18586553370414602,3.76,0.0,0.8445703883890321,0.9985168115673595,6.985233803838012e-14,3.401353908935829e-11,1.0430467173192672e-05,1.040438358507545e-05,1.5728490101322261e-07,3.6763863344507396e-13,1.0575344888633845e-12,2.59268002933392e-08,2.5921840800725852e-08,1.354642499042038e-10,1.2777091266461992e-10,1.5719656677437527e-07,1.5078864361564208e-11,4.737568657014811e-08,4.847522298177258e-11,7.980637434329125e-12,1.7161233562226736e-11,3.2565522088859218e-16,9.594014131569817e-17,2.0075294166278846e-12,1.6563505400708686e-15,2.838624108295978e-18,4.727047504836836e-08,1.0590887623012306e-16,3.269562113294512e-22,1.2056243524009785e-13,7.038569175930567e-14,0.001483005107218836,5.963077721005015e-25
5.073094445787021e-10,0.18586553982919712,3.76,0.0,0.8445702009247706,0.9985153726609577,7.459958301758465e-14,3.57248790754837e-11,1.0614322584638838e-05,1.0587311985020946e-05,1.6006020002645417e-07,3.8278779744031405e-13,1.084821443735944e-12,2.6845564207463e-08,2.6840370203549524e-08,1.427408734519955e-10,1.3449437337229058e-10,1.5996654329971578e-07,1.5604200977346077e-11,4.821454616753432e-08,5.069491286593201e-11,8.28115296423936e-12,1.7770933330060134e-11,3.3749395515271155e-16,1.0275137100824945e-16,2.0623311708123432e-12,1.7454410845797482e-15,2.9910347710979953e-18,4.810369199133228e-08,1.1011293127650635e-16,3.4943730667030846e-22,1.2565645004485035e-13,7.203689045004013e-14,0.0014844403148130741,6.312021851743639e-25
5.160968357989933e-10,0.18586554595425447,3.76,0.0,0.8445700134603442,0.9985140395916181,7.958365773352684e-14,3.7492322764222236e-11,1.0798177967610349e-05,1.0770224182659024e-05,1.6283570687651063e-07,3.9827464127554623e-13,1.1122163888193775e-12,2.7780213246470927e-08,2.7774777831837928e-08,1.5027305530282338e-10,1.4144441849993673e-10,1.6273651600948306e-07,1.6138165102873198e-11,4.905360313898841e-08,5.2979338240178825e-11,8.587568280713298e-12,1.8391256522941482e-11,3.495530376912408e-16,1.099185932674168e-16,2.1174516533774234e-12,1.8376688238185967e-15,3.1487997306602582e-18,4.89369084383574e-08,1.1441335152881274e-16,3.7302012027786124e-22,1.30862882299358e-13,7.369207367165142e-14,0.0014857696691372034,6.675108410527897e-25
5.248842270192844e-10,0.1858655520793183,3.76,0.0,0.8445698259957483,0.9985128045521988,8.481226221491091e-14,3.931676372150699e-11,1.0982033323076514e-05,1.0953120179367356e-05,1.6561142623409439e-07,4.1409998891398757e-13,1.139714755816423e-12,2.8730741741299986e-08,2.872505793301141e-08,1.5806517454619348e-10,1.4862445740348098e-10,1.6550648521332388e-07,1.6680739021185567e-11,4.989286087029375e-08,5.532938370554596e-11,8.899894158489658e-12,1.9022202181189355e-11,3.61832934020891e-16,1.1745397533579513e-16,2.1728806789978183e-12,1.9330879458541715e-15,3.3120110884203264e-18,4.977012438944117e-08,1.1881092253497194e-16,3.9773709070528635e-22,1.361818353362036e-13,7.535112243165531e-14,0.0014870009773327022,7.052672651708459e-25
5.424590094598667e-10,0.18586556432946583,3.76,0.0,0.8445694510660292,0.998510600179552,9.603446876781502e-14,4.314021006363888e-11,1.1349743955442218e-05,1.1318863575516744e-05,1.711635211185775e-07,4.467692953795533e-13,1.1950044239809823e-12,3.067941441622967e-08,3.0673212539637035e-08,1.7444673363700085e-10,1.6368807385748585e-10,1.7104641423874945e-07,1.7791645632908166e-11,5.1571992149535743e-08,6.022987120195292e-11,9.542319079889171e-12,2.0315957047378882e-11,3.8705703089901736e-16,1.3367890349048908e-16,2.284625279080116e-12,2.1337170661008704e-15,3.655141344749521e-18,5.1436554803774474e-08,1.279006587374114e-16,4.507047485653011e-22,1.471576778504763e-13,7.868038163060396e-14,0.0014891978389095957,7.85259009506133e-25
5.582763136563908e-10,0.18586557535462211,3.76,0.0,0.8445691136286559,0.9985088843652609,1.0705048308763156e-13,4.678519995788266e-11,1.1680683440521976e-05,1.1647977238737715e-05,1.7616118001539173e-07,4.773368352442547e-13,1.2450767688160877e-12,3.248747066704464e-08,3.2480777817082944e-08,1.9012302124593128e-10,1.7806578275203285e-10,1.7603234107271936e-07,1.8820730420558615e-11,5.308393084092292e-08,6.487359632904848e-11,1.0140817218088196e-11,2.1516655599980324e-11,4.105185745399418e-16,1.4966666550927954e-16,2.386155140477463e-12,2.3257413178411594e-15,3.983508978533669e-18,5.2936340480529885e-08,1.3642155644511663e-16,5.025859297938517e-22,1.5742163927886467e-13,8.16889029301125e-14,0.001490906837809081,8.625453719375831e-25
5.740936178529148e-10,0.18586558637980152,3.76,0.0,0.8445687761906611,0.998507388661597,1.1898408184942672e-13,5.062874272059637e-11,1.2011622852215373e-05,1.1977038432471514e-05,1.8115959981801118e-07,5.090122313927343e-13,1.2954213682293501e-12,3.434688813923739e-08,3.433968040898836e-08,2.0670953709286549e-10,1.9324096498106664e-10,1.810182604968869e-07,1.9877437816296845e-11,5.459657259456196e-08,6.974366855740793e-11,1.0758618908342305e-11,2.275175594743744e-11,4.347028018533273e-16,1.6704577191476014e-16,2.488540918112171e-12,2.5289481584853308e-15,4.330954775961712e-18,5.4436124550396826e-08,1.4526943706942857e-16,5.586596183919639e-22,1.6805144381477992e-13,8.470844439404222e-14,0.0014923956735714845,9.450574975850303e-25
5.899109220494389e-10,0.18586559740500488,3.76,0.0,0.8445684387520183,0.998506084700268,1.3188456581040137e-13,5.4676037737849015e-11,1.2342562196691327e-05,1.2306047164828218e-05,1.8615880762259328e-07,5.417990086340288e-13,1.3460177299039757e-12,3.6257633735191364e-08,3.6249886743337255e-08,2.2423176265280766e-10,2.0923293057765683e-10,1.860041736952948e-07,2.0961666400126695e-11,5.6109937112528096e-08,7.48452316015623e-11,1.1395776217418227e-11,2.4021252441408122e-11,4.596124336349367e-16,1.8589452287368107e-16,2.5917343038543458e-12,2.7436534351497346e-15,4.698015470176301e-18,5.59359070133615e-08,1.5444888008947012e-16,6.191252982238984e-22,1.7904745511061616e-13,8.77385619336037e-14,0.0014936927144913342,1.0330016584980502e-24
6.057282262459629e-10,0.185865608430233,3.76,0.0,0.8445681013127001,0.998504947771917,1.4580250959553303e-13,5.893228093760935e-11,1.2673501480265764e-05,1.2635003443936839e-05,1.911588305288178e-07,5.757003780904567e-13,1.3968468682666384e-12,3.82196743505672e-08,3.821136324466351e-08,2.427151627379688e-10,2.260608258952345e-10,1.9099008171939286e-07,2.207331530203246e-11,5.7624044084169195e-08,8.018342473918502e-11,1.2052338484140194e-11,2.5325139420667424e-11,4.8525019252265935e-16,2.0629334807545587e-16,2.6956898125120718e-12,2.9701729430858686e-15,5.08522769075124e-18,5.743568786941041e-08,1.6396446448276628e-16,6.841852248429851e-22,1.9040998498947734e-13,9.07788656323463e-14,0.0014948226699269445,1.1265872351012052e-24
6.21545530442487e-10,0.18586561945548682,3.76,0.0,0.8445677638726794,0.9985039563526523,1.60789760847913e-13,6.34026647880901e-11,1.3004440709400374e-05,1.2963907277943891e-05,1.9615969565577953e-07,6.107192603276171e-13,1.4478911935123117e-12,4.023297687595682e-08,4.022407633553917e-08,2.6218518549654086e-10,2.437436348534304e-10,1.9597598550518176e-07,2.321228420076624e-11,5.913891318610347e-08,8.576338281157926e-11,1.2728352483255795e-11,2.6663411212065718e-11,5.116188030556498e-16,2.2832480603764323e-16,2.8003646188305556e-12,3.2088224255694794e-15,5.493127969778484e-18,5.893546711853041e-08,1.7382076873975732e-16,7.540443315992394e-22,2.0213929980438921e-13,9.382901309254538e-14,0.0014958070637727736,1.226026708511728e-24
6.37362834639011e-10,0.18586563048076715,3.76,0.0,0.8445674264319295,0.9985030916920778,1.768994393787343e-13,6.809237829655159e-11,1.3335379890701348e-05,1.3292758675012039e-05,2.0116143015566476e-07,6.468583067637177e-13,1.4991344088926157e-12,4.2297508198489957e-08,4.2287992438024975e-08,2.826672624122164e-10,2.623001801750224e-10,2.0096188588812967e-07,2.4378473322715825e-11,6.065456408221782e-08,9.159023622455113e-11,1.3423862579765938e-11,2.803606213146418e-11,5.387209917338442e-16,2.5207358345270506e-16,2.9057184040400537e-12,3.4599175737986647e-15,5.9222527479844635e-18,6.043524476070851e-08,1.8402237087840381e-16,8.289101390176393e-22,2.1423562601286643e-13,9.688870360363411e-14,0.001496664646426725,1.331535652263278e-24
6.531801388355351e-10,0.18586564150607476,3.76,0.0,0.8445670889904229,0.998502337454342,1.9418593631705103e-13,7.300660700857003e-11,1.3666319030918166e-05,1.3621557643318785e-05,2.0616406122551773e-07,6.841199195152343e-13,1.5505614155122222e-12,4.4413235203383544e-08,4.4403077975072736e-08,3.041868083044098e-10,2.817491246142261e-10,2.0594778361616935e-07,2.5571783440832828e-11,6.217101642366694e-08,9.766911094967425e-11,1.41389108744496e-11,2.9443086484640554e-11,5.66559487077851e-16,2.7762649457540383e-16,3.011713211213795e-12,3.7237740268004e-15,6.373138380875211e-18,6.193502079593212e-08,1.9457384845888279e-16,9.089926672734146e-22,2.2669915507113694e-13,9.995767302329434e-14,0.0014974117537426958,1.4433327232922164e-24
6.689974430320591e-10,0.18586565253141057,3.76,0.0,0.8445667515481328,0.9985016794075093,2.1270491325938126e-13,7.815053300769182e-11,1.3997258136942392e-05,1.3950304191055156e-05,2.111676161172669e-07,7.225062697444849e-13,1.6021582243169545e-12,4.6580124775423e-08,4.656929937186866e-08,3.267692213291637e-10,3.0210897217616704e-10,2.1093367936094573e-07,2.679211587360588e-11,6.368828984887275e-08,1.0400512852586643e-10,1.4873537340830096e-11,3.088447856815775e-11,5.951370196892262e-16,3.0507248065202326e-16,3.118313309182157e-12,4.000707371345367e-15,6.846321144911083e-18,6.343479522418876e-08,2.0547977859837625e-16,9.945043517409726e-22,2.395300477045909e-13,1.0303568931183818e-13,0.0014980626176589783,1.561639652394196e-24
6.848147472285832e-10,0.18586566355677542,3.76,0.0,0.8445664141050317,0.9985011051531864,2.325133014192707e-13,8.352933491544931e-11,1.4328197215806434e-05,1.4278998326424519e-05,2.1617212214630464e-07,7.620193146554916e-13,1.6539118745698926e-12,4.8798143800372556e-08,4.878662305711367e-08,3.5043988298070746e-10,3.233980693277065e-10,2.1591957372760562e-07,2.8039372484062983e-11,6.520640398352457e-08,1.1060340606125766e-10,1.562777995425819e-11,3.23602326701928e-11,6.244563223111197e-16,3.345026093911211e-16,3.2254850643224e-12,4.291033141870635e-15,7.342337243710508e-18,6.493456804546619e-08,2.167447379859516e-16,1.0856599614611198e-21,2.5272843765334874e-13,1.0612254861621268e-13,0.0014986296365714386,1.6866812341414993e-24
7.006320514251072e-10,0.18586567458217013,3.76,0.0,0.8445660766610927,0.9985006038905896,2.5366930077690083e-13,8.914818789167174e-11,1.465913627468237e-05,1.4607640057641412e-05,2.211776066988281e-07,8.026608132454746e-13,1.7058103582986854e-12,5.106725916630589e-08,5.105501546423165e-08,3.752241580936328e-10,3.456346061996617e-10,2.2090546726334075e-07,2.931345567878732e-11,6.672537844057984e-08,1.1746905623528326e-10,1.6401674813596765e-11,3.3870343071319835e-11,6.545201298893048e-16,3.6601007447609345e-16,3.333196819732496e-12,4.5950668204098556e-15,7.861722814282834e-18,6.643433925975242e-08,2.283733028975329e-16,1.1826765204228908e-21,2.6629443496459873e-13,1.09218071828466e-13,0.0014991236112658298,1.8186853164060593e-24
7.164493556216313e-10,0.1858656856075955,3.76,0.0,0.8445657392162881,0.9985001662104529,2.762323792288164e-13,9.501226363506225e-11,1.4990075320880748e-05,1.4936229392930468e-05,2.2618409723811067e-07,8.444323409085881e-13,1.7578425502496185e-12,5.338743776485515e-08,5.337444303250318e-08,4.011473948456518e-10,3.6883661778047577e-10,2.2589136046484951e-07,3.061426840693743e-11,6.824523282026511e-08,1.246071873009759e-10,1.719525625596053e-11,3.541480404524557e-11,6.853311796335757e-16,3.9969019511969584e-16,3.441418781332471e-12,4.9131238365304814e-15,8.405013933289992e-18,6.793410886703552e-08,2.4037004921096327e-16,1.2857732315579873e-21,2.802281288893335e-13,1.1232210155826318e-13,0.0014995539510111295,1.957882789516069e-24
7.322666598181553e-10,0.18586569663305247,3.76,0.0,0.8445654017705906,0.9984997839154817,3.002632717378248e-13,1.0112673038400101e-10,1.5321014361849395e-05,1.5264766340525405e-05,2.3119162130982072e-07,8.873353029666932e-13,1.809998142988828e-12,5.575864649237679e-08,5.574487220812282e-08,4.282349247608971e-10,3.930219851013329e-10,2.3087725378483887e-07,3.1941714159264485e-11,6.976598671007785e-08,1.3202290308741885e-10,1.8008556964863308e-11,3.699360985949562e-11,7.168922110795228e-16,4.3564041566088364e-16,3.5501229105381064e-12,5.245519567277628e-15,8.972746623336886e-18,6.943387686730382e-08,2.527395524211576e-16,1.3951714033708525e-21,2.9452959042520465e-13,1.154344994757106e-13,0.0014999288531044191,2.1045075751235645e-24
7.480839640146794e-10,0.18586570765854174,3.76,0.0,0.8445650643239725,0.9984994498641877,3.258239794831161e-13,1.0749675291754769e-10,1.565195340517226e-05,1.5593250908668088e-05,2.362002065465039e-07,9.313709472019582e-13,1.8622675867914618e-12,5.818085225103582e-08,5.8166269445181217e-08,4.5651206271372997e-10,4.1820843641273893e-10,2.3586314763767838e-07,3.3295696967122726e-11,7.12876596847883e-08,1.3972130300233546e-10,1.8841608072133443e-11,3.860675477605275e-11,7.492059661506757e-16,4.7396030520422875e-16,3.659282823145426e-12,5.592569337124066e-15,9.565456859290159e-18,7.093364326054573e-08,2.6548638765534536e-16,1.511094379121992e-21,3.0919887454576656e-13,1.1855514398229727e-13,0.001500255459037368,2.258796614823777e-24
7.639012682112034e-10,0.1858657186840643,3.76,0.0,0.8445647268764063,0.9984991578350126,3.5297776901065055e-13,1.1412749255661224e-10,1.5982892458568246e-05,1.5921683105607648e-05,2.4120988067134007e-07,9.765403754652328e-13,1.9146420339636724e-12,6.065402194981114e-08,6.063860120657397e-08,4.860041069330163e-10,4.444135483525931e-10,2.4084904240432044e-07,3.467612140146839e-11,7.281027130644202e-08,1.4770748203478944e-10,1.9694439253958044e-11,4.0254233051948006e-11,7.822751892210161e-16,5.147515573021318e-16,3.768873694064431e-12,5.95458841792596e-15,1.0183680574625066e-17,7.243340804674978e-08,2.786151296884019e-16,1.6337674684797163e-21,3.2423602215530595e-13,1.2168392816888787e-13,0.001500539990370631,2.4209898585847028e-24
7.797185724077275e-10,0.18586572970962087,3.76,0.0,0.8445643894278642,0.9984989024079225,3.817891713838522e-13,1.2102410716527028e-10,1.6313831529890033e-05,1.6250062939599708e-05,2.462206715012765e-07,1.0228445544315546e-12,1.96711328725492e-12,6.317812250542484e-08,6.316183396484048e-08,5.167363390068361e-10,4.716547471057929e-10,2.4583493843658714e-07,3.608289257184446e-11,7.433384112436266e-08,1.55986530757976e-10,2.0567078821410436e-11,4.1936038939806765e-11,8.161026271778536e-16,5.581179896799939e-16,3.878872167547374e-12,6.331892028883889e-15,1.0827953667799959e-17,7.393317122590464e-08,2.9213035295826933e-16,1.763417881554266e-21,3.3964106180534056e-13,1.2482075802297382e-13,0.0015007878671409848,2.59133025302482e-24
7.955358766042515e-10,0.18586574073521234,3.76,0.0,0.8445640519783185,0.9984986788611453,4.1232398133464327e-13,1.2819175115220233e-10,1.664477062712298e-05,1.65783904189056e-05,2.51232606949623e-07,1.0702843255667866e-12,2.019673752053374e-12,6.57531208431989e-08,6.57359342029351e-08,5.48734023887593e-10,4.999493095554037e-10,2.5082083606090996e-07,3.751591612534891e-11,7.585838867515517e-08,1.6456353533208533e-10,2.145955380578481e-11,4.365216668835131e-11,8.50691029485061e-16,6.041655440045328e-16,3.98925627258747e-12,6.7247953365087714e-15,1.149881200865801e-17,7.543293279799906e-08,3.0603663158146264e-16,1.900274665233802e-21,3.5541401120280575e-13,1.2796555085374255e-13,0.001501003811123352,2.770063729574343e-24
8.113531808007756e-10,0.18586575176083953,3.76,0.0,0.8445637145277411,0.9984984830811635,4.4464925641484795e-13,1.3563557547223818e-10,1.6975709758383935e-05,1.6906665551791722e-05,2.562457150281748e-07,1.1188604143625904e-12,2.07231639208992e-12,6.837898389784329e-08,6.836086841493466e-08,5.820224098974897e-10,5.293143644254271e-10,2.558067355815884e-07,3.897509824558535e-11,7.738393348270916e-08,1.7344357750722546e-10,2.2371890039034018e-11,4.540261054286234e-11,8.860431482466675e-16,6.530022856954267e-16,4.1000053431926e-12,7.133613454592278e-15,1.2196791444855808e-17,7.693269276302186e-08,3.203385393686645e-16,2.0445686417469372e-21,3.715548785346865e-13,1.3111823390904568e-13,0.001501191935838299,2.957439192548164e-24
8.271704849972996e-10,0.1858657627865033,3.76,0.0,0.8445633770761044,0.9984983114843302,4.788333161479867e-13,1.4336072762799011e-10,1.7306648931920142e-05,1.723488834652891e-05,2.61260023848925e-07,1.1685734388922533e-12,2.1250346883988224e-12,7.105567861417854e-08,7.10366031066854e-08,6.166267287343394e-10,5.597668934151942e-10,2.607926372836286e-07,4.046034565159541e-11,7.891049505820275e-08,1.8263173462638937e-10,2.3304112229586572e-11,4.7187364745601454e-11,9.221617382708037e-16,7.047384037804842e-16,4.2110999432582576e-12,7.558661444181412e-15,1.2922427808318365e-17,7.8432451120962e-08,3.350406498404038e-16,2.196532349379706e-21,3.8806366363060525e-13,1.3427874316174793e-13,0.0015013558249356174,3.1537085071602617e-24
8.429877891938237e-10,0.18586577381220445,3.76,0.0,0.8445630396233796,0.9984981609486248,5.149457411814812e-13,1.5137235167155918e-10,1.763758815610811e-05,1.7563058811391867e-05,2.662755616254179e-07,1.2194239177369486e-12,2.1778226012972005e-12,7.37831719477976e-08,7.376310479639314e-08,6.525721954776853e-10,5.913237323254203e-10,2.6577854143521383e-07,4.1971565596772604e-11,8.043809290010659e-08,1.9213307962845602e-10,2.4256244033807617e-11,4.900642353619705e-11,9.590495571339975e-16,7.594862107945072e-16,4.322521795775846e-12,8.000254313556843e-15,1.3676256921720172e-17,7.993220787180841e-08,3.501475362428196e-16,2.3563999852761394e-21,4.0494035898300135e-13,1.3744702224490448e-13,0.0015014986004387447,3.3591264875062545e-24
8.588050933903477e-10,0.18586578483794383,3.76,0.0,0.8445627021695391,0.9984980287542097,5.530573724392881e-13,1.5967558820630254e-10,1.7968527439452473e-05,1.789117695465863e-05,2.7129235667379275e-07,1.271412277329126e-12,2.23067453515939e-12,7.656143086567024e-08,7.65403400151605e-08,6.898840085951979e-10,6.24001572175958e-10,2.707644482898576e-07,4.35086658677578e-11,8.196674649418807e-08,2.0195268105121448e-10,2.5228308123356826e-11,5.085978115199614e-11,9.96709365245815e-16,8.173601427220106e-16,4.434253716124009e-12,8.458707018214728e-15,1.4458814604991854e-17,8.143196301555013e-08,3.656637715635093e-16,2.5244073502530818e-21,4.221849506426799e-13,1.406230215171653e-13,0.0015016229821882283,3.573950884536069e-24
8.746223975868718e-10,0.18586579586372226,3.76,0.0,0.844562364714554,0.9984979125316283,5.932403102749723e-13,1.6827557438865017e-10,1.829946679058497e-05,1.8219242784610144e-05,2.7631043741356004e-07,1.3245388587562883e-12,2.2835853057787315e-12,7.939042234669499e-08,7.936827530747523e-08,7.285873499493262e-10,6.578169603152862e-10,2.757503580882787e-07,4.507155478331666e-11,8.349647531351596e-08,2.1209560303440502e-10,2.6220326248681962e-11,5.274743182838445e-11,1.035143925913843e-15,8.784767589839472e-16,4.546279549205414e-12,8.934334460851681e-15,1.5270636681851973e-17,8.293171655217623e-08,3.815939285474586e-16,2.7007917955621305e-21,4.39797419005268e-13,1.4380669724215173e-13,0.001501731339643958,3.798442374032958e-24
8.904397017833958e-10,0.18586580688954066,3.76,0.0,0.8445620272583964,0.9984978102166602,6.355679136252348e-13,1.7717744392996383e-10,1.863040621826324e-05,1.8547256309529794e-05,2.8132983236814447e-07,1.3788039240648507e-12,2.3365501101265198e-12,8.227011338220168e-08,8.224687723165315e-08,7.687073848041822e-10,6.927863015217767e-10,2.807362710600367e-07,4.666014119319964e-11,8.50272988184648e-08,2.225669053227708e-10,2.7232319298870873e-11,5.466936979907749e-11,1.074356005409012e-15,9.429547424685895e-16,4.658584110206797e-12,9.427451491352635e-15,1.6112258986363655e-17,8.443146848167581e-08,3.9794257971305465e-16,2.8857921715342983e-21,4.577777395018888e-13,1.4699801086788046e-13,0.0015018257370290138,4.0328645446122094e-24
9.062570059799199e-10,0.18586581791539972,3.76,0.0,0.8445616898010374,0.9984977200109936,6.801147991639007e-13,1.8638632709842865e-10,1.8961345731369816e-05,1.8875217537703025e-05,2.8635057016522703e-07,1.4342076621006019e-12,2.3895644983329232e-12,8.520047097640911e-08,8.517611236023912e-08,8.102692618326318e-10,7.28925859096779e-10,2.8572218742495536e-07,4.827433447698528e-11,8.655923645672014e-08,2.333716432691142e-10,2.8264307358071294e-11,5.6625589296384354e-11,1.1143483730312516e-15,1.0109148996067132e-15,4.7711531287742184e-12,9.938372906781328e-15,1.698421736951551e-17,8.593121880403803e-08,4.1471429736817967e-16,3.079648778045417e-21,4.761258832055818e-13,1.5019692839418113e-13,0.0015019079726583888,4.27748388575212e-24
9.220743101764439e-10,0.1858658289413004,3.76,0.0,0.8445613523424486,0.9984976403479696,7.269568404563759e-13,1.9590735072097156e-10,1.9292285338911035e-05,1.920312647741703e-05,2.913726795369113e-07,1.4907501939196946e-12,2.4426243477273055e-12,8.818146214684058e-08,8.815594728036964e-08,8.532981131235768e-10,7.662517559495652e-10,2.907081073943631e-07,4.991404454290755e-11,8.809230766328327e-08,2.445148678373553e-10,2.931630975867546e-11,5.861608455144694e-11,1.1551238011754817e-15,1.0824801604912223e-15,4.883973196407134e-12,1.0467413451373163e-14,1.7887047705826532e-17,8.743096751925206e-08,4.3191365362638504e-16,3.2826033167423073e-21,4.94841817363662e-13,1.5340341981745034e-13,0.0015019796131938447,4.5325697758688226e-24
9.37891614372968e-10,0.18586583996724343,3.76,0.0,0.844561014882601,0.9984975698627455,7.761711671145799e-13,2.0574563818519973e-10,1.9623225050015927e-05,1.953098313696038e-05,2.9639618931973786e-07,1.5484315778017393e-12,2.4957258387865376e-12,9.121305392470123e-08,9.118634859409996e-08,8.978190541894064e-10,8.047799756741773e-10,2.9569403117217393e-07,5.1579181826668184e-11,8.962653186047666e-08,2.5600162560558595e-10,3.0388345131456285e-11,6.064084979445608e-11,1.196685065397928e-15,1.1577755790413595e-15,4.9970317168855985e-12,1.1014887816530248e-14,1.882128589997459e-17,8.893071462730712e-08,4.49545220423145e-16,3.494898844971543e-21,5.139255058650883e-13,1.5661745864325582e-13,0.0015020420234814291,4.798394470444533e-24
9.53708918569492e-10,0.18586585099322966,3.76,0.0,0.844560677421466,0.9984975073662986,8.278361639523549e-13,2.1590630944135443e-10,1.995416487393519e-05,1.9858787524622773e-05,3.01421128454569e-07,1.6072518138943277e-12,2.5488654328507344e-12,9.429521335521993e-08,9.426728291869881e-08,9.438571839736033e-10,8.445263636182258e-10,3.006799589558283e-07,5.326965729023457e-11,9.116192845794918e-08,2.67836958769119e-10,3.14804314528312e-11,6.269987925484703e-11,1.2390349444827654e-15,1.2369283332116185e-15,5.110316859555281e-12,1.15811106408184e-14,1.9787467893448013e-17,9.043046012819233e-08,4.676135695321903e-16,3.716779731354501e-21,5.333769096508496e-13,1.5983902145842492e-13,0.00150209639254654,5.0752330902162004e-24
9.8534352696254e-10,0.18586587304533517,3.76,0.0,0.8445600024952173,0.9984974023369666,9.388379783686893e-13,2.3721526595548835e-10,2.0616044897821708e-05,2.0514239517467617e-05,3.1147541106359233e-07,1.7283085773570727e-12,2.6552460610801402e-12,1.006111034270414e-07,1.0058061714716145e-07,1.0405853226734091e-09,9.277363406596851e-10,3.10651827302617e-07,5.6726269228659416e-11,9.423631642899203e-08,2.9257349816776706e-10,3.3724825833697524e-11,6.692070774274734e-11,1.326111678918976e-15,1.407325182087233e-15,5.337523261411716e-12,1.2771059956868123e-14,2.1817807268502197e-17,9.342994630841024e-08,5.05078901072071e-16,4.19028135783982e-21,5.733826941093737e-13,1.6630463871530317e-13,0.0015021850097922094,5.663066844054017e-24
9.999999999999999e-10,0.18586589289238628,3.76,0.0,0.844559689796645,0.9984973611987197,9.938777498226557e-13,2.4754325684878706e-10,2.0922697425848898e-05,2.0817842873076758e-05,3.1613565317356126e-07,1.7859386255432642e-12,2.7045733903063556e-12,1.0360573441338273e-07,1.0357401550143703e-07,1.0875469406282894e-09,9.679955288736837e-10,3.1527185012172676e-07,5.836177578741733e-11,9.566235495078877e-08,3.0452473412118486e-10,3.47919128704128e-11,6.892267741732891e-11,1.367534038304214e-15,1.4919708957484025e-15,5.443058676761477e-12,1.3348917608293316e-14,2.280370710024843e-17,9.48196211493811e-08,5.230453942465782e-16,4.423537723516102e-21,5.924160090337876e-13,1.6931032652000756e-13,0.0015022184731372848,5.951351719298815e-24
1.0138146745162835e-09,0.18586589289238628,3.76,0.0,0.8445593950568988,0.9984973260639127,1.0479329294796205e-12,2.575471724192704e-10,2.1211737400401697e-05,2.110396762437171e-05,3.20529446256106e-07,1.841153495610748e-12,2.751088492178284e-12,1.0646801555900387e-07,1.0643510627472301e-07,1.1330808865591977e-09,1.0069476226524966e-09,3.196265243896852e-07,5.992299405039519e-11,9.700746967019352e-08,3.160790051546661e-10,3.5813523482435923e-11,7.083657910542039e-11,1.4072057479691997e-15,1.5751937814722258e-15,5.542679559132259e-12,1.3909289443833955e-14,2.3759738054938275e-17,9.612947837397745e-08,5.403373562704453e-16,4.651691619671366e-21,6.106450460162842e-13,1.7214924217440601e-13,0.0015022463326371455,6.232603107893772e-24
