Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),OH(4),HF(38),CHF(40),CHF2(81),FC1OO1(129),[O]C([O])F(131),H(5),CFO2(136),CO2(13),F(37),HO2(10),[O]OC(F)F(168),H2(7),O(6),CF2O(48),CHFO(46),FC(F)C(F)F(179),CHF3(41),[O]C(F)F(170),CO(12),CHF2-CF2(68),CF2(42),CHFCF2(54),C2HF4O2(637),FC1(F)OO1(934),CF2O2(144),O2(176),FC1OC1(F)F(245)
1.442353439861627e-07,0.18599766647144375,3.76,0.0,0.839590093165196,0.996802349785728,0.00012793082743449205,0.00017245236229231802,0.003963378189325731,0.0015878634044791701,0.0019356771893054585,1.016847626045617e-08,2.7682745555597947e-10,0.00044744633932054963,0.000432435823757515,0.0009858881925510162,2.7844159351783318e-05,5.0693529276923156e-05,2.9843696672136975e-06,0.0007780352287600715,0.00012519293593188835,2.197152151359324e-05,3.755245369823895e-06,3.4446240444009443e-07,4.848290272979752e-06,4.483304521320748e-08,7.267034717727987e-08,1.2981250507476768e-09,1.4508388918660803e-05,8.399423343313285e-08,6.731524684761222e-13,1.014799163492983e-08,2.305333709421961e-10,0.001499917276544474,1.0448911366824498e-14
1.4630611214495653e-07,0.186000037485279,3.76,0.0,0.8394869274513926,0.9967614938782937,0.00013354893548285022,0.0001767798185404283,0.004034781524112785,0.001597776431806184,0.001993912083569832,1.0274249913870542e-08,2.7862432199067655e-10,0.0004521892550812342,0.0004366894664944709,0.0010146634850790718,2.812658443943584e-05,5.148728077824359e-05,3.0772833470066543e-06,0.0008005386027089202,0.00012796852305935422,2.3012222721136116e-05,3.989792243504321e-06,3.717431987683101e-07,5.1311618003723705e-06,4.618250519680826e-08,7.770683356159425e-08,1.3822397511366257e-09,1.4771432765436027e-05,9.064309763455744e-08,7.168315899587936e-13,1.0401088756834723e-08,2.3609547640732735e-10,0.0014998558245330113,1.1297136578255989e-14
1.4837688030375035e-07,0.1860024175899153,3.76,0.0,0.8393830498587426,0.9967203422933194,0.00013930714766167455,0.00018111420252184016,0.004106475742044384,0.001607480448946847,0.002052802802439888,1.0378036858998509e-08,2.80383214943839e-10,0.00045685122720972427,0.0004408543738467012,0.0010437290960666713,2.8403139342127855e-05,5.228183368438836e-05,3.171295943308963e-06,0.0008232677837581541,0.00013073870195455452,2.4084382179713906e-05,4.236214625771923e-06,4.006717477696676e-07,5.424795763458863e-06,4.75470759270951e-08,8.304753052918915e-08,1.470915774449973e-09,1.5038333479983447e-05,9.769410397816436e-08,7.628796830795979e-13,1.0657272172842676e-08,2.4172657174725513e-10,0.0014997939271761958,1.219820348131154e-14
1.5044764846254417e-07,0.18600480659967228,3.76,0.0,0.8392784704703402,0.9966789001473727,0.00014520570730318236,0.0001854538325049952,0.004178455445792359,0.001616979737023628,0.0021123380894886423,1.0479862823032534e-08,2.82104884136748e-10,0.0004614334294538547,0.00044493177579049193,0.0010730794729478742,2.867390292655935e-05,5.307714404980119e-05,3.2663886012458117e-06,0.0008462185690936957,0.00013350266317613868,2.518836791887614e-05,4.494899871947722e-06,4.313153036367416e-07,5.729350023227175e-06,4.892649161060849e-08,8.870721633957812e-08,1.5643691605970776e-09,1.5309228946594026e-05,1.0516374678776247e-07,8.114089086200259e-13,1.0916600704183093e-08,2.474280930300316e-10,0.0014997315921814424,1.3154362604273662e-14
1.52518416621338e-07,0.1860072043314744,3.76,0.0,0.8391731993030236,0.9966371724580537,0.00015124480488255273,0.00018979706686729923,0.0042507153209310694,0.001626278489310878,0.0021725067569605067,1.0579753906292833e-08,2.8379006561801496e-10,0.000465937045672689,0.00044892291533217256,0.001102709138677328,2.8938955123885794e-05,5.3873168558362266e-05,3.362542565383324e-06,0.000869386817463455,0.0001362596330083454,2.6324542160388877e-05,4.766237368786568e-06,4.6374238634139824e-07,6.044977972590757e-06,5.032048808916166e-08,9.470113241159579e-08,1.6628247095243279e-09,1.558425841984478e-05,1.1306883809049834e-07,8.625359822158949e-13,1.1179136329114264e-08,2.532015420710755e-10,0.001499668827107151,1.4167910938680693e-14
1.545891847801318e-07,0.18600961060487556,3.76,0.0,0.8390672463036628,0.9965951641456383,0.00015742457926615683,0.00019414230429036047,0.00432325013665464,0.0016353808130406809,0.002233297689926714,1.0677736520333117e-08,2.8543948194275553e-10,0.00047036326732053594,0.0004528290458913727,0.00113261269253501,2.9198376743643434e-05,5.466986452593459e-05,3.4597391878564613e-06,0.0008927684496467047,0.0001390088726143828,2.7493261335530706e-05,5.050618232234365e-06,4.980227644904129e-07,6.371828501657441e-06,5.172880293827353e-08,1.0104498553871694e-07,1.7665161726104634e-09,1.586356244330827e-05,1.2142650331031697e-07,9.163822742578545e-13,1.1444944157731917e-08,2.590484857740156e-10,0.0014996056393649364,1.5241191414069233e-14
1.5665995293892563e-07,0.18601202524207847,3.76,0.0,0.8389606213457694,0.9965528800347128,0.00016374511896523504,0.0001984879838920297,0.004396054746314124,0.0016442907311715335,0.002294699850108686,1.077383733059216e-08,2.870538423541135e-10,0.00047471329113156556,0.0004566514288823465,0.0011627848107698372,2.9452249301545243e-05,5.546718990189313e-05,3.557959935867144e-06,0.0009163594487985209,0.00014174967718213013,2.8694876104996388e-05,5.3484350081550064e-06,5.34227435607924e-07,6.710045969913158e-06,5.315117555773624e-08,1.0775494974974353e-07,1.875686437336594e-09,1.6147282768552317e-05,1.302541768248762e-07,9.730739062506443e-13,1.171409240468939e-08,2.6497055543033757e-10,0.0014995420362224066,1.6376592352540793e-14
1.5873072109771945e-07,0.18601444806794962,3.76,0.0,0.8388533342264075,0.9965103248558056,0.0001702064633931293,0.00020283258529898773,0.004469124087788637,0.0016530121841206243,0.002356702279390222,1.0868083203299405e-08,2.8863384296680896e-10,0.00047898831699159494,0.00046039133148038897,0.0011932202470943713,2.9700654860245617e-05,5.62651032697179e-05,3.6571863985921793e-06,0.0009401558606791988,0.00014448137506483245,2.9929731381252878e-05,5.660081376462922e-06,5.72428605882624e-07,7.059770184991759e-06,5.4587347254822026e-08,1.1484766781831527e-07,1.990587704903226e-09,1.6435562274551386e-05,1.3956959739497815e-07,1.0327418434569201e-12,1.1986652359885962e-08,2.709694459791717e-10,0.0014994780248056248,1.7576546904491243e-14
1.6080148925651327e-07,0.18601687891002916,3.76,0.0,0.8387453946633843,0.9964675032470067,0.00017680860412429058,0.00020717462866344413,0.004542453183703379,0.0016615490314604668,0.0024192941030381,1.0960501156360937e-08,2.9018016695219715e-10,0.0004831895459844663,0.000464050024561192,0.0012239138330420469,2.9943675882228482e-05,5.70635638467277e-05,3.757400293538056e-06,0.0009641537937778971,0.00014720332691922305,3.119816635320129e-05,5.985951859070465e-06,6.126996694165868e-07,7.42113638770945e-06,5.603706132058602e-08,1.2234025242521868e-07,2.1114816604908115e-09,1.672854488762432e-05,1.493908034753432e-07,1.0955219836648782e-12,1.226269835718229e-08,2.7704691522861473e-10,0.0014994136121012057,1.8843532466800227e-14
1.628722574153071e-07,0.18601931759853688,3.76,0.0,0.8386368122927056,0.9964244197555804,0.0001835514861533881,0.00021151267462734194,0.0046160371415068634,0.0016699050535806201,0.0024824645326494434,1.1051118313969061e-08,2.9169348472450307e-10,0.00048731817860122207,0.0004676287808017461,0.001254860478197594,3.0181395094026273e-05,5.7862531483024755e-05,3.858583472377377e-06,0.0009883494193391445,0.0001499149248432845,3.2500514513006084e-05,6.326441532033138e-06,6.55115187011627e-07,7.79427524304994e-06,5.750006309969162e-08,1.3025028697795785e-07,2.2386396358845875e-09,1.7026375502006336e-05,1.5973612841530958e-07,1.1615552419315677e-12,1.2542307741204412e-08,2.832047830400414e-10,0.0014993488049590044,2.0180070084745994e-14
1.6494302557410091e-07,0.1860217639663739,3.76,0.0,0.838527596666274,0.9963810788395625,0.00019043500915295043,0.00021584532423730057,0.004689871153418671,0.0016780839533152166,0.0025462028688430466,1.1139961864694539e-08,2.931744541280296e-10,0.000491375413101029,0.0004711288729321157,0.001286055170310629,3.0413895361026757e-05,5.8661966659717204e-05,3.960717926299473e-06,0.0010127389713002742,0.0001526155915156571,3.3837103684959776e-05,6.681945742249927e-06,6.997508645280782e-07,8.1793128367944e-06,5.897610005417457e-08,1.385958260925074e-07,2.3723427642088256e-09,1.732919990115688e-05,1.7062419555779991e-07,1.2309876311663027e-12,1.2825560832299637e-08,2.8944493047685895e-10,0.0014992836100946793,2.158872383887262e-14
1.6701379373289473e-07,0.18602421784912146,3.76,0.0,0.8384177572498174,0.9963374848693508,0.00019745902872806526,0.00022017121881337504,0.004763950496258474,0.001686089357537011,0.00261049850371078,1.1227059022835584e-08,2.9462372062494885e-10,0.0004953624440135002,0.0004745515721280865,0.001317492975301725,3.064125957217156e-05,5.946183048648066e-05,4.063785790905753e-06,0.001037318746147297,0.0001553047793385094,3.520825605625926e-05,7.052859829050758e-06,7.466835308498624e-07,8.5763706774987e-06,6.046492182152697e-08,1.4739539574259514e-07,2.5128821265399075e-09,1.763716467989836e-05,1.8207391324465337e-07,1.303970338431739e-12,1.3112540889709642e-08,2.957692989191712e-10,0.0014992180340916803,2.307210021799111e-14
1.6908456189168855e-07,0.1860266790850359,3.76,0.0,0.8383073034210304,0.9962936421292753,0.0002046233576667557,0.00022448903977456282,0.004838270531166258,0.0016939248187186327,0.0026753409230441546,1.1312436992811694e-08,2.960419174833444e-10,0.0004992804607727206,0.00047789814653532086,0.0013491690371696511,3.086357053389383e-05,6.026208469851655e-05,4.1677693506783575e-06,0.001062085102696226,0.00015798196958551164,3.66142882095754e-05,7.439578850978498e-06,7.959911154887166e-07,8.985565703528729e-06,6.19662802674491e-08,1.566679930822585e-07,2.6605588901917264e-09,1.7950417167474765e-05,1.9410446973617823e-07,1.380659796853156e-12,1.3403334073027485e-08,3.021798891458805e-10,0.0014991520834037686,2.463284747946355e-14
1.732260982092762e-07,0.1860316229827061,3.76,0.0,0.8380845895877778,0.9962052270558188,0.00021937198814554122,0.0002330953856023124,0.0049876145407554825,0.0017090997589156794,0.0028066245381781303,1.1478143949273463e-08,2.987875755146667e-10,0.00050691417702847,0.0004843679706956404,0.0014132168965325994,3.1293362965677e-05,6.186361432353418e-05,4.378413461162376e-06,0.0011121633058778094,0.00016329842175976788,3.9532230381313866e-05,8.262008943502136e-06,9.020481234333281e-07,9.840812301449006e-06,6.500562606917473e-08,1.767106112576594e-07,2.978580471429423e-09,1.859337780626281e-05,2.199862205484947e-07,1.545811319053652e-12,1.399671871084458e-08,3.1526802926478274e-10,0.001499019083154879,2.7997252575357632e-14
1.769534808951051e-07,0.18603609607026278,3.76,0.0,0.8378821380676773,0.9961248439697663,0.00023312290268113182,0.0002408010696625111,0.0051228024902672436,0.0017222101683714356,0.002926546301559679,1.1621672198431902e-08,3.011585195045617e-10,0.0005135602798396283,0.0004899430802976488,0.0014716276834064836,3.166371979550786e-05,6.330595490076121e-05,4.570950299957067e-06,0.0011578365345097208,0.00016803755457000228,4.22807296438116e-05,9.060197046562131e-06,1.0064251646558869e-06,1.0653123485266359e-05,6.778147065642182e-08,1.965669242786771e-07,3.2924420225554303e-09,1.91916167289341e-05,2.454643088103601e-07,1.7088038068463634e-12,1.4544728055577913e-08,3.2736348764079795e-10,0.0014988981636822388,3.1317224822382326e-14
1.8068086358093398e-07,0.1860405905878947,3.76,0.0,0.8376778375136177,0.9960437177285917,0.0002473236818389478,0.00024846189478612796,0.00525870194319986,0.001734821968268743,0.0030480806050766033,1.1760049718622542e-08,3.034381089719968e-10,0.000520000922191654,0.0004952909979561554,0.0015307384428408545,3.201897865522262e-05,6.474899339213416e-05,4.766185675708911e-06,0.0012040604724501995,0.00017273097914676828,4.5146910519010406e-05,9.915696582614131e-06,1.1197567728728793e-06,1.1506370609352555e-05,7.05941815077981e-08,2.1827274029878968e-07,3.6345862876303126e-09,1.9809304752260187e-05,2.731349718573876e-07,1.886485423517364e-12,1.510656003027673e-08,3.397720321708928e-10,0.0014987761249214977,3.49309035514414e-14
1.8440824626676287e-07,0.18604510568716592,3.76,0.0,0.8374717392548818,0.995961870408065,0.0002619718477793915,0.0002560715844034935,0.0053952888254703265,0.0017469533807949412,0.0031711697405789954,1.1893431068425394e-08,3.056296209239801e-10,0.0005262427174074147,0.0005004188564105084,0.0015905236359858113,3.235960839352696e-05,6.619252867687817e-05,4.964022109426208e-06,0.0012508160872345148,0.00017737660493237397,4.8132421523289986e-05,1.0830767493679993e-05,1.2425341728277096e-06,1.2401072950009466e-05,7.344239734767105e-08,2.419557505757795e-07,4.007149421361514e-09,2.0447317917728695e-05,3.031195424148594e-07,2.079965975845037e-12,1.56828163422075e-08,3.5250734759970807e-10,0.0014986530001281587,3.885515564128791e-14
1.8813562895259177e-07,0.18604964054696416,3.76,0.0,0.8372638936083056,0.9958793233002735,0.0002770645701348564,0.0002636242568148032,0.005532539897376458,0.0017586219609955318,0.003295757097265053,1.2021968720001967e-08,3.0773621922470866e-10,0.0005322921529891887,0.0005053336757284968,0.0016509585099954926,3.268607112702207e-05,6.76363658018539e-05,5.164363920199091e-06,0.0012980849638797442,0.00018197257964340543,5.1238855445824325e-05,1.180764706084169e-05,1.3752582649285664e-06,1.333770382953821e-05,7.632478298500693e-08,2.6774847223836663e-07,4.412381431753999e-09,2.1106534240627093e-05,3.355418646395156e-07,2.290414463719936e-12,1.6274125551558488e-08,3.6558365937617234e-10,0.0014985288213764884,4.3107232156123195e-14
1.9186301163842066e-07,0.18605419437216017,3.76,0.0,0.8370543498690208,0.9957960969403818,0.00029259868797253027,0.00027111441667962405,0.005670432736605243,0.0017698446212686745,0.0034217871759582123,1.214581275723497e-08,3.0976095802712343e-10,0.0005381555805317068,0.000510042351320533,0.001712019085372027,3.299882135639963e-05,6.9080315860194e-05,5.3671172568706175e-06,0.0013458492928030536,0.00018651727499257174,5.4467750183693024e-05,1.2848545812639207e-05,1.5184391659711025e-06,1.4316691386260951e-05,7.924002965115093e-08,2.9578819550649044e-07,4.8526472788946105e-09,2.178783246998131e-05,3.705281895687063e-07,2.5190596400031157e-12,1.6881142112657225e-08,3.7901571210650654e-10,0.0014984036196003673,4.7704754969021234e-14
1.9559039432424955e-07,0.18605876639373872,3.76,0.0,0.8368431563047641,0.9957122111327029,0.00030857073126825063,0.0002785369458180327,0.005808945719949789,0.001780637654947709,0.0035492055994292213,1.22651106253613e-08,3.1170678515253655e-10,0.0005438392077533547,0.0005145516441397916,0.0017736821420353693,3.329830523727634e-05,7.052419586309094e-05,5.572190122191332e-06,0.0013940918568737433,0.00019100927290594886,5.7820589606991945e-05,1.395564367776966e-05,1.6725957471348352e-06,1.5338419433498588e-05,8.218685524349195e-08,3.2621692227365964e-07,5.3304276608404164e-09,2.2492090900742876e-05,4.082070699312673e-07,2.767190405417675e-12,1.750454538135506e-08,3.928187474305068e-10,0.0014982774246338458,5.266570327709187e-14
1.9931777701007844e-07,0.18606335586791525,3.76,0.0,0.8366303601532717,0.9956276849760864,0.00032497694187025105,0.0002858870934330145,0.005948058004011813,0.0017910167590243214,0.0036779591192506,1.2380006925320226e-08,3.1357654541297104e-10,0.0005493490923472903,0.0005188681727751037,0.0018359252043602915,3.358495998511653e-05,7.1967828606258e-05,5.7794923903825845e-06,0.0014427960177853829,0.00019544735224042394,6.12988044495008e-05,1.513108638105511e-05,1.838255170740884e-06,1.6403228393812508e-05,8.51640044870369e-08,3.591812967622163e-07,5.84831949262582e-09,2.322018623878522e-05,4.4870925467398787e-07,3.036156041038184e-12,1.814503859361029e-08,4.070084814218548e-10,0.001498150265247594,5.800840006009616e-14
2.0304515969590734e-07,0.1860679620757508,3.76,0.0,0.836416007622507,0.9955425368886044,0.0003418132939157567,0.00029316046582222464,0.006087749505067961,0.001800997056020962,0.00380799561943933,1.2490643249139628e-08,3.153729838729031e-10,0.0005546911374865207,0.0005229984072757896,0.0018987265253328969,3.385921340293161e-05,7.341104253205472e-05,5.9889358185979854e-06,0.0014919457018690518,0.0001998304760235364,6.490377322226275e-05,1.6376982089170157e-05,2.015952426733312e-06,1.7511416301320187e-05,8.817024901980349e-08,3.948325285397722e-07,6.40903607864798e-09,2.3972992520805777e-05,4.921675834328153e-07,3.327366278998665e-12,1.8803347818346566e-08,4.2160108157849054e-10,0.0014980221691861311,6.375149851412018e-14
2.0677254238173623e-07,0.18607258432251,3.76,0.0,0.8362001438932671,0.9954567846315291,0.0003590755136764253,0.00030035301568669115,0.0062280008783641445,0.0018105931150593875,0.003939264117349511,1.259715804993729e-08,3.170987490459529e-10,0.0005598710887008752,0.0005269486644296741,0.001962065070058969,3.41214835122338e-05,7.48536715887229e-05,6.200434053160009e-06,0.0015415253855261175,0.00020415777922251467,6.86368231457509e-05,1.769539830428802e-05,2.2062298701962595e-06,1.8663239860049575e-05,9.12043874126097e-08,4.333263085831626e-07,7.015406988563253e-09,2.4751380089567212e-05,5.387168812605145e-07,3.6422912171033156e-12,1.948022088955622e-08,4.3661314350392253e-10,0.0014978931632059,6.991396850425556e-14
2.1049992506756512e-07,0.1860772219370956,3.76,0.0,0.8359828131238418,0.9953704453326109,0.00037675909880918723,0.00030746103112060536,0.006368793497036878,0.0018198189721567832,0.004071714762153896,1.269968654179861e-08,3.187563960205589e-10,0.0005648945319178916,0.000530725104289411,0.002025920498797841,3.437217827289548e-05,7.629555508783045e-05,6.413902631211967e-06,0.0015915200804145517,0.00020842855704824903,7.249923109724353e-05,1.90883590053865e-05,2.40963676101245e-06,1.985891554869403e-05,9.426524513169485e-08,4.7482271893805243e-07,7.670377645309402e-09,2.5556214625141848e-05,5.884938538733719e-07,3.982461081258213e-12,2.0176426321849542e-08,4.520616673636555e-10,0.001497763273108555,7.651508307087748e-14
2.1422730775339402e-07,0.18608187427143133,3.76,0.0,0.8357640584564519,0.995283535508652,0.0003948593369973287,0.00031448112435430894,0.006510109430818724,0.001828688149780479,0.004205298831195896,1.2798360625617882e-08,3.203483895143881e-10,0.0005697668924979861,0.0005343337277789539,0.002090273149659221,3.4611695380100816e-05,7.773653756077807e-05,6.629258978317304e-06,0.0016419153184931451,0.00021264225379105146,7.649222457047503e-05,2.0557842034783757e-05,2.6267288066674512e-06,2.1098620763135702e-05,9.735167445089258e-08,5.194861365280732e-07,8.377008634915134e-09,2.63883562322453e-05,6.416369836550459e-07,4.349465840973071e-12,2.0892752213452092e-08,4.679640341972422e-10,0.0014976325237743028,8.357440502123192e-14
2.179546904392229e-07,0.1860865406998571,3.76,0.0,0.8355439220252627,0.9951960710873858,0.00041337132396933877,0.0003214102203080472,0.00665193142464367,0.0018372136756847155,0.0043399687244221165,1.2893308837991501e-08,3.2187710685661356e-10,0.0005744934351386878,0.0005377803752556732,0.002155104021064174,3.484042212961419e-05,7.91764686149991e-05,6.8464224024041854e-06,0.001692697136999838,0.0002167984521829467,8.061698264519354e-05,2.2105776727371192e-05,2.858067709051557e-06,2.2382494989697224e-05,1.0046255431787977e-07,5.674851315979568e-07,9.13847474771384e-09,2.7248658583632498e-05,6.98286426619205e-07,4.744954683544881e-12,2.1630005140165762e-08,4.84337982157259e-10,0.0014975009391974344,9.111177363309931e-14
2.216820731250518e-07,0.18609122061851446,3.76,0.0,0.8353224449657851,0.9951080674286665,0.0004322899808863719,0.00032824554501224027,0.006794242877260131,0.0018454081010544372,0.004475677957100038,1.2984656320355032e-08,3.2334484089407594e-10,0.0005790792645279886,0.0005410707259079533,0.0022203947540656334,3.505873534290709e-05,8.06152027904354e-05,7.065314084443859e-06,0.0017438520634349593,0.0002208968632786624,8.48746369643024e-05,2.3734041778460022e-05,3.104220716052322e-06,2.3710641002491847e-05,1.0359679017965833e-07,6.1899236129132e-07,9.9580637623119e-09,2.8137968119167327e-05,7.585839105182761e-07,5.170635352524895e-12,2.2389009043774576e-08,5.0120158274288e-10,0.0014973685425167386,9.91472914953441e-14
2.254094558108807e-07,0.18609591344473342,3.76,0.0,0.835099667425469,0.9950195393449821,0.0004516100710912505,0.0003349846139484299,0.006937027819953646,0.0018532835179816051,0.004612381151020873,1.307252480563796e-08,3.2475380282170695e-10,0.0005835293266309427,0.0005442102978716739,0.0022861276146196687,3.526700134394476e-05,8.205259941684112e-05,7.285857066241581e-06,0.0017953671006165726,0.00022493731684622843,8.926627271630357e-05,2.5444463345192264e-05,3.365760178681868e-06,2.508312607854251e-05,1.0675331377227186e-07,6.741844588689813e-07,1.083917498502825e-08,2.9057123299950846e-05,8.226726342737862e-07,5.6282733569886415e-12,2.3170604118314468e-08,5.185732170951809e-10,0.0014972353560447939,1.0770131150796409e-13
2.291368384967096e-07,0.18610061861641902,3.76,0.0,0.8348756285753173,0.9949305011212936,0.00047132621621493506,0.00034162522036161537,0.007080270895470128,0.001860851576299803,0.0047500340243747585,1.3157032619909885e-08,3.261061249385476e-10,0.0005878484105030258,0.0005472044489578004,0.0023522854758896454,3.546557598004194e-05,8.348852247240693e-05,7.507976235693271e-06,0.0018472297118676412,0.00022891975225583828,9.379292962087759e-05,2.7238813375452432e-05,3.643263114427989e-06,2.6499983224757544e-05,1.0993108287870088e-07,7.332419190745629e-07,1.178531755848553e-08,3.0006953916641194e-05,8.906971688904174e-07,6.119691059381058e-12,2.3975645697517337e-08,5.364715524201917e-10,0.0014971014013009558,1.1679442406255504e-13
2.3286422118253848e-07,0.18610533559144238,3.76,0.0,0.8346503666223729,0.9948409665342207,0.000491432911639208,0.00034816542358841185,0.007223957337212763,0.0018681234998011874,0.004888593380458664,1.3238294696879589e-08,3.274038633263137e-10,0.000592041150541165,0.0005500583779002787,0.002418851800650139,3.565480468037642e-05,8.492284044409967e-05,7.731598309810356e-06,0.001899427806382663,0.0002328442098536854,9.84556029156646e-05,2.9118808157615184e-05,3.937310777445011e-06,2.7961212411494903e-05,1.1312908105885432e-07,7.963489801336028e-07,1.2800108553392314e-08,3.098828045091945e-05,9.628033599983365e-07,6.646766649286846e-12,2.480500314651792e-08,5.549155185983487e-10,0.0014969666990393602,1.264474444214281e-13
2.3659160386836737e-07,0.18611006384703702,3.76,0.0,0.8344239188229525,0.994750948870588,0.0005119245413168775,0.00035460353743968704,0.00736807294876996,0.0018751101018582204,0.0050280170953538915,1.3316422603450553e-08,3.2864900045107657e-10,0.0005961120290987145,0.0005527771260483718,0.002485810623844098,3.583502254679798e-05,8.635542619002835e-05,7.95665181577117e-06,0.0019519497248109336,0.00023671082280602864,0.00010325524434252149,3.1086107083909137e-05,4.24848823612788e-06,2.946678180807896e-05,1.1634631735534301e-07,8.636935028505402e-07,1.3887270857834395e-08,3.2001913488889004e-05,1.0391382321509124e-06,7.211433010308027e-12,2.5659558760681377e-08,5.739242850345739e-10,0.0014968312692741315,1.3668140031102e-13
2.4031898655419624e-07,0.18611480287920407,3.76,0.0,0.8341963214965203,0.994660460945335,0.0005327953919527725,0.00036093811867223224,0.0075126040838214385,0.001881821800471588,0.005168264104695069,1.339152457475909e-08,3.298434476914295e-10,0.0006000653794005662,0.0005553655794372066,0.0025531465353381484,3.6006554472250524e-05,8.778615680409287e-05,8.183067070228746e-06,0.0020047842250868106,0.00024051980939801155,0.00010819276313167631,3.3142311619692475e-05,4.5773839585509535e-06,3.101662901612705e-05,1.1958182597749632e-07,9.354668472498057e-07,1.5050630878713e-08,3.304865318505557e-05,1.1198498949900356e-06,7.815676488142113e-12,2.6540206674210308e-08,5.935172378014238e-10,0.0014966951313097577,1.4751751974374994e-13
2.4404636924002513e-07,0.18611955220212453,3.76,0.0,0.8339676100401009,0.9945695151188146,0.0005540396665505094,0.00036716795558112774,0.007657537626462814,0.001888268632765219,0.0053092943896436585,1.3463705557259676e-08,3.3098904779121846e-10,0.0006039053887007124,0.0005578284711761618,0.002620844662915543,3.6169715282535674e-05,8.92149134831353e-05,8.410776157087744e-06,0.0020579204685330465,0.00024427146577132126,0.0001132690269822999,3.528896447046374e-05,4.9245894062002286e-06,3.261066229692943e-05,1.228346659661957e-07,1.0118637471934946e-06,1.6294116070284287e-08,3.4129288775405665e-05,1.2050874513785236e-06,8.46153556797321e-12,2.74478517810273e-08,6.13713957121555e-10,0.001496558303767268,1.5897721908054939e-13
2.47773751925854e-07,0.18612431134758267,3.76,0.0,0.8337378189431383,0.9944781233134987,0.000575651497331615,0.00037329205674159146,0.007802860971982523,0.0018944602689488564,0.005451068962170333,1.3533067258556529e-08,3.3208757723670433e-10,0.0006076361016305395,0.0005601703841005009,0.0026888906555409308,3.6324809897548406e-05,9.064158139678152e-05,8.63971290394663e-06,0.002111348006259129,0.00024796615908437574,0.00011848486303811447,3.752754893804979e-05,5.290698636377915e-06,3.424876178948935e-05,1.2610392084254646e-07,1.0930821833930788e-06,1.76217523049101e-08,3.5244598137990896e-05,1.2950009075871299e-06,9.151099468782853e-12,2.8383408670261404e-08,6.345341952317336e-10,0.0014964208046054505,1.7108209134406056e-13
2.515011346116829e-07,0.18612907986439872,3.76,0.0,0.8335069818027251,0.994386297030091,0.0005976249580351633,0.0003793096399258799,0.007948562008117725,0.0019004060257678738,0.005593549849739992,1.3599708202835655e-08,3.3314074856274766e-10,0.0006112614236930208,0.0005623957536384013,0.0027572706669251328,3.647213350858824e-05,9.206604956012126e-05,8.86981285738105e-06,0.0021650567658718653,0.00025160432107837005,0.00012384105885677554,3.9859488457131715e-05,5.6763079136084276e-06,3.593078071620555e-05,1.2938869824233598e-07,1.1793232552143955e-06,1.9037661101096978e-08,3.639534739933656e-05,1.389741085611665e-06,9.886506662650668e-12,2.9347800578481583e-08,6.55997854670185e-10,0.0014962826511484362,1.8385389479179381e-13
2.552285172975118e-07,0.18613385731787407,3.76,0.0,0.8332751313391258,0.9942940473630751,0.000619954075607481,0.0003852201212175683,0.008094629096808885,0.0019061148794591966,0.005736700079482794,1.3663723790908829e-08,3.341502125874375e-10,0.0006147851248647946,0.000564508870852244,0.002825971339412208,3.661197176882373e-05,9.348821070933915e-05,9.10101325722453e-06,0.0022190370385109805,0.0002551864420323098,0.0001293383633718813,4.228614630308364e-05,6.082015330326255e-06,3.7656546573544074e-05,1.3268812953792113e-07,1.2707910516548247e-06,2.0546056723736048e-08,3.758229058492211e-05,1.4894595376840996e-06,1.0669943327279468e-11,3.034195836063255e-08,6.781249670227027e-10,0.0014961438601106922,1.973145417570832e-13
2.589558999833407e-07,0.1861386432892479,3.76,0.0,0.8330422994115404,0.9942013850157188,0.0006426328412926824,0.00039102310434267323,0.008241051056467058,0.00191159547823139,0.005880483661925784,1.3725206364010179e-08,3.351175605740727e-10,0.000618210843273707,0.0005665138856185579,0.0028949797882063684,3.6744600994376294e-05,9.490796118037958e-05,9.333253009986307e-06,0.0022732794662188574,0.00025871306509017895,0.00013497748784656815,4.480882546197552e-05,6.5084204370811395e-06,3.942586230537423e-05,1.3600136944987862e-07,1.3676925218512704e-06,2.2151243171226985e-08,3.880616931192876e-05,1.594308463030698e-06,1.1503641739269955e-11,3.136681948144703e-08,7.009356721575001e-10,0.001496004447614507,2.114860877631346e-13
2.626832826691696e-07,0.18614343737516634,3.76,0.0,0.8328085170340448,0.9941083203145319,0.000665655221135794,0.0003967183702346436,0.008387817144763516,0.0019168561542863452,0.0060248655743530555,1.3784245270585514e-08,3.3604432632565205e-10,0.0006215420889236859,0.000568414809915292,0.0029642835859526287,3.687028837378918e-05,9.632520079070654e-05,9.566472661533176e-06,0.002327775029650835,0.0002621847809435662,0.00014075910681773964,4.74287686535175e-05,6.956123882454631e-06,4.12385074569312e-05,1.3932759564997028e-07,1.4702373454580044e-06,2.3857611063884707e-08,4.0067712522408155e-05,1.7044406269203393e-06,1.2389878615632957e-11,3.242332702893223e-08,7.244501979794553e-10,0.0014958644292144602,2.2639072091527528e-13
